hanzi,tl
佐,Tsò
佑,Iū
冶,Iá
努,Lóo
吳,Ngôo
吳,Gôo
吾,Ngôo
吾,Gôo
呈,Tiânn
壯,Tsòng
妥,Thò
孜,Tsu
宏,Hông
希,Hi
杉,Sam
杜,Tōo
杞,Kí
沈,Sím
沐,Bo̍k
沛,Phài
甫,Hú
秀,Siàu
肖,Siàu
育,Io̍k
良,Liông
良,Liâng
芍,Tsiok
芎,Kiong
谷,Kok
貝,Puè
邦,Pang
阮,Ńg
阮,Uán
阮,Uínn
乳,Jú
乳,Lú
乳,Jí
乳,Gí
依,I
協,Hia̍p
周,Tsiu
咍,Hai
固,Kòo
坤,Khun
奉,Hōng
奔,Phun
妮,Nî
妲,Thán
妲,Tat
姒,Sāi
委,Uí
孟,Bīng
宗,Tsong
宛,Uán
宜,Gî
岡,Kong
岳,Ga̍k
弦,Hiân
彼,Pí
忽,Hut
怡,Î
怯,Khiap
或,Hi̍k
拓,Thok
於,U
於,I
昂,Gông
昆,Khun
昌,Tshiong
昌,Tshiang
昔,Sik
朋,Pîng
杭,Hâng
枉,Óng
沓,Ta̍p
沓,Ta̍uh
況,Hòng
泊,Po̍k
泣,Khip
牧,Bo̍k
狐,Hôo
竺,Tiok
舍,Sià
芬,Hun
芭,Pa
邸,Tí
陀,Tôo
陀,Tô
亮,Liāng
亮,Liōng
係,Hē
俐,Lī
俞,Jû
俞,Lû
俞,Jî
冒,Mōo
姻,In
姻,Ian
威,Ui
娃,Ua
宣,Suan
宦,Huān
屋,Ok
帥,Suè
建,Kiàn
彥,Gān
彥,Giān
恆,Hîng
拱,Kióng
拾,Si̍p
昭,Tsiau
柔,Jiû
柔,Liû
柔,Giû
柯,Kua
柳,Liú
洛,Lo̍k
洛,Lo̍h
玲,Lîng
皇,Hông
祈,Kî
禹,Ú
禹,Í
紀,Kí
耶,Iâ
胖,Phuân
苑,Uán
苗,Biâu
苟,Kóo
苟,Kió
英,Ing
茂,Bōo
茂,Biō
范,Huān
要,Iau
迦,Khia
迦,Ka
迦,Kia
迪,Ti̍k
述,Su̍t
郁,Hiok
韋,Uí
首,Siù
乘,Sîng
俸,Hōng
候,Hāu
倫,Lûn
凌,Lîng
剛,Kong
卿,Khing
原,Guân
哲,Tiat
埃,Ai
娜,Ná
娜,Lô
娟,Kuan
娥,Ngôo
宰,Tsáinn
徐,Tshî
悅,Ua̍t
悅,Ia̍t
悟,Ngōo
悟,Gōo
拿,Ná
旁,Pông
晉,Tsìn
桂,Kuì
泰,Thài
浦,Phóo
浩,Hō
浩,Hōo
特,Ti̍k
珮,Puē
祕,Pì
秘,Pì
秦,Tsîn
紐,Liú
耕,King
荀,Sûn
荊,King
荐,Tsiàn
衷,Thiong
豈,Khí
貢,Kòng
迴,Huê
陝,Siám
偉,Uí
偕,Kai
偶,Ngóo
偶,Gió
商,Siong
商,Siang
圈,Khuân
埠,Pōo
培,Puê
屠,Tôo
崇,Tsông
崔,Tshui
巢,Tsâu
常,Siông
常,Siâng
庸,Iûnn
庸,Iônn
彪,Piu
悠,Iu
戚,Tshik
敏,Bín
曹,Tsô
曹,Tsôo
曼,Bān
梁,Niû
梁,Niôo
梧,Ngôo
梧,Gôo
梭,So
梵,Huān
淑,Siok
