"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KipDictHanjiTaibunOthers","KipDictWordProperty","HoaBun","KaisoehHanLoPoj","KaisoehHanLoKip","KipDictDialects","Synonym","Opposite"
"60324","Liu-liu-chhiu-chhiu, chia̍h nn̄g lúi ba̍k-chiu. ","","Liu-liu-chhiu-chhiu, chiah8 nng7 lui2 bak8-chiu. ","","Liu-liu-tshiu-tshiu, tsia̍h nn̄g luí ba̍k-tsiu. ","","Liu-liu-tshiu-tshiu, tsiah8 nng7 lui2 bak8-tsiu. ","","溜溜瞅瞅，食兩蕊目睭。","","俗諺","","比喻人要會察顏觀色，眼觀四面，耳聽八方。","比喻人要會察顏觀色，眼觀四面，耳聽八方。","","",""
"60325","Bān-sū khí-thâu lân. ","","Ban7-su7 khi2-thau5 lan5. ","","Bān-sū khí-thâu lân. ","","Ban7-su7 khi2-thau5 lan5. ","","萬事起頭難。","","俗諺","","意指事情剛開始的時候，都是比較困難的。","意指事情剛開始的時候，都是比較困難的。","","",""
"60326","Pak-tó͘ ná chúi-kūi, heng-khám ná lâu-thui. ","","Pak-too2 na2 chui2-kui7, heng-kham2 na2 lau5-thui. ","","Pak-tóo ná tsuí-kuī, hing-khám ná lâu-thui. ","","Pak-too2 na2 tsui2-kui7, hing-kham2 na2 lau5-thui. ","","腹肚若水櫃，胸坎若樓梯。","","俗諺","","肚子像水箱一樣凸起，胸前肋骨像樓梯一根根突現。形容人營養不良的模樣。","肚子像水箱一樣凸起，胸前肋骨像樓梯一根根突現。形容人營養不良的模樣。","","",""
"60327","Pak-tó͘ chò io̍h-tû. ","","Pak-too2 cho3 ioh8-tu5. ","","Pak-tóo tsò io̍h-tû. ","","Pak-too2 tso3 ioh8-tu5. ","","腹肚做藥櫥。","","俗諺","","比喻久病常服藥。","比喻久病常服藥。","","",""
"60328","Lo̍h-thô͘-sî peh-jī miā. ","","Loh8-thoo5-si5 peh-ji7 mia7. ","","Lo̍h-thôo-sî peh-jī miā. ","","Loh8-thoo5-si5 peh-ji7 mia7. ","","落塗時八字命。","","俗諺","","比喻人的命運是天生註定的，多用來自我安慰或安慰他人。","比喻人的命運是天生註定的，多用來自我安慰或安慰他人。","","",""
"60329","Lo̍h chúi pêⁿ-pêⁿ tîm, choân bô tāng-thâu-khin. ","","Loh8 chui2 penn5-penn5 tim5, choan5 bo5 tang7-thau5-khin. ","","Lo̍h tsuí pênn-pênn tîm, tsuân bô tāng-thâu-khin. ","","Loh8 tsui2 penn5-penn5 tim5, tsuan5 bo5 tang7-thau5-khin. ","","落水平平沉，全無重頭輕。","","俗諺","","喻兩敗俱傷，誰也沒佔便宜。","喻兩敗俱傷，誰也沒佔便宜。","","",""
"60330","Sêng-ì chia̍h chúi tiⁿ. ","","Seng5-i3 chiah8 chui2 tinn. ","","Sîng-ì tsia̍h tsuí tinn. ","","Sing5-i3 tsiah8 tsui2 tinn. ","","誠意食水甜。","","俗諺","","比喻人和人之間的相處，誠意是最重要的。","比喻人和人之間的相處，誠意是最重要的。","","",""
"60331","Kòe-sî bē la̍h-ji̍t. ","","Koe3-si5 be7 lah8-jit8. ","","Kuè-sî bē la̍h-ji̍t. ","","Kue3-si5 be7 lah8-jit8. ","","過時賣曆日。","","俗諺","","比喻不合時宜。","比喻不合時宜。","","",""
"60332","Kòe kiô khah chē lí kiâⁿ-lō͘, chia̍h iâm khah chē lí chia̍h bí. ","","Koe3 kio5 khah che7 li2 kiann5-loo7, chiah8 iam5 khah che7 li2 chiah8 bi2. ","","Kuè kiô khah tsē lí kiânn-lōo, tsia̍h iâm khah tsē lí tsia̍h bí. ","","Kue3 kio5 khah tse7 li2 kiann5-loo7, tsiah8 iam5 khah tse7 li2 tsiah8 bi2. ","","過橋較濟你行路，食鹽較濟你食米。","","俗諺","","用來自誇經驗豐富，倚老賣老。","用來自誇經驗豐富，倚老賣老。","","",""
"60333","Keh-piah chhin-ke, lé-sò͘ goân-chāi. ","","Keh-piah chhin-ke, le2-soo3 goan5-chai7. ","","Keh-piah tshin-ke, lé-sòo guân-tsāi. ","","Keh-piah tshin-ke, le2-soo3 guan5-tsai7. ","","隔壁親家，禮數原在。","","俗諺","","比喻禮數不可偏廢。","比喻禮數不可偏廢。","","",""
"60334","Chhī kiáⁿ bô-lūn pn̄g, chhī pē-bú sǹg tǹg. ","","Chhi7 kiann2 bo5-lun7 png7, chhi7 pe7-bu2 sng3 tng3. ","","Tshī kiánn bô-lūn pn̄g, tshī pē-bú sǹg tǹg. ","","Tshi7 kiann2 bo5-lun7 png7, tshi7 pe7-bu2 sng3 tng3. ","","飼囝無論飯，飼爸母算頓。","","俗諺","","此諺是用來感慨為人子不孝者，對兒女和對父母是兩種不同的態度。","此諺是用來感慨為人子不孝者，對兒女和對父母是兩種不同的態度。","","",""
"60335","Chhī niáu-chhí, kā pò͘-tē. ","","Chhi7 niau2-chhi2, ka7 poo3-te7. ","","Tshī niáu-tshí, kā pòo-tē. ","","Tshi7 niau2-tshi2, ka7 poo3-te7. ","","飼鳥鼠，咬布袋。","","俗諺","","比喻養虎為患。","比喻養虎為患。","","",""
"60336","Pá-sūi ê tiū-á, thâu lê-lê. ","","Pa2-sui7 e5 tiu7-a2, thau5 le5-le5. ","","Pá-suī ê tiū-á, thâu lê-lê. ","","Pa2-sui7 e5 tiu7-a2, thau5 le5-le5. ","","飽穗的稻仔，頭犁犁。","","俗諺","","比喻有真材實料者，大多謙虛。用來告誡趾高氣揚的人。","比喻有真材實料者，大多謙虛。用來告誡趾高氣揚的人。","","",""
"60337","Kut-la̍t chia̍h-la̍t, pîn-tōaⁿ thun nōa. ","","Kut-lat8 chiah8-lat8, pin5-toann7 thun noa7. ","","Kut-la̍t tsia̍h-la̍t, pîn-tuānn thun nuā. ","","Kut-lat8 tsiah8-lat8, pin5-tuann7 thun nua7. ","","骨力食栗，貧惰吞瀾。","","俗諺","","比喻勤勞者可自食其力，懶惰者只好挨餓。","比喻勤勞者可自食其力，懶惰者只好挨餓。","","",""
"60338","Hiau-hēng-chîⁿ, sit-tek liáu, oan-óng-chîⁿ, poa̍h-su kiáu. ","","Hiau-heng7-chinn5, sit-tek liau2, oan-ong2-chinn5, poah8-su kiau2. ","","Hiau-hīng-tsînn, sit-tik liáu, uan-óng-tsînn, pua̍h-su kiáu. ","","Hiau-hing7-tsinn5, sit-tik liau2, uan-ong2-tsinn5, puah8-su kiau2. ","","僥倖錢，失德了；冤枉錢，跋輸筊。","","俗諺","","誡人勿貪非分及不義之財，不義之財，怎麼來就怎麼去。","誡人勿貪非分及不義之財，不義之財，怎麼來就怎麼去。","","",""
"60339","Bān gû kāu-sái-jiō. ","","Ban7 gu5 kau7-sai2-jio7. ","","Bān gû kāu-sái-jiō. ","","Ban7 gu5 kau7-sai2-jio7. ","","慢牛厚屎尿。","","俗諺","","懶惰的牛不肯多做工，常藉要拉屎拉尿，張開後面兩條大腿，故意停頓一會兒。喻懶人多藉口。","懶惰的牛不肯多做工，常藉要拉屎拉尿，張開後面兩條大腿，故意停頓一會兒。喻懶人多藉口。","","",""
"60340","Gî lâng, m̄ chiâⁿ chha̍t. ","","Gi5 lang5, m7 chiann5 chhat8. ","","Gî lâng, m̄ tsiânn tsha̍t. ","","Gi5 lang5, m7 tsiann5 tshat8. ","","疑人，毋成賊。","","俗諺","","比喻凡事都要有證據。","比喻凡事都要有證據。","","",""
"60341","Chīn jîn-sū, sūn thiⁿ-ì. ","","Chin7 jin5-su7, sun7 thinn-i3. ","","Tsīn jîn-sū, sūn thinn-ì. ","","Tsin7 jin5-su7, sun7 thinn-i3. ","","盡人事，順天意。","","俗諺","","盡人事，聽天命。","盡人事，聽天命。","","",""
"60342","Kín kiâⁿ bô hó pō͘. ","","Kin2 kiann5 bo5 ho2 poo7. ","","Kín kiânn bô hó pōo. ","","Kin2 kiann5 bo5 ho2 poo7. ","","緊行無好步。","","俗諺","","快走沒有好步伐；比喻凡事不宜太急躁。","快走沒有好步伐；比喻凡事不宜太急躁。","","",""
"60343","Kín pháng bô hó se, kín kè bô hó ta-ke. ","","Kin2 phang2 bo5 ho2 se, kin2 ke3 bo5 ho2 ta-ke. ","","Kín pháng bô hó se, kín kè bô hó ta-ke. ","","Kin2 phang2 bo5 ho2 se, kin2 ke3 bo5 ho2 ta-ke. ","","緊紡無好紗，緊嫁無好大家。","","俗諺","","比喻欲速則不達。","比喻欲速則不達。","","",""
"60344","Sán chhân gâu suh chúi. ","","San2 chhan5 gau5 suh chui2. ","","Sán tshân gâu suh tsuí. ","","San2 tshan5 gau5 suh tsui2. ","","瘦田𠢕欶水。","","俗諺","","形容人雖瘦，但食量卻很大。","形容人雖瘦，但食量卻很大。","","",""
"60345","Ti m̄ tōa, tōa tùi káu khì. ","","Ti m7 toa7, toa7 tui3 kau2 khi3. ","","Ti m̄ tuā, tuā tuì káu khì. ","","Ti m7 tua7, tua7 tui3 kau2 khi3. ","","豬毋大，大對狗去。","","俗諺","","比喻事與願違。","比喻事與願違。","","",""
"60346","Hì-koán piⁿ ê ti-bó, bē pûn siau mā ē phah-phek. ","","Hi3-koan2 pinn e5 ti-bo2, be7 pun5 siau ma7 e7 phah-phek. ","","Hì-kuán pinn ê ti-bó, bē pûn siau mā ē phah-phik. ","","Hi3-kuan2 pinn e5 ti-bo2, be7 pun5 siau ma7 e7 phah-phik. ","","戲館邊的豬母，袂歕簫嘛會拍拍。","","俗諺","","母豬靠近戲館旁邊，久了不會吹簫，也會打拍子。比喻人易受周圍環境影響。","母豬靠近戲館旁邊，久了不會吹簫，也會打拍子。比喻人易受周圍環境影響。","","",""
"60347","Ti-siū m̄-ta̍t káu-siū ún. ","","Ti-siu7 m7-tat8 kau2-siu7 un2. ","","Ti-siū m̄-ta̍t káu-siū ún. ","","Ti-siu7 m7-tat8 kau2-siu7 un2. ","","豬岫毋值狗岫穩。","","俗諺","","金窩銀窩不如自己的狗窩！還是自己的家好。","金窩銀窩不如自己的狗窩！還是自己的家好。","","",""
"60348","Ti-thâu m̄ kò͘, kò͘ ah-bó nn̄g. ","","Ti-thau5 m7 koo3, koo3 ah-bo2 nng7. ","","Ti-thâu m̄ kòo, kòo ah-bó nn̄g. ","","Ti-thau5 m7 koo3, koo3 ah-bo2 nng7. ","","豬頭毋顧，顧鴨母卵。","","俗諺","","比喻放著重要的事不管，反而去管次要的。","比喻放著重要的事不管，反而去管次要的。","","",""
"60349","Ti-thâu-phôe chòaⁿ bô iû. ","","Ti-thau5-phoe5 choann3 bo5 iu5. ","","Ti-thâu-phuê tsuànn bô iû. ","","Ti-thau5-phue5 tsuann3 bo5 iu5. ","","豬頭皮炸無油。","","俗諺","","揶揄人少吹牛了。","揶揄人少吹牛了。","","",""
"60350","Bē tê kóng tê phang, bē hoe kóng hoe âng. ","","Be7 te5 kong2 te5 phang, be7 hoe kong2 hoe ang5. ","","Bē tê kóng tê phang, bē hue kóng hue âng. ","","Be7 te5 kong2 te5 phang, be7 hue kong2 hue ang5. ","","賣茶講茶芳，賣花講花紅。","","俗諺","","老王賣瓜，自賣自誇。","老王賣瓜，自賣自誇。","","",""
"60351","Sio-hûi--ê chia̍h khih, chit-chhio̍h--ê khùn í. ","","Sio-hui5--e5 chiah8 khih, chit-chhioh8--e5 khun3 i2. ","","Sio-huî--ê tsia̍h khih, tsit-tshio̍h--ê khùn í. ","","Sio-hui5--e5 tsiah8 khih, tsit-tshioh8--e5 khun3 i2. ","","燒瓷的食缺，織蓆的睏椅。","","俗諺","","比喻商人為了賺錢，捨不得用自己製造的好產品，而使用較無價值的瑕疵品。","比喻商人為了賺錢，捨不得用自己製造的好產品，而使用較無價值的瑕疵品。","","",""
"60352","Pho͘ bīn than, chìm chúi ô . ","","Phoo bin7 than, chim3 chui2 o5 . ","","Phoo bīn than, tsìm tsuí ô . ","","Phoo bin7 than, tsim3 tsui2 o5 . ","","鋪面蟶，浸水蚵。","","俗諺","","裝門面、充排場。放在最上層的蟶，泡在水裡的蚵。比喻虛有其表。","裝門面、充排場。放在最上層的蟶，泡在水裡的蚵。比喻虛有其表。","","",""
"60353","Khò soaⁿ soaⁿ ē pang, khò chúi chúi ē ta. ","","Kho3 soann soann e7 pang, kho3 chui2 chui2 e7 ta. ","","Khò suann suann ē pang, khò tsuí tsuí ē ta. ","","Kho3 suann suann e7 pang, kho3 tsui2 tsui2 e7 ta. ","","靠山山會崩，靠水水會焦。","","俗諺","","比喻坐吃山空之意，勸人再多的財產，如果光用而不生產也會成空。 勸人凡事要自力自強, 不可太依賴別人。","比喻坐吃山空之意，勸人再多的財產，如果光用而不生產也會成空。 勸人凡事要自力自強, 不可太依賴別人。","","",""
"60354","Chhiū-thâu khiā hō͘ chāi, m̄ kiaⁿ chhiū-bóe chò-hong-thai. ","","Chhiu7-thau5 khia7 hoo7 chai7, m7 kiann chhiu7-boe2 cho3-hong-thai. ","","Tshiū-thâu khiā hōo tsāi, m̄ kiann tshiū-bué tsò-hong-thai. ","","Tshiu7-thau5 khia7 hoo7 tsai7, m7 kiann tshiu7-bue2 tso3-hong-thai. ","","樹頭徛予在，毋驚樹尾做風颱。","","俗諺","","樹根要是穩固了，就不怕樹梢被颱風吹襲。比喻要固本。","樹根要是穩固了，就不怕樹梢被颱風吹襲。比喻要固本。","","",""
"60355","Phòng-hong chúi-ke thâi bô bah. ","","Phong3-hong chui2-ke thai5 bo5 bah. ","","Phòng-hong tsuí-ke thâi bô bah. ","","Phong3-hong tsui2-ke thai5 bo5 bah. ","","膨風水雞刣無肉。","","俗諺","","譏諷愛吹牛的人，喜歡說大話，一點本事也沒有。","譏諷愛吹牛的人，喜歡說大話，一點本事也沒有。","","",""
"60356","Su lâng m̄ su tīn, su tīn pháiⁿ-khòaⁿ bīn. ","","Su lang5 m7 su tin7, su tin7 phainn2-khoann3 bin7. ","","Su lâng m̄ su tīn, su tīn pháinn-khuànn bīn. ","","Su lang5 m7 su tin7, su tin7 phainn2-khuann3 bin7. ","","輸人毋輸陣，輸陣歹看面。","","俗諺","","輸給某人無所謂，但在那麼多人中，若排在最後就很難看了。鼓勵人奮發向上，勿落人後。","輸給某人無所謂，但在那麼多人中，若排在最後就很難看了。鼓勵人奮發向上，勿落人後。","","",""
"60357","Chîⁿ sì kha, lâng nn̄g kha. ","","Chinn5 si3 kha, lang5 nng7 kha. ","","Tsînn sì kha, lâng nn̄g kha. ","","Tsinn5 si3 kha, lang5 nng7 kha. ","","錢四跤，人兩跤。","","俗諺","","人追不上錢，比喻賺錢不容易。","人追不上錢，比喻賺錢不容易。","","",""
"60358","Thâu tōa bīn sù-hong, tó͘ tōa ki châi-ông. ","","Thau5 toa7 bin7 su3-hong, too2 toa7 ki chai5-ong5. ","","Thâu tuā bīn sù-hong, tóo tuā ki tsâi-ông. ","","Thau5 tua7 bin7 su3-hong, too2 tua7 ki tsai5-ong5. ","","頭大面四方，肚大居財王。","","俗諺","","指頭大、臉方、肚大的人，有大富之相。","指頭大、臉方、肚大的人，有大富之相。","","",""
"60359","Thâu sio-sio, bóe léng-léng. ","","Thau5 sio-sio, boe2 leng2-leng2. ","","Thâu sio-sio, bué líng-líng. ","","Thau5 sio-sio, bue2 ling2-ling2. ","","頭燒燒，尾冷冷。","","俗諺","","責怪人做事情無法「有始有終」。","責怪人做事情無法「有始有終」。","","",""
"60360","Ah-á thiaⁿ lûi. ","","Ah-a2 thiann lui5. ","","Ah-á thiann luî. ","","Ah-a2 thiann lui5. ","","鴨仔聽雷。","","俗諺","","比喻完全聽不懂。","比喻完全聽不懂。","","",""
"60361","Lêng kau lêng, hōng kau hōng, ún-ku--ê kau tòng-gōng. ","","Leng5 kau leng5, hong7 kau hong7, un2-ku--e5 kau tong3-gong7. ","","Lîng kau lîng, hōng kau hōng, ún-ku--ê kau tòng-gōng. ","","Ling5 kau ling5, hong7 kau hong7, un2-ku--e5 kau tong3-gong7. ","","龍交龍，鳳交鳳，隱痀的交侗戇。","","俗諺","","比喻朋友是物以類聚的。","比喻朋友是物以類聚的。","","",""
"60362","Ku chhiò pih bô bóe, pih chhiò ku chho͘ phôe. ","","Ku chhio3 pih bo5 boe2, pih chhio3 ku chhoo phoe5. ","","Ku tshiò pih bô bué, pih tshiò ku tshoo phuê. ","","Ku tshio3 pih bo5 bue2, pih tshio3 ku tshoo phue5. ","","龜笑鱉無尾，鱉笑龜粗皮。","","俗諺","","五十步笑百步之意。指人只會批評別人的缺點，卻不知自己的缺點也不少。","五十步笑百步之意。指人只會批評別人的缺點，卻不知自己的缺點也不少。","","",""
"60363","Ku-kha sô--chhut-lâi. ","","Ku-kha so5--chhut-lai5. ","","Ku-kha sô--tshut-lâi. ","","Ku-kha so5--tshut-lai5. ","","龜跤趖出來。","","俗諺","","比喻露出馬腳。","比喻露出馬腳。","","",""
"60364","Ku-kha ku-lāi bah. ","","Ku-kha ku-lai7 bah. ","","Ku-kha ku-lāi bah. ","","Ku-kha ku-lai7 bah. ","","龜跤龜內肉。","","俗諺","","比喻手心手背都是肉；亦比喻羊毛出在羊身上。","比喻手心手背都是肉；亦比喻羊毛出在羊身上。","","",""
"60365","Iam-ke thàn hōng poe. ","","Iam-ke than3 hong7 poe. ","","Iam-ke thàn hōng pue. ","","Iam-ke than3 hong7 pue. ","","閹雞趁鳳飛。","","俗諺","","比喻如同東施效顰一樣不自量力地想模仿別人。","比喻如同東施效顰一樣不自量力地想模仿別人。","","",""
"60366","Hì-pêⁿ kha khiā kú tō sī lí ê. ","","Hi3-penn5 kha khia7 ku2 to7 si7 li2 e5. ","","Hì-pênn kha khiā kú tō sī lí ê. ","","Hi3-penn5 kha khia7 ku2 to7 si7 li2 e5. ","","戲棚跤徛久就是你的。","","俗諺","","勸人做事要有耐性，如能持之以恆，成功必屬於你的。","勸人做事要有耐性，如能持之以恆，成功必屬於你的。","","",""
"60367","Mn̂g-mn̂g-á hō͘ lo̍h-kú, thô͘ mā ē tâm. ","","Mng5-mng5-a2 hoo7 loh8-ku2, thoo5 ma7 e7 tam5. ","","Mn̂g-mn̂g-á hōo lo̍h-kú, thôo mā ē tâm. ","","Mng5-mng5-a2 hoo7 loh8-ku2, thoo5 ma7 e7 tam5. ","","毛毛仔雨落久，塗嘛會澹。","","俗諺","","比喻積少成多、滴水穿石。","比喻積少成多、滴水穿石。","","",""
"60368","Kan-khó͘ thâu, khùiⁿ-oa̍h bóe. ","","Kan-khoo2 thau5, khuinn3-oah8 boe2. ","","Kan-khóo thâu, khuìnn-ua̍h bué. ","","Kan-khoo2 thau5, khuinn3-uah8 bue2. ","","艱苦頭，快活尾。","","俗諺","","先苦後甘，苦盡才有甘來。","先苦後甘，苦盡才有甘來。","","",""
"60369","Kóng chi̍t ê iáⁿ, seⁿ chi̍t ê kiáⁿ. ","","Kong2 chit8 e5 iann2, senn chit8 e5 kiann2. ","","Kóng tsi̍t ê iánn, senn tsi̍t ê kiánn. ","","Kong2 tsit8 e5 iann2, senn tsit8 e5 kiann2. ","","講一个影，生一个囝。","","俗諺","","說的人才說了頭，聽的人便到處加油添醋講給別人聽。.","說的人才說了頭，聽的人便到處加油添醋講給別人聽。.","","",""
"60370","Kóng-tio̍h chia̍h, cheng-phòa hia̍h. ","","Kong2-tioh8 chiah8, cheng-phoa3 hiah8. ","","Kóng-tio̍h tsia̍h, tsing-phuà hia̍h. ","","Kong2-tioh8 tsiah8, tsing-phua3 hiah8. ","","講著食，舂破額。","","俗諺","","形容人一聽到有什麼東西可吃，就爭先恐後，把額頭都撞破了。","形容人一聽到有什麼東西可吃，就爭先恐後，把額頭都撞破了。","","",""
"60371","Iô lâng bô-châi, iô ti bô thâi. ","","Io5 lang5 bo5-chai5, io5 ti bo5 thai5. ","","Iô lâng bô-tsâi, iô ti bô thâi. ","","Io5 lang5 bo5-tsai5, io5 ti bo5 thai5. ","","搖人無才，搖豬無刣。","","俗諺","","搖擺不穩重的人，多無才氣；搖動不穩的豬，多為病豬，不可殺來食用。比喻人要穩重堅定。","搖擺不穩重的人，多無才氣；搖動不穩的豬，多為病豬，不可殺來食用。比喻人要穩重堅定。","","",""
"60372","Tn̄g-chiúⁿ cha-po͘ chò siùⁿ-kang, tn̄g-chiúⁿ cha-bó͘ chiú-khang-pâng. ","","Tng7-chiunn2 cha-poo cho3 siunn3-kang, tng7-chiunn2 cha-boo2 chiu2-khang-pang5. ","","Tn̄g-tsiúnn tsa-poo tsò siùnn-kang, tn̄g-tsiúnn tsa-bóo tsiú-khang-pâng. ","","Tng7-tsiunn2 tsa-poo tso3 siunn3-kang, tng7-tsiunn2 tsa-boo2 tsiu2-khang-pang5. ","","斷掌查埔做相公，斷掌查某守空房。","","俗諺","","女子斷掌紋，表個性強會剋先生；男子斷掌紋，有大志可以做大官。這種舊思維是以往命相師的無稽之言,當笑談可也, 不宜輕信。","女子斷掌紋，表個性強會剋先生；男子斷掌紋，有大志可以做大官。這種舊思維是以往命相師的無稽之言,當笑談可也, 不宜輕信。","","",""
"60373","Bái-kâu gâu khiàm-siàu. ","","Bai2-kau5 gau5 khiam3-siau3. ","","Bái-kâu gâu khiàm-siàu. ","","Bai2-kau5 gau5 khiam3-siau3. ","","䆀猴𠢕欠數。","","俗諺","","難纏的客人會賒帳。","難纏的客人會賒帳。","","",""
"60374","Kū siû chia̍h sin siû. ","","Ku7 siu5 chiah8 sin siu5. ","","Kū siû tsia̍h sin siû. ","","Ku7 siu5 tsiah8 sin siu5. ","","舊囚食新囚。","","俗諺","","老犯人欺負新犯人。比喻老手欺生手。","老犯人欺負新犯人。比喻老手欺生手。","","",""
"60375","Cha̍p-liām ta-ke chhut bân-phôe sin-pū. ","","Chap8-liam7 ta-ke chhut ban5-phoe5 sin-pu7. ","","Tsa̍p-liām ta-ke tshut bân-phuê sin-pū. ","","Tsap8-liam7 ta-ke tshut ban5-phue5 sin-pu7. ","","雜唸大家出蠻皮新婦。","","俗諺","","婆婆嘮叨久了，媳婦就不在乎責罵。","婆婆嘮叨久了，媳婦就不在乎責罵。","","",""
"60376","Siang-chhiú phō hâi-jî, chiah chai pē-bú sî. ","","Siang-chhiu2 pho7 hai5-ji5, chiah chai pe7-bu2 si5. ","","Siang-tshiú phō hâi-jî, tsiah tsai pē-bú sî. ","","Siang-tshiu2 pho7 hai5-ji5, tsiah tsai pe7-bu2 si5. ","","雙手抱孩兒，才知爸母時。","","俗諺","","只有在雙手抱自己小孩時，才能真正體會父母的辛勞。勸人要孝順父母。","只有在雙手抱自己小孩時，才能真正體會父母的辛勞。勸人要孝順父母。","","",""
