tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,itaigi
pak-tóo,腹肚,25,pak-tó͘,pak4too2,pak4too2,paktoo,paktoo,pt,pt,True
pat-tóo,腹肚,25,pat-tó͘,pat4too2,pat4too2,pattoo,pattoo,pt,pt,True
put-tóo,腹肚,25,put-tó͘,put4too2,put4too2,puttoo,puttoo,pt,pt,True
pak-tn̂g,腹腸,25,pak-tn̂g,pak4tng5,pak4tng5,paktng,paktng,pt,pt,True
pak-tsâi,腹臍,25,pak-châi,pak4tsai5,pak4chai5,paktsai,pakchai,pt,pc,True
pak-kuà,腹蓋,25,pak-kòa,pak4kua3,pak4koa3,pakkua,pakkoa,pk,pk,True
suànn-thé,腺體,25,sòaⁿ-thé,suann3the2,soann3the2,suannthe,soannthe,st,st,True
liám-tóo,膁肚,25,liám-tó͘,liam2too2,liam2too2,liamtoo,liamtoo,lt,lt,True
ut-lut,膃肭,25,ut-lut,ut4lut4,ut4lut4,utlut,utlut,ul,ul,True
ka-lông,膠囊,25,ka-lông,ka1long5,ka1long5,kalong,kalong,kl,kl,True
ka-tsit,膠質,25,ka-chit,ka1tsit4,ka1chit4,katsit,kachit,kt,kc,True
tsi-bai,膣屄,25,chi-bai,tsi1bai1,chi1bai1,tsibai,chibai,tb,cb,True
phòng-tshn̂g,膨床,25,phòng-chhn̂g,phong3tshng5,phong3chhng5,phongtshng,phongchhng,pt,pc,True
phòng-phuê,膨皮,25,phòng-phôe,phong3phue5,phong3phoe5,phongphue,phongphoe,pp,pp,True
phòng-phê,膨皮,25,phòng-phê,phong3phe5,phong3phe5,phongphe,phongphe,pp,pp,True
phòng-kiànn,膨鏡,25,phòng-kiàⁿ,phong3kiann3,phong3kiann3,phongkiann,phongkiann,pk,pk,True
pòng-hong,膨風,25,pòng-hong,pong3hong1,pong3hong1,ponghong,ponghong,ph,ph,True
siān-huì,膳費,25,siān-hùi,sian7hui3,sian7hui3,sianhui,sianhui,sh,sh,True
tsuī-tsōng,膵臟,25,chūi-chōng,tsui7tsong7,chui7chong7,tsuitsong,chuichong,tt,cc,True
tám-hàn,膽漢,25,tám-hàn,tam2han3,tam2han3,tamhan,tamhan,th,th,True
ik-tshik,臆測,25,ek-chhek,ik4tshik4,ek4chhek4,iktshik,ekchhek,it,ec,True
la̍h-bah,臘肉,25,la̍h-bah,lah8bah4,lah8bah4,lahbah,lahbah,lb,lb,True
lîm-an,臨安,25,lîm-an,lim5an1,lim5an1,liman,liman,la,la,True
lîm-hái,臨海,25,lîm-hái,lim5hai2,lim5hai2,limhai,limhai,lh,lh,True
tsū-tsok,自作,25,chū-chok,tsu7tsok4,chu7chok4,tsutsok,chuchok,tt,cc,True
tsū-khau,自剾,25,chū-khau,tsu7khau1,chu7khau1,tsukhau,chukhau,tk,ck,True
tsū-hip,自翕,25,chū-hip,tsu7hip4,chu7hip4,tsuhip,chuhip,th,ch,True
tsū-huî,自肥,25,chū-hûi,tsu7hui5,chu7hui5,tsuhui,chuhui,th,ch,True
tsū-pì,自閉,25,chū-pì,tsu7pi3,chu7pi3,tsupi,chupi,tp,cp,True
tsū-thâu,自頭,25,chū-thâu,tsu7thau5,chu7thau5,tsuthau,chuthau,tt,ct,True
tshàu-tshuì,臭喙,25,chhàu-chhùi,tshau3tshui3,chhau3chhui3,tshautshui,chhauchhui,tt,cc,True
tshàu-tuānn,臭憚,25,chhàu-tōaⁿ,tshau3tuann7,chhau3toann7,tshautuann,chhautoann,tt,ct,True
tshàu-tsuí,臭水,25,chhàu-chúi,tshau3tsui2,chhau3chui2,tshautsui,chhauchui,tt,cc,True
tshàu-sio̍h,臭液,25,chhàu-sio̍h,tshau3sioh8,chhau3sioh8,tshausioh,chhausioh,ts,cs,True
tshàu-sòo,臭素,25,chhàu-sò͘,tshau3soo3,chhau3soo3,tshausoo,chhausoo,ts,cs,True
tshàu-lâng,臭聾,25,chhàu-lâng,tshau3lang5,chhau3lang5,tshaulang,chhaulang,tl,cl,True
tshàu-hia̍k,臭肉,25,chhàu-hia̍k,tshau3hiak8,chhau3hiak8,tshauhiak,chhauhiak,th,ch,True
tshàu-iū,臭鼬,25,chhàu-iū,tshau3iu7,chhau3iu7,tshauiu,chhauiu,ti,ci,True
tì-ìm,致廕,25,tì-ìm,ti3im3,ti3im3,tiim,tiim,ti,ti,True
tâi-kang,臺江,25,tâi-kang,tai5kang1,tai5kang1,taikang,taikang,tk,tk,True
tâi-uân,臺灣,25,tâi-oân,tai5uan5,tai5oan5,taiuan,taioan,tu,to,True
tâi-se,臺西,25,tâi-se,tai5se1,tai5se1,taise,taise,ts,ts,True
tâi-uē,臺話,25,tâi-ōe,tai5ue7,tai5oe7,taiue,taioe,tu,to,True
tâi-gí,臺語,25,tâi-gí,tai5gi2,tai5gi2,taigi,taigi,tg,tg,True
tâi-gú,臺語,25,tâi-gú,tai5gu2,tai5gu2,taigu,taigu,tg,tg,True
hìng-thi̍h,興喋,25,hèng-thi̍h,hing3thih8,heng3thih8,hingthih,hengthih,ht,ht,True
hìng-tshù,興趣,25,hèng-chhù,hing3tshu3,heng3chhu3,hingtshu,hengchhu,ht,hc,True
hing-ngá,興雅,25,heng-ngá,hing1nga2,heng1nga2,hingnga,hengnga,hn,hn,True
kū-tshù,舊厝,25,kū-chhù,ku7tshu3,ku7chhu3,kutshu,kuchhu,kt,kc,True
kū-phín,舊品,25,kū-phín,ku7phin2,ku7phin2,kuphin,kuphin,kp,kp,True
kū-sî,舊時,25,kū-sî,ku7si5,ku7si5,kusi,kusi,ks,ks,True
kū-iânn,舊營,25,kū-iâⁿ,ku7iann5,ku7iann5,kuiann,kuiann,ki,ki,True
tsi̍h-kut,舌骨,25,chi̍h-kut,tsih8kut4,chih8kut4,tsihkut,chihkut,tk,ck,True
tsīnn-kiōng,舐共,25,chīⁿ-kiōng,tsinn7kiong7,chinn7kiong7,tsinnkiong,chinnkiong,tk,ck,True
tsīnn-giô,舐蟯,25,chīⁿ-giô,tsinn7gio5,chinn7gio5,tsinngio,chinngio,tg,cg,True
tshu-kha,舒跤,25,chhu-kha,tshu1kha1,chhu1kha1,tshukha,chhukha,tk,ck,True
bú-siánn,舞啥,25,bú-siáⁿ,bu2siann2,bu2siann2,busiann,busiann,bs,bs,True
bú-pōo,舞步,25,bú-pō͘,bu2poo7,bu2poo7,bupoo,bupoo,bp,bp,True
bú-tsiá,舞者,25,bú-chiá,bu2tsia2,bu2chia2,butsia,buchia,bt,bc,True
tsiu-san,舟山,25,chiu-san,tsiu1san1,chiu1san1,tsiusan,chiusan,ts,cs,True
tāi-kong,舵公,25,tāi-kong,tai7kong1,tai7kong1,taikong,taikong,tk,tk,True
tsûn-tuann,船單,25,chûn-toaⁿ,tsun5tuann1,chun5toann1,tsuntuann,chuntoann,tt,ct,True
tsûn-thâu,船頭,25,chûn-thâu,tsun5thau5,chun5thau5,tsunthau,chunthau,tt,ct,True
sik-mê,色盲,25,sek-mê,sik4me5,sek4me5,sikme,sekme,sm,sm,True
ōo-thâu,芋頭,25,ō͘-thâu,oo7thau5,oo7thau5,oothau,oothau,ot,ot,True
sing-tsháu,芟草,25,seng-chháu,sing1tshau2,seng1chhau2,singtshau,sengchhau,st,sc,True
kài-lua̍h,芥辣,25,kài-loa̍h,kai3luah8,kai3loah8,kailuah,kailoah,kl,kl,True
hue-thiāu,花柱,25,hoe-thiāu,hue1thiau7,hoe1thiau7,huethiau,hoethiau,ht,ht,True
hue-kue,花瓜,25,hoe-koe,hue1kue1,hoe1koe1,huekue,hoekoe,hk,hk,True
hue-tshi,花痴,25,hoe-chhi,hue1tshi1,hoe1chhi1,huetshi,hoechhi,ht,hc,True
hue-tsng,花磚,25,hoe-chng,hue1tsng1,hoe1chng1,huetsng,hoechng,ht,hc,True
hue-sù,花絮,25,hoe-sù,hue1su3,hoe1su3,huesu,hoesu,hs,hs,True
hue-m̂,花莓,25,hoe-m̂,hue1m5,hoe1m5,huem,hoem,hm,hm,True
hue-hui,花飛,25,hoe-hui,hue1hui1,hoe1hui1,huehui,hoehui,hh,hh,True
hue-thiâu,花鮡,25,hoe-thiâu,hue1thiau5,hoe1thiau5,huethiau,hoethiau,ht,ht,True
hue-tshiu,花鰍,25,hoe-chhiu,hue1tshiu1,hoe1chhiu1,huetshiu,hoechhiu,ht,hc,True
phang-phang,芳芳,25,phang-phang,phang1phang1,phang1phang1,phangphang,phangphang,pp,pp,True
phang-soo,芳酥,25,phang-so͘,phang1soo1,phang1soo1,phangsoo,phangsoo,ps,ps,True
lîng-ngá,苓雅,25,lêng-ngá,ling5nga2,leng5nga2,lingnga,lengnga,ln,ln,True
kho-sò,苛燥,25,kho-sò,kho1so3,kho1so3,khoso,khoso,ks,ks,True
nā-sī,若是,25,nā-sī,na7si7,na7si7,nasi,nasi,ns,ns,True
khóo-kang,苦工,25,khó͘-kang,khoo2kang1,khoo2kang1,khookang,khookang,kk,kk,True
khóo-m̄,苦毋,25,khó͘-m̄,khoo2m7,khoo2m7,khoom,khoom,km,km,True
khóo-sòo,苦素,25,khó͘-sò͘,khoo2soo3,khoo2soo3,khoosoo,khoosoo,ks,ks,True
khóo-tsháu,苦草,25,khó͘-chháu,khoo2tshau2,khoo2chhau2,khootshau,khoochhau,kt,kc,True
ing-tsio̍h,英石,25,eng-chio̍h,ing1tsioh8,eng1chioh8,ingtsioh,engchioh,it,ec,True
ing-lân,英蘭,25,eng-lân,ing1lan5,eng1lan5,inglan,englan,il,el,True
huān-lê,范蠡,25,hoān-lê,huan7le5,hoan7le5,huanle,hoanle,hl,hl,True
ka-tâu,茄投,25,ka-tâu,ka1tau5,ka1tau5,katau,katau,kt,kt,True
ka-sui,茄榱,25,ka-sui,ka1sui1,ka1sui1,kasui,kasui,ks,ks,True
ka-tiānn,茄萣,25,ka-tiāⁿ,ka1tiann7,ka1tiann7,katiann,katiann,kt,kt,True
tsû-sîng,茨城,25,chû-sêng,tsu5sing5,chu5seng5,tsusing,chuseng,ts,cs,True
bông-bū,茫霧,25,bông-bū,bong5bu7,bong5bu7,bongbu,bongbu,bb,bb,True
tsu-jû,茱萸,25,chu-jû,tsu1ju5,chu1ju5,tsuju,chuju,tj,cj,True
tê-tàng,茶凍,25,tê-tàng,te5tang3,te5tang3,tetang,tetang,tt,tt,True
tê-tiàm,茶店,25,tê-tiàm,te5tiam3,te5tiam3,tetiam,tetiam,tt,tt,True
tê-bua̍h,茶末,25,tê-boa̍h,te5buah8,te5boah8,tebuah,teboah,tb,tb,True
tê-bua̍t,茶末,25,tê-boa̍t,te5buat8,te5boat8,tebuat,teboat,tb,tb,True
tê-bí,茶米,25,tê-bí,te5bi2,te5bi2,tebi,tebi,tb,tb,True
tê-bú,茶舞,25,tê-bú,te5bu2,te5bu2,tebu,tebu,tb,tb,True
tê-tsûn,茶船,25,tê-chûn,te5tsun5,te5chun5,tetsun,techun,tt,tc,True
tê-hâng,茶行,25,tê-hâng,te5hang5,te5hang5,tehang,tehang,th,th,True
tê-kóo,茶鈷,25,tê-kó͘,te5koo2,te5koo2,tekoo,tekoo,tk,tk,True
tâng-o,茼蒿,25,tâng-o,tang5o1,tang5o1,tango,tango,to,to,True
sûn-tsú,荀子,25,sûn-chú,sun5tsu2,sun5chu2,suntsu,sunchu,st,sc,True
tsháu-khûn,草囷,25,chháu-khûn,tshau2khun5,chhau2khun5,tshaukhun,chhaukhun,tk,ck,True
tsháu-pînn,草坪,25,chháu-pîⁿ,tshau2pinn5,chhau2pinn5,tshaupinn,chhaupinn,tp,cp,True
tsháu-suann,草山,25,chháu-soaⁿ,tshau2suann1,chhau2soann1,tshausuann,chhausoann,ts,cs,True
tsháu-kâu,草猴,25,chháu-kâu,tshau2kau5,chhau2kau5,tshaukau,chhaukau,tk,ck,True
tshó-khoo,草箍,25,chhó-kho͘,tsho2khoo1,chho2khoo1,tshokhoo,chhokhoo,tk,ck,True
tshì-pho,草莓,25,chhì-pho,tshi3pho1,chhi3pho1,tshipho,chhipho,tp,cp,True
tsháu-khî,草蜞,25,chháu-khî,tshau2khi5,chhau2khi5,tshaukhi,chhaukhi,tk,ck,True
tsháu-pà,草豹,25,chháu-pà,tshau2pa3,chhau2pa3,tshaupa,chhaupa,tp,cp,True
tsháu-ta̍h,草踏,25,chháu-ta̍h,tshau2tah8,chhau2tah8,tshautah,chhautah,tt,ct,True
tsháu-tshìng,草銃,25,chháu-chhèng,tshau2tshing3,chhau2chheng3,tshautshing,chhauchheng,tt,cc,True
tsháu-keh,草鍥,25,chháu-keh,tshau2keh4,chhau2keh4,tshaukeh,chhaukeh,tk,ck,True
lám-nuā,荏懶,25,lám-nōa,lam2nua7,lam2noa7,lamnua,lamnoa,ln,ln,True
hong-biū,荒謬,25,hong-biū,hong1biu7,hong1biu7,hongbiu,hongbiu,hb,hb,True
nāi-siânn,荔城,25,nāi-siâⁿ,nai7siann5,nai7siann5,naisiann,naisiann,ns,ns,True
phôo-tiân,莆田,25,phô͘-tiân,phoo5tian5,phoo5tian5,phootian,phootian,pt,pt,True
phôo-tshân,莆田,25,phô͘-chhân,phoo5tshan5,phoo5chhan5,phootshan,phoochhan,pt,pc,True
tsong-tiōng,莊重,25,chong-tiōng,tsong1tiong7,chong1tiong7,tsongtiong,chongtiong,tt,ct,True
mài-ké,莫假,25,mài-ké,mai3ke2,mai3ke2,maike,maike,mk,mk,True
mài-khì,莫去,25,mài-khì,mai3khi3,mai3khi3,maikhi,maikhi,mk,mk,True
mài-tshá,莫吵,25,mài-chhá,mai3tsha2,mai3chha2,maitsha,maichha,mt,mc,True
bo̍k-ní,莫耳,25,bo̍k-ní,bok8ni2,bok8ni2,bokni,bokni,bn,bn,True
koo-kiánn,菇囝,25,ko͘-kiáⁿ,koo1kiann2,koo1kiann2,kookiann,kookiann,kk,kk,True
tshài-liâu,菜寮,25,chhài-liâu,tshai3liau5,chhai3liau5,tshailiau,chhailiau,tl,cl,True
tshài-tiàm,菜店,25,chhài-tiàm,tshai3tiam3,chhai3tiam3,tshaitiam,chhaitiam,tt,ct,True
tshài-tsio,菜椒,25,chhài-chio,tshai3tsio1,chhai3chio1,tshaitsio,chhaichio,tt,cc,True
tshài-kiû,菜球,25,chhài-kiû,tshai3kiu5,chhai3kiu5,tshaikiu,chhaikiu,tk,ck,True
tshài-tiam,菜砧,25,chhài-tiam,tshai3tiam1,chhai3tiam1,tshaitiam,chhaitiam,tt,ct,True
tshài-tsàng,菜粽,25,chhài-chàng,tshai3tsang3,chhai3chang3,tshaitsang,chhaichang,tt,cc,True
tshài-tsìnn,菜糋,25,chhài-chìⁿ,tshai3tsinn3,chhai3chinn3,tshaitsinn,chhaichinn,tt,cc,True
tshài-kóo,菜股,25,chhài-kó͘,tshai3koo2,chhai3koo2,tshaikoo,chhaikoo,tk,ck,True
tshài-póo,菜脯,25,chhài-pó͘,tshai3poo2,chhai3poo2,tshaipoo,chhaipoo,tp,cp,True
tshài-hue,菜花,25,chhài-hoe,tshai3hue1,chhai3hoe1,tshaihue,chhaihoe,th,ch,True
tshài-thâu,菜頭,25,chhài-thâu,tshai3thau5,chhai3thau5,tshaithau,chhaithau,tt,ct,True
pa̍t-á,菝仔,25,pa̍t-á,pat8a2,pat8a2,pata,pata,pa,pa,True
phô͘-thê,菩提,25,phô͘-thê,pho͘5the5,phoo5the5,pho͘the,phoothe,pt,pt,True
hûa-an,華安,25,hôa-an,hua5an1,hoa5an1,huaan,hoaan,ha,ha,True
huâ-bûn,華文,25,hôa-bûn,hua5bun5,hoa5bun5,huabun,hoabun,hb,hb,True
bān-bân,萬巒,25,bān-bân,ban7ban5,ban7ban5,banban,banban,bb,bb,True
bān-pho,萬波,25,bān-pho,ban7pho1,ban7pho1,banpho,banpho,bp,bp,True
bān-mi̍h,萬物,25,bān-mi̍h,ban7mih8,ban7mih8,banmih,banmih,bm,bm,True
làu-kau,落勾,25,làu-kau,lau3kau1,lau3kau1,laukau,laukau,lk,lk,True
làu-kháu,落口,25,làu-kháu,lau3khau2,lau3khau2,laukhau,laukhau,lk,lk,True
lo̍h-tsng,落妝,25,lo̍h-chng,loh8tsng1,loh8chng1,lohtsng,lohchng,lt,lc,True
lo̍h-tiānn,落定,25,lo̍h-tiāⁿ,loh8tiann7,loh8tiann7,lohtiann,lohtiann,lt,lt,True
lo̍h-bué,落尾,25,lo̍h-bóe,loh8bue2,loh8boe2,lohbue,lohboe,lb,lb,True
lōo-bué,落尾,25,lō͘-bóe,loo7bue2,loo7boe2,loobue,looboe,lb,lb,True
lo̍h-suann,落山,25,lo̍h-soaⁿ,loh8suann1,loh8soann1,lohsuann,lohsoann,ls,ls,True
lo̍h-kiā,落崎,25,lo̍h-kiā,loh8kia7,loh8kia7,lohkia,lohkia,lk,lk,True
làu-keh,落格,25,làu-keh,lau3keh4,lau3keh4,laukeh,laukeh,lk,lk,True
lo̍h-làm,落湳,25,lo̍h-làm,loh8lam3,loh8lam3,lohlam,lohlam,ll,ll,True
lak-tshat,落漆,25,lak-chhat,lak4tshat4,lak4chhat4,laktshat,lakchhat,lt,lc,True
loh-tse,落災,25,loh-che,loh4tse1,loh4che1,lohtse,lohche,lt,lc,True
lo̍h-tse,落災,25,lo̍h-che,loh8tse1,loh8che1,lohtse,lohche,lt,lc,True
lo̍h-phìnn,落片,25,lo̍h-phìⁿ,loh8phinn3,loh8phinn3,lohphinn,lohphinn,lp,lp,True
lo̍h-ba̍k,落目,25,lo̍h-ba̍k,loh8bak8,loh8bak8,lohbak,lohbak,lb,lb,True
làu-tsûn,落船,25,làu-chûn,lau3tsun5,lau3chun5,lautsun,lauchun,lt,lc,True
lo̍h-tsong,落莊,25,lo̍h-chong,loh8tsong1,loh8chong1,lohtsong,lohchong,lt,lc,True
làu-làu,落落,25,làu-làu,lau3lau3,lau3lau3,laulau,laulau,ll,ll,True
làu-hiat,落血,25,làu-hiat,lau3hiat4,lau3hiat4,lauhiat,lauhiat,lh,lh,True
lo̍h-sue,落衰,25,lo̍h-soe,loh8sue1,loh8soe1,lohsue,lohsoe,ls,ls,True
lo̍h-tshu,落趨,25,lo̍h-chhu,loh8tshu1,loh8chhu1,lohtshu,lohchhu,lt,lc,True
làu-phâu,落跑,25,làu-phâu,lau3phau5,lau3phau5,lauphau,lauphau,lp,lp,True
lo̍h-seh,落雪,25,lo̍h-seh,loh8seh4,loh8seh4,lohseh,lohseh,ls,ls,True
làu-hûn,落雲,25,làu-hûn,lau3hun5,lau3hun5,lauhun,lauhun,lh,lh,True
lo̍h-bông,落雺,25,lo̍h-bông,loh8bong5,loh8bong5,lohbong,lohbong,lb,lb,True
lak-kut,落骨,25,lak-kut,lak4kut4,lak4kut4,lakkut,lakkut,lk,lk,True
làu-lîng,落龍,25,làu-lêng,lau3ling5,lau3leng5,lauling,lauleng,ll,ll,True
ia̍p-sng,葉酸,25,ia̍p-sng,iap8sng1,iap8sng1,iapsng,iapsng,is,is,True
ia̍p-bûn,葉門,25,ia̍p-bûn,iap8bun5,iap8bun5,iapbun,iapbun,ib,ib,True
to̍h-kng,著光,25,to̍h-kng,toh8kng1,toh8kng1,tohkng,tohkng,tk,tk,True
tio̍h-tiàu,著吊,25,tio̍h-tiàu,tioh8tiau3,tioh8tiau3,tiohtiau,tiohtiau,tt,tt,True
tio̍h-sī,著是,25,tio̍h-sī,tioh8si7,tioh8si7,tiohsi,tiohsi,ts,ts,True
tio̍h-sî,著時,25,tio̍h-sî,tioh8si5,tioh8si5,tiohsi,tiohsi,ts,ts,True
tio̍h-to̍k,著毒,25,tio̍h-to̍k,tioh8tok8,tioh8tok8,tiohtok,tiohtok,tt,tt,True
tio̍h-tse,著災,25,tio̍h-che,tioh8tse1,tioh8che1,tiohtse,tiohche,tt,tc,True
tio̍h-kâu,著猴,25,tio̍h-kâu,tioh8kau5,tioh8kau5,tiohkau,tiohkau,tk,tk,True
tio̍h-tsiáng,著獎,25,tio̍h-chiáng,tioh8tsiang2,tioh8chiang2,tiohtsiang,tiohchiang,tt,tc,True
tio̍h-tsióng,著獎,25,tio̍h-chióng,tioh8tsiong2,tioh8chiong2,tiohtsiong,tiohchiong,tt,tc,True
tio̍h-gâm,著癌,25,tio̍h-gâm,tioh8gam5,tioh8gam5,tiohgam,tiohgam,tg,tg,True
tio̍h-ka,著膠,25,tio̍h-ka,tioh8ka1,tioh8ka1,tiohka,tiohka,tk,tk,True
tio̍h-tio̍h,著著,25,tio̍h-tio̍h,tioh8tioh8,tioh8tioh8,tiohtioh,tiohtioh,tt,tt,True
tio̍h-sue,著衰,25,tio̍h-soe,tioh8sue1,tioh8soe1,tiohsue,tiohsoe,ts,ts,True
tio̍h-tak,著觸,25,tio̍h-tak,tioh8tak4,tioh8tak4,tiohtak,tiohtak,tt,tt,True
tio̍h-tshìng,著銃,25,tio̍h-chhèng,tioh8tshing3,tioh8chheng3,tiohtshing,tiohchheng,tt,tc,True
tì-thâu,蒂頭,25,tì-thâu,ti3thau5,ti3thau5,tithau,tithau,tt,tt,True
tsing-khì,蒸氣,25,cheng-khì,tsing1khi3,cheng1khi3,tsingkhi,chengkhi,tk,ck,True
tshong-lâm,蒼南,25,chhong-lâm,tshong1lam5,chhong1lam5,tshonglam,chhonglam,tl,cl,True
hak-tshù,蓄厝,25,hak-chhù,hak4tshu3,hak4chhu3,haktshu,hakchhu,ht,hc,True
kap-pa,蓋仔,25,kap-pa,kap4pa1,kap4pa1,kappa,kappa,kp,kp,True
kài-sîng,蓋成,25,kài-sêng,kai3sing5,kai3seng5,kaising,kaiseng,ks,ks,True
kài-tsuē,蓋濟,25,kài-chōe,kai3tsue7,kai3choe7,kaitsue,kaichoe,kt,kc,True
kài-tsē,蓋濟,25,kài-chē,kai3tse7,kai3che7,kaitse,kaiche,kt,kc,True
kài-la̍h,蓋蠟,25,kài-la̍h,kai3lah8,kai3lah8,kailah,kailah,kl,kl,True
liân-too,蓮都,25,liân-to͘,lian5too1,lian5too1,liantoo,liantoo,lt,lt,True
liám-bū,蓮霧,25,liám-bū,liam2bu7,liam2bu7,liambu,liambu,lb,lb,True
tsiáu-tshîng,蔦松,25,chiáu-chhêng,tsiau2tshing5,chiau2chheng5,tsiautshing,chiauchheng,tt,cc,True
ìm-pe̍h,蔭白,25,ìm-pe̍h,im3peh8,im3peh8,impeh,impeh,ip,ip,True
ìm-ńg,蔭蔭,25,ìm-ńg,im3ng2,im3ng2,imng,imng,in,in,True
ìm-tsiú,蔭酒,25,ìm-chiú,im3tsiu2,im3chiu2,imtsiu,imchiu,it,ic,True
muâ-ínn,蔴潁,25,môa-íⁿ,mua5inn2,moa5inn2,muainn,moainn,mi,mi,True
tsio-siânn,蕉城,25,chio-siâⁿ,tsio1siann5,chio1siann5,tsiosiann,chiosiann,ts,cs,True
siau-san,蕭山,25,siau-san,siau1san1,siau1san1,siausan,siausan,ss,ss,True
kán-tan,蕳砃,25,kán-tan,kan2tan1,kan2tan1,kantan,kantan,kt,kt,True
ò-giô,薁蕘,25,ò-giô,o3gio5,o3gio5,ogio,ogio,og,og,True
po̍k-ping,薄冰,25,po̍k-peng,pok8ping1,pok8peng1,pokping,pokpeng,pp,pp,True
po̍k-gi̍k,薄玉,25,po̍k-ge̍k,pok8gik8,pok8gek8,pokgik,pokgek,pg,pg,True
po̍h-tsuá,薄紙,25,po̍h-chóa,poh8tsua2,poh8choa2,pohtsua,pohchoa,pt,pc,True
po̍h-io̍h,薄藥,25,po̍h-io̍h,poh8ioh8,poh8ioh8,pohioh,pohioh,pi,pi,True
po̍h-phuē,薄被,25,po̍h-phōe,poh8phue7,poh8phoe7,pohphue,pohphoe,pp,pp,True
po̍k-pian,薄鞭,25,po̍k-pian,pok8pian1,pok8pian1,pokpian,pokpian,pp,pp,True
po̍h-piánn,薄餅,25,po̍h-piáⁿ,poh8piann2,poh8piann2,pohpiann,pohpiann,pp,pp,True
po̍h-thi,薄麶,25,po̍h-thi,poh8thi1,poh8thi1,pohthi,pohthi,pt,pt,True
khau-tsháu,薅草,25,khau-chháu,khau1tshau2,khau1chhau2,khautshau,khauchhau,kt,kc,True
khau-tshài,薅菜,25,khau-chhài,khau1tshai3,khau1chhai3,khautshai,khauchhai,kt,kc,True
hiong-siânn,薌城,25,hiong-siâⁿ,hiong1siann5,hiong1siann5,hiongsiann,hiongsiann,hs,hs,True
kiunn-bó,薑母,25,kiuⁿ-bó,kiunn1bo2,kiunn1bo2,kiunnbo,kiunnbo,kb,kb,True
kiunn-bú,薑母,25,kiuⁿ-bú,kiunn1bu2,kiunn1bu2,kiunnbu,kiunnbu,kb,kb,True
kiunn-tsuí,薑水,25,kiuⁿ-chúi,kiunn1tsui2,kiunn1chui2,kiunntsui,kiunnchui,kt,kc,True
kiunn-thn̂g,薑糖,25,kiuⁿ-thn̂g,kiunn1thng5,kiunn1thng5,kiunnthng,kiunnthng,kt,kt,True
kiunn-n̂g,薑黃,25,kiuⁿ-n̂g,kiunn1ng5,kiunn1ng5,kiunnng,kiunnng,kn,kn,True
siâm-po̍k,薝蔔,25,siâm-po̍k,siam5pok8,siam5pok8,siampok,siampok,sp,sp,True
hiam-iû,薟油,25,hiam-iû,hiam1iu5,hiam1iu5,hiamiu,hiamiu,hi,hi,True
hiam-lua̍h,薟辣,25,hiam-loa̍h,hiam1luah8,hiam1loah8,hiamluah,hiamloah,hl,hl,True
tsî-tiâu,薯條,25,chî-tiâu,tsi5tiau5,chi5tiau5,tsitiau,chitiau,tt,ct,True
tsû-tiâu,薯條,25,chû-tiâu,tsu5tiau5,chu5tiau5,tsutiau,chutiau,tt,ct,True
tsî-tshiam,薯簽,25,chî-chhiam,tsi5tshiam1,chi5chhiam1,tsitshiam,chichhiam,tt,cc,True
hun-tshuì,薰喙,25,hun-chhùi,hun1tshui3,hun1chhui3,huntshui,hunchhui,ht,hc,True
hun-bué,薰尾,25,hun-bóe,hun1bue2,hun1boe2,hunbue,hunboe,hb,hb,True
hun-bah,薰肉,25,hun-bah,hun1bah4,hun1bah4,hunbah,hunbah,hb,hb,True
hun-tô,薰陶,25,hun-tô,hun1to5,hun1to5,hunto,hunto,ht,ht,True
tsioh-tio̍h,藉著,25,chioh-tio̍h,tsioh4tioh8,chioh4tioh8,tsiohtioh,chiohtioh,tt,ct,True
nâ-pit,藍筆,25,nâ-pit,na5pit4,na5pit4,napit,napit,np,np,True
lâm-si,藍絲,25,lâm-si,lam5si1,lam5si1,lamsi,lamsi,ls,ls,True
nâ-si,藍絲,25,nâ-si,na5si1,na5si1,nasi,nasi,ns,ns,True
tshàng-miâ,藏名,25,chhàng-miâ,tshang3mia5,chhang3mia5,tshangmia,chhangmia,tm,cm,True
tshàng-khang,藏空,25,chhàng-khang,tshang3khang1,chhang3khang1,tshangkhang,chhangkhang,tk,ck,True
tshàng-bih,藏覕,25,chhàng-bih,tshang3bih4,chhang3bih4,tshangbih,chhangbih,tb,cb,True
tshàng-kiànn,藏鏡,25,chhàng-kiàⁿ,tshang3kiann3,chhang3kiann3,tshangkiann,chhangkiann,tk,ck,True
io̍h-tshi,藥疽,25,io̍h-chhi,ioh8tshi1,ioh8chhi1,iohtshi,iohchhi,it,ic,True
tsó-tsuí,藻水,25,chó-chúi,tso2tsui2,cho2chui2,tsotsui,chochui,tt,cc,True
tsó-ta,藻礁,25,chó-ta,tso2ta1,cho2ta1,tsota,chota,tt,ct,True
tsó-luī,藻類,25,chó-lūi,tso2lui7,cho2lui7,tsolui,cholui,tl,cl,True
lôo-tsiu,蘆洲,25,lô͘-chiu,loo5tsiu1,loo5chiu1,lootsiu,loochiu,lt,lc,True
lôo-tà,蘆趵,25,lô͘-tà,loo5ta3,loo5ta3,loota,loota,lt,lt,True
