"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HoaBun","EngBun","PageNumber"
"201","Ài-ní-lân","Ai3-ni2-lan5","Ài-ní-lân","Ai3-ni2-lan5","愛爾蘭","Ireland",""
"202","ai-nó-kho͘h (ji̍t-gí)","ai-no2-khooh (jit8-gi2)","ai-nó-khooh (ji̍t-gí)","ai-no2-khooh (jit8-gi2)","混血兒","mixed-blood",""
"203","ai-oàn","ai-oan3","ai-uàn","ai-uan3","哀怨","sigh and moan",""
"204","Ai-oàn bô chîⁿ thang tha̍k-chheh.","Ai-oan3 bo5 chinn5 thang thak8-chheh.","Ai-uàn bô tsînn thang tha̍k-tsheh.","Ai-uan3 bo5 tsinn5 thang thak8-tsheh.","哀怨沒錢求學。","He is sad about not having enough money to finish his education.",""
"205","Ài-sîn","Ai3-sin5","Ài-sîn","Ai3-sin5","愛神","Cupid",""
"206","ài-sioh","ai3-sioh","ài-sioh","ai3-sioh","愛惜","love with great affection, love with compassion, to spare, pity",""
"207","ài-sioh sèⁿ-miā","ai3-sioh senn3-mia7","ài-sioh sènn-miā","ai3-sioh senn3-mia7","愛惜生命","cling tenaciously to life",""
"208","ai-siong","ai-siong","ai-siong","ai-siong","哀傷","feel sorrow or grief, grieve, mourn, be sad",""
"209","ai-sò͘","ai-soo3","ai-sòo","ai-soo3","哀訴","express heart feelings",""
"210","ai-sú","ai-su2","ai-sú","ai-su2","哀史","sad history",""
"211","Ài-su-ki-mô͘","Ai3-su-ki-moo5","Ài-su-ki-môo","Ai3-su-ki-moo5","愛斯基摩","Eskimos",""
"212","ài-súi","ai3-sui2","ài-suí","ai3-sui2","愛美","want to be beautiful, desire for beauty, love of excellence",""
"213","I chin ài-súi, siông-siông teh chiò-kiàⁿ.","I chin ai3-sui2, siong5-siong5 teh chio3-kiann3.","I tsin ài-suí, siông-siông teh tsiò-kiànn.","I tsin ai3-sui2, siong5-siong5 teh tsio3-kiann3.","她真愛美，常常在照鏡子。","She likes to be pretty. She is always looking in a mirror.",""
"214","ài-tài","ai3-tai3","ài-tài","ai3-tai3","愛戴","love and support a political leader",""
"215","ài-tek","ai3-tek","ài-tik","ai3-tik","愛德","virtue of charity",""
"216","ài-tha-chú-gī","ai3-tha-chu2-gi7","ài-tha-tsú-gī","ai3-tha-tsu2-gi7","愛他主義","altruism",""
"217","ai-thàn","ai-than3","ai-thàn","ai-than3","哀嘆","lament, bewail",""
"218","ai-tō","ai-to7","ai-tō","ai-to7","哀悼","mourn, grieve over or lament someone's death",""
"219","ài-tô͘","ai3-too5","ài-tôo","ai3-too5","愛徒","beloved disciple",""
"220","āiⁿ (iāng)","ainn7 (iang7)","āinn (iāng)","ainn7 (iang7)","背負","carry a person on the back",""
"221","āiⁿ-chiūⁿ-āiⁿ-lo̍h","ainn7-chiunn7-ainn7-loh8","āinn-tsiūnn-āinn-lo̍h","ainn7-tsiunn7-ainn7-loh8","背上背下","take care of, tend (Lit. carry up and down)",""
"222","āiⁿ-gín-á","ainn7-gin2-a2","āinn-gín-á","ainn7-gin2-a2","背孩子","carry a child on the back",""
"223","āiⁿ-kin (iāng-kin)","ainn7-kin (iang7-kin)","āinn-kin (iāng-kin)","ainn7-kin (iang7-kin)","背巾","cloth for carrying a child slung on the back",""
"224","āiⁿ pēⁿ-lâng","ainn7 penn7-lang5","āinn pēnn-lâng","ainn7 penn7-lang5","背病人","carry a sick person piggy-back",""
"225","ak","ak","ak","ak","握","hold fast, grasp, grip",""
"226","chiáng-ak","chiang2-ak","tsiáng-ak","tsiang2-ak","掌握","in one's grasp, within one's power, at the mercy of",""
"227","ak","ak","ak","ak","澆，淋","water, drench",""
"228","ak","ak","ak","ak","齷","narrow, small, dirty",""
"229","ak-chak","ak-chak","ak-tsak","ak-tsak","狹窄，煩躁","disorderly and inconveniently crowded with articles, narrow, small and dirty",""
"230","Kin-á-ji̍t lâu chin-chē kōaⁿ, seng-khu chin ak-chak.","Kin-a2-jit8 lau5 chin-che7 koann7, seng-khu chin ak-chak.","Kin-á-ji̍t lâu tsin-tsē kuānn, sing-khu tsin ak-tsak.","Kin-a2-jit8 lau5 tsin-tse7 kuann7, sing-khu tsin ak-tsak.","今天流很多汗，身體覺得很不舒服","I perspired very much today. I'm all smelly and dirty.",""
"231","ak-chhiú","ak-chhiu2","ak-tshiú","ak-tshiu2","握手","shake hands, a hand shake",""
"232","ak-chhiú giân-hoan","ak-chhiu2 gian5-hoan","ak-tshiú giân-huan","ak-tshiu2 gian5-huan","握手言歡","shake hands and converse cheerfully",""
"233","ak-chúi","ak-chui2","ak-tsuí","ak-tsui2","澆水","water things like flowers",""
"234","ak-hō͘","ak-hoo7","ak-hōo","ak-hoo7","淋雨","be caught in the rain",""
"235","M̄-thang chhut-khì gōa-bīn ak-hō͘.","M7-thang chhut-khi3 goa7-bin7 ak-hoo7.","M̄-thang tshut-khì guā-bīn ak-hōo.","M7-thang tshut-khi3 gua7-bin7 ak-hoo7.","不要出去外面淋雨。","Don't go out and get wet in the rain.",""
"236","ak-hoe","ak-hoe","ak-hue","ak-hue","澆花","water flowers",""
"237","ak-koân","ak-koan5","ak-kuân","ak-kuan5","握權","be in the power or authority, be in command, hold the reins",""
"238","ak-le̍k-kè","ak-lek8-ke3","ak-li̍k-kè","ak-lik8-ke3","握力計","hand dynamometer",""
"239","ak-pia̍t","ak-piat8","ak-pia̍t","ak-piat8","握別","shake hands in parting, say goodbye",""
"240","ak-pûi","ak-pui5","ak-puî","ak-pui5","澆肥","water plants with liquidized night soil",""
"241","ak-tâm","ak-tam5","ak-tâm","ak-tam5","淋濕","drench",""
"242","am","am","am","am","掩","cover, conceal",""
"243","am","am","am","am","庵","Buddhist convent, nunnery",""
"244","nî-ko͘-am","ni5-koo-am","nî-koo-am","ni5-koo-am","尼姑庵","Buddhist convent, nunnery",""
"245","ám","am2","ám","am2","米湯，稀薄","rice water, watery",""
"246","àm","am3","àm","am3","暗","dark, obscure, stupid, ignorant, secret, clandestine, stealthy, hidden drainage system or rocks, late at night",""
"247","âm (chúi-âm)","am5 (chui2-am5)","âm (tsuí-âm)","am5 (tsui2-am5)","暗溝，涵洞","small covered drain or run for water",""
"248","ām","am7","ām","am7","茂盛","dense and luxuriant grass, shrubs or foliage",""
"249","ām-á-niá (ām-niá)","am7-a2-nia2 (am7-nia2)","ām-á-niá (ām-niá)","am7-a2-nia2 (am7-nia2)","衣領","collar",""
"250","ám-ám","am2-am2","ám-ám","am2-am2","稀薄","thin and watery, like thin rice-water, flabby, as skin and flesh",""
"251","àm-ba̍t","am3-bat8","àm-ba̍t","am3-bat8","隱密","secret, secretly",""
"252","àm-bé","am3-be2","àm-bé","am3-be2","暗碼","secret code, secret signs used by a store to indicate the actual value of a commodity which is not known to outsiders",""
"253","ám-bê (ám-môe)","am2-be5 (am2-moe5)","ám-bê (ám-muê)","am2-be5 (am2-mue5)","稀飯，粥","congee, rice boiled very soft and watery",""
"254","am bē-tiâu","am be7-tiau5","am bē-tiâu","am be7-tiau5","掩不住","unable to cover or hide",""
"255","àm-bîn-bong (àm-bong-bong)","am3-bin5-bong (am3-bong-bong)","àm-bîn-bong (àm-bong-bong)","am3-bin5-bong (am3-bong-bong)","漆黑的","very dark, deep black, pitch-black",""
"256","Hit keng àm-bîn-bong kám ū khòaⁿ-kìⁿ thang siá-jī?","Hit keng am3-bin5-bong kam2 u7 khoann3-kinn3 thang sia2-ji7?","Hit king àm-bîn-bong kám ū khuànn-kìnn thang siá-jī?","Hit king am3-bin5-bong kam2 u7 khuann3-kinn3 thang sia2-ji7?","那間黑漆漆的，看得見能寫字嗎？","That room is very dark, can you see well enough to write characters?",""
"257","àm-bô͘","am3-boo5","àm-bôo","am3-boo5","暗謀","conspire, conspiracy",""
"258","àm bû thian-ji̍t","am3 bu5 thian-jit8","àm bû thian-ji̍t","am3 bu5 thian-jit8","暗無天日","very dark, a nation or locality where jungle law reigns, lawlessness",""
"259","am-cham","am-cham","am-tsam","am-tsam","骯髒","dirty",""
"260","àm-chhau chiān-gia̍p","am3-chhau chian7-giap8","àm-tshau tsiān-gia̍p","am3-tshau tsian7-giap8","暗操賤業","engage in unlicensed prostitution",""
"261","àm-chhia","am3-chhia","àm-tshia","am3-tshia","晚班車","evening train or bus",""
"262","àm-chhiang","am3-chhiang","àm-tshiang","am3-tshiang","暗娼","private prostitute",""
"263","àm-chhiò","am3-chhio3","àm-tshiò","am3-tshio3","暗笑","laugh in one's heart, laugh behind another's back",""
"264","àm-chhù","am3-chhu3","àm-tshù","am3-tshu3","暗處","dark place, a secret place",""
"265","am-chhùi","am-chhui3","am-tshuì","am-tshui3","掩口","cover one's mouth with the hand",""
"266","àm-chìⁿ","am3-chinn3","àm-tsìnn","am3-tsinn3","暗箭","secret arrow, secret activities designed to hurt somebody",""
"267","àm-chiau","am3-chiau","àm-tsiau","am3-tsiau","暗礁","unseen obstruction beneath the water's surface like a shelf of rock or reef, unseen obstacle",""
"268","àm-chio̍h","am3-chioh8","àm-tsio̍h","am3-tsioh8","暗石","hidden stone",""
"269","am-chông","am-chong5","am-tsông","am-tsong5","掩藏","hide, conceal",""
"270","àm-chông","am3-chong5","àm-tsông","am3-tsong5","暗藏","hide, conceal",""
"271","ām-ē seⁿ-liû","am7-e7 senn-liu5","ām-ē senn-liû","am7-e7 senn-liu5","無可奈何","having no alternative, to have to, powerless. (Lit. to produce a tumor under the neck)",""
"272","àm-gí","am3-gi2","àm-gí","am3-gi2","暗語","secret language, code, password",""
"273","àm-hāi","am3-hai7","àm-hāi","am3-hai7","暗害","injure another secretly, assassinate or murder",""
"274","àm-hēng","am3-heng7","àm-hīng","am3-hing7","內心陰險","cunning, crafty, deceitful",""
"275","àm-hīn","am3-hin7","àm-hīn","am3-hin7","暗恨","secretly hate",""
"276","àm-hō","am3-ho7","àm-hō","am3-ho7","暗號","secret mark, sign, signal or password",""
"277","am-hō͘","am-hoo7","am-hōo","am-hoo7","掩護","cover friendly troops on a special assignment, camouflage, to camouflage",""
"278","àm-hō͘","am3-hoo7","àm-hōo","am3-hoo7","入夜之雨","rain in the dead of night",""
"279","àm-hōe","am3-hoe7","àm-huē","am3-hue7","晚會","evening gathering, meeting, party",""
"280","àm-hóng","am3-hong2","àm-hóng","am3-hong2","暗訪","make secret inquiries, investigate in secret",""
"281","àm-kau","am3-kau","àm-kau","am3-kau","暗溝","sewer, underground or covered drain",""
"282","àm-kè","am3-ke3","àm-kè","am3-ke3","暗計","calculate or reckon in one's heart, secret design or trick, conspiracy",""
"283","àm-keng-á","am3-keng-a2","àm-king-á","am3-king-a2","私娼寮","unlicensed brothel",""
"284","am-khàm","am-kham3","am-khàm","am-kham3","掩蓋","cover up, conceal some secret",""
"285","âm-khang","am5-khang","âm-khang","am5-khang","涵洞","underground sewer, subterranean drain",""
"286","àm-khì","am3-khi3","àm-khì","am3-khi3","暗器","hidden weapons usually projectiles like those used in old Chinese fighting arts",""
"287","àm-khò","am3-kho3","àm-khò","am3-kho3","晚課","night class, night prayers (Catholic)",""
"288","àm-khùn","am3-khun3","àm-khùn","am3-khun3","晚睡","stay up late at night",""
"289","àm-kì","am3-ki3","àm-kì","am3-ki3","暗記，背念","memorizing, memorize",""
"290","am-kng","am-kng","am-kng","am-kng","水缸","crock, water jar",""
"291","àm-ko͘-chê (àm-po͘-chê)","am3-koo-che5 (am3-poo-che5)","àm-koo-tsê (àm-poo-tsê)","am3-koo-tse5 (am3-poo-tse5)","蟬","cicada, a large insect that makes a shrill sound",""
"292","am-koe","am-koe","am-kue","am-kue","花瓜","large and long sort of cucumber much used salted",""
"293","àm-kong-chiáu","am3-kong-chiau2","àm-kong-tsiáu","am3-kong-tsiau2","梟，夜貓子","owl, person who sits up late at night, night owl",""
"294","ām-kui","am7-kui","ām-kui","am7-kui","前頸","front part of the neck",""
"295","ām-kún (ām)","am7-kun2 (am7)","ām-kún (ām)","am7-kun2 (am7)","頸，脖子","neck",""
"296","ām-kún-kin","am7-kun2-kin","ām-kún-kin","am7-kun2-kin","頸筋","muscles and blood vessels of the neck",""
"297","am-lâi-am-khì","am-lai5-am-khi3","am-lâi-am-khì","am-lai5-am-khi3","好壞參半","half good half bad",""
"298","àm-lâm-sek","am3-lam5-sek","àm-lâm-sik","am3-lam5-sik","深藍色","dark blue",""
"299","àm lâng ê chîⁿ","am3 lang5 e5 chinn5","àm lâng ê tsînn","am3 lang5 e5 tsinn5","侵佔他人的錢","make secret unfair gains from another's money",""
"300","am-lâng ní-ba̍k","am-lang5 ni2-bak8","am-lâng ní-ba̍k","am-lang5 ni2-bak8","掩人耳目","deceive others",""
"301","àm-liām","am3-liam7","àm-liām","am3-liam7","背誦，背念","recite from memory, recitation",""
"302","àm-liû","am3-liu5","àm-liû","am3-liu5","暗流","subterranean flow, a hidden drift or tendency",""
"303","àm-lō͘","am3-loo7","àm-lōo","am3-loo7","夜路","do something bad",""
"304","Àm-lō͘ nā káⁿ kiâⁿ, kín-bān ē khì tú-tio̍h kúi.","Am3-loo7 na7 kann2 kiann5, kin2-ban7 e7 khi3 tu2-tioh8 kui2.","Àm-lōo nā kánn kiânn, kín-bān ē khì tú-tio̍h kuí.","Am3-loo7 na7 kann2 kiann5, kin2-ban7 e7 khi3 tu2-tioh8 kui2.","夜路如果敢走，早晚會碰到鬼。","Even if you are not afraid to walk on a dark road, sooner or later you'll bump into a ghost.",""
"305","àm-mê","am3-me5","àm-mê","am3-me5","夜晚","night",""
"306","àm-mn̂g","am3-mng5","àm-mn̂g","am3-mng5","暗門","secret house of prostitution",""
"307","ám-môe (ám-bê)","am2-moe5 (am2-be5)","ám-muê (ám-bê)","am2-mue5 (am2-be5)","稀飯，粥","congee, rice boiled very soft and watery",""
"308","ām-ńg","am7-ng2","ām-ńg","am7-ng2","濃蔭","dark shadow",""
"309","ām-niá (ām-á-niá)","am7-nia2 (am7-a2-nia2)","ām-niá (ām-á-niá)","am7-nia2 (am7-a2-nia2)","衣領","collar",""
"310","àm-o͘","am3-oo","àm-oo","am3-oo","薄暮","dusk",""
"311","àm-o̍h-á","am3-oh8-a2","àm-o̍h-á","am3-oh8-a2","夜校","night school",""
"312","àm-pâng","am3-pang5","àm-pâng","am3-pang5","暗房","dark room",""
"313","àm-pang-chhia","am3-pang-chhia","àm-pang-tshia","am3-pang-tshia","夜班車","last train or bus on the schedule for the day",""
"314","àm-pēⁿ (sèng-pēⁿ, hoa-liú-pēⁿ)","am3-penn7 (seng3-penn7, hoa-liu2-penn7)","àm-pēnn (sìng-pēnn, hua-liú-pēnn)","am3-penn7 (sing3-penn7, hua-liu2-penn7)","暗疾（性病，花柳病）","secret disease, venereal disease, undiscovered illness",""
"315","àm-phe","am3-phe","àm-phe","am3-phe","密封的信","letter in closed envelope",""
"316","am-phīⁿ","am-phinn7","am-phīnn","am-phinn7","掩鼻","cover the nose",""
"317","ám-phoe̍h","am2-phoeh8","ám-phue̍h","am2-phueh8","米湯膜","bubbles of the rice gruel",""
"318","àm-pn̄g (àm-chhan)","am3-png7 (am3-chhan)","àm-pn̄g (àm-tshan)","am3-png7 (am3-tshan)","晚餐","evening meal",""
"319","àm-pò","am3-po3","àm-pò","am3-po3","晚報","evening paper",""
"320","àm-pō͘","am3-poo7","àm-pōo","am3-poo7","陰謀，暗計","conspiracy, a plot",""
"321","sái àm-pō͘","sai2 am3-poo7","sái àm-pōo","sai2 am3-poo7","使陰謀","conspire to injure someone, to plot",""
"322","àm-pôaⁿ","am3-poann5","àm-puânn","am3-puann5","暗盤","price or quotation which is kept from public knowledge but made known to a selected few",""
"323","àm-sàm","am3-sam3","àm-sàm","am3-sam3","陰穢，陰森","dark and dirty, gloomy",""
"324","àm-sàm-lō͘","am3-sam3-loo7","àm-sàm-lōo","am3-sam3-loo7","陰森路","depraved course or way of life, dark, dirty and lonely path",""
"325","àm-sàm-pēⁿ","am3-sam3-penn7","àm-sàm-pēnn","am3-sam3-penn7","暗疾，性病","venereal disease, secret or undiscovered disease",""
"326","àm-sàm só͘-chāi","am3-sam3 soo2-chai7","àm-sàm sóo-tsāi","am3-sam3 soo2-tsai7","陰穢之地，陰森之地","secret place where crimes can be committed in the dark, a man's private parts",""
"327","àm-sat","am3-sat","àm-sat","am3-sat","暗殺","assassinate, assassination",""
"328","àm-sat-tóng","am3-sat-tong2","àm-sat-tóng","am3-sat-tong2","暗殺黨","gang of assassins",""
"329","ām-sê","am7-se5","ām-sê","am7-se5","圍兜","baby's napkin or bib",""
"330","am-sek","am-sek","am-sik","am-sik","掩飾","cover up a lie or error, to conceal the truth",""
"331","àm-sek","am3-sek","àm-sik","am3-sik","暗室","darkroom for developing photographs",""
"332","àm-sî","am3-si5","àm-sî","am3-si5","晚上","at night, night time, during the night",""
"333","àm-sī","am3-si7","àm-sī","am3-si7","暗示","hint, to suggest",""
"334","àm-siá","am3-sia2","àm-siá","am3-sia2","默寫","write from memory",""
"335","àm-siong","am3-siong","àm-siong","am3-siong","暗傷，內傷","internal, invisible injury, damage",""
"336","àm-si̍p","am3-sip8","àm-si̍p","am3-sip8","偷襲","attack in the dark",""
"337","àm-siūⁿ","am3-siunn7","àm-siūnn","am3-siunn7","暗想","muse, ponder, turn over in one's mind",""
"338","àm-sǹg (sim-soàn)","am3-sng3 (sim-soan3)","àm-sǹg (sim-suàn)","am3-sng3 (sim-suan3)","默算，心算","mental arithmetic, calculate mentally",""
"339","àm-só","am3-so2","àm-só","am3-so2","暗鎖","mortise lock, combination padlock",""
"340","àm-so-so (àm-sô-sô)","am3-so-so (am3-so5-so5)","àm-so-so (àm-sô-sô)","am3-so-so (am3-so5-so5)","黑漆漆","very dark",""
"341","àm-soàn","am3-soan3","àm-suàn","am3-suan3","暗算","secret plot, to plot secretly, plot against",""
"342","àm-sóng","am3-song2","àm-sóng","am3-song2","暗地高興","internally very happy about something but don't want to show it externally",""
"343","àm-tām","am3-tam7","àm-tām","am3-tam7","暗淡","faded, dull and stale colors, dim business or future prospects",""
"344","àm-tē","am3-te7","àm-tē","am3-te7","暗地","secretly behind one's back",""
"345","àm-tē-á","am3-te7-a2","àm-tē-á","am3-te7-a2","暗袋子","inside pocket",""
"346","àm-thâu-á","am3-thau5-a2","àm-thâu-á","am3-thau5-a2","剛入夜，初更","in the early hours of the evening, early in the evening",""
"347","àm-thoah","am3-thoah","àm-thuah","am3-thuah","秘密抽屜","secret drawer",""
"348","àm-tiāⁿ (chhiú-chí-á-tiāⁿ)","am3-tiann7 (chhiu2-chi2-a2-tiann7)","àm-tiānn (tshiú-tsí-á-tiānn)","am3-tiann7 (tshiu2-tsi2-a2-tiann7)","定婚","get engaged to someone",""
"349","àm-tiâu","am3-tiau5","àm-tiâu","am3-tiau5","暗潮","undercurrent",""
"350","àm-tiong","am3-tiong","àm-tiong","am3-tiong","暗中","secretly, stealthily, clandestinely, privately, do something in the dark or without light",""
"351","àm-tiong mo͘-soh","am3-tiong moo-soh","àm-tiong moo-soh","am3-tiong moo-soh","暗中摸索","grope in the dark",""
"352","àm-tiong thê-chhéⁿ","am3-tiong the5-chhenn2","àm-tiong thê-tshénn","am3-tiong the5-tshenn2","暗中提醒","quietly or secretly alert someone like with a tug on the sleeve or a wink of the eye",""
"353","I àm-tiong thê-chhéⁿ góa, góa chiah siūⁿ-tio̍h.","I am3-tiong the5-chhenn2 goa2, goa2 chiah siunn7-tioh8.","I àm-tiong thê-tshénn guá, guá tsiah siūnn-tio̍h.","I am3-tiong the5-tshenn2 gua2, gua2 tsiah siunn7-tioh8.","他暗中提醒我，我才想到。","He tugged on my sleeve so I remembered.",""
"354","àm-tiûⁿ","am3-tiunn5","àm-tiûnn","am3-tiunn5","夜場","last act in play or movie",""
"355","àm-tǹg","am3-tng3","àm-tǹg","am3-tng3","晚餐","supper",""
"356","àm-tò͘","am3-too3","àm-tòo","am3-too3","暗鬥","secret struggle, jockeying for power, favor, etc.",""
"357","àm-tō͘ tîn-chhong","am3-too7 tin5-chhong","àm-tōo tîn-tshong","am3-too7 tin5-tshong","暗渡陳倉","do something under cover of doing something else, rendezvous secretly",""
"358","an","an","an","an","安","still, quiet, calm, peaceful, silent, comfortable, safe, easy in mind, set at rest, make orderly arrangement",""
"359","chhéng-an","chheng2-an","tshíng-an","tshing2-an","請安","pay respects, inquire after an elder",""
"360","pêng-an","peng5-an","pîng-an","ping5-an","平安","peace, without any accident",""
"361","put-an","put-an","put-an","put-an","不安","uneasy, disturbed, not feeling at peace",""
"362","an jû Thài-san","an ju5 Thai3-san","an jû Thài-san","an ju5 Thai3-san","安如泰山","not in the slightest danger, secure as Mt. Tai",""
"363","àn","an3","àn","an3","案","legal case, legal records, a legal offense",""
