tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
ò,薁,50,ò,o3,o3,o,o,,
po̍rh,薄,50,po̍rh,porh8,porh8,porh,porh,,
ho,薅,50,ho,ho,ho,ho,ho,,
hoo,薅,50,ho͘,hoo,hoo,hoo,hoo,,
ài,薆,50,ài,ai3,ai3,ai,ai,,
bî,薇,50,bî,bi5,bi5,bi,bi,,
huē,薈,50,hōe,hue7,hoe7,hue,hoe,,
hē,薈,50,hē,he7,he7,he,he,,
kuè,薈,50,kòe,kue3,koe3,kue,koe,,
uè,薈,50,òe,ue3,oe3,ue,oe,,
uè,薉,50,òe,ue3,oe3,ue,oe,,
kè,薊,50,kè,ke3,ke3,ke,ke,,
hiong,薌,50,hiong,hiong,hiong,hiong,hiong,,
guān,薍,50,goān,guan7,goan7,guan,goan,,
luān,薍,50,loān,luan7,loan7,luan,loan,,
ì,薏,50,ì,i3,i3,i,i,,
lîng,薐,50,lêng,ling5,leng5,ling,leng,,
kiang,薑,50,kiang,kiang,kiang,kiang,kiang,,
kiong,薑,50,kiong,kiong,kiong,kiong,kiong,,
kionn,薑,50,kioⁿ,kionn,kionn,kionn,kionn,,
tshiâng,薔,50,chhiâng,tshiang5,chhiang5,tshiang,chhiang,,
tshiông,薔,50,chhiông,tshiong5,chhiong5,tshiong,chhiong,,
tshiônn,薔,50,chhiôⁿ,tshionn5,chhionn5,tshionn,chhionn,,
tshiûnn,薔,50,chhiûⁿ,tshiunn5,chhiunn5,tshiunn,chhiunn,,
kho,薖,50,kho,kho,kho,kho,kho,,
ta̍t,薘,50,ta̍t,tat8,tat8,tat,tat,,
thè,薙,50,thè,the3,the3,the,the,,
pī,薛,50,pī,pi7,pi7,pi,pi,,
siat,薛,50,siat,siat,siat,siat,siat,,
sih,薛,50,sih,sih,sih,sih,sih,,
phik,薜,50,phek,phik,phek,phik,phek,,
tám,薝,50,tám,tam2,tam2,tam,tam,,
hiang,薟,50,hiang,hiang,hiang,hiang,hiang,,
liâm,薟,50,liâm,liam5,liam5,liam,liam,,
huân,薠,50,hoân,huan5,hoan5,huan,hoan,,
tíng,薡,50,téng,ting2,teng2,ting,teng,,
kái,薢,50,kái,kai2,kai2,kai,kai,,
hāi,薤,50,hāi,hai7,hai7,hai,hai,,
tsiàn,薦,50,chiàn,tsian3,chian3,tsian,chian,,
tsì,薦,50,chì,tsi3,chi3,tsi,chi,,
khó,薧,50,khó,kho2,kho2,kho,kho,,
kó,薧,50,kó,ko2,ko2,ko,ko,,
ing,薨,50,eng,ing,eng,ing,eng,,
sat,薩,50,sat,sat,sat,sat,sat,,
tsîr,薯,50,chîr,tsir5,chir5,tsir,chir,,
uán,薳,50,oán,uan2,oan2,uan,oan,,
uì,薳,50,ùi,ui3,ui3,ui,ui,,
lîng,薴,50,lêng,ling5,leng5,ling,leng,,
bâi,薶,50,bâi,bai5,bai5,bai,bai,,
jû,薷,50,jû,ju5,ju5,ju,ju,,
phiâu,薸,50,phiâu,phiau5,phiau5,phiau,phiau,,
phiôr,薸,50,phiôr,phior5,phior5,phior,phior,,
tâi,薹,50,tâi,tai5,tai5,tai,tai,,
tsé,薺,50,ché,tse2,che2,tse,che,,
tsî,薺,50,chî,tsi5,chi5,tsi,chi,,
tsin,薽,50,chin,tsin,chin,tsin,chin,,
ní,薾,50,ní,ni2,ni2,ni,ni,,
tsí,薾,50,chí,tsi2,chi2,tsi,chi,,
gí,薿,50,gí,gi2,gi2,gi,gi,,
kó,藁,50,kó,ko2,ko2,ko,ko,,
tshông,藂,50,chhông,tshong5,chhong5,tshong,chhong,,
kî,藄,50,kî,ki5,ki5,ki,ki,,
su,藇,50,su,su,su,su,su,,
sū,藇,50,sū,su7,su7,su,su,,
tsiah,藉,50,chiah,tsiah,chiah,tsiah,chiah,,
tsik,藉,50,chek,tsik,chek,tsik,chek,,
tsioh,藉,50,chioh,tsioh,chioh,tsioh,chioh,,
tsià,藉,50,chià,tsia3,chia3,tsia,chia,,
thiàu,藋,50,thiàu,thiau3,thiau3,thiau,thiau,,
lâm,藍,50,lâm,lam5,lam5,lam,lam,,
tsīn,藎,50,chīn,tsin7,chin7,tsin,chin,,
tsōng,藏,50,chōng,tsong7,chong7,tsong,chong,,
biáu,藐,50,biáu,biau2,biau2,biau,biau,,
khiat,藒,50,khiat,khiat,khiat,khiat,khiat,,
gió,藕,50,gió,gio2,gio2,gio,gio,,
ngóo,藕,50,ngó͘,ngoo2,ngoo2,ngoo,ngoo,,
ngāu,藕,50,ngāu,ngau7,ngau7,ngau,ngau,,
lû,藘,50,lû,lu5,lu5,lu,lu,,
gē,藙,50,gē,ge7,ge7,ge,ge,,
sio̍k,藚,50,sio̍k,siok8,siok8,siok,siok,,
siá,藛,50,siá,sia2,sia2,sia,sia,,
lê,藜,50,lê,le5,le5,le,le,,
guē,藝,50,gōe,gue7,goe7,gue,goe,,
luá,藞,50,lóa,lua2,loa2,lua,loa,,
luí,藟,50,lúi,lui2,lui2,lui,lui,,
tîng,藤,50,têng,ting5,teng5,ting,teng,,
ia̍k,藥,50,ia̍k,iak8,iak8,iak,iak,,
io̍k,藥,50,io̍k,iok8,iok8,iok,iok,,
môo,藦,50,mô͘,moo5,moo5,moo,moo,,
piáu,藨,50,piáu,piau2,piau2,piau,piau,,
huan,藩,50,hoan,huan,hoan,huan,hoan,,
phuan,藩,50,phoan,phuan,phoan,phuan,phoan,,
sóo,藪,50,só͘,soo2,soo2,soo,soo,,
tuê,藬,50,tôe,tue5,toe5,tue,toe,,
kiông,藭,50,kiông,kiong5,kiong5,kiong,kiong,,
li̍k,藶,50,le̍k,lik8,lek8,lik,lek,,
tsu,藷,50,chu,tsu,chu,tsu,chu,,
ái,藹,50,ái,ai2,ai2,ai,ai,,
līn,藺,50,līn,lin7,lin7,lin,lin,,
tsó,藻,50,chó,tso2,cho2,tso,cho,,
nāi,藾,50,nāi,nai7,nai7,nai,nai,,
hok,藿,50,hok,hok,hok,hok,hok,,
thok,蘀,50,thok,thok,thok,thok,thok,,
kî,蘄,50,kî,ki5,ki5,ki,ki,,
hîng,蘅,50,hêng,hing5,heng5,hing,heng,,
tuê,蘈,50,tôe,tue5,toe5,tue,toe,,
bông,蘉,50,bông,bong5,bong5,bong,bong,,
ùn,蘊,50,ùn,un3,un3,un,un,,
phông,蘋,50,phông,phong5,phong5,phong,phong,,
pîn,蘋,50,pîn,pin5,pin5,pin,pin,,
môo,蘑,50,mô͘,moo5,moo5,moo,moo,,
gia̍t,蘖,50,gia̍t,giat8,giat8,giat,giat,,
jiông,蘘,50,jiông,jiong5,jiong5,jiong,jiong,,
sián,蘚,50,sián,sian2,sian2,sian,sian,,
liám,蘝,50,liám,liam2,liam2,liam,liam,,
liâm,蘝,50,liâm,liam5,liam5,liam,liam,,
liám,蘞,50,liám,liam2,liam2,liam,liam,,
liâm,蘞,50,liâm,liam5,liam5,liam,liam,,
tshiông,蘠,50,chhiông,tshiong5,chhiong5,tshiong,chhiong,,
ing,蘡,50,eng,ing,eng,ing,eng,,
liông,蘢,50,liông,liong5,liong5,liong,liong,,
lóng,蘢,50,lóng,long2,long2,long,long,,
lông,蘢,50,lông,long5,long5,long,long,,
pô,蘤,50,pô,po5,po5,po,po,,
uí,蘤,50,úi,ui2,ui2,ui,ui,,
kî,蘧,50,kî,ki5,ki5,ki,ki,,
kù,蘧,50,kù,ku3,ku3,ku,ku,,
kû,蘧,50,kû,ku5,ku5,ku,ku,,
iâu,蘨,50,iâu,iau5,iau5,iau,iau,,
iû,蘨,50,iû,iu5,iu5,iu,iu,,
huân,蘩,50,hoân,huan5,hoan5,huan,hoan,,
bî,蘪,50,bî,bi5,bi5,bi,bi,,
luí,蘲,50,lúi,lui2,lui2,lui,lui,,
luî,蘲,50,lûi,lui5,lui5,lui,lui,,
guī,蘶,50,gūi,gui7,gui7,gui,gui,,
tsàm,蘸,50,chàm,tsam3,cham3,tsam,cham,,
huâi,蘹,50,hoâi,huai5,hoai5,huai,hoai,,
lî,蘺,50,lî,li5,li5,li,li,,
bî,蘼,50,bî,bi5,bi5,bi,bi,,
luí,蘽,50,lúi,lui2,lui2,lui,lui,,
lô,蘿,50,lô,lo5,lo5,lo,lo,,
luí,虆,50,lúi,lui2,lui2,lui,lui,,
luî,虆,50,lûi,lui5,lui5,lui,lui,,
hoo,虍,50,ho͘,hoo,hoo,hoo,hoo,,
gia̍k,虐,50,gia̍k,giak8,giak8,giak,giak,,
gio̍h,虐,50,gio̍h,gioh8,gioh8,gioh,gioh,,
gio̍k,虐,50,gio̍k,giok8,giok8,giok,giok,,
gi̍k,虐,50,ge̍k,gik8,gek8,gik,gek,,
tuê,虒,50,tôe,tue5,toe5,tue,toe,,
hau,虓,50,hau,hau,hau,hau,hau,,
khiân,虔,50,khiân,khian5,khian5,khian,khian,,
tshì,處,50,chhì,tshi3,chhi3,tshi,chhi,,
tshìr,處,50,chhìr,tshir3,chhir3,tshir,chhir,,
tshí,處,50,chhí,tshi2,chhi2,tshi,chhi,,
hoo,虖,50,ho͘,hoo,hoo,hoo,hoo,,
ho̍k,虙,50,ho̍k,hok8,hok8,hok,hok,,
hū,虙,50,hū,hu7,hu7,hu,hu,,
hu,虛,50,hu,hu,hu,hu,hu,,
lóo,虜,50,ló͘,loo2,loo2,loo,loo,,
gî,虞,50,gî,gi5,gi5,gi,gi,,
gû,虞,50,gû,gu5,gu5,gu,gu,,
hōo,號,50,hō͘,hoo7,hoo7,hoo,hoo,,
hōr,號,50,hōr,hor7,hor7,hor,hor,,
hǒ,號,50,hǒ,ho6,ho6,ho,ho,,
khik,虢,50,khek,khik,khek,khik,khek,,
pō,虣,50,pō,po7,po7,po,po,,
tsiàn,虥,50,chiàn,tsian3,chian3,tsian,chian,,
tsiàn,虦,50,chiàn,tsian3,chian3,tsian,chian,,
hik,虩,50,hek,hik,hek,hik,hek,,
khik,虩,50,khek,khik,khek,khik,khek,,
sik,虩,50,sek,sik,sek,sik,sek,,
huí,虫,50,húi,hui2,hui2,hui,hui,,
thiông,虫,50,thiông,thiong5,thiong5,thiong,thiong,,
khiû,虬,50,khiû,khiu5,khiu5,khiu,khiu,,
kiu,虬,50,kiu,kiu,kiu,kiu,kiu,,
kiû,虬,50,kiû,kiu5,kiu5,kiu,kiu,,
kiû,虯,50,kiû,kiu5,kiu5,kiu,kiu,,
ting,虰,50,teng,ting,teng,ting,teng,,
sik,虱,50,sek,sik,sek,sik,sek,,
ioh,虳,50,ioh,ioh,ioh,ioh,ioh,,
tô,虵,50,tô,to5,to5,to,to,,
hông,虹,50,hông,hong5,hong5,hong,hong,,
khīng,虹,50,khēng,khing7,kheng7,khing,kheng,,
khǐng,虹,50,khěng,khing6,kheng6,khing,kheng,,
huí,虺,50,húi,hui2,hui2,hui,hui,,
khuí,虺,50,khúi,khui2,khui2,khui,khui,,
kik,虼,50,kek,kik,kek,kik,kek,,
pa,蚆,50,pa,pa,pa,pa,pa,,
pha,蚆,50,pha,pha,pha,pha,pha,,
tshik,蚇,50,chhek,tshik,chhek,tshik,chhek,,
bûn,蚊,50,bûn,bun5,bun5,bun,bun,,
juē,蚋,50,jōe,jue7,joe7,jue,joe,,
luē,蚋,50,lōe,lue7,loe7,lue,loe,,
pāng,蚌,50,pāng,pang7,pang7,pang,pang,,
pî,蚍,50,pî,pi5,pi5,pi,pi,,
ua̍t,蚎,50,oa̍t,uat8,oat8,uat,oat,,
kî,蚑,50,kî,ki5,ki5,ki,ki,,
kún,蚓,50,kún,kun2,kun2,kun,kun,,
ín,蚓,50,ín,in2,in2,in,in,,
thián,蚕,50,thián,thian2,thian2,thian,thian,,
tshâm,蚕,50,chhâm,tsham5,chham5,tsham,chham,,
guân,蚖,50,goân,guan5,goan5,guan,goan,,
kuat,蚗,50,koat,kuat,koat,kuat,koat,,
kî,蚚,50,kî,ki5,ki5,ki,ki,,
tshì,蚝,50,chhì,tshi3,chhi3,tshi,chhi,,
kang,蚣,50,kang,kang,kang,kang,kang,,
kong,蚣,50,kong,kong,kong,kong,kong,,
tsáu,蚤,50,cháu,tsau2,chau2,tsau,chau,,
tsó,蚤,50,chó,tso2,cho2,tso,cho,,
tsóo,蚤,50,chó͘,tsoo2,choo2,tsoo,choo,,
kài,蚧,50,kài,kai3,kai3,kai,kai,,
hû,蚨,50,hû,hu5,hu5,hu,hu,,
tshi,蚩,50,chhi,tshi,chhi,tshi,chhi,,
tóo,蚪,50,tó͘,too2,too2,too,too,,
khiu,蚯,50,khiu,khiu,khiu,khiu,khiu,,
iû,蚰,50,iû,iu5,iu5,iu,iu,,
tsik,蚱,50,chek,tsik,chek,tsik,chek,,
tsā,蚱,50,chā,tsa7,cha7,tsa,cha,,
tî,蚳,50,tî,ti5,ti5,ti,ti,,
hô,蚵,50,hô,ho5,ho5,ho,ho,,
ôr,蚵,50,ôr,or5,or5,or,or,,
li̍k,蚸,50,le̍k,lik8,lek8,lik,lek,,
hū,蚹,50,hū,hu7,hu7,hu,hu,,
jiám,蚺,50,jiám,jiam2,jiam2,jiam,jiam,,
tsat,蚻,50,chat,tsat,chat,tsat,chat,,
phî,蚽,50,phî,phi5,phi5,phi,phi,,
phó,蚾,50,phó,pho2,pho2,pho,pho,,
pò,蚾,50,pò,po3,po3,po,po,,
hiân,蚿,50,hiân,hian5,hian5,hian,hian,,
tsù,蛀,50,chù,tsu3,chu3,tsu,chu,,
píng,蛃,50,péng,ping2,peng2,ping,peng,,
tsiam,蛅,50,chiam,tsiam,chiam,tsiam,chiam,,
tshir,蛆,50,chhir,tshir,chhir,tshir,chhir,,
tsi,蛆,50,chi,tsi,chi,tsi,chi,,
tsu,蛆,50,chu,tsu,chu,tsu,chu,,
siâ,蛇,50,siâ,sia5,sia5,sia,sia,,
thiat,蛈,50,thiat,thiat,thiat,thiat,thiat,,
tia̍t,蛈,50,tia̍t,tiat8,tiat8,tiat,tiat,,
lîng,蛉,50,lêng,ling5,leng5,ling,leng,,
tuann,蛋,50,toaⁿ,tuann,toann,tuann,toann,,
tān,蛋,50,tān,tan7,tan7,tan,tan,,
koo,蛌,50,ko͘,koo,koo,koo,koo,,
khiok,蛐,50,khiok,khiok,khiok,khiok,khiok,,
bôo,蛑,50,bô͘,boo5,boo5,boo,boo,,
kik,蛒,50,kek,kik,kek,kik,kek,,
tshì,蛓,50,chhì,tshi3,chhi3,tshi,chhi,,
tshù,蛓,50,chhù,tshu3,chhu3,tshu,chhu,,
huê,蛔,50,hôe,hue5,hoe5,hue,hoe,,
huê,蛕,50,hôe,hue5,hoe5,hue,hoe,,
iông,蛘,50,iông,iong5,iong5,iong,iong,,
ua,蛙,50,oa,ua,oa,ua,oa,,
tsu,蛛,50,chu,tsu,chu,tsu,chu,,
khuat,蛞,50,khoat,khuat,khoat,khuat,khoat,,
kuat,蛞,50,koat,kuat,koat,kuat,koat,,
kau,蛟,50,kau,kau,kau,kau,kau,,
khiat,蛣,50,khiat,khiat,khiat,khiat,khiat,,
kiat,蛣,50,kiat,kiat,kiat,kiat,kiat,,
khiông,蛩,50,khiông,khiong5,khiong5,khiong,khiong,,
kiông,蛩,50,kiông,kiong5,kiong5,kiong,kiong,,
kiông,蛬,50,kiông,kiong5,kiong5,kiong,kiong,,
tia̍t,蛭,50,tia̍t,tiat8,tiat8,tiat,tiat,,
tsit,蛭,50,chit,tsit,chit,tsit,chit,,
bân,蛮,50,bân,ban5,ban5,ban,ban,,
hing,蛵,50,heng,hing,heng,hing,heng,,
kiû,蛷,50,kiû,kiu5,kiu5,kiu,kiu,,
sau,蛸,50,sau,sau,sau,sau,sau,,
siau,蛸,50,siau,siau,siau,siau,siau,,
ióng,蛹,50,ióng,iong2,iong2,iong,iong,,
kiap,蛺,50,kiap,kiap,kiap,kiap,kiap,,
thuè,蛻,50,thòe,thue3,thoe3,thue,thoe,,
thuì,蛻,50,thùi,thui3,thui3,thui,thui,,
gô,蛾,50,gô,go5,go5,go,go,,
ia̍h,蛾,50,ia̍h,iah8,iah8,iah,iah,,
ngôo,蛾,50,ngô͘,ngoo5,ngoo5,ngoo,ngoo,,
sio̍k,蜀,50,sio̍k,siok8,siok8,siok,siok,,
hong,蜂,50,hong,hong,hong,hong,hong,,
sīn,蜃,50,sīn,sin7,sin7,sin,sin,,
hú,蜅,50,hú,hu2,hu2,hu,hu,,
poo,蜅,50,po͘,poo,poo,poo,poo,,
hián,蜆,50,hián,hian2,hian2,hian,hian,,
suat,蜇,50,soat,suat,soat,suat,soat,,
tsiat,蜇,50,chiat,tsiat,chiat,tsiat,chiat,,
gôo,蜈,50,gô͘,goo5,goo5,goo,goo,,
hôo,蜉,50,hô͘,hoo5,hoo5,hoo,hoo,,
lî,蜊,50,lî,li5,li5,li,li,,
liông,蜋,50,liông,liong5,liong5,liong,liong,,
lông,蜋,50,lông,long5,long5,long,long,,
pē,蜌,50,pē,pe7,pe7,pe,pe,,
sî,蜍,50,sî,si5,si5,si,si,,
sû,蜍,50,sû,su5,su5,su,su,,
tsî,蜍,50,chî,tsi5,chi5,tsi,chi,,
tsû,蜍,50,chû,tsu5,chu5,tsu,chu,,
iân,蜎,50,iân,ian5,ian5,ian,ian,,
kuan,蜎,50,koan,kuan,koan,kuan,koan,,
iú,蜏,50,iú,iu2,iu2,iu,iu,,
kiap,蜐,50,kiap,kiap,kiap,kiap,kiap,,
tān,蜑,50,tān,tan7,tan7,tan,tan,,
tîng,蜒,50,têng,ting5,teng5,ting,teng,,
iân,蜓,50,iân,ian5,ian5,ian,ian,,
thíng,蜓,50,théng,thing2,theng2,thing,theng,,
tiān,蜔,50,tiān,tian7,tian7,tian,tian,,
hui,蜚,50,hui,hui,hui,hui,hui,,
huí,蜚,50,húi,hui2,hui2,hui,hui,,
kî,蜝,50,kî,ki5,ki5,ki,ki,,
kî,蜞,50,kî,ki5,ki5,ki,ki,,
iok,蜟,50,iok,iok,iok,iok,iok,,
khûn,蜠,50,khûn,khun5,khun5,khun,khun,,
tshiok,蜡,50,chhiok,tshiok,chhiok,tshiok,chhiok,,
bíng,蜢,50,béng,bing2,beng2,bing,beng,,
bīng,蜢,50,bēng,bing7,beng7,bing,beng,,
khiong,蜣,50,khiong,khiong,khiong,khiong,khiong,,
sik,蜥,50,sek,sik,sek,sik,sek,,
suat,蜥,50,soat,suat,soat,suat,soat,,
lē,蜧,50,lē,le7,le7,le,le,,
tia̍p,蜨,50,tia̍p,tiap8,tiap8,tiap,tiap,,
tsiat,蜨,50,chiat,tsiat,chiat,tsiat,chiat,,
tiâu,蜩,50,tiâu,tiau5,tiau5,tiau,tiau,,
khun,蜫,50,khun,khun,khun,khun,khun,,
hi̍k,蜮,50,he̍k,hik8,hek8,hik,hek,,
huí,蜰,50,húi,hui2,hui2,hui,hui,,
huî,蜰,50,hûi,hui5,hui5,hui,hui,,
uí,蜲,50,úi,ui2,ui2,ui,ui,,
i̍k,蜴,50,e̍k,ik8,ek8,ik,ek,,
sik,蜴,50,sek,sik,sek,sik,sek,,
khûn,蜷,50,khûn,khun5,khun5,khun,khun,,
kuân,蜷,50,koân,kuan5,koan5,kuan,koan,,
juē,蜹,50,jōe,jue7,joe7,jue,joe,,
gê,蜺,50,gê,ge5,ge5,ge,ge,,
tshing,蜻,50,chheng,tshing,chheng,tshing,chheng,,
tsing,蜻,50,cheng,tsing,cheng,tsing,cheng,,
kó,蜾,50,kó,ko2,ko2,ko,ko,,
uan,蜿,50,oan,uan,oan,uan,oan,,
uán,蜿,50,oán,uan2,oan2,uan,oan,,
tòng,蝀,50,tòng,tong3,tong3,tong,tong,,
tuat,蝃,50,toat,tuat,toat,tuat,toat,,
tè,蝃,50,tè,te3,te3,te,te,,
kho,蝌,50,kho,kho,kho,kho,kho,,
tsik,蝍,50,chek,tsik,chek,tsik,chek,,
giat,蝎,50,giat,giat,giat,giat,giat,,
hat,蝎,50,hat,hat,hat,hat,hat,,
biân,蝒,50,biân,bian5,bian5,bian,bian,,
bīn,蝒,50,bīn,bin7,bin7,bin,bin,,
jû,蝓,50,jû,ju5,ju5,ju,ju,,
si̍k,蝕,50,se̍k,sik8,sek8,sik,sek,,
hông,蝗,50,hông,hong5,hong5,hong,hong,,
ián,蝘,50,ián,ian2,ian2,ian,ian,,
pián,蝙,50,pián,pian2,pian2,pian,pian,,
jiû,蝚,50,jiû,jiu5,jiu5,jiu,jiu,,
bui,蝛,50,bui,bui,bui,bui,bui,,
ui,蝛,50,ui,ui,ui,ui,ui,,
huân,蝝,50,hoân,huan5,hoan5,huan,hoan,,
iân,蝝,50,iân,ian5,ian5,ian,ian,,
uī,蝟,50,ūi,ui7,ui7,ui,ui,,
hok,蝠,50,hok,hok,hok,hok,hok,,
juán,蝡,50,joán,juan2,joan2,juan,joan,,
jún,蝡,50,jún,jun2,jun2,jun,jun,,
iû,蝣,50,iû,iu5,iu5,iu,iu,,
iû,蝤,50,iû,iu5,iu5,iu,iu,,
tsiu,蝤,50,chiu,tsiu,chiu,tsiu,chiu,,
tsiû,蝤,50,chiû,tsiu5,chiu5,tsiu,chiu,,
bôo,蝥,50,bô͘,boo5,boo5,boo,boo,,
mâu,蝥,50,mâu,mau5,mau5,mau,mau,,
hâ,蝦,50,hâ,ha5,ha5,ha,ha,,
sik,蝨,50,sek,sik,sek,sik,sek,,
thong,蝪,50,thong,thong,thong,thong,thong,,
tōng,蝪,50,tōng,tong7,tong7,tong,tong,,
tsu,蝫,50,chu,tsu,chu,tsu,chu,,
tè,蝭,50,tè,te3,te3,te,te,,
tê,蝭,50,tê,te5,te5,te,te,,
hok,蝮,50,hok,hok,hok,hok,hok,,
uân,蝯,50,oân,uan5,oan5,uan,oan,,
bîng,蝱,50,bêng,bing5,beng5,bing,beng,,
bông,蝱,50,bông,bong5,bong5,bong,bong,,
hôo,蝴,50,hô͘,hoo5,hoo5,hoo,hoo,,
ôo,蝴,50,ô͘,oo5,oo5,oo,oo,,
tia̍p,蝶,50,tia̍p,tiap8,tiap8,tiap,tiap,,
ua,蝸,50,oa,ua,oa,ua,oa,,
un,蝹,50,un,un,un,un,un,,
lâm,蝻,50,lâm,lam5,lam5,lam,lam,,
thuè,螁,50,thòe,thue3,thoe3,thue,thoe,,
bông,螂,50,bông,bong5,bong5,bong,bong,,
liông,螂,50,liông,liong5,liong5,liong,liong,,
lông,螂,50,lông,long5,long5,long,long,,
pông,螃,50,pông,pong5,pong5,pong,pong,,
su,螄,50,su,su,su,su,su,,
hê,螇,50,hê,he5,he5,he,he,,
guân,螈,50,goân,guan5,goan5,guan,goan,,
ong,螉,50,ong,ong,ong,ong,ong,,
liâm,螊,50,liâm,liam5,liam5,liam,liam,,
hiông,融,50,hiông,hiong5,hiong5,hiong,hiong,,
tsîn,螓,50,chîn,tsin5,chin5,tsin,chin,,
pi,螕,50,pi,pi,pi,pi,pi,,
tông,螗,50,tông,tong5,tong5,tong,tong,,
gí,螘,50,gí,gi2,gi2,gi,gi,,
tòo,螙,50,tò͘,too3,too3,too,too,,
má,螞,50,má,ma2,ma2,ma,ma,,
bîng,螟,50,bêng,bing5,beng5,bing,beng,,
hîng,螢,50,hêng,hing5,heng5,hing,heng,,
îng,螢,50,êng,ing5,eng5,ing,eng,,
ti̍k,螣,50,te̍k,tik8,tek8,tik,tek,,
tîng,螣,50,têng,ting5,teng5,ting,teng,,
tshong,螥,50,chhong,tshong,chhong,tshong,chhong,,
sik,螫,50,sek,sik,sek,sik,sek,,
tsô,螬,50,chô,tso5,cho5,tso,cho,,
lî,螭,50,lî,li5,li5,li,li,,
tài,螮,50,tài,tai3,tai3,tai,tai,,
tè,螮,50,tè,te3,te3,te,te,,
gô,螯,50,gô,go5,go5,go,go,,
ngôo,螯,50,ngô͘,ngoo5,ngoo5,ngoo,ngoo,,
lo̍k,螰,50,lo̍k,lok8,lok8,lok,lok,,
tsik,螲,50,chek,tsik,chek,tsik,chek,,
tông,螳,50,tông,tong5,tong5,tong,tong,,
phiau,螵,50,phiau,phiau,phiau,phiau,phiau,,
lêr,螺,50,lêr,ler5,ler5,ler,ler,,
lôo,螻,50,lô͘,loo5,loo5,loo,loo,,
khím,螼,50,khím,khim2,khim2,khim,khim,,
tsiong,螽,50,chiong,tsiong,chiong,tsiong,chiong,,
în,螾,50,în,in5,in5,in,in,,
tshiang,螿,50,chhiang,tshiang,chhiang,tshiang,chhiang,,
tshiong,螿,50,chhiong,tshiong,chhiong,tshiong,chhiong,,
tsiong,螿,50,chiong,tsiong,chiong,tsiong,chiong,,
tsionn,螿,50,chioⁿ,tsionn,chionn,tsionn,chionn,,
tsiunn,螿,50,chiuⁿ,tsiunn,chiunn,tsiunn,chiunn,,
bûn,蟁,50,bûn,bun5,bun5,bun,bun,,
ti̍k,蟄,50,te̍k,tik8,tek8,tik,tek,,
ti̍p,蟄,50,ti̍p,tip8,tip8,tip,tip,,
ti̍t,蟄,50,ti̍t,tit8,tit8,tit,tit,,
bo̍k,蟆,50,bo̍k,bok8,bok8,bok,bok,,
bôo,蟆,50,bô͘,boo5,boo5,boo,boo,,
bo̍k,蟇,50,bo̍k,bok8,bok8,bok,bok,,
bôo,蟇,50,bô͘,boo5,boo5,boo,boo,,
kok,蟈,50,kok,kok,kok,kok,kok,,
liú,蟉,50,liú,liu2,liu2,liu,liu,,
liû,蟉,50,liû,liu5,liu5,liu,liu,,
mâu,蟊,50,mâu,mau5,mau5,mau,mau,,
sih,蟋,50,sih,sih,sih,sih,sih,,
sik,蟋,50,sek,sik,sek,sik,sek,,
pi,蟌,50,pi,pi,pi,pi,pi,,
tsiang,蟑,50,chiang,tsiang,chiang,tsiang,chiang,,
tsiong,蟑,50,chiong,tsiong,chiong,tsiong,chiong,,
tsionn,蟑,50,chioⁿ,tsionn,chionn,tsionn,chionn,,
tsiunn,蟑,50,chiuⁿ,tsiunn,chiunn,tsiunn,chiunn,,
báng,蟒,50,báng,bang2,bang2,bang,bang,,
bóng,蟒,50,bóng,bong2,bong2,bong,bong,,
tshuì,蟕,50,chhùi,tshui3,chhui3,tshui,chhui,,
ti̍k,蟘,50,te̍k,tik8,tek8,tik,tek,,
phîng,蟛,50,phêng,phing5,pheng5,phing,pheng,,
kiáu,蟜,50,kiáu,kiau2,kiau2,kiau,kiau,,
phiat,蟞,50,phiat,phiat,phiat,phiat,phiat,,
piat,蟞,50,piat,piat,piat,piat,piat,,
liâu,蟟,50,liâu,liau5,liau5,liau,liau,,
huân,蟠,50,hoân,huan5,hoan5,huan,hoan,,
hí,蟢,50,hí,hi2,hi2,hi,hi,,
ki,蟣,50,ki,ki,ki,ki,ki,,
kí,蟣,50,kí,ki2,ki2,ki,ki,,
hông,蟥,50,hông,hong5,hong5,hong,hong,,
huì,蟦,50,hùi,hui3,hui3,hui,hui,,
lô,蟧,50,lô,lo5,lo5,lo,lo,,
khuat,蟨,50,khoat,khuat,khoat,khuat,khoat,,
kuat,蟨,50,koat,kuat,koat,kuat,koat,,
huī,蟪,50,hūi,hui7,hui7,hui,hui,,
sîm,蟫,50,sîm,sim5,sim5,sim,sim,,
tham,蟫,50,tham,tham,tham,tham,tham,,
îm,蟫,50,îm,im5,im5,im,im,,
siān,蟮,50,siān,sian7,sian7,sian,sian,,
giâu,蟯,50,giâu,giau5,giau5,giau,giau,,
jiâu,蟯,50,jiâu,jiau5,jiau5,jiau,jiau,,
liâu,蟯,50,liâu,liau5,liau5,liau,liau,,
bû,蟱,50,bû,bu5,bu5,bu,bu,,
thiông,蟲,50,thiông,thiong5,thiong5,thiong,thiong,,
sîm,蟳,50,sîm,sim5,sim5,sim,sim,,
tshing,蟶,50,chheng,tshing,chheng,tshing,chheng,,
huē,蟹,50,hōe,hue7,hoe7,hue,hoe,,
hāi,蟹,50,hāi,hai7,hai7,hai,hai,,
