hanzi,tl,frequency
竚,tǐr,50
竫,tsǐng,50
笥,sìr,50
笨,pǔn,50
第,terē,50
笵,huān,50
笵,huǎn,50
筅,tshirínn,50
筅,tshuínn,50
筎,jîr,50
筎,lîr,50
筎,lû,50
筥,kír,50
箊,ir,50
箊,u,50
箴,tserm,50
篆,tsuān,50
篆,tsuǎn,50
篋,khereh,50
篋,khueh,50
篨,tîr,50
篰,phōo,50
篰,phǒo,50
篱,lerē,50
篱,lerě,50
篸,tserm,50
篸,tsherm,50
篸,tshim,50
篸,tsim,50
篹,tsuǎn,50
篽,gír,50
篽,gú,50
簄,hōo,50
簄,hǒo,50
簛,sir,50
簛,su,50
簜,tǒng,50
簟,tiǎm,50
簪,tserm,50
簴,kīr,50
簴,kǐr,50
籀,tiǔ,50
籅,îr,50
籍,tsi̍p,50
籍,tsìr,50
籍,tsù,50
籑,tsuān,50
籑,tsuǎn,50
籒,tiū,50
籒,tiǔ,50
籞,gír,50
籞,gú,50
籠,lǎng,50
籧,kîr,50
籪,tuǎn,50
籹,jír,50
籹,lír,50
籽,tsír,50
粔,kīr,50
粔,kǐr,50
粙,tiū,50
粙,tiǔ,50
粞,tsherè,50
粢,tsir,50
糈,sír,50
糈,sú,50
糍,tsîr,50
糹,bi̍k,50
紂,tiǔ,50
紎,tsir,50
紎,tsu,50
紓,sir,50
紖,tīn,50
紖,tǐn,50
紪,tshér,50
紫,tsír,50
細,sèr,50
紵,tīr,50
紵,tū,50
紵,tǐr,50
紿,tǎi,50
絆,puān,50
絆,puānn,50
絆,puǎnn,50
絘,tshìr,50
絘,tshù,50
絩,tiāu,50
絩,tiǎu,50
絮,sìr,50
絯,hāi,50
絯,hǎi,50
絯,kai,50
絽,līr,50
絽,lū,50
絽,lǐr,50
綄,huân,50
綄,uǎn,50
綝,serm,50
綝,sim,50
綬,siǔ,50
網,bǎng,50
緇,tsir,50
緈,hīng,50
緈,hǐng,50
緒,sīr,50
緒,sǐr,50
緦,sir,50
緩,uǎn,50
縒,tshir,50
縒,tshu,50
縣,kirīnn,50
繇,tiū,50
繇,tiǔ,50
繪,kuè,50
繭,kirínn,50
繭,kuínn,50
繵,tǎn,50
缿,hǎng,50
网,bāng,50
网,bǎng,50
罒,bóng,50
罒,bāng,50
罒,bǎng,50
罣,kuà,50
罧,serm,50
罪,tsuě,50
罪,tsēr,50
罪,tsěr,50
署,sīr,50
罳,sir,50
罷,pǎ,50
美,bér,50
羜,tīr,50
羜,tū,50
羜,tǐr,50
羥,king,50
羦,huân,50
羨,siǎn,50
羴,sian,50
翥,tsìr,50
翥,tsù,50
耔,tsír,50
耜,sīr,50
耜,sū,50
耜,sǐr,50
耝,tshìr,50
耝,tshù,50
耟,kīr,50
耟,kǐr,50
耡,thî,50
耡,thîr,50
耡,tîr,50
耡,tû,50
耨,liō,50
聕,hō,50
聕,hǒ,50
聚,tsǔ,50
聻,tsiām,50
聻,tsiǎm,50
肁,tiāu,50
肁,tiǎu,50
肂,sìr,50
肆,sìr,50
肇,tiǎu,50
肈,tiāu,50
肈,tiǎu,50
肗,lír,50
肗,lú,50
肚,tió,50
肩,kainn,50
肩,kirinn,50
肩,kuainn,50
肩,kuinn,50
肭,teh,50
肽,thài,50
胄,tiū,50
胄,tiǔ,50
背,pèr,50
背,pē,50
背,pēr,50
胎,ther,50
胏,tsír,50
胏,tsú,50
胔,tsìr,50
胠,khir,50
胥,sir,50
胺,an,50
胾,tsìr,50
脤,sǐn,50
脯,pōo,50
脯,pǒo,50
腎,siǎn,50
腎,sǐn,50
腒,kir,50
腞,tsuān,50
腞,tsuǎn,50
腡,lêr,50
膂,lír,50
膐,lír,50
膳,siǎn,50
膹,hūn,50
膹,hǔn,50
膻,tān,50
膻,tǎn,50
臔,hiān,50
臔,hiǎn,50
臼,kiǔ,50
舁,îr,50
舁,û,50
舅,kiǔ,50
與,ír,50
與,îr,50
與,û,50
與,īr,50
舐,tsǐ,50
舒,sir,50
舓,tsǐ,50
舙,tship,50
舵,tuǎ,50
舵,tǒ,50
艅,îr,50
艅,û,50
艑,piān,50
艑,piǎn,50
艮,kìrn,50
艸,tsháu,50
艸,tshóo,50
艹,tsháu,50
艹,tshó,50
艹,tshóo,50
芐,hǒo,50
芓,tsír,50
芓,tsīr,50
芓,tsū,50
芝,tsir,50
芝,tsu,50
芟,sainn,50
芟,sang,50
芟,sirinn,50
芟,suinn,50
芡,khiām,50
芡,khiǎm,50
芦,hōo,50
芦,hǒo,50
芧,sīr,50
芧,sǐr,50
芧,tīr,50
芧,tū,50
芧,tǐr,50
苣,kīr,50
苣,kǐr,50
苧,terě,50
苧,tuě,50
苧,tīr,50
苧,tū,50
苧,tǐr,50
苴,tshir,50
苴,tsir,50
范,huǎn,50
茈,tsír,50
茈,tsú,50
茛,kìrn,50
茨,tsir,50
茨,tsîr,50
茲,tsir,50
茲,tsîr,50
茲,tsû,50
茹,jîr,50
茹,lîr,50
荇,hǐng,50
荑,terê,50
荑,tuê,50
荑,î,50
荔,liān,50
荔,nuī,50
荕,kirn,50
荕,kun,50
荰,tǒo,50
荷,hǒ,50
莇,tīr,50
莇,tū,50
莒,kír,50
莕,hǐng,50
莖,hirînn,50
莙,kûn,50
莙,kūn,50
莙,kǔn,50
莢,ngereh,50
莧,hirīnn,50
莧,huīnn,50
莩,piān,50
莩,piǎn,50
菃,kîr,50
菃,kû,50
菑,tsir,50
菓,ké,50
菓,kér,50
菡,hām,50
菡,hǎm,50
菸,ian,50
菹,tsir,50
萏,tām,50
萏,tǎm,50
萯,hū,50
萯,hǔ,50
萵,er,50
葉,siap,50
葉,sia̍p,50
著,tìr,50
葘,tsir,50
葘,tsu,50
葚,sīm,50
葚,sǐm,50
葤,tiū,50
葤,tiǔ,50
葴,tserm,50
葴,tsim,50
葵,khe,50
葵,kher,50
葵,khê,50
葵,khêr,50
蒑,irn,50
蒑,un,50
蒒,sir,50
蒒,su,50
蒘,lîr,50
蒘,lû,50
蒢,tîr,50
蒣,sîr,50
蒣,sû,50
蒽,irn,50
蒽,un,50
蓓,puě,50
蓮,nuî,50
蔀,piō,50
蔀,piǒ,50
蔃,kiōng,50
蔃,kiǒng,50
蔘,serm,50
蔘,sim,50
蔪,tsiām,50
蔪,tsiǎm,50
蔬,sere,50
蔰,hōo,50
蔰,hǒo,50
蕈,sīm,50
蕈,sǐm,50
蕖,kîr,50
蕠,jîr,50
蕠,jû,50
蕠,lîr,50
蕠,lû,50
蕨,keh,50
蕨,kerh,50
蕨,kè,50
蕨,kèr,50
蕩,tǒng,50
蕷,īr,50
蕼,sìr,50
蕼,sù,50
薃,hō,50
薃,hǒ,50
薈,hēr,50
薋,tsîr,50
薋,tsû,50
薖,khe,50
薖,kher,50
薺,tsîr,50
薺,tsû,50
藇,sīr,50
藇,sǐr,50
藎,tsǐn,50
藘,lîr,50
藝,gerē,50
藠,giō,50
藠,giǒ,50
藧,uān,50
藧,uǎn,50
藷,tsir,50
藷,tsîr,50
藷,tsû,50
藸,tir,50
藸,tu,50
藿,heh,50
藿,herh,50
蘌,gír,50
蘌,gú,50
蘧,kîr,50
虎,hió,50
虒,sir,50
虒,su,50
處,tshír,50
虗,hir,50
虗,hu,50
虛,hir,50
虡,kīr,50
虡,kǐr,50
虸,tsír,50
虸,tsú,50
蚌,pǎng,50
蚥,hú,50
蚥,hū,50
蚥,hǔ,50
蚵,iô,50
蚷,kīr,50
蚷,kū,50
蚷,kǐr,50
蛗,hū,50
蛗,hǔ,50
蜀,tsi̍k,50
蜀,tsi̍t,50
蜃,sǐn,50
蜄,sīn,50
蜄,sǐn,50
蜌,pě,50
蜍,sîr,50
蜍,tsîr,50
蜑,tǎn,50
蜛,kir,50
蜛,ku,50
蜠,kūn,50
蜠,kǔn,50
蜤,sir,50
蜤,su,50
蜭,hām,50
蜭,hǎm,50
蜯,pāng,50
蜯,pǎng,50
蝌,khe,50
蝌,kher,50
蝑,sir,50
蝑,su,50
蝜,hū,50
蝜,hǔ,50
蝫,tsir,50
螄,sir,50
螔,sir,50
螔,su,50
螔,î,50
螶,kîr,50
螶,kû,50
螹,tsiām,50
螹,tsiǎm,50
蟎,buán,50
蟎,muâ,50
蟓,siōng,50
蟓,siǒng,50
蟖,sir,50
蟖,su,50
蟝,kîr,50
蟝,kû,50
蟴,sir,50
蟴,su,50
蟹,herē,50
蟹,herě,50
蟹,hǎi,50
蟺,siǎn,50
蠀,tshir,50
蠀,tshu,50
蠐,tshê,50
蠐,tshêr,50
蠩,tsir,50
蠩,tsu,50
蠶,tshirînn,50
蠶,tshuînn,50
蠶,tshâinn,50
蠶,tshîng,50
衟,tō,50
衟,tōo,50
衟,tǒ,50
衟,tǒo,50
衤,i,50
衶,tiōng,50
衶,tiǒng,50
袌,phō,50
袌,phǒ,50
袒,tān,50
袒,tǎn,50
袓,tsīr,50
袓,tsǐr,50
袪,khir,50
被,phěr,50
被,phī,50
被,phǐ,50
被,pǐ,50
袽,jîr,50
袽,lîr,50
袽,lû,50
裋,sǔ,50
裝,tshuang,50
裡,lér,50
裡,lín,50
裡,ní,50
裡,nńg,50
裾,kir,50
褆,sǐ,50
褆,thê,50
褙,pèr,50
褚,thír,50
褲,khiò,50
襂,serm,50
襂,sim,50
襇,kirínn,50
襇,kuínn,50
襈,tsuān,50
襈,tsuǎn,50
襐,siōng,50
襐,siǒng,50
襞,phué,50
襳,serm,50
襳,sim,50
西,sie,50
覀,hà,50
覗,sir,50
覷,tshìr,50
觔,kirn,50
觛,tān,50
觛,tǎn,50
觜,tsir,50
觜,tsu,50
觟,huā,50
觟,huǎ,50
解,hāi,50
解,hǎi,50
解,kerè,50
解,keré,50
解,kài,50
觨,hūn,50
觨,hǔn,50
訁,giân,50
訁,gân,50
訔,gîrn,50
訔,gûn,50
訢,herm,50
許,khió,50
訶,ho,50
訶,hoo,50
訾,tshír,50
訾,tsir,50
訾,tsu,50
訾,tsír,50
訾,tsú,50
訿,tshír,50
訿,tsír,50
訿,tsú,50
詎,kīr,50
詎,kǐr,50
詝,thír,50
詞,sîr,50
詡,hír,50
詪,hírn,50
詼,kher,50
語,gīr,50
語,gū,50
誢,hiān,50
誢,hiǎn,50
誾,gîrn,50
諓,tsiān,50
諓,tsiǎn,50
諝,sír,50
諟,sǐ,50
諧,erê,50
諧,uê,50
諮,tsir,50
諸,tsir,50
謶,sìr,50
謶,sù,50
謽,kiǒng,50
譖,tsèrm,50
譽,īr,50
讖,tshèrm,50
讖,tshìm,50
豁,heh,50
豁,herh,50
豎,sǔ,50
豏,hām,50
豏,hǎm,50
象,siǒng,50
豦,kîr,50
豦,kû,50
豫,īr,50
豸,thuǎ,50
貄,sīr,50
貄,sū,50
貄,sǐr,50
貗,kū,50
貗,kǔ,50
負,hǔ,50
貯,teré,50
貯,thír,50
貲,tsir,50
貲,tsu,50
貸,tè,50
貸,tèr,50
貺,hirīnn,50
貺,huīnn,50
貺,hāinn,50
賁,hūn,50
賁,hǔn,50
賄,hé,50
賄,hér,50
資,tsir,50
賜,sìr,50
賧,tǎm,50
賮,tsīn,50
賮,tsǐn,50
購,kio,50
購,koo,50
賽,sèr,50
贉,tām,50
贉,tǎm,50
贐,tsǐn,50
赼,tshir,50
赼,tshu,50
赾,kírn,50
赾,kún,50
趀,tshir,50
趀,tshu,50
趄,tshir,50
趑,tshir,50
趑,tshu,50
趙,tiāu,50
趙,tiǎu,50
趙,tiǒ,50
趦,tshir,50
趦,tshu,50
趩,tshi̍k,50
跁,pǎ,50
跆,tâi,50
跐,tshír,50
跓,tsǔ,50
跙,tshir,50
跙,tshu,50
距,kīr,50
距,kǐr,50
跟,kirn,50
路,liō,50
跱,tī,50
跱,tǐ,50
跽,kǐ,50
踝,huā,50
踝,huǎ,50
踞,kìr,50
踶,tī,50
踶,tǐ,50
踹,suān,50
踹,suǎn,50
踽,kír,50
躆,kìr,50
躆,kù,50
躇,tîr,50
軀,sir,50
軓,huǎn,50
軩,tāi,50
軩,tǎi,50
軬,huān,50
軬,huǎn,50
軬,pūn,50
軬,pǔn,50
輐,uǎn,50
輜,tsir,50
輠,huā,50
輠,huǎ,50
輺,tsir,50
輺,tsu,50
輾,nuí,50
輿,îr,50
轝,îr,50
轝,û,50
轞,hām,50
轞,hǎm,50
辝,sîr,50
辝,sû,50
辞,sîr,50
辞,sû,50
辠,tsuē,50
辠,tsuě,50
辡,piān,50
辡,piǎn,50
辤,sîr,50
辤,sû,50
辨,piǎn,50
辭,sîr,50
辮,piǎn,50
辮,pǐnn,50
辵,thiok,50
辶,thiok,50
辶,tshiok,50
近,kǐrn,50
迨,tǎi,50
逐,liok,50
逗,tiō,50
逗,tāu,50
逗,tē,50
逗,tēr,50
這,tsik,50
造,tsǒ,50
連,nuî,50
逺,hn̄g,50
逺,hňg,50
逺,uán,50
道,tǒ,50
道,tǒo,50
遽,kìr,50
遽,kīr,50
遽,kū,50
還,hirînn,50
還,huînn,50
還,tirînn,50
還,tuînn,50
還,tâinn,50
邔,kǐ,50
邚,lîr,50
邚,lû,50
邤,herm,50
邤,him,50
郈,hiō,50
郈,hiǒ,50
郘,līr,50
郘,lū,50
郘,lǐr,50
部,phǒ,50
部,pǒo,50
鄑,tsir,50
鄑,tsu,50
鄗,hǒ,50
鄞,gîrn,50
鄠,hǒo,50
鄦,hír,50
鄦,hú,50
鄯,siān,50
鄯,siǎn,50
酎,tiǔ,50
酮,tông,50
酮,tōng,50
酮,tǒng,50
醈,tām,50
醈,tǎm,50
醑,sír,50
醑,sú,50
醧,ìr,50
醧,ù,50
重,tiǒng,50
重,tn̄g,50
重,tňg,50
釒,kim,50
釓,kat,50
釓,kiû,50
釕,liáu,50
釙,phok,50
針,tserm,50
釨,tsír,50
釨,tsú,50
釲,sīr,50
釲,sū,50
釲,sǐr,50
釵,there,50
釷,thió,50
釷,thóo,50
釹,lír,50
釹,lú,50
釿,gîrn,50
釿,gûn,50
鈁,huáng,50
鈃,hîng,50
鈍,tǔn,50
鈎,kau,50
鈥,hónn,50
鈧,khòng,50
鈭,tshir,50
鈭,tshu,50
鈭,tsir,50
鈭,tsu,50
鈮,nî,50
鈰,tshī,50
鈰,tshǐ,50
鈶,sīr,50
鈶,sǐr,50
鈷,kió,50
鈹,phî,50
鈻,sīr,50
鈻,sū,50
鈻,sǐr,50
鈽,pio,50
鈽,piò,50
鈽,poo,50
鈽,pòo,50
鈾,iû,50
鉂,sír,50
鉂,sú,50
鉅,kīr,50
鉅,kǐr,50
鉈,thann,50
鉉,hiān,50
鉉,hiǎn,50
鉍,pit,50
鉏,tîr,50
鉏,tû,50
鉑,pi̍k,50
鉕,phó,50
鉝,li̍p,50
鉡,phuān,50
鉡,phuǎn,50
鉨,ní,50
鉬,bo̍k,50
鉭,tàn,50
鉰,sir,50
鉰,su,50
鉲,khah,50
鉳,pak,50
鉺,hī,50
鉺,hǐ,50
鉺,jī,50
鉺,lī,50
鉺,ní,50
鉻,kik,50
鉻,kok,50
鉿,ha,50
銒,hîng,50
銠,ló,50
銠,nóo,50
銣,jîr,50
銣,jû,50
銣,lîr,50
銣,lû,50
銦,in,50
銩,tiu,50
銫,sik,50
銺,tsōng,50
銺,tsǒng,50
銻,the,50
銾,hōng,50
銾,hǒng,50
鋁,lǐr,50
鋅,sin,50
鋅,tsír,50
鋎,uān,50
鋎,uǎn,50
鋖,sir,50
鋖,su,50
鋙,gír,50
鋞,hīng,50
鋞,hǐng,50
鋤,thîr,50
鋦,kio̍k,50
鋧,hiǎn,50
鋨,gô,50
鋨,ngôo,50
鋰,lí,50
鋱,thik,50
錀,lûn,50
錒,a,50
錙,tsir,50
錠,tiǎnn,50
錠,tǐng,50
錡,kī,50
錡,kǐ,50
錳,bíng,50
錸,lâi,50
錼,lāi,50
錼,nāi,50
鍅,huat,50
鍆,bûn,50
鍗,terê,50
鍗,tuê,50
鍥,kereh,50
鍩,lo̍k,50
鍶,sir,50
鍶,su,50
鍺,tsiá,50
鍼,tsam,50
鍼,tserm,50
鍿,tsir,50
鍿,tsu,50
鎊,pǒng,50
鎘,keh,50
鎝,thah,50
鎡,tsir,50
鎢,io,50
鎢,oo,50
鎬,hǒ,50
鎵,ke,50
鎶,ko,50
鏣,sìr,50
鏣,sù,50
鐁,sir,50
鐁,su,50
鐌,siōng,50
鐌,siǒng,50
鐑,keh,50
鐑,kereh,50
鐑,khiat,50
鐑,kueh,50
鐒,lô,50
鐒,lôo,50
鐠,phió,50
鐠,phóo,50
鐨,huì,50
鐻,kìr,50
鐻,kù,50
鐽,ta̍t,50
鑢,lerè,50
鑢,luè,50
鑢,līr,50
鑪,liô,50
鑫,herm,50
鑭,lân,50
閑,irînn,50
閑,uînn,50
閑,ân,50
閑,îng,50
閒,irînn,50
閒,uînn,50
閒,ân,50
間,kirinn,50
間,kuinn,50
閡,hǎi,50
閭,lîr,50
關,kirinn,50
阜,hǔ,50
阝,hǔ,50
阤,tī,50
阤,tǐ,50
阹,khir,50
阹,khu,50
陁,tī,50
陁,tǐ,50
限,hǎn,50
限,ǎn,50
陛,pě,50
陼,tsír,50
階,kere,50
階,kue,50
隱,írn,50
隶,tāi,50
隽,tsuān,50
隽,tsuǎn,50
隽,tsùn,50
雉,tǐ,50
雋,tsuǎn,50
雌,tshir,50
雎,tshir,50
雎,tshu,50
雓,îr,50
雓,û,50
雥,tsa̍p,50
雨,hiō,50
霮,tām,50
霮,tǎm,50
靖,tsǐng,50
靚,tsǐng,50
靜,tsǐng,50
靜,tsǐnn,50
鞙,hiān,50
鞙,hiǎn,50
鞞,pí,50
項,hǎng,50
頉,î,50
頥,î,50
頾,tsir,50
頾,tsu,50
頿,tsir,50
頿,tsu,50
顄,ām,50
顄,ǎm,50
顥,hǒ,50
颸,sir,50
颸,tshir,50
颸,tshu,50
飍,hiu,50
飝,hui,50
食,sīr,50
食,sū,50
飠,si̍t,50
飺,tsîr,50
飺,tsû,50
飼,sīr,50
餈,tsîr,50
養,tsiūnn,50
養,tsiǔnn,50
餘,îr,50
餜,ké,50
餜,kér,50
餜,kóo,50
饇,ìr,50
饇,ù,50
饌,tsuǎn,50
馫,hing,50
馭,gīr,50
駎,tiū,50
駎,tiǔ,50
駏,kīr,50
駏,kǐr,50
駘,tāi,50
駘,tǎi,50
駛,sír,50
駟,sìr,50
駭,hāi,50
駭,hǎi,50
駴,hāi,50
駴,hǎi,50
騦,sir,50
騦,su,50
驉,hir,50
驉,hu,50
驔,tiām,50
驔,tiǎm,50
驘,lê,50
驘,lêr,50
驫,piu,50
骯,hōng,50
骯,hǒng,50
骯,ong,50
骴,tsìr,50
體,theré,50
髧,tām,50
髧,tǎm,50
髭,tsir,50
鬌,tóo,50
鬌,tōo,50
鬌,tǒo,50
鬴,hū,50
鬴,hǔ,50
魖,hir,50
魖,hu,50
魚,gîr,50
魼,khir,50
鮡,tiāu,50
鮡,tiǎu,50
鮽,îr,50
鮽,û,50
鯔,tsir,50
鯗,siūnn,50
鯗,siǔnn,50
鯦,kiū,50
鯦,kiǔ,50
鯶,hūn,50
鯶,hǔn,50
鯺,tsir,50
鯺,tsu,50
鰝,hō,50
鰝,hǒ,50
鰤,sir,50
鰤,su,50
鰦,tsir,50
鰾,piǒ,50
鱈,seh,50
鱈,serh,50
鱓,siān,50
鱓,siǎn,50
鱓,tshuānn,50
鱓,tshuǎnn,50
鱔,tshuǎnn,50
鱝,hūn,50
鱝,hǔn,50
鱭,tsē,50
鱭,tsě,50
鱮,sīr,50
鱮,sǐr,50
鱱,lerē,50
鱱,luē,50
鱻,sian,50
鳸,hōo,50
鳸,hǒo,50
鳾,sir,50
鳾,su,50
鴒,nuī,50
鴘,piān,50
鴘,piǎn,50
鴙,tī,50
鴙,tǐ,50
鴜,tsir,50
鴜,tsu,50
鴜,tsîr,50
鴜,tsû,50
鴡,tshir,50
鴡,tshu,50
鴽,jîr,50
鴽,lîr,50
鴽,lû,50
鵨,sir,50
鵨,su,50
鶅,tsir,50
鶅,tsu,50
鶋,kir,50
鶳,sir,50
鶳,su,50
鶿,tsîr,50
鷀,tsîr,50
鷄,kere,50
鷄,kue,50
鷠,gîr,50
鷠,gû,50
鸒,îr,50
鸒,û,50
麔,kiǔ,50
麮,khìr,50
麮,khù,50
鼁,khìr,50
鼁,khù,50
鼈,pih,50
鼒,tsir,50
鼒,tsu,50
鼶,sir,50
鼶,su,50
鼸,hiām,50
鼸,hiǎm,50
齊,tsir,50
齊,tsu,50
齍,tsir,50
齎,tsir,50
齎,tsu,50
齗,gîrn,50
齜,tsir,50
齟,tsīr,50
齟,tsū,50
齟,tsǐr,50
齦,gîrn,50
齦,khírn,50
齧,kherè,50
齨,kiū,50
齨,kiǔ,50
齬,gír,50
齹,tshir,50
齹,tshu,50
龍,nguî,50
鿫,ò,50
鿫,òo,50
鿬,tiân,50
𠕇,tirīnn,50
𠕇,tuīnn,50
𠠝,li̍k,50
𡻕,hèr,50
𢓜,koh,50
𣍐,buē,50
𣍐,buě,50
𣍐,bē,50
𤏸,to̍h,50
𤲍,khereh,50
𤺅,tserè,50
𤺅,tsheh,50
𤺅,tshe̍h,50
𤺅,tsuè,50
𤺅,tsè,50
𤺅,tsèr,50
𥑮,kió,50
𥳑,kán,50
𧾷,tsiok,50
𧿿,tshír,50
𧿿,tshú,50
𨧀,tiō,50
𨧀,tōo,50
𨧀,tǒo,50
𨨏,pho,50
𨭆,hik,50
𨭎,hí,50
𨿴,tsir,50
𨿴,tsu,50
𫝙,tshiò,50
𫝛,sâng,50
𫝛,sāng,50
𫝞,bū,50
𫞳,kàng,50
𫟊,sio̍h,50
𫟣,sōm,50
𫟣,sōng,50
𰹬,tsn̄g,50
𲓖,mài,50
あげ,á-geh,25
お田,oo-lián,25
かな,khá-nah,25
がら,gá-lah,25
すし,sú-sih,25
たこ,thak-khooh,25
たび,that-bí,25
のり,nóo-lih,25
ふろ,hú-looh,25
みそ,mí-soh,25
みそ,mí-sooh,25
やみ,iá-mih,25
ゆり,iú-lih,25
よび,ió-bih,25
ガス,gá-suh,25
キロ,khí-looh,25
ハム,há-muh,25
バス,bá-sirh,25
バス,bá-suh,25
㤉潲,gêr-siâu,25
上人,siōng-jîn,25
上人,siōng-lîn,25
上尾,siōng-bér,25
上師,siōng-sir,25
上書,siōng-sir,25
上書,siōng-su,25
上書,siǒng-sir,25
上書,tsiūnn-tsir,25
上書,tsiūnn-tsu,25
上書,tsiǔnn-tsir,25
上等,jió-toh,25
不如,put-jîr,25
不如,put-lîr,25
世事,sè-sīr,25
乾燥,kha̋n-sóo,25
予備,ió-bih,25
事主,sīr-tsú,25
事事,sīr-sīr,25
事理,sīr-lí,25
事路,sīr-lōo,25
事路,sū-lōo,25
人事,jîn-sīr,25
人事,lîn-sīr,25
人参,li̋n-jín,25
代書,tāi-sir,25
代賠,tāi-puê,25
代賠,tāi-pê,25
代賠,tāi-pêr,25
仮名,khá-nah,25
休憩,khiű-khé,25
何如,hô-jîr,25
何如,hô-jû,25
何如,hô-lîr,25
何如,hô-lû,25
佛公,pu̍t-kong,25
佛字,pu̍t-jī,25
佛字,pu̍t-lī,25
使用,sír-iōng,25
俗語,sio̍k-gír,25
信士,sìn-sīr,25
信士,sìn-sū,25
信士,sìn-sǐr,25
信據,sìn-kì,25
信據,sìn-kìr,25
信據,sìn-kù,25
修飾,siu-sik,25
傀儡,ka-lér,25
傷暑,siong-sír,25
傷暑,siong-sú,25
僻語,phiah-gí,25
僻語,phiah-gír,25
僻語,phiah-gú,25
先生,sia̋n-sé,25
先輩,sia̋n-pái,25
光批,kng-phue,25
光批,kuinn-phe,25
內科,lāi-khe,25
內科,lāi-kher,25
內科,lǎi-kher,25
公子,kong-tsír,25
兵士,ping-sīr,25
兵士,ping-sǐr,25
写真,sia-sín,25
分會,hun-hē,25
分會,hun-hēr,25
刑事,hîng-sīr,25
列位,lia̍t-uī,25
刪除,san-tîr,25
剝皮,pak-phêr,25
割據,kat-kì,25
割據,kat-kìr,25
割據,kat-kù,25
勇士,ióng-sīr,25
勇士,ióng-sǐr,25
勘定,kha̋n-jióo,25
南無,lâm-bû,25
南無,nâ-môo,25
博士,phok-sīr,25
博士,phok-sǐr,25
古史,kóo-sír,25
古史,kóo-sú,25
古墓,kóo-bōo,25
古書,kóo-sir,25
古書,kóo-su,25
古書,kóo-tsir,25
古語,kóo-gí,25
古語,kóo-gír,25
古語,kóo-gú,25
句法,kù-huat,25
可以,khónn-í,25
可傷,khó-siong,25
可傷,khónn-siong,25
可取,khónn-tshú,25
可惜,khónn-sioh,25
可愛,khónn-ài,25
可憐,khó-lîn,25
可憐,khónn-lîn,25
可疑,khónn-gî,25
可見,khónn-kiàn,25
台詞,tâi-sîr,25
台語,tâi-gír,25
史官,sír-kuann,25
史官,sú-kuann,25
史策,sír-tshik,25
史策,sú-tshik,25
史記,sír-kì,25
史記,sú-kì,25
司令,sir-līng,25
司機,sir-ki,25
司法,sir-huat,25
司空,sir-khong,25
司空,su-khong,25
司長,sir-tiúnn,25
司馬,sir-má,25
名刺,mè-sì,25
名姓,miâ-sìnn,25
味噌,mí-soh,25
味噌,mí-sooh,25
唯一,î-it,25
善事,siān-sīr,25
善事,siǎn-sīr,25
善書,siān-tsir,25
善書,siān-tsu,25
善書,siǎn-tsir,25
單據,tuann-kì,25
單據,tuann-kìr,25
單據,tuann-kù,25
四季,sì-kuì,25
四季,sìr-kuì,25
四常,sìr-siông,25
四方,sìr-hong,25
四時,sìr-sî,25
四神,sìr-sîn,25
四肢,sìr-tsi,25
四肢,sù-tsi,25
回批,huê-phe,25
回批,hêr-phue,25
回答,hêr-tap,25
回話,hê-uē,25
回話,hêr-uē,25
回頭,hêr-thâu,25
固辭,kòo-sîr,25
固辭,kòo-sû,25
國事,kok-sīr,25
國史,kok-sír,25
國史,kok-sú,25
國師,kok-sir,25
國語,kok-gír,25
地動,kuē-tāng,25
地動,kē-tāng,25
地氣,terē-khì,25
地氣,tuē-khì,25
地氣,tē-khì,25
地皮,terē-phêr,25
地皮,tuē-phêr,25
基隆,kere-lâng,25
基隆,kue-lâng,25
堅辭,kian-sîr,25
堅辭,kian-sû,25
塗皮,thôo-phuê,25
塗皮,thôo-phê,25
塗皮,thôo-phêr,25
墓壙,bōo-khòng,25
墓壙,bōo-khǹg,25
墓庵,bōo-am,25
墓桌,bōng-toh,25
墓桌,bōo-toh,25
墓粿,bōo-ké,25
墓粿,bōo-kér,25
士官,sīr-kuann,25
士官,sǐr-kuann,25
士氣,sīr-khì,25
士氣,sǐr-khì,25
外皮,guā-phê,25
外皮,guā-phêr,25
外科,guā-khe,25
外科,guā-kher,25
大乘,tāi-sīng,25
大事,tuā-sīr,25
大事,tāi-sīr,25
大士,tāi-sīr,25
大士,tāi-sǐr,25
大師,tāi-sir,25
大暑,tāi-sír,25
天官,thian-kuan,25
天師,thian-sir,25
天師,thian-su,25
天干,thian-kan,25
太史,thài-sír,25
太史,thài-sú,25
太子,thài-tsír,25
太師,thài-sir,25
契據,kherè-kìr,25
契據,khuè-kìr,25
契據,khuè-kù,25
契據,khè-kì,25
套語,thò-gí,25
套語,thò-gír,25
套語,thò-gú,25
女士,lír-sīr,25
女士,lír-sǐr,25
好處,hó-tshìr,25
如今,jîr-kim,25
如今,lîr-kim,25
如何,jîr-hô,25
如何,lîr-hô,25
如來,jîr-lâi,25
如來,lîr-lâi,25
如左,jîr-tsó,25
如左,jû-tsó,25
如左,lîr-tsó,25
如左,lû-tsó,25
如常,jîr-siông,25
如常,jû-siông,25
如常,lîr-siông,25
如常,lû-siông,25
如意,jîr-ì,25
如意,lîr-ì,25
如數,jîr-sòo,25
如數,jû-sòo,25
如數,lîr-sòo,25
如數,lû-sòo,25
如是,jîr-sī,25
如是,jîr-sǐ,25
如是,jû-sī,25
