tl,hanzi,frequency,poj,tl_num,poj_num
tshut-sīn,出剩,25,chhut-sīn,tshutsin7,chhutsin7
tshut-khûn,出勤,25,chhut-khûn,tshutkhun5,chhutkhun5
tshut-tsa̍p,出十,25,chhut-cha̍p,tshuttsap8,chhutchap8
tshut-nn̄g,出卵,25,chhut-nn̄g,tshutnng7,chhutnng7
tshut-tshù,出厝,25,chhut-chhù,tshuttshu3,chhutchhu3
tshut-tshú,出取,25,chhut-chhú,tshuttshu2,chhutchhu2
tshut-kháu,出口,25,chhut-kháu,tshutkhau2,chhutkhau2
tshut-sai,出司,25,chhut-sai,tshutsai,chhutsai
tshut-miâ,出名,25,chhut-miâ,tshutmia5,chhutmia5
tshut-bī,出味,25,chhut-bī,tshutbi7,chhutbi7
tshut-phín,出品,25,chhut-phín,tshutphin2,chhutphin2
tshut-sàu,出哨,25,chhut-sàu,tshutsau3,chhutsau3
tshut-siû,出售,25,chhut-siû,tshutsiu5,chhutsiu5
tshut-tuann,出單,25,chhut-toaⁿ,tshuttuann,chhuttoann
tshut-sû,出嗣,25,chhut-sû,tshutsu5,chhutsu5
tshut-tshuì,出嘴,25,chhut-chhùi,tshuttshui3,chhutchhui3
tshut-uî,出圍,25,chhut-ûi,tshutui5,chhutui5
tshut-thóo,出土,25,chhut-thó͘,tshutthoo2,chhutthoo2
tshut-tsāi,出在,25,chhut-chāi,tshuttsai7,chhutchai7
tshut-tiûnn,出場,25,chhut-tiûⁿ,tshuttiunn5,chhuttiunn5
tshut-kíng,出境,25,chhut-kéng,tshutking2,chhutkeng2
tshut-guā,出外,25,chhut-gōa,tshutgua7,chhutgoa7
tshut-thian,出天,25,chhut-thian,tshutthian,chhutthian
tshut-kî,出奇,25,chhut-kî,tshutki5,chhutki5
tshut-tshe,出妻,25,chhut-chhe,tshuttshe,chhutchhe
tshut-kè,出嫁,25,chhut-kè,tshutke3,chhutke3
tshut-jī,出字,25,chhut-jī,tshutji7,chhutji7
tshut-o̍h,出學,25,chhut-o̍h,tshutoh8,chhutoh8
tshut-kuann,出官,25,chhut-koaⁿ,tshutkuann,chhutkoann
tshut-kheh,出客,25,chhut-kheh,tshutkheh,chhutkheh
tshut-ke,出家,25,chhut-ke,tshutke,chhutke
tshut-sím,出審,25,chhut-sím,tshutsim2,chhutsim2
tshut-pó,出寶,25,chhut-pó,tshutpo2,chhutpo2
tshut-tsiòng,出將,25,chhut-chiòng,tshuttsiong3,chhutchiong3
tshut-bé,出尾,25,chhut-bé,tshutbe2,chhutbe2
tshut-kio̍k,出局,25,chhut-kio̍k,tshutkiok8,chhutkiok8
tshut-san,出山,25,chhut-san,tshutsan,chhutsan
tshut-suann,出山,25,chhut-soaⁿ,tshutsuann,chhutsoann
tshut-sûn,出巡,25,chhut-sûn,tshutsun5,chhutsun5
tshut-siū,出巢,25,chhut-siū,tshutsiu7,chhutsiu7
tshut-kang,出工,25,chhut-kang,tshutkang,chhutkang
tshut-tshe,出差,25,chhut-chhe,tshuttshe,chhutchhe
tshut-phâng,出帆,25,chhut-phâng,tshutphang5,chhutphang5
tshut-si̍k,出席,25,chhut-se̍k,tshutsik8,chhutsek8
tshut-tsng,出庄,25,chhut-chng,tshuttsng,chhutchng
tshut-hú,出府,25,chhut-hú,tshuthu2,chhuthu2
tshut-thiann,出廳,25,chhut-thiaⁿ,tshutthiann,chhutthiann
tshut-tîng,出廷,25,chhut-têng,tshutting5,chhutteng5
tshut-tiunn,出張,25,chhut-tiuⁿ,tshuttiunn,chhuttiunn
tshut-tsing,出征,25,chhut-cheng,tshuttsing,chhutcheng
tshut-kiong,出恭,25,chhut-kiong,tshutkiong,chhutkiong
tshut-sik,出息,25,chhut-sek,tshutsik,chhutsek
tshut-tsiânn,出成,25,chhut-chiâⁿ,tshuttsiann5,chhutchiann5
tshut-tsiàn,出戰,25,chhut-chiàn,tshuttsian3,chhutchian3
tshut-hì,出戲,25,chhut-hì,tshuthi3,chhuthi3
tshut-sóo,出所,25,chhut-só͘,tshutsoo2,chhutsoo2
tshut-tshiú,出手,25,chhut-chhiú,tshuttshiu2,chhutchhiu2
tshut-tsio,出招,25,chhut-chio,tshuttsio,chhutchio
tshut-kiah,出拱,25,chhut-kiah,tshutkiah,chhutkiah
tshut-kióng,出拱,25,chhut-kióng,tshutkiong2,chhutkiong2
tshut-thio,出挑,25,chhut-thio,tshutthio,chhutthio
tshut-tànn,出擔,25,chhut-tàⁿ,tshuttann3,chhuttann3
tshut-siu,出收,25,chhut-siu,tshutsiu,chhutsiu
tshut-kàu,出教,25,chhut-kàu,tshutkau3,chhutkau3
tshut-pan,出斑,25,chhut-pan,tshutpan,chhutpan
tshut-ji̍t,出日,25,chhut-ji̍t,tshutjit8,chhutjit8
tshut-ge̍h,出月,25,chhut-ge̍h,tshutgeh8,chhutgeh8
tshut-ho̍k,出服,25,chhut-ho̍k,tshuthok8,chhuthok8
tshut-pún,出本,25,chhut-pún,tshutpun2,chhutpun2
tshut-kuan,出棺,25,chhut-koan,tshutkuan,chhutkoan
tshut-tiâu,出椆,25,chhut-tiâu,tshuttiau5,chhuttiau5
tshut-pńg,出榜,25,chhut-pńg,tshutpng2,chhutpng2
tshut-pōo,出步,25,chhut-pō͘,tshutpoo7,chhutpoo7
tshut-pìn,出殯,25,chhut-pìn,tshutpin3,chhutpin3
tshut-khuì,出氣,25,chhut-khùi,tshutkhui3,chhutkhui3
tshut-khì,出氣,25,chhut-khì,tshutkhi3,chhutkhi3
tshut-tsuí,出水,25,chhut-chúi,tshuttsui2,chhutchui2
tshut-kuānn,出汗,25,chhut-kōaⁿ,tshutkuann7,chhutkoann7
tshut-bu̍t,出沒,25,chhut-bu̍t,tshutbut8,chhutbut8
tshut-tù,出注,25,chhut-tù,tshuttu3,chhuttu3
tshut-iûnn,出洋,25,chhut-iûⁿ,tshutiunn5,chhutiunn5
tshut-hái,出海,25,chhut-hái,tshuthai2,chhuthai2
tshut-káng,出港,25,chhut-káng,tshutkang2,chhutkang2
tshut-ián,出演,25,chhut-ián,tshutian2,chhutian2
tshut-hé,出火,25,chhut-hé,tshuthe2,chhuthe2
tshut-ting,出燈,25,chhut-teng,tshutting,chhutteng
tshut-pán,出版,25,chhut-pán,tshutpan2,chhutpan2
tshut-hiān,出現,25,chhut-hiān,tshuthian7,chhuthian7
tshut-sing,出生,25,chhut-seng,tshutsing,chhutseng
tshut-sán,出產,25,chhut-sán,tshutsan2,chhutsan2
tshut-phia̍h,出疹,25,chhut-phia̍h,tshutphiah8,chhutphiah8
tshut-tsín,出疹,25,chhut-chín,tshuttsin2,chhutchin2
tshut-hûn,出痕,25,chhut-hûn,tshuthun5,chhuthun5
tshu-tsu,出痘,25,chhu-chu,tshutsu,chhuchu
tshut-tāu,出痘,25,chhut-tāu,tshuttau7,chhuttau7
tshut-huat,出發,25,chhut-hoat,tshuthuat,chhuthoat
tshut-kann,出監,25,chhut-kaⁿ,tshutkann,chhutkann
tshut-tsìng,出眾,25,chhut-chèng,tshuttsing3,chhutcheng3
tshut-phuà,出破,25,chhut-phòa,tshutphua3,chhutphoa3
tshut-sîn,出神,25,chhut-sîn,tshutsin5,chhutsin5
tshut-phiò,出票,25,chhut-phiò,tshutphio3,chhutphio3
tshut-kìm,出禁,25,chhut-kìm,tshutkim3,chhutkim3
tshut-tsoo,出租,25,chhut-cho͘,tshuttsoo,chhutchoo
tshut-sè,出稅,25,chhut-sè,tshutse3,chhutse3
tshut-suī,出穗,25,chhut-sūi,tshutsui7,chhutsui7
tshut-bí,出米,25,chhut-bí,tshutbi2,chhutbi2
tshut-niû,出糧,25,chhut-niû,tshutniu5,chhutniu5
tshut-kiat,出結,25,chhut-kiat,tshutkiat,chhutkiat
tshut-pa̍k,出縛,25,chhut-pa̍k,tshutpak8,chhutpak8
tshut-tsuē,出罪,25,chhut-chōe,tshuttsue7,chhutchoe7
tshut-khó,出考,25,chhut-khó,tshutkho2,chhutkho2
tshut-siann,出聲,25,chhut-siaⁿ,tshutsiann,chhutsiann
tshut-thuat,出脫,25,chhut-thoat,tshutthuat,chhutthoat
tshut-tiòng,出脹,25,chhut-tiòng,tshuttiong3,chhuttiong3
tshut-pak,出腹,25,chhut-pak,tshutpak,chhutpak
tshut-lâng,出膿,25,chhut-lâng,tshutlang5,chhutlang5
tshut-tsûn,出船,25,chhut-chûn,tshuttsun5,chhutchun5
tshut-sik,出色,25,chhut-sek,tshutsik,chhutsek
tshut-gê,出芽,25,chhut-gê,tshutge5,chhutge5
tshut-tsháu,出草,25,chhut-chháu,tshuttshau2,chhutchhau2
tshut-tshài,出菜,25,chhut-chhài,tshuttshai3,chhutchhai3
tshut-tsòng,出葬,25,chhut-chòng,tshuttsong3,chhutchong3
tshut-hun,出薰,25,chhut-hun,tshuthun,chhuthun
tshut-lâm,出藍,25,chhut-lâm,tshutlam5,chhutlam5
tshut-tshù,出處,25,chhut-chhù,tshuttshu3,chhutchhu3
tshut-khīng,出虹,25,chhut-khēng,tshutkhing7,chhutkheng7
tshut-hiat,出血,25,chhut-hiat,tshuthiat,chhuthiat
tshut-huih,出血,25,chhut-huih,tshuthuih,chhuthuih
tshut-hîng,出行,25,chhut-hêng,tshuthing5,chhutheng5
tshut-kue,出街,25,chhut-koe,tshutkue,chhutkoe
tshut-sòo,出訴,25,chhut-sò͘,tshutsoo3,chhutsoo3
tshut-tshiánn,出請,25,chhut-chhiáⁿ,tshuttshiann2,chhutchhiann2
tshut-jū,出諭,25,chhut-jū,tshutju7,chhutju7
tshut-kòng,出貢,25,chhut-kòng,tshutkong3,chhutkong3
tshut-hè,出貨,25,chhut-hè,tshuthe3,chhuthe3
tshut-kuì,出貴,25,chhut-kùi,tshutkui3,chhutkui3
tshut-sia,出賒,25,chhut-sia,tshutsia,chhutsia
tshut-buē,出賣,25,chhut-bōe,tshutbue7,chhutboe7
tshut-siàu,出賬,25,chhut-siàu,tshutsiau3,chhutsiau3
tshut-lōo,出路,25,chhut-lō͘,tshutloo7,chhutloo7
tshut-tuê,出蹄,25,chhut-tôe,tshuttue5,chhuttoe5
tshut-tsik,出蹟,25,chhut-chek,tshuttsik,chhutchek
tshut-sin,出身,25,chhut-sin,tshutsin,chhutsin
tshut-kun,出軍,25,chhut-kun,tshutkun,chhutkun
tshut-kiō,出轎,25,chhut-kiō,tshutkio7,chhutkio7
tshut-pān,出辨,25,chhut-pān,tshutpan7,chhutpan7
tshut-ūn,出運,25,chhut-ūn,tshutun7,chhutun7
tshut-tsiú,出酒,25,chhut-chiú,tshuttsiu2,chhutchiu2
tshut-tshiú,出醜,25,chhut-chhiú,tshuttshiu2,chhutchhiu2
tshut-tāng,出重,25,chhut-tāng,tshuttang7,chhuttang7
tshut-gûn,出銀,25,chhut-gûn,tshutgun5,chhutgun5
tshut-tsînn,出錢,25,chhut-chîⁿ,tshuttsinn5,chhutchinn5
tshut-tn̂g,出長,25,chhut-tn̂g,tshuttng5,chhuttng5
tshut-mn̂g,出門,25,chhut-mn̂g,tshutmng5,chhutmng5
tshut-kui,出閨,25,chhut-kui,tshutkui,chhutkui
tshut-kuan,出關,25,chhut-koan,tshutkuan,chhutkoan
tshut-tīn,出陣,25,chhut-tīn,tshuttin7,chhuttin7
tshut-bīn,出面,25,chhut-bīn,tshutbin7,chhutbin7
tshut-ūn,出韻,25,chhut-ūn,tshutun7,chhutun7
tshut-thâu,出頭,25,chhut-thâu,tshutthau5,chhutthau5
tshut-tuê,出題,25,chhut-tôe,tshuttue5,chhuttoe5
tshut-gia̍h,出額,25,chhut-gia̍h,tshutgiah8,chhutgiah8
tshut-guān,出願,25,chhut-goān,tshutguan7,chhutgoan7
tshut-luī,出類,25,chhut-lūi,tshutlui7,chhutlui7
tshut-hong,出風,25,chhut-hong,tshuthong,chhuthong
tshut-hiòng,出餉,25,chhut-hiòng,tshuthiong3,chhuthiong3
tshut-siù,出首,25,chhut-siù,tshutsiu3,chhutsiu3
tshut-siú,出首,25,chhut-siú,tshutsiu2,chhutsiu2
tshut-bé,出馬,25,chhut-bé,tshutbe2,chhutbe2
tshut-kà,出駕,25,chhut-kà,tshutka3,chhutka3
tshut-kut,出骨,25,chhut-kut,tshutkut,chhutkut
tshut-tshé,出髓,25,chhut-chhé,tshuttshe2,chhutchhe2
tshut-muâ,出麻,25,chhut-môa,tshutmua5,chhutmoa5
hâm-tī,函治,25,hâm-tī,ham5ti7,ham5ti7
to-á,刀仔,25,to-á,toa2,toa2
to-siong,刀傷,25,to-siong,tosiong,tosiong
to-ping,刀兵,25,to-peng,toping,topeng
to-lāi,刀利,25,to-lāi,tolai7,tolai7
to-kiàm,刀劍,25,to-kiàm,tokiam3,tokiam3
to-eh,刀厄,25,to-eh,toeh,toeh
to-tshuì,刀嘴,25,to-chhùi,totshui3,tochhui3
to-tsí,刀子,25,to-chí,totsi2,tochi2
to-tsiam,刀尖,25,to-chiam,totsiam,tochiam
to-bé,刀尾,25,to-bé,tobe2,tobe2
to-sut,刀屑,25,to-sut,tosut,tosut
to-nī,刀岭,25,to-nī,toni7,toni7
