tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian,is_variant
guā-hâng,外行,25,gōa-hâng,gua7hang5,goa7hang5,guahang,goahang,gh,gh,True,False
guā-piáu,外表,25,gōa-piáu,gua7piau2,goa7piau2,guapiau,goapiau,gp,gp,True,False
guā-sann,外衫,25,gōa-saⁿ,gua7sann1,goa7sann1,guasann,goasann,gs,gs,True,False
guā-kuan,外觀,25,gōa-koan,gua7kuan1,goa7koan1,guakuan,goakoan,gk,gk,True,False
guā-kak,外角,25,gōa-kak,gua7kak4,goa7kak4,guakak,goakak,gk,gk,True,False
guā-māu,外貌,25,gōa-māu,gua7mau7,goa7mau7,guamau,goamau,gm,gm,True,False
guā-tsu,外資,25,gōa-chu,gua7tsu1,goa7chu1,guatsu,goachu,gt,gc,True,False
guā-pōo,外部,25,gōa-pō͘,gua7poo7,goa7poo7,guapoo,goapoo,gp,gp,True,False
guā-iá,外野,25,gōa-iá,gua7ia2,goa7ia2,guaia,goaia,gi,gi,True,False
guā-siau,外銷,25,gōa-siau,gua7siau1,goa7siau1,guasiau,goasiau,gs,gs,True,False
guā-bīn,外面,25,gōa-bīn,gua7bin7,goa7bin7,guabin,goabin,gb,gb,True,False
guā-thâu,外頭,25,gōa-thâu,gua7thau5,goa7thau5,guathau,goathau,gt,gt,True,False
to-sū,多事,25,to-sū,to1su7,to1su7,tosu,tosu,ts,ts,True,False
to-guân,多元,25,to-goân,to1guan5,to1goan5,toguan,togoan,tg,tg,True,False
to-siáu,多少,25,to-siáu,to1siau2,to1siau2,tosiau,tosiau,ts,ts,True,False
to-tsîng,多情,25,to-chêng,to1tsing5,to1cheng5,totsing,tocheng,tt,tc,True,False
to-sòo,多數,25,to-sò͘,to1soo3,to1soo3,tosoo,tosoo,ts,ts,True,False
to-lîm,多林,25,to-lîm,to1lim5,to1lim5,tolim,tolim,tl,tl,True,False
to-nâ,多林,25,to-nâ,to1na5,to1na5,tona,tona,tn,tn,True,False
to-iūnn,多樣,25,to-iūⁿ,to1iunn7,to1iunn7,toiunn,toiunn,ti,ti,True,False
to-siā,多謝,25,to-siā,to1sia7,to1sia7,tosia,tosia,ts,ts,True,False
to-siǎ,多謝,25,to-siǎ,to1sia6,to1sia6,tosia,tosia,ts,ts,True,False
tor-siā,多謝,25,tor-siā,tor1sia7,tor1sia7,torsia,torsia,ts,ts,True,False
iā-khîn,夜勤,25,iā-khîn,ia7khin5,ia7khin5,iakhin,iakhin,ik,ik,True,False
iā-khûn,夜勤,25,iā-khûn,ia7khun5,ia7khun5,iakhun,iakhun,ik,ik,True,False
iā-pô,夜婆,25,iā-pô,ia7po5,ia7po5,iapo,iapo,ip,ip,True,False
iā-pôr,夜婆,25,iā-pôr,ia7por5,ia7por5,iapor,iapor,ip,ip,True,False
iǎ-pô,夜婆,25,iǎ-pô,ia6po5,ia6po5,iapo,iapo,ip,ip,True,False
iā-tshī,夜市,25,iā-chhī,ia7tshi7,ia7chhi7,iatshi,iachhi,it,ic,True,False
iā-kíng,夜景,25,iā-kéng,ia7king2,ia7keng2,iaking,iakeng,ik,ik,True,False
iā-sik,夜色,25,iā-sek,ia7sik4,ia7sek4,iasik,iasek,is,is,True,False
iā-kan,夜間,25,iā-kan,ia7kan1,ia7kan1,iakan,iakan,ik,ik,True,False
kàu-kàu,夠夠,25,kàu-kàu,kau3kau3,kau3kau3,kaukau,kaukau,kk,kk,True,False
kàu-kang,夠工,25,kàu-kang,kau3kang1,kau3kang1,kaukang,kaukang,kk,kk,True,False
kàu-ge̍h,夠月,25,kàu-ge̍h,kau3geh8,kau3geh8,kaugeh,kaugeh,kg,kg,True,False
kàu-gue̍h,夠月,25,kàu-goe̍h,kau3gueh8,kau3goeh8,kaugueh,kaugoeh,kg,kg,True,False
kàu-pún,夠本,25,kàu-pún,kau3pun2,kau3pun2,kaupun,kaupun,kp,kp,True,False
kàu-khuì,夠氣,25,kàu-khùi,kau3khui3,kau3khui3,kaukhui,kaukhui,kk,kk,True,False
kàu-tsuí,夠水,25,kàu-chúi,kau3tsui2,kau3chui2,kautsui,kauchui,kt,kc,True,False
kàu-iōng,夠用,25,kàu-iōng,kau3iong7,kau3iong7,kauiong,kauiong,ki,ki,True,False
kàu-īng,夠用,25,kàu-ēng,kau3ing7,kau3eng7,kauing,kaueng,ki,ke,True,False
kàu-gia̍h,夠額,25,kàu-gia̍h,kau3giah8,kau3giah8,kaugiah,kaugiah,kg,kg,True,False
bāng-tiong,夢中,25,bāng-tiong,bang7tiong1,bang7tiong1,bangtiong,bangtiong,bt,bt,True,False
bāng-kíng,夢境,25,bāng-kéng,bang7king2,bang7keng2,bangking,bangkeng,bk,bk,True,False
bōng-huàn,夢幻,25,bōng-hoàn,bong7huan3,bong7hoan3,bonghuan,bonghoan,bh,bh,True,False
bāng-sióng,夢想,25,bāng-sióng,bang7siong2,bang7siong2,bangsiong,bangsiong,bs,bs,True,False
bāng-kìnn,夢見,25,bāng-kìⁿ,bang7kinn3,bang7kinn3,bangkinn,bangkinn,bk,bk,True,False
hué-kì,夥計,25,hóe-kì,hue2ki3,hoe2ki3,hueki,hoeki,hk,hk,True,False
hé-khì,夥計,25,hé-khì,he2khi3,he2khi3,hekhi,hekhi,hk,hk,True,False
hé-kì,夥計,25,hé-kì,he2ki3,he2ki3,heki,heki,hk,hk,True,False
hér-kì,夥計,25,hér-kì,her2ki3,her2ki3,herki,herki,hk,hk,True,False
tuā-khâm,大㘛,25,tōa-khâm,tua7kham5,toa7kham5,tuakham,toakham,tk,tk,True,False
tuā-ē,大下,25,tōa-ē,tua7e7,toa7e7,tuae,toae,te,te,True,False
tuā-sū,大事,25,tōa-sū,tua7su7,toa7su7,tuasu,toasu,ts,ts,True,False
tāi-sū,大事,25,tāi-sū,tai7su7,tai7su7,taisu,taisu,ts,ts,True,False
tuā-lâng,大人,25,tōa-lâng,tua7lang5,toa7lang5,tualang,toalang,tl,tl,True,False
tāi-jîn,大人,25,tāi-jîn,tai7jin5,tai7jin5,taijin,taijin,tj,tj,True,False
tāi-lîn,大人,25,tāi-lîn,tai7lin5,tai7lin5,tailin,tailin,tl,tl,True,False
tuā-peh,大伯,25,tōa-peh,tua7peh4,toa7peh4,tuapeh,toapeh,tp,tp,True,False
tuā-uī,大位,25,tōa-ūi,tua7ui7,toa7ui7,tuaui,toaui,tu,tu,True,False
tāi-sài,大使,25,tāi-sài,tai7sai3,tai7sai3,taisai,taisai,ts,ts,True,False
tāi-piān,大便,25,tāi-piān,tai7pian7,tai7pian7,taipian,taipian,tp,tp,True,False
tuǎ-kâinn,大個,25,tǒa-kâiⁿ,tua6kainn5,toa6kainn5,tuakainn,toakainn,tk,tk,True,False
tuā-hiann,大兄,25,tōa-hiaⁿ,tua7hiann1,toa7hiann1,tuahiann,toahiann,th,th,True,False
tuā-tshut,大出,25,tōa-chhut,tua7tshut4,toa7chhut4,tuatshut,toachhut,tt,tc,True,False
tuā-kuah,大割,25,tōa-koah,tua7kuah4,toa7koah4,tuakuah,toakoah,tk,tk,True,False
tuā-la̍t,大力,25,tōa-la̍t,tua7lat8,toa7lat8,tualat,toalat,tl,tl,True,False
tuā-tshù,大厝,25,tōa-chhù,tua7tshu3,toa7chhu3,tuatshu,toachhu,tt,tc,True,False
tāi-tông,大同,25,tāi-tông,tai7tong5,tai7tong5,taitong,taitong,tt,tt,True,False
tuā-miâ,大名,25,tōa-miâ,tua7mia5,toa7mia5,tuamia,toamia,tm,tm,True,False
tuā-ko,大哥,25,tōa-ko,tua7ko1,toa7ko1,tuako,toako,tk,tk,True,False
tuā-kiánn,大囝,25,tōa-kiáⁿ,tua7kiann2,toa7kiann2,tuakiann,toakiann,tk,tk,True,False
tuā-înn,大圓,25,tōa-îⁿ,tua7inn5,toa7inn5,tuainn,toainn,ti,ti,True,False
tāi-tuē,大地,25,tāi-tōe,tai7tue7,tai7toe7,taitue,taitoe,tt,tt,True,False
tāi-tē,大地,25,tāi-tē,tai7te7,tai7te7,taite,taite,tt,tt,True,False
tuā-hîng,大型,25,tōa-hêng,tua7hing5,toa7heng5,tuahing,toaheng,th,th,True,False
tuǎ-tiânn,大埕,25,tǒa-tiâⁿ,tua6tiann5,toa6tiann5,tuatiann,toatiann,tt,tt,True,False
tuā-siū,大壽,25,tōa-siū,tua7siu7,toa7siu7,tuasiu,toasiu,ts,ts,True,False
tuǎ-siǔ,大壽,25,tǒa-siǔ,tua6siu6,toa6siu6,tuasiu,toasiu,ts,ts,True,False
tuā-kīm,大妗,25,tōa-kīm,tua7kim7,toa7kim7,tuakim,toakim,tk,tk,True,False
tuā-ḿ,大姆,25,tōa-ḿ,tua7m2,toa7m2,tuam,toam,tm,tm,True,False
tuā-tsé,大姊,25,tōa-ché,tua7tse2,toa7che2,tuatse,toache,tt,tc,True,False
tuā-tsí,大姊,25,tōa-chí,tua7tsi2,toa7chi2,tuatsi,toachi,tt,tc,True,False
tuā-koo,大姑,25,tōa-ko͘,tua7koo1,toa7koo1,tuakoo,toakoo,tk,tk,True,False
tuā-î,大姨,25,tōa-î,tua7i5,toa7i5,tuai,toai,ti,ti,True,False
tuā-só,大嫂,25,tōa-só,tua7so2,toa7so2,tuaso,toaso,ts,ts,True,False
tuā-sun,大孫,25,tōa-sun,tua7sun1,toa7sun1,tuasun,toasun,ts,ts,True,False
tuā-o̍h,大學,25,tōa-o̍h,tua7oh8,toa7oh8,tuaoh,toaoh,to,to,True,False
tāi-ha̍k,大學,25,tāi-ha̍k,tai7hak8,tai7hak8,taihak,taihak,th,th,True,False
tāi-an,大安,25,tāi-an,tai7an1,tai7an1,taian,taian,ta,ta,True,False
tuā-tsong,大宗,25,tōa-chong,tua7tsong1,toa7chong1,tuatsong,toachong,tt,tc,True,False
tāi-tsong,大宗,25,tāi-chong,tai7tsong1,tai7chong1,taitsong,taichong,tt,tc,True,False
ta-kuann,大官,25,ta-koaⁿ,ta1kuann1,ta1koann1,takuann,takoann,tk,tk,True,False
ta-ke,大家,25,ta-ke,ta1ke1,ta1ke1,take,take,tk,tk,True,False
tuā-pù,大富,25,tōa-pù,tua7pu3,toa7pu3,tuapu,toapu,tp,tp,True,False
tāi-hô,大富,25,tāi-hô,tai7ho5,tai7ho5,taiho,taiho,th,th,True,False
tuā-kuânn,大寒,25,tōa-kôaⁿ,tua7kuann5,toa7koann5,tuakuann,toakoann,tk,tk,True,False
tāi-hân,大寒,25,tāi-hân,tai7han5,tai7han5,taihan,taihan,th,th,True,False
tuā-siá,大寫,25,tōa-siá,tua7sia2,toa7sia2,tuasia,toasia,ts,ts,True,False
tuā-liâu,大寮,25,tōa-liâu,tua7liau5,toa7liau5,tualiau,toaliau,tl,tl,True,False
tāi-tsiòng,大將,25,tāi-chiòng,tai7tsiong3,tai7chiong3,taitsiong,taichiong,tt,tc,True,False
tāi-tsuan,大專,25,tāi-choan,tai7tsuan1,tai7choan1,taitsuan,taichoan,tt,tc,True,False
tāi-kio̍k,大局,25,tāi-kio̍k,tai7kiok8,tai7kiok8,taikiok,taikiok,tk,tk,True,False
tuā-suann,大山,25,tōa-soaⁿ,tua7suann1,toa7soann1,tuasuann,toasoann,ts,ts,True,False
tuā-sū,大嶼,25,tōa-sū,tua7su7,toa7su7,tuasu,toasu,ts,ts,True,False
tāi-su,大師,25,tāi-su,tai7su1,tai7su1,taisu,taisu,ts,ts,True,False
tuā-tsng,大庄,25,tōa-chng,tua7tsng1,toa7chng1,tuatsng,toachng,tt,tc,True,False
tuā-thiann,大廳,25,tōa-thiaⁿ,tua7thiann1,toa7thiann1,tuathiann,toathiann,tt,tt,True,False
tāi-khìng,大慶,25,tāi-khèng,tai7khing3,tai7kheng3,taikhing,taikheng,tk,tk,True,False
tāi-tsiàn,大戰,25,tāi-chiàn,tai7tsian3,tai7chian3,taitsian,taichian,tt,tc,True,False
tuā-hì,大戲,25,tōa-hì,tua7hi3,toa7hi3,tuahi,toahi,th,th,True,False
tuā-hōo,大戶,25,tōa-hō͘,tua7hoo7,toa7hoo7,tuahoo,toahoo,th,th,True,False
tuā-pâng,大房,25,tōa-pâng,tua7pang5,toa7pang5,tuapang,toapang,tp,tp,True,False
tāi-tsâi,大才,25,tāi-châi,tai7tsai5,tai7chai5,taitsai,taichai,tt,tc,True,False
tuā-phe,大批,25,tōa-phe,tua7phe1,toa7phe1,tuaphe,toaphe,tp,tp,True,False
tuā-phue,大批,25,tōa-phoe,tua7phue1,toa7phoe1,tuaphue,toaphoe,tp,tp,True,False
tuā-thua,大拖,25,tōa-thoa,tua7thua1,toa7thoa1,tuathua,toathoa,tt,tt,True,False
tāi-hong,大方,25,tāi-hong,tai7hong1,tai7hong1,taihong,taihong,th,th,True,False
tuā-ji̍t,大日,25,tōa-ji̍t,tua7jit8,toa7jit8,tuajit,toajit,tj,tj,True,False
tuā-li̍t,大日,25,tōa-li̍t,tua7lit8,toa7lit8,tualit,toalit,tl,tl,True,False
tāi-sú,大暑,25,tāi-sú,tai7su2,tai7su2,taisu,taisu,ts,ts,True,False
tāi-huē,大會,25,tāi-hōe,tai7hue7,tai7hoe7,taihue,taihoe,th,th,True,False
tuā-ge̍h,大月,25,tōa-ge̍h,tua7geh8,toa7geh8,tuageh,toageh,tg,tg,True,False
tuā-gue̍h,大月,25,tōa-goe̍h,tua7gueh8,toa7goeh8,tuagueh,toagoeh,tg,tg,True,False
tuā-ba̍k,大木,25,tōa-ba̍k,tua7bak8,toa7bak8,tuabak,toabak,tb,tb,True,False
tuā-pún,大本,25,tōa-pún,tua7pun2,toa7pun2,tuapun,toapun,tp,tp,True,False
tāi-tshuan,大村,25,tāi-chhoan,tai7tshuan1,tai7chhoan1,taitshuan,taichhoan,tt,tc,True,False
tāi-tang,大東,25,tāi-tang,tai7tang1,tai7tang1,taitang,taitang,tt,tt,True,False
tuā-nâ,大林,25,tōa-nâ,tua7na5,toa7na5,tuana,toana,tn,tn,True,False
tuā-bóo,大某,25,tōa-bó͘,tua7boo2,toa7boo2,tuaboo,toaboo,tb,tb,True,False
tāi-khài,大概,25,tāi-khài,tai7khai3,tai7khai3,taikhai,taikhai,tk,tk,True,False
tāi-kài,大概,25,tāi-kài,tai7kai3,tai7kai3,taikai,taikai,tk,tk,True,False
tuā-lâu,大樓,25,tōa-lâu,tua7lau5,toa7lau5,tualau,toalau,tl,tl,True,False
tuā-kiô,大橋,25,tōa-kiô,tua7kio5,toa7kio5,tuakio,toakio,tk,tk,True,False
tuǎ-tû,大櫥,25,tǒa-tû,tua6tu5,toa6tu5,tuatu,toatu,tt,tt,True,False
tuā-tsâng,大欉,25,tōa-châng,tua7tsang5,toa7chang5,tuatsang,toachang,tt,tc,True,False
tāi-bú,大武,25,tāi-bú,tai7bu2,tai7bu2,taibu,taibu,tb,tb,True,False
tāi-tuān,大段,25,tāi-toān,tai7tuan7,tai7toan7,taituan,taitoan,tt,tt,True,False
tuā-khuì,大氣,25,tōa-khùi,tua7khui3,toa7khui3,tuakhui,toakhui,tk,tk,True,False
tāi-khì,大氣,25,tāi-khì,tai7khi3,tai7khi3,taikhi,taikhi,tk,tk,True,False
tuā-tsuí,大水,25,tōa-chúi,tua7tsui2,toa7chui2,tuatsui,toachui,tt,tc,True,False
tuā-tù,大注,25,tōa-tù,tua7tu3,toa7tu3,tuatu,toatu,tt,tt,True,False
tuā-hái,大海,25,tōa-hái,tua7hai2,toa7hai2,tuahai,toahai,th,th,True,False
tuā-káng,大港,25,tōa-káng,tua7kang2,toa7kang2,tuakang,toakang,tk,tk,True,False
tuā-ôo,大湖,25,tōa-ô͘,tua7oo5,toa7oo5,tuaoo,toaoo,to,to,True,False
tuā-íng,大湧,25,tōa-éng,tua7ing2,toa7eng2,tuaing,toaeng,ti,te,True,False
tāi-khe,大溪,25,tāi-khe,tai7khe1,tai7khe1,taikhe,taikhe,tk,tk,True,False
tuā-hàn,大漢,25,tōa-hàn,tua7han3,toa7han3,tuahan,toahan,th,th,True,False
tuā-hué,大火,25,tōa-hóe,tua7hue2,toa7hoe2,tuahue,toahoe,th,th,True,False
tuā-hé,大火,25,tōa-hé,tua7he2,toa7he2,tuahe,toahe,th,th,True,False
tuā-tsàu,大灶,25,tōa-chàu,tua7tsau3,toa7chau3,tuatsau,toachau,tt,tc,True,False
tuā-phàu,大炮,25,tōa-phàu,tua7phau3,toa7phau3,tuaphau,toaphau,tp,tp,True,False
tuā-jua̍h,大熱,25,tōa-joa̍h,tua7juah8,toa7joah8,tuajuah,toajoah,tj,tj,True,False
tuā-lua̍h,大熱,25,tōa-loa̍h,tua7luah8,toa7loah8,tualuah,toaloah,tl,tl,True,False
tuā-pîng,大爿,25,tōa-pêng,tua7ping5,toa7peng5,tuaping,toapeng,tp,tp,True,False
tuā-pâi,大牌,25,tōa-pâi,tua7pai5,toa7pai5,tuapai,toapai,tp,tp,True,False
tuā-tsióng,大獎,25,tōa-chióng,tua7tsiong2,toa7chiong2,tuatsiong,toachiong,tt,tc,True,False
tāi-ông,大王,25,tāi-ông,tai7ong5,tai7ong5,taiong,taiong,to,to,True,False
tāi-kah,大甲,25,tāi-kah,tai7kah4,tai7kah4,taikah,taikah,tk,tk,True,False
tāi-lio̍k,大略,25,tāi-lio̍k,tai7liok8,tai7liok8,tailiok,tailiok,tl,tl,True,False
tuā-pah,大百,25,tōa-pah,tua7pah4,toa7pah4,tuapah,toapah,tp,tp,True,False
tuā-puânn,大盤,25,tōa-pôaⁿ,tua7puann5,toa7poann5,tuapuann,toapoann,tp,tp,True,False
tuā-ba̍k,大目,25,tōa-ba̍k,tua7bak8,toa7bak8,tuabak,toabak,tb,tb,True,False
tāi-ti̍t,大直,25,tāi-ti̍t,tai7tit8,tai7tit8,taitit,taitit,tt,tt,True,False
tāi-tsiòng,大眾,25,tāi-chiòng,tai7tsiong3,tai7chiong3,taitsiong,taichiong,tt,tc,True,False
tuā-siā,大社,25,tōa-siā,tua7sia7,toa7sia7,tuasia,toasia,ts,ts,True,False
tāi-siông,大祥,25,tāi-siông,tai7siong5,tai7siong5,taisiong,taisiong,ts,ts,True,False
tuā-tshìn,大秤,25,tōa-chhìn,tua7tshin3,toa7chhin3,tuatshin,toachhin,tt,tc,True,False
tāi-tuan,大端,25,tāi-toan,tai7tuan1,tai7toan1,taituan,taitoan,tt,tt,True,False
tuā-lue̍h,大笠,25,tōa-loe̍h,tua7lueh8,toa7loeh8,tualueh,toaloeh,tl,tl,True,False
tuā-pit,大筆,25,tōa-pit,tua7pit4,toa7pit4,tuapit,toapit,tp,tp,True,False
tuā-tâng,大筒,25,tōa-tâng,tua7tang5,toa7tang5,tuatang,toatang,tt,tt,True,False
tuā-khoo,大箍,25,tōa-kho͘,tua7khoo1,toa7khoo1,tuakhoo,toakhoo,tk,tk,True,False
tuǎ-khoo,大箍,25,tǒa-kho͘,tua6khoo1,toa6khoo1,tuakhoo,toakhoo,tk,tk,True,False
tuā-pān,大範,25,tōa-pān,tua7pan7,toa7pan7,tuapan,toapan,tp,tp,True,False
tāi-iok,大約,25,tāi-iok,tai7iok4,tai7iok4,taiiok,taiiok,ti,ti,True,False
tuā-suè,大細,25,tōa-sòe,tua7sue3,toa7soe3,tuasue,toasoe,ts,ts,True,False
tuā-sè,大細,25,tōa-sè,tua7se3,toa7se3,tuase,toase,ts,ts,True,False
tāi-kong,大綱,25,tāi-kong,tai7kong1,tai7kong1,taikong,taikong,tk,tk,True,False
tuā-hī,大耳,25,tōa-hī,tua7hi7,toa7hi7,tuahi,toahi,th,th,True,False
tuā-hīnn,大耳,25,tōa-hīⁿ,tua7hinn7,toa7hinn7,tuahinn,toahinn,th,th,True,False
tuā-siann,大聲,25,tōa-siaⁿ,tua7siann1,toa7siann1,tuasiann,toasiann,ts,ts,True,False
tuā-tōo,大肚,25,tōa-tō͘,tua7too7,toa7too7,tuatoo,toatoo,tt,tt,True,False
tuā-puî,大肥,25,tōa-pûi,tua7pui5,toa7pui5,tuapui,toapui,tp,tp,True,False
tuā-náu,大腦,25,tōa-náu,tua7nau2,toa7nau2,tuanau,toanau,tn,tn,True,False
tuā-tn̂g,大腸,25,tōa-tn̂g,tua7tng5,toa7tng5,tuatng,toatng,tt,tt,True,False
tuā-thuí,大腿,25,tōa-thúi,tua7thui2,toa7thui2,tuathui,toathui,tt,tt,True,False
tuā-tánn,大膽,25,tōa-táⁿ,tua7tann2,toa7tann2,tuatann,toatann,tt,tt,True,False
tuā-kū,大舅,25,tōa-kū,tua7ku7,toa7ku7,tuaku,toaku,tk,tk,True,False
tuā-tsi̍h,大舌,25,tōa-chi̍h,tua7tsih8,toa7chih8,tuatsih,toachih,tt,tc,True,False
tuā-tsī,大舌,25,tōa-chī,tua7tsi7,toa7chi7,tuatsi,toachi,tt,tc,True,False
tuǎ-tsi̍h,大舌,25,tǒa-chi̍h,tua6tsih8,toa6chih8,tuatsih,toachih,tt,tc,True,False
tāi-huâ,大華,25,tāi-hôa,tai7hua5,tai7hoa5,taihua,taihoa,th,th,True,False
tuā-lē,大蛚,25,tōa-lē,tua7le7,toa7le7,tuale,toale,tl,tl,True,False
tuā-i,大衣,25,tōa-i,tua7i1,toa7i1,tuai,toai,ti,ti,True,False
tuā-uē,大話,25,tōa-ōe,tua7ue7,toa7oe7,tuaue,toaoe,tu,to,True,False
tuā-tāu,大豆,25,tōa-tāu,tua7tau7,toa7tau7,tuatau,toatau,tt,tt,True,False
tuā-buē,大賣,25,tōa-bōe,tua7bue7,toa7boe7,tuabue,toaboe,tb,tb,True,False
tuā-bē,大賣,25,tōa-bē,tua7be7,toa7be7,tuabe,toabe,tb,tb,True,False
tuā-lōo,大路,25,tōa-lō͘,tua7loo7,toa7loo7,tualoo,toaloo,tl,tl,True,False
tuā-thong,大通,25,tōa-thong,tua7thong1,toa7thong1,tuathong,toathong,tt,tt,True,False
tāi-suán,大選,25,tāi-soán,tai7suan2,tai7soan2,taisuan,taisoan,ts,ts,True,False
tāi-lí,大里,25,tāi-lí,tai7li2,tai7li2,taili,taili,tl,tl,True,False
tuā-niū,大量,25,tōa-niū,tua7niu7,toa7niu7,tuaniu,toaniu,tn,tn,True,False
tāi-liōng,大量,25,tāi-liōng,tai7liong7,tai7liong7,tailiong,tailiong,tl,tl,True,False
tuā-gîn,大銀,25,tōa-gîn,tua7gin5,toa7gin5,tuagin,toagin,tg,tg,True,False
tuā-gûn,大銀,25,tōa-gûn,tua7gun5,toa7gun5,tuagun,toagun,tg,tg,True,False
tuǎ-tsha,大鎈,25,tǒa-chha,tua6tsha1,toa6chha1,tuatsha,toachha,tt,tc,True,False
tuā-mn̂g,大門,25,tōa-mn̂g,tua7mng5,toa7mng5,tuamng,toamng,tm,tm,True,False
tuā-tīn,大陣,25,tōa-tīn,tua7tin7,toa7tin7,tuatin,toatin,tt,tt,True,False
tāi-lio̍k,大陸,25,tāi-lio̍k,tai7liok8,tai7liok8,tailiok,tailiok,tl,tl,True,False
tuā-ài,大隘,25,tōa-ài,tua7ai3,toa7ai3,tuaai,toaai,ta,ta,True,False
tuā-hōo,大雨,25,tōa-hō͘,tua7hoo7,toa7hoo7,tuahoo,toahoo,th,th,True,False
tāi-suat,大雪,25,tāi-soat,tai7suat4,tai7soat4,taisuat,taisoat,ts,ts,True,False
tuā-tsia̍h,大食,25,tōa-chia̍h,tua7tsiah8,toa7chiah8,tuatsiah,toachiah,tt,tc,True,False
tuā-piánn,大餅,25,tōa-piáⁿ,tua7piann2,toa7piann2,tuapiann,toapiann,tp,tp,True,False
tāi-thé,大體,25,tāi-thé,tai7the2,tai7the2,taithe,taithe,tt,tt,True,False
tuā-sua,大鯊,25,tōa-soa,tua7sua1,toa7soa1,tuasua,toasoa,ts,ts,True,False
tuā-mī,大麵,25,tōa-mī,tua7mi7,toa7mi7,tuami,toami,tm,tm,True,False
tuā-muâ,大麻,25,tōa-môa,tua7mua5,toa7moa5,tuamua,toamoa,tm,tm,True,False
tuā-kóo,大鼓,25,tōa-kó͘,tua7koo2,toa7koo2,tuakoo,toakoo,tk,tk,True,False
tuā-phiāng,大龐,25,tōa-phiāng,tua7phiang7,toa7phiang7,tuaphiang,toaphiang,tp,tp,True,False
thian-hā,天下,25,thian-hā,thian1ha7,thian1ha7,thianha,thianha,th,th,True,False
thian-tsénn,天井,25,thian-chéⁿ,thian1tsenn2,thian1chenn2,thiantsenn,thianchenn,tt,tc,True,False
thian-tsínn,天井,25,thian-chíⁿ,thian1tsinn2,thian1chinn2,thiantsinn,thianchinn,tt,tc,True,False
thinn-tsénn,天井,25,thiⁿ-chéⁿ,thinn1tsenn2,thinn1chenn2,thinntsenn,thinnchenn,tt,tc,True,False
thinn-tsínn,天井,25,thiⁿ-chíⁿ,thinn1tsinn2,thinn1chinn2,thinntsinn,thinnchinn,tt,tc,True,False
thian-hūn,天份,25,thian-hūn,thian1hun7,thian1hun7,thianhun,thianhun,th,th,True,False
thinn-sài,天使,25,thiⁿ-sài,thinn1sai3,thinn1sai3,thinnsai,thinnsai,ts,ts,True,False
thian-kè,天價,25,thian-kè,thian1ke3,thian1ke3,thianke,thianke,tk,tk,True,False
thinn-kng,天光,25,thiⁿ-kng,thinn1kng1,thinn1kng1,thinnkng,thinnkng,tk,tk,True,False
thinn-kuinn,天光,25,thiⁿ-kuiⁿ,thinn1kuinn1,thinn1kuinn1,thinnkuinn,thinnkuinn,tk,tk,True,False
thinn-kong,天公,25,thiⁿ-kong,thinn1kong1,thinn1kong1,thinnkong,thinnkong,tk,tk,True,False
thian-hiō,天后,25,thian-hiō,thian1hio7,thian1hio7,thianhio,thianhio,th,th,True,False
thian-hōo,天后,25,thian-hō͘,thian1hoo7,thian1hoo7,thianhoo,thianhoo,th,th,True,False
thian-bīng,天命,25,thian-bēng,thian1bing7,thian1beng7,thianbing,thianbeng,tb,tb,True,False
thian-tuē,天地,25,thian-tōe,thian1tue7,thian1toe7,thiantue,thiantoe,tt,tt,True,False
thian-tē,天地,25,thian-tē,thian1te7,thian1te7,thiante,thiante,tt,tt,True,False
thinn-tuē,天地,25,thiⁿ-tōe,thinn1tue7,thinn1toe7,thinntue,thinntoe,tt,tt,True,False
thinn-tē,天地,25,thiⁿ-tē,thinn1te7,thinn1te7,thinnte,thinnte,tt,tt,True,False
thian-tông,天堂,25,thian-tông,thian1tong5,thian1tong5,thiantong,thiantong,tt,tt,True,False
thian-pîng,天平,25,thian-pêng,thian1ping5,thian1peng5,thianping,thianpeng,tp,tp,True,True
thinn-nî,天年,25,thiⁿ-nî,thinn1ni5,thinn1ni5,thinnni,thinnni,tn,tn,True,False
thian-tîng,天庭,25,thian-têng,thian1ting5,thian1teng5,thianting,thianteng,tt,tt,True,False
thian-sìng,天性,25,thian-sèng,thian1sing3,thian1seng3,thiansing,thianseng,ts,ts,True,False
thian-ì,天意,25,thian-ì,thian1i3,thian1i3,thiani,thiani,ti,ti,True,False
thinn-ì,天意,25,thiⁿ-ì,thinn1i3,thinn1i3,thinni,thinni,ti,ti,True,False
thian-tsâi,天才,25,thian-châi,thian1tsai5,thian1chai5,thiantsai,thianchai,tt,tc,True,False
thian-bûn,天文,25,thian-bûn,thian1bun5,thian1bun5,thianbun,thianbun,tb,tb,True,False
thinn-tshinn,天星,25,thiⁿ-chhiⁿ,thinn1tshinn1,thinn1chhinn1,thinntshinn,thinnchhinn,tt,tc,True,False
thian-sî,天時,25,thian-sî,thian1si5,thian1si5,thiansi,thiansi,ts,ts,True,False
thinn-sî,天時,25,thiⁿ-sî,thinn1si5,thinn1si5,thinnsi,thinnsi,ts,ts,True,False
thian-kiô,天橋,25,thian-kiô,thian1kio5,thian1kio5,thiankio,thiankio,tk,tk,True,False
thian-ki,天機,25,thian-ki,thian1ki1,thian1ki1,thianki,thianki,tk,tk,True,False
