hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
大木作,tuā-ba̍k-tsok,16,tōa-ba̍k-chok,tua7bak8tsok1,toa7bak8chok1,tuabaktsok,toabakchok
大白釉,tuā-pe̍h-iu,16,tōa-pe̍h-iu,tua7peh8iu1,toa7peh8iu1,tuapehiu,toapehiu
大菁粉,tuā-tshinn-hún,16,tōa-chhiⁿ-hún,tua7tshinn1hun2,toa7chhinn1hun2,tuatshinnhun,toachhinnhun
太師椅,thài-su-í,16,thài-su-í,thai3su1i2,thai3su1i2,thaisui,thaisui
太魯刀,thài-lù-to,16,thài-lù-to,thai3lu3to1,thai3lu3to1,thailuto,thailuto
如意手,jû-ì-tshiú,16,jû-ì-chhiú,ju5i3tshiu2,ju5i3chhiu2,juitshiu,juichhiu
如意花,jû-ì-hue,16,jû-ì-hoe,ju5i3hue1,ju5i3hoe1,juihue,juihoe
娘絲布,niû-si-pòo,16,niû-si-pò͘,niu5si1poo3,niu5si1poo3,niusipoo,niusipoo
安金漆,an-kim-tshat,16,an-kim-chhat,an1kim1tshat1,an1kim1chhat1,ankimtshat,ankimchhat
實腹管,tsa̍t-pak-kóng,16,cha̍t-pak-kóng,tsat8pak1kong2,chat8pak1kong2,tsatpakkong,chatpakkong
寶石碭,pó-tsio̍h-thn̄g,16,pó-chio̍h-thn̄g,po2tsioh8thng7,po2chioh8thng7,potsiohthng,pochiohthng
小冊櫃,sió-tsheh-kuì,16,sió-chheh-kùi,sio2tsheh1kui3,sio2chheh1kui3,siotshehkui,siochhehkui
小葉桑,sió-hio̍h-song,16,sió-hio̍h-song,sio2hioh8song1,sio2hioh8song1,siohiohsong,siohiohsong
尤加利,iu-kha-lih,16,iu-kha-lih,iu1kha1lih1,iu1kha1lih1,iukhalih,iukhalih
尪仔頭,ang-á-thâu,16,ang-á-thâu,ang1a2thau5,ang1a2thau5,angathau,angathau
山棧花,suann-tsàn-hue,16,soaⁿ-chàn-hoe,suann1tsan3hue1,soann1chan3hoe1,suanntsanhue,soannchanhoe
山石仔,suann-tsio̍h-á,16,soaⁿ-chio̍h-á,suann1tsioh8a2,soann1chioh8a2,suanntsioha,soannchioha
工作台,kang-tsok-tâi,16,kang-chok-tâi,kang1tsok1tai5,kang1chok1tai5,kangtsoktai,kangchoktai
工作椅,kang-tsok-í,16,kang-chok-í,kang1tsok1i2,kang1chok1i2,kangtsoki,kangchoki
布輪機,pòo-lûn-ki,16,pò͘-lûn-ki,poo3lun5ki1,poo3lun5ki1,poolunki,poolunki
平剾仔,phînn-khau-á,16,phîⁿ-khau-á,phinn5khau1a2,phinn5khau1a2,phinnkhaua,phinnkhaua
平剾仔,pêng-khau-á,16,pêng-khau-á,peng5khau1a2,peng5khau1a2,pengkhaua,pengkhaua
平鑿仔,phînn-tsha̍k-á,16,phîⁿ-chha̍k-á,phinn5tshak8a2,phinn5chhak8a2,phinntshaka,phinnchhaka
幼工棒,iù-kang-pāng,16,iù-kang-pāng,iu3kang1pang7,iu3kang1pang7,iukangpang,iukangpang
廟尪仔,biō-ang-á,16,biō-ang-á,bio7ang1a2,bio7ang1a2,bioanga,bioanga
弓中錘,king-tiong-tshuê,16,keng-tiong-chhôe,king1tiong1tshue5,keng1tiong1chhoe5,kingtiongtshue,kengtiongchhoe
彎仔鋸,uan-á-kì,16,oan-á-kì,uan1a2ki3,oan1a2ki3,uanaki,oanaki
戮空的,lak-khang-ê,16,lak-khang-ê,lak1khang1e5,lak1khang1e5,lakkhange,lakkhange
扁鋏仔,pínn-giap-á,16,píⁿ-giap-á,pinn2giap1a2,pinn2giap1a2,pinngiapa,pinngiapa
手巾仔,tshiú-kin-á,16,chhiú-kin-á,tshiu2kin1a2,chhiu2kin1a2,tshiukina,chhiukina
手指圍,tshiú-tsí-uî,16,chhiú-chí-ûi,tshiu2tsi2ui5,chhiu2chi2ui5,tshiutsiui,chhiuchiui
手指條,tshiú-tsí-tiâu,16,chhiú-chí-tiâu,tshiu2tsi2tiau5,chhiu2chi2tiau5,tshiutsitiau,chhiuchitiau
手指通,tshiú-tsí-thong,16,chhiú-chí-thong,tshiu2tsi2thong1,chhiu2chi2thong1,tshiutsithong,chhiuchithong
手搖鈴,tshiú-iô-lîng,16,chhiú-iô-lêng,tshiu2io5ling5,chhiu2io5leng5,tshiuioling,chhiuioleng
手環箸,tshiú-khuân-tī,16,chhiú-khoân-tī,tshiu2khuan5ti7,chhiu2khoan5ti7,tshiukhuanti,chhiukhoanti
抓耙仔,jiàu-pê-á,16,jiàu-pê-á,jiau3pe5a2,jiau3pe5a2,jiaupea,jiaupea
折刀器,tsiat-to-khì,16,chiat-to-khì,tsiat1to1khi3,chiat1to1khi3,tsiattokhi,chiattokhi
拍初胚,phah-tshoo-phue,16,phah-chho͘-phoe,phah1tshoo1phue1,phah1chhoo1phoe1,phahtshoophue,phahchhoophoe
拍剁仔,phah-tok-a,16,phah-tok-a,phah1tok1a1,phah1tok1a1,phahtoka,phahtoka
拍粗胚,phah-tshoo-phue,16,phah-chho͘-phoe,phah1tshoo1phue1,phah1chhoo1phoe1,phahtshoophue,phahchhoophoe
拍糊仔,phah-kôo-á,16,phah-kô͘-á,phah1koo5a2,phah1koo5a2,phahkooa,phahkooa
拍花面,phah-hue-bīn,16,phah-hoe-bīn,phah1hue1bin7,phah1hoe1bin7,phahhuebin,phahhoebin
拖空墘,thua-khang-kînn,16,thoa-khang-kîⁿ,thua1khang1kinn5,thoa1khang1kinn5,thuakhangkinn,thoakhangkinn
挲密刀,so-ba̍t-to,16,so-ba̍t-to,so1bat8to1,so1bat8to1,sobatto,sobatto
挲玻璃,so-po-lê,16,so-po-lê,so1po1le5,so1po1le5,sopole,sopole
捏版仔,lia̍p-pán-á,16,lia̍p-pán-á,liap8pan2a2,liap8pan2a2,liappana,liappana
捶篾仔,tuî-bi̍h-á,16,tûi-bi̍h-á,tui5bih8a2,tui5bih8a2,tuibiha,tuibiha
捻塔啾,liàn-thah-tshiu,16,liàn-thah-chhiu,lian3thah1tshiu1,lian3thah1chhiu1,lianthahtshiu,lianthahchhiu
控制錶,khòng-tsè-pió,16,khòng-chè-pió,khong3tse3pio2,khong3che3pio2,khongtsepio,khongchepio
掰糊仔,pué-kôo-á,16,póe-kô͘-á,pue2koo5a2,poe2koo5a2,puekooa,poekooa
描圖紙,biô-tôo-tsuá,16,biô-tô͘-chóa,bio5too5tsua2,bio5too5choa2,biotootsua,biotoochoa
搝厚薄,giú-kāu-po̍h,16,giú-kāu-po̍h,giu2kau7poh8,giu2kau7poh8,giukaupoh,giukaupoh
摃槌仔,kòng-thuî-á,16,kòng-thûi-á,kong3thui5a2,kong3thui5a2,kongthuia,kongthuia
撞璇仔,tōng-suān-á,16,tōng-soān-á,tong7suan7a2,tong7soan7a2,tongsuana,tongsoana
擠浮線,tsik-phû-suànn,16,chek-phû-sòaⁿ,tsik1phu5suann3,chek1phu5soann3,tsikphusuann,chekphusoann
敆內裡,kap-lāi-lí,16,kap-lāi-lí,kap1lai7li2,kap1lai7li2,kaplaili,kaplaili
敲薰屎,khà-hun-sái,16,khà-hun-sái,kha3hun1sai2,kha3hun1sai2,khahunsai,khahunsai
文公尺,bûn-kong-tshioh,16,bûn-kong-chhioh,bun5kong1tshioh1,bun5kong1chhioh1,bunkongtshioh,bunkongchhioh
文武甲,bûn-bú-kah,16,bûn-bú-kah,bun5bu2kah1,bun5bu2kah1,bunbukah,bunbukah
文武跤,bûn-bú-kha,16,bûn-bú-kha,bun5bu2kha1,bun5bu2kha1,bunbukha,bunbukha
文轎蓋,bûn-kiō-kuà,16,bûn-kiō-kòa,bun5kio7kua3,bun5kio7koa3,bunkiokua,bunkiokoa
曝日頭,pha̍k-ji̍t-thâu,16,pha̍k-ji̍t-thâu,phak8jit8thau5,phak8jit8thau5,phakjitthau,phakjitthau
月眉鱗,gua̍t-bâi-lân,16,goa̍t-bâi-lân,guat8bai5lan5,goat8bai5lan5,guatbailan,goatbailan
木桮刀,bo̍k-pue-to,16,bo̍k-poe-to,bok8pue1to1,bok8poe1to1,bokpueto,bokpoeto
木版畫,bo̍k-pán-uē,16,bo̍k-pán-ōe,bok8pan2ue7,bok8pan2oe7,bokpanue,bokpanoe
木麻黃,bo̍k-muâ-hông,16,bo̍k-môa-hông,bok8mua5hong5,bok8moa5hong5,bokmuahong,bokmoahong
松節油,siông-tsiat-iû,16,siông-chiat-iû,siong5tsiat1iu5,siong5chiat1iu5,siongtsiatiu,siongchiatiu
松膠碗,siông-ka-uánn,16,siông-ka-óaⁿ,siong5ka1uann2,siong5ka1oann2,siongkauann,siongkaoann
架索仔,khuè-soh-á,16,khòe-soh-á,khue3soh1a2,khoe3soh1a2,khuesoha,khoesoha
柏青哥,pha-tsìn-kòo,16,pha-chìn-kò͘,pha1tsin3koo3,pha1chin3koo3,phatsinkoo,phachinkoo
染料劑,ní-liāu-tse,16,ní-liāu-che,ni2liau7tse1,ni2liau7che1,niliautse,niliauche
柳葉眉,liú-hio̍h-bâi,16,liú-hio̍h-bâi,liu2hioh8bai5,liu2hioh8bai5,liuhiohbai,liuhiohbai
柴抹刀,tshâ-buah-to,16,chhâ-boah-to,tsha5buah1to1,chha5boah1to1,tshabuahto,chhaboahto
柴桮仔,tshâ-pue-á,16,chhâ-poe-á,tsha5pue1a2,chha5poe1a2,tshapuea,chhapoea
柴槌仔,tshâ-thuî-á,16,chhâ-thûi-á,tsha5thui5a2,chha5thui5a2,tshathuia,chhathuia
柿仔汁,khī-á-tsiap,16,khī-á-chiap,khi7a2tsiap1,khi7a2chiap1,khiatsiap,khiachiap
栗子殼,la̍t-tsí-khak,16,la̍t-chí-khak,lat8tsi2khak1,lat8chi2khak1,lattsikhak,latchikhak
格仔尺,keh-á-tshioh,16,keh-á-chhioh,keh1a2tshioh1,keh1a2chhioh1,kehatshioh,kehachhioh
栽喙鬚,tsai-tshuì-tshiu,16,chai-chhùi-chhiu,tsai1tshui3tshiu1,chai1chhui3chhiu1,tsaitshuitshiu,chaichhuichhiu
栽喙齒,tsai-tshuì-khí,16,chai-chhùi-khí,tsai1tshui3khi2,chai1chhui3khi2,tsaitshuikhi,chaichhuikhi
栽目睭,tsai-ba̍k-tsiu,16,chai-ba̍k-chiu,tsai1bak8tsiu1,chai1bak8chiu1,tsaibaktsiu,chaibakchiu
栽馬啾,tsai-bé-tshiu,16,chai-bé-chhiu,tsai1be2tshiu1,chai1be2chhiu1,tsaibetshiu,chaibechhiu
桂花甲,kuì-hue-kah,16,kùi-hoe-kah,kui3hue1kah1,kui3hoe1kah1,kuihuekah,kuihoekah
梳妝台,se-tsong-tâi,16,se-chong-tâi,se1tsong1tai5,se1chong1tai5,setsongtai,sechongtai
椅頭仔,í-thâu-á,16,í-thâu-á,i2thau5a2,i2thau5a2,ithaua,ithaua
椅馬仔,í-bé-á,16,í-bé-á,i2be2a2,i2be2a2,ibea,ibea
楓仔樹,png-á-tshiū,16,png-á-chhiū,png1a2tshiu7,png1a2chhiu7,pngatshiu,pngachhiu
樟腦沙,tsiunn-ló-sua,16,chiuⁿ-ló-soa,tsiunn1lo2sua1,chiunn1lo2soa1,tsiunnlosua,chiunnlosoa
樟腦油,tsiunn-ló-iû,16,chiuⁿ-ló-iû,tsiunn1lo2iu5,chiunn1lo2iu5,tsiunnloiu,chiunnloiu
樹奶模,tshiū-ni-bôo,16,chhiū-ni-bô͘,tshiu7ni1boo5,chhiu7ni1boo5,tshiuniboo,chhiuniboo
橫杆仔,huâinn-kuainn-á,16,hoâiⁿ-koaiⁿ-á,huainn5kuainn1a2,hoainn5koainn1a2,huainnkuainna,hoainnkoainna
檳榔子,pin-nn̂g-tsí,16,pin-nn̂g-chí,pin1nng5tsi2,pin1nng5chi2,pinnngtsi,pinnngchi
櫃仔面,kuī-á-bīn,16,kūi-á-bīn,kui7a2bin7,kui7a2bin7,kuiabin,kuiabin
毛鋏仔,moo-giap-á,16,mo͘-giap-á,moo1giap1a2,moo1giap1a2,moogiapa,moogiapa
氣死貓,khì-sí-niau,16,khì-sí-niau,khi3si2niau1,khi3si2niau1,khisiniau,khisiniau
水粗紙,tsuí-tshoo-tsuá,16,chúi-chho͘-chóa,tsui2tshoo1tsua2,chui2chhoo1choa2,tsuitshootsua,chuichhoochoa
水茄苳,tsuí-ka-tang,16,chúi-ka-tang,tsui2ka1tang1,chui2ka1tang1,tsuikatang,chuikatang
水觳仔,tsuí-khok-á,16,chúi-khok-á,tsui2khok1a2,chui2khok1a2,tsuikhoka,chuikhoka
水車堵,tsuí-tshia-tóo,16,chúi-chhia-tó͘,tsui2tshia1too2,chui2chhia1too2,tsuitshiatoo,chuichhiatoo
水𣁳仔,tsuí-khat-á,16,chúi-khat-á,tsui2khat1a2,chui2khat1a2,tsuikhata,chuikhata
沙拉油,sa-lá-iû,16,sa-lá-iû,sa1la2iu5,sa1la2iu5,salaiu,salaiu
油壓模,iû-ap-bôo,16,iû-ap-bô͘,iu5ap1boo5,iu5ap1boo5,iuapboo,iuapboo
油漏仔,iû-lāu-á,16,iû-lāu-á,iu5lau7a2,iu5lau7a2,iulaua,iulaua
油燈罩,iû-ting-tà,16,iû-teng-tà,iu5ting1ta3,iu5teng1ta3,iutingta,iutengta
油筒仔,iû-tâng-á,16,iû-tâng-á,iu5tang5a2,iu5tang5a2,iutanga,iutanga
泉州派,tsuân-tsiu-phài,16,choân-chiu-phài,tsuan5tsiu1phai3,choan5chiu1phai3,tsuantsiuphai,choanchiuphai
注蠟機,tsù-la̍h-ki,16,chù-la̍h-ki,tsu3lah8ki1,chu3lah8ki1,tsulahki,chulahki
洋蔥皮,iûnn-tshang-phuê,16,iûⁿ-chhang-phôe,iunn5tshang1phue5,iunn5chhang1phoe5,iunntshangphue,iunnchhangphoe
浮綿仔,phoo-mî-a,16,pho͘-mî-a,phoo1mi5a1,phoo1mi5a1,phoomia,phoomia
浮雕堵,phû-tiau-tóo,16,phû-tiau-tó͘,phu5tiau1too2,phu5tiau1too2,phutiautoo,phutiautoo
淋碭釉,lâm-thn̄g-iu,16,lâm-thn̄g-iu,lam5thng7iu1,lam5thng7iu1,lamthngiu,lamthngiu
深篩仔,tshim-thai-á,16,chhim-thai-á,tshim1thai1a2,chhim1thai1a2,tshimthaia,chhimthaia
溫度針,un-tōo-tsiam,16,un-tō͘-chiam,un1too7tsiam1,un1too7chiam1,untootsiam,untoochiam
漆線塗,tshat-suànn-thôo,16,chhat-sòaⁿ-thô͘,tshat1suann3thoo5,chhat1soann3thoo5,tshatsuannthoo,chhatsoannthoo
漆線油,tshat-suànn-iû,16,chhat-sòaⁿ-iû,tshat1suann3iu5,chhat1soann3iu5,tshatsuanniu,chhatsoanniu
漆線龍,tshat-suànn-liông,16,chhat-sòaⁿ-liông,tshat1suann3liong5,chhat1soann3liong5,tshatsuannliong,chhatsoannliong
火勾仔,hué-kau-á,16,hóe-kau-á,hue2kau1a2,hoe2kau1a2,huekaua,hoekaua
火耙仔,hué-pê-á,16,hóe-pê-á,hue2pe5a2,hoe2pe5a2,huepea,hoepea
火鉗仔,hué-khînn-á,16,hóe-khîⁿ-á,hue2khinn5a2,hoe2khinn5a2,huekhinna,hoekhinna
火鍋爐,hué-ko-lôo,16,hóe-ko-lô͘,hue2ko1loo5,hoe2ko1loo5,huekoloo,hoekoloo
灰匙仔,hue-sî-á,16,hoe-sî-á,hue1si5a2,hoe1si5a2,huesia,hoesia
烏心石,oo-sim-tsio̍h,16,o͘-sim-chio̍h,oo1sim1tsioh8,oo1sim1chioh8,oosimtsioh,oosimchioh
熟桐油,si̍k-tâng-iû,16,se̍k-tâng-iû,sik8tang5iu5,sek8tang5iu5,siktangiu,sektangiu
燈火罩,ting-hué-tà,16,teng-hóe-tà,ting1hue2ta3,teng1hoe2ta3,tinghueta,tenghoeta
燖筒仔,tīm-tâng-á,16,tīm-tâng-á,tim7tang5a2,tim7tang5a2,timtanga,timtanga
牛喙罨,gû-tshuì-am,16,gû-chhùi-am,gu5tshui3am1,gu5chhui3am1,gutshuiam,guchhuiam
牛鈴仔,gû-lîng-á,16,gû-lêng-á,gu5ling5a2,gu5leng5a2,gulinga,gulenga
牽漆線,khan-tshat-suànn,16,khan-chhat-sòaⁿ,khan1tshat1suann3,khan1chhat1soann3,khantshatsuann,khanchhatsoann
獅仔跤,sai-á-kha,16,sai-á-kha,sai1a2kha1,sai1a2kha1,saiakha,saiakha
珊瑚樹,suan-ôo-tshiū,16,soan-ô͘-chhiū,suan1oo5tshiu7,soan1oo5chhiu7,suanootshiu,soanoochhiu
珠仔台,tsu-á-tâi,16,chu-á-tâi,tsu1a2tai5,chu1a2tai5,tsuatai,chuatai
瑪瑙刀,bé-ló-to,16,bé-ló-to,be2lo2to1,be2lo2to1,beloto,beloto
璇石膏,suān-tsio̍h-ko,16,soān-chio̍h-ko,suan7tsioh8ko1,soan7chioh8ko1,suantsiohko,soanchiohko
璇石花,suān-tsio̍h-hue,16,soān-chio̍h-hoe,suan7tsioh8hue1,soan7chioh8hoe1,suantsiohhue,soanchiohhoe
瓜笠仔,kue-le̍h-á,16,koe-le̍h-á,kue1leh8a2,koe1leh8a2,kueleha,koeleha
瓷仔枋,huî-á-pang,16,hûi-á-pang,hui5a2pang1,hui5a2pang1,huiapang,huiapang
瓷仔車,huî-á-tshia,16,hûi-á-chhia,hui5a2tshia1,hui5a2chhia1,huiatshia,huiachhia
番仔火,huan-á-hué,16,hoan-á-hóe,huan1a2hue2,hoan1a2hoe2,huanahue,hoanahoe
畫板仔,uē-pán-á,16,ōe-pán-á,ue7pan2a2,oe7pan2a2,uepana,oepana
畫活眼,uē-ua̍h-gán,16,ōe-oa̍h-gán,ue7uah8gan2,oe7oah8gan2,ueuahgan,oeoahgan
畫石頭,uē-tsio̍h-thâu,16,ōe-chio̍h-thâu,ue7tsioh8thau5,oe7chioh8thau5,uetsiohthau,oechiohthau
白匏仔,pe̍h-pû-á,16,pe̍h-pû-á,peh8pu5a2,peh8pu5a2,pehpua,pehpua
白玉仔,pe̍h-gi̍k-á,16,pe̍h-ge̍k-á,peh8gik8a2,peh8gek8a2,pehgika,pehgeka
白糊仔,pe̍h-kôo-á,16,pe̍h-kô͘-á,peh8koo5a2,peh8koo5a2,pehkooa,pehkooa
白胚紙,pe̍h-phue-tsuá,16,pe̍h-phoe-chóa,peh8phue1tsua2,peh8phoe1choa2,pehphuetsua,pehphoechoa
皮槌仔,phuê-thuî-á,16,phôe-thûi-á,phue5thui5a2,phoe5thui5a2,phuethuia,phoethuia
看紙紋,khuànn-tsuá-bûn,16,khòaⁿ-chóa-bûn,khuann3tsua2bun5,khoann3choa2bun5,khuanntsuabun,khoannchoabun
石榴皮,tsio̍h-liû-phuê,16,chio̍h-liû-phôe,tsioh8liu5phue5,chioh8liu5phoe5,tsiohliuphue,chiohliuphoe
石灰粉,tsio̍h-hue-hún,16,chio̍h-hoe-hún,tsioh8hue1hun2,chioh8hoe1hun2,tsiohhuehun,chiohhoehun
石磨仔,tsio̍h-bō-á,16,chio̍h-bō-á,tsioh8bo7a2,chioh8bo7a2,tsiohboa,chiohboa
石膏模,tsio̍h-ko-bôo,16,chio̍h-ko-bô͘,tsioh8ko1boo5,chioh8ko1boo5,tsiohkoboo,chiohkoboo
石膏碗,tsio̍h-ko-uánn,16,chio̍h-ko-óaⁿ,tsioh8ko1uann2,chioh8ko1oann2,tsiohkouann,chiohkooann
石舂臼,tsio̍h-tsing-khū,16,chio̍h-cheng-khū,tsioh8tsing1khu7,chioh8cheng1khu7,tsiohtsingkhu,chiohchengkhu
砂輪機,sua-lûn-ki,16,soa-lûn-ki,sua1lun5ki1,soa1lun5ki1,sualunki,soalunki
破竹仔,phuà-tik-á,16,phòa-tek-á,phua3tik1a2,phoa3tek1a2,phuatika,phoateka
破篾仔,phuà-bi̍h-á,16,phòa-bi̍h-á,phua3bih8a2,phoa3bih8a2,phuabiha,phoabiha
磅璇石,pōng-suān-tsio̍h,16,pōng-soān-chio̍h,pong7suan7tsioh8,pong7soan7chioh8,pongsuantsioh,pongsoanchioh
穀亭畚,kok-tīng-pùn,16,kok-tēng-pùn,kok1ting7pun3,kok1teng7pun3,koktingpun,koktengpun
空殼管,khang-khak-kóng,16,khang-khak-kóng,khang1khak1kong2,khang1khak1kong2,khangkhakkong,khangkhakkong
立德粉,li̍p-tik-hún,16,li̍p-tek-hún,lip8tik1hun2,lip8tek1hun2,liptikhun,liptekhun
竹仔箸,tik-á-tī,16,tek-á-tī,tik1a2ti7,tek1a2ti7,tikati,tekati
竹夫人,tik-hu-jîn,16,tek-hu-jîn,tik1hu1jin5,tek1hu1jin5,tikhujin,tekhujin
竹篾仔,tik-bi̍h-á,16,tek-bi̍h-á,tik1bih8a2,tek1bih8a2,tikbiha,tekbiha
竹鋏仔,tik-giap-á,16,tek-giap-á,tik1giap1a2,tek1giap1a2,tikgiapa,tekgiapa
竹𥴊仔,tik-kám-á,16,tek-kám-á,tik1kam2a2,tek1kam2a2,tikkama,tekkama
筍屏仔,sún-pîn-á,16,sún-pîn-á,sun2pin5a2,sun2pin5a2,sunpina,sunpina
籠鋪仔,láng-phoo-á,16,láng-pho͘-á,lang2phoo1a2,lang2phoo1a2,langphooa,langphooa
米釐尺,bí-lî-tshioh,16,bí-lî-chhioh,bi2li5tshioh1,bi2li5chhioh1,bilitshioh,bilichhioh
粉線管,hún-suànn-kóng,16,hún-sòaⁿ-kóng,hun2suann3kong2,hun2soann3kong2,hunsuannkong,hunsoannkong
糖篋仔,thn̂g-kheh-á,16,thn̂g-kheh-á,thng5kheh1a2,thng5kheh1a2,thngkheha,thngkheha
紅寶石,âng-pó-tsio̍h,16,âng-pó-chio̍h,ang5po2tsioh8,ang5po2chioh8,angpotsioh,angpochioh
紙膠帶,tsuá-ka-tuà,16,chóa-ka-tòa,tsua2ka1tua3,choa2ka1toa3,tsuakatua,choakatoa
紙輪釘,tsuá-lián-ting,16,chóa-lián-teng,tsua2lian2ting1,choa2lian2teng1,tsualianting,choalianteng
紙輪釘,tsuá-lián-tìng,16,chóa-lián-tèng,tsua2lian2ting3,choa2lian2teng3,tsualianting,choalianteng
紡布輪,pháng-pòo-lún,16,pháng-pò͘-lún,phang2poo3lun2,phang2poo3lun2,phangpoolun,phangpoolun
紡金檯,pháng-kim-tâi,16,pháng-kim-tâi,phang2kim1tai5,phang2kim1tai5,phangkimtai,phangkimtai
索仔捲,soh-á-kńg,16,soh-á-kńg,soh1a2kng2,soh1a2kng2,sohakng,sohakng
紫色的,tsí-sik-ê,16,chí-sek-ê,tsi2sik1e5,chi2sek1e5,tsisike,chiseke
結龍跤,kiat-lîng-kha,16,kiat-lêng-kha,kiat1ling5kha1,kiat1leng5kha1,kiatlingkha,kiatlengkha
絲仔線,si-á-suànn,16,si-á-sòaⁿ,si1a2suann3,si1a2soann3,siasuann,siasoann
網仔甲,bāng-á-kah,16,bāng-á-kah,bang7a2kah1,bang7a2kah1,bangakah,bangakah
練塗機,liān-thôo-ki,16,liān-thô͘-ki,lian7thoo5ki1,lian7thoo5ki1,lianthooki,lianthooki
縛厝蓋,pa̍k-tshù-kuà,16,pa̍k-chhù-kòa,pak8tshu3kua3,pak8chhu3koa3,paktshukua,pakchhukoa
縛紙釘,pa̍k-tsuá-ting,16,pa̍k-chóa-teng,pak8tsua2ting1,pak8choa2teng1,paktsuating,pakchoateng
繞銅線,liàu-tâng-suànn,16,liàu-tâng-sòaⁿ,liau3tang5suann3,liau3tang5soann3,liautangsuann,liautangsoann
繡花車,siù-hue-tshia,16,siù-hoe-chhia,siu3hue1tshia1,siu3hoe1chhia1,siuhuetshia,siuhoechhia
繡補店,siù-póo-tiàm,16,siù-pó͘-tiàm,siu3poo2tiam3,siu3poo2tiam3,siupootiam,siupootiam
羊仔頭,iûnn-á-thâu,16,iûⁿ-á-thâu,iunn5a2thau5,iunn5a2thau5,iunnathau,iunnathau
美工刀,bí-kang-to,16,bí-kang-to,bi2kang1to1,bi2kang1to1,bikangto,bikangto
耐火磚,nāi-hué-tsng,16,nāi-hóe-chng,nai7hue2tsng1,nai7hoe2chng1,naihuetsng,naihoechng
胭脂蟲,ian-tsi-thâng,16,ian-chi-thâng,ian1tsi1thang5,ian1chi1thang5,iantsithang,ianchithang
腰帶花,io-tuà-hue,16,io-tòa-hoe,io1tua3hue1,io1toa3hoe1,iotuahue,iotoahoe
腱子肉,kiàn-tsí-bah,16,kiàn-chí-bah,kian3tsi2bah1,kian3chi2bah1,kiantsibah,kianchibah
臥蠶眉,ngōo-tshám-bî,16,ngō͘-chhám-bî,ngoo7tsham2bi5,ngoo7chham2bi5,ngootshambi,ngoochhambi
自動剾,tsū-tōng-khau,16,chū-tōng-khau,tsu7tong7khau1,chu7tong7khau1,tsutongkhau,chutongkhau
臺灣杉,tâi-uân-sam,16,tâi-oân-sam,tai5uan5sam1,tai5oan5sam1,taiuansam,taioansam
舂龜仔,tsing-ku-á,16,cheng-ku-á,tsing1ku1a2,cheng1ku1a2,tsingkua,chengkua
花匙仔,hue-sî-á,16,hoe-sî-á,hue1si5a2,hoe1si5a2,huesia,hoesia
花枱仔,hue-tâi-á,16,hoe-tâi-á,hue1tai5a2,hoe1tai5a2,huetaia,hoetaia
花盆仔,hue-phûn-á,16,hoe-phûn-á,hue1phun5a2,hoe1phun5a2,huephuna,hoephuna
花蕊紋,hue-luí-bûn,16,hoe-lúi-bûn,hue1lui2bun5,hoe1lui2bun5,hueluibun,hoeluibun
花鳥堵,hue-tsiáu-tóo,16,hoe-chiáu-tó͘,hue1tsiau2too2,hoe1chiau2too2,huetsiautoo,hoechiautoo
茶杯仔,tê-pue-á,16,tê-poe-á,te5pue1a2,te5poe1a2,tepuea,tepoea
茶疊仔,tê-thia̍p-á,16,tê-thia̍p-á,te5thiap8a2,te5thiap8a2,tethiapa,tethiapa
茶籠仔,tê-láng-á,16,tê-láng-á,te5lang2a2,te5lang2a2,telanga,telanga
茶米甕,tê-bí-àng,16,tê-bí-àng,te5bi2ang3,te5bi2ang3,tebiang,tebiang
茶罐仔,tê-kuàn-á,16,tê-koàn-á,te5kuan3a2,te5koan3a2,tekuana,tekoana
草仔箬,tshó-á-ha̍h,16,chhó-á-ha̍h,tsho2a2hah8,chho2a2hah8,tshoahah,chhoahah
草仔花,tshó-á-hue,16,chhó-á-hoe,tsho2a2hue1,chho2a2hoe1,tshoahue,chhoahoe
菜櫥仔,tshài-tû-á,16,chhài-tû-á,tshai3tu5a2,chhai3tu5a2,tshaitua,chhaitua
蓮蕉盆,liân-tsio-phûn,16,liân-chio-phûn,lian5tsio1phun5,lian5chio1phun5,liantsiophun,lianchiophun
蔥管鼻,tshang-kóng-phīnn,16,chhang-kóng-phīⁿ,tshang1kong2phinn7,chhang1kong2phinn7,tshangkongphinn,chhangkongphinn
薄仔瓦,po̍h-á-hiā,16,po̍h-á-hiā,poh8a2hia7,poh8a2hia7,pohahia,pohahia
薄胎的,po̍h-thai-ê,16,po̍h-thai-ê,poh8thai1e5,poh8thai1e5,pohthaie,pohthaie
薰竹仔,hun-tik-á,16,hun-tek-á,hun1tik1a2,hun1tek1a2,huntika,hunteka
藍寶石,nâ-pó-tsio̍h,16,nâ-pó-chio̍h,na5po2tsioh8,na5po2chioh8,napotsioh,napochioh
虎爺衫,hóo-iâ-sann,16,hó͘-iâ-saⁿ,hoo2ia5sann1,hoo2ia5sann1,hooiasann,hooiasann
蛋殼畫,nn̄g-khak-uē,16,nn̄g-khak-ōe,nng7khak1ue7,nng7khak1oe7,nngkhakue,nngkhakoe
蜘蛛紋,ti-tu-bûn,16,ti-tu-bûn,ti1tu1bun5,ti1tu1bun5,titubun,titubun
