tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,itaigi
tshong-hing,窗兄,25,chhong-heng,tshong1hing1,chhong1heng1,tshonghing,chhongheng,th,ch,True
thang-khàm,窗崁,25,thang-khàm,thang1kham3,thang1kham3,thangkham,thangkham,tk,tk,True
thām-thuî,窞錘,25,thām-thûi,tham7thui5,tham7thui5,thamthui,thamthui,tt,tt,True
khut-á,窟仔,25,khut-á,khut4a2,khut4a2,khuta,khuta,ka,ka,True
khîng-tsînn,窮錢,25,khêng-chîⁿ,khing5tsinn5,kheng5chinn5,khingtsinn,khengchinn,kt,kc,True
khîng-tàu,窮鬥,25,khêng-tàu,khing5tau3,kheng5tau3,khingtau,khengtau,kt,kt,True
khîng-tsiâu,窮齊,25,khêng-chiâu,khing5tsiau5,kheng5chiau5,khingtsiau,khengchiau,kt,kc,True
khîng-tsê,窮齊,25,khêng-chê,khing5tse5,kheng5che5,khingtse,khengche,kt,kc,True
sī-suā,窸倏,25,sī-sōa,si7sua7,si7soa7,sisua,sisoa,ss,ss,True
tuan-khái,端楷,25,toan-khái,tuan1khai2,toan1khai2,tuankhai,toankhai,tk,tk,True
kìng-bé,競買,25,kèng-bé,king3be2,keng3be2,kingbe,kengbe,kb,kb,True
kīng-tshia,競車,25,kēng-chhia,king7tshia1,keng7chhia1,kingtshia,kengchhia,kt,kc,True
tik-tsām,竹塹,25,tek-chām,tik4tsam7,tek4cham7,tiktsam,tekcham,tt,tc,True
tik-an,竹安,25,tek-an,tik4an1,tek4an1,tikan,tekan,ta,ta,True
tik-khàm,竹崁,25,tek-khàm,tik4kham3,tek4kham3,tikkham,tekkham,tk,tk,True
tik-kho,竹科,25,tek-kho,tik4kho1,tek4kho1,tikkho,tekkho,tk,tk,True
tik-tshíng,竹筅,25,tek-chhéng,tik4tshing2,tek4chheng2,tiktshing,tekchheng,tt,tc,True
tik-tī,竹箸,25,tek-tī,tik4ti7,tek4ti7,tikti,tekti,tt,tt,True
tik-phang,竹蜂,25,tek-phang,tik4phang1,tek4phang1,tikphang,tekphang,tp,tp,True
tshiò-pue,笑桮,25,chhiò-poe,tshio3pue1,chhio3poe1,tshiopue,chhiopoe,tp,cp,True
tshiò-tāu,笑豆,25,chhiò-tāu,tshio3tau7,chhio3tau7,tshiotau,chhiotau,tt,ct,True
ta̍t-á,笛仔,25,ta̍t-á,tat8a2,tat8a2,tata,tata,ta,ta,True
pūn-pang,笨枋,25,pūn-pang,pun7pang1,pun7pang1,punpang,punpang,pp,pp,True
pùn-káng,笨港,25,pùn-káng,pun3kang2,pun3kang2,punkang,punkang,pk,pk,True
pit-hîng,筆型,25,pit-hêng,pit4hing5,pit4heng5,pithing,pitheng,ph,ph,True
pit-tun,筆鈍,25,pit-tun,pit4tun1,pit4tun1,pittun,pittun,pt,pt,True
pit-tiān,筆電,25,pit-tiān,pit4tian7,pit4tian7,pittian,pittian,pt,pt,True
pit-tshú,筆鼠,25,pit-chhú,pit4tshu2,pit4chhu2,pittshu,pitchhu,pt,pc,True
tán-uat,等斡,25,tán-oat,tan2uat4,tan2oat4,tanuat,tanoat,tu,to,True
tíng-hō,等號,25,téng-hō,ting2ho7,teng2ho7,tingho,tengho,th,th,True
kiáu-pô,筊婆,25,kiáu-pô,kiau2po5,kiau2po5,kiaupo,kiaupo,kp,kp,True
kiáu-sat,筊虱,25,kiáu-sat,kiau2sat4,kiau2sat4,kiausat,kiausat,ks,ks,True
kiáu-tsînn,筊錢,25,kiáu-chîⁿ,kiau2tsinn5,kiau2chinn5,kiautsinn,kiauchinn,kt,kc,True
kin-lūn,筋韌,25,kin-lūn,kin1lun7,kin1lun7,kinlun,kinlun,kl,kl,True
sún-ku,筍龜,25,sún-ku,sun2ku1,sun2ku1,sunku,sunku,sk,sk,True
tap-ìng,答應,25,tap-èng,tap4ing3,tap4eng3,taping,tapeng,ti,te,True
khoo-khoo,箍箍,25,kho͘-kho͘,khoo1khoo1,khoo1khoo1,khookhoo,khookhoo,kk,kk,True
khoo-lo̍h,箍絡,25,kho͘-lo̍h,khoo1loh8,khoo1loh8,khooloh,khooloh,kl,kl,True
khoo-pue,箍飛,25,kho͘-poe,khoo1pue1,khoo1poe1,khoopue,khoopoe,kp,kp,True
kuán-thāi,管待,25,koán-thāi,kuan2thai7,koan2thai7,kuanthai,koanthai,kt,kt,True
kóng-kiû,管球,25,kóng-kiû,kong2kiu5,kong2kiu5,kongkiu,kongkiu,kk,kk,True
siunn-á,箱仔,25,siuⁿ-á,siunn1a2,siunn1a2,siunna,siunna,sa,sa,True
tsim-giân,箴言,25,chim-giân,tsim1gian5,chim1gian5,tsimgian,chimgian,tg,cg,True
tsat-la̍t,節力,25,chat-la̍t,tsat4lat8,chat4lat8,tsatlat,chatlat,tl,cl,True
thuàn-khik,篆刻,25,thoàn-khek,thuan3khik4,thoan3khek4,thuankhik,thoankhek,tk,tk,True
thai-kiám,篩檢,25,thai-kiám,thai1kiam2,thai1kiam2,thaikiam,thaikiam,tk,tk,True
thàng-suh,簞笥,25,thàng-suh,thang3suh4,thang3suh4,thangsuh,thangsuh,ts,ts,True
kán-tsia̍t,簡捷,25,kán-chia̍t,kan2tsiat8,kan2chiat8,kantsiat,kanchiat,kt,kc,True
kán-su̍t,簡述,25,kán-su̍t,kan2sut8,kan2sut8,kansut,kansut,ks,ks,True
tsînn-lîng,簷龍,25,chîⁿ-lêng,tsinn5ling5,chinn5leng5,tsinnling,chinnleng,tl,cl,True
tshiam-kàu,簽到,25,chhiam-kàu,tshiam1kau3,chhiam1kau3,tshiamkau,chhiamkau,tk,ck,True
tshiam-tiâu,簽條,25,chhiam-tiâu,tshiam1tiau5,chhiam1tiau5,tshiamtiau,chhiamtiau,tt,ct,True
nî-tsînn,簾簷,25,nî-chîⁿ,ni5tsinn5,ni5chinn5,nitsinn,nichinn,nt,nc,True
láng-kiû,籠球,25,láng-kiû,lang2kiu5,lang2kiu5,langkiu,langkiu,lk,lk,True
tshiam-á,籤仔,25,chhiam-á,tshiam1a2,chhiam1a2,tshiama,chhiama,ta,ca,True
bí-tsin,米升,25,bí-chin,bi2tsin1,bi2chin1,bitsin,bichin,bt,bc,True
bí-ling,米奶,25,bí-leng,bi2ling1,bi2leng1,biling,bileng,bl,bl,True
bí-kó,米果,25,bí-kó,bi2ko2,bi2ko2,biko,biko,bk,bk,True
bí-hueh,米血,25,bí-hoeh,bi2hueh4,bi2hoeh4,bihueh,bihoeh,bh,bh,True
bí-tē,米袋,25,bí-tē,bi2te7,bi2te7,bite,bite,bt,bt,True
bí-seh,米雪,25,bí-seh,bi2seh4,bi2seh4,biseh,biseh,bs,bs,True
bí-tshí,米鼠,25,bí-chhí,bi2tshi2,bi2chhi2,bitshi,bichhi,bt,bc,True
bí-tshàng,米𥺆,25,bí-chhàng,bi2tshang3,bi2chhang3,bitshang,bichhang,bt,bc,True
mí-tshàng,米𥺆,25,mí-chhàng,mi2tshang3,mi2chhang3,mitshang,michhang,mt,mc,True
hún-bī,粉味,25,hún-bī,hun2bi7,hun2bi7,hunbi,hunbi,hb,hb,True
hún-té,粉底,25,hún-té,hun2te2,hun2te2,hunte,hunte,ht,ht,True
hún-si,粉絲,25,hún-si,hun2si1,hun2si1,hunsi,hunsi,hs,hs,True
hún-giô,粉蕘,25,hún-giô,hun2gio5,hun2gio5,hungio,hungio,hg,hg,True
hún-giô,粉蟯,25,hún-giô,hun2gio5,hun2gio5,hungio,hungio,hg,hg,True
hún-king,粉間,25,hún-keng,hun2king1,hun2keng1,hunking,hunkeng,hk,hk,True
lia̍p-tsí,粒子,25,lia̍p-chí,liap8tsi2,liap8chi2,liaptsi,liapchi,lt,lc,True
lia̍p-tsia̍p,粒捷,25,lia̍p-chia̍p,liap8tsiap8,liap8chiap8,liaptsiap,liapchiap,lt,lc,True
tshoo-sio̍k,粗俗,25,chho͘-sio̍k,tshoo1siok8,chhoo1siok8,tshoosiok,chhoosiok,ts,cs,True
tshoo-kiānn,粗健,25,chho͘-kiāⁿ,tshoo1kiann7,chhoo1kiann7,tshookiann,chhookiann,tk,ck,True
tshoo-lua̍t,粗劣,25,chho͘-loa̍t,tshoo1luat8,chhoo1loat8,tshooluat,chhooloat,tl,cl,True
tshoo-tshuì,粗喙,25,chho͘-chhùi,tshoo1tshui3,chhoo1chhui3,tshootshui,chhoochhui,tt,cc,True
tshoo-tshân,粗殘,25,chho͘-chhân,tshoo1tshan5,chhoo1chhan5,tshootshan,chhoochhan,tt,cc,True
tshoo-gâ,粗牙,25,chho͘-gâ,tshoo1ga5,chhoo1ga5,tshooga,chhooga,tg,cg,True
tshoo-tsuá,粗紙,25,chho͘-chóa,tshoo1tsua2,chhoo1choa2,tshootsua,chhoochoa,tt,cc,True
tshoo-sè,粗細,25,chho͘-sè,tshoo1se3,chhoo1se3,tshoose,chhoose,ts,cs,True
tshoo-hue,粗花,25,chho͘-hoe,tshoo1hue1,chhoo1hoe1,tshoohue,chhoohoe,th,ch,True
ua̍t-gí,粵語,25,oa̍t-gí,uat8gi2,oat8gi2,uatgi,oatgi,ug,og,True
ua̍t-gír,粵語,25,oa̍t-gír,uat8gir2,oat8gir2,uatgir,oatgir,ug,og,True
ua̍t-gú,粵語,25,oa̍t-gú,uat8gu2,oat8gu2,uatgu,oatgu,ug,og,True
tsing-suí,精粹,25,cheng-súi,tsing1sui2,cheng1sui2,tsingsui,chengsui,ts,cs,True
tsing-sùi,精粹,25,cheng-sùi,tsing1sui3,cheng1sui3,tsingsui,chengsui,ts,cs,True
tsing-tshuì,精粹,25,cheng-chhùi,tsing1tshui3,cheng1chhui3,tsingtshui,chengchhui,tt,cc,True
tsing-kim,精金,25,cheng-kim,tsing1kim1,cheng1kim1,tsingkim,chengkim,tk,ck,True
tsing-lîng,精靈,25,cheng-lêng,tsing1ling5,cheng1leng5,tsingling,chengleng,tl,cl,True
tsing-suí,精髓,25,cheng-súi,tsing1sui2,cheng1sui2,tsingsui,chengsui,ts,cs,True
tsing-tshuí,精髓,25,cheng-chhúi,tsing1tshui2,cheng1chhui2,tsingtshui,chengchhui,tt,cc,True
kér-lōo,粿路,25,kér-lō͘,ker2loo7,ker2loo7,kerloo,kerloo,kl,kl,True
tsìnn-tè,糋塊,25,chìⁿ-tè,tsinn3te3,chinn3te3,tsinnte,chinnte,tt,ct,True
tsìnn-liāu,糋料,25,chìⁿ-liāu,tsinn3liau7,chinn3liau7,tsinnliau,chinnliau,tl,cl,True
tsìnn-lōo,糋路,25,chìⁿ-lō͘,tsinn3loo7,chinn3loo7,tsinnloo,chinnloo,tl,cl,True
tsìnn-suán,糋選,25,chìⁿ-soán,tsinn3suan2,chinn3soan2,tsinnsuan,chinnsoan,ts,cs,True
thn̂g-sim,糖心,25,thn̂g-sim,thng5sim1,thng5sim1,thngsim,thngsim,ts,ts,True
thn̂g-oo,糖烏,25,thn̂g-o͘,thng5oo1,thng5oo1,thngoo,thngoo,to,to,True
thn̂g-tshòo,糖醋,25,thn̂g-chhò͘,thng5tshoo3,thng5chhoo3,thngtshoo,thngchhoo,tt,tc,True
thn̂g-sng,糖霜,25,thn̂g-sng,thng5sng1,thng5sng1,thngsng,thngsng,ts,ts,True
pùn-kháu,糞口,25,pùn-kháu,pun3khau2,pun3khau2,punkhau,punkhau,pk,pk,True
tia̍h-tshiú,糴手,25,tia̍h-chhiú,tiah8tshiu2,tiah8chhiu2,tiahtshiu,tiahchhiu,tt,tc,True
thiò-tshiú,糶手,25,thiò-chhiú,thio3tshiu2,thio3chhiu2,thiotshiu,thiochhiu,tt,tc,True
hē-pān,系辦,25,hē-pān,he7pan7,he7pan7,hepan,hepan,hp,hp,True
kiù-tôo,糾圖,25,kiù-tô͘,kiu3too5,kiu3too5,kiutoo,kiutoo,kt,kt,True
kiù-sim,糾心,25,kiù-sim,kiu3sim1,kiu3sim1,kiusim,kiusim,ks,ks,True
kiù-tsuá,糾紙,25,kiù-chóa,kiu3tsua2,kiu3choa2,kiutsua,kiuchoa,kt,kc,True
kiù-kat,糾結,25,kiù-kat,kiu3kat4,kiu3kat4,kiukat,kiukat,kk,kk,True
kiù-kat,糾葛,25,kiù-kat,kiu3kat4,kiu3kat4,kiukat,kiukat,kk,kk,True
iok-tàn,約旦,25,iok-tàn,iok4tan3,iok4tan3,ioktan,ioktan,it,it,True
hông-tsng,紅妝,25,hông-chng,hong5tsng1,hong5chng1,hongtsng,hongchng,ht,hc,True
âng-tsio̍h,紅石,25,âng-chio̍h,ang5tsioh8,ang5chioh8,angtsioh,angchioh,at,ac,True
âng-khàm,紅磡,25,âng-khàm,ang5kham3,ang5kham3,angkham,angkham,ak,ak,True
âng-pit,紅筆,25,âng-pit,ang5pit4,ang5pit4,angpit,angpit,ap,ap,True
âng-lê,紅藜,25,âng-lê,ang5le5,ang5le5,angle,angle,al,al,True
âng-thâng,紅蟲,25,âng-thâng,ang5thang5,ang5thang5,angthang,angthang,at,at,True
âng-khak,紅麴,25,âng-khak,ang5khak4,ang5khak4,angkhak,angkhak,ak,ak,True
âng-kiok,紅麴,25,âng-kiok,ang5kiok4,ang5kiok4,angkiok,angkiok,ak,ak,True
bûn-pan,紋斑,25,bûn-pan,bun5pan1,bun5pan1,bunpan,bunpan,bp,bp,True
la̍p-suè,納稅,25,la̍p-sòe,lap8sue3,lap8soe3,lapsue,lapsoe,ls,ls,True
la̍p-tāu,納豆,25,la̍p-tāu,lap8tau7,lap8tau7,laptau,laptau,lt,lt,True
la̍p-tsînn,納錢,25,la̍p-chîⁿ,lap8tsinn5,lap8chinn5,laptsinn,lapchinn,lt,lc,True
liú-ân,紐絚,25,liú-ân,liu2an5,liu2an5,liuan,liuan,la,la,True
sûn-tōo,純度,25,sûn-tō͘,sun5too7,sun5too7,suntoo,suntoo,st,st,True
tsuá-lī,紙字,25,chóa-lī,tsua2li7,choa2li7,tsuali,choali,tl,cl,True
tsuá-teh,紙硩,25,chóa-teh,tsua2teh4,choa2teh4,tsuateh,choateh,tt,ct,True
tsuá-po̍h,紙箔,25,chóa-po̍h,tsua2poh8,choa2poh8,tsuapoh,choapoh,tp,cp,True
sak-tshú,索取,25,sak-chhú,sak4tshu2,sak4chhu2,saktshu,sakchhu,st,sc,True
tsí-bí,紫米,25,chí-bí,tsi2bi2,chi2bi2,tsibi,chibi,tb,cb,True
tsah-tsáu,紮走,25,chah-cháu,tsah4tsau2,chah4chau2,tsahtsau,chahchau,tt,cc,True
sè-tsoh,細作,25,sè-choh,se3tsoh4,se3choh4,setsoh,sechoh,st,sc,True
sè-jī,細字,25,sè-jī,se3ji7,se3ji7,seji,seji,sj,sj,True
sè-pah,細百,25,sè-pah,se3pah4,se3pah4,sepah,sepah,sp,sp,True
sè-kuàn,細罐,25,sè-koàn,se3kuan3,se3koan3,sekuan,sekoan,sk,sk,True
suà-tshiànn,紲倩,25,sòa-chhiàⁿ,sua3tshiann3,soa3chhiann3,suatshiann,soachhiann,st,sc,True
suà-phah,紲拍,25,sòa-phah,sua3phah4,soa3phah4,suaphah,soaphah,sp,sp,True
suà-tsáng,紲摠,25,sòa-cháng,sua3tsang2,soa3chang2,suatsang,soachang,st,sc,True
suà-tsang,紲鬃,25,sòa-chang,sua3tsang1,soa3chang1,suatsang,soachang,st,sc,True
tsiong-á,終仔,25,chiong-á,tsiong1a2,chiong1a2,tsionga,chionga,ta,ca,True
tsiong-û,終於,25,chiong-û,tsiong1u5,chiong1u5,tsiongu,chiongu,tu,cu,True
tsiong-kài,終界,25,chiong-kài,tsiong1kai3,chiong1kai3,tsiongkai,chiongkai,tk,ck,True
phuānn-tsuí,絆水,25,phōaⁿ-chúi,phuann7tsui2,phoann7chui2,phuanntsui,phoannchui,pt,pc,True
kiat-sái,結屎,25,kiat-sái,kiat4sai2,kiat4sai2,kiatsai,kiatsai,ks,ks,True
kiat-liân,結連,25,kiat-liân,kiat4lian5,kiat4lian5,kiatlian,kiatlian,kl,kl,True
kiat-tiánn,結鼎,25,kiat-tiáⁿ,kiat4tiann2,kiat4tiann2,kiattiann,kiattiann,kt,kt,True
kiat-tīng,結𠕇,25,kiat-tēng,kiat4ting7,kiat4teng7,kiatting,kiatteng,kt,kt,True
ká-pang,絞幫,25,ká-pang,ka2pang1,ka2pang1,kapang,kapang,kp,kp,True
ká-thiànn,絞疼,25,ká-thiàⁿ,ka2thiann3,ka2thiann3,kathiann,kathiann,kt,kt,True
ká-kûn,絞群,25,ká-kûn,ka2kun5,ka2kun5,kakun,kakun,kk,kk,True
jiông-bō,絨帽,25,jiông-bō,jiong5bo7,jiong5bo7,jiongbo,jiongbo,jb,jb,True
thóng-muî,統媒,25,thóng-mûi,thong2mui5,thong2mui5,thongmui,thongmui,tm,tm,True
si-pau,絲包,25,si-pau,si1pau1,si1pau1,sipau,sipau,sp,sp,True
king-ha̍k,經學,25,keng-ha̍k,king1hak8,keng1hak8,kinghak,kenghak,kh,kh,True
king-li̍k,經歷,25,keng-le̍k,king1lik8,keng1lek8,kinglik,kenglek,kl,kl,True
king-lo̍k,經絡,25,keng-lo̍k,king1lok8,keng1lok8,kinglok,kenglok,kl,kl,True
kenn-suànn,經線,25,keⁿ-sòaⁿ,kenn1suann3,kenn1soann3,kennsuann,kennsoann,ks,ks,True
kinn-suànn,經線,25,kiⁿ-sòaⁿ,kinn1suann3,kinn1soann3,kinnsuann,kinnsoann,ks,ks,True
kenn-bue̍h,經襪,25,keⁿ-boe̍h,kenn1bueh8,kenn1boeh8,kennbueh,kennboeh,kb,kb,True
kinn-be̍h,經襪,25,kiⁿ-be̍h,kinn1beh8,kinn1beh8,kinnbeh,kinnbeh,kb,kb,True
king-hong,經風,25,keng-hong,king1hong1,keng1hong1,kinghong,kenghong,kh,kh,True
li̍k-phìnn,綠片,25,le̍k-phìⁿ,lik8phinn3,lek8phinn3,likphinn,lekphinn,lp,lp,True
uî-khik,維刻,25,ûi-khek,ui5khik4,ui5khek4,uikhik,uikhek,uk,uk,True
uî-ki,維基,25,ûi-ki,ui5ki1,ui5ki1,uiki,uiki,uk,uk,True
bāng-tshenn,網星,25,bāng-chheⁿ,bang7tshenn1,bang7chhenn1,bangtshenn,bangchhenn,bt,bc,True
bāng-tshinn,網星,25,bāng-chhiⁿ,bang7tshinn1,bang7chhinn1,bangtshinn,bangchhinn,bt,bc,True
bāng-hông,網紅,25,bāng-hông,bang7hong5,bang7hong5,banghong,banghong,bh,bh,True
bāng-se,網紗,25,bāng-se,bang7se1,bang7se1,bangse,bangse,bs,bs,True
bāng-le,網絡,25,bāng-le,bang7le1,bang7le1,bangle,bangle,bl,bl,True
bāng-me̍h,網脈,25,bāng-me̍h,bang7meh8,bang7meh8,bangmeh,bangmeh,bm,bm,True
bāng-tshìng,網衝,25,bāng-chhèng,bang7tshing3,bang7chheng3,bangtshing,bangchheng,bt,bc,True
bāng-tsìng,網衝,25,bāng-chèng,bang7tsing3,bang7cheng3,bangtsing,bangcheng,bt,bc,True
bāng-tsì,網誌,25,bāng-chì,bang7tsi3,bang7chi3,bangtsi,bangchi,bt,bc,True
bāng-kun,網軍,25,bāng-kun,bang7kun1,bang7kun1,bangkun,bangkun,bk,bk,True
bāng-tíng,網頂,25,bāng-téng,bang7ting2,bang7teng2,bangting,bangteng,bt,bt,True
bāng-ia̍h,網驛,25,bāng-ia̍h,bang7iah8,bang7iah8,bangiah,bangiah,bi,bi,True
bāng-tiám,網點,25,bāng-tiám,bang7tiam2,bang7tiam2,bangtiam,bangtiam,bt,bt,True
tè-li̍p,綴入,25,tè-li̍p,te3lip8,te3lip8,telip,telip,tl,tl,True
tuè-pài,綴拜,25,tòe-pài,tue3pai3,toe3pai3,tuepai,toepai,tp,tp,True
tuè-tshuē,綴揣,25,tòe-chhōe,tue3tshue7,toe3chhoe7,tuetshue,toechhoe,tt,tc,True
tè-tshē,綴揣,25,tè-chhē,te3tshe7,te3chhe7,tetshe,techhe,tt,tc,True
tuè-tsham,綴摻,25,tòe-chham,tue3tsham1,toe3chham1,tuetsham,toechham,tt,tc,True
tuè-tio̍h,綴著,25,tòe-tio̍h,tue3tioh8,toe3tioh8,tuetioh,toetioh,tt,tt,True
tuè-lōo,綴路,25,tòe-lō͘,tue3loo7,toe3loo7,tueloo,toeloo,tl,tl,True
tuè-thè,綴退,25,tòe-thè,tue3the3,toe3the3,tuethe,toethe,tt,tt,True
tuè-tsìn,綴進,25,tòe-chìn,tue3tsin3,toe3chin3,tuetsin,toechin,tt,tc,True
mî-tsinn,綿櫼,25,mî-chiⁿ,mi5tsinn1,mi5chinn1,mitsinn,michinn,mt,mc,True
mî-tsinn,綿精,25,mî-chiⁿ,mi5tsinn1,mi5chinn1,mitsinn,michinn,mt,mc,True
mî-mî,綿綿,25,mî-mî,mi5mi5,mi5mi5,mimi,mimi,mm,mm,True
mî-im,綿音,25,mî-im,mi5im1,mi5im1,miim,miim,mi,mi,True
kín-suan,緊旋,25,kín-soan,kin2suan1,kin2soan1,kinsuan,kinsoan,ks,ks,True
kín-kiû,緊球,25,kín-kiû,kin2kiu5,kin2kiu5,kinkiu,kinkiu,kk,kk,True
kín-tsáu,緊走,25,kín-cháu,kin2tsau2,kin2chau2,kintsau,kinchau,kt,kc,True
kín-sok,緊速,25,kín-sok,kin2sok4,kin2sok4,kinsok,kinsok,ks,ks,True
hui-bûn,緋聞,25,hui-bûn,hui1bun5,hui1bun5,huibun,huibun,hb,hb,True
khiâm-bi̍t,緘默,25,khiâm-bi̍t,khiam5bit8,khiam5bit8,khiambit,khiambit,kb,kb,True
suànn-sái,線屎,25,sòaⁿ-sái,suann3sai2,soann3sai2,suannsai,soannsai,ss,ss,True
siàn-thiu,線抽,25,siàn-thiu,sian3thiu1,sian3thiu1,sianthiu,sianthiu,st,st,True
siàn-pôo,線裒,25,siàn-pô͘,sian3poo5,sian3poo5,sianpoo,sianpoo,sp,sp,True
suànn-jiah,線跡,25,sòaⁿ-jiah,suann3jiah4,soann3jiah4,suannjiah,soannjiah,sj,sj,True
thōng-bô,緟無,25,thōng-bô,thong7bo5,thong7bo5,thongbo,thongbo,tb,tb,True
pian-bé,編碼,25,pian-bé,pian1be2,pian1be2,pianbe,pianbe,pb,pb,True
uān-khùn,緩困,25,oān-khùn,uan7khun3,oan7khun3,uankhun,oankhun,uk,ok,True
bián-tiān,緬甸,25,bián-tiān,bian2tian7,bian2tian7,biantian,biantian,bt,bt,True
hūi-tōo,緯度,25,hūi-tō͘,hui7too7,hui7too7,huitoo,huitoo,ht,ht,True
uī-suànn,緯線,25,ūi-sòaⁿ,ui7suann3,ui7soann3,uisuann,uisoann,us,us,True
tsìn-hûn,縉雲,25,chìn-hûn,tsin3hun5,chin3hun5,tsinhun,chinhun,th,ch,True
hâ-to,縖刀,25,hâ-to,ha5to1,ha5to1,hato,hato,ht,ht,True
hâ-phâng,縖帆,25,hâ-phâng,ha5phang5,ha5phang5,haphang,haphang,hp,hp,True
hâ-ân,縖絚,25,hâ-ân,ha5an5,ha5an5,haan,haan,ha,ha,True
hâ-niá,縖領,25,hâ-niá,ha5nia2,ha5nia2,hania,hania,hn,hn,True
pa̍k-tsàng,縛粽,25,pa̍k-chàng,pak8tsang3,pak8chang3,paktsang,pakchang,pt,pc,True
pâng-thīnn,縫紩,25,pâng-thīⁿ,pang5thinn7,pang5thinn7,pangthinn,pangthinn,pt,pt,True
siok-tôo,縮圖,25,siok-tô͘,siok4too5,siok4too5,sioktoo,sioktoo,st,st,True
sok-siá,縮寫,25,sok-siá,sok4sia2,sok4sia2,soksia,soksia,ss,ss,True
sok-ta,縮焦,25,sok-ta,sok4ta1,sok4ta1,sokta,sokta,st,st,True
sok-ân,縮絚,25,sok-ân,sok4an5,sok4an5,sokan,sokan,sa,sa,True
tsóng-láng,總攏,25,chóng-láng,tsong2lang2,chong2lang2,tsonglang,chonglang,tl,cl,True
chóng-sò͘,總數,25,chóng-sò͘,chong2so͘3,chong2soo3,chongso͘,chongsoo,cs,cs,True
tsóng-la̍p,總納,25,chóng-la̍p,tsong2lap8,chong2lap8,tsonglap,chonglap,tl,cl,True
tsóng-phoo,總鋪,25,chóng-pho͘,tsong2phoo1,chong2phoo1,tsongphoo,chongphoo,tp,cp,True
phing-tuà,繃帶,25,pheng-tòa,phing1tua3,pheng1toa3,phingtua,phengtoa,pt,pt,True
penn-ân,繃絚,25,peⁿ-ân,penn1an5,penn1an5,pennan,pennan,pa,pa,True
pinn-ân,繃絚,25,piⁿ-ân,pinn1an5,pinn1an5,pinnan,pinnan,pa,pa,True
sǹg-ân,繏絚,25,sǹg-ân,sng3an5,sng3an5,sngan,sngan,sa,sa,True
sǹg-ām,繏頷,25,sǹg-ām,sng3am7,sng3am7,sngam,sngam,sa,sa,True
jiàu-kíng,繞境,25,jiàu-kéng,jiau3king2,jiau3keng2,jiauking,jiaukeng,jk,jk,True
huē-sū,繪士,25,hōe-sū,hue7su7,hoe7su7,huesu,hoesu,hs,hs,True
huē-pún,繪本,25,hōe-pún,hue7pun2,hoe7pun2,huepun,hoepun,hp,hp,True
hē-nî,繫年,25,hē-nî,he7ni5,he7ni5,heni,heni,hn,hn,True
kián-á,繭仔,25,kián-á,kian2a2,kian2a2,kiana,kiana,ka,ka,True
tînn-puànn,纏絆,25,tîⁿ-pòaⁿ,tinn5puann3,tinn5poann3,tinnpuann,tinnpoann,tp,tp,True
tînn-mî,纏綿,25,tîⁿ-mî,tinn5mi5,tinn5mi5,tinnmi,tinnmi,tm,tm,True
khih-tshuì,缺喙,25,khih-chhùi,khih4tshui3,khih4chhui3,khihtshui,khihchhui,kt,kc,True
kheh-kiánn,缺囝,25,kheh-kiáⁿ,kheh4kiann2,kheh4kiann2,khehkiann,khehkiann,kk,kk,True
khueh-kiánn,缺囝,25,khoeh-kiáⁿ,khueh4kiann2,khoeh4kiann2,khuehkiann,khoehkiann,kk,kk,True
khuat-huānn,缺旱,25,khoat-hōaⁿ,khuat4huann7,khoat4hoann7,khuathuann,khoathoann,kh,kh,True
tah-lân,罩蘭,25,tah-lân,tah4lan5,tah4lan5,tahlan,tahlan,tl,tl,True
tà-bông,罩雺,25,tà-bông,ta3bong5,ta3bong5,tabong,tabong,tb,tb,True
hua̍t-kiû,罰球,25,hoa̍t-kiû,huat8kiu5,hoat8kiu5,huatkiu,hoatkiu,hk,hk,True
hua̍t-tsînn,罰錢,25,hoa̍t-chîⁿ,huat8tsinn5,hoat8chinn5,huattsinn,hoatchinn,ht,hc,True
pā-khó,罷考,25,pā-khó,pa7kho2,pa7kho2,pakho,pakho,pk,pk,True
lô-guân,羅源,25,lô-goân,lo5guan5,lo5goan5,loguan,logoan,lg,lg,True
iônn-lám,羊腩,25,iôⁿ-lám,ionn5lam2,ionn5lam2,ionnlam,ionnlam,il,il,True
iônn-ám,羊腩,25,iôⁿ-ám,ionn5am2,ionn5am2,ionnam,ionnam,ia,ia,True
iûnn-lám,羊腩,25,iûⁿ-lám,iunn5lam2,iunn5lam2,iunnlam,iunnlam,il,il,True
iûnn-tô,羊駝,25,iûⁿ-tô,iunn5to5,iunn5to5,iunnto,iunnto,it,it,True
bí-kim,美金,25,bí-kim,bi2kim1,bi2kim1,bikim,bikim,bk,bk,True
lîng-iûnn,羚羊,25,lêng-iûⁿ,ling5iunn5,leng5iunn5,lingiunn,lengiunn,li,li,True
kûn-tshòng,群創,25,kûn-chhòng,kun5tshong3,kun5chhong3,kuntshong,kunchhong,kt,kc,True
kûn-má,群馬,25,kûn-má,kun5ma2,kun5ma2,kunma,kunma,km,km,True
gī-oo,義烏,25,gī-o͘,gi7oo1,gi7oo1,gioo,gioo,go,go,True
gī-bí,義美,25,gī-bí,gi7bi2,gi7bi2,gibi,gibi,gb,gb,True
