tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,itaigi
ke-khì-thn̂g,機器糖,16,ke-khì-thn̂g,ke1khi3thng5,ke1khi3thng5,kekhithng,kekhithng,kkt,kkt,True
ki-hāi-jîn,機械人,16,ki-hāi-jîn,ki1hai7jin5,ki1hai7jin5,kihaijin,kihaijin,khj,khj,True
ki-hāi-lâng,機械人,16,ki-hāi-lâng,ki1hai7lang5,ki1hai7lang5,kihailang,kihailang,khl,khl,True
ki-tshia-tiàm,機車店,16,ki-chhia-tiàm,ki1tshia1tiam3,ki1chhia1tiam3,kitshiatiam,kichhiatiam,ktt,kct,True
ki-tshia-hâng,機車行,16,ki-chhia-hâng,ki1tshia1hang5,ki1chhia1hang5,kitshiahang,kichhiahang,kth,kch,True
tshiūnn-ling-thn̂g,橡奶糖,16,chhiūⁿ-leng-thn̂g,tshiunn7ling1thng5,chhiunn7leng1thng5,tshiunnlingthng,chhiunnlengthng,tlt,clt,True
tshiūnn-kî-nâ,橡棋林,16,chhiūⁿ-kî-nâ,tshiunn7ki5na5,chhiunn7ki5na5,tshiunnkina,chhiunnkina,tkn,ckn,True
huâinn-tshiat-bīn,橫切面,16,hoâiⁿ-chhiat-bīn,huainn5tshiat4bin7,hoainn5chhiat4bin7,huainntshiatbin,hoainnchhiatbin,htb,hcb,True
huâinn-tn̄g-bīn,橫斷面,16,hoâiⁿ-tn̄g-bīn,huainn5tng7bin7,hoainn5tng7bin7,huainntngbin,hoainntngbin,htb,htb,True
huâinn--ê,橫的,16,hoâiⁿ--ê,huainn5e5,hoainn5e5,huainne,hoainne,he,he,True
huînn--ê,橫的,16,hûiⁿ--ê,huinn5e5,huinn5e5,huinne,huinne,he,he,True
huâinn-keh-mo̍oh,橫膈膜,16,hoâiⁿ-keh-mo̍͘h,huainn5keh4mooh8,hoainn5keh4mooh8,huainnkehmooh,hoainnkehmooh,hkm,hkm,True
huînn-keh-mo̍oh,橫膈膜,16,hûiⁿ-keh-mo̍͘h,huinn5keh4mooh8,huinn5keh4mooh8,huinnkehmooh,huinnkehmooh,hkm,hkm,True
tóng-á-tshia,檔仔車,16,tóng-á-chhia,tong2a2tshia1,tong2a2chhia1,tongatshia,tongachhia,tat,tac,True
pin-nn̂g-tànn,檳榔擔,16,pin-nn̂g-tàⁿ,pin1nng5tann3,pin1nng5tann3,pinnngtann,pinnngtann,pnt,pnt,True
lê-bóng-bi̍t,檸檬蜜,16,lê-bóng-bi̍t,le5bong2bit8,le5bong2bit8,lebongbit,lebongbit,lbb,lbb,True
ing-thô-ah,櫻桃鴨,16,eng-thô-ah,ing1tho5ah4,eng1tho5ah4,ingthoah,engthoah,ita,eta,True
khiàm-tsi̍t-kha,欠一跤,16,khiàm-chi̍t-kha,khiam3tsit8kha1,khiam3chit8kha1,khiamtsitkha,khiamchitkha,ktk,kck,True
khiàm-kha-tshiú,欠跤手,16,khiàm-kha-chhiú,khiam3kha1tshiu2,khiam3kha1chhiu2,khiamkhatshiu,khiamkhachhiu,kkt,kkc,True
khiàm-kha-siàu,欠跤數,16,khiàm-kha-siàu,khiam3kha1siau3,khiam3kha1siau3,khiamkhasiau,khiamkhasiau,kks,kks,True
beh-siōng-pan,欲上班,16,beh-siōng-pan,beh4siong7pan1,beh4siong7pan1,behsiongpan,behsiongpan,bsp,bsp,True
beh-tó-tshuē,欲佗揣,16,beh-tó-chhōe,beh4to2tshue7,beh4to2chhoe7,behtotshue,behtochhoe,btt,btc,True
beh-án-tsuánn,欲按怎,16,beh-án-chóaⁿ,beh4an2tsuann2,beh4an2choann2,behantsuann,behanchoann,bat,bac,True
beh-àm-lo,欲暗囉,16,beh-àm-lo,beh4am3lo1,beh4am3lo1,behamlo,behamlo,bal,bal,True
beh-àm-ah,欲暗矣,16,beh-àm-ah,beh4am3ah4,beh4am3ah4,behamah,behamah,baa,baa,True
beh-ná-m̄,欲若毋,16,beh-ná-m̄,beh4na2m7,beh4na2m7,behnam,behnam,bnm,bnm,True
beh-lo̍h-hōo,欲落雨,16,beh-lo̍h-hō͘,beh4loh8hoo7,beh4loh8hoo7,behlohhoo,behlohhoo,blh,blh,True
suh-tuā-khuì,欶大氣,16,suh-tōa-khùi,suh4tua7khui3,suh4toa7khui3,suhtuakhui,suhtoakhui,stk,stk,True
suh-lān-pha,欶膦脬,16,suh-lān-pha,suh4lan7pha1,suh4lan7pha1,suhlanpha,suhlanpha,slp,slp,True
suh-lān-tsiáu,欶膦鳥,16,suh-lān-chiáu,suh4lan7tsiau2,suh4lan7chiau2,suhlantsiau,suhlanchiau,slt,slc,True
suh-hueh-kuí,欶血鬼,16,suh-hoeh-kúi,suh4hueh4kui2,suh4hoeh4kui2,suhhuehkui,suhhoehkui,shk,shk,True
khuán-mi̍h-kiānn,款物件,16,khoán-mi̍h-kiāⁿ,khuan2mih8kiann7,khoan2mih8kiann7,khuanmihkiann,khoanmihkiann,kmk,kmk,True
hioh-tiong-tâi,歇中台,16,hioh-tiong-tâi,hioh4tiong1tai5,hioh4tiong1tai5,hiohtiongtai,hiohtiongtai,htt,htt,True
kua-á-tsheh,歌仔冊,16,koa-á-chheh,kua1a2tsheh4,koa1a2chheh4,kuaatsheh,koaachheh,kat,kac,True
au-tsiu-tsînn,歐洲錢,16,au-chiu-chîⁿ,au1tsiu1tsinn5,au1chiu1chinn5,autsiutsinn,auchiuchinn,att,acc,True
pûn-lá-pah,歕喇叭,16,pûn-lá-pah,pun5la2pah4,pun5la2pah4,punlapah,punlapah,plp,plp,True
pûn-pho̍k-á,歕泡仔,16,pûn-pho̍k-á,pun5phok8a2,pun5phok8a2,punphoka,punphoka,ppa,ppa,True
pûn-ke-kui,歕雞胿,16,pûn-ke-kui,pun5ke1kui1,pun5ke1kui1,punkekui,punkekui,pkk,pkk,True
pûn-kóo-tshue,歕鼓吹,16,pûn-kó͘-chhoe,pun5koo2tshue1,pun5koo2chhoe1,punkootshue,punkoochhoe,pkt,pkc,True
pûn-phín-á,歕𥰔仔,16,pûn-phín-á,pun5phin2a2,pun5phin2a2,punphina,punphina,ppa,ppa,True
tsí-sàu-tse,止嗽劑,16,chí-sàu-che,tsi2sau3tse1,chi2sau3che1,tsisautse,chisauche,tst,csc,True
tsí-thiànn-io̍h,止疼藥,16,chí-thiàⁿ-io̍h,tsi2thiann3ioh8,chi2thiann3ioh8,tsithiannioh,chithiannioh,tti,cti,True
tsiànn-tshiú-á,正手仔,16,chiàⁿ-chhiú-á,tsiann3tshiu2a2,chiann3chhiu2a2,tsianntshiua,chiannchhiua,tta,cca,True
tsiànn-pîng-se̍h,正爿踅,16,chiàⁿ-pêng-se̍h,tsiann3ping5seh8,chiann3peng5seh8,tsiannpingseh,chiannpengseh,tps,cps,True
tsiànn-huan-kang,正番公,16,chiàⁿ-hoan-kang,tsiann3huan1kang1,chiann3hoan1kang1,tsiannhuankang,chiannhoankang,thk,chk,True
tsiànn-ngē-táu,正硬鬥,16,chiàⁿ-ngē-táu,tsiann3nge7tau2,chiann3nge7tau2,tsiannngetau,chiannngetau,tnt,cnt,True
tsiànn-khoo-se̍h,正箍踅,16,chiàⁿ-kho͘-se̍h,tsiann3khoo1seh8,chiann3khoo1seh8,tsiannkhooseh,chiannkhooseh,tks,cks,True
tsiànn-hán-kiânn,正罕行,16,chiàⁿ-hán-kiâⁿ,tsiann3han2kiann5,chiann3han2kiann5,tsiannhankiann,chiannhankiann,thk,chk,True
tsìng-kui-huà,正規化,16,chèng-kui-hòa,tsing3kui1hua3,cheng3kui1hoa3,tsingkuihua,chengkuihoa,tkh,ckh,True
tsiū-tsá-khí,此早起,16,chiū-chá-khí,tsiu7tsa2khi2,chiu7cha2khi2,tsiutsakhi,chiuchakhi,ttk,cck,True
pōo-pōo-tsha,步步差,16,pō͘-pō͘-chha,poo7poo7tsha1,poo7poo7chha1,poopootsha,poopoochha,ppt,ppc,True
bú-î-suann,武夷山,16,bú-î-soaⁿ,bu2i5suann1,bu2i5soann1,buisuann,buisoann,bis,bis,True
bú-lâu-uan,武朥灣,16,bú-lâu-oan,bu2lau5uan1,bu2lau5oan1,bulauuan,bulauoan,blu,blo,True
uai-ko-tsînn,歪哥錢,16,oai-ko-chîⁿ,uai1ko1tsinn5,oai1ko1chinn5,uaikotsinn,oaikochinn,ukt,okc,True
uai-thâu-tshài,歪頭菜,16,oai-thâu-chhài,uai1thau5tshai3,oai1thau5chhai3,uaithautshai,oaithauchhai,utt,otc,True
pháinn-thì-thâu,歹剃頭,16,pháiⁿ-thì-thâu,phainn2thi3thau5,phainn2thi3thau5,phainnthithau,phainnthithau,ptt,ptt,True
pháinn-kiat-tiāu,歹吉兆,16,pháiⁿ-kiat-tiāu,phainn2kiat4tiau7,phainn2kiat4tiau7,phainnkiattiau,phainnkiattiau,pkt,pkt,True
pháinn-miā-lâng,歹命人,16,pháiⁿ-miā-lâng,phainn2mia7lang5,phainn2mia7lang5,phainnmialang,phainnmialang,pml,pml,True
pháinn-tshuán-khuì,歹喘氣,16,pháiⁿ-chhoán-khùi,phainn2tshuan2khui3,phainn2chhoan2khui3,phainntshuankhui,phainnchhoankhui,ptk,pck,True
pháinn-tshuì-táu,歹喙斗,16,pháiⁿ-chhùi-táu,phainn2tshui3tau2,phainn2chhui3tau2,phainntshuitau,phainnchhuitau,ptt,pct,True
pháinn-tshī-tsháu,歹市草,16,pháiⁿ-chhī-chháu,phainn2tshi7tshau2,phainn2chhi7chhau2,phainntshitshau,phainnchhichhau,ptt,pcc,True
pháinn-liú-la̍k,歹扭搦,16,pháiⁿ-liú-la̍k,phainn2liu2lak8,phainn2liu2lak8,phainnliulak,phainnliulak,pll,pll,True
phái-kà-sī,歹教示,16,phái-kà-sī,phai2ka3si7,phai2ka3si7,phaikasi,phaikasi,pks,pks,True
pháinn-kà-sī,歹教示,16,pháiⁿ-kà-sī,phainn2ka3si7,phainn2ka3si7,phainnkasi,phainnkasi,pks,pks,True
phái-mi̍h-á,歹物仔,16,phái-mi̍h-á,phai2mih8a2,phai2mih8a2,phaimiha,phaimiha,pma,pma,True
pháinn-mih-á,歹物仔,16,pháiⁿ-mih-á,phainn2mih4a2,phainn2mih4a2,phainnmiha,phainnmiha,pma,pma,True
phái-siann-sàu,歹聲嗽,16,phái-siaⁿ-sàu,phai2siann1sau3,phai2siann1sau3,phaisiannsau,phaisiannsau,pss,pss,True
pháinn-pak-tóo,歹腹肚,16,pháiⁿ-pak-tó͘,phainn2pak4too2,phainn2pak4too2,phainnpaktoo,phainnpaktoo,ppt,ppt,True
pháinn-liám-bīn,歹臉面,16,pháiⁿ-liám-bīn,phainn2liam2bin7,phainn2liam2bin7,phainnliambin,phainnliambin,plb,plb,True
pháinn-kut-té,歹骨底,16,pháiⁿ-kut-té,phainn2kut4te2,phainn2kut4te2,phainnkutte,phainnkutte,pkt,pkt,True
pháinn-tàu-tīn,歹鬥陣,16,pháiⁿ-tàu-tīn,phainn2tau3tin7,phainn2tau3tin7,phainntautin,phainntautin,ptt,ptt,True
sú-bông-kài,死亡屆,16,sú-bông-kài,su2bong5kai3,su2bong5kai3,subongkai,subongkai,sbk,sbk,True
sí-lâng-tshù,死人厝,16,sí-lâng-chhù,si2lang5tshu3,si2lang5chhu3,silangtshu,silangchhu,slt,slc,True
sí-lâng-bīn,死人面,16,sí-lâng-bīn,si2lang5bin7,si2lang5bin7,silangbin,silangbin,slb,slb,True
sí-tuā-khoo,死大箍,16,sí-tōa-kho͘,si2tua7khoo1,si2toa7khoo1,situakhoo,sitoakhoo,stk,stk,True
sí-ngóo-khiat,死忤戛,16,sí-ngó͘-khiat,si2ngoo2khiat4,si2ngoo2khiat4,singookhiat,singookhiat,snk,snk,True
sí-bô-piàn,死無變,16,sí-bô-piàn,si2bo5pian3,si2bo5pian3,sibopian,sibopian,sbp,sbp,True
sí-giàn-giàn,死癮癮,16,sí-giàn-giàn,si2gian3gian3,si2gian3gian3,sigiangian,sigiangian,sgg,sgg,True
sí-soo-mih,死蘇物,16,sí-so͘-mih,si2soo1mih4,si2soo1mih4,sisoomih,sisoomih,ssm,ssm,True
sí-bē-khì,死袂去,16,sí-bē-khì,si2be7khi3,si2be7khi3,sibekhi,sibekhi,sbk,sbk,True
sú-bûn-kuan,死門關,16,sú-bûn-koan,su2bun5kuan1,su2bun5koan1,subunkuan,subunkoan,sbk,sbk,True
phú-á-kng,殕仔光,16,phú-á-kng,phu2a2kng1,phu2a2kng1,phuakng,phuakng,pak,pak,True
phú-koo-niû,殕姑娘,16,phú-ko͘-niû,phu2koo1niu5,phu2koo1niu5,phukooniu,phukooniu,pkn,pkn,True
si̍t-lī-lu̍t,殖利率,16,si̍t-lī-lu̍t,sit8li7lut8,sit8li7lut8,sitlilut,sitlilut,sll,sll,True
m̄-tsiūnn-kà,毋上教,16,m̄-chiūⁿ-kà,m7tsiunn7ka3,m7chiunn7ka3,mtsiunnka,mchiunnka,mtk,mck,True
m̄-tsiūnn-tsiànn,毋上正,16,m̄-chiūⁿ-chiàⁿ,m7tsiunn7tsiann3,m7chiunn7chiann3,mtsiunntsiann,mchiunnchiann,mtt,mcc,True
m̄-tsiūnn-ba̍k,毋上目,16,m̄-chiūⁿ-ba̍k,m7tsiunn7bak8,m7chiunn7bak8,mtsiunnbak,mchiunnbak,mtb,mcb,True
m̄-tān-nā,毋但若,16,m̄-tān-nā,m7tan7na7,m7tan7na7,mtanna,mtanna,mtn,mtn,True
m̄-sìn-siànn,毋信聖,16,m̄-sìn-siàⁿ,m7sin3siann3,m7sin3siann3,msinsiann,msinsiann,mss,mss,True
m̄-bián-kóng,毋免講,16,m̄-bián-kóng,m7bian2kong2,m7bian2kong2,mbiankong,mbiankong,mbk,mbk,True
m̄-bián-kiann,毋免驚,16,m̄-bián-kiaⁿ,m7bian2kiann1,m7bian2kiann1,mbiankiann,mbiankiann,mbk,mbk,True
m̄-siū-kà,毋受教,16,m̄-siū-kà,m7siu7ka3,m7siu7ka3,msiuka,msiuka,msk,msk,True
m̄-kā-kin,毋咬根,16,m̄-kā-kin,m7ka7kin1,m7ka7kin1,mkakin,mkakin,mkk,mkk,True
m̄-tuì-tâng,毋對同,16,m̄-tùi-tâng,m7tui3tang5,m7tui3tang5,mtuitang,mtuitang,mtt,mtt,True
m̄-kan-ta,毋干焦,16,m̄-kan-ta,m7kan1ta1,m7kan1ta1,mkanta,mkanta,mkt,mkt,True
m̄-tiunn-tî,毋張持,16,m̄-tiuⁿ-tî,m7tiunn1ti5,m7tiunn1ti5,mtiunnti,mtiunnti,mtt,mtt,True
m̄-tsîng-guān,毋情願,16,m̄-chêng-goān,m7tsing5guan7,m7cheng5goan7,mtsingguan,mchenggoan,mtg,mcg,True
m̄-tsiânn-ting,毋成丁,16,m̄-chiâⁿ-teng,m7tsiann5ting1,m7chiann5teng1,mtsiannting,mchiannteng,mtt,mct,True
m̄-tsiânn-lâng,毋成人,16,m̄-chiâⁿ-lâng,m7tsiann5lang5,m7chiann5lang5,mtsiannlang,mchiannlang,mtl,mcl,True
m̄-tsiânn-kiánn,毋成囝,16,m̄-chiâⁿ-kiáⁿ,m7tsiann5kiann2,m7chiann5kiann2,mtsiannkiann,mchiannkiann,mtk,mck,True
m̄-tsiânn-hîng,毋成形,16,m̄-chiâⁿ-hêng,m7tsiann5hing5,m7chiann5heng5,mtsiannhing,mchiannheng,mth,mch,True
m̄-tsiânn-tsâi,毋成才,16,m̄-chiâⁿ-châi,m7tsiann5tsai5,m7chiann5chai5,mtsianntsai,mchiannchai,mtt,mcc,True
m̄-tsiânn-khuán,毋成款,16,m̄-chiâⁿ-khoán,m7tsiann5khuan2,m7chiann5khoan2,mtsiannkhuan,mchiannkhoan,mtk,mck,True
m̄-tsiânn-kâu,毋成猴,16,m̄-chiâⁿ-kâu,m7tsiann5kau5,m7chiann5kau5,mtsiannkau,mchiannkau,mtk,mck,True
m̄-tsiânn-tsînn,毋成錢,16,m̄-chiâⁿ-chîⁿ,m7tsiann5tsinn5,m7chiann5chinn5,mtsianntsinn,mchiannchinn,mtt,mcc,True
m̄-tsiah-tio̍h,毋才著,16,m̄-chiah-tio̍h,m7tsiah4tioh8,m7chiah4tioh8,mtsiahtioh,mchiahtioh,mtt,mct,True
m̄-tú-hó,毋拄好,16,m̄-tú-hó,m7tu2ho2,m7tu2ho2,mtuho,mtuho,mth,mth,True
m̄-bat-jîn,毋捌人,16,m̄-bat-jîn,m7bat4jin5,m7bat4jin5,mbatjin,mbatjin,mbj,mbj,True
m̄-bat-jī,毋捌字,16,m̄-bat-jī,m7bat4ji7,m7bat4ji7,mbatji,mbatji,mbj,mbj,True
m̄-bat-pó,毋捌寶,16,m̄-bat-pó,m7bat4po2,m7bat4po2,mbatpo,mbatpo,mbp,mbp,True
m̄-bat-sîn,毋捌神,16,m̄-bat-sîn,m7bat4sin5,m7bat4sin5,mbatsin,mbatsin,mbs,mbs,True
m̄-bat-huè,毋捌貨,16,m̄-bat-hòe,m7bat4hue3,m7bat4hoe3,mbathue,mbathoe,mbh,mbh,True
m̄-pàng-suah,毋放煞,16,m̄-pàng-soah,m7pang3suah4,m7pang3soah4,mpangsuah,mpangsoah,mps,mps,True
m̄-sī-lah,毋是啦,16,m̄-sī-lah,m7si7lah4,m7si7lah4,msilah,msilah,msl,msl,True
m̄-sī-sî,毋是時,16,m̄-sī-sî,m7si7si5,m7si7si5,msisi,msisi,mss,mss,True
m̄-sī-khuán,毋是款,16,m̄-sī-khoán,m7si7khuan2,m7si7khoan2,msikhuan,msikhoan,msk,msk,True
m̄-sī-khang,毋是空,16,m̄-sī-khang,m7si7khang1,m7si7khang1,msikhang,msikhang,msk,msk,True
m̄-sí-sim,毋死心,16,m̄-sí-sim,m7si2sim1,m7si2sim1,msisim,msisim,mss,mss,True
m̄-bak-tiánn,毋沐鼎,16,m̄-bak-tiáⁿ,m7bak4tiann2,m7bak4tiann2,mbaktiann,mbaktiann,mbt,mbt,True
m̄-siau-thiòng,毋消暢,16,m̄-siau-thiòng,m7siau1thiong3,m7siau1thiong3,msiauthiong,msiauthiong,mst,mst,True
m̄-kam-tàn,毋甘擲,16,m̄-kam-tàn,m7kam1tan3,m7kam1tan3,mkamtan,mkamtan,mkt,mkt,True
m̄-kam-guān,毋甘願,16,m̄-kam-goān,m7kam1guan7,m7kam1goan7,mkamguan,mkamgoan,mkg,mkg,True
m̄-uì-kuânn,毋畏寒,16,m̄-ùi-kôaⁿ,m7ui3kuann5,m7ui3koann5,muikuann,muikoann,muk,muk,True
m̄-uì-huân,毋畏煩,16,m̄-ùi-hoân,m7ui3huan5,m7ui3hoan5,muihuan,muihoan,muh,muh,True
m̄-tsai-lâng,毋知人,16,m̄-chai-lâng,m7tsai1lang5,m7chai1lang5,mtsailang,mchailang,mtl,mcl,True
m̄-tsai-bué,毋知尾,16,m̄-chai-bóe,m7tsai1bue2,m7chai1boe2,mtsaibue,mchaiboe,mtb,mcb,True
m̄-tsai-thâu,毋知頭,16,m̄-chai-thâu,m7tsai1thau5,m7chai1thau5,mtsaithau,mchaithau,mtt,mct,True
m̄-tshiu-tshìn,毋秋凊,16,m̄-chhiu-chhìn,m7tshiu1tshin3,m7chhiu1chhin3,mtshiutshin,mchhiuchhin,mtt,mcc,True
m̄-thó-thàn,毋討趁,16,m̄-thó-thàn,m7tho2than3,m7tho2than3,mthothan,mthothan,mtt,mtt,True
m̄-jīn-hūn,毋認份,16,m̄-jīn-hūn,m7jin7hun7,m7jin7hun7,mjinhun,mjinhun,mjh,mjh,True
m̄-jīn-lāu,毋認老,16,m̄-jīn-lāu,m7jin7lau7,m7jin7lau7,mjinlau,mjinlau,mjl,mjl,True
m̄-jīn-su,毋認輸,16,m̄-jīn-su,m7jin7su1,m7jin7su1,mjinsu,mjinsu,mjs,mjs,True
m̄-kóng-sī,毋講是,16,m̄-kóng-sī,m7kong2si7,m7kong2si7,mkongsi,mkongsi,mks,mks,True
m̄-kóng-lí,毋講理,16,m̄-kóng-lí,m7kong2li2,m7kong2li2,mkongli,mkongli,mkl,mkl,True
m̄-kuè-sim,毋過心,16,m̄-kòe-sim,m7kue3sim1,m7koe3sim1,mkuesim,mkoesim,mks,mks,True
m̄-kuè-ì,毋過意,16,m̄-kòe-ì,m7kue3i3,m7koe3i3,mkuei,mkoei,mki,mki,True
m̄-kiann-sí,毋驚死,16,m̄-kiaⁿ-sí,m7kiann1si2,m7kiann1si2,mkiannsi,mkiannsi,mks,mks,True
bó--á,母仔,16,bó--á,bo2a2,bo2a2,boa,boa,ba,ba,True
bú--á,母仔,16,bú--á,bu2a2,bu2a2,bua,bua,ba,ba,True
bú-tshin-tseh,母親節,16,bú-chhin-cheh,bu2tshin1tseh4,bu2chhin1cheh4,butshintseh,buchhincheh,btt,bcc,True
to̍k-tshì-thē,毒刺䖳,16,to̍k-chhì-thē,tok8tshi3the7,tok8chhi3the7,toktshithe,tokchhithe,ttt,tct,True
pí-kuân-kē,比懸低,16,pí-koân-kē,pi2kuan5ke7,pi2koan5ke7,pikuanke,pikoanke,pkk,pkk,True
pí-pí-tsiáu,比比鳥,16,pí-pí-chiáu,pi2pi2tsiau2,pi2pi2chiau2,pipitsiau,pipichiau,ppt,ppc,True
mâu-jî-á,毛兒仔,16,mâu-jî-á,mau5ji5a2,mau5ji5a2,maujia,maujia,mja,mja,True
môo-lī-lu̍t,毛利率,16,mô͘-lī-lu̍t,moo5li7lut8,moo5li7lut8,moolilut,moolilut,mll,mll,True
mâu-bî-á,毛微仔,16,mâu-bî-á,mau5bi5a2,mau5bi5a2,maubia,maubia,mba,mba,True
môo-sat-tshìng,毛殺銃,16,mô͘-sat-chhèng,moo5sat4tshing3,moo5sat4chheng3,moosattshing,moosatchheng,mst,msc,True
môo-ti̍k-tong,毛澤東,16,mô͘-te̍k-tong,moo5tik8tong1,moo5tek8tong1,mootiktong,mootektong,mtt,mtt,True
môo-kóng-iām,毛管炎,16,mô͘-kóng-iām,moo5kong2iam7,moo5kong2iam7,mookongiam,mookongiam,mki,mki,True
môo-kńg-iām,毛管炎,16,mô͘-kńg-iām,moo5kng2iam7,moo5kng2iam7,mookngiam,mookngiam,mki,mki,True
mn̂g-kńg-thâng,毛管蟲,16,mn̂g-kńg-thâng,mng5kng2thang5,mng5kng2thang5,mngkngthang,mngkngthang,mkt,mkt,True
môo-kiô-á,毛茄仔,16,mô͘-kiô-á,moo5kio5a2,moo5kio5a2,mookioa,mookioa,mka,mka,True
mn̂g-sui-á,毛蓑仔,16,mn̂g-sui-á,mng5sui1a2,mng5sui1a2,mngsuia,mngsuia,msa,msa,True
hô-bí-pho,毫米波,16,hô-bí-pho,ho5bi2pho1,ho5bi2pho1,hobipho,hobipho,hbp,hbp,True
bîn-tsòng-uî,民壯圍,16,bîn-chòng-ûi,bin5tsong3ui5,bin5chong3ui5,bintsongui,binchongui,btu,bcu,True
khuì-teh-lâi,氣咧來,16,khùi-teh-lâi,khui3teh4lai5,khui3teh4lai5,khuitehlai,khuitehlai,ktl,ktl,True
khì-tshuah-tshuah,氣掣掣,16,khì-chhoah-chhoah,khi3tshuah4tshuah4,khi3chhoah4chhoah4,khitshuahtshuah,khichhoahchhoah,ktt,kcc,True
khì-thiòng-lún,氣暢忍,16,khì-thiòng-lún,khi3thiong3lun2,khi3thiong3lun2,khithionglun,khithionglun,ktl,ktl,True
khì-tsà-ko,氣炸鍋,16,khì-chà-ko,khi3tsa3ko1,khi3cha3ko1,khitsako,khichako,ktk,kck,True
khì-tsìnn-ko,氣糋鍋,16,khì-chìⁿ-ko,khi3tsinn3ko1,khi3chinn3ko1,khitsinnko,khichinnko,ktk,kck,True
khì-tsìnn-ue,氣糋鍋,16,khì-chìⁿ-oe,khi3tsinn3ue1,khi3chinn3oe1,khitsinnue,khichinnoe,ktu,kco,True
khì-siōng-ha̍k,氣象學,16,khì-siōng-ha̍k,khi3siong7hak8,khi3siong7hak8,khisionghak,khisionghak,ksh,ksh,True
tsuí-kah-tshâ,水佮柴,16,chúi-kah-chhâ,tsui2kah4tsha5,chui2kah4chha5,tsuikahtsha,chuikahchha,tkt,ckc,True
tsuí-bū-kio̍k,水務局,16,chúi-bū-kio̍k,tsui2bu7kiok8,chui2bu7kiok8,tsuibukiok,chuibukiok,tbk,cbk,True
tsuí-tsún-á,水圳仔,16,chúi-chún-á,tsui2tsun2a2,chui2chun2a2,tsuitsuna,chuichuna,tta,cca,True
tsuí-siū-ku,水壽龜,16,chúi-siū-ku,tsui2siu7ku1,chui2siu7ku1,tsuisiuku,chuisiuku,tsk,csk,True
tsuí-pang-suann,水崩山,16,chúi-pang-soaⁿ,tsui2pang1suann1,chui2pang1soann1,tsuipangsuann,chuipangsoann,tps,cps,True
tsuí-tshái-uē,水彩畫,16,chúi-chhái-ōe,tsui2tshai2ue7,chui2chhai2oe7,tsuitshaiue,chuichhaioe,ttu,cco,True
tsuí-tshit-á,水拭仔,16,chúi-chhit-á,tsui2tshit4a2,chui2chhit4a2,tsuitshita,chuichhita,tta,cca,True
tsuí-tsūn-á,水捘仔,16,chúi-chūn-á,tsui2tsun7a2,chui2chun7a2,tsuitsuna,chuichuna,tta,cca,True
tsuí-tso̍k-siunn,水族箱,16,chúi-cho̍k-siuⁿ,tsui2tsok8siunn1,chui2chok8siunn1,tsuitsoksiunn,chuichoksiunn,tts,ccs,True
tsuí-tso̍k-kuán,水族館,16,chúi-cho̍k-koán,tsui2tsok8kuan2,chui2chok8koan2,tsuitsokkuan,chuichokkoan,ttk,cck,True
tsuí-kó-kuann,水果乾,16,chúi-kó-koaⁿ,tsui2ko2kuann1,chui2ko2koann1,tsuikokuann,chuikokoann,tkk,ckk,True
tsuí-kó-bâ,水果猫,16,chúi-kó-bâ,tsui2ko2ba5,chui2ko2ba5,tsuikoba,chuikoba,tkb,ckb,True
tsuí-kó-kué,水果粿,16,chúi-kó-kóe,tsui2ko2kue2,chui2ko2koe2,tsuikokue,chuikokoe,tkk,ckk,True
tsuí-kó-ké,水果粿,16,chúi-kó-ké,tsui2ko2ke2,chui2ko2ke2,tsuikoke,chuikoke,tkk,ckk,True
tsuí-thiāu-ku,水柱龜,16,chúi-thiāu-ku,tsui2thiau7ku1,chui2thiau7ku1,tsuithiauku,chuithiauku,ttk,ctk,True
tsuí-tî-á,水池仔,16,chúi-tî-á,tsui2ti5a2,chui2ti5a2,tsuitia,chuitia,tta,cta,True
tsuí-tshiâng-tshē,水沖泚,16,chúi-chhiâng-chhē,tsui2tshiang5tshe7,chui2chhiang5chhe7,tsuitshiangtshe,chuichhiangchhe,ttt,ccc,True
tsuí-tshiâng-khut,水沖窟,16,chúi-chhiâng-khut,tsui2tshiang5khut4,chui2chhiang5khut4,tsuitshiangkhut,chuichhiangkhut,ttk,cck,True
tsuí-tshâng-khut,水沖窟,16,chúi-chhâng-khut,tsui2tshang5khut4,chui2chhang5khut4,tsuitshangkhut,chuichhangkhut,ttk,cck,True
tsuí-sua-liân,水沙連,16,chúi-soa-liân,tsui2sua1lian5,chui2soa1lian5,tsuisualian,chuisoalian,tsl,csl,True
tsuí-tsuânn-thâu,水泉頭,16,chúi-chôaⁿ-thâu,tsui2tsuann5thau5,chui2choann5thau5,tsuitsuannthau,chuichoannthau,ttt,cct,True
tsuí-tsìm-kué,水浸粿,16,chúi-chìm-kóe,tsui2tsim3kue2,chui2chim3koe2,tsuitsimkue,chuichimkoe,ttk,cck,True
tsuí-tsìm-ké,水浸粿,16,chúi-chìm-ké,tsui2tsim3ke2,chui2chim3ke2,tsuitsimke,chuichimke,ttk,cck,True
tsuí-guân-thâu,水源頭,16,chúi-goân-thâu,tsui2guan5thau5,chui2goan5thau5,tsuiguanthau,chuigoanthau,tgt,cgt,True
