hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taigitv,is_variant
烏鶖目,oo-tshiu-ba̍k,16,o͘-chhiu-ba̍k,oo1tshiu1bak8,oo1chhiu1bak8,ㆦㄑㄧㄨㆠㄚㆻ̇,,ootshiubak,oochhiubak,ㆦㄑㄧㄨㆠㄚㆻ,,otb,ocb,ㆦㄑㆠ,,True,False
烘箱紙,hang-siunn-tsuá,16,hang-siuⁿ-chóa,hang1siunn1tsua2,hang1siunn1choa2,ㄏㄤㄒㄧㆫㄗㄨㄚˋ,,hangsiunntsua,hangsiunnchoa,ㄏㄤㄒㄧㆫㄗㄨㄚ,,hst,hsc,ㄏㄒㄗ,,True,False
焚化爐,hûn-huà-lôo,16,hûn-hòa-lô͘,hun5hua3loo5,hun5hoa3loo5,ㄏㄨㄣˊㄏㄨㄚ˪ㄌㆦˊ,,hunhualoo,hunhoaloo,ㄏㄨㄣㄏㄨㄚㄌㆦ,,hhl,hhl,ㄏㄏㄌ,,True,False
無人機,bô-lâng-ki,16,bô-lâng-ki,bo5lang5ki1,bo5lang5ki1,ㆠㄛˊㄌㄤˊㄍㄧ,,bolangki,bolangki,ㆠㄛㄌㄤㄍㄧ,,blk,blk,ㆠㄌㄍ,,True,False
無人機,bû-jîn-ki,16,bû-jîn-ki,bu5jin5ki1,bu5jin5ki1,ㆠㄨˊㆢㄧㄣˊㄍㄧ,,bujinki,bujinki,ㆠㄨㆢㄧㄣㄍㄧ,,bjk,bjk,ㆠㆢㄍ,,True,False
無人機,bû-lîn-ki,16,bû-lîn-ki,bu5lin5ki1,bu5lin5ki1,ㆠㄨˊㄌㄧㄣˊㄍㄧ,,bulinki,bulinki,ㆠㄨㄌㄧㄣㄍㄧ,,blk,blk,ㆠㄌㄍ,,True,False
無承著,bô sîn tio̍h,16,bô sîn tio̍h,bo5sin5tioh8,bo5sin5tioh8,ㆠㄛˊㄒㄧㄣˊㄉㄧㄛㆷ̇,,bosintioh,bosintioh,ㆠㄛㄒㄧㄣㄉㄧㄛㆷ,,bst,bst,ㆠㄒㄉ,,True,False
無花果,bû-hua-kó,16,bû-hoa-kó,bu5hua1ko2,bu5hoa1ko2,ㆠㄨˊㄏㄨㄚㄍㄛˋ,,buhuako,buhoako,ㆠㄨㄏㄨㄚㄍㄛ,,bhk,bhk,ㆠㄏㄍ,,True,False
無重巡,bô tîng-sûn,16,bô têng-sûn,bo5ting5sun5,bo5teng5sun5,ㆠㄛˊㄉㄧㄥˊㄙㄨㄣˊ,,botingsun,botengsun,ㆠㄛㄉㄧㄥㄙㄨㄣ,,bts,bts,ㆠㄉㄙ,,True,False
焦慮症,tsiau-lī-tsìng,16,chiau-lī-chèng,tsiau1li7tsing3,chiau1li7cheng3,ㄐㄧㄠㄌㄧ˫ㄐㄧㄥ˪,,tsiaulitsing,chiaulicheng,ㄐㄧㄠㄌㄧㄐㄧㄥ,,tlt,clc,ㄐㄌㄐ,,True,False
焦慮症,tsiau-lū-tsìng,16,chiau-lū-chèng,tsiau1lu7tsing3,chiau1lu7cheng3,ㄐㄧㄠㄌㄨ˫ㄐㄧㄥ˪,,tsiaulutsing,chiaulucheng,ㄐㄧㄠㄌㄨㄐㄧㄥ,,tlt,clc,ㄐㄌㄐ,,True,False
煙腸狗,ian-tshiân-káu,16,ian-chhiân-káu,ian1tshian5kau2,ian1chhian5kau2,ㄧㄢㄑㄧㄢˊㄍㄠˋ,,iantshiankau,ianchhiankau,ㄧㄢㄑㄧㄢㄍㄠ,,itk,ick,ㄧㄑㄍ,,True,False
煙腸狗,ian-tshiâng-káu,16,ian-chhiâng-káu,ian1tshiang5kau2,ian1chhiang5kau2,ㄧㄢㄑㄧㄤˊㄍㄠˋ,,iantshiangkau,ianchhiangkau,ㄧㄢㄑㄧㄤㄍㄠ,,itk,ick,ㄧㄑㄍ,,True,False
熨錫筆,ut-siah-pit,16,ut-siah-pit,ut4siah4pit4,ut4siah4pit4,ㄨㆵㄒㄧㄚㆷㄅㄧㆵ,,utsiahpit,utsiahpit,ㄨㆵㄒㄧㄚㆷㄅㄧㆵ,,usp,usp,ㄨㄒㄅ,,True,False
熱氣球,jia̍t-khì-kiû,16,jia̍t-khì-kiû,jiat8khi3kiu5,jiat8khi3kiu5,ㆢㄧㄚㆵ̇ㄎㄧ˪ㄍㄧㄨˊ,,jiatkhikiu,jiatkhikiu,ㆢㄧㄚㆵㄎㄧㄍㄧㄨ,,jkk,jkk,ㆢㄎㄍ,,True,False
熱氣球,lia̍t-khì-kiû,16,lia̍t-khì-kiû,liat8khi3kiu5,liat8khi3kiu5,ㄌㄧㄚㆵ̇ㄎㄧ˪ㄍㄧㄨˊ,,liatkhikiu,liatkhikiu,ㄌㄧㄚㆵㄎㄧㄍㄧㄨ,,lkk,lkk,ㄌㄎㄍ,,True,False
燃料棒,jiân-liāu-pāng,16,jiân-liāu-pāng,jian5liau7pang7,jian5liau7pang7,ㆢㄧㄢˊㄌㄧㄠ˫ㄅㄤ˫,,jianliaupang,jianliaupang,ㆢㄧㄢㄌㄧㄠㄅㄤ,,jlp,jlp,ㆢㄌㄅ,,True,False
燃料棒,liân-liāu-pāng,16,liân-liāu-pāng,lian5liau7pang7,lian5liau7pang7,ㄌㄧㄢˊㄌㄧㄠ˫ㄅㄤ˫,,lianliaupang,lianliaupang,ㄌㄧㄢㄌㄧㄠㄅㄤ,,llp,llp,ㄌㄌㄅ,,True,False
燕麥奶,iàn-be̍h-ling,16,iàn-be̍h-leng,ian3beh8ling1,ian3beh8leng1,ㄧㄢ˪ㆠㆤㆷ̇ㄌㄧㄥ,,ianbehling,ianbehleng,ㄧㄢㆠㆤㆷㄌㄧㄥ,,ibl,ibl,ㄧㆠㄌ,,True,False
燕麥奶,iàn-be̍h-ni,16,iàn-be̍h-ni,ian3beh8ni1,ian3beh8ni1,ㄧㄢ˪ㆠㆤㆷ̇ㄋㄧ,,ianbehni,ianbehni,ㄧㄢㆠㆤㆷㄋㄧ,,ibn,ibn,ㄧㆠㄋ,,True,False
爆發力,po̍k-huat-li̍k,16,po̍k-hoat-le̍k,pok8huat4lik8,pok8hoat4lek8,ㄅㆦㆻ̇ㄏㄨㄚㆵㄌㄧㆻ̇,,pokhuatlik,pokhoatlek,ㄅㆦㆻㄏㄨㄚㆵㄌㄧㆻ,,phl,phl,ㄅㄏㄌ,,True,False
爵士樂,tsiok-sū-ga̍k,16,chiok-sū-ga̍k,tsiok4su7gak8,chiok4su7gak8,ㄐㄧㆦㆻㄙㄨ˫ㆣㄚㆻ̇,,tsioksugak,chioksugak,ㄐㄧㆦㆻㄙㄨㆣㄚㆻ,,tsg,csg,ㄐㄙㆣ,,True,False
牚篙跳,thènn-ko-thiàu,16,thèⁿ-ko-thiàu,thenn3ko1thiau3,thenn3ko1thiau3,ㄊㆥ˪ㄍㄛㄊㄧㄠ˪,,thennkothiau,thennkothiau,ㄊㆥㄍㄛㄊㄧㄠ,,tkt,tkt,ㄊㄍㄊ,,True,False
牚篙跳,thìnn-ko-thiàu,16,thìⁿ-ko-thiàu,thinn3ko1thiau3,thinn3ko1thiau3,ㄊㆪ˪ㄍㄛㄊㄧㄠ˪,,thinnkothiau,thinnkothiau,ㄊㆪㄍㄛㄊㄧㄠ,,tkt,tkt,ㄊㄍㄊ,,True,False
牛奶凍,gû-ling-tàng,16,gû-leng-tàng,gu5ling1tang3,gu5leng1tang3,ㆣㄨˊㄌㄧㄥㄉㄤ˪,,gulingtang,gulengtang,ㆣㄨㄌㄧㄥㄉㄤ,,glt,glt,ㆣㄌㄉ,,True,False
牛奶凍,gû-ni-tàng,16,gû-ni-tàng,gu5ni1tang3,gu5ni1tang3,ㆣㄨˊㄋㄧㄉㄤ˪,,gunitang,gunitang,ㆣㄨㄋㄧㄉㄤ,,gnt,gnt,ㆣㄋㄉ,,True,False
牛奶泡,gû-ling-phàu,16,gû-leng-phàu,gu5ling1phau3,gu5leng1phau3,ㆣㄨˊㄌㄧㄥㄆㄠ˪,,gulingphau,gulengphau,ㆣㄨㄌㄧㄥㄆㄠ,,glp,glp,ㆣㄌㄆ,,True,False
牛奶泡,gû-ni-phàu,16,gû-ni-phàu,gu5ni1phau3,gu5ni1phau3,ㆣㄨˊㄋㄧㄆㄠ˪,,guniphau,guniphau,ㆣㄨㄋㄧㄆㄠ,,gnp,gnp,ㆣㄋㄆ,,True,False
牛奶膏,gû-ling-ko,16,gû-leng-ko,gu5ling1ko1,gu5leng1ko1,ㆣㄨˊㄌㄧㄥㄍㄛ,,gulingko,gulengko,ㆣㄨㄌㄧㄥㄍㄛ,,glk,glk,ㆣㄌㄍ,,True,False
牛奶膏,gû-ni-ko,16,gû-ni-ko,gu5ni1ko1,gu5ni1ko1,ㆣㄨˊㄋㄧㄍㄛ,,guniko,guniko,ㆣㄨㄋㄧㄍㄛ,,gnk,gnk,ㆣㄋㄍ,,True,False
牛奶酥,gû-ling-soo,16,gû-leng-so͘,gu5ling1soo1,gu5leng1soo1,ㆣㄨˊㄌㄧㄥㄙㆦ,,gulingsoo,gulengsoo,ㆣㄨㄌㄧㄥㄙㆦ,,gls,gls,ㆣㄌㄙ,,True,False
牛奶酥,gû-ni-soo,16,gû-ni-so͘,gu5ni1soo1,gu5ni1soo1,ㆣㄨˊㄋㄧㄙㆦ,,gunisoo,gunisoo,ㆣㄨㄋㄧㄙㆦ,,gns,gns,ㆣㄋㄙ,,True,False
牛奶霜,gû-ling-song,16,gû-leng-song,gu5ling1song1,gu5leng1song1,ㆣㄨˊㄌㄧㄥㄙㆲ,,gulingsong,gulengsong,ㆣㄨㄌㄧㄥㄙㆲ,,gls,gls,ㆣㄌㄙ,,True,False
牛奶霜,gû-ni-song,16,gû-ni-song,gu5ni1song1,gu5ni1song1,ㆣㄨˊㄋㄧㄙㆲ,,gunisong,gunisong,ㆣㄨㄋㄧㄙㆲ,,gns,gns,ㆣㄋㄙ,,True,False
牛腱子,gû kiàn-tsí,16,gû kiàn-chí,gu5kian3tsi2,gu5kian3chi2,ㆣㄨˊㄍㄧㄢ˪ㄐㄧˋ,,gukiantsi,gukianchi,ㆣㄨㄍㄧㄢㄐㄧ,,gkt,gkc,ㆣㄍㄐ,,True,False
牛角麭,gû-kak-pháng,16,gû-kak-pháng,gu5kak4phang2,gu5kak4phang2,ㆣㄨˊㄍㄚㆻㄆㄤˋ,,gukakphang,gukakphang,ㆣㄨㄍㄚㆻㄆㄤ,,gkp,gkp,ㆣㄍㄆ,,True,False
牛頭狗,gû-thâu-káu,16,gû-thâu-káu,gu5thau5kau2,gu5thau5kau2,ㆣㄨˊㄊㄠˊㄍㄠˋ,,guthaukau,guthaukau,ㆣㄨㄊㄠㄍㄠ,,gtk,gtk,ㆣㄊㄍ,,True,False
物聯網,bu̍t-liân-bāng,16,bu̍t-liân-bāng,but8lian5bang7,but8lian5bang7,ㆠㄨㆵ̇ㄌㄧㄢˊㆠㄤ˫,,butlianbang,butlianbang,ㆠㄨㆵㄌㄧㄢㆠㄤ,,blb,blb,ㆠㄌㆠ,,True,False
猛打賞,bíng-tánn-siúnn,16,béng-táⁿ-siúⁿ,bing2tann2siunn2,beng2tann2siunn2,ㆠㄧㄥˋㄉㆩˋㄒㄧㆫˋ,,bingtannsiunn,bengtannsiunn,ㆠㄧㄥㄉㆩㄒㄧㆫ,,bts,bts,ㆠㄉㄒ,,True,False
猴頭果,kâu-thâu-kó,16,kâu-thâu-kó,kau5thau5ko2,kau5thau5ko2,ㄍㄠˊㄊㄠˊㄍㄛˋ,,kauthauko,kauthauko,ㄍㄠㄊㄠㄍㄛ,,ktk,ktk,ㄍㄊㄍ,,True,False
獅仔狗,sai-á-káu,16,sai-á-káu,sai1a2kau2,sai1a2kau2,ㄙㄞㄚˋㄍㄠˋ,,saiakau,saiakau,ㄙㄞㄚㄍㄠ,,sak,sak,ㄙㄚㄍ,,True,False
瑞士捲,suī-sū-kńg,16,sūi-sū-kńg,sui7su7kng2,sui7su7kng2,ㄙㄨㄧ˫ㄙㄨ˫ㄍㆭˋ,,suisukng,suisukng,ㄙㄨㄧㄙㄨㄍㆭ,,ssk,ssk,ㄙㄙㄍ,,True,False
瑞樂沙,suī-lo̍k-sua,16,sūi-lo̍k-soa,sui7lok8sua1,sui7lok8soa1,ㄙㄨㄧ˫ㄌㆦㆻ̇ㄙㄨㄚ,,suiloksua,suiloksoa,ㄙㄨㄧㄌㆦㆻㄙㄨㄚ,,sls,sls,ㄙㄌㄙ,,True,False
瑪德蓮,má-tik-liân,16,má-tek-liân,ma2tik4lian5,ma2tek4lian5,ㄇㄚˋㄉㄧㆻㄌㄧㄢˊ,,matiklian,mateklian,ㄇㄚㄉㄧㆻㄌㄧㄢ,,mtl,mtl,ㄇㄉㄌ,,True,False
甕底油,àng-té-iû,16,àng-té-iû,ang3te2iu5,ang3te2iu5,ㄤ˪ㄉㆤˋㄧㄨˊ,,angteiu,angteiu,ㄤㄉㆤㄧㄨ,,ati,ati,ㄤㄉㄧ,,True,False
甜箍仔,tinn-khoo-á,16,tiⁿ-kho͘-á,tinn1khoo1a2,tinn1khoo1a2,ㄉㆪㄎㆦㄚˋ,,tinnkhooa,tinnkhooa,ㄉㆪㄎㆦㄚ,,tka,tka,ㄉㄎㄚ,,True,False
甜薟醬,tinn-hiam-tsiùnn,16,tiⁿ-hiam-chiùⁿ,tinn1hiam1tsiunn3,tinn1hiam1chiunn3,ㄉㆪㄏㄧㆰㄐㄧㆫ˪,,tinnhiamtsiunn,tinnhiamchiunn,ㄉㆪㄏㄧㆰㄐㄧㆫ,,tht,thc,ㄉㄏㄐ,,True,False
甜蜜點,tinn-bi̍t-tiám,16,tiⁿ-bi̍t-tiám,tinn1bit8tiam2,tinn1bit8tiam2,ㄉㆪㆠㄧㆵ̇ㄉㄧㆰˋ,,tinnbittiam,tinnbittiam,ㄉㆪㆠㄧㆵㄉㄧㆰ,,tbt,tbt,ㄉㆠㄉ,,True,False
生成式,sing-sîng-sik,16,seng-sêng-sek,sing1sing5sik4,seng1seng5sek4,ㄒㄧㄥㄒㄧㄥˊㄒㄧㆻ,,singsingsik,sengsengsek,ㄒㄧㄥㄒㄧㄥㄒㄧㆻ,,sss,sss,ㄒㄒㄒ,,True,False
生湠地,senn-thuànn-tē,16,seⁿ-thòaⁿ-tē,senn1thuann3te7,senn1thoann3te7,ㄙㆥㄊㄨㆩ˪ㄉㆤ˫,,sennthuannte,sennthoannte,ㄙㆥㄊㄨㆩㄉㆤ,,stt,stt,ㄙㄊㄉ,,True,False
生湠地,sinn-thuànn-tuē,16,siⁿ-thòaⁿ-tōe,sinn1thuann3tue7,sinn1thoann3toe7,ㄒㆪㄊㄨㆩ˪ㄉㄨㆤ˫,,sinnthuanntue,sinnthoanntoe,ㄒㆪㄊㄨㆩㄉㄨㆤ,,stt,stt,ㄒㄊㄉ,,True,False
界內球,kài-lāi-kiû,16,kài-lāi-kiû,kai3lai7kiu5,kai3lai7kiu5,ㄍㄞ˪ㄌㄞ˫ㄍㄧㄨˊ,,kailaikiu,kailaikiu,ㄍㄞㄌㄞㄍㄧㄨ,,klk,klk,ㄍㄌㄍ,,True,False
界外球,kài-guā-kiû,16,kài-gōa-kiû,kai3gua7kiu5,kai3goa7kiu5,ㄍㄞ˪ㆣㄨㄚ˫ㄍㄧㄨˊ,,kaiguakiu,kaigoakiu,ㄍㄞㆣㄨㄚㄍㄧㄨ,,kgk,kgk,ㄍㆣㄍ,,True,True
番薯球,han-tsî-kiû,16,han-chî-kiû,han1tsi5kiu5,han1chi5kiu5,ㄏㄢㄐㄧˊㄍㄧㄨˊ,,hantsikiu,hanchikiu,ㄏㄢㄐㄧㄍㄧㄨ,,htk,hck,ㄏㄐㄍ,,True,False
番薯球,han-tsû-kiû,16,han-chû-kiû,han1tsu5kiu5,han1chu5kiu5,ㄏㄢㄗㄨˊㄍㄧㄨˊ,,hantsukiu,hanchukiu,ㄏㄢㄗㄨㄍㄧㄨ,,htk,hck,ㄏㄗㄍ,,True,False
番麥枝,huan-be̍h-ki,16,hoan-be̍h-ki,huan1beh8ki1,hoan1beh8ki1,ㄏㄨㄢㆠㆤㆷ̇ㄍㄧ,,huanbehki,hoanbehki,ㄏㄨㄢㆠㆤㆷㄍㄧ,,hbk,hbk,ㄏㆠㄍ,,True,False
畫圖板,uē-tôo-pán,16,ōe-tô͘-pán,ue7too5pan2,oe7too5pan2,ㄨㆤ˫ㄉㆦˊㄅㄢˋ,,uetoopan,oetoopan,ㄨㆤㄉㆦㄅㄢ,,utp,otp,ㄨㄉㄅ,,True,False
畫圖板,uī-tôo-pán,16,ūi-tô͘-pán,ui7too5pan2,ui7too5pan2,ㄨㄧ˫ㄉㆦˊㄅㄢˋ,,uitoopan,uitoopan,ㄨㄧㄉㆦㄅㄢ,,utp,utp,ㄨㄉㄅ,,True,False
畫鼻影,uē-phīnn-iánn,16,ōe-phīⁿ-iáⁿ,ue7phinn7iann2,oe7phinn7iann2,ㄨㆤ˫ㄆㆪ˫ㄧㆩˋ,,uephinniann,oephinniann,ㄨㆤㄆㆪㄧㆩ,,upi,opi,ㄨㄆㄧ,,True,False
痟牛症,siáu-gû-tsìng,16,siáu-gû-chèng,siau2gu5tsing3,siau2gu5cheng3,ㄒㄧㄠˋㆣㄨˊㄐㄧㄥ˪,,siaugutsing,siaugucheng,ㄒㄧㄠㆣㄨㄐㄧㄥ,,sgt,sgc,ㄒㆣㄐ,,True,False
痟狗病,siáu-káu-pēnn,16,siáu-káu-pēⁿ,siau2kau2penn7,siau2kau2penn7,ㄒㄧㄠˋㄍㄠˋㄅㆥ˫,,siaukaupenn,siaukaupenn,ㄒㄧㄠㄍㄠㄅㆥ,,skp,skp,ㄒㄍㄅ,,True,False
痟狗病,siáu-káu-pīnn,16,siáu-káu-pīⁿ,siau2kau2pinn7,siau2kau2pinn7,ㄒㄧㄠˋㄍㄠˋㄅㆪ˫,,siaukaupinn,siaukaupinn,ㄒㄧㄠㄍㄠㄅㆪ,,skp,skp,ㄒㄍㄅ,,True,False
痟鹿症,siáu-lo̍k-tsìng,16,siáu-lo̍k-chèng,siau2lok8tsing3,siau2lok8cheng3,ㄒㄧㄠˋㄌㆦㆻ̇ㄐㄧㄥ˪,,siauloktsing,siaulokcheng,ㄒㄧㄠㄌㆦㆻㄐㄧㄥ,,slt,slc,ㄒㄌㄐ,,True,False
發球權,huat-kiû-khuân,16,hoat-kiû-khoân,huat4kiu5khuan5,hoat4kiu5khoan5,ㄏㄨㄚㆵㄍㄧㄨˊㄎㄨㄢˊ,,huatkiukhuan,hoatkiukhoan,ㄏㄨㄚㆵㄍㄧㄨㄎㄨㄢ,,hkk,hkk,ㄏㄍㄎ,,True,False
發球權,huat-kiû-kuân,16,hoat-kiû-koân,huat4kiu5kuan5,hoat4kiu5koan5,ㄏㄨㄚㆵㄍㄧㄨˊㄍㄨㄢˊ,,huatkiukuan,hoatkiukoan,ㄏㄨㄚㆵㄍㄧㄨㄍㄨㄢ,,hkk,hkk,ㄏㄍㄍ,,True,False
益生菌,ik-sing-khún,16,ek-seng-khún,ik4sing1khun2,ek4seng1khun2,ㄧㆻㄒㄧㄥㄎㄨㄣˋ,,iksingkhun,eksengkhun,ㄧㆻㄒㄧㄥㄎㄨㄣ,,isk,esk,ㄧㄒㄎ,,True,False
盜本壘,tō-pún-luí,16,tō-pún-lúi,to7pun2lui2,to7pun2lui2,ㄉㄛ˫ㄅㄨㄣˋㄌㄨㄧˋ,,topunlui,topunlui,ㄉㄛㄅㄨㄣㄌㄨㄧ,,tpl,tpl,ㄉㄅㄌ,,True,False
監視器,kàm-sī-khì,16,kàm-sī-khì,kam3si7khi3,kam3si7khi3,ㄍㆰ˪ㄒㄧ˫ㄎㄧ˪,,kamsikhi,kamsikhi,ㄍㆰㄒㄧㄎㄧ,,ksk,ksk,ㄍㄒㄎ,,True,False
目墘線,ba̍k-kînn-suànn,16,ba̍k-kîⁿ-sòaⁿ,bak8kinn5suann3,bak8kinn5soann3,ㆠㄚㆻ̇ㄍㆪˊㄙㄨㆩ˪,,bakkinnsuann,bakkinnsoann,ㆠㄚㆻㄍㆪㄙㄨㆩ,,bks,bks,ㆠㄍㄙ,,True,False
目尾痕,ba̍k-bué-hûn,16,ba̍k-bóe-hûn,bak8bue2hun5,bak8boe2hun5,ㆠㄚㆻ̇ㆠㄨㆤˋㄏㄨㄣˊ,,bakbuehun,bakboehun,ㆠㄚㆻㆠㄨㆤㄏㄨㄣ,,bbh,bbh,ㆠㆠㄏ,,True,False
目尾痕,ba̍k-bé-hûn,16,ba̍k-bé-hûn,bak8be2hun5,bak8be2hun5,ㆠㄚㆻ̇ㆠㆤˋㄏㄨㄣˊ,,bakbehun,bakbehun,ㆠㄚㆻㆠㆤㄏㄨㄣ,,bbh,bbh,ㆠㆠㄏ,,True,False
目屎溝,ba̍k-sái-kau,16,ba̍k-sái-kau,bak8sai2kau1,bak8sai2kau1,ㆠㄚㆻ̇ㄙㄞˋㄍㄠ,,baksaikau,baksaikau,ㆠㄚㆻㄙㄞㄍㄠ,,bsk,bsk,ㆠㄙㄍ,,True,False
目彩盤,ba̍k-tshái-puânn,16,ba̍k-chhái-pôaⁿ,bak8tshai2puann5,bak8chhai2poann5,ㆠㄚㆻ̇ㄘㄞˋㄅㄨㆩˊ,,baktshaipuann,bakchhaipoann,ㆠㄚㆻㄘㄞㄅㄨㆩ,,btp,bcp,ㆠㄘㄅ,,True,False
目彩筅,ba̍k-tshái-tshíng,16,ba̍k-chhái-chhéng,bak8tshai2tshing2,bak8chhai2chheng2,ㆠㄚㆻ̇ㄘㄞˋㄑㄧㄥˋ,,baktshaitshing,bakchhaichheng,ㆠㄚㆻㄘㄞㄑㄧㄥ,,btt,bcc,ㆠㄘㄑ,,True,False
目眉筅,ba̍k-bâi-tshíng,16,ba̍k-bâi-chhéng,bak8bai5tshing2,bak8bai5chheng2,ㆠㄚㆻ̇ㆠㄞˊㄑㄧㄥˋ,,bakbaitshing,bakbaichheng,ㆠㄚㆻㆠㄞㄑㄧㄥ,,bbt,bbc,ㆠㆠㄑ,,True,False
目眉筆,ba̍k-bâi-pit,16,ba̍k-bâi-pit,bak8bai5pit4,bak8bai5pit4,ㆠㄚㆻ̇ㆠㄞˊㄅㄧㆵ,,bakbaipit,bakbaipit,ㆠㄚㆻㆠㄞㄅㄧㆵ,,bbp,bbp,ㆠㆠㄅ,,True,False
目眉粉,ba̍k-bâi-hún,16,ba̍k-bâi-hún,bak8bai5hun2,bak8bai5hun2,ㆠㄚㆻ̇ㆠㄞˊㄏㄨㄣˋ,,bakbaihun,bakbaihun,ㆠㄚㆻㆠㄞㄏㄨㄣ,,bbh,bbh,ㆠㆠㄏ,,True,False
目眉膠,ba̍k-bâi-ka,16,ba̍k-bâi-ka,bak8bai5ka1,bak8bai5ka1,ㆠㄚㆻ̇ㆠㄞˊㄍㄚ,,bakbaika,bakbaika,ㆠㄚㆻㆠㄞㄍㄚ,,bbk,bbk,ㆠㆠㄍ,,True,False
目睭頭,ba̍k-tsiu-thâu,16,ba̍k-chiu-thâu,bak8tsiu1thau5,bak8chiu1thau5,ㆠㄚㆻ̇ㄐㄧㄨㄊㄠˊ,,baktsiuthau,bakchiuthau,ㆠㄚㆻㄐㄧㄨㄊㄠ,,btt,bct,ㆠㄐㄊ,,True,False
直排輪,ti̍t-pâi-lián,16,ti̍t-pâi-lián,tit8pai5lian2,tit8pai5lian2,ㄉㄧㆵ̇ㄅㄞˊㄌㄧㄢˋ,,titpailian,titpailian,ㄉㄧㆵㄅㄞㄌㄧㄢ,,tpl,tpl,ㄉㄅㄌ,,True,False
直的,ti̍t--ê,16,ti̍t--ê,tit8e5,tit8e5,ㄉㄧㆵ̇ㆤˊ,,tite,tite,ㄉㄧㆵㆤ,,te,te,ㄉㆤ,,True,False
真假值,tsin-ké-ta̍t,16,chin-ké-ta̍t,tsin1ke2tat8,chin1ke2tat8,ㄐㄧㄣㄍㆤˋㄉㄚㆵ̇,,tsinketat,chinketat,ㄐㄧㄣㄍㆤㄉㄚㆵ,,tkt,ckt,ㄐㄍㄉ,,True,False
眼影盤,gán-iánn-puânn,16,gán-iáⁿ-pôaⁿ,gan2iann2puann5,gan2iann2poann5,ㆣㄢˋㄧㆩˋㄅㄨㆩˊ,,ganiannpuann,ganiannpoann,ㆣㄢㄧㆩㄅㄨㆩ,,gip,gip,ㆣㄧㄅ,,True,False
眼影筅,gán-iánn-tshíng,16,gán-iáⁿ-chhéng,gan2iann2tshing2,gan2iann2chheng2,ㆣㄢˋㄧㆩˋㄑㄧㄥˋ,,ganianntshing,ganiannchheng,ㆣㄢㄧㆩㄑㄧㄥ,,git,gic,ㆣㄧㄑ,,True,False
碳跤跡,thuànn-kha-jiah,16,thòaⁿ-kha-jiah,thuann3kha1jiah4,thoann3kha1jiah4,ㄊㄨㆩ˪ㄎㄚㆢㄧㄚㆷ,,thuannkhajiah,thoannkhajiah,ㄊㄨㆩㄎㄚㆢㄧㄚㆷ,,tkj,tkj,ㄊㄎㆢ,,True,True
碳跤跡,thuànn-kha-liah,16,thòaⁿ-kha-liah,thuann3kha1liah4,thoann3kha1liah4,ㄊㄨㆩ˪ㄎㄚㄌㄧㄚㆷ,,thuannkhaliah,thoannkhaliah,ㄊㄨㆩㄎㄚㄌㄧㄚㆷ,,tkl,tkl,ㄊㄎㄌ,,True,True
確認框,khak-jīn-khing,16,khak-jīn-kheng,khak4jin7khing1,khak4jin7kheng1,ㄎㄚㆻㆢㄧㄣ˫ㄎㄧㄥ,,khakjinkhing,khakjinkheng,ㄎㄚㆻㆢㄧㄣㄎㄧㄥ,,kjk,kjk,ㄎㆢㄎ,,True,False
確認框,khak-līn-khing,16,khak-līn-kheng,khak4lin7khing1,khak4lin7kheng1,ㄎㄚㆻㄌㄧㄣ˫ㄎㄧㄥ,,khaklinkhing,khaklinkheng,ㄎㄚㆻㄌㄧㄣㄎㄧㄥ,,klk,klk,ㄎㄌㄎ,,True,False
神波刀,sîn-pho-to,16,sîn-pho-to,sin5pho1to1,sin5pho1to1,ㄒㄧㄣˊㄆㄛㄉㄛ,,sinphoto,sinphoto,ㄒㄧㄣㄆㄛㄉㄛ,,spt,spt,ㄒㄆㄉ,,True,False
禽流感,khîm-liû-kám,16,khîm-liû-kám,khim5liu5kam2,khim5liu5kam2,ㄎㄧㆬˊㄌㄧㄨˊㄍㆰˋ,,khimliukam,khimliukam,ㄎㄧㆬㄌㄧㄨㄍㆰ,,klk,klk,ㄎㄌㄍ,,True,False
禽鳥類,khîm-tsiáu-luī,16,khîm-chiáu-lūi,khim5tsiau2lui7,khim5chiau2lui7,ㄎㄧㆬˊㄐㄧㄠˋㄌㄨㄧ˫,,khimtsiaului,khimchiaului,ㄎㄧㆬㄐㄧㄠㄌㄨㄧ,,ktl,kcl,ㄎㄐㄌ,,True,False
秋田狗,tshiu-tiân-káu,16,chhiu-tiân-káu,tshiu1tian5kau2,chhiu1tian5kau2,ㄑㄧㄨㄉㄧㄢˊㄍㄠˋ,,tshiutiankau,chhiutiankau,ㄑㄧㄨㄉㄧㄢㄍㄠ,,ttk,ctk,ㄑㄉㄍ,,True,False
穆斯林,bo̍k-su-lîm,16,bo̍k-su-lîm,bok8su1lim5,bok8su1lim5,ㆠㆦㆻ̇ㄙㄨㄌㄧㆬˊ,,boksulim,boksulim,ㆠㆦㆻㄙㄨㄌㄧㆬ,,bsl,bsl,ㆠㄙㄌ,,True,False
