tl,hanzi,drop_reason
ing-ia,,duplicate
ing-ia,,duplicate
ing-ia,,duplicate
ing-ia,颺埃,duplicate
ing-ko,鶯哥,duplicate
ing-ko,鶯哥,duplicate
ing-ko-phīnn,鸚哥鼻,duplicate
ing-ko-phīnn,鸚哥鼻,duplicate
ing-ko-phīnn,鸚哥鼻,duplicate
ing-ui,英威,duplicate
ing-ui,英威,duplicate
e-the,挨推,duplicate
e-tio̍h,挨著,duplicate
e--tio̍h,挨著,duplicate
gâ,牙,duplicate
gâi-ko,,duplicate
gâi-ko,,duplicate
gâi-pán,,duplicate
gāi,礙,duplicate
gāi-ba̍k,礙目,duplicate
gāi-ba̍k,礙目,duplicate
gāi-gi̍k,礙逆,duplicate
gāi-gi̍k,礙逆,duplicate
gāi-gio̍h,礙虐,duplicate
gāi-gio̍h,礙謔,duplicate
gāi-gio̍h,礙謔,duplicate
gāi-gio̍h,礙謔,duplicate
gāi-gio̍h,礙謔,duplicate
gāi-gio̍h,礙謔,duplicate
gám,,duplicate
gám,,duplicate
gám,,duplicate
gám-á,岑仔,duplicate
gâm,癌,duplicate
gâm,癌,duplicate
gâm-tsio̍h,岩石,duplicate
gâm-iâm,岩鹽,duplicate
gām,,duplicate
gām,儑,duplicate
gām-siūnn,儑想,duplicate
gām-siūnn,儑想,duplicate
gām-siūnn,儑想,duplicate
gām-siūnn,儑想,duplicate
gām-siūnn,儑想,duplicate
gán-ba̍k,眼目,duplicate
gán-tsìng,眼證,duplicate
gán-tsiáu,眼鳥,duplicate
gán-sîn,眼神,duplicate
gán-tio̍h,眼著,duplicate
gán-tio̍h,眼著,duplicate
gán-tio̍h,眼著,duplicate
gàn,,duplicate
gàn-tsuí,,duplicate
gàn-thih,,duplicate
gāng-gāng,怢怢,duplicate
gāng-gāng,怢怢,duplicate
gāng-gāng,怢怢,duplicate
gāng--khì,,duplicate
gāng--khì,,duplicate
gâu,,duplicate
gâu,,duplicate
gâu,,duplicate
gâu-tsò-lâng,,duplicate
gâu-lâng,,duplicate
gâu-lâng,,duplicate
gâu-lâng,,duplicate
gâu-sann-thiànn,,duplicate
gâu-sô,,duplicate
gâu-to̍h,,duplicate
gé-sé,睨洗,duplicate
gé-sé,睨洗,duplicate
gé-sē,睨視,duplicate
gé-sē,睨視,duplicate
gè,,duplicate
gê,,duplicate
gê,,duplicate
gê,芽,duplicate
gê-ba̍k,睨目,duplicate
gê-tsô,牙槽,duplicate
gê-tsô-khí,牙槽齒,duplicate
gê-tsô-kut,牙槽骨,duplicate
gê-lān,,duplicate
gê-lān,睨膦,duplicate
gê-lān,睨膦,duplicate
gê-lān,睨膦,duplicate
gê-lâng-lān,睨人膦,duplicate
gê-siâu,,duplicate
gê-sîn,,duplicate
gê-sîn,睨神,duplicate
gē-tuànn,藝妲,duplicate
gíng,研,duplicate
gíng,研,duplicate
gíng-bua̍h,研末,duplicate
gíng-hún,研粉,duplicate
gíng-puah,研缽,duplicate
gíng-thuî,研槌,duplicate
gíng-thuî,研槌,duplicate
gîng,,duplicate
gîng-hueh,凝血,duplicate
gîng-hueh,凝血,duplicate
gî-gâi,疑騃,duplicate
gî-ngā,疑訝,duplicate
gî-ngái,疑騃,duplicate
gî-ngái,疑騃,duplicate
gî-ngái,疑騃,duplicate
gî-sim,疑心,duplicate
gī-tsú,義子,duplicate
gī-gī-tshiò,誼誼笑,duplicate
gī-gī-tshiò,誼誼笑,duplicate
gī-tiúnn,議長,duplicate
giâ,,duplicate
giâ,,duplicate
giâ-tshia-lián,,duplicate
giâ-kang-tsháu,蜈蚣草,duplicate
giâ-kang-tsháu,蜈蚣草,duplicate
giâ-kang-sau,蜈蚣蛸,duplicate
giâ-kê,,duplicate
giâ-kê,,duplicate
giâ-kê,,duplicate
giâ-kê,,duplicate
giâ-kê,,duplicate
giâ-kháu-tshng,鵝口瘡,duplicate
giâ-lân-sik,牙蘭色,duplicate
giâ-lân-sik,牙蘭色,duplicate
giâ-ngē-ko,,duplicate
giâ-ngē-ko,,duplicate
giâ-sì-kòo,,duplicate
giâ-sì-thâu,,duplicate
giâ-thâu,,duplicate
giâ-thâu,,duplicate
gia̍h,,duplicate
gia̍h,,duplicate
gia̍h,揭,duplicate
gia̍h,揭,duplicate
gia̍h,額,duplicate
gia̍h-guā,額外,duplicate
gia̍h-kê,,duplicate
gia̍h-kông,,duplicate
gia̍h-siann,額聲,duplicate
gia̍h-siann,額聲,duplicate
gia̍h-siann,額聲,duplicate
gia̍h-sòo,額數,duplicate
gia̍h-thâu,,duplicate
gia̍h-thâu,舉頭,duplicate
gia̍h-thâu-kî,舉頭旗,duplicate
giám,噞,duplicate
giám-ngē,儼硬,duplicate
giám-ngē,儼硬,duplicate
giám-ngē,儼硬,duplicate
giám-ngē,儼硬,duplicate
giám-ngē,儼硬,duplicate
giám-ngē,儼硬,duplicate
giám-ngē,儼硬,duplicate
giám-siâu,,duplicate
giâm-gâi,嚴啀,duplicate
giâm-kong,岩公,duplicate
gián-tsiáu,眼鳥,duplicate
gián-sî,眼時,duplicate
gián-tè-tè,娟塊塊,duplicate
giàn,,duplicate
giàn-sian-ko,癮仙膏,duplicate
giàn-sian-ko,癮仙膏,duplicate
giàn-thâu,,duplicate
giàn-thâu,癮頭,duplicate
giàng,齴,duplicate
giàng-gê,齴牙,duplicate
giàng-gê,齴牙,duplicate
giàng-gê,齴牙,duplicate
giàng-gê,齴牙,duplicate
giàng-gê,齴牙,duplicate
giàng-gê,齴牙,duplicate
giàng-khí,齴齒,duplicate
giàng-khí,齴齒,duplicate
giang-á,,duplicate
giang-á,鈃仔,duplicate
gia̍p,業,duplicate
gia̍p-tsè,業債,duplicate
gia̍p-tsè,業債,duplicate
gia̍p-miā,業命,duplicate
gia̍p-sán,業產,duplicate
gia̍t,孽,duplicate
gia̍t,孽,duplicate
gia̍t-tsú,孽子,duplicate
gia̍t-siâu,,duplicate
gia̍t-siâu,,duplicate
giat-láu,,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
giâu-gî,憢疑,duplicate
gím-gī,錦議,duplicate
gím-gī,錦議,duplicate
gím-ke,錦雞,duplicate
gìm-ku-ke,,duplicate
gìm-ku-ke,,duplicate
gîm,,duplicate
gīm-tshiú,扲手,duplicate
gín-á,,duplicate
gín-á,,duplicate
gín-á,,duplicate
gín-á,,duplicate
gín-á,,duplicate
gín-á-tsai,,duplicate
gín-á-tsai,,duplicate
gín-á-tsai,,duplicate
gín-á-tsiann,,duplicate
gín-á-enn,,duplicate
gín-á-hiann,,duplicate
gín-á-hiann,,duplicate
gín-á-khuán,囡仔款,duplicate
gín-á-khuán,囡仔款,duplicate
gín-á-khuì,,duplicate
gín-á-kiánn,,duplicate
gín-á-kua,,duplicate
gín-á-lâng,,duplicate
gín-á-lâng,,duplicate
gín-á-mi̍h,,duplicate
gín-á-phí,,duplicate
gín-á-phí,,duplicate
gín-á-phí,,duplicate
gín-á-phí,,duplicate
gín-á-phí,,duplicate
gín-á-sann,,duplicate
gín-á-sik,,duplicate
gín-á-sìng,,duplicate
gín-á-sìng,,duplicate
gín-á-sìng,,duplicate
gín-á-sî,,duplicate
gín-á-siòng,,duplicate
gín-á-siòng,,duplicate
gín-á-sńg,,duplicate
gín-á-thâu,,duplicate
gín-á-thûn,,duplicate
gín-á-tioh,,duplicate
gín-á-ui,,duplicate
gîn,,duplicate
gîn,,duplicate
gîn,,duplicate
gîn,,duplicate
gîn,,duplicate
gîn,銀,duplicate
gîn-tshí,銀鼠,duplicate
gîn-tsuá,銀紙,duplicate
gîn-tsuá,銀紙,duplicate
gîn-tsuá,銀紙,duplicate
gîn-tsuá,銀紙,duplicate
gîn-gû,銀牛,duplicate
gîn-kak,銀角,duplicate
gîn-kak-á,銀角仔,duplicate
gîn-kak-á,銀角仔,duplicate
gîn-kak-á,銀角仔,duplicate
gîn-kak-á,銀角仔,duplicate
gîn-kak-á,銀角仔,duplicate
gîn-khò,,duplicate
gîn-phiò,銀票,duplicate
gîn-phiò,銀票,duplicate
gîn-sim,凝心,duplicate
gîn-tuann,銀單,duplicate
gīn,,duplicate
gīn,,duplicate
gīn-siâu,,duplicate
gīn-siâu,,duplicate
gīn-siâu,,duplicate
gīn-sîn,,duplicate
gīn-sîn,,duplicate
gīn-sîn,,duplicate
gió,,duplicate
giô,蟯,duplicate
giô-á,蟯仔,duplicate
giô-pue,橈棓,duplicate
gio̍h,謔,duplicate
gio̍h-tshiò,謔笑,duplicate
gio̍h-tshiò,謔笑,duplicate
gio̍h-sioh,謔削,duplicate
gio̍k-tsí,玉子,duplicate
gio̍k-lân-hue,玉蘭花,duplicate
gio̍k-lân-hue,玉蘭花,duplicate
gio̍k-tè,玉帝,duplicate
gio̍k-tè,玉帝,duplicate
giōng,,duplicate
giú,,duplicate
giú-āu-kha,扭後腳,duplicate
gô,熬,duplicate
gô,遨,duplicate
gô,遨,duplicate
gô,遨,duplicate
gô,遨,duplicate
gô,遨,duplicate
gô,遨,duplicate
gô,遨,duplicate
gô,遨,duplicate
gô-á-tshài,鵝仔菜,duplicate
gô-á-tshài,鵝仔菜,duplicate
gô-á-tsháu,鵝仔草,duplicate
gô-tsiúnn,鵝掌,duplicate
gô-kha-tsiúnn,鵝腳掌,duplicate
guá-káinn-nái,我間乃,duplicate
guá-khóo,我苦,duplicate
guá-piàng,,duplicate
guá-piàng,,duplicate
guá-piàng,,duplicate
guā,外,duplicate
guā-á,偌仔,duplicate
guā-á-nī,偌仔呢,duplicate
guā-bīn,外面,duplicate
guā-bīn-lâng,外面人,duplicate
guā-tsâi,外才,duplicate
guā-tsâi,外才,duplicate
guā-tshik,外側,duplicate
guā-tsuí,外水,duplicate
guā-hâng,外行,duplicate
guā-hîng,外形,duplicate
guā-hîng,外形,duplicate
guā-hîng,外形,duplicate
guā-hiong,外鄉,duplicate
guā-hō,外號,duplicate
guā-i,外衣,duplicate
guā-ke,外家,duplicate
guā-ke,外家,duplicate
guā-ke,外家,duplicate
guā-khak,外殼,duplicate
guā-kháu,外口,duplicate
guā-kháu,外口,duplicate
guā-kháu,外口,duplicate
guā-khuán,外款,duplicate
guā-khuì,外氣,duplicate
guā-kok-lâng,外國人,duplicate
guā-kong,外公,duplicate
guā-kong,外公,duplicate
guā-lâng,外人,duplicate
guā-lâng,外人,duplicate
guā-lōo-tsînn,外路錢,duplicate
guā-má,外媽,duplicate
guā-má,外媽,duplicate
guā-pîng,外爿,duplicate
guā-phuê,外皮,duplicate
guā-phuê,外皮,duplicate
guā-phuê,外皮,duplicate
guā-phuê,外皮,duplicate
guā-sun,外孫,duplicate
guā-thâu,外頭,duplicate
guā-thâu,外頭,duplicate
guā-thâu-suann,外頭山,duplicate
guā-thiāu,外柱,duplicate
guā-uī,外位,duplicate
guán,阮,duplicate
guán,阮,duplicate
guán,阮,duplicate
guán-khan-tshiú,阮牽手,duplicate
guân-á,原仔,duplicate
guân-tsāi,原在,duplicate
guân-tsîng,原情,duplicate
guân-tshoo,原初,duplicate
guân-tsuân,原全,duplicate
guân-tsuânn,源泉,duplicate
guân-in,原因,duplicate
guân-in,原因,duplicate
guân-phuè,原配,duplicate
guân-pún,原本,duplicate
guân-pún,原本,duplicate
guân-té,原底,duplicate
guân-té,原底,duplicate
guân-té,原底,duplicate
guân-thâu,原頭,duplicate
guân-thâu,原頭,duplicate
guân-thâu,源頭,duplicate
guân-thâu,源頭,duplicate
guân-thâu,源頭,duplicate
guān,願,duplicate
guē-sing,外甥,duplicate
guē-sing-lú,外甥女,duplicate
gue̍h,月,duplicate
gue̍h-bâi,月眉,duplicate
gue̍h-bâi,月眉,duplicate
gue̍h-bâi,月眉,duplicate
gue̍h-bâi,月眉,duplicate
gue̍h-bâi,月眉,duplicate
gue̍h-bâi,月眉,duplicate
gue̍h-bué,月尾,duplicate
gue̍h-bué,月尾,duplicate
gue̍h-înn,月圓,duplicate
gue̍h-kip,月給,duplicate
gue̍h-kip,月給,duplicate
gue̍h-lāi,月內,duplicate
gue̍h-lāi,月內,duplicate
gue̍h-lāi,月內,duplicate
gue̍h-lāi-pâng,月內房,duplicate
gue̍h-niû,月娘,duplicate
gue̍h-niû,月娘,duplicate
gue̍h-thâu,月頭,duplicate
gông-gia̍h,昂愕,duplicate
gông-gia̍h,昂愕,duplicate
gông-gia̍h,昂愕,duplicate
gông-gia̍h,昂愕,duplicate
gông-gia̍h,昂愕,duplicate
gōng,戇,duplicate
gōng-á-hî,戇仔魚,duplicate
gōng-ba̍k,戇目,duplicate
gōng-ba̍k,戇目,duplicate
gōng-tshiū,戇樹,duplicate
gōng-tsú-tē,戇子弟,duplicate
gōng-gia̍h,戇愕,duplicate
gōng-gia̍h,戇愕,duplicate
gōng-gia̍h,戇愕,duplicate
gōng-giàn-thâu,,duplicate
gōng-gín-á,戇囡仔,duplicate
gōng-gōng,戇戇,duplicate
gōng-gōng,戇戇,duplicate
gōng-hî,戇魚,duplicate
gōng--khì,戇去,duplicate
gōng-kiánn,戇囝,duplicate
gōng-lâng,戇人,duplicate
gōng-lâng,戇人,duplicate
gōng-mà-mà,戇哞哞,duplicate
gōng-mà-mà,戇哞哞,duplicate
gōng-mà-mà,戇哞哞,duplicate
gōng-mà-mà,戇哞哞,duplicate
gōng-mà-mà,戇哞哞,duplicate
gōng-uē,戇話,duplicate
gōng-pà-pà,戇霸霸,duplicate
gōng-pà-pà,戇霸霸,duplicate
gōng-sîn,戇神,duplicate
gōng-sîn,戇神,duplicate
gōng-sîn,戇神,duplicate
gōng-sîn,戇神,duplicate
gōng-sîn,戇神,duplicate
gōng-sîn,戇神,duplicate
gōng-siūnn,戇想,duplicate
gōng-siūnn,戇想,duplicate
gōng-siūnn,戇想,duplicate
gōng-siūnn,戇想,duplicate
gōng-siūnn,戇想,duplicate
gōng-tai,戇獃,duplicate
gōng-tai,戇獃,duplicate
gōng-tánn,戇膽,duplicate
gōng-ti̍t,戇直,duplicate
gōng-tuā-tai,戇大獃,duplicate
gōng-tuā-tai,戇大獃,duplicate
gōng-tuā-ti,戇大豬,duplicate
gōo-tsáng-thâu,五總頭,duplicate
gōo-tsáng-thâu,五總頭,duplicate
gōo-tsoh,仵作,duplicate
gōo-tsoh,仵作,duplicate
gōo-kha,五腳,duplicate
gōo-kha-kì,五腳記,duplicate
gōo-kin-tsháu,五根草,duplicate
gōo-kin-tsháu,五根草,duplicate
gōo-kin-tsháu,五根草,duplicate
gōo-kin-kê,五筋鮭,duplicate
gōo-kin-kê,五筋鮭,duplicate
gōo-sì-sann,五四三,duplicate
gû-bué,牛尾,duplicate
gû-bué-hî,牛尾魚,duplicate
gû-tsàu,牛灶,duplicate
gû-tsàu,牛灶,duplicate
gû-tsàu-king,牛灶間,duplicate
gû-tshia,牛車,duplicate
gû-tsi̍h,牛舌,duplicate
gû-ia̍h,牛蝶,duplicate
gû-iû,牛油,duplicate
gû-iû,牛油,duplicate
gû-kak-tshue,牛角吹,duplicate
gû-kak-kóo,牛角鼓,duplicate
gû-kak-uainnh,牛角踒,duplicate
gû-ka-tann,牛枷擔,duplicate
gû-ka-tann,牛枷擔,duplicate
gû-ling-tshiū,牛奶樹,duplicate
gû-ling-tshiū,牛奶樹,duplicate
gû-ling-tshiū,牛奶樹,duplicate
gû-phang,牛蜂,duplicate
gû-sái-tsiáu,牛屎鳥,duplicate
gû-sái-tsiáu,牛屎鳥,duplicate
gû-sái-ku,牛屎龜,duplicate
gû-sái-ku,牛屎龜,duplicate
gû-sái-ku,牛屎龜,duplicate
gû-sái-ku,牛屎龜,duplicate
gû-sái-ku,牛屎龜,duplicate
gû-sái-oo,牛屎烏,duplicate
gû-sái-tê,牛屎茶,duplicate
gû-tann,牛擔,duplicate
gû-tann,牛擔,duplicate
gû-thâu-thuánn,牛頭剷,duplicate
gû-tiâu,牛椆,duplicate
gû-tû,愚圖,duplicate
gû-tû,愚圖,duplicate
gû-tû,愚圖,duplicate
gû-tû,愚躕,duplicate
gún,阮,duplicate
gún,阮,duplicate
gún,阮,duplicate
gún,阮,duplicate
hà,孝,duplicate
hà-sann,孝衫,duplicate
hà-sann,孝衫,duplicate
hà-sann,孝衫,duplicate
hà-sann,孝衫,duplicate
hà-thn̄g,孝杖,duplicate
hà-thn̄g,孝杖,duplicate
hâ,,duplicate
hâ,,duplicate
hâ-hûn,霞雲,duplicate
hâ-pau-á,縖包仔,duplicate
hâ-pau-á,縖包仔,duplicate
hâ-pau-á,縖包仔,duplicate
hā-kha,下腳,duplicate
hā-līng,下令,duplicate
hā-sau,下梢,duplicate
hā-siau,下消,duplicate
hā-siau,下消,duplicate
hā-siau,下消,duplicate
hā-siau,下梢,duplicate
hā-suí,下水,duplicate
hā-suí,下水,duplicate
hah,,duplicate
ha̍h,合,duplicate
ha̍h,合,duplicate
ha̍h,佮,duplicate
ha̍h-bī,合味,duplicate
ha̍h-bī,合味,duplicate
ha̍h-tshiú,合手,duplicate
ha̍h-tshuì,合嘴,duplicate
ha̍h-tshuì,合嘴,duplicate
ha̍h-īng,合用,duplicate
ha̍h-ì,合意,duplicate
ha̍h-ì,合意,duplicate
ha̍h-ì,合意,duplicate
ha̍h-iōng,合用,duplicate
ha̍h-sî,合時,duplicate
ha̍h-sî,合時,duplicate
ha̍h-sî,合時,duplicate
ha̍h-sî,合時,duplicate
ha̍h-sî,合時,duplicate
ha̍h-sin,合身,duplicate
ha̍h-su,合軀,duplicate
ha̍h-thâu-thuî,合頭槌,duplicate
ha̍h-thiann,合聽,duplicate
ha-ha-tshiò,哈哈笑,duplicate
hah-hì,哈肺,duplicate
hannh-sio,暍燒,duplicate
hái-bé,海馬,duplicate
hái-bī,海味,duplicate
hái-tshài,海菜,duplicate
hái-tsháu,海草,duplicate
hái-tsháu,海草,duplicate
hái-tshiūnn,海象,duplicate
hái-tsuí-i̍k,海水浴,duplicate
hái-íng,海湧,duplicate
hái-gô,海鵝,duplicate
hái-gô,海鵝,duplicate
hái-gô,海鵝,duplicate
hái-gô,海鵝,duplicate
hái-gô,海鵝,duplicate
hái-gô,海鵝,duplicate
hái-hâm,海涵,duplicate
hái-iàn,海燕,duplicate
hái-iu,海鷗,duplicate
hái-iu,海鷗,duplicate
hái-iu,海鷗,duplicate
hái-ka-tsua̍h,海蟉蠽,duplicate
hái-ka-tsua̍h,海蟉蠽,duplicate
hái-kak,海角,duplicate
hái-káu-pian,海狗鞭,duplicate
hái-ke-bó,海雞母,duplicate
hái-ke-bó,海雞母,duplicate
hái-ke-bó,海雞母,duplicate
hái-kha,海腳,duplicate
hái-kha,海腳,duplicate
hái-kháu,海口,duplicate
hái-kháu,海口,duplicate
hái-kháu,海口,duplicate
hái-kînn,海墘,duplicate
hái-kînn,海墘,duplicate
hái-lâm-gōng,海南戇,duplicate
hái-lâm-gōng,海南戇,duplicate
hái-lâm-gōng,海南戇,duplicate
hái-lâm-gōng,海南戇,duplicate
hái-lē-á,海淚仔,duplicate
hái-liâm,海鯰,duplicate
hái-liân,海鰱,duplicate
hái-liân,海鰱,duplicate
hái-liân,海鰱,duplicate
hái-lo̍k-ing,海洛英,duplicate
hái-lo̍k-in,海洛因,duplicate
hái-lōo,海路,duplicate
hái-lōo,海路,duplicate
hái-ōo,海芋,duplicate
hái-pe̍h-tshài,海白菜,duplicate
hái-pe̍h-tshài,海白菜,duplicate
hái-phài,海派,duplicate
hái-phiânn,海坪,duplicate
hái-phiânn,海坪,duplicate
hái-phit,海鴄,duplicate
hái-phit,海鴄,duplicate
hái-pho,海波,duplicate
hái-piah,海蟞,duplicate
hái-pinn,海邊,duplicate
hái-puânn-tshia,海盤車,duplicate
hái-poo,海埔,duplicate
hái-sing,海星,duplicate
hái-sua-poo,海沙埔,duplicate
hái-tē,海地,duplicate
hái-tiâu,海潮,duplicate
hái-tiòng,海漲,duplicate
hái-tuà,海帶,duplicate
hái-tuà-tshài,海帶菜,duplicate
hâi-jî,孩兒,duplicate
hāi,害,duplicate
hāi,害,duplicate
hāi,害,duplicate
hāi-tsāi,亥在,duplicate
hāi-tsāi,亥在,duplicate
hāi-kâu,害猴,duplicate
hāi-liáu-liáu,害了了,duplicate
hāi-liú-liú,害溜溜,duplicate
hāi-liù-liù,害翏翏,duplicate
hainn,,duplicate
hainn,哼,duplicate
hàinn,,duplicate
hàinn,,duplicate
hàinn,,duplicate
hainn-tshan,哼呻,duplicate
hainn-hainn-tshan,哼哼呻,duplicate
hak,,duplicate
hak,蓄,duplicate
ha̍k-á,礐仔,duplicate
ha̍k-á,礐仔,duplicate
ha̍k-á,礐仔,duplicate
ha̍k-á-thâng,礐仔蟲,duplicate
hak-ke-hué,蓄傢伙,duplicate
ham,蚶,duplicate
hám,撼,duplicate
hám-á,撼仔,duplicate
hàm,,duplicate
hàm,,duplicate
hàm,,duplicate
hàm,,duplicate
hàm,譀,duplicate
hàm,譀,duplicate
hàm-tsíng,,duplicate
hàm-tsíng,泛腫,duplicate
hàm-hàm,,duplicate
hàm-hàm,譀譀,duplicate
hàm-hàm,譀譀,duplicate
hàm-hàm,譀譀,duplicate
hàm-kî-kuā,譀其呱,duplicate
hàm-kiànn,譀鏡,duplicate
hàm-kiànn,譀鏡,duplicate
hàm-kuā-kuā,譀呱呱,duplicate
hàm-kóo,譀古,duplicate
hàm-kóo,譀古,duplicate
hàm-kóo,譀古,duplicate
hàm-kóo,譀古,duplicate
hàm-kóo,譀古,duplicate
hàm-uē,,duplicate
hàm-phu̍h,,duplicate
hàm-phu̍h,,duplicate
hàm-phu̍h,泛浡,duplicate
hàm-phu̍h,泛浡,duplicate
hàm-phu̍h,泛浡,duplicate
hàm-táu-láng,譀斗籠,duplicate
hàm-tuā,,duplicate
hàm-tuā,,duplicate
hâm,含,duplicate
hâm,涵,duplicate
hâm,涵,duplicate
hâm-bîn,含眠,duplicate
hâm-he,含痚,duplicate
hâm-he,含痚,duplicate
hâm-iáng,函養,duplicate
hâm-iáng,函養,duplicate
hâm-luí,含蕊,duplicate
hâm-sau,含酥,duplicate
hâm-sau,含酥,duplicate
hâm-sau,含酥,duplicate
hām-bîn,陷眠,duplicate
hām-hāi,陷害,duplicate
hām-lo̍h,陷落,duplicate
ham-á,蚶仔,duplicate
hánn,,duplicate
hánn,,duplicate
hán,罕,duplicate
hánn,哄,duplicate
hánn,哄,duplicate
hánn,哄,duplicate
hán,喊,duplicate
hán,喊,duplicate
hán,喊,duplicate
hán,喊,duplicate
hán-hán-á,罕罕啊,duplicate
hánn-heh,哄嚇,duplicate
hán-huah,喊喝,duplicate
hán-huah,喊喝,duplicate
hánn-hông,,duplicate
hán-iú,罕有,duplicate
hán-iú,罕有,duplicate
hán-iú,罕有,duplicate
hánn-kiann,哄驚,duplicate
hán-kiânn,罕行,duplicate
hánn-sì,哄勢,duplicate
hán-tit,罕得,duplicate
hàn,漢,duplicate
hàn,漢,duplicate
hàn-bûn,漢文,duplicate
hàn-tsháu,漢草,duplicate
hàn-tsháu,漢草,duplicate
hàn-tsong,漢裝,duplicate
hàn-tsong,漢裝,duplicate
hàn-io̍h,漢藥,duplicate
hàn-pó,漢堡,duplicate
hân-hong,寒風,duplicate
hân-suan,寒酸,duplicate
hân-suan,寒酸,duplicate
hānn,,duplicate
hān-póo,焊補,duplicate
hān-tiānn,限定,duplicate
han-bān,頇慢,duplicate
han-bān,頇慢,duplicate
han-bān,頇慢,duplicate
han-bān,頇顢,duplicate
han-bān,頇顢,duplicate
han-bān,頇顢,duplicate
han-tsî,番薯,duplicate
han-tsî,蕃薯,duplicate
han-tsî,蕃薯,duplicate
han-tsî-muâi,蕃薯糜,duplicate
han-tsî-tîn,蕃薯藤,duplicate
hang,烘,duplicate
hang,烘,duplicate
hang,烘,duplicate
hang,烘,duplicate
hang,烘,duplicate
háng,哄,duplicate
háng,哄,duplicate
háng-heh,哄嚇,duplicate
háng-huah,哄喝,duplicate
háng-huah,哄喝,duplicate
háng-phiàn,哄騙,duplicate
háng-thâu,,duplicate
hàng,,duplicate
hàng,,duplicate
hàng-lâu,汎流,duplicate
hàng-ling,泛奶,duplicate
hâng-kau,行郊,duplicate
hâng-ngóo,行伍,duplicate
hāng,項,duplicate
hāng-á,巷仔,duplicate
hāng-á,巷仔,duplicate
hāng-á-lāi,巷仔內,duplicate
hāng-lông,巷廊,duplicate
hāng-lōo,巷路,duplicate
hāng-lōo,巷路,duplicate
hāng-lōo,巷路,duplicate
hāng-tāng,項重,duplicate
hāng-tāng,項重,duplicate
hang-á-hî,魴仔魚,duplicate
hang-hang,烘烘,duplicate
hang-hué,烘火,duplicate
hang-lôo,烘爐,duplicate
hang-sio,烘燒,duplicate
hang-sio,烘燒,duplicate
hang-sio,烘燒,duplicate
hap,,duplicate
hap,,duplicate
hap,,duplicate
hap,欱,duplicate
ha̍p,合,duplicate
ha̍p,合,duplicate
ha̍p-tsò-hué,合做夥,duplicate
ha̍p-gî,合宜,duplicate
ha̍p-hô,合和,duplicate
ha̍p-huan,合歡,duplicate
ha̍p-kai-jiân,合該然,duplicate
ha̍p-kai-jiân,合該然,duplicate
ha̍p-kè,合計,duplicate
ha̍p-kiōng,合共,duplicate
ha̍p-kiōng,合共,duplicate
ha̍p-kóo,合股,duplicate
ha̍p-li̍k,合力,duplicate
hat,,duplicate
hat,喝,duplicate
hat,喝,duplicate
hat,喝,duplicate
hat,喝,duplicate
ha̍t,乏,duplicate
ha̍t,乏,duplicate
ha̍t,乏,duplicate
ha̍t,乏,duplicate
ha̍t,乏,duplicate
ha̍t-á,核仔,duplicate
ha̍t-tsuí,乏水,duplicate
ha̍t-tsuí,乏水,duplicate
ha̍t-o,乏窩,duplicate
hat-thâu,喝頭,duplicate
háu,吼,duplicate
háu,哮,duplicate
háu-hinn,哮哼,duplicate
hàu,孝,duplicate
hàu-tsiáu,孝鳥,duplicate
hàu-koo,孝孤,duplicate
hàu-koo,孝孤,duplicate
hàu-lâm,孝男,duplicate
hàu-lâm,孝男,duplicate
hàu-lâm-bīn,孝男面,duplicate
hàu-lâm-bīn,孝男面,duplicate
hàu-lâm-sîn,孝男神,duplicate
hàu-lâm-sîn,孝男神,duplicate
hàu-lâm-siōng,孝男相,duplicate
hàu-tai,孝呆,duplicate
hàu-tai,孝呆,duplicate
hàu-tai,孝呆,duplicate
hàu-tai,孝呆,duplicate
hàu-tai,孝呆,duplicate
hàu-tai,孝呆,duplicate
hàu-tai,孝呆,duplicate
hàu-tai,孝獃,duplicate
hàu-tai,孝獃,duplicate
hàu-tai,孝獃,duplicate
hâu-pau,荷包,duplicate
hāu,候,duplicate
hāu,鱟,duplicate
hāu,鱟,duplicate
hāu,鱟,duplicate
hāu,鱟,duplicate
hāu-khak-tshì,鱟殼刺,duplicate
hāu-khak-tshì,鱟殼刺,duplicate
hāu-kó,效果,duplicate
hāu-me̍h,候脈,duplicate
hāu-me̍h,候脈,duplicate
hāu-phiann,鱟骿,duplicate
hāu-phiann,鱟骿,duplicate
hāu-senn-ke,後生家,duplicate
hāu-senn-ke,後生家,duplicate
hau-la̍k,,duplicate
hau-la̍k,,duplicate
hau-la̍k,,duplicate
hau-la̍k,詨六,duplicate
hau-la̍k,詨六,duplicate
hau-la̍k,詨六,duplicate
hau-la̍k-uē,,duplicate
hau-la̍k-uē,詨六話,duplicate
hau-siâu,,duplicate
hau-siâu,,duplicate
hau-siâu,,duplicate
hau-siâu,,duplicate
hau-siâu,,duplicate
hê-á,蝦仔,duplicate
hê-bí,蝦米,duplicate
hê-bí,蝦米,duplicate
hê-tshiú,回手,duplicate
hê-hûn,回魂,duplicate
