tl,hanzi,drop_reason
bâ-bó,媌母,duplicate
bâ-bū,麻霧,duplicate
bâ-bū-kng,麻霧光,duplicate
bâ-bui,麻微,duplicate
bâ-bui,麻微,duplicate
bâ-bui,麻微,duplicate
bâ-bui,麻微,duplicate
bâ-bui,麻微,duplicate
bâ-tshiok,麻雀,duplicate
bâ-io̍h,麻藥,duplicate
bâ-jî-tik,麻兒竹,duplicate
bâ-pì,麻痺,duplicate
bâ-pì,麻痺,duplicate
bâ-thâu,媌頭,duplicate
bā,,duplicate
bā,,duplicate
bā,,duplicate
bā,,duplicate
bā,,duplicate
bā,,duplicate
bā,,duplicate
bā,峇,duplicate
bā,峇,duplicate
bā,峇,duplicate
bā-bā,密密,duplicate
bā-bā,密密,duplicate
bā-tshē,,duplicate
bā-hio̍h,,duplicate
bā-hio̍h,,duplicate
bā-hio̍h-si̍t,覓鴞翼,duplicate
bā-sà,,duplicate
bā-sngh-sngh,峇嗖嗖,duplicate
bā-tah,,duplicate
bā-tah,,duplicate
bā-táu,,duplicate
bā-táu,,duplicate
bā-thâu-lōo,覓頭路,duplicate
bā-thâu-lōo,覓頭路,duplicate
bā-thâu-lōo,覓頭路,duplicate
bah-tshài,肉菜,duplicate
bah-tshì,肉刺,duplicate
bah-tsit,肉鯽,duplicate
bah-hî,肉魚,duplicate
bah-hú,肉脯,duplicate
bah-iù-á,肉幼仔,duplicate
bah-iû,肉油,duplicate
bah-iû,肉油,duplicate
bah-iû,肉油,duplicate
bah-lê,肉螺,duplicate
bah-nn̂g,肉瓤,duplicate
bah-sīnn,肉豉,duplicate
bah-soo,肉酥,duplicate
bah-tāu,肉豆,duplicate
bah-tiam,肉砧,duplicate
bah-tiam,肉砧,duplicate
bah-tiam,肉砧,duplicate
bah-tiam,肉砧,duplicate
bah-tiam,肉砧,duplicate
bāi-me̍h,覓脈,duplicate
bāi-me̍h,覓脈,duplicate
bāi-me̍h,覓脈,duplicate
bāi-sng,埋喪,duplicate
bāi-sng,埋喪,duplicate
bāi-song,覓喪,duplicate
bāi-song,覓喪,duplicate
bak,,duplicate
bak,,duplicate
bak,,duplicate
bak,,duplicate
ba̍k,目,duplicate
ba̍k,目,duplicate
ba̍k,目,duplicate
ba̍k,目,duplicate
ba̍k,目,duplicate
ba̍k-āu,目後,duplicate
ba̍k-bâi-bué,目眉尾,duplicate
ba̍k-bâi-mn̂g,目眉毛,duplicate
ba̍k-bâi-sim,目眉心,duplicate
ba̍k-bâi-thâu,目眉頭,duplicate
ba̍k-bâi-thâu,目眉頭,duplicate
ba̍k-bué,目尾,duplicate
ba̍k-bué,目尾,duplicate
ba̍k-bué,目尾,duplicate
ba̍k-tsa̍t,墨賊,duplicate
ba̍k-tsa̍t-tsûn,墨賊船,duplicate
ba̍k-tsha̍t,墨賊,duplicate
ba̍k-tsha̍t,墨賊,duplicate
ba̍k-tsiah-mn̂g,目睫毛,duplicate
ba̍k-tsiah-phuê,目睫皮,duplicate
ba̍k-tsiam,目針,duplicate
ba̍k-tsiam,目針,duplicate
ba̍k-tsìnn,目箭,duplicate
ba̍k-tsi̍t-sut,目一瞬,duplicate
ba̍k-tsi̍t-sut,目一瞬,duplicate
ba̍k-tsiu,目睭,duplicate
ba̍k-tsiu-hue,目睭花,duplicate
ba̍k-tsiu-tsîng,目睭前,duplicate
ba̍k-tsiu-tsîng,目睭前,duplicate
ba̍k-tsiu-tshiah,目睭赤,duplicate
ba̍k-tsiu-tsí,目睭子,duplicate
ba̍k-tsiu-jîn,目睭仁,duplicate
ba̍k-tsiu-jîn,目睭仁,duplicate
ba̍k-tsiu-kim,目睭金,duplicate
ba̍k-tsiu-kim,目睭金,duplicate
ba̍k-tsiu-mn̂g,目睭毛,duplicate
ba̍k-tsiu-phuê,目睭皮,duplicate
ba̍k-tsiu-phuê,目睭皮,duplicate
ba̍k-tsiu-tun,目睭鈍,duplicate
ba̍k-ē,目下,duplicate
ba̍k-ham,目睅,duplicate
ba̍k-ham,目睅,duplicate
ba̍k-ham,目睅,duplicate
ba̍k-ham,目睅,duplicate
ba̍k-hīnn,墨硯,duplicate
ba̍k-hiunn,木香,duplicate
ba̍k-hue,目花,duplicate
ba̍k-iû,目油,duplicate
ba̍k-iû,目油,duplicate
ba̍k-iû,目油,duplicate
ba̍k-káu-tsiam,目狗針,duplicate
ba̍k-khang,目空,duplicate
ba̍k-kháng,目孔,duplicate
ba̍k-kháng-tshiah,目孔赤,duplicate
ba̍k-khang-e̍h,目空阨,duplicate
ba̍k-khoo,目箍,duplicate
ba̍k-kiànn,目鏡,duplicate
ba̍k-kim,目今,duplicate
ba̍k-kim,目今,duplicate
ba̍k-kim,目今,duplicate
ba̍k-kim-kim,目金金,duplicate
ba̍k-kînn,目墘,duplicate
ba̍k-lāi-bô,目內無,duplicate
ba̍k-nih-kú,,duplicate
ba̍k-puânn,墨盤,duplicate
ba̍k-sā-sī,目嗄視,duplicate
ba̍k-sā-sī,目嗄視,duplicate
ba̍k-sā-sī,目嗄視,duplicate
ba̍k-sā-sī,目嗄視,duplicate
ba̍k-sái,目屎,duplicate
ba̍k-sái,目屎,duplicate
ba̍k-sái-ko,目屎膏,duplicate
ba̍k-sái-ko,目屎膏,duplicate
ba̍k-sat,木蝨,duplicate
ba̍k-sat,木蝨,duplicate
ba̍k-sik,目色,duplicate
ba̍k-sik,目色,duplicate
ba̍k-sîn,目神,duplicate
ba̍k-sua,目砂,duplicate
ba̍k-táu,墨斗,duplicate
ba̍k-táu,墨斗,duplicate
ba̍k-tē,目地,duplicate
ba̍k-tē-bô,目地無,duplicate
ba̍k-thâu,目頭,duplicate
ba̍k-thâu,目頭,duplicate
ba̍k-thâu,目頭,duplicate
ba̍k-thâu,目頭,duplicate
bak-tshiú,,duplicate
bak-tshiú,,duplicate
bak-khù,,duplicate
bak-khù,,duplicate
bak-lâu-siông,,duplicate
bak-tio̍h,,duplicate
bak-tio̍h,,duplicate
bak-tio̍h,,duplicate
bak-tio̍h,,duplicate
bak-tio̍h,,duplicate
bak--tio̍h,,duplicate
bak--tio̍h,,duplicate
bak--tio̍h,,duplicate
bán,挽,duplicate
bán,挽,duplicate
bán,挽,duplicate
bán-bīn,挽面,duplicate
bán-bīn,挽面,duplicate
bán-tsuí,挽水,duplicate
bán-tsuí,挽水,duplicate
bán-tsuí,挽水,duplicate
bán-tsuí,挽水,duplicate
bán-hue,挽花,duplicate
bán-kin,挽筋,duplicate
bán-me,挽搣,duplicate
bán-me̍h,挽脈,duplicate
bán-me̍h,挽脈,duplicate
bán-me̍h,挽脈,duplicate
bàn-boh,,duplicate
bân,蠻,duplicate
bân-tshâ-thâu,蠻柴頭,duplicate
bân-tshâ-thâu,蠻柴頭,duplicate
bân-tshâ-thâu,蠻柴頭,duplicate
bân-phuê,蠻皮,duplicate
bân-phuê,蠻皮,duplicate
bān-bān,慢慢,duplicate
bān-bān-á,慢慢仔,duplicate
bān-tshiánn,慢且,duplicate
bān-tsiah,慢即,duplicate
bān-hīng,萬幸,duplicate
bān-hīng,萬幸,duplicate
bān-lí,萬里,duplicate
bān-pî-hong,慢脾風,duplicate
bān-sè,萬世,duplicate
bān-sìng,慢性,duplicate
bān-sí-sô,,duplicate
bān-sô-sô,,duplicate
bān-sô-sô,,duplicate
bān-suè-tîn,萬歲藤,duplicate
bān-thô-hue,蔓桃花,duplicate
bān-tiám-kim,萬點金,duplicate
bān-tiám-kim,萬點金,duplicate
bān-tūn,慢鈍,duplicate
ban-á-kiánn,屘仔囝,duplicate
ban-á-kiánn,屘仔囝,duplicate
báng,,duplicate
báng,魍,duplicate
báng,魍,duplicate
báng,魍,duplicate
báng-á-thang,蚊仔窗,duplicate
báng-bó,蚊母,duplicate
báng-tà,蚊罩,duplicate
báng-thâng,蚊蟲,duplicate
báng-thâng,蚊蟲,duplicate
bâng-bâng,茫茫,duplicate
bāng,望,duplicate
bāng,網,duplicate
bāng-iû-pēnn,夢遊病,duplicate
bāng-se,網紗,duplicate
bāng-tang,望冬,duplicate
bāng-tang,望冬,duplicate
bāng-tang,望冬,duplicate
bāng-tang,望冬,duplicate
bāng-tang,望冬,duplicate
bat,,duplicate
bat,,duplicate
bat,,duplicate
bat,,duplicate
bat,,duplicate
bat,,duplicate
bat-tāi-tsì,,duplicate
ba̍t-ba̍t-sī,密密是,duplicate
ba̍t-ba̍t-sī,密密是,duplicate
ba̍t-tshuì,密嘴,duplicate
ba̍t-tshuì,密嘴,duplicate
ba̍t-tshuì,密嘴,duplicate
ba̍t-tsiuh-tsiuh,密啁啁,duplicate
ba̍t-siám-siám,密閃閃,duplicate
bat-phang-tshàu,,duplicate
bat-thàu-thàu,,duplicate
báu-ba̍k,卯目,duplicate
báu-miâ,卯名,duplicate
bāu,,duplicate
bāu,貿,duplicate
bāu-kàu-té,貿到底,duplicate
bāu-thâu,貿頭,duplicate
ba̍uh,,duplicate
ba̍uh,貿,duplicate
bé-ām-iann,馬頷纓,duplicate
bé-ām-iann,馬頷纓,duplicate
bé-bué,馬尾,duplicate
bé-bué-si,馬尾絲,duplicate
bé-tsang,馬鬃,duplicate
bé-tsang,馬鬃,duplicate
bé-tshia,馬車,duplicate
bé-tshiú,買手,duplicate
bé-tsí,碼子,duplicate
bé-tsî,馬薺,duplicate
bé-iann,馬纓,duplicate
bé-ka,馬鮫,duplicate
bé-kā-kiunn,馬咬韁,duplicate
bé-kā-kiunn,馬咬韁,duplicate
bé-kā-kiunn,馬咬韁,duplicate
bé-ka-tshun,馬鮫鰆,duplicate
bé-khî,馬蜞,duplicate
bé-khî,馬蜞,duplicate
bé-khî,馬蜞,duplicate
bé-lîng-tsî,馬鈴薯,duplicate
bé-miā,買命,duplicate
bé-nuâ,馬欄,duplicate
bé-pâng,馬房,duplicate
bé-pâng,馬房,duplicate
bé-sì,馬勢,duplicate
bé-sì,馬勢,duplicate
bé-tê-hue,馬蹄花,duplicate
bé-tê-kim,馬蹄金,duplicate
bé-thâu,馬頭,duplicate
bé-thâu,馬頭,duplicate
bé-tiâu,馬椆,duplicate
bé-tiâu,馬椆,duplicate
bé-tiâu,馬椆,duplicate
bé-tio̍h,買著,duplicate
bê,迷,duplicate
bê-hûn-io̍h,迷魂藥,duplicate
bē-tsa̍p-sè-ê,賣雜細ê,duplicate
bē-īng--leh,,duplicate
bē-īng--tit,,duplicate
bē-īng--tit,,duplicate
bē-īng--tit,,duplicate
bē-ha̍h,,duplicate
bē-ha̍h,,duplicate
bē-hó-sì,,duplicate
bē-iōng--tit,,duplicate
bē-kham-tit,,duplicate
bē-kham-tit,,duplicate
bē-kì,,duplicate
bē-kì,,duplicate
bē-kì--tit,,duplicate
bē-kiàn-siàu,,duplicate
bē-kuè--tit,,duplicate
bē-miā,賣命,duplicate
bē-uân,賣完,duplicate
bē-sái,,duplicate
bē-sái--tit,,duplicate
bē-sái--tit,,duplicate
bē-sái--tit,,duplicate
bē-sái--tit,,duplicate
bē-sin,賣身,duplicate
bē-sóng,,duplicate
bē-su,,duplicate
bē-tàng,,duplicate
bē-tàu,,duplicate
bē-tit-hù,,duplicate
bē-tn̄g,賣斷,duplicate
bē-tòng--tit,,duplicate
be̍h-bûn-tong,麥門冬,duplicate
be̍h-gê,麥牙,duplicate
be̍h-suī,麥穗,duplicate
be̍h-suī,麥穗,duplicate
bíng,猛,duplicate
bíng,猛,duplicate
bíng,猛,duplicate
bíng,猛,duplicate
bíng-khiat-khiat,猛鍥鍥,duplicate
bíng-kiàng-kiàng,猛強強,duplicate
bîng,明,duplicate
bîng-bîng,明明,duplicate
bîng-bōng,名望,duplicate
bîng-tsai,明知,duplicate
bîng-tsai,明知,duplicate
bîng-tshiàng,明唱,duplicate
bîng-tshiàng,明唱,duplicate
bîng-tshiàng,明唱,duplicate
bîng-tshiàng,明唱,duplicate
bîng-tshiàng,明唱,duplicate
bîng-tshiàng,明唱,duplicate
bîng-tshiàng,明唱,duplicate
bîng-hián,明顯,duplicate
bîng-hoo,明呼,duplicate
bîng-khì,明氣,duplicate
bîng-kî-tsai,明其知,duplicate
bîng-kóng,明講,duplicate
bîng-lîng-tsú,螟蛉子,duplicate
bîng-phín,明品,duplicate
bîng-phín,明品,duplicate
bīng-līng,命令,duplicate
bí,米,duplicate
bí-bó,米母,duplicate
bí-bó,米母,duplicate
bí-bó,米母,duplicate
bí-hu,,duplicate
bí-ká,米絞,duplicate
bí-ká,米絞,duplicate
bí-ko,米糕,duplicate
bí-kó,米果,duplicate
bí-ko-siûnn,米糕瘍,duplicate
bí-ko-siûnn,米糕瘍,duplicate
bí-niû,米糧,duplicate
bí-niû,米糧,duplicate
bí-phang,米芳,duplicate
bí-pún,米本,duplicate
bí-tak,米啄,duplicate
bí-tāu,米豆,duplicate
bí-thai-ba̍k,米篩目,duplicate
bí-thâng,米蟲,duplicate
bî,瞇,duplicate
bî-bî-á,微微仔,duplicate
bī,味,duplicate
bī,沬,duplicate
bī,謎,duplicate
bī--lo̍h-khì,沬落去,duplicate
bī-sòo,味素,duplicate
bī-sòo,味素,duplicate
bī-sòo,味素,duplicate
bī-sòo,味素,duplicate
bī-sòo,味素,duplicate
bī-sòo-hún,味素粉,duplicate
bī-sòo-hún,味素粉,duplicate
bián,免,duplicate
bián,免,duplicate
bián-kī,愍忌,duplicate
bián-kiann,免驚,duplicate
bián-kóng,免講,duplicate
bián-kóng,免講,duplicate
bián-kóng,免講,duplicate
bián-kóng,免講,duplicate
bián-kóng,免講,duplicate
bián-lē,勉勵,duplicate
bián-lí-kuán,免你管,duplicate
bián-liû,冕旒,duplicate
bián-luā-kú,免偌久,duplicate
bián-luā-kú,免偌久,duplicate
bián-luā-kú,免偌久,duplicate
bián-siàu-siūnn,免數想,duplicate
bián-siàu-siūnn,免數想,duplicate
bián-siàu-siūnn,免數想,duplicate
bián-siūnn,免想,duplicate
bián-uì,免畏,duplicate
biáu-sī,藐視,duplicate
biáu-sī,藐視,duplicate
bih,,duplicate
bih,,duplicate
bih,,duplicate
bih,,duplicate
bih,,duplicate
bi̍h-tshio̍h,篾蓆,duplicate
bi̍h-tshio̍h,篾蓆,duplicate
bih-tshuì,,duplicate
bih-tshuì,,duplicate
bih-hîng,,duplicate
bih-hōo,,duplicate
bih-sio-tshuē,,duplicate
bín,抿,duplicate
bín-á,抿仔,duplicate
bín-tsia̍t,敏捷,duplicate
bîn-á-àm,明仔暗,duplicate
bîn-á-tsài,明仔載,duplicate
bîn-á-ji̍t,明仔日,duplicate
bîn-bāng,眠夢,duplicate
bîn-bāng,眠夢,duplicate
bîn-bāng,眠夢,duplicate
bîn-tshn̂g,眠床,duplicate
bîn-tshn̂g,眠床,duplicate
bîn-ke,民家,duplicate
bîn-ke,民家,duplicate
bîn-ke-tshù,民家厝,duplicate
bīn,面,duplicate
bīn,面,duplicate
bīn,面,duplicate
bīn-âng,面紅,duplicate
bīn-ba̍k,面目,duplicate
bīn-bé,面馬,duplicate
bīn-bôo,面模,duplicate
bīn-bôo,面模,duplicate
bīn-bôo,面模,duplicate
bīn-tsîng,面前,duplicate
bīn-tsîng-khiā,面前徛,duplicate
bīn-tsîng-uē,面前話,duplicate
bīn-tshiunn,,duplicate
bīn-tshiunn,,duplicate
bīn-tshiunn,,duplicate
bīn-tshiunn,,duplicate
bīn-tshiunn,,duplicate
bīn-tshiunn,,duplicate
bīn-tsuí,面水,duplicate
bīn-tsuí,面水,duplicate
bīn-tsuí,面水,duplicate
bīn-tsuí,面水,duplicate
bīn-tsuí,面水,duplicate
bīn-hîng,面形,duplicate
bīn-hîng,面形,duplicate
bīn-hiàng-thinn,面向天,duplicate
bīn-iông,面容,duplicate
bīn-iu-iu,面憂憂,duplicate
bīn-kháng,面孔,duplicate
bīn-khing,面匡,duplicate
bīn-khiunn,面腔,duplicate
bīn-kin,面巾,duplicate
bīn-kin,面巾,duplicate
bīn-lik-sik,面慄色,duplicate
bīn-phuê,面皮,duplicate
bīn-phuê,面皮,duplicate
bīn-phuê,面皮,duplicate
bīn-phuê,面皮,duplicate
bīn-phûn,面盆,duplicate
bīn-pòo,面布,duplicate
bīn-pòo,面布,duplicate
bīn-sik,面色,duplicate
bīn-sik,面色,duplicate
bīn-sik,面色,duplicate
bīn-si̍k,面熟,duplicate
bīn-si̍k,面熟,duplicate
bīn-tà,面罩,duplicate
bīn-tà,面罩,duplicate
bīn-tē,面地,duplicate
bīn-tíng,面頂,duplicate
bīn-tíng,面頂,duplicate
bīn-tíng-pah,面頂百,duplicate
bīn-tíng-pah,面頂百,duplicate
bīn-tháng,面桶,duplicate
bīn-thâu-tsîng,面頭前,duplicate
bīn-thâu-kó,饅頭果,duplicate
bīn-thâu-kó,饅頭果,duplicate
bīn-thé,面體,duplicate
bīn-thé,面體,duplicate
bió-pió,秒表,duplicate
biō-ang-á,廟尪仔,duplicate
bi̍t-la̍h,蜜蠟,duplicate
bi̍t-pò,密報,duplicate
bi̍t-pòo,密佈,duplicate
bó-á-kiánn,母仔囝,duplicate
bó-á-kiánn,母仔囝,duplicate
bó-ba̍k,母目,duplicate
bó-tsâng,母欉,duplicate
bó-tshin,母親,duplicate
bó-tsînn,母錢,duplicate
bó-tsînn,母錢,duplicate
bó-tsînn,母錢,duplicate
bó-hîng,母形,duplicate
bó-î,母姨,duplicate
bó-kiánn,母囝,duplicate
bó-kīm,母妗,duplicate
bó-kū,母舅,duplicate
bó-kū,母舅,duplicate
bó-phang,母蜂,duplicate
bó-sin,母身,duplicate
bó-sin,母身,duplicate
bó-thâu-tshin,母頭親,duplicate
bó-thâu-tshin,母頭親,duplicate
bó-tiunn-tî,無張持,duplicate
bó-tiunn-tî,無張持,duplicate
bó-tiunn-tî,無張持,duplicate
bô,無,duplicate
bô,無,duplicate
bô,無,duplicate
bô,無,duplicate
bô,無,duplicate
bô,無,duplicate
bô-hē-lo̍h,無下落,duplicate
bô-hē-lo̍h,無下落,duplicate
bô-hē-lo̍h,無下落,duplicate
bô-āu-sû,無後嗣,duplicate
bô-bāng,無望,duplicate
bô-bīn-kháng,無面孔,duplicate
bô-bué-hāng,無尾巷,duplicate
bô-bué-káng,無尾港,duplicate
bô-tsāi-sim,無在心,duplicate
bô-tsing-tshái,無精彩,duplicate
bô-tsing-tshái,無精彩,duplicate
bô-tsing-tshái,無精彩,duplicate
bô-tsha,無差,duplicate
bô-tsha,無差,duplicate
bô-tsha,無差,duplicate
bô-tshái,無采,duplicate
bô-tshái,無采,duplicate
bô-tshái-tshuì,無彩嘴,duplicate
bô-tshái-tshuì,無彩嘴,duplicate
bô-tshái-tshuì,無彩嘴,duplicate
bô-tshái-kang,無彩工,duplicate
bô-tshái-kang,無彩工,duplicate
bô-tshái-kang,無彩工,duplicate
bô-tshái-kang,無彩工,duplicate
bô-tsheh-pìnn,無慼變,duplicate
bô-tshò,無錯,duplicate
bô-tshù-bī,無趣味,duplicate
bô-tshuì-tsuí,無嘴水,duplicate
bô-tshut-thuat,無出脫,duplicate
bô-tsì-khì,無志氣,duplicate
bô-tsiá,無者,duplicate
bô-tsi̍t-tsìng,無一症,duplicate
bô-tsiūnn-kioh,無上腳,duplicate
bô-tsiūnn-sǹg,無上算,duplicate
bô-tsua̍h,無縒,duplicate
bô-tsua̍h,無縒,duplicate
bô-tsú-ngóo,無子午,duplicate
bô-tsún-tsat,無撙節,duplicate
bô-tsún-tsat,無撙節,duplicate
bô-tsùn-būn,,duplicate
bô-tsùn-būn,,duplicate
bô-tsùn-būn,,duplicate
bô-tsùn-būn,,duplicate
bô-tsùn-būn,,duplicate
bô-tsùn-būn,,duplicate
bô-îng,無閒,duplicate
bô-îng,無閒,duplicate
bô-îng,無閒,duplicate
bô-gāi,無礙,duplicate
bô-gāi-tio̍h,無礙著,duplicate
bô-gāi-tio̍h,無礙著,duplicate
bô-gē,無藝,duplicate
bô-gē,無藝,duplicate
bô-gē,無藝,duplicate
bô-gî,無疑,duplicate
bô-gî,無疑,duplicate
bô-gî,無疑,duplicate
bô-gî,無疑,duplicate
bô-gî,無疑,duplicate
bô-gî-ngōo,無疑悟,duplicate
bô-gî-ngōo,無疑悟,duplicate
bô-gî-ngōo,無疑悟,duplicate
bô-gî-ngōo,無疑悟,duplicate
bô-gî-ngōo,無疑悟,duplicate
bô-gî-ngōo,無疑悟,duplicate
bô-gī-niū,無藝量,duplicate
bô-gī-niū,無藝量,duplicate
bô-hó,無好,duplicate
bô-hó,無好,duplicate
bô-hó-sí,無好死,duplicate
bô-hó-sim,無好心,duplicate
bô-huat-tōo,無法度,duplicate
bô-huat-tōo,無法度,duplicate
bô-huat-tōo,無法度,duplicate
bô-ì-hiàng,無意向,duplicate
bô-ì-hiàng,無意向,duplicate
bô-ì-sîn,無意神,duplicate
bô-ì-sù,無意思,duplicate
bô-iánn-tsiah,無影跡,duplicate
bô-iàu-kín,無要緊,duplicate
bô-iàu-kín,無要緊,duplicate
bô-iàu-kín,無要緊,duplicate
bô-i-huat,無伊法,duplicate
bô-im-sìn,無音信,duplicate
bô-in-bô-tuann,無因無端,duplicate
bô-i-uá,無依倚,duplicate
bô-io̍h-i,無藥醫,duplicate
bô-io̍h-i,無藥醫,duplicate
bô-io̍h-i,無藥醫,duplicate
bô-iōng,無用,duplicate
bô-it-tīng,無一定,duplicate
bô-it-tīng,無一定,duplicate
bô-jī,無字,duplicate
bô-jī-gán,無字眼,duplicate
bô-jī-gán,無字眼,duplicate
bô-jī-gán,無字眼,duplicate
bô-kâng,無仝,duplicate
bô-kāng-khuán,無共款,duplicate
bô-kan-gāi,無干礙,duplicate
bô-kàu,無夠,duplicate
bô-kàu,無夠,duplicate
bô-kàu-khuì,無夠氣,duplicate
bô-khà,無暇,duplicate
bô-khah-tsua̍h,無卡縒,duplicate
bô-khah-tsua̍h,無卡縒,duplicate
bô-khang,無空,duplicate
bô-khí-hō,無起號,duplicate
bô-khí-hóo,無齒虎,duplicate
bô-khì,無去,duplicate
bô-khì,無去,duplicate
bô-khì,無去,duplicate
bô-khì,無去,duplicate
bô-khuán,無款,duplicate
bô-kì-sim,無記心,duplicate
bô-kin-tsháu,無根草,duplicate
bô-kin-sim,無兢心,duplicate
bô-kio̍k,無局,duplicate
bô-kio̍k,無局,duplicate
bô-kio̍k,無局,duplicate
bô-kio̍k,無局,duplicate
bô-kio̍k,無局,duplicate
bô-kio̍k,無局,duplicate
bô-kuán,無管,duplicate
bô-kuan-hē,無關係,duplicate
bô-kuan-hē,無關係,duplicate
bô-kuan-hē,無關係,duplicate
bô-koh,無閣,duplicate
bô-kong-tō,無公道,duplicate
bô-lâi-khì,無來去,duplicate
bô-lâi-khì,無來去,duplicate
bô-lām-sám,無濫摻,duplicate
bô-lâng-huat,無人法,duplicate
bô-lé,無禮,duplicate
bô-liâng-sim,無良心,duplicate
bô-liāng,無量,duplicate
bô-liāng,無量,duplicate
bô-liāng,無量,duplicate
bô-liāng,無量,duplicate
bô-liāng,無量,duplicate
bô-liáu-sî,無了時,duplicate
bô-liáu-sî,無了時,duplicate
bô-liáu-sî,無了時,duplicate
bô-luā-hó,無偌好,duplicate
bô-luā-kú,無偌久,duplicate
bô-luā-kú,無偌久,duplicate
bô-luā-kú,無偌久,duplicate
bô-lōo-īng,無路用,duplicate
bô-lōo-īng,無路用,duplicate
bô-lōo-īng,無路用,duplicate
bô-lōo-īng,無路用,duplicate
bô-lōo-īng,無路用,duplicate
bô-lōo-īng,無路用,duplicate
bô-lōo-īng,無路用,duplicate
bô-lōo-lâi,無路來,duplicate
bô-lōo-sái,無路使,duplicate
bô-lōo-sái,無路使,duplicate
bô-lōo-sái,無路使,duplicate
bô-lūn,無論,duplicate
bô-miā,無命,duplicate
bô-miā,無命,duplicate
bô-miā,無命,duplicate
bô-ǹg,無向,duplicate
bô-niú-siúnn,無兩想,duplicate
bô-niú-siúnn,無兩想,duplicate
bô-niú-siúnn,無兩想,duplicate
bô-niú-siúnn,無兩想,duplicate
bô-uē-bô-kù,無話無句,duplicate
bô-uē-kóng,無話講,duplicate
bô-uē-kóng,無話講,duplicate
bô-pak-lāi,無腹內,duplicate
bô-pān-huat,無辦法,duplicate
bô-penn,無繃,duplicate
bô-pênn-tsiànn,無平正,duplicate
bô-pênn-tsiànn,無平正,duplicate
bô-phài-phe,無派胚,duplicate
bô-phīnn-phāng,無鼻縫,duplicate
bô-phóo,無譜,duplicate
bô-phóo,無譜,duplicate
bô-pí-tsí,無比止,duplicate
bô-piàn-khiàu,無變竅,duplicate
bô-piàn-lián,無變輦,duplicate
bô-puànn-tsìng,無半症,duplicate
bô-puànn-tsìng,無半症,duplicate
bô-puànn-tsìng,無半症,duplicate
bô-puànn-phiat,無半撇,duplicate
bô-puànn-phiat,無半撇,duplicate
bô-puànn-pōo,無半步,duplicate
bô-puànn-pōo,無半步,duplicate
bô-puânn,無盤,duplicate
bô-poh,,duplicate
bô-póo,無補,duplicate
bô-sè-jī,無細膩,duplicate
bô-sî-îng,無時閒,duplicate
bô-sî-îng,無時閒,duplicate
bô-sî-îng,無時閒,duplicate
bô-sî-kiânn,無時行,duplicate
bô-sî-tiām,無時恬,duplicate
bô-siá-sì,無捨世,duplicate
bô-siá-sì,無捨世,duplicate
bô-siá-sì,無捨世,duplicate
bô-siann,無聲,duplicate
bô-siánn-mi̍h,,duplicate
bô-siâng,無像,duplicate
bô-siâng,無像,duplicate
bô-sim-kuann,無心肝,duplicate
bô-sim-sik,無心適,duplicate
bô-sìn-táu,無信道,duplicate
bô-sìn-táu,無信道,duplicate
bô-sîn-tshái,無神彩,duplicate
bô-sîn-tshái,無神彩,duplicate
bô-sioh,無惜,duplicate
bô-sio̍h,無俗,duplicate
bô-sio̍h,無俗,duplicate
bô-sio̍h,無俗,duplicate
bô-sio̍h,無俗,duplicate
bô-sio̍h,無俗,duplicate
bô-sio̍h,無俗,duplicate
bô-sioh-lio̍h,無惜略,duplicate
bô-siūnn-kàu,,duplicate
bô-siūnn-kàu,,duplicate
bô-siūnn-kàu,,duplicate
bô-siūnn-tio̍h,無想著,duplicate
bô-suah,無煞,duplicate
bô-suah,無煞,duplicate
bô-suah,無煞,duplicate
bô-sóng,無爽,duplicate
bô-sóng,無爽,duplicate
bô-sóng-khuài,無爽快,duplicate
bô-su,無輸,duplicate
bô-su,無輸,duplicate
bô-su,無輸,duplicate
bô-sū-sái,無事使,duplicate
bô-sū-sái,無事使,duplicate
bô-sū-sái,無事使,duplicate
bô-sū-sái,無事使,duplicate
bô-su-iânn,無輸贏,duplicate
bô-su-iânn,無輸贏,duplicate
bô-su-iânn,無輸贏,duplicate
bô-su-iânn,無輸贏,duplicate
bô-su-iàu,無需要,duplicate
bô-su-siang,無輸雙,duplicate
bô-su-siang,無輸雙,duplicate
bô-tāi-tsâi,無大才,duplicate
bô-tánn,無膽,duplicate
bô-tānn,,duplicate
bô-ta-uâ,,duplicate
bô-ta-uâ,,duplicate
bô-ta-uâ,,duplicate
bô-ta-uâ,,duplicate
bô-ta-uâ,,duplicate
bô-tap-sap,,duplicate
bô-té-hāng,無底巷,duplicate
bô-té-hāng,無底巷,duplicate
bô-tè,,duplicate
bô-tè,,duplicate
bô-tè-pí,,duplicate
bô-tik-khak,無的確,duplicate
bô-tik-tiānn,無得定,duplicate
bô-tik-tiānn,無得定,duplicate
bô-tīng-sìng,無定性,duplicate
bô-tīng-sìng,無定性,duplicate
bô-thang,無通,duplicate
bô-thang,無通,duplicate
bô-thâu-tsàng,無頭總,duplicate
bô-thâu-sîn,無頭神,duplicate
bô-thâu-sîn,無頭神,duplicate
bô-thîng,無停,duplicate
bô-thian-lí,無天理,duplicate
bô-thian-liâng,無天良,duplicate
bô-tí-tsí,無底止,duplicate
bô-tî-hông,無持防,duplicate
bô-tiānn,無定,duplicate
bô-tiānn,無定,duplicate
bô-tiānn,無定,duplicate
