tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
sàng-kè,送嫁,25,sàng-kè,sang3ke3,sang3ke3,sangke,sangke,sk,sk
sàng-tiānn,送定,25,sàng-tiāⁿ,sang3tiann7,sang3tiann7,sangtiann,sangtiann,st,st
sàng-ang,送尪,25,sàng-ang,sang3ang,sang3ang,sangang,sangang,sa,sa
sàng-suann,送山,25,sàng-soaⁿ,sang3suann,sang3soann,sangsuann,sangsoann,ss,ss
sàng-nî,送年,25,sàng-nî,sang3ni5,sang3ni5,sangni,sangni,sn,sn
sàng-kinn,送庚,25,sàng-kiⁿ,sang3kinn,sang3kinn,sangkinn,sangkinn,sk,sk
sàng-tshái,送彩,25,sàng-chhái,sang3tshai2,sang3chhai2,sangtshai,sangchhai,st,sc
sàng-toh,送桌,25,sàng-toh,sang3toh,sang3toh,sangtoh,sangtoh,st,st
sàng-hé,送火,25,sàng-hé,sang3he2,sang3he2,sanghe,sanghe,sh,sh
sàng-tsàu,送灶,25,sàng-chàu,sang3tsau3,sang3chau3,sangtsau,sangchau,st,sc
sàng-mi̍h,送物,25,sàng-mi̍h,sang3mih8,sang3mih8,sangmih,sangmih,sm,sm
sàng-ông,送王,25,sàng-ông,sang3ong5,sang3ong5,sangong,sangong,so,so
sàng-sîn,送神,25,sàng-sîn,sang3sin5,sang3sin5,sangsin,sangsin,ss,ss
sàng-lé,送禮,25,sàng-lé,sang3le2,sang3le2,sangle,sangle,sl,sl
sàng-tsueh,送節,25,sàng-choeh,sang3tsueh,sang3choeh,sangtsueh,sangchoeh,st,sc
sàng-tsi̍k,送籍,25,sàng-che̍k,sang3tsik8,sang3chek8,sangtsik,sangchek,st,sc
sàng-tsiong,送終,25,sàng-chiong,sang3tsiong,sang3chiong,sangtsiong,sangchiong,st,sc
sàng-tsòng,送葬,25,sàng-chòng,sang3tsong3,sang3chong3,sangtsong,sangchong,st,sc
sàng-hîng,送行,25,sàng-hêng,sang3hing5,sang3heng5,sanghing,sangheng,sh,sh
sòng-hîng,送行,25,sòng-hêng,song3hing5,song3heng5,songhing,songheng,sh,sh
sàng-tshin,送親,25,sàng-chhin,sang3tshin,sang3chhin,sangtshin,sangchhin,st,sc
sàng-niau,送貓,25,sàng-niau,sang3niau,sang3niau,sangniau,sangniau,sn,sn
sòng-gîng,送迎,25,sòng-gêng,song3ging5,song3geng5,songging,songgeng,sg,sg
sàng-sàng,送送,25,sàng-sàng,sang3sang3,sang3sang3,sangsang,sangsang,ss,ss
sàng-ta̍t,送達,25,sàng-ta̍t,sang3tat8,sang3tat8,sangtat,sangtat,st,st
sòng-ta̍t,送達,25,sòng-ta̍t,song3tat8,song3tat8,songtat,songtat,st,st
sàng-lîng,送靈,25,sàng-lêng,sang3ling5,sang3leng5,sangling,sangleng,sl,sl
sàng-hong,送風,25,sàng-hong,sang3hong,sang3hong,sanghong,sanghong,sh,sh
sàng-pn̄g,送飯,25,sàng-pn̄g,sang3png7,sang3png7,sangpng,sangpng,sp,sp
tô-tsè,逃債,25,tô-chè,to5tse3,to5che3,totse,toche,tt,tc
tô-phiah,逃僻,25,tô-phiah,to5phiah,to5phiah,tophiah,tophiah,tp,tp
tô-ji̍p,逃入,25,tô-ji̍p,to5jip8,to5jip8,tojip,tojip,tj,tj
tô-ping,逃兵,25,tô-peng,to5ping,to5peng,toping,topeng,tp,tp
tô-miā,逃命,25,tô-miā,to5mia7,to5mia7,tomia,tomia,tm,tm
tô-ge̍h,逃月,25,tô-ge̍h,to5geh8,to5geh8,togeh,togeh,tg,tg
tô-huān,逃犯,25,tô-hoān,to5huan7,to5hoan7,tohuan,tohoan,th,th
tô-sinn,逃生,25,tô-siⁿ,to5sinn,to5sinn,tosinn,tosinn,ts,ts
tô-kann,逃監,25,tô-kaⁿ,to5kann,to5kann,tokann,tokann,tk,tk
tô-thuat,逃脫,25,tô-thoat,to5thuat,to5thoat,tothuat,tothoat,tt,tt
tô-tsáu,逃走,25,tô-cháu,to5tsau2,to5chau2,totsau,tochau,tt,tc
tô-tô,逃逃,25,tô-tô,to5to5,to5to5,toto,toto,tt,tt
tô-tūn,逃遁,25,tô-tūn,to5tun7,to5tun7,totun,totun,tt,tt
tô-siám,逃閃,25,tô-siám,to5siam2,to5siam2,tosiam,tosiam,ts,ts
tô-lān,逃難,25,tô-lān,to5lan7,to5lan7,tolan,tolan,tl,tl
ke̍h-kiūnn,逆kiūnn,25,ke̍h-kiūⁿ,keh8kiunn7,keh8kiunn7,kehkiunn,kehkiunn,kk,kk
ke̍h-kháu,逆口,25,ke̍h-kháu,keh8khau2,keh8khau2,kehkhau,kehkhau,kk,kk
gi̍k-âu,逆喉,25,ge̍k-âu,gik8au5,gek8au5,gikau,gekau,ga,ga
gi̍k-kíng,逆境,25,ge̍k-kéng,gik8king2,gek8keng2,gikking,gekkeng,gk,gk
gi̍k-thinn,逆天,25,ge̍k-thiⁿ,gik8thinn,gek8thinn,gikthinn,gekthinn,gt,gt
gi̍k-tsú,逆子,25,ge̍k-chú,gik8tsu2,gek8chu2,giktsu,gekchu,gt,gc
gi̍k-sim,逆心,25,ge̍k-sim,gik8sim,gek8sim,giksim,geksim,gs,gs
ke̍h-tshiú,逆手,25,ke̍h-chhiú,keh8tshiu2,keh8chhiu2,kehtshiu,kehchhiu,kt,kc
gi̍k-liāu,逆料,25,ge̍k-liāu,gik8liau7,gek8liau7,gikliau,gekliau,gl,gl
gi̍k-tsí,逆旨,25,ge̍k-chí,gik8tsi2,gek8chi2,giktsi,gekchi,gt,gc
gi̍k-lâu,逆流,25,ge̍k-lâu,gik8lau5,gek8lau5,giklau,geklau,gl,gl
gi̍k-lí,逆理,25,ge̍k-lí,gik8li2,gek8li2,gikli,gekli,gl,gl
ke̍h-phiah,逆癖,25,ke̍h-phiah,keh8phiah,keh8phiah,kehphiah,kehphiah,kp,kp
ke̍h-tsìng,逆眾,25,ke̍h-chèng,keh8tsing3,keh8cheng3,kehtsing,kehcheng,kt,kc
ke̍h-hī,逆耳,25,ke̍h-hī,keh8hi7,keh8hi7,kehhi,kehhi,kh,kh
gi̍k-sîn,逆臣,25,ge̍k-sîn,gik8sin5,gek8sin5,giksin,geksin,gs,gs
gi̍k-tsha̍t,逆賊,25,ge̍k-chha̍t,gik8tshat8,gek8chhat8,giktshat,gekchhat,gt,gc
giak-giak,逆逆,25,giak-giak,giakgiak,giakgiak,giakgiak,giakgiak,gg,gg
gi̍k-hong,逆風,25,ge̍k-hong,gik8hong,gek8hong,gikhong,gekhong,gh,gh
gi̍k-tóng,逆黨,25,ge̍k-tóng,gik8tong2,gek8tong2,giktong,gektong,gt,gt
thàu-á,透仔,25,thàu-á,thau3a2,thau3a2,thaua,thaua,ta,ta
thàu-kng,透光,25,thàu-kng,thau3kng,thau3kng,thaukng,thaukng,tk,tk
thàu-ji̍p,透入,25,thàu-ji̍p,thau3jip8,thau3jip8,thaujip,thaujip,tj,tj
thàu-tang,透冬,25,thàu-tang,thau3tang,thau3tang,thautang,thautang,tt,tt
thàu-bé,透尾,25,thàu-bé,thau3be2,thau3be2,thaube,thaube,tb,tb
thàu-nî,透年,25,thàu-nî,thau3ni5,thau3ni5,thauni,thauni,tn,tn
thàu-tué,透底,25,thàu-tóe,thau3tue2,thau3toe2,thautue,thautoe,tt,tt
thàu-thiat,透徹,25,thàu-thiat,thau3thiat,thau3thiat,thauthiat,thauthiat,tt,tt
thàu-thuh,透托,25,thàu-thuh,thau3thuh,thau3thuh,thauthuh,thauthuh,tt,tt
thàu-thiu,透抽,25,thàu-thiu,thau3thiu,thau3thiu,thauthiu,thauthiu,tt,tt
thàu-ji̍t,透日,25,thàu-ji̍t,thau3jit8,thau3jit8,thaujit,thaujit,tj,tj
thàu-tsá,透早,25,thàu-chá,thau3tsa2,thau3cha2,thautsa,thaucha,tt,tc
thàu-tàu,透晝,25,thàu-tàu,thau3tau3,thau3tau3,thautau,thautau,tt,tt
thàu-poo,透晡,25,thàu-po͘,thau3poo,thau3poo,thaupoo,thaupoo,tp,tp
thàu-àm,透暗,25,thàu-àm,thau3am3,thau3am3,thauam,thauam,ta,ta
thàu-mî,透暝,25,thàu-mî,thau3mi5,thau3mi5,thaumi,thaumi,tm,tm
thàu-ki,透機,25,thàu-ki,thau3ki,thau3ki,thauki,thauki,tk,tk
thàu-tsuí,透水,25,thàu-chúi,thau3tsui2,thau3chui2,thautsui,thauchui,tt,tc
thàu-lâu,透流,25,thàu-lâu,thau3lau5,thau3lau5,thaulau,thaulau,tl,tl
thàu-tshing,透清,25,thàu-chheng,thau3tshing,thau3chheng,thautshing,thauchheng,tt,tc
thàu-káng,透港,25,thàu-káng,thau3kang2,thau3kang2,thaukang,thaukang,tk,tk
thàu-ti̍t,透直,25,thàu-ti̍t,thau3tit8,thau3tit8,thautit,thautit,tt,tt
thàu-tiam,透砧,25,thàu-tiam,thau3tiam,thau3tiam,thautiam,thautiam,tt,tt
thàu-tsuā,透行,25,thàu-chōa,thau3tsua7,thau3choa7,thautsua,thauchoa,tt,tc
thàu-sin,透身,25,thàu-sin,thau3sin,thau3sin,thausin,thausin,ts,ts
thàu-hian,透軒,25,thàu-hian,thau3hian,thau3hian,thauhian,thauhian,th,th
thàu-thàu,透透,25,thàu-thàu,thau3thau3,thau3thau3,thauthau,thauthau,tt,tt
thàu-kè,透過,25,thàu-kè,thau3ke3,thau3ke3,thauke,thauke,tk,tk
thàu-hōo,透雨,25,thàu-hō͘,thau3hoo7,thau3hoo7,thauhoo,thauhoo,th,th
thàu-hong,透風,25,thàu-hong,thau3hong,thau3hong,thauhong,thauhong,th,th
tio̍k-it,逐一,25,tio̍k-it,tiok8it,tiok8it,tiokit,tiokit,ti,ti
tio̍k-kiānn,逐件,25,tio̍k-kiāⁿ,tiok8kiann7,tiok8kiann7,tiokkiann,tiokkiann,tk,tk
tio̍k-tang,逐冬,25,tio̍k-tang,tiok8tang,tiok8tang,tioktang,tioktang,tt,tt
tio̍k-huê,逐回,25,tio̍k-hôe,tiok8hue5,tiok8hoe5,tiokhue,tiokhoe,th,th
tio̍k-ji̍t,逐日,25,tio̍k-ji̍t,tiok8jit8,tiok8jit8,tiokjit,tiokjit,tj,tj
tio̍k-gua̍t,逐月,25,tio̍k-goa̍t,tiok8guat8,tiok8goat8,tiokguat,tiokgoat,tg,tg
tio̍k-tshù,逐次,25,tio̍k-chhù,tiok8tshu3,tiok8chhu3,tioktshu,tiokchhu,tt,tc
ta̍uh-ta̍uh,逐逐,25,tau̍h-tau̍h,tauh8tauh8,tauh8tauh8,tauhtauh,tauhtauh,tt,tt
tio̍k-tio̍k,逐逐,25,tio̍k-tio̍k,tiok8tiok8,tiok8tiok8,tioktiok,tioktiok,tt,tt
tôo-kiông,途窮,25,tô͘-kiông,too5kiong5,too5kiong5,tookiong,tookiong,tk,tk
tsé-lâng,這人,25,ché-lâng,tse2lang5,che2lang5,tselang,chelang,tl,cl
tsit-le,這個,25,chit-le,tsitle,chitle,tsitle,chitle,tl,cl
tsí-tau,這兜,25,chí-tau,tsi2tau,chi2tau,tsitau,chitau,tt,ct
tsé-iūnn,這樣,25,ché-iūⁿ,tse2iunn7,che2iunn7,tseiunn,cheiunn,ti,ci
tsí-tso,這遭,25,chí-cho,tsi2tso,chi2cho,tsitso,chicho,tt,cc
thong-sū,通事,25,thong-sū,thongsu7,thongsu7,thongsu,thongsu,ts,ts
thong-lâng,通人,25,thong-lâng,thonglang5,thonglang5,thonglang,thonglang,tl,tl
thong-sìn,通信,25,thong-sìn,thongsin3,thongsin3,thongsin,thongsin,ts,ts
thang-kng,通光,25,thang-kng,thangkng,thangkng,thangkng,thangkng,tk,tk
thong-kiōng,通共,25,thong-kiōng,thongkiong7,thongkiong7,thongkiong,thongkiong,tk,tk
thong-phuànn,通判,25,thong-phòaⁿ,thongphuann3,thongphoann3,thongphuann,thongphoann,tp,tp
thong-tông,通同,25,thong-tông,thongtong5,thongtong5,thongtong,thongtong,tt,tt
thong-hô,通和,25,thong-hô,thongho5,thongho5,thongho,thongho,th,th
thong-siong,通商,25,thong-siong,thongsiong,thongsiong,thongsiong,thongsiong,ts,ts
thong-kok,通國,25,thong-kok,thongkok,thongkok,thongkok,thongkok,tk,tk
thong-pò,通報,25,thong-pò,thongpo3,thongpo3,thongpo,thongpo,tp,tp
thong-thò,通套,25,thong-thò,thongtho3,thongtho3,thongtho,thongtho,tt,tt
thong-kan,通姦,25,thong-kan,thongkan,thongkan,thongkan,thongkan,tk,tk
thong-ke,通家,25,thong-ke,thongke,thongke,thongke,thongke,tk,tk
thong-pó,通寶,25,thong-pó,thongpo2,thongpo2,thongpo,thongpo,tp,tp
thàng-bé,通尾,25,thàng-bé,thang3be2,thang3be2,thangbe,thangbe,tb,tb
thong-hāng,通巷,25,thong-hāng,thonghang7,thonghang7,thonghang,thonghang,th,th
thong-siông,通常,25,thong-siông,thongsiong5,thongsiong5,thongsiong,thongsiong,ts,ts
thong-nî,通年,25,thong-nî,thongni5,thongni5,thongni,thongni,tn,tn
thong-tsng,通庄,25,thong-chng,thongtsng,thongchng,thongtsng,thongchng,tt,tc
thong-tsō,通座,25,thong-chō,thongtso7,thongcho7,thongtso,thongcho,tt,tc
thong-pè,通弊,25,thong-pè,thongpe3,thongpe3,thongpe,thongpe,tp,tp
thong-óng,通往,25,thong-óng,thongong2,thongong2,thongong,thongong,to,to
thong-thiat,通徹,25,thong-thiat,thongthiat,thongthiat,thongthiat,thongthiat,tt,tt
thàng-sim,通心,25,thàng-sim,thang3sim,thang3sim,thangsim,thangsim,ts,ts
thong-phue,通批,25,thong-phoe,thongphue,thongphoe,thongphue,thongphoe,tp,tp
thong-iông,通揚,25,thong-iông,thongiong5,thongiong5,thongiong,thongiong,ti,ti
thong-tso̍k,通族,25,thong-cho̍k,thongtsok8,thongchok8,thongtsok,thongchok,tt,tc
thang-hông,通晃,25,thang-hông,thanghong5,thanghong5,thanghong,thanghong,th,th
thâng-hông,通晃,25,thâng-hông,thang5hong5,thang5hong5,thanghong,thanghong,th,th
thong-hiáu,通曉,25,thong-hiáu,thonghiau2,thonghiau2,thonghiau,thonghiau,th,th
thong-su,通書,25,thong-su,thongsu,thongsu,thongsu,thongsu,ts,ts
thong-tháng,通桶,25,thong-tháng,thongthang2,thongthang2,thongthang,thongthang,tt,tt
thong-niû,通樑,25,thong-niû,thongniu5,thongniu5,thongniu,thongniu,tn,tn
thong-khì,通氣,25,thong-khì,thongkhi3,thongkhi3,thongkhi,thongkhi,tk,tk
tháu-khì,通氣,25,tháu-khì,thau2khi3,thau2khi3,thaukhi,thaukhi,tk,tk
thong-liû,通流,25,thong-liû,thongliu5,thongliu5,thongliu,thongliu,tl,tl
thong-bô,通無,25,thong-bô,thongbo5,thongbo5,thongbo,thongbo,tb,tb
thong-tia̍p,通牒,25,thong-tia̍p,thongtiap8,thongtiap8,thongtiap,thongtiap,tt,tt
thong-īng,通用,25,thong-ēng,thonging7,thongeng7,thonging,thongeng,ti,te
thong-huan,通番,25,thong-hoan,thonghuan,thonghoan,thonghuan,thonghoan,th,th
thang-lang,通疏,25,thang-lang,thanglang,thanglang,thanglang,thanglang,tl,tl
thong-puânn,通盤,25,thong-pôaⁿ,thongpuann5,thongpoann5,thongpuann,thongpoann,tp,tp
thong-ti,通知,25,thong-ti,thongti,thongti,thongti,thongti,tt,tt
thong-tshing,通稱,25,thong-chheng,thongtshing,thongchheng,thongtshing,thongchheng,tt,tc
thong-khiàu,通竅,25,thong-khiàu,thongkhiau3,thongkhiau3,thongkhiau,thongkhiau,tk,tk
thong-phinn,通篇,25,thong-phiⁿ,thongphinn,thongphinn,thongphinn,thongphinn,tp,tp
thong-hing,通興,25,thong-heng,thonghing,thongheng,thonghing,thongheng,th,th
thong-tshài,通菜,25,thong-chhài,thongtshai3,thongchhai3,thongtshai,thongchhai,tt,tc
thong-hiông,通融,25,thong-hiông,thonghiong5,thonghiong5,thonghiong,thonghiong,th,th
thong-hîng,通行,25,thong-hêng,thonghing5,thongheng5,thonghing,thongheng,th,th
thong-kue,通街,25,thong-koe,thongkue,thongkoe,thongkue,thongkoe,tk,tk
khong-siū,通袖,25,khong-siū,khongsiu7,khongsiu7,khongsiu,khongsiu,ks,ks
thong-siū,通袖,25,thong-siū,thongsiu7,thongsiu7,thongsiu,thongsiu,ts,ts
thong-siông,通詳,25,thong-siông,thongsiong5,thongsiong5,thongsiong,thongsiong,ts,ts
thong-bôo,通謀,25,thong-bô͘,thongboo5,thongboo5,thongboo,thongboo,tb,tb
thong-i̍k,通譯,25,thong-e̍k,thongik8,thongek8,thongik,thongek,ti,te
thong-tsàn,通讚,25,thong-chàn,thongtsan3,thongchan3,thongtsan,thongchan,tt,tc
thong-tiùnn,通賬,25,thong-tiùⁿ,thongtiunn3,thongtiunn3,thongtiunn,thongtiunn,tt,tt
thong-sin,通身,25,thong-sin,thongsin,thongsin,thongsin,thongsin,ts,ts
thong-thàu,通透,25,thong-thàu,thongthau3,thongthau3,thongthau,thongthau,tt,tt
thong-thong,通通,25,thong-thong,thongthong,thongthong,thongthong,thongthong,tt,tt
thàng-thàng,通通,25,thàng-thàng,thang3thang3,thang3thang3,thangthang,thangthang,tt,tt
tháu-tháu,通通,25,tháu-tháu,thau2thau2,thau2thau2,thauthau,thauthau,tt,tt
thong-liân,通連,25,thong-liân,thonglian5,thonglian5,thonglian,thonglian,tl,tl
thong-kè,通過,25,thong-kè,thongke3,thongke3,thongke,thongke,tk,tk
thàng-kè,通過,25,thàng-kè,thang3ke3,thang3ke3,thangke,thangke,tk,tk
thong-ta̍t,通達,25,thong-ta̍t,thongtat8,thongtat8,thongtat,thongtat,tt,tt
thong-kuan,通關,25,thong-koan,thongkuan,thongkoan,thongkuan,thongkoan,tk,tk
thang-hong,通風,25,thang-hong,thanghong,thanghong,thanghong,thanghong,th,th
thong-hong,通風,25,thong-hong,thonghong,thonghong,thonghong,thonghong,th,th
thíng-sīng,逞乘,25,théng-sēng,thing2sing7,theng2seng7,thingsing,thengseng,ts,ts
thíng-kiông,逞強,25,théng-kiông,thing2kiong5,theng2kiong5,thingkiong,thengkiong,tk,tk
thíng-sìng,逞性,25,théng-sèng,thing2sing3,theng2seng3,thingsing,thengseng,ts,ts
thíng-kuân,逞權,25,théng-koân,thing2kuan5,theng2koan5,thingkuan,thengkoan,tk,tk
sok-li̍k,速力,25,sok-le̍k,soklik8,soklek8,soklik,soklek,sl,sl
sok-hí,速喜,25,sok-hí,sokhi2,sokhi2,sokhi,sokhi,sh,sh
sok-sîng,速成,25,sok-sêng,soksing5,sokseng5,soksing,sokseng,ss,ss
sok-kì,速記,25,sok-kì,sokki3,sokki3,sokki,sokki,sk,sk
sok-sok,速速,25,sok-sok,soksok,soksok,soksok,soksok,ss,ss
suh-suh,速速,25,suh-suh,suhsuh,suhsuh,suhsuh,suhsuh,ss,ss
tshuh-tshuh,速速,25,chhuh-chhuh,tshuhtshuh,chhuhchhuh,tshuhtshuh,chhuhchhuh,tt,cc
sok-ta̍t,速達,25,sok-ta̍t,soktat8,soktat8,soktat,soktat,st,st
tsō-tsok,造作,25,chō-chok,tso7tsok,cho7chok,tsotsok,chochok,tt,cc
tsō-tsheh,造冊,25,chō-chheh,tso7tsheh,cho7chheh,tsotsheh,chochheh,tt,cc
tsō-huà,造化,25,chō-hòa,tso7hua3,cho7hoa3,tsohua,chohoa,th,ch
tsō-huán,造反,25,chō-hoán,tso7huan2,cho7hoan2,tsohuan,chohoan,th,ch
tsō-siânn,造城,25,chō-siâⁿ,tso7siann5,cho7siann5,tsosiann,chosiann,ts,cs
tsō-thah,造塔,25,chō-thah,tso7thah,cho7thah,tsothah,chothah,tt,ct
tsō-iau,造妖,25,chō-iau,tso7iau,cho7iau,tsoiau,choiau,ti,ci
tsō-tsē,造寨,25,chō-chē,tso7tse7,cho7che7,tsotse,choche,tt,cc
tsō-tsiū,造就,25,chō-chiū,tso7tsiu7,cho7chiu7,tsotsiu,chochiu,tt,cc
tshò-hú,造府,25,chhò-hú,tsho3hu2,chho3hu2,tshohu,chhohu,th,ch
tsō-biō,造廟,25,chō-biō,tso7bio7,cho7bio7,tsobio,chobio,tb,cb
tsō-lîm,造林,25,chō-lîm,tso7lim5,cho7lim5,tsolim,cholim,tl,cl
tsō-kiô,造橋,25,chō-kiô,tso7kio5,cho7kio5,tsokio,chokio,tk,ck
tsō-huat,造法,25,chō-hoat,tso7huat,cho7hoat,tsohuat,chohoat,th,ch
tsō-tshiûnn,造牆,25,chō-chhiûⁿ,tso7tshiunn5,cho7chhiunn5,tsotshiunn,chochhiunn,tt,cc
tsō-hok,造福,25,chō-hok,tso7hok,cho7hok,tsohok,chohok,th,ch
tsō-tsûn,造船,25,chō-chûn,tso7tsun5,cho7chun5,tsotsun,chochun,tt,cc
tsō-hua,造花,25,chō-hoa,tso7hua,cho7hoa,tsohua,chohoa,th,ch
tsō-siàu,造賬,25,chō-siàu,tso7siau3,cho7siau3,tsosiau,chosiau,ts,cs
tsō-lōo,造路,25,chō-lō͘,tso7loo7,cho7loo7,tsoloo,choloo,tl,cl
tsō-tsō,造造,25,chō-chō,tso7tso7,cho7cho7,tsotso,chocho,tt,cc
tsùn-sûn,逡巡,25,chùn-sûn,tsun3sun5,chun3sun5,tsunsun,chunsun,ts,cs
hông-hiau,逢僥,25,hông-hiau,hong5hiau,hong5hiau,honghiau,honghiau,hh,hh
hông-bûn,逢門,25,hông-bûn,hong5bun5,hong5bun5,hongbun,hongbun,hb,hb
liâm-mi,連mi,25,liâm-mi,liam5mi,liam5mi,liammi,liammi,lm,lm
liân-jīm,連任,25,liân-jīm,lian5jim7,lian5jim7,lianjim,lianjim,lj,lj
liân-miâ,連名,25,liân-miâ,lian5mia5,lian5mia5,lianmia,lianmia,lm,lm
liân-huê,連回,25,liân-hôe,lian5hue5,lian5hoe5,lianhue,lianhoe,lh,lh
liân-suann,連山,25,liân-soaⁿ,lian5suann,lian5soann,liansuann,liansoann,ls,ls
liân-tài,連帶,25,liân-tài,lian5tai3,lian5tai3,liantai,liantai,lt,lt
liân-nî,連年,25,liân-nî,lian5ni5,lian5ni5,lianni,lianni,ln,ln
liân-tsng,連庄,25,liân-chng,lian5tsng,lian5chng,liantsng,lianchng,lt,lc
liâm-tsia̍p,連捷,25,liâm-chia̍p,liam5tsiap8,liam5chiap8,liamtsiap,liamchiap,lt,lc
liân-tsia̍t,連捷,25,liân-chia̍t,lian5tsiat8,lian5chiat8,liantsiat,lianchiat,lt,lc
liân-tsiap,連接,25,liân-chiap,lian5tsiap,lian5chiap,liantsiap,lianchiap,lt,lc
liân-ji̍t,連日,25,liân-ji̍t,lian5jit8,lian5jit8,lianjit,lianjit,lj,lj
liân-ge̍h,連月,25,liân-ge̍h,lian5geh8,lian5geh8,liangeh,liangeh,lg,lg
liân-kuī,連櫃,25,liân-kūi,lian5kui7,lian5kui7,liankui,liankui,lk,lk
liân-phàu,連炮,25,liân-phàu,lian5phau3,lian5phau3,lianphau,lianphau,lp,lp
liân-tha̍p,連疊,25,liân-tha̍p,lian5thap8,lian5thap8,lianthap,lianthap,lt,lt
liân-luī,連累,25,liân-lūi,lian5lui7,lian5lui7,lianlui,lianlui,ll,ll
liân-lo̍k,連絡,25,liân-lo̍k,lian5lok8,lian5lok8,lianlok,lianlok,ll,ll
liân-sio̍k,連續,25,liân-sio̍k,lian5siok8,lian5siok8,liansiok,liansiok,ls,ls
liân-suà,連續,25,liân-sòa,lian5sua3,lian5soa3,liansua,liansoa,ls,ls
liân-kiâu,連翹,25,liân-kiâu,lian5kiau5,lian5kiau5,liankiau,liankiau,lk,lk
liân-tsiau,連蕉,25,liân-chiau,lian5tsiau,lian5chiau,liantsiau,lianchiau,lt,lc
liân-khim,連襟,25,liân-khim,lian5khim,lian5khim,liankhim,liankhim,lk,lk
liân-tsâi,連財,25,liân-châi,lian5tsai5,lian5chai5,liantsai,lianchai,lt,lc
liân-liân,連連,25,liân-liân,lian5lian5,lian5lian5,lianlian,lianlian,ll,ll
liân-hiong,連鄉,25,liân-hiong,lian5hiong,lian5hiong,lianhiong,lianhiong,lh,lh
liân-tuī,連隊,25,liân-tūi,lian5tui7,lian5tui7,liantui,liantui,lt,lt
lian-mi,連鞭,25,lian-mi,lianmi,lianmi,lianmi,lianmi,lm,lm
liâm-pinn,連鞭,25,liâm-piⁿ,liam5pinn,liam5pinn,liampinn,liampinn,lp,lp
liân-mi,連鞭,25,liân-mi,lian5mi,lian5mi,lianmi,lianmi,lm,lm
liân-khau,連鬮,25,liân-khau,lian5khau,lian5khau,liankhau,liankhau,lk,lk
tsìn-siōng,進上,25,chìn-siōng,tsin3siong7,chin3siong7,tsinsiong,chinsiong,ts,cs
tsìn-tiòng,進中,25,chìn-tiòng,tsin3tiong3,chin3tiong3,tsintiong,chintiong,tt,ct
tsìn-tsú,進主,25,chìn-chú,tsin3tsu2,chin3chu2,tsintsu,chinchu,tt,cc
tsìn-kiann,進京,25,chìn-kiaⁿ,tsin3kiann,chin3kiann,tsinkiann,chinkiann,tk,ck
tsìn-ping,進兵,25,chìn-peng,tsin3ping,chin3peng,tsinping,chinpeng,tp,cp
tsìn-tsîng,進前,25,chìn-chêng,tsin3tsing5,chin3cheng5,tsintsing,chincheng,tt,cc
tsìn-huà,進化,25,chìn-hòa,tsin3hua3,chin3hoa3,tsinhua,chinhoa,th,ch
tsìn-tshú,進取,25,chìn-chhú,tsin3tshu2,chin3chhu2,tsintshu,chinchhu,tt,cc
tsìn-thîng,進呈,25,chìn-thêng,tsin3thing5,chin3theng5,tsinthing,chintheng,tt,ct
tsìn-tiûnn,進場,25,chìn-tiûⁿ,tsin3tiunn5,chin3tiunn5,tsintiunn,chintiunn,tt,ct
tsìn-khòng,進壙,25,chìn-khòng,tsin3khong3,chin3khong3,tsinkhong,chinkhong,tk,ck
tsìn-sū,進士,25,chìn-sū,tsin3su7,chin3su7,tsinsu,chinsu,ts,cs
tsìn-koo,進姑,25,chìn-ko͘,tsin3koo,chin3koo,tsinkoo,chinkoo,tk,ck
tsìn-o̍h,進學,25,chìn-o̍h,tsin3oh8,chin3oh8,tsinoh,chinoh,to,co
tsìn-the̍h,進宅,25,chìn-the̍h,tsin3theh8,chin3theh8,tsintheh,chintheh,tt,ct
tsìn-tik,進德,25,chìn-tek,tsin3tik,chin3tek,tsintik,chintek,tt,ct
tsìn-pâng,進房,25,chìn-pâng,tsin3pang5,chin3pang5,tsinpang,chinpang,tp,cp
tsìn-tsiap,進接,25,chìn-chiap,tsin3tsiap,chin3chiap,tsintsiap,chinchiap,tt,cc
tsìn-pōo,進步,25,chìn-pō͘,tsin3poo7,chin3poo7,tsinpoo,chinpoo,tp,cp
tsìn-tsuí,進水,25,chìn-chúi,tsin3tsui2,chin3chui2,tsintsui,chinchui,tt,cc
tsìn-ting,進燈,25,chìn-teng,tsin3ting,chin3teng,tsinting,chinteng,tt,ct
tsìn-tsiok,進爵,25,chìn-chiok,tsin3tsiok,chin3chiok,tsintsiok,chinchiok,tt,cc
tsìn-hiàn,進獻,25,chìn-hiàn,tsin3hian3,chin3hian3,tsinhian,chinhian,th,ch
tsìn-pan,進班,25,chìn-pan,tsin3pan,chin3pan,tsinpan,chinpan,tp,cp
tsìn-huat,進發,25,chìn-hoat,tsin3huat,chin3hoat,tsinhuat,chinhoat,th,ch
tsìn-iah,進益,25,chìn-iah,tsin3iah,chin3iah,tsiniah,chiniah,ti,ci
tsìn-kip,進級,25,chìn-kip,tsin3kip,chin3kip,tsinkip,chinkip,tk,ck
tsìn-siān,進膳,25,chìn-siān,tsin3sian7,chin3sian7,tsinsian,chinsian,ts,cs
