hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,stti,is_variant
山櫻花,suann-ing-hue,16,soaⁿ-eng-hoe,suann1ing1hue1,soann1eng1hoe1,ㄙㄨㆩㄧㄥㄏㄨㆤ,suanninghue,soannenghoe,ㄙㄨㆩㄧㄥㄏㄨㆤ,sih,seh,ㄙㄧㄏ,True,False
山水畫,san-suí-uē,16,san-súi-ōe,san1sui2ue7,san1sui2oe7,ㄙㄢㄙㄨㄧˋㄨㆤ˫,sansuiue,sansuioe,ㄙㄢㄙㄨㄧㄨㆤ,ssu,sso,ㄙㄙㄨ,True,False
山烏鶖,suann-oo-tshiu,16,soaⁿ-o͘-chhiu,suann1oo1tshiu1,soann1oo1chhiu1,ㄙㄨㆩㆦㄑㄧㄨ,suannootshiu,soannoochhiu,ㄙㄨㆩㆦㄑㄧㄨ,sot,soc,ㄙㆦㄑ,True,False
山瑞香,suann-suī-hiong,16,soaⁿ-sūi-hiong,suann1sui7hiong1,soann1sui7hiong1,ㄙㄨㆩㄙㄨㄧ˫ㄏㄧㆲ,suannsuihiong,soannsuihiong,ㄙㄨㆩㄙㄨㄧㄏㄧㆲ,ssh,ssh,ㄙㄙㄏ,True,False
山藥薯,suann-io̍h-tsî,16,soaⁿ-io̍h-chî,suann1ioh8tsi5,soann1ioh8chi5,ㄙㄨㆩㄧㄛㆷ̇ㄐㄧˊ,suanniohtsi,soanniohchi,ㄙㄨㆩㄧㄛㆷㄐㄧ,sit,sic,ㄙㄧㄐ,True,False
工作列,kang-tsok-lia̍t,16,kang-chok-lia̍t,kang1tsok4liat8,kang1chok4liat8,ㄍㄤㄗㆦㆻㄌㄧㄚㆵ̇,kangtsokliat,kangchokliat,ㄍㄤㄗㆦㆻㄌㄧㄚㆵ,ktl,kcl,ㄍㄗㄌ,True,False
工具冊,kang-khū-tsheh,16,kang-khū-chheh,kang1khu7tsheh4,kang1khu7chheh4,ㄍㄤㄎㄨ˫ㄘㆤㆷ,kangkhutsheh,kangkhuchheh,ㄍㄤㄎㄨㄘㆤㆷ,kkt,kkc,ㄍㄎㄘ,True,False
工具冊,kang-kū-tsheh,16,kang-kū-chheh,kang1ku7tsheh4,kang1ku7chheh4,ㄍㄤㄍㄨ˫ㄘㆤㆷ,kangkutsheh,kangkuchheh,ㄍㄤㄍㄨㄘㆤㆷ,kkt,kkc,ㄍㄍㄘ,True,False
工務局,kang-bū-kio̍k,16,kang-bū-kio̍k,kang1bu7kiok8,kang1bu7kiok8,ㄍㄤㆠㄨ˫ㄍㄧㆦㆻ̇,kangbukiok,kangbukiok,ㄍㄤㆠㄨㄍㄧㆦㆻ,kbk,kbk,ㄍㆠㄍ,True,False
工商業,kang-siong-gia̍p,16,kang-siong-gia̍p,kang1siong1giap8,kang1siong1giap8,ㄍㄤㄒㄧㆲㆣㄧㄚㆴ̇,kangsionggiap,kangsionggiap,ㄍㄤㄒㄧㆲㆣㄧㄚㆴ,ksg,ksg,ㄍㄒㆣ,True,False
工業區,kang-gia̍p-khu,16,kang-gia̍p-khu,kang1giap8khu1,kang1giap8khu1,ㄍㄤㆣㄧㄚㆴ̇ㄎㄨ,kanggiapkhu,kanggiapkhu,ㄍㄤㆣㄧㄚㆴㄎㄨ,kgk,kgk,ㄍㆣㄎ,True,False
工藝品,kang-gē-phín,16,kang-gē-phín,kang1ge7phin2,kang1ge7phin2,ㄍㄤㆣㆤ˫ㄆㄧㄣˋ,kanggephin,kanggephin,ㄍㄤㆣㆤㄆㄧㄣ,kgp,kgp,ㄍㆣㄆ,True,False
巨蟹座,kī-hāi-tsō,16,kī-hāi-chō,ki7hai7tso7,ki7hai7cho7,ㄍㄧ˫ㄏㄞ˫ㄗㄛ˫,kihaitso,kihaicho,ㄍㄧㄏㄞㄗㄛ,kht,khc,ㄍㄏㄗ,True,False
市公所,tshī-kong-sóo,16,chhī-kong-só͘,tshi7kong1soo2,chhi7kong1soo2,ㄑㄧ˫ㄍㆲㄙㆦˋ,tshikongsoo,chhikongsoo,ㄑㄧㄍㆲㄙㆦ,tks,cks,ㄑㄍㄙ,True,False
市政府,tshī-tsìng-hú,16,chhī-chèng-hú,tshi7tsing3hu2,chhi7cheng3hu2,ㄑㄧ˫ㄐㄧㄥ˪ㄏㄨˋ,tshitsinghu,chhichenghu,ㄑㄧㄐㄧㄥㄏㄨ,tth,cch,ㄑㄐㄏ,True,False
市議會,tshī-gī-huē,16,chhī-gī-hōe,tshi7gi7hue7,chhi7gi7hoe7,ㄑㄧ˫ㆣㄧ˫ㄏㄨㆤ˫,tshigihue,chhigihoe,ㄑㄧㆣㄧㄏㄨㆤ,tgh,cgh,ㄑㆣㄏ,True,False
帶分數,tài-hun-sòo,16,tài-hun-sò͘,tai3hun1soo3,tai3hun1soo3,ㄉㄞ˪ㄏㄨㄣㄙㆦ˪,taihunsoo,taihunsoo,ㄉㄞㄏㄨㄣㄙㆦ,ths,ths,ㄉㄏㄙ,True,False
帶原者,tài-guân-tsiá,16,tài-goân-chiá,tai3guan5tsia2,tai3goan5chia2,ㄉㄞ˪ㆣㄨㄢˊㄐㄧㄚˋ,taiguantsia,taigoanchia,ㄉㄞㆣㄨㄢㄐㄧㄚ,tgt,tgc,ㄉㆣㄐ,True,False
帶小數,tài-sió-sòo,16,tài-sió-sò͘,tai3sio2soo3,tai3sio2soo3,ㄉㄞ˪ㄒㄧㄛˋㄙㆦ˪,taisiosoo,taisiosoo,ㄉㄞㄒㄧㄛㄙㆦ,tss,tss,ㄉㄒㄙ,True,False
幌振動,hàinn-tín-tāng,16,hàiⁿ-tín-tāng,hainn3tin2tang7,hainn3tin2tang7,ㄏㆮ˪ㄉㄧㄣˋㄉㄤ˫,hainntintang,hainntintang,ㄏㆮㄉㄧㄣㄉㄤ,htt,htt,ㄏㄉㄉ,True,False
干擾素,kan-jiáu-sòo,16,kan-jiáu-sò͘,kan1jiau2soo3,kan1jiau2soo3,ㄍㄢㆢㄧㄠˋㄙㆦ˪,kanjiausoo,kanjiausoo,ㄍㄢㆢㄧㄠㄙㆦ,kjs,kjs,ㄍㆢㄙ,True,False
平均數,pîng-kin-sòo,16,pêng-kin-sò͘,ping5kin1soo3,peng5kin1soo3,ㄅㄧㄥˊㄍㄧㄣㄙㆦ˪,pingkinsoo,pengkinsoo,ㄅㄧㄥㄍㄧㄣㄙㆦ,pks,pks,ㄅㄍㄙ,True,False
平常年,pîng-siông-nî,16,pêng-siông-nî,ping5siong5ni5,peng5siong5ni5,ㄅㄧㄥˊㄒㄧㆲˊㄋㄧˊ,pingsiongni,pengsiongni,ㄅㄧㄥㄒㄧㆲㄋㄧ,psn,psn,ㄅㄒㄋ,True,False
平方根,pîng-hong-kin,16,pêng-hong-kin,ping5hong1kin1,peng5hong1kin1,ㄅㄧㄥˊㄏㆲㄍㄧㄣ,pinghongkin,penghongkin,ㄅㄧㄥㄏㆲㄍㄧㄣ,phk,phk,ㄅㄏㄍ,True,False
平等權,pîng-tíng-khuân,16,pêng-téng-khoân,ping5ting2khuan5,peng5teng2khoan5,ㄅㄧㄥˊㄉㄧㄥˋㄎㄨㄢˊ,pingtingkhuan,pengtengkhoan,ㄅㄧㄥㄉㄧㄥㄎㄨㄢ,ptk,ptk,ㄅㄉㄎ,True,False
平等權,pîng-tíng-kuân,16,pêng-téng-koân,ping5ting2kuan5,peng5teng2koan5,ㄅㄧㄥˊㄉㄧㄥˋㄍㄨㄢˊ,pingtingkuan,pengtengkoan,ㄅㄧㄥㄉㄧㄥㄍㄨㄢ,ptk,ptk,ㄅㄉㄍ,True,False
平行線,pîng-hîng-suànn,16,pêng-hêng-sòaⁿ,ping5hing5suann3,peng5heng5soann3,ㄅㄧㄥˊㄏㄧㄥˊㄙㄨㆩ˪,pinghingsuann,penghengsoann,ㄅㄧㄥㄏㄧㄥㄙㄨㆩ,phs,phs,ㄅㄏㄙ,True,False
平行脈,pîng-hîng-me̍h,16,pêng-hêng-me̍h,ping5hing5meh8,peng5heng5meh8,ㄅㄧㄥˊㄏㄧㄥˊㄇㆤㆷ̇,pinghingmeh,penghengmeh,ㄅㄧㄥㄏㄧㄥㄇㆤㆷ,phm,phm,ㄅㄏㄇ,True,False
平衡感,pîng-hîng-kám,16,pêng-hêng-kám,ping5hing5kam2,peng5heng5kam2,ㄅㄧㄥˊㄏㄧㄥˊㄍㆰˋ,pinghingkam,penghengkam,ㄅㄧㄥㄏㄧㄥㄍㆰ,phk,phk,ㄅㄏㄍ,True,False
平衡木,pîng-hîng-bo̍k,16,pêng-hêng-bo̍k,ping5hing5bok8,peng5heng5bok8,ㄅㄧㄥˊㄏㄧㄥˊㆠㆦㆻ̇,pinghingbok,penghengbok,ㄅㄧㄥㄏㄧㄥㆠㆦㆻ,phb,phb,ㄅㄏㆠ,True,False
平飛球,pênn-pue-kiû,16,pêⁿ-poe-kiû,penn5pue1kiu5,penn5poe1kiu5,ㄅㆥˊㄅㄨㆤㄍㄧㄨˊ,pennpuekiu,pennpoekiu,ㄅㆥㄅㄨㆤㄍㄧㄨ,ppk,ppk,ㄅㄅㄍ,True,False
幼兒園,iù-jî-hn̂g,16,iù-jî-hn̂g,iu3ji5hng5,iu3ji5hng5,ㄧㄨ˪ㆢㄧˊㄏㆭˊ,iujihng,iujihng,ㄧㄨㆢㄧㄏㆭ,ijh,ijh,ㄧㆢㄏ,True,False
幼兒園,iù-jî-uân,16,iù-jî-oân,iu3ji5uan5,iu3ji5oan5,ㄧㄨ˪ㆢㄧˊㄨㄢˊ,iujiuan,iujioan,ㄧㄨㆢㄧㄨㄢ,iju,ijo,ㄧㆢㄨ,True,False
幼兒期,iù-jî-kî,16,iù-jî-kî,iu3ji5ki5,iu3ji5ki5,ㄧㄨ˪ㆢㄧˊㄍㄧˊ,iujiki,iujiki,ㄧㄨㆢㄧㄍㄧ,ijk,ijk,ㄧㆢㄍ,True,False
幼葉仔,iù-hio̍h-á,16,iù-hio̍h-á,iu3hioh8a2,iu3hioh8a2,ㄧㄨ˪ㄏㄧㄛㆷ̇ㄚˋ,iuhioha,iuhioha,ㄧㄨㄏㄧㄛㆷㄚ,iha,iha,ㄧㄏㄚ,True,False
幾點半,kuí-tiám-puànn,16,kúi-tiám-pòaⁿ,kui2tiam2puann3,kui2tiam2poann3,ㄍㄨㄧˋㄉㄧㆰˋㄅㄨㆩ˪,kuitiampuann,kuitiampoann,ㄍㄨㄧㄉㄧㆰㄅㄨㆩ,ktp,ktp,ㄍㄉㄅ,True,False
底邊長,té-pinn-tn̂g,16,té-piⁿ-tn̂g,te2pinn1tng5,te2pinn1tng5,ㄉㆤˋㄅㆪㄉㆭˊ,tepinntng,tepinntng,ㄉㆤㄅㆪㄉㆭ,tpt,tpt,ㄉㄅㄉ,True,False
底面積,té-bīn-tsik,16,té-bīn-chek,te2bin7tsik4,te2bin7chek4,ㄉㆤˋㆠㄧㄣ˫ㄐㄧㆻ,tebintsik,tebinchek,ㄉㆤㆠㄧㄣㄐㄧㆻ,tbt,tbc,ㄉㆠㄐ,True,False
廣播劇,kóng-pò-kio̍k,16,kóng-pò-kio̍k,kong2po3kiok8,kong2po3kiok8,ㄍㆲˋㄅㄛ˪ㄍㄧㆦㆻ̇,kongpokiok,kongpokiok,ㄍㆲㄅㄛㄍㄧㆦㆻ,kpk,kpk,ㄍㄅㄍ,True,False
廣播劇,kóng-pòo-kio̍k,16,kóng-pò͘-kio̍k,kong2poo3kiok8,kong2poo3kiok8,ㄍㆲˋㄅㆦ˪ㄍㄧㆦㆻ̇,kongpookiok,kongpookiok,ㄍㆲㄅㆦㄍㄧㆦㆻ,kpk,kpk,ㄍㄅㄍ,True,False
弓仔秤,king-á-tshìn,16,keng-á-chhìn,king1a2tshin3,keng1a2chhin3,ㄍㄧㄥㄚˋㄑㄧㄣ˪,kingatshin,kengachhin,ㄍㄧㄥㄚㄑㄧㄣ,kat,kac,ㄍㄚㄑ,True,False
弓箭步,king-tsìnn-pōo,16,keng-chìⁿ-pō͘,king1tsinn3poo7,keng1chinn3poo7,ㄍㄧㄥㄐㆪ˪ㄅㆦ˫,kingtsinnpoo,kengchinnpoo,ㄍㄧㄥㄐㆪㄅㆦ,ktp,kcp,ㄍㄐㄅ,True,False
弦切角,hiân-tshiat-kak,16,hiân-chhiat-kak,hian5tshiat4kak4,hian5chhiat4kak4,ㄏㄧㄢˊㄑㄧㄚㆵㄍㄚㆻ,hiantshiatkak,hianchhiatkak,ㄏㄧㄢㄑㄧㄚㆵㄍㄚㆻ,htk,hck,ㄏㄑㄍ,True,False
弦樂器,hiân-ga̍k-khì,16,hiân-ga̍k-khì,hian5gak8khi3,hian5gak8khi3,ㄏㄧㄢˊㆣㄚㆻ̇ㄎㄧ˪,hiangakkhi,hiangakkhi,ㄏㄧㄢㆣㄚㆻㄎㄧ,hgk,hgk,ㄏㆣㄎ,True,False
弦樂團,hiân-ga̍k-thuân,16,hiân-ga̍k-thoân,hian5gak8thuan5,hian5gak8thoan5,ㄏㄧㄢˊㆣㄚㆻ̇ㄊㄨㄢˊ,hiangakthuan,hiangakthoan,ㄏㄧㄢㆣㄚㆻㄊㄨㄢ,hgt,hgt,ㄏㆣㄊ,True,False
弱起拍,jio̍k-khí-phik,16,jio̍k-khí-phek,jiok8khi2phik4,jiok8khi2phek4,ㆢㄧㆦㆻ̇ㄎㄧˋㄆㄧㆻ,jiokkhiphik,jiokkhiphek,ㆢㄧㆦㆻㄎㄧㄆㄧㆻ,jkp,jkp,ㆢㄎㄆ,True,False
彈鋼琴,tuânn-kǹg-khîm,16,tôaⁿ-kǹg-khîm,tuann5kng3khim5,toann5kng3khim5,ㄉㄨㆩˊㄍㆭ˪ㄎㄧㆬˊ,tuannkngkhim,toannkngkhim,ㄉㄨㆩㄍㆭㄎㄧㆬ,tkk,tkk,ㄉㄍㄎ,True,False
形聲字,hîng-siann-jī,16,hêng-siaⁿ-jī,hing5siann1ji7,heng5siann1ji7,ㄏㄧㄥˊㄒㄧㆩㆢㄧ˫,hingsiannji,hengsiannji,ㄏㄧㄥㄒㄧㆩㆢㄧ,hsj,hsj,ㄏㄒㆢ,True,False
彩色筆,tshái-sik-pit,16,chhái-sek-pit,tshai2sik4pit4,chhai2sek4pit4,ㄘㄞˋㄒㄧㆻㄅㄧㆵ,tshaisikpit,chhaisekpit,ㄘㄞㄒㄧㆻㄅㄧㆵ,tsp,csp,ㄘㄒㄅ,True,False
徛直線,khiā-ti̍t-suànn,16,khiā-ti̍t-sòaⁿ,khia7tit8suann3,khia7tit8soann3,ㄎㄧㄚ˫ㄉㄧㆵ̇ㄙㄨㆩ˪,khiatitsuann,khiatitsoann,ㄎㄧㄚㄉㄧㆵㄙㄨㆩ,kts,kts,ㄎㄉㄙ,True,False
御夫座,gū-hu-tsō,16,gū-hu-chō,gu7hu1tso7,gu7hu1cho7,ㆣㄨ˫ㄏㄨㄗㄛ˫,guhutso,guhucho,ㆣㄨㄏㄨㄗㄛ,ght,ghc,ㆣㄏㄗ,True,False
微生物,bî-sing-bu̍t,16,bî-seng-bu̍t,bi5sing1but8,bi5seng1but8,ㆠㄧˊㄒㄧㄥㆠㄨㆵ̇,bisingbut,bisengbut,ㆠㄧㄒㄧㄥㆠㄨㆵ,bsb,bsb,ㆠㄒㆠ,True,False
微生菌,bî-sing-khún,16,bî-seng-khún,bi5sing1khun2,bi5seng1khun2,ㆠㄧˊㄒㄧㄥㄎㄨㄣˋ,bisingkhun,bisengkhun,ㆠㄧㄒㄧㄥㄎㄨㄣ,bsk,bsk,ㆠㄒㄎ,True,False
徵調式,tí-tiāu-sik,16,tí-tiāu-sek,ti2tiau7sik4,ti2tiau7sek4,ㄉㄧˋㄉㄧㄠ˫ㄒㄧㆻ,titiausik,titiausek,ㄉㄧㄉㄧㄠㄒㄧㆻ,tts,tts,ㄉㄉㄒ,True,False
心宿二,sim-siok-jī,16,sim-siok-jī,sim1siok4ji7,sim1siok4ji7,ㄒㄧㆬㄒㄧㆦㆻㆢㄧ˫,simsiokji,simsiokji,ㄒㄧㆬㄒㄧㆦㆻㆢㄧ,ssj,ssj,ㄒㄒㆢ,True,False
心智圖,sim-tì-tôo,16,sim-tì-tô͘,sim1ti3too5,sim1ti3too5,ㄒㄧㆬㄉㄧ˪ㄉㆦˊ,simtitoo,simtitoo,ㄒㄧㆬㄉㄧㄉㆦ,stt,stt,ㄒㄉㄉ,True,False
心絞疼,sim-ká-thiànn,16,sim-ká-thiàⁿ,sim1ka2thiann3,sim1ka2thiann3,ㄒㄧㆬㄍㄚˋㄊㄧㆩ˪,simkathiann,simkathiann,ㄒㄧㆬㄍㄚㄊㄧㆩ,skt,skt,ㄒㄍㄊ,True,False
心臟病,sim-tsōng-pēnn,16,sim-chōng-pēⁿ,sim1tsong7penn7,sim1chong7penn7,ㄒㄧㆬㄗㆲ˫ㄅㆥ˫,simtsongpenn,simchongpenn,ㄒㄧㆬㄗㆲㄅㆥ,stp,scp,ㄒㄗㄅ,True,False
志工隊,tsì-kang-tuī,16,chì-kang-tūi,tsi3kang1tui7,chi3kang1tui7,ㄐㄧ˪ㄍㄤㄉㄨㄧ˫,tsikangtui,chikangtui,ㄐㄧㄍㄤㄉㄨㄧ,tkt,ckt,ㄐㄍㄉ,True,False
快速鍵,khuài-sok-kiān,16,khoài-sok-kiān,khuai3sok4kian7,khoai3sok4kian7,ㄎㄨㄞ˪ㄙㆦㆻㄍㄧㄢ˫,khuaisokkian,khoaisokkian,ㄎㄨㄞㄙㆦㆻㄍㄧㄢ,ksk,ksk,ㄎㄙㄍ,True,False
快速齒,khuài-sok-khí,16,khoài-sok-khí,khuai3sok4khi2,khoai3sok4khi2,ㄎㄨㄞ˪ㄙㆦㆻㄎㄧˋ,khuaisokkhi,khoaisokkhi,ㄎㄨㄞㄙㆦㆻㄎㄧ,ksk,ksk,ㄎㄙㄎ,True,False
性侵害,sìng-tshim-hāi,16,sèng-chhim-hāi,sing3tshim1hai7,seng3chhim1hai7,ㄒㄧㄥ˪ㄑㄧㆬㄏㄞ˫,singtshimhai,sengchhimhai,ㄒㄧㄥㄑㄧㆬㄏㄞ,sth,sch,ㄒㄑㄏ,True,False
性命力,sènn-miā-li̍k,16,sèⁿ-miā-le̍k,senn3mia7lik8,senn3mia7lek8,ㄙㆥ˪ㄇㄧㄚ˫ㄌㄧㆻ̇,sennmialik,sennmialek,ㄙㆥㄇㄧㄚㄌㄧㆻ,sml,sml,ㄙㄇㄌ,True,False
性教育,sìng-kàu-io̍k,16,sèng-kàu-io̍k,sing3kau3iok8,seng3kau3iok8,ㄒㄧㄥ˪ㄍㄠ˪ㄧㆦㆻ̇,singkauiok,sengkauiok,ㄒㄧㄥㄍㄠㄧㆦㆻ,ski,ski,ㄒㄍㄧ,True,False
性霸凌,sìng-pà-lîng,16,sèng-pà-lêng,sing3pa3ling5,seng3pa3leng5,ㄒㄧㄥ˪ㄅㄚ˪ㄌㄧㄥˊ,singpaling,sengpaleng,ㄒㄧㄥㄅㄚㄌㄧㄥ,spl,spl,ㄒㄅㄌ,True,False
性騷擾,sìng-so-jiáu,16,sèng-so-jiáu,sing3so1jiau2,seng3so1jiau2,ㄒㄧㄥ˪ㄙㄛㆢㄧㄠˋ,singsojiau,sengsojiau,ㄒㄧㄥㄙㄛㆢㄧㄠ,ssj,ssj,ㄒㄙㆢ,True,False
恆春城,hîng-tshun-siânn,16,hêng-chhun-siâⁿ,hing5tshun1siann5,heng5chhun1siann5,ㄏㄧㄥˊㄘㄨㄣㄒㄧㆩˊ,hingtshunsiann,hengchhunsiann,ㄏㄧㄥㄘㄨㄣㄒㄧㆩ,hts,hcs,ㄏㄘㄒ,True,False
想像力,sióng-siōng-li̍k,16,sióng-siōng-le̍k,siong2siong7lik8,siong2siong7lek8,ㄒㄧㆲˋㄒㄧㆲ˫ㄌㄧㆻ̇,siongsionglik,siongsionglek,ㄒㄧㆲㄒㄧㆲㄌㄧㆻ,ssl,ssl,ㄒㄒㄌ,True,False
愛滋病,ài-tsu-pēnn,16,ài-chu-pēⁿ,ai3tsu1penn7,ai3chu1penn7,ㄞ˪ㄗㄨㄅㆥ˫,aitsupenn,aichupenn,ㄞㄗㄨㄅㆥ,atp,acp,ㄞㄗㄅ,True,False
感嘆號,kám-thàn-hō,16,kám-thàn-hō,kam2than3ho7,kam2than3ho7,ㄍㆰˋㄊㄢ˪ㄏㄛ˫,kamthanho,kamthanho,ㄍㆰㄊㄢㄏㄛ,kth,kth,ㄍㄊㄏ,True,False
感想法,kám-sióng-huat,16,kám-sióng-hoat,kam2siong2huat4,kam2siong2hoat4,ㄍㆰˋㄒㄧㆲˋㄏㄨㄚㆵ,kamsionghuat,kamsionghoat,ㄍㆰㄒㄧㆲㄏㄨㄚㆵ,ksh,ksh,ㄍㄒㄏ,True,False
感著,kám--tio̍h,16,kám--tio̍h,kam2tioh8,kam2tioh8,ㄍㆰˋㄉㄧㄛㆷ̇,kamtioh,kamtioh,ㄍㆰㄉㄧㄛㆷ,kt,kt,ㄍㄉ,True,False
慢性病,bān-sìng-pēnn,16,bān-sèng-pēⁿ,ban7sing3penn7,ban7seng3penn7,ㆠㄢ˫ㄒㄧㄥ˪ㄅㆥ˫,bansingpenn,bansengpenn,ㆠㄢㄒㄧㄥㄅㆥ,bsp,bsp,ㆠㄒㄅ,True,False
慣用跤,kuàn-iōng-kha,16,koàn-iōng-kha,kuan3iong7kha1,koan3iong7kha1,ㄍㄨㄢ˪ㄧㆲ˫ㄎㄚ,kuaniongkha,koaniongkha,ㄍㄨㄢㄧㆲㄎㄚ,kik,kik,ㄍㄧㄎ,True,False
懸度角,kuân-tōo-kak,16,koân-tō͘-kak,kuan5too7kak4,koan5too7kak4,ㄍㄨㄢˊㄉㆦ˫ㄍㄚㆻ,kuantookak,koantookak,ㄍㄨㄢㄉㆦㄍㄚㆻ,ktk,ktk,ㄍㄉㄍ,True,False
懸發球,kuân-huat-kiû,16,koân-hoat-kiû,kuan5huat4kiu5,koan5hoat4kiu5,ㄍㄨㄢˊㄏㄨㄚㆵㄍㄧㄨˊ,kuanhuatkiu,koanhoatkiu,ㄍㄨㄢㄏㄨㄚㆵㄍㄧㄨ,khk,khk,ㄍㄏㄍ,True,False
懸閣強,kuân-koh-kiông,16,koân-koh-kiông,kuan5koh4kiong5,koan5koh4kiong5,ㄍㄨㄢˊㄍㄛㆷㄍㄧㆲˊ,kuankohkiong,koankohkiong,ㄍㄨㄢㄍㄛㆷㄍㄧㆲ,kkk,kkk,ㄍㄍㄍ,True,False
懸飛球,kuân-pue-kiû,16,koân-poe-kiû,kuan5pue1kiu5,koan5poe1kiu5,ㄍㄨㄢˊㄅㄨㆤㄍㄧㄨˊ,kuanpuekiu,koanpoekiu,ㄍㄨㄢㄅㄨㆤㄍㄧㄨ,kpk,kpk,ㄍㄅㄍ,True,False
成年期,sîng-liân-kî,16,sêng-liân-kî,sing5lian5ki5,seng5lian5ki5,ㄒㄧㄥˊㄌㄧㄢˊㄍㄧˊ,singlianki,senglianki,ㄒㄧㄥㄌㄧㄢㄍㄧ,slk,slk,ㄒㄌㄍ,True,False
成年禮,sîng-liân-lé,16,sêng-liân-lé,sing5lian5le2,seng5lian5le2,ㄒㄧㄥˊㄌㄧㄢˊㄌㆤˋ,singlianle,senglianle,ㄒㄧㄥㄌㄧㄢㄌㆤ,sll,sll,ㄒㄌㄌ,True,False
成正比,sîng-tsìng-pí,16,sêng-chèng-pí,sing5tsing3pi2,seng5cheng3pi2,ㄒㄧㄥˊㄐㄧㄥ˪ㄅㄧˋ,singtsingpi,sengchengpi,ㄒㄧㄥㄐㄧㄥㄅㄧ,stp,scp,ㄒㄐㄅ,True,False
戒嚴令,kài-giâm-līng,16,kài-giâm-lēng,kai3giam5ling7,kai3giam5leng7,ㄍㄞ˪ㆣㄧㆰˊㄌㄧㄥ˫,kaigiamling,kaigiamleng,ㄍㄞㆣㄧㆰㄌㄧㄥ,kgl,kgl,ㄍㆣㄌ,True,False
戲尪仔,hì-ang-á,16,hì-ang-á,hi3ang1a2,hi3ang1a2,ㄏㄧ˪ㄤㄚˋ,hianga,hianga,ㄏㄧㄤㄚ,haa,haa,ㄏㄤㄚ,True,False
手工包,tshiú-kang-pau,16,chhiú-kang-pau,tshiu2kang1pau1,chhiu2kang1pau1,ㄑㄧㄨˋㄍㄤㄅㄠ,tshiukangpau,chhiukangpau,ㄑㄧㄨㄍㄤㄅㄠ,tkp,ckp,ㄑㄍㄅ,True,False
手工業,tshiú-kang-gia̍p,16,chhiú-kang-gia̍p,tshiu2kang1giap8,chhiu2kang1giap8,ㄑㄧㄨˋㄍㄤㆣㄧㄚㆴ̇,tshiukanggiap,chhiukanggiap,ㄑㄧㄨㄍㄤㆣㄧㄚㆴ,tkg,ckg,ㄑㄍㆣ,True,False
手搖鈴,tshiú-iô-lîng,16,chhiú-iô-lêng,tshiu2io5ling5,chhiu2io5leng5,ㄑㄧㄨˋㄧㄛˊㄌㄧㄥˊ,tshiuioling,chhiuioleng,ㄑㄧㄨㄧㄛㄌㄧㄥ,til,cil,ㄑㄧㄌ,True,False
手搝坯,tshiú-giú-phue,16,chhiú-giú-phoe,tshiu2giu2phue1,chhiu2giu2phoe1,ㄑㄧㄨˋㆣㄧㄨˋㄆㄨㆤ,tshiugiuphue,chhiugiuphoe,ㄑㄧㄨㆣㄧㄨㄆㄨㆤ,tgp,cgp,ㄑㆣㄆ,True,False
手搝坯,tshiú-khiú-phue,16,chhiú-khiú-phoe,tshiu2khiu2phue1,chhiu2khiu2phoe1,ㄑㄧㄨˋㄎㄧㄨˋㄆㄨㆤ,tshiukhiuphue,chhiukhiuphoe,ㄑㄧㄨㄎㄧㄨㄆㄨㆤ,tkp,ckp,ㄑㄎㄆ,True,False
手風琴,tshiú-hong-khîm,16,chhiú-hong-khîm,tshiu2hong1khim5,chhiu2hong1khim5,ㄑㄧㄨˋㄏㆲㄎㄧㆬˊ,tshiuhongkhim,chhiuhongkhim,ㄑㄧㄨㄏㆲㄎㄧㆬ,thk,chk,ㄑㄏㄎ,True,False
打耳祭,tá-ní-tsè,16,tá-ní-chè,ta2ni2tse3,ta2ni2che3,ㄉㄚˋㄋㄧˋㄗㆤ˪,tanitse,taniche,ㄉㄚㄋㄧㄗㆤ,tnt,tnc,ㄉㄋㄗ,True,False
托體能,thuh-thé-lîng,16,thuh-thé-lêng,thuh4the2ling5,thuh4the2leng5,ㄊㄨㆷㄊㆤˋㄌㄧㄥˊ,thuhtheling,thuhtheleng,ㄊㄨㆷㄊㆤㄌㄧㄥ,ttl,ttl,ㄊㄊㄌ,True,True
投影片,tâu-iánn-phìnn,16,tâu-iáⁿ-phìⁿ,tau5iann2phinn3,tau5iann2phinn3,ㄉㄠˊㄧㆩˋㄆㆪ˪,tauiannphinn,tauiannphinn,ㄉㄠㄧㆩㄆㆪ,tip,tip,ㄉㄧㄆ,True,False
投票權,tâu-phiò-khuân,16,tâu-phiò-khoân,tau5phio3khuan5,tau5phio3khoan5,ㄉㄠˊㄆㄧㄛ˪ㄎㄨㄢˊ,tauphiokhuan,tauphiokhoan,ㄉㄠㄆㄧㄛㄎㄨㄢ,tpk,tpk,ㄉㄆㄎ,True,False
投票權,tâu-phiò-kuân,16,tâu-phiò-koân,tau5phio3kuan5,tau5phio3koan5,ㄉㄠˊㄆㄧㄛ˪ㄍㄨㄢˊ,tauphiokuan,tauphiokoan,ㄉㄠㄆㄧㄛㄍㄨㄢ,tpk,tpk,ㄉㄆㄍ,True,False
