hanzi,tl
齗,gîrn
鄞,gîrn
垠,gîrn
珢,gûn
珢,kirn
珢,kun
珢,kìrn
珢,kùn
泿,gîrn
泿,gûn
齦,gîrn
齦,khírn
峎,gírn
峎,gún
檭,gîrn
檭,gûn
猌,gīrn
猌,gūn
犾,gîrn
犾,gûn
狺,gîrn
圁,gîrn
圁,gûn
訔,gîrn
訔,gûn
誾,gîrn
很,hírn
狠,hírn
痕,hîrn
詪,hírn
拫,hîrn
拫,hûn
跟,kirn
墾,khírn
懇,khírn
懃,khîrn
懄,khîrn
懄,khûn
慬,khîrn
慬,khûn
斳,khîrn
斳,khûn
墐,khîrn
墐,khûn
堇,khîrn
堇,khûn
近,kǐrn
艮,kìrn
茛,kìrn
荕,kirn
荕,kun
觔,kirn
劤,kìrn
劤,kùn
赾,kírn
赾,kún
鑫,herm
廞,herm
歆,herm
嬜,herm
嬜,him
欣,herm
惞,herm
惞,him
忻,herm
妡,herm
昕,herm
盺,herm
邤,herm
邤,him
炘,herm
焮,herm
俽,herm
訢,herm
襳,serm
襳,sim
曑,serm
曑,sim
襂,serm
襂,sim
幓,serm
幓,sim
蔘,serm
蔘,sim
滲,serm
槮,serm
涁,sèrm
涁,sìm
穼,serm
穼,sim
罧,serm
綝,serm
綝,sim
棽,serm
棽,sim
森,serm
篸,tserm
篸,tsim
篸,tsherm
篸,tshim
㠁,tsherm
㠁,tshim
嵾,tsherm
嵾,tshim
針,tserm
瑊,tserm
葴,tserm
葴,tsim
箴,tserm
簪,tserm
嶜,tserm
嶜,tsim
譖,tsèrm
讖,tshèrm
讖,tshìm
閒,irînn
閒,uînn
閒,ân
閑,irînn
閑,uînn
閑,îng
閑,ân
央,irinn
央,uinn
橫,hirînn
莖,hirînn
貺,hirīnn
貺,huīnn
貺,hāinn
莧,hirīnn
莧,huīnn
還,hirînn
還,huînn
還,tirînn
還,tuînn
還,tâinn
快,khirìnn
快,kherē
快,khuē
快,khē
快,kherè
快,khuè
關,kirinn
縣,kirīnn
懸,kirînn
懸,kuînn
間,kirinn
間,kuinn
襇,kirínn
襇,kuínn
杆,kirinn
桿,kirínn
稈,kirínn
肩,kirinn
肩,kuinn
肩,kuainn
肩,kainn
慣,kirìnn
慣,kuìnn
揀,kirínn
揀,kuínn
楗,kirīnn
楗,kuīnn
供,kirínn
供,kuínn
供,káinn
繭,kirínn
繭,kuínn
連,nuî
反,pirínn
爿,pirînn
爿,puînn
爿,pâinn
爿,pân
先,sirinn
先,suinn
先,sainn
芟,sirinn
芟,suinn
芟,sainn
芟,sang
睇,thirínn
睇,thuínn
