tl,hanzi,frequency,poj
suann-pin-nn̂g,山檳榔,16,soaⁿ-pin-nn̂g
suann-eng-thô,山櫻桃,16,soaⁿ-eng-thô
suann-tsuí-liú,山水柳,16,soaⁿ-chúi-liú
suann-ti̍k-lân,山澤蘭,16,soaⁿ-te̍k-lân
suann-hun-tsháu,山煙草,16,soaⁿ-hun-chháu
suann-gû-lin,山牛乳,16,soaⁿ-gû-lin
suann-ti-kê,山猪枷,16,soaⁿ-ti-kê
suann-ti-bah,山猪肉,16,soaⁿ-ti-bah
suann-ti-kuann,山猪肝,16,soaⁿ-ti-koaⁿ
suann-kue-tshài,山瓜菜,16,soaⁿ-koe-chhài
suann-pe̍h-tshài,山白菜,16,soaⁿ-pe̍h-chhài
suann-bé-tsî,山碼薯,16,soaⁿ-bé-chî
suann-âng-be̍h,山紅麥,16,soaⁿ-âng-be̍h
suann-sòo-ing,山素英,16,soaⁿ-sò͘-eng
suann-tsí-soo,山紫蘇,16,soaⁿ-chí-so͘
suann-iûnn-sái,山羊屎,16,soaⁿ-iûⁿ-sái
suann-iûnn-hī,山羊耳,16,soaⁿ-iûⁿ-hī
suann-jio̍k-kuì,山肉桂,16,soaⁿ-jio̍k-kùi
suann-bah-tāu,山肉豆,16,soaⁿ-bah-tāu
suann-ho-tsio,山胡椒,16,soaⁿ-ho-chio
suann-tshàu-tsiunn,山臭樟,16,soaⁿ-chhàu-chiuⁿ
suann-king-tsio,山芎蕉,16,soaⁿ-keng-chio
suann-phû-iông,山芙蓉,16,soaⁿ-phû-iông
suann-kuà-tshài,山芥菜,16,soaⁿ-kòa-chhài
suann-khóo-līng,山苦楝,16,soaⁿ-khó͘-lēng
suann-khóo-kue,山苦瓜,16,soaⁿ-khó͘-koe
suann-tê-á,山茶仔,16,soaⁿ-tê-á
suann-hīng-tshài,山莕菜,16,soaⁿ-hēng-chhài
suann-kuann-lân,山菅蘭,16,soaⁿ-koaⁿ-lân
suann-tshài-tāu,山菜豆,16,soaⁿ-chhài-tāu
suann-pe-lîng,山菠薐,16,soaⁿ-pe-lêng
suann-kuah-tshài,山葛菜,16,soaⁿ-koah-chhài
suann-phû-tô,山葡萄,16,soaⁿ-phû-tô
suann-suàn-thâu,山蒜頭,16,soaⁿ-soàn-thâu
suann-neh-kiau,山蕨猫,16,soaⁿ-neh-kiau
suann-io̍k-tsû,山藥薯,16,soaⁿ-io̍k-chû
suann-ti-bah,山豬肉,16,soaⁿ-ti-bah
suann-tsha̍t-á,山賊仔,16,soaⁿ-chha̍t-á
suann-hiunn-înn,山香圓,16,soaⁿ-hiuⁿ-îⁿ
suann-bé-tê,山馬茶,16,soaⁿ-bé-tê
suann-bé-tê,山馬蹄,16,soaⁿ-bé-tê
suann-tsiáu-tsiunn,山鳥樟,16,soaⁿ-chiáu-chiuⁿ
suann-iâm-tshinn,山鹽菁,16,soaⁿ-iâm-chhiⁿ
suann-iâm-sng,山鹽酸,16,soaⁿ-iâm-sng
suann-n̂g-kinn,山黃梔,16,soaⁿ-n̂g-kiⁿ
suann-iûnn-muâ,山黃麻,16,soaⁿ-iûⁿ-môa
suann-gîng-gíng,山龍眼,16,soaⁿ-gêng-géng
pòo-pòo-oo,布布烏,16,pò͘-pò͘-o͘
pòo-kut-siau,布骨梢,16,pò͘-kut-siau
sai-kong-giang,師公銒,16,sai-kong-giang
siông-san-nî,常山尼,16,siông-san-nî
siông-san-tshiū,常山樹,16,siông-san-chhiū
bō-á-tún,帽仔盾,16,bō-á-tún
liân-siau-kam,年宵柑,16,liân-siau-kam
kóng-hio̍h-sam,廣葉杉,16,kóng-hio̍h-sam
sim-kong-tsháu,心廣草,16,sim-kong-chháu
jím-tang-tîn,忍冬藤,16,jím-tang-tîn
ò-giô-tsí,愛玉子,16,ò-giô-chí
gōng-gōng-tsháu,戇戇草,16,gōng-gōng-chháu
phah-bóo-tshài,打妻菜,16,phah-bó͘-chhài
khînn-piah-tîn,扲壁藤,16,khîⁿ-piah-tîn
hû-song-hue,扶桑花,16,hû-song-hoe
liam-la̍t-á,拈力仔,16,liam-la̍t-á
tsńg-kah-hue,指甲花,16,chńg-kah-hoe
sàu-tshiú-tsháu,掃箒草,16,sàu-chhiú-chháu
tuah-phīnn-tsháu,掇鼻草,16,toah-phīⁿ-chháu
tsiap-kut-tang,接骨筒,16,chiap-kut-tang
tsiap-kut-tsháu,接骨草,16,chiap-kut-chháu
tshuah-phīnn-tsháu,擦鼻草,16,chhoah-phīⁿ-chháu
bûn-tsu-lân,文珠蘭,16,bûn-chu-lân
bûn-thâu-ké,文頭菓,16,bûn-thâu-ké
ji̍t-ji̍t-tshun,日日春,16,ji̍t-ji̍t-chhun
tsá-liân-tsháu,早蓮草,16,chá-liân-chháu
ge̍h-lâi-hiong,月來香,16,ge̍h-lâi-hiong
ba̍k-lông-tshiū,木浪樹,16,ba̍k-lông-chhiū
bo̍k-tsi̍k-tsháu,木賊草,16,bo̍k-che̍k-chháu
bo̍k-muâ-hông,木麻黃,16,bo̍k-môa-hông
bo̍k-pih-tsú,木鼈子,16,bo̍k-pih-chú
tsu-tsú-tsháu,朱子草,16,chu-chú-chháu
phoh-á-tsháu,朴仔草,16,phoh-á-chháu
kuann-á-phê,杆仔皮,16,koaⁿ-á-phê
tōo-bi̍t-tshiū,杜蜜樹,16,tō͘-bi̍t-chhiū
siông-lô-tōo,松蘿杜,16,siông-lô-tō͘
nâ-tâu-koo,林投菰,16,nâ-tâu-ko͘
koo-lí-tin,枯里珍,16,ko͘-lí-tin
khīng-á-tshiū,柏仔樹,16,khēng-á-chhiū
liú-á-hông,柳仔黃,16,liú-á-hông
liú-hio̍h-kiô,柳葉茄,16,liú-hio̍h-kiô
tshâ-tsńg-kah,柴指甲,16,chhâ-chńg-kah
khī-kôo-bo̍k,柿糊木,16,khī-kô͘-bo̍k
tshe-thâu-hîng,栖頭恒,16,chhe-thâu-hêng
kuì-tik-á,桂竹仔,16,kùi-tek-á
tông-tsi-tshiū,桐子樹,16,tông-chi-chhiū
tông-tsí-tshiū,桐子樹,16,tông-chí-chhiū
sng-tsâi-á,桑材仔,16,sng-châi-á
tháng-kau-tîn,桶鈎藤,16,tháng-kau-tîn
kak-á-tik,桷仔竹,16,kak-á-tek
iûnn-muî-thô,楊梅桃,16,iûⁿ-mûi-thô
se-tsí-á,樨枳仔,16,se-chí-á
tshiū-tsí-á,樹子仔,16,chhiū-chí-á
tshiū-tsháu-liân,樹草蓮,16,chhiū-chháu-liân
lám-jîn-kū,欖仁舅,16,lám-jîn-kū
bú-hia-tîn,武靴藤,16,bú-hia-tîn
mn̂g-tsiong-kun,毛將軍,16,mn̂g-chiong-kun
mô-khī-keh,毛柿格,16,mô-khī-keh
tsuí-ting-hiunn,水丁香,16,chúi-teng-hiuⁿ
tsuí-ting-hông,水丁黃,16,chúi-teng-hông
tsuí-sian-hue,水仙花,16,chúi-sian-hoe
tsuí-tang-kue,水冬瓜,16,chúi-tang-koe
tsuí-to-nî,水刀連,16,chúi-to-nî
tsuí-kho-á,水柯仔,16,chúi-kho-á
tsuí-liú-á,水柳仔,16,chúi-liú-á
tsuí-liú-kho,水柳柯,16,chúi-liú-kho
tsuí-kang-lîng,水江龍,16,chúi-kang-lêng
tsuí-liû-kho,水流柯,16,chúi-liû-kho
tsuí-pit-á,水筆仔,16,chúi-pit-á
tsuí-kóng-sim,水管心,16,chúi-kóng-sim
tsuí-khûn-tshài,水芹菜,16,chúi-khûn-chhài
tsuí-khûn-tshái,水芹菜,16,chúi-khûn-chhái
tsuí-ka-tang,水茄苳,16,chúi-ka-tang
tsuí-láu-tsháu,水荖草,16,chúi-láu-chháu
tsuí-liân-hue,水蓮花,16,chúi-liân-hoe
tsuí-lôo-tik,水蘆竹,16,chúi-lô͘-tek
tsuí-kòng-á,水貢仔,16,chúi-kòng-á
tsuí-tsha̍t-á,水賊仔,16,chúi-chha̍t-á
tsuí-kim-tiānn,水金定,16,chúi-kim-tiāⁿ
tsiú-gím-hue,水錦花,16,chiú-gím-hoe
tsuí-hûn-á,水魂仔,16,chúi-hûn-á
tsuí-kue-iû,水鷄油,16,chúi-koe-iû
tsuí-iâm-sng,水鹽酸,16,chúi-iâm-sng
iû-tông-tshiū,油桐樹,16,iû-tông-chhiū
iû-tê-tshiū,油茶樹,16,iû-tê-chhiū
iû-hio̍h-lâm,油葉楠,16,iû-hio̍h-lâm
iû-hio̍h-tê,油葉茶,16,iû-hio̍h-tê
hái-poo-kiunn,海埔姜,16,hái-po͘-kiuⁿ
hái-lâi-kam,海梨柑,16,hái-lâi-kam
hái-suāinn-á,海檨仔,16,hái-soāiⁿ-á
hái-iông-phoo,海洋波,16,hái-iông-pho͘
hái-ka-tang,海茄苳,16,hái-ka-tang
hái-ka-tîn,海茄藤,16,hái-ka-tîn
tshing-bîng-tsháu,清明草,16,chheng-bêng-chháu
un-tsiu-sam,溫州杉,16,un-chiu-sam
muá-thian-sing,滿天星,16,móa-thian-seng
muá-suann-âng,滿山紅,16,móa-soaⁿ-âng
tshat-tshit-tshiū,漆七樹,16,chhat-chhit-chhiū
tsiunn-linn-á,漿乳仔,16,chiuⁿ-liⁿ-á
siap-á-tshiū,澁仔樹,16,siap-á-chhiū
te̍k-lân-tsháu,澤蘭草,16,te̍k-lân-chháu
hé-sio-kua,火燒柯,16,hé-sio-koa
hé-kn̂g-tik,火管竹,16,hé-kn̂g-tek
phàu-á-tsháu,炮仔草,16,phàu-á-chháu
uî-hōo-sian,為候仙,16,ûi-hō͘-sian
oo-á-tshài,烏仔菜,16,o͘-á-chhài
oo-tshì-á,烏刺仔,16,o͘-chhì-á
oo-tshì-kiô,烏刺茄,16,o͘-chhì-kiô
oo-tsí-kiô,烏子茄,16,o͘-chí-kiô
oo-sim-tsio̍h,烏心石,16,o͘-sim-chio̍h
oo-tshâi-á,烏材仔,16,o͘-chhâi-á
oo-tshâi-khī,烏材柿,16,o͘-chhâi-khī
oo-kam-á,烏柑仔,16,o͘-kam-á
oo-hun-hue,烏煙花,16,o͘-hun-hoe
oo-tshân-oo,烏田烏,16,o͘-chhân-o͘
oo-phê-tê,烏皮茶,16,o͘-phê-tê
oo-tik-á,烏竹仔,16,o͘-tek-á
oo-hio̍h-iū,烏葉柚,16,o͘-hio̍h-iū
oo-kue-bú,烏雞母,16,o͘-koe-bú
oo-bīn-bé,烏面馬,16,o͘-bīn-bé
oo-hî-hue,烏魚花,16,o͘-hî-hoe
oo-kue-kut,烏鷄骨,16,o͘-koe-kut
bô-kun-tsháu,無根草,16,bô-kun-chháu
bû-hua-kô,無花果,16,bû-hoa-kô
bô-thâu-hiunn,無頭香,16,bô-thâu-hiuⁿ
ting-á-tsháu,燈仔草,16,teng-á-chháu
ting-sim-tsháu,燈心草,16,teng-sim-chháu
ting-phing-á,燈秤仔,16,teng-pheng-á
ting-phîng-hue,燈秤花,16,teng-phêng-hoe
ting-tshing-hue,燈稱花,16,teng-chheng-hoe
nuānn-sim-bo̍k,爛心木,16,nōaⁿ-sim-bo̍k
gû-lin-pông,牛乳房,16,gû-lin-pông
gû-lin-tshiū,牛乳樹,16,gû-lin-chhiū
gû-sái-tê,牛屎茶,16,gû-sái-tê
giû-sim-lâi,牛心梨,16,giû-sim-lâi
gû-kak-uai,牛角歪,16,gû-kak-oai
gû-kak-hue,牛角花,16,gû-kak-hoe
gû-tùn-tsháu,牛頓草,16,gû-tùn-chháu
gû-kut-á,牛骨仔,16,gû-kut-á
gû-tsang-tshì,牛鬃刺,16,gû-chang-chhì
luê-piah-tshì,犁壁刺,16,lôe-piah-chhì
luê-piah-tsháu,犁壁草,16,lôe-piah-chháu
luê-piah-tîn,犁壁藤,16,lôe-piah-tîn
káu-bé-tsháu,狗尾草,16,káu-bé-chháu
káu-sái-kue,狗屎瓜,16,káu-sái-koe
káu-lia̍p-bí,狗粒米,16,káu-lia̍p-bí
káu-kha-tuê,狗腳蹄,16,káu-kha-tôe
káu-kut-á,狗骨仔,16,káu-kut-á
káu-kut-siau,狗骨消,16,káu-kut-siau
ti-bú-lin,猪母乳,16,ti-bú-lin
ti-bú-tsháu,猪母草,16,ti-bú-chháu
ti-kha-lâm,猪脚楠,16,ti-kha-lâm
kâu-huann-hí,猴歡喜,16,kâu-hoaⁿ-hí
ông-put-liû,王不留,16,ông-put-liû
tin-tiong-pit,珍中筆,16,tin-tiong-pit
tsu-á-tsháu,珠仔草,16,chu-á-chháu
pan-tsi-tshiū,班芝樹,16,pan-chi-chhiū
liû-kiû-tik,琉球竹,16,liû-kiû-tek
kue-tsi-tsháu,瓜子草,16,koe-chi-chháu
ìng-tshài-hông,甕菜黃,16,èng-chhài-hông
kam-a-bi̍t,甘仔蜜,16,kam-a-bi̍t
kam-á-bìt,甘仔蜜,16,kam-á-bìt
tinn-á-puânn,甜仔盤,16,tiⁿ-á-pôaⁿ
tshinn-to-tsháu,生刀草,16,chhiⁿ-to-chháu
tshinn-to-io̍h,生刀藥,16,chhiⁿ-to-io̍h
tshinn-ki-hiunn,生支香,16,chhiⁿ-ki-hiuⁿ
tshân-oo-tsháu,田烏草,16,chhân-o͘-chháu
tshân-ōo-á,田芋仔,16,chhân-ō͘-á
tshân-pinn-tsháu,田邊草,16,chhân-piⁿ-chháu
tshân-hiunn-tsháu,田香草,16,chhân-hiuⁿ-chháu
ting-khiā-u,登竪杇,16,teng-khiā-u
ting-lông-tsháu,登郎草,16,teng-lông-chháu
pe̍h-kî-tshun,白其春,16,pe̍h-kî-chhun
pe̍h-pû-á,白匏仔,16,pe̍h-pû-á
pe̍h-kāu-phoh,白厚朴,16,pe̍h-kāu-phoh
pe̍h-poo-kiunn,白埔姜,16,pe̍h-po͘-kiuⁿ
pe̍h-khun-tsháu,白昆草,16,pe̍h-khun-chháu
pe̍h-tshîng-peh,白松柏,16,pe̍h-chhêng-peh
pe̍h-káu-tsan,白校櫕,16,pe̍h-káu-chan
pe̍h-tshiū-á,白樹仔,16,pe̍h-chhiū-á
pe̍h-sia̍h-liû,白石榴,16,pe̍h-sia̍h-liû
pe̍h-tsí-soo,白紫蘇,16,pe̍h-chí-so͘
pe̍h-bah-iū,白肉柚,16,pe̍h-bah-iū
pe̍h-bah-tshîng,白肉榕,16,pe̍h-bah-chhêng
pe̍h-bah-tāu,白肉豆,16,pe̍h-bah-tāu
pe̍h-hue-tsháu,白花草,16,pe̍h-hoe-chháu
pe̍h-khóo-thiāu,白苦柱,16,pe̍h-khó͘-thiāu
pe̍h-kiok-hue,白菊花,16,pe̍h-kiok-hoe
pe̍h-pi-sián,白萆蘚,16,pe̍h-pi-sián
pe̍h-hio̍h-ē,白葉下,16,pe̍h-hio̍h-ē
pe̍h-hio̍h-á,白葉仔,16,pe̍h-hio̍h-á
pe̍h-hio̍h-iū,白葉柚,16,pe̍h-hio̍h-iū
pe̍h-tsi̍t-lê,白蒺藜,16,pe̍h-chi̍t-lê
peh-tsû-nn̂g,白薯榔,16,peh-chû-nn̂g
pe̍h-hiong-hù,白香附,16,pe̍h-hiong-hù
pe̍h-bé-sái,白馬屎,16,pe̍h-bé-sái
pe̍h-hōng-tshài,白鳳菜,16,pe̍h-hōng-chhài
pe̍h-kue-kè,白鷄冠,16,pe̍h-koe-kè
pe̍h-kue-iû,白鷄油,16,pe̍h-koe-iû
pah-ji̍t-tsháu,百日草,16,pah-ji̍t-chháu
pah-jit-tshinn,百日青,16,pah-jit-chhiⁿ
hông-tè-tāu,皇帝豆,16,hông-tè-tāu
ah-bú-tsháu,益母草,16,ah-bú-chháu
hiong-si-siū,相思樹,16,hiong-si-siū
siunn-su-tsháu,相思草,16,siuⁿ-su-chháu
tsin-hong-tîn,真風藤,16,chin-hong-tîn
tsìnn-tik-á,矢竹仔,16,chìⁿ-tek-á
tsio̍h-lîng-kū,石柃舅,16,chio̍h-lêng-kū
tsio̍h-tsu-á,石珠仔,16,chio̍h-chu-á
tsio̍h-tik-á,石竹仔,16,chio̍h-tek-á
tsio̍h-tshiong-pô,石菖蒲,16,chio̍h-chhiong-pô
tsio̍h-tshiong-pôo,石菖蒲,16,chio̍h-chhiong-pô͘
tsio̍h-thâu-iū,石頭柚,16,chio̍h-thâu-iū
phuà-pòo-tsí,破布子,16,phòa-pò͘-chí
phuà-pòo-bo̍k,破布木,16,phòa-pò͘-bo̍k
uánn-kong-hue,碗公花,16,óaⁿ-kong-hoe
uánn-lîng-tshiū,碗龍樹,16,óaⁿ-lêng-chhiū
mn̂g-huē-bak,磅蟹目,16,mn̂g-hōe-bak
mn̂g-huē-tsháu,磅蟹草,16,mn̂g-hōe-chháu
bō-á-tsháu,磨仔草,16,bō-á-chháu
hok-tsiu-sam,福州杉,16,hok-chiu-sam
tsu̍t-bí-tsháu,秫米草,16,chu̍t-bí-chháu
hi-tshiam-tsháu,稀簽草,16,hi-chhiam-chháu
tshuan-san-liông,穿山龍,16,chhoan-san-liông
tik-á-tshài,竹仔菜,16,tek-á-chhài
tik-á-hio̍h,竹仔葉,16,tek-á-hio̍h
tik-tsat-hông,竹節黃,16,tek-chat-hông
tik-hio̍h-lâm,竹葉楠,16,tek-hio̍h-lâm
pit-á-tsháu,筆仔草,16,pit-á-chháu
pit-tâng-tshiū,筆筒樹,16,pit-tâng-chhiū
pit-lô-tsí,筆羅子,16,pit-lô-chí
kun-thâu-tik,筋頭竹,16,kun-thâu-tek
tsat-tsat-âng,節節紅,16,chat-chat-âng
tsat-tsat-hue,節節花,16,chat-chat-hoe
tîn-tik-á,籐竹仔,16,tîn-tek-á
bí-nâ-tsháu,米籃草,16,bí-nâ-chháu
tshoo-khng-á,粗糠仔,16,chho͘-khng-á
tshoo-khng-kak,粗糠壳,16,chho͘-khng-kak
pùn-ki-tîn,糞箕藤,16,pùn-ki-tîn
âng-lin-tsháu,紅乳草,16,âng-lin-chháu
âng-kāu-khak,紅厚殼,16,âng-kāu-khak
âng-tsí-á,紅子仔,16,âng-chí-á
âng-sim-á,紅心仔,16,âng-sim-á
âng-tshîng-peh,紅松柏,16,âng-chhêng-peh
âng-káu-tsan,紅校櫕,16,âng-káu-chan
âng-mn̂g-tsháu,紅毛草,16,âng-mn̂g-chháu
âng-tām-pí,紅淡比,16,âng-tām-pí
âng-tsu-á,紅珠仔,16,âng-chu-á
âng-tsu-bo̍k,紅珠木,16,âng-chu-bo̍k
âng-tshân-oo,紅田烏,16,âng-chhân-o͘
âng-phê-kua,紅皮柯,16,âng-phê-koa
âng-sia̍h-liû,紅石榴,16,âng-sia̍h-liû
âng-tsí-soo,紅紫蘇,16,âng-chí-so͘
âng-bah-tōo,紅肉杜,16,âng-bah-tō͘
âng-ka-tang,紅茄苳,16,âng-ka-tang
âng-pi-muâ,紅蓖麻,16,âng-pi-môa
âng-ì-á,紅薏仔,16,âng-ì-á
âng-bīn-huan,紅面番,16,âng-bīn-hoan
âng-kut-tsuâ,紅骨蛇,16,âng-kut-chôa
âng-hōng-tshài,紅鳳菜,16,âng-hōng-chhài
suè-hio̍h-lâm,細葉楠,16,sòe-hio̍h-lâm
sù-bî-tsháu,絮薇草,16,sù-bî-chháu
si-suànn-tsháu,絲線草,16,si-sòaⁿ-chháu
lik-san-ôo,綠珊瑚,16,lek-san-ô͘
tiû-tshun-hue,綢春花,16,tiû-chhun-hoe
tàu-piah-hông,罩壁黃,16,tàu-piah-hông
iûnn-tài-lâi,羊帶來,16,iûⁿ-tài-lâi
iûnn-kang-tshì,羊牨刺,16,iûⁿ-kang-chhì
iûnn-kak-tāu,羊角豆,16,iûⁿ-kak-tāu
gī-nâ-puânn,義藍盤,16,gī-nâ-pôaⁿ
huan-hûn-tsháu,翻魂草,16,hoan-hûn-chháu
hī-kau-tsháu,耳鉤草,16,hī-kau-chháu
ian-tsi-hue,胭脂花,16,ian-chi-hoe
kha-bú-tsháu,脚母草,16,kha-bú-chháu
kha-bak-tsháu,脚目草,16,kha-bak-chháu
kha-pe̍h-sún,腳白筍,16,kha-pe̍h-sún
sàn-huih-tsháu,臭天黃,16,sàn-huih-chháu
tshàu-sái-lâm,臭屎楠,16,chhàu-sái-lâm
tshàu-sái-kue,臭屎瓜,16,chhàu-sái-koe
tshàu-tshuan-kiong,臭川芎,16,chhàu-chhoan-kiong
tshàu-kám-tsháu,臭敢草,16,chhàu-kám-chháu
tshàu-khang-á,臭空仔,16,chhàu-khang-á
tshàu-tsho-tsháu,臭臊草,16,chhàu-chho-chháu
tshàu-phû-iông,臭芙蓉,16,chhàu-phû-iông
ōo-koo-tsháu,芋菰草,16,ō͘-ko͘-chháu
khóo-līng-kang,苦楝江,16,khó͘-lēng-kang
khóo-līng-kū,苦楝舅,16,khó͘-lēng-kū
khóo-kue-tsháu,苦瓜草,16,khó͘-koe-chháu
khóo-nâ-puânn,苦藍盤,16,khó͘-nâ-pôaⁿ
ing-á-tsháu,英仔草,16,eng-á-chháu
tang-e-tshài,苳萵菜,16,tang-e-chhài
hm̂-á-tsháu,茅仔草,16,hm̂-á-chháu
bâ-lî-tik,茅茹竹,16,bâ-lî-tek
ba̍k-nī-hue,茉莉花,16,ba̍k-nī-hoe
ka-pe̍h-sún,茭白筍,16,ka-pe̍h-sún
tê-sî-hông,茶匙黃,16,tê-sî-hông
tê-bí-tsháu,茶米草,16,tê-bí-chháu
tê-si-hông,茶絲黃,16,tê-si-hông
tâng-o-tshài,茼萵菜,16,tâng-o-chhài
hô-lân-tsû,荷蘭薯,16,hô-lân-chû
ho-lin-tāu,荷蘭豆,16,ho-lin-tāu
tshinn-hong-tsháu,菁方草,16,chhiⁿ-hong-chháu
kiok-hue-bo̍k,菊花木,16,kiok-hoe-bo̍k
tshài-to-tāu,菜刀豆,16,chhài-to-tāu
tshài-tsháu-thâu,菜草頭,16,chhài-chháu-thâu
bān-siū-kó,萬壽果,16,bān-siū-kó
bān-liân-siông,萬年松,16,bān-liân-siông
bān-kun-tsháu,萬斤草,16,bān-kun-chháu
bān-thô-hue,萬桃花,16,bān-thô-hoe
bān-tiám-kim,萬點金,16,bān-tiám-kim
pián-thiok-tsháu,萹蓄草,16,pián-thiok-chháu
lo̍h-khak-tsan,落殼櫕,16,lo̍h-khak-chan
hio̍h-ē-tsu,葉下珠,16,hio̍h-ē-chu
hio̍h-ē-pe̍h,葉下白,16,hio̍h-ē-pe̍h
hio̍h-ē-âng,葉下紅,16,hio̍h-ē-âng
kuah-tîn-tsháu,葛藤草,16,koah-tîn-chháu
hô-lôo-pû,葫蘆匏,16,hô-lô͘-pû
pôo-kong-ing,蒲公英,16,pô͘-kong-eng
kuà-tshiú-hiunn,蓋手香,16,kòa-chhiú-hiuⁿ
pi-muâ-á,蓖麻仔,16,pi-môa-á
liân-tsiau-hue,蓮蕉花,16,liân-chiau-hoe
tshuà-pán-tsháu,蔡板草,16,chhòa-pán-chháu
huan-á-tshì,蕃仔刺,16,hoan-á-chhì
huan-á-uan,蕃仔灣,16,hoan-á-oan
huan-á-hue,蕃仔花,16,hoan-á-hoe
huan-á-tîn,蕃仔藤,16,hoan-á-tîn
huan-á-tāu,蕃仔豆,16,hoan-á-tāu
huan-tshì-á,蕃刺仔,16,hoan-chhì-á
huan-pô-uân,蕃婆怨,16,hoan-pô-oân
huan-pô-tshiū,蕃婆樹,16,hoan-pô-chhiū
huan-pô-uan,蕃婆灣,16,hoan-pô-oan
han-tsû-kū,蕃薯舅,16,han-chû-kū
keh-niau-tsháu,蕨猫草,16,keh-niau-chháu
po̍h-kiunn-á,薄姜仔,16,po̍h-kiuⁿ-á
hóo-kā-hông,虎咬廣,16,hó͘-kā-hông
hóo-kā-hông,虎咬癀,16,hó͘-kā-hông
hóo-bé-lân,虎尾蘭,16,hó͘-bé-lân
hóo-m̂-tshì,虎梅刺,16,hó͘-m̂-chhì
hóo-jiáu-tāu,虎爪豆,16,hó͘-jiáu-tāu
hóo-phê-lâm,虎皮楠,16,hó͘-phê-lâm
hôo-hī-tsháu,虎耳草,16,hô͘-hī-chháu
hóo-thâu-kam,虎頭柑,16,hó͘-thâu-kam
sat-bú-tsí,虱母子,16,sat-bú-chí
sat-bú-thâu,虱母頭,16,sat-bú-thâu
sat-pìn-tsháu,虱篦草,16,sat-pìn-chháu
báng-á-hun,蚊仔煙,16,báng-á-hun
juā-á-tsháu,蚋仔草,16,jōa-á-chháu
juē-á-tsháu,蚋仔草,16,jōe-á-chháu
tsuâ-tsi̍h-hông,蛇舌黃,16,chôa-chi̍h-hông
ngôo-bî-tāu,蛾眉豆,16,ngô͘-bî-tāu
hê-kong-tshiu,蝦公鬚,16,hê-kong-chhiu
hê-koo-tsháu,蝦蛄草,16,hê-ko͘-chháu
ôo-tia̍p-lân,蝴蝶蘭,16,ô͘-tia̍p-lân
hôo-sîn-si̍t,蝴蠅翼,16,hô͘-sîn-si̍t
tsîm-kóng-tshài,蟳管菜,16,chîm-kóng-chhài
sîn-si̍t-tsháu,蠅翼草,16,sîn-si̍t-chháu
ô-khak-á,蠔殼仔,16,ô-khak-á
niû-á-tshiū,蠶仔樹,16,niû-á-chhiū
kiàn-hông-hông,見紅黃,16,kiàn-hông-hông
kuan-im-tik,觀音竹,16,koan-im-tek
piàn-tē-hut,變地忽,16,piàn-tē-hut
ti-sái-tshài,豬屎菜,16,ti-sái-chhài
ti-tshài-tsháu,豬菜草,16,ti-chhài-chháu
niau-kong-tshi,貓公刺,16,niau-kong-chhi
tsha̍t-á-tshiū,賊仔樹,16,chha̍t-á-chhiū
sù-bí-tsháu,賜米草,16,sù-bí-chháu
tshiah-kun-tshài,赤根菜,16,chhiah-kun-chhài
tshiah-huih-á,赤血仔,16,chhiah-huih-á
tsáu-bé-thai,走馬胎,16,cháu-bé-thai
ku-tsiân-tsháu,車前草,16,ku-chiân-chháu
kè-suann-hiunn,過山香,16,kè-soaⁿ-hiuⁿ
kuè-suann-lîng,過山龍,16,kòe-soaⁿ-lêng
kè-kang-lîng,過江龍,16,kè-kang-lêng
ké-kau-tshái,過溝菜,16,ké-kau-chhái
kè-kau-lîng,過溝龍,16,kè-kau-lêng
sik-kia-kó,釋迦果,16,sek-kia-kó
kim-put-huàn,金不換,16,kim-put-hoàn
kim-tsài-kau,金再鈎,16,kim-chài-kau
kim-kiàm-tsháu,金劍草,16,kim-kiàm-chháu
kim-ha̍p-huan,金合歡,16,kim-ha̍p-hoan
kim-siā-liû,金榭榴,16,kim-siā-liû
kim-tsio̍h-ha̍k,金石斛,16,kim-chio̍h-ha̍k
kim-sia̍h-liû,金石榴,16,kim-sia̍h-liû
kim-tsio̍h-uí,金石韋,16,kim-chio̍h-úi
kim-suànn-liân,金線蓮,16,kim-sòaⁿ-liân
kim-hī-tuī,金耳墜,16,kim-hī-tūi
kim-tsiam-tshài,金針菜,16,kim-chiam-chhài
kim-gûn-hue,金銀花,16,kim-gûn-hoe
kim-só-sî,金鎖匙,16,kim-só-sî
kim-hî-tsháu,金魚草,16,kim-hî-chháu
kim-ku-tshiū,金龜樹,16,kim-ku-chhiū
liú-á-kiô,鈕仔茄,16,liú-á-kiô
tshìng-tshn̂g-lâm,銃床楠,16,chhèng-chhn̂g-lâm
kim-hī-tsháu,錦耳草,16,kim-hī-chháu
thih-sái-lâm,鐵屎楠,16,thih-sái-lâm
thih-kûn-thâu,鐵拳頭,16,thih-kûn-thâu
thih-bo̍k-kùn,鐵木棍,16,thih-bo̍k-kùn
thih-sik-tshiū,鐵色樹,16,thih-sek-chhiū
thih-tiò-kuann,鐵釣竿,16,thih-tiò-koaⁿ
thih-kau-tsháu,鐵鉤草,16,thih-kau-chháu
thih-hōo-suànn,鐵雨傘,16,thih-hō͘-sòaⁿ
thih-bí-pinn,鐵馬鞭,16,thih-bí-piⁿ
thih-kut-mn̂g,鐵骨毛,16,thih-kut-mn̂g
