tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian
kiông-tsè,強制,25,kiông-chè,kiong5tse3,kiong5che3,kiongtse,kiongche,kt,kc,True
kiông-li̍k,強力,25,kiông-le̍k,kiong5lik8,kiong5lek8,kionglik,kionglek,kl,kl,True
kiông-sè,強勢,25,kiông-sè,kiong5se3,kiong5se3,kiongse,kiongse,ks,ks,True
kiông-huà,強化,25,kiông-hòa,kiong5hua3,kiong5hoa3,kionghua,kionghoa,kh,kh,True
kiông-tsòng,強壯,25,kiông-chòng,kiong5tsong3,kiong5chong3,kiongtsong,kiongchong,kt,kc,True
kiông-tāi,強大,25,kiông-tāi,kiong5tai7,kiong5tai7,kiongtai,kiongtai,kt,kt,True
kiông-kan,強姦,25,kiông-kan,kiong5kan,kiong5kan,kiongkan,kiongkan,kk,kk,True
kiông-tōo,強度,25,kiông-tō͘,kiong5too7,kiong5too7,kiongtoo,kiongtoo,kt,kt,True
kiông-jio̍k,強弱,25,kiông-jio̍k,kiong5jiok8,kiong5jiok8,kiongjiok,kiongjiok,kj,kj,True
kiông-lio̍k,強弱,25,kiông-lio̍k,kiong5liok8,kiong5liok8,kiongliok,kiongliok,kl,kl,True
kiōng-kiōng,強強,25,kiōng-kiōng,kiong7kiong7,kiong7kiong7,kiongkiong,kiongkiong,kk,kk,True
kiông-tôo,強徒,25,kiông-tô͘,kiong5too5,kiong5too5,kiongtoo,kiongtoo,kt,kt,True
