"DictWordID","PojUnicode","PojInput","HanLoTaibunPoj","HanbunImPojUnicode","HanbunImPojInput","KaisoehPoj","KaisoehHanLoPoj","KipUnicode","KipInput","HanbunImKipUnicode","HanbunImKipInput","KaisoehKip","PageNumber"
"1","A","A","丫","","","siang-chhe, thih-chhe, khui-chhe; a-thâu; lú-pī.","雙叉, 鐵叉, 開叉; ㄚ頭; 女婢.","A","A","","","siang-tshe, thih-tshe, khui-tshe; a-thâu; lú-pī.","1"
"2","A","A","阿","","","seng-tì ê jī, chhin-chhiūⁿ a-pa, a-ko͘, a-pan, án-ni.","先置 ê 字, 親像 阿爸, 阿姑, 阿班, 按呢.","A","A","","","sing-tì ê jī, tshin-tshiūnn a-pa, a-koo, a-pan, án-ni.","1"
"3","A","A","俹","","","óa-khò, i-óa; óa-lōa, chiū-sī ǹg-bāng lâng pān-sū.","oá靠, 依oá; oá賴, 就是 ǹg望 人 辦事.","A","A","","","uá-khò, i-uá; uá-luā, tsiū-sī ǹg-bāng lâng pān-sū.","1"
"4","A","A","?","","","thâi cheng-siⁿ chhiah-huih; koah ām-kún.","刣 精牲 刺血; 割 頷頸.","A","A","","","thâi tsing-sinn tshiah-huih; kuah ām-kún.","1"
"5","A","A","亞","","","a-phiàn, a-phiàn hun-keng; iā-sī seng-tì ê jī.","亞片, 亞片 薰間; 也是 先置 ê 字.","A","A","","","a-phiàn, a-phiàn hun-king; iā-sī sing-tì ê jī.","1"
"6","A","A","?","","","khut-á-chúi, kau-lâu-chúi, iā-sī kó͘-chá Kam-siok-séng chi̍t-tiâu khoe ê miâ.","窟á水, 溝留水, 也是 古早 甘肅省 一條 溪 ê 名.","A","A","","","khut-á-tsuí, kau-lâu-tsuí, iā-sī kóo-tsá Kam-siok-síng tsi̍t-tiâu khue ê miâ.","1"
"7","A","A","洼","","","khut-á-chúi, kau-lâu-chúi, iā-sī kó͘-chá Kam-siok-séng chi̍t-tiâu khoe ê miâ.","窟á水, 溝留水, 也是 古早 甘肅省 一條 溪 ê 名.","A","A","","","khut-á-tsuí, kau-lâu-tsuí, iā-sī kóo-tsá Kam-siok-síng tsi̍t-tiâu khue ê miâ.","1"
"8","A","A","?","","","chhù bô chiàⁿ, oai, khi-khi ê khoán-sit.","厝 無 正, 歪, khi-khi ê 款式.","A","A","","","tshù bô tsiànn, uai, khi-khi ê khuán-sit.","1"
"9","A","A","?","","","thap-o ê tōe, tōe-bīn bô pîⁿ, kham-kham khia̍t-khia̍t.","塌窩 ê 地, 地面 無 平, kham-kham khia̍t-khia̍t.","A","A","","","thap-o ê tuē, tuē-bīn bô pînn, kham-kham khia̍t-khia̍t.","1"
"10","A","A","椏","","","siang-chhe ê chhiū-ki, siang-chhe ê koáiⁿ-á, hō͘ pái-kha ê lâng ōe kiâⁿ.","雙叉 ê 樹枝, 雙叉 ê 枴á, hō͘ 跛腳 ê 人 會 行.","A","A","","","siang-tshe ê tshiū-ki, siang-tshe ê kuáinn-á, hōo pái-kha ê lâng uē kiânn.","1"
"11","A","A","?","","","lû teh háu ê siaⁿ, chhin-chhiūⁿ pi-ai ê khoán-sit.","驢 teh 哮 ê 聲, 親像 悲哀 ê 款式.","A","A","","","lû teh háu ê siann, tshin-tshiūnn pi-ai ê khuán-sit.","1"
"12","A","A","鴉","","","o͘-sek ê chiáu-miâ, o͘-sek; o͘-a; a-phiàn.","烏色 ê 鳥名, 烏色; 烏鴉; 鴉片.","A","A","","","oo-sik ê tsiáu-miâ, oo-sik; oo-a; a-phiàn.","1"
"13","A","A","啞","","","é-káu, bōe kóng-ōe, chhin-chhiūⁿ a-a-kiò, àn-ni.","啞口, bōe 講話, 親像 啞啞叫, 按呢.","A","A","","","é-káu, buē kóng-uē, tshin-tshiūnn a-a-kiò, àn-ni.","1"
"14","a","a","壓","Ap","Ap","a-phiàn; a-put-tó, chiū-sī gín-ná thit-thô ê mi̍h.","阿片; 阿不倒, 就是 gín-á 𨑨迌 ê 物.","a","a","Ap","Ap","a-phiàn; a-put-tó, tsiū-sī gín-ná thit-thô ê mi̍h.","1"
"15","a","a","-","","","a-ka, chiū-sī ēng ku-á ê kut lâi chè-chō ê io̍h-miâ.","阿膠, 就是 用 龜á ê 骨 來 製造 ê 藥名.","a","a","","","a-ka, tsiū-sī īng ku-á ê kut lâi tsè-tsō ê io̍h-miâ.","1"
"16","a","a","-","","","a-cha, am-cham, chiū-sī kiaⁿ-lâng un-thun ê ì-sù.","腌臢, 腌臢, 就是 驚人 溫吞 ê 意思.","a","a","","","a-tsa, am-tsam, tsiū-sī kiann-lâng un-thun ê ì-sù.","1"
"17","Á","A2","阿","","","seng-tì ê jī, chhin-chhiūⁿ ""a"" kap ""án"", sio-siāng ì-sù.","先置 ê 字, 親像 ""á"" kap ""俺"", 相像 意思.","Á","A2","","","sing-tì ê jī, tshin-tshiūnn ""a"" kap ""án"", sio-siāng ì-sù.","1"
"18","Á","A2","瘂","","","é-káu, chiū-sī bōe ōe kóng-ōe ê lâng.","啞口, 就是 bōe 會 講話 ê 人.","Á","A2","","","é-káu, tsiū-sī buē uē kóng-uē ê lâng.","1"
"19","Á","A2","?","","","lû teh háu ê siaⁿ, chhin-chhiūⁿ pi-ai ê khoán-sit.","驢 teh 哮 ê 聲, 親像 悲哀 ê 款式.","Á","A2","","","lû teh háu ê siann, tshin-tshiūnn pi-ai ê khuán-sit.","1"
"20","á","a2","子","Chú","Chu2","bé-jī ê chō͘-sû, chhin-chhiūⁿ ku-á, káu-á, án-ni.","尾字 ê 助詞, 親像 龜á, 狗á, 按呢.","á","a2","Tsú","Tsu2","bé-jī ê tsōo-sû, tshin-tshiūnn ku-á, káu-á, án-ni.","1"
"21","á","a2","也","Iá","Ia2","á-bē, chiū-sī kap iáu-bē sio-siāng ê ì-sù.","抑未, 就是 kap 猶未 相像 ê 意思.","á","a2","Iá","Ia2","á-bē, tsiū-sī kap iáu-bē sio-siāng ê ì-sù.","1"
"22","á","a2","仔","Chú","Chu2","lok tī bé-jī ê chō͘-sû, chhin-chhiūⁿ ti-á, káu-á,  án-ni.","橐 tī 尾字 ê 助詞, 親像 豬á, 狗á,  按呢.","á","a2","Tsú","Tsu2","lok tī bé-jī ê tsōo-sû, tshin-tshiūnn ti-á, káu-á,  án-ni.","1"
"23","á","a2","抑","Ék","Ek2","tò-hoán mn̄g ê ōe, chhin-chhiūⁿ á-bô, á-m̄-sī, án-ni.","倒反 問 ê 話, 親像 抑無, 抑m̄是, 按呢.","á","a2","Ík","Ik2","tò-huán mn̄g ê uē, tshin-tshiūnn á-bô, á-m̄-sī, án-ni.","1"
"24","á","a2","百","Pek","Pek","thòe ""pah"" jī ê jī, chhin-chhiūⁿ ""káu-pah-la̍k"", kóng, ""káu-á-la̍k"".","替 ""百"" 字 ê 字, 親像 ""九百六"", 講, ""九á六"".","á","a2","Pik","Pik","thuè ""pah"" jī ê jī, tshin-tshiūnn ""káu-pah-la̍k"", kóng, ""káu-á-la̍k"".","1"
"25","á","a2","-","","","phah-a-chhiùⁿ, chiū-sī kap phah-ka-chhiùⁿ sio-siāng.","phah a啾, 就是 kap phah ka啾  相像.","á","a2","","","phah-a-tshiùnn, tsiū-sī kap phah-ka-tshiùnn sio-siāng.","1"
"26","á","a2","-","","","bîn-á-chài; m̄-á, chiū-sī m̄-ài ê ì-sù.","明á載; m̄-á, 就是 m̄-ài ê 意思.","á","a2","","","bîn-á-tsài; m̄-á, tsiū-sī m̄-ài ê ì-sù.","1"
"27","á","a2","-","","","á-ló, chiū-sī kiò-lâng siaⁿ-bé ê siaⁿ, chhin-chhiūⁿ hoat-á,  á-sī hoat-ló,  án-ni.","á佬, 就是 叫人 聲尾 ê 聲, 親像 發á,  抑是 發佬,  按呢.","á","a2","","","á-ló, tsiū-sī kiò-lâng siann-bé ê siann, tshin-tshiūnn huat-á,  á-sī huat-ló,  án-ni.","1"
"28","À","A3","婭","","","nn̄g ê kiáⁿ-sài saⁿ kiò-ìn ê jī, chhin-chiâⁿ.","兩 ê kiáⁿ婿 相 叫應 ê 字, 親chiâⁿ.","À","A3","","","nn̄g ê kiánn-sài sann kiò-ìn ê jī, tshin-tsiânn.","1"
"29","À","A3","稏","","","gō͘-kok ê sūi; iā-sī lēng-gōa chi̍t-hō bí ê miâ.","五穀 ê 穗; 也是 另外 一號 米 ê 名.","À","A3","","","gōo-kok ê suī; iā-sī līng-guā tsi̍t-hō bí ê miâ.","1"
"30","À","A3","亞","","","khiau-ku; khiap-sì; khah-sòe; chiū-kūn.","曲痀; 怯勢; khah細; 就近.","À","A3","","","khiau-ku; khiap-sì; khah-suè; tsiū-kūn.","1"
"31","À","A3","?","","","chhù bô chiàⁿ, khi-khi ê khoán-sit.","厝 無 正, khi-khi ê 款式.","À","A3","","","tshù bô tsiànn, khi-khi ê khuán-sit.","2"
"32","À","A3","俹","","","i-óa, óa-khò; óa-lōa, chiū-sī ǹg-bāng lâng pān-sū.","依oá, oá靠; oá賴, 就是 ǹg望 人 辦事.","À","A3","","","i-uá, uá-khò; uá-luā, tsiū-sī ǹg-bāng lâng pān-sū.","2"
"33","À","A3","啞","","","é-káu, kóng-ōe bōe bêng, à-à-kiò ê siaⁿ.","啞口, 講話 bōe 明, 啞啞叫 ê 聲.","À","A3","","","é-káu, kóng-uē buē bîng, à-à-kiò ê siann.","2"
"34","À","A3","?","","","lû teh háu ê siaⁿ, chhin-chhiūⁿ pi-ai ê khoán-sit.","驢 teh 哮 ê 聲, 親像 悲哀 ê 款式.","À","A3","","","lû teh háu ê siann, tshin-tshiūnn pi-ai ê khuán-sit.","2"
"35","À","A3","椏","","","the̍h mi̍h khí-lâi chhe̍k; ó͘ ba̍k-chiu; bián-kióng lâng bóe-mi̍h.","the̍h物 起來 踔; 挖 目睭; 勉強 人 買物.","À","A3","","","the̍h mi̍h khí-lâi tshi̍k; óo ba̍k-tsiu; bián-kióng lâng bué-mi̍h.","2"
"36","à","a3","亦","E̍k","Ek8","à-ná-beh, à-ná-m̄, chiū-sī kap ia̍h-ná-beh, ia̍h-ná-m̄ sio-siāng.","煎爨, 就是 tāi先 煎, 後來 煮 ê 意思.","à","a3","I̍k","Ik8","à-ná-beh, à-ná-m̄, tsiū-sī kap ia̍h-ná-beh, ia̍h-ná-m̄ sio-siāng.","2"
"37","à","a3","-","","","ah[à]-pà, chiū-sī chiàu ka-kī ê ì-sù lām-sám chòe.","鴨霸, 就是 照 家己 ê 意思 濫糝 做.","à","a3","","","ah[à]-pà, tsiū-sī tsiàu ka-kī ê ì-sù lām-sám tsuè.","2"
"38","â","a5","-","","","hō͘ lâng gông-ngia̍h kî-koài ê siaⁿ, chhin-chhiūⁿ â-ioh, án-ni.","hō͘ 人 昂愕 奇怪 ê 聲, 親像 â-ioh, 按呢.","â","a5","","","hōo lâng gông-ngia̍h kî-kuài ê siann, tshin-tshiūnn â-ioh, án-ni.","2"
"39","ā","a7","諾","Lo̍k","Lok8","ìn lâng hó ê ōe ; ōe ê bé-siaⁿ; ā-ná-beh, ā-ná-m̄.","應 人 好 ê 話 ; 話 ê 尾聲; 抑ná neh, ā ná m̄.","ā","a7","Lo̍k","Lok8","ìn lâng hó ê uē ; uē ê bé-siann; ā-ná-beh, ā-ná-m̄.","2"
"40","aⁿ","ann","-","","","thàn siâng-khoán ê siaⁿ, chhin-chhiūⁿ aⁿ-aⁿ-háu, i-i-aⁿ-aⁿ, án-ni.","趁 siâng款 ê 聲, 親像 aⁿ-aⁿ哮, i-i-aⁿ-aⁿ, 按呢.","ann","ann","","","thàn siâng-khuán ê siann, tshin-tshiūnn ann-ann-háu, i-i-ann-ann, án-ni.","2"
"41","áⁿ","ann2","倚","Í","I2","óa-kūn, chhin-chhiūⁿ chhùi-áⁿ-chhùi.","oá近, 親像 嘴áⁿ嘴.","ánn","ann2","Í","I2","uá-kūn, tshin-tshiūnn tshuì-ánn-tshuì.","2"
"42","áⁿ","ann2","仔","Chú","Chu2","tāu ê miâ, chhin-chhiūⁿ kong-áⁿ-tāu.","豆 ê 名, 親像 豇á豆.","ánn","ann2","Tsú","Tsu2","tāu ê miâ, tshin-tshiūnn kong-ánn-tāu.","2"
"43","áⁿ","ann2","攬","Lám","Lam2","phō chòe-hóe, chhin-chhiūⁿ áⁿ-áⁿ chòe chi̍t-ē.","抱 做夥, 親像 áⁿ-áⁿ 做 一下.","ánn","ann2","Lám","Lam2","phō tsuè-hué, tshin-tshiūnn ánn-ánn tsuè tsi̍t-ē.","2"
"44","àⁿ","ann3","?","À","A3","gû ê siaⁿ teh háu, àⁿ-àⁿ-kiò.","牛 ê 聲 teh 哮, àⁿ-àⁿ叫.","ànn","ann3","À","A3","gû ê siann teh háu, ànn-ànn-kiò.","2"
"45","àⁿ","ann3","向","Hiòng","Hiong3","lâng sûi lo̍h kōe ná chhin-chhiūⁿ àⁿ-chêng, àⁿ-āu, àⁿ--lo̍h-lâi.","人 垂 落 低 ná 親像 向前, 向後, 向 落來.","ànn","ann3","Hiòng","Hiong3","lâng suî lo̍h kuē ná tshin-tshiūnn ànn-tsîng, ànn-āu, ànn--lo̍h-lâi.","2"
"46","âⁿ","ann5","攔","Lân","Lan5","ēng chhiú chó͘-chí, âⁿ-cha̍h.","用 手 阻止, 攔閘.","ânn","ann5","Lân","Lan5","īng tshiú tsóo-tsí, ânn-tsa̍h.","2"
"47","âⁿ","ann5","-","","","kî-koài mn̄g ê siaⁿ, chhin-chhiūⁿ ū-iáⁿ âⁿ, bô, án-ni.","奇怪 問 ê 聲, 親像 有影 âⁿ, 無, 按呢.","ânn","ann5","","","kî-kuài mn̄g ê siann, tshin-tshiūnn ū-iánn ânn, bô, án-ni.","2"
"48","āⁿ","ann7","餡","Hām","Ham7","tāu-āⁿ, āⁿ-piáⁿ, tiⁿ-āⁿ, kiâm-āⁿ, chiū sī ké só͘ pau ê mi̍h.","豆餡, 餡餅, 甜餡, 鹹餡, 就 是 粿 所 包 ê 物.","ānn","ann7","Hām","Ham7","tāu-ānn, ānn-piánn, tinn-ānn, kiâm-ānn, tsiū sī ké sóo pau ê mi̍h.","2"
"49","āⁿ","ann7","-","","","gû teh háu ê siaⁿ, chhin-chhiūⁿ āⁿ-āⁿ-háu.","牛 teh 哮 ê 聲, 親像 āⁿ-āⁿ哮.","ānn","ann7","","","gû teh háu ê siann, tshin-tshiūnn ānn-ānn-háu.","2"
"50","ah","ah","唉","Ai","Ai","lâng thó͘-khùi ê siaⁿ, chhin-chhiūⁿ ai-ah, hâi-ah.","人 吐氣 ê 聲, 親像 ai-ah, hâi-ah.","ah","ah","Ai","Ai","lâng thóo-khuì ê siann, tshin-tshiūnn ai-ah, hâi-ah.","2"
"51","ah","ah","益","Ek","Ek","ah-bú-chháu, chiū-sī io̍h ê miâ.","鴨母草, 就是 藥 ê 名.","ah","ah","Ik","Ik","ah-bú-tsháu, tsiū-sī io̍h ê miâ.","2"
"52","ah","ah","抑","Ek","Ek","bēng-lēng lâng chòe tāi-chì, chhin-chhiūⁿ ah-ji̍h, ah-la̍h.","命令 人 做  tāi-chì, 親像 壓揤, 壓勒.","ah","ah","Ik","Ik","bīng-līng lâng tsuè tāi-tsì, tshin-tshiūnn ah-ji̍h, ah-la̍h.","2"
"53","ah","ah","押","Ap","Ap","ah-sàng, ah-hoān; ah-chiúⁿ, chiū-sī hō͘ chûn ōe oa̍t ê khì-kū.","押送, 押犯; 押槳, 就是 hō͘ 船 會 oa̍t ê 器具.","ah","ah","Ap","Ap","ah-sàng, ah-huān; ah-tsiúnn, tsiū-sī hōo tsûn uē ua̍t ê khì-kū.","2"
"54","ah","ah","鴨","Ap","Ap","ah, ah-bú, ah-kak; ah-kha-sóe, chiū-sī gō͘-kak ê miâ.","鴨, 鴨母, 鴨鵤; 鴨腳黍, 就是 五穀 ê 名.","ah","ah","Ap","Ap","ah, ah-bú, ah-kak; ah-kha-sué, tsiū-sī gōo-kak ê miâ.","2"
"55","a̍h","ah8","匣","A̍p","Ap8","khoeh-á; chiàn-a̍h; hoe-a̍h; ge̍k-a̍h.","篋á; 餞盒; 花盒; 玉盒.","a̍h","ah8","A̍p","Ap8","khueh-á; tsiàn-a̍h; hue-a̍h; gi̍k-a̍h.","2"
"56","a̍h","ah8","盒","A̍p","Ap8","ū kòa ê sòe a̍p-á, chhin-chhiūⁿ hún-a̍h, hoe-a̍h, hoe-a̍h,  ge̍k-a̍h.","有 蓋 ê 細 盒á, 親像 粉盒, 花盒, 灰盒,  玉盒.","a̍h","ah8","A̍p","Ap8","ū kuà ê suè a̍p-á, tshin-tshiūnn hún-a̍h, hue-a̍h, hue-a̍h,  gi̍k-a̍h.","2"
"57","a̍h","ah8","-","","","a̍h-chhioh, chiū-sī sì-kak ê keh-chhioh, thang keh sòaⁿ koah-chóa,  ū lâng ēng [畫] jī.","押尺, 就是 四角 ê 格尺, 通 格 線 割紙,  有 人 用 [畫] 字.","a̍h","ah8","","","a̍h-tshioh, tsiū-sī sì-kak ê keh-tshioh, thang keh suànn kuah-tsuá,  ū lâng īng [畫] jī.","2"
"58","Ai","Ai","哀","","","pi-siong, pi-ai, lîn-bín, pek-chhiat, khó-sioh.","悲傷, 悲哀, 憐憫, 迫切, 可惜.","Ai","Ai","","","pi-siong, pi-ai, lîn-bín, pik-tshiat, khó-sioh.","2"
"59","Ai","Ai","埃","","","thô͘-soa, thô͘-hún, tîn-ai, chiū-sī ōe eng ê mi̍h.","土沙, 土粉, 塵埃, 就是 會 坱 ê 物.","Ai","Ai","","","thôo-sua, thôo-hún, tîn-ai, tsiū-sī uē ing ê mi̍h.","2"
"60","Ai","Ai","挨","","","kūn-óa, óa-khò, oe-khoeh, tam-tng, piⁿ-thâu, iân-chhiân.","近oá, oá靠, 挨khoeh, 擔當, 邊頭, 延chhiân.","Ai","Ai","","","kūn-uá, uá-khò, ue-khueh, tam-tng, pinn-thâu, iân-tshiân.","2"
"61","Ai","Ai","毐","","","bô thàn chêng-lí ê lâng, jī iā siá chhin-chhiūⁿ [毒] jī.","無 趁 情理 ê 人, 字 也 寫 親像 [毒] 字.","Ai","Ai","","","bô thàn tsîng-lí ê lâng, jī iā siá tshin-tshiūnn [毒] jī.","3"
"62","Ai","Ai","唉","","","kiaⁿ-hiâⁿ, ut-chut, thó͘-khùi ê siaⁿ, chhin-chhiūⁿ ai-ah, hàiⁿ-ah.","驚惶, 鬱卒, 吐氣 ê 聲, 親像 唉ah, hàiⁿ-ah.","Ai","Ai","","","kiann-hiânn, ut-tsut, thóo-khuì ê siann, tshin-tshiūnn ai-ah, hàinn-ah.","3"
"63","ai","ai","-","","","Tiô-chiu-ai, chiū-sī Tiô-chiu hú-lāi ê hì.","潮州哀, 就是 潮州 府內 ê 戲.","ai","ai","","","Tiô-tsiu-ai, tsiū-sī Tiô-tsiu hú-lāi ê hì.","3"
"64","Ái","Ai2","餲","","","piáⁿ ê miâ; iā koh-chài sī pn̄g chhàu-sng ê ì-sù.","餅 ê 名; 也 koh再 是 飯 臭酸 ê 意思.","Ái","Ai2","","","piánn ê miâ; iā koh-tsài sī pn̄g tshàu-sng ê ì-sù.","3"
"65","Ái","Ai2","藹","","","chhiong-sēng, hô-sūn, ām-ām, chōe-chōe, hó-khòaⁿ, chhiū-ba̍k chōe.","充盛, 和順, ām-ām, 濟濟, 好看, 樹木 濟.","Ái","Ai2","","","tshiong-sīng, hô-sūn, ām-ām, tsuē-tsuē, hó-khuànn, tshiū-ba̍k tsuē.","3"
"66","Ái","Ai2","靄","","","hûn àm-àm, chōe-chōe ê hûn chū-chi̍p hó-khòaⁿ.","雲 暗暗, 濟濟 ê 雲 聚集 好看.","Ái","Ai2","","","hûn àm-àm, tsuē-tsuē ê hûn tsū-tsi̍p hó-khuànn.","3"
"67","Ái","Ai2","靉","","","hûn chōe-chōe ê khoán-sit: ba̍k-kiàⁿ; ái-tāi chiū-sī bô kng.","雲 濟濟 ê 款式: 目鏡; 靉靆 就是 無 光.","Ái","Ai2","","","hûn tsuē-tsuē ê khuán-sit: ba̍k-kiànn; ái-tāi tsiū-sī bô kng.","3"
"68","Ái","Ai2","?","","","lâng teh chhiò ê siaⁿ, chhiò ê khoán-sit.","人 teh 笑 ê 聲, 笑 ê 款式.","Ái","Ai2","","","lâng teh tshiò ê siann, tshiò ê khuán-sit.","3"
"69","Ái","Ai2","壒","","","thô͘-soa, thô͘-hún; tîn-ai teh pe, chiū-sī thô͘-hún eng ê ì-sù.","土沙, 土粉; 塵埃 teh 飛, 就是 土粉 坱 ê 意思.","Ái","Ai2","","","thôo-sua, thôo-hún; tîn-ai teh pe, tsiū-sī thôo-hún ing ê ì-sù.","3"
"70","Ái","Ai2","毐","","","bô thàn chêng-lí ê lâng, jī iā siá chhin-chhiūⁿ [毒] jī.","無 趁 情理 ê 人, 字 也 寫 親像 [毒] 字.","Ái","Ai2","","","bô thàn tsîng-lí ê lâng, jī iā siá tshin-tshiūnn [毒] jī.","3"
"71","Ái","Ai2","矮","","","té, óe, óe-sòe, óe-lâng, sòe-hàn; tūi-lo̍h.","短, 矮, 矮細, 矮人, 細漢; 墜落.","Ái","Ai2","","","té, ué, ué-suè, ué-lâng, suè-hàn; tuī-lo̍h.","3"
"72","Ái","Ai2","躷","","","té, óe, óe-sòe, óe-lâng, sòe-hàn; tūi-lo̍h.","短, 矮, 矮細, 矮人, 細漢; 墜落.","Ái","Ai2","","","té, ué, ué-suè, ué-lâng, suè-hàn; tuī-lo̍h.","3"
"73","Ài","Ai3","愛","","","thiàⁿ-thàng, jîn-ài, ì-ài, ài-sioh, ài-beh, jîn-chû.","疼痛, 仁愛, 意愛, 愛惜, 愛beh, 仁慈.","Ài","Ai3","","","thiànn-thàng, jîn-ài, ì-ài, ài-sioh, ài-beh, jîn-tsû.","3"
"74","Ài","Ai3","伌","","","kan-khó͘, ut-chut; chiū-sī sim-lāi bōe pêng-an ê ì-sù.","艱苦, 鬱卒; 就是 心內 bōe 平安 ê 意思.","Ài","Ai3","","","kan-khóo, ut-tsut; tsiū-sī sim-lāi buē pîng-an ê ì-sù.","3"
"75","Ài","Ai3","僾","","","chhoán-khùi; saⁿ-tâng ná chhin-chhiūⁿ oh thang hun-piat.","喘氣; 相同 ná 親像 oh-thang 分別.","Ài","Ai3","","","tshuán-khuì; sann-tâng ná tshin-tshiūnn oh thang hun-piat.","3"
"76","Ài","Ai3","曖","","","ji̍t hō͘ hûn jia, bô bêng; ài-ài, chiū-sī ge̍h hō͘ hûn jia ê ì-sù.","日 hō͘ 雲 遮, 無 明; 曖曖, 就是 月 hō͘ 雲 遮 ê 意思.","Ài","Ai3","","","ji̍t hōo hûn jia, bô bîng; ài-ài, tsiū-sī ge̍h hōo hûn jia ê ì-sù.","3"
"77","Ài","Ai3","薆","","","chháu hoat kàu ām-ām; Tâi-oân bû-hoa-kó ê ké-chí miâ.","草 發 到 ām-ām; 台灣 無花果 ê 果子 名.","Ài","Ai3","","","tsháu huat kàu ām-ām; Tâi-uân bû-hua-kó ê ké-tsí miâ.","3"
"78","Ài","Ai3","噯","","","phah-eh ; bô hoaⁿ-hí ê siaⁿ lâi ìn ê ōe, un-hô ê khong-khì.","phah 噎; 無 歡喜 ê 聲 來 應 ê 話, 溫和 ê 空氣.","Ài","Ai3","","","phah-eh ; bô huann-hí ê siann lâi ìn ê uē, un-hô ê khong-khì.","3"
"79","Ài","Ai3","瞹","","","tūn-tūn; bū-bū; bóng-tóng; bô se̍k-chai; bô iàu-kín ê khoán.","沌沌; 霧霧; 莽懂; 無 熟知; 無 要緊 ê 款.","Ài","Ai3","","","tūn-tūn; bū-bū; bóng-tóng; bô si̍k-tsai; bô iàu-kín ê khuán.","3"
"80","Ài","Ai3","隘","","","lō͘-oe̍h; gûi-hiám, oe̍h-khoeh; khún-pek, phī-lō͘; koan-ài, hiám-ài.","路狹; 危險, 狹khoeh; 窘迫, phī路; 關隘, 險隘.","Ài","Ai3","","","lōo-ue̍h; guî-hiám, ue̍h-khueh; khún-pik, phī-lōo; kuan-ài, hiám-ài.","3"
"81","Ài","Ai3","呃","","","chiáu-á háu bô pîⁿ ê siaⁿ; kho͘-eh, phah-eh; kho͘-chaⁿ, ke̍h-ke̍h-háu.","鳥á 哮 無 平 ê 聲; 呼噎, phah 噎; 呼chaⁿ, ke̍h-ke̍h哮.","Ài","Ai3","","","tsiáu-á háu bô pînn ê siann; khoo-eh, phah-eh; khoo-tsann, ke̍h-ke̍h-háu.","3"
"82","Ài","Ai3","𪕭","","","niau-chhú ê kiáⁿ kui-tīn chhōa teh kiâⁿ.","貓鼠 ê kiáⁿ kui陣 chhoā teh 行.","Ài","Ai3","","","niau-tshú ê kiánn kui-tīn tshuā teh kiânn.","3"
"83","Ài","Ai3","𢟰","","","khiû-khiām, liám-séng, kiâm-siap, tàng-sng.","khiû儉, 斂省, 鹹澀, 凍霜.","Ài","Ai3","","","khiû-khiām, liám-síng, kiâm-siap, tàng-sng.","3"
"84","Ài","Ai3","𣩄","","","sūn-thàn, saⁿ sūn-ho̍k; kè-óng, chiū-sī lâng lī-khui sè-kan.","順趁, 相 順服; 過往, 就是 人 離開 世間.","Ài","Ai3","","","sūn-thàn, sann sūn-ho̍k; kè-óng, tsiū-sī lâng lī-khui sè-kan.","3"
"85","Ài","Ai3","𣩱","","","sūn-thàn, saⁿ sūn-ho̍k; kè-óng, chiū-sī lâng lī-khui sè-kan.","順趁, 相 順服; 過往, 就是 人 離開 世間.","Ài","Ai3","","","sūn-thàn, sann sūn-ho̍k; kè-óng, tsiū-sī lâng lī-khui sè-kan.","3"
"86","Ài","Ai3","阨","","","gûi-hiám ê kan-gāi; lō͘-oe̍h; pháiⁿ-kiâⁿ; kan-khó͘; kài-hān.","危險 ê 干礙; 路狹; pháiⁿ行; 艱苦; 界限.","Ài","Ai3","","","guî-hiám ê kan-gāi; lōo-ue̍h; pháinn-kiânn; kan-khóo; kài-hān.","3"
"87","âi","ai5","噯","Ài","Ai3","kî-koài, á-sī hoân-ló ê siaⁿ, chhin-chhiūⁿ âi-ah, âi-ò, âi-ioh, àn-ni.","奇怪, 抑是 煩惱 ê 聲, 親像 âi-ah, âi-ò, âi-ioh, 按呢.","âi","ai5","Ài","Ai3","kî-kuài, á-sī huân-ló ê siann, tshin-tshiūnn âi-ah, âi-ò, âi-ioh, àn-ni.","3"
"88","aiⁿh","ainnh","唷","Io̍k","Iok8","lâng ê nâ-âu lāi phah-eh ê siaⁿ.","人 ê 嚨喉 內 phah 噎 ê 聲.","ainnh","ainnh","Io̍k","Iok8","lâng ê nâ-âu lāi phah-eh ê siann.","3"
"89","aiⁿh","ainnh","-","","","m̄ kam-goān ê siaⁿ, chhin-chhiūⁿ iⁿ-iⁿ-aiⁿh-aiⁿh.","m̄ 甘願 ê 聲, 親像 iⁿ-iⁿ-aiⁿh-aiⁿh.","ainnh","ainnh","","","m̄ kam-guān ê siann, tshin-tshiūnn inn-inn-ainnh-ainnh.","3"
"90","Ak","Ak","沃","","","koàn-ak, sóe, pûi, hong-sēng, sip-lūn, ak-tâm, ak-pûi.","灌沃, 洗, 肥, 豐盛, 濕潤, 沃澹, 沃肥.","Ak","Ak","","","kuàn-ak, sué, puî, hong-sīng, sip-lūn, ak-tâm, ak-puî.","3"
"91","Ak","Ak","偓","","","ka-kī iok-sok; chiàu chhù-sū lâi pâi-lia̍t.","家己 約束; 照 次序 來 排列.","Ak","Ak","","","ka-kī iok-sok; tsiàu tshù-sū lâi pâi-lia̍t.","4"
