"DictWordID","PojUnicode","PojInput","HanLoTaibunPoj","HanbunImPojUnicode","HanbunImPojInput","KaisoehPoj","KaisoehHanLoPoj","KipUnicode","KipInput","HanbunImKipUnicode","HanbunImKipInput","KaisoehKip","PageNumber"
"21198","Tì","Ti3","觶","","","tóe chiú ê khì-kū, ōe tóe-tit saⁿ-chin.","貯 酒 ê 器具, 會 貯得 三升.","Tì","Ti3","","","tué tsiú ê khì-kū, uē tué-tit sann-tsin.","687"
"21199","Tì","Ti3","知","","","gâu, chhang-miâ, tì-sek, tì-hūi.","gâu, 聰明, 知識, 智慧.","Tì","Ti3","","","gâu, tshang-miâ, tì-sik, tì-huī.","687"
"21200","Tì","Ti3","?","","","thâu-khak chi̍t-pòaⁿ siⁿ-thiàⁿ; chòe-lī ê pīⁿ.","頭殼 一半 生痛; 做痢 ê 病.","Tì","Ti3","","","thâu-khak tsi̍t-puànn sinn-thiànn; tsuè-lī ê pīnn.","687"
"21201","Tì","Ti3","埴","","","liâm ê tô͘, chhiau-thô͘ ê kang.","黏 ê 土, 抄土 ê 工.","Tì","Ti3","","","liâm ê tôo, tshiau-thôo ê kang.","687"
"21202","Tì","Ti3","植","","","chai-chèng, khiā-ti̍t, thûi-á; lok-teh, óa-teh, mn̂g-khiā, jī-sìⁿ.","栽種, khiā直, 槌á; 橐teh, oá teh, 門khiā, 字姓.","Tì","Ti3","","","tsai-tsìng, khiā-ti̍t, thuî-á; lok-teh, uá-teh, mn̂g-khiā, jī-sìnn.","687"
"21203","Tì","Ti3","輊","","","chhia-chêng kē; hian-tì, koâiⁿ-kē, po-pián, khin-tāng.","車前 低; 軒輊, 懸低, 褒貶, 輕重.","Tì","Ti3","","","tshia-tsîng kē; hian-tì, kuâinn-kē, po-pián, khin-tāng.","687"
"21204","Tì","Ti3","?","","","chha̍k, chǹg; chhiúⁿ, lia̍h, kí; kàu-ūi.","鑿, 鑽; 搶, 掠, 指; 到位.","Tì","Ti3","","","tsha̍k, tsǹg; tshiúnn, lia̍h, kí; kàu-uī.","687"
"21205","Tì","Ti3","?","","","siū-khì, khǹg oàn-hūn, hâm-hūn.","受氣, khǹg 怨恨, 含恨.","Tì","Ti3","","","siū-khì, khǹg uàn-hūn, hâm-hūn.","687"
"21206","Tì","Ti3","懫","","","siū-khì khǹg oàn-hūn, thêng-chí.","受氣 khǹg 怨恨, 停止.","Tì","Ti3","","","siū-khì khǹg uàn-hūn, thîng-tsí.","687"
"21207","tì","ti3","庇","Pì","Pi3","tì-ìm, chiū-sī chiàu-kò͘ ê ì-sù, siū-lâng tì-ìm.","致蔭, 就是 照顧 ê 意思, 受人 致蔭.","tì","ti3","Pì","Pi3","tì-ìm, tsiū-sī tsiàu-kòo ê ì-sù, siū-lâng tì-ìm.","687"
"21208","tì","ti3","蒂","Tè","Te3","hoe-tì, kun-tì, sim-koaⁿ-tì, sim-koaⁿ tì-á khut.","花蒂, 根蒂, 心肝蒂, 心肝 蒂á 窟.","tì","ti3","Tè","Te3","hue-tì, kun-tì, sim-kuann-tì, sim-kuann tì-á khut.","687"
"21209","tì","ti3","蔕","Tè","Te3","hoe-tì, kun-tì, sim-koaⁿ-tì, sim-koaⁿ tì-á khut.","花蒂, 根蒂, 心肝蒂, 心肝 蒂á 窟.","tì","ti3","Tè","Te3","hue-tì, kun-tì, sim-kuann-tì, sim-kuann tì-á khut.","687"
"21210","tì","ti3","戴","Tài","Tai3","tì-bō, tì-loe̍h, tì-téng, tì-báng-kun, tì-phí; tì kah-ha̍h.","戴帽, 戴笠, 戴頂, 戴蟒巾, 戴疕; 戴 甲箬.","tì","ti3","Tài","Tai3","tì-bō, tì-lue̍h, tì-tíng, tì-báng-kun, tì-phí; tì kah-ha̍h.","687"
"21211","Tî","Ti5","池","","","tóe-chúi ê só͘-chāi; jī-sìⁿ, tî, chúi-tî, tî-tn̂g, siâⁿ-tî.","貯水 ê 所在; 字姓, 池, 水池, 池塘, 城池.","Tî","Ti5","","","tué-tsuí ê sóo-tsāi; jī-sìnn, tî, tsuí-tî, tî-tn̂g, siânn-tî.","687"
"21212","Tî","Ti5","遲","","","ûn-á-kiâⁿ, iân-oān, kú-kú, iáu-bē, thèng-hāu, jī-sìⁿ, iân-tî, tî-gî.","勻á行, 延緩, 久久, 猶未, 聽候, 字姓, 延遲, 遲疑.","Tî","Ti5","","","ûn-á-kiânn, iân-uān, kú-kú, iáu-bē, thìng-hāu, jī-sìnn, iân-tî, tî-gî.","687"
"21214","Tî","Ti5","馳","","","pháu-cháu, kóaⁿ-kín ê ì-sù.","跑走, 趕緊 ê 意思.","Tî","Ti5","","","pháu-tsáu, kuánn-kín ê ì-sù.","687"
"21215","Tî","Ti5","墀","","","gîm-kîⁿ téng ê tōe, tân-tî.","gîm墘 頂 ê 地, 丹墀.","Tî","Ti5","","","gîm-kînn tíng ê tuē, tân-tî.","687"
"21216","Tî","Ti5","泜","","","chá chúi ê miâ, chiū-sī hiān-kim Lú-chiu ê tí-chúi.","早 水 ê 名, 就是 現今 汝州 ê 泜水.","Tî","Ti5","","","tsá tsuí ê miâ, tsiū-sī hiān-kim Lú-tsiu ê tí-tsuí.","687"
"21217","Tî","Ti5","蚳","","","káu-hiā nn̄g; kó͘-chá ēng chòe chia̍h-mi̍h.","狗蟻 卵; 古早 用 做 食物.","Tî","Ti5","","","káu-hiā nn̄g; kóo-tsá īng tsuè tsia̍h-mi̍h.","687"
"21218","Tî","Ti5","趍","","","kóaⁿ-kín, kú-kú, tōa-pō͘ kiâⁿ, cháu, kap 趨 sio-siāng.","趕緊, 久久, 大步 行, 走, kap 趨 相像.","Tî","Ti5","","","kuánn-kín, kú-kú, tuā-pōo kiânn, tsáu, kap 趨 sio-siāng.","687"
"21219","Tî","Ti5","踟","","","kiâⁿ bōe chìn, tiû-tû; bô tiāⁿ-tio̍h.","行 bōe 進, 躊躇; 無 定tio̍h.","Tî","Ti5","","","kiânn buē tsìn, tiû-tû; bô tiānn-tio̍h.","687"
"21220","Tî","Ti5","?","","","chiū-sī kiâⁿ-lō͘ ê ì-sù.","就是 行路 ê 意思.","Tî","Ti5","","","tsiū-sī kiânn-lōo ê ì-sù.","687"
"21221","Tî","Ti5","?","","","chúi-tiong phû-chhut ê koâiⁿ-tōe; chúi-tóe.","水中 浮出 ê 懸地; 水底.","Tî","Ti5","","","tsuí-tiong phû-tshut ê kuâinn-tuē; tsuí-tué.","687"
"21222","Tî","Ti5","?","","","chiū-sī kiâⁿ-lō͘ ê ì-sù.","就是 行路 ê 意思.","Tî","Ti5","","","tsiū-sī kiânn-lōo ê ì-sù.","687"
"21223","Tî","Ti5","?","","","chúi-tiong phû-chhut ê koâiⁿ-tōe, kap chit-jī 坻 sio-siāng.","水中 浮出 ê 懸地, kap chit字 坻 相像.","Tî","Ti5","","","tsuí-tiong phû-tshut ê kuâinn-tuē, kap tsit-jī 坻 sio-siāng.","687"
"21224","Tî","Ti5","?","","","chha̍k, thīⁿ, ēng chiam lâi pâng ê ì-sù.","鑿, 綻, 用 針 來 縫 ê 意思.","Tî","Ti5","","","tsha̍k, thīnn, īng tsiam lâi pâng ê ì-sù.","687"
"21225","Tî","Ti5","?","","","chiū-sī phê siong-tio̍h ê ì-sù; lêng-tî, lêng-tî koah-bah.","就是 皮 傷著 ê 意思; 凌遲, 凌遲 割肉.","Tî","Ti5","","","tsiū-sī phê siong-tio̍h ê ì-sù; lîng-tî, lîng-tî kuah-bah.","688"
"21226","Tî","Ti5","箎","","","tek ê miâ, koâiⁿ chiâⁿ-pah tn̄g.","竹 ê 名, 懸 成百 丈.","Tî","Ti5","","","tik ê miâ, kuâinn tsiânn-pah tn̄g.","688"
"21227","Tî","Ti5","篪","","","ga̍k-khì ê miâ, chhin-chhiūⁿ tōng-siau.","樂器 ê 竹, 親像 洞簫.","Tî","Ti5","","","ga̍k-khì ê miâ, tshin-tshiūnn tōng-siau.","688"
"21228","Tî","Ti5","?","","","kú-kú, óng-óng lâi-lâi ê ì-sù.","久久, 往往 來來 ê 意思.","Tî","Ti5","","","kú-kú, óng-óng lâi-lâi ê ì-sù.","688"
"21229","Tî","Ti5","?","","","kú-kú, óng-óng lâi-lâi ê ì-sù.","久久, 往往 來來 ê 意思.","Tî","Ti5","","","kú-kú, óng-óng lâi-lâi ê ì-sù.","688"
"21230","Tî","Ti5","杝","","","at-chhâ; chhiū ê miâ, khoán-sit chhin-chhiūⁿ pe̍k-iông, ōe thang chòe-tit koaⁿ-chhâ.","遏柴; 樹 ê 名, 款式 親像 白楊, 會 thang 做得 棺柴.","Tî","Ti5","","","at-tshâ; tshiū ê miâ, khuán-sit tshin-tshiūnn pi̍k-iông, uē thang tsuè-tit kuann-tshâ.","688"
"21231","Tî","Ti5","柂","","","chhiū ê miâ kap [杝Tî] sio-siāng; kap 柁 sio-siāng, chûn-tô.","樹 ê 名 kap [杝Tî] 相像; kap 柁 相像, 船柁.","Tî","Ti5","","","tshiū ê miâ kap [杝Tî] sio-siāng; kap 柁 sio-siāng, tsûn-tô.","688"
"21232","Tî","Ti5","沶","","","chúi ê miâ, chhut-tī Ô͘-pak ê Ûn-iông-hú; kap chit-jī 坻 sio-siāng.","水 ê 名, 出tī 湖北 ê 雲陽府; kap chit字 坻 相像.","Tî","Ti5","","","tsuí ê miâ, tshut-tī Ôo-pak ê Ûn-iông-hú; kap tsit-jī 坻 sio-siāng.","688"
"21233","Tî","Ti5","坻","","","chúi-tiong ê sió-sū-á, tiûⁿ, hōaⁿ, soa-pho, iā-tha̍k Tí.","水中 ê 小嶼á, 場, 岸, 沙坡, 也讀 Tí.","Tî","Ti5","","","tsuí-tiong ê sió-sū-á, tiûnn, huānn, sua-pho, iā-tha̍k Tí.","688"
"21234","Tî","Ti5","荎","","","ngó͘-bī-chí; chhiū ê miâ, chiū-sī hiān-kim ê chhì-jû.","五味子; 樹 ê 名, 就是 現今 ê 荎藸.","Tî","Ti5","","","ngóo-bī-tsí; tshiū ê miâ, tsiū-sī hiān-kim ê tshì-jû.","688"
"21235","Tî","Ti5","?","","","chiū-sī thiah iû-môa ê phê, á-sī tōe-á.","就是 拆 油麻 ê 皮, á是 苧á.","Tî","Ti5","","","tsiū-sī thiah iû-muâ ê phê, á-sī tuē-á.","688"
"21236","Tî","Ti5","猇","","","hó͘ teh-beh kā-lâng ê siaⁿ; tōe-hō-miâ.","虎 teh-beh 咬人 ê 聲; 地號名.","Tî","Ti5","","","hóo teh-beh kā-lâng ê siann; tuē-hō-miâ.","688"
"21237","Tî","Ti5","治","","","chiáng-koán, liāu-lí, tī-lí, koán-hat ê ì-sù.","掌管, 料理, 治理, 管轄 ê 意思.","Tî","Ti5","","","tsiáng-kuán, liāu-lí, tī-lí, kuán-hat ê ì-sù.","688"
"21238","Tî","Ti5","乿","","","chiáng-koán, liāu-lí, tī-lí, koán-hat ê ì-sù.","掌管, 料理, 治理, 管轄 ê 意思.","Tî","Ti5","","","tsiáng-kuán, liāu-lí, tī-lí, kuán-hat ê ì-sù.","688"
"21239","tî","ti5","鋤","Thû","Thu5","tî-thâu, tî-thâu-pìⁿ, tî-thâu-chhùi, pùn-ki-hī.","鋤頭, 鋤頭柄, 鋤頭嘴, 糞箕耳.","tî","ti5","Thû","Thu5","tî-thâu, tî-thâu-pìnn, tî-thâu-tshuì, pùn-ki-hī.","688"
"21240","tî","ti5","持","Chhî","Chhi5","tiâu-tî, bô tiâu-tî, tiuⁿ-tî, tî-hông, bô tiuⁿ-tî, tio̍h-tiuⁿ-tî; kì-tî,  chhiâⁿ-tî.","tiâu-tî, 無 tiâu-tî, 張持, 除防, 無 張持, tio̍h張持, 記持, 晟持.","tî","ti5","Tshî","Tshi5","tiâu-tî, bô tiâu-tî, tiunn-tî, tî-hông, bô tiunn-tî, tio̍h-tiunn-tî; kì-tî,  tshiânn-tî.","688"
"21242","tî","ti5","-","","","tî=ti̍h, ài-tî-mi̍h, chiū-sī ài-ti̍h-mi̍h ê ì-sù.","tî=ti̍h, 愛挃物, 就是 愛挃物 ê 意思.","tî","ti5","","","tî=ti̍h, ài-tî-mi̍h, tsiū-sī ài-ti̍h-mi̍h ê ì-sù.","688"
"21243","Tī","Ti7","庤","","","chek-chū, pī-pān ê ì-sù.","積聚, 備辦 ê 意思.","Tī","Ti7","","","tsik-tsū, pī-pān ê ì-sù.","688"
"21244","Tī","Ti7","痔","","","kha-chhng ê pīⁿ, tī-chhng; lāi-tī, gōa-tī.","尻川 ê 病, 痔瘡; 內痔, 外痔.","Tī","Ti7","","","kha-tshng ê pīnn, tī-tshng; lāi-tī, guā-tī.","688"
"21245","Tī","Ti7","?","","","ti-á, ti-bú; lâng ê jī-sìⁿ.","豬á, 豬母; 人 ê 字姓.","Tī","Ti7","","","ti-á, ti-bú; lâng ê jī-sìnn.","688"
"21246","Tī","Ti7","?","","","iù-iù, sòe-châng ê tiū, khah-nńg ê tiū-á, gín-á, tâng 稚 jī.","幼幼, 細欉 ê 稻, khah軟 ê 稻á, gín-á, 同 稚 字.","Tī","Ti7","","","iù-iù, suè-tsâng ê tiū, khah-nńg ê tiū-á, gín-á, tâng 稚 jī.","688"
"21247","Tī","Ti7","稚","","","sòe-sòe; iù-chÂng ê tiū, khah mńg ê tiū, khah-mńg, gín-á, jī-sìⁿ.","細細; 幼欉 ê 稻, khah 晚 ê 稻, khah晚, gín-á, 字姓.","Tī","Ti7","","","suè-suè; iù-tsÂng ê tiū, khah mńg ê tiū, khah-mńg, gín-á, jī-sìnn.","688"
"21248","Tī","Ti7","?","","","sòe-sòe; iù-chÂng ê tiū, khah mńg ê tiū, khah-mńg, gín-á, jī-sìⁿ.","細細; 幼欉 ê 稻, khah 晚 ê 稻, khah晚, gín-á, 字姓.","Tī","Ti7","","","suè-suè; iù-tsÂng ê tiū, khah mńg ê tiū, khah-mńg, gín-á, jī-sìnn.","688"
"21249","Tī","Ti7","?","","","sòe-sòe; iù-chÂng ê tiū, khah mńg ê tiū, khah-mńg, gín-á, jī-sìⁿ.","細細; 幼欉 ê 稻, khah 晚 ê 稻, khah晚, gín-á, 字姓.","Tī","Ti7","","","suè-suè; iù-tsÂng ê tiū, khah mńg ê tiū, khah-mńg, gín-á, jī-sìnn.","688"
"21250","Tī","Ti7","偫","","","thèng-thāi, khoán-thāi, pī-pān.","聽待, 款待, 備辦.","Tī","Ti7","","","thìng-thāi, khuán-thāi, pī-pān.","688"
"21251","Tī","Ti7","?","","","chek-chū, pī-pān ê ì-sù.","積聚, 備辦 ê 意思.","Tī","Ti7","","","tsik-tsū, pī-pān ê ì-sù.","688"
"21252","Tī","Ti7","?","","","khoán-thāi, thèng-thāi, pī-pān, kap ● sio-siāng.","款待, 聽待, 備辦, kap ● 相像.","Tī","Ti7","","","khuán-thāi, thìng-thāi, pī-pān, kap ● sio-siāng.","688"
"21253","Tī","Ti7","?","","","chek-chū chîⁿ-châi ê ì-sù.","積聚 錢財 ê 意思.","Tī","Ti7","","","tsik-tsū tsînn-tsâi ê ì-sù.","688"
"21254","Tī","Ti7","?","","","chek-chū chîⁿ-châi ê ì-sù.","積聚 錢財 ê 意思.","Tī","Ti7","","","tsik-tsū tsînn-tsâi ê ì-sù.","688"
"21255","Tī","Ti7","?","","","chha̍k, thīⁿ, ēng chiam lâi pâng ê ì-sù.","鑿, 綻, 用 針 來 縫 ê 意思.","Tī","Ti7","","","tsha̍k, thīnn, īng tsiam lâi pâng ê ì-sù.","688"
"21256","Tī","Ti7","棣","","","hoe chhâ ké-chí ê miâ; chhin-chhiūⁿ lí-á ê khoán, thong-ta̍t.","花 柴 果子 ê 名; 親像 李á ê 款, 通達.","Tī","Ti7","","","hue tshâ ké-tsí ê miâ; tshin-tshiūnn lí-á ê khuán, thong-ta̍t.","689"
"21257","Tī","Ti7","?","","","the̍h-mi̍h saⁿ kha̍p ê ì-sù.","the̍h物 相 磕 ê 意思.","Tī","Ti7","","","the̍h-mi̍h sann kha̍p ê ì-sù.","689"
"21258","Tī","Ti7","滯","","","chúi kiân-tēng, chúi-cha̍h, chó͘-chí, bōe-siau, that-ba̍t, chek-chū, iân-chhiân.","水 kiân𠕆, 水閘, 阻止, bōe消, 窒密, 積聚, 延延.","Tī","Ti7","","","tsuí kiân-tīng, tsuí-tsa̍h, tsóo-tsí, buē-siau, that-ba̍t, tsik-tsū, iân-tshiân.","689"
"21260","Tī","Ti7","雉","","","chiáu-miâ, iá-koe; siâⁿ tó-chí; jī-sìⁿ, khī-koe, thī-koe, tī-koe.","鳥名, 野雞; 城 垛子; 字姓, 雉雞, 雉雞, 雉雞.","Tī","Ti7","","","tsiáu-miâ, iá-kue; siânn tó-tsí; jī-sìnn, khī-kue, thī-kue, tī-kue.","689"
"21261","Tī","Ti7","值","","","tú-tio̍h, gū-tio̍h, tú-gū, lia̍h-tio̍h, hē-teh, chòe ê ì-sù.","tú-tio̍h, 遇tio̍h, 拄遇, 掠tio̍h, hē-teh, 做 ê 意思.","Tī","Ti7","","","tú-tio̍h, gū-tio̍h, tú-gū, lia̍h-tio̍h, hē-teh, tsuè ê ì-sù.","689"
"21262","Tī","Ti7","治","","","chúi ê miâ, liāu-lí kàu hó-sè; thài-pêng, jī-sìⁿ, tī-lí, i-tī, chhú-tī.","水 ê 名, 料理 到 好勢; 太平, 字姓, 治理, 醫治, 處治.","Tī","Ti7","","","tsuí ê miâ, liāu-lí kàu hó-sè; thài-pîng, jī-sìnn, tī-lí, i-tī, tshú-tī.","689"
"21264","Tī","Ti7","乿","","","chúi ê miâ, liāu-lí kàu hó-sè; thài-pêng, jī-sìⁿ, tī-lí, i-tī, chhú-tī.","水 ê 名, 料理 到 好勢; 太平, 字姓, 治理, 醫治, 處治.","Tī","Ti7","","","tsuí ê miâ, liāu-lí kàu hó-sè; thài-pîng, jī-sìnn, tī-lí, i-tī, tshú-tī.","689"
"21265","tī","ti7","致","Tì","Ti3","sek-tī, chiū-sī sek-tì ê ì-sù.","色致, 就是 色緻 ê 意思.","tī","ti7","Tì","Ti3","sik-tī, tsiū-sī sik-tì ê ì-sù.","689"
"21266","tī","ti7","弟","Tē","Te7","sió-tī, hiaⁿ-tī, hiaⁿ-tī-á kûn, hiaⁿ-tī chí-bē.","小弟, 兄弟, 兄弟á 群, 兄弟 姊妹.","tī","ti7","Tē","Te7","sió-tī, hiann-tī, hiann-tī-á kûn, hiann-tī tsí-bē.","689"
"21267","tī","ti7","地","Tē","Te7","thó͘-tī, thó͘-tī-kong, chhâ-thâu thó͘-tī,thó͘-tī
pô.","土地, 土地公, 柴頭 土地,土地 婆.","tī","ti7","Tē","Te7","thóo-tī, thóo-tī-kong, tshâ-thâu thóo-tī,thóo-tī
pô.","689"
"21268","tī","ti7","是","Sī","Si7","tī-sî, tī-chit-ji̍t, tī-tó-lo̍h, tī-tá-lo̍h, tī-tá-lo̍h chi̍t-ê.","tī時, tī這日, tī倒落, tī tah-lo̍h, tī tah-lo̍h 一個.","tī","ti7","Sī","Si7","tī-sî, tī-tsit-ji̍t, tī-tó-lo̍h, tī-tá-lo̍h, tī-tá-lo̍h tsi̍t-ê.","689"
"21269","tī","ti7","?","Sī","Si7","tī-sî, tī-chit-ji̍t, tī-tó-lo̍h, tī-tá-lo̍h, tī-tá-lo̍h chi̍t-ê.","tī時, tī這日, tī倒落, tī tah-lo̍h, tī tah-lo̍h 一個.","tī","ti7","Sī","Si7","tī-sî, tī-tsit-ji̍t, tī-tó-lo̍h, tī-tá-lo̍h, tī-tá-lo̍h tsi̍t-ê.","689"
"21270","tī","ti7","箸","Tū","Tu7","gûn-tī, gê-tī, óaⁿ-ti̍h-tī, tī-lāng; hé-tī, hiuⁿ-tī.","銀箸, 牙箸, 碗碟箸, 箸籠; 火箸, 香箸.","tī","ti7","Tū","Tu7","gûn-tī, gê-tī, uánn-ti̍h-tī, tī-lāng; hé-tī, hiunn-tī.","689"
"21271","tī","ti7","在","Chāi","Chai7","tī-teh, tī-chia, tī-hia, bô tī-teh, saⁿ-kap
tī-teh, kiaⁿ-sí tī-lâng.","tī-teh, tī遮, tī遐, 無 tī-teh, 相合 tī-teh, 驚死 tī人.","tī","ti7","Tsāi","Tsai7","tī-teh, tī-tsia, tī-hia, bô tī-teh, sann-kap
tī-teh, kiann-sí tī-lâng.","689"
"21272","tī","ti7","-","","","hoan-chû-tī, chiū-sī hoan-chû thâu ê tī.","蕃薯箸, 就是 蕃薯 頭 ê 箸.","tī","ti7","","","huan-tsû-tī, tsiū-sī huan-tsû thâu ê tī.","689"
"21273","tiⁿ","tinn","甜","Tiâm","Tiam5","kam-tiⁿ, tiⁿ but-but; khah-tiⁿ bi̍t, tiⁿ-kiâm chia̍h-bô-hiâm; o͘-tiⁿ-chhiū.","甘甜, 甜 粅粅; khah甜 蜜, 甜鹹 食bōe嫌; 烏甜樹.","tinn","tinn","Tiâm","Tiam5","kam-tinn, tinn but-but; khah-tinn bi̍t, tinn-kiâm tsia̍h-bô-hiâm; oo-tinn-tshiū.","689"
"21274","tiⁿ","tinn","甛","Tiâm","Tiam5","kam-tiⁿ, tiⁿ but-but; khah-tiⁿ bi̍t, tiⁿ-kiâm chia̍h-bô-hiâm; o͘-tiⁿ-chhiū.","甘甜, 甜 粅粅; khah甜 蜜, 甜鹹 食bōe嫌; 烏甜樹.","tinn","tinn","Tiâm","Tiam5","kam-tinn, tinn but-but; khah-tinn bi̍t, tinn-kiâm tsia̍h-bô-hiâm; oo-tinn-tshiū.","689"
"21275","tiⁿ","tinn","?","Cheng","Cheng","kha-āu-tiⁿ, chhiú-āu-tiⁿ; kak-tiⁿ.","腳後tiⁿ, 手後tiⁿ; 角tiⁿ.","tinn","tinn","Tsing","Tsing","kha-āu-tinn, tshiú-āu-tinn; kak-tinn.","689"
"21276","tiⁿ","tinn","-","","","tùn-tiⁿ, chiū-sī m̄-ài thiaⁿ-lâng só͘ bēng-lēng ê.","頓tiⁿ, 就是 m̄-ài 聽人 所 命令 ê.","tinn","tinn","","","tùn-tinn, tsiū-sī m̄-ài thiann-lâng sóo bīng-līng ê.","689"
"21277","tìⁿ","tinn3","盯","Tèng","Teng3","tìⁿ-ba̍k, ba̍k-chiu tìⁿ tōa-lúi, ba̍k-chiu tìⁿ
tōa bóng lúi.","盯目, 目睭 盯 大蕊, 目睭 盯 大 罔 蕊.","tìnn","tinn3","Tìng","Ting3","tìnn-ba̍k, ba̍k-tsiu tìnn tuā-luí, ba̍k-tsiu tìnn
tuā bóng luí.","689"
"21278","tìⁿ","tinn3","-","","","tìⁿ-sí, tìⁿ chhìn-chhiò, tìⁿ bô-la̍t, tìn bô khòaⁿ, tìⁿ m̄-bat-i, tìⁿ-gōng, tìⁿ kan-sîn.","盯死, 盯 凊笑, 盯 無力, 盯 無 看, 盯 m̄-bat伊, 盯戇, 盯 奸臣.","tìnn","tinn3","","","tìnn-sí, tìnn tshìn-tshiò, tìnn bô-la̍t, tìn bô khuànn, tìnn m̄-bat-i, tìnn-gōng, tìnn kan-sîn.","689"
"21280","tîⁿ","tinn5","纏","Tiân","Tian5","tîⁿ-lâi tîⁿ-khì, îⁿ-tîⁿ, tak-tîⁿ, kau-tîⁿ, tîⁿ-pòaⁿ; tîⁿ-kha pòaⁿ-chhiú.","纏來 纏去, 縈纏, 觸纏, 交纏, 纏絆; 纏腳 絆手.","tînn","tinn5","Tiân","Tian5","tînn-lâi tînn-khì, înn-tînn, tak-tînn, kau-tînn, tînn-puànn; tînn-kha puànn-tshiú.","689"
"21281","tîⁿ","tinn5","-","","","pôaⁿ-tîⁿ lō͘-hùi, chiū-sī chhut-gōa lō͘-tiong ê só͘-hùi; pôaⁿ-tîⁿ.","盤纏 路費, 就是 出外 路中 ê 所費; 盤纏.","tînn","tinn5","","","puânn-tînn lōo-huì, tsiū-sī tshut-guā lōo-tiong ê sóo-huì; puânn-tînn.","689"
"21282","tīⁿ","tinn7","挰","Têng","Teng5","tīⁿ-khui, tīⁿ-mn̂g, tīⁿ hō͘-i nńg, saⁿ-tīⁿ kha-chhng.","挰開, 挰毛, 挰 hō͘伊 軟, 相挰 尻川.","tīnn","tinn7","Tîng","Ting5","tīnn-khui, tīnn-mn̂g, tīnn hōo-i nńg, sann-tīnn kha-tshng.","689"
"21283","tīⁿ","tinn7","掟","Tēng","Teng7","tīⁿ-ân, tīⁿ-sí, tīⁿ kûn-thâu-bú, bong so tīⁿ, bô lâng ōe tīⁿ-chi̍h.","掟ân, 掟死, 掟 拳頭母, 摸 挲 掟, 無 人 會 掟折.","tīnn","tinn7","Tīng","Ting7","tīnn-ân, tīnn-sí, tīnn kûn-thâu-bú, bong so tīnn, bô lâng uē tīnn-tsi̍h.","689"
"21284","tīⁿ","tinn7","鄭","Tēng","Teng7","lâng ê jī-sìⁿ, Tīⁿ kok-sèng.","人 ê 字姓, 鄭 國姓.","tīnn","tinn7","Tīng","Ting7","lâng ê jī-sìnn, Tīnn kok-sìng.","689"
"21285","tīⁿ","tinn7","?","Tiòng","Tiong3","tīⁿ móa-móa, tīⁿ lâu-lâu, tīⁿ that-that, tóe-tīⁿ, pá tīⁿ, chúi-tīⁿ.","滇 滿滿, 滇 流流, 滇 that-that, 貯滇, 飽滇, 水滇.","tīnn","tinn7","Tiòng","Tiong3","tīnn muá-muá, tīnn lâu-lâu, tīnn that-that, tué-tīnn, pá tīnn, tsuí-tīnn.","689"
"21287","tīⁿ","tinn7","漲","Tiòng","Tiong3","tīⁿ móa-móa, tīⁿ lâu-lâu, tīⁿ that-that, tóe-tīⁿ, pá tīⁿ, chúi-tīⁿ.","滇 滿滿, 滇 流流, 滇 that-that, 貯滇, 飽滇, 水滇.","tīnn","tinn7","Tiòng","Tiong3","tīnn muá-muá, tīnn lâu-lâu, tīnn that-that, tué-tīnn, pá tīnn, tsuí-tīnn.","689"
"21288","tīⁿ","tinn7","桯","Theng","Theng","tháng-tīⁿ, chiū-sī tīⁿ tháng-kho͘ ê khì-kū.","桶桯, 就是 桯 桶箍 ê 器具.","tīnn","tinn7","Thing","Thing","tháng-tīnn, tsiū-sī tīnn tháng-khoo ê khì-kū.","689"
"21289","tīⁿ","tinn7","-","","","tīⁿ-lo̍h-khì, chiū-sī tháng-kho͘ tīⁿ lo̍h-tháng ê ì-sù.","桯落去, 就是 桶箍 桯 落桶 ê 意思.","tīnn","tinn7","","","tīnn-lo̍h-khì, tsiū-sī tháng-khoo tīnn lo̍h-tháng ê ì-sù.","689"
"21290","Tia","Tia","爹","","","lāu-pē, sī-tōa-lâng ê chheng-ho͘, a-tia, ló-tia.","老爸, 序大人 ê 稱呼, 阿爹, 老爹.","Tia","Tia","","","lāu-pē, sī-tuā-lâng ê tshing-hoo, a-tia, ló-tia.","690"
"21291","Tiá","Tia2","?","","","chiū-sī chiù-gú ê jī.","就是 咒語 ê 字.","Tiá","Tia2","","","tsiū-sī tsiù-gú ê jī.","690"
"21292","Tiá","Tia2","?","","","chiū-sī chiù-gú ê jī.","就是 咒語 ê 字.","Tiá","Tia2","","","tsiū-sī tsiù-gú ê jī.","690"
"21293","Tià","Tia3","?","","","chiū-sī chiù-gú ê jī.","就是 咒語 ê 字.","Tià","Tia3","","","tsiū-sī tsiù-gú ê jī.","690"
"21294","Tiā","Tia7","哋","","","chiū-sī liām chiù-gú ê jī.","就是 念 咒語 ê 字.","Tiā","Tia7","","","tsiū-sī liām tsiù-gú ê jī.","690"
