hanzi,tl,poj,frequency,is_variant,kautian,taigitv,itaigi,sitbut,taihoa,taijit,kungge,stti,khpoo
徹,tia̍t,tia̍t,0,False,False,False,False,False,False,False,False,False,False
忑,thik,thek,0,False,True,False,False,False,False,False,False,False,False
快活,khuìnn,khùiⁿ,0,False,False,False,False,False,False,False,False,False,False
忻,him,him,0,False,True,False,False,False,False,True,False,False,False
怜,lîn,lîn,0,False,False,False,False,False,False,False,False,False,False
怱,tshong,chhong,0,False,True,False,False,False,False,False,False,False,False
恊,hia̍p,hia̍p,0,False,True,False,False,False,False,False,False,False,False
恋,luân,loân,0,False,True,False,False,False,False,False,False,False,False
恌,thiau,thiau,0,False,True,False,False,False,False,False,False,False,False
恣,sù,sù,0,False,False,False,False,False,False,False,False,False,False
恣,tsù,chù,0,False,True,False,False,False,False,False,False,False,False
恩,ṳn,ṳn,0,False,False,False,False,False,False,False,False,False,False
恬,thiâm,thiâm,0,False,True,False,False,False,False,True,False,False,False
恬,tiâm,tiâm,0,False,False,False,False,False,False,False,False,False,False
悠,iu,iu,0,False,True,False,False,False,False,False,False,False,False
悪,ok,ok,0,False,False,False,False,False,False,False,False,False,False
悪,ònn,òⁿ,0,False,False,False,False,False,False,False,False,False,False
惧,kī,kī,0,False,False,False,False,False,False,False,False,False,False
想,siúnn,siúⁿ,0,False,False,False,False,False,False,True,False,False,False
愕,go̍k,go̍k,0,False,True,False,False,False,False,False,False,False,False
慄,lik,lek,0,False,True,False,False,False,True,False,False,False,False
慇,ṳn,ṳn,0,False,False,False,False,False,False,False,False,False,False
慊,khiám,khiám,0,False,True,False,False,False,False,False,False,False,False
慙,tshâm,chhâm,0,False,True,False,False,False,False,False,False,False,False
慚,tshâm,chhâm,0,False,True,False,False,False,False,False,False,False,False
慣,kuàinn,koàiⁿ,0,False,False,False,False,False,False,True,False,False,False
慶,khiànn,khiàⁿ,0,False,False,False,False,False,False,False,False,False,False
憐,lîn,lîn,0,False,True,False,False,False,False,True,False,False,False
憚,tān,tān,0,False,True,False,False,False,False,True,False,False,False
懃,khîn,khîn,0,False,False,False,False,False,False,False,False,False,False
懃,khûn,khûn,0,False,True,False,False,False,False,False,False,False,False
懊,ò,ò,0,False,True,False,False,False,False,False,False,False,False
懐,huâi,hoâi,0,False,False,False,False,False,False,False,False,False,False
懴,tshàm,chhàm,0,False,False,False,False,False,False,False,False,False,False
懸,hiân,hiân,0,False,True,False,False,False,False,True,False,False,False
懺,tshàm,chhàm,0,False,True,False,False,False,True,True,False,False,False
懼,kī,kī,0,False,True,False,False,False,False,False,False,False,False
戍,suì,sùi,0,False,False,False,False,False,False,False,False,False,False
戍,sù,sù,0,False,True,False,False,False,False,False,False,False,False
戩,tsián,chián,0,False,True,False,False,False,False,False,False,False,False
戫,hiok,hiok,0,False,False,False,False,False,False,False,False,False,False
戬,tsián,chián,0,False,False,False,False,False,False,False,False,False,False
戴,tò̤,tò̤,0,False,False,False,False,False,False,False,False,False,False
扁,phian,phian,0,False,False,False,False,False,False,True,False,False,False
托,thoh,thoh,0,False,False,False,False,False,False,False,False,False,False
技,kī,kī,0,False,True,False,False,False,False,False,False,False,False
抓,niàu,niàu,0,False,True,False,False,False,False,False,False,False,False
抱,phāu,phāu,0,False,True,False,False,False,True,True,False,False,False
抹,buat,boat,0,False,True,False,False,False,False,False,False,False,False
押,ap,ap,0,False,True,False,False,False,False,False,False,False,False
担,tânn,tâⁿ,0,False,False,False,False,False,False,False,False,False,False
拉,lâ,lâ,0,False,False,False,False,False,False,False,False,False,False
拌,phuan,phoan,0,False,True,False,False,False,False,False,False,False,False
拖,tho,tho,0,False,True,False,False,False,False,False,False,False,False
拖,thoo,tho͘,0,False,True,False,False,False,False,False,False,False,False
拙,tsuat,choat,0,False,True,False,False,False,False,True,False,False,False
拳,khuân,khoân,0,False,False,False,False,False,False,False,False,False,False
指,tsńg,chńg,0,False,True,False,False,False,False,True,False,False,False
挛,luân,loân,0,False,False,False,False,False,False,False,False,False,False
挨,o̤e,o̤e,0,False,False,False,False,False,False,False,False,False,False
振動,tín,tín,0,False,False,False,False,False,False,False,False,False,False
挺,thíng,théng,0,False,True,False,False,False,False,False,False,False,False
捉,tshiok,chhiok,0,False,True,False,False,False,False,False,False,False,False
捽,tsut,chut,0,False,False,False,False,False,False,False,False,False,False
捽,tsu̍t,chu̍t,0,False,False,False,False,False,True,False,False,False,False
掃,sòo,sò͘,0,False,True,False,False,False,False,False,False,False,False
掄,lûn,lûn,0,False,True,False,False,False,False,False,False,False,False
掇,tuat,toat,0,False,True,False,False,False,False,False,False,False,False
掉,thiáu,thiáu,0,False,False,False,False,False,False,False,False,False,False
掠,lia̍k,lia̍k,0,False,False,False,False,False,False,False,False,False,False
推,tho̤,tho̤,0,False,False,False,False,False,False,False,False,False,False
揀,káinn,káiⁿ,0,False,False,False,False,False,False,False,False,False,False
揉,jiú,jiú,0,False,False,False,False,False,False,False,False,False,False
提,thue̍h,thoe̍h,0,False,True,False,False,False,False,False,False,False,False
揖,ip,ip,0,False,True,False,False,False,False,True,False,False,False
揚,iâng,iâng,0,False,True,False,False,False,False,False,False,False,False
揣,tshuí,chhúi,0,False,True,False,False,False,False,True,False,False,False
揭,kia̍t,kia̍t,0,False,True,False,False,False,False,True,False,False,False
損,suínn,súiⁿ,0,False,True,False,False,False,False,False,False,False,False
搬,puan,poan,0,False,True,False,False,False,False,True,False,False,False
搭,tap,tap,0,False,True,False,False,False,False,False,False,False,False
搶,tshiáng,chhiáng,0,False,True,False,False,False,False,False,False,False,False
搶,tshióng,chhióng,0,False,True,False,False,False,False,False,False,False,False
摧,tsuê,chôe,0,False,False,False,False,False,False,False,False,False,False
摸,bo̍k,bo̍k,0,False,True,False,False,False,False,False,False,False,False
摸,bôo,bô͘,0,False,True,False,False,False,False,False,False,False,False
摽,phiau,phiau,0,False,True,False,False,False,False,False,False,False,False
撐,thing,theng,0,False,True,False,False,False,False,True,False,False,False
撥,puat,poat,0,False,True,False,False,False,False,False,False,False,False
撪,phún,phún,0,False,False,False,False,False,False,False,False,False,False
撮,tshuat,chhoat,0,False,True,False,False,False,False,True,False,False,False
撮,tsuat,choat,0,False,True,False,False,False,False,False,False,False,False
擁,iòng,iòng,0,False,False,False,False,False,False,False,False,False,False
擧,kia̍h,kia̍h,0,False,False,False,False,False,False,False,False,False,False
攣,luân,loân,0,False,True,False,False,False,False,False,False,False,False
攷,khónn,khóⁿ,0,False,False,False,False,False,False,False,False,False,False
数,sòo,sò͘,0,False,False,False,False,False,False,False,False,False,False
數,sok,sok,0,False,False,False,False,False,False,False,False,False,False
文,bun,bun,0,False,False,False,False,False,False,False,False,False,False
文,bún,bún,0,False,False,False,False,False,False,False,False,False,False
文,būn,būn,0,False,False,False,False,False,False,False,False,False,False
斈,ha̍k,ha̍k,0,False,True,False,False,False,False,False,False,False,False
斉,tsuê,chôe,0,False,False,False,False,False,False,False,False,False,False
斉,tsê,chê,0,False,False,False,False,False,False,False,False,False,False
斗,ta̍uh,tau̍h,0,False,False,False,False,False,False,False,False,False,False
斗,tió,tió,0,False,True,False,False,False,False,False,False,False,False
斛,ha̍k,ha̍k,0,False,True,False,False,False,False,False,False,False,False
斤,kṳn,kṳn,0,False,False,False,False,False,False,False,False,False,False
斬,tsánn,cháⁿ,0,False,True,False,False,False,False,True,False,False,False
断,tuàn,toàn,0,False,False,False,False,False,False,False,False,False,False
断,tuīnn,tūiⁿ,0,False,False,False,False,False,False,False,False,False,False
斷,tuīnn,tūiⁿ,0,False,True,False,False,False,False,False,False,False,False
方,puinn,puiⁿ,0,False,True,False,False,False,False,False,False,False,False
於,ṳ,ṳ,0,False,False,False,False,False,False,False,False,False,False
早,tsó,chó,0,False,True,False,False,False,False,False,False,False,False
早,tsóo,chó͘,0,False,True,False,False,False,False,False,False,False,False
旭,hiok,hiok,0,False,True,False,True,False,False,False,False,False,False
昂,gâng,gâng,0,False,False,False,False,False,False,False,False,False,False
昌,tshiang,chhiang,0,False,True,False,False,False,False,False,False,False,False
昏,huinn,huiⁿ,0,False,True,False,False,False,False,False,False,False,False
易,īnn,īⁿ,0,False,True,False,False,False,False,True,False,False,False
映,iàng,iàng,0,False,True,False,False,False,False,False,False,False,False
映,iànn,iàⁿ,0,False,False,False,False,False,True,False,False,False,False
映,iòng,iòng,0,False,True,False,False,False,False,False,False,False,False
昧,muāi,moāi,0,False,False,False,False,False,False,False,False,False,False
昧,muī,mūi,0,False,True,False,False,False,False,False,False,False,False
昼,tiù,tiù,0,False,False,False,False,False,False,False,False,False,False
晚,mńg,mńg,0,False,True,False,False,False,True,True,False,False,False
晝,tiù,tiù,0,False,True,False,False,False,False,True,False,False,False
晤,ngōo,ngō͘,0,False,True,False,False,False,False,False,False,False,False
晬,chò̤,chò̤,0,False,False,False,False,False,False,False,False,False,False
晴,tsênn,chêⁿ,0,False,True,False,False,False,False,False,False,False,False
暈,uīnn,ūiⁿ,0,False,True,False,False,False,False,False,False,False,False
暢,thiàng,thiàng,0,False,True,False,False,False,False,False,False,False,False
暨,khài,khài,0,False,False,False,False,False,False,False,False,False,False
暱,lik,lek,0,False,False,False,False,False,False,False,False,False,False
暵,hàn,hàn,0,False,True,False,False,False,False,False,False,False,False
暹,siām,siām,0,False,True,False,False,False,False,False,False,False,False
曜,iāu,iāu,0,False,True,False,True,False,False,True,False,False,False
曷,hat,hat,0,False,True,False,False,False,False,False,False,False,False
書,chṳ,chṳ,0,False,False,False,False,False,False,False,False,False,False
曹,tsôo,chô͘,0,False,True,False,False,False,False,False,False,False,False
替,thò̤e,thò̤e,0,False,False,False,False,False,False,False,False,False,False
朂,hiok,hiok,0,False,False,False,False,False,False,False,False,False,False
會,hō̤,hō̤,0,False,False,False,False,False,False,False,False,False,False
會,ō̤e,ō̤e,0,False,False,False,False,False,False,False,False,False,False
朔,sok,sok,0,False,True,False,False,False,False,False,False,True,False
朝,tiau,tiau,0,False,True,False,False,False,True,True,False,False,False
朥,lâ,lâ,0,False,False,False,False,False,False,True,False,False,False
未,bō̤,bō̤,0,False,False,False,False,False,False,False,False,False,False
末,bua̍t,boa̍t,0,False,True,False,False,False,True,True,False,False,False
本,pńg,pńg,0,False,True,False,False,False,False,False,False,False,False
朮,su̍t,su̍t,0,False,True,False,False,False,False,False,False,False,False
朮,tsu̍t,chu̍t,0,False,True,False,False,False,False,False,False,False,False
术,su̍t,su̍t,0,False,False,False,False,False,False,False,False,False,False
术,tsu̍t,chu̍t,0,False,False,False,False,False,False,False,False,False,False
杀,sài,sài,0,False,False,False,False,False,False,False,False,False,False
杌,gut,gut,0,False,True,False,False,False,False,False,False,False,False
杌,gu̍t,gu̍t,0,False,False,False,False,False,False,False,False,False,False
材,tshâi,chhâi,0,False,False,False,False,False,False,True,False,False,False
村,tshuinn,chhuiⁿ,0,False,True,False,False,False,False,False,False,False,False
杓,phiau,phiau,0,False,True,False,False,False,False,False,False,False,False
杓,tshia̍h,chhia̍h,0,False,False,False,False,False,False,False,False,False,False
杖,tiāng,tiāng,0,False,True,False,False,False,False,False,False,False,False
杭,hâng,hâng,0,False,True,False,False,False,False,True,False,False,False
杰,kia̍t,kia̍t,0,False,True,False,False,False,False,False,False,False,False
杳,biáu,biáu,0,False,True,False,False,False,False,False,False,False,False
杼,thú,thú,0,False,True,False,False,False,False,False,False,False,False
松,tshiông,chhiông,0,False,False,False,False,False,False,False,False,False,False
枵,hiau,hiau,0,False,True,False,False,False,False,False,False,False,False
柄,pìng,pèng,0,False,True,False,False,False,False,False,False,False,False
柏,phik,phek,0,False,False,False,False,False,False,False,False,False,False
某,bôo,bô͘,0,False,False,False,False,False,False,False,False,False,False
查,tshê,chhê,0,False,False,False,False,False,False,False,False,False,False
柩,kiū,kiū,0,False,True,False,False,False,False,True,False,False,False
柰,nāi,nāi,0,False,True,False,False,False,False,False,False,False,False
栗,lik,lek,0,False,False,False,False,False,False,False,False,False,False
株,thi,thi,0,False,False,False,False,False,False,False,False,False,False
根,kṳn,kṳn,0,False,False,False,False,False,False,False,False,False,False
栾,luân,loân,0,False,True,False,False,False,False,False,False,False,False
桀,kia̍t,kia̍t,0,False,True,False,False,False,False,True,False,False,False
桁,ênn,êⁿ,0,False,False,False,False,False,False,False,False,False,False
桓,huân,hoân,0,False,True,False,True,False,True,True,False,False,False
桔,kit,kit,0,False,False,False,False,False,False,False,False,False,False
梅,buê,bôe,0,False,True,False,False,False,True,False,False,False,False
械,hâi,hâi,0,False,False,False,False,False,False,False,False,False,False
棉,biân,biân,0,False,True,False,False,False,False,False,False,False,False
森,som,som,0,False,True,False,True,False,False,False,False,False,False
椎,tsui,chui,0,False,True,False,False,False,True,False,False,False,False
椒,tsiau,chiau,0,False,True,False,False,False,False,True,False,False,False
楂,tsa,cha,0,False,True,False,False,False,False,False,False,False,False
楂,tshê,chhê,0,False,False,False,False,False,False,False,False,False,False
楊,iâng,iâng,0,False,True,False,False,False,False,False,False,False,False
楊,iông,iông,0,False,True,False,False,False,False,False,False,False,False
楓,puinn,puiⁿ,0,False,True,False,False,False,False,False,False,False,False
楚,tshóo,chhó͘,0,False,True,False,False,False,False,True,False,False,False
楣,bâi,bâi,0,False,True,False,False,False,True,True,False,False,False
楣,bî,bî,0,False,True,False,False,False,False,True,False,False,False
楽,ga̍k,ga̍k,0,False,False,False,False,False,False,False,False,False,False
楽,gāu,gāu,0,False,False,False,False,False,False,False,False,False,False
楽,ngāu,ngāu,0,False,False,False,False,False,False,False,False,False,False
榔,lông,lông,0,False,True,False,False,False,False,False,False,False,False
榕,iông,iông,0,False,True,False,False,False,False,False,False,False,False
榭,sia̍h,sia̍h,0,False,False,False,False,False,False,False,False,False,False
槀,kó,kó,0,False,False,False,False,False,False,False,False,False,False
槁,kó,kó,0,False,True,False,False,False,False,False,False,False,False
槍,tshiang,chhiang,0,False,True,False,False,False,False,False,False,False,False
槎,tsa,cha,0,False,True,False,False,False,False,False,False,False,False
槽,tsôo,chô͘,0,False,True,False,False,False,False,False,False,False,False
樂,gāu,gāu,0,False,False,False,False,False,False,True,False,False,False
樂,ngāu,ngāu,0,False,True,False,False,False,False,True,False,False,False
樞,thi,thi,0,False,False,False,False,False,False,False,False,False,False
樟,tsiang,chiang,0,False,True,False,False,False,False,False,False,False,False
橋,kiâu,kiâu,0,False,True,False,False,False,False,False,False,False,False
橘,kit,kit,0,False,False,False,False,False,False,False,False,False,False
橪,jián,jián,0,False,True,False,False,False,False,False,False,False,False
橫,huânn,hôaⁿ,0,False,False,False,False,False,False,False,False,False,False
檀,thân,thân,0,False,False,False,False,False,False,False,False,False,False
欒,luân,loân,0,False,True,False,False,False,False,True,False,False,False
次,sù,sù,0,False,False,False,False,False,False,False,False,False,False
欢,huann,hoaⁿ,0,False,False,False,False,False,False,False,False,False,False
欵,khuánn,khóaⁿ,0,False,False,False,False,False,False,False,False,False,False
欽,khim,khim,0,False,True,False,False,False,False,True,False,False,False
歆,him,him,0,False,True,False,False,False,False,False,False,False,False
歇,hat,hat,0,False,True,False,False,False,False,False,False,False,False
歉,khiam,khiam,0,False,True,False,False,False,False,False,False,False,False
歉,khiám,khiám,0,False,True,False,False,False,False,False,False,False,False
歠,tshuat,chhoat,0,False,True,False,False,False,False,False,False,False,False
歲,hò̤,hò̤,0,False,False,False,False,False,False,False,False,False,False
歳,hò̤,hò̤,0,False,False,False,False,False,False,False,False,False,False
歷,la̍h,la̍h,0,False,False,False,False,False,False,False,False,False,False
歹,tái,tái,0,False,True,False,False,False,True,True,False,False,False
歹,táinn,táiⁿ,0,False,False,False,False,False,False,False,False,False,False
殯,pìn,pìn,0,False,True,False,False,False,False,False,False,False,False
殷,ṳn,ṳn,0,False,False,False,False,False,False,False,False,False,False
殺,sài,sài,0,False,False,False,False,False,False,True,False,False,False
氈,thán,thán,0,False,False,False,False,False,False,False,False,False,False
汀,thing,theng,0,False,True,False,False,False,True,False,False,False,False
汁,tsap,chap,0,False,True,False,False,False,False,False,False,False,False
汆,thún,thún,0,False,True,False,False,False,False,False,False,False,False
汐,si̍p,si̍p,0,False,False,False,False,False,False,False,False,False,False
汐,te̍h,te̍h,0,False,False,False,False,False,False,True,False,False,False
汔,git,git,0,False,True,False,False,False,False,False,False,False,False
池,ti̍h,ti̍h,0,False,False,False,False,False,False,False,False,False,False
汶,būn,būn,0,False,True,False,False,False,False,False,False,False,False
沃,ok,ok,0,False,False,False,False,False,False,False,False,False,False
沙,sà,sà,0,False,False,False,False,False,False,False,False,False,False
沙,sá,sá,0,False,False,False,False,False,False,False,False,False,False
沙,sā,sā,0,False,False,False,False,False,False,False,False,False,False
沫,bua̍t,boa̍t,0,False,True,False,False,False,False,False,False,False,False
沫,pho̤̍h,pho̤̍h,0,False,False,False,False,False,False,False,False,False,False
沸,puì,pùi,0,False,False,False,False,False,False,False,False,False,False
治,ti̍h,ti̍h,0,False,False,False,False,False,False,False,False,False,False
況,hòng,hòng,0,False,True,False,False,False,False,True,False,False,False
泄,siat,siat,0,False,True,False,False,False,True,False,False,False,False
泉,tsuànn,chòaⁿ,0,False,False,False,False,False,False,False,False,False,False
泊,po̍k,po̍k,0,False,True,False,False,False,False,False,False,False,False
泣,khip,khip,0,False,True,False,True,False,False,False,False,False,False
泥,nī,nī,0,False,False,False,False,False,False,False,False,False,False
泮,phuàn,phoàn,0,False,True,False,False,False,False,False,False,False,False
泰,thuà,thòa,0,False,False,False,False,False,False,False,False,False,False
洋,iâng,iâng,0,False,True,False,False,False,False,False,False,False,False
洌,lia̍t,lia̍t,0,False,True,False,False,False,False,False,False,False,False
洒,sá,sá,0,False,True,False,False,False,False,False,False,False,False
洗,só̤e,só̤e,0,False,False,False,False,False,False,False,False,False,False
洩,siat,siat,0,False,True,False,False,False,False,False,False,False,False
浡,pu̍t,pu̍t,0,False,True,False,False,False,False,False,False,False,False
浪,long,long,0,False,False,False,False,False,False,False,False,False,False
浪,lông,lông,0,False,False,False,False,False,False,False,False,False,False
浮,hiô,hiô,0,False,False,False,False,False,False,False,False,False,False
浴,io̍k,io̍k,0,False,True,False,False,False,False,False,False,False,False
涛,tô,tô,0,False,False,False,False,False,False,False,False,False,False
涰,tuat,toat,0,False,False,False,False,False,False,False,False,False,False
淺,khín,khín,0,False,True,False,False,False,False,True,False,False,False
淺,tshínn,chhíⁿ,0,False,False,False,False,False,False,True,False,False,False
清,tshiann,chhiaⁿ,0,False,False,False,False,False,False,False,False,False,False
済,tsê,chê,0,False,False,False,False,False,False,False,False,False,False
渺,biáu,biáu,0,False,True,False,False,False,False,False,False,False,False
湄,bî,bî,0,False,True,False,False,False,False,False,False,False,False
湊,tsòo,chò͘,0,False,True,False,False,False,False,False,False,False,False
湎,biān,biān,0,False,True,False,False,False,False,False,False,False,False
湳,lòm,lòm,0,False,False,False,False,False,False,False,False,False,True
溌,phuat,phoat,0,False,False,False,False,False,False,False,False,False,False
溝,kio,kio,0,False,True,False,False,False,False,False,False,False,False
溪,kho̤e,kho̤e,0,False,False,False,False,False,False,False,False,False,False
滂,pông,pông,0,False,True,False,False,False,False,False,False,False,False
滓,tsái,chái,0,False,True,False,False,False,False,False,False,False,False
滣,tûn,tûn,0,False,False,False,False,False,False,False,False,False,False
滮,piu,piu,0,False,True,False,False,False,False,False,False,False,False
漂,phiàu,phiàu,0,False,True,False,False,False,False,False,False,False,False
漏,liō,liō,0,False,True,False,False,False,False,False,False,False,False
漕,tsôo,chô͘,0,False,False,False,False,False,False,False,False,False,False
漠,bôo,bô͘,0,False,True,False,False,False,False,False,False,False,False
漬,tsù,chù,0,False,True,False,False,False,False,False,False,False,False
漲,tiàng,tiàng,0,False,True,False,False,False,False,False,False,False,False
漿,tsiang,chiang,0,False,True,False,False,False,False,False,False,False,False
潘,phuan,phoan,0,False,True,False,False,False,False,False,False,False,False
潜,tsiâm,chiâm,0,False,True,False,False,False,False,False,False,False,False
澳,hiok,hiok,0,False,False,False,False,False,False,False,False,False,False
澹,tām,tām,0,False,True,False,False,False,False,False,False,False,False
濟,tsê,chê,0,False,False,False,False,False,False,False,False,False,False
濤,tô,tô,0,False,True,False,False,False,False,False,False,False,False
濶,khuat,khoat,0,False,True,False,False,False,False,False,False,False,False
濺,tsiān,chiān,0,False,True,False,False,False,False,False,False,False,False
瀨,nāi,nāi,0,False,True,False,False,False,False,False,False,False,False
瀬,nāi,nāi,0,False,False,False,False,False,False,False,False,False,False
火,hónn,hóⁿ,0,False,True,False,False,False,False,True,False,False,False
火,hó̤,hó̤,0,False,False,False,False,False,False,False,False,False,False
灰,ho̤,ho̤,0,False,False,False,False,False,False,False,False,False,False
灼,tsiak,chiak,0,False,False,False,False,False,False,False,False,False,False
災,cho̤,cho̤,0,False,False,False,False,False,False,False,False,False,False
炢,tsu̍t,chu̍t,0,False,False,False,False,False,False,False,False,False,False
炫,hiân,hiân,0,False,True,False,False,False,False,False,False,False,False
炮,pâu,pâu,0,False,True,False,False,False,False,False,False,False,False
炰,pâu,pâu,0,False,False,False,False,False,False,False,False,False,False
焙,pō̤,pō̤,0,False,False,False,False,False,False,False,False,False,False
煅,thuàn,thoàn,0,False,False,False,False,False,False,False,False,False,False
煅,tuàn,toàn,0,False,False,False,False,False,False,False,False,False,False
煞,sua̍h,soa̍h,0,False,False,False,False,False,False,False,False,False,False
煬,iâng,iâng,0,False,True,False,False,False,False,False,False,False,False
煬,iông,iông,0,False,True,False,False,False,False,False,False,False,False
熊,hiông,hiông,0,False,True,False,False,False,False,False,False,False,False
熯,hàn,hàn,0,False,True,False,False,False,False,False,False,False,False
燒,siô,siô,0,False,False,False,False,False,False,False,False,False,False
燥,sòo,sò͘,0,False,True,False,False,False,False,False,False,False,False
燮,siat,siat,0,False,True,False,False,False,False,False,False,False,False
燿,iāu,iāu,0,False,True,False,False,False,False,False,False,False,False
爕,siat,siat,0,False,False,False,False,False,False,False,False,False,False
爵,tsiak,chiak,0,False,True,False,False,False,False,False,False,False,False
爻,ngâu,ngâu,0,False,True,False,False,False,False,False,False,False,False
牀,tshông,chhông,0,False,True,False,False,False,False,False,False,False,False
牆,tshiông,chhiông,0,False,True,False,False,False,False,False,False,False,False
牙,gah,gah,0,False,False,False,False,False,False,False,False,False,False
牛,giû,giû,0,False,True,False,True,False,False,True,False,False,False
牴,tí,tí,0,False,True,False,False,False,False,False,False,False,False
犁,lô̤e,lô̤e,0,False,False,False,False,False,False,False,False,False,False
犬,khián,khián,0,False,True,False,True,False,False,False,False,False,False
狗,kió,kió,0,False,True,False,False,False,False,False,False,False,False
狹,hia̍p,hia̍p,0,False,True,False,False,False,False,False,False,False,False
猪,tṳ,tṳ,0,False,False,False,False,False,False,False,False,False,False
猫,biâu,biâu,0,False,True,False,False,False,False,False,False,False,False
獄,gio̍k,gio̍k,0,False,False,False,False,False,False,False,False,False,False
獄,gi̍k,ge̍k,0,False,True,False,False,False,False,True,False,False,False
獐,tsiang,chiang,0,False,False,False,False,False,False,False,False,False,False
獲,hi̍k,he̍k,0,False,True,False,False,False,False,True,False,False,False
玄,hiân,hiân,0,False,True,False,True,False,False,True,False,False,False
王,ōng,ōng,0,False,False,False,False,False,False,False,False,False,False
玖,kiú,kiú,0,False,True,False,False,False,False,False,False,False,False
琚,kṳ,kṳ,0,False,False,False,False,False,False,False,False,False,False
琛,thim,thim,0,False,True,False,False,False,True,False,False,False,False
瑱,thiàn,thiàn,0,False,True,False,False,False,False,False,False,False,False
璇,suân,soân,0,False,True,False,False,False,False,False,False,False,False
璧,phik,phek,0,False,True,False,False,False,False,False,False,False,False
璨,tshàn,chhàn,0,False,True,False,False,False,False,False,False,False,False
環,huân,hoân,0,False,True,False,False,False,False,False,False,False,False
瓊,kîng,kêng,0,False,False,False,False,False,False,False,False,False,False
瓦,huā,hōa,0,False,True,False,False,False,False,False,False,False,False
瓮,òng,òng,0,False,True,False,False,False,False,False,False,False,False
甕,iòng,iòng,0,False,False,False,False,False,False,False,False,False,False
甕,òng,òng,0,False,True,False,False,False,False,False,False,False,False
甗,gián,gián,0,False,True,False,False,False,False,False,False,False,False
甗,giân,giân,0,False,False,False,False,False,False,False,False,False,False
産,suánn,sóaⁿ,0,False,False,False,False,False,False,False,False,False,False
画,huā,hōa,0,False,True,False,False,False,False,False,False,False,False
画,uā,ōa,0,False,False,False,False,False,False,False,False,False,False
甽,khián,khián,0,False,True,False,False,False,False,False,False,False,False
畎,khián,khián,0,False,True,False,False,False,False,False,False,False,False
畏,uìnn,ùiⁿ,0,False,False,False,False,False,False,False,False,False,False
畔,puān,poān,0,False,True,False,False,False,True,False,False,False,False
畜,hiok,hiok,0,False,False,False,False,False,False,False,False,False,False
畢,pi̍t,pi̍t,0,False,False,False,False,False,False,False,False,False,False
略,lia̍k,lia̍k,0,False,False,False,False,False,True,False,False,False,False
畫,huā,hōa,0,False,True,False,False,False,False,False,False,False,False
畫,uā,ōa,0,False,True,False,False,False,False,True,False,False,False
畫,uāi,oāi,0,False,False,False,False,False,False,False,False,False,False
異,ì,ì,0,False,False,False,False,False,False,False,False,False,False
異,īnn,īⁿ,0,False,True,False,False,False,False,False,False,False,False
畴,tiû,tiû,0,False,False,False,False,False,False,False,False,False,False
疇,tiû,tiû,0,False,True,False,False,False,False,True,False,False,False
疎,so̤e,so̤e,0,False,False,False,False,False,False,False,False,False,False
疏,so̤e,so̤e,0,False,False,False,False,False,False,False,False,False,False
痣,tsì,chì,0,False,True,False,False,False,False,False,False,False,False
痲,mâ,mâ,0,False,False,False,False,False,False,False,False,False,False
瘡,tshong,chhong,0,False,True,False,False,False,False,False,False,False,False
瘨,tian,tian,0,False,True,False,False,False,False,False,False,False,False
癖,phik,phek,0,False,True,False,False,False,False,False,False,False,False
癡,tshi,chhi,0,False,True,False,False,False,True,False,False,False,False
癩,nāi,nāi,0,False,True,False,False,False,False,False,False,False,False
癲,tian,tian,0,False,True,False,False,False,False,True,False,False,False
皃,bāu,bāu,0,False,False,False,False,False,False,False,False,False,False
皃,māu,māu,0,False,False,False,False,False,False,False,False,False,False
的,tiah,tiah,0,False,False,False,False,False,False,False,False,False,False
皮,phô̤,phô̤,0,False,False,False,False,False,False,False,False,False,False
盆,phuân,phoân,0,False,False,False,False,False,False,False,False,False,False
盍,ha̍p,ha̍p,0,False,False,False,False,False,False,False,False,False,False
盤,puân,poân,0,False,True,False,False,False,False,False,False,False,False
省,sénn,séⁿ,0,False,True,False,False,False,False,False,False,False,False
眇,biáu,biáu,0,False,True,False,False,False,False,False,False,False,False
眛,bui,bui,0,False,False,False,False,False,False,False,False,False,False
眠,biân,biân,0,False,True,False,False,False,False,True,False,False,False
眩,hiân,hiân,0,False,True,False,False,False,False,False,False,False,False
眼,ngái,ngái,0,False,False,False,False,False,False,False,False,False,False
着,tio̍k,tio̍k,0,False,False,False,False,False,False,False,False,False,False
着,tsia̍k,chia̍k,0,False,False,False,False,False,False,False,False,False,False
睡,chō̤,chō̤,0,False,False,False,False,False,False,False,False,False,False
睡,suì,sùi,0,False,False,False,False,False,False,False,False,False,False
矗,tshiok,chhiok,0,False,True,False,False,False,False,False,False,False,False
矛,bâu,bâu,0,False,True,False,False,False,False,False,False,False,False
矣,í,í,0,False,True,False,False,False,False,False,False,False,False
矧,sín,sín,0,False,True,False,False,False,False,False,False,False,False
矮,ái,ái,0,False,True,False,False,False,False,False,False,False,False
研,gán,gán,0,False,True,False,False,False,False,False,False,False,False
研,nguí,ngúi,0,False,True,False,True,False,False,False,False,False,False
研,ngái,ngái,0,False,True,False,True,False,False,False,False,False,False
硈,khia̍t,khia̍t,0,False,True,False,False,False,False,False,False,False,False
硬,gīng,gēng,0,False,True,False,False,False,False,False,False,False,False
碎,sò̤,sò̤,0,False,False,False,False,False,False,False,False,False,False
碢,o̤,o̤,0,False,False,False,False,False,False,False,False,False,False
