tl,hanzi_count,hanzi,frequency,is_variant,_sources
hông,110,癀,1217,False,kautian
hông,110,防,1100,False,"kautian,taihoa,taijit"
hông,110,黃,697,False,kautian
hông,110,皇,600,False,"kautian,taihoa,taijit"
hông,110,乎人,501,False,
hông,110,帆,501,False,
hông,110,杭,501,False,kautian
hông,110,洪,501,False,kautian
hông,110,篷,501,False,kautian
hông,110,航,501,False,kautian
hông,110,虹,501,False,kautian
hông,110,紅,248,False,"kautian,taihoa,taijit"
hông,110,磺,150,False,"kautian,taihoa,taijit"
hông,110,隍,150,False,kautian
hông,110,妨,150,False,kautian
hông,110,凰,100,False,kautian
hông,110,煌,100,False,kautian
hông,110,縫,100,False,"kautian,taihoa"
hông,110,蓬,50,False,kautian
hông,110,遑,50,False,kautian
hông,110,逢,50,False,"kautian,taijit"
hông,110,迒,50,False,kautian
hông,110,趪,50,False,kautian
hông,110,訌,50,False,kautian
hông,110,訇,50,False,"kautian,taijit"
hông,110,被,50,False,taijit
hông,110,蟥,50,False,kautian
hông,110,蝗,50,False,kautian
hông,110,翃,50,False,kautian
hông,110,葓,50,False,kautian
hông,110,葒,50,False,kautian
hông,110,菶,50,False,kautian
hông,110,芃,50,False,kautian
hông,110,艎,50,False,kautian
hông,110,舡,50,False,kautian
hông,110,耾,50,False,kautian
hông,110,鍠,50,False,kautian
hông,110,綋,50,False,kautian
hông,110,鋐,50,False,kautian
hông,110,鬔,50,False,kautian
hông,110,鐄,50,False,kautian
hông,110,黌,50,False,kautian
hông,110,𩒼,50,False,kautian
hông,110,𨹁,50,False,kautian
hông,110,𧗝,50,False,kautian
hông,110,𦐌,50,False,kautian
hông,110,𥮕,50,False,kautian
hông,110,𥔀,50,False,kautian
hông,110,𢪋,50,False,kautian
hông,110,𢂔,50,False,kautian
hông,110,𠰈,50,False,kautian
hông,110,鴻,50,False,"kautian,taihoa,taijit"
hông,110,閎,50,False,"kautian,taijit"
hông,110,鱑,50,False,kautian
hông,110,鰉,50,False,kautian
hông,110,粠,50,False,kautian
hông,110,髼,50,False,kautian
hông,110,馮,50,False,"kautian,taijit"
hông,110,餭,50,False,kautian
hông,110,颿,50,False,kautian
hông,110,頏,50,False,kautian
hông,110,鞃,50,False,kautian
hông,110,紘,50,False,kautian
hông,110,潢,50,False,kautian
hông,110,簧,50,False,"kautian,taihoa"
hông,110,吭,50,False,kautian
hông,110,宖,50,False,kautian
hông,110,宏,50,False,"kautian,itaigi"
hông,110,媓,50,False,kautian
hông,110,夆,50,False,"kautian,itaigi"
hông,110,塳,50,False,kautian
hông,110,堭,50,False,kautian
hông,110,埄,50,False,kautian
hông,110,喤,50,False,kautian
hông,110,吰,50,False,kautian
hông,110,叿,50,False,kautian
hông,110,篊,50,False,kautian
hông,110,偟,50,False,kautian
hông,110,仜,50,False,kautian
hông,110,䭰,50,False,kautian
hông,110,䜶,50,False,kautian
hông,110,䉺,50,False,kautian
hông,110,䆖,50,False,kautian
hông,110,䃔,50,False,kautian
hông,110,䂫,50,False,kautian
hông,110,㑂,50,False,kautian
hông,110,峵,50,False,kautian
hông,110,崲,50,False,kautian
hông,110,弘,50,False,"kautian,taijit"
hông,110,徨,50,False,kautian
hông,110,篁,50,False,kautian
hông,110,竤,50,False,kautian
hông,110,竑,50,False,kautian
hông,110,璜,50,False,kautian
hông,110,瑝,50,False,kautian
hông,110,灴,50,False,kautian
hông,110,漨,50,False,kautian
hông,110,湟,50,False,kautian
hông,110,渹,50,False,kautian
hông,110,渢,50,False,kautian
hông,110,浲,50,False,kautian
hông,110,浤,50,False,kautian
hông,110,洚,50,False,kautian
hông,110,泓,50,False,kautian
hông,110,汯,50,False,kautian
hông,110,桁,50,False,kautian
hông,110,摓,50,False,kautian
hông,110,捀,50,False,kautian
hông,110,惶,50,False,kautian
hông,110,𪏙,50,False,kautian
tsu,92,資,2706,False,"kautian,taihoa,taijit"
tsu,92,珠,2117,False,"kautian,itaigi,taihoa,taijit"
tsu,92,書,894,False,"kautian,taihoa,taijit"
tsu,92,姿,150,False,kautian
tsu,92,滋,150,False,kautian
tsu,92,朱,100,False,"kautian,taihoa,taijit"
tsu,92,諮,100,False,kautian
tsu,92,諸,100,False,"kautian,taihoa,taijit"
tsu,92,觜,50,False,khpoo
tsu,92,邾,50,False,kautian
tsu,92,輺,50,False,khpoo
tsu,92,輜,50,False,kautian
tsu,92,趑,50,False,kautian
tsu,92,貲,50,False,"kautian,khpoo"
tsu,92,豬,50,False,kautian
tsu,92,訾,50,False,khpoo
tsu,92,蝫,50,False,kautian
tsu,92,袾,50,False,kautian
tsu,92,蠩,50,False,khpoo
tsu,92,鈭,50,False,khpoo
tsu,92,蛛,50,False,kautian
tsu,92,蛆,50,False,kautian
tsu,92,藷,50,False,kautian
tsu,92,葘,50,False,khpoo
tsu,92,菑,50,False,kautian
tsu,92,鄑,50,False,khpoo
tsu,92,鎡,50,False,kautian
tsu,92,銖,50,False,"kautian,taijit"
tsu,92,錙,50,False,kautian
tsu,92,𨿴,50,False,khpoo
tsu,92,齜,50,False,kautian
tsu,92,齎,50,False,khpoo
tsu,92,齍,50,False,kautian
tsu,92,鼒,50,False,khpoo
tsu,92,鶅,50,False,khpoo
tsu,92,鴜,50,False,khpoo
tsu,92,鰦,50,False,kautian
tsu,92,鯺,50,False,khpoo
tsu,92,鯔,50,False,kautian
tsu,92,髭,50,False,kautian
tsu,92,頿,50,False,khpoo
tsu,92,頾,50,False,khpoo
tsu,92,雎,50,False,kautian
tsu,92,鍿,50,False,khpoo
tsu,92,茱,50,False,kautian
tsu,92,茨,50,False,"kautian,taijit"
tsu,92,芝,50,False,khpoo
tsu,92,姕,50,False,khpoo
tsu,92,株,50,False,kautian
tsu,92,罝,50,False,kautian
tsu,92,怚,50,False,kautian
tsu,92,嵫,50,False,kautian
tsu,92,孶,50,False,khpoo
tsu,92,孳,50,False,kautian
tsu,92,孖,50,False,kautian
tsu,92,嗞,50,False,khpoo
tsu,92,櫧,50,False,kautian
tsu,92,咮,50,False,kautian
tsu,92,咨,50,False,kautian
tsu,92,劯,50,False,khpoo
tsu,92,侏,50,False,kautian
tsu,92,仔,50,False,khpoo
tsu,92,亝,50,False,khpoo
tsu,92,䳄,50,False,khpoo
tsu,92,椔,50,False,kautian
tsu,92,栥,50,False,khpoo
tsu,92,沮,50,False,"kautian,taijit"
tsu,92,睢,50,False,kautian
tsu,92,緇,50,False,kautian
tsu,92,紎,50,False,khpoo
tsu,92,稵,50,False,khpoo
tsu,92,秶,50,False,khpoo
tsu,92,洙,50,False,kautian
tsu,92,硃,50,False,kautian
tsu,92,砠,50,False,kautian
tsu,92,禌,50,False,khpoo
tsu,92,痘,50,False,taijit
tsu,92,疽,50,False,"kautian,taijit"
tsu,92,甾,50,False,kautian
tsu,92,玆,50,False,"taijit,khpoo"
tsu,92,狙,50,False,kautian
tsu,92,瀦,50,False,kautian
tsu,92,澬,50,False,kautian
tsu,92,淄,50,False,kautian
tsu,92,孜,20,False,"kautian,taihoa"
tsu,92,猪,20,False,kautian
tsu,92,粢,20,False,kautian
tsu,92,苴,20,False,"kautian,taijit"
tsu,92,茲,20,False,kautian
tsu,92,菹,20,False,kautian
tsu,92,鮢,20,False,
tsu,92,齊,20,False,khpoo
lîng,82,能,4149,False,"kautian,taihoa,taijit"
lîng,82,靈,2220,False,"kautian,taihoa,taijit"
lîng,82,龍,1274,False,"kautian,taihoa,taijit"
lîng,82,寧,250,False,kautian
lîng,82,鈴,250,False,"kautian,taihoa,taijit"
lîng,82,行,176,False,kautian
lîng,82,苓,150,False,kautian
lîng,82,齡,150,False,kautian
lîng,82,令,129,False,"kautian,taijit"
lîng,82,零,100,False,"kautian,taihoa"
lîng,82,凌,100,False,"kautian,taijit"
lîng,82,翎,50,False,"kautian,taijit"
lîng,82,薐,50,False,kautian
lîng,82,蔆,50,False,kautian
lîng,82,菱,50,False,kautian
lîng,82,舲,50,False,kautian
lîng,82,聹,50,False,kautian
lîng,82,聆,50,False,kautian
lîng,82,稜,50,False,kautian
lîng,82,羚,50,False,kautian
lîng,82,綾,50,False,"kautian,taijit"
lîng,82,粼,50,False,kautian
lîng,82,笭,50,False,kautian
lîng,82,蛉,50,False,kautian
lîng,82,秢,50,False,kautian
lîng,82,薴,50,False,kautian
lîng,82,鑏,50,False,kautian
lîng,82,裬,50,False,kautian
lîng,82,詅,50,False,kautian
lîng,82,輘,50,False,kautian
lîng,82,酃,50,False,kautian
lîng,82,砱,50,False,kautian
lîng,82,陵,50,False,"kautian,taihoa,taijit"
lîng,82,霛,50,False,kautian
lîng,82,霝,50,False,kautian
lîng,82,駖,50,False,kautian
lîng,82,鬡,50,False,kautian
lîng,82,鯪,50,False,kautian
lîng,82,麢,50,False,kautian
lîng,82,𡩋,50,False,kautian
lîng,82,𦊓,50,False,kautian
lîng,82,𪧟,50,False,kautian
lîng,82,磷,50,False,kautian
lîng,82,瓴,50,False,kautian
lîng,82,睖,50,False,kautian
lîng,82,拎,50,False,"kautian,taihoa,taijit"
lîng,82,倰,50,False,kautian
lîng,82,刢,50,False,kautian
lîng,82,呬,50,False,kautian
lîng,82,囹,50,False,kautian
lîng,82,壟,50,False,taihoa
lîng,82,夌,50,False,kautian
lîng,82,姈,50,False,kautian
lîng,82,嬣,50,False,kautian
lîng,82,寍,50,False,kautian
lîng,82,寗,50,False,kautian
lîng,82,岭,50,False,kautian
lîng,82,崚,50,False,kautian
lîng,82,皊,50,False,kautian
lîng,82,懧,50,False,kautian
lîng,82,怜,50,False,kautian
lîng,82,掕,50,False,kautian
lîng,82,欞,50,False,kautian
lîng,82,琌,50,False,kautian
lîng,82,獰,50,False,kautian
lîng,82,濘,50,False,kautian
lîng,82,澪,50,False,kautian
lîng,82,擰,50,False,kautian
lîng,82,泠,50,False,"kautian,taijit"
lîng,82,淩,50,False,kautian
lîng,82,櫺,50,False,kautian
lîng,82,檸,50,False,kautian
lîng,82,楞,50,False,kautian
lîng,82,棱,50,False,kautian
lîng,82,柃,50,False,kautian
lîng,82,昤,50,False,kautian
lîng,82,伶,21,False,"kautian,taijit"
lîng,82,堎,21,False,
lîng,82,灵,21,False,kautian
lîng,82,玲,21,False,kautian
lîng,82,甯,21,False,"kautian,taijit"
lîng,82,鴒,21,False,kautian
su,82,師,6182,False,"kautian,taijit"
su,82,輸,3390,False,"kautian,taihoa,taijit"
su,82,思,3123,False,"kautian,taihoa,taijit"
su,82,書,2980,False,"kautian,taijit"
su,82,需,1312,False,"kautian,taijit"
su,82,軀,898,False,"kautian,taihoa,taijit"
su,82,私,850,False,"kautian,taihoa,taijit"
su,82,司,739,False,"kautian,taihoa"
su,82,笥,103,False,kautian
su,82,舒,103,False,"kautian,taijit"
su,82,师,103,False,
su,82,厮,103,False,
su,82,蜤,50,False,khpoo
su,82,覗,50,False,kautian
su,82,蟴,50,False,khpoo
su,82,蟖,50,False,khpoo
su,82,螔,50,False,khpoo
su,82,螄,50,False,kautian
su,82,蝑,50,False,khpoo
su,82,腮,50,False,kautian
su,82,虒,50,False,khpoo
su,82,藇,50,False,kautian
su,82,蒒,50,False,khpoo
su,82,菥,50,False,kautian
su,82,赼,50,False,kautian
su,82,胥,50,False,"kautian,taijit"
su,82,罳,50,False,kautian
su,82,諝,50,False,kautian
su,82,鍶,50,False,khpoo
su,82,鄃,50,False,kautian
su,82,騦,50,False,khpoo
su,82,鶳,50,False,khpoo
su,82,鵨,50,False,khpoo
su,82,鳾,50,False,khpoo
su,82,鰤,50,False,khpoo
su,82,鰓,50,False,kautian
su,82,鬚,50,False,kautian
su,82,颸,50,False,kautian
su,82,釃,50,False,kautian
su,82,須,50,False,"kautian,taijit"
su,82,鑐,50,False,kautian
su,82,鐁,50,False,khpoo
su,82,緦,50,False,kautian
su,82,鋖,50,False,khpoo
su,82,鉰,50,False,khpoo
su,82,繻,50,False,kautian
su,82,疋,50,False,khpoo
su,82,紓,50,False,kautian
su,82,媤,50,False,khpoo
su,82,揟,50,False,kautian
su,82,揌,50,False,kautian
su,82,抒,50,False,khpoo
su,82,愢,50,False,khpoo
su,82,恖,50,False,khpoo
su,82,廝,50,False,kautian
su,82,嘶,50,False,kautian
su,82,斯,50,False,"kautian,taijit"
su,82,厶,50,False,kautian
su,82,偲,50,False,kautian
su,82,偦,50,False,khpoo
su,82,俬,50,False,khpoo
su,82,俆,50,False,khpoo
su,82,伺,50,False,kautian
su,82,撕,50,False,kautian
su,82,楈,50,False,kautian
su,82,簛,50,False,khpoo
su,82,燍,50,False,khpoo
su,82,稰,50,False,khpoo
su,82,禠,50,False,kautian
su,82,禗,50,False,khpoo
su,82,瑹,50,False,kautian
su,82,瑡,50,False,khpoo
su,82,獅,50,False,kautian
su,82,濡,50,False,kautian
su,82,楒,50,False,kautian
su,82,澌,50,False,kautian
su,82,溮,50,False,kautian
su,82,湑,50,False,kautian
su,82,泀,50,False,khpoo
su,82,毸,50,False,kautian
su,82,榹,50,False,khpoo
su,82,鼶,50,False,khpoo
tsik,69,責,1364,False,"kautian,taihoa,taijit"
tsik,69,叔,1201,False,"kautian,taihoa,taijit"
tsik,69,即,930,False,kautian
tsik,69,積,750,False,"kautian,taihoa,taijit,stti"
tsik,69,則,250,False,"kautian,taijit"
tsik,69,燭,250,False,"kautian,taihoa,taijit"
tsik,69,績,250,False,"kautian,taihoa"
tsik,69,蹟,250,False,kautian
tsik,69,擠,100,False,"kautian,itaigi"
tsik,69,蚱,50,False,kautian
tsik,69,諎,50,False,kautian
tsik,69,螲,50,False,kautian
tsik,69,蝍,50,False,kautian
tsik,69,聻,50,False,kautian
tsik,69,藉,50,False,kautian
tsik,69,舴,50,False,kautian
tsik,69,跖,50,False,kautian
tsik,69,笮,50,False,kautian
tsik,69,窄,50,False,"kautian,taijit"
tsik,69,賾,50,False,kautian
tsik,69,蹠,50,False,kautian
tsik,69,跡,50,False,"kautian,taihoa"
tsik,69,踖,50,False,kautian
tsik,69,蹐,50,False,kautian
tsik,69,磧,50,False,kautian
tsik,69,迮,50,False,kautian
tsik,69,這,50,False,khpoo
tsik,69,銍,50,False,kautian
tsik,69,頉,50,False,kautian
tsik,69,騭,50,False,kautian
tsik,69,魙,50,False,kautian
tsik,69,鶺,50,False,kautian
tsik,69,躓,50,False,taijit
tsik,69,秷,50,False,kautian
tsik,69,畟,50,False,kautian
tsik,69,岝,50,False,kautian
tsik,69,乇,50,False,kautian
tsik,69,勣,50,False,kautian
tsik,69,卽,50,False,kautian
tsik,69,厏,50,False,kautian
tsik,69,咋,50,False,kautian
tsik,69,唧,50,False,kautian
tsik,69,猎,50,False,kautian
tsik,69,堲,50,False,kautian
tsik,69,塉,50,False,kautian
tsik,69,墌,50,False,kautian
tsik,69,嘖,50,False,kautian
tsik,69,崱,50,False,kautian
tsik,69,庢,50,False,kautian
tsik,69,折,50,False,kautian
tsik,69,挃,50,False,kautian
tsik,69,摭,50,False,kautian
tsik,69,擮,50,False,kautian
tsik,69,柞,50,False,kautian
tsik,69,桎,50,False,kautian
tsik,69,楖,50,False,kautian
tsik,69,爵,50,False,kautian
tsik,69,幘,50,False,kautian
tsik,69,窒,21,False,kautian
tsik,69,隻,21,False,kautian
tsik,69,迹,21,False,kautian
tsik,69,脊,21,False,kautian
tsik,69,簀,21,False,kautian
tsik,69,仄,21,False,kautian
tsik,69,稷,21,False,"kautian,taijit"
tsik,69,炙,21,False,kautian
tsik,69,灼,21,False,
tsik,69,昃,21,False,kautian
tsik,69,鯽,21,False,kautian
kî,69,期,3897,False,"kautian,taihoa,taijit"
kî,69,其,3645,False,"kautian,taihoa,taijit"
kî,69,奇,2197,False,"kautian,taihoa,taijit"
kî,69,祈,2054,False,"kautian,taijit"
kî,69,旗,550,False,"kautian,taihoa,taijit"
kî,69,棋,400,False,"kautian,taihoa,taijit"
kî,69,歧,100,False,kautian
kî,69,麒,100,False,kautian
kî,69,藄,50,False,kautian
kî,69,蚚,50,False,kautian
kî,69,蚑,50,False,kautian
kî,69,蘧,50,False,kautian
kî,69,蘄,50,False,kautian
kî,69,肵,50,False,kautian
kî,69,萁,50,False,kautian
kî,69,觭,50,False,kautian
kî,69,耆,50,False,kautian
kî,69,翄,50,False,kautian
kî,69,綨,50,False,kautian
kî,69,蜝,50,False,kautian
kî,69,踦,50,False,kautian
kî,69,跂,50,False,kautian
kî,69,踑,50,False,kautian
kî,69,粸,50,False,kautian
kî,69,錡,50,False,kautian
kî,69,錤,50,False,kautian
kî,69,頎,50,False,kautian
kî,69,鬐,50,False,kautian
kî,69,魕,50,False,kautian
kî,69,鰭,50,False,"kautian,taihoa,taijit,stti"
kî,69,鶀,50,False,kautian
kî,69,􀀻,50,False,kautian
kî,69,軝,50,False,kautian
kî,69,綦,50,False,kautian
kî,69,竒,50,False,kautian
kî,69,渠,50,False,kautian
kî,69,丌,50,False,kautian
kî,69,亓,50,False,kautian
kî,69,伎,50,False,kautian
kî,69,俟,50,False,kautian
kî,69,凒,50,False,kautian
kî,69,剞,50,False,kautian
kî,69,圻,50,False,kautian
kî,69,祺,50,False,kautian
kî,69,朞,50,False,kautian
kî,69,棊,50,False,kautian
kî,69,淇,50,False,kautian
kî,69,帺,50,False,kautian
kî,69,溰,50,False,kautian
kî,69,碁,50,False,kautian
kî,69,璂,50,False,kautian
kî,69,祁,50,False,"kautian,taijit"
kî,69,示,50,False,"kautian,taijit"
kî,69,碕,50,False,kautian
kî,69,祗,50,False,kautian
kî,69,疧,50,False,kautian
kî,69,畿,50,False,kautian
kî,69,畸,50,False,kautian
kî,69,璩,50,False,kautian
kî,69,岐,11,False,"kautian,taijit"
kî,69,崎,11,False,kautian
kî,69,技,11,False,
kî,69,旂,11,False,kautian
kî,69,沂,11,False,"kautian,taijit"
kî,69,琦,11,False,kautian
kî,69,琪,11,False,kautian
kî,69,祇,11,False,kautian
kî,69,蜞,11,False,kautian
kî,69,騏,11,False,"kautian,taijit"
tsir,68,䳄,50,False,khpoo
tsir,68,諮,50,False,khpoo
tsir,68,鄑,50,False,khpoo
tsir,68,輺,50,False,khpoo
tsir,68,輜,50,False,khpoo
tsir,68,資,50,False,khpoo
tsir,68,貲,50,False,khpoo
tsir,68,諸,50,False,khpoo
tsir,68,訾,50,False,khpoo
tsir,68,亝,50,False,khpoo
tsir,68,觜,50,False,khpoo
tsir,68,蠩,50,False,khpoo
tsir,68,蝫,50,False,khpoo
tsir,68,藷,50,False,khpoo
tsir,68,葘,50,False,khpoo
tsir,68,菹,50,False,khpoo
tsir,68,鈭,50,False,khpoo
tsir,68,錙,50,False,khpoo
tsir,68,鍿,50,False,khpoo
tsir,68,鎡,50,False,khpoo
tsir,68,頾,50,False,khpoo
tsir,68,頿,50,False,khpoo
tsir,68,髭,50,False,khpoo
tsir,68,鯔,50,False,khpoo
tsir,68,鯺,50,False,khpoo
tsir,68,鰦,50,False,khpoo
tsir,68,鴜,50,False,khpoo
tsir,68,鶅,50,False,khpoo
tsir,68,鼒,50,False,khpoo
tsir,68,齊,50,False,khpoo
tsir,68,齍,50,False,khpoo
tsir,68,齎,50,False,khpoo
tsir,68,齜,50,False,khpoo
tsir,68,菑,50,False,khpoo
tsir,68,茲,50,False,khpoo
tsir,68,茨,50,False,khpoo
tsir,68,櫧,50,False,khpoo
tsir,68,仔,50,False,khpoo
tsir,68,劯,50,False,khpoo
tsir,68,咨,50,False,khpoo
tsir,68,嗞,50,False,khpoo
tsir,68,姕,50,False,khpoo
tsir,68,姿,50,False,khpoo
tsir,68,孖,50,False,khpoo
tsir,68,孜,50,False,khpoo
tsir,68,孳,50,False,khpoo
tsir,68,孶,50,False,khpoo
tsir,68,嵫,50,False,khpoo
tsir,68,書,50,False,khpoo
tsir,68,栥,50,False,khpoo
tsir,68,椔,50,False,khpoo
tsir,68,沮,50,False,khpoo
tsir,68,苴,50,False,khpoo
tsir,68,淄,50,False,khpoo
tsir,68,滋,50,False,khpoo
tsir,68,澬,50,False,khpoo
tsir,68,玆,50,False,khpoo
tsir,68,甾,50,False,khpoo
tsir,68,疽,50,False,khpoo
tsir,68,睢,50,False,khpoo
tsir,68,禌,50,False,khpoo
tsir,68,秶,50,False,khpoo
tsir,68,稵,50,False,khpoo
tsir,68,粢,50,False,khpoo
tsir,68,紎,50,False,khpoo
tsir,68,緇,50,False,khpoo
tsir,68,芝,50,False,khpoo
tsir,68,𨿴,50,False,khpoo
hōo,66,予,24836,False,"kautian,itaigi"
hōo,66,灝,5946,False,
hōo,66,乎,5946,False,
hōo,66,賀,5946,False,kautian
hōo,66,號,5946,False,kautian
hōo,66,荷,5946,False,
hōo,66,穫,5946,False,
hōo,66,禍,5946,False,kautian
hōo,66,鑊,5946,False,kautian
hōo,66,浩,5946,False,kautian
hōo,66,怙,5946,False,kautian
hōo,66,和,5946,False,kautian
hōo,66,后,5946,False,"kautian,taijit"
hōo,66,号,5946,False,
hōo,66,候,5946,False,kautian
hōo,66,何,5946,False,
hōo,66,互,2721,False,"kautian,taihoa"
hōo,66,護,2583,False,"kautian,taihoa,taijit"
hōo,66,雨,2449,False,"kautian,taihoa,taijit,stti"
hōo,66,戶,1300,False,"kautian,taihoa,taijit"
hōo,66,後,193,False,"kautian,taihoa,taijit"
hōo,66,濩,50,False,kautian
hōo,66,熩,50,False,khpoo
hōo,66,皓,50,False,kautian
hōo,66,矦,50,False,kautian
hōo,66,矱,50,False,kautian
hōo,66,祜,50,False,kautian
hōo,66,簄,50,False,khpoo
hōo,66,給,50,False,taijit
hōo,66,芐,50,False,kautian
hōo,66,艧,50,False,kautian
hōo,66,鱯,50,False,kautian
hōo,66,芦,50,False,khpoo
hōo,66,蔰,50,False,khpoo
hōo,66,蠖,50,False,kautian
hōo,66,被,50,False,taijit
hōo,66,詬,50,False,kautian
hōo,66,逅,50,False,kautian
hōo,66,郈,50,False,"kautian,taijit"
hōo,66,鄠,50,False,kautian
hōo,66,銗,50,False,kautian
hōo,66,滬,50,False,kautian
hōo,66,澔,50,False,kautian
hōo,66,旤,50,False,khpoo
hōo,66,淏,50,False,kautian
hōo,66,沍,50,False,kautian
hōo,66,俾,50,False,taijit
hōo,66,僱,50,False,kautian
hōo,66,冱,50,False,kautian
hōo,66,厚,50,False,"kautian,taihoa,taijit"
hōo,66,咊,50,False,khpoo
hōo,66,堠,50,False,kautian
hōo,66,嫭,50,False,kautian
hōo,66,嫮,50,False,kautian
hōo,66,岵,50,False,kautian
hōo,66,帍,50,False,khpoo
hōo,66,扈,50,False,"kautian,taijit"
hōo,66,擭,50,False,kautian
hōo,66,昈,50,False,khpoo
hōo,66,昊,50,False,kautian
hōo,66,晧,50,False,kautian
hōo,66,枑,50,False,kautian
hōo,66,楛,50,False,kautian
hōo,66,槴,50,False,kautian
hōo,66,檴,50,False,kautian
hōo,66,鳸,50,False,khpoo
sik,66,色,6336,False,"kautian,taihoa,taijit"
sik,66,式,3669,False,"kautian,taihoa,taijit"
sik,66,識,2256,False,"kautian,taihoa"
sik,66,室,1367,False,"kautian,taihoa,taijit"
sik,66,適,1090,False,"kautian,taihoa"
sik,66,息,510,False,"kautian,taihoa,taijit"
sik,66,釋,300,False,"kautian,taihoa,taijit"
sik,66,惜,144,False,kautian
sik,66,索,100,False,kautian
sik,66,析,100,False,kautian
sik,66,蜥,50,False,kautian
sik,66,皵,50,False,kautian
sik,66,碏,50,False,kautian
sik,66,稷,50,False,taijit
sik,66,緆,50,False,kautian
sik,66,腊,50,False,kautian
sik,66,菥,50,False,kautian
sik,66,蕮,50,False,kautian
sik,66,虩,50,False,kautian
sik,66,郝,50,False,kautian
sik,66,蜴,50,False,kautian
sik,66,螫,50,False,kautian
sik,66,襫,50,False,kautian
sik,66,軾,50,False,kautian
sik,66,璱,50,False,kautian
sik,66,鄎,50,False,kautian
sik,66,銫,50,False,"itaigi,khpoo"
sik,66,錫,50,False,kautian
sik,66,鎍,50,False,kautian
sik,66,飾,50,False,kautian
sik,66,瘜,50,False,kautian
sik,66,皙,50,False,kautian
sik,66,瑟,50,False,kautian
sik,66,晹,50,False,kautian
sik,66,嗇,50,False,kautian
sik,66,奭,50,False,kautian
sik,66,宿,50,False,taihoa
sik,66,熟,50,False,taijit
sik,66,惁,50,False,kautian
sik,66,抶,50,False,kautian
sik,66,摵,50,False,kautian
sik,66,晰,50,False,kautian
sik,66,晳,50,False,kautian
sik,66,心,50,False,taihoa
sik,66,暘,50,False,kautian
sik,66,棤,50,False,kautian
sik,66,槭,50,False,kautian
sik,66,涑,50,False,kautian
sik,66,淅,50,False,kautian
sik,66,潟,50,False,kautian
sik,66,濇,50,False,kautian
sik,66,焟,50,False,kautian
sik,66,栻,50,False,kautian
sik,66,碩,11,False,kautian
sik,66,蝨,11,False,kautian
sik,66,虱,11,False,kautian
sik,66,舄,11,False,
sik,66,膝,11,False,kautian
sik,66,穡,11,False,kautian
sik,66,悉,11,False,kautian
sik,66,熄,11,False,kautian
sik,66,昔,11,False,kautian
sik,66,拭,11,False,kautian
sik,66,媳,11,False,kautian
sik,66,塞,11,False,"kautian,taijit"
sik,66,蟋,11,False,kautian
tsing,65,精,3107,False,"kautian,taihoa,taijit"
tsing,65,鐘,1863,False,"kautian,taihoa,taijit"
tsing,65,爭,1674,False,"kautian,taihoa,taijit"
tsing,65,舂,450,False,"kautian,taihoa,taijit"
tsing,65,增,350,False,"kautian,taijit"
tsing,65,偵,250,False,kautian
tsing,65,鍾,100,False,"kautian,taijit"
tsing,65,綪,50,False,kautian
tsing,65,腈,50,False,kautian
tsing,65,罾,50,False,kautian
tsing,65,繒,50,False,"kautian,taijit"
tsing,65,竲,50,False,kautian
tsing,65,箵,50,False,kautian
tsing,65,箐,50,False,kautian
tsing,65,箏,50,False,"kautian,taihoa,taijit,stti"
tsing,65,蜻,50,False,kautian
tsing,65,菁,50,False,"kautian,taihoa"
tsing,65,赬,50,False,kautian
tsing,65,襘,50,False,kautian
tsing,65,譮,50,False,kautian
tsing,65,瞺,50,False,kautian
tsing,65,鄫,50,False,kautian
tsing,65,騬,50,False,kautian
tsing,65,鬇,50,False,kautian
tsing,65,鬙,50,False,kautian
tsing,65,鮏,50,False,kautian
tsing,65,鯹,50,False,kautian
tsing,65,鶄,50,False,kautian
tsing,65,鼱,50,False,kautian
tsing,65,矰,50,False,kautian
tsing,65,磳,50,False,kautian
tsing,65,睜,50,False,kautian
tsing,65,晶,50,False,kautian
tsing,65,争,50,False,kautian
tsing,65,佂,50,False,kautian
tsing,65,噌,50,False,kautian
tsing,65,姃,50,False,kautian
tsing,65,媜,50,False,kautian
tsing,65,睛,50,False,kautian
tsing,65,征,50,False,"kautian,taihoa,taijit"
tsing,65,怔,50,False,kautian
tsing,65,揁,50,False,kautian
tsing,65,旌,50,False,kautian
tsing,65,崢,50,False,kautian
tsing,65,楨,50,False,kautian
tsing,65,湞,50,False,kautian
tsing,65,漳,50,False,kautian
tsing,65,烝,50,False,kautian
tsing,65,猙,50,False,kautian
tsing,65,琤,50,False,kautian
tsing,65,甑,50,False,kautian
tsing,65,盅,50,False,taihoa
tsing,65,眐,50,False,kautian
tsing,65,橧,50,False,kautian
tsing,65,正,21,False,
tsing,65,鉦,21,False,kautian
tsing,65,貞,21,False,kautian
tsing,65,蒸,21,False,kautian
tsing,65,禎,21,False,kautian
tsing,65,僧,21,False,kautian
tsing,65,曾,21,False,kautian
tsing,65,掙,21,False,taijit
tsing,65,憎,21,False,kautian
tsing,65,徵,21,False,"kautian,taijit"
tsing,65,錚,21,False,kautian
hong,64,風,9297,False,"kautian,itaigi,taihoa,taijit,stti"
hong,64,方,5014,False,"kautian,taihoa,taijit"
hong,64,豐,700,False,"kautian,taijit"
hong,64,封,500,False,"kautian,taihoa,taijit"
hong,64,楓,482,False,kautian
hong,64,蜂,482,False,kautian
