hanzi,reading_count,tl,poj,frequency,is_variant,_sources
咳,18,hāi,hāi,531,False,
咳,18,hái,hái,171,False,
咳,18,ka,ka,100,False,kautian
咳,18,kha,kha,50,False,kautian
咳,18,khik,khek,50,False,kautian
咳,18,khuh,khuh,50,False,taijit
咳,18,khu̍h,khu̍h,50,False,taijit
咳,18,khài,khài,50,False,kautian
咳,18,khâm,khâm,50,False,taijit
咳,18,hàinn,hàiⁿ,11,False,
咳,18,hainn,haiⁿ,10,False,
咳,18,hâinn,hâiⁿ,10,False,
咳,18,hai,hai,1,False,
咳,18,haih,haih,1,False,
咳,18,haihⁿ,haihⁿ,1,False,
咳,18,hài,hài,1,False,
咳,18,hāinn,hāiⁿ,1,False,
咳,18,hâi,hâi,0,False,kautian
哈,17,hah,hah,100,False,kautian
哈,17,ha,ha,50,False,"kautian,taihoa"
哈,17,hap,hap,50,True,"kautian,taijit"
哈,17,ha̍h,ha̍h,50,False,kautian
哈,17,ha̍p,ha̍p,50,False,taijit
哈,17,hop,hop,50,False,taijit
哈,17,há,há,50,False,
哈,17,ka̍p,ka̍p,50,False,taijit
哈,17,hánn,háⁿ,11,False,
哈,17,ha̋nn,hăⁿ,10,False,
哈,17,hahⁿ,hahⁿ,2,False,
哈,17,hānn,hāⁿ,2,False,
哈,17,hà,hà,1,False,
哈,17,hànn,hàⁿ,1,False,
哈,17,khap,khap,1,False,
哈,17,ap,ap,0,False,
哈,17,gap,gap,0,False,"kautian,taijit"
挾,15,gia̍p,gia̍p,50,False,"kautian,itaigi,taihoa,taijit"
挾,15,gue̍h,goe̍h,50,False,kautian
挾,15,hia̍p,hia̍p,50,False,"kautian,taijit"
挾,15,kere̍h,ke̍reh,50,False,khpoo
挾,15,ke̍nnh,ke̍ⁿh,50,False,taijit
挾,15,khe̍h,khe̍h,50,False,taijit
挾,15,khe̍nnh,khe̍ⁿh,50,False,taijit
挾,15,khia̍p,khia̍p,50,False,taijit
挾,15,khiâu,khiâu,50,False,taijit
挾,15,khue̍h,khoe̍h,50,False,taijit
挾,15,kue̍h,koe̍h,50,False,khpoo
挾,15,ngere̍h,nge̍reh,50,False,khpoo
挾,15,nge̍h,nge̍h,50,False,"kautian,itaigi"
挾,15,tshūn,chhūn,50,False,taijit
挾,15,ngue̍h,ngoe̍h,1,False,"kautian,taijit"
呵,14,ah,ah,2588,False,taijit
呵,14,o,o,1353,False,"kautian,taihoa,taijit"
呵,14,a̍h,a̍h,50,False,taijit
呵,14,ho,ho,50,False,kautian
呵,14,hoo,ho͘,50,False,kautian
呵,14,hō,hō,50,False,taihoa
呵,14,or,or,50,False,kautian
呵,14,o̍h,o̍h,50,False,taijit
呵,14,â,â,50,False,taijit
呵,14,ânn,âⁿ,50,False,taijit
呵,14,ó,ó,50,False,taijit
呵,14,a,a,19,False,
呵,14,ā,ā,5,False,taijit
呵,14,à,à,2,False,taijit
會,13,huē,hōe,23113,False,"kautian,taihoa,taijit"
會,13,hē,hē,23113,False,"taihoa,taijit"
會,13,ē,ē,8235,False,"kautian,taihoa"
會,13,uē,ōe,984,False,kautian
會,13,kuè,kòe,265,False,"kautian,taijit"
會,13,erē,ēre,50,False,kautian
會,13,erě,ěre,50,False,khpoo
會,13,hēr,hēr,50,False,khpoo
會,13,kuē,kōe,50,False,taihoa
會,13,uě,ǒe,50,False,khpoo
會,13,ě,ě,50,False,kautian
會,13,hō̤,hō̤,0,False,
會,13,ō̤e,ō̤e,0,False,
和,13,hōo,hō͘,5946,False,kautian
和,13,hô,hô,3885,False,"kautian,taihoa,taijit,stti"
和,13,huê,hôe,431,False,"kautian,taihoa"
和,13,hām,hām,107,False,kautian
和,13,hō,hō,101,False,kautian
和,13,hâm,hâm,50,False,kautian
和,13,hêr,hêr,50,False,khpoo
和,13,hê,hê,2,False,"kautian,taijit"
和,13,hôo,hô͘,1,False,kautian
和,13,ho,ho,0,False,
和,13,hoh,hoh,0,False,
和,13,ho̍h,ho̍h,0,False,
和,13,hô̤,hô̤,0,False,
下,13,hā,hā,4750,False,"kautian,taihoa,taijit"
下,13,ē,ē,4750,False,"kautian,taihoa,taijit"
下,13,hē,hē,1117,False,"kautian,taihoa,taijit"
下,13,e,e,558,False,kautian
下,13,hê,hê,50,False,taijit
下,13,hēe,hēe,50,False,khpoo
下,13,hě,hě,50,False,khpoo
下,13,hǎ,hǎ,50,False,khpoo
下,13,khě,khě,50,False,khpoo
下,13,ēe,ēe,50,False,khpoo
下,13,kē,kē,10,False,
下,13,hà,hà,1,False,
下,13,khē,khē,0,False,"taijit,khpoo"
被,13,phuē,phōe,748,False,"kautian,taihoa"
被,13,phē,phē,748,False,"kautian,taijit"
被,13,pī,pī,415,False,"kautian,taihoa,taijit"
被,13,hoo,ho͘,50,False,taijit
被,13,hông,hông,50,False,taijit
被,13,hōo,hō͘,50,False,taijit
被,13,khit,khit,50,False,taijit
被,13,phēr,phēr,50,False,"kautian,itaigi"
被,13,phěr,phěr,50,False,khpoo
被,13,phǐ,phǐ,50,False,khpoo
被,13,pǐ,pǐ,50,False,khpoo
被,13,phī,phī,0,False,khpoo
被,13,phō̤,phō̤,0,False,
昨日,13,tsa-ji̍t,cha-ji̍t,25,False,taihoa
昨日,13,tsa̍h-ji̍t,cha̍h-ji̍t,25,False,taihoa
昨日,13,tsa̍h-li̍t,cha̍h-li̍t,25,False,kautian
昨日,13,tsoo-li̍t,cho͘-li̍t,25,False,kautian
昨日,13,tsorh-ji̍t,chorh-ji̍t,25,False,kautian
昨日,13,tsā-ji̍t,chā-ji̍t,25,False,taijit
昨日,13,tsoh--ji̍t,choh--ji̍t,16,False,kautian
昨日,13,tsoh--li̍t,choh--li̍t,16,False,kautian
昨日,13,tso̍h--ji̍t,cho̍h--ji̍t,16,False,"kautian,taihoa"
昨日,13,tso̍h--li̍t,cho̍h--li̍t,16,False,kautian
昨日,13,tso̍rh--ji̍t,cho̍rh--ji̍t,16,False,kautian
昨日,13,tsō--ji̍t,chō--ji̍t,16,False,kautian
昨日,13,tso̍h-ji̍t,cho̍h-ji̍t,10,False,taihoa
泡,12,phàu,phàu,150,False,"kautian,taihoa,taijit"
泡,12,bāu,bāu,100,True,"kautian,taijit"
泡,12,pho,pho,50,False,"kautian,itaigi"
泡,12,phok,phok,50,True,kautian
泡,12,pho̍k,pho̍k,50,False,kautian
泡,12,phò,phò,50,False,kautian
泡,12,phòr,phòr,50,False,kautian
泡,12,phā,phā,50,False,taijit
泡,12,phū,phū,50,False,taijit
泡,12,pū,pū,50,False,taijit
泡,12,pha,pha,2,False,
泡,12,phau,phau,1,False,
夾,12,ngeh,ngeh,250,False,kautian
夾,12,gereh,gereh,50,False,kautian
夾,12,kah,kah,50,False,taihoa
夾,12,kap,kap,50,False,taihoa
夾,12,khueh,khoeh,50,False,taijit
夾,12,kueh,koeh,50,False,kautian
夾,12,ngereh,ngereh,50,False,khpoo
夾,12,ngueh,ngoeh,11,False,kautian
夾,12,giap,giap,10,False,taijit
夾,12,gia̍p,gia̍p,5,False,
夾,12,gueh,goeh,2,False,kautian
夾,12,kiap,kiap,0,False,"kautian,taihoa,taijit"
猶未,12,ah-buē,ah-bōe,25,False,kautian
猶未,12,ah-bē,ah-bē,25,False,kautian
猶未,12,iah-buē,iah-bōe,25,False,"kautian,itaigi"
猶未,12,iah-bē,iah-bē,25,False,"kautian,itaigi"
猶未,12,iàu-bē,iàu-bē,25,False,taihoa
猶未,12,iá-buē,iá-bōe,25,False,"kautian,itaigi"
猶未,12,iá-bē,iá-bē,25,False,"kautian,itaigi"
猶未,12,iá-bēr,iá-bēr,25,False,khpoo
猶未,12,iáu-buē,iáu-bōe,25,False,"kautian,taihoa"
猶未,12,iáu-bē,iáu-bē,25,False,"kautian,taihoa,taijit"
猶未,12,á-buē,á-bōe,25,False,kautian
猶未,12,á-bē,á-bē,25,False,"kautian,taijit"
妹,12,buē,bōe,3071,False,
妹,12,bē,bē,1164,False,"kautian,taihoa,taijit"
妹,12,muē,mōe,1164,False,"kautian,taihoa"
妹,12,luā,lōa,645,False,
妹,12,bēr,bēr,50,False,kautian
妹,12,běr,běr,50,False,kautian
妹,12,māi,māi,50,False,kautian
妹,12,nuā,nōa,12,False,
妹,12,nuà,nòa,1,False,
妹,12,bō̤,bō̤,0,False,
妹,12,muāi,moāi,0,False,kautian
妹,12,muī,mūi,0,False,kautian
裡,12,lāi,lāi,14406,True,kautian
裡,12,lí,lí,1940,False,kautian
裡,12,ni,ni,66,False,
裡,12,lin,lin,60,False,taihoa
裡,12,lér,lér,50,False,khpoo
裡,12,lín,lín,50,False,khpoo
裡,12,ní,ní,50,False,khpoo
裡,12,nńg,nńg,50,False,khpoo
裡,12,nih,nih,18,False,taihoa
裡,12,e,e,11,False,
裡,12,ni̍h,ni̍h,5,False,"taihoa,taijit"
裡,12,nn̍gh,nn̍gh,1,False,
相,12,sio,sio,8098,False,kautian
相,12,siong,siong,2500,False,"kautian,taijit"
相,12,siòng,siòng,1786,False,"kautian,taihoa,taijit"
相,12,siùnn,siùⁿ,1071,False,"kautian,taihoa,taijit"
相,12,sann,saⁿ,357,False,"kautian,taijit"
相,12,siunn,siuⁿ,357,False,"kautian,itaigi"
相,12,siang,siang,136,False,kautian
相,12,sionn,sioⁿ,50,False,kautian
相,12,siònn,siòⁿ,50,False,kautian
相,12,siǒng,siǒng,50,False,khpoo
相,12,tshiūnn,chhiūⁿ,50,False,taijit
相,12,siàng,siàng,1,False,kautian
糜,11,bê,bê,650,False,"kautian,taijit"
糜,11,muê,môe,650,False,"kautian,itaigi"
糜,11,mi,mi,100,False,kautian
糜,11,muâi,moâi,100,False,"kautian,itaigi,taihoa"
糜,11,buê,bôe,50,False,"itaigi,taihoa"
糜,11,bêr,bêr,50,False,"kautian,itaigi"
糜,11,mai,mai,50,False,kautian
糜,11,mâi,mâi,50,False,kautian
糜,11,mê,mê,50,False,taihoa
糜,11,bî,bî,0,False,kautian
糜,11,bô̤,bô̤,0,False,
得,11,tik,tek,12251,False,"kautian,taijit"
得,11,tsit,chit,3586,False,taihoa
得,11,tit,tit,3486,False,"kautian,taihoa,taijit"
得,11,leh,leh,50,False,taijit
得,11,lè,lè,50,False,khpoo
得,11,lèr,lèr,50,False,khpoo
得,11,teh,teh,50,False,taijit
得,11,thih,thih,50,False,taijit
得,11,eh,eh,2,False,taihoa
得,11,lih,lih,2,False,
得,11,lit,lit,2,False,
鴟鴞,11,ba̍h-hio̍h,ba̍h-hio̍h,25,False,kautian
鴟鴞,11,ba̍h-hiō,ba̍h-hiō,25,False,kautian
鴟鴞,11,bua̍h-hio̍h,boa̍h-hio̍h,25,False,taijit
鴟鴞,11,bā-hio̍h,bā-hio̍h,25,False,kautian
鴟鴞,11,lā-hio̍h,lā-hio̍h,25,False,kautian
鴟鴞,11,lāi-hio̍rh,lāi-hio̍rh,25,False,kautian
鴟鴞,11,lāi-hiō,lāi-hiō,25,False,kautian
鴟鴞,11,muā-hio̍h,mōa-hio̍h,25,False,kautian
鴟鴞,11,na̍h-hio̍rh,na̍h-hio̍rh,25,False,kautian
鴟鴞,11,nā-hio̍h,nā-hio̍h,25,False,kautian
鴟鴞,11,tshi-hiau,chhi-hiau,25,False,"taihoa,taijit"
袂用得,11,buē-īng-tit,bōe-ēng-tit,101,False,kautian
袂用得,11,bē-īng-tit,bē-ēng-tit,101,False,"kautian,itaigi"
袂用得,11,buē-īng-eh,bōe-ēng-eh,16,False,kautian
袂用得,11,buē-īng-lit,bōe-ēng-lit,16,False,kautian
袂用得,11,buē-īng-tsit,bōe-ēng-chit,16,False,kautian
袂用得,11,bē-īng-eh,bē-ēng-eh,16,False,kautian
袂用得,11,bē-īng-lit,bē-ēng-lit,16,False,kautian
袂用得,11,bē-īng-tsit,bē-ēng-chit,16,False,kautian
袂用得,11,buē-īng--tit,bōe-ēng--tit,12,False,kautian
袂用得,11,buě-ǐng--tit,bǒe-ěng--tit,12,False,kautian
袂用得,11,bē-īng--eh,bē-ēng--eh,12,False,kautian
解,11,kái,kái,6019,False,"kautian,taihoa,taijit"
解,11,ké,ké,176,False,"kautian,taihoa"
解,11,tháu,tháu,100,False,taijit
解,11,hāi,hāi,50,False,khpoo
解,11,hǎi,hǎi,50,False,khpoo
解,11,kerè,kère,50,False,khpoo
解,11,keré,kére,50,False,khpoo
解,11,kuè,kòe,50,False,"kautian,taijit"
解,11,kài,kài,50,False,khpoo
解,11,kè,kè,50,False,kautian
解,11,kué,kóe,1,False,"kautian,taihoa,taijit"
食,11,tsia̍h,chia̍h,15378,False,"kautian,taihoa,taijit"
食,11,si̍t,si̍t,2097,False,"kautian,taihoa,taijit"
食,11,tshī,chhī,250,False,
食,11,sū,sū,102,False,khpoo
食,11,piah,piah,50,False,taijit
食,11,sa̍p,sa̍p,50,False,taijit
食,11,sut,sut,50,False,taihoa
食,11,sīr,sīr,50,False,khpoo
食,11,tsiā,chiā,50,False,kautian
食,11,tá,tá,50,False,taijit
食,11,âm,âm,50,False,taijit
長,11,tiúnn,tiúⁿ,4989,False,"kautian,taijit"
長,11,tn̂g,tn̂g,4422,False,"kautian,taijit,stti"
長,11,tióng,tióng,1360,False,"kautian,taihoa,taijit"
長,11,tiông,tiông,226,False,"kautian,taihoa,taijit"
長,11,tsióng,chióng,113,False,kautian
長,11,tiónn,tióⁿ,50,False,kautian
長,11,tshiâng,chhiâng,50,False,"kautian,taihoa"
長,11,tsiáng,chiáng,50,False,taijit
長,11,tiô,tiô,1,False,
長,11,tiáng,tiáng,0,False,kautian
長,11,tiâng,tiâng,0,False,kautian
快,11,khuài,khoài,2251,False,"kautian,taihoa,taijit"
快,11,khuìnn,khùiⁿ,450,False,kautian
快,11,kherè,khère,50,False,khpoo
快,11,kherē,khēre,50,False,khpoo
快,11,khirìnn,khìriⁿ,50,False,khpoo
快,11,khuàinn,khoàiⁿ,50,False,kautian
快,11,khuànn,khòaⁿ,50,False,kautian
快,11,khuè,khòe,50,False,khpoo
快,11,khuē,khōe,50,False,khpoo
快,11,khē,khē,50,False,khpoo
快,11,kuē,kōe,50,False,taijit
上,11,siōng,siōng,11260,False,"kautian,taijit"
上,11,tsiūnn,chiūⁿ,7319,False,"kautian,taihoa,taijit"
上,11,tshiūnn,chhiūⁿ,1126,False,"kautian,taijit"
上,11,siāng,siāng,563,False,"kautian,taihoa,taijit"
上,11,sióng,sióng,281,False,kautian
上,11,siǒng,siǒng,50,False,khpoo
上,11,tshiōnn,chhiōⁿ,50,False,kautian
上,11,tshiǔnn,chhiǔⁿ,50,False,kautian
上,11,tsiōnn,chiōⁿ,50,False,kautian
上,11,tsiǔnn,chiǔⁿ,50,False,kautian
上,11,siáng,siáng,10,False,
苧,10,tuē,tōe,102,False,"kautian,taijit"
苧,10,terē,tēre,50,False,kautian
苧,10,terě,těre,50,False,khpoo
苧,10,tuě,tǒe,50,False,khpoo
苧,10,tē,tē,50,False,kautian
苧,10,tīr,tīr,50,False,khpoo
苧,10,tū,tū,50,False,khpoo
苧,10,tǐr,tǐr,50,False,khpoo
苧,10,thí,thí,1,False,kautian
苧,10,thú,thú,0,False,kautian
逐,10,ta̍k,ta̍k,4796,False,"kautian,taihoa"
逐,10,jiok,jiok,1370,False,kautian
逐,10,lip,lip,1370,False,kautian
逐,10,giok,giok,50,False,kautian
逐,10,jip,jip,50,False,kautian
逐,10,liok,liok,50,False,khpoo
逐,10,tia̍k,tia̍k,50,False,taihoa
逐,10,tsip,chip,50,False,kautian
逐,10,jik,jek,1,False,kautian
逐,10,tio̍k,tio̍k,0,False,"kautian,taijit"
走相逐,10,tsáu-sann-giok,cháu-saⁿ-giok,16,False,kautian
走相逐,10,tsáu-sann-lip,cháu-saⁿ-lip,16,False,kautian
走相逐,10,tsáu-sann-tsip,cháu-saⁿ-chip,16,False,"kautian,itaigi"
走相逐,10,tsáu-sio-giok,cháu-sio-giok,16,False,itaigi
走相逐,10,tsáu-sio-jik,cháu-sio-jek,16,False,kautian
走相逐,10,tsáu-sio-jiok,cháu-sio-jiok,16,False,"kautian,itaigi,stti"
走相逐,10,tsáu-sio-jip,cháu-sio-jip,16,False,kautian
走相逐,10,tsáu-sio-lip,cháu-sio-lip,16,False,"kautian,itaigi"
走相逐,10,tsáu-sio-tsip,cháu-sio-chip,16,False,itaigi
走相逐,10,tsáu-sior-jiok,cháu-sior-jiok,16,False,kautian
籠,10,lóng,lóng,3457,False,kautian
籠,10,láng,láng,300,False,"kautian,taihoa,taijit"
籠,10,lam,lam,150,False,"kautian,taijit"
籠,10,lâng,lâng,150,False,kautian
籠,10,lông,lông,100,False,kautian
籠,10,lāng,lāng,100,False,"kautian,taijit"
籠,10,lang,lang,50,False,"kautian,taihoa"
籠,10,lom,lom,50,False,taijit
籠,10,lǎng,lǎng,50,False,khpoo
籠,10,làng,làng,10,False,
丼,10,thong,thong,174,False,
丼,10,thông,thông,50,False,taijit
丼,10,tsénn,chéⁿ,50,False,khpoo
丼,10,tsíng,chéng,50,False,kautian
丼,10,tsínn,chíⁿ,50,False,khpoo
丼,10,tám,tám,50,False,khpoo
丼,10,tôm,tôm,50,False,kautian
丼,10,thom,thom,1,False,
丼,10,tom,tom,1,False,"kautian,taijit"
丼,10,tím,tím,0,False,
養,10,ióng,ióng,2466,False,"kautian,taijit"
養,10,iōng,iōng,1314,False,
養,10,iúnn,iúⁿ,255,False,"kautian,taihoa,taijit"
養,10,iunn,iuⁿ,50,False,taijit
養,10,iónn,ióⁿ,50,False,kautian
養,10,tsiūnn,chiūⁿ,50,False,"taihoa,khpoo"
養,10,tsiǔnn,chiǔⁿ,50,False,khpoo
養,10,iāng,iāng,6,False,
養,10,ió,ió,1,False,
養,10,iáng,iáng,0,False,"kautian,taihoa"
夯,10,giâ,giâ,200,False,"kautian,itaigi,taijit"
夯,10,gia̍h,gia̍h,50,False,kautian
夯,10,hang,hang,50,False,"taihoa,khpoo"
夯,10,háng,háng,50,False,kautian
夯,10,kháng,kháng,50,False,taijit
夯,10,khóng,khóng,50,False,kautian
夯,10,kiâ,kiâ,50,False,kautian
夯,10,ngiâ,ngiâ,50,False,taijit
夯,10,pūn,pūn,50,False,khpoo
夯,10,pǔn,pǔn,50,False,khpoo
塊,10,teh,teh,17229,True,kautian
塊,10,leh,leh,8857,True,kautian
塊,10,tih,tih,1698,False,
塊,10,tè,tè,1147,False,"kautian,taijit"
塊,10,khuài,khoài,129,False,kautian
塊,10,le,le,113,False,
塊,10,tèr,tèr,50,False,kautian
塊,10,lih,lih,2,False,
塊,10,te̋,tĕ,1,False,
塊,10,tò̤,tò̤,0,False,
若,10,nā,nā,11582,False,"kautian,taihoa,taijit"
若,10,ná,ná,7721,False,kautian
若,10,guā,gōa,2602,True,kautian
若,10,luā,lōa,645,False,
若,10,juā,jōa,312,False,taijit
若,10,gio̍k,gio̍k,50,False,kautian
若,10,lio̍k,lio̍k,50,False,kautian
若,10,jiá,jiá,10,False,
若,10,jio̍k,jio̍k,5,False,"kautian,taijit"
若,10,jia̍k,jia̍k,0,False,
啜,10,tsheh,chheh,50,False,"taijit,khpoo"
啜,10,tshereh,chhereh,50,False,khpoo
啜,10,tsherh,chherh,50,False,khpoo
啜,10,tshn̍gh,chhn̍gh,50,False,"taijit,khpoo"
啜,10,tshueh,chhoeh,50,False,khpoo
啜,10,tsip,chip,50,False,taijit
啜,10,tsi̍p,chi̍p,50,False,taijit
啜,10,tshuat,chhoat,0,False,kautian
啜,10,tsuat,choat,0,False,
啜,10,tuat,toat,0,False,kautian
也,10,iā,iā,15065,False,"kautian,taijit"
也,10,ah,ah,2588,False,
也,10,ia̍h,ia̍h,953,False,
也,10,iá,iá,430,False,"kautian,taijit"
也,10,iah,iah,277,False,
也,10,iǎ,iǎ,50,False,khpoo
也,10,á,á,50,False,taijit
也,10,ǎ,ǎ,50,False,khpoo
也,10,ā,ā,5,False,"kautian,taijit"
也,10,a̍h,a̍h,3,False,
還,10,hîng,hêng,250,False,"kautian,taihoa,taijit"
還,10,huân,hoân,150,False,"kautian,taihoa,taijit"
還,10,hirînn,hîriⁿ,50,False,khpoo
還,10,huînn,hûiⁿ,50,False,khpoo
還,10,huān,hoān,50,False,"kautian,taijit"
還,10,tirînn,tîriⁿ,50,False,khpoo
還,10,tuînn,tûiⁿ,50,False,khpoo
還,10,tâinn,tâiⁿ,50,False,khpoo
還,10,hâinn,hâiⁿ,10,False,kautian
還,10,hân,hân,10,False,"kautian,taihoa"
荷,10,hōo,hō͘,5946,False,
荷,10,hō,hō,101,False,kautian
荷,10,huê,hôe,50,False,kautian
荷,10,hâ,hâ,50,False,kautian
荷,10,hò,hò,50,False,sitbut
荷,10,hô,hô,50,False,kautian
荷,10,hǒ,hǒ,50,False,khpoo
荷,10,hâu,hâu,1,False,
荷,10,hôo,hô͘,1,False,
荷,10,o,o,0,False,
丄,10,sióng,sióng,50,False,khpoo
丄,10,siāng,siāng,50,False,khpoo
丄,10,siōng,siōng,50,False,khpoo
丄,10,siǒng,siǒng,50,False,khpoo
丄,10,tshiōnn,chhiōⁿ,50,False,khpoo
丄,10,tshiūnn,chhiūⁿ,50,False,khpoo
丄,10,tshiǔnn,chhiǔⁿ,50,False,khpoo
丄,10,tsiōnn,chiōⁿ,50,False,khpoo
丄,10,tsiūnn,chiūⁿ,50,False,khpoo
丄,10,tsiǔnn,chiǔⁿ,50,False,khpoo
象,10,siōng,siōng,1461,False,"kautian,taijit"
象,10,siāng,siāng,555,False,kautian
象,10,tshiūnn,chhiūⁿ,531,False,"kautian,taihoa,taijit,stti"
象,10,siūnn,siūⁿ,132,False,kautian
象,10,siòng,siòng,50,False,kautian
象,10,sióng,sióng,50,False,kautian
象,10,siǒng,siǒng,50,False,khpoo
象,10,tshiōnn,chhiōⁿ,50,False,kautian
象,10,tshiǔnn,chhiǔⁿ,50,False,kautian
象,10,tshiāng,chhiāng,0,False,
丅,10,hā,hā,50,False,khpoo
丅,10,hē,hē,50,False,khpoo
丅,10,hēe,hēe,50,False,khpoo
丅,10,hě,hě,50,False,khpoo
丅,10,hǎ,hǎ,50,False,khpoo
丅,10,khē,khē,50,False,khpoo
丅,10,khě,khě,50,False,khpoo
丅,10,ē,ē,50,False,khpoo
丅,10,ēe,ēe,50,False,khpoo
丅,10,ě,ě,50,False,khpoo
背,10,puē,pōe,1013,False,"kautian,taihoa,taijit"
背,10,puè,pòe,126,False,"kautian,taihoa"
背,10,phāinn,phāiⁿ,50,False,taijit
背,10,pè,pè,50,False,"taihoa,taijit"
背,10,pèr,pèr,50,False,khpoo
背,10,pēr,pēr,50,False,khpoo
背,10,āinn,āiⁿ,10,False,taijit
背,10,iāng,iāng,6,False,
背,10,pē,pē,4,False,"taihoa,taijit,khpoo"
背,10,pō̤,pō̤,0,False,
旋,10,tsn̄g,chn̄g,150,False,"kautian,taihoa,taijit"
旋,10,suan,soan,100,False,"kautian,taihoa,taijit"
旋,10,suân,soân,100,False,"kautian,taihoa"
旋,10,se,se,50,False,"taijit,khpoo"
旋,10,ser,ser,50,False,khpoo
旋,10,se̍h,se̍h,50,False,taijit
旋,10,sn̂g,sn̂g,50,False,taihoa
旋,10,tsn̂g,chn̂g,50,False,taihoa
旋,10,tsuīnn,chūiⁿ,50,False,"kautian,itaigi"
旋,10,tsňg,chňg,50,False,kautian
鑢,10,lī,lī,251,False,
鑢,10,lù,lù,150,False,kautian
鑢,10,lerè,lère,50,False,khpoo
鑢,10,lerē,lēre,50,False,kautian
鑢,10,luè,lòe,50,False,"taijit,khpoo"
鑢,10,luē,lōe,50,False,kautian
鑢,10,luě,lǒe,50,False,kautian
鑢,10,lē,lē,50,False,kautian
鑢,10,līr,līr,50,False,khpoo
鑢,10,lū,lū,2,False,kautian
畫,10,uē,ōe,2560,False,"kautian,taihoa,kungge"
畫,10,uī,ūi,1138,False,"kautian,taihoa,taijit"
畫,10,ere̍h,e̍reh,50,False,khpoo
畫,10,uě,ǒe,50,False,kautian
畫,10,ue̍h,oe̍h,11,False,khpoo
畫,10,i̍k,e̍k,1,False,
畫,10,ui̍h,u̍ih,1,False,
畫,10,huā,hōa,0,False,kautian
畫,10,uā,ōa,0,False,"kautian,taijit"
畫,10,uāi,oāi,0,False,
重,10,tāng,tāng,3234,False,"kautian,taihoa,taijit"
重,10,tiōng,tiōng,3114,False,"kautian,taihoa,taijit"
重,10,tîng,têng,1677,False,"kautian,taihoa,taijit"
重,10,tiông,tiông,1317,False,kautian
重,10,thiānn,thiāⁿ,50,False,taijit
重,10,thōng,thōng,50,False,taijit
重,10,tiǒng,tiǒng,50,False,khpoo
重,10,tn̄g,tn̄g,50,False,khpoo
重,10,tňg,tňg,50,False,khpoo
重,10,tǎng,tǎng,50,False,kautian
處,10,tshú,chhú,1107,False,"kautian,taijit"
處,10,tshù,chhù,790,False,"kautian,taihoa"
處,10,tè,tè,633,False,
處,10,lah,lah,50,False,taijit
處,10,tshìr,chhìr,50,False,kautian
處,10,tshír,chhír,50,False,khpoo
處,10,tàng,tàng,50,False,taijit
處,10,tshì,chhì,20,False,kautian
處,10,tshí,chhí,0,False,kautian
處,10,tò̤,tò̤,0,False,
唉,10,ai,ai,50,False,kautian
唉,10,eh,eh,50,False,taijit
唉,10,ennh,eⁿh,50,False,taijit
唉,10,e̍h,e̍h,50,False,taijit
唉,10,haih,haih,50,False,kautian
唉,10,hainn,haiⁿ,50,False,taijit
唉,10,hainnh,haiⁿh,50,False,taijit
唉,10,háinn,háiⁿ,50,False,taijit
唉,10,hāinn,hāiⁿ,50,False,taijit
唉,10,é,é,50,False,taijit
量,10,liōng,liōng,2765,False,"kautian,taijit,stti"
量,10,liông,liông,356,False,"kautian,itaigi"
量,10,niū,niū,356,False,"kautian,taihoa,taijit"
量,10,niû,niû,178,False,"kautian,taihoa,stti"
量,10,līng,lēng,50,False,taijit
量,10,niôo,niô͘,50,False,kautian
量,10,niōo,niō͘,50,False,kautian
量,10,nē,nē,50,False,taijit
量,10,liâng,liâng,10,False,kautian
量,10,liāng,liāng,0,False,"kautian,taihoa"
人參,10,gîn-som,gîn-som,25,False,"kautian,itaigi"
人參,10,ji̋n-jín,jĭn-jín,25,False,itaigi
人參,10,jîn-song,jîn-song,25,False,kautian
人參,10,lîn-sam,lîn-sam,25,False,"kautian,taihoa"
人參,10,lîn-serm,lîn-serm,25,False,kautian
人參,10,lîn-sim,lîn-sim,25,False,kautian
人參,10,lîn-som,lîn-som,25,False,"kautian,itaigi"
人參,10,jîn-sim,jîn-sim,10,False,"kautian,itaigi,taihoa"
人參,10,jîn-sam,jîn-sam,1,False,"kautian,taihoa"
人參,10,jîn-som,jîn-som,1,False,"kautian,itaigi,taihoa,taijit"
與,10,ū,ū,12082,False,kautian
與,10,ú,ú,802,False,"kautian,taijit"
與,10,kah,kah,50,False,taijit
與,10,kap,kap,50,False,taijit
與,10,ír,ír,50,False,khpoo
與,10,îr,îr,50,False,khpoo
與,10,û,û,50,False,khpoo
與,10,īr,īr,50,False,khpoo
與,10,ī,ī,1,False,"kautian,taihoa"
與,10,í,í,0,False,kautian
抓,9,jiàu,jiàu,100,False,"kautian,taihoa,taijit"
抓,9,liàu,liàu,100,False,kautian
抓,9,giàu,giàu,50,False,kautian
抓,9,giáu,giáu,50,False,kautian
抓,9,liáu,liáu,50,False,kautian
抓,9,ngiau,ngiau,50,False,taijit
抓,9,ngiàu,ngiàu,50,False,kautian
抓,9,jiáu,jiáu,10,False,kautian
抓,9,niàu,niàu,0,False,kautian
芧,9,tē,tē,445,False,
芧,9,sīr,sīr,50,False,khpoo
芧,9,sū,sū,50,False,kautian
芧,9,sǐr,sǐr,50,False,khpoo
芧,9,tīr,tīr,50,False,khpoo
芧,9,tū,tū,50,False,khpoo
芧,9,tǐr,tǐr,50,False,khpoo
