hanzi,reading_count,tl,poj,frequency,is_variant,_sources
歹聲嗽,2,pháinn-siann-sàu,pháiⁿ-siaⁿ-sàu,16,False,"kautian,taihoa,taijit"
歹紡,2,phái-pháng,phái-pháng,25,False,kautian
歹紡,2,pháinn-pháng,pháiⁿ-pháng,25,False,"kautian,taihoa,taijit"
歹神氣,2,pháinn-sîn-khì,pháiⁿ-sîn-khì,16,False,taihoa
歹神氣,2,pháinn-sîng-khì,pháiⁿ-sêng-khì,16,False,taijit
歹看面,2,phái-khuànn-bīn,phái-khòaⁿ-bīn,16,False,kautian
歹看面,2,pháinn-khuànn-bīn,pháiⁿ-khòaⁿ-bīn,16,False,"kautian,taihoa"
歹相,2,pháinn-siàng,pháiⁿ-siàng,25,False,taihoa
歹相,2,pháinn-siòng,pháiⁿ-siòng,25,False,taijit
歹癖片,2,pháinn-phiah-phìnn,pháiⁿ-phiah-phìⁿ,16,False,"taihoa,taijit"
歹癖片,2,pháinn-phiah-phīnn,pháiⁿ-phiah-phīⁿ,16,False,taihoa
歹狗,2,phái-káu,phái-káu,25,False,kautian
歹狗,2,pháinn-káu,pháiⁿ-káu,25,False,"kautian,taihoa,taijit"
歹物,2,pháinn-mi̍h,pháiⁿ-mi̍h,25,False,"kautian,taihoa,taijit"
歹物,2,pháinn-mn̍gh,pháiⁿ-mn̍gh,25,False,kautian
歹消息,2,phái siau-sit,phái siau-sit,16,False,kautian
歹消息,2,pháinn siau-sit,pháiⁿ siau-sit,16,False,kautian
歹款,2,pháinn-khuán,pháiⁿ-khoán,25,False,"kautian,taihoa,taijit"
歹款,2,pháinn-khuánn,pháiⁿ-khóaⁿ,25,False,taihoa
歹日,2,phái-li̍t,phái-li̍t,25,False,kautian
歹日,2,pháinn-ji̍t,pháiⁿ-ji̍t,25,False,"kautian,taihoa,taijit"
歹料,2,phái-liāu,phái-liāu,25,False,kautian
歹料,2,pháinn-liāu,pháiⁿ-liāu,25,False,"kautian,taihoa"
歹教示,2,phái-kà-sī,phái-kà-sī,16,False,itaigi
歹教示,2,pháinn-kà-sī,pháiⁿ-kà-sī,16,False,"itaigi,taihoa"
歹手蹄,2,pháinn-tshiú-tuê,pháiⁿ-chhiú-tôe,16,False,taijit
歹手蹄,2,pháinn-tshiú-tê,pháiⁿ-chhiú-tê,16,False,taihoa
歹手爪,2,pháinn-tshiú-jiáu,pháiⁿ-chhiú-jiáu,16,False,"kautian,taihoa,taijit"
歹手爪,2,pháinn-tshiú-niáu,pháiⁿ-chhiú-niáu,16,False,kautian
歹腳,2,pháinn-kha,pháiⁿ-kha,25,True,"taihoa,taijit"
歹腳,2,pháinn-kioh,pháiⁿ-kioh,25,False,taihoa
歹貨,2,pháinn-huè,pháiⁿ-hòe,25,False,taihoa
歹貨,2,pháinn-hè,pháiⁿ-hè,25,False,taijit
歹過,2,phái-kè,phái-kè,25,False,kautian
歹過,2,pháinn-kuè,pháiⁿ-kòe,25,False,"kautian,taihoa"
死囝仔,2,sí-gín-ná,sí-gín-ná,2,False,
死囝仔,2,sí-gín-á,sí-gín-á,2,True,taijit
死泉,2,sí-tsuánn,sí-chóaⁿ,25,False,taihoa
死泉,2,sí-tsuânn,sí-chôaⁿ,25,False,"kautian,taihoa,taijit"
死毋坐認,2,sí-m̄-tshē-jīn,sí-m̄-chhē-jīn,12,False,kautian
死毋坐認,2,sí-m̄-tshē-līn,sí-m̄-chhē-līn,12,False,kautian
死會,2,sí-huē,sí-hōe,25,False,"kautian,taihoa,taijit"
死會,2,sí-hē,sí-hē,25,False,kautian
死忤戛,2,sí-ngóo-khiat,sí-ngó͘-khiat,16,False,itaigi
死忤戛,2,sí-ngóo-khia̍t,sí-ngó͘-khia̍t,16,False,taihoa
死囡仔䖙,2,sí-gín-á-the,sí-gín-á-the,12,False,"kautian,itaigi"
死囡仔䖙,2,sí-gín-á-thenn,sí-gín-á-theⁿ,12,False,kautian
死囝仔災,2,sí-gín-ná-tse,sí-gín-ná-che,1,False,
死囝仔災,2,sí-gín-á-tse,sí-gín-á-che,1,False,
歹鬼𤆬頭,2,phái-kuí-tshuā-thâu,phái-kúi-chhōa-thâu,12,False,kautian
歹鬼𤆬頭,2,pháinn-kuí-tshuā-thâu,pháiⁿ-kúi-chhōa-thâu,12,False,kautian
歹過日,2,pháinn kuè-ji̍t,pháiⁿ kòe-ji̍t,16,False,kautian
歹過日,2,pháinn kè-li̍t,pháiⁿ kè-li̍t,16,False,kautian
歹頭彩,2,phái-thâu-tshái,phái-thâu-chhái,16,False,kautian
歹頭彩,2,pháinn-thâu-tshái,pháiⁿ-thâu-chhái,16,False,"kautian,taihoa,taijit"
歹面腔,2,pháinn bīn-tshiunn,pháiⁿ bīn-chhiuⁿ,16,False,kautian
歹面腔,2,pháinn-bīn-khiunn,pháiⁿ-bīn-khiuⁿ,16,False,taihoa
歹面相看,2,phái-bīn-sio-khuànn,phái-bīn-sio-khòaⁿ,12,False,kautian
歹面相看,2,pháinn-bīn-sio-khuànn,pháiⁿ-bīn-sio-khòaⁿ,12,False,"kautian,itaigi"
歹面,2,phái-bīn,phái-bīn,25,False,kautian
歹面,2,pháinn-bīn,pháiⁿ-bīn,25,False,"kautian,taijit"
歹銅舊錫,2,phái-tâng-kū-siah,phái-tâng-kū-siah,12,False,"kautian,itaigi"
歹銅舊錫,2,pháinn-tâng-kū-siah,pháiⁿ-tâng-kū-siah,10,False,"kautian,taihoa,taijit"
歹銅歹鐵,2,phái-tâng-phái-thih,phái-tâng-phái-thih,12,False,itaigi
歹銅歹鐵,2,pháinn-tâng-pháinn-thih,pháiⁿ-tâng-pháiⁿ-thih,12,False,itaigi
正方形,2,tsiànn-hong-hîng,chiàⁿ-hong-hêng,16,False,taihoa
正方形,2,tsìng-hong-hîng,chèng-hong-hêng,16,False,taihoa
正廳,2,tsiànn-thian,chiàⁿ-thian,25,False,stti
正廳,2,tsiànn-thiann,chiàⁿ-thiaⁿ,25,False,taijit
正常,2,tsìng-siông,chèng-siông,100,False,"kautian,itaigi,taihoa"
正常,2,tsìng-siâng,chèng-siâng,10,False,
櫅,2,tse,che,50,False,kautian
櫅,2,tsê,chê,50,False,kautian
檽,2,juán,joán,50,False,kautian
檽,2,lōo,lō͘,50,False,kautian
檴,2,hok,hok,50,False,kautian
檴,2,hōo,hō͘,50,False,kautian
檳榔,2,pin-nn̂g,pin-nn̂g,100,False,"kautian,sitbut,taihoa,taijit"
檳榔,2,pun-nn̂g,pun-nn̂g,10,False,kautian
檮,2,tó,tó,50,False,kautian
檮,2,tô,tô,50,False,kautian
檭,2,gîrn,gîrn,50,False,khpoo
檭,2,gûn,gûn,50,False,khpoo
檬,2,bóng,bóng,50,False,kautian
檬,2,bông,bông,50,False,kautian
檢閱,2,kiám-iat,kiám-iat,25,False,taijit
檢閱,2,kiám-ia̍t,kiám-ia̍t,25,False,taihoa
檢警,2,kiám-kìng,kiám-kèng,25,False,kautian
檢警,2,kiám-kíng,kiám-kéng,25,False,kautian
檢舉,2,kiám-kí,kiám-kí,25,False,"kautian,taihoa"
檢舉,2,kiám-kú,kiám-kú,25,False,kautian
檢彩,2,kiám-tshái,kiám-chhái,25,True,"kautian,taijit"
檢彩,2,tiám-tshái,tiám-chhái,25,False,taijit
檠,2,kiânn,kiâⁿ,50,False,kautian
檠,2,kîng,kêng,50,False,kautian
檜,2,kuè,kòe,1117,False,"kautian,taijit"
檜,2,hi-nóo-khih,hi-nó͘-khih,16,False,khpoo
檕,2,hē,hē,50,False,kautian
檕,2,ke,ke,50,False,kautian
檔案總管,2,tòng-àn tsóng-kuán,tòng-àn chóng-koán,12,False,taigitv
檔案總管,2,tóng-àn tsóng-kuán,tóng-àn chóng-koán,12,False,taigitv
檔案,2,tòng-àn,tòng-àn,1,False,"kautian,taihoa"
檔案,2,tóng-àn,tóng-àn,1,False,kautian
檿,2,iàm,iàm,50,False,kautian
檿,2,iám,iám,50,False,kautian
櫇,2,phó,phó,50,False,kautian
櫇,2,pô,pô,50,False,kautian
權利,2,khuân-lī,khoân-lī,10,False,"kautian,stti"
權利,2,kuân-lī,koân-lī,5,False,"kautian,taihoa,taijit,stti"
櫑,2,luí,lúi,50,False,kautian
櫑,2,luî,lûi,50,False,kautian
欉,2,tsâng,châng,350,False,kautian
欉,2,tsōng,chōng,50,False,kautian
欅,2,kír,kír,50,False,khpoo
欅,2,kú,kú,50,False,khpoo
欄位,2,lân-uī,lân-ūi,25,False,kautian
欄位,2,nuâ-uī,nôa-ūi,25,False,kautian
欄,2,nuâ,nôa,150,False,"kautian,taigitv,taihoa,taijit"
欄,2,lân,lân,100,False,kautian
欃,2,tsham,chham,50,False,kautian
欃,2,tshâm,chhâm,50,False,kautian
欂,2,phok,phok,50,False,kautian
欂,2,po̍k,po̍k,50,False,kautian
櫼,2,tsinn,chiⁿ,150,False,kautian
櫼,2,tsiam,chiam,50,False,kautian
櫸,2,kír,kír,50,False,khpoo
櫸,2,kú,kú,50,False,kautian
櫳,2,lang,lang,100,False,kautian
櫳,2,lông,lông,100,False,"kautian,taihoa"
櫲,2,īr,īr,50,False,khpoo
櫲,2,ū,ū,50,False,khpoo
櫫,2,tir,tir,50,False,khpoo
櫫,2,tu,tu,50,False,khpoo
櫧,2,tsir,chir,50,False,khpoo
櫧,2,tsu,chu,50,False,kautian
櫟,2,li̍k,le̍k,50,False,kautian
櫟,2,lo̍k,lo̍k,50,False,kautian
櫚,2,lîr,lîr,50,False,khpoo
櫚,2,lû,lû,50,False,kautian
櫓,2,lóo,ló͘,100,False,"kautian,taigitv,taijit"
櫓,2,lōo,lō͘,50,True,kautian
檔期,2,tòng-kî,tòng-kî,25,False,"kautian,taihoa"
檔期,2,tóng-kî,tóng-kî,25,False,kautian
檔名,2,tòng-miâ,tòng-miâ,25,False,kautian
檔名,2,tóng-miâ,tóng-miâ,25,False,kautian
檔,2,tóng,tóng,300,False,kautian
檔,2,tòng,tòng,12,False,"kautian,taihoa"
檌,2,tsuē,chōe,50,False,khpoo
檌,2,tsuě,chǒe,50,False,khpoo
橫扴,2,huâinn-ke̍h,hoâiⁿ-ke̍h,25,False,"kautian,itaigi"
橫扴,2,huînn-ke̍h,hûiⁿ-ke̍h,25,False,"kautian,itaigi"
橫惡,2,huâinn-ok,hoâiⁿ-ok,25,False,taihoa
橫惡,2,hîng-ok,hêng-ok,25,False,taijit
橫巴巴,2,huâinn-pà-pà,hoâiⁿ-pà-pà,10,False,
橫巴巴,2,huînn-pà-pà,hûiⁿ-pà-pà,1,False,
橫山,2,huâinn-suann,hoâiⁿ-soaⁿ,25,False,kautian
橫山,2,huâinn-san,hoâiⁿ-san,1,False,taihoa
橫向,2,huâinn-hiòng,hoâiⁿ-hiòng,25,False,"kautian,taihoa"
橫向,2,huînn-hiòng,hûiⁿ-hiòng,25,False,kautian
橪,2,ian,ian,50,False,kautian
橪,2,jián,jián,0,False,kautian
橢,2,thò,thò,50,False,kautian
橢,2,thó,thó,50,False,kautian
橡奶鞋,2,tshiūnn-ling-ê,chhiūⁿ-leng-ê,16,False,taihoa
橡奶鞋,2,tshiūnn-ni-ê,chhiūⁿ-ni-ê,16,False,taihoa
橡奶,2,tshiūnn-ling,chhiūⁿ-leng,25,False,taihoa
橡奶,2,tshiūnn-ni,chhiūⁿ-ni,25,False,taihoa
機種,2,ki-tsióng,ki-chióng,25,False,kautian
機種,2,ki-tsíng,ki-chéng,25,False,taihoa
機械人,2,ki-hāi-jîn,ki-hāi-jîn,16,False,itaigi
機械人,2,ki-hāi-lâng,ki-hāi-lâng,16,False,itaigi
機器人,2,ke-khì-lâng,ke-khì-lâng,16,False,kautian
機器人,2,ki-khì-lâng,ki-khì-lâng,16,False,"kautian,taihoa"
機器,2,ke-khì,ke-khì,10,False,kautian
機器,2,ki-khì,ki-khì,10,False,"kautian,taihoa,taijit"
機具,2,ki-khū,ki-khū,25,False,taihoa
機具,2,ki-kū,ki-kū,25,False,taihoa
機,2,ki,ki,6318,False,"kautian,taihoa,taijit"
機,2,kui,kui,103,False,"kautian,taihoa,taijit"
橫柯,2,huâinn-kho,hoâiⁿ-kho,25,False,itaigi
橫柯,2,huînn-kho,hûiⁿ-kho,25,False,itaigi
橫橫逆逆,2,huâinn-huâinn-gi̍k-gi̍k,hoâiⁿ-hoâiⁿ-ge̍k-ge̍k,12,False,taijit
橫橫逆逆,2,huînn-huînn-ke̍h-ke̍h,hûiⁿ-hûiⁿ-ke̍h-ke̍h,12,False,taijit
橫流,2,huâinn-liû,hoâiⁿ-liû,25,False,taihoa
橫流,2,huâinn-lâu,hoâiⁿ-lâu,25,False,taijit
橫過,2,huâinn-kuè,hoâiⁿ-kòe,25,False,taihoa
橫過,2,tshuânn--kè,chhôaⁿ--kè,16,False,taijit
檀柴,2,tuâ-tshâ,tôa-chhâ,25,False,taijit
檀柴,2,tân-tshâ,tân-chhâ,25,False,"taihoa,taijit"
橺,2,kan,kan,50,False,kautian
橺,2,kán,kán,50,False,kautian
橫頭桌,2,huâinn-thâu-toh,hoâiⁿ-thâu-toh,16,False,taijit
橫頭桌,2,huînn-thâu-toh,hûiⁿ-thâu-toh,16,False,taijit
橫領,2,huâinn-niá,hoâiⁿ-niá,25,False,taijit
橫領,2,hîng-líng,hêng-léng,25,False,taijit
橫霸霸,2,huâinn-pà-pà,hoâiⁿ-pà-pà,16,False,"kautian,taihoa,taijit"
橫霸霸,2,huînn-pà-pà,hûiⁿ-pà-pà,16,False,kautian
橫閂,2,huâinn-lōng,hoâiⁿ-lōng,25,False,taijit
橫閂,2,huâinn-tshuànn,hoâiⁿ-chhòaⁿ,25,False,taijit
橫貫公路,2,huâinn-kuàn-kong-lōo,hoâiⁿ-koàn-kong-lō͘,12,False,itaigi
橫貫公路,2,hîng-kuàn-thih-lōo,hêng-koàn-thih-lō͘,12,False,itaigi
橫火,2,tsânn-hué,châⁿ-hóe,25,False,itaigi
橫火,2,tsânn-hé,châⁿ-hé,25,False,itaigi
橫財,2,huâinn-tsâi,hoâiⁿ-châi,1,False,"kautian,taihoa,taijit"
橫財,2,huînn-tsâi,hûiⁿ-châi,1,False,kautian
橫膈膜,2,huâinn-keh-mo̍oh,hoâiⁿ-keh-mo̍͘h,16,False,itaigi
橫膈膜,2,huînn-keh-mo̍oh,hûiⁿ-keh-mo̍͘h,16,False,itaigi
橫腸,2,huâinn-tn̂g,hoâiⁿ-tn̂g,25,False,itaigi
橫腸,2,huînn-tn̂g,hûiⁿ-tn̂g,25,False,itaigi
橫窠仔,2,huâinn-kho-á,hoâiⁿ-kho-á,1,False,
橫窠仔,2,huî-kho-á,hûi-kho-á,1,False,
橫直,2,huâinn-ti̍t,hoâiⁿ-ti̍t,10,False,"kautian,taihoa,taijit"
橫直,2,huînn-ti̍t,hûiⁿ-ti̍t,10,False,kautian
橫的,2,huâinn--ê,hoâiⁿ--ê,16,False,itaigi
橫的,2,huînn--ê,hûiⁿ--ê,16,False,itaigi
權,2,khuân,khoân,3973,False,"kautian,itaigi,taijit"
權,2,kuân,koân,283,False,"kautian,taihoa,taijit"
權力,2,khuân-li̍k,khoân-le̍k,1,False,kautian
權力,2,kuân-li̍k,koân-le̍k,1,False,"kautian,taihoa,taijit"
正實,2,tsiann-si̍t,chiaⁿ-si̍t,500,False,"taihoa,taijit,khpoo"
正實,2,tsiânn-si̍t,chiâⁿ-si̍t,25,False,taihoa
歌訣,2,ko-kuat,ko-koat,25,False,taijit
歌訣,2,kua-kuat,koa-koat,25,False,taijit
歌星,2,kua-tshenn,koa-chheⁿ,25,False,"kautian,taihoa"
歌星,2,kua-tshinn,koa-chhiⁿ,25,False,kautian
歌劇院,2,kua-kio̍k-īnn,koa-kio̍k-īⁿ,16,False,taihoa
歌劇院,2,kua-ki̍k-īnn,koa-ke̍k-īⁿ,16,False,taihoa
歌劇,2,kua-kio̍k,koa-kio̍k,25,False,"kautian,taihoa"
歌劇,2,kua-ki̍k,koa-ke̍k,25,False,"kautian,taihoa"
歌仔戲,2,kuai-á-hì,koai-á-hì,16,False,kautian
歌仔戲,2,kua-á-hì,koa-á-hì,10,False,"kautian,taihoa,taijit,stti"
歇雨,2,heh-hōo,heh-hō͘,25,False,taihoa
歇雨,2,hioh-hōo,hioh-hō͘,25,False,"taihoa,taijit"
歇熱,2,hioh-jua̍h,hioh-joa̍h,25,False,"kautian,taihoa,taijit,stti"
歇熱,2,hioh-lua̍h,hioh-loa̍h,25,False,"kautian,taihoa"
歇歇,2,hennh-hennh,heⁿh-heⁿh,25,False,taijit
歇歇,2,hioh-hioh,hioh-hioh,25,False,taijit
歇暝,2,hioh-mê,hioh-mê,25,False,"kautian,taigitv,taihoa"
歇暝,2,hioh-mî,hioh-mî,25,False,"kautian,taigitv,taijit"
歇影,2,hioh-iánn,hioh-iáⁿ,25,False,taihoa
歇影,2,hioh-ńg,hioh-ńg,25,False,taijit
歇冬,2,heh-tang,heh-tang,25,False,"itaigi,taihoa"
歇冬,2,hioh-tang,hioh-tang,25,False,kautian
歇假,2,hioh-kà,hioh-kà,25,False,kautian
歇假,2,hioh-ká,hioh-ká,25,False,kautian
歆,2,herm,herm,50,False,khpoo
歆,2,him,him,0,False,kautian
歁,2,khám,khám,350,False,kautian
歁,2,kham,kham,50,False,kautian
款曲,2,khuán-khioh,khoán-khioh,25,False,taihoa
款曲,2,khuán-khiok,khoán-khiok,25,False,taijit
款待,2,khuán-thāi,khoán-thāi,25,False,"kautian,taihoa,taijit"
款待,2,khuán-tāi,khoán-tāi,25,False,taihoa
歌舞,2,ko-bú,ko-bú,25,False,taijit
歌舞,2,kua-bú,koa-bú,25,False,"kautian,taihoa"
歐羅巴,2,au-lô-pa,au-lô-pa,16,False,taijit
歐羅巴,2,oo-lô-pa,o͘-lô-pa,16,False,taijit
權力遊戲,2,khuân-li̍k-iû-hì,khoân-le̍k-iû-hì,12,False,itaigi
權力遊戲,2,kuân-li̍k-iû-hì,koân-le̍k-iû-hì,12,False,itaigi
歐陽,2,au-iâng,au-iâng,1,False,kautian
歐陽,2,au-iông,au-iông,1,False,"kautian,taihoa,taijit"
正子選單,2,tsiànn-jí suán-tuann,chiàⁿ-jí soán-toaⁿ,12,False,taigitv
正子選單,2,tsiànn-lí suán-tuann,chiàⁿ-lí soán-toaⁿ,12,False,taigitv
正午,2,tsiànn-ngóo,chiàⁿ-ngó͘,25,False,taijit
正午,2,tsìng-ngóo,chèng-ngó͘,25,False,taijit
止飢,2,tsí-iau,chí-iau,25,True,kautian
止飢,2,tsí-ki,chí-ki,1,False,"kautian,taihoa"
止血,2,tsí-hueh,chí-hoeh,25,False,"kautian,taihoa,stti"
止血,2,tsí-huih,chí-huih,25,False,"kautian,taijit"
止渴,2,tsí-khat,chí-khat,25,False,"taihoa,taijit"
止渴,2,tsí-khuah,chí-khoah,25,False,"kautian,taihoa,taijit"
止尼薯,2,tsí-nî-tsî,chí-nî-chî,16,False,taihoa
止尼薯,2,tsí-nî-tsû,chí-nî-chû,16,False,taijit
歡送,2,huan-sàng,hoan-sàng,25,False,"kautian,taihoa"
歡送,2,huan-sòng,hoan-sòng,25,False,taihoa
歡,2,huann,hoaⁿ,3006,False,kautian
歡,2,huan,hoan,2505,False,kautian
歜,2,tshiok,chhiok,50,False,kautian
歜,2,tsiok,chiok,50,False,kautian
歙,2,hip,hip,50,False,kautian
歙,2,hmh,hmh,50,False,taihoa
歖,2,hi,hi,50,False,kautian
歖,2,hí,hí,50,False,kautian
歕觱仔,2,pûn pi-á,pûn pi-á,16,False,"kautian,taihoa"
歕觱仔,2,pûn-pi--á,pûn-pi--á,12,False,kautian
歕火,2,pûn-hué,pûn-hóe,25,False,kautian
歕火,2,pûn-hé,pûn-hé,25,False,kautian
歕,2,pûn,pûn,350,False,"kautian,stti"
歕,2,phun,phun,50,False,kautian
歔,2,hir,hir,50,False,khpoo
歔,2,hu,hu,50,False,kautian
款式,2,khuán-sik,khoán-sek,25,False,"kautian,taihoa"
款式,2,khuán-sit,khoán-sit,25,False,"taihoa,taijit"
款勢,2,khuán-sè,khoán-sè,25,False,"kautian,taijit"
款勢,2,khuán-sì,khoán-sì,25,False,"kautian,taihoa"
款,2,khuán,khoán,11269,False,"kautian,taihoa,taijit"
款,2,khuánn,khóaⁿ,331,False,"kautian,taihoa,taijit"
欹,2,khia,khia,50,False,kautian
欹,2,khi,khi,1,False,"kautian,taijit"
欣慕,2,him-mōo,him-mō͘,25,False,taihoa
欣慕,2,him-bōo,him-bō͘,1,False,"taihoa,taijit"
欣,2,him,him,779,False,"kautian,taijit"
欣,2,herm,herm,50,False,khpoo
欢,2,huan,hoan,4,False,
欢,2,huann,hoaⁿ,0,False,
次女,2,tshù-lí,chhù-lí,25,False,taihoa
次女,2,tshù-lú,chhù-lú,25,False,taijit
欠用,2,khiàm-īng,khiàm-ēng,11,False,"kautian,taihoa,taijit"
欠用,2,khiàm-iōng,khiàm-iōng,2,False,"kautian,taihoa"
欠據,2,khiàm-kì,khiàm-kì,25,False,"kautian,taihoa"
欠據,2,khiàm-kù,khiàm-kù,25,False,kautian
欠勤,2,khiàm-khîn,khiàm-khîn,25,False,taihoa
欠勤,2,khiàm-khûn,khiàm-khûn,25,False,taijit
欠一跪,2,khiap-tsi̍t-kuī,khiap-chi̍t-kūi,16,False,taijit
欠一跪,2,khiàm-tsi̍t-kuī,khiàm-chi̍t-kūi,16,False,"taihoa,taijit"
欖仁樹,2,lám-jîn-tshiū,lám-jîn-chhiū,16,False,"kautian,taihoa"
欖仁樹,2,lám-lîn-tshiū,lám-lîn-chhiū,16,False,kautian
欖仁,2,lám-jîn,lám-jîn,25,False,"kautian,sitbut,taijit"
欖仁,2,lám-lîn,lám-lîn,25,False,kautian
欖,2,ná,ná,100,False,"kautian,taihoa"
欖,2,lám,lám,50,False,kautian
權限,2,khuân-hān,khoân-hān,25,False,kautian
權限,2,kuân-hān,koân-hān,25,False,"kautian,taihoa,taijit"
權益,2,khuân-ik,khoân-ek,25,False,kautian
權益,2,kuân-ik,koân-ek,25,False,"kautian,taihoa"
權柄,2,khuân-pìng,khoân-pèng,25,False,itaigi
權柄,2,kuân-pìng,koân-pèng,25,False,"itaigi,taijit"
權威,2,khuân-ui,khoân-ui,25,False,kautian
權威,2,kuân-ui,koân-ui,25,False,"kautian,taihoa,taijit"
欣羡,2,him-siān,him-siān,10,False,taihoa
欣羡,2,him-suān,him-soān,1,False,
欣羨,2,him-siān,him-siān,25,False,"kautian,taihoa,taijit"
欣羨,2,him-suān,him-soān,25,False,taihoa
欮,2,khuat,khoat,50,False,kautian
欮,2,kuat,koat,50,False,kautian
欲知,2,beh-tsai,beh-chai,25,False,kautian
欲知,2,bueh-tsai,boeh-chai,25,False,kautian
欸,2,eh,eh,50,False,kautian
欸,2,ái,ái,50,False,kautian
欷,2,hi̍nnh,hi̍ⁿh,50,False,taijit
欷,2,hi,hi,2,False,kautian
欶血,2,suh-hueh,suh-hoeh,25,False,itaigi
欶血,2,suh-huih,suh-huih,25,False,itaigi
欶,2,suh,suh,250,False,kautian
欶,2,sok,sok,50,False,kautian
欵式,2,khuán-sit,khoán-sit,10,False,
欵式,2,khuán-sik,khoán-sek,1,False,
欵,2,khuán,khoán,1184,False,kautian
欵,2,khuánn,khóaⁿ,0,False,
欲求,2,iok-kiû,iok-kiû,25,False,taihoa
欲求,2,io̍k-kiû,io̍k-kiû,25,False,taijit
欲呢,2,beh-nî,beh-nî,25,False,kautian
欲呢,2,bueh-nî,boeh-nî,25,False,kautian
欲死盪幌,2,beh-sí-tōng-hàinn,beh-sí-tōng-hàiⁿ,12,False,kautian
欲死盪幌,2,bueh-sí-tōng-hàinn,boeh-sí-tōng-hàiⁿ,12,False,kautian
欲死欲活,2,beh-sí-beh-ua̍h,beh-sí-beh-oa̍h,12,False,kautian
欲死欲活,2,bueh-sí-bueh-ua̍h,boeh-sí-boeh-oa̍h,12,False,kautian
欲死,2,beh-sí,beh-sí,25,False,kautian
欲死,2,bueh-sí,boeh-sí,25,False,kautian
欲晝仔,2,beh-tàu-á,beh-tàu-á,16,False,kautian
欲晝仔,2,bueh-tàu-á,boeh-tàu-á,16,False,kautian
欲哭欲𥍉,2,beh-khàu-beh-nih,beh-khàu-beh-nih,12,False,kautian
欲哭欲𥍉,2,bueh-khàu-bueh-nih,boeh-khàu-boeh-nih,12,False,kautian
欲哭欲啼,2,beh-khàu-beh-thî,beh-khàu-beh-thî,12,False,"kautian,itaigi"
欲哭欲啼,2,bueh-khàu-bueh-thî,boeh-khàu-boeh-thî,12,False,kautian
溪邊,2,khe-pinn,khe-piⁿ,25,False,"itaigi,taihoa"
溪邊,2,khue-pinn,khoe-piⁿ,25,False,taijit
溪頭,2,khe-thâu,khe-thâu,25,False,"kautian,taihoa,stti"
溪頭,2,khue-thâu,khoe-thâu,25,False,"kautian,taijit"
溪鼠,2,khe-tshí,khe-chhí,25,False,taihoa
溪鼠,2,khue-tshú,khoe-chhú,25,False,taijit
犵,2,git,git,50,False,kautian
犵,2,khiat,khiat,50,False,kautian
犯著,2,huān-tio̍h,hoān-tio̍h,25,False,"kautian,taihoa,taijit"
犯著,2,huān--tio̍h,hoān--tio̍h,16,False,taihoa
犯勢,2,huān-sè,hoān-sè,25,True,kautian
犯勢,2,huān-sì,hoān-sì,25,False,taihoa
犯人,2,huān-lâng,hoān-lâng,25,False,"kautian,taihoa,taijit"
犯人,2,huān-lāng,hoān-lāng,25,False,taihoa
犯,2,huān,hoān,1738,False,"kautian,taihoa,taijit"
犯,2,huǎn,hoǎn,50,False,kautian
犒軍,2,khò-kun,khò-kun,1,False,"kautian,taihoa,taijit"
犒軍,2,khòo-kun,khò͘-kun,1,False,
犒賞,2,khò-sióng,khò-sióng,25,False,taihoa
犒賞,2,khò-siúnn,khò-siúⁿ,25,False,taijit
犒,2,khòo,khò͘,200,False,kautian
犒,2,khò,khò,189,False,"kautian,taijit"
犍,2,kian,kian,50,False,kautian
犍,2,kiān,kiān,50,False,kautian
犇,2,phun,phun,50,False,kautian
犇,2,kânn,kâⁿ,10,False,
犅,2,káng,káng,150,False,kautian
犅,2,kong,kong,50,False,kautian
犃,2,piō,piō,50,False,khpoo
犃,2,piǒ,piǒ,50,False,khpoo
犂,2,luê,lôe,50,False,kautian
犂,2,lê,lê,50,False,kautian
犁頭鉎,2,lê-thâu-senn,lê-thâu-seⁿ,16,False,taihoa
犁頭鉎,2,lê-thâu-sinn,lê-thâu-siⁿ,16,False,taihoa
犁頭草,2,luê-thâu-tsháu,lôe-thâu-chháu,16,False,taijit
犁頭草,2,lê-thâu-tsháu,lê-thâu-chháu,16,False,taihoa
犁頭,2,luê-thâu,lôe-thâu,25,False,taijit
犁頭,2,lê-thâu,lê-thâu,25,False,taihoa
犴,2,gān,gān,50,False,kautian
犴,2,hân,hân,50,False,kautian
犾,2,gîrn,gîrn,50,False,khpoo
犾,2,gûn,gûn,50,False,khpoo
犁田,2,lê-tshân,lê-chhân,10,False,"kautian,taihoa"
犁田,2,luê-tshân,lôe-chhân,1,False,"kautian,taijit"
狀元,2,tsōng-guân,chōng-goân,25,False,taijit
狀元,2,tsiōng-guân,chiōng-goân,1,False,"kautian,taihoa,taijit"
狗腳蹄,2,káu-kha-tuê,káu-kha-tôe,16,True,"sitbut,taijit"
狗腳蹄,2,káu-kha-tê,káu-kha-tê,16,True,taihoa
狗脊,2,káu-tsik,káu-chek,25,False,"taihoa,taijit"
狗脊,2,káu-tsit,káu-chit,25,False,sitbut
狗甘仔,2,káu-kam-á,káu-kam-á,16,False,taihoa
狗甘仔,2,káu-kām-á,káu-kām-á,1,False,
狗母蛇,2,káu-bó-tsuâ,káu-bó-chôa,16,False,"kautian,taihoa"
狗母蛇,2,káu-bú-tsuâ,káu-bú-chôa,16,True,taijit
