hanzi,tl,poj,frequency,is_variant,kautian,taigitv,itaigi,sitbut,taihoa,taijit,kungge,stti,khpoo
角1,kak-it,kak-it,25,False,False,False,False,False,False,False,False,True,False
110,it-it-khòng,it-it-khòng,16,False,False,False,False,False,False,False,False,True,False
119,it-it-kiú,it-it-kiú,16,False,False,False,False,False,False,False,False,True,False
165,it-lio̍k-ngóo,it-lio̍k-ngó͘,16,False,False,False,False,False,False,False,False,True,False
