hanzi,tl,poj,frequency,is_variant,kautian,taigitv,itaigi,sitbut,taihoa,taijit,kungge,stti,khpoo
燖鍡,tīm-e,tīm-e,25,True,True,False,False,False,False,False,False,False,False
燕氣,iàn-khì,iàn-khì,25,True,True,False,False,False,False,False,False,False,False
燒磁,sio-huî,sio-hûi,25,True,False,False,False,False,False,True,False,False,False
燒灰,sio-hu,sio-hu,25,True,False,False,False,False,False,True,False,False,False
燒暖,sio-lō,sio-lō,25,True,True,False,False,False,False,False,False,False,False
燈罩,ting-tàu,teng-tàu,25,True,False,False,False,False,True,True,False,False,False
煙土,hun-thôo,hun-thô͘,25,True,False,False,False,False,False,True,False,False,False
煙嘴,hun-tshuì,hun-chhùi,25,True,False,False,False,False,False,True,False,False,False
煙吹,hun-tshue,hun-chhoe,25,True,True,False,False,False,False,False,False,False,False
烆柴,hiânn-tshâ,hiâⁿ-chhâ,25,True,True,False,False,False,False,False,False,False,False
烏腳,oo-kha,o͘-kha,25,True,False,False,False,False,True,True,False,False,False
烏微,oo-bui,o͘-bui,25,True,True,False,False,False,False,False,False,False,False
烏布,oo-pòo,o͘-pò͘,25,True,False,False,False,False,False,True,False,False,False
烏土,oo-thôo,o͘-thô͘,25,True,False,False,False,False,True,True,False,False,False
烆火,hiânn-hé,hiâⁿ-hé,25,True,True,False,False,False,False,False,False,False,False
烆火,hiânn-hué,hiâⁿ-hóe,25,True,True,False,False,False,False,False,False,False,False
烆水,hiânn-tsuí,hiâⁿ-chuí,25,True,True,False,False,False,False,False,False,False,False
炭灰,thuànn-hu,thòaⁿ-hu,25,True,False,False,False,False,False,True,False,False,False
煙吹,hun-tshe,hun-chhe,25,True,True,False,False,False,False,True,False,False,False
炭孔,thuànn-khang,thòaⁿ-khang,25,True,True,False,False,False,False,False,False,False,False
炫目,hiánn-ba̍k,hiáⁿ-ba̍k,25,True,True,False,False,False,False,False,False,False,False
炊餜,tshue-kué,chhoe-kóe,25,True,True,False,False,False,False,False,False,False,False
炊餜,tshe-ké,chhe-ké,25,True,True,False,False,False,False,False,False,False,False
灶骹,tsàu-kha,chàu-kha,25,True,True,False,False,False,False,False,False,False,False
灶腳,tsàu-kha,chàu-kha,25,True,True,False,False,False,True,True,False,False,False
灶孔,tsàu-khang,chàu-khang,25,True,False,False,False,False,False,True,False,False,False
烏荒,oo-hng,o͘-hng,25,True,True,False,False,False,True,False,False,False,False
烏蔘,oo-som,o͘-som,25,True,False,False,False,False,False,True,False,False,False
烏鏥,oo-sian,o͘-sian,25,True,True,False,False,False,False,False,False,False,False
烏鬃,oo-tsang,o͘-chang,25,True,False,False,False,False,True,False,False,False,False
焮芳,khiàn-phang,khiàn-phang,25,True,True,False,False,False,False,False,False,False,False
焮滷,khiàn-lóo,khiàn-ló͘,25,True,False,False,False,False,True,False,False,False,False
焢肉,khòng-bah,khòng-bah,25,True,True,False,False,False,True,False,False,False,False
焢窰,khòng-iô,khòng-iô,25,True,True,False,False,False,False,False,False,False,False
焢窯,khòng-iô,khòng-iô,25,True,False,False,False,False,True,False,False,False,False
無閑,bô-îng,bô-êng,25,True,True,False,False,False,False,False,False,False,False
無采,bô-tshái,bô-chhái,25,True,True,False,False,False,True,False,False,False,False
無胚,bô-phe,bô-phe,25,True,False,False,False,False,True,False,False,False,False
無喟,bô-khuì,bô-khùi,25,True,True,False,False,False,False,False,False,False,False
焙乾,pē-ta,pē-ta,25,True,False,False,False,False,False,True,False,False,False
焐卡,ù-khah,ù-khah,25,True,False,True,True,False,False,False,False,False,False
焄焄,kûn-kûn,kûn-kûn,25,True,False,False,False,False,False,True,False,False,False
烞薰,pok-hun,pok-hun,25,True,True,False,False,False,True,False,False,False,False
烞烞,pok-pok,pok-pok,25,True,False,False,False,False,False,True,False,False,False
烘乾,hang-ta,hang-ta,25,True,False,False,False,False,False,True,False,False,False
爍日,nah-ji̍t,nah-ji̍t,25,True,True,False,False,False,False,False,False,False,False
爐灰,lôo-hu,lô͘-hu,25,True,False,False,False,False,True,True,False,False,False
水醪,tsuí-lô,chuí-lô,25,True,False,False,False,False,True,False,False,False,False
猶擱,iáu-koh,iáu-koh,25,True,True,False,False,False,False,False,False,False,False
玉蔘,gio̍k-som,gio̍k-som,25,True,False,False,False,False,True,False,False,False,False
玉帶,gi̍k-tuà,ge̍k-tòa,25,True,False,False,False,False,False,True,False,False,False
玉帶,gio̍k-tuà,gio̍k-tòa,25,True,False,False,False,False,False,True,False,False,False
獻孔,hiàn-khang,hiàn-khang,25,True,False,False,False,False,False,True,False,False,False
獻嘴,hiàn-tshuì,hiàn-chhùi,25,True,False,False,False,False,False,True,False,False,False
獅母,sai-bú,sai-bú,25,True,False,False,False,False,False,True,False,False,False
猶甲,iáu-koh,iáu-koh,25,True,True,False,False,False,False,False,False,False,False
猴腳,kâu-kha,kâu-kha,25,True,False,False,False,False,False,True,False,False,False
珠蠔,tsu-ô,chu-ô,25,True,False,False,False,False,True,True,False,False,False
猴爽,kâu-sńg,kâu-sńg,25,True,False,False,False,False,True,False,False,False,False
猴子,kâu-kiánn,kâu-kiáⁿ,25,True,False,False,False,False,False,True,False,False,False
猛虎,bíng-hóo,bíng-hó͘,25,True,False,False,False,False,True,True,False,False,False
狹掙,e̍h-tsinn,e̍h-chiⁿ,25,True,False,False,False,False,True,False,False,False,False
狡獪,káu-kuài,káu-koài,25,True,True,False,False,False,True,False,False,False,False
狗虱,káu-sat,káu-sat,25,True,True,False,False,False,False,False,False,False,False
狗巢,káu-siū,káu-siū,25,True,True,False,False,False,False,True,False,False,False
王母,ông-bú,ông-bú,25,True,False,False,False,False,False,True,False,False,False
珮鏈,phua̍h-liān,phoa̍h-liān,25,True,True,False,False,False,False,False,False,False,False
爛土,nuā-thôo,nōa-thô͘,25,True,True,False,False,False,True,True,False,False,False
瓦窰,hiā-iô,hiā-iô,25,True,True,False,False,False,False,False,False,False,False
甜獃,tinn-tai,tiⁿ-tai,25,True,False,False,False,False,True,False,False,False,False
甚貨,siánn-hè,siáⁿ-hè,25,True,True,False,False,False,False,False,False,False,False
甚貨,siánn-huè,siáⁿ-hòe,25,True,True,False,False,False,False,False,False,False,False
甚儂,siánn-lâng,siáⁿ-lâng,25,True,True,False,False,False,False,False,False,False,False
甚人,siánn-lâng,siáⁿ-lâng,25,True,True,False,False,False,False,True,False,False,False
甕嘴,àng-tshuì,àng-chhùi,25,True,False,False,False,False,False,True,False,False,False
瓦茨,hiā-tshù,hiā-chhù,25,True,True,False,False,False,False,False,False,False,False
瓠魚,hia-hî,hia-hî,25,True,False,False,False,False,False,True,False,False,False
現封,hiān-hong,hiān-hong,25,True,False,False,False,False,False,True,False,False,False
瓠蚊,hia-báng,hia-báng,25,True,False,False,False,False,False,True,False,False,False
瓠瓠,hia-hia,hia-hia,25,True,False,False,False,False,False,True,False,False,False
瓠仔,hia-á,hia-á,25,True,False,False,False,False,False,True,False,False,False
璇螺,suān-lê,soān-lê,25,True,False,False,False,False,False,True,False,False,False
球篦,kiû-pue,kiû-poe,25,True,True,False,False,False,False,False,False,False,False
球瓠,kiû-hia,kiû-hia,25,True,False,False,False,False,False,True,False,False,False
球埕,kiû-tiânn,kiû-tiâⁿ,25,True,False,False,True,False,False,True,False,True,False
狗孔,káu-khang,káu-khang,25,True,True,False,False,False,False,True,False,False,False
狗子,káu-kiánn,káu-kiáⁿ,25,True,False,False,False,False,False,True,False,False,False
狀孔,tsōng-khang,chōng-khang,25,True,False,False,False,False,False,True,False,False,False
牆腳,tshiûnn-kha,chhiûnn-kha,25,True,False,False,False,False,True,True,False,False,False
牚高,thènn-kuân,thèⁿ-koân,25,True,True,False,False,False,False,False,False,False,False
片面,phiàn-bīn,phiàn-bīn,25,True,False,False,False,False,True,False,False,False,False
片言,phiàn-giân,phiàn-giân,25,True,False,False,False,False,False,True,False,False,False
片紅,phiàn-hông,phiàn-hông,25,True,False,False,False,False,True,False,False,False,False
片時,phiàn-sî,phiàn-sî,25,True,False,False,False,False,False,True,False,False,False
片單,phiàn-tuann,phiàn-toaⁿ,25,True,False,False,False,False,True,True,False,False,False
片刻,phiàn-khik,phiàn-khek,25,True,False,False,False,False,True,True,False,False,False
爽錢,sńg-sînn,sńg-sîⁿ,25,True,False,False,False,False,True,False,False,False,False
犯迦,huān-khia,hoān-khia,25,True,False,False,False,False,True,True,False,False,False
爽蕩,sńg-tn̄g,sńg-tn̄g,25,True,False,False,False,False,True,False,False,False,False
爽腳,sóng-kha,sóng-kha,25,True,False,False,False,False,False,True,False,False,False
父飯,pē-pn̄g,pē-pn̄g,25,True,False,False,False,False,False,True,False,False,False
父親,pē-tshin,pē-chhin,25,True,False,False,False,False,False,True,False,False,False
父囝,pē-kiánn,pē-kiáⁿ,25,True,False,False,False,False,True,False,False,False,False
父公,pē-kong,pē-kong,25,True,False,False,False,False,False,True,False,False,False
爭差,tsing-tsha,cheng-chha,25,True,True,False,False,False,False,False,False,False,False
牛子,gû-kiánn,gû-kiáⁿ,25,True,False,False,False,False,False,True,False,False,False
牛摔,gû-sut,gû-sut,25,True,False,False,False,False,False,True,False,False,False
牛椆,gû-tiâu,gû-tiâu,25,True,True,False,False,False,True,True,False,False,False
牛牨,gû-káng,gû-káng,25,True,True,False,False,False,False,False,False,False,False
犯勢,huān-sè,hoān-sè,25,True,True,False,False,False,False,False,False,False,False
犯儂,huān-lâng,hoān-lâng,25,True,True,False,False,False,False,False,False,False,False
犁礁,lê-ta,lê-ta,25,True,False,False,False,False,True,False,False,False,False
牽闔,khan-kha̍p,khan-kha̍p,25,True,True,False,False,False,False,False,False,False,False
牽腳,khan-kha,khan-kha,25,True,False,False,False,False,False,True,False,False,False
牽罛,khan-koo,khan-ko͘,25,True,True,False,False,False,False,False,False,False,False
牽扱,khan-khioh,khan-khioh,25,True,True,False,False,False,False,False,False,False,False
牽卡,khan-kha̍p,khan-kha̍p,25,True,True,False,False,False,False,False,False,False,False
牽卡,khan-kha̍h,khan-kha̍h,25,True,True,False,False,False,False,False,False,False,False
牲禮,sing-lé,seng-lé,25,True,True,False,False,False,True,True,False,False,False
牲生,tsing-sinn,cheng-siⁿ,25,True,True,False,False,False,False,False,False,False,False
牲生,tsing-senn,cheng-seⁿ,25,True,True,False,False,False,False,False,False,False,False
物噍,mn̍gh-tsia̍h,mn̍gh-chia̍h,25,True,True,False,False,False,False,False,False,False,False
物噍,mi̍h-tsia̍h,mi̍h-chia̍h,25,True,True,False,False,False,False,False,False,False,False
牛稠,gû-tiâu,gû-tiâu,25,True,True,False,False,False,False,False,False,False,False
灰色,hu-sik,hu-sek,25,True,False,False,False,False,True,False,False,False,False
灰窰,hue-iô,hoe-iô,25,True,True,False,False,False,False,False,False,False,False
灰灰,hu-hu,hu-hu,25,True,False,False,False,False,True,True,False,False,False
泳裝,íng-tsong,íng-chong,25,True,False,False,False,False,True,False,False,False,False
洗嘴,sé-tshuì,sé-chhùi,25,True,True,False,False,False,True,False,False,False,False
洗嘴,sué-tshuì,sóe-chhùi,25,True,True,False,False,False,False,True,False,False,False
洒嘴,hiù-tshuì,hiù-chhùi,25,True,False,False,False,False,False,True,False,False,False
洋青,iûnn-tshinn,iûnn-chhiⁿ,25,True,False,False,False,False,False,True,False,False,False
洋蔘,iûnn-sim,iûnn-sim,25,True,False,False,False,False,False,True,False,False,False
洋土,iûnn-thôo,iûnn-thô͘,25,True,False,False,False,False,False,True,False,False,False
泳褲,íng-khòo,íng-khò͘,25,True,False,False,True,False,False,False,False,False,False
泳池,íng-tî,íng-tî,25,True,False,False,False,False,True,False,False,False,False
洗汏,sé-thuā,sé-thōa,25,True,True,False,False,False,True,False,False,False,False
泰順,thài-sūn,thài-sūn,25,True,False,False,True,False,False,False,False,False,False
注解,tsù-kái,chù-kái,25,True,True,False,False,False,False,False,False,False,False
注腳,tsù-kha,chù-kha,25,True,False,False,False,False,True,False,False,False,False
注死,tsù-sí,chù-sí,25,True,True,False,False,False,True,False,False,False,False
注定,tsù-tiānn,chù-tiāⁿ,25,True,True,False,False,False,True,False,False,False,False
注卵,tsuh-nn̄g,chuh-nn̄g,25,True,False,False,False,False,True,False,False,False,False
泡泡,bāu-bāu,bāu-bāu,25,True,False,False,False,False,False,True,False,False,False
洗汏,sué-thuā,sóe-thōa,25,True,True,False,False,False,False,False,False,False,False
洗腳,sué-kha,sóe-kha,25,True,False,False,False,False,False,True,False,False,False
灰土,hue-thôo,hoe-thô͘,25,True,False,False,False,False,True,False,False,False,False
流粢,lâu-tsî,lâu-chî,25,True,True,False,False,False,False,False,False,False,False
海砂,hái-sua,hái-soa,25,True,False,False,False,False,False,True,False,False,False
海泳,hái-íng,hái-íng,25,True,True,False,False,False,False,False,False,False,False
海土,hái-thôo,hái-thô͘,25,True,False,False,False,False,False,True,False,False,False
浮賬,phû-siàu,phû-siàu,25,True,False,False,False,False,False,True,False,False,False
浮砂,phû-sua,phû-soa,25,True,False,False,False,False,False,True,False,False,False
浞土,tshio̍k-thôo,chhio̍k-thô͘,25,True,False,False,False,False,False,True,False,False,False
流餈,lâu-tsî,lâu-chî,25,True,True,False,False,False,False,False,False,False,False
流涎,lâu-nuā,lâu-nōa,25,True,True,False,False,False,False,False,False,False,False
洗腳,sé-kha,sé-kha,25,True,False,False,False,False,True,False,False,False,False
流孔,lâu-khang,lâu-khang,25,True,False,False,False,False,False,True,False,False,False
派胚,phài-phe,phài-phe,25,True,False,False,False,False,True,True,False,False,False
活要,ua̍h-bueh,oa̍h-boeh,25,True,True,False,False,False,False,False,False,False,False
活要,ua̍h-beh,oa̍h-beh,25,True,True,False,False,False,False,False,False,False,False
洞孔,tōng-khang,tōng-khang,25,True,False,False,False,False,False,True,False,False,False
洘陂,khó-pi,khó-pi,25,True,False,False,False,False,False,True,False,False,False
洘凋,khó-ta,khó-ta,25,True,False,False,False,False,True,False,False,False,False
泛鏡,hàm-kiànn,hàm-kiàⁿ,25,True,True,False,False,False,True,False,False,False,False
泛腫,hàm-tsíng,hàm-tsíng,25,True,False,False,False,False,True,False,False,False,False
泛浮,hàm-phu̍h,hàm-phu̍h,25,True,True,False,False,False,False,False,False,False,False
污布,ù-pòo,ù-pò͘,25,True,False,False,False,False,False,True,False,False,False
沙嗲,sa-te,sa-te,25,True,True,False,False,False,False,False,False,False,False
沖碰,tshóng-pōng,chhóng-pōng,25,True,True,False,False,False,False,False,False,False,False
沒趁,bua̍t-thàn,boa̍t-thàn,25,True,True,False,False,False,True,False,False,False,False
沃霑,ak-tâm,ak-tâm,25,True,True,False,False,False,False,False,False,False,False
汲水,tshiūnn-tsuí,chhiūⁿ-chuí,25,True,True,False,False,False,False,True,False,False,False
汰討,thài-thó,thài-thó,25,True,True,False,False,False,True,False,False,False,False
汰嘴,thuā-tshuì,thōa-chhùi,25,True,False,False,False,False,True,False,False,False,False
汗濕,kuānn-sip,kōaⁿ-sip,25,True,False,False,False,False,False,True,False,False,False
泛浡,hàm-phu̍h,hàm-phu̍h,25,True,False,False,False,False,True,False,False,False,False
汏衫,thuā-sann,thōa-saⁿ,25,True,False,False,False,False,True,False,False,False,False
汏碗,thuā-uánn,thōa-óaⁿ,25,True,False,False,False,False,True,False,False,False,False
汏歹,thuā-pháinn,thōa-pháiⁿ,25,True,False,False,False,False,True,False,False,False,False
永過,íng-kè,íng-kè,25,True,True,False,False,False,False,True,False,False,False
永過,íng-kuè,íng-kòe,25,True,True,False,False,False,True,False,False,False,False
永永,íng-íng,íng-íng,25,True,True,False,False,False,False,True,False,False,False
永擺,íng-pái,íng-pái,25,True,True,False,False,False,True,False,False,False,False
沙土,sua-thôo,soa-thô͘,25,True,False,False,False,False,True,False,False,False,False
沙母,sua-bú,soa-bú,25,True,False,False,False,False,False,True,False,False,False
沙螺,sua-lê,soa-lê,25,True,False,False,False,False,False,True,False,False,False
沙魚,sua-hî,soa-hî,25,True,True,False,False,False,True,False,False,False,False
泛泛,hàm-hàm,hàm-hàm,25,True,False,False,False,False,True,False,False,False,False
泛大,hàm-tuā,hàm-tōa,25,True,False,False,False,False,True,False,False,False,False
法螺,huat-lê,hoat-lê,25,True,False,False,True,False,False,False,False,False,False
法統,huat-thóng,hoat-thóng,25,True,False,False,False,False,True,False,False,False,False
泉孔,tsuânn-khang,chôaⁿ-khang,25,True,False,False,False,False,False,True,False,False,False
泄泄,tshuah-tshuah,chhoah-chhoah,25,True,False,False,False,False,False,True,False,False,False
泄屎,tshuah-sái,chhoah-sái,25,True,True,False,False,False,False,False,False,False,False
泄密,siat-bi̍t,siat-bi̍t,25,True,False,False,False,False,True,False,False,False,False
泄卵,tshuah-nn̄g,chhoah-nn̄g,25,True,False,False,False,False,False,True,False,False,False
治飫,tī-iau,tī-iau,25,True,True,False,False,False,False,False,False,False,False
治飢,tī-iau,tī-iau,25,True,False,False,False,False,False,True,False,False,False
油掙,iû-tsinn,iû-chiⁿ,25,True,False,False,False,False,False,True,False,False,False
油帶,iû-tuà,iû-tòa,25,True,False,False,False,False,True,False,False,False,False
油布,iû-pòo,iû-pò͘,25,True,False,False,False,False,True,True,False,False,False
沙魚,sua-hû,soa-hû,25,True,True,False,False,False,False,False,False,False,False
海礁,hái-ta,hái-ta,25,True,False,False,False,False,True,False,False,False,False
海腳,hái-kha,hái-kha,25,True,False,False,False,False,True,True,False,False,False
海虎,hái-hóo,hái-hó͘,25,True,False,False,False,False,True,True,False,False,False
潮濕,tiâu-sip,tiâu-sip,25,True,False,False,False,False,True,False,False,False,False
濕冇,sip-phànn,sip-phàⁿ,25,True,False,False,False,False,False,True,False,False,False
激腳,kik-kha,kek-kha,25,True,False,False,False,False,False,True,False,False,False
激孔,kik-khang,kek-khang,25,True,False,False,False,False,False,True,False,False,False
澹濕,tâm-sip,tâm-sip,25,True,False,False,False,False,True,True,False,False,False
澹乾,tâm-ta,tâm-ta,25,True,False,False,False,False,False,True,False,False,False
澳甲,ò-kah,ò-kah,25,True,False,False,False,False,False,True,False,False,False
澀嘴,siap-tshuì,siap-chhùi,25,True,False,False,False,False,False,True,False,False,False
潤土,lūn-thôo,lūn-thô͘,25,True,False,False,False,False,True,False,False,False,False
漏嘴,lāu-tshuì,lāu-chhùi,25,True,False,False,False,False,True,False,False,False,False
潤土,jūn-thôo,jūn-thô͘,25,True,False,False,False,False,True,False,False,False,False
潛匿,tshàng-bih,chhàng-bih,25,True,False,False,False,False,False,True,False,False,False
潘醪,phun-lô,phun-lô,25,True,False,False,False,False,True,False,False,False,False
漳螺,tsiang-lê,chiang-lê,25,True,False,False,False,False,True,True,False,False,False
漛茶,thîn-tê,thîn-tê,25,True,True,False,False,False,False,False,False,False,False
演師,ián-sai,ián-sai,25,True,False,False,True,False,False,False,False,False,False
漏桸,làu-sia̍h,làu-sia̍h,25,True,True,False,False,False,False,False,False,False,False
濕地,sip-tuē,sip-tōe,25,True,False,False,False,False,False,True,False,False,False
濕氣,sip-khì,sip-khì,25,True,False,False,False,False,False,True,False,False,False
濕汗,sip-kuānn,sip-kōaⁿ,25,True,False,False,False,False,False,True,False,False,False
濕潤,sip-lùn,sip-lùn,25,True,False,False,False,False,False,True,False,False,False
灰土,he-thôo,he-thô͘,25,True,False,False,False,False,False,True,False,False,False
火熏,hé-hun,hé-hun,25,True,True,False,False,False,False,False,False,False,False
火熏,hué-hun,hóe-hun,25,True,True,False,False,False,True,False,False,False,False
火煙,hé-hun,hé-hun,25,True,True,False,False,False,False,False,False,False,False
火煙,hué-hun,hóe-hun,25,True,True,False,False,False,False,False,False,False,False
火母,hér-bú,hér-bú,25,True,False,False,False,False,False,False,False,False,True
濫摻,lām-sám,lām-sám,25,True,True,False,False,False,True,False,False,False,False
濛霧,bông-bū,bông-bū,25,True,True,False,False,False,False,False,False,False,False
濛濛,bông-bông,bông-bông,25,True,False,False,False,False,True,False,False,False,False
濕透,sip-thàu,sip-thàu,25,True,False,False,False,False,False,True,False,False,False
濕癬,sip-sián,sip-sián,25,True,False,False,False,False,True,False,False,False,False
濕瘡,sip-tshng,sip-chhng,25,True,False,False,False,False,False,True,False,False,False
濕疹,sip-tsín,sip-tsín,25,True,False,False,False,False,True,False,False,False,False
濕瀉,sip-sià,sip-sià,25,True,False,False,False,False,True,True,False,False,False
濕濕,sip-sip,sip-sip,25,True,True,False,False,False,True,True,False,False,False
漏屎,làu-sái,làu-sái,25,True,True,False,False,False,True,False,False,False,False
漏喟,làu-khuì,làu-khùi,25,True,True,False,False,False,False,False,False,False,False
消爽,siau-sńg,siau-sńg,25,True,False,False,False,False,True,False,False,False,False
深腳,tshim-kha,chhim-kha,25,True,False,False,False,False,False,True,False,False,False
清香,tshing-phang,chheng-phang,25,True,True,False,False,False,False,True,False,False,False
清閑,tshing-îng,chheng-êng,25,True,True,False,False,False,False,False,False,False,False
清賬,tshing-siàu,chheng-siàu,25,True,True,False,False,False,False,True,False,False,False
添妝,thiam-tsng,thiam-chng,25,True,True,False,False,False,True,True,False,False,False
添加,thinn-ka,thiⁿ-ka,25,True,False,False,False,False,True,False,False,False,False
淺青,khín-tshenn,khín-chheⁿ,25,True,False,False,False,False,True,False,False,False,False
淺布,tshínn-pòo,tshínn-pò͘,25,True,False,False,False,False,False,True,False,False,False
淡妝,tām-tsng,tām-chng,25,True,False,False,False,False,True,False,False,False,False
漂布,phiò-pòo,phiò-pò͘,25,True,False,False,False,False,False,True,False,False,False
淘汏,tô-thuā,tô-thōa,25,True,False,False,False,False,True,False,False,False,False
腳底,kha-tué,kha-tóe,25,True,True,False,False,False,False,True,False,False,False
淀流,tīnn-lâu,tīⁿ-lâu,25,True,False,False,False,False,False,True,False,False,False
涸旱,khó-huānn,khó-hōaⁿ,25,True,True,False,False,False,False,False,False,False,False
涵孔,âm-khang,âm-khang,25,True,True,False,False,False,False,True,False,False,False
涬乾,tha̍t-ta,tha̍t-ta,25,True,False,False,False,False,False,True,False,False,False
涎垂,nuā-sê,nōa-sê,25,True,True,False,False,False,False,False,False,False,False
港嘴,káng-tshuì,káng-chhùi,25,True,False,False,False,False,True,True,False,False,False
港腳,káng-kha,káng-kha,25,True,False,False,False,False,True,True,False,False,False
渺茫,biáu-bông,biáu-bông,25,True,False,False,False,False,True,True,False,False,False
湊句,tàu-kù,tàu-kù,25,True,True,False,False,False,False,False,False,False,False
滴乾,tih-ta,tih-ta,25,True,False,False,False,False,False,True,False,False,False
滯凋,tè-ta,tè-ta,25,True,False,False,False,False,True,False,False,False,False
滑嘴,ku̍t-tshuì,ku̍t-chhùi,25,True,False,False,False,False,True,True,False,False,False
溴嘴,hiù-tshuì,hiù-chhùi,25,True,False,False,False,False,True,False,False,False,False
溫順,un-sūn,un-sūn,25,True,False,False,False,False,True,False,False,False,False
溪砂,khue-sua,khoe-soa,25,True,False,False,False,False,False,True,False,False,False
溢乳,ik-ni,ek-ni,25,True,True,False,False,False,False,False,False,False,False
溢乳,ik-ling,ek-leng,25,True,True,False,False,False,False,False,False,False,False
準賬,tsún-siàu,chún-siàu,25,True,False,False,False,False,False,True,False,False,False
湳水,lâm-tsuí,lâm-chuí,25,True,True,False,False,False,False,False,False,False,False
湳土,làm-thôo,làm-thô͘,25,True,True,False,False,False,True,False,False,False,False
湠叢,thuànn-tsâng,thòaⁿ-châng,25,True,False,False,True,False,True,False,False,False,False
湊股,tàu-kóo,tàu-kó͘,25,True,True,False,False,False,False,False,False,False,False
湊空,tàu-khang,tàu-khang,25,True,True,False,False,False,False,False,False,False,False
湊孔,tàu-khang,tàu-khang,25,True,True,False,False,False,False,False,False,False,False
腳帛,kha-pe̍h,kha-pe̍h,25,True,True,False,False,False,True,True,False,False,False
虎廚,hóo-tû,hó͘-tû,25,True,False,False,False,False,True,False,False,False,False
腳底,kha-té,kha-té,25,True,True,False,False,False,True,False,False,False,False
雲母,hûn-bú,hûn-bú,25,True,False,False,False,False,False,True,False,False,False
青亮,tshinn-liāng,chhiⁿ-liāng,25,True,False,False,False,False,False,True,False,False,False
靈茨,lîng-tshù,lêng-chhù,25,True,True,False,False,False,False,False,False,False,False
露封,lōo-hong,lō͘-hong,25,True,False,False,False,False,False,True,False,False,False
霞帔,hê-phi,hê-phi,25,True,False,False,False,False,True,False,False,False,False
電母,tiān-bú,tiān-bú,25,True,False,False,False,False,False,True,False,False,False
電土,tiān-thôo,tiān-thô͘,25,True,True,False,False,False,True,True,False,False,False
雲腳,hûn-kha,hûn-kha,25,True,False,False,False,False,False,True,False,False,False
雪青,suat-tshinn,soat-chhiⁿ,25,True,False,False,False,False,False,True,False,False,False
青內,tshinn-lai,chhiⁿ-lai,25,True,False,False,False,False,False,True,False,False,False
雨螺,hōo-lê,hō͘-lê,25,True,False,False,False,False,True,False,False,False,False
雨腳,hōo-kha,hō͘-kha,25,True,False,False,False,False,True,True,False,False,False
雞𩜇,kue-kńg,koe-kńg,25,True,True,False,False,False,False,False,False,False,False
雞𩜇,ke-kńg,ke-kńg,25,True,True,False,False,False,False,False,False,False,False
雞角,kue-kak,koe-kak,25,True,True,False,False,False,False,False,False,False,False
雞角,ke-kak,ke-kak,25,True,True,False,True,False,True,False,False,False,False
雞腳,kue-kha,koe-kha,25,True,False,False,False,False,False,True,False,False,False
青份,sinn-hūn,siⁿ-hūn,25,True,True,False,False,False,False,False,False,False,False
青冷,tshenn-líng,chheⁿ-líng,25,True,True,False,False,False,False,False,False,False,False
青桐,tshinn-tông,chhiⁿ-tông,25,True,False,False,False,True,False,True,False,False,False
青將,tshinn-io,chhiⁿ-io,25,True,False,False,False,False,False,True,False,False,False
青果,tshenn-kó,chheⁿ-kó,25,True,False,False,False,False,True,False,False,False,False
青旗,tshenn-kî,chheⁿ-kî,25,True,False,False,False,False,True,False,False,False,False
青心,tshenn-sim,chheⁿ-sim,25,True,False,False,False,False,True,False,False,False,False
青帽,tshinn-bō,chhiⁿ-bō,25,True,False,False,False,False,False,True,False,False,False
青將,tshinn-ông,chhiⁿ-ông,25,True,False,False,False,False,False,True,False,False,False
青將,tshinn-tsiòng,chhiⁿ-chiòng,25,True,False,False,False,False,False,True,False,False,False
青將,tshinn-kun,chhiⁿ-kun,25,True,False,False,False,False,False,True,False,False,False
青子,tshinn-tsí,chhiⁿ-tsí,25,True,False,False,False,False,False,True,False,False,False
青冷,tshinn-líng,chhiⁿ-líng,25,True,True,False,False,False,False,False,False,False,False
青士,tshinn-sū,chhiⁿ-sū,25,True,False,False,False,False,False,True,False,False,False
青埔,tshinn-poo,chhiⁿ-po͘,25,True,False,False,False,False,False,True,False,False,False
青嘴,tshinn-tshuì,chhiⁿ-chhùi,25,True,False,False,False,False,False,True,False,False,False
青嘴,tshenn-tshuì,chheⁿ-chhùi,25,True,False,False,False,False,True,False,False,False,False
青卒,tshinn-tsut,chhiⁿ-chut,25,True,False,False,False,False,False,True,False,False,False
青包,tshinn-phàu,chhiⁿ-phàu,25,True,False,False,False,False,False,True,False,False,False
青分,sinn-hūn,siⁿ-hūn,25,True,True,False,False,False,False,False,False,False,False
雞腳,ke-kha,ke-kha,25,True,False,False,False,False,True,False,False,False,False
雞稠,kue-tiâu,koe-tiâu,25,True,True,False,False,False,False,False,False,False,False
雞稠,ke-tiâu,ke-tiâu,25,True,True,False,False,False,False,False,False,False,False
限賬,ān-siàu,ān-siàu,25,True,True,False,False,False,False,False,False,False,False
陰蝨,im-sat,im-sat,25,True,False,False,True,False,False,True,False,False,False
陰沉,im-thim,im-thim,25,True,True,False,False,False,False,False,False,False,False
陰杯,im-pue,im-poe,25,True,True,False,False,False,False,True,False,False,False
除外,tî-guā,tî-gōa,25,True,False,False,False,False,True,False,False,False,False
陣腳,tīn-kha,tīn-kha,25,True,False,False,False,False,True,False,False,False,False
陣痛,tīn-thiànn,tīn-thiàⁿ,25,True,False,False,False,False,True,False,False,False,False
