tl,hanzi,frequency,poj
nńg-lio̍h,軟略,25,nńg-lio̍h
nńg-tsiánn,軟茈,25,nńg-chiáⁿ
nńg-tsiam,軟針,25,nńg-chiam
ti̍k-suànn,軸線,25,te̍k-sòaⁿ
khah-kē,較低,25,khah-kē
khah-tōa,較大,25,khah-tōa
khah-hó,較好,25,khah-hó
khah-tshám,較慘,25,khah-chhám
khah-tsá,較早,25,khah-chá
khah-sī,較是,25,khah-sī
khah-tsē,較濟,25,khah-chē
khah-sè,較細,25,khah-sè
khah-kín,較緊,25,khah-kín
khah-iânn,較贏,25,khah-iâⁿ
khah-su,較輸,25,khah-su
tsài-kang,載工,25,chài-kang
tsài-gîn,載銀,25,chài-gîn
tsài-gûn,載銀,25,chài-gûn
tsài-tsînn,載錢,25,chài-chîⁿ
hú-hē,輔系,25,hú-hē
khing-tām,輕淡,25,kheng-tām
khing-kuí,輕軌,25,kheng-kúi
khin-thih,輕鐵,25,khin-thih
khing-tih,輕鐵,25,kheng-tih
lián-pán,輪板,25,lián-pán
lûn-ki,輪機,25,lûn-ki
lûn-pān,輪辦,25,lûn-pān
su-iânn,輸贏,25,su-iâⁿ
liàn-tshn̂g,輾床,25,liàn-chhn̂g
tńg-khì,轉去,25,tńg-khì
tsuán-siá,轉寫,25,choán-siá
tńg-uan,轉彎,25,tńg-oan
tńg-se̍h,轉踅,25,tńg-se̍h
sin-thiú,辛丑,25,sin-thiú
sin-uân,辛烷,25,sin-oân
lua̍h-tshiú,辣手,25,loa̍h-chhiú
lua̍h-tsio,辣椒,25,loa̍h-chio
lua̍h-tsiùnn,辣醬,25,loa̍h-chiùⁿ
sî-nî,辭年,25,sî-nî
sû-luī,辭彙,25,sû-lūi
sî-tû,辭櫥,25,sî-tû
piān-sū,辯士,25,piān-sū
sîn-tshenn,辰星,25,sîn-chheⁿ
lông-sán,農產,25,lông-sán
u-khu,迂拘,25,u-khu
ging-tsiap,迎接,25,geng-chiap
hānn-nî,迒年,25,hāⁿ-nî
huê-lông,迴廊,25,hôe-lông
huê-tn̂g,迴腸,25,hôe-tn̂g
thàng-kng,迵光,25,thàng-kng
thàng-hái,迵海,25,thàng-hái
bê-li̍k,迷力,25,bê-le̍k
bê-in,迷因,25,bê-in
bê-tsiòng,迷眾,25,bê-chiòng
tui-tshuē,追揣,25,tui-chhōe
tui-tshē,追揣,25,tui-chhē
thè-pó,退保,25,thè-pó
thè-tiâu,退潮,25,thè-tiâu
sàng-tiong,送中,25,sàng-tiong
sàng-kū,送舊,25,sàng-kū
sàng-tiānn,送訂,25,sàng-tiāⁿ
gi̍k-kuainn,逆乖,25,ge̍k-koaiⁿ
gi̍k-kháu,逆口,25,ge̍k-kháu
gi̍k-ba̍k,逆目,25,ge̍k-ba̍k
thò-thiu,透抽,25,thò-thiu
thàu-pàng,透放,25,thàu-pàng
thàu-khuì,透氣,25,thàu-khùi
tōo-tiám,逗點,25,tō͘-tiám
tsit-kú,這久,25,chit-kú
tsit-jī,這字,25,chit-jī
tsit-kái,這改,25,chit-kái
tsit-táu,這斗,25,chit-táu
tse-sī,這是,25,che-sī
tsit-sî,這時,25,chit-sî
tsit-huan,這番,25,chit-hoan
tsit-jiah,這跡,25,chit-jiah
thong-kò,通告,25,thong-kò
thong-tháu,通敨,25,thong-tháu
thong-tsuí,通水,25,thong-chúi
thong-kóo,通鼓,25,thong-kó͘
sok-kín,速緊,25,sok-kín
sok-sok,速速,25,sok-sok
liân-ká,連假,25,liân-ká
liân-tsiàn,連戰,25,liân-chiàn
liân-kang,連江,25,liân-kang
liân-suànn,連線,25,liân-sòaⁿ
liâm-pinn,連鞭,25,liâm-piⁿ
sūi-tshiong,遂昌,25,sūi-chhiong
iû-bîn,遊眠,25,iû-bîn
iû-sîn,遊神,25,iû-sîn
iû-sńg,遊耍,25,iû-sńg
iû-tsûn,遊船,25,iû-chûn
ùn-tsiàng,運將,25,ùn-chiàng
piàn-thé,遍體,25,piàn-thé
kuè-uī,過位,25,kòe-ūi
kuè-sûn,過巡,25,kòe-sûn
kuè-tsiânn,過成,25,kòe-chiâⁿ
kè-tsiânn,過成,25,kè-chiâⁿ
kèr-tsiânn,過成,25,kèr-chiâⁿ
kuè-tàu,過晝,25,kòe-tàu
kuè-giàn,過癮,25,kòe-giàn
kuè-liâu,過聊,25,kòe-liâu
kuè-bi̍t,過蜜,25,kòe-bi̍t
kè-bi̍t,過蜜,25,kè-bi̍t
kuè-im,過音,25,kòe-im
kuè-gia̍h,過額,25,kòe-gia̍h
kuè-hong,過風,25,kòe-hong
at-tsè,遏制,25,at-chè
at-tsì,遏制,25,at-chì
at-ám,遏泔,25,at-ám
tō-kin,道筋,25,tō-kin
tō-kirn,道筋,25,tō-kirn
tō-kun,道筋,25,tō-kun
tō-tiúnn,道長,25,tō-tiúⁿ
tō-kuán,道館,25,tō-koán
uî-ke̍h,違扴,25,ûi-ke̍h
ia̋u-khóng,遙控,25,iău-khóng
iâu-khòng,遙控,25,iâu-khòng
iâu-suàn,遙算,25,iâu-soàn
iâu-sǹg,遙算,25,iâu-sǹg
liù-bō,遛帽,25,liù-bō
liù-tshiú,遛手,25,liù-chhiú
hn̄g-pîng,遠爿,25,hn̄g-pêng
hn̄g-khuànn,遠看,25,hn̄g-khòaⁿ
hn̄g-tuan,遠端,25,hn̄g-toan
uán-kī,遠距,25,oán-kī
uán-kū,遠距,25,oán-kū
tsiah-tsē,遮濟,25,chiah-chē
tsiah-nī,遮爾,25,chiah-nī
jia-muâ,遮瞞,25,jia-môa
lia-muâ,遮瞞,25,lia-môa
tsia-tsia̍h,遮食,25,chia-chia̍h
tsiah-gâu,遮𠢕,25,chiah-gâu
tî-khik,遲刻,25,tî-khek
suán-kóo,選股,25,soán-kó͘
suán-kak,選角,25,soán-kak
suán-iânn,選贏,25,soán-iâⁿ
uî-hâi,遺骸,25,ûi-hâi
pī-īn,避孕,25,pī-īn
pī-ūn,避孕,25,pī-ūn
phiah-tsáu,避走,25,phiah-cháu
huân-tsāi,還在,25,hoân-chāi
lô-tsik,邏則,25,lô-chek
ná-pà,那霸,25,ná-pà
pang-tiúnn,邦長,25,pang-tiúⁿ
siâ-kàu,邪教,25,siâ-kàu
siâ-khì,邪氣,25,siâ-khì
siâ-suī,邪祟,25,siâ-sūi
siō-bú,邵武,25,siō-bú
puē-hong,邶風,25,pōe-hong
tí-hā,邸下,25,tí-hā
iû-tsûn,郵船,25,iû-chûn
iû-lûn,郵輪,25,iû-lûn
too-king,都更,25,to͘-keng
too-luân,都鑾,25,to͘-loân
hiong-guān,鄉愿,25,hiong-goān
hing-tshun,鄉村,25,heng-chhun
iông-hong,鄘風,25,iông-hong
phí-lî,鄙厘,25,phí-lî
phí-lián,鄙臉,25,phí-lián
gûn-tsiu,鄞州,25,gûn-chiu
tēnn-sim,鄭森,25,tēⁿ-sim
tēnn-king,鄭經,25,tēⁿ-keng
tīng-hong,鄭風,25,tēng-hong
phuè-tshin,配親,25,phòe-chhin
tsiú-khong,酒悾,25,chiú-khong
tsiú-pôo,酒酺,25,chiú-pô͘
tsiú-kà,酒駕,25,chiú-kà
tsiú-sái,酒駛,25,chiú-sái
soo-io,酥腰,25,so͘-io
suan-bîn,酸民,25,soan-bîn
sàng-sòo,酸素,25,sàng-sò͘
tsuì-sái,醉駛,25,chùi-sái
tshòo-sng,醋酸,25,chhò͘-sng
i-kuán,醫館,25,i-koán
sik-jī,釋字,25,sek-jī
tāng-lāi,重利,25,tāng-lāi
tîng-tânn,重耽,25,têng-tâⁿ
tāng-hùn,重訓,25,tāng-hùn
tāng-im,重音,25,tāng-im
iá-iàn,野宴,25,iá-iàn
iá-liân,野蓮,25,iá-liân
liōng-tsú,量子,25,liōng-chú
liōng-tsá,量早,25,liōng-chá
kim-kong,金剛,25,kim-kong
kim-tshuì,金喙,25,kim-chhùi
kim-tsun,金尊,25,kim-chun
kim-tang,金東,25,kim-tang
kim-oo,金烏,25,kim-o͘
kim-gán,金眼,25,kim-gán
kim-ní,金耳,25,kim-ní
kim-suan,金萱,25,kim-soan
kim-kha,金跤,25,kim-kha
kim-bīn,金面,25,kim-bīn
kim-uann,金鞍,25,kim-oaⁿ
tìng-iâm,釘鹽,25,tèng-iâm
tsiam-iû,針油,25,chiam-iû
tsiam-uī,針蝟,25,chiam-ūi
tūn-tshī,鈍市,25,tūn-chhī
kah-sòo,鉀素,25,kah-sò͘
iân-pit,鉛筆,25,iân-pit
iân-tsînn,鉛錢,25,iân-chîⁿ
kau-kóo,鉤股,25,kau-kó͘
kau-kau,鉤鉤,25,kau-kau
ka-tôo,鉸圖,25,ka-tô͘
gîn-liú,銀柳,25,gîn-liú
gîn-kin,銀根,25,gîn-kin
gîn-hô,銀河,25,gîn-hô
gîrn-hô,銀河,25,gîrn-hô
gûn-hô,銀河,25,gûn-hô
gîn-khòng,銀礦,25,gîn-khòng
gûn-khòng,銀礦,25,gûn-khòng
gîn-kho,銀顆,25,gîn-kho
tshìng-tshiunn,銃槍,25,chhèng-chhiuⁿ
tâng-sián,銅仙,25,tâng-sián
tâng-sian,銅鉎,25,tâng-sian
tsn̂g-sū,銓敘,25,chn̂g-sū
thû-kut,鋤骨,25,thû-kut
mê-kak,鋩角,25,mê-kak
phoo-bûn,鋪文,25,pho͘-bûn
phoo-bāng,鋪網,25,pho͘-bāng
kǹg-pán,鋼板,25,kǹg-pán
tsînn-tuann,錢單,25,chîⁿ-toaⁿ
tsînn-pún,錢本,25,chîⁿ-pún
tsînn-kin,錢根,25,chîⁿ-kin
tsînn-pue,錢桮,25,chîⁿ-poe
tsînn-phiò,錢票,25,chîⁿ-phiò
tsînn-tâng,錢筒,25,chîⁿ-tâng
gím-tsuâ,錦蛇,25,gím-chôa
kím-tsuâ,錦蛇,25,kím-chôa
siah-khì,錫器,25,siah-khì
sik-khòng,錫礦,25,sek-khòng
ko-sio,鍋燒,25,ko-sio
e-kuà,鍋蓋,25,e-kòa
er-kuà,鍋蓋,25,er-kòa
ue-kuà,鍋蓋,25,oe-kòa
tshiah-pe,鍘扒,25,chhiah-pe
tshiah-thôo,鍤塗,25,chhiah-thô͘
kiān-gí,鍵語,25,kiān-gí
kiān-gú,鍵語,25,kiān-gú
só-âu,鎖喉,25,só-âu
tìn-uī,鎮位,25,tìn-ūi
tìn-tshenn,鎮星,25,tìn-chheⁿ
tìn-hái,鎮海,25,tìn-hái
tìn-lōo,鎮路,25,tìn-lō͘
tsām-jī,鏨字,25,chām-jī
tsām-lōo,鏨路,25,chām-lō͘
tsing-siann,鐘聲,25,cheng-siaⁿ
tsing-hiáng,鐘響,25,cheng-hiáng
liâm-to,鐮刀,25,liâm-to
thih-nn̄g,鐵卵,25,thih-nn̄g
thih-bō,鐵帽,25,thih-bō
thih-tuânn,鐵彈,25,thih-tôaⁿ
thih-tá,鐵打,25,thih-tá
thih-kiāu,鐵撬,25,thih-kiāu
thih-ki,鐵支,25,thih-ki
thih-kái,鐵改,25,thih-kái
thih-tâng,鐵胴,25,thih-tâng
thih-tah,鐵貼,25,thih-tah
tsù-jī,鑄字,25,chù-jī
siak-phānn,鑠奅,25,siak-phāⁿ
siak-pha,鑠葩,25,siak-pha
lù-á,鑢仔,25,lù-á
lù-khah,鑢卡,25,lù-khah
lù-sian,鑢鉎,25,lù-sian
siunn-kînn,鑲墘,25,siuⁿ-kîⁿ
siunn-pinn,鑲邊,25,siuⁿ-piⁿ
tsha̍k-ba̍k,鑿目,25,chha̍k-ba̍k
tsha̍k-tsha̍k,鑿鑿,25,chha̍k-chha̍k
tsha̍k-lān,鑿𡳞,25,chha̍k-lān
tiông-kî,長奇,25,tiông-kî
tiâng-kenn,長庚,25,tiâng-keⁿ
tiâng-kinn,長庚,25,tiâng-kiⁿ
tiông-kenn,長庚,25,tiông-keⁿ
tiông-kinn,長庚,25,tiông-kiⁿ
tsiáng-tsì,長志,25,chiáng-chì
tiông-lo̍k,長樂,25,tiông-lo̍k
tiông-ting,長汀,25,tiông-teng
tiông-thuà,長泰,25,tiông-thòa
tn̂g-tsiàu,長照,25,tn̂g-chiàu
tiông-hing,長興,25,tiông-heng
tn̂g-tsuā,長逝,25,tn̂g-chōa
tiông-huat,長髮,25,tiông-hoat
mn̂g-tsiòng,門將,25,mn̂g-chiòng
mn̂g-tú,門拄,25,mn̂g-tú
mn̂g-tshuah,門掣,25,mn̂g-chhoah
bûn-phài,門派,25,bûn-phài
mn̂g-phài,門派,25,mn̂g-phài
muî-gê,門牙,25,mûi-gê
mn̂g-khí,門齒,25,mn̂g-khí
siám-tann,閃擔,25,siám-taⁿ
siám-sih,閃爍,25,siám-sih
siám-hiān,閃現,25,siám-hiān
siám-tio̍h,閃著,25,siám-tio̍h
siám-khui,閃開,25,siám-khui
pì-sù,閉思,25,pì-sù
khui-á,開仔,25,khui-á
khui-hiàng,開向,25,khui-hiàng
khui-hòng,開放,25,khui-hòng
khai-thài,開泰,25,khai-thài
khai-guân,開源,25,khai-goân
khui-hing,開胸,25,khui-heng
jūn-bió,閏秒,25,jūn-bió
kàinn-tn̄g,間斷,25,kàiⁿ-tn̄g
kàn-tn̄g,間斷,25,kàn-tn̄g
king-keh,間格,25,keng-keh
kàinn-sik,間色,25,kàiⁿ-sek
kàinn-tsuā,間逝,25,kàiⁿ-chōa
tsa̍h-uá,閘倚,25,cha̍h-óa
tsa̍h-tôo,閘圖,25,cha̍h-tô͘
tsa̍h-tn̄g,閘斷,25,cha̍h-tn̄g
tsa̍h-tsuí,閘水,25,cha̍h-chúi
koh-khah,閣較,25,koh-khah
bân-hâu,閩侯,25,bân-hâu
bân-tshing,閩清,25,bân-chheng
bân-gí,閩語,25,bân-gí
bân-ua̍t,閩越,25,bân-oa̍t
làng-káng,閬港,25,làng-káng
làng-liâu,閬蹘,25,làng-liâu
lòng-lòng,閬閬,25,lòng-lòng
làng-hûn,閬雲,25,làng-hûn
làng-hong,閬風,25,làng-hong
kha̍h-bông,闔雺,25,kha̍h-bông
kuan-to,關刀,25,koan-to
kuan-sòo,關數,25,koan-sò͘
kuainn-mn̂g,關門,25,koaiⁿ-mn̂g
kuinn-muî,關門,25,kuiⁿ-mûi
gún-pâ,阮爸,25,gún-pâ
guán-ang,阮翁,25,goán-ang
gún-ang,阮翁,25,gún-ang
hông-pha̍k,防曝,25,hông-pha̍k
a-ióng,阿勇,25,a-ióng
a-thài,阿太,25,a-thài
a-tsé,阿姊,25,a-ché
a-tsí,阿姊,25,a-chí
a-the̍h,阿宅,25,a-the̍h
a-la,阿拉,25,a-la
a-bîng,阿明,25,a-bêng
a-bān,阿曼,25,a-bān
a-siā,阿舍,25,a-siā
a-se,阿西,25,a-se
hù-tio̍k,附著,25,hù-tio̍k
hù-môo,附魔,25,hù-mô͘
siám-sai,陝西,25,siám-sai
tû-sip,除溼,25,tû-sip
tîr-tsháu,除草,25,tîr-chháu
im-jī,陰字,25,im-jī
im-sìng,陰性,25,im-sèng
im-pue,陰桮,25,im-poe
im-ki̍k,陰極,25,im-ke̍k
im-tûn,陰脣,25,im-tûn
im-sat,陰蝨,25,im-sat
im-tiān,陰電,25,im-tiān
im-thim,陰鴆,25,im-thim
tân-iâu,陳瑤,25,tân-iâu
tân-îng,陳瑩,25,tân-êng
tân-kiok,陳菊,25,tân-kiok
tân-síng,陳誠,25,tân-séng
tân-hik,陳赫,25,tân-hek
tân-tsìn,陳進,25,tân-chìn
tîn-hong,陳風,25,tîn-hong
hām-bîn,陷眠,25,hām-bîn
hām-puî,陷肥,25,hām-pûi
hām-tshài,陷菜,25,hām-chhài
lio̍k-ping,陸兵,25,lio̍k-peng
lio̍k-thê,陸提,25,lio̍k-thê
lio̍k-ku,陸龜,25,lio̍k-ku
iông-jī,陽字,25,iông-jī
iông-tiān,陽電,25,iông-tiān
kai-sîng,階乘,25,kai-sêng
keh-tang,隔冬,25,keh-tang
keh-king,隔宮,25,keh-keng
keh-khang,隔空,25,keh-khang
keh-hō,隔號,25,keh-hō
suî-lâi,隨來,25,sûi-lâi
suî-pī,隨備,25,sûi-pī
suî-tiān,隨電,25,sûi-tiān
hiám-eh,險厄,25,hiám-eh
hiám-lān,險難,25,hiám-lān
ún-khǹg,隱囥,25,ún-khǹg
ín-hîng,隱形,25,ín-hêng
ún-hîng,隱形,25,ún-hêng
ún-ku,隱痀,25,ún-ku
ún-muâ,隱瞞,25,ún-môa
ngá-tián,雅典,25,ngá-tián
tsi̍p-uá,集倚,25,chi̍p-óa
tsi̍p-bí,集美,25,chi̍p-bí
iong-tsìng,雍正,25,iong-chèng
siang-tsú,雙子,25,siang-chú
siang-iân,雙沿,25,siang-iân
siang-hî,雙魚,25,siang-hî
tsa̍p-tshap,雜插,25,cha̍p-chhap
tsa̍p-thâu,雜頭,25,cha̍p-thâu
tsa̍p-hî,雜魚,25,cha̍p-hî
tsa̍p-hû,雜魚,25,cha̍p-hû
ke-nuī,雞卵,25,ke-nūi
kere-nňg,雞卵,25,kere-nňg
kue-nuī,雞卵,25,koe-nūi
kue-nňg,雞卵,25,koe-nňg
ke-thî,雞啼,25,ke-thî
ke-khuài,雞塊,25,ke-khoài
ke-tsáinn,雞指,25,ke-cháiⁿ
ke-thng,雞湯,25,ke-thng
ke-ba̍k,雞目,25,ke-ba̍k
ke-tsng,雞磚,25,ke-chng
ke-si̍t,雞翼,25,ke-si̍t
kue-si̍t,雞翼,25,koe-si̍t
kue-kiān,雞胗,25,koe-kiān
ke-kak,雞角,25,ke-kak
ke-tāu,雞豆,25,ke-tāu
ke-ná,雞那,25,ke-ná
lī-tû,離櫥,25,lī-tû
lī-liâu,離療,25,lī-liâu
lî-king,離經,25,lî-keng
lī-tuê,離題,25,lī-tôe
lī-tê,離題,25,lī-tê
lân-uî,難為,25,lân-ûi
hōo-bō,雨帽,25,hō͘-bō
hōo-tsênn,雨晴,25,hō͘-chêⁿ
hōo-tsînn,雨晴,25,hō͘-chîⁿ
í-suí,雨水,25,í-súi
hōo-sîn,雨神,25,hō͘-sîn
hōo-tsām,雨站,25,hō͘-chām
hōo-le̍h,雨笠,25,hō͘-le̍h
hōo-lue̍h,雨笠,25,hō͘-loe̍h
seh-bō,雪帽,25,seh-bō
suat-muê,雪梅,25,soat-môe
seh-hue,雪花,25,seh-hoe
hûn-thun,雲吞,25,hûn-thun
hûn-hô,雲和,25,hûn-hô
hûn-íng,雲湧,25,hûn-éng
hûn-tsio̍h,雲石,25,hûn-chio̍h
hûn-tuan,雲端,25,hûn-toan
hûn-sio,雲霄,25,hûn-sio
hûn-tíng,雲頂,25,hûn-téng
luî-khu,雷丘,25,lûi-khu
luî-tsiáu,雷鳥,25,lûi-chiáu
bông-ian,雺煙,25,bông-ian
bông-bū,雺霧,25,bông-bū
bông-lōo,雺露,25,bông-lō͘
tiān-hi̍k,電域,25,tiān-he̍k
tiān-tiônn,電場,25,tiān-tiôⁿ
tiān-tiûnn,電場,25,tiān-tiûⁿ
tiān-tsí,電子,25,tiān-chí
tian-iông,電容,25,tian-iông
tiān-hôo,電弧,25,tiān-hô͘
tiān-sàu,電掃,25,tiān-sàu
tiān-sam,電杉,25,tiān-sam
tiān-hér,電火,25,tiān-hér
tiān-lôo,電爐,25,tiān-lô͘
tiān-khîm,電琴,25,tiān-khîm
tiān-kài,電界,25,tiān-kài
tiān-pōng,電磅,25,tiān-pōng
tiān-tshìn,電秤,25,tiān-chhìn
tiān-tâng,電筒,25,tiān-tâng
tiān-hì,電肺,25,tiān-hì
tiān-hun,電薰,25,tiān-hun
tiān-io̍k,電藥,25,tiān-io̍k
tiān-tsǹg,電鑽,25,tiān-chǹg
tiān-im,電音,25,tiān-im
tiān-huat,電髮,25,tiān-hoat
tiān-ku,電龜,25,tiān-ku
tsìn-tōo,震度,25,chìn-tō͘
hok-luān,霍亂,25,hok-loān
gê-hông,霓虹,25,gê-hông
sng-á,霜仔,25,sng-á
sng-tàng,霜凍,25,sng-tàng
hâ-phóo,霞浦,25,hâ-phó͘
bū-pho,霧泡,25,bū-pho
bū-bū,霧霧,25,bū-bū
bū-bâi,霧霾,25,bū-bâi
lōo-phâng,露篷,25,lō͘-phâng
pà-lîng,霸凌,25,pà-lêng
phik-li̍k,霹靂,25,phek-le̍k
tshing-tiân,青田,25,chheng-tiân
tshenn-hue,青花,25,chheⁿ-hoe
tshinn-hue,青花,25,chhiⁿ-hoe
tshinn-hui,青飛,25,chhiⁿ-hui
tshing-niáu,青鳥,25,chheng-niáu
tiān-sik,靛色,25,tiān-sek
tuīnn-sik,靛色,25,tūiⁿ-sek
hui-è,非裔,25,hui-è
bīn-tsheh,面冊,25,bīn-chheh
bīn-siān,面善,25,bīn-siān
bīn-phè,面帕,25,bīn-phè
bīn-tsir,面書,25,bīn-chir
bīn-tsu,面書,25,bīn-chu
bīn-pang,面枋,25,bīn-pang
bīn-kôo,面糊,25,bīn-kô͘
bīn-tshiunn,面腔,25,bīn-chhiuⁿ
bīn-phóo,面譜,25,bīn-phó͘
kik-tshut,革出,25,kek-chhut
kik-tio̍k,革逐,25,kek-tio̍k
hia-kóng,靴管,25,hia-kóng
pé-lām,靶艦,25,pé-lām
jīm-tài,韌帶,25,jīm-tài
jūn-thé,韌體,25,jūn-thé
hân-jī,韓字,25,hân-jī
hân-jú,韓愈,25,hân-jú
hân-bûn,韓文,25,hân-bûn
im-guân,音元,25,im-goân
im-tsí,音子,25,im-chí
im-piau,音標,25,im-piau
im-siann,音聲,25,im-siaⁿ
im-piàn,音變,25,im-piàn
im-tsa̍h,音閘,25,im-cha̍h
ūn-bué,韻尾,25,ūn-bóe
ūn-bó,韻母,25,ūn-bó
ūn-bú,韻母,25,ūn-bú
ūn-lô,韻鑼,25,ūn-lô
hióng-pán,響板,25,hióng-pán
hiáng-thàu,響透,25,hiáng-thàu
ia̍h-bīn,頁面,25,ia̍h-bīn
tíng-huê,頂回,25,téng-hôe
tíng-pang,頂幫,25,téng-pang
tíng-kái,頂改,25,téng-kái
tíng-iân,頂沿,25,téng-iân
tíng-liû,頂流,25,téng-liû
tíng-pîng,頂爿,25,téng-pêng
tíng-khuànn,頂看,25,téng-khòaⁿ
tíng-tuan,頂端,25,téng-toan
tíng-tûn,頂脣,25,téng-tûn
tíng-sī,頂視,25,téng-sī
sūn-tshiong,順昌,25,sūn-chhiong
sīn-pue,順桮,25,sīn-poe
sūn-pōo,順步,25,sūn-pō͘
tùn-tsénn,頓井,25,tùn-chéⁿ
tùn-tsínn,頓井,25,tùn-chíⁿ
tǹg-ìn,頓印,25,tǹg-ìn
tùn-tsuí,頓水,25,tùn-chúi
tùn-bu̍t,頓物,25,tùn-bu̍t
tǹg-hing,頓胸,25,tǹg-heng
tùn-siú,頓首,25,tùn-siú
tàm-thâu,頕頭,25,tàm-thâu
tìm-thâu,頕頭,25,tìm-thâu
tòm-thâu,頕頭,25,tòm-thâu
niá-tsînn,領錢,25,niá-chîⁿ
thâu-lâng,頭人,25,thâu-lâng
thâu-tshuì,頭喙,25,thâu-chhùi
thâu-tiûnn,頭場,25,thâu-tiûⁿ
thâu-jí,頭子,25,thâu-jí
thâu-tshùn,頭寸,25,thâu-chhùn
thâu-bué,頭尾,25,thâu-bóe
thâu-ok,頭屋,25,thâu-ok
thâu-kang,頭工,25,thâu-kang
thâu-tsiap,頭接,25,thâu-chiap
thâu-tshah,頭插,25,thâu-chhah
thâu-thuî,頭槌,25,thâu-thûi
thâu-khak,頭殼,25,thâu-khak
thâu-tsióng,頭獎,25,thâu-chióng
thâu-puânn,頭盤,25,thâu-pôaⁿ
thâu-hîn,頭眩,25,thâu-hîn
thâu-tuè,頭綴,25,thâu-tòe
thâu-hâm,頭銜,25,thâu-hâm
thâu-ia̍h,頭頁,25,thâu-ia̍h
thâu-hiunn,頭香,25,thâu-hiuⁿ
ām-khoo,頷箍,25,ām-kho͘
ām-kún,頷頸,25,ām-kún
kíng-tsui,頸椎,25,kéng-chui
tuê-iân,題緣,25,tôe-iân
hia̍h-á,額仔,25,hia̍h-á
hia̍h-tsiánn,額𩟗,25,hia̍h-chiáⁿ
gân-huê,顏回,25,gân-hôe
gân-tì,顏智,25,gân-tì
tshuan-hiok,顓頊,25,chhoan-hiok
lūi-pia̍t,類別,25,lūi-pia̍t
kòo-bōng,顧墓,25,kò͘-bōng
kòo-lōo,顧路,25,kò͘-lō͘
tsùn-im,顫音,25,chùn-im
hiánn-tiûnn,顯場,25,hiáⁿ-tiûⁿ
jiap-kut,顳骨,25,jiap-kut
hong-thuân,風傳,25,hong-thoân
hong-tiām,風恬,25,hong-tiām
hong-tháng,風桶,25,hong-tháng
hong-suí,風水,25,hong-súi
hong-tiau,風潮,25,hong-tiau
hong-kiû,風球,25,hong-kiû
hong-huān,風範,25,hong-hoān
hong-seh,風說,25,hong-seh
hong-suat,風說,25,hong-soat
hong-siōng,風象,25,hong-siōng
thai-hong,颱風,25,thai-hong
phiau-phiat,飄撇,25,phiau-phiat
phiau-liông,飆龍,25,phiau-liông
hui-kuann,飛官,25,hui-koaⁿ
hui-puânn,飛盤,25,hui-pôaⁿ
pue-puânn,飛盤,25,poe-pôaⁿ
pue-tsuâ,飛蛇,25,poe-chôa
hui-lûn,飛輪,25,hui-lûn
tsia̍h-lâng,食人,25,chia̍h-lâng
tsia̍h-thau,食偷,25,chia̍h-thau
si̍t-tn̂g,食堂,25,si̍t-tn̂g
tsia̍h-thôo,食塗,25,chia̍h-thô͘
tsia̍h-liâng,食涼,25,chia̍h-liâng
tsia̍h-lôo,食爐,25,chia̍h-lô͘
tsia̍h-ba̍k,食目,25,chia̍h-ba̍k
tsia̍h-kué,食粿,25,chia̍h-kóe
tsia̍h-hun,食薰,25,chia̍h-hun
tsia̍h-io̍h,食藥,25,chia̍h-io̍h
tsia̍h-tiān,食電,25,chia̍h-tiān
tsia̍h-hong,食風,25,chia̍h-hong
tsia̍h-kinn,食鹼,25,chia̍h-kiⁿ
tsia̍h-mī,食麵,25,chia̍h-mī
pn̄g-ta,飯焦,25,pn̄g-ta
pn̄g-tsian,飯煎,25,pn̄g-chian
tshī-tsuí,飼水,25,chhī-chúi
tshī-tshìng,飼銃,25,chhī-chhèng
pá-înn,飽圓,25,pá-îⁿ
pá-lâu,飽流,25,pá-lâu
piánn-tshuì,餅碎,25,piáⁿ-chhùi
piánn-hu,餅麩,25,piáⁿ-hu
piánn-kauh,餅𩛩,25,piáⁿ-kauh
û-iâu,餘姚,25,û-iâu
î-un,餘溫,25,î-un
û-un,餘溫,25,û-un
î-tsiòng,餘眾,25,î-chiòng
û-tsiòng,餘眾,25,û-chiòng
kuán-tsàn,館棧,25,koán-chàn
tho-thiat,饕餮,25,tho-thiat
sâi-tshuì,饞喙,25,sâi-chhùi
sâi-tsia̍h,饞食,25,sâi-chia̍h
siú-ní,首爾,25,siú-ní
hionn-hué,香火,25,hioⁿ-hóe
hionn-hé,香火,25,hioⁿ-hé
bé-nn̄g,馬卵,25,bé-nn̄g
má-bué,馬尾,25,má-bóe
bé-tsháu,馬草,25,bé-chháu
má-sài,馬賽,25,má-sài
pok-jī,駁二,25,pok-jī
poh-tshuì,駁喙,25,poh-chhùi
poh-huānn,駁岸,25,poh-hōaⁿ
poh-khàm,駁崁,25,poh-khàm
tū-tsuí,駐水,25,tū-chúi
tū-iâm,駐鹽,25,tū-iâm
gâi-tsînn,騃錢,25,gâi-chîⁿ
khiâ-íng,騎湧,25,khiâ-éng
phiàn-tshuì,騙喙,25,phiàn-chhùi
phiàn-tsia̍h,騙食,25,phiàn-chia̍h
so-jiáu,騷擾,25,so-jiáu
khu-sài,驅使,25,khu-sài
khu-tio̍k,驅逐,25,khu-tio̍k
kiau-thâu,驕頭,25,kiau-thâu
kiann-sè,驚世,25,kiaⁿ-sè
king-hí,驚喜,25,keng-hí
