tl,hanzi,frequency,poj
lāi-hio̍h-kha,鴟鴞跤,16,lāi-hio̍h-kha
lāi-hio̍h-ing,鴟鴞鷹,16,lāi-hio̍h-eng
ah-bî-á,鴨咪仔,16,ah-bî-á
ah-tshuì-siù,鴨喙獸,16,ah-chhùi-siù
ah-thôo-tsu,鴨塗珠,16,ah-thô͘-chu
ah-bó-á,鴨母仔,16,ah-bó-á
ah-bó-siû,鴨母泅,16,ah-bó-siû
ah-bó-ông,鴨母王,16,ah-bó-ông
ah-li̍k-sik,鴨綠色,16,ah-le̍k-sek
gô-mn̂g-kiû,鵝毛球,16,gô-mn̂g-kiû
giâ-kóng-á,鵝管仔,16,giâ-kóng-á
gô-kóng-á,鵝管仔,16,gô-kóng-á
ing-ko-hî,鸚哥魚,16,eng-ko-hî
kiâm-nn̄g-jîn,鹹卵仁,16,kiâm-nn̄g-jîn
kiâm-thôo-tāu,鹹塗豆,16,kiâm-thô͘-tāu
kiâm-tuh-tuh,鹹拄拄,16,kiâm-tuh-tuh
kiâm-muê-á,鹹梅仔,16,kiâm-môe-á
kiâm-sí-sí,鹹死死,16,kiâm-sí-sí
kiâm-khok-khok,鹹硞硞,16,kiâm-khok-khok
kiâm-tok-tok,鹹篤篤,16,kiâm-tok-tok
kiâm-tshài-pênn,鹹菜棚,16,kiâm-chhài-pêⁿ
kiâm-koh-siap,鹹閣澀,16,kiâm-koh-siap
kiâm-liân-hî,鹹鰱魚,16,kiâm-liân-hî
kiâm-liân-hû,鹹鰱魚,16,kiâm-liân-hû
iâm-sng-á,鹽桑仔,16,iâm-sng-á
iâm-sng-tsháu,鹽酸草,16,iâm-sng-chháu
lo̍k-á-káng,鹿仔港,16,lo̍k-á-káng
lo̍k-kak-sian,鹿角仙,16,lo̍k-kak-sian
lo̍k-kak-ku,鹿角龜,16,lo̍k-kak-ku
lo̍k-muâ-sán,鹿麻產,16,lo̍k-môa-sán
be̍h-á-kak,麥仔角,16,be̍h-á-kak
be̍h-tang-lô,麥當勞,16,be̍h-tang-lô
be̍h-tng-lô,麥當勞,16,be̍h-tng-lô
be̍h-tong-lô,麥當勞,16,be̍h-tong-lô
bi̍k-tong-lô,麥當勞,16,be̍k-tong-lô
be̍h-ta̍t-lōo,麥達路,16,be̍h-ta̍t-lō͘
hu-ling-kah,麩奶甲,16,hu-leng-kah
pháng-kuah-pau,麭割包,16,pháng-koah-pau
pháng-tsâi-hâng,麭材行,16,pháng-châi-hâng
mī-hún-tshiúnn,麵粉廠,16,mī-hún-chhiúⁿ
mī-hún-kué,麵粉粿,16,mī-hún-kóe
mī-hún-ké,麵粉粿,16,mī-hún-ké
mī-hún-kér,麵粉粿,16,mī-hún-kér
muâ-jî-á,麻兒仔,16,môa-jî-á
muâ-hn̂g-liâu,麻園寮,16,môa-hn̂g-liâu
muâ-siáu-ong,麻少翁,16,môa-siáu-ong
muâ-tsî-kak,麻糍角,16,môa-chî-kak
muâ-láu-lāu,麻荖漏,16,môa-láu-lāu
bâ-hiam-ko,麻薟鍋,16,bâ-hiam-ko
bâ-tsuì-kho,麻醉科,16,bâ-chùi-kho
muâ-tsiùnn-mī,麻醬麵,16,môa-chiùⁿ-mī
n̂g-pik-lô,黃伯勞,16,n̂g-pek-lô
n̂g-tsùn-tiat,黃俊哲,16,n̂g-chùn-tiat
n̂g-sìn-kài,黃信介,16,n̂g-sìn-kài
n̂g-kok-tshiong,黃國昌,16,n̂g-kok-chhiong
uînn-ui-tîng,黃威廷,16,ûiⁿ-ui-têng
n̂g-huánn-huánn,黃幻幻,16,n̂g-hóaⁿ-hóaⁿ
n̂g-gû-phiò,黃牛票,16,n̂g-gû-phiò
n̂g-tsng-tshí,黃磚鼠,16,n̂g-chng-chhí
n̂g-io-phang,黃腰蜂,16,n̂g-io-phang
n̂g-ior-phang,黃腰蜂,16,n̂g-ior-phang
n̂g-hio̍h-bâ,黃葉猫,16,n̂g-hio̍h-bâ
n̂g-la̍h-á,黃蠟仔,16,n̂g-la̍h-á
n̂g-kha-á,黃跤仔,16,n̂g-kha-á
n̂g-kim-hōo,黃金雨,16,n̂g-kim-hō͘
n̂g-niá-tsuâ,黃領蛇,16,n̂g-niá-chôa
liâm-jī-tsuá,黏字紙,16,liâm-jī-chóa
liâm-moo-tuà,黏毛帶,16,liâm-mo͘-tòa
oo-kńg-ná,黑管仔,16,o͘-kńg-ná
hik-liông-kang,黑龍江,16,hek-liông-kang
bi̍k-bi̍t-kuân,默密權,16,be̍k-bi̍t-koân
thuh-sái-kuann,黜屎官,16,thuh-sái-koaⁿ
tám-á-ka,點仔膠,16,tám-á-ka
tiám-puànn-tsing,點半鐘,16,tiám-pòaⁿ-cheng
tiám-kuá-á,點寡仔,16,tiám-kóa-á
tiám-sim-tànn,點心擔,16,tiám-sim-tàⁿ
tiám-khòng-pit,點控筆,16,tiám-khòng-pit
tiám-sòo-phìnn,點數片,16,tiám-sò͘-phìⁿ
tiám-hué-ki,點火機,16,tiám-hóe-ki
tiám-ting-iú,點燈酉,16,tiám-teng-iú
tiám-tiān-hué,點電火,16,tiám-tiān-hóe
tiám-bé-tuê,點馬蹄,16,tiám-bé-tôe
tiám-bé-tê,點馬蹄,16,tiám-bé-tê
tiám-tiám-tsin,點點真,16,tiám-tiám-chin
tiám-tiám-kim,點點金,16,tiám-tiám-kim
tiánn-khàm-tiánn,鼎崁鼎,16,tiáⁿ-khàm-tiáⁿ
tiánn-pinn-liâm,鼎邊黏,16,tiáⁿ-piⁿ-liâm
kóo-á-ting,鼓仔燈,16,kó͘-á-teng
kóo-tshue-hue,鼓吹花,16,kó͘-chhoe-hoe
kóo-tshue-tsháu,鼓吹草,16,kó͘-chhoe-chháu
kóo-tiān-uē,鼓電話,16,kó͘-tiān-ōe
tshú-bué-tsó,鼠尾藻,16,chhú-bóe-chó
tshí-bué-hong,鼠尾風,16,chhí-bóe-hong
bùn-tshân-ti,鼢田豬,16,bùn-chhân-ti
bùn-pōng-khang,鼢磅空,16,bùn-pōng-khang
phīnn-tiong-keh,鼻中隔,16,phīⁿ-tiong-keh
phīnn-tok-tok,鼻啄啄,16,phīⁿ-tok-tok
phīnn-lok-kóng,鼻橐管,16,phīⁿ-lok-kóng
phīnn-tsuí-lâu,鼻水流,16,phīⁿ-chúi-lâu
phīnn-lâu-hueh,鼻流血,16,phīⁿ-lâu-hoeh
phīnn-lâu-huih,鼻流血,16,phīⁿ-lâu-huih
phīnn-luī-kóng,鼻淚管,16,phīⁿ-lūi-kóng
phīnn-khang-tsiūnn,鼻空癢,16,phīⁿ-khang-chiūⁿ
phīnn-khang-khut,鼻空窟,16,phīⁿ-khang-khut
phīnn-keh-king,鼻隔間,16,phīⁿ-keh-keng
phīnn-liâm-mo̍oh,鼻黏膜,16,phīⁿ-liâm-mo̍͘h
tsuê-thâu-tsuí,齊頭水,16,chôe-thâu-chúi
tsê-thâu-tsuí,齊頭水,16,chê-thâu-chúi
khí-thok-á,齒戳仔,16,khí-thok-á
giat-khí-luī,齧齒類,16,giat-khí-lūi
lîng-gíng-kuann,龍眼乾,16,lêng-géng-koaⁿ
lîng-ká-tsuí,龍絞水,16,lêng-ká-chúi
liông-kut-tsuí,龍骨水,16,liông-kut-chúi
liông-kut-tshué,龍骨髓,16,liông-kut-chhóe
liông-kut-tshé,龍骨髓,16,liông-kut-chhé
lîng-tshú-gín,龍鼠囡,16,lêng-chhú-gín
lîng-tshú-ḿ,龍鼠姆,16,lêng-chhú-ḿ
lîng-tshú-pô,龍鼠婆,16,lêng-chhú-pô
ku-piah-uan,龜壁灣,16,ku-piah-oan
ku-suann-tó,龜山島,16,ku-soaⁿ-tó
ku-hái-ang,龜海翁,16,ku-hái-ang
ku-hái-ti,龜海豬,16,ku-hái-ti
kui-lîng-ko,龜苓膏,16,kui-lêng-ko
hiù-phang-tsuí,芳水,16,hiù-phang-chúi
tīng-jîn-á,𠕇仁仔,16,tēng-jîn-á
tsuî-kè-siàu,𠞩價數,16,chûi-kè-siàu
tsuî-kam-tsià,𠞩甘蔗,16,chûi-kam-chià
gâu-lâng-tn̂g,𠢕人堂,16,gâu-lâng-tn̂g
gâu-khǹg-huè,𠢕囥歲,16,gâu-khǹg-hòe
gâu-kik-sǹg,𠢕激算,16,gâu-kek-sǹg
gâu-kong-uē,𠢕講話,16,gâu-kong-ōe
gâu-kóng-uē,𠢕講話,16,gâu-kóng-ōe
gâu-tsia̍h-kúi,𠢕食鬼,16,gâu-chia̍h-kúi
lān-pha-phè,𡳞脬帕,16,lān-pha-phè
lān-tsiáu-moo,𡳞鳥毛,16,lān-chiáu-mo͘
lān-tsiáu-thâu,𡳞鳥頭,16,lān-chiáu-thâu
mooh-piáh-kuí,𢯾壁鬼,16,mo͘h-piáh-kúi
mooh--ê,𢯾的,16,mo͘h--ê
khat-á-tshia,𣁳仔車,16,khat-á-chhia
tshuā-guá-khì,𤆬我去,16,chhōa-góa-khì
tshuā-lōo-tsheh,𤆬路冊,16,chhōa-lō͘-chheh
tshuā-lōo-ki,𤆬路機,16,chhōa-lō͘-ki
tshuā-lōo-káu,𤆬路狗,16,chhōa-lō͘-káu
siáu-káu-pēnn,𤞚狗病,16,siáu-káu-pēⁿ
siáu-káu-pīnn,𤞚狗病,16,siáu-káu-pīⁿ
siān--ah,𤺪矣,16,siān--ah
siān-tauh-tauh,𤺪篤篤,16,siān-tauh-tauh
ham-koo-tshêr,𧌄蜅蠐,16,ham-ko͘-chhêr
iam-ko-tsê,𧌄蜅蠐,16,iam-ko-chê
tshoh-kàn-kiāu,𧮙姦撟,16,chhoh-kàn-kiāu
tshoh-tshoh-kiò,𧮙𧮙叫,16,chhoh-chhoh-kiò
tshoh-tshoh-háu,𧮙𧮙吼,16,chhoh-chhoh-háu
phu̍t-phu̍t-kâu,𧿳𧿳猴,16,phu̍t-phu̍t-kâu
uáinn--tio̍h,𨂿著,16,oáiⁿ--tio̍h
thit-thô-á,𨑨迌仔,16,thit-thô-á
tshit-thô-á,𨑨迌仔,16,chhit-thô-á
tshit-thô-ông,𨑨迌王,16,chhit-thô-ông
tshit-thô-tsiá,𨑨迌者,16,chhit-thô-chiá
tshit-thô-tshia,𨑨迌車,16,chhit-thô-chhia
tshit-thô-tshìng,𨑨迌銃,16,chhit-thô-chhèng
kauh-pin-nn̂g,𩛩檳榔,16,kauh-pin-nn̂g
tāi-á-ông,𩸙仔王,16,tāi-á-ông
a-lú-mih,,16,a-lú-mih
a-mí-sù,,16,a-mí-sù
a-ní-khih,,16,a-ní-khih
a̋i-sat-tsuh,,16,ăi-sat-chuh
a̍t-sá-lih,,16,a̍t-sá-lih
ba-lú-buh,,16,ba-lú-buh
bai-óo-lín,,16,bai-ó͘-lín
bat-té-lih,,16,bat-té-lih
ba̋ng-sóo-khóo,,16,băng-só͘-khó͘
ba̍t-té-lih,,16,ba̍t-té-lih
bi-tá-bín,,16,bi-tá-bín
bih-luh-tóo,,16,bih-luh-tó͘
bo̍k-sìn-gù,,16,bo̍k-sìn-gù
bu-là-jià,,16,bu-là-jià
bu-lá-tsià,,16,bu-lá-chià
bu-láu-sah,,16,bu-láu-sah
bô-tshioh-phuê,,16,bô-chhioh-phôe
bô-tsùn-būn,,16,bô-chùn-būn
e-móo-jih,,16,e-mó͘-jih
e-phi-phi,,16,e-phi-phi
e-pú-lóng,,16,e-pú-lóng
ga-sóo-lín,,16,ga-só͘-lín
gat-lá-iû,,16,gat-lá-iû
goo-lú-huh,,16,go͘-lú-huh
gá-suh-tháng,,16,gá-suh-tháng
gín-á-tioh,,16,gín-á-tioh
ha-sí-khah,,16,ha-sí-khah
ha̋n-tóo-luh,,16,hăn-tó͘-luh
ha̍p-pa̍k-khì,,16,ha̍p-pa̍k-khì
hi-nóo-khih,,16,hi-nó͘-khih
hia̋n-tóo-sián,,16,hiăn-tó͘-sián
hoo-lú-bóng,,16,ho͘-lú-bóng
hoo-té-luh,,16,ho͘-té-luh
hu-lóo-king,,16,hu-ló͘-keng
huat-kok-pháng,,16,hoat-kok-pháng
hu̍t-lóo-it,,16,hu̍t-ló͘-it
hái-kat-lá,,16,hái-kat-lá
hóo-suh-kóng,,16,hó͘-suh-kóng
hùn-liān-su,,16,hùn-liān-su
hō-luh-bóng,,16,hō-luh-bóng
i--á,,16,i--á
i-tshí-gooh,,16,i-chhí-go͘h
iu-tsí-ián,,16,iu-chí-ián
iân-jín-kah,,16,iân-jín-kah
ji-lò-sià,,16,ji-lò-sià
ji-lòo-sià,,16,ji-lò͘-sià
ji-lú-bah,,16,ji-lú-bah
ji-siá-kuh,,16,ji-siá-kuh
ka-puà-suá,,16,ka-pòa-sóa
kha-mé-lah,,16,kha-mé-lah
khe-tsi-páng,,16,khe-chi-páng
khe-tsiap-puh,,16,khe-chiap-puh
khe-tsí-báng,,16,khe-chí-báng
khi-móo-tsih,,16,khi-mó͘-chih
khoo-lé-lah,,16,kho͘-lé-lah
khoo-lé-lù,,16,kho͘-lé-lù
khoo-mí-sióng,,16,kho͘-mí-sióng
khu-lá-tsih,,16,khu-lá-chih
khu-lì-mù,,16,khu-lì-mù
khu-lí-muh,,16,khu-lí-muh
khá-sū-khòo,,16,khá-sū-khò͘
khí--lih,,16,khí--lih
khōng-ku-lí,,16,khōng-ku-lí
khőng-jiak-kuh,,16,khŏng-jiak-kuh
khőng-niá-kuh,,16,khŏng-niá-kuh
kinn-ka-kê,,16,kiⁿ-ka-kê
kiuh-siú-á,,16,kiuh-siú-á
kuè-tang-kha,,16,kòe-tang-kha
la-jí-ooh,,16,la-jí-o͘h
la-kiat-tooh,,16,la-kiat-to͘h
la-mè-ǹg,,16,la-mè-ǹg
la-mú-neh,,16,la-mú-neh
lam-má-khóng,,16,lam-má-khóng
lam-á-khóng,,16,lam-á-khóng
la̋i-jiòo-bù,,16,lăi-jiò͘-bù
la̋i-lín-gù,,16,lăi-lín-gù
le-khoo-tòo,,16,le-kho͘-tò͘
li-mó͘-khóng,,16,li-mó͘-khóng
li-á-khah,,16,li-á-khah
lo-lí-á,,16,lo-lí-á
loo-lái-bà,,16,lo͘-lái-bà
lán-lîn-pau,,16,lán-lîn-pau
lâm-sòo-suh,,16,lâm-sò͘-suh
lòo-sù-bah,,16,lò͘-sù-bah
lóo-lí-á,,16,ló͘-lí-á
lī-móo-khòng,,16,lī-mó͘-khòng
ma-khu-to͘h,,16,ma-khu-to͘h
ma-lá-sóng,,16,ma-lá-sóng
ma-sà-tsì,,16,ma-sà-chì
me-lí-á,,16,me-lí-á
me-lóo-tih,,16,me-ló͘-tih
moo-hí-tooh,,16,mo͘-hí-to͘h
má-khá-lóng,,16,má-khá-lóng
mâ-kha-lóng,,16,mâ-kha-lóng
mé-lóng-pháng,,16,mé-lóng-pháng
m̄-hinn-hainn,,16,m̄-hiⁿ-haiⁿ
ne-kut-tái,,16,ne-kut-tái
o-lín-gió,,16,o-lín-gió
oo-bá-sán,,16,o͘-bá-sán
oo-hòo-luh,,16,o͘-hò͘-luh
oo-jí-sáng,,16,o͘-jí-sáng
oo-khà-sàng,,16,o͘-khà-sàng
oo-lín-gióo,,16,o͘-lín-gió͘
oo-nè-sàng,,16,o͘-nè-sàng
oo-tóo-bái,,16,o͘-tó͘-bái
pha-tshìn-kò,,16,pha-chhìn-kò
pha-tsìn-kòo,,16,pha-chìn-kò͘
phah-gi-á,,16,phah-gi-á
pha̋-siàn-tòo,,16,phă-siàn-tò͘
phi-thi-thi,,16,phi-thi-thi
phi-á-nooh,,16,phi-á-no͘h
phok-phok-thn̂g,,16,phok-phok-thn̂g
phue-tsuí-phiu,,16,phoe-chúi-phiu
phū-lōng-kòng,,16,phū-lōng-kòng
pit-khóo-ìn,,16,pit-khó͘-ìn
piu-liu-siu,,16,piu-liu-siu
pu-lak-tshián,,16,pu-lak-chhián
pu-lù-sù,,16,pu-lù-sù
pàng-nih-sak,,16,pàng-nih-sak
sa-khú-lah,,16,sa-khú-lah
sa-sí-mih,,16,sa-sí-mih
sam-khe-tóng,,16,sam-khe-tóng
sann-kainn-ê,,16,saⁿ-kaiⁿ-ê
sa̋-bì-sù,,16,să-bì-sù
sa̋m-phú-luh,,16,săm-phú-luh
se-bí-looh,,16,se-bí-lo͘h
si-siá-mooh,,16,si-siá-mo͘h
si-á-geh,,16,si-á-geh
sio̍k-pháng-kauh,,16,sio̍k-pháng-kauh
sir-lài-tah,,16,sir-lài-tah
sir-lí-pah,,16,sir-lí-pah
si̍p-pán-án,,16,si̍p-pán-án
su-khù-tà,,16,su-khù-tà
su-lit-pah,,16,su-lit-pah
su-lài-tah,,16,su-lài-tah
sî-ki-kia̍t,,16,sî-ki-kia̍t
sòo-uī-phé,,16,sò͘-ūi-phé
sű-lí-khóng,,16,sŭ-lí-khóng
tha-khú-sih,,16,tha-khú-sih
tha-khú-áng,,16,tha-khú-áng
tha-thá-mih,,16,tha-thá-mih
the-ní-suh,,16,the-ní-suh
thi-siá-tsù,,16,thi-siá-chù
thia̋n-pú-lah,,16,thiăn-pú-lah
thiàu-làng-suh,,16,thiàu-làng-suh
tho-lu-kî,,16,tho-lu-kî
thoo-lá-khuh,,16,tho͘-lá-khuh
thoo-má-tooh,,16,tho͘-má-to͘h
thí-siat-tsuh,,16,thí-siat-chuh
thòo-gá-suh,,16,thò͘-gá-suh
thāi-lóo-kooh,,16,thāi-ló͘-ko͘h
ting-khiā-u,,16,teng-khiā-u
tiánn-te-phok,,16,tiáⁿ-te-phok
tsa̍p-o-kenn,,16,cha̍p-o-keⁿ
tsa̍p-o-kiau,,16,cha̍p-o-kiau
tshenn-tshè-hōo,,16,chheⁿ-chhè-hō͘
tshài-thâu-long,,16,chhài-thâu-long
tshài-tiàm-mâ,,16,chhài-tiàm-mâ
tsiù-tse-á,,16,chiù-che-á
tsi̍t-thōng-tsînn,,16,chi̍t-thōng-chîⁿ
tsi̍t-tòng-tsînn,,16,chi̍t-tòng-chîⁿ
tsu-ná-mih,,16,chu-ná-mih
tuā-tòo-muh,,16,tōa-tò͘-muh
ua-lú-tsuh,,16,oa-lú-chuh
ua-sá-bih,,16,oa-sá-bih
uan-iunn-io,,16,oan-iuⁿ-io
ua̋i-siat-tsuh,,16,oăi-siat-chuh
á-nī-mè,,16,á-nī-mè
óo-khé-tah,,16,ó͘-khé-tah
ām-kui-lui,,16,ām-kui-lui
pit-sûn,必巡,15,pit-sûn
hàn-jī,漢字,15,hàn-jī
khê-kha-khê-tshiú,㧎跤㧎手,12,khê-kha-khê-chhiú
tu-hong-tsìnn-tsuí,㧣風搢水,12,tu-hong-chìⁿ-chúi
bái-tshiú-á-kuái,䆀手仔枴,12,bái-chhiú-á-koái
bái-kah-ū-tshun,䆀甲有賰,12,bái-kah-ū-chhun
the-tó-khí-io,䖙倒起腰,12,the-tó-khí-io
tsi̍t-ē-á-kiánn,一下子囝,12,chi̍t-ē-á-kiáⁿ
tsi̍t-ê-suann-thâu,一个山頭,12,chi̍t-ê-soaⁿ-thâu
tsi̍t-ê-toh-thâu,一个桌頭,12,chi̍t-ê-toh-thâu
tsi̍t-ê-tâng-ki,一个童乩,12,chi̍t-ê-tâng-ki
it-gōo-it-tsa̍p,一五一十,12,it-gō͘-it-cha̍p
tsi̍t-lâng-tsú-tiunn,一人主張,12,chi̍t-lâng-chú-tiuⁿ
tsi̍t-lâng-tsò-tsha̍t,一人做賊,12,chi̍t-lâng-chò-chha̍t
tsi̍t-lâng-thuân-hi,一人傳虛,12,chi̍t-lâng-thoân-hi
tsi̍t-sián-gōo-lî,一仙五厘,12,chi̍t-sián-gō͘-lî
it-lē-it-hiu,一例一休,12,it-lē-it-hiu
it-lē-it-hioh,一例一歇,12,it-lē-it-hioh
tsi̍t-lē-tsi̍t-hioh,一例一歇,12,chi̍t-lē-chi̍t-hioh
it-kiam-jī-kòo,一兼二顧,12,it-kiam-jī-kò͘
tsi̍t-to-kìnn-bah,一刀見肉,12,chi̍t-to-kìⁿ-bah
it-pì-it-tiòng,一匕一中,12,it-pì-it-tiòng
it-pí-it-tiòng,一匕一中,12,it-pí-it-tiòng
tsi̍t-puànn-kuè-á,一半過仔,12,chi̍t-pòaⁿ-kòe-á
tsi̍t-kiò-tsi̍t-ìng,一叫一應,12,chi̍t-kiò-chi̍t-èng
tsi̍t-tshuì-siang-thâu,一喙雙頭,12,chi̍t-chhùi-siang-thâu
it-kok-lióng-tsè,一國兩制,12,it-kok-lióng-chè
tsi̍t-ôo-kim-hî,一壺金魚,12,chi̍t-ô͘-kim-hî
it-sit-it-tit,一失一得,12,it-sit-it-tit
tsi̍t-kang-kàu-àm,一工到暗,12,chi̍t-kang-kàu-àm
tsi̍t-kang-tah-tah,一工貼貼,12,chi̍t-kang-tah-tah
it-phâng-hong-sūn,一帆風順,12,it-phâng-hong-sūn
tsi̍t-nî-thàng-thinn,一年迵天,12,chi̍t-nî-thàng-thiⁿ
tsi̍t-nî-thàu-tang,一年透冬,12,chi̍t-nî-thàu-tang
tsi̍t-phí-phí-á,一庀庀仔,12,chi̍t-phí-phí-á
tsi̍t-sn̂g-pau-á,一床包仔,12,chi̍t-sn̂g-pau-á
tsi̍t-tiunn-bîn-tshn̂g,一張眠床,12,chi̍t-tiuⁿ-bîn-chhn̂g
it-tit-it-sit,一得一失,12,it-tit-it-sit
tsi̍t-khiā-tsi̍t-uē,一徛一畫,12,chi̍t-khiā-chi̍t-ōe
it-sim-jī-iōng,一心二用,12,it-sim-jī-iōng
it-sim-nn̄g-īong,一心二用,12,it-sim-nn̄g-iōng
tsi̍t-sim-beh-sí,一心欲死,12,chi̍t-sim-beh-sí
tsi̍t-tshiú-pau-pān,一手包辦,12,chi̍t-chhiú-pau-pān
tsi̍t-pái-puànn-pái,一擺半擺,12,chi̍t-pái-pòaⁿ-pái
it-bûn-put-ti̍t,一文不值,12,it-bûn-put-ti̍t
it-hong-thong-hîng,一方通行,12,it-hong-thong-hêng
tsi̍t-ji̍t-phah-tsiáu,一日拍鳥,12,chi̍t-ji̍t-phah-chiáu
tsi̍t-ji̍t-lia̍h-hî,一日掠漁,12,chi̍t-ji̍t-lia̍h-hî
tsi̍t-ji̍t-lia̍h-hî,一日掠魚,12,chi̍t-ji̍t-lia̍h-hî
tsi̍t-ji̍t-thó-hái,一日討海,12,chi̍t-ji̍t-thó-hái
it-pún-bān-lī,一本萬利,12,it-pún-bān-lī
it-pán-it-gán,一板一眼,12,it-pán-it-gán
tsi̍t-pî-king-tsio,一枇弓蕉,12,chi̍t-pî-keng-chio
it-pōo-ting-thian,一步登天,12,it-pō͘-teng-thian
it-sú-pah-liáu,一死百了,12,it-sú-pah-liáu
it-môo-put-pua̍t,一毛不拔,12,it-mô͘-put-poa̍t
it-kuat-tshu-hiông,一決雌雄,12,it-koat-chhu-hiông
it-tshing-jī-tshó,一清二楚,12,it-chheng-jī-chhó
it-tshing-jī-pi̍k,一清二白,12,it-chheng-jī-pe̍k
tsi̍t-liu-á-kiánn,一溜仔囝,12,chi̍t-liu-á-kiáⁿ
it-bû-sóo-tiông,一無所長,12,it-bû-só͘-tiông
tsi̍t-pîng-tsi̍t-kok,一爿一國,12,chi̍t-pêng-chi̍t-kok
tsi̍t-tiâu-ti-á,一牢豬仔,12,chi̍t-tiâu-ti-á
tsi̍t-ba̍k-nih-á,一目𥍉仔,12,chi̍t-ba̍k-nih-á
it-gán-hun-bîng,一眼分明,12,it-gán-hun-bêng
tsi̍t-khang-tsi̍t-khiah,一空一隙,12,chi̍t-khang-chi̍t-khiah
tsi̍t-khoo-tú-thinn,一箍拄天,12,chi̍t-kho͘-tú-thiⁿ
tsi̍t-siann-m̄-tsai,一聲毋知,12,chi̍t-siaⁿ-m̄-chai
it-kí-lióng-tit,一舉兩得,12,it-kí-lióng-tit
tsi̍t-ngeh-king-tsio,一莢弓蕉,12,chi̍t-ngeh-keng-chio
it-giân-put-tiòng,一言不中,12,it-giân-put-tiòng
it-giân-kì-tshut,一言既出,12,it-giân-kì-chhut
it-lo̍k-tshian-kim,一諾千金,12,it-lo̍k-chhian-kim
tsi̍t-kha-tsi̍t-tshiú,一跤一手,12,chi̍t-kha-chi̍t-chhiú
tsi̍t-kha-tsi̍t-jiah,一跤一跡,12,chi̍t-kha-chi̍t-jiah
tsi̍t-lōo-sūn-hong,一路順風,12,chi̍t-lō͘-sūn-hong
tsi̍t-sin-thâu-bué,一身頭尾,12,chi̍t-sin-thâu-bóe
tsi̍t-kuè-puànn-kuè,一過半過,12,chi̍t-kòe-pòaⁿ-kòe
tsi̍t-hiong-siū-tsuē,一鄉受罪,12,chi̍t-hiong-siū-chōe
it-tshò-tsài-tshò,一錯再錯,12,it-chhò-chài-chhò
tsi̍t-tsiah-tsià-koo,一隻鷓鴣,12,chi̍t-chiah-chià-ko͘
tsi̍t-tiap-á-kú,一霎仔久,12,chi̍t-tiap-á-kú
it-tíng--ê,一頂--的,12,it-téng--ê
tsi̍t-tíng-bîn-tshn̂g,一頂眠床,12,chi̍t-téng-bîn-chhn̂g
tsi̍t-tiám-tsi̍t-tuh,一點一揬,12,chi̍t-tiám-chi̍t-tuh
tsi̍t-tiám-tsi̍t-tih,一點一滴,12,chi̍t-tiám-chi̍t-tih
tsi̍t-tiám-iā-niau,一點也貓,12,chi̍t-tiám-iā-niau
tsi̍t-tiám-á-kiánn,一點仔囝,12,chi̍t-tiám-á-kiáⁿ
tsi̍t-tiám-tiám-á,一點點仔,12,chi̍t-tiám-tiám-á
tshit-ā-peh-ā,七也八也,12,chhit-ā-peh-ā
tshit-tshòng-peh-tshòng,七創八創,12,chhit-chhòng-peh-chhòng
tshit-khap-peh-tshiò,七匼八笑,12,chhit-khap-peh-chhiò
tshit-tshe-peh-pê,七叉八耙,12,chhit-chhe-peh-pê
tshit-kî-peh-kuài,七奇八怪,12,chhit-kî-peh-koài
tshit-niû-má-sinn,七娘媽生,12,chhit-niû-má-siⁿ
tshit-khàu-peh-khàu,七扣八扣,12,chhit-khàu-peh-khàu
tshit-khàu-peh-tû,七扣八除,12,chhit-khàu-peh-tû
tshit-kuái-peh-kuái,七拐八拐,12,chhit-koái-peh-koái
tshit-tsá-peh-tsá,七早八早,12,chhit-chá-peh-chá
tshit-tsá-pueh-tsá,七早八早,12,chhit-chá-poeh-chá
tshit-uai-peh-kuái,七歪八拐,12,chhit-oai-peh-koái
tshit-uai-peh-tshua̍h,七歪八斜,12,chhit-oai-peh-chhoa̍h
tshit-uai-pueh-tsuāi,七歪八跩,12,chhit-oai-poeh-choāi
tshit-uai-pueh-tsuāinn,七歪八跩,12,chhit-oai-poeh-choāiⁿ
tshit-suah-peh-pāi,七煞八敗,12,chhit-soah-peh-pāi
tshit-iâ-peh-iâ,七爺八爺,12,chhit-iâ-peh-iâ
tshit-kho̍k-peh-kho̍k,七硞八硞,12,chhit-kho̍k-peh-kho̍k
tshit-khiàu-tshìng-ian,七竅衝煙,12,chhit-khiàu-chhèng-ian
tshit-lāu-peh-tú,七老八拄,12,chhit-lāu-peh-tú
tshit-lāu-peh-lāu,七老八老,12,chhit-lāu-peh-lāu
tshit-phak-peh-tshiò,七覆八笑,12,chhit-phak-peh-chhiò
tshit-kuat-peh-kuat,七訣八訣,12,chhit-koat-peh-koat
tshit-pìnn-peh-pìnn,七變八變,12,chhit-pìⁿ-peh-pìⁿ
tshit-khí-peh-lo̍h,七起八落,12,chhit-khí-peh-lo̍h
tshit-kha-peh-tshiú,七跤八手,12,chhit-kha-peh-chhiú
tshit-tû-peh-khàu,七除八扣,12,chhit-tû-peh-khàu
tshit-tian-peh-tshiò,七顛八笑,12,chhit-tian-peh-chhiò
tshit-tàu-peh-tàu,七鬥八鬥,12,chhit-tàu-peh-tàu
sam-sam-ngóo-ngóo,三三五五,12,sam-sam-ngó͘-ngó͘
