hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo,is_variant
嘛,mǎ,50,mǎ,ma6,ma6,ma,ma,,,True,False
嘟,tu̍h,50,tu̍h,tuh8,tuh8,tuh,tuh,,,True,False
嘾,tām,50,tām,tam7,tam7,tam,tam,,,True,False
嘾,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True,False
噉,tām,50,tām,tam7,tam7,tam,tam,,,True,False
噉,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True,False
噓,hir,50,hir,hir1,hir1,hir,hir,,,True,False
噓,sir,50,sir,sir1,sir1,sir,sir,,,True,False
噓,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
嚩,po̍k,50,po̍k,pok8,pok8,pok,pok,,,True,False
嚽,tsheh,50,chheh,tsheh4,chheh4,tsheh,chheh,,,True,False
嚽,tshereh,50,chhereh,tshereh4,chhereh4,tshereh,chhereh,,,True,False
嚽,tsherh,50,chherh,tsherh4,chherh4,tsherh,chherh,,,True,False
嚽,tshueh,50,chhoeh,tshueh4,chhoeh4,tshueh,chhoeh,,,True,False
囮,bêr,50,bêr,ber5,ber5,ber,ber,,,True,False
圁,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True,False
圁,gûn,50,gûn,gun5,gun5,gun,gun,,,True,False
圄,gír,50,gír,gir2,gir2,gir,gir,,,True,False
圉,gír,50,gír,gir2,gir2,gir,gir,,,True,False
圉,gīr,50,gīr,gir7,gir7,gir,gir,,,True,False
圉,gū,50,gū,gu7,gu7,gu,gu,,,True,False
土,thió,50,thió,thio2,thio2,thio,thio,,,True,False
圩,hir,50,hir,hir1,hir1,hir,hir,,,True,False
圩,hu,50,hu,hu1,hu1,hu,hu,,,True,False
圩,îr,50,îr,ir5,ir5,ir,ir,,,True,False
圩,û,50,û,u5,u5,u,u,,,True,False
圵,tōng,50,tōng,tong7,tong7,tong,tong,,,True,False
圵,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
圻,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True,False
圻,gûn,50,gûn,gun5,gun5,gun,gun,,,True,False
坋,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
坋,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
坐,tsǒo,50,chǒ͘,tsoo6,choo6,tsoo,choo,,,True,False
坥,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
坥,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
坯,pher,50,pher,pher1,pher1,pher,pher,,,True,False
坾,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
坾,tū,50,tū,tu7,tu7,tu,tu,,,True,False
坾,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
垁,tī,50,tī,ti7,ti7,ti,ti,,,True,False
垁,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
垂,sêr,50,sêr,ser5,ser5,ser,ser,,,True,False
垎,keeh,50,keeh,keeh4,keeh4,keeh,keeh,,,True,False
垎,keh,50,keh,keh4,keh4,keh,keh,,,True,False
垐,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
垐,tsû,50,chû,tsu5,chu5,tsu,chu,,,True,False
垕,hiō,50,hiō,hio7,hio7,hio,hio,,,True,False
垕,hiǒ,50,hiǒ,hio6,hio6,hio,hio,,,True,False
垗,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True,False
垠,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True,False
垷,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True,False
垻,pè,50,pè,pe3,pe3,pe,pe,,,True,False
垻,pèr,50,pèr,per3,per3,per,per,,,True,False
垿,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
垿,sū,50,sū,su7,su7,su,su,,,True,False
垿,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
埍,hiān,50,hiān,hian7,hian7,hian,hian,,,True,False
埍,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True,False
埤,pī,50,pī,pi7,pi7,pi,pi,,,True,False
埤,pǐ,50,pǐ,pi6,pi6,pi,pi,,,True,False
埭,tēr,50,tēr,ter7,ter7,ter,ter,,,True,False
埵,tóo,50,tó͘,too2,too2,too,too,,,True,False
培,piō,50,piō,pio7,pio7,pio,pio,,,True,False
培,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True,False
培,pēr,50,pēr,per7,per7,per,per,,,True,False
培,pěr,50,pěr,per6,per6,per,per,,,True,False
基,kere,50,kere,kere1,kere1,kere,kere,,,True,False
基,kue,50,koe,kue1,koe1,kue,koe,,,True,False
堇,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True,False
堇,khûn,50,khûn,khun5,khun5,khun,khun,,,True,False
堛,phe̍h,50,phe̍h,pheh8,pheh8,pheh,pheh,,,True,False
堛,phe̍rh,50,phe̍rh,pherh8,pherh8,pherh,pherh,,,True,False
堝,e,50,e,e1,e1,e,e,,,True,False
堝,er,50,er,er1,er1,er,er,,,True,False
堲,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
堲,tsû,50,chû,tsu5,chu5,tsu,chu,,,True,False
塣,tīng,50,tēng,ting7,teng7,ting,teng,,,True,False
塣,tǐng,50,těng,ting6,teng6,ting,teng,,,True,False
墐,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True,False
墐,khûn,50,khûn,khun5,khun5,khun,khun,,,True,False
墓,biō,50,biō,bio7,bio7,bio,bio,,,True,False
墜,sē,50,sē,se7,se7,se,se,,,True,False
墜,sēr,50,sēr,ser7,ser7,ser,ser,,,True,False
墟,hir,50,hir,hir1,hir1,hir,hir,,,True,False
墠,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True,False
墡,siān,50,siān,sian7,sian7,sian,sian,,,True,False
墡,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True,False
墮,tōo,50,tō͘,too7,too7,too,too,,,True,False
墮,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
墯,tōo,50,tō͘,too7,too7,too,too,,,True,False
墯,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
墾,khírn,50,khírn,khirn2,khirn2,khirn,khirn,,,True,False
壉,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
壉,kū,50,kū,ku7,ku7,ku,ku,,,True,False
壏,hām,50,hām,ham7,ham7,ham,ham,,,True,False
壏,hǎm,50,hǎm,ham6,ham6,ham,ham,,,True,False
壝,uǐ,50,ǔi,ui6,ui6,ui,ui,,,True,False
壩,pèr,50,pèr,per3,per3,per,per,,,True,False
士,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
士,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
壯,tshuàng,50,chhoàng,tshuang3,chhoang3,tshuang,chhoang,,,True,False
夂,tí,50,tí,ti2,ti2,ti,ti,,,True,False
夊,sui,50,sui,sui1,sui1,sui,sui,,,True,False
夏,hēe,50,hēe,hee7,hee7,hee,hee,,,True,False
夥,hér,50,hér,her2,her2,her,her,,,True,False
央,irinn,50,iriⁿ,irinn1,irinn1,irinn,irinn,,,True,False
央,uinn,50,uiⁿ,uinn1,uinn1,uinn,uinn,,,True,False
夯,hang,50,hang,hang1,hang1,hang,hang,,,True,False
夯,pūn,50,pūn,pun7,pun7,pun,pun,,,True,False
夯,pǔn,50,pǔn,pun6,pun6,pun,pun,,,True,False
夰,hō,50,hō,ho7,ho7,ho,ho,,,True,False
夰,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
夾,ngereh,50,ngereh,ngereh4,ngereh4,ngereh,ngereh,,,True,False
奆,kuān,50,koān,kuan7,koan7,kuan,koan,,,True,False
奆,kuǎn,50,koǎn,kuan6,koan6,kuan,koan,,,True,False
奉,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True,False
奘,tsǒng,50,chǒng,tsong6,chong6,tsong,chong,,,True,False
奪,te̍h,50,te̍h,teh8,teh8,teh,teh,,,True,False
奪,te̍rh,50,te̍rh,terh8,terh8,terh,terh,,,True,False
如,jîr,50,jîr,jir5,jir5,jir,jir,,,True,False
如,lîr,50,lîr,lir5,lir5,lir,lir,,,True,False
妌,tsīng,50,chēng,tsing7,cheng7,tsing,cheng,,,True,False
妌,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True,False
妓,kǐ,50,kǐ,ki6,ki6,ki,ki,,,True,False
妡,herm,50,herm,herm1,herm1,herm,herm,,,True,False
妤,îr,50,îr,ir5,ir5,ir,ir,,,True,False
妳,ní,50,ní,ni2,ni2,ni,ni,,,True,False
妻,tshere,50,chhere,tshere1,chhere1,tshere,chhere,,,True,False
妻,tshie,50,chhie,tshie1,chhie1,tshie,chhie,,,True,False
姒,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
姒,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
姕,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
姕,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
姖,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
姖,kū,50,kū,ku7,ku7,ku,ku,,,True,False
姖,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
姛,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
姿,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
娊,hiān,50,hiān,hian7,hian7,hian,hian,,,True,False
娊,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True,False
婄,piō,50,piō,pio7,pio7,pio,pio,,,True,False
婄,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True,False
婞,hǐng,50,hěng,hing6,heng6,hing,heng,,,True,False
婢,pǐ,50,pǐ,pi6,pi6,pi,pi,,,True,False
婫,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
婫,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
婮,kir,50,kir,kir1,kir1,kir,kir,,,True,False
婮,ku,50,ku,ku1,ku1,ku,ku,,,True,False
婸,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
媍,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True,False
媍,pū,50,pū,pu7,pu7,pu,pu,,,True,False
媍,pǔ,50,pǔ,pu6,pu6,pu,pu,,,True,False
媑,tiōng,50,tiōng,tiong7,tiong7,tiong,tiong,,,True,False
媑,tiǒng,50,tiǒng,tiong6,tiong6,tiong,tiong,,,True,False
媠,tōo,50,tō͘,too7,too7,too,too,,,True,False
媠,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
媤,sir,50,sir,sir1,sir1,sir,sir,,,True,False
媤,su,50,su,su1,su1,su,su,,,True,False
嫁,kèe,50,kèe,kee3,kee3,kee,kee,,,True,False
嫖,phe̍h,50,phe̍h,pheh8,pheh8,pheh,pheh,,,True,False
嫖,phe̍rh,50,phe̍rh,pherh8,pherh8,pherh,pherh,,,True,False
嫷,tōo,50,tō͘,too7,too7,too,too,,,True,False
嫷,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
嬜,herm,50,herm,herm1,herm1,herm,herm,,,True,False
嬜,him,50,him,him1,him1,him,him,,,True,False
嬤,móo,50,mó͘,moo2,moo2,moo,moo,,,True,False
嬧,tsīn,50,chīn,tsin7,chin7,tsin,chin,,,True,False
嬧,tsǐn,50,chǐn,tsin6,chin6,tsin,chin,,,True,False
嬨,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
嬩,îr,50,îr,ir5,ir5,ir,ir,,,True,False
嬩,û,50,û,u5,u5,u,u,,,True,False
孃,niâ,50,niâ,nia5,nia5,nia,nia,,,True,False
孃,niû,50,niû,niu5,niu5,niu,niu,,,True,False
孖,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
字,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True,False
孜,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
孳,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
孶,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
孶,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
宁,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
宁,tū,50,tū,tu7,tu7,tu,tu,,,True,False
宁,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
宙,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
客,kheeh,50,kheeh,kheeh4,kheeh4,kheeh,kheeh,,,True,False
家,kee,50,kee,kee1,kee1,kee,kee,,,True,False
尹,írn,50,írn,irn2,irn2,irn,irn,,,True,False
尺,tshē,50,chhē,tshe7,chhe7,tshe,chhe,,,True,False
尺,tshě,50,chhě,tshe6,chhe6,tshe,chhe,,,True,False
屢,lír,50,lír,lir2,lir2,lir,lir,,,True,False
屮,thiat,50,thiat,thiat4,thiat4,thiat,thiat,,,True,False
岠,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
岠,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
岨,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
岨,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
岨,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True,False
岨,tsū,50,chū,tsu7,chu7,tsu,chu,,,True,False
岨,tsǐr,50,chǐr,tsir6,chir6,tsir,chir,,,True,False
岵,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
峊,hū,50,hū,hu7,hu7,hu,hu,,,True,False
峊,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True,False
峎,gírn,50,gírn,girn2,girn2,girn,girn,,,True,False
峎,gún,50,gún,gun2,gun2,gun,gun,,,True,False
峙,tī,50,tī,ti7,ti7,ti,ti,,,True,False
峙,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
峴,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True,False
峾,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True,False
峾,gûn,50,gûn,gun5,gun5,gun,gun,,,True,False
峿,gír,50,gír,gir2,gir2,gir,gir,,,True,False
峿,gú,50,gú,gu2,gu2,gu,gu,,,True,False
崌,kir,50,kir,kir1,kir1,kir,kir,,,True,False
崵,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
崻,tī,50,tī,ti7,ti7,ti,ti,,,True,False
崻,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
嵀,tsū,50,chū,tsu7,chu7,tsu,chu,,,True,False
嵀,tsǔ,50,chǔ,tsu6,chu6,tsu,chu,,,True,False
嵈,uān,50,oān,uan7,oan7,uan,oan,,,True,False
嵈,uǎn,50,oǎn,uan6,oan6,uan,oan,,,True,False
嵗,hè,50,hè,he3,he3,he,he,,,True,False
嵗,hèr,50,hèr,her3,her3,her,her,,,True,False
嵗,suè,50,sòe,sue3,soe3,sue,soe,,,True,False
嵣,tōng,50,tōng,tong7,tong7,tong,tong,,,True,False
嵣,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
嵫,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
嵯,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
嵳,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
嵾,tsherm,50,chherm,tsherm1,chherm1,tsherm,chherm,,,True,False
嵾,tshim,50,chhim,tshim1,chhim1,tshim,chhim,,,True,False
嶜,tserm,50,cherm,tserm1,cherm1,tserm,cherm,,,True,False
嶜,tsim,50,chim,tsim1,chim1,tsim,chim,,,True,False
嶞,tōo,50,tō͘,too7,too7,too,too,,,True,False
嶞,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
嶰,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True,False
嶵,tsuē,50,chōe,tsue7,choe7,tsue,choe,,,True,False
嶵,tsuě,50,chǒe,tsue6,choe6,tsue,choe,,,True,False
巨,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
巨,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
差,tshee,50,chhee,tshee1,chhee1,tshee,chhee,,,True,False
差,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
差,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
巳,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
巳,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
市,tshǐ,50,chhǐ,tshi6,chhi6,tshi,chhi,,,True,False
布,piò,50,piò,pio3,pio3,pio,pio,,,True,False
帍,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True,False
帍,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
帕,phèe,50,phèe,phee3,phee3,phee,phee,,,True,False
帤,jîr,50,jîr,jir5,jir5,jir,jir,,,True,False
帤,lîr,50,lîr,lir5,lir5,lir,lir,,,True,False
帤,lû,50,lû,lu5,lu5,lu,lu,,,True,False
幌,hōng,50,hōng,hong7,hong7,hong,hong,,,True,False
幌,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True,False
幓,serm,50,serm,serm1,serm1,serm,serm,,,True,False
幓,sim,50,sim,sim1,sim1,sim,sim,,,True,False
幸,hǐng,50,hěng,hing6,heng6,hing,heng,,,True,False
庉,tūn,50,tūn,tun7,tun7,tun,tun,,,True,False
庉,tǔn,50,tǔn,tun6,tun6,tun,tun,,,True,False
序,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
序,sǐ,50,sǐ,si6,si6,si,si,,,True,False
序,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
底,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
底,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
底,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
店,tirìnn,50,tìriⁿ,tirinn3,tirinn3,tirinn,tirinn,,,True,False
店,tuìnn,50,tùiⁿ,tuinn3,tuinn3,tuinn,tuinn,,,True,False
庤,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
座,tsǒ,50,chǒ,tso6,cho6,tso,cho,,,True,False
座,tsǒo,50,chǒ͘,tsoo6,choo6,tsoo,choo,,,True,False
庶,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
廈,hǎ,50,hǎ,ha6,ha6,ha,ha,,,True,False
廈,ē,50,ē,e7,e7,e,e,,,True,False
廈,ě,50,ě,e6,e6,e,e,,,True,False
廝,sir,50,sir,sir1,sir1,sir,sir,,,True,False
廞,herm,50,herm,herm1,herm1,herm,herm,,,True,False
廬,lîr,50,lîr,lir5,lir5,lir,lir,,,True,False
弅,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
弅,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
弆,kír,50,kír,kir2,kir2,kir,kir,,,True,False
弆,kú,50,kú,ku2,ku2,ku,ku,,,True,False
弓,kirn,50,kirn,kirn1,kirn1,kirn,kirn,,,True,False
弜,kiōng,50,kiōng,kiong7,kiong7,kiong,kiong,,,True,False
弜,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong,,,True,False
弩,lǒo,50,lǒ͘,loo6,loo6,loo,loo,,,True,False
強,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong,,,True,False
彆,piat,50,piat,piat4,piat4,piat,piat,,,True,False
彊,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong,,,True,False
彐,kè,50,kè,ke3,ke3,ke,ke,,,True,False
彑,kè,50,kè,ke3,ke3,ke,ke,,,True,False
彝,î,50,î,i5,i5,i,i,,,True,False
待,thǎi,50,thǎi,thai6,thai6,thai,thai,,,True,False
很,hírn,50,hírn,hirn2,hirn2,hirn,hirn,,,True,False
徐,tshîr,50,chhîr,tshir5,chhir5,tshir,chhir,,,True,False
徐,tshû,50,chhû,tshu5,chhu5,tshu,chhu,,,True,False
得,lè,50,lè,le3,le3,le,le,,,True,False
得,lèr,50,lèr,ler3,ler3,ler,ler,,,True,False
徛,khā,50,khā,kha7,kha7,kha,kha,,,True,False
徛,khǎ,50,khǎ,kha6,kha6,kha,kha,,,True,False
徛,kī,50,kī,ki7,ki7,ki,ki,,,True,False
徛,kǐ,50,kǐ,ki6,ki6,ki,ki,,,True,False
御,gīr,50,gīr,gir7,gir7,gir,gir,,,True,False
徥,sî,50,sî,si5,si5,si,si,,,True,False
徥,sī,50,sī,si7,si7,si,si,,,True,False
徥,sǐ,50,sǐ,si6,si6,si,si,,,True,False
微,bê,50,bê,be5,be5,be,be,,,True,False
微,bêr,50,bêr,ber5,ber5,ber,ber,,,True,False
忄,sim,50,sim,sim1,sim1,sim,sim,,,True,False
快,kherè,50,khère,khere3,khere3,khere,khere,,,True,False
快,kherē,50,khēre,khere7,khere7,khere,khere,,,True,False
快,khirìnn,50,khìriⁿ,khirinn3,khirinn3,khirinn,khirinn,,,True,False
快,khuè,50,khòe,khue3,khoe3,khue,khoe,,,True,False
快,khuē,50,khōe,khue7,khoe7,khue,khoe,,,True,False
快,khē,50,khē,khe7,khe7,khe,khe,,,True,False
忬,īr,50,īr,ir7,ir7,ir,ir,,,True,False
忬,ū,50,ū,u7,u7,u,u,,,True,False
忻,herm,50,herm,herm1,herm1,herm,herm,,,True,False
怇,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
怇,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
怉,phō,50,phō,pho7,pho7,pho,pho,,,True,False
怉,phǒ,50,phǒ,pho6,pho6,pho,pho,,,True,False
怎,tsirínn,50,chíriⁿ,tsirinn2,chirinn2,tsirinn,chirinn,,,True,False
怎,tsuínn,50,chúiⁿ,tsuinn2,chuinn2,tsuinn,chuinn,,,True,False
怎,tsérm,50,chérm,tserm2,cherm2,tserm,cherm,,,True,False
怙,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
怙,kǒo,50,kǒ͘,koo6,koo6,koo,koo,,,True,False
怚,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True,False
怚,tsù,50,chù,tsu3,chu3,tsu,chu,,,True,False
怚,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True,False
怚,tsū,50,chū,tsu7,chu7,tsu,chu,,,True,False
怚,tsǐr,50,chǐr,tsir6,chir6,tsir,chir,,,True,False
思,sir,50,sir,sir1,sir1,sir,sir,,,True,False
思,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
怠,tǎi,50,tǎi,tai6,tai6,tai,tai,,,True,False
怹,in,50,in,in1,in1,in,in,,,True,True
恀,sī,50,sī,si7,si7,si,si,,,True,False
恀,sǐ,50,sǐ,si6,si6,si,si,,,True,False
恀,tsí,50,chí,tsi2,chi2,tsi,chi,,,True,False
恃,sǐ,50,sǐ,si6,si6,si,si,,,True,False
恕,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
恖,sir,50,sir,sir1,sir1,sir,sir,,,True,False
恖,su,50,su,su1,su1,su,su,,,True,False
恖,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
恖,sù,50,sù,su3,su3,su,su,,,True,False
恣,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True,False
恬,tiǎm,50,tiǎm,tiam6,tiam6,tiam,tiam,,,True,False
悆,īr,50,īr,ir7,ir7,ir,ir,,,True,False
悆,ū,50,ū,u7,u7,u,u,,,True,False
悌,tě,50,tě,te6,te6,te,te,,,True,False
悎,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
悻,hīng,50,hēng,hing7,heng7,hing,heng,,,True,False
悻,hǐng,50,hěng,hing6,heng6,hing,heng,,,True,False
惝,tshirínn,50,chhíriⁿ,tshirinn2,chhirinn2,tshirinn,chhirinn,,,True,False
惝,tshuínn,50,chhúiⁿ,tshuinn2,chhuinn2,tshuinn,chhuinn,,,True,False
惝,tsháinn,50,chháiⁿ,tshainn2,chhainn2,tshainn,chhainn,,,True,False
惞,herm,50,herm,herm1,herm1,herm,herm,,,True,False
惞,him,50,him,him1,him1,him,him,,,True,False
惰,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
惿,sī,50,sī,si7,si7,si,si,,,True,False
惿,sǐ,50,sǐ,si6,si6,si,si,,,True,False
愓,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
愢,sai,50,sai,sai1,sai1,sai,sai,,,True,False
愢,sir,50,sir,sir1,sir1,sir,sir,,,True,False
愢,su,50,su,su1,su1,su,su,,,True,False
愰,hōng,50,hōng,hong7,hong7,hong,hong,,,True,False
愰,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True,False
慇,irn,50,irn,irn1,irn1,irn,irn,,,True,False
慈,tshîr,50,chhîr,tshir5,chhir5,tshir,chhir,,,True,False
慈,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
慣,kirìnn,50,kìriⁿ,kirinn3,kirinn3,kirinn,kirinn,,,True,False
慬,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True,False
慬,khûn,50,khûn,khun5,khun5,khun,khun,,,True,False
憚,tǎn,50,tǎn,tan6,tan6,tan,tan,,,True,False
憤,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
憤,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
憪,hân,50,hân,han5,han5,han,han,,,True,False
憪,hǎn,50,hǎn,han6,han6,han,han,,,True,False
憺,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True,False
懃,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True,False
懄,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True,False
懄,khûn,50,khûn,khun5,khun5,khun,khun,,,True,False
懅,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
懅,kū,50,kū,ku7,ku7,ku,ku,,,True,False
懇,khírn,50,khírn,khirn2,khirn2,khirn,khirn,,,True,False
懈,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True,False
懢,hām,50,hām,ham7,ham7,ham,ham,,,True,False
懢,hǎm,50,hǎm,ham6,ham6,ham,ham,,,True,False
懸,kirînn,50,kîriⁿ,kirinn5,kirinn5,kirinn,kirinn,,,True,False
懸,kuînn,50,kûiⁿ,kuinn5,kuinn5,kuinn,kuinn,,,True,False
戎,liông,50,liông,liong5,liong5,liong,liong,,,True,False
戛,kherk,50,kherk,kherk4,kherk4,kherk,kherk,,,True,False
戛,khiak,50,khiak,khiak4,khiak4,khiak,khiak,,,True,False
截,tsere̍h,50,che̍reh,tsereh8,chereh8,tsereh,chereh,,,True,False
戺,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
戺,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
扂,tiǎm,50,tiǎm,tiam6,tiam6,tiam,tiam,,,True,False
扈,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
扌,siú,50,siú,siu2,siu2,siu,siu,,,True,False
扌,tshiú,50,chhiú,tshiu2,chhiu2,tshiu,chhiu,,,True,False
扒,pêe,50,pêe,pee5,pee5,pee,pee,,,True,False
扗,tsāi,50,chāi,tsai7,chai7,tsai,chai,,,True,False
扗,tsǎi,50,chǎi,tsai6,chai6,tsai,chai,,,True,False
扙,tiōng,50,tiōng,tiong7,tiong7,tiong,tiong,,,True,False
扙,tiǒng,50,tiǒng,tiong6,tiong6,tiong,tiong,,,True,False
扮,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
扮,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
扯,tshér,50,chhér,tsher2,chher2,tsher,chher,,,True,False
扴,ke̍eh,50,ke̍eh,keeh8,keeh8,keeh,keeh,,,True,False
技,kǐ,50,kǐ,ki6,ki6,ki,ki,,,True,False
把,pée,50,pée,pee2,pee2,pee,pee,,,True,False
