hanzi,tl,frequency,poj,tl_num,poj_num
竹篾仔,tik-bi̍h-á,16,tek-bi̍h-á,tik4bih8a2,tek4bih8a2
竹鋏仔,tik-giap-á,16,tek-giap-á,tik4giap4a2,tek4giap4a2
竹𥴊仔,tik-kám-á,16,tek-kám-á,tik4kam2a2,tek4kam2a2
筍屏仔,sún-pîn-á,16,sún-pîn-á,sun2pin5a2,sun2pin5a2
籠鋪仔,láng-phoo-á,16,láng-pho͘-á,lang2phoo1a2,lang2phoo1a2
米釐尺,bí-lî-tshioh,16,bí-lî-chhioh,bi2li5tshioh4,bi2li5chhioh4
粉線管,hún-suànn-kóng,16,hún-sòaⁿ-kóng,hun2suann3kong2,hun2soann3kong2
糖篋仔,thn̂g-kheh-á,16,thn̂g-kheh-á,thng5kheh4a2,thng5kheh4a2
紅寶石,âng-pó-tsio̍h,16,âng-pó-chio̍h,ang5po2tsioh8,ang5po2chioh8
紙膠帶,tsuá-ka-tuà,16,chóa-ka-tòa,tsua2ka1tua3,choa2ka1toa3
紙輪釘,tsuá-lián-ting,16,chóa-lián-teng,tsua2lian2ting1,choa2lian2teng1
紙輪釘,tsuá-lián-tìng,16,chóa-lián-tèng,tsua2lian2ting3,choa2lian2teng3
紡布輪,pháng-pòo-lún,16,pháng-pò͘-lún,phang2poo3lun2,phang2poo3lun2
紡金檯,pháng-kim-tâi,16,pháng-kim-tâi,phang2kim1tai5,phang2kim1tai5
索仔捲,soh-á-kńg,16,soh-á-kńg,soh4a2kng2,soh4a2kng2
紫色的,tsí-sik-ê,16,chí-sek-ê,tsi2sik4e5,chi2sek4e5
結龍跤,kiat-lîng-kha,16,kiat-lêng-kha,kiat4ling5kha1,kiat4leng5kha1
絲仔線,si-á-suànn,16,si-á-sòaⁿ,si1a2suann3,si1a2soann3
網仔甲,bāng-á-kah,16,bāng-á-kah,bang7a2kah4,bang7a2kah4
練塗機,liān-thôo-ki,16,liān-thô͘-ki,lian7thoo5ki1,lian7thoo5ki1
縛厝蓋,pa̍k-tshù-kuà,16,pa̍k-chhù-kòa,pak8tshu3kua3,pak8chhu3koa3
縛紙釘,pa̍k-tsuá-ting,16,pa̍k-chóa-teng,pak8tsua2ting1,pak8choa2teng1
繞銅線,liàu-tâng-suànn,16,liàu-tâng-sòaⁿ,liau3tang5suann3,liau3tang5soann3
繡花車,siù-hue-tshia,16,siù-hoe-chhia,siu3hue1tshia1,siu3hoe1chhia1
繡補店,siù-póo-tiàm,16,siù-pó͘-tiàm,siu3poo2tiam3,siu3poo2tiam3
羊仔頭,iûnn-á-thâu,16,iûⁿ-á-thâu,iunn5a2thau5,iunn5a2thau5
美工刀,bí-kang-to,16,bí-kang-to,bi2kang1to1,bi2kang1to1
耐火磚,nāi-hué-tsng,16,nāi-hóe-chng,nai7hue2tsng1,nai7hoe2chng1
胭脂蟲,ian-tsi-thâng,16,ian-chi-thâng,ian1tsi1thang5,ian1chi1thang5
腰帶花,io-tuà-hue,16,io-tòa-hoe,io1tua3hue1,io1toa3hoe1
腱子肉,kiàn-tsí-bah,16,kiàn-chí-bah,kian3tsi2bah4,kian3chi2bah4
臥蠶眉,ngōo-tshám-bî,16,ngō͘-chhám-bî,ngoo7tsham2bi5,ngoo7chham2bi5
自動剾,tsū-tōng-khau,16,chū-tōng-khau,tsu7tong7khau1,chu7tong7khau1
臺灣杉,tâi-uân-sam,16,tâi-oân-sam,tai5uan5sam1,tai5oan5sam1
舂龜仔,tsing-ku-á,16,cheng-ku-á,tsing1ku1a2,cheng1ku1a2
花匙仔,hue-sî-á,16,hoe-sî-á,hue1si5a2,hoe1si5a2
花枱仔,hue-tâi-á,16,hoe-tâi-á,hue1tai5a2,hoe1tai5a2
花盆仔,hue-phûn-á,16,hoe-phûn-á,hue1phun5a2,hoe1phun5a2
花蕊紋,hue-luí-bûn,16,hoe-lúi-bûn,hue1lui2bun5,hoe1lui2bun5
花鳥堵,hue-tsiáu-tóo,16,hoe-chiáu-tó͘,hue1tsiau2too2,hoe1chiau2too2
茶杯仔,tê-pue-á,16,tê-poe-á,te5pue1a2,te5poe1a2
茶疊仔,tê-thia̍p-á,16,tê-thia̍p-á,te5thiap8a2,te5thiap8a2
茶籠仔,tê-láng-á,16,tê-láng-á,te5lang2a2,te5lang2a2
茶米甕,tê-bí-àng,16,tê-bí-àng,te5bi2ang3,te5bi2ang3
茶罐仔,tê-kuàn-á,16,tê-koàn-á,te5kuan3a2,te5koan3a2
草仔箬,tshó-á-ha̍h,16,chhó-á-ha̍h,tsho2a2hah8,chho2a2hah8
草仔花,tshó-á-hue,16,chhó-á-hoe,tsho2a2hue1,chho2a2hoe1
菜櫥仔,tshài-tû-á,16,chhài-tû-á,tshai3tu5a2,chhai3tu5a2
蓮蕉盆,liân-tsio-phûn,16,liân-chio-phûn,lian5tsio1phun5,lian5chio1phun5
蔥管鼻,tshang-kóng-phīnn,16,chhang-kóng-phīⁿ,tshang1kong2phinn7,chhang1kong2phinn7
薄仔瓦,po̍h-á-hiā,16,po̍h-á-hiā,poh8a2hia7,poh8a2hia7
薄胎的,po̍h-thai-ê,16,po̍h-thai-ê,poh8thai1e5,poh8thai1e5
薰竹仔,hun-tik-á,16,hun-tek-á,hun1tik4a2,hun1tek4a2
藍寶石,nâ-pó-tsio̍h,16,nâ-pó-chio̍h,na5po2tsioh8,na5po2chioh8
虎爺衫,hóo-iâ-sann,16,hó͘-iâ-saⁿ,hoo2ia5sann1,hoo2ia5sann1
蛋殼畫,nn̄g-khak-uē,16,nn̄g-khak-ōe,nng7khak4ue7,nng7khak4oe7
蜘蛛紋,ti-tu-bûn,16,ti-tu-bûn,ti1tu1bun5,ti1tu1bun5
蝦仔盤,hê-á-puânn,16,hê-á-pôaⁿ,he5a2puann5,he5a2poann5
螭虎窗,tshi-hóo-thang,16,chhi-hó͘-thang,tshi1hoo2thang1,chhi1hoo2thang1
螭虎緞,tshu-hóo-tuān,16,chhu-hó͘-toān,tshu1hoo2tuan7,chhu1hoo2toan7
螭虎草,tshu-hóo-tshó,16,chhu-hó͘-chhó,tshu1hoo2tsho2,chhu1hoo2chho2
螭龍頭,tshi-liông-thâu,16,chhi-liông-thâu,tshi1liong5thau5,chhi1liong5thau5
螺仔片,lê-á-phìnn,16,lê-á-phìⁿ,le5a2phinn3,le5a2phinn3
衫摺路,sann-tsih-lōo,16,saⁿ-chih-lō͘,sann1tsih4loo7,sann1chih4loo7
袚繡線,phua̍h-siù-suànn,16,phoa̍h-siù-sòaⁿ,phuah8siu3suann3,phoah8siu3soann3
裝喙鬚,tsng-tshuì-tshiu,16,chng-chhùi-chhiu,tsng1tshui3tshiu1,chng1chhui3chhiu1
設計圖,siat-kè-tôo,16,siat-kè-tô͘,siat4ke3too5,siat4ke3too5
設計稿,siat-kè-kó,16,siat-kè-kó,siat4ke3ko2,siat4ke3ko2
試金石,tshì-kim-tsio̍h,16,chhì-kim-chio̍h,tshi3kim1tsioh8,chhi3kim1chioh8
豆油缸,tāu-iû-kng,16,tāu-iû-kng,tau7iu5kng1,tau7iu5kng1
豬跤楠,ti-kha-lâm,16,ti-kha-lâm,ti1kha1lam5,ti1kha1lam5
貼內裡,tah-lāi-lí,16,tah-lāi-lí,tah4lai7li2,tah4lai7li2
賊仔剾,tsha̍t-á-khau,16,chha̍t-á-khau,tshat8a2khau1,chhat8a2khau1
起竹背,khí-tik-puè,16,khí-tek-pòe,khi2tik4pue3,khi2tek4poe3
跤踏仔,kha-ta̍h-á,16,kha-ta̍h-á,kha1tah8a2,kha1tah8a2
跤踏風,kha-ta̍h-hong,16,kha-ta̍h-hong,kha1tah8hong1,kha1tah8hong1
車仔線,tshia-á-suànn,16,chhia-á-sòaⁿ,tshia1a2suann3,chhia1a2soann3
車工課,tshia-khang-khuè,16,chhia-khang-khòe,tshia1khang1khue3,chhia1khang1khoe3
車輪仔,tshia-lián-á,16,chhia-lián-á,tshia1lian2a2,chhia1lian2a2
輾龍啾,liàn-lîng-tshiu,16,liàn-lêng-chhiu,lian3ling5tshiu1,lian3leng5chhiu1
退火爐,thuè-hué-lôo,16,thòe-hóe-lô͘,thue3hue2loo5,thoe3hoe2loo5
透明漆,thàu-bîng-tshat,16,thàu-bêng-chhat,thau3bing5tshat4,thau3beng5chhat4
釐仔甲,li-á-khah,16,li-á-khah,li1a2khah4,li1a2khah4
金剛砂,kim-kong-sua,16,kim-kong-soa,kim1kong1sua1,kim1kong1soa1
金槓槌,kim-kòng-thuî,16,kim-kòng-thûi,kim1kong3thui5,kim1kong3thui5
金牌模,kim-pâi-bôo,16,kim-pâi-bô͘,kim1pai5boo5,kim1pai5boo5
金箔仔,kim-po̍h-á,16,kim-po̍h-á,kim1poh8a2,kim1poh8a2
金錢雲,kim-tsînn-hûn,16,kim-chîⁿ-hûn,kim1tsinn5hun5,kim1chinn5hun5
釘仔槌,tìng-á-thûi,16,tèng-á-thûi,ting3a2thui5,teng3a2thui5
鈕仔砧,liú-á-tiam,16,liú-á-tiam,liu2a2tiam1,liu2a2tiam1
鉛字架,iân-jī-kè,16,iân-jī-kè,ian5ji7ke3,ian5ji7ke3
鉛枋仔,iân-pang-á,16,iân-pang-á,ian5pang1a2,ian5pang1a2
鉛筆仔,iân-pit-á,16,iân-pit-á,ian5pit4a2,ian5pit4a2
鉸刀花,ka-to-hue,16,ka-to-hoe,ka1to1hue1,ka1to1hoe1
銀箔仔,gîn-po̍h-á,16,gîn-po̍h-á,gin5poh8a2,gin5poh8a2
銅抿仔,tâng-bín-á,16,tâng-bín-á,tang5bin2a2,tang5bin2a2
鋏玻璃,giap-po-lê,16,giap-po-lê,giap4po1le5,giap4po1le5
錢袋仔,tsînn-tē-á,16,chîⁿ-tē-á,tsinn5te7a2,chinn5te7a2
鍊帶鋸,lián-tuà-kì,16,lián-tòa-kì,lian2tua3ki3,lian2toa3ki3
鏡箱仔,kiànn-siunn-á,16,kiàⁿ-siuⁿ-á,kiann3siunn1a2,kiann3siunn1a2
鐮刈仔,liâm-li̍k-á,16,liâm-le̍k-á,liam5lik8a2,liam5lek8a2
鐵仔支,thih-á-ki,16,thih-á-ki,thih4a2ki1,thih4a2ki1
鐵仔棒,thih-á-pāng,16,thih-á-pāng,thih4a2pang7,thih4a2pang7
鐵冬青,thih-tang-tshenn,16,thih-tang-chheⁿ,thih4tang1tshenn1,thih4tang1chhenn1
鐵剪仔,thih-tsián-á,16,thih-chián-á,thih4tsian2a2,thih4chian2a2
鐵鎚仔,thih-thuî-á,16,thih-thûi-á,thih4thui5a2,thih4thui5a2
鑢橋枋,lē-kiô-pang,16,lē-kiô-pang,le7kio5pang1,le7kio5pang1
鑿仔檯,tsha̍k-á-tâi,16,chha̍k-á-tâi,tshak8a2tai5,chhak8a2tai5
雕刻刀,tiau-khik-to,16,tiau-khek-to,tiau1khik4to1,tiau1khek4to1
雕刻機,tiau-khik-ki,16,tiau-khek-ki,tiau1khik4ki1,tiau1khek4ki1
雞卵面,ke-nn̄g-bīn,16,ke-nn̄g-bīn,ke1nng7bin7,ke1nng7bin7
雞屎雲,ke-sái-hûn,16,ke-sái-hûn,ke1sai2hun5,ke1sai2hun5
離心機,li-sim-ki,16,li-sim-ki,li1sim1ki1,li1sim1ki1
電塗燈,tiān-thôo-ting,16,tiān-thô͘-teng,tian7thoo5ting1,tian7thoo5teng1
電熱爐,tiān-jia̍t-lôo,16,tiān-jia̍t-lô͘,tian7jiat8loo5,tian7jiat8loo5
電風龜,tiān-hong-ku,16,tiān-hong-ku,tian7hong1ku1,tian7hong1ku1
青斗石,tshenn-táu-tsio̍h,16,chheⁿ-táu-chio̍h,tshenn1tau2tsioh8,chhenn1tau2chioh8
鞋拔仔,ê-pue̍h-á,16,ê-poe̍h-á,e5pueh8a2,e5poeh8a2
順手體,sūn-tshiú-thé,16,sūn-chhiú-thé,sun7tshiu2the2,sun7chhiu2the2
風車花,hong-tshia-hue,16,hong-chhia-hoe,hong1tshia1hue1,hong1chhia1hoe1
食生漆,tsia̍h-tshenn-tshat,16,chia̍h-chheⁿ-chhat,tsiah8tshenn1tshat4,chiah8chhenn1chhat4
飯攕仔,pn̄g-tshiám-á,16,pn̄g-chhiám-á,png7tshiam2a2,png7chhiam2a2
魚仔盤,hî-á-puânn,16,hî-á-pôaⁿ,hi5a2puann5,hi5a2poann5
魚籠仔,hî-láng-á,16,hî-láng-á,hi5lang2a2,hi5lang2a2
魚鱗甲,hî-lân-kah,16,hî-lân-kah,hi5lan5kah4,hi5lan5kah4
魚鱗紋,hî-lân-bûn,16,hî-lân-bûn,hi5lan5bun5,hi5lan5bun5
鯉魚嘴,tāi-hî-tshuî,16,tāi-hî-chhûi,tai7hi5tshui5,tai7hi5chhui5
鯊魚刀,sua-hî-to,16,soa-hî-to,sua1hi5to1,soa1hi5to1
鹽筒仔,iâm-tâng-á,16,iâm-tâng-á,iam5tang5a2,iam5tang5a2
黃塗底,n̂g-thôo-té,16,n̂g-thô͘-té,ng5thoo5te2,ng5thoo5te2
黃塗粉,n̂g-thôo-hún,16,n̂g-thô͘-hún,ng5thoo5hun2,ng5thoo5hun2
黃豆粉,n̂g-tāu-hún,16,n̂g-tāu-hún,ng5tau7hun2,ng5tau7hun2
黏美金,liâm-bí-kim,16,liâm-bí-kim,liam5bi2kim1,liam5bi2kim1
黑墨畫,oo-ba̍k-uē,16,o͘-ba̍k-ōe,oo1bak8ue7,oo1bak8oe7
鼓仔燈,kóo-á-ting,16,kó͘-á-teng,koo2a2ting1,koo2a2teng1
龍椅手,liông-í-tshiú,16,liông-í-chhiú,liong5i2tshiu2,liong5i2chhiu2
龍眼葉,lîng-gíng-hio̍h,16,lêng-géng-hio̍h,ling5ging2hioh8,leng5geng2hioh8
龜甲紋,ku-kah-bûn,16,ku-kah-bûn,ku1kah4bun5,ku1kah4bun5
布袋,pòo-tē,15,pò͘-tē,poo3te7,poo3te7
hì-tah開關,hì-tah khai-kuan,12,hì-tah khai-koan,hi3tah4khai1kuan1,hi3tah4khai1koan1
khe金倒槽,khe-kim-tò-tsô,12,khe-kim-tò-chô,khe1kim1to3tso5,khe1kim1to3cho5
phue體kue枋,phue-thé kue-pang,12,phoe-thé koe-pang,phue1the2kue1pang1,phoe1the2koe1pang1
一分丁線,tsi̍t-hun-ting-suànn,12,chi̍t-hun-teng-sòaⁿ,tsit8hun1ting1suann3,chit8hun1teng1soann3
七分鑿仔,tshit-hun-tsha̍k-á,12,chhit-hun-chha̍k-á,tshit4hun1tshak8a2,chhit4hun1chhak8a2
三分鑿仔,sann-hun-tsha̍k-á,12,saⁿ-hun-chha̍k-á,sann1hun1tshak8a2,sann1hun1chhak8a2
三角刀仔,sann-kak-to-á,12,saⁿ-kak-to-á,sann1kak4to1a2,sann1kak4to1a2
乾漆茶盤,kan-tshat tê-puânn,12,kan-chhat tê-pôaⁿ,kan1tshat4te5puann5,kan1chhat4te5poann5
五分鑿仔,gōo-hun-tsha̍k-á,12,gō͘-hun-chha̍k-á,goo7hun1tshak8a2,goo7hun1chhak8a2
便當篋仔,piān-tong-kheh-á,12,piān-tong-kheh-á,pian7tong1kheh4a2,pian7tong1kheh4a2
修光鑿仔,siu-kng-tsha̍k-á,12,siu-kng-chha̍k-á,siu1kng1tshak8a2,siu1kng1chhak8a2
做四條線,tsò-sì-tiâu-suànn,12,chò-sì-tiâu-sòaⁿ,tso3si3tiau5suann3,cho3si3tiau5soann3
做密的,tsò-ba̍t--ê,12,chò-ba̍t--ê,tso3bat8e5,cho3bat8e5
兩分丁線,nn̄g-hun-ting-suànn,12,nn̄g-hun-teng-sòaⁿ,nng7hun1ting1suann3,nng7hun1teng1soann3
兩分鑿仔,nn̄g-hun-tsha̍k-á,12,nn̄g-hun-chha̍k-á,nng7hun1tshak8a2,nng7hun1chhak8a2
冰種的,ping-tsíng--ê,12,peng-chéng--ê,ping1tsing2e5,peng1cheng2e5
分半鑿仔,hun-puànn-tsha̍k-á,12,hun-pòaⁿ-chha̍k-á,hun1puann3tshak8a2,hun1poann3chhak8a2
切線模仔,tshiat-suànn-bôo-á,12,chhiat-sòaⁿ-bô͘-á,tshiat4suann3boo5a2,chhiat4soann3boo5a2
南京剾仔,lâm-kiann-khau-á,12,lâm-kiaⁿ-khau-á,lam5kiann1khau1a2,lam5kiann1khau1a2
印仔手指,ìn-á-tshiú-tsí,12,ìn-á-chhiú-chí,in3a2tshiu2tsi2,in3a2chhiu2chi2
厚葉柃木,kāu-hio̍h-lîng-bo̍k,12,kāu-hio̍h-lêng-bo̍k,kau7hioh8ling5bok8,kau7hioh8leng5bok8
原料槽仔,guân-liāu-tsô-á,12,goân-liāu-chô-á,guan5liau7tso5a2,goan5liau7cho5a2
吊鏡片仔,tiò-kiànn-phìnn-á,12,tiò-kiàⁿ-phìⁿ-á,tio3kiann3phinn3a2,tio3kiann3phinn3a2
四叉鋏仔,sì-tshe-giap-á,12,sì-chhe-giap-á,si3tshe1giap4a2,si3chhe1giap4a2
四耳提壺,sì-hīnn thê-ôo,12,sì-hīⁿ thê-ô͘,si3hinn7the5oo5,si3hinn7the5oo5
塑膠桮刀,sok-ka-pue-to,12,sok-ka-poe-to,sok4ka1pue1to1,sok4ka1poe1to1
壽字燭台,siū-jī tsik-tâi,12,siū-jī chek-tâi,siu7ji7tsik4tai5,siu7ji7chek4tai5
大葉楠仔,tuā-hio̍h-lâm-á,12,tōa-hio̍h-lâm-á,tua7hioh8lam5a2,toa7hioh8lam5a2
奶母車仔,ling-bó-tshia-á,12,leng-bó-chhia-á,ling1bo2tshia1a2,leng1bo2chhia1a2
安金箔仔,an-kim-po̍h-á,12,an-kim-po̍h-á,an1kim1poh8a2,an1kim1poh8a2
寸二桮仔,tshùn-jī-pue-a,12,chhùn-jī-poe-a,tshun3ji7pue1a1,chhun3ji7poe1a1
尖喙剪仔,tsiam-tshuì-tsián-á,12,chiam-chhùi-chián-á,tsiam1tshui3tsian2a2,chiam1chhui3chian2a2
屏風神椅,pîn-hong sîn-í,12,pîn-hong sîn-í,pin5hong1sin5i2,pin5hong1sin5i2
工作桌仔,kang-tsok-toh-á,12,kang-chok-toh-á,kang1tsok4toh4a2,kang1chok4toh4a2
年畫刻板,nî-uē-khik-pán,12,nî-ōe-khek-pán,ni5ue7khik4pan2,ni5oe7khek4pan2
彩繪化色,tshái-uē-huà-sik,12,chhái-ōe-hòa-sek,tshai2ue7hua3sik4,chhai2oe7hoa3sek4
戮空的,lak-khang--ê,12,lak-khang--ê,lak4khang1e5,lak4khang1e5
手環模仔,tshiú-khuân-bôo-á,12,chhiú-khoân-bô͘-á,tshiu2khuan5boo5a2,chhiu2khoan5boo5a2
抾光剾刀,khioh-kng-khau-to,12,khioh-kng-khau-to,khioh4kng1khau1to1,khioh4kng1khau1to1
拌料機仔,puānn-liāu-ki-á,12,pōaⁿ-liāu-ki-á,puann7liau7ki1a2,poann7liau7ki1a2
挲線枋仔,so-suànn-pang-á,12,so-sòaⁿ-pang-á,so1suann3pang1a2,so1soann3pang1a2
掃梳笒仔,sàu-se-gím-á,12,sàu-se-gím-á,sau3se1gim2a2,sau3se1gim2a2
搭架剪仔,tah-kè-tsián-á,12,tah-kè-chián-á,tah4ke3tsian2a2,tah4ke3chian2a2
摃手指跤,kòng-tshiú-tsí-kha,12,kòng-chhiú-chí-kha,kong3tshiu2tsi2kha1,kong3chhiu2chi2kha1
春壽香筒,tshun-siū-hiunn-tâng,12,chhun-siū-hiuⁿ-tâng,tshun1siu7hiunn1tang5,chhun1siu7hiunn1tang5
木苧仔麻,bo̍k-tē-á-muâ,12,bo̍k-tē-á-môa,bok8te7a2mua5,bok8te7a2moa5
果子粒仔,kué-tsí-lia̍p-á,12,kóe-chí-lia̍p-á,kue2tsi2liap8a2,koe2chi2liap8a2
栽目睭毛,tsai-ba̍k-tsiu-moo,12,chai-ba̍k-chiu-mo͘,tsai1bak8tsiu1moo1,chai1bak8chiu1moo1
桌跤蛰仔,toh-kha-tinn-á,12,toh-kha-tiⁿ-á,toh4kha1tinn1a2,toh4kha1tinn1a2
樹奶桮仔,tshiū-ling-pue-á,12,chhiū-leng-poe-á,tshiu7ling1pue1a2,chhiu7leng1poe1a2
水波山頭,tsuí-pho-suann-thâu,12,chúi-pho-soaⁿ-thâu,tsui2pho1suann1thau5,chui2pho1soann1thau5
汽水籃仔,khì-tsuí-nâ-á,12,khì-chúi-nâ-á,khi3tsui2na5a2,khi3chui2na5a2
海綿砂碖,hái-mî-sua-lún,12,hái-mî-soa-lún,hai2mi5sua1lun2,hai2mi5soa1lun2
漆釉的筆,tshat-iu ê pit,12,chhat-iu ê pit,tshat4iu1e5pit4,chhat4iu1e5pit4
煙腸頭毛,ian-tshiâng-thâu-moo,12,ian-chhiâng-thâu-mo͘,ian1tshiang5thau5moo1,ian1chhiang5thau5moo1
牛角掛屏,gû-kak-kuà-pîn,12,gû-kak-kòa-pîn,gu5kak4kua3pin5,gu5kak4koa3pin5
牽線柴仔,khan-suànn-tshâ-á,12,khan-sòaⁿ-chhâ-á,khan1suann3tsha5a2,khan1soann3chha5a2
狗母鍋仔,káu-bó-ue-á,12,káu-bó-oe-á,kau2bo2ue1a2,kau2bo2oe1a2
玻璃模仔,po-lê-bôo-á,12,po-lê-bô͘-á,po1le5boo5a2,po1le5boo5a2
玻璃甕仔,po-lê-àng-á,12,po-lê-àng-á,po1le5ang3a2,po1le5ang3a2
玻璃粉仔,po-lê-hún-á,12,po-lê-hún-á,po1le5hun2a2,po1le5hun2a2
玻璃粒仔,po-lê-lia̍p-á,12,po-lê-lia̍p-á,po1le5liap8a2,po1le5liap8a2
玻璃𣁳仔,po-lê-khat-á,12,po-lê-khat-á,po1le5khat4a2,po1le5khat4a2
生毛柿仔,senn-moo-khī-á,12,seⁿ-mo͘-khī-á,senn1moo1khi7a2,senn1moo1khi7a2
生頭發尾,senn-thâu-huat-bué,12,seⁿ-thâu-hoat-bóe,senn1thau5huat4bue2,senn1thau5hoat4boe2
畫布花仔,uē-pòo-hue-á,12,ōe-pò͘-hoe-á,ue7poo3hue1a2,oe7poo3hoe1a2
白糊固定,pe̍h-kôo kòo-tīng,12,pe̍h-kô͘ kò͘-tēng,peh8koo5koo3ting7,peh8koo5koo3teng7
相思仔樹,siunn-si-á-tshiū,12,siuⁿ-si-á-chhiū,siunn1si1a2tshiu7,siunn1si1a2chhiu7
石仔秤錘,tsio̍h ê tshìn-thuî,12,chio̍h ê chhìn-thûi,tsioh8e5tshin3thui5,chioh8e5chhin3thui5
石仔香爐,tsio̍h ê hiunn-lôo,12,chio̍h ê hiuⁿ-lô͘,tsioh8e5hiunn1loo5,chioh8e5hiunn1loo5
石膏機仔,tsio̍h-ko-ki-á,12,chio̍h-ko-ki-á,tsioh8ko1ki1a2,chioh8ko1ki1a2
福在眼前,hok-tsāi-gán-tsîng,12,hok-chāi-gán-chêng,hok4tsai7gan2tsing5,hok4chai7gan2cheng5
竹仔屏風,tik-á pîn-hong,12,tek-á pîn-hong,tik4a2pin5hong1,tek4a2pin5hong1
竹仔枕頭,tik-á-tsím-thâu,12,tek-á-chím-thâu,tik4a2tsim2thau5,tek4a2chim2thau5
竹管仔飯,tik-kóng-á-pn̄g,12,tek-kóng-á-pn̄g,tik4kong2a2png7,tek4kong2a2png7
竹編花籃,tik-pinn hue-nâ,12,tek-piⁿ hoe-nâ,tik4pinn1hue1na5,tek4pinn1hoe1na5
管頭鋏仔,kóng-thâu-giap-á,12,kóng-thâu-giap-á,kong2thau5giap4a2,kong2thau5giap4a2
籤尾刀仔,tshiam-bué-to-á,12,chhiam-bóe-to-á,tshiam1bue2to1a2,chhiam1boe2to1a2
粗胚鑿仔,tshoo-phue-tsha̍k-á,12,chho͘-phoe-chha̍k-á,tshoo1phue1tshak8a2,chhoo1phoe1chhak8a2
細支鉸刀,sè-ki-ka-to,12,sè-ki-ka-to,se3ki1ka1to1,se3ki1ka1to1
綠釉夜壺,lik-iu-iā-hôo,12,lek-iu-iā-hô͘,lik4iu1ia7hoo5,lek4iu1ia7hoo5
線板鋸仔,suànn-pán-kì-á,12,sòaⁿ-pán-kì-á,suann3pan2ki3a2,soann3pan2ki3a2
線條鋏仔,suànn-tiâu-giap-á,12,sòaⁿ-tiâu-giap-á,suann3tiau5giap4a2,soann3tiau5giap4a2
練塗機仔,liān-thôo-ki-á,12,liān-thô͘-ki-á,lian7thoo5ki1a2,lian7thoo5ki1a2
縛冬瓜箍,pa̍k-tang-kue-khoo,12,pa̍k-tang-koe-kho͘,pak8tang1kue1khoo1,pak8tang1koe1khoo1
纏鍊仔目,tînn-liān-á-ba̍k,12,tîⁿ-liān-á-ba̍k,tinn5lian7a2bak8,tinn5lian7a2bak8
胭脂樹仔,ian-tsi-tshiū-á,12,ian-chi-chhiū-á,ian1tsi1tshiu7a2,ian1chi1chhiu7a2
脫胎漆器,thuat-thai-tshat-khì,12,thoat-thai-chhat-khì,thuat4thai1tshat4khi3,thoat4thai1chhat4khi3
自動鉛筆,tsū-tōng-iân-pit,12,chū-tōng-iân-pit,tsu7tong7ian5pit4,chu7tong7ian5pit4
臺灣杜鵑,tâi-uân-tōo-kuan,12,tâi-oân-tō͘-koan,tai5uan5too7kuan1,tai5oan5too7koan1
臺灣松梧,tâi-uân siông-ngôo,12,tâi-oân siông-ngô͘,tai5uan5siong5ngoo5,tai5oan5siong5ngoo5
臺灣玉仔,tâi-uân-gi̍k-á,12,tâi-oân-ge̍k-á,tai5uan5gik8a2,tai5oan5gek8a2
臺灣赤楊,tâi-uân-tshik-iông,12,tâi-oân-chhek-iông,tai5uan5tshik4iong5,tai5oan5chhek4iong5
臺灣鋸仔,tâi-uân-kù-á,12,tâi-oân-kù-á,tai5uan5ku3a2,tai5oan5ku3a2
花鳥走獸,hue-tsiáu-tsáu-siù,12,hoe-chiáu-cháu-siù,hue1tsiau2tsau2siu3,hoe1chiau2chau2siu3
茶米黜仔,tê-bí-thuh-á,12,tê-bí-thuh-á,te5bi2thuh4a2,te5bi2thuh4a2
草仔花窗,tshó-á-hue-thang,12,chhó-á-hoe-thang,tsho2a2hue1thang1,chho2a2hoe1thang1
葫蘆鎚仔,hôo-lôo-thuî-á,12,hô͘-lô͘-thûi-á,hoo5loo5thui5a2,hoo5loo5thui5a2
螭虎屈篆,tshi-hóo khut-tuān,12,chhi-hó͘ khut-toān,tshi1hoo2khut4tuan7,chhi1hoo2khut4toan7
豆腐角仔,tāu-hū-kak-á,12,tāu-hū-kak-á,tau7hu7kak4a2,tau7hu7kak4a2
豬油甕仔,ti-iû-àng-á,12,ti-iû-àng-á,ti1iu5ang3a2,ti1iu5ang3a2
越南松梧,ua̍t-lâm siông-ngôo,12,oa̍t-lâm siông-ngô͘,uat8lam5siong5ngoo5,oat8lam5siong5ngoo5
辦桌湯盤,pān-toh-thng-puânn,12,pān-toh-thng-pôaⁿ,pan7toh4thng1puann5,pan7toh4thng1poann5
連堵剾仔,liân-tóo-khau-á,12,liân-tó͘-khau-á,lian5too2khau1a2,lian5too2khau1a2
連座硬身,liân-tsō ngē-sin,12,liân-chō ngē-sin,lian5tso7nge7sin1,lian5cho7nge7sin1
連鏡批筒,liân-kiànn-phue-tháng,12,liân-kiàⁿ-phoe-tháng,lian5kiann3phue1thang2,lian5kiann3phoe1thang2
選竹篾仔,suán-tik-bi̍h-á,12,soán-tek-bi̍h-á,suan2tik4bih8a2,soan2tek4bih8a2
醬菜甕仔,tsiùnn-tshài-àng-á,12,chiùⁿ-chhài-àng-á,tsiunn3tshai3ang3a2,chiunn3chhai3ang3a2
金箔仔紙,kim-po̍h-á-tsuá,12,kim-po̍h-á-chóa,kim1poh8a2tsua2,kim1poh8a2choa2
