tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
ōo-á,芋仔,25,ō͘-á,oo7a2,oo7a2,ooa,ooa
king-tsio,芎蕉,25,keng-chio,kingtsio,kengchio,kingtsio,kengchio
phû-iông,芙蓉,25,phû-iông,phu5iong5,phu5iong5,phuiong,phuiong
tsi-muâ,芝麻,25,chi-môa,tsimua5,chimoa5,tsimua,chimoa
kuà-tshài,芥菜,25,kòa-chhài,kua3tshai3,koa3chhai3,kuatshai,koachhai
hue-tshó,花草,25,hoe-chhó,huetsho2,hoechho2,huetsho,hoechho
khûn-tshài,芹菜,25,khûn-chhài,khun5tshai3,khun5chhai3,khuntshai,khunchhai
khóo-thu,苦株,25,khó͘-thu,khoo2thu,khoo2thu,khoothu,khoothu
khóo-līng,苦楝,25,khó͘-lēng,khoo2ling7,khoo2leng7,khooling,khooleng
khóo-kue,苦瓜,25,khó͘-koe,khoo2kue,khoo2koe,khookue,khookoe
khóo-tê,苦茶,25,khó͘-tê,khoo2te5,khoo2te5,khoote,khoote
khóo-muâ,苦麻,25,khó͘-môa,khoo2mua5,khoo2moa5,khoomua,khoomoa
tuē-á,苧仔,25,tōe-á,tue7a2,toe7a2,tuea,toea
thú-muâ,苧麻,25,thú-môa,thu2mua5,thu2moa5,thumua,thumoa
kiô-á,茄仔,25,kiô-á,kio5a2,kio5a2,kioa,kioa
ka-tang,茄苳,25,ka-tang,katang,katang,katang,katang
hm̂-á,茅仔,25,hm̂-á,hm5a2,hm5a2,hma,hma
hm̂-tsháu,茅草,25,hm̂-chháu,hm5tshau2,hm5chhau2,hmtshau,hmchhau
bak-nī,茉莉,25,bak-nī,bakni7,bakni7,bakni,bakni
huê-hiunn,茴香,25,hôe-hiuⁿ,hue5hiunn,hoe5hiunn,huehiunn,hoehiunn
tê-muî,茶梅,25,tê-mûi,te5mui5,te5mui5,temui,temui
tê-lân,茶蘭,25,tê-lân,te5lan5,te5lan5,telan,telan
tang-o,茼萵,25,tang-o,tango,tango,tango,tango
tsháu-se,草紗,25,chháu-se,tshau2se,chhau2se,tshause,chhause
nāi-tsi,荔枝,25,nāi-chi,nai7tsi,nai7chi,naitsi,naichi
láu-tîn,荖藤,25,láu-tîn,lau2tin5,lau2tin5,lautin,lautin
hò-siū,荷樹,25,hò-siū,ho3siu7,ho3siu7,hosiu,hosiu
tshinn-á,菁仔,25,chhiⁿ-á,tshinna2,chhinna2,tshinna,chhinna
kuann-bâng,菅芒,25,koaⁿ-bâng,kuannbang5,koannbang5,kuannbang,koannbang
kiok-á,菊仔,25,kiok-á,kioka2,kioka2,kioka,kioka
kak-hue,菊花,25,kak-hoe,kakhue,kakhoe,kakhue,kakhoe
kiok-hue,菊花,25,kiok-hoe,kiokhue,kiokhoe,kiokhue,kiokhoe
tshong-pô,菖蒲,25,chhong-pô,tshongpo5,chhongpo5,tshongpo,chhongpo
tshài-kue,菜瓜,25,chhài-koe,tshai3kue,chhai3koe,tshaikue,chhaikoe
tshài-hue,菜花,25,chhài-hoe,tshai3hue,chhai3hoe,tshaihue,chhaihoe
tshài-tāu,菜豆,25,chhài-tāu,tshai3tau7,chhai3tau7,tshaitau,chhaitau
tshài-thâu,菜頭,25,chhài-thâu,tshai3thau5,chhai3thau5,tshaithau,chhaithau
lâi-ho̍k,萊菔,25,lâi-ho̍k,lai5hok8,lai5hok8,laihok,laihok
suan-á,萱仔,25,soan-á,suana2,soana2,suana,soana
pián-thiok,萹蓄,25,pián-thiok,pian2thiok,pian2thiok,pianthiok,pianthiok
kuah-tsû,葛薯,25,koah-chû,kuahtsu5,koahchu5,kuahtsu,koahchu
kuah-tîn,葛藤,25,koah-tîn,kuahtin5,koahtin5,kuahtin,koahtin
phû-tô,葡萄,25,phû-tô,phu5to5,phu5to5,phuto,phuto
tshang-á,葱仔,25,chhang-á,tshanga2,chhanga2,tshanga,chhanga
tshang-thâu,葱頭,25,chhang-thâu,tshangthau5,chhangthau5,tshangthau,chhangthau
suàn-á,蒜仔,25,soàn-á,suan3a2,soan3a2,suana,soana
pôo-kuî,蒲葵,25,pô͘-kûi,poo5kui5,poo5kui5,pookui,pookui
tsi̍t-lê,蒺藜,25,chi̍t-lê,tsit8le5,chit8le5,tsitle,chitle
tshio̍h-tsháu,蓆草,25,chhio̍h-chháu,tshioh8tshau2,chhioh8chhau2,tshiohtshau,chhiohchhau
pi-muâ,蓖麻,25,pi-môa,pimua5,pimoa5,pimua,pimoa
thong-tshó,蓪草,25,thong-chhó,thongtsho2,thongchho2,thongtsho,thongchho
liân-hue,蓮花,25,liân-hoe,lian5hue,lian5hoe,lianhue,lianhoe
lô-tîn,蔞藤,25,lô-tîn,lo5tin5,lo5tin5,lotin,lotin
muâ-á,蔴仔,25,môa-á,mua5a2,moa5a2,muaa,moaa
muâ-tik,蔴竹,25,môa-tek,mua5tik,moa5tek,muatik,moatek
tshì-muî,蕀梅,25,chhì-mûi,tshi3mui5,chhi3mui5,tshimui,chhimui
huan-kam,蕃柑,25,hoan-kam,huankam,hoankam,huankam,hoankam
huan-hue,蕃花,25,hoan-hoe,huanhue,hoanhoe,huanhue,hoanhoe
huan-tshinn,蕃菁,25,hoan-chhiⁿ,huantshinn,hoanchhinn,huantshinn,hoanchhinn
huan-kiunn,蕃薑,25,hoan-kiuⁿ,huankiunn,hoankiunn,huankiunn,hoankiunn
han-tsû,蕃薯,25,han-chû,hantsu5,hanchu5,hantsu,hanchu
huan-be̍h,蕃麥,25,hoan-be̍h,huanbeh8,hoanbeh8,huanbeh,hoanbeh
huan-sué,蕃黍,25,hoan-sóe,huansue2,hoansoe2,huansue,hoansoe
kiô-be̍h,蕎麥,25,kiô-be̍h,kio5beh8,kio5beh8,kiobeh,kiobeh
lōo-giō,蕗蕎,25,lō͘-giō,loo7gio7,loo7gio7,loogio,loogio
lōo-tîn,蕗藤,25,lō͘-tîn,loo7tin5,loo7tin5,lootin,lootin
keh-niau,蕨猫,25,keh-niau,kehniau,kehniau,kehniau,kehniau
po̍h-phê,薄皮,25,po̍h-phê,poh8phe5,poh8phe5,pohphe,pohphe
po̍h-ho,薄荷,25,po̍h-ho,poh8ho,poh8ho,pohho,pohho
kiunn-n̂g,薑黃,25,kiuⁿ-n̂g,kiunnng5,kiunnng5,kiunnng,kiunnng
tsû-táu,薯斗,25,chû-táu,tsu5tau2,chu5tau2,tsutau,chutau
tsû-nn̂g,薯榔,25,chû-nn̂g,tsu5nng5,chu5nng5,tsunng,chunng
tsû-tāu,薯豆,25,chû-tāu,tsu5tau7,chu5tau7,tsutau,chutau
tîn-tsû,藤薯,25,tîn-chû,tin5tsu5,tin5chu5,tintsu,tinchu
io̍h-hóo,藥虎,25,io̍h-hó͘,ioh8hoo2,ioh8hoo2,iohhoo,iohhoo
lôo-tik,蘆竹,25,lô͘-tek,loo5tik,loo5tek,lootik,lootek
lôo-hē,蘆薈,25,lô͘-hē,loo5he7,loo5he7,loohe,loohe
lōo-sué,蘆黍,25,lō͘-sóe,loo7sue2,loo7soe2,loosue,loosoe
soo-bo̍k,蘇木,25,so͘-bo̍k,soobok8,soobok8,soobok,soobok
soo-thih,蘇鐵,25,so͘-thih,soothih,soothih,soothih,soothih
pîn-pô,蘋婆,25,pîn-pô,pin5po5,pin5po5,pinpo,pinpo
hóo-tshì,虎刺,25,hó͘-chhì,hoo2tshi3,hoo2chhi3,hootshi,hoochhi
tsuâ-pô,蛇婆,25,chôa-pô,tsua5po5,choa5po5,tsuapo,choapo
tsuâ-pho,蛇波,25,chôa-pho,tsua5pho,choa5pho,tsuapho,choapho
bit-iū,蜜柚,25,bit-iū,bitiu7,bitiu7,bitiu,bitiu
pián-tsiong,蝙章,25,pián-chiong,pian2tsiong,pian2chiong,piantsiong,pianchiong
hê-bé,蝦尾,25,hê-bé,he5be2,he5be2,hebe,hebe
ia̍h-lân,蝶蘭,25,ia̍h-lân,iah8lan5,iah8lan5,iahlan,iahlan
thâng-sái,蟲屎,25,thâng-sái,thang5sai2,thang5sai2,thangsai,thangsai
tsîm-tshài,蟳菜,25,chîm-chhài,tsim5tshai3,chim5chhai3,tsimtshai,chimchhai
tshâm-tāu,蠶豆,25,chhâm-tāu,tsham5tau7,chham5tau7,tshamtau,chhamtau
huih-tông,血桐,25,huih-tông,huihtong5,huihtong5,huihtong,huihtong
huih-tîn,血藤,25,huih-tîn,huihtin5,huihtin5,huihtin,huihtin
si-kue,西瓜,25,si-koe,sikue,sikoe,sikue,sikoe
kak-tshài,角菜,25,kak-chhài,kaktshai3,kakchhai3,kaktshai,kakchhai
tāu-tshài,豆菜,25,tāu-chhài,tau7tshai3,tau7chhai3,tautshai,tauchhai
tāu-hóo,豆虎,25,tāu-hó͘,tau7hoo2,tau7hoo2,tauhoo,tauhoo
kòng-á,貢仔,25,kòng-á,kong3a2,kong3a2,konga,konga
kuàn-tsiòng,貫眾,25,koàn-chiòng,kuan3tsiong3,koan3chiong3,kuantsiong,koanchiong
tshiah-ko,赤柯,25,chhiah-ko,tshiahko,chhiahko,tshiahko,chhiahko
tshiah-kua,赤柯,25,chhiah-koa,tshiahkua,chhiahkoa,tshiahkua,chhiahkoa
tshiah-káu,赤校,25,chhiah-káu,tshiahkau2,chhiahkau2,tshiahkau,chhiahkau
tshiah-iông,赤榕,25,chhiah-iông,tshiahiong5,chhiahiong5,tshiahiong,chhiahiong
tshiah-phê,赤皮,25,chhiah-phê,tshiahphe5,chhiahphe5,tshiahphe,chhiahphe
tshiah-lân,赤蘭,25,chhiah-lân,tshiahlan5,chhiahlan5,tshiahlan,chhiahlan
tshiah-liû,赤鱗,25,chhiah-liû,tshiahliu5,chhiahliu5,tshiahliu,chhiahliu
uán-tsì,遠志,25,oán-chì,uan2tsi3,oan2chi3,uantsi,oanchi
sng-kiat,酸橘,25,sng-kiat,sngkiat,sngkiat,sngkiat,sngkiat
sng-tìn,酸藤,25,sng-tìn,sngtin3,sngtin3,sngtin,sngtin
kim-kam,金柑,25,kim-kam,kimkam,kimkam,kimkam,kimkam
kim-kue,金瓜,25,kim-koe,kimkue,kimkoe,kimkue,kimkoe
kim-tsuánn,金盞,25,kim-chóaⁿ,kimtsuann2,kimchoann2,kimtsuann,kimchoann
kim-sún,金筍,25,kim-sún,kimsun2,kimsun2,kimsun,kimsun
kim-ing,金英,25,kim-eng,kiming,kimeng,kiming,kimeng
kau-tîn,鈎藤,25,kau-tîn,kautin5,kautin5,kautin,kautin
kau-tîn,鉤藤,25,kau-tîn,kautin5,kautin5,kautin,kautin
thih-á,鐵仔,25,thih-á,thiha2,thiha2,thiha,thiha
thih-tshiū,鐵樹,25,thih-chhiū,thihtshiu7,thihchhiu7,thihtshiu,thihchhiu
hông-kí,防巳,25,hông-kí,hong5ki2,hong5ki2,hongki,hongki
hông-hong,防風,25,hông-hong,hong5hong,hong5hong,honghong,honghong
kue-bâi,雞眉,25,koe-bâi,kuebai5,koebai5,kuebai,koebai
seh-kam,雪柑,25,seh-kam,sehkam,sehkam,sehkam,sehkam
tshinn-tông,青桐,25,chhiⁿ-tông,tshinntong5,chhinntong5,tshinntong,chhinntong
tshinn-png,青楓,25,chhiⁿ-png,tshinnpng,chhinnpng,tshinnpng,chhinnpng
tshi-siunn,青箱,25,chhi-siuⁿ,tshisiunn,chhisiunn,tshisiunn,chhisiunn
tshinn-o,青荷,25,chhiⁿ-o,tshinno,chhinno,tshinno,chhinno
tshinn-phiô,青萍,25,chhiⁿ-phiô,tshinnphio5,chhinnphio5,tshinnphio,chhinnphio
kú-tshài,韮菜,25,kú-chhài,ku2tshai3,ku2chhai3,kutshai,kuchhai
hong-tîn,風藤,25,hong-tîn,hongtin5,hongtin5,hongtin,hongtin
hong-kóo,風鼓,25,hong-kó͘,hongkoo2,hongkoo2,hongkoo,hongkoo
hiunn-înn,香圓,25,hiuⁿ-îⁿ,hiunninn5,hiunninn5,hiunninn,hiunninn
hiunn-sam,香杉,25,hiuⁿ-sam,hiunnsam,hiunnsam,hiunnsam,hiunnsam
hiong-kó,香果,25,hiong-kó,hiongko2,hiongko2,hiongko,hiongko
hiunn-kam,香柑,25,hiuⁿ-kam,hiunnkam,hiunnkam,hiunnkam,hiunnkam
hiunn-iū,香柚,25,hiuⁿ-iū,hiunniu7,hiunniu7,hiunniu,hiunniu
hiunn-kuì,香桂,25,hiuⁿ-kùi,hiunnkui3,hiunnkui3,hiunnkui,hiunnkui
phang-lâi,香梨,25,phang-lâi,phanglai5,phanglai5,phanglai,phanglai
hiunn-lâm,香楠,25,hiuⁿ-lâm,hiunnlam5,hiunnlam5,hiunnlam,hiunnlam
hiunn-jû,香榆,25,hiuⁿ-jû,hiunnju5,hiunnju5,hiunnju,hiunnju
hiong-iân,香櫞,25,hiong-iân,hiongian5,hiongian5,hiongian,hiongian
hiunn-hû,香符,25,hiuⁿ-hû,hiunnhu5,hiunnhu5,hiunnhu,hiunnhu
phang-hue,香花,25,phang-hoe,phanghue,phanghoe,phanghue,phanghoe
hiang-hm̂,香茅,25,hiang-hm̂,hianghm5,hianghm5,hianghm,hianghm
hiong-jû,香茹,25,hiong-jû,hiongju5,hiongju5,hiongju,hiongju
hiunn-tsháu,香草,25,hiuⁿ-chháu,hiunntshau2,hiunnchhau2,hiunntshau,hiunnchhau
phang-tsháu,香草,25,phang-chháu,phangtshau2,phangchhau2,phangtshau,phangchhau
ko-pue,高杯,25,ko-poe,kopue,kopoe,kopue,kopoe
hî-tîn,魚藤,25,hî-tîn,hi5tin5,hi5tin5,hitin,hitin
tsiáu-lâi,鳥梨,25,chiáu-lâi,tsiau2lai5,chiau2lai5,tsiaulai,chiaulai
tsiáu-tshîng,鳥榕,25,chiáu-chhêng,tsiau2tshing5,chiau2chheng5,tsiautshing,chiauchheng
tsiáu-tsiunn,鳥樟,25,chiáu-chiuⁿ,tsiau2tsiunn,chiau2chiunn,tsiautsiunn,chiauchiunn
kue-kè,鷄冠,25,koe-kè,kueke3,koeke3,kueke,koeke
kue-jiû,鷄柔,25,koe-jiû,kuejiu5,koejiu5,kuejiu,koejiu
kue-iû,鷄油,25,koe-iû,kueiu5,koeiu5,kueiu,koeiu
kue-bâi,鷄眉,25,koe-bâi,kuebai5,koebai5,kuebai,koebai
iâm-pô,鹽婆,25,iâm-pô,iam5po5,iam5po5,iampo,iampo
lo̍k-pn̄g,鹿飯,25,lo̍k-pn̄g,lok8png7,lok8png7,lokpng,lokpng
be̍h-á,麥仔,25,be̍h-á,beh8a2,beh8a2,beha,beha
bi̍k-tshong,麥葱,25,be̍k-chhong,bik8tshong,bek8chhong,biktshong,bekchhong
n̂g-ki,黃枝,25,n̂g-ki,ng5ki,ng5ki,ngki,ngki
n̂g-peh,黃柏,25,n̂g-peh,ng5peh,ng5peh,ngpeh,ngpeh
n̂g-kam,黃柑,25,n̂g-kam,ng5kam,ng5kam,ngkam,ngkam
n̂g-kun,黃根,25,n̂g-kun,ng5kun,ng5kun,ngkun,ngkun
n̂g-tsuí,黃槿,25,n̂g-chúi,ng5tsui2,ng5chui2,ngtsui,ngchui
n̂g-kú,黃櫸,25,n̂g-kú,ng5ku2,ng5ku2,ngku,ngku
n̂g-phî,黃皮,25,n̂g-phî,ng5phi5,ng5phi5,ngphi,ngphi
n̂g-tîn,黃籐,25,n̂g-tîn,ng5tin5,ng5tin5,ngtin,ngtin
n̂g-sik,黃粟,25,n̂g-sek,ng5sik,ng5sek,ngsik,ngsek
n̂g-tîn,黃藤,25,n̂g-tîn,ng5tin5,ng5tin5,ngtin,ngtin
n̂g-muâ,黃麻,25,n̂g-môa,ng5mua5,ng5moa5,ngmua,ngmoa
n̂g-kí,黃𣏌,25,n̂g-kí,ng5ki2,ng5ki2,ngki,ngki
sué-á,黍仔,25,sóe-á,sue2a2,soe2a2,suea,soea
tshú-khak,鼠麴,25,chhú-khak,tshu2khak,chhu2khak,tshukhak,chhukhak
kí-thok,齒托,25,kí-thok,ki2thok,ki2thok,kithok,kithok
gîng-gíng,龍眼,25,gêng-géng,ging5ging2,geng5geng2,gingging,genggeng
ku-hue,龜花,25,ku-hoe,kuhue,kuhoe,kuhue,kuhoe
ōng-lâi,𦬬萊,25,ōng-lâi,ong7lai5,ong7lai5,onglai,onglai
it-ki-hiunn,一枝香,16,it-ki-hiuⁿ,itkihiunn,itkihiunn,itkihiunn,itkihiunn
it-tiám-hông,一點紅,16,it-tiám-hông,ittiam2hong5,ittiam2hong5,ittiamhong,ittiamhong
tshit-hōo-liân,七厚蓮,16,chhit-hō͘-liân,tshithoo7lian5,chhithoo7lian5,tshithoolian,chhithoolian
tshit-tshùn-kim,七寸金,16,chhit-chhùn-kim,tshittshun3kim,chhitchhun3kim,tshittshunkim,chhitchhunkim
tshit-ji̍t-n̄g,七日暈,16,chhit-ji̍t-n̄g,tshitjit8ng7,chhitjit8ng7,tshitjitng,chhitjitng
tshit-lí-hiong,七星香,16,chhit-lí-hiong,tshitli2hiong,chhitli2hiong,tshitlihiong,chhitlihiong
tshit-hio̍h-liân,七葉蓮,16,chhit-hio̍h-liân,tshithioh8lian5,chhithioh8lian5,tshithiohlian,chhithiohlian
tshit-lí-hiong,七里香,16,chhit-lí-hiong,tshitli2hiong,chhitli2hiong,tshitlihiong,chhitlihiong
sann-pán-to,三版刀,16,saⁿ-pán-to,sannpan2to,sannpan2to,sannpanto,sannpanto
sann-hī-tsháu,三耳草,16,saⁿ-hī-chháu,sannhi7tshau2,sannhi7chhau2,sannhitshau,sannhichhau
sann-kha-ting,三脚丁,16,saⁿ-kha-teng,sannkhating,sannkhateng,sannkhating,sannkhateng
sann-kha-pia̍t,三脚別,16,saⁿ-kha-pia̍t,sannkhapiat8,sannkhapiat8,sannkhapiat,sannkhapiat
sann-kha-tiāu,三脚掉,16,saⁿ-kha-tiāu,sannkhatiau7,sannkhatiau7,sannkhatiau,sannkhatiau
sann-kha-phî,三脚皮,16,saⁿ-kha-phî,sannkhaphi5,sannkhaphi5,sannkhaphi,sannkhaphi
sann-kha-hóo,三脚虎,16,saⁿ-kha-hó͘,sannkhahoo2,sannkhahoo2,sannkhahoo,sannkhahoo
sann-kha-pih,三脚鼈,16,saⁿ-kha-pih,sannkhapih,sannkhapih,sannkhapih,sannkhapih
sann-kha-puà,三角破,16,saⁿ-kha-pòa,sannkhapua3,sannkhapoa3,sannkhapua,sannkhapoa
sann-kha-pih,三角鼈,16,saⁿ-kha-pih,sannkhapih,sannkhapih,sannkhapih,sannkhapih
sann-pih-pí,三鼈比,16,saⁿ-pih-pí,sannpihpi2,sannpihpi2,sannpihpi,sannpihpi
put-liû-hîng,不留行,16,put-liû-hêng,putliu5hing5,putliu5heng5,putliuhing,putliuheng
m̄-kiann-king,不驚經,16,m̄-kiaⁿ-keng,m7kiannking,m7kiannkeng,mkiannking,mkiannkeng
m̄-kiann-tê,不驚茶,16,m̄-kiaⁿ-tê,m7kiannte5,m7kiannte5,mkiannte,mkiannte
tshǹg-phīnn-lîng,串鼻龍,16,chhǹg-phīⁿ-lêng,tshng3phinn7ling5,chhng3phinn7leng5,tshngphinnling,chhngphinnleng
káu-tsàn-thah,九層塔,16,káu-chàn-thah,kau2tsan3thah,kau2chan3thah,kautsanthah,kauchanthah
kiú-kiong-kū,九芎舅,16,kiú-kiong-kū,kiu2kiongku7,kiu2kiongku7,kiukiongku,kiukiongku
káu-tîng-tshe,九重吹,16,káu-têng-chhe,kau2ting5tshe,kau2teng5chhe,kautingtshe,kautengchhe
khit-tshia̍h-uánn,乞食碗,16,khit-chhia̍h-óaⁿ,khittshiah8uann2,khitchhiah8oann2,khittshiahuann,khitchhiahoann
lin-á-tsháu,乳仔草,16,lin-á-chháu,lina2tshau2,lina2chhau2,linatshau,linachhau
gōo-the̍h-kiô,五宅茄,16,gō͘-the̍h-kiô,goo7theh8kio5,goo7theh8kio5,goothehkio,goothehkio
gōo-kun-tsháu,五根草,16,gō͘-kun-chháu,goo7kuntshau2,goo7kunchhau2,gookuntshau,gookunchhau
ngóo-jiáu-jiông,五爪絨,16,ngó͘-jiáu-jiông,ngoo2jiau2jiong5,ngoo2jiau2jiong5,ngoojiaujiong,ngoojiaujiong
ngóo-jiáu-lîng,五爪龍,16,ngó͘-jiáu-lêng,ngoo2jiau2ling5,ngoo2jiau2leng5,ngoojiauling,ngoojiauleng
gōo-kha-lí,五脚里,16,gō͘-kha-lí,goo7khali2,goo7khali2,gookhali,gookhali
góo-lîng-lân,五龍蘭,16,gó͘-lêng-lân,goo2ling5lan5,goo2leng5lan5,goolinglan,goolenglan
tsínn-pinn-tsháu,井邊草,16,chíⁿ-piⁿ-chháu,tsinn2pinntshau2,chinn2pinnchhau2,tsinnpinntshau,chinnpinnchhau
jîn-biān-tik,人面竹,16,jîn-biān-tek,jin5bian7tik,jin5bian7tek,jinbiantik,jinbiantek
jîn-tshì-tshang,仁刺葱,16,jîn-chhì-chhang,jin5tshi3tshang,jin5chhi3chhang,jintshitshang,jinchhichhang
sian-pa-tsiúnn,仙巴掌,16,sian-pa-chiúⁿ,sianpatsiunn2,sianpachiunn2,sianpatsiunn,sianpachiunn
hô-siú-oo,何首烏,16,hô-siú-o͘,ho5siu2oo,ho5siu2oo,hosiuoo,hosiuoo
hu̍t-thâu-kó,佛頭果,16,hu̍t-thâu-kó,hut8thau5ko2,hut8thau5ko2,hutthauko,hutthauko
sù-kun-tsú,使君子,16,sù-kun-chú,su3kuntsu2,su3kunchu2,sukuntsu,sukunchu
tó-tuē-kióng,倒地拱,16,tó-tōe-kióng,to2tue7kiong2,to2toe7kiong2,totuekiong,totoekiong
tó-tuē-lîng,倒地柃,16,tó-tōe-lêng,to2tue7ling5,to2toe7leng5,totueling,totoeleng
tó-kî-lîn,倒麒麟,16,tó-kî-lîn,to2ki5lin5,to2ki5lin5,tokilin,tokilin
siong-si̍t-tsháu,傷食草,16,siong-si̍t-chháu,siongsit8tshau2,siongsit8chhau2,siongsittshau,siongsitchhau
guân-siau-kam,元宵柑,16,goân-siau-kam,guan5siaukam,goan5siaukam,guansiaukam,goansiaukam
thòo-á-tshài,兔仔草,16,thò͘-á-chhài,thoo3a2tshai3,thoo3a2chhai3,thooatshai,thooachhai
thòo-hī-tsháu,兔耳草,16,thò͘-hī-chháu,thoo3hi7tshau2,thoo3hi7chhau2,thoohitshau,thoohichhau
lāi-tang-tsí,內冬子,16,lāi-tang-chí,lai7tangtsi2,lai7tangchi2,laitangtsi,laitangchi
pat-kuà-tsháu,八卦草,16,pat-kòa-chháu,patkua3tshau2,patkoa3chhau2,patkuatshau,patkoachhau
pueh-kak-á,八角仔,16,poeh-kak-á,puehkaka2,poehkaka2,puehkaka,poehkaka
pueh-kak-liân,八角蓮,16,poeh-kak-liân,puehkaklian5,poehkaklian5,puehkaklian,poehkaklian
kong-sun-kiat,公孫橘,16,kong-sun-kiat,kongsunkiat,kongsunkiat,kongsunkiat,kongsunkiat
la̍k-ge̍h-seh,六月雪,16,la̍k-ge̍h-seh,lak8geh8seh,lak8geh8seh,lakgehseh,lakgehseh
la̍k-liàm-á,六棯仔,16,la̍k-liàm-á,lak8liam3a2,lak8liam3a2,lakliama,lakliama
la̍k-kiám-á,六檢仔,16,la̍k-kiám-á,lak8kiam2a2,lak8kiam2a2,lakkiama,lakkiama
la̍k-kak-ing,六角英,16,la̍k-kak-eng,lak8kaking,lak8kakeng,lakkaking,lakkakeng
la̍k-kak-tsháu,六角草,16,la̍k-kak-chháu,lak8kaktshau2,lak8kakchhau2,lakkaktshau,lakkakchhau
tsài-sing-kiat,再生橘,16,chài-seng-kiat,tsai3singkiat,chai3sengkiat,tsaisingkiat,chaisengkiat
líng-pn̄g-tîn,冷飯藤,16,léng-pn̄g-tîn,ling2png7tin5,leng2png7tin5,lingpngtin,lengpngtin
tshìn-pn̄g-tîn,凊飯藤,16,chhìn-pn̄g-tîn,tshin3png7tin5,chhin3png7tin5,tshinpngtin,chhinpngtin
tshut-sing-láu,出生老,16,chhut-seng-láu,tshutsinglau2,chhutsenglau2,tshutsinglau,chhutsenglau
to-siong-tsháu,刀傷草,16,to-siong-chháu,tosiongtshau2,tosiongchhau2,tosiongtshau,tosiongchhau
tò-kè-tsháu,到繼草,16,tò-kè-chháu,to3ke3tshau2,to3ke3chhau2,toketshau,tokechhau
tshì-tōo-bi̍t,刺杜蜜,16,chhì-tō͘-bi̍t,tshi3too7bit8,chhi3too7bit8,tshitoobit,chhitoobit
tshì-kam-á,刺柑仔,16,chhì-kam-á,tshi3kama2,chhi3kama2,tshikama,chhikama
tshì-keh-á,刺格仔,16,chhì-keh-á,tshi3keha2,chhi3keha2,tshikeha,chhikeha
tshì-kiû-hue,刺毬花,16,chhì-kiû-hoe,tshi3kiu5hue,chhi3kiu5hoe,tshikiuhue,chhikiuhoe
tshì-tshang-tshiū,刺葱樹,16,chhì-chhang-chhiū,tshi3tshangtshiu7,chhi3chhangchhiu7,tshitshangtshiu,chhichhangchhiu
tsián-jiông-hue,剪絨花,16,chián-jiông-hoe,tsian2jiong5hue,chian2jiong5hoe,tsianjionghue,chianjionghoe
ka-ji̍p-kū,加入舅,16,ka-ji̍p-kū,kajip8ku7,kajip8ku7,kajipku,kajipku
ka-po̍h-mî,加薄棉,16,ka-po̍h-mî,kapoh8mi5,kapoh8mi5,kapohmi,kapohmi
sip-lí-hiong,十里香,16,sip-lí-hiong,sipli2hiong,sipli2hiong,siplihiong,siplihiong
tshian-kun-puih,千斤拔,16,chhian-kun-puih,tshiankunpuih,chhiankunpuih,tshiankunpuih,chhiankunpuih
tshian-lí-kong,千里光,16,chhian-lí-kong,tshianli2kong,chhianli2kong,tshianlikong,chhianlikong
gōo-sî-tsháu,午時草,16,gō͘-sî-chháu,goo7si5tshau2,goo7si5chhau2,goositshau,goosichhau
lâm-hong-tsháu,南風草,16,lâm-hong-chháu,lam5hongtshau2,lam5hongchhau2,lamhongtshau,lamhongchhau
kāu-khak-á,厚殼仔,16,kāu-khak-á,kau7khaka2,kau7khaka2,kaukhaka,kaukhaka
kau-khak-kuì,厚殼桂,16,kau-khak-kùi,kaukhakkui3,kaukhakkui3,kaukhakkui,kaukhakkui
sim-á-hio̍h,參仔葉,16,sim-á-hio̍h,sima2hioh8,sima2hioh8,simahioh,simahioh
kháu-kha-á,口脚仔,16,kháu-kha-á,khau2khaa2,khau2khaa2,khaukhaa,khaukhaa
kóo-gua̍t-kun,古月根,16,kó͘-goa̍t-kun,koo2guat8kun,koo2goat8kun,kooguatkun,koogoatkun
tông-tī-tsháu,同治草,16,tông-tī-chháu,tong5ti7tshau2,tong5ti7chhau2,tongtitshau,tongtichhau
hiòng-thian-tsuánn,向天盞,16,hiòng-thian-chóaⁿ,hiong3thiantsuann2,hiong3thianchoann2,hiongthiantsuann,hiongthianchoann
hiòng-thian-hông,向天黃,16,hiòng-thian-hông,hiong3thianhong5,hiong3thianhong5,hiongthianhong,hiongthianhong
hiòng-ji̍t-kuî,向日葵,16,hiòng-ji̍t-kûi,hiong3jit8kui5,hiong3jit8kui5,hiongjitkui,hiongjitkui
kā-lâng-káu,咬人狗,16,kā-lâng-káu,ka7lang5kau2,ka7lang5kau2,kalangkau,kalangkau
kā-lâng-niau,咬人猫,16,kā-lâng-niau,ka7lang5niau,ka7lang5niau,kalangniau,kalangniau
hâm-hong-tsháu,咸豐草,16,hâm-hong-chháu,ham5hongtshau2,ham5hongchhau2,hamhongtshau,hamhongchhau
to-nî-á,哆哖仔,16,to-nî-á,toni5a2,toni5a2,tonia,tonia
lā-lí-á,嘮哩仔,16,lā-lí-á,la7li2a2,la7li2a2,lalia,lalia
sù-kuì-tshun,四季春,16,sù-kùi-chhun,su3kui3tshun,su3kui3chhun,sukuitshun,sukuichhun
