tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taihoa
phuè-tì,配置,25,phòe-tì,phue3ti3,phoe3ti3,phueti,phoeti,pt,pt,True
phuè-kioh,配腳,25,phòe-kioh,phue3kioh1,phoe3kioh1,phuekioh,phoekioh,pk,pk,True
phuè-sik,配色,25,phòe-sek,phue3sik1,phoe3sek1,phuesik,phoesek,ps,ps,True
phuè-tê,配茶,25,phòe-tê,phue3te5,phoe3te5,phuete,phoete,pt,pt,True
phuè-tshài,配菜,25,phòe-chhài,phue3tshai3,phoe3chhai3,phuetshai,phoechhai,pt,pc,True
phuè-io̍h,配藥,25,phòe-io̍h,phue3ioh8,phoe3ioh8,phueioh,phoeioh,pi,pi,True
phuè-tsè,配製,25,phòe-chè,phue3tse3,phoe3che3,phuetse,phoeche,pt,pc,True
phuè-kak,配角,25,phòe-kak,phue3kak1,phoe3kak1,phuekak,phoekak,pk,pk,True
phuè-ta̍t,配達,25,phòe-ta̍t,phue3tat8,phoe3tat8,phuetat,phoetat,pt,pt,True
phuè-tsiú,配酒,25,phòe-chiú,phue3tsiu2,phoe3chiu2,phuetsiu,phoechiu,pt,pc,True
phuè-tiān,配電,25,phòe-tiān,phue3tian7,phoe3tian7,phuetian,phoetian,pt,pt,True
phuè-thâu,配頭,25,phòe-thâu,phue3thau5,phoe3thau5,phuethau,phoethau,pt,pt,True
phuè-gia̍h,配額,25,phòe-gia̍h,phue3giah8,phoe3giah8,phuegiah,phoegiah,pg,pg,True
phuè-pn̄g,配飯,25,phòe-pn̄g,phue3png7,phoe3png7,phuepng,phoepng,pp,pp,True
phuè-tàu,配鬥,25,phòe-tàu,phue3tau3,phoe3tau3,phuetau,phoetau,pt,pt,True
tsiú-hông,酒hông,25,chiú-hông,tsiu2hong5,chiu2hong5,tsiuhong,chiuhong,th,ch,True
tsiú-sian,酒仙,25,chiú-sian,tsiu2sian1,chiu2sian1,tsiusian,chiusian,ts,cs,True
tsiú-pa,酒吧,25,chiú-pa,tsiu2pa1,chiu2pa1,tsiupa,chiupa,tp,cp,True
tsiú-bī,酒味,25,chiú-bī,tsiu2bi7,chiu2bi7,tsiubi,chiubi,tb,cb,True
tsiú-lú,酒女,25,chiú-lú,tsiu2lu2,chiu2lu2,tsiulu,chiulu,tl,cl,True
tsiú-iàn,酒宴,25,chiú-iàn,tsiu2ian3,chiu2ian3,tsiuian,chiuian,ti,ci,True
tsiú-ka,酒家,25,chiú-ka,tsiu2ka1,chiu2ka1,tsiuka,chiuka,tk,ck,True
tsiú-sia̍h,酒席,25,chiú-sia̍h,tsiu2siah8,chiu2siah8,tsiusiah,chiusiah,ts,cs,True
tsiú-tiàm,酒店,25,chiú-tiàm,tsiu2tiam3,chiu2tiam3,tsiutiam,chiutiam,tt,ct,True
tsiú-tik,酒德,25,chiú-tek,tsiu2tik1,chiu2tek1,tsiutik,chiutek,tt,ct,True
tsiú-khong,酒悾,25,chiú-khong,tsiu2khong1,chiu2khong1,tsiukhong,chiukhong,tk,ck,True
tsiú-tsūn,酒拵,25,chiú-chūn,tsiu2tsun7,chiu2chun7,tsiutsun,chiuchun,tt,cc,True
tsiú-huē,酒會,25,chiú-hōe,tsiu2hue7,chiu2hoe7,tsiuhue,chiuhoe,th,ch,True
tsiú-pue,酒杯,25,chiú-poe,tsiu2pue1,chiu2poe1,tsiupue,chiupoe,tp,cp,True
tsiú-khok,酒柝,25,chiú-khok,tsiu2khok1,chiu2khok1,tsiukhok,chiukhok,tk,ck,True
tsiú-toh,酒桌,25,chiú-toh,tsiu2toh1,chiu2toh1,tsiutoh,chiutoh,tt,ct,True
tsiú-lâu,酒樓,25,chiú-lâu,tsiu2lau5,chiu2lau5,tsiulau,chiulau,tl,cl,True
tsiú-bó,酒母,25,chiú-bó,tsiu2bo2,chiu2bo2,tsiubo,chiubo,tb,cb,True
tsiú-khuì,酒氣,25,chiú-khùi,tsiu2khui3,chiu2khui3,tsiukhui,chiukhui,tk,ck,True
tsiú-khì,酒氣,25,chiú-khì,tsiu2khi3,chiu2khi3,tsiukhi,chiukhi,tk,ck,True
tsiú-lāu,酒漏,25,chiú-lāu,tsiu2lau7,chiu2lau7,tsiulau,chiulau,tl,cl,True
tsiú-kông,酒狂,25,chiú-kông,tsiu2kong5,chiu2kong5,tsiukong,chiukong,tk,ck,True
tsiú-pân,酒瓶,25,chiú-pân,tsiu2pan5,chiu2pan5,tsiupan,chiupan,tp,cp,True
tsiú-àng,酒甕,25,chiú-àng,tsiu2ang3,chiu2ang3,tsiuang,chiuang,ta,ca,True
tsiú-tinn,酒甜,25,chiú-tiⁿ,tsiu2tinn1,chiu2tinn1,tsiutinn,chiutinn,tt,ct,True
tsiú-siáu,酒痟,25,chiú-siáu,tsiu2siau2,chiu2siau2,tsiusiau,chiusiau,ts,cs,True
tsiú-phiah,酒癖,25,chiú-phiah,tsiu2phiah1,chiu2phiah1,tsiuphiah,chiuphiah,tp,cp,True
tsiú-tian,酒癲,25,chiú-tian,tsiu2tian1,chiu2tian1,tsiutian,chiutian,tt,ct,True
tsiú-tsuánn,酒盞,25,chiú-chóaⁿ,tsiu2tsuann2,chiu2choann2,tsiutsuann,chiuchoann,tt,cc,True
tsiú-kan,酒矸,25,chiú-kan,tsiu2kan1,chiu2kan1,tsiukan,chiukan,tk,ck,True
tsiú-khut,酒窟,25,chiú-khut,tsiu2khut1,chiu2khut1,tsiukhut,chiukhut,tk,ck,True
tsiú-iân,酒筵,25,chiú-iân,tsiu2ian5,chiu2ian5,tsiuian,chiuian,ti,ci,True
tsiú-phoh,酒粕,25,chiú-phoh,tsiu2phoh1,chiu2phoh1,tsiuphoh,chiuphoh,tp,cp,True
tsiú-tsing,酒精,25,chiú-cheng,tsiu2tsing1,chiu2cheng1,tsiutsing,chiucheng,tt,cc,True
tsiú-tsau,酒糟,25,chiú-chau,tsiu2tsau1,chiu2chau1,tsiutsau,chiuchau,tt,cc,True
tsiú-kuàn,酒罐,25,chiú-koàn,tsiu2kuan3,chiu2koan3,tsiukuan,chiukoan,tk,ck,True
tsiú-hiàn,酒羶,25,chiú-hiàn,tsiu2hian3,chiu2hian3,tsiuhian,chiuhian,th,ch,True
tsiú-pî,酒脾,25,chiú-pî,tsiu2pi5,chiu2pi5,tsiupi,chiupi,tp,cp,True
tsiú-hìng,酒興,25,chiú-hèng,tsiu2hing3,chiu2heng3,tsiuhing,chiuheng,th,ch,True
tsiú-pôo,酒苞,25,chiú-pô͘,tsiu2poo5,chiu2poo5,tsiupoo,chiupoo,tp,cp,True
tsiú-tshài,酒菜,25,chiú-chhài,tsiu2tshai3,chiu2chhai3,tsiutshai,chiuchhai,tt,cc,True
tsiú-hóo,酒虎,25,chiú-hó͘,tsiu2hoo2,chiu2hoo2,tsiuhoo,chiuhoo,th,ch,True
tsiú-tsu,酒資,25,chiú-chu,tsiu2tsu1,chiu2chu1,tsiutsu,chiuchu,tt,cc,True
tsiú-phuè,酒配,25,chiú-phòe,tsiu2phue3,chiu2phoe3,tsiuphue,chiuphoe,tp,cp,True
tsiú-tsuì,酒醉,25,chiú-chùi,tsiu2tsui3,chiu2chui3,tsiutsui,chiuchui,tt,cc,True
tsiú-liāng,酒量,25,chiú-liāng,tsiu2liang7,chiu2liang7,tsiuliang,chiuliang,tl,cl,True
tsiú-luī,酒類,25,chiú-lūi,tsiu2lui7,chiu2lui7,tsiului,chiului,tl,cl,True
tsiú-pn̄g,酒飯,25,chiú-pn̄g,tsiu2png7,chiu2png7,tsiupng,chiupng,tp,cp,True
tsiú-kuán,酒館,25,chiú-koán,tsiu2kuan2,chiu2koan2,tsiukuan,chiukoan,tk,ck,True
tsiú-kuí,酒鬼,25,chiú-kúi,tsiu2kui2,chiu2kui2,tsiukui,chiukui,tk,ck,True
tsiú-pih,酒鱉,25,chiú-pih,tsiu2pih1,chiu2pih1,tsiupih,chiupih,tp,cp,True
koo-lí,酤里,25,ko͘-lí,koo1li2,koo1li2,kooli,kooli,kl,kl,True
soo-khiáu,酥巧,25,so͘-khiáu,soo1khiau2,soo1khiau2,sookhiau,sookhiau,sk,sk,True
soo-buê,酥糜,25,so͘-bôe,soo1bue5,soo1boe5,soobue,sooboe,sb,sb,True
sau-siann,酥聲,25,sau-siaⁿ,sau1siann1,sau1siann1,sausiann,sausiann,ss,ss,True
soo-io,酥腰,25,so͘-io,soo1io1,soo1io1,sooio,sooio,si,si,True
sau-hong,酥風,25,sau-hong,sau1hong1,sau1hong1,sauhong,sauhong,sh,sh,True
soo-piánn,酥餅,25,so͘-piáⁿ,soo1piann2,soo1piann2,soopiann,soopiann,sp,sp,True
siû-lô,酬勞,25,siû-lô,siu5lo5,siu5lo5,siulo,siulo,sl,sl,True
siû-iông,酬庸,25,siû-iông,siu5iong5,siu5iong5,siuiong,siuiong,si,si,True
siû-sîn,酬神,25,siû-sîn,siu5sin5,siu5sin5,siusin,siusin,ss,ss,True
siû-siā,酬謝,25,siû-siā,siu5sia7,siu5sia7,siusia,siusia,ss,ss,True
siû-kim,酬金,25,siû-kim,siu5kim1,siu5kim1,siukim,siukim,sk,sk,True
kànn-bó,酵母,25,kàⁿ-bó,kann3bo2,kann3bo2,kannbo,kannbo,kb,kb,True
khok-lâng,酷人,25,khok-lâng,khok1lang5,khok1lang5,khoklang,khoklang,kl,kl,True
khok-hîng,酷刑,25,khok-hêng,khok1hing5,khok1heng5,khokhing,khokheng,kh,kh,True
khok-ài,酷愛,25,khok-ài,khok1ai3,khok1ai3,khokai,khokai,ka,ka,True
khok-hîng,酷橫,25,khok-hêng,khok1hing5,khok1heng5,khokhing,khokheng,kh,kh,True
khok-jia̍t,酷熱,25,khok-jia̍t,khok1jiat8,khok1jiat8,khokjiat,khokjiat,kj,kj,True
sng-lam,酸lam,25,sng-lam,sng1lam1,sng1lam1,snglam,snglam,sl,sl,True
sng-bī,酸味,25,sng-bī,sng1bi7,sng1bi7,sngbi,sngbi,sb,sb,True
sng-bui,酸微,25,sng-bui,sng1bui1,sng1bui1,sngbui,sngbui,sb,sb,True
sng-sìng,酸性,25,sng-sèng,sng1sing3,sng1seng3,sngsing,sngseng,ss,ss,True
sng-bôo,酸模,25,sng-bô͘,sng1boo5,sng1boo5,sngboo,sngboo,sb,sb,True
sng-khuì,酸氣,25,sng-khùi,sng1khui3,sng1khui3,sngkhui,sngkhui,sk,sk,True
sng-thiànn,酸痛,25,sng-thiàⁿ,sng1thiann3,sng1thiann3,sngthiann,sngthiann,st,st,True
sng-sún,酸筍,25,sng-sún,sng1sun2,sng1sun2,sngsun,sngsun,ss,ss,True
sng-sòo,酸素,25,sng-sò͘,sng1soo3,sng1soo3,sngsoo,sngsoo,ss,ss,True
sng-nńg,酸軟,25,sng-nńg,sng1nng2,sng1nng2,sngnng,sngnng,sn,sn,True
sng-tshòo,酸醋,25,sng-chhò͘,sng1tshoo3,sng1chhoo3,sngtshoo,sngchhoo,st,sc,True
sng-hōo,酸雨,25,sng-hō͘,sng1hoo7,sng1hoo7,snghoo,snghoo,sh,sh,True
sng-kinn,酸鹼,25,sng-kiⁿ,sng1kinn1,sng1kinn1,sngkinn,sngkinn,sk,sk,True
am-kue,醃瓜,25,am-koe,am1kue1,am1koe1,amkue,amkoe,ak,ak,True
am-kng,醃缸,25,am-kng,am1kng1,am1kng1,amkng,amkng,ak,ak,True
ian-thuí,醃腿,25,ian-thúi,ian1thui2,ian1thui2,ianthui,ianthui,it,it,True
sûn-sûn,醇醇,25,sûn-sûn,sun5sun5,sun5sun5,sunsun,sunsun,ss,ss,True
tsuì-tó,醉倒,25,chùi-tó,tsui3to2,chui3to2,tsuito,chuito,tt,ct,True
tsuì-sim,醉心,25,chùi-sim,tsui3sim1,chui3sim1,tsuisim,chuisim,ts,cs,True
tsuì-ì,醉意,25,chùi-ì,tsui3i3,chui3i3,tsuii,chuii,ti,ci,True
tsuì-hàn,醉漢,25,chùi-hàn,tsui3han3,chui3han3,tsuihan,chuihan,th,ch,True
tshòo-tháng,醋桶,25,chhò͘-tháng,tshoo3thang2,chhoo3thang2,tshoothang,chhoothang,tt,ct,True
tshòo-àng,醋甕,25,chhò͘-àng,tshoo3ang3,chhoo3ang3,tshooang,chhooang,ta,ca,True
tshòo-sîn,醋神,25,chhò͘-sîn,tshoo3sin5,chhoo3sin5,tshoosin,chhoosin,ts,cs,True
tshénn-lâi,醒來,25,chhéⁿ-lâi,tshenn2lai5,chhenn2lai5,tshennlai,chhennlai,tl,cl,True
tshénn-tshuì,醒嘴,25,chhéⁿ-chhùi,tshenn2tshui3,chhenn2chhui3,tshenntshui,chhennchhui,tt,cc,True
tshénn-sai,醒獅,25,chhéⁿ-sai,tshenn2sai1,chhenn2sai1,tshennsai,chhennsai,ts,cs,True
tshénn-ba̍k,醒目,25,chhéⁿ-ba̍k,tshenn2bak8,chhenn2bak8,tshennbak,chhennbak,tb,cb,True
tshénn-sik,醒色,25,chhéⁿ-sek,tshenn2sik1,chhenn2sek1,tshennsik,chhennsek,ts,cs,True
tshénn-huè,醒貨,25,chhéⁿ-hòe,tshenn2hue3,chhenn2hoe3,tshennhue,chhennhoe,th,ch,True
tshiú-huà,醜化,25,chhiú-hòa,tshiu2hua3,chhiu2hoa3,tshiuhua,chhiuhoa,th,ch,True
tshiú-ok,醜惡,25,chhiú-ok,tshiu2ok1,chhiu2ok1,tshiuok,chhiuok,to,co,True
tshiú-bûn,醜聞,25,chhiú-bûn,tshiu2bun5,chhiu2bun5,tshiubun,chhiubun,tb,cb,True
thiú-kioh,醜腳,25,thiú-kioh,thiu2kioh1,thiu2kioh1,thiukioh,thiukioh,tk,tk,True
tshiú-lōo,醜陋,25,chhiú-lō͘,tshiu2loo7,chhiu2loo7,tshiuloo,chhiuloo,tl,cl,True
ùn-tsuí,醞水,25,ùn-chúi,un3tsui2,un3chui2,untsui,unchui,ut,uc,True
ùn-jiòng,醞釀,25,ùn-jiòng,un3jiong3,un3jiong3,unjiong,unjiong,uj,uj,True
ùn-tsia̍h,醞食,25,ùn-chia̍h,un3tsiah8,un3chiah8,untsiah,unchiah,ut,uc,True
lô-kô,醪-手,25,lô-kô,lo5ko5,lo5ko5,loko,loko,lk,lk,True
lô-ko,醪膏,25,lô-ko,lo5ko1,lo5ko1,loko,loko,lk,lk,True
i-sū,醫事,25,i-sū,i1su7,i1su7,isu,isu,is,is,True
i-tsheh,醫冊,25,i-chheh,i1tsheh1,i1chheh1,itsheh,ichheh,it,ic,True
i-ha̍k,醫學,25,i-ha̍k,i1hak8,i1hak8,ihak,ihak,ih,ih,True
i-kuann,醫官,25,i-koaⁿ,i1kuann1,i1koann1,ikuann,ikoann,ik,ik,True
i-sing,醫生,25,i-seng,i1sing1,i1seng1,ising,iseng,is,is,True
i-kài,醫界,25,i-kài,i1kai3,i1kai3,ikai,ikai,ik,ik,True
i-liâu,醫療,25,i-liâu,i1liau5,i1liau5,iliau,iliau,il,il,True
i-kho,醫科,25,i-kho,i1kho1,i1kho1,ikho,ikho,ik,ik,True
i-tsháu,醫草,25,i-chháu,i1tshau2,i1chhau2,itshau,ichhau,it,ic,True
i-io̍h,醫藥,25,i-io̍h,i1ioh8,i1ioh8,iioh,iioh,ii,ii,True
i-su̍t,醫術,25,i-su̍t,i1sut8,i1sut8,isut,isut,is,is,True
i-hōo,醫護,25,i-hō͘,i1hoo7,i1hoo7,ihoo,ihoo,ih,ih,True
i-īnn,醫院,25,i-īⁿ,i1inn7,i1inn7,iinn,iinn,ii,ii,True
tsiùnn-liāu,醬料,25,chiùⁿ-liāu,tsiunn3liau7,chiunn3liau7,tsiunnliau,chiunnliau,tl,cl,True
tsiùnn-iû,醬油,25,chiùⁿ-iû,tsiunn3iu5,chiunn3iu5,tsiunniu,chiunniu,ti,ci,True
tsiùnn-tshing,醬清,25,chiùⁿ-chheng,tsiunn3tshing1,chiunn3chheng1,tsiunntshing,chiunnchheng,tt,cc,True
tsiùnn-kue,醬瓜,25,chiùⁿ-koe,tsiunn3kue1,chiunn3koe1,tsiunnkue,chiunnkoe,tk,ck,True
tsiùnn-sik,醬色,25,chiùⁿ-sek,tsiunn3sik1,chiunn3sek1,tsiunnsik,chiunnsek,ts,cs,True
tsiùnn-tsháu,醬草,25,chiùⁿ-chháu,tsiunn3tshau2,chiunn3chhau2,tsiunntshau,chiunnchhau,tt,cc,True
tsiùnn-tshài,醬菜,25,chiùⁿ-chhài,tsiunn3tshai3,chiunn3chhai3,tsiunntshai,chiunnchhai,tt,cc,True
tsiùnn-kiâm,醬鹹,25,chiùⁿ-kiâm,tsiunn3kiam5,chiunn3kiam5,tsiunnkiam,chiunnkiam,tk,ck,True
huat-kànn,醱酵,25,hoat-kàⁿ,huat1kann3,hoat1kann3,huatkann,hoatkann,hk,hk,True
liōng-sîng,釀成,25,liōng-sêng,liong7sing5,liong7seng5,liongsing,liongseng,ls,ls,True
tshái-kang,采工,25,chhái-kang,tshai2kang1,chhai2kang1,tshaikang,chhaikang,tk,ck,True
sik-tshut,釋出,25,sek-chhut,sik1tshut1,sek1chhut1,siktshut,sekchhut,st,sc,True
sik-hòng,釋放,25,sek-hòng,sik1hong3,sek1hong3,sikhong,sekhong,sh,sh,True
sik-bûn,釋文,25,sek-bûn,sik1bun5,sek1bun5,sikbun,sekbun,sb,sb,True
sik-gî,釋疑,25,sek-gî,sik1gi5,sek1gi5,sikgi,sekgi,sg,sg,True
sik-khia,釋迦,25,sek-khia,sik1khia1,sek1khia1,sikkhia,sekkhia,sk,sk,True
sik-kia,釋迦,25,sek-kia,sik1kia1,sek1kia1,sikkia,sekkia,sk,sk,True
lí-pòo,里布,25,lí-pò͘,li2poo3,li2poo3,lipoo,lipoo,lp,lp,True
lí-la,里拉,25,lí-la,li2la1,li2la1,lila,lila,ll,ll,True
lí-bîn,里民,25,lí-bîn,li2bin5,li2bin5,libin,libin,lb,lb,True
lí-káng,里港,25,lí-káng,li2kang2,li2kang2,likang,likang,lk,lk,True
lí-iok,里約,25,lí-iok,li2iok1,li2iok1,liiok,liiok,li,li,True
lí-tiúnn,里長,25,lí-tiúⁿ,li2tiunn2,li2tiunn2,litiunn,litiunn,lt,lt,True
tîng-tânn,重tânn,25,têng-tâⁿ,ting5tann5,teng5tann5,tingtann,tengtann,tt,tt,True
tiōng-kiú,重九,25,tiōng-kiú,tiong7kiu2,tiong7kiu2,tiongkiu,tiongkiu,tk,tk,True
tiōng-jīm,重任,25,tiōng-jīm,tiong7jim7,tiong7jim7,tiongjim,tiongjim,tj,tj,True
tāng-jīm,重任,25,tāng-jīm,tang7jim7,tang7jim7,tangjim,tangjim,tj,tj,True
tîng-lâi,重來,25,têng-lâi,ting5lai5,teng5lai5,tinglai,tenglai,tl,tl,True
tiông-siu,重修,25,tiông-siu,tiong5siu1,tiong5siu1,tiongsiu,tiongsiu,ts,ts,True
tîng-puē,重倍,25,têng-pōe,ting5pue7,teng5poe7,tingpue,tengpoe,tp,tp,True
tîng-pē,重倍,25,têng-pē,ting5pe7,teng5pe7,tingpe,tengpe,tp,tp,True
tiōng-ta̍t,重值,25,tiōng-ta̍t,tiong7tat8,tiong7tat8,tiongtat,tiongtat,tt,tt,True
tiōng-siong,重傷,25,tiōng-siong,tiong7siong1,tiong7siong1,tiongsiong,tiongsiong,ts,ts,True
tāng-siong,重傷,25,tāng-siong,tang7siong1,tang7siong1,tangsiong,tangsiong,ts,ts,True
tîng-kè,重價,25,têng-kè,ting5ke3,teng5ke3,tingke,tengke,tk,tk,True
tiōng-ping,重兵,25,tiōng-peng,tiong7ping1,tiong7peng1,tiongping,tiongpeng,tp,tp,True
tiōng-tián,重典,25,tiōng-tián,tiong7tian2,tiong7tian2,tiongtian,tiongtian,tt,tt,True
tîng-tsài,重再,25,têng-chài,ting5tsai3,teng5chai3,tingtsai,tengchai,tt,tc,True
tāng-hîng,重刑,25,tāng-hêng,tang7hing5,tang7heng5,tanghing,tangheng,th,th,True
tîng-phuànn,重判,25,têng-phòaⁿ,ting5phuann3,teng5phoann3,tingphuann,tengphoann,tp,tp,True
tiōng-lī,重利,25,tiōng-lī,tiong7li7,tiong7li7,tiongli,tiongli,tl,tl,True
tāng-lāi,重利,25,tāng-lāi,tang7lai7,tang7lai7,tanglai,tanglai,tl,tl,True
tāng-lī,重利,25,tāng-lī,tang7li7,tang7li7,tangli,tangli,tl,tl,True
tiông-hi̍k,重劃,25,tiông-he̍k,tiong5hik8,tiong5hek8,tionghik,tionghek,th,th,True
tiông-uē,重劃,25,tiông-ōe,tiong5ue7,tiong5oe7,tiongue,tiongoe,tu,to,True
tiōng-li̍k,重力,25,tiōng-le̍k,tiong7lik8,tiong7lek8,tionglik,tionglek,tl,tl,True
tiông-ngóo,重午,25,tiông-ngó͘,tiong5ngoo2,tiong5ngoo2,tiongngoo,tiongngoo,tn,tn,True
tîng-kù,重句,25,têng-kù,ting5ku3,teng5ku3,tingku,tengku,tk,tk,True
tiōng-tē,重地,25,tiōng-tē,tiong7te7,tiong7te7,tiongte,tiongte,tt,tt,True
tiōng-hîng,重型,25,tiōng-hêng,tiong7hing5,tiong7heng5,tionghing,tiongheng,th,th,True
tiōng-ap,重壓,25,tiōng-ap,tiong7ap1,tiong7ap1,tiongap,tiongap,ta,ta,True
tiōng-tāi,重大,25,tiōng-tāi,tiong7tai7,tiong7tai7,tiongtai,tiongtai,tt,tt,True
tîng-tsàu,重奏,25,têng-chàu,ting5tsau3,teng5chau3,tingtsau,tengchau,tt,tc,True
tiōng-hun,重婚,25,tiōng-hun,tiong7hun1,tiong7hun1,tionghun,tionghun,th,th,True
tāng-hà,重孝,25,tāng-hà,tang7ha3,tang7ha3,tangha,tangha,th,th,True
tîng-sûn,重巡,25,têng-sûn,ting5sun5,teng5sun5,tingsun,tengsun,ts,ts,True
tiông-kiàn,重建,25,tiông-kiàn,tiong5kian3,tiong5kian3,tiongkian,tiongkian,tk,tk,True
tiōng-sim,重心,25,tiōng-sim,tiong7sim1,tiong7sim1,tiongsim,tiongsim,ts,ts,True
tîng-kám,重感,25,têng-kám,ting5kam2,teng5kam2,tingkam,tengkam,tk,tk,True
tiōng-khìng,重慶,25,tiōng-khèng,tiong7khing3,tiong7kheng3,tiongkhing,tiongkheng,tk,tk,True
tāng-tshiú,重手,25,tāng-chhiú,tang7tshiu2,tang7chhiu2,tangtshiu,tangchhiu,tt,tc,True
tiōng-tshò,重挫,25,tiōng-chhò,tiong7tsho3,tiong7chho3,tiongtsho,tiongchho,tt,tc,True
tiông-tsìn,重振,25,tiông-chìn,tiong5tsin3,tiong5chin3,tiongtsin,tiongchin,tt,tc,True
tiông-thê,重提,25,tiông-thê,tiong5the5,tiong5the5,tiongthe,tiongthe,tt,tt,True
tîng-puann,重搬,25,têng-poaⁿ,ting5puann1,teng5poann1,tingpuann,tengpoann,tp,tp,True
tiông-pòo,重播,25,tiông-pò͘,tiong5poo3,tiong5poo3,tiongpoo,tiongpoo,tp,tp,True
tiōng-kik,重擊,25,tiōng-kek,tiong7kik1,tiong7kek1,tiongkik,tiongkek,tk,tk,True
tāng-tànn,重擔,25,tāng-tàⁿ,tang7tann3,tang7tann3,tangtann,tangtann,tt,tt,True
tiōng-tsíng,重整,25,tiōng-chéng,tiong7tsing2,tiong7cheng2,tiongtsing,tiongcheng,tt,tc,True
tiông-sin,重新,25,tiông-sin,tiong5sin1,tiong5sin1,tiongsin,tiongsin,ts,ts,True
tîng-sin,重新,25,têng-sin,ting5sin1,teng5sin1,tingsin,tengsin,ts,ts,True
tiōng-bōng,重望,25,tiōng-bōng,tiong7bong7,tiong7bong7,tiongbong,tiongbong,tb,tb,True
tāng-pún,重本,25,tāng-pún,tang7pun2,tang7pun2,tangpun,tangpun,tp,tp,True
tiōng-àn,重案,25,tiōng-àn,tiong7an3,tiong7an3,tiongan,tiongan,ta,ta,True
tiōng-bú,重武,25,tiōng-bú,tiong7bu2,tiong7bu2,tiongbu,tiongbu,tb,tb,True
tāng-khuì,重氣,25,tāng-khùi,tang7khui3,tang7khui3,tangkhui,tangkhui,tk,tk,True
tiōng-iû,重油,25,tiōng-iû,tiong7iu5,tiong7iu5,tiongiu,tiongiu,ti,ti,True
tāng-jia̍t,重熱,25,tāng-jia̍t,tang7jiat8,tang7jiat8,tangjiat,tangjiat,tj,tj,True
tiōng-bu̍t,重物,25,tiōng-bu̍t,tiong7but8,tiong7but8,tiongbut,tiongbut,tb,tb,True
tiōng-huān,重犯,25,tiōng-hoān,tiong7huan7,tiong7hoan7,tionghuan,tionghoan,th,th,True
tiông-sing,重生,25,tiông-seng,tiong5sing1,tiong5seng1,tiongsing,tiongseng,ts,ts,True
tîng-senn,重生,25,têng-seⁿ,ting5senn1,teng5senn1,tingsenn,tengsenn,ts,ts,True
tiōng-iōng,重用,25,tiōng-iōng,tiong7iong7,tiong7iong7,tiongiong,tiongiong,ti,ti,True
tiông-sin,重申,25,tiông-sin,tiong5sin1,tiong5sin1,tiongsin,tiongsin,ts,ts,True
tāng-pēnn,重病,25,tāng-pēⁿ,tang7penn7,tang7penn7,tangpenn,tangpenn,tp,tp,True
tiōng-bîn,重眠,25,tiōng-bîn,tiong7bin5,tiong7bin5,tiongbin,tiongbin,tb,tb,True
tāng-bîn,重眠,25,tāng-bîn,tang7bin5,tang7bin5,tangbin,tangbin,tb,tb,True
tāng-tshìn,重秤,25,tāng-chhìn,tang7tshin3,tang7chhin3,tangtshin,tangchhin,tt,tc,True
tāng-suè,重稅,25,tāng-sòe,tang7sue3,tang7soe3,tangsue,tangsoe,ts,ts,True
tāng-tauh,重篤,25,tāng-tauh,tang7tauh1,tang7tauh1,tangtauh,tangtauh,tt,tt,True
tîng-sûn,重紃,25,têng-sûn,ting5sun5,teng5sun5,tingsun,tengsun,ts,ts,True
tāng-âng,重紅,25,tāng-âng,tang7ang5,tang7ang5,tangang,tangang,ta,ta,True
tiōng-tsoo,重組,25,tiōng-cho͘,tiong7tsoo1,tiong7choo1,tiongtsoo,tiongchoo,tt,tc,True
tiōng-tsóo,重組,25,tiōng-chó͘,tiong7tsoo2,tiong7choo2,tiongtsoo,tiongchoo,tt,tc,True
tāng-tsuē,重罪,25,tāng-chōe,tang7tsue7,tang7choe7,tangtsue,tangchoe,tt,tc,True
tāng-hua̍t,重罰,25,tāng-hoa̍t,tang7huat8,tang7hoat8,tanghuat,tanghoat,th,th,True
tîng-huan,重翻,25,têng-hoan,ting5huan1,teng5hoan1,tinghuan,tenghoan,th,th,True
tāng-hī,重耳,25,tāng-hī,tang7hi7,tang7hi7,tanghi,tanghi,th,th,True
tāng-hīnn,重耳,25,tāng-hīⁿ,tang7hinn7,tang7hinn7,tanghinn,tanghinn,th,th,True
tāng-siann,重聲,25,tāng-siaⁿ,tang7siann1,tang7siann1,tangsiann,tangsiann,ts,ts,True
tîng-tsi̍h,重舌,25,têng-chi̍h,ting5tsih8,teng5chih8,tingtsih,tengchih,tt,tc,True
tāng-lâm,重藍,25,tāng-lâm,tang7lam5,tang7lam5,tanglam,tanglam,tl,tl,True
tāng-io̍h,重藥,25,tāng-io̍h,tang7ioh8,tang7ioh8,tangioh,tangioh,ti,ti,True
tiōng-ho̍k,重複,25,tiōng-ho̍k,tiong7hok8,tiong7hok8,tionghok,tionghok,th,th,True
tiōng-iàu,重要,25,tiōng-iàu,tiong7iau3,tiong7iau3,tiongiau,tiongiau,ti,ti,True
tiōng-sī,重視,25,tiōng-sī,tiong7si7,tiong7si7,tiongsi,tiongsi,ts,ts,True
tîng-tânn,重誕,25,têng-tâⁿ,ting5tann5,teng5tann5,tingtann,tengtann,tt,tt,True
tiōng-tsik,重責,25,tiōng-chek,tiong7tsik1,tiong7chek1,tiongtsik,tiongchek,tt,tc,True
