hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,khpoo,is_variant
偦,sír,50,sír,sir2,sir2,ㄙㆨˋ,,sir,sir,ㄙㆨ,,,,,,True,False
偦,sú,50,sú,su2,su2,ㄙㄨˋ,,su,su,ㄙㄨ,,,,,,True,False
偨,tshir,50,chhir,tshir1,chhir1,ㄘㆨ,,tshir,chhir,ㄘㆨ,,,,,,True,False
偨,tshu,50,chhu,tshu1,chhu1,ㄘㄨ,,tshu,chhu,ㄘㄨ,,,,,,True,False
偩,hǔ,50,hǔ,hu6,hu6,ㄏㄨˇ,,hu,hu,ㄏㄨ,,,,,,True,False
偫,tǐ,50,tǐ,ti6,ti6,ㄉㄧˇ,,ti,ti,ㄉㄧ,,,,,,True,False
偲,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
傂,tī,50,tī,ti7,ti7,ㄉㄧ˫,,ti,ti,ㄉㄧ,,,,,,True,False
傂,tǐ,50,tǐ,ti6,ti6,ㄉㄧˇ,,ti,ti,ㄉㄧ,,,,,,True,False
傐,hō,50,hō,ho7,ho7,ㄏㄛ˫,,ho,ho,ㄏㄛ,,,,,,True,False
傐,hǒ,50,hǒ,ho6,ho6,ㄏㄛˇ,,ho,ho,ㄏㄛ,,,,,,True,False
傢,kee,50,kee,kee1,kee1,ㄍㄝ,,kee,kee,ㄍㄝ,,,,,,True,False
債,tseh,50,cheh,tseh4,cheh4,ㄗㆤㆷ,,tseh,cheh,ㄗㆤㆷ,,,,,,True,False
債,tserh,50,cherh,tserh4,cherh4,ㄗㄜㆷ,ㄗㄛㆷ,tserh,cherh,ㄗㄜㆷ,ㄗㄛㆷ,,,,,True,False
債,tsèe,50,chèe,tsee3,chee3,ㄗㄝ˪,,tsee,chee,ㄗㄝ,,,,,,True,False
債,tsèr,50,chèr,tser3,cher3,ㄗㄜ˪,ㄗㄛ˪,tser,cher,ㄗㄜ,ㄗㄛ,,,,,True,False
僎,tsuǎn,50,choǎn,tsuan6,choan6,ㄗㄨㄢˇ,,tsuan,choan,ㄗㄨㄢ,,,,,,True,False
像,siǒng,50,siǒng,siong6,siong6,ㄒㄧㆲˇ,,siong,siong,ㄒㄧㆲ,,,,,,True,False
像,tshiǔnn,50,chhiǔⁿ,tshiunn6,chhiunn6,ㄑㄧㆫˇ,,tshiunn,chhiunn,ㄑㄧㆫ,,,,,,True,False
僐,siān,50,siān,sian7,sian7,ㄒㄧㄢ˫,,sian,sian,ㄒㄧㄢ,,,,,,True,True
僐,siǎn,50,siǎn,sian6,sian6,ㄒㄧㄢˇ,,sian,sian,ㄒㄧㄢ,,,,,,True,False
僩,hān,50,hān,han7,han7,ㄏㄢ˫,,han,han,ㄏㄢ,,,,,,True,False
僩,hǎn,50,hǎn,han6,han6,ㄏㄢˇ,,han,han,ㄏㄢ,,,,,,True,False
價,kèe,50,kèe,kee3,kee3,ㄍㄝ˪,,kee,kee,ㄍㄝ,,,,,,True,False
僿,sìr,50,sìr,sir3,sir3,ㄙㆨ˪,,sir,sir,ㄙㆨ,,,,,,True,False
僿,sù,50,sù,su3,su3,ㄙㄨ˪,,su,su,ㄙㄨ,,,,,,True,False
儂,lâng,50,lâng,lang5,lang5,ㄌㄤˊ,,lang,lang,ㄌㄤ,,,,,,True,True
儘,tsǐn,50,chǐn,tsin6,chin6,ㄐㄧㄣˇ,,tsin,chin,ㄐㄧㄣ,,,,,,True,False
儢,līr,50,līr,lir7,lir7,ㄌㆨ˫,,lir,lir,ㄌㆨ,,,,,,True,False
儢,lǐr,50,lǐr,lir6,lir6,ㄌㆨˇ,,lir,lir,ㄌㆨ,,,,,,True,False
儩,sìr,50,sìr,sir3,sir3,ㄙㆨ˪,,sir,sir,ㄙㆨ,,,,,,True,False
儩,sù,50,sù,su3,su3,ㄙㄨ˪,,su,su,ㄙㄨ,,,,,,True,False
儲,thír,50,thír,thir2,thir2,ㄊㆨˋ,,thir,thir,ㄊㆨ,,,,,,True,False
儲,thîr,50,thîr,thir5,thir5,ㄊㆨˊ,,thir,thir,ㄊㆨ,,,,,,True,False
儲,thú,50,thú,thu2,thu2,ㄊㄨˋ,,thu,thu,ㄊㄨ,,,,,,True,False
儿,lîn,50,lîn,lin5,lin5,ㄌㄧㄣˊ,,lin,lin,ㄌㄧㄣ,,,,,,True,False
允,írn,50,írn,irn2,irn2,ㆨㄣˋ,,irn,irn,ㆨㄣ,,,,,,True,False
兆,tiǎu,50,tiǎu,tiau6,tiau6,ㄉㄧㄠˇ,,tiau,tiau,ㄉㄧㄠ,,,,,,True,False
兆,tiǒ,50,tiǒ,tio6,tio6,ㄉㄧㄛˇ,,tio,tio,ㄉㄧㄛ,,,,,,True,False
兕,sīr,50,sīr,sir7,sir7,ㄙㆨ˫,,sir,sir,ㄙㆨ,,,,,,True,False
兕,sǐr,50,sǐr,sir6,sir6,ㄙㆨˇ,,sir,sir,ㄙㆨ,,,,,,True,False
典,tirínn,50,tiríⁿ,tirinn2,tirinn2,ㄉㆨㆪˋ,,tirinn,tirinn,ㄉㆨㆪ,,,,,,True,False
典,tuínn,50,túiⁿ,tuinn2,tuinn2,ㄉㄨㆪˋ,,tuinn,tuinn,ㄉㄨㆪ,,,,,,True,False
冊,tsheeh,50,chheeh,tsheeh4,chheeh4,ㄘㄝㆷ,,tsheeh,chheeh,ㄘㄝㆷ,,,,,,True,False
冑,tiǔ,50,tiǔ,tiu6,tiu6,ㄉㄧㄨˇ,,tiu,tiu,ㄉㄧㄨ,,,,,,True,False
凥,kir,50,kir,kir1,kir1,ㄍㆨ,,kir,kir,ㄍㆨ,,,,,,True,False
刂,to,50,to,to1,to1,ㄉㄛ,,to,to,ㄉㄛ,,,,,,True,False
切,tshereh,50,chhereh,tshereh4,chhereh4,ㄘㄜㆤㆷ,ㄘㄛㆤㆷ,tshereh,chhereh,ㄘㄜㆤㆷ,ㄘㄛㆤㆷ,,,,,True,False
刞,tshìr,50,chhìr,tshir3,chhir3,ㄘㆨ˪,,tshir,chhir,ㄘㆨ,,,,,,True,False
刞,tshù,50,chhù,tshu3,chhu3,ㄘㄨ˪,,tshu,chhu,ㄘㄨ,,,,,,True,False
刷,seh,50,seh,seh4,seh4,ㄙㆤㆷ,,seh,seh,ㄙㆤㆷ,,,,,,True,False
刷,serh,50,serh,serh4,serh4,ㄙㄜㆷ,ㄙㄛㆷ,serh,serh,ㄙㄜㆷ,ㄙㄛㆷ,,,,,True,False
前,tsirînn,50,chirîⁿ,tsirinn5,chirinn5,ㄗㆨㆪˊ,,tsirinn,chirinn,ㄗㆨㆪ,,,,,,True,False
剚,tsìr,50,chìr,tsir3,chir3,ㄗㆨ˪,,tsir,chir,ㄗㆨ,,,,,,True,False
剺,le̍eh,50,le̍eh,leeh8,leeh8,ㄌㄝㆷ̇,,leeh,leeh,ㄌㄝㆷ,,,,,,True,False
剾,there,50,there,there1,there1,ㄊㄜㆤ,ㄊㄛㆤ,there,there,ㄊㄜㆤ,ㄊㄛㆤ,,,,,True,False
劃,ere̍h,50,ere̍h,ereh8,ereh8,ㄜㆤㆷ̇,ㄛㆤㆷ̇,ereh,ereh,ㄜㆤㆷ,ㄛㆤㆷ,,,,,True,False
加,kee,50,kee,kee1,kee1,ㄍㄝ,,kee,kee,ㄍㄝ,,,,,,True,False
劤,kìrn,50,kìrn,kirn3,kirn3,ㄍㆨㄣ˪,,kirn,kirn,ㄍㆨㄣ,,,,,,True,False
劤,kùn,50,kùn,kun3,kun3,ㄍㄨㄣ˪,,kun,kun,ㄍㄨㄣ,,,,,,True,False
努,lōo,50,lō͘,loo7,loo7,ㄌㆦ˫,,loo,loo,ㄌㆦ,,,,,,True,False
努,lǒo,50,lǒ͘,loo6,loo6,ㄌㆦˇ,,loo,loo,ㄌㆦ,,,,,,True,False
劯,tsir,50,chir,tsir1,chir1,ㄗㆨ,,tsir,chir,ㄗㆨ,,,,,,True,False
劯,tsu,50,chu,tsu1,chu1,ㄗㄨ,,tsu,chu,ㄗㄨ,,,,,,True,False
勏,piō,50,piō,pio7,pio7,ㄅㄧㄛ˫,,pio,pio,ㄅㄧㄛ,,,,,,True,False
勏,piǒ,50,piǒ,pio6,pio6,ㄅㄧㄛˇ,,pio,pio,ㄅㄧㄛ,,,,,,True,False
動,tǎng,50,tǎng,tang6,tang6,ㄉㄤˇ,,tang,tang,ㄉㄤ,,,,,,True,False
勥,kiōng,50,kiōng,kiong7,kiong7,ㄍㄧㆲ˫,,kiong,kiong,ㄍㄧㆲ,,,,,,True,False
勥,kiǒng,50,kiǒng,kiong6,kiong6,ㄍㄧㆲˇ,,kiong,kiong,ㄍㄧㆲ,,,,,,True,False
勭,tông,50,tông,tong5,tong5,ㄉㆲˊ,,tong,tong,ㄉㆲ,,,,,,True,False
勭,tōng,50,tōng,tong7,tong7,ㄉㆲ˫,,tong,tong,ㄉㆲ,,,,,,True,False
勭,tǒng,50,tǒng,tong6,tong6,ㄉㆲˇ,,tong,tong,ㄉㆲ,,,,,,True,False
勮,kīr,50,kīr,kir7,kir7,ㄍㆨ˫,,kir,kir,ㄍㆨ,,,,,,True,False
勮,kū,50,kū,ku7,ku7,ㄍㄨ˫,,ku,ku,ㄍㄨ,,,,,,True,False
勴,līr,50,līr,lir7,lir7,ㄌㆨ˫,,lir,lir,ㄌㆨ,,,,,,True,False
匷,kîr,50,kîr,kir5,kir5,ㄍㆨˊ,,kir,kir,ㄍㆨ,,,,,,True,False
匷,kû,50,kû,ku5,ku5,ㄍㄨˊ,,ku,ku,ㄍㄨ,,,,,,True,False
匸,hē,50,hē,he7,he7,ㄏㆤ˫,,he,he,ㄏㆤ,,,,,,True,False
匸,hě,50,hě,he6,he6,ㄏㆤˇ,,he,he,ㄏㆤ,,,,,,True,False
千,tshan,50,chhan,tshan1,chhan1,ㄘㄢ,,tshan,chhan,ㄘㄢ,,,,,,True,False
午,ngió,50,ngió,ngio2,ngio2,ㄫㄧㄛˋ,,ngio,ngio,ㄫㄧㄛ,,,,,,True,False
即,tsit,50,chit,tsit4,chit4,ㄐㄧㆵ,,tsit,chit,ㄐㄧㆵ,,,,,,True,True
厚,hiǒ,50,hiǒ,hio6,hio6,ㄏㄧㄛˇ,,hio,hio,ㄏㄧㄛ,,,,,,True,False
厵,guân,50,goân,guan5,goan5,ㆣㄨㄢˊ,,guan,goan,ㆣㄨㄢ,,,,,,True,False
厶,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
厺,khìr,50,khìr,khir3,khir3,ㄎㆨ˪,,khir,khir,ㄎㆨ,,,,,,True,False
叉,tshee1,50,chhee,tshee1,chhee1,ㄘㄝ,,tshee,chhee,ㄘㄝ,,,,,,True,False
反,pirínn,50,piríⁿ,pirinn2,pirinn2,ㄅㆨㆪˋ,,pirinn,pirinn,ㄅㆨㆪ,,,,,,True,False
叒,lio̍k,50,lio̍k,liok8,liok8,ㄌㄧㆦㆻ̇,,liok,liok,ㄌㄧㆦㆻ,,,,,,True,False
叓,sīr,50,sīr,sir7,sir7,ㄙㆨ˫,,sir,sir,ㄙㆨ,,,,,,True,False
叓,sū,50,sū,su7,su7,ㄙㄨ˫,,su,su,ㄙㄨ,,,,,,True,False
受,siǔ,50,siǔ,siu6,siu6,ㄒㄧㄨˇ,,siu,siu,ㄒㄧㄨ,,,,,,True,False
叙,sīr,50,sīr,sir7,sir7,ㄙㆨ˫,,sir,sir,ㄙㆨ,,,,,,True,False
叙,sǐr,50,sǐr,sir6,sir6,ㄙㆨˇ,,sir,sir,ㄙㆨ,,,,,,True,False
古,kió,50,kió,kio2,kio2,ㄍㄧㄛˋ,,kio,kio,ㄍㄧㄛ,,,,,,True,False
史,sír,50,sír,sir2,sir2,ㄙㆨˋ,,sir,sir,ㄙㆨ,,,,,,True,False
吇,tsír,50,chír,tsir2,chir2,ㄗㆨˋ,,tsir,chir,ㄗㆨ,,,,,,True,False
吇,tsú,50,chú,tsu2,chu2,ㄗㄨˋ,,tsu,chu,ㄗㄨ,,,,,,True,False
后,hiǒ,50,hiǒ,hio6,hio6,ㄏㄧㄛˇ,,hio,hio,ㄏㄧㄛ,,,,,,True,False
吪,êr,50,êr,er5,er5,ㄜˊ,ㄛˊ,er,er,ㄜ,ㄛ,,,,,True,False
听,gírn,50,gírn,girn2,girn2,ㆣㆨㄣˋ,,girn,girn,ㆣㆨㄣ,,,,,,True,False
听,gún,50,gún,gun2,gun2,ㆣㄨㄣˋ,,gun,gun,ㆣㄨㄣ,,,,,,True,False
吮,sūn,50,sūn,sun7,sun7,ㄙㄨㄣ˫,,sun,sun,ㄙㄨㄣ,,,,,,True,False
吮,sǔn,50,sǔn,sun6,sun6,ㄙㄨㄣˇ,,sun,sun,ㄙㄨㄣ,,,,,,True,False
呂,līr,50,līr,lir7,lir7,ㄌㆨ˫,,lir,lir,ㄌㆨ,,,,,,True,False
呂,lǐr,50,lǐr,lir6,lir6,ㄌㆨˇ,,lir,lir,ㄌㆨ,,,,,,True,False
呃,e̍rh,50,e̍rh,erh8,erh8,ㄜㆷ̇,ㄛㆷ̇,erh,erh,ㄜㆷ,ㄛㆷ,,,,,True,False
呃,irh,50,irh,irh4,irh4,ㆨㆷ,,irh,irh,ㆨㆷ,,,,,,True,False
呃,èr,50,èr,er3,er3,ㄜ˪,ㄛ˪,er,er,ㄜ,ㄛ,,,,,True,False
呰,tsír,50,chír,tsir2,chir2,ㄗㆨˋ,,tsir,chir,ㄗㆨ,,,,,,True,False
呲,tsîr,50,chîr,tsir5,chir5,ㄗㆨˊ,,tsir,chir,ㄗㆨ,,,,,,True,False
呲,tsû,50,chû,tsu5,chu5,ㄗㄨˊ,,tsu,chu,ㄗㄨ,,,,,,True,False
呼,kher,50,kher,kher1,kher1,ㄎㄜ,ㄎㄛ,kher,kher,ㄎㄜ,ㄎㄛ,,,,,True,False
呿,khir,50,khir,khir1,khir1,ㄎㆨ,,khir,khir,ㄎㆨ,,,,,,True,False
咀,tsīr,50,chīr,tsir7,chir7,ㄗㆨ˫,,tsir,chir,ㄗㆨ,,,,,,True,False
咀,tsū,50,chū,tsu7,chu7,ㄗㄨ˫,,tsu,chu,ㄗㄨ,,,,,,True,False
咀,tsǐr,50,chǐr,tsir6,chir6,ㄗㆨˇ,,tsir,chir,ㄗㆨ,,,,,,True,False
咊,hê,50,hê,he5,he5,ㄏㆤˊ,,he,he,ㄏㆤ,,,,,,True,False
咊,hêr,50,hêr,her5,her5,ㄏㄜˊ,ㄏㄛˊ,her,her,ㄏㄜ,ㄏㄛ,,,,,True,False
咊,hôo,50,hô͘,hoo5,hoo5,ㄏㆦˊ,,hoo,hoo,ㄏㆦ,,,,,,True,False
咊,hōo,50,hō͘,hoo7,hoo7,ㄏㆦ˫,,hoo,hoo,ㄏㆦ,,,,,,True,False
咎,kiǔ,50,kiǔ,kiu6,kiu6,ㄍㄧㄨˇ,,kiu,kiu,ㄍㄧㄨ,,,,,,True,False
咧,eh,50,eh,eh4,eh4,ㆤㆷ,,eh,eh,ㆤㆷ,,,,,,True,False
咧,lerh,50,lerh,lerh4,lerh4,ㄌㄜㆷ,ㄌㄛㆷ,lerh,lerh,ㄌㄜㆷ,ㄌㄛㆷ,,,,,True,False
咧,lirh,50,lirh,lirh4,lirh4,ㄌㆨㆷ,,lirh,lirh,ㄌㆨㆷ,,,,,,True,False
咧,terh,50,terh,terh4,terh4,ㄉㄜㆷ,ㄉㄛㆷ,terh,terh,ㄉㄜㆷ,ㄉㄛㆷ,,,,,True,False
咨,tsir,50,chir,tsir1,chir1,ㄗㆨ,,tsir,chir,ㄗㆨ,,,,,,True,False
哆,thēe,50,thēe,thee7,thee7,ㄊㄝ˫,,thee,thee,ㄊㄝ,,,,,,True,False
哯,hiǎn,50,hiǎn,hian6,hian6,ㄏㄧㄢˇ,,hian,hian,ㄏㄧㄢ,,,,,,True,False
哽,ke̍h,50,ke̍h,keh8,keh8,ㄍㆤㆷ̇,,keh,keh,ㄍㆤㆷ,,,,,,True,False
唄,pāi,50,pāi,pai7,pai7,ㄅㄞ˫,,pai,pai,ㄅㄞ,,,,,,True,False
唪,hōng,50,hōng,hong7,hong7,ㄏㆲ˫,,hong,hong,ㄏㆲ,,,,,,True,False
唪,hǒng,50,hǒng,hong6,hong6,ㄏㆲˇ,,hong,hong,ㄏㆲ,,,,,,True,False
唫,kīm,50,kīm,kim7,kim7,ㄍㄧㆬ˫,,kim,kim,ㄍㄧㆬ,,,,,,True,False
唫,kǐm,50,kǐm,kim6,kim6,ㄍㄧㆬˇ,,kim,kim,ㄍㄧㆬ,,,,,,True,False
唵,ám,50,ám,am2,am2,ㆰˋ,,am,am,ㆰ,,,,,,True,False
唹,ir,50,ir,ir1,ir1,ㆨ,,ir,ir,ㆨ,,,,,,True,False
唹,u,50,u,u1,u1,ㄨ,,u,u,ㄨ,,,,,,True,False
唼,sap,50,sap,sap4,sap4,ㄙㄚㆴ,,sap,sap,ㄙㄚㆴ,,,,,,True,False
啊,iah,50,iah,iah4,iah4,ㄧㄚㆷ,,iah,iah,ㄧㄚㆷ,,,,,,True,False
啖,tǎm,50,tǎm,tam6,tam6,ㄉㆰˇ,,tam,tam,ㄉㆰ,,,,,,True,False
啗,tǎm,50,tǎm,tam6,tam6,ㄉㆰˇ,,tam,tam,ㄉㆰ,,,,,,True,False
啙,tsír,50,chír,tsir2,chir2,ㄗㆨˋ,,tsir,chir,ㄗㆨ,,,,,,True,False
啙,tsú,50,chú,tsu2,chu2,ㄗㄨˋ,,tsu,chu,ㄗㄨ,,,,,,True,False
啜,tsheh,50,chheh,tsheh4,chheh4,ㄘㆤㆷ,,tsheh,chheh,ㄘㆤㆷ,,,,,,True,False
啜,tshereh,50,chhereh,tshereh4,chhereh4,ㄘㄜㆤㆷ,ㄘㄛㆤㆷ,tshereh,chhereh,ㄘㄜㆤㆷ,ㄘㄛㆤㆷ,,,,,True,False
啜,tsherh,50,chherh,tsherh4,chherh4,ㄘㄜㆷ,ㄘㄛㆷ,tsherh,chherh,ㄘㄜㆷ,ㄘㄛㆷ,,,,,True,False
啜,tshn̍gh,50,chhn̍gh,tshngh8,chhngh8,ㄘㆭㆷ̇,,tshngh,chhngh,ㄘㆭㆷ,,,,,,True,False
啜,tshueh,50,chhoeh,tshueh4,chhoeh4,ㄘㄨㆤㆷ,,tshueh,chhoeh,ㄘㄨㆤㆷ,,,,,,True,False
啞,ée,50,ée,ee2,ee2,ㄝˋ,,ee,ee,ㄝ,,,,,,True,False
啿,tām,50,tām,tam7,tam7,ㄉㆰ˫,,tam,tam,ㄉㆰ,,,,,,True,False
啿,tǎm,50,tǎm,tam6,tam6,ㄉㆰˇ,,tam,tam,ㄉㆰ,,,,,,True,False
善,siǎn,50,siǎn,sian6,sian6,ㄒㄧㄢˇ,,sian,sian,ㄒㄧㄢ,,,,,,True,False
喏,hiā,50,hiā,hia7,hia7,ㄏㄧㄚ˫,,hia,hia,ㄏㄧㄚ,,,,,,True,False
喏,hiǎ,50,hiǎ,hia6,hia6,ㄏㄧㄚˇ,,hia,hia,ㄏㄧㄚ,,,,,,True,False
喏,liá,50,liá,lia2,lia2,ㄌㄧㄚˋ,,lia,lia,ㄌㄧㄚ,,,,,,True,False
單,siǎn,50,siǎn,sian6,sian6,ㄒㄧㄢˇ,,sian,sian,ㄒㄧㄢ,,,,,,True,False
嗔,tshin,50,chhin,tshin1,chhin1,ㄑㄧㄣ,,tshin,chhin,ㄑㄧㄣ,,,,,,True,False
嗞,tsir,50,chir,tsir1,chir1,ㄗㆨ,,tsir,chir,ㄗㆨ,,,,,,True,False
嗞,tsu,50,chu,tsu1,chu1,ㄗㄨ,,tsu,chu,ㄗㄨ,,,,,,True,False
嗣,sīr,50,sīr,sir7,sir7,ㄙㆨ˫,,sir,sir,ㄙㆨ,,,,,,True,False
嗲,terh,50,terh,terh4,terh4,ㄉㄜㆷ,ㄉㄛㆷ,terh,terh,ㄉㄜㆷ,ㄉㄛㆷ,,,,,True,False
嗲,te̍rh,50,te̍rh,terh8,terh8,ㄉㄜㆷ̇,ㄉㄛㆷ̇,terh,terh,ㄉㄜㆷ,ㄉㄛㆷ,,,,,True,False
嘉,kee,50,kee,kee1,kee1,ㄍㄝ,,kee,kee,ㄍㄝ,,,,,,True,False
嘙,pô,50,pô,po5,po5,ㄅㄛˊ,,po,po,ㄅㄛ,,,,,,True,False
嘛,mǎ,50,mǎ,ma6,ma6,ㄇㄚˇ,,ma,ma,ㄇㄚ,,,,,,True,False
嘟,tu̍h,50,tu̍h,tuh8,tuh8,ㄉㄨㆷ̇,,tuh,tuh,ㄉㄨㆷ,,,,,,True,False
嘾,tām,50,tām,tam7,tam7,ㄉㆰ˫,,tam,tam,ㄉㆰ,,,,,,True,False
嘾,tǎm,50,tǎm,tam6,tam6,ㄉㆰˇ,,tam,tam,ㄉㆰ,,,,,,True,False
噉,tām,50,tām,tam7,tam7,ㄉㆰ˫,,tam,tam,ㄉㆰ,,,,,,True,False
噉,tǎm,50,tǎm,tam6,tam6,ㄉㆰˇ,,tam,tam,ㄉㆰ,,,,,,True,False
噓,hir,50,hir,hir1,hir1,ㄏㆨ,,hir,hir,ㄏㆨ,,,,,,True,False
噓,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
噓,sīr,50,sīr,sir7,sir7,ㄙㆨ˫,,sir,sir,ㄙㆨ,,,,,,True,False
嚩,po̍k,50,po̍k,pok8,pok8,ㄅㆦㆻ̇,,pok,pok,ㄅㆦㆻ,,,,,,True,False
嚽,tsheh,50,chheh,tsheh4,chheh4,ㄘㆤㆷ,,tsheh,chheh,ㄘㆤㆷ,,,,,,True,False
嚽,tshereh,50,chhereh,tshereh4,chhereh4,ㄘㄜㆤㆷ,ㄘㄛㆤㆷ,tshereh,chhereh,ㄘㄜㆤㆷ,ㄘㄛㆤㆷ,,,,,True,False
嚽,tsherh,50,chherh,tsherh4,chherh4,ㄘㄜㆷ,ㄘㄛㆷ,tsherh,chherh,ㄘㄜㆷ,ㄘㄛㆷ,,,,,True,False
嚽,tshueh,50,chhoeh,tshueh4,chhoeh4,ㄘㄨㆤㆷ,,tshueh,chhoeh,ㄘㄨㆤㆷ,,,,,,True,False
囮,bêr,50,bêr,ber5,ber5,ㆠㄜˊ,ㆠㄛˊ,ber,ber,ㆠㄜ,ㆠㄛ,,,,,True,False
圁,gîrn,50,gîrn,girn5,girn5,ㆣㆨㄣˊ,,girn,girn,ㆣㆨㄣ,,,,,,True,False
圁,gûn,50,gûn,gun5,gun5,ㆣㄨㄣˊ,,gun,gun,ㆣㄨㄣ,,,,,,True,False
圄,gír,50,gír,gir2,gir2,ㆣㆨˋ,,gir,gir,ㆣㆨ,,,,,,True,False
圉,gír,50,gír,gir2,gir2,ㆣㆨˋ,,gir,gir,ㆣㆨ,,,,,,True,False
圉,gīr,50,gīr,gir7,gir7,ㆣㆨ˫,,gir,gir,ㆣㆨ,,,,,,True,False
圉,gū,50,gū,gu7,gu7,ㆣㄨ˫,,gu,gu,ㆣㄨ,,,,,,True,False
土,thió,50,thió,thio2,thio2,ㄊㄧㄛˋ,,thio,thio,ㄊㄧㄛ,,,,,,True,False
圩,hir,50,hir,hir1,hir1,ㄏㆨ,,hir,hir,ㄏㆨ,,,,,,True,False
圩,hu,50,hu,hu1,hu1,ㄏㄨ,,hu,hu,ㄏㄨ,,,,,,True,False
圩,îr,50,îr,ir5,ir5,ㆨˊ,,ir,ir,ㆨ,,,,,,True,False
圩,û,50,û,u5,u5,ㄨˊ,,u,u,ㄨ,,,,,,True,False
圵,tōng,50,tōng,tong7,tong7,ㄉㆲ˫,,tong,tong,ㄉㆲ,,,,,,True,False
圵,tǒng,50,tǒng,tong6,tong6,ㄉㆲˇ,,tong,tong,ㄉㆲ,,,,,,True,False
圻,gîrn,50,gîrn,girn5,girn5,ㆣㆨㄣˊ,,girn,girn,ㆣㆨㄣ,,,,,,True,False
圻,gûn,50,gûn,gun5,gun5,ㆣㄨㄣˊ,,gun,gun,ㆣㄨㄣ,,,,,,True,False
坋,hūn,50,hūn,hun7,hun7,ㄏㄨㄣ˫,,hun,hun,ㄏㄨㄣ,,,,,,True,False
坋,hǔn,50,hǔn,hun6,hun6,ㄏㄨㄣˇ,,hun,hun,ㄏㄨㄣ,,,,,,True,False
坐,tsǒo,50,chǒ͘,tsoo6,choo6,ㄗㆦˇ,,tsoo,choo,ㄗㆦ,,,,,,True,False
坥,tshir,50,chhir,tshir1,chhir1,ㄘㆨ,,tshir,chhir,ㄘㆨ,,,,,,True,False
坥,tshu,50,chhu,tshu1,chhu1,ㄘㄨ,,tshu,chhu,ㄘㄨ,,,,,,True,False
坯,pher,50,pher,pher1,pher1,ㄆㄜ,ㄆㄛ,pher,pher,ㄆㄜ,ㄆㄛ,,,,,True,False
坾,tīr,50,tīr,tir7,tir7,ㄉㆨ˫,,tir,tir,ㄉㆨ,,,,,,True,False
坾,tū,50,tū,tu7,tu7,ㄉㄨ˫,,tu,tu,ㄉㄨ,,,,,,True,False
坾,tǐr,50,tǐr,tir6,tir6,ㄉㆨˇ,,tir,tir,ㄉㆨ,,,,,,True,False
垁,tī,50,tī,ti7,ti7,ㄉㄧ˫,,ti,ti,ㄉㄧ,,,,,,True,False
垁,tǐ,50,tǐ,ti6,ti6,ㄉㄧˇ,,ti,ti,ㄉㄧ,,,,,,True,False
垎,keeh,50,keeh,keeh4,keeh4,ㄍㄝㆷ,,keeh,keeh,ㄍㄝㆷ,,,,,,True,False
垎,keh,50,keh,keh4,keh4,ㄍㆤㆷ,,keh,keh,ㄍㆤㆷ,,,,,,True,False
垐,tsîr,50,chîr,tsir5,chir5,ㄗㆨˊ,,tsir,chir,ㄗㆨ,,,,,,True,False
垐,tsû,50,chû,tsu5,chu5,ㄗㄨˊ,,tsu,chu,ㄗㄨ,,,,,,True,False
垕,hiō,50,hiō,hio7,hio7,ㄏㄧㄛ˫,,hio,hio,ㄏㄧㄛ,,,,,,True,False
垕,hiǒ,50,hiǒ,hio6,hio6,ㄏㄧㄛˇ,,hio,hio,ㄏㄧㄛ,,,,,,True,False
垗,tiǎu,50,tiǎu,tiau6,tiau6,ㄉㄧㄠˇ,,tiau,tiau,ㄉㄧㄠ,,,,,,True,False
垠,gîrn,50,gîrn,girn5,girn5,ㆣㆨㄣˊ,,girn,girn,ㆣㆨㄣ,,,,,,True,False
垷,hiǎn,50,hiǎn,hian6,hian6,ㄏㄧㄢˇ,,hian,hian,ㄏㄧㄢ,,,,,,True,False
垻,pè,50,pè,pe3,pe3,ㄅㆤ˪,,pe,pe,ㄅㆤ,,,,,,True,False
垻,pèr,50,pèr,per3,per3,ㄅㄜ˪,ㄅㄛ˪,per,per,ㄅㄜ,ㄅㄛ,,,,,True,False
垿,sīr,50,sīr,sir7,sir7,ㄙㆨ˫,,sir,sir,ㄙㆨ,,,,,,True,False
垿,sū,50,sū,su7,su7,ㄙㄨ˫,,su,su,ㄙㄨ,,,,,,True,False
垿,sǐr,50,sǐr,sir6,sir6,ㄙㆨˇ,,sir,sir,ㄙㆨ,,,,,,True,False
埍,hiān,50,hiān,hian7,hian7,ㄏㄧㄢ˫,,hian,hian,ㄏㄧㄢ,,,,,,True,False
埍,hiǎn,50,hiǎn,hian6,hian6,ㄏㄧㄢˇ,,hian,hian,ㄏㄧㄢ,,,,,,True,False
埤,pī,50,pī,pi7,pi7,ㄅㄧ˫,,pi,pi,ㄅㄧ,,,,,,True,False
埤,pǐ,50,pǐ,pi6,pi6,ㄅㄧˇ,,pi,pi,ㄅㄧ,,,,,,True,False
