tl,hanzi,frequency
hiān,睍,10
muâ-phiàn,瞞騙,10
mâu-tún,矛盾,10
tsai-uī,知位,10
té-khòo,短褲,10
é-lò-peh--á,矮躼伯仔,10
tsio̍h-hue,石灰,10
kan-á,矸仔,10
sa,砂,10
gián-kiù,研究,10
gián-kiù-sóo,研究所,10
phò-huāi,破壞,10
phuà-pēnn,破病,10
teh-tīng-liáu--ah,硩定了矣,10
teh--lo̍h--khìr,硩落去,10
hiān,硯,10
tshuì-kôo-kôo,碎糊糊,10
uánn-kong,碗公,10
uánn-kué,碗粿,10
uánn-ké,碗粿,10
uánn-ko,碗糕,10
si̍k-sū,碩士,10
khak-tīng,確定,10
khak-jīn,確認,10
bé-thâu,碼頭,10
pōng-khang,磅空,10
luí,磊,10
tsng-á,磚仔,10
ta-khe,礁溪,10
khòng-tsuânn-tsuí,礦泉水,10
kî-tó,祈禱,10
tsóo-kong,祖公,10
tsóo-má,祖媽,10
sîn-bîng,神明,10
sîn-king,神經,10
sîn-hûn,神魂,10
kìm-tsí,禁止,10
hok-tik-tsìng-sîn,福德正神,10
lé-sòo,禮數,10
lé-māu,禮貌,10
hô,禾,10
sai-khia,私奇,10
tshiu-tshìn,秋凊,10
tshiu-thinn,秋天,10
kho-ha̍k,科學,10
tshìn-á,秤仔,10
iang,秧,10
thîng-tōo,程度,10
tsíng-tsí,種子,10
sit-thâu,穡頭,10
ún-sim-á,穩心仔,10
si̍k,穸,10
khong-khì,空氣,10
khang-phāng,空縫,10
khong-kan,空間,10
li̍p-tiûnn,立場,10
kìng-jiân,竟然,10
kīng-tsing,競爭,10
tik-á,竹仔,10
tik-kiā,竹崎,10
tik-tang,竹東,10
tik-tshân,竹田,10
tik-sún,竹筍,10
tik-ko,竹篙,10
tik-ke-á,竹雞仔,10
hut,笏,10
tshiò-iông,笑容,10
tshiò-bi-bi,笑微微,10
thai,笞,10
tán-hāu,等候,10
tíng-tíng,等等,10
kin-bah,筋肉,10
hua̍t,筏,10
tâng-á-bí-ko,筒仔米糕,10
tah-ìng,答應,10
tap-siā,答謝,10
tsiat-bo̍k,節目,10
huān-uî,範圍,10
kheh-á,篋仔,10
soo,簑,10
kán-tshing,簡稱,10
tshiam-miâ,簽名,10
phōo-á,簿仔,10
nâ-á,籃仔,10
nâ-kiû,籃球,10
tîng,籐,10
bí-thai,米篩,10
bí-thai-ba̍k,米篩目,10
bí-hún,米粉,10
bí-hún-tshá,米粉炒,10
bí-ko,米糕,10
hún-înn,粉圓,10
hún-âng,粉紅,10
hún-tsiáu,粉鳥,10
lia̍p-tsik,粒積,10
tshoo-ióng,粗勇,10
tshoo-khng,粗糠,10
tshoo-pá,粗飽,10
tshoo-lóo,粗魯,10
tshik-tshng,粟倉,10
tshik-tsiáu-á,粟鳥仔,10
liông,粮,10
liông,粱,10
tsiann-bah,精肉,10
hôo-tôo,糊塗,10
ko-á,糕仔,10
tshòo,糙,10
hùn,糞,10
liâng,糧,10
liông,糧,10
niû-tsháu,糧草,10
tia̍h-bí,糴米,10
thiò-bí,糶米,10
iok-huē,約會,10
iok-sok,約束,10
âng-thiap-á,紅帖仔,10
âng-khī,紅柿,10
âng-mn̂g-thôo,紅毛塗,10
âng-mn̂g-káng,紅毛港,10
âng-sik,紅色,10
âng-tê,紅茶,10
âng-tshài,紅菜,10
âng-tshài-thâu,紅菜頭,10
âng-thâu-sū,紅頭嶼,10
âng-ku-kué,紅龜粿,10
sûn-tsîng,純情,10
sòo-tsit,素質,10
sòo-si̍t,素食,10
pháng-tsit,紡織,10
soh-á,索仔,10
sè-lia̍p-tsí,細粒子,10
sè-siann,細聲,10
sè-khún,細菌,10
hut,紼,10
tsoo-ha̍p,組合,10
tsoo-tiúnn,組長,10
tsoo-thâu,組頭,10
kiat-kio̍k,結局,10
kiat-pài,結拜,10
kiat-siàu,結數,10
kiat-sok,結束,10
kiat-iân,結緣,10
kiat-lūn,結論,10
thóng-kè,統計,10
king-lí,經理,10
kenn-si,經絲,10
sàn,綫,10
î-tshî,維持,10
tuè-kiō-āu--ê,綴轎後的,10
tè-kiō-āu--ê,綴轎後的,10
tèr-kiō-āu--ê,綴轎後的,10
tèr-kiō-ǎu--ê,綴轎後的,10
tèr-kiǒ-ǎu--ê,綴轎後的,10
kún,緄,10
kín-tiunn,緊張,10
sàn,線,10
suànn-tíng,線頂,10
iân-hūn,緣份,10
ùn,縕,10
hiān,縣,10
tsóng-king-lí,總經理,10
tsóng-phòo,總舖,10
tsóng-kóng--tsi̍t-kù,總講一句,10
tsóng-ba̍uh,總貿,10
tseh,績,10
jiáu,繞,10
lām,纜,10
kuàn-thâu,罐頭,10
kuàn-thâu-khui-á,罐頭開仔,10
koo-liâu,罟寮,10
pā-bián,罷免,10
lô-tong,羅東,10
lô-má-jī,羅馬字,10
iûnn-á,羊仔,10
bí-lē-tó,美麗島,10
suān,羡,10
gī-bū,義務,10
gī-khì,義氣,10
ang-á-bóo,翁仔某,10
ang-sài,翁婿,10
si̍p-kuàn,習慣,10
huan-i̍k,翻譯,10
lāu-lâng,老人,10
lāu--khì--ah,老去矣,10
láu-tuā,老大,10
lāu-tuā-lâng,老大人,10
láu-si̍t,老實,10
lāu-khong-kiān,老康健,10
khó-lū,考慮,10
khó-tshì,考試,10
hīnn-sái,耳屎,10
hīnn-khang,耳空,10
hīnn-khang-khin,耳空輕,10
sìng-king,聖經,10
phìng-tshiánn,聘請,10
liân-ha̍p,聯合,10
siann-sàu,聲嗽,10
siann-siann-kù-kù,聲聲句句,10
siann-sueh,聲說,10
siann-tiāu,聲調,10
bah-uân,肉丸,10
bah-pau,肉包,10
bah-kám,肉感,10
jio̍k-kuì,肉桂,10
bah-sò-pn̄g,肉燥飯,10
bah-póo,肉脯,10
tōo-tsâi,肚臍,10
kóo-phiò,股票,10
kian,肩,10
king-kah-thâu,肩胛頭,10
khíng-tīng,肯定,10
hì-iām,肺炎,10
puē-kíng,背景,10
puē-kut,背骨,10
hôo-sîn,胡蠅,10
ian-tsi,胭脂,10
thián,腆,10
khiunn-kháu,腔口,10
náu-tshué,腦髓,10
io-tsí,腰子,10
io-tshioh,腰尺,10
pak-lāi,腹內,10
tsn̄g,臟,10
lîm-sî,臨時,10
tsū-tōng,自動,10
tsū-tsāi,自在,10
tsū-ka-iōng--ê,自家用的,10
tsū-ka-īng--ê,自家用的,10
tsū-tsá,自早,10
tsū-pún,自本,10
tsū-siú,自首,10
hiù,臭,10
tshàu-phuì,臭屁,10
tshàu-tuānn,臭彈,10
tshàu-hīnn-lâng,臭耳聾,10
tshàu-tsho,臭臊,10
tshàu-tsiān,臭賤,10
tshàu-sng,臭酸,10
tshàu-thâu,臭頭,10
tsing-khū,舂臼,10
hing-ōng,興旺,10
hìng-tshù,興趣,10
kū-tshù,舊厝,10
kū-nî,舊年,10
kū-té,舊底,10
bú-tâi,舞台,10
hâng-khong,航空,10
báng-kah,艋舺,10
liâng,良,10
sik-tsuí,色水,10
iām,艷,10
tshó,艸,10
ōo-á,芋仔,10
ōo-á-ping,芋仔冰,10
phû,芙,10
kuà-tshài,芥菜,10
pa-tsio,芭蕉,10
hue-hn̂g,花園,10
hue-tuânn,花壇,10
hue-ki,花枝,10
hue-tsháu,花草,10
hua-liân,花蓮,10
hua-giân-khá-gí,花言巧語,10
hue-hui,花飛,10
phang-bī,芳味,10
phang-tsuí,芳水,10
phang-kòng-kòng,芳貢貢,10
phang-sap-bûn,芳雪文,10
khîn-tshài,芹菜,10
thai,苔,10
biâu-li̍k,苗栗,10
nā-kah,若甲,10
khóo-khǹg,苦勸,10
khóo-sim,苦心,10
khóo-to̍k,苦毒,10
khóo-kue,苦瓜,10
hut,茀,10
biō,茂,10
tshâ,茶,10
tê-au,茶甌,10
tsháu-lâng,草人,10
tsháu-á,草仔,10
tsháu-tē,草地,10
tsháu-suann,草山,10
tsháu-tshio̍h,草蓆,10
tsháu-uê,草鞋,10
tsháu-ê,草鞋,10
nāi-tsi,荔枝,10
hiān,莧,10
hīng-tshài,莧菜,10
tshenn-á,菁仔,10
tshài-to,菜刀,10
tshài-tuann,菜單,10
tshài-tshī-á-miâ,菜市仔名,10
tshài-kue,菜瓜,10
tshài-thâu-kué,菜頭粿,10
phôo-sat,菩薩,10
huâ-jîn,華人,10
huâ-gí,華語,10
lîng-kak,菱角,10
bān-it,萬一,10
bān-tn̄g-tshim-khenn,萬丈深坑,10
lo̍h-kè,落價,10
lo̍h-lâm,落南,10
lo̍h-tâi,落台,10
lo̍h-thôo,落塗,10
lak-tshat,落漆,10
lo̍h-bîn,落眠,10
lo̍h-tsûn,落船,10
làu-làu,落落,10
lo̍h-tshia,落車,10
lo̍h-nńg,落軟,10
lo̍h-hōo-thinn,落雨天,10
lo̍h-seh,落雪,10
ia̍p,葉,10
tù-tsok,著作,10
phô-tô,葡萄,10
phû-tô,葡萄,10
phû-tô-tsiú,葡萄酒,10
táng-sū,董事,10
khue-sìnn,葵扇,10
suàn-á,蒜仔,10
suàn-jiông,蒜茸,10
tshio̍h-á,蓆仔,10
liân-ngāu,蓮藕,10
lián-bū,蓮霧,10
soo,蔬,10
ìm-sīnn-á,蔭豉仔,10
luí,蕋,10
nâ-sik,藍色,10
gē-su̍t,藝術,10
luí,藟,10
tîng,藤,10
io̍h-uân,藥丸,10
io̍h-kio̍k,藥局,10
io̍h-pâng,藥房,10
io̍h-tsâi,藥材,10
soo-ò,蘇澳,10
tshú-lí,處理,10
hi-hua,虛華,10
hō-tsuè,號做,10
hō-miâ,號名,10
hō-bé,號碼,10
sat-ba̍k-hî,虱目魚,10
ín,蚓,10
ô-á-tsian,蚵仔煎,10
ham-á,蚶仔,10
giâ-kang,蜈蚣,10
gôo-khî,蜈蜞,10
lâ-á,蜊仔,10
hâ,蝦,10
hê-jîn,蝦仁,10
hê-á,蝦仔,10
ia̍h-á,蝶仔,10
tsîm-á,蟳仔,10
la̍h-tsik,蠟燭,10
hueh-hîng,血型,10
hueh-lōo,血路,10
kiânn--khì--ah,行去矣,10
hîng-tsìng,行政,10
hîng-lí,行李,10
kiânn-kî,行棋,10
kiânn-tsûn,行船,10
kiânn-tsûn-lâng,行船人,10
kiânn-lōo,行路,10
kiânn-ta̍h,行踏,10
ke-á-lōo,街仔路,10
kue-á-lōo,街仔路,10
ke-tshī,街市,10
ke-lōo,街路,10
uē-sing,衛生,10
uē-sing-tsuá,衛生紙,10
tshiong-tu̍t,衝突,10
piáu-hiann,表兄,10
piáu-sió-muē,表小妹,10
piáu-sió-tī,表小弟,10
piáu-tsîng,表情,10
piáu-bîng,表明,10
piáu-ián,表演,10
piáu-hiān,表現,10
piáu-sī,表示,10
piáu-ta̍t,表達,10
piáu-bīn,表面,10
sann-á-khòo,衫仔褲,10
sann-king-á,衫弓仔,10
kún,衮,10
bē-hô,袂和,10
kún,袞,10
hiû-á,裘仔,10
póo-tshiong,補充,10
póo-tsōo,補助,10
póo-phuà-bāng,補破網,10
tsè-tsok,製作,10
tsè-tsō,製造,10
khòo-tuà,褲帶,10
be̍h-á,襪仔,10
sai-pak,西北,10
se-iûnn,西洋,10
se-iûnn-lâng,西洋人,10
sai-tsiò-ji̍t,西照日,10
si-kue,西瓜,10
se-tsong,西裝,10
iau-kiû,要求,10
iàu-tiám,要點,10
kiàn-pún,見本,10
kiàn-nā,見若,10
kiàn-kái,見解,10
kui-tīng,規定,10
kui-kí,規矩,10
tshin-lâng,親人,10
tshin-tshiat,親切,10
tshenn-ḿ,親姆,10
tshinn-ḿ,親姆,10
kak-gōo,覺悟,10
kak-tshénn,覺醒,10
kuan-tshat,觀察,10
kuan-liām,觀念,10
kuan-im,觀音,10
kuan-tiám,觀點,10
kak-tōo,角度,10
kak-sik,角色,10
kái-kiù,解救,10
kái-sueh,解說,10
kái-tsiú,解酒,10
gân,言,10
tìng,訂,10
kè-tì,計智,10
kè-uē,計畫,10
kè-tîng-tshia,計程車,10
kè-bôo,計謀,10
thó-hái,討海,10
thó-hái-lâng,討海人,10
thó-thàn,討趁,10
thó-tsia̍h,討食,10
hùn-liān,訓練,10
kì-tsiá,記者,10
kì-hō,記號,10
kì-tsài,記載,10
kì-lio̍k,記錄,10
hóng-būn,訪問,10
siat-sú,設使,10
siat-tīng,設定,10
siat-sióng,設想,10
siat-huat,設法,10
siat-li̍p,設立,10
tsín-sóo,診所,10
tsù-senn-niû-niû,註生娘娘,10
tshì-giām,試驗,10
uē-sái,話屎,10
uē-thâu,話頭,10
uē-tê,話題,10
siông-sè,詳細,10
luí,誄,10
tu,誅,10
jīn-tông,認同,10
jīn-tīng,認定,10
jīn-su,認輸,10
siàu,誚,10
gí-bûn,語文,10
gí-im,語音,10
sîng-ì,誠意,10
suat-bîng,說明,10
khò-tîng,課程,10
tshíng-ká,請假,10
tshiánn-mn̄g,請問,10
tshíng-an,請安,10
liōng-tsîng,諒情,10
lūn-bûn,論文,10
lūn-tsin,論真,10
kóng-kóo,講古,10
kóng-huat,講法,10
kóng-pe̍h-tsha̍t,講白賊,10
tsiā,謝,10
tsìm,譖,10
kíng-tshat,警察,10
phì-jū,譬喻,10
phì-lūn,譬論,10
phì-lūn-kóng,譬論講,10
gī-uân,議員,10
gī-lūn,議論,10
hōo-sū,護士,10
hōo-lîng,護龍,10
tha̍k-tsu,讀書,10
piàn-tsuè,變做,10
piàn-huà,變化,10
piàn-sim,變心,10
pìnn-bīn,變面,10
siû,讎,10
tāu-á,豆仔,10
tāu-phoh,豆粕,10
tāu-hue,豆花,10
tāu-ngeh,豆莢,10
tāu-tshài,豆菜,10
tāu-tshài-tué--ê,豆菜底的,10
tāu-tshài-té--ê,豆菜底的,10
tāu-sīnn,豆豉,10
hong-guân,豐原,10
niau-á,貓仔,10
niau-moo,貓毛,10
hū-tam,負擔,10
hū-tsik,負責,10
tsâi-thuân,財團,10
kòng-uân,貢丸,10
huàn-á-king,販仔間,10
huàn-tshù,販厝,10
tham-sim,貪心,10
tsik-jīm,責任,10
kuì-som-som,貴參參,10
huì-khì,費氣,10
huì-sîn,費神,10
ba̍uh,貿,10
biō,貿,10
tsu-liāu,資料,10
tsu-pún,資本,10
tsu-keh,資格,10
tsu-guân,資源,10
tsu-kim,資金,10
ká,賈,10
tsha̍t-á,賊仔,10
tsha̍t-thâu,賊頭,10
siáng,賞,10
puê-sióng,賠償,10
puê-siông,賠償,10
pê-sióng,賠償,10
pê-siông,賠償,10
buě-iô-kóo--ê,賣搖鼓的,10
luā-luā-sô,賴賴趖,10
îng,贏,10
tshiah-gû,赤牛,10
tshiah-bah,赤肉,10
sià-bián,赦免,10
tsáu-bī,走味,10
tsáu-lōo,走路,10
tsáu-thiàu,走跳,10
khí-kè,起價,10
khí-sing,起先,10
khí-tshù,起厝,10
khí-ke,起家,10
khí-bô-khang,起無空,10
khí-tì,起致,10
khí-kiânn,起行,10
khí-thâu,起頭,10
khí-kóo,起鼓,10
tshiau-kuè,超過,10
lōo-tik,路竹,10
lōo-suànn,路線,10
lōo-tsháu,路草,10
lōo-huì,路費,10
lōo-pinn,路邊,10
thiàu-bú,跳舞,10
tiû-tû,躊躇,10
sin-hūn,身份,10
sin-pinn,身邊,10
tshia-hō,車禍,10
tshia-lōo,車路,10
tshia-thâu,車頭,10
kun-sū,軍事,10
kun-tuī,軍隊,10
hian,軒,10
ian,軒,10
luán-jio̍k,軟弱,10
nńg-tsiánn,軟汫,10
nńg-thé,軟體,10
khin-khó,輕可,10
khin-siann-sè-sueh,輕聲細說,10
khin-tāng,輕重,10
khin-sang,輕鬆,10
tńg--khì--ah,轉去矣,10
tsuán-uānn,轉換,10
tsuán-piàn,轉變,10
kiau-tshia,轎車,10
pān-kong-sik,辦公室,10
pān-huat,辦法,10
sû-tián,辭典,10
lông-io̍h,農藥,10
kīn-tāi,近代,10
tui-kiû,追求,10
thè-ngóo,退伍,10
thè-hiu,退休,10
sàng-tiānn,送定,10
thàu-té,透底,10
thàu-thiu,透抽,10
thàu-lām,透濫,10
thàu-hong,透風,10
ta̍k-nî,逐年,10
ta̍k-pái,逐擺,10
ta̍k-ji̍t,逐日,10
thong-lâng-tsai,通人知,10
thang-hó,通好,10
thong-ti,通知,10
thong-hîng,通行,10
tsìn-kháu,進口,10
tsìn-tián,進展,10
tsìn-hîng,進行,10
ia̍t,逸,10
ūn-miā,運命,10
kuè-hūn,過份,10
kuè-miâ,過名,10
kuè-nî,過年,10
kuè-óng,過往,10
kuè-bín,過敏,10
kuè-thîng,過程,10
kuè-sin,過身,10
kuè-kiâm-tsuí--ê,過鹹水的,10
kè-kiâm-tsuí--ê,過鹹水的,10
hâ,遐,10
tō-tik,道德,10
sik-tòng,適當,10
jia-hong,遮風,10
tsun-siú,遵守,10
jiáu,遶,10
suán-tshiú,選手,10
suán-ti̍k,選擇,10
iau-tshiánn,邀請,10
hâinn,還,10
hân,還,10
kiông,邛,10
pōo-hūn,部份,10
pōo-tuī,部隊,10
iû-kio̍k,郵局,10
too-tshī,都市,10
too-huē,都會,10
ian,鄢,10
tēnn--sī ka-biō,鄭氏家廟,10
phuè-ha̍p,配合,10
tsiú-tiàm,酒店,10
tsiú-tsuì,酒醉,10
sng-kam-tinn,酸甘甜,10
ùn,醞,10
tîng-sûn,重巡,10
tîng-tha̍h,重疊,10
tiōng-iàu,重要,10
tāng-kiâm,重鹹,10
tiōng-tiám,重點,10
liâng,量,10
kim-kue,金瓜,10
kim-tsuá,金紙,10
kim-gia̍h,金額,10
ting-á,釘仔,10
tsiam-tuì,針對,10
tsiam-tshia,針車,10
tiò-kuann,釣竿,10
tiò-hî,釣魚,10
ka-to,鉸刀,10
gûn-hâng,銀行,10
gîn-kak-á,銀角仔,10
tshìng-tsí,銃子,10
tshìng-sat,銃殺,10
tî-thâu,鋤頭,10
kì-á,鋸仔,10
lio̍k-iánn,錄影,10
liān-á,鍊仔,10
kiànn-thâu,鏡頭,10
thóng,鐋,10
khiām,鐱,10
thih-ki-lōo,鐵枝路,10
thih-bé,鐵馬,10
thih-khí,鐵齒,10
tn̂g-kî,長期,10
tn̂g-huè-siū,長歲壽,10
tn̂g-té,長短,10
tiúnn-ló,長老,10
mn̂g-kháu,門口,10
mn̂g-tshuànn,門閂,10
khai-bōo,開幕,10
khai-hòng,開放,10
khui-mn̂g,開門,10
hân,閑,10
tsa̍h-lōo,閘路,10
ia̍t,閱,10
giâm-lô-ông,閻羅王,10
tshián,闡,10
tsóo-tòng,阻擋,10
a-tsik,阿叔,10
a-kīm,阿妗,10
a-ḿ,阿姆,10
a-koo,阿姑,10
a-î,阿姨,10
a-niâ,阿娘,10
oo-mí-tôo-hu̍t,阿彌陀佛,10
a-pâ,阿爸,10
a-tsóo,阿祖,10
a-lí-san,阿里山,10
hū-kīn,附近,10
hān-sî-phue,限時批,10
īnn-tiúnn,院長,10
kai-tsân,階層,10
kai-tuānn,階段,10
kai-kip,階級,10
keh-kài,隔界,10
suî-ì,隨意,10
hiám-á,險仔,10
hiám-hiám,險險,10
hiám-hiám-á,險險仔,10
liông,隴,10
tsi̍p-thé,集體,10
siang-senn-á,雙生仔,10
siang-bīn-to-kuí,雙面刀鬼,10
tsa̍p-huè,雜貨,10
ke-nn̄g-ko,雞卵糕,10
ke-pâi,雞排,10
ke-bó,雞母,10
ke-bó-phuê,雞母皮,10
ke-bú-phuê,雞母皮,10
ke-lâng,雞籠,10
ke-bah,雞肉,10
lī-pia̍t,離別,10
lī-iân,離緣,10
hōo-suànn,雨傘,10
hōo-mua,雨幔,10
hōo-tsuí,雨水,10
lân-san,零星,10
tiān-kong,電光,10
tiān-tâi,電台,10
tiān-tsú-phue,電子批,10
tiān-tî,電池,10
tiān-náu,電腦,10
tiān-tshia,電車,10
tiān-lîng,電鈴,10
tiān-hong,電風,10
lōo-tsuí,露水,10
lōo-lê,露螺,10
pà-khuân,霸權,10
tsè,霽,10
lîng-hûn,靈魂,10
tshing-liân,青年,10
tshing-tshun,青春,10
tshenn-mê,青盲,10
tshenn-sik,青色,10
tshenn-thî,青苔,10
tshenn-tshài,青菜,10
tsīnn,靜,10
khò-suann,靠山,10
bīn-tsú,面子,10
bīn-tuì,面對,10
bīn-kin,面巾,10
bīn-tháng,面桶,10
bīn-tsuí,面水,10
bīn-si̍k,面熟,10
bīn-phuê,面皮,10
bīn-bah,面肉,10
bīn-sik,面色,10
bīn-tíng,面頂,10
bīn-thâu-tsîng,面頭前,10
siàu,鞘,10
kian,鞬,10
ùn,韞,10
tíng-ji̍t-á,頂日仔,10
tíng-káng,頂港,10
tíng-thâu,頂頭,10
sūn-lī,順利,10
sūn-sū,順序,10
sūn-kiânn,順行,10
sūn-lōo,順路,10
sūn-hong,順風,10
phóo,頗,10
thâu-sing,頭先,10
thâu-ke-niû,頭家娘,10
thâu-pái,頭擺,10
thâu-hîn-ba̍k-àm,頭眩目暗,10
thâu-the,頭胎,10
thâu-náu,頭腦,10
thâu-hia̍h,頭額,10
thâu-tsang,頭鬃,10
tê-bo̍k,題目,10
gân,顔,10
guān-bōng,願望,10
tian-tò,顛倒,10
hong-sio̍k,風俗,10
hong-tshe,風吹,10
hong-tshue,風吹,10
hong-kíng,風景,10
hong-sîn,風神,10
hong-siann,風聲,10
hong-thai,風颱,10
hong-thai-thinn,風颱天,10
hong-so,風騷,10
iānn-iānn-pue,颺颺飛,10
hui-hîng-ki,飛行機,10
hui-lîng-ki,飛行機,10
tsia̍h-tàu,食晝,10
si̍t-bu̍t,食物,10
tsia̍h-tshīng,食穿,10
tsia̍h-lāu,食老,10
tsia̍h-khóo,食苦,10
tsia̍h-tshài,食菜,10
tsia̍h-tshòo,食醋,10
tsia̍h-thâu-lōo,食頭路,10
pn̄g-uân,飯丸,10
pn̄g-sî-tshìng,飯匙銃,10
pn̄g-tiàm,飯店,10
ím-liāu,飲料,10
iúnn-tshī,養飼,10
má-se-má-se,馬西馬西,10
bé-thâu,馬頭,10
giām,騐,10
soo,騷,10
kiau-ngōo,驕傲,10
kiann-hiânn,驚惶,10
kiann-sí,驚死,10
kiann-sí-lâng,驚死人,10
kut-la̍t,骨力,10
kut-thâu,骨頭,10
kut-tshué,骨髓,10
thé-huē,體會,10
thé-keh,體格,10
thé-thiap,體貼,10
thé-tāng,體重,10
thé-giām,體驗,10
ko-tiong,高中,10
ko-sióng,高尚,10
ko-kip,高級,10
ko-hiông,高雄,10
ko-lê-tshài,高麗菜,10
hut,髴,10
tàu-tsing,鬥爭,10
môo-sîn-á,魔神仔,10
hî-uân,魚丸,10
thuh,魠,10
but-á-hî,魩仔魚,10
kún,鯀,10
sa,鯊,10
tsit-á-hî,鯽仔魚,10
jiû-hî,鰇魚,10
ián,鰋,10
siān-hî,鱔魚,10
go̍k-hî,鱷魚,10
lôo-muâ,鱸鰻,10
niáu-tshí,鳥鼠,10
hōng-suann,鳳山,10
iang,鴦,10
ah-á,鴨仔,10
ah-nn̄g,鴨卵,10
ah-bah,鴨肉,10
ah-hîng-á,鴨雄仔,10
hâm,鹹,10
kiâm-bê,鹹糜,10
kiâm-tshài,鹹菜,10
kiâm-soo-ke,鹹酥雞,10
kiâm-sng-tinn,鹹酸甜,10
kiâm-hî,鹹魚,10
iām,鹽,10
iâm-tiânn-poo,鹽埕埔,10
kî-lîn-lo̍k,麒麟鹿,10
mī-hún,麵粉,10
mī-suànn,麵線,10
mâ-huân,麻煩,10
muâ-tsî,麻糍,10
muâ-tshiok,麻雀,10
kóo-tshue,鼓吹,10
phīnn-á,鼻仔,10
phīnn-tsuí,鼻水,10
phīnn-phang,鼻芳,10
khí-kho,齒科,10
khí-ko,齒膏,10
liông-tsénn,龍井,10
gîng-gíng,龍眼,10
liông-kut,龍骨,10
ku-suann,龜山,10
tshuā-lōo,𤆬路,10
tshuā-thâu,𤆬頭,10
phiat-á,𥐵仔,10
kám-á-tiàm,𥴊仔店,10
tshui-lūn,推論,9
tshenn-á-tsâng,菁仔欉,9
phîng-lūn,評論,9
thong-lâng,通人,9
liú-á,鈕仔,9
pió-á,錶仔,9
ū--ê-bô--ê,有的無的,8
ông--ko-liú--ko,王哥柳哥,8
siâng,嘗,7
siâng,常,7
siâng,祥,7
siâng,翔,7
siâng,詳,7
ham,魽,7
tsuè-lâng,做人,6
tuē-tāng,地動,6
phênn,坪,6
phênn,彭,6
iāng,樣,6
kuāinn,縣,6
buē-sái-tit,袂使得,6
buē-kham-tit,袂堪得,6
thàu-kè,透過,6
kè-tshiú,過手,6
sik-kia,釋迦,6
siāng-bô,上無,5
ā,也,5
û,予,5
û,于,5
hiáng-siū,享受,5
û,余,5
hu̍t-kàu,佛教,5
sái-ba̍k-bé,使目尾,5
tsuè-ping,做兵,5
tsuè-kang,做工,5
tsuè-tīn,做陣,5
sin-senn-niû,先生娘,5
lāi-pōo,內部,5
kong-kun,公斤,5
la̍k-tiunn-lê,六張犁,5
tang-tsueh,冬節,5
tshut-khûn,出勤,5
hun-hiáng,分享,5
tshue-it,初一,5
tsiân-tîng,前程,5
ìn-sióng,印象,5
tshù-bé-tíng,厝尾頂,5
khónn-ònn,可惡,5
hónn-tīng,否定,5
kâm-huih-phùn-thinn,含血噴天,5
hê-siūnn,和尚,5
thiat-ha̍k,哲學,5
siān-lâm-sìn-lí,善男信女,5
tuē-miâ,地名,5
tuē-tsí,地址,5
tuē-hng,地方,5
tuē-lí,地理,5
tuē-puânn,地盤,5
tuē-hō-miâ,地號名,5
tuē-tiám,地點,5
tāi-to-sòo,大多數,5
tuā-suè,大細,5
tuā-suè-sim,大細心,5
khuè-bú,契母,5
khè-bó,契母,5
òo,奧,5
ò-miāu,奧妙,5
hó-īng,好用,5
san,姗,5
muê-lâng,媒人,5
muê-lâng-pô,媒人婆,5
jī-bó,字母,5
ka-khū,家具,5
tsió-hè,少歲,5
bé-āu,尾後,5
bé-tshiú,尾手,5
bé-tsáinn,尾指,5
bé-ia̍h,尾蝶,5
kun-á,巾仔,5
nî-hè,年歲,5
kuínn,廣,5
kin-tsio,弓蕉,5
āu-bé,後尾,5
āu-thâu,後頭,5
tsîng-kàu-tann,從到今,5
òo,惡,5
thāi-tōo,態度,5
òo,懊,5
tshiú-kun-á,手巾仔,5
tshiú-tué,手底,5
tshiú-tuê-á,手蹄仔,5
pui̍h,拔,5
kuínn,捲,5
lia̍h-tsuè,掠做,5
uānn-tsuè,換做,5
jio̍k,搦,5
thenn,撐,5
khok-tāi,擴大,5
lí-siā,旅社,5
lí-hîng,旅行,5
thuè-uānn,替換,5
thuè-sin,替身,5
tsuè-kūn,最近,5
ge̍h-kng,月光,5
ge̍h-lāi,月內,5
ge̍h-kip,月給,5
ge̍h-piánn,月餅,5
pún-tué,本底,5
kun-pún,根本,5
kit-á,桔仔,5
muê-á,梅仔,5
kíng-bué,梘尾,5
iûnn-thô,楊桃,5
phiau-tuê,標題,5
kuân-lī,權利,5
bîn-tiāu,民調,5
tsuí-bó,水母,5
suí-ke,水雞,5
suí-kue,水雞,5
tsuí-kue,水雞,5
tshinn-miâ,清明,5
òo,澳,5
hé-sio-tshù,火燒厝,5
tsà-tuânn,炸彈,5
bô-tuā-bô-suè,無大無細,5
bô-siann-bô-seh,無聲無說,5
suah-bé,煞尾,5
pán-kuân,版權,5
uán,玩,5
san,珊,5
kiû-tshê,球箠,5
pit-gia̍p,畢業,5
huan-á-hé,番仔火,5
uán,盌,5
bo̍k-tsiân,目前,5
ba̍k-bé,目尾,5
sio-mā,相罵,5
uán,碗,5
tshio-tshìn,秋凊,5
kìng-tsing,競爭,5
kun-bah,筋肉,5
kuínn,管,5
âng-ku-ké,紅龜粿,5
suè-lia̍p-tsí,細粒子,5
suè-siann,細聲,5
uî-tshî,維持,5
uán,綰,5
kuān-tshī,縣市,5
siann-seh,聲說,5
uán,腕,5
náu-tshé,腦髓,5
