tl,hanzi,frequency
phînn,坪,50
pîng,坪,50
tiam,坫,50
tiàm,坫,50
lê,坭,50
nî,坭,50
phi,坯,50
king,坰,50
kíng,坰,50
iong,坱,50
óng,坱,50
hu̍t,坲,50
au,坳,50
áu,坳,50
lio̍k,坴,50
khiu,坵,50
khónn,坷,50
tsí,坻,50
tî,坻,50
thik,坼,50
tshik,坼,50
lâ,垃,50
hua̍t,垈,50
kì,垍,50
hik,垎,50
kai,垓,50
ian,垔,50
in,垔,50
tiāu,垗,50
giâu,垚,50
tó,垛,50
khuí,垝,50
kuí,垝,50
iông,垟,50
gûn,垠,50
kió,垢,50
kóo,垢,50
uân,垣,50
tia̍t,垤,50
ti̍t,垤,50
an,垵,50
hiān,垷,50
uân,垸,50
pang,垹,50
gìn,垽,50
gīn,垽,50
īn,垽,50
hān,垾,50
king,埂,50
ia,埃,50
hông,埄,50
kak,埆,50
khak,埆,50
ióng,埇,50
tâi,埋,50
lông,埌,50
lōng,埌,50
kuan,埍,50
kuàn,埍,50
iân,埏,50
lua̍t,埒,50
tîng,埕,50
iá,埜,50
i̍k,域,50
pōo,埠,50
óo,埡,50
kuán,埢,50
uán,埦,50
kū,埧,50
tāi,埭,50
iám,埯,50
tshài,埰,50
khám,埳,50
si̍t,埴,50
tì,埴,50
to,埵,50
gē,埶,50
i̍k,埸,50
tun,埻,50
lê,埿,50
nî,埿,50
khò,堁,50
kong,堈,50
io̍k,堉,50
ok,堊,50
pîng,堋,50
ian,堙,50
in,堙,50
pik,堛,50
ko,堝,50
tia̍p,堞,50
hōo,堠,50
juán,堧,50
luān,堧,50
at,堨,50
khìng,堩,50
kìng,堩,50
jû,堬,50
hông,堭,50
giâu,堯,50
iàn,堰,50
ián,堰,50
pòr,報,50
tsik,堲,50
bî,堳,50
tiônn,場,50
tô,堶,50
tō,堶,50
am,堷,50
kì,塈,50
tsik,塉,50
tèr,塊,50
îng,塋,50
la̍p,塌,50
sîng,塍,50
khái,塏,50
sòo,塑,50
sî,塒,50
bi̍k,塓,50
àng,塕,50
òng,塕,50
tn̂g,塘,50
thióng,塜,50
oo,塢,50
óo,塢,50
hun,塤,50
liù,塯,50
liû,塯,50
lông,塱,50
lōng,塱,50
hông,塳,50
tsām,塹,50
muî,塺,50
môo,塺,50
bo̍k,塻,50
lóo,塿,50
bān,墁,50
tshik,墄,50
tē,墆,50
tsiong,墇,50
tsiòng,墇,50
khàm,墈,50
iông,墉,50
tshám,墋,50
tsik,墌,50
kīn,墐,50
khiân,墘,50
khau,墝,50
khàu,墝,50
hi,墟,50
phok,墣,50
tuê,墤,50
huan,墦,50
huân,墦,50
phuan,墦,50
tshīng,墭,50
thâm,墰,50
ting,墱,50
phûn,墳,50
kik,墼,50
khún,墾,50
iòng,壅,50
ha̍k,壆,50
lám,壈,50
hun,壎,50
hok,壑,50
khài,壒,50
ái,壒,50
tó,壔,50
hô,壕,50
hôo,壕,50
lôo,壚,50
thâm,壜,50
uí,壝,50
uī,壝,50
lióng,壠,50
lóng,壠,50
pà,壩,50
pè,壩,50
gîm,壬,50
jîm,壬,50
jīm,壬,50
lîm,壬,50
līm,壬,50
hôo,壺,50
ôo,壼,50
siǔ,壽,50
tsun,壿,50
sue,夂,50
tsí,夂,50
kàng,夅,50
hông,夆,50
lîng,夌,50
hok,复,50
tshò,夎,50
tsō,夎,50
kuî,夔,50
sia̍h,夕,50
si̍k,夕,50
uan,夗,50
uán,夗,50
báu,夘,50
siok,夙,50
kòo,够,50
kiò,夠,50
kòo,夠,50
bōng,夣,50
în,夤,50
hónn,夥,50
tuā-suè-siann,大細聲,50
kuat,夬,50
gia̍h,夯,50
háng,夯,50
khóng,夯,50
kiâ,夯,50
kó,夰,50
tho,夲,50
khu,夸,50
khua,夸,50
gereh,夾,50
kueh,夾,50
iám,奄,50
phàu,奅,50
phānn,奅,50
ta,奈,50
tā,奈,50
khiat,奊,50
kuî,奊,50
tsiò,奏,50
huàn,奐,50
kherè,契,50
khiat,契,50
hai,奒,50
khai,奒,50
sia,奓,50
tshí,奓,50
i̍k,奕,50
ī,奕,50
ǐ,奕,50
tsōng,奘,50
ke,奞,50
kui,奞,50
ngōo,奡,50
îng,奣,50
un,奫,50
sik,奭,50
pī,奰,50
lír,女,50
lin,奶,50
ne,奶,50
thà,奼,50
tòo,奼,50
hór,好,50
tsiok,妁,50
lî,如,50
tsíng,妌,50
gián,妍,50
hâi,妎,50
kài,妎,50
bûn,妏,50
būn,妏,50
tsiong,妐,50
pa,妑,50
tòo,妒,50
ki,妓,50
kī,妓,50
în,妘,50
ûn,妘,50
kuat,妜,50
liú,妞,50
àn,妟,50
la̍p,妠,50
him,妡,50
pí,妣,50
î,妤,50
û,妤,50
hong,妦,50
guán,妧,50
nî,妮,50
thiu,妯,50
tio̍k,妯,50
tiû,妯,50
tat,妲,50
thán,妲,50
nái,妳,50
hiân,妶,50
bēr,妹,50
běr,妹,50
māi,妹,50
tshiap,妾,50
hú,姁,50
hua̍t,姂,50
tsing,姃,50
phuàn,姅,50
puàn,姅,50
bóo,姆,50
lîng,姈,50
sú,始,50
san,姍,50
sat,姍,50
sian,姍,50
sāi,姒,50
sū,姒,50
tshu,姕,50
tshû,姕,50
phing,姘,50
jîm,姙,50
jīm,姙,50
iô,姚,50
tōng,姛,50
khiang,姜,50
khionn,姜,50
khiunn,姜,50
kiong,姜,50
kionn,姜,50
khiat,姞,50
kiat,姞,50
hāu,姣,50
káu,姣,50
kòo,姤,50
bóo,姥,50
ti̍t,姪,50
tsit,姪,50
tsín,姫,50
tsín,姬,50
hiàm,姭,50
hîng,姮,50
khua,姱,50
bîng,姳,50
puē,姵,50
ap,姶,50
iū,姷,50
gian,姸,50
giân,姸,50
tòo,姹,50
sian,姺,50
sin,姺,50
tshí,姼,50
guí,姽,50
khuí,姽,50
siong,娀,50
ua,娃,50
phing,娉,50
phìng,娉,50
hián,娊,50
tshiok,娋,50
lí,娌,50
sîng,娍,50
sīng,娍,50
so,娑,50
bí,娓,50
tshiok,娕,50
tshiok,娖,50
tîng,娗,50
niôo,娘,50
híng,娙,50
hîng,娙,50
gôo,娛,50
ngôo,娛,50
ngōo,娛,50
lô,娜,50
ná,娜,50
ngôo,娥,50
bú,娬,50
hi,娭,50
lī,娳,50
tsoo,娵,50
khi,娸,50
tshuat,娺,50
tshang,娼,50
lo̍k,娽,50
ó,婀,50
lô,婁,50
pôr,婆,50
tshái,婇,50
uán,婉,50
siok,婌,50
khí,婍,50
hui,婓,50
huî,婓,50
tsiap,婕,50
tsia̍t,婕,50
guê,婗,50
gê,婗,50
kuàn,婘,50
kuân,婘,50
híng,婞,50
hīng,婞,50
ian,婣,50
in,婣,50
tshiok,婥,50
tshìng,婧,50
tsīng,婧,50
gān,婩,50
îm,婬,50
à,婭,50
tîng,婷,50
giang,婸,50
tōng,婸,50
iau,婹,50
bo̍k,婺,50
bū,婺,50
tshiok,婼,50
uî,媁,50
giû,媃,50
jiû,媃,50
liû,媃,50
bí,媄,50
luán,媆,50
hûn,媈,50
tsian,媊,50
tsiân,媊,50
biâu,媌,50
mâu,媌,50
hū,媍,50
tsiá,媎,50
hûn,媒,50
m̂,媒,50
hông,媓,50
ing,媖,50
huan,媗,50
suan,媗,50
uân,媛,50
tsing,媜,50
tê,媞,50
siat,媟,50
thò,媠,50
mōo,媢,50
jiám,媣,50
jiām,媣,50
uī,媦,50
kua,媧,50
o,媧,50
ua,媧,50
thoo,媮,50
guī,媯,50
tshu,媰,50
iâu,媱,50
pì,媲,50
pî,媲,50
īn,媵,50
tshi,媸,50
bí,媺,50
phuân,媻,50
puân,媻,50
ut,媼,50
áu,媼,50
ùn,媼,50
ún,媼,50
ma,媽,50
koo,媾,50
kòo,媾,50
khuì,媿,50
kà,嫁,50
sóo,嫂,50
sór,嫂,50
guân,嫄,50
iông,嫆,50
bîng,嫇,50
ing,嫈,50
tsi̍k,嫉,50
liáu,嫋,50
liáu,嫐,50
phiâu,嫖,50
óo,嫗,50
suân,嫙,50
bān,嫚,50
tsiong,嫜,50
lî,嫠,50
tik,嫡,50
kui,嫢,50
kuí,嫢,50
ian,嫣,50
tsuan,嫥,50
siông,嫦,50
luán,嫩,50
lô,嫪,50
lō,嫪,50
bi̍k,嫫,50
bôo,嫫,50
hōo,嫭,50
hōo,嫮,50
phiat,嫳,50
piat,嫳,50
koo,嫴,50
bú,嫵,50
hân,嫺,50
hân,嫻,50
liáu,嫽,50
liâu,嫽,50
huā,嬅,50
huè,嬇,50
huì,嬇,50
uì,嬇,50
jiáu,嬈,50
jiâu,嬈,50
hi,嬉,50
ì,嬑,50
huān,嬔,50
phì,嬖,50
pì,嬖,50
siân,嬗,50
tshiông,嬙,50
khîng,嬛,50
hiau,嬝,50
niáu,嬝,50
ài,嬡,50
lîng,嬣,50
bó,嬤,50
thiáu,嬥,50
tiâu,嬥,50
ti̍k,嬥,50
tsû,嬨,50
pîn,嬪,50
pīn,嬪,50
iàm,嬮,50
ing,嬰,50
ìnn,嬰,50
liáu,嬲,50
sím,嬸,50
lán,嬾,50
iàn,嬿,50
song,孀,50
jióng,孃,50
jiông,孃,50
liông,孃,50
siam,孅,50
lê,孋,50
luân,孌,50
sio̍k,孎,50
tsiok,孎,50
tsír,子,50
tsu,孖,50
gī,字,50
lǐ,字,50
puē,孛,50
lôo,孥,50
suinn,孫,50
uāi,孬,50
tsông,孮,50
tshan,孱,50
tsu,孳,50
hu,孵,50
o̍rh,學,50
jû,孺,50
luán,孺,50
nâi,孻,50
luan,孿,50
luân,孿,50
biân,宀,50
thú,宁,50
thò,它,50
thō,它,50
tô,它,50
ú,宇,50
tsiúnn,守,50
sàng,宋,50
hông,宏,50
bi̍t,宓,50
ho̍k,宓,50
thōng,宕,50
hông,宖,50
tiū,宙,50
uán,宛,50
iū,宥,50
huān,宦,50
sîng,宬,50
kûn,宭,50
tsáinn,宰,50
sîn,宸,50
bi̍t,宻,50
pin,宾,50
siù,宿,50
sok,宿,50
tsia̍t,寁,50
tsám,寁,50
tsi̍k,寂,50
tsi̍t,寂,50
în,寅,50
khak,寉,50
kián,寋,50
lîng,寍,50
pìng,寎,50
píng,寎,50
bī,寐,50
gū,寓,50
ù,寓,50
ú,寓,50
tsìm,寖,50
bīng,寗,50
lîng,寗,50
līn,寗,50
līng,寗,50
tì,寘,50
bo̍k,寞,50
kù,寠,50
kú,寠,50
lú,寠,50
khím,寢,50
gōo,寤,50
ngōo,寤,50
tsē,寨,50
guî,寪,50
uí,寪,50
tsùn,寯,50
gē,寱,50
thióng,寵,50
thíng,寵,50
pór,寶,50
pang,封,50
hu,尃,50
i̍k,射,50
ut,尉,50
jîm,尋,50
tsîm,尋,50
sū,尌,50
siór,小,50
tsiór,少,50
jínn,尒,50
jú,尒,50
ní,尒,50
jínn,尔,50
jú,尔,50
ke,尗,50
sióng,尚,50
siōnn,尚,50
siǔnn,尚,50
liâu,尞,50
sián,尟,50
ong,尢,50
ong,尣,50
iû,尤,50
liāu,尥,50
bâng,尨,50
ong,尩,50
kài,尬,50
tsióng,尰,50
tio̍h,就,50
tiō,就,50
to̍h,就,50
kiam,尲,50
tshiorh,尺,50
khau,尻,50
kho,尻,50
bér,尾,50
giāu,尿,50
giō,尿,50
jiōr,尿,50
liǒ,尿,50
bai,屄,50
pi,屄,50
kir,居,50
kài,屆,50
tiáu,屌,50
pîng,屏,50
khia̍h,屐,50
kio̍k,屐,50
hì,屓,50
píng,屛,50
pîn,屛,50
pîng,屛,50
thè,屜,50
huì,屝,50
sú,屣,50
siat,屧,50
kù,屨,50
kiok,屩,50
kio̍k,屩,50
liâu,屪,50
hì,屭,50
tsó,屮,50
tun,屯,50
gi̍k,屰,50
li̍k,屴,50
gia̍t,屵,50
git,屹,50
gut,屹,50
gut,屼,50
gua̍t,岄,50
bu̍t,岉,50
tsiat,岊,50
gi̍p,岋,50
kip,岌,50
khian,岍,50
guân,岏,50
gîm,岑,50
khîm,岑,50
tsha,岔,50
thi̍k,岝,50
tsik,岝,50
kū,岠,50
khó,岢,50
kóo,岣,50
kū,岣,50
li̍p,岦,50
tiâu,岧,50
tsóo,岨,50
gâm,岩,50
hu̍t,岪,50
kap,岬,50
lîng,岭,50
tāi,岱,50
hōo,岵,50
phik,岶,50
bâ,峇,50
bā,峇,50
khap,峇,50
sûn,峋,50
tia̍t,峌,50
kai,峐,50
tông,峒,50
khiong,峕,50
guî,峗,50
huân,峘,50
iū,峟,50
ngôo,峨,50
gô,峩,50
ngôo,峩,50
io̍k,峪,50
kok,峪,50
siáu,峭,50
khun,峮,50
lô,峱,50
hîng,峵,50
hông,峵,50
tór,島,50
tôo,峹,50
kīng,峺,50
tsùn,峻,50
gôo,峿,50
khong,崆,50
huā,崋,50
ku,崌,50
lâi,崍,50
kiǎ,崎,50
tshuì,崒,50
tsuì,崒,50
tsu̍t,崒,50
tshui,崔,50
gâi,崕,50
kang,崗,50
kong,崗,50
lūn,崘,50
lîng,崚,50
ku̍t,崛,50
kok,崞,50
gîm,崟,50
khím,崟,50
hâm,崡,50
tsing,崢,50
ngâu,崤,50
pî,崥,50
iam,崦,50
siông,崧,50
tsia̍p,崨,50
tshuì,崪,50
tsik,崱,50
hông,崲,50
ue,崴,50
ui,崴,50
iông,崵,50
tōng,崵,50
hong,崶,50
tsáinn,崽,50
go̍k,崿,50
kham,嵁,50
lu̍t,嵂,50
giān,嵃,50
ke,嵆,50
khe,嵆,50
ke,嵇,50
khe,嵇,50
sīng,嵊,50
bî,嵋,50
kham,嵌,50
khiâm,嵌,50
khàm,嵌,50
gû,嵎,50
tsong,嵏,50
giâm,嵓,50
gâm,嵓,50
tôo,嵞,50
hê,嵠,50
ong,嵡,50
óng,嵡,50
îng,嵤,50
óo,嵨,50
siong,嵩,50
tsu,嵫,50
guî,嵬,50
tshu,嵯,50
tshi,嵳,50
tshu,嵳,50
tsia,嵳,50
sióng,嵷,50
liâu,嵺,50
khong,嵻,50
sán,嵼,50
tsham,嵾,50
tíng,嵿,50
lú,嶁,50
tsiòng,嶂,50
tshâm,嶃,50
tsám,嶄,50
khu,嶇,50
tó,嶋,50
tóo,嶋,50
si̍p,嶍,50
tsîng,嶒,50
po,嶓,50
pò,嶓,50
khim,嶔,50
tsiau,嶕,50
lîn,嶙,50
liâu,嶚,50
liâu,嶛,50
tìng,嶝,50
tō,嶞,50
tsun,嶟,50
khuat,嶡,50
giâu,嶢,50
giâu,嶤,50
i̍k,嶧,50
gî,嶬,50
gia̍t,嶭,50
hiám,嶮,50
hāi,嶰,50
hê,嶲,50
gi̍k,嶷,50
gî,嶷,50
îng,嶸,50
tsia̍t,嶻,50
sī,嶼,50
sīr,嶼,50
sǐr,嶼,50
tsai,巀,50
tsat,巀,50
tsia̍t,巀,50
hê,巂,50
îng,巆,50
hi,巇,50
siám,巉,50
kui,巋,50
guî,巍,50
thiáu,巐,50
tsuan,巑,50
tshuan,巛,50
king,巠,50
lia̍p,巤,50
kióng,巩,50
tsī,巳,50
tsi,巵,50
kín,巹,50
kirn,巾,50
huân,帆,50
hun,帉,50
phànn,帊,50
lôo,帑,50
thóng,帑,50
bua̍t,帓,50
phi,帔,50
phī,帔,50
liâm,帘,50
tia̍t,帙,50
siú,帚,50
i̍k,帟,50
gé,帠,50
ping,帡,50
píng,帡,50
khap,帢,50
kuàn,帣,50
jû,帤,50
sut,帥,50
suè,帨,50
tuè,帨,50
tsin,帪,50
tsìn,帪,50
sir,師,50
tshio̍h,席,50
tiònn,帳,50
uan,帵,50
uán,帵,50
uî,帷,50
kî,帺,50
bōr,帽,50
mōo,帽,50
tóo,帾,50
tsìng,幀,50
bi̍k,幂,50
ak,幄,50
pak,幅,50
kong,幊,50
phuân,幋,50
hóng,幌,50
tho,幍,50
bi̍k,幎,50
bîng,幎,50
tîng,幐,50
bān,幔,50
kok,幗,50
tsik,幘,50
bo̍k,幙,50
bōo,幙,50
tshián,幝,50
tshì,幟,50
tsì,幟,50
bû,幠,50
hoo,幠,50
tông,幢,50
bi̍k,幦,50
tshiau,幧,50
tshiam,幨,50
hún,幩,50
hûn,幩,50
bóng,幪,50
bông,幪,50
tó,幬,50
bia̍t,幭,50
tû,幮,50
hián,幰,50
lân,幱,50
khian,幵,50
kian,幵,50
pìng,幷,50
iau,幺,50
iám,广,50
phí,庀,50
pí,庀,50
môo,庅,50
khîm,庈,50
tún,庉,50
tûn,庉,50
khuí,庋,50
gâ,庌,50
gā,庌,50
pài,庍,50
kài,庎,50
teré,底,50
pâu,庖,50
king,庚,50
tshù,庛,50
tshû,庛,50
siông,庠,50
tsik,庢,50
thiau,庣,50
tiâu,庣,50
sī,庤,50
tī,庤,50
hiu,庥,50
tǒo,度,50
hau,庨,50
khuí,庪,50
bâng,庬,50
pâng,庬,50
tiânn,庭,50
pìng,庰,50
píng,庰,50
lâi,庲,50
pi,庳,50
pî,庳,50
pī,庳,50
iônn,庸,50
iûnn,庸,50
thò,庹,50
tô,庹,50
gū,庽,50
jí,庾,50
jú,庾,50
lú,庾,50
siang,廂,50
siong,廂,50
siunn,廂,50
kì,廄,50
a̍p,廅,50
liû,廇,50
hā,廈,50
soo,廋,50
sóo,廋,50
tí,廌,50
kì,廐,50
kīn,廑,50
gô,廒,50
ngôo,廒,50
khok,廓,50
ìm,廕,50
tôo,廚,50
tû,廚,50
tiân,廛,50
su,廝,50
him,廞,50
tshiónn,廠,50
bú,廡,50
bû,廡,50
kuè,廥,50
tshiông,廧,50
lím,廩,50
sián,廯,50
iong,廱,50
ín,廴,50
nái,廼,50
ji̍h,廾,50
kióng,廾,50
gia̍p,廿,50
kí,异,50
īnn,异,50
hún,弅,50
hûn,弅,50
iàm,弇,50
iám,弇,50
lâm,弇,50
i̍k,弈,50
piah,弊,50
it,弌,50
jī,弍,50
sam,弎,50
sì,弒,50
hông,弘,50
pà,弝,50
tho,弢,50
hù,弣,50
tí,弤,50
hôo,弧,50
tsiau,弨,50
lóo,弩,50
lōo,弩,50
kuan,弮,50
kuàn,弮,50
sau,弰,50
gio̍k,弱,50
tionn,張,50
kiōng,弶,50
kiāng,強,50
phing,弸,50
ping,弸,50
kòo,彀,50
khoo,彄,50
thân,彈,50
kiong,彊,50
kióng,彊,50
kiông,彊,50
kiōng,彊,50
mî,彌,50
hok,彍,50
kī,彐,50
kuī,归,50
lo̍k,彔,50
thuàn,彖,50
î,彞,50
bûn,彣,50
tông,彤,50
giān,彥,50
gān,彥,50
pin,彬,50
phînn,彭,50
phiau,彯,50
tshik,彳,50
tsiok,彴,50
hóng,彷,50
tsiong,彸,50
te,彽,50
hut,彿,50
tsing,征,50
tsoo,徂,50
óng,徃,50
tāi,待,50
sûn,徇,50
hún,很,50
iông,徉,50
hiōr,後,50
hiǒ,後,50
sîr,徐,50
tshî,徐,50
khi,徛,50
khiǎ,徛,50
kì,徛,50
siông,徜,50
tsn̂g,從,50
tsiu,徟,50
lâi,徠,50
lāi,徠,50
kiān,徤,50
hông,徨,50
sûn,循,50
sūn,循,50
pòng,徬,50
iâu,徭,50
hê,徯,50
huē,徻,50
uè,徻,50
hiau,徼,50
khiàu,徼,50
khiò,徼,50
kiàu,徼,50
hui,徽,50
liōng,徿,50
lóng,徿,50
siong,忀,50
thiau,忉,50
to,忉,50
gím,忍,50
khún,忐,50
thám,忐,50
thik,忒,50
hu,忓,50
kan,忓,50
gut,忔,50
thài,忕,50
tshún,忖,50
bâng,忙,50
he,忚,50
bîn,忞,50
tshiong,忡,50
gōo,忤,50
ngóo,忤,50
hì,忥,50
guán,忨,50
tshong,忩,50
tsiong,忪,50
khuàinn,快,50
khuànn,快,50
khì,忮,50
kī,忮,50
tshì,忮,50
tsì,忮,50
sî,忯,50
sī,忯,50
tsí,忯,50
sîm,忱,50
tun,忳,50
tûn,忳,50
tūn,忳,50
hûn,忶,50
lik,忸,50
liok,忸,50
liú,忸,50
hiam,忺,50
him,忺,50
hian,忻,50
khóng,忼,50
hù,怀,50
kū,怇,50
tshiau,怊,50
phi,怌,50
phí,怌,50
tso̍k,怍,50
tsà,怍,50
tsím,怎,50
iòng,怏,50
ǹg,怏,50
kòo,怐,50
nōo,怒,50
lâu,怓,50
nâu,怓,50
tsing,怔,50
phà,怕,50
pòo,怖,50
thiap,怗,50
kōo,怙,50
tshoo,怚,50
tsu,怚,50
tat,怛,50
thán,怛,50
tàn,怛,50
lîng,怜,50
iû,怞,50
iū,怞,50
thiat,怢,50
tu̍t,怢,50
hù,怤,50
hú,怤,50
phing,怦,50
nî,怩,50
huì,怫,50
pit,怭,50
pi̍t,怭,50
iu,怮,50
hóng,怳,50
thut,怵,50
tshí,恀,50
jím,恁,50
jîm,恁,50
sun,恂,50
ló,恅,50
hîng,恆,50
khong,恇,50
tiâu,恌,50
huánn,恍,50
guî,恑,50
kuí,恑,50
hāu,恔,50
káu,恔,50
sù,恕,50
hoo,恗,50
khua,恗,50
huī,恚,50
huê,恛,50
kài,恝,50
hiong,恟,50
līn,恡,50
hue,恢,50
khue,恢,50
liok,恧,50
lok,恧,50
hīn,恨,50
hīrn,恨,50
irn,恩,50
khak,恪,50
khok,恪,50
thong,恫,50
tōng,恫,50
phing,恲,50
bông,恾,50
ióng,恿,50
kuan,悁,50
kuàn,悁,50
uan,悁,50
tshiáu,悄,50
thôo,悇,50
tôo,悇,50
kài,悈,50
tiat,悊,50
līn,悋,50
tē,悌,50
hō,悎,50
thik,悐,50
ip,悒,50
huí,悔,50
hi,悕,50
puē,悖,50
buân,悗,50
sióng,悚,50
sóng,悚,50
tshióng,悚,50
tshuan,悛,50
tsùn,悛,50
thíng,悜,50
khue,悝,50
lí,悝,50
ngōo,悞,50
tshong,悤,50
lín,您,50
ní,您,50
tsong,悰,50
huí,悱,50
tsuī,悴,50
tiòng,悵,50
lē,悷,50
kuì,悸,50
kuàn,悹,50
kuán,悹,50
kuàn,悺,50
kuán,悺,50
híng,悻,50
tō,悼,50
tōo,悼,50
sik,惁,50
khám,惂,50
khun,惃,50
lik,惄,50
tiû,惆,50
tun,惇,50
kó,惈,50
tiam,惉,50
liông,惊,50
uán,惋,50
uan,惌,50
kim,惍,50
kī,惎,50
lâm,惏,50
khuân,惓,50
kuân,惓,50
kuān,惓,50
tâm,惔,50
hut,惕,50
thik,惕,50
tōng,惕,50
hut,惖,50
liap,惗,50
bóng,惘,50
tuat,惙,50
hun,惛,50
thóng,惝,50
tshíng,惝,50
só,惢,50
tiān,惦,50
tîng,惩,50
hún,惲,50
khún,惲,50
ún,惲,50
ûn,惲,50
siōnn,想,50
siǔnn,想,50
tshuí,惴,50
tia̍p,惵,50
hiânn,惶,50
hông,惶,50
tshiong,惷,50
khîng,惸,50
giá,惹,50
sing,惺,50
tshik,惻,50
pián,惼,50
hun,惽,50
tshiu,愀,50
tshiáu,愀,50
tshiû,愀,50
tshiô,愁,50
huan,愃,50
huán,愃,50
suan,愃,50
jî,愉,50
jû,愉,50
lû,愉,50
pik,愊,50
suan,愋,50
hok,愎,50
pik,愎,50
pi̍k,愎,50
bián,愐,50
biān,愐,50
hat,愒,50
khiat,愒,50
khài,愒,50
khè,愒,50
siong,愓,50
im,愔,50
sīm,愖,50
kha,愘,50
khā,愘,50
khak,愙,50
khok,愙,50
kiap,愜,50
juán,愞,50
tshong,愡,50
gāng,愣,50
khak,愨,50
sòo,愫,50
kut,愲,50
khū,愳,50
tshiong,愴,50
tshòng,愴,50
hia̍p,愶,50
khái,愷,50
sùn,愻,50
khài,愾,50
hūn,慁,50
ióng,慂,50
tho,慆,50
hiok,慉,50
thiok,慉,50
hiâm,慊,50
khiap,慊,50
bíng,慏,50
phiau,慓,50
bo̍k,慔,50
bōo,慔,50
lik,慝,50
thik,慝,50
tsiong,慞,50
tōng,慟,50
bǎn,慢,50
khak,慤,50
tshò,慥,50
kiû,慦,50
huē,慧,50
au,慪,50
sóng,慫,50
tshióng,慫,50
kín,慬,50
līr,慮,50
lǐr,慮,50
thuân,慱,50
buân,慲,50
si̍p,慴,50
iông,慵,50
khóng,慷,50
tsip,慹,50
lôo,慺,50
lú,慺,50
tshereh,慼,50
tshik,慽,50
io̍k,慾,50
liâu,憀,50
tsiong,憃,50
khè,憇,50
pāi,憊,50
phiat,憋,50
piat,憋,50
kiau,憍,50
pîng,憑,50
huē,憒,50
kuì,憒,50
huī,憓,50
tsiâu,憔,50
gûn,憖,50
gīn,憖,50
gûn,憗,50
gīn,憗,50
hi,憘,50
hì,憘,50
hí,憘,50
hi,憙,50
hì,憙,50
hí,憙,50
tuì,憝,50
tūn,憝,50
siok,憟,50
khuat,憠,50
kuat,憠,50
giâu,憢,50
lô,憥,50
lō,憥,50
lō,憦,50
tshiong,憧,50
ham,憨,50
khè,憩,50
hān,憪,50
bín,憫,50
kíng,憬,50
liáu,憭,50
liâu,憭,50
bû,憮,50
hoo,憮,50
hu,憮,50
tshám,憯,50
khiat,憰,50
kuat,憰,50
thám,憳,50
sîng,憴,50
phik,憵,50
it,憶,50
tshoo,憷,50
siam,憸,50
tshiam,憸,50
lông,憹,50
tām,憺,50
kíng,憼,50
tshong,憽,50
hiau,憿,50
kuè,懀,50
uè,懀,50
kuàn,懁,50
kù,懅,50
kû,懅,50
tshò,懆,50
hāi,懈,50
bōo,懋,50
i̍k,懌,50
iam,懕,50
thì,懘,50
bōng,懜,50
tuī,懟,50
tse,懠,50
tsê,懠,50
buán,懣,50
būn,懣,50
tiû,懤,50
tiū,懤,50
nōo,懦,50
lîng,懧,50
ióng,懩,50
thì,懫,50
tsì,懫,50
tì,懫,50
khòng,懭,50
kóng,懭,50
iu,懮,50
iú,懮,50
hu,懯,50
liú,懰,50
liû,懰,50
bòng,懵,50
bóng,懵,50
nuā,懶,50
kuî,懷,50
kuī,懷,50
kuâinn,懸,50
kì,懻,50
kū,懼,50
huan,懽,50
kuàn,懽,50
liap,懾,50
ì,懿,50
thóng,戃,50
ha̍k,戄,50
kio̍k,戄,50
ua̍t,戉,50
bōo,戊,50
sut,戌,50
giông,戎,50
liông,戎,50
tshiânn,成,50
tsian,戔,50
tsân,戔,50
tshiông,戕,50
hi̍k,或,50
tōng,戙,50
tshik,戚,50
kik,戟,50
sì,戠,50
tsit,戠,50
kham,戡,50
kuî,戣,50
tshong,戧,50
ián,戭,50
iú,戭,50
ín,戭,50
lio̍k,戮,50
tsho̍k,戳,50
tèr,戴,50
sì,戺,50
sū,戺,50
pián,扁,50
pún,扁,50
tiām,扂,50
king,扃,50
kíng,扃,50
í,扆,50
hōo,扈,50
hui,扉,50
iám,扊,50
tsah,扎,50
li̍k,扐,50
phok,扑,50
pat,扒,50
pài,扒,50
jîng,扔,50
thok,托,50
thuh,托,50
tik,扚,50
tsiok,扚,50
kong,扛,50
sì,扡,50
sū,扡,50
tho,扡,50
git,扢,50
gut,扢,50
hut,扢,50
kut,扢,50
khau,扣,50
gut,扤,50
gu̍t,扤,50
tshian,扦,50
láu,扭,50
niú,扭,50
náu,扭,50
tshé,扯,50
khi̍p,扱,50
kip,扱,50
tshap,扱,50
gîm,扲,50
gīm,扲,50
khiâm,扲,50
khîm,扲,50
pan,扳,50
phan,扳,50
oo,扵,50
hó,扷,50
ió,扷,50
khám,扻,50
ik,扼,50
i̍k,扼,50
tùn,扽,50
huâ,找,50
sânn,承,50
ún,抁,50
piān,抃,50
bún,抆,50
būn,抆,50
gua̍t,抈,50
kuat,抉,50
pà,把,50
tám,抌,50
tìm,抌,50
ún,抎,50
la̍p,抐,50
ah,抑,50
a̍h,抑,50
iah,抑,50
thú,抒,50
giàu,抓,50
giáu,抓,50
liáu,抓,50
ngiàu,抓,50
phoo,抔,50
put,抔,50
pôo,抔,50
tiô,投,50
tóo,抖,50
tsik,折,50
pìng,抦,50
tsí,抧,50
phiann,抨,50
