prev_word,next_word,next_tl,count,kautian,taigitv,itaigi,sitbut,taihoa,taijit,kungge,stti,khpoo
砂,挑,thio,25,1,0,0,0,0,0,0,0,0
砂,梨,lâi,25,0,0,0,0,0,1,0,0,0
砂,漏,lāu,25,0,0,0,0,1,0,0,0,0
砂,目,ba̍k,25,0,0,0,0,1,0,0,0,0
砂,眼,gán,25,0,0,0,0,1,0,0,0,0
砂,石,tsioh,25,0,0,0,0,0,1,0,0,0
砂,砂,sua,25,0,0,0,0,0,1,0,0,0
砂,磨,bô,25,0,0,0,0,0,1,0,0,0
砂,篩,thai,25,0,0,0,0,0,1,0,0,0
砂,紙,tsuá,25,0,0,0,0,0,1,1,0,0
砂,耙,pê,25,0,0,0,0,0,1,0,0,0
砂,金,kim,25,0,0,0,0,0,1,0,0,0
砂,鵻,tsui,25,0,0,0,0,1,0,0,0,0
砌,瓦,hiā,25,0,0,0,0,0,1,0,0,0
砍,柴,tshâ,25,0,0,0,0,0,1,0,0,0
砍,樹,tshiū,25,0,0,0,0,0,1,0,0,0
砍,殺,sat,25,0,0,0,0,1,0,0,0,0
砒,毒,to̍k,25,0,0,0,0,0,1,0,0,0
砒,素,sòo,25,0,0,1,0,0,0,0,1,0
砒,酸,sng,25,0,0,0,0,1,0,0,0,0
研,判,phuànn,25,1,0,0,0,1,0,0,0,0
研,台,tâi,25,1,0,0,0,0,0,0,0,0
研,實,tsa̍t,25,0,0,0,0,1,0,0,0,0
研,斷,tn̄g,25,0,0,0,0,0,1,0,0,0
研,末,bua̍h,25,0,0,0,0,1,1,0,0,0
研,槽,tsôr,25,1,0,0,0,0,0,0,0,0
研,死,sí,25,0,0,0,0,0,1,0,0,0
研,灰,hu,25,0,0,0,0,1,0,0,0,0
研,烌,hu,25,0,0,1,0,0,0,0,0,0
研,發,huat,25,1,0,0,0,0,0,0,0,0
研,石,tsioh,25,0,0,0,0,0,1,0,0,0
研,研,gíng,25,0,0,0,0,0,1,0,0,0
研,粉,hún,25,0,0,0,0,1,0,0,0,0
研,缽,puah,25,1,0,0,0,1,1,0,0,0
研,茶,tê,25,0,0,1,0,0,0,0,0,0
研,著,tio̍h,25,0,0,0,0,0,1,0,0,0
研,藥,io̍h,25,0,0,0,0,0,1,0,0,0
研,製,tsè,25,0,0,0,0,1,0,0,0,0
研,討,thó,25,1,0,0,0,1,0,0,0,0
研,讀,tho̍k,25,1,0,0,0,1,0,0,0,0
研,輪,lûn,25,0,0,0,0,0,1,0,0,0
研,錢,tsînn,25,0,0,0,0,0,1,0,0,0
研,餅,piánn,25,0,0,0,0,0,1,0,0,0
研,麵,mī,25,0,0,0,0,0,1,0,0,0
砧,仔,á,25,0,0,1,0,0,0,0,0,0
砧,斗,táu,25,0,0,0,0,0,1,0,0,0
砧,痕,hûn,25,0,0,0,0,0,1,0,0,0
砧,砧,tiam,25,0,0,1,0,0,1,0,0,0
砧,鞋,uê,25,0,0,1,0,0,1,0,0,0
砧,齒,khí,25,0,0,0,0,1,0,0,0,0
砰,去,khì,25,0,0,1,0,0,0,0,0,0
砰,鼓,kóo,25,0,0,0,0,1,0,0,0,0
砲,兵,ping,25,0,0,0,0,1,1,0,0,0
砲,台,tâi,25,0,0,0,0,1,0,0,0,0
砲,座,tsō,25,0,0,0,0,1,0,0,0,0
砲,彈,tuânn,25,0,0,0,0,1,0,0,0,0
砲,擊,kik,25,0,0,0,0,1,0,0,0,0
砲,法,huat,25,0,0,0,0,0,1,0,0,0
砲,火,hué,25,0,0,0,0,1,0,0,0,0
砲,火,hé,25,0,0,0,0,0,1,0,0,0
砲,聲,siann,25,0,0,0,0,1,0,0,0,0
砲,艦,lām,25,0,0,0,0,0,1,0,0,0
砲,轟,hong,25,0,0,0,0,1,0,0,0,0
砲,隊,tuī,25,0,0,0,0,0,1,0,0,0
破,仔,á,25,0,0,0,0,0,1,0,0,0
破,功,kong,25,1,0,0,0,1,0,0,0,0
破,卵,nn̄g,25,0,0,0,0,1,0,0,0,0
破,婊,piáu,25,0,0,0,0,1,1,0,0,0
破,媌,bâ,25,0,0,1,0,1,0,0,0,0
破,孔,khang,25,1,0,0,0,0,1,0,0,0
破,學,o̍h,25,0,0,0,0,1,0,0,0,0
破,帆,phâng,25,0,0,0,0,0,1,0,0,0
破,庀,phí,25,0,0,0,0,0,1,0,0,0
破,扇,sìnn,25,0,0,0,0,0,1,0,0,0
破,打,phah,25,0,0,0,0,0,1,0,0,0
破,承,sîng,25,0,0,0,0,0,1,0,0,0
破,損,sún,25,0,0,0,0,1,0,0,0,0
破,損,sńg,25,0,0,0,0,0,1,0,0,0
破,散,sàm,25,0,0,0,0,1,0,0,0,0
破,旁,pîng,25,0,0,0,0,0,1,0,0,0
破,月,ge̍h,25,0,0,0,0,0,1,0,0,0
破,案,àn,25,1,0,0,0,1,0,0,0,0
破,殼,khak,25,0,0,0,0,1,1,0,0,0
破,水,tsuí,25,0,0,0,0,1,1,0,0,0
破,滅,bia̍t,25,1,0,0,0,1,0,0,0,0
破,爿,pîng,25,1,0,1,0,0,0,0,0,0
破,牌,pâi,25,0,0,0,0,0,1,0,0,0
破,物,mi̍h,25,0,0,0,0,0,1,0,0,0
破,獲,hi̍k,25,0,0,0,0,1,0,0,0,0
破,瓜,kua,25,0,0,0,0,0,1,0,0,0
破,疕,phí,25,0,0,0,0,1,0,0,0,0
破,病,pǐnn,25,1,0,0,0,0,0,0,0,0
破,痕,hûn,25,0,0,0,0,1,0,0,0,0
破,監,kann,25,0,0,0,0,0,1,0,0,0
破,破,phò,25,0,0,0,0,0,1,0,0,0
破,破,phòo,25,0,0,0,0,0,1,0,0,0
破,空,khang,25,1,0,1,0,1,0,0,0,0
破,童,tâng,25,0,0,0,0,0,1,0,0,0
破,筆,pit,25,0,0,0,0,1,1,0,0,0
破,粿,ké,25,0,0,0,0,0,1,0,0,0
破,縫,phāng,25,0,0,0,0,1,1,0,0,0
破,缺,khih,25,0,0,0,0,1,0,0,0,0
破,肚,tōo,25,0,0,0,0,1,1,0,0,0
破,股,kóo,25,0,0,0,0,1,0,0,0,0
破,胎,thai,25,0,0,1,0,0,0,0,0,0
破,脆,tshè,25,0,0,0,0,1,0,0,0,0
破,舊,kū,25,0,0,0,0,1,0,0,0,0
破,船,tsûn,25,0,0,0,0,0,1,0,0,0
破,蔗,tsià,25,0,0,0,0,0,1,0,0,0
破,蚵,ô,25,0,0,1,0,0,0,0,0,0
破,血,hiat,25,0,0,0,0,0,1,0,0,0
破,裂,li̍h,25,0,0,0,0,0,1,0,0,0
破,裂,lia̍t,25,0,0,0,0,1,1,0,0,0
破,貓,bâ,25,0,0,0,0,0,1,0,0,0
破,金,kim,25,0,0,0,0,0,1,0,0,0
破,錢,tsînn,25,0,0,0,0,0,1,0,0,0
破,鏡,kiàng,25,0,0,0,0,0,1,0,0,0
破,鏨,tsām,25,0,0,0,0,1,1,0,0,0
破,鐤,tiánn,25,1,0,0,0,0,0,0,0,0
破,關,kuan,25,0,0,0,0,0,1,0,0,0
破,陣,tīn,25,0,0,0,0,0,1,0,0,0
破,除,tî,25,1,0,0,0,1,0,0,0,0
破,除,tû,25,1,0,0,0,0,0,0,0,0
破,隙,khiah,25,0,0,0,0,1,0,0,0,0
破,題,tuê,25,0,0,0,0,0,1,0,0,0
破,額,hia̍h,25,0,0,0,0,0,1,0,0,0
破,風,hong,25,0,0,1,0,0,0,0,0,0
破,骨,kut,25,0,0,0,0,0,1,0,0,0
破,鬖,sàm,25,1,0,0,0,1,0,0,0,0
破,麻,muâ,25,0,0,1,0,0,0,0,0,0
破,鼎,tiánn,25,1,0,1,0,1,1,0,0,0
破,鼓,kóo,25,0,0,0,0,0,1,0,0,0
硅,素,sòo,25,0,0,1,0,0,0,0,0,0
硈,仔,á,25,0,0,0,0,1,0,0,0,0
硝,磺,hông,25,0,0,0,0,0,1,0,0,0
硝,藥,io̍h,25,0,0,0,0,1,1,0,0,0
硝,酸,sng,25,0,0,0,0,1,0,0,0,0
硞,著,tio̍h,25,1,0,0,0,0,0,0,0,0
硨,倒,tó,25,0,0,0,0,1,0,0,0,0
硨,反,píng,25,0,0,0,0,1,0,0,0,0
硨,盤,puânn,25,0,0,0,0,1,0,0,0,0
硨,磲,kû,25,0,0,1,0,1,1,0,0,0
硨,鉗,khînn,25,0,0,0,0,1,0,0,0,0
硩,三,sann,25,0,0,0,0,0,0,1,0,0
硩,二,jī,25,0,0,0,0,0,0,1,0,0
硩,傷,siong,25,0,0,1,0,0,0,0,0,0
硩,印,ìn,25,0,0,0,0,0,0,0,1,0
硩,嗽,sàu,25,1,0,0,0,0,0,0,0,0
硩,定,tiānn,25,1,0,0,0,0,0,0,0,0
硩,扁,pínn,25,1,0,0,0,0,0,0,0,0
硩,枝,ki,25,1,0,0,0,0,0,0,1,0
硩,注,tù,25,1,0,0,0,0,0,0,0,0
硩,火,hé,25,0,0,0,0,0,0,0,0,1
硩,火,hér,25,0,0,0,0,0,0,0,0,1
硩,煞,suah,25,1,0,0,0,0,0,0,0,0
硩,痰,thâm,25,0,0,1,0,0,0,0,0,0
硩,瘡,tshng,25,0,0,1,0,0,0,0,0,0
硩,紙,tsuá,25,1,0,1,0,0,0,0,0,0
硩,線,suànn,25,0,1,0,0,0,0,0,0,0
硩,緟,thōng,25,0,0,1,0,0,0,0,0,0
硩,著,tio̍h,25,0,0,1,0,0,0,0,0,0
硩,載,tsài,25,0,0,1,0,0,0,0,0,0
硩,重,tāng,25,0,0,1,0,0,0,0,0,0
硩,驚,kiann,25,1,0,0,0,0,0,0,0,0
硫,安,an,25,0,0,0,0,1,0,0,0,0
硫,酸,sng,25,0,0,0,0,1,0,0,0,0
硬,主,tsú,25,0,0,0,0,0,1,0,0,0
硬,保,pó,25,0,0,0,0,0,1,0,0,0
硬,倒,táu,25,0,0,0,0,1,0,0,0,0
硬,共,kā,25,0,0,0,0,1,0,0,0,0
硬,創,tshòng,25,0,0,0,0,1,0,0,0,0
硬,加,ka,25,0,0,0,0,1,0,0,0,0
硬,地,tuē,25,0,0,0,0,0,1,0,0,0
硬,壁,piah,25,0,0,0,0,0,1,0,0,0
硬,壓,ap,25,0,0,0,0,0,1,0,0,0
硬,度,tōo,25,0,0,0,0,1,0,0,1,0
硬,式,sik,25,0,0,0,0,1,0,0,0,0
硬,戕,tshiânn,25,0,0,0,0,1,0,0,0,0
硬,抽,thiu,25,0,0,0,0,0,1,0,0,0
硬,挑,thio,25,0,0,0,0,0,1,0,0,0
硬,挽,bán,25,0,0,0,0,0,1,0,0,0
硬,搢,tsìnn,25,0,0,0,0,0,1,0,0,0
硬,搶,tshiúnn,25,0,0,0,0,1,0,0,0,0
硬,攻,kong,25,0,0,0,0,0,1,0,0,0
硬,斜,tshiâ,25,0,0,0,0,0,0,1,0,0
硬,會,ē,25,0,0,0,0,1,0,0,0,0
硬,桌,toh,25,0,0,0,0,0,1,0,0,0
硬,棖,tènn,25,0,0,0,0,1,0,0,0,0
硬,棖,tìnn,25,0,0,0,0,1,0,0,0,0
硬,槽,tsô,25,0,0,0,0,0,1,0,0,0
硬,欉,tsâng,25,0,0,0,0,0,1,0,0,0
硬,欲,beh,25,0,0,0,0,1,0,0,0,0
硬,欲,bueh,25,0,0,0,0,1,0,0,0,0
硬,求,kiû,25,0,0,0,0,1,0,0,0,0
硬,泉,tsuânn,25,0,0,0,0,0,1,0,0,0
硬,派,phài,25,0,0,0,0,0,1,0,0,0
硬,猴,kâu,25,0,0,0,0,0,1,0,0,0
硬,癰,ing,25,0,0,0,0,0,1,0,0,0
硬,皮,phê,25,0,0,0,0,0,1,0,0,0
硬,硬,ngē,25,0,0,0,0,1,0,0,0,0
硬,硬,ngī,25,0,0,0,0,0,1,0,0,0
硬,租,tsoo,25,0,0,0,0,0,1,0,0,0
硬,筆,pit,25,0,0,0,0,0,1,0,0,0
硬,管,kóng,25,0,0,0,0,0,1,0,0,0
硬,絲,si,25,0,0,1,0,0,0,0,0,0
硬,線,suànn,25,0,0,0,0,1,0,0,0,0
硬,練,liān,25,0,0,0,0,0,1,0,0,0
硬,舞,bú,25,0,0,0,0,1,0,0,0,0
硬,著,tio̍h,25,0,0,0,0,1,0,0,0,0
硬,蟹,huē,25,0,0,0,0,0,1,0,0,0
硬,諍,tsènn,25,0,0,1,0,1,0,0,0,0
硬,諍,tsìnn,25,0,0,1,0,0,1,0,0,0
硬,講,kóng,25,0,0,0,0,0,1,0,0,0
硬,領,niá,25,0,0,0,0,0,1,0,0,0
硬,鬥,tàu,25,0,0,0,0,1,0,0,0,0
硬,麵,mī,25,0,0,0,0,1,0,0,0,0
硭,石,tsio̍h,25,0,0,0,0,1,1,0,0,0
硯,台,tâi,25,0,0,0,0,0,0,0,1,0
硯,壺,ôo,25,0,0,0,0,0,1,0,0,0
硯,槽,tsô,25,0,0,0,0,0,1,0,0,0
硯,池,tî,25,0,0,0,0,0,1,0,0,0
硯,盒,a̍h,25,0,0,0,0,0,1,0,0,0
硯,石,tsio̍h,25,0,0,0,0,0,1,0,0,0
硯,箱,siunn,25,0,0,0,0,0,1,0,0,0
硯,蓋,kuà,25,0,0,0,0,0,1,0,0,0
硼,酸,sng,25,0,0,0,0,1,0,0,1,0
硿,缽,puah,25,0,0,0,0,0,1,0,0,0
硿,鏗,khiang,25,0,0,0,0,1,0,0,0,0
碁,子,lí,25,1,0,0,0,0,0,0,0,0
碇,化,huà,25,0,0,0,0,1,0,0,0,0
碇,卵,nn̄g,25,0,0,0,0,1,0,0,0,0
碇,地,tuē,25,0,0,0,0,0,1,0,0,0
碇,實,tsa̍t,25,0,0,0,0,1,0,0,0,0
碇,尾,bué,25,0,0,0,0,1,0,0,0,0
碇,度,tōo,25,0,0,0,0,1,0,0,0,0
碇,擔,tann,25,0,0,0,0,0,1,0,0,0
碇,柴,tshâ,25,0,0,0,0,1,0,0,0,0
碇,氈,tsinn,25,0,0,0,0,1,0,0,0,0
碇,碇,tīng,25,0,0,0,0,1,0,0,0,0
碇,篤,tah,25,0,0,0,0,1,0,0,0,0
碇,齒,khí,25,0,0,0,0,0,1,0,0,0
碌,死,sí,25,0,0,0,0,1,0,0,0,0
碎,冰,ping,25,0,0,1,0,0,0,0,0,0
碎,幼,iù,25,0,0,0,0,0,1,0,0,0
碎,片,phìnn,25,1,0,0,0,0,0,0,0,0
碎,石,tsio̍h,25,0,0,1,0,1,0,0,0,0
碎,碎,tshuí,25,0,0,0,0,0,1,0,0,0
碎,米,bí,25,0,0,0,0,0,1,0,0,0
碎,裂,lia̍t,25,0,0,0,0,1,0,0,0,0
碎,銀,gûn,25,0,0,0,0,0,1,0,0,0
碎,錢,tsînn,25,0,0,0,0,0,1,0,0,0
碑,亭,tîng,25,0,0,0,0,0,1,0,0,0
碑,序,sū,25,0,0,0,0,0,1,0,0,0
碑,後,āu,25,0,0,0,0,1,0,0,0,0
碑,文,bûn,25,1,0,0,0,1,1,0,1,0
碑,銘,bîng,25,0,0,0,0,1,0,0,0,0
碑,頂,tíng,25,0,0,0,0,1,0,0,0,0
碑,頭,thâu,25,0,0,0,0,0,1,0,0,0
碓,臼,khū,25,0,0,0,0,0,1,0,0,0
碓,身,sin,25,0,0,0,0,0,1,0,0,0
碕,柝,kho̍k,25,0,0,0,0,0,1,0,0,0
碕,碕,khi̍h,25,0,0,0,0,0,1,0,0,0
碕,碕,khìnn,25,0,0,0,0,0,1,0,0,0
碕,驅,khū,25,0,0,0,0,0,1,0,0,0
碖,仔,á,25,0,0,0,0,1,0,0,0,0
碖,布,pòo,25,0,0,0,0,0,1,0,0,0
碖,平,pênn,25,0,0,0,0,1,0,0,0,0
碖,石,tsio̍h,25,0,0,0,0,1,1,0,0,0
碖,缽,puah,25,0,0,0,0,0,1,0,0,0
碖,麥,be̍h,25,0,0,0,0,0,1,0,0,0
碗,唇,tûn,25,0,0,0,0,1,0,0,0,0
碗,嘴,tshuì,25,0,0,0,0,0,1,0,0,0
碗,土,thôo,25,0,0,0,0,1,1,0,0,0
碗,墘,kînn,25,0,0,0,0,0,1,0,0,0
碗,尾,bué,25,0,0,0,0,1,0,0,0,0
碗,尾,bé,25,0,0,0,0,0,1,0,0,0
碗,布,pòo,25,0,0,0,0,0,1,0,0,0
碗,帔,phè,25,0,0,0,0,0,1,0,0,0
碗,底,té,25,0,0,0,0,1,0,0,0,0
碗,斗,táu,25,1,0,0,0,1,1,0,0,0
碗,殘,tsuânn,25,0,0,0,0,0,1,0,0,0
碗,殘,tsân,25,0,0,0,0,1,0,0,0,0
碗,盤,puânn,25,1,0,0,0,1,1,0,0,0
碗,碎,tshuì,25,0,0,0,0,0,1,0,0,0
碗,碭,thn̄g,25,0,0,0,0,1,0,0,0,0
碗,礓,kiang,25,1,0,0,0,0,0,0,0,0
碗,窩,u,25,0,0,0,0,0,1,0,0,0
碗,窯,iô,25,0,0,0,0,1,1,0,0,0
碗,箸,tū,25,1,0,0,0,0,0,0,0,0
碗,粿,kér,25,1,0,0,0,0,0,0,0,0
碗,臍,tsâi,25,0,0,0,0,1,0,0,0,0
碗,舷,kînn,25,0,0,0,0,1,0,0,0,0
碗,藥,io̍h,25,0,0,0,0,1,1,0,0,0
碗,路,lōo,25,0,0,0,0,0,1,0,0,0
碗,鑼,lô,25,0,0,0,0,0,1,0,0,0
碗,鞍,uann,25,0,0,0,0,1,0,0,0,0
碗,龜,ku,25,0,0,0,0,1,0,0,0,0
碘,質,tsit,25,0,0,0,0,0,1,0,0,0
碘,酒,tsiú,25,0,0,0,0,1,1,0,0,0
碟,子,á,25,0,0,0,0,1,0,0,0,0
碟,片,phìnn,25,0,0,0,0,1,0,0,0,0
碧,山,suann,25,0,0,0,0,1,0,0,0,0
碧,海,hái,25,0,0,0,0,1,0,0,0,0
碧,玉,gio̍k,25,0,0,0,0,1,1,0,0,0
碧,眼,gán,25,0,0,0,0,1,0,0,0,0
碧,雲,hûn,25,0,0,0,0,1,0,0,0,0
碩,士,sīr,25,0,0,0,0,0,0,0,0,1
碩,士,sǐr,25,0,0,0,0,0,0,0,0,1
碭,光,kng,25,0,0,0,0,1,0,0,0,0
碰,丁,ting,25,0,0,0,0,0,1,0,0,0
碰,壁,piah,25,1,0,0,0,1,0,0,0,0
碰,皮,phuê,25,0,0,0,0,1,0,0,0,0
碰,碰,phòng,25,0,0,0,0,0,1,0,0,0
碰,肚,tōo,25,0,0,0,0,1,0,0,0,0
碰,釘,ting,25,1,0,0,0,1,0,0,0,0
碰,頭,thâu,25,0,0,0,0,1,0,0,0,0
碰,餅,piánn,25,0,0,0,0,1,0,0,0,0
碳,孔,khang,25,1,0,0,0,0,0,0,0,0
碳,屎,sái,25,1,0,0,0,0,0,0,0,0
碳,礦,khòng,25,1,0,0,0,0,0,0,0,0
碳,空,khang,25,1,0,0,0,0,0,0,0,0
碳,素,sòo,25,0,0,0,0,1,0,0,0,0
確,保,pó,25,1,0,0,0,1,0,0,0,0
確,信,sìn,25,0,0,0,0,1,1,0,0,0
確,切,tshiat,25,0,0,0,0,1,1,0,0,0
確,據,kì,25,0,0,0,0,0,0,0,0,1
確,據,kìr,25,0,0,0,0,0,0,0,0,1
確,據,kù,25,0,0,0,0,0,1,0,0,1
確,是,sī,25,0,0,0,0,1,1,0,0,0
確,知,tsai,25,0,0,0,0,1,0,0,0,0
確,立,li̍p,25,1,0,0,0,1,0,0,0,0
確,言,giân,25,0,0,0,0,0,1,0,0,0
確,證,tsìng,25,0,0,0,0,1,1,0,0,0
碻,仔,á,25,0,0,0,0,1,0,0,0,0
碾,球,kiû,25,0,0,1,0,0,0,0,0,0
碾,缽,puah,25,0,0,0,0,1,0,0,0,0
磁,土,thôo,25,0,0,0,0,1,0,0,0,0
磁,坩,khann,25,0,0,0,0,0,1,0,0,0
磁,帶,tuà,25,0,0,0,0,1,0,0,0,0
磁,性,sìng,25,0,0,0,0,1,0,0,1,0
磁,極,ki̍k,25,0,0,0,0,0,0,0,1,0
磁,片,phìnn,25,0,0,0,0,1,0,0,0,0
磁,盒,a̍p,25,0,0,0,0,0,1,0,0,0
磁,石,tsioh,25,0,0,0,0,0,1,0,0,0
磁,磚,tsng,25,0,0,0,0,1,0,0,0,0
磁,窯,iô,25,0,0,0,0,0,1,0,0,0
磁,缽,puah,25,0,0,0,0,0,1,0,0,0
磁,胚,phe,25,0,0,0,0,0,1,0,0,0
磁,鍋,e,25,0,0,0,0,0,1,0,0,0
磁,鼎,tiánn,25,0,0,0,0,0,1,0,0,0
磅,去,kì,25,0,0,1,0,0,0,0,0,0
磅,壁,piah,25,1,0,0,0,1,0,0,0,0
磅,底,té,25,0,0,1,0,0,0,0,0,0
磅,戕,tshiâng,25,0,0,0,0,0,0,1,0,0
磅,抽,thiu,25,1,0,0,0,0,0,0,0,0
磅,況,hóng,25,0,0,1,0,0,0,0,0,0
磅,潲,siâu,25,0,0,1,0,0,0,0,0,0
磅,燈,ting,25,0,0,0,0,1,0,0,0,0
磅,皮,phuê,25,1,0,0,0,0,0,0,0,0
磅,皮,phê,25,1,0,0,0,0,0,0,0,0
磅,石,tsio̍h,25,0,0,0,0,1,0,0,0,0
磅,砣,tô,25,0,0,0,0,1,0,0,0,0
磅,突,tu̍t,25,0,0,0,0,1,0,0,0,0
磅,表,pió,25,0,0,0,0,1,1,0,0,0
磅,輦,lián,25,0,0,0,0,1,0,0,0,0
磅,針,tsam,25,1,0,0,0,0,0,0,0,0
磅,針,tsiam,25,1,0,0,0,1,0,0,1,0
磅,針,tsim,25,1,0,0,0,0,0,0,0,0
磅,錶,pió,25,1,0,0,0,0,0,0,0,0
磅,𡳞,lān,25,0,0,1,0,0,0,0,0,0
磋,商,siong,25,0,0,0,0,0,1,0,0,0
磐,安,an,25,0,0,1,0,0,0,0,0,0
磐,石,tsio̍h,25,0,0,0,0,1,0,0,0,0
磕,折,tsi̍h,25,0,0,0,0,0,1,0,0,0
磕,挵,lòng,25,0,0,1,0,0,0,0,0,0
磕,破,phuà,25,0,0,0,0,0,1,0,0,0
磕,網,bāng,25,0,1,0,0,0,0,0,0,0
磕,線,suànn,25,0,0,1,0,0,0,0,0,0
磕,腳,kha,25,0,0,0,0,1,1,0,0,0
磕,車,tshia,25,0,0,0,0,1,0,0,0,0
磚,坯,phe,25,0,0,0,0,1,0,0,0,0
磚,塊,tè,25,0,0,0,0,1,0,0,0,0
磚,庭,tiânn,25,0,0,0,0,0,1,0,0,0
磚,廳,thiann,25,0,0,0,0,0,1,0,0,0
磚,棚,pînn,25,0,0,0,0,1,1,0,0,0
磚,牆,tshiûnn,25,0,0,0,0,1,0,0,0,0
磚,甓,phiah,25,0,0,0,0,0,1,0,0,0
磚,造,tsō,25,0,0,0,0,1,0,0,0,0
磚,鏨,tsām,25,0,0,0,0,0,1,0,0,0
磚,門,mn̂g,25,0,0,0,0,0,1,0,0,0
磨,使,sái,25,0,0,0,0,1,0,0,0,0
磨,光,kng,25,0,0,0,0,1,0,0,0,0
磨,力,la̍t,25,0,0,0,0,0,1,0,0,0
磨,台,tâi,25,0,0,0,0,0,0,1,0,0
磨,坩,khann,25,1,0,0,0,1,0,1,0,0
磨,墨,ba̍k,25,0,0,0,0,0,1,0,0,0
磨,房,pâng,25,0,0,0,0,1,1,0,0,0
磨,拖,thua,25,0,0,0,0,1,1,0,0,0
磨,拖,thuah,25,0,0,0,0,1,0,0,0,0
磨,損,sńg,25,0,0,0,0,1,0,0,0,0
磨,擦,tshat,25,0,0,0,0,1,0,0,0,0
磨,滅,bia̍t,25,0,0,0,0,1,0,0,0,0
磨,石,tsio̍h,25,0,0,0,0,1,1,0,0,0
磨,破,phuà,25,0,0,0,0,0,1,0,0,0
磨,硿,khann,25,0,0,0,0,0,1,0,0,0
磨,碌,lo̍k,25,0,0,1,0,1,0,0,0,0
磨,磨,buâ,25,0,0,0,0,0,1,0,0,0
磨,磨,bō,25,0,0,0,0,0,1,0,0,0
磨,磨,huah,25,0,0,0,0,0,1,0,0,0
磨,粞,tshuè,25,0,0,0,0,0,1,0,0,0
磨,粿,kué,25,1,0,0,0,0,0,0,0,0
磨,粿,ké,25,1,0,0,0,0,0,0,0,0
磨,練,liān,25,1,0,0,0,1,0,0,0,0
磨,鉤,kau,25,0,0,0,0,0,1,0,0,0
磨,間,king,25,0,0,0,0,1,1,0,0,0
磬,槌,thuî,25,0,0,0,0,0,1,0,0,0
磬,牌,pâi,25,0,0,0,0,0,1,0,0,0
磷,酸,sng,25,0,0,0,0,1,0,0,0,0
磺,油,iû,25,0,0,0,0,0,1,0,0,0
磺,港,káng,25,0,0,1,0,0,0,0,0,0
磺,溪,khe,25,0,0,0,0,1,0,0,0,0
磺,火,hué,25,1,0,0,0,0,0,0,0,0
磺,火,hé,25,1,0,0,0,0,1,0,0,0
磺,火,hér,25,0,0,0,0,0,0,0,0,1
磺,碘,tián,25,0,0,0,0,0,1,0,0,0
磺,窟,khut,25,0,0,0,0,1,1,0,0,0
磺,筍,sún,25,0,0,0,0,1,1,0,0,0
礁,岩,giâm,25,0,0,0,0,1,0,0,0,0
礁,石,tsio̍h,25,0,0,0,0,1,0,0,0,0
礁,蔫,lian,25,1,0,0,0,0,0,0,0,0
礁,鬆,sang,25,1,0,0,0,0,0,0,0,0
礐,敧,khi,25,0,0,1,0,0,0,0,0,0
礙,事,sū,25,0,0,0,0,1,0,0,0,0
礙,眼,gán,25,0,0,0,0,0,1,0,0,0
礙,眼,ngái,25,0,0,0,0,0,1,0,0,0
礙,耳,hī,25,0,0,1,0,1,0,0,0,0
礙,耳,hīnn,25,0,0,1,0,0,0,0,0,0
礙,胃,uī,25,0,0,0,0,1,0,0,0,0
礙,謔,gio̍h,25,0,0,0,0,1,1,0,0,0
礙,講,káng,25,0,0,1,0,0,0,0,0,0
礙,逆,gi̍k,25,0,0,0,0,1,0,0,0,0
礙,𡳞,lān,25,0,0,1,0,0,0,0,0,0
礤,冰,ping,25,1,0,1,0,0,0,0,0,0
礤,簽,tshiam,25,1,0,0,0,1,0,0,0,0
礦,務,bū,25,0,0,0,0,0,1,0,0,0
礦,區,khu,25,0,0,0,0,1,1,0,0,0
礦,坑,khinn,25,0,0,0,0,0,1,0,0,0
礦,場,tiûnn,25,0,0,0,0,1,0,0,0,0
礦,孔,khang,25,0,0,0,0,0,1,0,0,0
礦,學,ha̍k,25,0,0,1,0,0,1,0,0,0
礦,山,suann,25,0,0,0,0,1,1,0,0,0
礦,工,kang,25,1,0,0,0,1,0,0,0,0
礦,師,su,25,0,0,0,0,0,1,0,0,0
礦,業,gia̍p,25,1,0,0,0,1,1,0,0,0
礦,砂,sua,25,0,0,0,0,1,0,0,0,0
礦,脈,me̍h,25,0,0,0,0,0,1,0,0,0
礦,質,tsit,25,0,0,0,0,0,1,0,0,0
礦,車,tshia,25,0,0,1,0,0,0,0,0,0
礦,類,luī,25,0,0,0,0,0,1,0,0,0
礬,水,tsuí,25,0,0,0,0,0,1,0,0,0
礬,皮,phê,25,0,0,0,0,0,1,0,0,0
礬,石,tsio̍h,25,0,0,0,0,1,1,0,0,0
礬,礬,huân,25,0,0,0,0,0,1,0,0,0
礬,素,sòo,25,0,0,1,0,0,0,0,0,0
示,威,ui,25,1,0,0,0,1,1,0,0,0
示,眾,tsìng,25,0,0,0,0,0,1,0,0,0
示,知,ti,25,0,0,0,0,0,1,0,0,0
示,範,huān,25,1,0,0,0,1,0,0,0,0
示,諭,jū,25,0,0,0,0,0,1,0,0,0
示,警,kíng,25,0,0,0,0,1,0,0,0,0
社,倉,tshng,25,0,0,0,0,0,1,0,0,0
社,兄,hiann,25,0,0,0,0,0,1,0,0,0
社,內,lāi,25,0,0,0,0,1,0,0,0,0
社,北,pok,25,0,0,0,0,0,1,0,0,0
社,口,kháu,25,0,0,0,0,0,1,0,0,0
