prev_word,next_word,next_tl,count,kautian,taigitv,itaigi,sitbut,taihoa,taijit,kungge,stti,khpoo
省,乜,mih,3124,0,0,0,0,0,0,0,0,0
親,像,tshiūnn,2500,1,0,1,0,1,1,0,0,0
親,象,tshiūnn,2360,0,0,0,0,0,0,0,0,0
查,某,bóo,2308,1,0,1,0,1,1,0,1,0
台,灣,uân,1995,0,0,1,0,1,1,0,0,0
起,來,lâi,1991,1,0,1,0,1,1,0,0,0
身,軀,khu,1979,1,0,1,0,1,1,0,1,0
囝,仔,á,1831,1,0,1,0,1,1,0,0,0
仔,日,ji̍t,1808,1,0,0,0,1,1,0,0,0
旦,日,ji̍t,1792,1,0,0,0,0,1,0,0,0
那,日,ji̍t,1776,0,0,0,0,0,0,0,0,0
按,呢,ne,1768,1,0,1,0,1,0,0,0,0
台,員,uân,1659,0,0,0,0,0,0,0,0,0
省,乜,mi̍h,1564,0,0,0,0,0,0,0,0,0
安,呢,ne,1552,0,0,0,0,0,0,0,0,0
心,肝,kuann,1543,1,0,1,0,1,1,0,0,0
夭,未,buē,1510,0,0,0,0,0,0,0,0,0
因,爲,uī,1409,0,0,0,0,0,0,0,0,0
只,馬,má,1372,0,0,0,0,0,0,0,0,0
此,馬,má,1372,0,0,0,0,0,0,0,0,0
囝,仔,ná,1346,0,0,0,0,1,1,0,0,0
一,下,ē,1335,1,1,1,0,1,1,0,0,0
出,來,lâi,1295,1,0,1,0,1,1,0,1,0
囡,仔,á,1277,1,0,1,0,1,1,0,1,0
生,理,lí,1202,1,0,1,0,1,1,0,1,0
所,在,tsāi,1150,1,0,1,0,1,1,0,1,0
不,是,sī,1112,1,0,0,0,1,1,0,0,1
歡,喜,hí,1109,1,0,1,1,1,1,0,0,0
來,去,khì,1080,1,0,0,0,1,1,0,0,0
頭,仔,á,1068,1,0,1,0,1,1,1,1,0
落,去,khì,1054,1,0,1,0,1,1,0,0,0
夭,是,sī,1050,0,0,0,0,0,0,0,0,0
記,得,tit,1036,1,0,1,0,1,1,0,0,0
會,使,sái,987,1,0,1,0,1,1,0,1,0
今,仔,á,981,1,0,1,0,1,1,0,0,0
知,影,iánn,961,1,0,1,0,1,1,0,0,0
代,志,tsì,955,0,0,0,0,0,0,0,0,0
朋,友,iú,948,1,0,1,0,1,1,0,1,0
果,子,tsí,935,1,1,1,0,1,1,1,1,0
冬,時,sî,923,0,0,0,0,0,0,0,0,0
今,旦,á,904,1,0,0,0,0,0,0,0,0
今,仔,ná,888,0,0,0,0,0,0,0,0,0
今,仔日,ná-ji̍t,888,0,0,0,0,0,0,0,0,0
今,仔日,á-ji̍t,888,1,0,0,0,1,1,0,0,0
今,旦,ná,888,0,0,0,0,0,0,0,0,0
今,旦日,ná-ji̍t,888,0,0,0,0,0,0,0,0,0
今,旦日,á-ji̍t,888,1,0,0,0,0,0,0,0,0
今,那,ná,888,0,0,0,0,0,0,0,0,0
今,那日,ná-ji̍t,888,0,0,0,0,0,0,0,0,0
今,那,á,888,0,0,0,0,0,0,0,0,0
今,那日,á-ji̍t,888,0,0,0,0,0,0,0,0,0
逐,家,ke,877,1,0,1,0,1,0,0,0,0
仔,草,tsháu,875,1,0,1,1,1,1,0,0,0
尪,仔,á,869,1,1,1,0,1,1,1,1,0
尻,川,tshng,865,1,1,1,0,1,1,0,0,0
目,睭,tsiu,865,1,1,1,0,1,1,1,0,0
雞,仔,á,849,1,0,1,0,1,1,0,0,0
番,仔,á,833,1,0,1,1,1,1,1,0,0
仔,囝,kiánn,822,1,0,1,0,1,1,0,0,0
先,生,senn,805,1,0,1,0,1,1,0,0,0
田,像,tshiūnn,787,0,0,0,0,0,0,0,0,0
田,象,tshiūnn,787,0,0,0,0,0,0,0,0,0
實,在,tsāi,778,1,0,1,0,1,1,0,0,0
性,命,miā,770,1,0,1,0,1,1,0,1,0
鳥,仔,á,770,1,0,1,1,1,1,0,0,0
心,內,lāi,768,1,0,1,0,1,1,0,0,0
腹,肚,tóo,768,1,0,1,0,1,1,0,1,0
過,去,khì,768,1,0,1,0,1,1,0,0,0
干,礁,ta,762,0,0,0,0,1,0,0,0,0
仝,欵,khuán,761,0,0,0,0,0,0,0,0,0
共,欵,khuán,761,0,0,0,0,0,0,0,0,0
仔,魚,hî,755,1,0,1,0,1,1,0,1,0
加,忌,kī,755,0,0,0,0,0,0,0,0,0
夭,未,bē,755,0,0,0,0,0,0,0,0,0
仔,頭,thâu,751,1,0,1,1,1,1,1,1,0
按,呢,ni,745,1,0,1,0,1,1,0,0,0
不,知,tsai,735,1,0,0,0,1,1,0,0,0
三,角,kak,731,1,1,1,1,1,1,1,1,0
干,乾,ta,730,0,0,0,0,0,1,0,0,0
干,乾,tann,730,0,0,0,0,0,0,0,0,0
干,礁,na,730,0,0,0,0,0,0,0,0,0
干,礁,tann,730,0,0,0,0,0,0,0,0,0
干,那,na,730,0,0,0,0,0,0,0,0,0
落,來,lâi,720,1,1,1,0,1,1,0,0,0
用,得,tit,717,1,0,1,0,1,1,0,0,0
所,以,í,711,1,0,0,0,1,1,0,0,0
不,識,bat,709,0,0,0,0,0,1,0,0,0
亜,是,sī,709,0,0,0,0,0,0,0,0,0
亞,是,sī,709,0,0,0,0,0,0,0,0,0
日,頭,thâu,709,1,0,1,0,1,1,1,1,0
目,屎,sái,701,1,1,1,0,1,1,0,0,0
能,使,sái,701,0,0,0,0,0,0,0,0,0
無,影,iánn,696,1,0,1,0,1,1,0,0,0
大,家,ke,692,1,0,1,0,1,1,0,1,0
兄,弟,tī,691,1,0,1,0,1,1,0,0,0
字,旁,pîng,686,1,0,0,0,1,1,0,0,0
學,生,sing,678,1,0,1,0,1,1,0,0,0
不,八,bat,677,0,0,0,0,0,0,0,0,0
仔,花,hue,675,1,0,1,1,1,1,1,1,0
尾,仔,á,668,1,0,1,1,1,1,0,1,1
艱,苦,khóo,668,1,0,0,0,1,1,0,0,0
鬼,仔,á,665,1,0,1,0,1,1,0,1,0
嘴,齒,khí,664,1,0,0,0,1,1,0,0,0
安,呢,ni,656,0,0,0,0,0,0,0,0,0
昨,昏,hng,653,1,0,0,0,1,1,0,0,0
先,生,sinn,651,1,0,1,0,0,1,0,0,0
少,年,liân,644,1,0,1,0,1,1,0,1,0
刀,位,uī,642,0,0,0,0,0,0,0,0,0
叨,位,uī,642,1,0,0,0,1,0,0,0,0
者,哖,ni̍h,640,0,0,0,0,0,0,0,0,0
者,哖,nī,640,0,0,0,0,0,0,0,0,0
者,年,ni̍h,640,0,0,0,0,0,0,0,0,0
者,年,nī,640,0,0,0,0,0,0,0,0,0
隻,哖,ni̍h,640,0,0,0,0,0,0,0,0,0
隻,哖,nī,640,0,0,0,0,0,0,0,0,0
隻,年,ni̍h,640,0,0,0,0,0,0,0,0,0
隻,年,nī,640,0,0,0,0,0,0,0,0,0
𨑨,迌,thô,639,1,0,1,0,0,1,0,0,0
日,本,pún,637,1,0,1,1,1,1,0,1,0
定,定,niā,634,0,0,0,0,0,0,0,0,0
火,燒,sio,634,1,1,1,1,1,1,0,1,0
那,定,tiānn,634,0,0,0,0,0,0,0,0,0
領,領,niā,634,0,0,0,0,0,0,0,0,0
有,時,sî,630,1,0,1,0,1,1,0,0,0
看,見,kìnn,630,1,0,0,0,1,1,0,0,0
袂,使,sái,630,1,0,1,0,0,0,0,0,0
鬥,陣,tīn,624,1,0,1,0,1,1,0,0,0
第,一,it,619,1,0,1,0,1,1,0,1,0
𣍐,使,sái,617,1,0,0,0,0,0,0,0,0
雖,然,jiân,615,1,0,0,0,1,1,0,0,0
雞,卵,nn̄g,613,1,1,1,0,1,1,1,1,0
玻,璃,lê,612,1,0,1,0,1,1,1,1,0
眠,床,tshn̂g,602,1,0,1,0,1,1,0,0,0
頭,毛,mn̂g,598,1,0,1,0,1,1,0,0,0
時,仔,á,596,1,0,1,0,1,1,0,0,0
應,該,kai,593,1,0,0,0,1,1,0,0,0
咖,啡,pi,592,1,1,1,0,1,1,0,0,0
真,正,tsiànn,589,1,0,1,0,1,1,0,0,0
細,漢,hàn,587,1,0,1,0,1,1,0,0,0
以,經,king,585,0,0,0,0,0,0,0,0,0
了,后,āu,584,0,0,0,0,0,0,0,0,0
了,後,āu,584,1,0,0,0,1,1,0,1,0
歹,勢,sè,581,1,0,1,0,0,1,0,0,0
電,話,uē,581,1,0,1,0,1,1,0,0,0
運,動,tōng,574,1,0,1,0,1,1,0,1,0
十,二,jī,572,1,0,1,0,1,1,0,0,0
指,甲,kah,570,1,0,1,1,1,1,0,0,0
豆,仔,á,567,1,0,1,0,1,1,0,0,0
社,會,huē,566,1,0,1,0,1,1,0,1,0
大,頭,thâu,563,1,1,1,1,1,1,0,0,0
世,界,kài,560,1,0,1,0,1,1,0,1,0
生,活,ua̍h,560,1,0,1,0,1,1,0,1,0
時,存,tsūn,559,0,0,0,0,0,0,0,0,0
時,拵,tsūn,559,0,0,0,0,0,0,0,0,0
早,起,khí,558,1,0,1,0,1,1,0,0,0
法,度,tōo,556,1,0,1,0,1,1,0,0,0
物,件,kiānn,552,1,0,1,0,1,1,0,0,0
倒,轉,tńg,550,1,0,1,0,1,1,0,0,0
不,通,thang,547,0,0,0,0,0,0,0,0,0
時,間,kan,546,1,0,1,0,1,1,0,1,0
倒,手,tshiú,544,1,0,1,0,1,1,0,0,0
加,治,tī,542,0,0,0,0,0,0,0,0,0
西,洋,iûnn,542,1,1,1,0,1,1,0,1,1
豬,仔,á,541,1,0,1,0,1,1,0,0,0
離,開,khui,539,1,0,1,0,1,1,0,0,0
頭,殼,khak,539,1,0,1,0,1,1,0,1,0
簡,單,tan,536,1,0,1,0,1,1,0,1,0
石,頭,thâu,535,1,0,1,1,1,1,1,0,0
定,定,tiānn,531,1,0,1,0,1,1,0,0,0
眞,正,tsiànn,529,0,0,0,0,0,0,0,0,0
和,尚,siūnn,528,1,0,1,0,1,1,1,0,0
正,實,si̍t,525,0,0,0,0,1,1,0,0,1
火,車,tshia,524,1,0,1,0,1,1,0,1,0
省,乜,mí,521,0,0,0,0,0,0,0,0,0
會,凍,tàng,518,1,0,0,0,1,0,0,0,0
阿,片,phiàn,517,0,0,0,0,0,1,0,0,0
不,即,tsiah,516,0,0,0,0,0,1,0,0,0
頭,家,ke,516,1,0,1,0,1,1,0,0,0
一,點,tiám,513,1,0,1,1,1,1,0,0,0
娘,仔,á,513,1,0,1,0,1,1,0,0,0
藥,仔,á,512,1,0,1,0,1,1,0,1,0
亜,未,buē,510,0,0,0,0,0,0,0,0,0
亞,未,buē,510,0,0,0,0,0,0,0,0,0
查,昏,hng,510,0,0,0,0,0,0,0,0,0
秤,彩,tshái,510,0,0,0,0,0,0,0,0,0
目,周,tsiu,505,0,0,0,0,0,0,0,0,0
按,盞,tsuánn,504,0,0,0,0,0,0,0,0,0
仔,菜,tshài,503,1,0,1,1,1,1,0,0,0
衫,仔,á,503,1,0,1,0,1,1,0,1,0
能,凍,tàng,502,0,0,0,0,0,0,0,0,0
歹,世,sè,501,0,0,0,0,0,0,0,0,0
一,直,ti̍t,500,1,0,1,0,1,1,0,0,0
下,脚,kha,500,0,0,0,0,0,0,0,0,0
不,者,tsiah,500,0,0,0,0,0,0,0,0,0
叱,哖,ni̍h,500,0,0,0,0,0,0,0,0,0
叱,哖,nī,500,0,0,0,0,0,0,0,0,0
叱,年,ni̍h,500,0,0,0,0,0,0,0,0,0
叱,年,nī,500,0,0,0,0,0,0,0,0,0
後,來,lâi,500,1,0,1,0,1,1,0,0,0
昨,方,hng,500,1,0,0,0,0,0,0,0,0
有,到,kàu,500,0,0,0,0,0,0,0,0,0
湊,陣,tīn,500,1,0,0,0,0,0,0,0,0
閗,陣,tīn,500,0,0,0,0,0,0,0,0,0
靴,哖,ni̍h,500,0,0,0,0,0,0,0,0,0
靴,哖,nī,500,0,0,0,0,0,0,0,0,0
靴,年,ni̍h,500,0,0,0,0,0,0,0,0,0
靴,年,nī,500,0,0,0,0,0,0,0,0,0
感,覺,kak,495,1,0,1,0,1,1,0,0,0
會,曉,hiáu,492,1,0,1,0,1,1,0,0,0
蜈,蚣,kang,491,1,0,1,1,1,1,0,1,0
安,盞,tsuánn,489,0,0,0,0,0,0,0,0,0
野,是,sī,488,0,0,0,0,0,0,0,0,0
竹,仔,á,487,1,0,1,1,1,1,1,0,0
自,然,jiân,487,1,0,1,0,1,1,0,1,1
精,神,sîn,486,1,0,1,0,1,1,0,0,0
指,頭,thâu,485,1,0,1,0,1,1,0,0,0
省,人,lâng,485,0,0,1,0,0,0,0,0,0
講,話,uē,484,1,0,1,0,1,1,0,1,0
下,昏,hng,482,1,0,1,0,1,1,0,0,0
阿,母,bú,473,1,0,1,0,0,1,0,0,0
爲,着,tio̍h,472,0,0,0,0,0,0,0,0,0
應,皆,kai,469,0,0,0,0,0,0,0,0,0
牛,奶,ling,469,1,1,1,0,1,0,0,0,0
瓜,仔,á,467,1,0,1,0,1,1,0,0,0
台,語,gí,466,0,0,1,0,1,0,0,0,0
烏,白,pe̍h,465,1,0,1,0,1,1,0,0,0
管,仔,á,463,1,0,1,0,1,1,1,0,0
老,師,su,463,1,0,1,0,1,1,0,1,1
做,伙,hué,460,1,0,1,0,1,0,0,0,0
只,个,ê,460,0,0,0,0,0,0,0,0,0
此,个,ê,460,0,0,0,0,0,0,0,0,0
感,情,tsîng,458,1,0,1,0,1,1,0,1,0
倒,頭,thâu,457,1,0,1,0,1,1,0,0,0
菜,頭,thâu,457,1,1,1,1,1,1,0,0,0
媒,人,lâng,456,1,0,0,0,1,1,0,0,0
觀,音,im,456,1,1,1,1,1,1,0,0,0
人,客,kheh,454,1,0,1,0,1,1,0,0,0
自,由,iû,454,1,1,1,0,1,1,0,1,0
后,來,lâi,447,0,0,0,0,0,0,0,0,0
返,來,lâi,447,0,0,0,0,0,1,0,0,0
乞,食,tsia̍h,445,1,0,1,0,1,1,0,0,0
文,化,huà,443,1,0,0,0,1,1,0,1,0
仔,好,hó,440,1,0,1,0,0,0,0,0,0
月,娘,niû,439,1,0,1,0,1,1,0,1,0
別,人,lâng,438,1,0,0,0,1,1,0,0,0
新,娘,niû,438,1,1,1,0,1,1,0,0,0
日,仔,á,438,1,0,1,0,1,1,0,0,0
頭,鬃,tsang,438,1,0,1,0,1,1,0,0,0
出,去,khì,437,1,0,1,0,1,1,0,0,0
關,係,hē,435,1,0,1,0,1,1,0,1,0
目,鏡,kiànn,434,1,0,1,0,1,1,0,1,0
相,共,kāng,433,1,0,0,0,1,1,0,0,0
魚,仔,á,432,1,0,1,0,1,1,1,1,0
天,公,kong,430,1,0,1,0,1,1,0,0,0
若,是,sī,430,1,0,1,0,1,1,0,0,0
珠,仔,á,428,1,0,1,1,1,1,1,0,0
豬,母,bú,427,1,0,1,1,0,1,0,0,0
蕃,薯,tsû,425,1,0,1,1,0,1,0,0,0
的,確,khak,423,1,0,1,0,1,1,0,0,0
別,儂,lâng,422,1,0,0,0,0,0,0,0,0
别,人,lâng,422,0,0,0,0,0,0,0,0,0
學,校,hāu,422,1,0,0,0,1,1,0,1,0
開,始,sí,422,1,0,1,0,1,0,0,0,0
出,世,sì,421,1,0,1,0,1,1,0,0,0
小,弟,tī,421,1,0,1,0,1,1,0,0,0
時,代,tāi,421,1,0,1,0,1,1,0,1,0
袋,仔,á,421,1,1,1,0,1,1,1,1,0
豆,腐,hū,421,1,1,1,0,1,1,1,1,0
機,仔,á,419,1,0,1,0,0,1,1,0,0
賊,仔,á,419,1,0,1,1,1,1,1,1,0
蚵,仔,á,418,1,0,1,0,1,1,0,0,0
龜,仔,á,418,1,0,1,0,1,1,1,1,0
得,着,tio̍h,415,0,0,0,0,0,0,0,0,0
雷,公,kong,415,1,0,1,1,1,1,0,0,0
毋,知,tsai,414,1,0,1,0,0,0,0,0,0
多,謝,siā,413,1,0,0,0,1,1,0,1,1
世,間,kan,412,1,0,0,0,1,1,0,0,0
奶,仔,á,412,1,0,1,0,1,1,0,0,0
豬,哥,ko,411,1,0,0,0,1,1,0,0,0
𫔘,仔,á,410,0,0,0,0,0,0,0,0,0
袂,記,kì,407,1,0,1,0,0,0,0,0,0
窗,仔,á,405,1,0,1,0,1,1,0,0,0
媽,媽,mah,403,1,0,1,0,0,0,0,0,0
早,仔,á,400,1,0,1,0,0,0,0,0,0
醫,生,sing,400,1,0,1,0,1,1,0,1,0
梅,仔,á,399,1,1,1,1,1,1,0,0,0
索,仔,á,398,1,0,1,0,1,1,1,1,0
螺,仔,á,398,1,0,1,1,1,1,1,1,0
大,人,lâng,397,1,1,1,0,1,1,0,1,0
禮,拜,pài,395,1,0,1,0,1,1,0,1,0
清,湯,thng,394,1,0,0,0,1,1,0,0,0
雨,傘,suànn,394,1,0,1,1,1,1,0,0,0
魚,鱗,lân,394,1,0,1,1,1,1,1,1,0
赶,緊,kín,393,0,0,0,0,0,0,0,0,0
耳,仔,á,390,1,0,1,1,1,1,0,0,0
麵,線,suànn,390,1,0,1,0,1,1,0,0,0
三,腳,kha,389,1,0,0,0,1,1,0,0,0
大,細,sè,388,1,0,1,0,1,1,0,0,0
鏨,仔,á,388,1,0,0,0,1,0,1,0,0
頭,前,tsîng,388,1,1,1,0,1,1,0,1,0
活,動,tōng,387,1,0,0,0,1,1,0,1,0
父,母,bó,387,0,0,0,0,1,0,0,0,0
點,仔,á,387,1,0,1,0,1,1,0,0,0
耳,空,khang,386,1,0,1,1,1,0,0,1,0
直,直,ti̍t,385,1,0,1,0,1,1,0,0,0
內,面,bīn,382,1,0,0,0,1,1,0,0,0
心,情,tsîng,382,1,0,1,0,1,1,0,0,0
葉,仔,á,382,1,0,1,1,1,1,0,1,0
那,是,sī,382,0,0,0,0,0,0,0,0,0
箍,仔,á,381,1,1,1,0,1,1,0,1,0
鬧,熱,jia̍t,381,1,0,1,0,1,1,0,1,0
中,晝,tàu,380,1,0,1,0,1,1,0,0,0
入,去,khì,380,1,0,0,0,1,1,0,0,0
芎,蕉,tsio,380,1,0,0,1,1,1,0,0,1
內,底,té,379,1,0,1,0,1,0,0,0,0
個,月,gue̍h,378,0,0,1,0,1,0,0,0,0
大,學,ha̍k,377,1,0,1,0,1,1,0,0,0
查,埔,poo,377,1,1,1,0,1,0,0,0,0
番,薯,tsî,377,1,1,1,0,1,0,0,1,0
殼,仔,á,376,1,0,1,1,1,1,1,1,0
世,人,lâng,375,1,0,1,0,1,1,0,0,0
將,軍,kun,373,1,0,1,1,1,1,0,0,0
鳥,鼠,tshí,373,1,1,1,0,1,0,0,1,0
听,見,kìnn,372,0,0,0,0,0,0,0,0,0
聼,見,kìnn,372,0,0,0,0,0,0,0,0,0
龍,眼,gíng,372,1,0,1,1,1,1,1,0,0
要,緊,kín,371,1,0,1,0,1,1,0,0,0
腳,手,tshiú,369,1,0,0,0,1,1,0,0,0
土,地,tē,367,1,0,1,0,1,1,0,1,0
明,仔,á,367,1,0,1,0,1,1,0,0,0
豬,母,bó,367,1,0,1,0,1,0,0,0,0
電,火,hué,367,1,0,1,0,1,0,0,1,0
大,聲,siann,366,1,0,1,0,1,1,0,1,0
嚨,喉,âu,365,1,0,1,0,1,1,0,0,0
傷,心,sim,363,1,0,1,0,1,1,0,0,0
斬,仔,á,363,0,0,0,0,0,0,0,0,0
仔,樹,tshiū,362,1,0,1,1,1,1,1,0,0
問,題,tê,361,1,0,1,0,1,0,0,1,0
老,鼠,tshú,361,1,0,0,0,0,1,0,0,0
銀,行,hâng,359,1,0,1,0,1,1,0,1,0
衛,生,sing,358,1,0,1,0,1,1,0,1,0
不,免,bián,357,1,0,0,0,1,1,0,0,0
當,時,sî,357,1,0,1,0,1,1,0,0,0
葡,萄,tô,357,1,1,1,1,1,1,0,1,0
音,樂,ga̍k,356,1,0,1,0,1,1,0,1,0
四,界,kè,355,1,0,1,0,1,1,0,0,0
子,仔,á,354,1,0,1,1,1,1,0,0,0
家,庭,tîng,354,1,0,1,0,1,1,0,1,0
耳,孔,khang,354,1,0,0,0,1,1,0,0,0
花,仔,á,354,1,0,1,1,1,1,1,0,0
菝,仔,á,354,1,0,1,0,1,0,0,0,0
桃,仔,á,353,1,0,1,1,1,1,0,0,0
老,母,bú,353,1,0,1,0,0,1,0,0,0
雞,母,bó,353,1,0,1,0,1,0,0,0,0
阿,媽,má,352,1,0,1,0,1,1,0,0,0
十,字,jī,350,1,0,1,0,1,1,0,1,0
受,氣,khì,350,1,0,1,0,1,0,0,0,0
頭,路,lōo,349,1,0,1,0,1,1,0,1,0
母,仔,á,348,1,0,1,0,1,1,0,0,0
包,仔,á,347,1,0,1,0,1,1,0,0,0
名,聲,siann,346,1,0,1,0,1,1,0,0,0
垃,圾,sap,346,1,0,1,0,1,1,0,0,0
新,婦,pū,346,1,0,1,0,1,1,0,0,0
平,安,an,345,1,0,1,0,1,1,0,0,0
仔,車,tshia,344,1,0,1,0,1,1,1,0,0
司,公,kong,344,1,0,1,0,1,1,0,1,0
苧,仔,á,344,1,0,0,1,1,1,1,1,0
語,言,giân,343,1,0,1,0,1,0,0,1,0
父,母,bú,342,1,0,0,0,0,1,0,0,0
由,元,guân,341,0,0,0,0,0,0,0,0,0
由,原,guân,341,0,0,0,0,0,0,0,0,0
豬,頭,thâu,341,1,0,1,0,1,1,0,0,0
十,一,it,340,1,0,1,0,1,1,0,0,0
紅,燈,ting,340,1,0,1,0,1,1,0,1,0
麵,粉,hún,339,1,0,1,0,1,1,0,0,0
古,早,tsá,338,1,0,1,0,1,1,0,1,0
格,仔,á,338,1,0,1,1,1,1,1,1,0
桌,仔,á,338,1,0,1,0,1,1,1,0,0
頷,頸,kún,338,1,0,1,0,0,1,0,1,0
老,父,pē,335,1,0,0,0,1,1,0,0,0
性,地,tē,334,1,0,1,0,1,1,0,1,0
神,明,bîng,334,1,0,1,0,1,1,0,1,0
一,定,tīng,332,1,0,0,0,1,1,0,0,0
過,年,nî,332,1,0,1,0,1,1,0,1,1
水,雞,ke,331,1,1,1,0,1,1,0,1,0
土,豆,tāu,330,1,0,0,1,1,1,0,0,0
粒,仔,á,329,1,0,1,0,1,1,1,0,0
人,生,sing,327,1,0,1,0,1,1,0,0,0
俺,媽,má,327,1,0,0,0,1,0,0,0,0
白,話,uē,327,1,0,1,0,1,1,0,1,0
着,是,sī,327,0,0,0,0,0,0,0,0,0
師,傅,hū,326,1,0,1,0,1,1,0,1,0
抵,仔,á,326,1,0,0,0,0,0,0,0,0
蓮,花,hue,326,1,0,0,1,1,1,0,0,0
下,晡,poo,325,1,0,1,0,1,1,0,0,0
仔,子,kiánn,325,1,0,0,0,0,1,0,0,0
見,笑,siàu,325,1,0,1,0,1,1,0,0,0
意,思,sù,324,1,0,0,0,1,1,0,0,0
教,育,io̍k,324,1,0,1,0,1,1,0,1,0
月,日,ji̍t,324,1,0,0,0,1,1,0,0,0
者,个,ê,322,0,0,0,0,0,0,0,0,0
者,兮,ê,322,0,0,0,0,0,0,0,0,0
袂,用,īng,322,1,0,1,0,0,0,0,0,0
隻,个,ê,322,0,0,0,0,0,0,0,0,0
隻,兮,ê,322,0,0,0,0,0,0,0,0,0
一,点,tiám,321,0,0,0,0,0,0,0,0,0
有,影,iánn,320,1,0,1,0,1,1,0,0,0
滾,水,tsuí,320,1,0,1,0,1,1,0,0,0
相,信,sìn,318,1,0,0,0,1,1,0,0,0
真,珠,tsu,318,1,1,1,1,1,1,1,1,0
政,府,hú,316,1,0,1,0,1,1,0,1,0
豆,油,iû,314,1,0,1,0,1,1,1,0,0
煩,惱,ló,313,1,0,0,0,1,1,0,0,0
一,時,sî,312,1,0,0,0,1,1,0,0,0
仔,蟲,thâng,312,1,0,1,0,1,1,0,0,0
仔,餅,piánn,312,1,1,1,0,1,1,0,0,0
狗,仔,á,312,1,0,1,1,1,1,0,0,0
蜈,蜞,khî,312,1,0,1,0,1,1,0,0,0
嬰,仔,á,311,1,1,1,0,1,1,0,0,0
物,仔,á,311,1,0,1,0,1,0,0,0,0
阿,公,kong,311,1,0,1,0,1,1,0,0,0
叱,个,ê,310,0,0,0,0,0,0,0,0,0
叱,兮,ê,310,0,0,0,0,0,0,0,0,0
拳,頭,thâu,310,1,0,1,1,1,1,0,0,0
羊,角,kak,310,1,0,1,1,1,1,0,0,0
靴,个,ê,310,0,0,0,0,0,0,0,0,0
靴,兮,ê,310,0,0,0,0,0,0,0,0,0
一,個,ê,309,0,0,0,0,1,1,0,0,0
人,情,tsîng,309,1,0,1,0,1,1,0,1,0
八,字,jī,309,1,0,0,0,1,1,1,0,0
故,事,sū,309,1,0,1,0,1,1,0,1,0
打,算,sǹg,307,1,0,0,0,1,1,0,0,0
洗,身,sin,307,1,0,1,0,1,1,0,0,1
洗,衫,sann,307,1,0,1,0,1,1,0,1,1
相,思,si,307,1,0,1,1,1,1,1,0,1
三,八,pat,306,1,0,1,0,1,1,0,1,0
厝,內,lāi,306,1,0,1,0,1,1,0,0,0
希,望,bāng,306,1,0,0,0,1,1,0,0,0
燒,酒,tsiú,306,1,0,1,0,1,1,0,0,0
能,曉,hiáu,306,0,0,0,0,0,1,0,0,0
注,意,ì,305,1,0,0,0,1,1,0,1,0
溜,溜,liu,305,1,0,1,0,1,1,0,0,0
後,日,ji̍t,304,1,0,1,0,1,1,0,0,0
無,頭,thâu,304,1,0,1,1,1,1,0,0,0
趁,食,tsia̍h,304,1,0,1,0,1,1,0,0,0
中,國,kok,303,1,0,1,0,1,1,0,0,0
腳,仔,á,301,1,0,0,0,1,1,0,0,0
草,仔,á,301,1,0,1,0,1,1,1,0,0
金,錢,tsînn,301,1,0,1,1,1,1,1,0,0
冬,存,tsūn,300,0,0,0,0,0,0,0,0,0
冬,拵,tsūn,300,0,0,0,0,0,0,0,0,0
喜,冬,tang,300,0,0,0,0,0,0,0,0,0
彼,冬,tang,300,0,0,0,0,0,0,0,0,0
許,冬,tang,300,0,0,0,0,0,0,0,0,0
東,南,lâm,299,1,0,0,0,1,1,0,1,0
袂,記得,kì-tit,299,1,0,1,0,0,0,0,0,0
雪,文,bûn,299,1,0,1,0,1,1,0,1,0
大,漢,hàn,298,1,0,1,0,1,1,0,0,0
胡,蠅,sîn,298,1,0,0,0,1,1,0,0,0
檳,榔,nn̂g,297,1,0,1,1,1,1,1,0,0
死,人,lâng,297,1,0,1,0,1,1,0,0,0
了,解,kái,296,1,0,1,0,1,1,0,0,0
布,袋,tē,296,1,0,1,0,1,1,1,0,0
活,動,tāng,296,1,0,1,0,1,1,0,1,0
螺,絲,si,296,1,1,1,0,1,1,0,0,0
動,物,bu̍t,294,1,0,1,0,1,1,0,1,0
頭,毛,moo,294,1,0,1,0,1,0,1,0,0
毋,成,tsiânn,293,1,0,1,0,0,0,0,0,0
保,險,hiám,292,1,0,1,0,1,1,0,0,0
故,鄉,hiong,292,1,0,0,0,1,1,0,0,0
正,手,tshiú,292,1,0,1,0,1,1,0,0,0
狗,蟻,hiā,292,1,0,1,0,1,1,0,0,0
零,星,san,292,1,0,1,0,1,1,0,1,0
但,是,sī,291,1,0,0,0,1,1,0,0,0
查,甫,poo,291,1,0,0,0,0,1,0,0,0
甘,願,guān,291,1,0,1,0,1,1,0,0,0
狗,母,bó,290,1,0,1,0,1,0,1,0,1
腳,數,siàu,290,1,0,1,0,1,1,0,1,0
如,意,ì,289,1,0,1,0,1,1,1,0,1
後,壁,piah,289,1,1,1,0,1,1,0,0,0
檨,仔,á,287,1,0,1,1,1,1,0,1,0
一,日,ji̍t,286,1,0,1,0,1,1,0,0,0
俺,嬤,má,286,1,0,0,0,0,0,0,0,0
路,尾,bué,286,1,0,1,0,1,0,0,0,0
鈕,仔,á,286,1,1,1,1,1,1,1,1,0
阿,嬤,má,286,1,0,0,0,0,0,0,0,0
雞,母,bú,286,1,0,0,1,0,1,0,0,0
