hanzi,tl
文轎蓋,bûn-kiō-kuà
文轎,bûn-kiō
轎堵,kiō-tóo
八卦窗,pat-kuà-thang
轎底,kiō-té
螭龍頭,tshi-liông-thâu
獅仔跤,sai-á-kha
武轎,bú-kiō
櫃仔面,kuī-á-bīn
屏風神椅,pîn-hong sîn-í
神椅,sîn-í
托燈,thuh-ting
餅模,piánn-bôo
劍獅,kiàm-sai
旗頭,kî-thâu
木版畫,bo̍k-pán-uē
大木作,tuā-ba̍k-tsok
五分鑿仔,gōo-hun-tsha̍k-á
寸二桮仔,tshùn-jī-pue-a
分半鑿仔,hun-puànn-tsha̍k-á
兩分鑿仔,nn̄g-hun-tsha̍k-á
三分鑿仔,sann-hun-tsha̍k-á
七分鑿仔,tshit-hun-tsha̍k-á
彎剾,uân-khau
拖空墘,thua-khang-kînn
南京剾仔,lâm-kiann-khau-á
抾光剾刀,khioh-kng-khau-to
粗剾,tshoo-khau
賊仔剾,tsha̍t-á-khau
接剾,tsiap-khau
膨剾,phòng-khau
凹剾,nah-khau
連堵剾仔,liân-tóo-khau-á
定kô,tīng-kô
平剾仔,pêng-khau-á
一分丁線,tsi̍t-hun-ting-suànn
兩分丁線,nn̄g-hun-ting-suànn
硬斜,ngē-tshiâ
軟斜,nńg-tshiâ
the̍h-hó-sì,the̍h-hó-sì
自動剾,tsū-tōng-khau
臺灣鋸仔,tâi-uân-kù-á
釘仔槌,tìng-á-thûi
粉線管,hún-suànn-kóng
越南松梧,ua̍t-lâm siông-ngôo
臺灣松梧,tâi-uân siông-ngôo
牛樟,gû-tsiunn
肖楠,siau-lâm
荖安,láu-an
洋漆,iûnn-tshat
腰帶,io-tuà
吟龍,gîm-lîng
笑鳳,tshiò-hōng
黜底,thuh-té
衫摺路,sann-tsih-lōo
文武甲,bûn-bú-kah
龍袍,liông-phâu
刻字,khik-jī
帶鋸,tuà-kù
鑿仔檯,tsha̍k-á-tâi
線鋸,suànn-kù
戮空的,lak-khang--ê
徛心,khiā-sim
布碖,pòo-lún
作椅,tsoh-í
泉州派,tsuân-tsiu-phài
