hanzi,tl
腱子肉,kiàn-tsí-bah
染桶,ní-tháng
布枋,pòo-pang
繡花車,siù-hue-tshia
椅馬仔,í-bé-á
繡規,siù-kui
橫頭,huâinn-thâu
繡補店,siù-póo-tiàm
弓枋,king-pang
煏蔥,piak-tshong
火銃,hué-tshìng
火鉗仔,hué-khînn-á
火勾仔,hué-kau-á
玻璃𣁳仔,po-lê-khat-á
戕仔,tshiâng-á
火耙仔,hué-pê-á
實腹管,tsa̍t-pak-kóng
空殼管,khang-khak-kóng
切線模仔,tshiat-suànn-bôo-á
鉸刀剪仔,ka-to-tsián-á
尖喙剪仔,tsiam-tshuì-tsián-á
線條鋏仔,suànn-tiâu-giap-á
扁鋏仔,pínn-giap-á
切仔,tshiat-á
四叉鋏仔,sì-tshe-giap-á
管頭鋏仔,kóng-thâu-giap-á
炭枋,thuànn-pang
菜刀,tshài-to
挲玻璃,so-po-lê
玻璃粒仔,po-lê-lia̍p-á
玻璃粉仔,po-lê-hún-á
切管頭,tshiat-kóng-thâu
舂龜仔,tsing-ku-á
鋏玻璃,giap-po-lê
過轎,kuè-kiō
原料槽仔,guân-liāu-tsô-á
火爐,hué-lôo
平枋,pênn-pang
踅檯,se̍h-tâi
馬椅,bé-í
跨台,khuà-tâi
退火爐,thuè-hué-lôo
玻璃模仔,po-lê-bôo-á
地磅,tē-pōng
拌料機仔,puānn-liāu-ki-á
錢袋仔,tsînn-tē-á
皮包,phuê-pau
筆桶,pit-tháng
筆插,pit-tshah
燈火罩,ting-hué-tà
皮花,phuê-hue
皮鞋,phuê-ê
雕刻刀,tiau-khik-to
皮槌仔,phuê-thuî-á
柴槌仔,tshâ-thuî-á
摃空,kòng-khang
塑膠枋,sok-ka-pang
生皮,tshenn-phuê
熟皮,si̍k-phuê
豬皮,ti-phuê
羊皮,iûnn-phuê
紩線,thīnn-suànn
拍空,phah-khang
印花,ìn-hue
食色,tsia̍h-sik
手指,tshiú-tsí
耳鉤,hīnn-kau
墜仔,tuī-á
黏美金,liâm-bí-kim
香爐,hiunn-lôo
鯊魚刀,sua-hî-to
鋸弓,kì-king
手指圍,tshiú-tsí-uî
手指條,tshiú-tsí-tiâu
鏨仔,tsām-á
吊夾,tiàu-ngeh
火喙,hué-tshuì
銅抿仔,tâng-bín-á
米釐尺,bí-lî-tshioh
鑢仔,lē-á
松膠碗,siông-ka-uánn
試金石,tshì-kim-tsio̍h
火炭,hué-thuànn
石膏碗,tsio̍h-ko-uánn
鉛模,iân-bôo
樹奶模,tshiū-ni-bôo
油壓模,iû-ap-bôo
鐵槽,thih-tsô
khe金倒槽,khe-kim-tò-tsô
油漏仔,iû-lāu-á
撞璇仔,tōng-suān-á
塭仔,un-á
暗號,àm-hō
手指通,tshiú-tsí-thong
纏鍊仔目,tînn-liān-á-ba̍k
鎖頭,só-thâu
角環,kak-khuân
印仔手指,ìn-á-tshiú-tsí
柴砧,tshâ-tiam
沖仔,tshong-á
摃手指跤,kòng-tshiú-tsí-kha
葫蘆鎚仔,hôo-lôo-thuî-á
鐵鎚仔,thih-thuî-á
尺鎚,tshioh-thuî
線板,suànn-pán
藩尺,huan-tshioh
金牌模,kim-pâi-bôo
鉛枋仔,iân-pang-á
墜仔模,tuī-á-bôo
手環模仔,tshiú-khuân-bôo-á
手環箸,tshiú-khuân-tī
鐵砧,thih-tiam
敲槌,khà-thuî
線眼,suànn-gán
松膠,siông-ka
瑪瑙刀,bé-ló-to
和尚頭,huê-siūnn-thâu
鈕仔砧,liú-á-tiam
紅寶石,âng-pó-tsio̍h
藍寶石,nâ-pó-tsio̍h
真珠,tsin-tsu
瑪瑙,bé-ló
琥珀,hóo-phik
水晶,tsuí-tsinn
璇石,suān-tsio̍h
黃金染料,n̂g-kim-ní-liāu
染料劑,ní-liāu-tse
塭仔砧,un-á-tiam
鐵剪仔,thih-tsián-á
油桶,iû-tháng
跤踏風,kha-ta̍h-hong
電風龜,tiān-hong-ku
電解機仔,tiān-kái-ki-á
吊鑽,tiàu-tsǹg
工作桌仔,kang-tsok-toh-á
絞車,ká-tshia
砂輪機,sua-lûn-ki
布輪機,pòo-lûn-ki
鑢橋枋,lē-kiô-pang
羊仔頭,iûnn-á-thâu
磅仔,pōng-á
磅子,pōng-tsí
磅璇石,pōng-suān-tsio̍h
鉸鍊仔機,ka-liān-á-ki
戮空的,lak-khang-ê
香港秤仔,hiong-káng-tshìn-á
線車,suànn-tshia
鋸鍊仔目,kù-liān-á-ba̍k
紡布輪,pháng-pòo-lún
離心機,li-sim-ki
注蠟機,tsù-la̍h-ki
點火的,tiám-hué--ê
