"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","HoaBun"
"70446","sióng-goa̍t","siúⁿ-goe̍h","siong2-goat8","siunn2-goeh8","賞月","sióng-gua̍t","siúnn-gue̍h","siong2-guat8","siunn2-gueh8","賞月","賞月"
"70447","sióng-hong","","siong2-hong","","賞封","sióng-hong","","siong2-hong","","賞封","賞封"
"70448","sióng-hong","","siong2-hong","","賞封","sióng-hong","","siong2-hong","","賞封","賞錢"
"70449","sióng-khit-chia̍h","","siong2-khit-chiah8","","賞乞食","sióng-khit-tsia̍h","","siong2-khit-tsiah8","","賞乞食","賞"
"70450","sióng-siaⁿ","","siong2-siann","","上聲","sióng-siann","","siong2-siann","","上聲","上聲"
"70451","sióng-siōng","","siong2-siong7","","想像","sióng-siōng","","siong2-siong7","","想像","想像"
"70452","sióng-siōng-le̍k","","siong2-siong7-lek8","","想像力","sióng-siōng-li̍k","","siong2-siong7-lik8","","想像力","想像力"
"70453","siòng","","siong3","","相","siòng","","siong3","","相","打量"
"70454","siòng","","siong3","","相","siòng","","siong3","","相","相"
"70455","siòng","","siong3","","相","siòng","","siong3","","相","瞄準"
"70456","siòng","","siong3","","餉","siòng","","siong3","","餉","餉"
"70457","siòng-cheng","","siong3-cheng","","相精","siòng-tsing","","siong3-tsing","","相精","瞄準"
"70458","siòng-cheng-cheng","","siong3-cheng-cheng","","相精精","siòng-tsing-tsing","","siong3-tsing-tsing","","相精精","相"
"70459","siòng-cheng-cheng","","siong3-cheng-cheng","","相精精","siòng-tsing-tsing","","siong3-tsing-tsing","","相精精","瞄準"
"70460","siòng-cheng-cheng","","siong3-cheng-cheng","","相精精","siòng-tsing-tsing","","siong3-tsing-tsing","","相精精","精"
"70461","siòng-chhiú","","siong3-chhiu2","","相手","siòng-tshiú","","siong3-tshiu2","","相手","手相"
"70462","siòng-chhù-the̍h","","siong3-chhu3-theh8","","相厝宅","siòng-tshù-the̍h","","siong3-tshu3-theh8","","相厝宅","相陽宅"
"70463","siòng-chin-chin","","siong3-chin-chin","","相真真","siòng-tsin-tsin","","siong3-tsin-tsin","","相真真","看準"
