"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","HoaBun"
"11670","chho͘-lâng","","chhoo-lang5","","粗人","tshoo-lâng","","tshoo-lang5","","粗人","老粗"
"11671","chho͘-lâng","","chhoo-lang5","","粗人","tshoo-lâng","","tshoo-lang5","","粗人","粗人"
"11672","chho͘-loân","","chhoo-loan5","","初戀","tshoo-luân","","tshoo-luan5","","初戀","初戀"
"11673","chho͘-ló͘","","chhoo-loo2","","粗魯","tshoo-lóo","","tshoo-loo2","","粗魯","粗鄙"
"11674","chho͘-ló͘","","chhoo-loo2","","粗魯","tshoo-lóo","","tshoo-loo2","","粗魯","粗魯"
"11675","chho͘-pá","","chhoo-pa2","","粗飽","tshoo-pá","","tshoo-pa2","","粗飽","粗飽"
"11676","chho͘-pê-pê","","chhoo-pe5-pe5","","粗耙耙","tshoo-pê-pê","","tshoo-pe5-pe5","","粗耙耙","粗糙"
"11677","chho͘-pêⁿ-ti̍t","chho͘-pîⁿ-ti̍t","chhoo-penn5-tit8","chhoo-pinn5-tit8","粗平直","tshoo-pênn-ti̍t","tshoo-pînn-ti̍t","tshoo-penn5-tit8","tshoo-pinn5-tit8","粗平直","粗通"
"11678","chho͘-pêⁿ-ti̍t","chho͘-pîⁿ-ti̍t","chhoo-penn5-tit8","chhoo-pinn5-tit8","粗平直","tshoo-pênn-ti̍t","tshoo-pînn-ti̍t","tshoo-penn5-tit8","tshoo-pinn5-tit8","粗平直","尋常"
"11679","chho͘-pêⁿ-ti̍t","chho͘-pîⁿ-ti̍t","chhoo-penn5-tit8","chhoo-pinn5-tit8","粗平直","tshoo-pênn-ti̍t","tshoo-pînn-ti̍t","tshoo-penn5-tit8","tshoo-pinn5-tit8","粗平直","普通"
"11680","chho͘-phe","","chhoo-phe","","粗坯","tshoo-phe","","tshoo-phe","","粗坯","毛坯"
"11681","chho͘-phoe","","chhoo-phoe","","粗坯","tshoo-phue","","tshoo-phue","","粗坯","毛坯"
"11682","chho͘-phoe","","chhoo-phoe","","粗坯","tshoo-phue","","tshoo-phue","","粗坯","粗坯"
"11683","chho͘-phoe","","chhoo-phoe","","粗胚","tshoo-phue","","tshoo-phue","","粗胚","毛胚"
"11684","chho͘-phoe","","chhoo-phoe","","粗胚","tshoo-phue","","tshoo-phue","","粗胚","粗胚"
"11685","chho͘-phoe","","chhoo-phoe","","粗胚","tshoo-phue","","tshoo-phue","","粗胚","雛形"
"11686","chho͘-phôe","chho͘-phê","chhoo-phoe5","chhoo-phe5","初皮","tshoo-phuê","tshoo-phê","tshoo-phue5","tshoo-phe5","初皮","蛇皮"
"11687","chho͘-phôe-liú","chho͘-phê-liú","chhoo-phoe5-liu2","chhoo-phe5-liu2","粗皮柳","tshoo-phuê-liú","tshoo-phê-liú","tshoo-phue5-liu2","tshoo-phe5-liu2","粗皮柳","密花苧麻"
"11688","chho͘-phôe-te̍k","chho͘-phê-te̍k","chhoo-phoe5-tek8","chhoo-phe5-tek8","粗皮擇","tshoo-phuê-ti̍k","tshoo-phê-ti̍k","tshoo-phue5-tik8","tshoo-phe5-tik8","粗皮擇","長粗皮鯛"
"11689","chho͘-pō","","chhoo-po7","","粗暴","tshoo-pō","","tshoo-po7","","粗暴","粗暴"
"11690","chho͘-pò͘-saⁿ","","chhoo-poo3-sann","","粗布衫","tshoo-pòo-sann","","tshoo-poo3-sann","","粗布衫","家常服"
"11691","chho͘-pō͘","","chhoo-poo7","","初步","tshoo-pōo","","tshoo-poo7","","初步","初步"
"11692","chho͘-pūn","","chhoo-pun7","","粗笨","tshoo-pūn","","tshoo-pun7","","粗笨","笨手笨腳"
"11693","chho͘-pūn","","chhoo-pun7","","粗笨","tshoo-pūn","","tshoo-pun7","","粗笨","笨拙"
"11694","chho͘-sài","","chhoo-sai3","","初賽","tshoo-sài","","tshoo-sai3","","初賽","初賽"
"11695","chho͘-si","","chhoo-si","","粗絲","tshoo-si","","tshoo-si","","粗絲","粗糙"
"11696","chho͘-sî","","chhoo-si5","","初時","tshoo-sî","","tshoo-si5","","初時","初時"
"11697","chho͘-siap","","chhoo-siap","","粗澀","tshoo-siap","","tshoo-siap","","粗澀","粗重"
"11698","chho͘-siap","","chhoo-siap","","粗澀","tshoo-siap","","tshoo-siap","","粗澀","粗糙"
"11699","chho͘-siap","","chhoo-siap","","粗澀","tshoo-siap","","tshoo-siap","","粗澀","粗礪"
"11700","chho͘-sim","","chhoo-sim","","粗心","tshoo-sim","","tshoo-sim","","粗心","殘忍"
"11701","chho͘-sím","","chhoo-sim2","","初審","tshoo-sím","","tshoo-sim2","","初審","初審"
"11702","chho͘-sio̍k","","chhoo-siok8","","粗俗","tshoo-sio̍k","","tshoo-siok8","","粗俗","俗氣"
"11703","chho͘-sio̍k","","chhoo-siok8","","粗俗","tshoo-sio̍k","","tshoo-siok8","","粗俗","庸俗"
"11704","chho͘-sio̍k","","chhoo-siok8","","粗俗","tshoo-sio̍k","","tshoo-siok8","","粗俗","粗俗"
"11705","chho͘-sio̍k-hòe","chho͘-sio̍k-hè","chhoo-siok8-hoe3","chhoo-siok8-he3","粗俗貨","tshoo-sio̍k-huè","tshoo-sio̍k-hè","tshoo-siok8-hue3","tshoo-siok8-he3","粗俗貨","便宜貨"
"11706","chho͘-sio̍k-mi̍h","","chhoo-siok8-mih8","","粗俗物","tshoo-sio̍k-mi̍h","","tshoo-siok8-mih8","","粗俗物","便宜貨"
"11707","chho͘-sit","","chhoo-sit","","粗穡","tshoo-sit","","tshoo-sit","","粗穡","粗活"
"11708","chho͘-soán","","chhoo-soan2","","初選","tshoo-suán","","tshoo-suan2","","初選","初選"
"11709","chho͘-soh","","chhoo-soh","","粗索","tshoo-soh","","tshoo-soh","","粗索","繩索"
"11710","chho͘-sûn","","chhoo-sun5","","初旬","tshoo-sûn","","tshoo-sun5","","初旬","初旬"
"11711","chho͘-tāng","","chhoo-tang7","","粗重","tshoo-tāng","","tshoo-tang7","","粗重","笨重"
"11712","chho͘-tāng","","chhoo-tang7","","粗重","tshoo-tāng","","tshoo-tang7","","粗重","粗重"
"11713","chho͘-tháng","chhio-tháng","chhoo-thang2","chhio-thang2","粗桶","tshoo-tháng","tshio-tháng","tshoo-thang2","tshio-thang2","粗桶","恭桶"
"11714","chho͘-tháng","chhio-tháng","chhoo-thang2","chhio-thang2","粗桶","tshoo-tháng","tshio-tháng","tshoo-thang2","tshio-thang2","粗桶","馬桶"
"11715","chho͘-tiong","","chhoo-tiong","","初中","tshoo-tiong","","tshoo-tiong","","初中","初中"
"11716","chhu","","chhu","","蛆","tshu","","tshu","","蛆","蛆"
"11717","chhu","","chhu","","舒","tshu","","tshu","","舒","鋪"
"11718","chhu","","chhu","","樞","tshu","","tshu","","樞","樞"
"11719","chhu","","chhu","","趨","tshu","","tshu","","趨","斜"
"11720","chhu","","chhu","","趨","tshu","","tshu","","趨","趨"
"11721","chhu","","chhu","","趨","tshu","","tshu","","趨","滑"
"11722","chhu","","chhu","","趨","tshu","","tshu","","趨","舖"
"11723","chhu","","chhu","","趨山","tshu","","tshu","","趨山","土石流"
"11724","chhú","","chhu2","","取","tshú","","tshu2","","取","取"
"11725","chhú-āu","","chhu2-au7","","此後","tshú-āu","","tshu2-au7","","此後","此後"
"11726","chhú-āu","","chhu2-au7","","此後","tshú-āu","","tshu2-au7","","此後","爾後"
"11727","chhú-châi","","chhu2-chai5","","取材","tshú-tsâi","","tshu2-tsai5","","取材","取材"
"11728","chhú-chāi","","chhu2-chai7","","處在","tshú-tsāi","","tshu2-tsai7","","處在","處在"
"11729","chhú-chê","chhú-chôe","chhu2-che5","chhu2-choe5","取齊","tshú-tsê","tshú-tsuê","tshu2-tse5","tshu2-tsue5","取齊","集合"
"11730","chhú-chê","chhú-chôe","chhu2-che5","chhu2-choe5","取齊","tshú-tsê","tshú-tsuê","tshu2-tse5","tshu2-tsue5","取齊","會合"
"11731","chhú-chê","chhú-chôe","chhu2-che5","chhu2-choe5","取齊","tshú-tsê","tshú-tsuê","tshu2-tse5","tshu2-tsue5","取齊","會齊"
"11732","chhú-chhut","","chhu2-chhut","","取出","tshú-tshut","","tshu2-tshut","","取出","取出"
"11733","chhú-chiat","","chhu2-chiat","","取折","tshú-tsiat","","tshu2-tsiat","","取折","打折"
"11734","chhú-chiat","","chhu2-chiat","","處折","tshú-tsiat","","tshu2-tsiat","","處折","折讓"
"11735","chhú-chū","","chhu2-chu7","","取自","tshú-tsū","","tshu2-tsu7","","取自","取自"
"11736","chhú-gōa","","chhu2-goa7","","此外","tshú-guā","","tshu2-gua7","","此外","此外"
"11737","chhú-hêng","","chhu2-heng5","","處刑","tshú-hîng","","tshu2-hing5","","處刑","處刑"
"11738","chhú-hiông-gán","","chhu2-hiong5-gan2","","雌雄眼","tshú-hiông-gán","","tshu2-hiong5-gan2","","雌雄眼","大小眼"
"11739","chhú-hng","","chhu2-hng","","處方","tshú-hng","","tshu2-hng","","處方","處方"
"11740","chhú-hô","","chhu2-ho5","","取和","tshú-hô","","tshu2-ho5","","取和","和解"
"11741","chhú-hô","","chhu2-ho5","","處和","tshú-hô","","tshu2-ho5","","處和","仲裁"
"11742","chhú-hô","","chhu2-ho5","","處和","tshú-hô","","tshu2-ho5","","處和","言和"
"11743","chhú-hô","","chhu2-ho5","","處和","tshú-hô","","tshu2-ho5","","處和","和解"
"11744","chhú-hô","","chhu2-ho5","","處和","tshú-hô","","tshu2-ho5","","處和","調處"
"11745","chhú-hoa̍t","","chhu2-hoat8","","處罰","tshú-hua̍t","","tshu2-huat8","","處罰","處罰"
"11746","chhú-hoa̍t","","chhu2-hoat8","","處罰","tshú-hua̍t","","tshu2-huat8","","處罰","懲治"
"11747","chhú-hôe","","chhu2-hoe5","","取回","tshú-huê","","tshu2-hue5","","取回","取回"
"11748","chhú-hun","","chhu2-hun","","處分","tshú-hun","","tshu2-hun","","處分","處分"
"11749","chhú-î","chhú-û","chhu2-i5","chhu2-u5","處於","tshú-î","tshú-û","tshu2-i5","tshu2-u5","處於","處於"
"11750","chhú-iōng","","chhu2-iong7","","取用","tshú-iōng","","tshu2-iong7","","取用","取用"
"11751","chhú-iūⁿ","","chhu2-iunn7","","取樣","tshú-iūnn","","tshu2-iunn7","","取樣","取樣"
"11752","chhú-kéng","","chhu2-keng2","","處境","tshú-kíng","","tshu2-king2","","處境","處境"
"11753","chhú-khoán","","chhu2-khoan2","","取款","tshú-khuán","","tshu2-khuan2","","取款","取款"
"11754","chhú-koat","","chhu2-koat","","取決","tshú-kuat","","tshu2-kuat","","取決","取決"
"11755","chhú-koat","","chhu2-koat","","處決","tshú-kuat","","tshu2-kuat","","處決","處決"
"11756","chhú-lí","","chhu2-li2","","處理","tshú-lí","","tshu2-li2","","處理","處理"
"11757","chhú-lí-khì","","chhu2-li2-khi3","","處理器","tshú-lí-khì","","tshu2-li2-khi3","","處理器","處理器"
"11758","chhú-lí-ki","","chhu2-li2-ki","","處理機","tshú-lí-ki","","tshu2-li2-ki","","處理機","處理機"
"11759","chhú-lí-tē","chhú-lí-tōe","chhu2-li2-te7","chhu2-li2-toe7","處女地","tshú-lí-tē","tshú-lí-tuē","tshu2-li2-te7","tshu2-li2-tue7","處女地","處女地"
"11760","chhú-miâ","","chhu2-mia5","","取名","tshú-miâ","","tshu2-mia5","","取名","取名"
"11761","chhú-sè","","chhu2-se3","","處世","tshú-sè","","tshu2-se3","","處世","處世"
"11762","chhú-sèng","","chhu2-seng3","","取勝","tshú-sìng","","tshu2-sing3","","取勝","取勝"
"11763","chhú-sí","","chhu2-si2","","處死","tshú-sí","","tshu2-si2","","處死","處死"
"11764","chhú-siá","","chhu2-sia2","","取捨","tshú-siá","","tshu2-sia2","","取捨","取捨"
"11765","chhú-siau","","chhu2-siau","","取消","tshú-siau","","tshu2-siau","","取消","取消"
"11766","chhú-sū","","chhu2-su7","","處事","tshú-sū","","tshu2-su7","","處事","處事"
"11767","chhú-tāi","","chhu2-tai7","","取代","tshú-tāi","","tshu2-tai7","","取代","取代"
"11768","chhú-tè","","chhu2-te3","","取締","tshú-tè","","tshu2-te3","","取締","取締"
"11769","chhú-tē","","chhu2-te7","","取締","tshú-tē","","tshu2-te7","","取締","取締"
"11770","chhú-tì","","chhu2-ti3","","處置","tshú-tì","","tshu2-ti3","","處置","處置"
"11771","chhú-tiong-pān","","chhu2-tiong-pan7","","取中範","tshú-tiong-pān","","tshu2-tiong-pan7","","取中範","折衷"
"11772","chhú-tit","","chhu2-tit","","取得","tshú-tit","","tshu2-tit","","取得","取得"
"11773","chhú-ti̍t","","chhu2-tit8","","取直","tshú-ti̍t","","tshu2-tit8","","取直","取直線"
"11774","chhú-tō","","chhu2-to7","","取道","tshú-tō","","tshu2-to7","","取道","取道"
"11775","chhù","","chhu3","","次","tshù","","tshu3","","次","次"
"11776","chhù","","chhu3","","厝","tshù","","tshu3","","厝","房子"
"11777","chhù","","chhu3","","厝","tshù","","tshu3","","厝","房屋"
"11778","chhù","","chhu3","","厝","tshù","","tshu3","","厝","屋子"
"11779","chhù","","chhu3","","厝","tshù","","tshu3","","厝","厝"
"11780","chhù","","chhu3","","厝","tshù","","tshu3","","厝","家"
"11781","chhù","","chhu3","","處","tshù","","tshu3","","處","處"
"11782","chhù","","chhu3","","覷","tshù","","tshu3","","覷","覷"
"11783","chhù-báng","","chhu3-bang2","","覷懵","tshù-báng","","tshu3-bang2","","覷懵","近視"
"11784","chhù-báng","","chhu3-bang2","","覷懵","tshù-báng","","tshu3-bang2","","覷懵","短視"
"11785","chhù-bī","","chhu3-bi7","","趣味","tshù-bī","","tshu3-bi7","","趣味","有趣"
"11786","chhù-bī","","chhu3-bi7","","趣味","tshù-bī","","tshu3-bi7","","趣味","風趣"
"11787","chhù-bī","","chhu3-bi7","","趣味","tshù-bī","","tshu3-bi7","","趣味","嗜好"
"11788","chhù-bī","","chhu3-bi7","","趣味","tshù-bī","","tshu3-bi7","","趣味","趣味"
"11789","chhù-bī","","chhu3-bi7","","趣味","tshù-bī","","tshu3-bi7","","趣味","興趣"
"11790","chhù-bī-sèng","","chhu3-bi7-seng3","","趣味性","tshù-bī-sìng","","tshu3-bi7-sing3","","趣味性","趣味性"
"11791","chhù-bûn","","chhu3-bun5","","趣聞","tshù-bûn","","tshu3-bun5","","趣聞","趣聞"
"11792","chhù-chhéng","","chhu3-chheng2","","覷睛","tshù-tshíng","","tshu3-tshing2","","覷睛","近視"
"11793","chhù-chiáu-á","","chhu3-chiau2-a2","","厝鳥仔","tshù-tsiáu-á","","tshu3-tsiau2-a2","","厝鳥仔","麻雀"
"11794","chhù-chit","","chhu3-chit","","厝脊","tshù-tsit","","tshu3-tsit","","厝脊","屋脊"
"11795","chhù-cho͘","","chhu3-choo","","厝租","tshù-tsoo","","tshu3-tsoo","","厝租","房租"
"11796","chhù-chú","","chhu3-chu2","","次子","tshù-tsú","","tshu3-tsu2","","次子","次子"
"11797","chhù-chú","","chhu3-chu2","","厝主","tshù-tsú","","tshu3-tsu2","","厝主","房東"
"11798","chhù-chú","","chhu3-chu2","","厝主","tshù-tsú","","tshu3-tsu2","","厝主","屋主"
"11799","chhù-gia̍p","","chhu3-giap8","","厝業","tshù-gia̍p","","tshu3-giap8","","厝業","房產"
"11800","chhù-hiā","","chhu3-hia7","","厝瓦","tshù-hiā","","tshu3-hia7","","厝瓦","屋瓦"
"11801","chhù-hoa̍t","","chhu3-hoat8","","處罰","tshù-hua̍t","","tshu3-huat8","","處罰","懲罰"
"11802","chhù-iàu","","chhu3-iau3","","次要","tshù-iàu","","tshu3-iau3","","次要","次要"
"11803","chhù-ji̍t","","chhu3-jit8","","次日","tshù-ji̍t","","tshu3-jit8","","次日","次日"
"11804","chhù-kak","","chhu3-kak","","厝角","tshù-kak","","tshu3-kak","","厝角","屋角"
"11805","chhù-kak","","chhu3-kak","","厝角","tshù-kak","","tshu3-kak","","厝角","鄰近"
"11806","chhù-kak-chiáu","","chhu3-kak-chiau2","","厝角鳥","tshù-kak-tsiáu","","tshu3-kak-tsiau2","","厝角鳥","藍磯鶇"
"11807","chhù-kè","","chhu3-ke3","","厝架","tshù-kè","","tshu3-ke3","","厝架","屋架"
"11808","chhù-kè","","chhu3-ke3","","厝價","tshù-kè","","tshu3-ke3","","厝價","房價"
"11809","chhù-keng","","chhu3-keng","","厝間","tshù-king","","tshu3-king","","厝間","房子"
"11810","chhù-keng","","chhu3-keng","","厝間","tshù-king","","tshu3-king","","厝間","房間"
"11811","chhù-keng","","chhu3-keng","","厝間","tshù-king","","tshu3-king","","厝間","屋宇"
"11812","chhù-kha","","chhu3-kha","","厝腳","tshù-kha","","tshu3-kha","","厝腳","房客"
"11813","chhù-kha","","chhu3-kha","","厝腳","tshù-kha","","tshu3-kha","","厝腳","租戶"
"11814","chhù-kha","","chhu3-kha","","厝腳","tshù-kha","","tshu3-kha","","厝腳","牆腳"
"11815","chhù-kha","","chhu3-kha","","厝腳","tshù-kha","","tshu3-kha","","厝腳","屋前屋後"
"11816","chhù-kha","","chhu3-kha","","厝腳","tshù-kha","","tshu3-kha","","厝腳","牆根"
"11817","chhù-kha-á","","chhu3-kha-a2","","厝腳仔","tshù-kha-á","","tshu3-kha-a2","","厝腳仔","無殼蝸牛"
"11818","chhù-khak","","chhu3-khak","","厝殼","tshù-khak","","tshu3-khak","","厝殼","屋頂"
"11819","chhù-khè","","chhu3-khe3","","厝契","tshù-khè","","tshu3-khe3","","厝契","房契"
"11820","chhù-khiā","","chhu3-khia7","","厝徛","tshù-khiā","","tshu3-khia7","","厝徛","屋宇"
"11821","chhù-kip","","chhu3-kip","","次級","tshù-kip","","tshu3-kip","","次級","次級"
"11822","chhù-kòa","","chhu3-koa3","","厝蓋","tshù-kuà","","tshu3-kua3","","厝蓋","屋面"
"11823","chhù-kòa","","chhu3-koa3","","厝蓋","tshù-kuà","","tshu3-kua3","","厝蓋","屋頂"
"11824","chhù-lāi","","chhu3-lai7","","厝內","tshù-lāi","","tshu3-lai7","","厝內","內子"
"11825","chhù-lāi","","chhu3-lai7","","厝內","tshù-lāi","","tshu3-lai7","","厝內","屋裡"
"11826","chhù-lāi","","chhu3-lai7","","厝內","tshù-lāi","","tshu3-lai7","","厝內","家裡"
"11827","chhù-lāi-lâng","","chhu3-lai7-lang5","","厝內人","tshù-lāi-lâng","","tshu3-lai7-lang5","","厝內人","女人"
"11828","chhù-lāi-lâng","","chhu3-lai7-lang5","","厝內人","tshù-lāi-lâng","","tshu3-lai7-lang5","","厝內人","內人"
"11829","chhù-lāi-lâng","","chhu3-lai7-lang5","","厝內人","tshù-lāi-lâng","","tshu3-lai7-lang5","","厝內人","老婆"
"11830","chhù-lāi-lâng","","chhu3-lai7-lang5","","厝內人","tshù-lāi-lâng","","tshu3-lai7-lang5","","厝內人","家人"
"11831","chhù-lāi-lâng","","chhu3-lai7-lang5","","厝內人","tshù-lāi-lâng","","tshu3-lai7-lang5","","厝內人","婆娘"
"11832","chhù-lāi-lâng","","chhu3-lai7-lang5","","厝內人","tshù-lāi-lâng","","tshu3-lai7-lang5","","厝內人","眷屬"
"11833","chhù-lâm","","chhu3-lam5","","次男","tshù-lâm","","tshu3-lam5","","次男","次男"
"11834","chhù-lí","","chhu3-li2","","次女","tshù-lí","","tshu3-li2","","次女","次女"
"11835","chhù-lí","chhù-lú","chhu3-li2","chhu3-lu2","處女","tshù-lí","tshù-lú","tshu3-li2","tshu3-lu2","處女","處女"
"11836","chhù-lō͘-hòe","chhù-lō͘-hè","chhu3-loo7-hoe3","chhu3-loo7-he3","次路貨","tshù-lōo-huè","tshù-lōo-hè","tshu3-loo7-hue3","tshu3-loo7-he3","次路貨","次級品"
"11837","chhù-lú","","chhu3-lu2","","處女","tshù-lú","","tshu3-lu2","","處女","處女"
"11838","chhù-nî","","chhu3-ni5","","次年","tshù-nî","","tshu3-ni5","","次年","次年"
"11839","chhù-piⁿ","","chhu3-pinn","","厝邊","tshù-pinn","","tshu3-pinn","","厝邊","街坊"
"11840","chhù-piⁿ","","chhu3-pinn","","厝邊","tshù-pinn","","tshu3-pinn","","厝邊","鄰人"
"11841","chhù-piⁿ","","chhu3-pinn","","厝邊","tshù-pinn","","tshu3-pinn","","厝邊","鄰居"
"11842","chhù-piⁿ-kan","","chhu3-pinn-kan","","厝邊間","tshù-pinn-kan","","tshu3-pinn-kan","","厝邊間","鄰居之間"
"11843","chhù-piⁿ-tau","","chhu3-pinn-tau","","厝邊兜","tshù-pinn-tau","","tshu3-pinn-tau","","厝邊兜","四鄰"
"11844","chhù-piⁿ-tau","","chhu3-pinn-tau","","厝邊兜","tshù-pinn-tau","","tshu3-pinn-tau","","厝邊兜","左右鄰居"
"11845","chhù-piⁿ-tau","","chhu3-pinn-tau","","厝邊兜","tshù-pinn-tau","","tshu3-pinn-tau","","厝邊兜","左鄰右舍"
"11846","chhù-piⁿ-tau","","chhu3-pinn-tau","","厝邊兜","tshù-pinn-tau","","tshu3-pinn-tau","","厝邊兜","鄰居"
"11847","chhù-piⁿ-tau","","chhu3-pinn-tau","","厝邊兜","tshù-pinn-tau","","tshu3-pinn-tau","","厝邊兜","鄰居之間"
"11848","chhù-piⁿ-thâu-bóe","chhù-piⁿ-thâu-bé","chhu3-pinn-thau5-boe2","chhu3-pinn-thau5-be2","厝邊頭尾","tshù-pinn-thâu-bué","tshù-pinn-thâu-bé","tshu3-pinn-thau5-bue2","tshu3-pinn-thau5-be2","厝邊頭尾","四鄰"
"11849","chhù-piⁿ-thâu-bóe","chhù-piⁿ-thâu-bé","chhu3-pinn-thau5-boe2","chhu3-pinn-thau5-be2","厝邊頭尾","tshù-pinn-thâu-bué","tshù-pinn-thâu-bé","tshu3-pinn-thau5-bue2","tshu3-pinn-thau5-be2","厝邊頭尾","鄰居"
"11850","chhù-sòe","chhù-sè","chhu3-soe3","chhu3-se3","厝稅","tshù-suè","tshù-sè","tshu3-sue3","tshu3-se3","厝稅","房租"
"11851","chhù-sòe","chhù-sè","chhu3-soe3","chhu3-se3","厝稅","tshù-suè","tshù-sè","tshu3-sue3","tshu3-se3","厝稅","租金"
"11852","chhù-sú","","chhu3-su2","","處暑","tshù-sú","","tshu3-su2","","處暑","處暑"
"11853","chhù-sū","","chhu3-su7","","次序","tshù-sū","","tshu3-su7","","次序","次序"
"11854","chhù-sū","","chhu3-su7","","趣事","tshù-sū","","tshu3-su7","","趣事","趣事"
"11855","chhù-tē","","chhu3-te7","","次第","tshù-tē","","tshu3-te7","","次第","次第"
"11856","chhù-tē","chhù-tōe","chhu3-te7","chhu3-toe7","厝地","tshù-tē","tshù-tuē","tshu3-te7","tshu3-tue7","厝地","建地"
"11857","chhù-tē","chhù-tōe","chhu3-te7","chhu3-toe7","厝地","tshù-tē","tshù-tuē","tshu3-te7","tshu3-tue7","厝地","房地"
"11858","chhù-téng","","chhu3-teng2","","次等","tshù-tíng","","tshu3-ting2","","次等","次等"
"11859","chhù-téng","","chhu3-teng2","","厝頂","tshù-tíng","","tshu3-ting2","","厝頂","屋頂"
"11860","chhù-thâu-ke","","chhu3-thau5-ke","","厝頭家","tshù-thâu-ke","","tshu3-thau5-ke","","厝頭家","房東"
"11861","chhù-thâu-ke","","chhu3-thau5-ke","","厝頭家","tshù-thâu-ke","","tshu3-thau5-ke","","厝頭家","屋主"
"11862","chhù-the̍h","","chhu3-theh8","","厝宅","tshù-the̍h","","tshu3-theh8","","厝宅","宅子"
"11863","chhù-the̍h","","chhu3-theh8","","厝宅","tshù-the̍h","","tshu3-theh8","","厝宅","宅第"
"11864","chhù-the̍h","","chhu3-theh8","","厝宅","tshù-the̍h","","tshu3-theh8","","厝宅","住宅"
"11865","chhù-the̍h","","chhu3-theh8","","厝宅","tshù-the̍h","","tshu3-theh8","","厝宅","房子"
"11866","chhù-the̍h","","chhu3-theh8","","厝宅","tshù-the̍h","","tshu3-theh8","","厝宅","房屋"
"11867","chhù-the̍h","","chhu3-theh8","","厝宅","tshù-the̍h","","tshu3-theh8","","厝宅","屋宇"
"11868","chhù-tì","","chhu3-ti3","","處置","tshù-tì","","tshu3-ti3","","處置","處理"
"11869","chhù-tì","","chhu3-ti3","","處置","tshù-tì","","tshu3-ti3","","處置","處置"
"11870","chhù-tī","","chhu3-ti7","","處治","tshù-tī","","tshu3-ti7","","處治","判決"
"11871","chhù-tī","","chhu3-ti7","","處治","tshù-tī","","tshu3-ti7","","處治","處治"
"11872","chhù-tī","","chhu3-ti7","","處治","tshù-tī","","tshu3-ti7","","處治","處理"
"11873","chhù-tī","","chhu3-ti7","","處治","tshù-tī","","tshu3-ti7","","處治","處置"
"11874","chhù-tiān","","chhu3-tian7","","厝佃","tshù-tiān","","tshu3-tian7","","厝佃","房客"
"11875","chhù-tiúⁿ","","chhu3-tiunn2","","次長","tshù-tiúnn","","tshu3-tiunn2","","次長","次長"
"11876","chhù-tiúⁿ","","chhu3-tiunn2","","處長","tshù-tiúnn","","tshu3-tiunn2","","處長","處長"
"11877","chhū","","chhu7","","chhū","tshū","","tshu7","","tshū","噴"
"11878","chhū","","chhu7","","chhū","tshū","","tshu7","","tshū","驅使"
"11879","chhū-chheⁿ","chhū-chhiⁿ","chhu7-chhenn","chhu7-chhinn","炷星","tshū-tshenn","tshū-tshinn","tshu7-tshenn","tshu7-tshinn","炷星","流星"
"11880","chhū-kǹg","chhù-kǹg","chhu7-kng3","chhu3-kng3","淬鋼","tshū-kǹg","tshù-kǹg","tshu7-kng3","tshu3-kng3","淬鋼","淬火"
"11881","chhū-té","chhū-tóe","chhu7-te2","chhu7-toe2","chhū底","tshū-té","tshū-tué","tshu7-te2","tshu7-tue2","tshū底","墊底"
"11882","chhū-thih","","chhu7-thih","","炷鐵","tshū-thih","","tshu7-thih","","炷鐵","鍛鐵"
"11883","chhū-tiong-iâⁿ","","chhu7-tiong-iann5","","泚中營","tshū-tiong-iânn","","tshu7-tiong-iann5","","泚中營","豎中指"
"11884","chhu-bī","","chhu-bi7","","趨媚","tshu-bī","","tshu-bi7","","趨媚","諂媚"
"11885","chhu-chhu-á","","chhu-chhu-a2","","趨趨仔","tshu-tshu-á","","tshu-tshu-a2","","趨趨仔","溜滑梯"
"11886","chhu-chúi","","chhu-chui2","","趨水","tshu-tsuí","","tshu-tsui2","","趨水","滑水"
"11887","chhuh","","chhuh","","chhuh","tshuh","","tshuh","","chhuh","燙"
"11888","chhuh","","chhuh","","chhuh","tshuh","","tshuh","","chhuh","點燃"
"11889","chhuh-ba̍k","","chhuh-bak8","","覷目","tshuh-ba̍k","","tshuh-bak8","","覷目","眼睛瞇瞇"
"11890","chhuh-ba̍k","","chhuh-bak8","","覷目","tshuh-ba̍k","","tshuh-bak8","","覷目","瞇瞇眼"
"11891","chhuh-báng","","chhuh-bang2","","覷懵","tshuh-báng","","tshuh-bang2","","覷懵","近視"
"11892","chhuh-báng","","chhuh-bang2","","覷懵","tshuh-báng","","tshuh-bang2","","覷懵","短視"
"11893","chhu-hiòng","","chhu-hiong3","","趨向","tshu-hiòng","","tshu-hiong3","","趨向","趨向"
"11894","chhui","","chhui","","崔","tshui","","tshui","","崔","崔"
"11895","chhui","","chhui","","崔","tshui","","tshui","","崔","煞"
"11896","chhui","","chhui","","推","tshui","","tshui","","推","推"
"11897","chhui","","chhui","","催","tshui","","tshui","","催","催"
"11898","chhùi","","chhui3","","碎","tshuì","","tshui3","","碎","碎"
"11899","chhùi","","chhui3","","翠","tshuì","","tshui3","","翠","翠"
"11900","chhùi","","chhui3","","嘴","tshuì","","tshui3","","嘴","口"
"11901","chhùi","","chhui3","","嘴","tshuì","","tshui3","","嘴","嘴"
