tl,hanzi,frequency,poj
sió-siong,小商,25,sió-siong
siáu-khì,小器,25,siáu-khì
sió-sì,小四,25,sió-sì
sió-kiánn,小囝,25,sió-kiáⁿ
sió-hé,小夥,25,sió-hé
siáu-lú,小女,25,siáu-lú
siáu-iau,小妖,25,siáu-iau
sió-iau,小妖,25,sió-iau
sió-bē,小妹,25,sió-bē
siáu-tshiap,小妾,25,siáu-chhiap
sió-tsiá,小姐,25,sió-chiá
sió-koo,小姑,25,sió-ko͘
siáu-sìng,小姓,25,siáu-sèng
sió-î,小姨,25,sió-î
sió-tshuā,小娶,25,sió-chhōa
siáu-sài,小婿,25,siáu-sài
siáu-sik,小媳,25,siáu-sek
sió-tsím,小嬸,25,sió-chím
siáu-tsū,小字,25,siáu-chū
siáu-hâi,小孩,25,siáu-hâi
siáu-sun,小孫,25,siáu-sun
siáu-ha̍k,小學,25,siáu-ha̍k
siáu-kuann,小官,25,siáu-koaⁿ
sió-kuann,小官,25,sió-koaⁿ
siáu-iàn,小宴,25,siáu-iàn
sió-pù,小富,25,sió-pù
siáu-hân,小寒,25,siáu-hân
siáu-tsiòng,小將,25,siáu-chiòng
siáu-kio̍k,小局,25,siáu-kio̍k
sió-kio̍k,小局,25,sió-kio̍k
sió-suann,小山,25,sió-soaⁿ
sió-kang,小工,25,sió-kang
sió-hāng,小巷,25,sió-hāng
siáu-su,小師,25,siáu-su
sió-tuà,小帶,25,sió-tòa
siáu-su,小廝,25,siáu-su
siáu-ín,小引,25,siáu-ín
siáu-tē,小弟,25,siáu-tē
sió-tī,小弟,25,sió-tī
sió-tshái,小彩,25,sió-chhái
siáu-íng,小影,25,siáu-éng
sió-sim,小心,25,sió-sim
sió-tsiàn,小戰,25,sió-chiàn
sió-tsâi,小才,25,sió-châi
sió-tánn,小打,25,sió-táⁿ
siáu-khiàn,小摼,25,siáu-khiàn
siáu-kòo,小故,25,siáu-kò͘
sió-kòo,小故,25,sió-kò͘
siáu-sòo,小數,25,siáu-sò͘
sió-sòo,小數,25,sió-sò͘
sió-sì,小施,25,sió-sì
sió-pîng,小旁,25,sió-pêng
sió-tuànn,小旦,25,sió-tòaⁿ
sió-sûn,小旬,25,sió-sûn
siáu-sing,小星,25,siáu-seng
siáu-tshun,小春,25,siáu-chhun
siáu-sî,小時,25,siáu-sî
sió-tàu,小晝,25,sió-tàu
siáu-sú,小暑,25,siáu-sú
sió-khik,小曲,25,sió-khek
sió-ge̍h,小月,25,sió-ge̍h
sió-ba̍k,小木,25,sió-ba̍k
sió-pún,小本,25,sió-pún
sió-pán,小板,25,sió-pán
sió-keh,小格,25,sió-keh
sió-kīng,小梗,25,sió-kēng
sió-tshìng,小槍,25,sió-chhèng
sió-iūnn,小樣,25,sió-iūⁿ
sió-khuán,小款,25,sió-khoán
sió-hioh,小歇,25,sió-hioh
siáu-bîn,小民,25,siáu-bîn
siáu-khì,小氣,25,siáu-khì
sió-khì,小氣,25,sió-khì
siáu-suí,小水,25,siáu-súi
sió-tsuí,小水,25,sió-chúi
sió-huat,小法,25,sió-hoat
sió-tù,小注,25,sió-tù
sió-iûnn,小洋,25,sió-iûⁿ
sió-lâu,小流,25,sió-lâu
sió-hái,小海,25,sió-hái
sió-káng,小港,25,sió-káng
sió-íng,小湧,25,sió-éng
sió-kau,小溝,25,sió-kau
sió-khue,小溪,25,sió-khoe
sió-muá,小滿,25,sió-móa
sió-tshá,小炒,25,sió-chhá
sió-phàu,小炮,25,sió-phàu
sió-tsik,小燭,25,sió-chek
sió-gê,小牙,25,sió-gê
siáu-khián,小犬,25,siáu-khián
siáu-sing,小生,25,siáu-seng
sió-sing,小生,25,sió-seng
siáu-sán,小產,25,siáu-sán
sió-puânn,小盤,25,sió-pôaⁿ
sió-bîn,小眠,25,sió-bîn
sió-bé,小碼,25,sió-bé
sió-phiò,小票,25,sió-phiò
sió-tsè,小祭,25,sió-chè
sió-su,小私,25,sió-su
sió-tsoo,小租,25,sió-cho͘
sió-tsióng,小種,25,sió-chióng
sió-tiû,小籌,25,sió-tiû
sió-tōo,小肚,25,sió-tō͘
siáu-thiâng,小腸,25,siáu-thiâng
siáu-tiông,小腸,25,siáu-tiông
sió-tn̂g,小腸,25,sió-tn̂g
sió-tánn,小膽,25,sió-táⁿ
sió-hue,小花,25,sió-hoe
sió-huê,小茴,25,sió-hôe
sió-tshinn,小菁,25,sió-chhiⁿ
sió-lo̍h,小落,25,sió-lo̍h
sió-hê,小蝦,25,sió-hê
siáu-hâng,小行,25,siáu-hâng
sió-hâng,小行,25,sió-hâng
sió-kue,小街,25,sió-koe
siáu-kiàn,小見,25,siáu-kiàn
siáu-kái,小解,25,siáu-kái
sió-khuá,小許,25,sió-khóa
siáu-sì,小試,25,siáu-sì
sió-sì,小試,25,sió-sì
siáu-suat,小說,25,siáu-soat
sió-tiāu,小調,25,sió-tiāu
sió-bē,小賣,25,sió-bē
sió-pháu,小跑,25,sió-pháu
sió-lōo,小路,25,sió-lō͘
sió-kiō,小轎,25,sió-kiō
sió-pān,小辦,25,sió-pān
siáu-kò,小過,25,siáu-kò
sió-ip,小邑,25,sió-ip
sió-pang,小邦,25,sió-pang
siáu-tsiok,小酌,25,siáu-chiok
sió-liōng,小量,25,sió-liōng
sió-tshau,小鈔,25,sió-chhau
sió-pua̍t,小鈸,25,sió-poa̍t
sió-gûn,小銀,25,sió-gûn
sió-kù,小鋸,25,sió-kù
sió-tshe,小鑱,25,sió-chhe
sió-tuī,小隊,25,sió-tūi
sió-hōo,小雨,25,sió-hō͘
siáu-suat,小雪,25,siáu-soat
sió-tsia̍h,小食,25,sió-chia̍h
siáu-ím,小飲,25,siáu-ím
sió-ím,小飲,25,sió-ím
siáu-kuí,小鬼,25,siáu-kúi
sió-be̍h,小麥,25,sió-be̍h
sió-tshut,小齣,25,sió-chhut
tsió-lâng,少人,25,chió-lâng
siàu-tsò,少佐,25,siàu-chò
siáu-pó,少保,25,siáu-pó
tsió-lāi,少利,25,chió-lāi
siàu-tsòng,少壯,25,siàu-chòng
siàu-lú,少女,25,siàu-lú
siàu-uì,少尉,25,siàu-ùi
tsió-tsió,少少,25,chió-chió
siàu-liân,少年,25,siàu-liân
siáu-sòo,少數,25,siáu-sò͘
tsió-hè,少歲,25,chió-hè
siàu-iâ,少爺,25,siàu-iâ
tsió-sǹg,少算,25,chió-sǹg
tsió-kheh,少缺,25,chió-kheh
siàu-gāi,少艾,25,siàu-gāi
tsió-uē,少話,25,chió-ōe
siáu-liōng,少量,25,siáu-liōng
tsiam-á,尖仔,25,chiam-á
tsiam-to,尖刀,25,chiam-to
tsiam-lāi,尖利,25,chiam-lāi
tsiam-tshuì,尖嘴,25,chiam-chhùi
tsiam-tsiam,尖尖,25,chiam-chiam
tsiam-bé,尖尾,25,chiam-bé
tshiam-tann,尖擔,25,chhiam-taⁿ
tsiam-so,尖梭,25,chiam-so
tsiam-tuan,尖端,25,chiam-toan
tsiam-kak,尖角,25,chiam-kak
tsiam-so̍h,尖鋉,25,chiam-so̍h
tsiam-tsǹg,尖鑽,25,chiam-chǹg
tsiam-thâu,尖頭,25,chiam-thâu
tsiam-phīnn,尖鼻,25,chiam-phīⁿ
iá-kú,尚且,25,iá-kú
iáu-kú,尚且,25,iáu-kú
siōng-tshiánn,尚且,25,siōng-chhiáⁿ
iá-kú,尚久,25,iá-kú
siōng-kú,尚久,25,siōng-kú
má-á,尚仔,25,má-á
siōng-sīn,尚剩,25,siōng-sīn
iá-má,尚尚,25,iá-má
siōng-bûn,尚文,25,siōng-bûn
iá-koh,尚更,25,iá-koh
iáu-koh,尚更,25,iáu-koh
siūnn-su,尚書,25,siūⁿ-su
iá-ū,尚有,25,iá-ū
á-buē,尚未,25,á-bōe
siōng-bú,尚武,25,siōng-bú
iá-bô,尚無,25,iá-bô
iá-khah,尚較,25,iá-khah
siōng-hióng,尚饗,25,siōng-hióng
iû-hî,尤魚,25,iû-hî
ang-á,尪仔,25,ang-á
ang-put,尪佛,25,ang-put
ang-kong,尪公,25,ang-kong
ang-î,尪姨,25,ang-î
ang-pô,尪婆,25,ang-pô
ang-má,尪媽,25,ang-má
ang-tiùnn,尪帳,25,ang-tiùⁿ
ang-sîn,尪神,25,ang-sîn
tsiū-jīm,就任,25,chiū-jīm
tsiū-i,就伊,25,chiū-i
tsiū-uī,就位,25,chiū-ūi
tsiū-uá,就倚,25,chiū-óa
tsiū-ha̍k,就學,25,chiū-ha̍k
tsiū-kuann,就官,25,chiū-koaⁿ
tsiū-tshím,就寢,25,chiū-chhím
tsiū-sī,就是,25,chiū-sī
tsiū-gia̍p,就業,25,chiū-gia̍p
tsiū-bîn,就眠,25,chiū-bîn
tsiū-tsit,就職,25,chiū-chit
tsiū-kūn,就近,25,chiū-kūn
si-uī,尸位,25,si-ūi
tshì-iû,尸油,25,chhì-iû
si-kut,尸骨,25,si-kut
tshioh-jī,尺二,25,chhioh-jī
tshioh-sì,尺四,25,chhioh-sì
tshik-tshùn,尺寸,25,chhek-chhùn
tshik-to̍k,尺牘,25,chhek-to̍k
tshioh-thâu,尺頭,25,chhioh-thâu
kho-gâi,尻呆,25,kho-gâi
kha-tshng,尻川,25,kha-chhng
lî-koo,尼姑,25,lî-ko͘
nî-koo,尼姑,25,nî-ko͘
bé-uī,尾位,25,bé-ūi
bé-tang,尾冬,25,bé-tang
bé-kháu,尾口,25,bé-kháu
bé-kù,尾句,25,bé-kù
bé-miâ,尾名,25,bé-miâ
bé-kiánn,尾囝,25,bé-kiáⁿ
bé-tsē,尾坐,25,bé-chē
bé-bé,尾尾,25,bé-bé
bé-kio̍k,尾局,25,bé-kio̍k
bé-pang,尾幫,25,bé-pang
bé-āu,尾後,25,bé-āu
bé-tshiú,尾手,25,bé-chhiú
bé-tsáinn,尾指,25,bé-cháiⁿ
bé-ji̍t,尾日,25,bé-ji̍t
bé-kíng,尾景,25,bé-kéng
bé-uî,尾桅,25,bé-ûi
bé-sau,尾梢,25,bé-sau
bé-tshiám,尾槧,25,bé-chhiám
bé-tsiúnn,尾槳,25,bé-chiúⁿ
bé-lâu,尾樓,25,bé-lâu
bé-kuī,尾櫃,25,bé-kūi
bé-tsuí,尾水,25,bé-chúi
bé-lâu,尾流,25,bé-lâu
bé-liu,尾溜,25,bé-liu
bé-gê,尾牙,25,bé-gê
bé-síng,尾省,25,bé-séng
bé-tiànn,尾碇,25,bé-tiàⁿ
bé-kiat,尾結,25,bé-kiat
bé-tsuā,尾行,25,bé-chōa
bé-sin,尾身,25,bé-sin
bé-ūn,尾運,25,bé-ūn
bé-bīn,尾面,25,bé-bīn
bé-ūn,尾韻,25,bé-ūn
bé-thâu,尾頭,25,bé-thâu
jiō-sui,尿嘴,25,jiō-sui
jiō-ôo,尿壺,25,jiō-ô͘
jiō-phè,尿帕,25,jiō-phè
jiō-tsū,尿敷,25,jiō-chū
jiō-tháng,尿桶,25,jiō-tháng
jiō-tái,尿滓,25,jiō-tái
jiō-hia,尿瓠,25,jiō-hia
jiō-kńg,尿管,25,jiō-kńg
jiō-tē,尿袋,25,jiō-tē
jiō-kûn,尿裙,25,jiō-kûn
jiō-khòo,尿褲,25,jiō-khò͘
jiō-pih,尿鼊,25,jiō-pih
jiō-kóo,尿𥑮,25,jiō-kó͘
kio̍k-sè,局勢,25,kio̍k-sè
kio̍k-uân,局員,25,kio̍k-oân
kio̍k-guā,局外,25,kio̍k-gōa
kio̍k-se,局紗,25,kio̍k-se
kio̍k-tuān,局緞,25,kio̍k-toān
ki̍k-tuān,局緞,25,ke̍k-toān
kio̍k-tiúnn,局長,25,kio̍k-tiúⁿ
kio̍k-bīn,局面,25,kio̍k-bīn
ku-tsū,居住,25,ku-chū
ku-song,居喪,25,ku-song
ku-sū,居士,25,ku-sū
ku-to,居多,25,ku-to
ku-tsú,居子,25,ku-chú
ku-hà,居孝,25,ku-hà
ku-kuan,居官,25,ku-koan
ku-ka,居家,25,ku-ka
ku-sóo,居所,25,ku-só͘
ku-bîn,居民,25,ku-bîn
ku-tsâi,居財,25,ku-châi
kài-sî,屆時,25,kài-sî
kài-su,屆書,25,kài-su
kài-kî,屆期,25,kài-kî
kài-hān,屆限,25,kài-hān
khut-hā,屈下,25,khut-hā
khut-guân,屈原,25,khut-goân
khut-huê,屈回,25,khut-hôe
khut-siú,屈守,25,khut-siú
khut-tsiū,屈就,25,khut-chiū
khut-tshioh,屈尺,25,khut-chhioh
ut-ut,屈屈,25,ut-ut
khut-kí,屈己,25,khut-kí
ut-uan,屈彎,25,ut-oan
khut-tsiông,屈從,25,khut-chiông
khut-tshiú,屈手,25,khut-chhiú
ut-áu,屈拗,25,ut-áu
khut-tsí,屈指,25,khut-chí
khut-khiok,屈曲,25,khut-khiok
ut-khiau,屈曲,25,ut-khiau
khut-ho̍k,屈服,25,khut-ho̍k
ut-tsím,屈枕,25,ut-chím
khut-kiô,屈橋,25,khut-kiô
khut-tu̍t,屈突,25,khut-tu̍t
khut-io,屈腰,25,khut-io
khut-kha,屈腳,25,khut-kha
ut-pôo,屈苞,25,ut-pô͘
ut-gueh,屈莢,25,ut-goeh
khut-gia̍h,屈額,25,khut-gia̍h
khut-kà,屈駕,25,khut-kà
ok-ú,屋宇,25,ok-ú
ok-lôo,屋盧,25,ok-lô͘
si-tsú,屍主,25,si-chú
si-tshn̂g,屍床,25,si-chhn̂g
si-hu,屍灰,25,si-hu
si-tshin,屍親,25,si-chhin
si-siú,屍首,25,si-siú
si-hâi,屍骸,25,si-hâi
si-thé,屍體,25,si-thé
sái-î,屎î,25,sái-î
sái-ôo,屎壺,25,sái-ô͘
sái-bé,屎尾,25,sái-bé
sái-jiō,屎尿,25,sái-jiō
sái-kuann,屎干,25,sái-koaⁿ
sái-gām,屎憨,25,sái-gām
sái-tháng,屎桶,25,sái-tháng
sái-khak,屎殼,25,sái-khak
sái-tsiap,屎汁,25,sái-chiap
sái-kún,屎滾,25,sái-kún
sái-hia,屎瓠,25,sái-hia
sái-àng,屎甕,25,sái-àng
sái-ha̍k,屎礐,25,sái-ha̍k
sái-hē,屎系,25,sái-hē
sái-kng,屎缸,25,sái-kng
sái-pa,屎羓,25,sái-pa
sái-tóo,屎肚,25,sái-tó͘
sái-pue,屎蓖,25,sái-poe
sái-sîn,屎蠅,25,sái-sîn
sái-hî,屎魚,25,sái-hî
pîn-tóo,屏堵,25,pîn-tó͘
píng-tsú,屏子,25,péng-chú
pîn-pâng,屏房,25,pîn-pâng
pîn-tong,屏東,25,pîn-tong
pîn-pang,屏枋,25,pîn-pang
pîn-pâi,屏牌,25,pîn-pâi
pîn-hong,屏風,25,pîn-hong
sap-sap,屑屑,25,sap-sap
sut-sut,屑屑,25,sut-sut
sap-kián,屑繭,25,sap-kián
sap-sué,屑黍,25,sap-sóe
tián-bōng,展墓,25,tián-bōng
tián-tuā,展大,25,tián-tōa
tián-thà,展奓,25,tián-thà
tián-ui,展威,25,tián-ui
tián-khang,展孔,25,tián-khang
tián-pó,展寶,25,tián-pó
thí-thí,展展,25,thí-thí
tián-tián,展展,25,tián-tián
tián-gê,展牙,25,tián-gê
niá-ba̍k,展目,25,niá-ba̍k
tián-khuànn,展看,25,tián-khòaⁿ
tián-hông,展紅,25,tián-hông
tián-uān,展緩,25,tián-oān
tián-si̍t,展翼,25,tián-si̍t
tián-lám,展覽,25,tián-lám
thí-kim,展金,25,thí-kim
thí-khui,展開,25,thí-khui
tián-khui,展開,25,tián-khui
tián-ān,展限,25,tián-ān
tián-tsang,展鬃,25,tián-chang
ban-tsik,屘叔,25,ban-chek
ban-kiánn,屘囝,25,ban-kiáⁿ
thuah-á,屜仔,25,thoah-á
thuah-thuah,屜屜,25,thoah-thoah
tôo-hōo,屠戶,25,tô͘-hō͘
tôo-sat,屠殺,25,tô͘-sat
tôo-soo,屠蘇,25,tô͘-so͘
kha̍h-kha̍h,屢屢,25,kha̍h-kha̍h
luí-luí,屢屢,25,lúi-lúi
tauh-tauh,屢屢,25,tauh-tauh
thiāu-thiāu,屢屢,25,thiāu-thiāu
tsân-tshù,層次,25,chân-chhù
tsân-siunn,層箱,25,chân-siuⁿ
tsân-hûn,層雲,25,chân-hûn
lí-li̍k,履歷,25,lí-le̍k
sio̍k-hā,屬下,25,sio̍k-hā
sio̍k-liâu,屬僚,25,sio̍k-liâu
sio̍k-lī,屬吏,25,sio̍k-lī
sio̍k-kok,屬國,25,sio̍k-kok
sio̍k-kuann,屬官,25,sio̍k-koaⁿ
tsiok-bo̍k,屬目,25,chiok-bo̍k
tūn-ting,屯丁,25,tūn-teng
tūn-ping,屯兵,25,tūn-peng
tūn-tūn,屯屯,25,tūn-tūn
tūn-sóo,屯所,25,tūn-só͘
tūn-iânn,屯營,25,tūn-iâⁿ
tûn-tiân,屯田,25,tûn-tiân
tūn-huan,屯番,25,tūn-hoan
tūn-tsoo,屯租,25,tūn-cho͘
tūn-tsik,屯積,25,tūn-chek
tūn-niû,屯糧,25,tūn-niû
tūn-tsat,屯紮,25,tūn-chat
tūn-ta̍h,屯踏,25,tūn-ta̍h
suann-ē,山下,25,soaⁿ-ē
san-tiong,山中,25,san-tiong
suann-tiong,山中,25,soaⁿ-tiong
suann-tan,山丹,25,soaⁿ-tan
suann-tsú,山主,25,soaⁿ-chú
san-jîn,山人,25,san-jîn
suann-kài,山介,25,soaⁿ-kài
suann-á,山仔,25,soaⁿ-á
san-tsing,山僧,25,san-cheng
suann-thòo,山兔,25,soaⁿ-thò͘
suann-lāi,山內,25,soaⁿ-lāi
suann-lāi,山利,25,soaⁿ-lāi
suann-sè,山勢,25,soaⁿ-sè
san-kun,山君,25,san-kun
suann-bī,山味,25,soaⁿ-bī
suann-tôo,山圖,25,soaⁿ-tô͘
suann-tuē,山地,25,soaⁿ-tōe
suann-khinn,山坑,25,soaⁿ-khiⁿ
suann-phiânn,山坪,25,soaⁿ-phiâⁿ
suann-poo,山埔,25,soaⁿ-po͘
suann-tiûnn,山場,25,soaⁿ-tiûⁿ
san-nāi,山奈,25,san-nāi
suann-nāi,山奈,25,soaⁿ-nāi
san-tshe,山妻,25,san-chhe
suann-khang,山孔,25,soaⁿ-khang
suann-ka,山家,25,soaⁿ-ka
suann-tsē,山寨,25,soaⁿ-chē
san-sī,山寺,25,san-sī
suann-sī,山寺,25,soaⁿ-sī
suann-tsiam,山尖,25,soaⁿ-chiam
suann-bé,山尾,25,soaⁿ-bé
san-ku,山居,25,san-ku
suann-gâm,山岩,25,soaⁿ-gâm
suann-līng,山岭,25,soaⁿ-lēng
suann-niā,山岭,25,soaⁿ-niā
suann-khàm,山崁,25,soaⁿ-khàm
suann-kiā,山崎,25,soaⁿ-kiā
suann-lūn,山崙,25,soaⁿ-lūn
san-phing,山崩,25,san-pheng
suann-niá,山嶺,25,soaⁿ-niá
suann-sū,山嶼,25,soaⁿ-sū
san-ga̍k,山嶽,25,san-ga̍k
suann-ga̍k,山嶽,25,soaⁿ-ga̍k
suann-giâm,山巖,25,soaⁿ-giâm
san-tshuan,山川,25,san-chhoan
suann-tué,山底,25,soaⁿ-tóe
suann-biō,山廟,25,soaⁿ-biō
suann-hîng,山形,25,soaⁿ-hêng
suann-āu,山後,25,soaⁿ-āu
suann-tsiàn,山戰,25,soaⁿ-chiàn
suann-lám,山攬,25,soaⁿ-lám
suann-tsu,山書,25,soaⁿ-chu
suann-sam,山杉,25,soaⁿ-sam
suann-tang,山東,25,soaⁿ-tang
suann-tshîng,山松,25,soaⁿ-chhêng
san-lîm,山林,25,san-lîm
suann-nâ,山林,25,soaⁿ-nâ
suann-kam,山柑,25,soaⁿ-kam
suann-iū,山柚,25,soaⁿ-iū
suann-khī,山柿,25,soaⁿ-khī
suann-kinn,山梔,25,soaⁿ-kiⁿ
suann-lâi,山梨,25,soaⁿ-lâi
suann-tsang,山棕,25,soaⁿ-chang
suann-tsio,山椒,25,soaⁿ-chio
san-tsa,山楂,25,san-cha
sian-tsa,山楂,25,sian-cha
suann-tshîng,山榕,25,soaⁿ-chhêng
suann-ting,山橙,25,soaⁿ-teng
san-ko,山歌,25,san-ko
suann-bú,山母,25,soaⁿ-bú
san-suí,山水,25,san-súi
san-hô,山河,25,san-hô
suann-tōng,山洞,25,soaⁿ-tōng
san-hái,山海,25,san-hái
suann-tshat,山漆,25,soaⁿ-chhat
san-ian,山煙,25,san-ian
suann-ian,山煙,25,soaⁿ-ian
suann-hîm,山熊,25,soaⁿ-hîm
suann-káu,山狗,25,soaⁿ-káu
suann-kiû,山球,25,soaⁿ-kiû
suann-bâi,山眉,25,soaⁿ-bâi
suann-sîn,山神,25,soaⁿ-sîn
suann-sè,山稅,25,soaⁿ-sè
suann-khut,山窟,25,soaⁿ-khut
suann-phāng,山縫,25,soaⁿ-phāng
suann-pau,山胞,25,soaⁿ-pau
suann-me̍h,山脈,25,soaⁿ-me̍h
suann-tsit,山脊,25,soaⁿ-chit
suann-tiòng,山脹,25,soaⁿ-tiòng
suann-io,山腰,25,soaⁿ-io
suann-kha,山腳,25,soaⁿ-kha
suann-pak,山腹,25,soaⁿ-pak
suann-phòo,山舖,25,soaⁿ-phò͘
suann-ōo,山芋,25,soaⁿ-ō͘
suann-kuah,山芥,25,soaⁿ-koah
suann-hue,山花,25,soaⁿ-hoe
suann-mng,山芼,25,soaⁿ-mng
suann-kiô,山茄,25,soaⁿ-kiô
suann-tê,山茶,25,soaⁿ-tê
san-king,山荊,25,san-keng
san-tsong,山莊,25,san-chong
suann-tshinn,山菁,25,soaⁿ-chhiⁿ
suann-tsio,山蕉,25,soaⁿ-chio
suann-kiunn,山薑,25,soaⁿ-kiuⁿ
suann-tsû,山薯,25,soaⁿ-chû
suann-lâm,山藍,25,soaⁿ-lâm
suann-io̍h,山藥,25,soaⁿ-io̍h
suann-tshâm,山蠶,25,soaⁿ-chhâm
suann-sai,山西,25,soaⁿ-sai
suann-kak,山角,25,soaⁿ-kak
san-kok,山谷,25,san-kok
suann-kok,山谷,25,soaⁿ-kok
suann-ti,山豬,25,soaⁿ-ti
suann-bâ,山貓,25,soaⁿ-bâ
suann-niau,山貓,25,soaⁿ-niau
suann-tsha̍t,山賊,25,soaⁿ-chha̍t
suann-lōo,山路,25,soaⁿ-lō͘
suann-pinn,山邊,25,soaⁿ-piⁿ
san-iá,山野,25,san-iá
suann-iá,山野,25,soaⁿ-iá
san-tióng,山長,25,san-tióng
suann-mn̂g,山門,25,soaⁿ-mn̂g
san-kan,山間,25,san-kan
suann-kan,山間,25,soaⁿ-kan
suann-pi,山陂,25,soaⁿ-pi
suann-īnn,山院,25,soaⁿ-īⁿ
suann-khiah,山隙,25,soaⁿ-khiah
suann-bū,山霧,25,soaⁿ-bū
suann-bīn,山面,25,soaⁿ-bīn
suann-tíng,山頂,25,soaⁿ-téng
suann-thâu,山頭,25,soaⁿ-thâu
suann-hiunn,山香,25,soaⁿ-hiuⁿ
san-ko,山高,25,san-ko
suann-kuí,山鬼,25,soaⁿ-kúi
sam-siau,山魈,25,sam-siau
suann-iâm,山鹽,25,soaⁿ-iâm
suann-tshú,山鼠,25,soaⁿ-chhú
suann-lîng,山龍,25,soaⁿ-lêng
gip-gip,岌岌,25,gip-gip
gâm-tsio̍h,岩石,25,gâm-chio̍h
gâm-hia̍t,岩穴,25,gâm-hia̍t
gâm-tê,岩茶,25,gâm-tê
gâm-iâm,岩鹽,25,gâm-iâm
ga̍k-tiōng,岳丈,25,ga̍k-tiōng
ga̍k-bóo,岳母,25,ga̍k-bó͘
ga̍k-hū,岳父,25,ga̍k-hū
ga̍k-ong,岳翁,25,ga̍k-ong
ga̍k-hui,岳飛,25,ga̍k-hui
huānn-á,岸仔,25,hōaⁿ-á
huānn-to,岸刀,25,hōaⁿ-to
tshio-giô,峭橈,25,chhio-giô
tshio-tsit,峭脊,25,chhio-chit
tshio-kak,峭角,25,chhio-kak
tó-sū,島嶼,25,tó-sū
tsùn-líng,峻嶺,25,chùn-léng
tsùn-niá,峻嶺,25,chùn-niá
khàm-kha,崁腳,25,khàm-kha
khàm-tíng,崁頂,25,khàm-téng
tsông-pài,崇拜,25,chông-pài
kiā-á,崎仔,25,kiā-á
kiā-piah,崎壁,25,kiā-piah
kiā-kiā,崎崎,25,kiā-kiā
khi-khu,崎嶇,25,khi-khu
lūn-bé,崙尾,25,lūn-bé
lūn-tíng,崙頂,25,lūn-téng
pang-huāi,崩壞,25,pang-hoāi
phing-huāi,崩壞,25,pheng-hoāi
pang-suann,崩山,25,pang-soaⁿ
pang-pang,崩崩,25,pang-pang
phing-phing,崩崩,25,pheng-pheng
pang-pāi,崩敗,25,pang-pāi
phing-lāu,崩漏,25,pheng-lāu
pang-hām,崩陷,25,pang-hām
pang-seh,崩雪,25,pang-seh
tsâm-gâm,嶄巖,25,châm-gâm
tsám-jiân,嶄然,25,chám-jiân
niá-kha,嶺腳,25,niá-kha
niá-tíng,嶺頂,25,niá-téng
niá-thâu,嶺頭,25,niá-thâu
ga̍k-tè,嶽帝,25,ga̍k-tè
ga̍k-ông,嶽王,25,ga̍k-ông
giâm-īnn,巖院,25,giâm-īⁿ
tshuan-tshit,川七,25,chhoan-chhit
tshuan-phak,川朴,25,chhoan-phak
tshuan-tsio,川椒,25,chhoan-chio
tshuan-kián,川繭,25,chhoan-kián
tshuan-kha,川腳,25,chhoan-kha
tshuan-kiong,川芎,25,chhoan-kiong
tshuan-lîng,川苓,25,chhoan-lêng
tshuan-nî,川連,25,chhoan-nî
tshuan-kuan,川關,25,chhoan-koan
tsiu-phuànn,州判,25,chiu-phòaⁿ
tsiu-tông,州同,25,chiu-tông
tsiu-pò,州報,25,chiu-pò
tsiu-hú,州府,25,chiu-hú
tsiu-thiann,州廳,25,chiu-thiaⁿ
ûn-ē,巡下,25,ûn-ē
sûn-khàm,巡勘,25,sûn-khàm
sûn-si,巡司,25,sûn-si
sûn-sàu,巡哨,25,sûn-sàu
sûn-tsùn,巡圳,25,sûn-chùn
sûn-kíng,巡境,25,sûn-kéng
sûn-iā,巡夜,25,sûn-iā
sûn-koo,巡孤,25,sûn-ko͘
sûn-tshat,巡察,25,sûn-chhat
sûn-suann,巡山,25,sûn-soaⁿ
sûn-sûn,巡巡,25,sûn-sûn
u̍t-u̍t,巡巡,25,u̍t-u̍t
ûn-ûn,巡巡,25,ûn-ûn
sûn-hīng,巡幸,25,sûn-hēng
sûn-khòo,巡庫,25,sûn-khò͘
sûn-àn,巡按,25,sûn-àn
sûn-pōo,巡捕,25,sûn-pō͘
sûn-bú,巡撫,25,sûn-bú
sûn-hong,巡方,25,sûn-hong
sûn-kinn,巡更,25,sûn-kiⁿ
sûn-tsa,巡查,25,sûn-cha
sûn-kiám,巡檢,25,sûn-kiám
sûn-tsuí,巡水,25,sûn-chúi
sûn-he,巡灰,25,sûn-he
sûn-siù,巡狩,25,sûn-siù
sûn-iân,巡緣,25,sûn-iân
sûn-sī,巡視,25,sûn-sī
sûn-lám,巡覽,25,sûn-lám
sûn-kíng,巡警,25,sûn-kéng
sûn-huê,巡迴,25,sûn-hôe
sûn-lô,巡邏,25,sûn-lô
sûn-ia̍t,巡閱,25,sûn-ia̍t
tsâu-hia̍t,巢穴,25,châu-hia̍t
kang-sū,工事,25,kang-sū
kang-á,工仔,25,kang-á
kang-ping,工兵,25,kang-peng
kang-bū,工務,25,kang-bū
kang-tshiūnn,工匠,25,kang-chhiūⁿ
kang-tiûnn,工場,25,kang-tiûⁿ
kang-hu,工夫,25,kang-hu
kong-khang,工孔,25,kong-khang
kang-liâu,工寮,25,kang-liâu
kong-tshe,工尺,25,kong-chhe
kang-bé,工尾,25,kang-bé
kang-tshiúnn,工廠,25,kang-chhiúⁿ
kang-tsîng,工情,25,kang-chêng
kang-pâng,工房,25,kang-pâng
kang-liāu,工料,25,kang-liāu
