tl,hanzi,frequency,poj
po-lô-bi̍t,婆羅蜜,16,po-lô-bi̍t
po-lô-muâ,婆羅麻,16,po-lô-môa
piáu-tsú-tsi,婊子之,16,piáu-chú-chi
piáu-tsú-kiánn,婊子囝,16,piáu-chú-kiáⁿ
piáu-tsú-king,婊子間,16,piáu-chú-keng
hun-in-lé,婚姻禮,16,hun-in-lé
hū-gōo-tíng,婦五等,16,hū-gō͘-téng
hū-jîn-lâng,婦人人,16,hū-jîn-lâng
hū-jîn-kho,婦人科,16,hū-jîn-kho
hū-lú-lâng,婦女人,16,hū-lú-lâng
sài-ióng-tsú,婿養子,16,sài-ióng-chú
hm̂-lâng-kong,媒人公,16,hm̂-lâng-kong
hm̂-lâng-tshuì,媒人嘴,16,hm̂-lâng-chhùi
hm̂-lâng-pô,媒人婆,16,hm̂-lâng-pô
hm̂-lâng-lé,媒人禮,16,hm̂-lâng-lé
hm̂-lâng-suànn,媒人線,16,hm̂-lâng-sòaⁿ
má-káu-lâng,媽口人,16,má-káu-lâng
má-káu-tsûn,媽口船,16,má-káu-chûn
má-káu-hun,媽口薰,16,má-káu-hun
má-tsóo-niû,媽祖娘,16,má-chó͘-niû
má-tsóo-pô,媽祖婆,16,má-chó͘-pô
khoo-kàn-phih,媾姦伏,16,kho͘-kàn-phih
khoo-kàn-kiāu,媾姦撟,16,kho͘-kàn-kiāu
hiâm-bī-sī,嫌惟是,16,hiâm-bī-sī
phiâu-tsa-bóo,嫖查某,16,phiâu-cha-bó͘
phiâu-tóo-ím,嫖睹飲,16,phiâu-tó͘-ím
tik-tshut-ê,嫡出的,16,tek-chhut-ê
tik-tióng-lú,嫡長女,16,tek-tióng-lú
tik-tióng-tsú,嫡長子,16,tek-tióng-chú
tsínn-tsiáu-á,嫩鳥仔,16,chíⁿ-chiáu-á
hiâu-lin-long,嬈輪瓏,16,hiâu-lin-long
kiau-á-phóo,嬌仔譜,16,kiau-á-phó͘
inn--á,嬰仔,16,iⁿ--á
inn-á-sioh,嬰仔惜,16,iⁿ-á-sioh
inn-á-iô,嬰仔搖,16,iⁿ-á-iô
inn-á-sann,嬰仔衫,16,iⁿ-á-saⁿ
ing-ko-hî,嬰哥魚,16,eng-ko-hî
inn-inn-khùn,嬰嬰睏,16,iⁿ-iⁿ-khùn
tsím--á,嬸--仔,16,chím--á
tsí-á-tshiū,子仔樹,16,chí-á-chhiū
kiánn-jî-khenn,子兒坑,16,kiáⁿ-jî-kheⁿ
tsú-ngóo-gî,子午儀,16,chú-ngó͘-gî
tsú-ngóo-suànn,子午線,16,chú-ngó͘-sòaⁿ
tsú-ngóo-hue,子午花,16,chú-ngó͘-hoe
tsú-ngóo-tsiam,子午針,16,chú-ngó͘-chiam
kiánn-sài-mi̍h,子婿物,16,kiáⁿ-sài-mi̍h
tsú-jī-pîng,子字旁,16,chú-jī-pêng
tsú-sun-tháng,子孫桶,16,chú-sun-tháng
tsú-sun-ting,子孫燈,16,chú-sun-teng
kiánn-sun-tē,子孫袋,16,kiáⁿ-sun-tē
tsú-sun-ting,子孫釘,16,chú-sun-teng
tsú-tē-lâng,子弟人,16,chú-tē-lâng
tsú-tē-ti̍t,子弟姪,16,chú-tē-ti̍t
tsú-tē-bé,子弟尾,16,chú-tē-bé
tsú-tē-hì,子弟戲,16,chú-tē-hì
tsú-tē-hóo,子弟虎,16,chú-tē-hó͘
kiánn-sim-pū,子新婦,16,kiáⁿ-sim-pū
kiánn-bú-á,子母仔,16,kiáⁿ-bú-á
tsú-bóo-suànn,子母線,16,chú-bó͘-sòaⁿ
kiánn-pē-á,子父仔,16,kiáⁿ-pē-á
khang-á-phāng,孔仔縫,16,khang-á-phāng
khang-lāi-ok,孔內惡,16,khang-lāi-ok
khang-kháu-ok,孔口惡,16,khang-kháu-ok
khóng-hu-tsú,孔夫子,16,khóng-hu-chú
khóng-tsú-kong,孔子公,16,khóng-chú-kong
khóng-tsú-biō,孔子廟,16,khóng-chú-biō
khóng-tsú-kàu,孔子教,16,khóng-chú-kàu
khóng-tsú-tiān,孔子殿,16,khóng-chú-tiān
khóng-tsú-mn̂g,孔子門,16,khóng-chú-mn̂g
khóng-hong-hing,孔方兄,16,khóng-hong-heng
khóng-bîng-ting,孔明燈,16,khóng-bêng-teng
khóng-bîng-tshia,孔明車,16,khóng-bêng-chhia
khóng-sìng-jîn,孔聖人,16,khóng-sèng-jîn
khóng-tshiok-bé,孔雀尾,16,khóng-chhiok-bé
khóng-tshiok-tshîng,孔雀松,16,khóng-chhiok-chhêng
jī-sìnn-ting,字姓燈,16,jī-sìⁿ-teng
jī-ba̍k-sǹg,字目算,16,jī-ba̍k-sǹg
jī-phōo-tsuá,字簿紙,16,jī-phō͘-chóa
jī-tsuá-tîng,字紙亭,16,jī-chóa-têng
jī-tsuá-hu,字紙灰,16,jī-chóa-hu
jī-tsuá-lôo,字紙爐,16,jī-chóa-lô͘
jī-tsuá-láng,字紙籠,16,jī-chóa-láng
jī-hō-ting,字號燈,16,jī-hō-teng
jī-hō-thàu,字號透,16,jī-hō-thàu
tsûn-thian-liông,存天良,16,chûn-thian-liông
tsûn-āu-pōo,存後步,16,chûn-āu-pō͘
tshûn-pháinn-ì,存歹意,16,chhûn-pháiⁿ-ì
tshûn-liông-sim,存良心,16,chhûn-liông-sim
tsûn-lok-teh,存落得,16,chûn-lok-teh
tshûn-beh-hó,存要好,16,chhûn-beh-hó
tshûn-beh-sí,存要死,16,chhûn-beh-sí
tsûn-kì-phōo,存記簿,16,chûn-kì-phō͘
tsûn-hè-tuann,存貨單,16,chûn-hè-toaⁿ
tsu-tsu-siòng,孜孜相,16,chu-chu-siòng
hàu-iú-huē,孝友會,16,hàu-iú-hōe
hàu-ti̍t-lú,孝姪女,16,hàu-ti̍t-lú
hàu-ti̍t-hū,孝姪婦,16,hàu-ti̍t-hū
hàu-tsú-tîng,孝子亭,16,hàu-chú-têng
hàu-tsú-hng,孝子坊,16,hàu-chú-hng
hàu-tsú-huē,孝子會,16,hàu-chú-hōe
hàu-sun-hū,孝孫婦,16,hàu-sun-hū
hàu-the̍h-bú,孝宅母,16,hàu-the̍h-bú
hàu-the̍h-sîn,孝宅神,16,hàu-the̍h-sîn
hà-bé-kiánn,孝尾子,16,hà-bé-kiáⁿ
hàu-sing-lé,孝牲禮,16,hàu-seng-lé
hàu-tsn̄g-kha,孝狀腳,16,hàu-chn̄g-kha
hàu-lâm-sîn,孝男神,16,hàu-lâm-sîn
hàu-lâm-bīn,孝男面,16,hàu-lâm-bīn
hà-tha̍h-hàu,孝疊孝,16,hà-tha̍h-hàu
hàu-tsóo-kong,孝祖公,16,hàu-chó͘-kong
hàu-sîn-bîng,孝神明,16,hàu-sîn-bêng
hà-lōo-tiàm,孝路店,16,hà-lō͘-tiàm
hàu-mn̂g-kháu,孝門口,16,hàu-mn̂g-kháu
bīng-tsong-tik,孟宗竹,16,bēng-chong-tek
bīng-sîn-kuàn,孟臣罐,16,bēng-sîn-koàn
koo-tsi̍t-ê,孤一個,16,ko͘-chi̍t-ê
koo-jî-inn,孤兒院,16,ko͘-jî-iⁿ
koo-ai-tsú,孤哀子,16,ko͘-ai-chú
koo-tuann-pîng,孤單旁,16,ko͘-toaⁿ-pêng
koo-tè-tshù,孤塊厝,16,ko͘-tè-chhù
koo-jī-sìnn,孤字姓,16,ko͘-jī-sìⁿ
koo-tuì-tok,孤對啄,16,ko͘-tùi-tok
koo-tuì-ê,孤對的,16,ko͘-tùi-ê
koo-tuì-kha,孤對腳,16,ko͘-tùi-kha
koo-tiâu-kun,孤條根,16,ko͘-tiâu-kun
koo-ta̍k-phiah,孤獨癖,16,ko͘-ta̍k-phiah
koo-ta̍k-siòng,孤獨相,16,ko͘-ta̍k-siòng
koo-ló-pâi,孤老牌,16,ko͘-ló-pâi
koo-nóo-sîr,孤老祠,16,ko͘-nó͘-sîr
koo-ló-īnn,孤老院,16,ko͘-ló-īⁿ
koo-pîn-iau,孤貧夭,16,ko͘-pîn-iau
koo-pîn-kuánn,孤貧寡,16,ko͘-pîn-kóaⁿ
koo-pîn-īnn,孤貧院,16,ko͘-pîn-īⁿ
koo-king-tshù,孤間厝,16,ko͘-keng-chhù
koo-kue-á,孤雞仔,16,ko͘-koe-á
koo-luân-kang,孤鸞公,16,ko͘-loân-kang
koo-luân-bú,孤鸞母,16,ko͘-loân-bú
hâi-jî-á,孩兒仔,16,hâi-jî-á
hâi-jî-âng,孩兒紅,16,hâi-jî-âng
hâi-jî-tê,孩兒茶,16,hâi-jî-tê
sun-á-lê,孫仔螺,16,sun-á-lê
sun-gōo-khong,孫悟空,16,sun-gō͘-khong
sun-sim-pū,孫新婦,16,sun-sim-pū
sun-tsin-jîn,孫真人,16,sun-chin-jîn
sun-hîng-tsiá,孫行者,16,sun-hêng-chiá
o̍h--lâng,學人,16,o̍h--lâng
ha̍k-sū-í,學士椅,16,ha̍k-sū-í
ha̍k-hāu-tiúnn,學校長,16,ha̍k-hāu-tiúⁿ
ha̍k-sip-īnn,學習院,16,ha̍k-sip-īⁿ
gia̍t-kiànn-tâi,孽鏡台,16,gia̍t-kiàⁿ-tâi
ú-tiū-luē,宇宙內,16,ú-tiū-lōe
ú-tiū-kan,宇宙間,16,ú-tiū-kan
siú-iā-ping,守夜兵,16,siú-iā-peng
siú-koo-sin,守孤身,16,siú-ko͘-sin
siú-kiong-sa,守宮硝,16,siú-kiong-sa
tsiú-kinn-khok,守更柝,16,chiú-kiⁿ-khok
tsiú-sinn-kuánn,守生寡,16,chiú-siⁿ-kóaⁿ
siú-khang-pâng,守空房,16,siú-khang-pâng
tsiú-khang-pâng,守空房,16,chiú-khang-pâng
siú-kiū-phài,守舊派,16,siú-kiū-phài
siú-kiū-tóng,守舊黨,16,siú-kiū-tóng
siú-tsînn-lôo,守錢奴,16,siú-chîⁿ-lô͘
tsiú-tsînn-lôo,守錢奴,16,chiú-chîⁿ-lô͘
an-lâm-tsá,安南早,16,an-lâm-chá
an-jī-kuí,安字鬼,16,an-jī-kúi
an-hioh-ji̍t,安息日,16,an-hioh-ji̍t
an-sik-ji̍t,安息日,16,an-sek-ji̍t
an-sik-hiunn,安息香,16,an-sek-hiuⁿ
an-kánn-siū,安敢受,16,an-káⁿ-siū
an-kinn-tshìng,安更槍,16,an-kiⁿ-chhèng
an-lo̍k-kong,安樂公,16,an-lo̍k-kong
an-lo̍k-í,安樂椅,16,an-lo̍k-í
an-lo̍k-o,安樂窩,16,an-lo̍k-o
an-jiân-tsiam,安然針,16,an-jiân-chiam
an-hok-phài,安福派,16,an-hok-phài
an-kiat-mî,安結綿,16,an-kiat-mî
an-thai-hû,安胎符,16,an-thai-hû
sòng-tè-ông,宋帝王,16,sòng-tè-ông
uân-sian-bāng,完仙夢,16,oân-sian-bāng
ûn-sian-bāng,完仙夢,16,ûn-sian-bāng
tsong-kàu-ka,宗教家,16,chong-kàu-ka
kuann--lâng,官人,16,koaⁿ--lâng
kuann-liâu-phài,官僚派,16,koaⁿ-liâu-phài
kuann-ún-tsún,官允准,16,koaⁿ-ún-chún
kuann-hú-lāi,官府利,16,koaⁿ-hú-lāi
kuann-tshinn-hián,官星顯,16,koaⁿ-chhiⁿ-hián
kuan-iú-tuē,官有地,16,koan-iú-tōe
kuann-iú-tuē,官有地,16,koaⁿ-iú-tōe
kuan-iú-bu̍t,官有物,16,koan-iú-bu̍t
kuann-tsng-tsoo,官莊租,16,koaⁿ-chng-cho͘
tīng-kè-tuann,定價單,16,tēng-kè-toaⁿ
tīng-kè-pió,定價表,16,tēng-kè-pió
tīng-hong-hiòng,定方向,16,tēng-hong-hiòng
tīng-kî-siàu,定期賬,16,tēng-kî-siàu
tīng-king-tsháu,定經草,16,tēng-keng-chháu
tīng-hong-kî,定風旗,16,tēng-hong-kî
tīng-hong-tsiam,定風針,16,tēng-hong-chiam
gî-ngôo-tsháu,宜梧草,16,gî-ngô͘-chháu
gî-lâm-tsháu,宜男草,16,gî-lâm-chháu
kheh-hiann-kong,客兄公,16,kheh-hiaⁿ-kong
kheh-hiann-ko,客兄哥,16,kheh-hiaⁿ-ko
kheh-tsiáu-hue,客鳥花,16,kheh-chiáu-hoe
suan-tik-lôo,宣德爐,16,soan-tek-lô͘
suan-lôo-kí,宣爐几,16,soan-lô͘-kí
suan-lôo-thuàn,宣爐篆,16,soan-lô͘-thoàn
suan-sè-su,宣誓書,16,soan-sè-su
suan-tō-huē,宣道會,16,soan-tō-hōe
sik-hé-ti,室火豬,16,sek-hé-ti
kiong-lāi-síng,宮內省,16,kiong-lāi-séng
kiong-lú-tà,宮女罩,16,kiong-lú-tà
kiong-tiān-hā,宮殿下,16,kiong-tiān-hā
hāi--lâng,害人,16,hāi--lâng
hāi--khì,害去,16,hāi--khì
hāi--loh,害嘮,16,hāi--loh
hāi-hāi-khì,害害去,16,hāi-hāi-khì
hāi-tháng-tháng,害桶桶,16,hāi-tháng-tháng
hāi-sí-lâng,害死人,16,hāi-sí-lâng
hāi-tòng-tòng,害當當,16,hāi-tòng-tòng
hāi-tsháu-uê,害草鞋,16,hāi-chháu-ôe
ka-sū-siōng,家事上,16,ka-sū-siōng
ke-hé-tué,家伙底,16,ke-hé-tóe
ke-hé-tshìn,家伙稱,16,ke-hé-chhìn
ke-hé-thâu,家伙頭,16,ke-hé-thâu
ka-pik-hū,家伯父,16,ka-pek-hū
ka-pik-tsóo,家伯祖,16,ka-pek-chó͘
ke-lāi-tshioh,家內尺,16,ke-lāi-chhioh
ke-sì-bé,家勢尾,16,ke-sì-bé
ka-tsik-tsím,家叔嬸,16,ka-chek-chím
ka-tsik-hū,家叔父,16,ka-chek-hū
ka-tsik-tsóo,家叔祖,16,ka-chek-chó͘
ka-guā-tsóo,家外祖,16,ka-gōa-chó͘
ka-tāi-jîn,家大人,16,ka-tāi-jîn
ka-tāi-bóo,家大母,16,ka-tāi-bó͘
ka-tāi-hū,家大父,16,ka-tāi-hū
ka-tsí-hu,家姊夫,16,ka-chí-hu
ka-î-hu,家姨夫,16,ka-î-hu
ka-ga̍k-bú,家岳母,16,ka-ga̍k-bú
ka-ga̍k-hū,家岳父,16,ka-ga̍k-hū
ka-sù-bóo,家庶母,16,ka-sù-bó͘
ke-kuè-thâu,家械頭,16,ke-kòe-thâu
ka-bú-kīm,家母妗,16,ka-bú-kīm
ka-bú-kū,家母舅,16,ka-bú-kū
ke-kah-pâng,家甲枋,16,ke-kah-pâng
ke-kah-pâi,家甲牌,16,ke-kah-pâi
ke-kah-phōo,家甲簿,16,ke-kah-phō͘
ka-tsóo-bóo,家祖母,16,ka-chó͘-bó͘
ka-tsóo-hū,家祖父,16,ka-chó͘-hū
ke-sîn-pâi,家神牌,16,ke-sîn-pâi
ke-si-thâu,家私頭,16,ke-si-thâu
ka-kū-bó,家舅母,16,ka-kū-bó
ka-piáu-hing,家表兄,16,ka-piáu-heng
ka-tiúnn-huē,家長會,16,ka-tiúⁿ-hōe
ke-tiúnn-huē,家長會,16,ke-tiúⁿ-hōe
siok-kun-tsháu,宿根草,16,siok-kun-chháu
kià--khì,寄去,16,kià--khì
kià-tsí-tshìng,寄子銃,16,kià-chí-chhèng
kià-siok-sià,寄宿舍,16,kià-siok-sià
kì-siok-sià,寄宿舍,16,kì-siok-sià
kià-ku-thâng,寄居蟲,16,kià-ku-thâng
kià-sinn-tshiū,寄生樹,16,kià-siⁿ-chhiū
kià-lok-teh,寄落得,16,kià-lok-teh
în-ngóo-su̍t,寅午戌,16,în-ngó͘-su̍t
bi̍t-su-ji̍p,密輸入,16,bi̍t-su-ji̍p
bi̍t-su-tshut,密輸出,16,bi̍t-su-chhut
ba̍t-liú-puânn,密鈕盤,16,ba̍t-liú-pôaⁿ
ba̍t-liú-pâng,密鈕縫,16,ba̍t-liú-pâng
bi̍t-tô-tsing,密陀僧,16,bi̍t-tô-cheng
hù-ka-tsú,富家子,16,hù-ka-chú
hù-ka-tué,富家底,16,hù-ka-tóe
hù-ka-ong,富家翁,16,hù-ka-ong
hù-kuì-ka,富貴家,16,hù-kùi-ka
hù-kuì-hue,富貴花,16,hù-kùi-hoe
hù-kuì-tāu,富貴豆,16,hù-kùi-tāu
bî--khì,寐去,16,bî--khì
kuânn--sí,寒--死,16,kôaⁿ--sí
hân-ping-tî,寒冰池,16,hân-peng-tî
kuânn-tshìn-tshìn,寒凊凊,16,kôaⁿ-chhìn-chhìn
kuânn-thinn-sî,寒天時,16,kôaⁿ-thiⁿ-sî
hân-sú-tsiam,寒暑針,16,hân-sú-chiam
hân-luán-kè,寒暖計,16,hân-loán-kè
hân-suí-tsio̍h,寒水石,16,hân-súi-chio̍h
kuânn-jua̍h-kuì,寒熱季,16,kôaⁿ-joa̍h-kùi
kuânn-jia̍t-pīnn,寒熱病,16,kôaⁿ-jia̍t-pīⁿ
kuânn-jia̍t-tsìng,寒熱症,16,kôaⁿ-jia̍t-chèng
kuânn-jia̍t-kuí,寒熱鬼,16,kôaⁿ-jia̍t-kúi
kuânn-giuh-giuh,寒縮縮,16,kôaⁿ-giuh-giuh
kuânn-kiuh-kiuh,寒縮縮,16,kôaⁿ-kiuh-kiuh
hân-sik-hong,寒色瘋,16,hân-sek-hong
hân-suan-kheh,寒酸客,16,hân-soan-kheh
hân-suan-khì,寒酸氣,16,hân-soan-khì
hân-suan-kuí,寒酸鬼,16,hân-soan-kúi
kuânn-sih-sih,寒閃閃,16,kôaⁿ-sih-sih
si̍t-gia̍p-ka,實業家,16,si̍t-gia̍p-ka
si̍t-ik-kim,實益金,16,si̍t-ek-kim
siá-khuè-āu,寫契後,16,siá-khòe-āu
siá-jī-á,寫字仔,16,siá-jī-á
siá-jī-àn,寫字案,16,siá-jī-àn
siá-jī-toh,寫字桌,16,siá-jī-toh
siá-tsin-pan,寫真班,16,siá-chin-pan
siá-tsin-kuán,寫真館,16,siá-chin-koán
khuann-á-sī,寬仔迅,16,khoaⁿ-á-sī
khuànn-long-long,寬瓏瓏,16,khòaⁿ-long-long
liâu-á-mn̂g,寮仔門,16,liâu-á-mn̂g
thióng-jī-thâu,寵字頭,16,thióng-jī-thâu
pó-táu-jîn,寶斗仁,16,pó-táu-jîn
pó-táu-khing,寶斗框,16,pó-táu-kheng
pó-táu-khak,寶斗殼,16,pó-táu-khak
pó-tsio̍h-lâm,寶石藍,16,pó-chio̍h-lâm
pó-to̍k-kî,寶纛旗,16,pó-to̍k-kî
tshùn-tshùn-á,寸寸仔,16,chhùn-chhùn-á
tshùn-tshioh-tuann,寸尺單,16,chhùn-chhioh-toaⁿ
tshùn-pe̍h-thâng,寸白蟲,16,chhùn-pe̍h-thâng
tshun-kim-á,寸金仔,16,chhun-kim-á
hong-siu-tsoo,封收租,16,hong-siu-cho͘
hong-khòng-lóo,封炕鹵,16,hong-khòng-ló͘
hong-sîn-tuān,封神傳,16,hong-sîn-toān
tso̍h--sí,射--死,16,cho̍h--sí
siā--tio̍h,射--著,16,siā--tio̍h
siā-kan-thâu,射干頭,16,siā-kan-thâu
siā-kik-tiûnn,射擊場,16,siā-kek-tiûⁿ
tso̍h-khut-á,射窟仔,16,cho̍h-khut-á
kun-sū-tshiūnn,將士象,16,kun-sū-chhiūⁿ
tsiong-án-ni,將如此,16,chiong-án-ni
tsiong-tsit-tsūn,將此候,16,chiong-chit-chūn
tsiong-kun-tiùnn,將軍帳,16,chiong-kun-tiùⁿ
tsiong-kun-thiāu,將軍柱,16,chiong-kun-thiāu
tsuan-thok-tiōng,專托仗,16,choan-thok-tiōng
tsuan-buē-kio̍k,專賣局,16,choan-bōe-kio̍k
tsuan-bûn-ka,專門家,16,choan-bûn-ka
tsuan-hông-thiann,專防廳,16,choan-hông-thiaⁿ
tsuan-hông-sìn,專防汛,16,choan-hông-sìn
ut-tî-kiong,尉遲恭,16,ut-tî-kiong
tsun-tāi-jîn,尊大人,16,chun-tāi-jîn
tsun-hu-jîn,尊夫人,16,chun-hu-jîn
tuì-put-tsū,對不住,16,tùi-put-chū
tuì-m̄-kè,對不過,16,tùi-m̄-kè
tuì--lâng,對人,16,tùi--lâng
tuì-tiān-thai,對佃胎,16,tùi-tiān-thai
tuì-tó-ngá,對何仔,16,tùi-tó-ngá
tuì-ngóo-tshiong,對午衝,16,tùi-ngó͘-chhiong
tuì-puànn-phuà,對半破,16,tùi-pòaⁿ-phòa
tuì-nî-hà,對年孝,16,tùi-nî-hà
tuì-nî-kī,對年忌,16,tùi-nî-kī
tuì-buē-kè,對沒過,16,tùi-bōe-kè
tuì-tsiò-tshiûnn,對照牆,16,tùi-chiò-chhiûⁿ
tuì-hio̍h-liân,對葉蓮,16,tùi-hio̍h-liân
tuì-khàm-ha̍p,對蓋合,16,tùi-khàm-ha̍p
tuì-bīn-tshiah,對面刺,16,tùi-bīn-chhiah
tuì-bīn-oo,對面烏,16,tùi-bīn-o͘
tuì-bīn-to,對面芀,16,tùi-bīn-to
tuì-bīn-hong,對面風,16,tùi-bīn-hong
tuì-thâu-bí,對頭米,16,tùi-thâu-bí
sió--lâi,小--來,16,sió--lâi
sió-sam-sing,小三牲,16,sió-sam-seng
siáu-thiú-á,小丑仔,16,siáu-thiú-á
sió-sîng-kàu,小乘教,16,sió-sêng-kàu
siáu-jîn-kok,小人國,16,siáu-jîn-kok
siáu-jîn-puè,小人輩,16,siáu-jîn-pòe
siáu-jî-khe,小兒科,16,siáu-jî-khe
sió-to-huē,小刀會,16,sió-to-hōe
sió-tshiat-tshiú,小切手,16,sió-chhiat-chhiú
sió-puànn-poo,小半晡,16,sió-pòaⁿ-po͘
siáu-tsut-á,小卒仔,16,siáu-chut-á
sió--khì,小去,16,sió--khì
sió-lū-sòng,小呂宋,16,sió-lū-sòng
sió-khì-khū,小器具,16,sió-khì-khū
sió-kiánn-tsinn,小囝精,16,sió-kiáⁿ-chiⁿ
sió-tē-hō,小地號,16,sió-tē-hō
sió-siânn-á,小城仔,16,sió-siâⁿ-á
sió-hu-jîn,小夫人,16,sió-hu-jîn
sió-niû-kiánn,小娘子,16,sió-niû-kiáⁿ
sió-jī-sìnn,小字姓,16,sió-jī-sìⁿ
siáu-sun-lú,小孫女,16,siáu-sun-lú
siáu-sun-sik,小孫媳,16,siáu-sun-sek
sió-o̍h-tn̂g,小學堂,16,sió-o̍h-tn̂g
sió-ha̍k-hāu,小學校,16,sió-ha̍k-hāu
sió-ke-sū,小家事,16,sió-ke-sū
sió-ka-sòo,小家數,16,sió-ka-sò͘
sió-ka-tàng,小家棟,16,sió-ka-tàng
sió-ke-kuàn,小家眷,16,sió-ke-koàn
sió-ke-si,小家需,16,sió-ke-si
sió-tī-á,小弟仔,16,sió-tī-á
siáu-sóo-kiàn,小所見,16,siáu-só͘-kiàn
sió-tsâi-tsú,小才子,16,sió-châi-chú
sió-tànn-gûn,小擔銀,16,sió-tàⁿ-gûn
sió-sòo-tiám,小數點,16,sió-sò͘-tiám
sió-pún-jī,小本字,16,sió-pún-jī
sió-keh-kue,小格雞,16,sió-keh-koe
sió-muî-hue,小梅花,16,sió-mûi-hoe
sió-khì-tsûn,小汽船,16,sió-khì-chûn
sió-sa-bi,小沙彌,16,sió-sa-bi
sió-lâu-tsuí,小流水,16,sió-lâu-chúi
sió-uî-thè,小為替,16,sió-ûi-thè
siáu-tsiok-tsú,小爵子,16,siáu-chiok-chú
sió-tsu-ê,小珠鞋,16,sió-chu-ê
sió-liû-kiû,小琉球,16,sió-liû-kiû
sió-sinn-siùnn,小生相,16,sió-siⁿ-siùⁿ
sió-ting-kho,小登科,16,sió-teng-kho
sió-lé-hue,小禮花,16,sió-lé-hoe
sió-tsoo-hōo,小租戶,16,sió-cho͘-hō͘
sió-tsoo-kuân,小租權,16,sió-cho͘-koân
sió-tsoo-kok,小租穀,16,sió-cho͘-kok
sió-tik-pán,小竹板,16,sió-tek-pán
sió-iân-sia̍h,小筵席,16,sió-iân-sia̍h
siáu-tsiat-bo̍k,小節目,16,siáu-chiat-bo̍k
sió-tsiat-bo̍k,小節目,16,sió-chiat-bo̍k
sió-lia̍p-tsí,小粒子,16,sió-lia̍p-chí
sió-huan-hûn,小翻魂,16,sió-hoan-hûn
sió-kioh-siàu,小腳賬,16,sió-kioh-siàu
sió-hue-iūnn,小花樣,16,sió-hoe-iūⁿ
sió-hue-kan,小花矸,16,sió-hoe-kan
sió-hue-bīn,小花面,16,sió-hoe-bīn
sió-huê-hiong,小茴香,16,sió-hôe-hiong
sió-po̍h-thàu,小薄透,16,sió-po̍h-thàu
sió-la̍h-tshiū,小蠟樹,16,sió-la̍h-chhiū
sió-tsu-hôo,小諸侯,16,sió-chu-hô͘
sió-tsha̍t-á,小賊仔,16,sió-chha̍t-á
sió-sin-hūn,小身分,16,sió-sin-hūn
sió-pōo-hūn,小部分,16,sió-pō͘-hūn
siáu-phí-lián,小鄙臉,16,siáu-phí-lián
siáu-phí-ku,小鄙龜,16,siáu-phí-ku
sió-tsiok-pue,小酌盃,16,sió-chiok-poe
sió-kim-ing,小金英,16,sió-kim-eng
sió-mn̂g-hong,小門風,16,sió-mn̂g-hong
siáu-iông-tshun,小陽春,16,siáu-iông-chhun
sió-iông-tshun,小陽春,16,sió-iông-chhun
sió-bīn-sîn,小面神,16,sió-bīn-sîn
sió-tuê-ba̍k,小題目,16,sió-tôe-ba̍k
siáu-kuí-khak,小鬼殼,16,siáu-kúi-khak
siáu-kuí-bīn,小鬼面,16,siáu-kúi-bīn
sió-tshut-hì,小齣戲,16,sió-chhut-hì
sió-tshut-thâu,小齣頭,16,sió-chhut-thâu
tsió-tshuì-tsi̍h,少嘴舌,16,chió-chhùi-chi̍h
tsió-tsió-á,少少仔,16,chió-chió-á
siàu-liân-bông,少年亡,16,siàu-liân-bông
siàu-liân-lâng,少年人,16,siàu-liân-lâng
siàu-liân-ke,少年家,16,siàu-liân-ke
siàu-liân-liân,少年年,16,siàu-liân-liân
tsió-thâu-tshuì,少頭嘴,16,chió-thâu-chhùi
tsiam-á-tsu̍t,尖仔秫,16,chiam-á-chu̍t
tsiam-á-bí,尖仔米,16,chiam-á-bí
tsiam-tshuì-tsio,尖嘴椒,16,chiam-chhùi-chio
tsiam-bé-to,尖尾刀,16,chiam-bé-to
tsiam-bé-hong,尖尾峰,16,chiam-bé-hong
tsiam-bé-hong,尖尾風,16,chiam-bé-hong
tsiam-liu-liu,尖瑠瑠,16,chiam-liu-liu
tsiam-le-le,尖絡絡,16,chiam-le-le
tsiam-kha-tshng,尖腳川,16,chiam-kha-chhng
iá-koh-khah,尚更較,16,iá-koh-khah
iáu-koh-khah,尚更較,16,iáu-koh-khah
siōng-tshí-huē,尚齒會,16,siōng-chhí-hōe
ang-á-jîn,尪仔仁,16,ang-á-jîn
ang-á-tôo,尪仔圖,16,ang-á-tô͘
ang-á-tóo,尪仔堵,16,ang-á-tó͘
ang-á-kè,尪仔架,16,ang-á-kè
ang-á-phiau,尪仔標,16,ang-á-phiau
ang-á-mi̍h,尪仔物,16,ang-á-mi̍h
ang-á-ba̍k,尪仔目,16,ang-á-ba̍k
ang-á-kiō,尪仔轎,16,ang-á-kiō
ang-á-bīn,尪仔面,16,ang-á-bīn
ang-á-thâu,尪仔頭,16,ang-á-thâu
ang-á-tshut,尪仔齣,16,ang-á-chhut
ang-put-song,尪佛桑,16,ang-put-song
ang-kong-tsóo,尪公祖,16,ang-kong-chó͘
ang-î-tshuì,尪姨嘴,16,ang-î-chhùi
ang-kè-toh,尪架桌,16,ang-kè-toh
tsiū-i-thôo,就伊土,16,chiū-i-thô͘
tsiū-an-ni,就如此,16,chiū-an-ni
tsiū-hà-tshuā,就孝娶,16,chiū-hà-chhōa
tsiū-hit-ji̍t,就彼日,16,chiū-hit-ji̍t
si-jī-thâu,尸字頭,16,si-jī-thâu
