hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,kungge,is_variant
花匙仔,hue-sî-á,16,hoe-sî-á,hue1si5a2,hoe1si5a2,ㄏㄨㆤㄒㄧˊㄚˋ,huesia,hoesia,ㄏㄨㆤㄒㄧㄚ,hsa,hsa,ㄏㄒㄚ,True,False
花枱仔,hue-tâi-á,16,hoe-tâi-á,hue1tai5a2,hoe1tai5a2,ㄏㄨㆤㄉㄞˊㄚˋ,huetaia,hoetaia,ㄏㄨㆤㄉㄞㄚ,hta,hta,ㄏㄉㄚ,True,False
花盆仔,hue-phûn-á,16,hoe-phûn-á,hue1phun5a2,hoe1phun5a2,ㄏㄨㆤㄆㄨㄣˊㄚˋ,huephuna,hoephuna,ㄏㄨㆤㄆㄨㄣㄚ,hpa,hpa,ㄏㄆㄚ,True,False
花蕊紋,hue-luí-bûn,16,hoe-lúi-bûn,hue1lui2bun5,hoe1lui2bun5,ㄏㄨㆤㄌㄨㄧˋㆠㄨㄣˊ,hueluibun,hoeluibun,ㄏㄨㆤㄌㄨㄧㆠㄨㄣ,hlb,hlb,ㄏㄌㆠ,True,False
花鳥堵,hue-tsiáu-tóo,16,hoe-chiáu-tó͘,hue1tsiau2too2,hoe1chiau2too2,ㄏㄨㆤㄐㄧㄠˋㄉㆦˋ,huetsiautoo,hoechiautoo,ㄏㄨㆤㄐㄧㄠㄉㆦ,htt,hct,ㄏㄐㄉ,True,False
茶杯仔,tê-pue-á,16,tê-poe-á,te5pue1a2,te5poe1a2,ㄉㆤˊㄅㄨㆤㄚˋ,tepuea,tepoea,ㄉㆤㄅㄨㆤㄚ,tpa,tpa,ㄉㄅㄚ,True,False
茶疊仔,tê-thia̍p-á,16,tê-thia̍p-á,te5thiap8a2,te5thiap8a2,ㄉㆤˊㄊㄧㄚㆴ̇ㄚˋ,tethiapa,tethiapa,ㄉㆤㄊㄧㄚㆴㄚ,tta,tta,ㄉㄊㄚ,True,False
茶籠仔,tê-láng-á,16,tê-láng-á,te5lang2a2,te5lang2a2,ㄉㆤˊㄌㄤˋㄚˋ,telanga,telanga,ㄉㆤㄌㄤㄚ,tla,tla,ㄉㄌㄚ,True,False
茶米甕,tê-bí-àng,16,tê-bí-àng,te5bi2ang3,te5bi2ang3,ㄉㆤˊㆠㄧˋㄤ˪,tebiang,tebiang,ㄉㆤㆠㄧㄤ,tba,tba,ㄉㆠㄤ,True,False
茶罐仔,tê-kuàn-á,16,tê-koàn-á,te5kuan3a2,te5koan3a2,ㄉㆤˊㄍㄨㄢ˪ㄚˋ,tekuana,tekoana,ㄉㆤㄍㄨㄢㄚ,tka,tka,ㄉㄍㄚ,True,False
草仔箬,tshó-á-ha̍h,16,chhó-á-ha̍h,tsho2a2hah8,chho2a2hah8,ㄘㄛˋㄚˋㄏㄚㆷ̇,tshoahah,chhoahah,ㄘㄛㄚㄏㄚㆷ,tah,cah,ㄘㄚㄏ,True,False
草仔花,tshó-á-hue,16,chhó-á-hoe,tsho2a2hue1,chho2a2hoe1,ㄘㄛˋㄚˋㄏㄨㆤ,tshoahue,chhoahoe,ㄘㄛㄚㄏㄨㆤ,tah,cah,ㄘㄚㄏ,True,False
菜櫥仔,tshài-tû-á,16,chhài-tû-á,tshai3tu5a2,chhai3tu5a2,ㄘㄞ˪ㄉㄨˊㄚˋ,tshaitua,chhaitua,ㄘㄞㄉㄨㄚ,tta,cta,ㄘㄉㄚ,True,False
蓮蕉盆,liân-tsio-phûn,16,liân-chio-phûn,lian5tsio1phun5,lian5chio1phun5,ㄌㄧㄢˊㄐㄧㄛㄆㄨㄣˊ,liantsiophun,lianchiophun,ㄌㄧㄢㄐㄧㄛㄆㄨㄣ,ltp,lcp,ㄌㄐㄆ,True,False
蔥管鼻,tshang-kóng-phīnn,16,chhang-kóng-phīⁿ,tshang1kong2phinn7,chhang1kong2phinn7,ㄘㄤㄍㆲˋㄆㆪ˫,tshangkongphinn,chhangkongphinn,ㄘㄤㄍㆲㄆㆪ,tkp,ckp,ㄘㄍㄆ,True,False
薄仔瓦,po̍h-á-hiā,16,po̍h-á-hiā,poh8a2hia7,poh8a2hia7,ㄅㄛㆷ̇ㄚˋㄏㄧㄚ˫,pohahia,pohahia,ㄅㄛㆷㄚㄏㄧㄚ,pah,pah,ㄅㄚㄏ,True,False
薄胎的,po̍h-thai-ê,16,po̍h-thai-ê,poh8thai1e5,poh8thai1e5,ㄅㄛㆷ̇ㄊㄞㆤˊ,pohthaie,pohthaie,ㄅㄛㆷㄊㄞㆤ,pte,pte,ㄅㄊㆤ,True,False
薰竹仔,hun-tik-á,16,hun-tek-á,hun1tik4a2,hun1tek4a2,ㄏㄨㄣㄉㄧㆻㄚˋ,huntika,hunteka,ㄏㄨㄣㄉㄧㆻㄚ,hta,hta,ㄏㄉㄚ,True,False
藍寶石,nâ-pó-tsio̍h,16,nâ-pó-chio̍h,na5po2tsioh8,na5po2chioh8,ㄋㄚˊㄅㄛˋㄐㄧㄛㆷ̇,napotsioh,napochioh,ㄋㄚㄅㄛㄐㄧㄛㆷ,npt,npc,ㄋㄅㄐ,True,False
虎爺衫,hóo-iâ-sann,16,hó͘-iâ-saⁿ,hoo2ia5sann1,hoo2ia5sann1,ㄏㆦˋㄧㄚˊㄙㆩ,hooiasann,hooiasann,ㄏㆦㄧㄚㄙㆩ,his,his,ㄏㄧㄙ,True,True
蛋殼畫,nn̄g-khak-uē,16,nn̄g-khak-ōe,nng7khak4ue7,nng7khak4oe7,ㄋㆭ˫ㄎㄚㆻㄨㆤ˫,nngkhakue,nngkhakoe,ㄋㆭㄎㄚㆻㄨㆤ,nku,nko,ㄋㄎㄨ,True,False
蜘蛛紋,ti-tu-bûn,16,ti-tu-bûn,ti1tu1bun5,ti1tu1bun5,ㄉㄧㄉㄨㆠㄨㄣˊ,titubun,titubun,ㄉㄧㄉㄨㆠㄨㄣ,ttb,ttb,ㄉㄉㆠ,True,False
蝦仔盤,hê-á-puânn,16,hê-á-pôaⁿ,he5a2puann5,he5a2poann5,ㄏㆤˊㄚˋㄅㄨㆩˊ,heapuann,heapoann,ㄏㆤㄚㄅㄨㆩ,hap,hap,ㄏㄚㄅ,True,False
螭虎窗,tshi-hóo-thang,16,chhi-hó͘-thang,tshi1hoo2thang1,chhi1hoo2thang1,ㄑㄧㄏㆦˋㄊㄤ,tshihoothang,chhihoothang,ㄑㄧㄏㆦㄊㄤ,tht,cht,ㄑㄏㄊ,True,True
螭虎緞,tshu-hóo-tuān,16,chhu-hó͘-toān,tshu1hoo2tuan7,chhu1hoo2toan7,ㄘㄨㄏㆦˋㄉㄨㄢ˫,tshuhootuan,chhuhootoan,ㄘㄨㄏㆦㄉㄨㄢ,tht,cht,ㄘㄏㄉ,True,True
螭虎草,tshu-hóo-tshó,16,chhu-hó͘-chhó,tshu1hoo2tsho2,chhu1hoo2chho2,ㄘㄨㄏㆦˋㄘㄛˋ,tshuhootsho,chhuhoochho,ㄘㄨㄏㆦㄘㄛ,tht,chc,ㄘㄏㄘ,True,True
螭龍頭,tshi-liông-thâu,16,chhi-liông-thâu,tshi1liong5thau5,chhi1liong5thau5,ㄑㄧㄌㄧㆲˊㄊㄠˊ,tshiliongthau,chhiliongthau,ㄑㄧㄌㄧㆲㄊㄠ,tlt,clt,ㄑㄌㄊ,True,False
螺仔片,lê-á-phìnn,16,lê-á-phìⁿ,le5a2phinn3,le5a2phinn3,ㄌㆤˊㄚˋㄆㆪ˪,leaphinn,leaphinn,ㄌㆤㄚㄆㆪ,lap,lap,ㄌㄚㄆ,True,True
衫摺路,sann-tsih-lōo,16,saⁿ-chih-lō͘,sann1tsih4loo7,sann1chih4loo7,ㄙㆩㄐㄧㆷㄌㆦ˫,sanntsihloo,sannchihloo,ㄙㆩㄐㄧㆷㄌㆦ,stl,scl,ㄙㄐㄌ,True,False
袚繡線,phua̍h-siù-suànn,16,phoa̍h-siù-sòaⁿ,phuah8siu3suann3,phoah8siu3soann3,ㄆㄨㄚㆷ̇ㄒㄧㄨ˪ㄙㄨㆩ˪,phuahsiusuann,phoahsiusoann,ㄆㄨㄚㆷㄒㄧㄨㄙㄨㆩ,pss,pss,ㄆㄒㄙ,True,False
裝喙鬚,tsng-tshuì-tshiu,16,chng-chhùi-chhiu,tsng1tshui3tshiu1,chng1chhui3chhiu1,ㄗㆭㄘㄨㄧ˪ㄑㄧㄨ,tsngtshuitshiu,chngchhuichhiu,ㄗㆭㄘㄨㄧㄑㄧㄨ,ttt,ccc,ㄗㄘㄑ,True,False
設計圖,siat-kè-tôo,16,siat-kè-tô͘,siat4ke3too5,siat4ke3too5,ㄒㄧㄚㆵㄍㆤ˪ㄉㆦˊ,siatketoo,siatketoo,ㄒㄧㄚㆵㄍㆤㄉㆦ,skt,skt,ㄒㄍㄉ,True,False
設計稿,siat-kè-kó,16,siat-kè-kó,siat4ke3ko2,siat4ke3ko2,ㄒㄧㄚㆵㄍㆤ˪ㄍㄛˋ,siatkeko,siatkeko,ㄒㄧㄚㆵㄍㆤㄍㄛ,skk,skk,ㄒㄍㄍ,True,False
試金石,tshì-kim-tsio̍h,16,chhì-kim-chio̍h,tshi3kim1tsioh8,chhi3kim1chioh8,ㄑㄧ˪ㄍㄧㆬㄐㄧㄛㆷ̇,tshikimtsioh,chhikimchioh,ㄑㄧㄍㄧㆬㄐㄧㄛㆷ,tkt,ckc,ㄑㄍㄐ,True,False
豆油缸,tāu-iû-kng,16,tāu-iû-kng,tau7iu5kng1,tau7iu5kng1,ㄉㄠ˫ㄧㄨˊㄍㆭ,tauiukng,tauiukng,ㄉㄠㄧㄨㄍㆭ,tik,tik,ㄉㄧㄍ,True,False
豬跤楠,ti-kha-lâm,16,ti-kha-lâm,ti1kha1lam5,ti1kha1lam5,ㄉㄧㄎㄚㄌㆰˊ,tikhalam,tikhalam,ㄉㄧㄎㄚㄌㆰ,tkl,tkl,ㄉㄎㄌ,True,False
貼內裡,tah-lāi-lí,16,tah-lāi-lí,tah4lai7li2,tah4lai7li2,ㄉㄚㆷㄌㄞ˫ㄌㄧˋ,tahlaili,tahlaili,ㄉㄚㆷㄌㄞㄌㄧ,tll,tll,ㄉㄌㄌ,True,False
賊仔剾,tsha̍t-á-khau,16,chha̍t-á-khau,tshat8a2khau1,chhat8a2khau1,ㄘㄚㆵ̇ㄚˋㄎㄠ,tshatakhau,chhatakhau,ㄘㄚㆵㄚㄎㄠ,tak,cak,ㄘㄚㄎ,True,False
起竹背,khí-tik-puè,16,khí-tek-pòe,khi2tik4pue3,khi2tek4poe3,ㄎㄧˋㄉㄧㆻㄅㄨㆤ˪,khitikpue,khitekpoe,ㄎㄧㄉㄧㆻㄅㄨㆤ,ktp,ktp,ㄎㄉㄅ,True,False
跤踏仔,kha-ta̍h-á,16,kha-ta̍h-á,kha1tah8a2,kha1tah8a2,ㄎㄚㄉㄚㆷ̇ㄚˋ,khataha,khataha,ㄎㄚㄉㄚㆷㄚ,kta,kta,ㄎㄉㄚ,True,False
跤踏風,kha-ta̍h-hong,16,kha-ta̍h-hong,kha1tah8hong1,kha1tah8hong1,ㄎㄚㄉㄚㆷ̇ㄏㆲ,khatahhong,khatahhong,ㄎㄚㄉㄚㆷㄏㆲ,kth,kth,ㄎㄉㄏ,True,False
車仔線,tshia-á-suànn,16,chhia-á-sòaⁿ,tshia1a2suann3,chhia1a2soann3,ㄑㄧㄚㄚˋㄙㄨㆩ˪,tshiaasuann,chhiaasoann,ㄑㄧㄚㄚㄙㄨㆩ,tas,cas,ㄑㄚㄙ,True,False
車工課,tshia-khang-khuè,16,chhia-khang-khòe,tshia1khang1khue3,chhia1khang1khoe3,ㄑㄧㄚㄎㄤㄎㄨㆤ˪,tshiakhangkhue,chhiakhangkhoe,ㄑㄧㄚㄎㄤㄎㄨㆤ,tkk,ckk,ㄑㄎㄎ,True,False
車輪仔,tshia-lián-á,16,chhia-lián-á,tshia1lian2a2,chhia1lian2a2,ㄑㄧㄚㄌㄧㄢˋㄚˋ,tshialiana,chhialiana,ㄑㄧㄚㄌㄧㄢㄚ,tla,cla,ㄑㄌㄚ,True,False
輾龍啾,liàn-lîng-tshiu,16,liàn-lêng-chhiu,lian3ling5tshiu1,lian3leng5chhiu1,ㄌㄧㄢ˪ㄌㄧㄥˊㄑㄧㄨ,lianlingtshiu,lianlengchhiu,ㄌㄧㄢㄌㄧㄥㄑㄧㄨ,llt,llc,ㄌㄌㄑ,True,False
退火爐,thuè-hué-lôo,16,thòe-hóe-lô͘,thue3hue2loo5,thoe3hoe2loo5,ㄊㄨㆤ˪ㄏㄨㆤˋㄌㆦˊ,thuehueloo,thoehoeloo,ㄊㄨㆤㄏㄨㆤㄌㆦ,thl,thl,ㄊㄏㄌ,True,False
透明漆,thàu-bîng-tshat,16,thàu-bêng-chhat,thau3bing5tshat4,thau3beng5chhat4,ㄊㄠ˪ㆠㄧㄥˊㄘㄚㆵ,thaubingtshat,thaubengchhat,ㄊㄠㆠㄧㄥㄘㄚㆵ,tbt,tbc,ㄊㆠㄘ,True,False
釐仔甲,li-á-khah,16,li-á-khah,li1a2khah4,li1a2khah4,ㄌㄧㄚˋㄎㄚㆷ,liakhah,liakhah,ㄌㄧㄚㄎㄚㆷ,lak,lak,ㄌㄚㄎ,True,False
金剛砂,kim-kong-sua,16,kim-kong-soa,kim1kong1sua1,kim1kong1soa1,ㄍㄧㆬㄍㆲㄙㄨㄚ,kimkongsua,kimkongsoa,ㄍㄧㆬㄍㆲㄙㄨㄚ,kks,kks,ㄍㄍㄙ,True,True
金槓槌,kim-kòng-thuî,16,kim-kòng-thûi,kim1kong3thui5,kim1kong3thui5,ㄍㄧㆬㄍㆲ˪ㄊㄨㄧˊ,kimkongthui,kimkongthui,ㄍㄧㆬㄍㆲㄊㄨㄧ,kkt,kkt,ㄍㄍㄊ,True,False
金牌模,kim-pâi-bôo,16,kim-pâi-bô͘,kim1pai5boo5,kim1pai5boo5,ㄍㄧㆬㄅㄞˊㆠㆦˊ,kimpaiboo,kimpaiboo,ㄍㄧㆬㄅㄞㆠㆦ,kpb,kpb,ㄍㄅㆠ,True,False
金箔仔,kim-po̍h-á,16,kim-po̍h-á,kim1poh8a2,kim1poh8a2,ㄍㄧㆬㄅㄛㆷ̇ㄚˋ,kimpoha,kimpoha,ㄍㄧㆬㄅㄛㆷㄚ,kpa,kpa,ㄍㄅㄚ,True,False
金錢雲,kim-tsînn-hûn,16,kim-chîⁿ-hûn,kim1tsinn5hun5,kim1chinn5hun5,ㄍㄧㆬㄐㆪˊㄏㄨㄣˊ,kimtsinnhun,kimchinnhun,ㄍㄧㆬㄐㆪㄏㄨㄣ,kth,kch,ㄍㄐㄏ,True,False
釘仔槌,tìng-á-thûi,16,tèng-á-thûi,ting3a2thui5,teng3a2thui5,ㄉㄧㄥ˪ㄚˋㄊㄨㄧˊ,tingathui,tengathui,ㄉㄧㄥㄚㄊㄨㄧ,tat,tat,ㄉㄚㄊ,True,False
鈕仔砧,liú-á-tiam,16,liú-á-tiam,liu2a2tiam1,liu2a2tiam1,ㄌㄧㄨˋㄚˋㄉㄧㆰ,liuatiam,liuatiam,ㄌㄧㄨㄚㄉㄧㆰ,lat,lat,ㄌㄚㄉ,True,False
鉛字架,iân-jī-kè,16,iân-jī-kè,ian5ji7ke3,ian5ji7ke3,ㄧㄢˊㆢㄧ˫ㄍㆤ˪,ianjike,ianjike,ㄧㄢㆢㄧㄍㆤ,ijk,ijk,ㄧㆢㄍ,True,False
鉛枋仔,iân-pang-á,16,iân-pang-á,ian5pang1a2,ian5pang1a2,ㄧㄢˊㄅㄤㄚˋ,ianpanga,ianpanga,ㄧㄢㄅㄤㄚ,ipa,ipa,ㄧㄅㄚ,True,False
鉛筆仔,iân-pit-á,16,iân-pit-á,ian5pit4a2,ian5pit4a2,ㄧㄢˊㄅㄧㆵㄚˋ,ianpita,ianpita,ㄧㄢㄅㄧㆵㄚ,ipa,ipa,ㄧㄅㄚ,True,False
鉸刀花,ka-to-hue,16,ka-to-hoe,ka1to1hue1,ka1to1hoe1,ㄍㄚㄉㄛㄏㄨㆤ,katohue,katohoe,ㄍㄚㄉㄛㄏㄨㆤ,kth,kth,ㄍㄉㄏ,True,False
銀箔仔,gîn-po̍h-á,16,gîn-po̍h-á,gin5poh8a2,gin5poh8a2,ㆣㄧㄣˊㄅㄛㆷ̇ㄚˋ,ginpoha,ginpoha,ㆣㄧㄣㄅㄛㆷㄚ,gpa,gpa,ㆣㄅㄚ,True,False
銅抿仔,tâng-bín-á,16,tâng-bín-á,tang5bin2a2,tang5bin2a2,ㄉㄤˊㆠㄧㄣˋㄚˋ,tangbina,tangbina,ㄉㄤㆠㄧㄣㄚ,tba,tba,ㄉㆠㄚ,True,False
鋏玻璃,giap-po-lê,16,giap-po-lê,giap4po1le5,giap4po1le5,ㆣㄧㄚㆴㄅㄛㄌㆤˊ,giappole,giappole,ㆣㄧㄚㆴㄅㄛㄌㆤ,gpl,gpl,ㆣㄅㄌ,True,False
錢袋仔,tsînn-tē-á,16,chîⁿ-tē-á,tsinn5te7a2,chinn5te7a2,ㄐㆪˊㄉㆤ˫ㄚˋ,tsinntea,chinntea,ㄐㆪㄉㆤㄚ,tta,cta,ㄐㄉㄚ,True,False
鍊帶鋸,lián-tuà-kì,16,lián-tòa-kì,lian2tua3ki3,lian2toa3ki3,ㄌㄧㄢˋㄉㄨㄚ˪ㄍㄧ˪,liantuaki,liantoaki,ㄌㄧㄢㄉㄨㄚㄍㄧ,ltk,ltk,ㄌㄉㄍ,True,True
鏡箱仔,kiànn-siunn-á,16,kiàⁿ-siuⁿ-á,kiann3siunn1a2,kiann3siunn1a2,ㄍㄧㆩ˪ㄒㄧㆫㄚˋ,kiannsiunna,kiannsiunna,ㄍㄧㆩㄒㄧㆫㄚ,ksa,ksa,ㄍㄒㄚ,True,False
鐮刈仔,liâm-li̍k-á,16,liâm-le̍k-á,liam5lik8a2,liam5lek8a2,ㄌㄧㆰˊㄌㄧㆻ̇ㄚˋ,liamlika,liamleka,ㄌㄧㆰㄌㄧㆻㄚ,lla,lla,ㄌㄌㄚ,True,False
鐵仔支,thih-á-ki,16,thih-á-ki,thih4a2ki1,thih4a2ki1,ㄊㄧㆷㄚˋㄍㄧ,thihaki,thihaki,ㄊㄧㆷㄚㄍㄧ,tak,tak,ㄊㄚㄍ,True,False
鐵仔棒,thih-á-pāng,16,thih-á-pāng,thih4a2pang7,thih4a2pang7,ㄊㄧㆷㄚˋㄅㄤ˫,thihapang,thihapang,ㄊㄧㆷㄚㄅㄤ,tap,tap,ㄊㄚㄅ,True,False
鐵冬青,thih-tang-tshenn,16,thih-tang-chheⁿ,thih4tang1tshenn1,thih4tang1chhenn1,ㄊㄧㆷㄉㄤㄘㆥ,thihtangtshenn,thihtangchhenn,ㄊㄧㆷㄉㄤㄘㆥ,ttt,ttc,ㄊㄉㄘ,True,True
鐵剪仔,thih-tsián-á,16,thih-chián-á,thih4tsian2a2,thih4chian2a2,ㄊㄧㆷㄐㄧㄢˋㄚˋ,thihtsiana,thihchiana,ㄊㄧㆷㄐㄧㄢㄚ,tta,tca,ㄊㄐㄚ,True,False
鐵鎚仔,thih-thuî-á,16,thih-thûi-á,thih4thui5a2,thih4thui5a2,ㄊㄧㆷㄊㄨㄧˊㄚˋ,thihthuia,thihthuia,ㄊㄧㆷㄊㄨㄧㄚ,tta,tta,ㄊㄊㄚ,True,True
鑢橋枋,lē-kiô-pang,16,lē-kiô-pang,le7kio5pang1,le7kio5pang1,ㄌㆤ˫ㄍㄧㄛˊㄅㄤ,lekiopang,lekiopang,ㄌㆤㄍㄧㄛㄅㄤ,lkp,lkp,ㄌㄍㄅ,True,False
鑿仔檯,tsha̍k-á-tâi,16,chha̍k-á-tâi,tshak8a2tai5,chhak8a2tai5,ㄘㄚㆻ̇ㄚˋㄉㄞˊ,tshakatai,chhakatai,ㄘㄚㆻㄚㄉㄞ,tat,cat,ㄘㄚㄉ,True,False
閘榫,tsa̍h -sún,16,cha̍h -sún,tsah8sun2,chah8sun2,ㄗㄚㆷ̇ㄙㄨㄣˋ,tsahsun,chahsun,ㄗㄚㆷㄙㄨㄣ,ts,cs,ㄗㄙ,True,False
雕刻刀,tiau-khik-to,16,tiau-khek-to,tiau1khik4to1,tiau1khek4to1,ㄉㄧㄠㄎㄧㆻㄉㄛ,tiaukhikto,tiaukhekto,ㄉㄧㄠㄎㄧㆻㄉㄛ,tkt,tkt,ㄉㄎㄉ,True,False
雕刻機,tiau-khik-ki,16,tiau-khek-ki,tiau1khik4ki1,tiau1khek4ki1,ㄉㄧㄠㄎㄧㆻㄍㄧ,tiaukhikki,tiaukhekki,ㄉㄧㄠㄎㄧㆻㄍㄧ,tkk,tkk,ㄉㄎㄍ,True,False
雞卵面,ke-nn̄g-bīn,16,ke-nn̄g-bīn,ke1nng7bin7,ke1nng7bin7,ㄍㆤㄋㆭ˫ㆠㄧㄣ˫,kenngbin,kenngbin,ㄍㆤㄋㆭㆠㄧㄣ,knb,knb,ㄍㄋㆠ,True,False
雞屎雲,ke-sái-hûn,16,ke-sái-hûn,ke1sai2hun5,ke1sai2hun5,ㄍㆤㄙㄞˋㄏㄨㄣˊ,kesaihun,kesaihun,ㄍㆤㄙㄞㄏㄨㄣ,ksh,ksh,ㄍㄙㄏ,True,False
離心機,li-sim-ki,16,li-sim-ki,li1sim1ki1,li1sim1ki1,ㄌㄧㄒㄧㆬㄍㄧ,lisimki,lisimki,ㄌㄧㄒㄧㆬㄍㄧ,lsk,lsk,ㄌㄒㄍ,True,False
電塗燈,tiān-thôo-ting,16,tiān-thô͘-teng,tian7thoo5ting1,tian7thoo5teng1,ㄉㄧㄢ˫ㄊㆦˊㄉㄧㄥ,tianthooting,tianthooteng,ㄉㄧㄢㄊㆦㄉㄧㄥ,ttt,ttt,ㄉㄊㄉ,True,False
電熱爐,tiān-jia̍t-lôo,16,tiān-jia̍t-lô͘,tian7jiat8loo5,tian7jiat8loo5,ㄉㄧㄢ˫ㆢㄧㄚㆵ̇ㄌㆦˊ,tianjiatloo,tianjiatloo,ㄉㄧㄢㆢㄧㄚㆵㄌㆦ,tjl,tjl,ㄉㆢㄌ,True,False
電風龜,tiān-hong-ku,16,tiān-hong-ku,tian7hong1ku1,tian7hong1ku1,ㄉㄧㄢ˫ㄏㆲㄍㄨ,tianhongku,tianhongku,ㄉㄧㄢㄏㆲㄍㄨ,thk,thk,ㄉㄏㄍ,True,False
青斗石,tshenn-táu-tsio̍h,16,chheⁿ-táu-chio̍h,tshenn1tau2tsioh8,chhenn1tau2chioh8,ㄘㆥㄉㄠˋㄐㄧㄛㆷ̇,tshenntautsioh,chhenntauchioh,ㄘㆥㄉㄠㄐㄧㄛㆷ,ttt,ctc,ㄘㄉㄐ,True,True
鞋拔仔,ê-pue̍h-á,16,ê-poe̍h-á,e5pueh8a2,e5poeh8a2,ㆤˊㄅㄨㆤㆷ̇ㄚˋ,epueha,epoeha,ㆤㄅㄨㆤㆷㄚ,epa,epa,ㆤㄅㄚ,True,False
順手體,sūn-tshiú-thé,16,sūn-chhiú-thé,sun7tshiu2the2,sun7chhiu2the2,ㄙㄨㄣ˫ㄑㄧㄨˋㄊㆤˋ,suntshiuthe,sunchhiuthe,ㄙㄨㄣㄑㄧㄨㄊㆤ,stt,sct,ㄙㄑㄊ,True,True
風車花,hong-tshia-hue,16,hong-chhia-hoe,hong1tshia1hue1,hong1chhia1hoe1,ㄏㆲㄑㄧㄚㄏㄨㆤ,hongtshiahue,hongchhiahoe,ㄏㆲㄑㄧㄚㄏㄨㆤ,hth,hch,ㄏㄑㄏ,True,False
食生漆,tsia̍h-tshenn-tshat,16,chia̍h-chheⁿ-chhat,tsiah8tshenn1tshat4,chiah8chhenn1chhat4,ㄐㄧㄚㆷ̇ㄘㆥㄘㄚㆵ,tsiahtshenntshat,chiahchhennchhat,ㄐㄧㄚㆷㄘㆥㄘㄚㆵ,ttt,ccc,ㄐㄘㄘ,True,False
飯攕仔,pn̄g-tshiám-á,16,pn̄g-chhiám-á,png7tshiam2a2,png7chhiam2a2,ㄅㆭ˫ㄑㄧㆰˋㄚˋ,pngtshiama,pngchhiama,ㄅㆭㄑㄧㆰㄚ,pta,pca,ㄅㄑㄚ,True,False
魚仔盤,hî-á-puânn,16,hî-á-pôaⁿ,hi5a2puann5,hi5a2poann5,ㄏㄧˊㄚˋㄅㄨㆩˊ,hiapuann,hiapoann,ㄏㄧㄚㄅㄨㆩ,hap,hap,ㄏㄚㄅ,True,False
魚籠仔,hî-láng-á,16,hî-láng-á,hi5lang2a2,hi5lang2a2,ㄏㄧˊㄌㄤˋㄚˋ,hilanga,hilanga,ㄏㄧㄌㄤㄚ,hla,hla,ㄏㄌㄚ,True,False
魚鱗甲,hî-lân-kah,16,hî-lân-kah,hi5lan5kah4,hi5lan5kah4,ㄏㄧˊㄌㄢˊㄍㄚㆷ,hilankah,hilankah,ㄏㄧㄌㄢㄍㄚㆷ,hlk,hlk,ㄏㄌㄍ,True,True
魚鱗紋,hî-lân-bûn,16,hî-lân-bûn,hi5lan5bun5,hi5lan5bun5,ㄏㄧˊㄌㄢˊㆠㄨㄣˊ,hilanbun,hilanbun,ㄏㄧㄌㄢㆠㄨㄣ,hlb,hlb,ㄏㄌㆠ,True,False
鯉魚嘴,tāi-hî-tshuî,16,tāi-hî-chhûi,tai7hi5tshui5,tai7hi5chhui5,ㄉㄞ˫ㄏㄧˊㄘㄨㄧˊ,taihitshui,taihichhui,ㄉㄞㄏㄧㄘㄨㄧ,tht,thc,ㄉㄏㄘ,True,False
鯊魚刀,sua-hî-to,16,soa-hî-to,sua1hi5to1,soa1hi5to1,ㄙㄨㄚㄏㄧˊㄉㄛ,suahito,soahito,ㄙㄨㄚㄏㄧㄉㄛ,sht,sht,ㄙㄏㄉ,True,False
鹽筒仔,iâm-tâng-á,16,iâm-tâng-á,iam5tang5a2,iam5tang5a2,ㄧㆰˊㄉㄤˊㄚˋ,iamtanga,iamtanga,ㄧㆰㄉㄤㄚ,ita,ita,ㄧㄉㄚ,True,False
黃塗底,n̂g-thôo-té,16,n̂g-thô͘-té,ng5thoo5te2,ng5thoo5te2,ㆭˊㄊㆦˊㄉㆤˋ,ngthoote,ngthoote,ㆭㄊㆦㄉㆤ,ntt,ntt,ㆭㄊㄉ,True,False
黃塗粉,n̂g-thôo-hún,16,n̂g-thô͘-hún,ng5thoo5hun2,ng5thoo5hun2,ㆭˊㄊㆦˊㄏㄨㄣˋ,ngthoohun,ngthoohun,ㆭㄊㆦㄏㄨㄣ,nth,nth,ㆭㄊㄏ,True,False
黃豆粉,n̂g-tāu-hún,16,n̂g-tāu-hún,ng5tau7hun2,ng5tau7hun2,ㆭˊㄉㄠ˫ㄏㄨㄣˋ,ngtauhun,ngtauhun,ㆭㄉㄠㄏㄨㄣ,nth,nth,ㆭㄉㄏ,True,False
黏美金,liâm-bí-kim,16,liâm-bí-kim,liam5bi2kim1,liam5bi2kim1,ㄌㄧㆰˊㆠㄧˋㄍㄧㆬ,liambikim,liambikim,ㄌㄧㆰㆠㄧㄍㄧㆬ,lbk,lbk,ㄌㆠㄍ,True,False
黑墨畫,oo-ba̍k-uē,16,o͘-ba̍k-ōe,oo1bak8ue7,oo1bak8oe7,ㆦㆠㄚㆻ̇ㄨㆤ˫,oobakue,oobakoe,ㆦㆠㄚㆻㄨㆤ,obu,obo,ㆦㆠㄨ,True,False
鼓仔燈,kóo-á-ting,16,kó͘-á-teng,koo2a2ting1,koo2a2teng1,ㄍㆦˋㄚˋㄉㄧㄥ,kooating,kooateng,ㄍㆦㄚㄉㄧㄥ,kat,kat,ㄍㄚㄉ,True,False
