tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
káu-tsô,káu-chô,九槽,kau-tso,kau-cho,2,sitbut
tiû-á,tiû-á,稠仔,tiu-a,tiu-a,2,sitbut
mî-la̍t,mî-la̍t,棉栗,mi-lat,mi-lat,2,sitbut
pe̍h-kue-iû,pe̍h-koe-iû,白鷄油,peh-kue-iu,peh-koe-iu,3,sitbut
tsio̍h-phok,chio̍h-phok,石博,tsioh-phok,chioh-phok,2,sitbut
tsio̍h-siap,chio̍h-siap,石澁,tsioh-siap,chioh-siap,2,sitbut
phoh-á,phoh-á,粕仔,phoh-a,phoh-a,2,sitbut
suann-iûnn-muâ,soaⁿ-iûⁿ-môa,山黃麻,suann-iunn-mua,soaⁿ-iuⁿ-moa,3,sitbut
âng-kue-iû,âng-koe-iû,紅鷄油,ang-kue-iu,ang-koe-iu,3,sitbut
kue-iû,koe-iû,鷄油,kue-iu,koe-iu,2,sitbut
pho-lô-bi̍t,pho-lô-bi̍t,波羅蜜,pho-lo-bit,pho-lo-bit,3,sitbut
lo̍k-á-tshiū,lo̍k-á-chhiū,鹿仔樹,lok-a-tshiu,lok-a-chhiu,3,sitbut
ò-giô-tsí,ò-giô-chí,愛玉子,o-gio-tsi,o-gio-chi,3,sitbut
giô-tsí,giô-chí,玉枳,gio-tsi,gio-chi,2,sitbut
tsí-á,chí-á,枳仔,tsi-a,chi-a,2,sitbut
gû-lin-pông,gû-lin-pông,牛乳房,gu-lin-pong,gu-lin-pong,3,sitbut
sann-khak,saⁿ-khak,三麴,sann-khak,saⁿ-khak,2,sitbut
tsiunn-linn-á,chiuⁿ-liⁿ-á,漿乳仔,tsiunn-linn-a,chiuⁿ-liⁿ-a,3,sitbut
lo̍k-pn̄g,lo̍k-pn̄g,鹿飯,lok-png,lok-png,2,sitbut
bû-hua-kô,bû-hoa-kô,無花果,bu-hua-ko,bu-hoa-ko,3,sitbut
tuā-phànn,tōa-phàⁿ,大冇,tua-phann,toa-phaⁿ,2,sitbut
gû-lin-tshiū,gû-lin-chhiū,牛乳樹,gu-lin-tshiu,gu-lin-chhiu,3,sitbut
ti-bú-lin,ti-bú-lin,猪母乳,ti-bu-lin,ti-bu-lin,3,sitbut
pe̍h-bah-tshîng,pe̍h-bah-chhêng,白肉榕,peh-bah-tshing,peh-bah-chheng,3,sitbut
bō-tsháu,bō-chháu,磨草,bo-tshau,bo-chhau,2,sitbut
khînn-piah-tîn,khîⁿ-piah-tîn,扲壁藤,khinn-piah-tin,khiⁿ-piah-tin,3,sitbut
gû-lin,gû-lin,牛乳,gu-lin,gu-lin,2,sitbut
tāi-ting-hông,tāi-teng-hông,大丁黃,tai-ting-hong,tai-teng-hong,3,sitbut
tuā-phànn-tshiū,tōa-phàⁿ-chhiū,大冇樹,tua-phann-tshiu,toa-phaⁿ-chhiu,3,sitbut
tuā-hio̍h-phànn,tōa-hio̍h-phàⁿ,大葉冇,tua-hioh-phann,toa-hioh-phaⁿ,3,sitbut
se-tsí-á,se-chí-á,樨枳仔,se-tsi-a,se-chi-a,3,sitbut
tsí-poo,chí-po͘,枳枯,tsi-poo,chi-po͘,2,sitbut
oo-tshîng,o͘-chhêng,烏榕,oo-tshing,o͘-chheng,2,sitbut
tshîng-tshiū,chhêng-chhiū,榕樹,tshing-tshiu,chheng-chhiu,2,sitbut
tshîng,chhêng,榕,tshing,chheng,1,sitbut
tsiànn-tshîng,chiàⁿ-chhêng,正榕,tsiann-tshing,chiaⁿ-chheng,2,sitbut
káu-tîng-tshe,káu-têng-chhe,九重吹,kau-ting-tshe,kau-teng-chhe,3,sitbut
siap-hio̍h,siap-hio̍h,澁葉,siap-hioh,siap-hioh,2,sitbut
siap-á-tshiū,siap-á-chhiū,澁仔樹,siap-a-tshiu,siap-a-chhiu,3,sitbut
pe̍h-sua,pe̍h-soa,白沙,peh-sua,peh-soa,2,sitbut
suann-ti-kê,soaⁿ-ti-kê,山猪枷,suann-ti-ke,soaⁿ-ti-ke,3,sitbut
pe̍h-tshîng,pe̍h-chhêng,白榕,peh-tshing,peh-chheng,2,sitbut
tshiah-iông,chhiah-iông,赤榕,tshiah-iong,chhiah-iong,2,sitbut
suann-tshîng,soaⁿ-chhêng,山榕,suann-tshing,soaⁿ-chheng,2,sitbut
tsiáu-tshîng,chiáu-chhêng,鳥榕,tsiau-tshing,chiau-chheng,2,sitbut
tsiáu-sái-tshîng,chiáu-sái-chhêng,鳥屎榕,tsiau-sai-tshing,chiau-sai-chheng,3,sitbut
suann-khóo-kue,soaⁿ-khó͘-koe,山苦瓜,suann-khoo-kue,soaⁿ-kho͘-koe,3,sitbut
khóo-kue-tsháu,khó͘-koe-chháu,苦瓜草,khoo-kue-tshau,kho͘-koe-chhau,3,sitbut
sng-tsâi-á,sng-châi-á,桑材仔,sng-tsai-a,sng-chai-a,3,sitbut
niû-á-tshiū,niû-á-chhiū,蠶仔樹,niu-a-tshiu,niu-a-chhiu,3,sitbut
song-tshiū,song-chhiū,桑樹,song-tshiu,song-chhiu,2,sitbut
iâm-sng-á,iâm-sng-á,鹽桑仔,iam-sng-a,iam-sng-a,3,sitbut
n̂g-kim-kuì,n̂g-kim-kùi,黃金桂,ng-kim-kui,ng-kim-kui,3,sitbut
tshì-keh-á,chhì-keh-á,刺格仔,tshi-keh-a,chhi-keh-a,3,sitbut
suann-tsuí-liú,soaⁿ-chúi-liú,山水柳,suann-tsui-liu,soaⁿ-chui-liu,3,sitbut
tshoo-khng-kak,chho͘-khng-kak,粗糠壳,tshoo-khng-kak,chho͘-khng-kak,3,sitbut
hê-kong-tshiu,hê-kong-chhiu,蝦公鬚,he-kong-tshiu,he-kong-chhiu,3,sitbut
thú-muâ,thú-môa,苧麻,thu-mua,thu-moa,2,sitbut
tuē-á,tōe-á,苧仔,tue-a,toe-a,2,sitbut
kim-sia̍h-liû,kim-sia̍h-liû,金石榴,kim-siah-liu,kim-siah-liu,3,sitbut
kā-lâng-káu,kā-lâng-káu,咬人狗,ka-lang-kau,ka-lang-kau,3,sitbut
tsio̍h-tsû,chio̍h-chû,石薯,tsioh-tsu,chioh-chu,2,sitbut
tsio̍h-tsu-á,chio̍h-chu-á,石珠仔,tsioh-tsu-a,chioh-chu-a,3,sitbut
tsuí-kue-iû,chúi-koe-iû,水鷄油,tsui-kue-iu,chui-koe-iu,3,sitbut
tshì-tsháu,chhì-chháu,刺草,tshi-tshau,chhi-chhau,2,sitbut
kā-lâng-niau,kā-lâng-niau,咬人猫,ka-lang-niau,ka-lang-niau,3,sitbut
suann-gîng-gíng,soaⁿ-gêng-géng,山龍眼,suann-ging-ging,soaⁿ-geng-geng,3,sitbut
suann-kam-á,soaⁿ-kam-á,山柑仔,suann-kam-a,soaⁿ-kam-a,3,sitbut
suann-iū-á,soaⁿ-iū-á,山柚仔,suann-iu-a,soaⁿ-iu-a,3,sitbut
siông-san,siông-san,常山,siong-san,siong-san,2,sitbut
tuânn-hiunn,tôaⁿ-hiuⁿ,檀香,tuann-hiunn,toaⁿ-hiuⁿ,2,sitbut
n̂g-tîn,n̂g-tîn,黃藤,ng-tin,ng-tin,2,sitbut
ba̍k-hiunn,ba̍k-hiuⁿ,木香,bak-hiunn,bak-hiuⁿ,2,sitbut
tîn-tsû,tîn-chû,藤薯,tin-tsu,tin-chu,2,sitbut
sè-sin,sè-sin,細辛,se-sin,se-sin,2,sitbut
kiô-be̍h,kiô-be̍h,蕎麥,kio-beh,kio-beh,2,sitbut
tinn-be̍h,tiⁿ-be̍h,甜麥,tinn-beh,tiⁿ-beh,2,sitbut
pe̍h-khóo-thiāu,pe̍h-khó͘-thiāu,白苦柱,peh-khoo-thiau,peh-kho͘-thiau,3,sitbut
tshìn-pn̄g-tîn,chhìn-pn̄g-tîn,凊飯藤,tshin-png-tin,chhin-png-tin,3,sitbut
tshuan-tshit,chhoan-chhit,川七,tshuan-tshit,chhoan-chhit,2,sitbut
luê-piah-tshì,lôe-piah-chhì,犁壁刺,lue-piah-tshi,loe-piah-chhi,3,sitbut
hô-siú-oo,hô-siú-o͘,何首烏,ho-siu-oo,ho-siu-o͘,3,sitbut
âng-kut-tsuâ,âng-kut-chôa,紅骨蛇,ang-kut-tsua,ang-kut-choa,3,sitbut
khak-tshài,khak-chhài,殼菜,khak-tshai,khak-chhai,2,sitbut
tshàu-tshuan-kiong,chhàu-chhoan-kiong,臭川芎,tshau-tshuan-kiong,chhau-chhoan-kiong,3,sitbut
tshàu-hīng,chhàu-hēng,臭杏,tshau-hing,chhau-heng,2,sitbut
sàu-tshiú-tsháu,sàu-chhiú-chháu,掃箒草,sau-tshiu-tshau,sau-chhiu-chhau,3,sitbut
tshiah-kun-tshài,chhiah-kun-chhài,赤根菜,tshiah-kun-tshai,chhiah-kun-chhai,3,sitbut
tuah-phīnn-tsháu,toah-phīⁿ-chháu,掇鼻草,tuah-phinn-tshau,toah-phiⁿ-chhau,3,sitbut
tshuah-phīnn-tsháu,chhoah-phīⁿ-chháu,擦鼻草,tshuah-phinn-tshau,chhoah-phiⁿ-chhau,3,sitbut
giû-tshik,giû-chhek,牛膝,giu-tshik,giu-chhek,2,sitbut
kue-kut-hông,koe-kut-hông,鷄骨癀,kue-kut-hong,koe-kut-hong,3,sitbut
mn̂g-huē-bak,mn̂g-hōe-bak,磅蟹目,mng-hue-bak,mng-hoe-bak,3,sitbut
tò-kè-tsháu,tò-kè-chháu,到繼草,to-ke-tshau,to-ke-chhau,3,sitbut
tsat-tsat-hue,chat-chat-hoe,節節花,tsat-tsat-hue,chat-chat-hoe,3,sitbut
tshân-pinn-tsháu,chhân-piⁿ-chháu,田邊草,tshan-pinn-tshau,chhan-piⁿ-chhau,3,sitbut
tsá-liân-tsháu,chá-liân-chháu,早蓮草,tsa-lian-tshau,cha-lian-chhau,3,sitbut
âng-tshân-oo,âng-chhân-o͘,紅田烏,ang-tshan-oo,ang-chhan-o͘,3,sitbut
tshân-oo-tsháu,chhân-o͘-chháu,田烏草,tshan-oo-tshau,chhan-o͘-chhau,3,sitbut
suann-hīng-tshài,soaⁿ-hēng-chhài,山莕菜,suann-hing-tshai,soaⁿ-heng-chhai,3,sitbut
tshì-hīng,chhì-hēng,刺莧,tshi-hing,chhi-heng,2,sitbut
tshì-soo,chhì-so͘,刺蒐,tshi-soo,chhi-so͘,2,sitbut
tshi-siunn,chhi-siuⁿ,青箱,tshi-siunn,chhi-siuⁿ,2,sitbut
kue-kè-hue,koe-kè-hoe,鷄冠花,kue-ke-hue,koe-ke-hoe,3,sitbut
pe̍h-kue-kè,pe̍h-koe-kè,白鷄冠,peh-kue-ke,peh-koe-ke,3,sitbut
kue-kè,koe-kè,鷄冠,kue-ke,koe-ke,2,sitbut
oo-hî-hue,o͘-hî-hoe,烏魚花,oo-hi-hue,o͘-hi-hoe,3,sitbut
înn-á-hue,îⁿ-á-hoe,圓仔花,inn-a-hue,iⁿ-a-hoe,3,sitbut
ku-hue,ku-hoe,龜花,ku-hue,ku-hoe,2,sitbut
sòo-hiunn,sò͘-hiuⁿ,素香,soo-hiunn,so͘-hiuⁿ,2,sitbut
ian-tsi-hue,ian-chi-hoe,胭脂花,ian-tsi-hue,ian-chi-hoe,3,sitbut
kí-thok,kí-thok,齒托,ki-thok,ki-thok,2,sitbut
tsuí-tang-kue,chúi-tang-koe,水冬瓜,tsui-tang-kue,chui-tang-koe,3,sitbut
siong-lio̍k,siong-lio̍k,商陸,siong-liok,siong-liok,2,sitbut
hóo-kā-hông,hó͘-kā-hông,虎咬癀,hoo-ka-hong,ho͘-ka-hong,3,sitbut
thih-kau-tsháu,thih-kau-chháu,鐵鉤草,thih-kau-tshau,thih-kau-chhau,3,sitbut
tsu-tsú-tsháu,chu-chú-chháu,朱子草,tsu-tsu-tshau,chu-chu-chhau,3,sitbut
ti-bú-tsháu,ti-bú-chháu,猪母草,ti-bu-tshau,ti-bu-chhau,3,sitbut
gōo-sî-tsháu,gō͘-sî-chháu,午時草,goo-si-tshau,go͘-si-chhau,3,sitbut
tshuì-tsháu,chhùi-chháu,嘴草,tshui-tshau,chhui-chhau,2,sitbut
sim-á-hio̍h,sim-á-hio̍h,參仔葉,sim-a-hioh,sim-a-hioh,3,sitbut
tsîm-kóng-tshài,chîm-kóng-chhài,蟳管菜,tsim-kong-tshai,chim-kong-chhai,3,sitbut
tsîm-tshài,chîm-chhài,蟳菜,tsim-tshai,chim-chhai,2,sitbut
tsián-jiông-hue,chián-jiông-hoe,剪絨花,tsian-jiong-hue,chian-jiong-hoe,3,sitbut
eng-be̍h,eng-be̍h,罌麥,eng-beh,eng-beh,2,sitbut
tshinn-hong-tsháu,chhiⁿ-hong-chháu,菁方草,tshinn-hong-tshau,chhiⁿ-hong-chhau,3,sitbut
kue-tn̂g-tsháu,koe-tn̂g-chháu,鷄腸草,kue-tng-tshau,koe-tng-chhau,3,sitbut
liân,liân,蓮,lian,lian,1,sitbut
liân-hue,liân-hoe,蓮花,lian-hue,lian-hoe,2,sitbut
tsuí-liân-hue,chúi-liân-hoe,水蓮花,tsui-lian-hue,chui-lian-hoe,3,sitbut
ui-lîng-sian,ui-lêng-sian,威靈仙,ui-ling-sian,ui-leng-sian,3,sitbut
uî-hōo-sian,ûi-hō͘-sian,為候仙,ui-hoo-sian,ui-ho͘-sian,3,sitbut
tshǹg-phīnn-lîng,chhǹg-phīⁿ-lêng,串鼻龍,tshng-phinn-ling,chhng-phiⁿ-leng,3,sitbut
pih-á-tsháu,pih-á-chháu,鼈仔草,pih-a-tshau,pih-a-chhau,3,sitbut
thong-tshó,thong-chhó,蓪草,thong-tsho,thong-chho,2,sitbut
tsio̍h-ge̍h,chio̍h-ge̍h,石月,tsioh-geh,chioh-geh,2,sitbut
n̂g-peh,n̂g-peh,黃柏,ng-peh,ng-peh,2,sitbut
pueh-kak-liân,poeh-kak-liân,八角蓮,pueh-kak-lian,poeh-kak-lian,3,sitbut
hông-kí,hông-kí,防巳,hong-ki,hong-ki,2,sitbut
luê-piah-tîn,lôe-piah-tîn,犁壁藤,lue-piah-tin,loe-piah-tin,3,sitbut
luê-piah-tsháu,lôe-piah-chháu,犁壁草,lue-piah-tshau,loe-piah-chhau,3,sitbut
tó-tuē-kióng,tó-tōe-kióng,倒地拱,to-tue-kiong,to-toe-kiong,3,sitbut
tuā-huê-hûn,tōa-hôe-hûn,大回魂,tua-hue-hun,toa-hoe-hun,3,sitbut
pueh-kak,poeh-kak,八角,pueh-kak,poeh-kak,2,sitbut
uánn-lîng-tshiū,óaⁿ-lêng-chhiū,碗龍樹,uann-ling-tshiu,oaⁿ-leng-chhiu,3,sitbut
pueh-kak-á,poeh-kak-á,八角仔,pueh-kak-a,poeh-kak-a,3,sitbut
iā-ha̍p,iā-ha̍p,夜合,ia-hap,ia-hap,2,sitbut
gio̍k-lân,gio̍k-lân,玉蘭,giok-lan,giok-lan,2,sitbut
oo-sim-tsio̍h,o͘-sim-chio̍h,烏心石,oo-sim-tsioh,o͘-sim-chioh,3,sitbut
hâm-siàu,hâm-siàu,含笑,ham-siau,ham-siau,2,sitbut
giû-sim-lâi,giû-sim-lâi,牛心梨,giu-sim-lai,giu-sim-lai,3,sitbut
phang-lâi,phang-lâi,香梨,phang-lai,phang-lai,2,sitbut
sik-kia-kó,sek-kia-kó,釋迦果,sik-kia-ko,sek-kia-ko,3,sitbut
hu̍t-thâu-kó,hu̍t-thâu-kó,佛頭果,hut-thau-ko,hut-thau-ko,3,sitbut
ing-jiáu-thô,eng-jiáu-thô,鶯爪桃,ing-jiau-tho,eng-jiau-tho,3,sitbut
kue-jiáu-lân,koe-jiáu-lân,鷄爪蘭,kue-jiau-lan,koe-jiau-lan,3,sitbut
phang-hue,phang-hoe,香花,phang-hue,phang-hoe,2,sitbut
tshàu-sái-lâm,chhàu-sái-lâm,臭屎楠,tshau-sai-lam,chhau-sai-lam,3,sitbut
suè-hio̍h-lâm,sòe-hio̍h-lâm,細葉楠,sue-hioh-lam,soe-hioh-lam,3,sitbut
thih-sái-lâm,thih-sái-lâm,鐵屎楠,thih-sai-lam,thih-sai-lam,3,sitbut
bo̍k-ní-tsuiū,bo̍k-ní-chuiū,木耳樹,bok-ni-tsuiu,bok-ni-chuiu,3,sitbut
kue-bâi,koe-bâi,鷄眉,kue-bai,koe-bai,2,sitbut
lo̍h-khak-tsan,lo̍h-khak-chan,落殼櫕,loh-khak-tsan,loh-khak-chan,3,sitbut
kiú-kiong-kū,kiú-kiong-kū,九芎舅,kiu-kiong-ku,kiu-kiong-ku,3,sitbut
huan-á-uan,hoan-á-oan,蕃仔灣,huan-a-uan,hoan-a-oan,3,sitbut
bô-kun-tsháu,bô-kun-chháu,無根草,bo-kun-tshau,bo-kun-chhau,3,sitbut
tsiunn,chiuⁿ,樟,tsiunn,chiuⁿ,1,sitbut
pún-tsiunn,pún-chiuⁿ,本樟,pun-tsiunn,pun-chiuⁿ,2,sitbut
tshàu-tsiunn,chhàu-chiuⁿ,臭樟,tshau-tsiunn,chhau-chiuⁿ,2,sitbut
suann-tshàu-tsiunn,soaⁿ-chhàu-chiuⁿ,山臭樟,suann-tshau-tsiunn,soaⁿ-chhau-chiuⁿ,3,sitbut
suann-tsiáu-tsiunn,soaⁿ-chiáu-chiuⁿ,山鳥樟,suann-tsiau-tsiunn,soaⁿ-chiau-chiuⁿ,3,sitbut
tsiáu-tsiunn,chiáu-chiuⁿ,鳥樟,tsiau-tsiunn,chiau-chiuⁿ,2,sitbut
thóo-jio̍k-kuì,thó͘-jio̍k-kùi,土肉桂,thoo-jiok-kui,tho͘-jiok-kui,3,sitbut
tsiunn-gû,chiuⁿ-gû,樟牛,tsiunn-gu,chiuⁿ-gu,2,sitbut
gû-tsiunn,gû-chiuⁿ,牛樟,gu-tsiunn,gu-chiuⁿ,2,sitbut
phànn-tsiunn,phàⁿ-chiuⁿ,冇樟,phann-tsiunn,phaⁿ-chiuⁿ,2,sitbut
jio̍k-kuì,jio̍k-kùi,肉桂,jiok-kui,jiok-kui,2,sitbut
kuì-ki,kùi-ki,桂枝,kui-ki,kui-ki,2,sitbut
a-lí-sim,a-lí-sim,阿里參,a-li-sim,a-li-sim,3,sitbut
hiunn-kuì,hiuⁿ-kùi,香桂,hiunn-kui,hiuⁿ-kui,2,sitbut
suann-jio̍k-kuì,soaⁿ-jio̍k-kùi,山肉桂,suann-jiok-kui,soaⁿ-jiok-kui,3,sitbut
thóo-tsiunn,thó͘-chiuⁿ,土樟,thoo-tsiunn,tho͘-chiuⁿ,2,sitbut
kau-khak-kuì,kau-khak-kùi,厚殼桂,kau-khak-kui,kau-khak-kui,3,sitbut
phang-kuì,phang-kùi,攀桂,phang-kui,phang-kui,2,sitbut
phànn-kuì,phàⁿ-kùi,冇桂,phann-kui,phaⁿ-kui,2,sitbut
thóo-lâm,thó͘-lâm,土楠,thoo-lam,tho͘-lam,2,sitbut
lāi-tang-tsí,lāi-tang-chí,內冬子,lai-tang-tsi,lai-tang-chi,3,sitbut
suann-ho-tsio,soaⁿ-ho-chio,山胡椒,suann-ho-tsio,soaⁿ-ho-chio,3,sitbut
tuā-hio̍h-lâm,tōa-hio̍h-lâm,大葉楠,tua-hioh-lam,toa-hioh-lam,3,sitbut
lâm-á,lâm-á,楠仔,lam-a,lam-a,2,sitbut
hiunn-lâm,hiuⁿ-lâm,香楠,hiunn-lam,hiuⁿ-lam,2,sitbut
ti-kha-lâm,ti-kha-lâm,猪脚楠,ti-kha-lam,ti-kha-lam,3,sitbut
iû-hio̍h-lâm,iû-hio̍h-lâm,油葉楠,iu-hioh-lam,iu-hioh-lam,3,sitbut
tik-hio̍h-lâm,tek-hio̍h-lâm,竹葉楠,tik-hioh-lam,tek-hioh-lam,3,sitbut
oo-hun-hue,o͘-hun-hoe,烏煙花,oo-hun-hue,o͘-hun-hoe,3,sitbut
ô-khak-á,ô-khak-á,蠔殼仔,o-khak-a,o-khak-a,3,sitbut
gû-kak-uai,gû-kak-oai,牛角歪,gu-kak-uai,gu-kak-oai,3,sitbut
sann-kha-tiāu,saⁿ-kha-tiāu,三脚掉,sann-kha-tiau,saⁿ-kha-tiau,3,sitbut
sann-kha-phî,saⁿ-kha-phî,三脚皮,sann-kha-phi,saⁿ-kha-phi,3,sitbut
sann-kha-pia̍t,saⁿ-kha-pia̍t,三脚別,sann-kha-piat,saⁿ-kha-piat,3,sitbut
sann-kha-pih,saⁿ-kha-pih,三脚鼈,sann-kha-pih,saⁿ-kha-pih,3,sitbut
hiòng-thian-hông,hiòng-thian-hông,向天黃,hiong-thian-hong,hiong-thian-hong,3,sitbut
înn-tshài-thâu,îⁿ-chhài-thâu,圓菜頭,inn-tshai-thau,iⁿ-chhai-thau,3,sitbut
kuà-tshài,kòa-chhài,芥菜,kua-tshai,koa-chhai,2,sitbut
tuā-tshài,tōa-chhài,大菜,tua-tshai,toa-chhai,2,sitbut
ko-lê-tshài,ko-lê-chhài,高麗菜,ko-le-tshai,ko-le-chhai,3,sitbut
tshài-hue,chhài-hoe,菜花,tshai-hue,chhai-hoe,2,sitbut
pe̍h-tshài,pe̍h-chhài,白菜,peh-tshai,peh-chhai,2,sitbut
suann-kuà-tshài,soaⁿ-kòa-chhài,山芥菜,suann-kua-tshai,soaⁿ-koa-chhai,3,sitbut
tshài-thâu,chhài-thâu,菜頭,tshai-thau,chhai-thau,2,sitbut
lâi-ho̍k,lâi-ho̍k,萊菔,lai-hok,lai-hok,2,sitbut
tshinn-to-tsháu,chhiⁿ-to-chháu,生刀草,tshinn-to-tshau,chhiⁿ-to-chhau,3,sitbut
tshinn-to-io̍h,chhiⁿ-to-io̍h,生刀藥,tshinn-to-ioh,chhiⁿ-to-ioh,3,sitbut
kha-bak-tsháu,kha-bak-chháu,脚目草,kha-bak-tshau,kha-bak-chhau,3,sitbut
kha-bú-tsháu,kha-bú-chháu,脚母草,kha-bu-tshau,kha-bu-chhau,3,sitbut
pe̍h-poo-kiunn,pe̍h-po͘-kiuⁿ,白埔姜,peh-poo-kiunn,peh-po͘-kiuⁿ,3,sitbut
siông-san-tshiū,siông-san-chhiū,常山樹,siong-san-tshiu,siong-san-chhiu,3,sitbut
siông-san-nî,siông-san-nî,常山尼,siong-san-ni,siong-san-ni,3,sitbut
hôo-hī-tsháu,hô͘-hī-chháu,虎耳草,hoo-hi-tshau,ho͘-hi-chhau,3,sitbut
kim-hī-tsháu,kim-hī-chháu,錦耳草,kim-hi-tshau,kim-hi-chhau,3,sitbut
tshit-lí-hiong,chhit-lí-hiong,七里香,tshit-li-hiong,chhit-li-hiong,3,sitbut
png-á,png-á,楓仔,png-a,png-a,2,sitbut
phng-siū,phng-siū,楓樹,phng-siu,phng-siu,2,sitbut
hē-bê,hē-bê,夏粥,he-be,he-be,2,sitbut
suann-gî-pê,soaⁿ-gî-pê,山枇杷,suann-gi-pe,soaⁿ-gi-pe,3,sitbut
gî-pê,gî-pê,枇杷,gi-pe,gi-pe,2,sitbut
tsuâ-pô,chôa-pô,蛇婆,tsua-po,choa-po,2,sitbut
lîng-thòo-tsu,lêng-thò͘-chu,龍吐珠,ling-thoo-tsu,leng-tho͘-chu,3,sitbut
tsuâ-pho,chôa-pho,蛇波,tsua-pho,choa-pho,2,sitbut
hái-tông,hái-tông,海棠,hai-tong,hai-tong,2,sitbut
suann-siann-tsa,soaⁿ-siaⁿ-cha,山仙查,suann-siann-tsa,soaⁿ-siaⁿ-cha,3,sitbut
siap-lâi,siap-lâi,澁梨,siap-lai,siap-lai,2,sitbut
hê-bé,hê-bé,蝦尾,he-be,he-be,2,sitbut
suann-gû-lin,soaⁿ-gû-lin,山牛乳,suann-gu-lin,soaⁿ-gu-lin,3,sitbut
suann-eng-thô,soaⁿ-eng-thô,山櫻桃,suann-eng-tho,soaⁿ-eng-tho,3,sitbut
muî-á,mûi-á,梅仔,mui-a,mui-a,2,sitbut
pe̍h-muî,pe̍h-mûi,白梅,peh-mui,peh-mui,2,sitbut
thô-á,thô-á,桃仔,tho-a,tho-a,2,sitbut
thô-jîn,thô-jîn,桃仁,tho-jin,tho-jin,2,sitbut
lí-á,lí-á,李仔,li-a,li-a,2,sitbut
suann-lâi,soaⁿ-lâi,山梨,suann-lai,soaⁿ-lai,2,sitbut
tsiáu-lâi,chiáu-lâi,鳥梨,tsiau-lai,chiau-lai,2,sitbut
tsuí-lâi,chúi-lâi,水梨,tsui-lai,chui-lai,2,sitbut
lâi-á,lâi-á,梨仔,lai-a,lai-a,2,sitbut
tiû-tshun-hue,tiû-chhun-hoe,綢春花,tiu-tshun-hue,tiu-chhun-hoe,3,sitbut
tuā-kim-ing,tōa-kim-eng,大金英,tua-kim-ing,toa-kim-eng,3,sitbut
kim-ing,kim-eng,金英,kim-ing,kim-eng,2,sitbut
sió-kim-ing,sió-kim-eng,小金英,sio-kim-ing,sio-kim-eng,3,sitbut
hóo-m̂-tshì,hó͘-m̂-chhì,虎梅刺,hoo-m-tshi,ho͘-m-chhi,3,sitbut
iâm-pô,iâm-pô,鹽婆,iam-po,iam-po,2,sitbut
tshì-muî,chhì-mûi,蕀梅,tshi-mui,chhi-mui,2,sitbut
hâ-phî-lâm,hâ-phî-lâm,夏皮楠,ha-phi-lam,ha-phi-lam,3,sitbut
kue-bú-tsu,koe-bú-chu,鷄母珠,kue-bu-tsu,koe-bu-chu,3,sitbut
kue-bú-tsú,koe-bú-chú,鷄母子,kue-bu-tsu,koe-bu-chu,3,sitbut
âng-tsu-bo̍k,âng-chu-bo̍k,紅珠木,ang-tsu-bok,ang-chu-bok,3,sitbut
siunn-si-á,siuⁿ-si-á,相思仔,siunn-si-a,siuⁿ-si-a,3,sitbut
hiong-si-siū,hiong-si-siū,相思樹,hiong-si-siu,hiong-si-siu,3,sitbut
kim-ha̍p-huan,kim-ha̍p-hoan,金合歡,kim-hap-huan,kim-hap-hoan,3,sitbut
gû-kak-hue,gû-kak-hoe,牛角花,gu-kak-hue,gu-kak-hoe,3,sitbut
tshì-kiû-hue,chhì-kiû-hoe,刺毬花,tshi-kiu-hue,chhi-kiu-hoe,3,sitbut
huan-tshì-á,hoan-chhì-á,蕃刺仔,huan-tshi-a,hoan-chhi-a,3,sitbut
iûnn-kang-tshì,iûⁿ-kang-chhì,羊牨刺,iunn-kang-tshi,iuⁿ-kang-chhi,3,sitbut
huan-pô-tshiū,hoan-pô-chhiū,蕃婆樹,huan-po-tshiu,hoan-po-chhiu,3,sitbut
pe̍h-kî-tshun,pe̍h-kî-chhun,白其春,peh-ki-tshun,peh-ki-chhun,3,sitbut
suann-thôo-tāu,soaⁿ-thô͘-tāu,山土豆,suann-thoo-tau,soaⁿ-tho͘-tau,3,sitbut
sîn-si̍t-tsháu,sîn-si̍t-chháu,蠅翼草,sin-sit-tshau,sin-sit-chhau,3,sitbut
thôo-tāu-kū,thô͘-tāu-kū,土豆舅,thoo-tau-ku,tho͘-tau-ku,3,sitbut
thôo-tāu,thô͘-tāu,土豆,thoo-tau,tho͘-tau,2,sitbut
kau-tîn,kau-tîn,鉤藤,kau-tin,kau-tin,2,sitbut
kiok-hue-bo̍k,kiok-hoe-bo̍k,菊花木,kiok-hue-bok,kiok-hoe-bok,3,sitbut
tah-bah-tshì,tah-bah-chhì,搭肉刺,tah-bah-tshi,tah-bah-chhi,3,sitbut
ing-hio̍h-tshì,eng-hio̍h-chhì,鷹葉刺,ing-hioh-tshi,eng-hioh-chhi,3,sitbut
n̂g-ôo-ia̍p,n̂g-ô͘-ia̍p,黃蝴蝶,ng-oo-iap,ng-o͘-iap,3,sitbut
tsang-bo̍k,chang-bo̍k,稯木,tsang-bok,chang-bok,2,sitbut
soo-bo̍k,so͘-bo̍k,蘇木,soo-bok,so͘-bok,2,sitbut
