tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
tshiū-tāu,chhiū-tāu,樹豆,tshiu-tau,chhiu-tau,2,sitbut
tshài-to-tāu,chhài-to-tāu,菜刀豆,tshai-to-tau,chhai-to-tau,3,sitbut
kuan-to-tāu,koan-to-tāu,關刀豆,kuan-to-tau,koan-to-tau,3,sitbut
iûnn-kak-tāu,iûⁿ-kak-tāu,羊角豆,iunn-kak-tau,iuⁿ-kak-tau,3,sitbut
iûnn-tāu,iûⁿ-tāu,羊豆,iunn-tau,iuⁿ-tau,2,sitbut
pe̍h-bé-sái,pe̍h-bé-sái,白馬屎,peh-be-sai,peh-be-sai,3,sitbut
gōng-gōng-tsháu,gōng-gōng-chháu,戇戇草,gong-gong-tshau,gong-gong-chhau,3,sitbut
bō-á-tsháu,bō-á-chháu,磨仔草,bo-a-tshau,bo-a-chhau,3,sitbut
tāi-hî-lân,tāi-hî-lân,𩻸魚鱗,tai-hi-lan,tai-hi-lan,3,sitbut
bé-tê-kim,bé-tê-kim,馬蹄金,be-te-kim,be-te-kim,3,sitbut
tsu-á-tsháu,chu-á-chháu,珠仔草,tsu-a-tshau,chu-a-chhau,3,sitbut
pián-thiok,pián-thiok,萹蓄,pian-thiok,pian-thiok,2,sitbut
hôo-sîn-si̍t,hô͘-sîn-si̍t,蝴蠅翼,hoo-sin-sit,ho͘-sin-sit,3,sitbut
sann-hī-tsháu,saⁿ-hī-chháu,三耳草,sann-hi-tshau,saⁿ-hi-chhau,3,sitbut
sù-kuì-tshun,sù-kùi-chhun,四季春,su-kui-tshun,su-kui-chhun,3,sitbut
lîng-tsi̍h-hông,lêng-chi̍h-hông,龍舌黃,ling-tsih-hong,leng-chih-hong,3,sitbut
ngôo-bî-tāu,ngô͘-bî-tāu,蛾眉豆,ngoo-bi-tau,ngo͘-bi-tau,3,sitbut
tsiáu-á-tāu,chiáu-á-tāu,鳥仔豆,tsiau-a-tau,chiau-a-tau,3,sitbut
pe̍h-bah-tāu,pe̍h-bah-tāu,白肉豆,peh-bah-tau,peh-bah-tau,3,sitbut
bah-tāu,bah-tāu,肉豆,bah-tau,bah-tau,2,sitbut
ah-kiān-tîn,ah-kiān-tîn,鴨腱藤,ah-kian-tin,ah-kian-tin,3,sitbut
tshì-tông,chhì-tông,刺桐,tshi-tong,chhi-tong,2,sitbut
tshàu-khang-á,chhàu-khang-á,臭空仔,tshau-khang-a,chhau-khang-a,3,sitbut
tshian-kun-puih,chhian-kun-puih,千斤拔,tshian-kun-puih,chhian-kun-puih,3,sitbut
kue-kak-kong,koe-kak-kong,鷄鵤公,kue-kak-kong,koe-kak-kong,3,sitbut
tshinn-phê-tāu,chhiⁿ-phê-tāu,青皮豆,tshinn-phe-tau,chhiⁿ-phe-tau,3,sitbut
pe̍h-tāu,pe̍h-tāu,白豆,peh-tau,peh-tau,2,sitbut
oo-tāu,o͘-tāu,烏豆,oo-tau,o͘-tau,2,sitbut
huan-tshinn,hoan-chhiⁿ,蕃菁,huan-tshinn,hoan-chhiⁿ,2,sitbut
tuā-tshinn,tōa-chhiⁿ,大菁,tua-tshinn,toa-chhiⁿ,2,sitbut
pún-tshinn,pún-chhiⁿ,本菁,pun-tshinn,pun-chhiⁿ,2,sitbut
sió-tshinn,sió-chhiⁿ,小菁,sio-tshinn,sio-chhiⁿ,2,sitbut
tshian-lí-kong,chhian-lí-kong,千里光,tshian-li-kong,chhian-li-kong,3,sitbut
kuah-tîn,koah-tîn,葛藤,kuah-tin,koah-tin,2,sitbut
kuè-suann-lîng,kòe-soaⁿ-lêng,過山龍,kue-suann-ling,koe-soaⁿ-leng,3,sitbut
lōo-tîn,lō͘-tîn,蕗藤,loo-tin,lo͘-tin,2,sitbut
hî-tîn,hî-tîn,魚藤,hi-tin,hi-tin,2,sitbut
hóo-jiáu-tāu,hó͘-jiáu-tāu,虎爪豆,hoo-jiau-tau,ho͘-jiau-tau,3,sitbut
hu-kuì-tāu,hu-kùi-tāu,富貴豆,hu-kui-tau,hu-kui-tau,3,sitbut
huih-tîn,huih-tîn,血藤,huih-tin,huih-tin,2,sitbut
kuah-tsû,koah-chû,葛薯,kuah-tsu,koah-chu,2,sitbut
han-tsû,han-chû,蕃薯,han-tsu,han-chu,2,sitbut
hông-tè-tāu,hông-tè-tāu,皇帝豆,hong-te-tau,hong-te-tau,3,sitbut
bí-tāu,bí-tāu,米豆,bi-tau,bi-tau,2,sitbut
li̍k-tāu,le̍k-tāu,綠豆,lik-tau,lek-tau,2,sitbut
tshài-tāu,chhài-tāu,菜豆,tshai-tau,chhai-tau,2,sitbut
huan-á-tāu,hoan-á-tāu,蕃仔豆,huan-a-tau,hoan-a-tau,3,sitbut
ho-lin-tāu,ho-lin-tāu,荷蘭豆,ho-lin-tau,ho-lin-tau,3,sitbut
kim-ku-tshiū,kim-ku-chhiū,金龜樹,kim-ku-tshiu,kim-ku-chhiu,3,sitbut
oo-kue-kut,o͘-koe-kut,烏鷄骨,oo-kue-kut,o͘-koe-kut,3,sitbut
ām-sê-tāu,ām-sê-tāu,頷垂豆,am-se-tau,am-se-tau,3,sitbut
kue-bâi,koe-bâi,雞眉,kue-bai,koe-bai,2,sitbut
tāu-tshài,tāu-chhài,豆菜,tau-tshai,tau-chhai,2,sitbut
tsú-tuânn,chú-tôaⁿ,紫檀,tsu-tuann,chu-toaⁿ,2,sitbut
kuah-tîn-tsháu,koah-tîn-chháu,葛藤草,kuah-tin-tshau,koah-tin-chhau,3,sitbut
kan-kuah,kan-koah,乾葛,kan-kuah,kan-koah,2,sitbut
suann-bah-tāu,soaⁿ-bah-tāu,山肉豆,suann-bah-tau,soaⁿ-bah-tau,3,sitbut
suann-tshinn,soaⁿ-chhiⁿ,山菁,suann-tshinn,soaⁿ-chhiⁿ,2,sitbut
bé-khí-tāu,bé-khí-tāu,馬齒豆,be-khi-tau,be-khi-tau,3,sitbut
tshâm-tāu,chhâm-tāu,蠶豆,tsham-tau,chham-tau,2,sitbut
iûnn-muî-thô,iûⁿ-mûi-thô,楊梅桃,iunn-mui-tho,iuⁿ-mui-tho,3,sitbut
sió-lé-hue,sió-lé-hoe,小禮花,sio-le-hue,sio-le-hoe,3,sitbut
iâm-sng-tsháu,iâm-sng-chháu,鹽酸草,iam-sng-tshau,iam-sng-chhau,3,sitbut
suann-iâm-sng,soaⁿ-iâm-sng,山鹽酸,suann-iam-sng,soaⁿ-iam-sng,3,sitbut
pe̍h-tsi̍t-lê,pe̍h-chi̍t-lê,白蒺藜,peh-tsit-le,peh-chit-le,3,sitbut
tsi̍t-lê,chi̍t-lê,蒺藜,tsit-le,chit-le,2,sitbut
sann-kha-hóo,saⁿ-kha-hó͘,三脚虎,sann-kha-hoo,saⁿ-kha-ho͘,3,sitbut
sann-kha-ting,saⁿ-kha-teng,三脚丁,sann-kha-ting,saⁿ-kha-teng,3,sitbut
oo-kam-á,o͘-kam-á,烏柑仔,oo-kam-a,o͘-kam-a,3,sitbut
n̂g-kun,n̂g-kun,黃根,ng-kun,ng-kun,2,sitbut
tuā-thè-hông,tōa-thè-hông,大退癀,tua-the-hong,toa-the-hong,3,sitbut
hiunn-kam,hiuⁿ-kam,香柑,hiunn-kam,hiuⁿ-kam,2,sitbut
guân-siau-kam,goân-siau-kam,元宵柑,guan-siau-kam,goan-siau-kam,3,sitbut
liân-siau-kam,liân-siau-kam,年宵柑,lian-siau-kam,lian-siau-kam,3,sitbut
hóo-thâu-kam,hó͘-thâu-kam,虎頭柑,hoo-thau-kam,ho͘-thau-kam,3,sitbut
táu-iū,táu-iū,斗柚,tau-iu,tau-iu,2,sitbut
iū-á,iū-á,柚仔,iu-a,iu-a,2,sitbut
tuā-táu-iū,tōa-táu-iū,大斗柚,tua-tau-iu,toa-tau-iu,3,sitbut
bān-iū,bān-iū,晚柚,ban-iu,ban-iu,2,sitbut
bûn-tàn,bûn-tàn,文旦,bun-tan,bun-tan,2,sitbut
pe̍h-bah-iū,pe̍h-bah-iū,白肉柚,peh-bah-iu,peh-bah-iu,3,sitbut
bit-iū,bit-iū,蜜柚,bit-iu,bit-iu,2,sitbut
suann-tang-iū,soaⁿ-tang-iū,山東柚,suann-tang-iu,soaⁿ-tang-iu,3,sitbut
tsio̍h-thâu-iū,chio̍h-thâu-iū,石頭柚,tsioh-thau-iu,chioh-thau-iu,3,sitbut
tsá-iū,chá-iū,早柚,tsa-iu,cha-iu,2,sitbut
pe̍h-hio̍h-iū,pe̍h-hio̍h-iū,白葉柚,peh-hioh-iu,peh-hioh-iu,3,sitbut
oo-hio̍h-iū,o͘-hio̍h-iū,烏葉柚,oo-hioh-iu,o͘-hioh-iu,3,sitbut
kuâinn-tshiûnn-iū,koâiⁿ-chhiûⁿ-iū,高墻柚,kuainn-tshiunn-iu,koaiⁿ-chhiuⁿ-iu,3,sitbut
tiong-iū,tiong-iū,中柚,tiong-iu,tiong-iu,2,sitbut
hiong-iân,hiong-iân,香櫞,hiong-ian,hiong-ian,2,sitbut
hiunn-înn,hiuⁿ-îⁿ,香圓,hiunn-inn,hiuⁿ-iⁿ,2,sitbut
hiunn-iū,hiuⁿ-iū,香柚,hiunn-iu,hiuⁿ-iu,2,sitbut
hu̍t-siú,hu̍t-siú,佛手,hut-siu,hut-siu,2,sitbut
tsài-sing-kiat,chài-seng-kiat,再生橘,tsai-sing-kiat,chai-seng-kiat,3,sitbut
sù-kuì-kiat,sù-kùi-kiat,四季橘,su-kui-kiat,su-kui-kiat,3,sitbut
huan-kam,hoan-kam,蕃柑,huan-kam,hoan-kam,2,sitbut
kong-sun-kiat,kong-sun-kiat,公孫橘,kong-sun-kiat,kong-sun-kiat,3,sitbut
sng-kiat,sng-kiat,酸橘,sng-kiat,sng-kiat,2,sitbut
tinn-kiat,tiⁿ-kiat,甜橘,tinn-kiat,tiⁿ-kiat,2,sitbut
seh-kam,seh-kam,雪柑,seh-kam,seh-kam,2,sitbut
tsuí-kam,chúi-kam,水柑,tsui-kam,chui-kam,2,sitbut
âng-kam,âng-kam,紅柑,ang-kam,ang-kam,2,sitbut
tháng-kam,tháng-kam,桶柑,thang-kam,thang-kam,2,sitbut
nî-kam,nî-kam,年柑,ni-kam,ni-kam,2,sitbut
hái-lâi-kam,hái-lâi-kam,海梨柑,hai-lai-kam,hai-lai-kam,3,sitbut
n̂g-phî,n̂g-phî,黃皮,ng-phi,ng-phi,2,sitbut
n̂g-kam,n̂g-kam,黃柑,ng-kam,ng-kam,2,sitbut
kè-suann-hiunn,kè-soaⁿ-hiuⁿ,過山香,ke-suann-hiunn,ke-soaⁿ-hiuⁿ,3,sitbut
tsha̍t-á-tshiū,chha̍t-á-chhiū,賊仔樹,tshat-a-tshiu,chhat-a-chhiu,3,sitbut
suann-tshat,soaⁿ-chhat,山漆,suann-tshat,soaⁿ-chhat,2,sitbut
suann-kuah-tshài,soaⁿ-koah-chhài,山葛菜,suann-kuah-tshai,soaⁿ-koah-chhai,3,sitbut
sann-pih-pí,saⁿ-pih-pí,三鼈比,sann-pih-pi,saⁿ-pih-pi,3,sitbut
tshì-tshang,chhì-chhang,刺葱,tshi-tshang,chhi-chhang,2,sitbut
âng-tsh-tshang,âng-chh-chhang,紅刺葱,ang-tsh-tshang,ang-chh-chhang,3,sitbut
jîn-tshì-tshang,jîn-chhì-chhang,仁刺葱,jin-tshi-tshang,jin-chhi-chhang,3,sitbut
tsiáu-ta̍h-tshì,chiáu-ta̍h-chhì,鳥踏刺,tsiau-tah-tshi,chiau-tah-chhi,3,sitbut
kóo-gua̍t-kun,kó͘-goa̍t-kun,古月根,koo-guat-kun,ko͘-goat-kun,3,sitbut
sang-bīn-tshì,sang-bīn-chhì,雙面刺,sang-bin-tshi,sang-bin-chhi,3,sitbut
hau-khak-tshì,hau-khak-chhì,鱟壳刺,hau-khak-tshi,hau-khak-chhi,3,sitbut
kim-kam,kim-kam,金柑,kim-kam,kim-kam,2,sitbut
tsio̍h-lîng-kū,chio̍h-lêng-kū,石柃舅,tsioh-ling-ku,chioh-leng-ku,3,sitbut
tshit-lí-hiong,chhit-lí-hiong,七星香,tshit-li-hiong,chhit-li-hiong,3,sitbut
tsio̍h-lîng,chio̍h-lêng,石柃,tsioh-ling,chioh-leng,2,sitbut
sip-lí-hiong,sip-lí-hiong,十里香,sip-li-hiong,sip-li-hiong,3,sitbut
tshàu-phû-iông,chhàu-phû-iông,臭芙蓉,tshau-phu-iong,chhau-phu-iong,3,sitbut
kann-ná,kaⁿ-ná,橄欖,kann-na,kaⁿ-na,2,sitbut
tshiū-lân,chhiū-lân,樹蘭,tshiu-lan,chhiu-lan,2,sitbut
tshiu-lân,chhiu-lân,秋蘭,tshiu-lan,chhiu-lan,2,sitbut
âng-tshâ,âng-chhâ,紅柴,ang-tsha,ang-chha,2,sitbut
khóo-līng,khó͘-lēng,苦楝,khoo-ling,kho͘-leng,2,sitbut
uán-tsì,oán-chì,遠志,uan-tsi,oan-chi,2,sitbut
juē-á-tsháu,jōe-á-chháu,蚋仔草,jue-a-tshau,joe-a-chhau,3,sitbut
thih-tiò-kuann,thih-tiò-koaⁿ,鐵釣竿,thih-tio-kuann,thih-tio-koaⁿ,3,sitbut
tê-si-hông,tê-si-hông,茶絲黃,te-si-hong,te-si-hong,3,sitbut
tông-tsi-tshiū,tông-chi-chhiū,桐子樹,tong-tsi-tshiu,tong-chi-chhiu,3,sitbut
iû-tông,iû-tông,油桐,iu-tong,iu-tong,2,sitbut
tông-tsí-tshiū,tông-chí-chhiū,桐子樹,tong-tsi-tshiu,tong-chi-chhiu,3,sitbut
koo-lí-tin,ko͘-lí-tin,枯里珍,koo-li-tin,ko͘-li-tin,3,sitbut
ka-tang,ka-tang,茄苳,ka-tang,ka-tang,2,sitbut
âng-sim-á,âng-sim-á,紅心仔,ang-sim-a,ang-sim-a,3,sitbut
âng-tsu,âng-chu,紅珠,ang-tsu,ang-chu,2,sitbut
tshit-ji̍t-n̄g,chhit-ji̍t-n̄g,七日暈,tshit-jit-ng,chhit-jit-ng,3,sitbut
âng-tsu-á,âng-chu-á,紅珠仔,ang-tsu-a,ang-chu-a,3,sitbut
âng-ì-á,âng-ì-á,紅薏仔,ang-i-a,ang-i-a,3,sitbut
pe̍h-á,pe̍h-á,白仔,peh-a,peh-a,2,sitbut
tōo-bi̍t-tshiū,tō͘-bi̍t-chhiū,杜蜜樹,too-bit-tshiu,to͘-bit-chhiu,3,sitbut
tshì-tōo-bi̍t,chhì-tō͘-bi̍t,刺杜蜜,tshi-too-bit,chhi-to͘-bit,3,sitbut
tshì-lâm,chhì-lâm,刺楠,tshi-lam,chhi-lam,2,sitbut
khī-kôo,khī-kô͘,柿糊,khi-koo,khi-ko͘,2,sitbut
pe̍h-hio̍h-ē,pe̍h-hio̍h-ē,白葉下,peh-hioh-e,peh-hioh-e,3,sitbut
hio̍h-ē-pe̍h,hio̍h-ē-pe̍h,葉下白,hioh-e-peh,hioh-e-peh,3,sitbut
pa-tau,pa-tau,巴豆,pa-tau,pa-tau,2,sitbut
kóng-á,kóng-á,廣仔,kong-a,kong-a,2,sitbut
bíng-tshiū,béng-chhiū,猛樹,bing-tshiu,beng-chhiu,2,sitbut
kòng-á,kòng-á,貢仔,kong-a,kong-a,2,sitbut
hóo-phê-lâm,hó͘-phê-lâm,虎皮楠,hoo-phe-lam,ho͘-phe-lam,3,sitbut
thih-sik-tshiū,thih-sek-chhiū,鐵色樹,thih-sik-tshiu,thih-sek-chhiu,3,sitbut
tāi-kah-tsháu,tāi-kah-chháu,大甲草,tai-kah-tshau,tai-kah-chhau,3,sitbut
pat-kuà-tsháu,pat-kòa-chháu,八卦草,pat-kua-tshau,pat-koa-chhau,3,sitbut
lin-á-tsháu,lin-á-chháu,乳仔草,lin-a-tshau,lin-a-chhau,3,sitbut
huan-á-tshì,hoan-á-chhì,蕃仔刺,huan-a-tshi,hoan-a-chhi,3,sitbut
gî-hoo-tuan,gî-ho͘-toan,宜呼端,gi-hoo-tuan,gi-ho͘-toan,3,sitbut
lik-san-ôo,lek-san-ô͘,綠珊瑚,lik-san-oo,lek-san-o͘,3,sitbut
thih-tshiū,thih-chhiū,鐵樹,thih-tshiu,thih-chhiu,2,sitbut
pián-thiok-tsháu,pián-thiok-chháu,萹蓄草,pian-thiok-tshau,pian-thiok-chhau,3,sitbut
lin-tsháu,lin-chháu,乳草,lin-tshau,lin-chhau,2,sitbut
huan-hûn-tsháu,hoan-hûn-chháu,翻魂草,huan-hun-tshau,hoan-hun-chhau,3,sitbut
âng-lin-tsháu,âng-lin-chháu,紅乳草,ang-lin-tshau,ang-lin-chhau,3,sitbut
pián-tsiong,pián-chiong,蝙章,pian-tsiong,pian-chiong,2,sitbut
thóo-tîm-hiunn,thó͘-tîm-hiuⁿ,土沈香,thoo-tim-hiunn,tho͘-tim-hiuⁿ,3,sitbut
tsuí-tsha̍t-á,chúi-chha̍t-á,水賊仔,tsui-tshat-a,chui-chhat-a,3,sitbut
pe̍h-tshiū-á,pe̍h-chhiū-á,白樹仔,peh-tshiu-a,peh-chhiu-a,3,sitbut
bīn-thâu-ké,bīn-thâu-ké,面頭菓,bin-thau-ke,bin-thau-ke,3,sitbut
tshiah-huih-á,chhiah-huih-á,赤血仔,tshiah-huih-a,chhiah-huih-a,3,sitbut
tuā-âng-sim,tōa-âng-sim,大紅心,tua-ang-sim,toa-ang-sim,3,sitbut
bîn-thâu-ké,bîn-thâu-ké,面頭菓,bin-thau-ke,bin-thau-ke,3,sitbut
bûn-thâu-ké,bûn-thâu-ké,文頭菓,bun-thau-ke,bun-thau-ke,3,sitbut
iû-tông-tshiū,iû-tông-chhiū,油桐樹,iu-tong-tshiu,iu-tong-chhiu,3,sitbut
tsuí-tshat,chúi-chhat,水漆,tsui-tshat,chui-chhat,2,sitbut
pa-tāu,pa-tāu,巴豆,pa-tau,pa-tau,2,sitbut
huih-tông,huih-tông,血桐,huih-tong,huih-tong,2,sitbut
ting-tông,teng-tông,橙桐,ting-tong,teng-tong,2,sitbut
ting-lân,teng-lân,橙欄,ting-lan,teng-lan,2,sitbut
pe̍h-pû-á,pe̍h-pû-á,白匏仔,peh-pu-a,peh-pu-a,3,sitbut
pe̍h-hio̍h-á,pe̍h-hio̍h-á,白葉仔,peh-hioh-a,peh-hioh-a,3,sitbut
pe̍h-pû,pe̍h-pû,白匏,peh-pu,peh-pu,2,sitbut
khī-kôo-bo̍k,khī-kô͘-bo̍k,柿糊木,khi-koo-bok,khi-ko͘-bok,3,sitbut
la̍k-liàm-á,la̍k-liàm-á,六棯仔,lak-liam-a,lak-liam-a,3,sitbut
lā-lí-á,lā-lí-á,嘮哩仔,la-li-a,la-li-a,3,sitbut
la̍k-kiám-á,la̍k-kiám-á,六檢仔,lak-kiam-a,lak-kiam-a,3,sitbut
kau-tîn,kau-tîn,鈎藤,kau-tin,kau-tin,2,sitbut
pùn-ki-tîn,pùn-ki-tîn,糞箕藤,pun-ki-tin,pun-ki-tin,3,sitbut
tshiū-tsû,chhiū-chû,樹薯,tshiu-tsu,chhiu-chu,2,sitbut
thâng-sái,thâng-sái,蟲屎,thang-sai,thang-sai,2,sitbut
iû-kam,iû-kam,油柑,iu-kam,iu-kam,2,sitbut
sió-huan-hûn,sió-hoan-hûn,小翻魂,sio-huan-hun,sio-hoan-hun,3,sitbut
hio̍h-ē-tsu,hio̍h-ē-chu,葉下珠,hioh-e-tsu,hioh-e-chu,3,sitbut
pi-muâ,pi-môa,蓖麻,pi-mua,pi-moa,2,sitbut
pi-muâ-á,pi-môa-á,蓖麻仔,pi-mua-a,pi-moa-a,3,sitbut
âng-pi-muâ,âng-pi-môa,紅蓖麻,ang-pi-mua,ang-pi-moa,3,sitbut
suann-khīng,soaⁿ-khēng,山柏,suann-khing,soaⁿ-kheng,2,sitbut
phànn-khīng,phàⁿ-khēng,冇柏,phann-khing,phaⁿ-kheng,2,sitbut
pe̍h-khing,pe̍h-kheng,白柏,peh-khing,peh-kheng,2,sitbut
khīng-á,khēng-á,柏仔,khing-a,kheng-a,2,sitbut
khīng-á-tshiū,khēng-á-chhiū,柏仔樹,khing-a-tshiu,kheng-a-chhiu,3,sitbut
tshī-tshang,chhī-chhang,市葱,tshi-tshang,chhi-chhang,2,sitbut
tsio̍h-liú,chio̍h-liú,石柳,tsioh-liu,chioh-liu,2,sitbut
suann-suāinn-á,soaⁿ-soāiⁿ-á,山檨仔,suann-suainn-a,soaⁿ-soaiⁿ-a,3,sitbut
suāinn-á,soāiⁿ-á,檨仔,suainn-a,soaiⁿ-a,2,sitbut
nuānn-sim-bo̍k,nōaⁿ-sim-bo̍k,爛心木,nuann-sim-bok,noaⁿ-sim-bok,3,sitbut
nuā-sim,nōa-sim,爛心,nua-sim,noa-sim,2,sitbut
suann-iâm-tshinn,soaⁿ-iâm-chhiⁿ,山鹽菁,suann-iam-tshinn,soaⁿ-iam-chhiⁿ,3,sitbut
poo-iâm-á,po͘-iâm-á,埔鹽仔,poo-iam-a,po͘-iam-a,3,sitbut
suann-poo-iâm,soaⁿ-po͘-iâm,山埔鹽,suann-poo-iam,soaⁿ-po͘-iam,3,sitbut
iâm-tang-hue,iâm-tang-hoe,鹽東花,iam-tang-hue,iam-tang-hoe,3,sitbut
poo-iâm,po͘-iâm,埔鹽,poo-iam,po͘-iam,2,sitbut
suann-tsha̍t-á,soaⁿ-chha̍t-á,山賊仔,suann-tshat-a,soaⁿ-chhat-a,3,sitbut
tshat,chhat,漆,tshat,chhat,1,sitbut
tshat-tshit-tshiū,chhat-chhit-chhiū,漆七樹,tshat-tshit-tshiu,chhat-chhit-chhiu,3,sitbut
ting-phing-á,teng-pheng-á,燈秤仔,ting-phing-a,teng-pheng-a,3,sitbut
bān-tiám-kim,bān-tiám-kim,萬點金,ban-tiam-kim,ban-tiam-kim,3,sitbut
ting-tshing-hue,teng-chheng-hoe,燈稱花,ting-tshing-hue,teng-chheng-hoe,3,sitbut
ting-phîng-hue,teng-phêng-hoe,燈秤花,ting-phing-hue,teng-pheng-hoe,3,sitbut
kôo-thu,kô͘-thu,糊樗,koo-thu,ko͘-thu,2,sitbut
khóo-thu,khó͘-thu,苦株,khoo-thu,kho͘-thu,2,sitbut
pe̍h-gûn,pe̍h-gûn,白銀,peh-gun,peh-gun,2,sitbut
bé-kháu-tshiū,bé-kháu-chhiū,馬口樹,be-khau-tshiu,be-khau-chhiu,3,sitbut
tsiáu-kiān-hue,chiáu-kiān-hoe,鳥腱花,tsiau-kian-hue,chiau-kian-hoe,3,sitbut
suann-hiunn-înn,soaⁿ-hiuⁿ-îⁿ,山香圓,suann-hiunn-inn,soaⁿ-hiuⁿ-iⁿ,3,sitbut
kue-jiû,koe-jiû,鷄柔,kue-jiu,koe-jiu,2,sitbut
tshinn-png,chhiⁿ-png,青楓,tshinn-png,chhiⁿ-png,2,sitbut
tsí-kiong,chí-kiong,止宮,tsi-kiong,chi-kiong,2,sitbut
tó-tuē-lîng,tó-tōe-lêng,倒地柃,to-tue-ling,to-toe-leng,3,sitbut
gîng-gíng,gêng-géng,龍眼,ging-ging,geng-geng,2,sitbut
khóo-līng-kang,khó͘-lēng-kang,苦楝江,khoo-ling-kang,kho͘-leng-kang,3,sitbut
khóo-līng-kū,khó͘-lēng-kū,苦楝舅,khoo-ling-ku,kho͘-leng-ku,3,sitbut
nāi-tsi,nāi-chi,荔枝,nai-tsi,nai-chi,2,sitbut
luân-tshiū,loân-chhiū,欒樹,luan-tshiu,loan-chhiu,2,sitbut
n̂g-ba̍k-tsí,n̂g-ba̍k-chí,黃目子,ng-bak-tsi,ng-bak-chi,3,sitbut
ba̍k-lô,ba̍k-lô,木羅,bak-lo,bak-lo,2,sitbut
ba̍k-lông-tshiū,ba̍k-lông-chhiū,木浪樹,bak-long-tshiu,bak-long-chhiu,3,sitbut
suann-ti-bah,soaⁿ-ti-bah,山猪肉,suann-ti-bah,soaⁿ-ti-bah,3,sitbut
suann-ti-kuann,soaⁿ-ti-koaⁿ,山猪肝,suann-ti-kuann,soaⁿ-ti-koaⁿ,3,sitbut
pit-lô-tsí,pit-lô-chí,筆羅子,pit-lo-tsi,pit-lo-chi,3,sitbut
li̍k-tsiunn,le̍k-chiuⁿ,綠樟,lik-tsiunn,lek-chiuⁿ,2,sitbut
tsńg-kah-hue,chńg-kah-hoe,指甲花,tsng-kah-hue,chng-kah-hoe,3,sitbut
oo-tshì-á,o͘-chhì-á,烏刺仔,oo-tshi-a,o͘-chhi-a,3,sitbut
oo-ba̍k-á,o͘-ba̍k-á,黑目仔,oo-bak-a,o͘-bak-a,3,sitbut
tháng-kau-tîn,tháng-kau-tîn,桶鈎藤,thang-kau-tin,thang-kau-tin,3,sitbut
gû-tsang-tshì,gû-chang-chhì,牛鬃刺,gu-tsang-tshi,gu-chang-chhi,3,sitbut
tsó-á,chó-á,棗仔,tso-a,cho-a,2,sitbut
âng-tsó,âng-chó,紅棗,ang-tso,ang-cho,2,sitbut
tuā-tsó,tōa-chó,大棗,tua-tso,toa-cho,2,sitbut
tuā-phû-tô,tōa-phû-tô,大葡萄,tua-phu-to,toa-phu-to,3,sitbut
suann-phû-tô,soaⁿ-phû-tô,山葡萄,suann-phu-to,soaⁿ-phu-to,3,sitbut
líng-pn̄g-tîn,léng-pn̄g-tîn,冷飯藤,ling-png-tin,leng-png-tin,3,sitbut
ngóo-jiáu-lîng,ngó͘-jiáu-lêng,五爪龍,ngoo-jiau-ling,ngo͘-jiau-leng,3,sitbut
ngóo-jiáu-jiông,ngó͘-jiáu-jiông,五爪絨,ngoo-jiau-jiong,ngo͘-jiau-jiong,3,sitbut
huan-pô-uan,hoan-pô-oan,蕃婆灣,huan-po-uan,hoan-po-oan,3,sitbut
huan-pô-uân,hoan-pô-oân,蕃婆怨,huan-po-uan,hoan-po-oan,3,sitbut
sann-kha-pih,saⁿ-kha-pih,三角鼈,sann-kha-pih,saⁿ-kha-pih,3,sitbut
phû-tô,phû-tô,葡萄,phu-to,phu-to,2,sitbut
kâu-huann-hí,kâu-hoaⁿ-hí,猴歡喜,kau-huann-hi,kau-hoaⁿ-hi,3,sitbut
tsû-tāu,chû-tāu,薯豆,tsu-tau,chu-tau,2,sitbut
tsû-táu,chû-táu,薯斗,tsu-tau,chu-tau,2,sitbut
n̂g-muâ,n̂g-môa,黃麻,ng-mua,ng-moa,2,sitbut
suann-muâ,soaⁿ-môa,山麻,suann-mua,soaⁿ-moa,2,sitbut
táu-lo̍k,táu-lo̍k,斗鹿,tau-lok,tau-lok,2,sitbut
io̍h-hóo,io̍h-hó͘,藥虎,ioh-hoo,ioh-ho͘,2,sitbut
sann-kha-puà,saⁿ-kha-pòa,三角破,sann-kha-pua,saⁿ-kha-poa,3,sitbut
bí-nâ-tsháu,bí-nâ-chháu,米籃草,bi-na-tshau,bi-na-chhau,3,sitbut
sù-bî-tsháu,sù-bî-chháu,絮薇草,su-bi-tshau,su-bi-chhau,3,sitbut
bō-á-tún,bō-á-tún,帽仔盾,bo-a-tun,bo-a-tun,3,sitbut
sù-bí-tsháu,sù-bí-chháu,四米草,su-bi-tshau,su-bi-chhau,3,sitbut
phoh-á-tsháu,phoh-á-chháu,朴仔草,phoh-a-tshau,phoh-a-chhau,3,sitbut
suann-phû-iông,soaⁿ-phû-iông,山芙蓉,suann-phu-iong,soaⁿ-phu-iong,3,sitbut
phû-iông,phû-iông,芙蓉,phu-iong,phu-iong,2,sitbut
hû-song-hue,hû-song-hoe,扶桑花,hu-song-hue,hu-song-hoe,3,sitbut
tuā-âng-hue,tōa-âng-hoe,大紅花,tua-ang-hue,toa-ang-hoe,3,sitbut
tsiú-gím-hue,chiú-gím-hoe,水錦花,tsiu-gim-hue,chiu-gim-hoe,3,sitbut
