tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
tài-hong-hiòng,tài-hong-hiòng,帶風向,tai-hong-hiong,tai-hong-hiong,3,taigitv
pian-iân-jîn,pian-iân-jîn,邊緣人,pian-ian-jin,pian-ian-jin,3,taigitv
ián-suàn-huat,ián-soàn-hoat,演算法,ian-suan-huat,ian-soan-hoat,3,taigitv
tê-bí-nn̄g,tê-bí-nn̄g,茶米卵,te-bi-nng,te-bi-nng,3,taigitv
thuànn-kha-jiah,thòaⁿ-kha-jiah,碳跤跡,thuann-kha-jiah,thoaⁿ-kha-jiah,3,taigitv
thuànn-kha-liah,thòaⁿ-kha-liah,碳跤跡,thuann-kha-liah,thoaⁿ-kha-liah,3,taigitv
tsè-hîng,chè-hêng,制衡,tse-hing,che-heng,2,taigitv
sng-that,sng-that,栓窒,sng-that,sng-that,2,taigitv
hueh-kak,hoeh-kak,血角,hueh-kak,hoeh-kak,2,taigitv
siu-hué,siu-hóe,收賄,siu-hue,siu-hoe,2,taigitv
tsò-suánn-kang,chò-sóaⁿ-kang,做散工,tso-suann-kang,cho-soaⁿ-kang,3,taigitv
tsuè-suánn-kang,chòe-sóaⁿ-kang,做散工,tsue-suann-kang,choe-soaⁿ-kang,3,taigitv
phāinn-á-kheh,phāiⁿ-á-kheh,揹仔客,phainn-a-kheh,phaiⁿ-a-kheh,3,taigitv
siā-thiok,siā-thiok,社畜,sia-thiok,sia-thiok,2,taigitv
pâng-tāi,pâng-tāi,房貸,pang-tai,pang-tai,2,taigitv
tshù-tāi,chhù-tāi,厝貸,tshu-tai,chhu-tai,2,taigitv
tshâ-kak-á,chhâ-kak-á,柴角仔,tsha-kak-a,chha-kak-a,3,taigitv
tsu-bê,chu-bê,書迷,tsu-be,chu-be,2,taigitv
thian-jiân-khì,thian-jiân-khì,天然氣,thian-jian-khi,thian-jian-khi,3,taigitv
thian-liân-khì,thian-liân-khì,天然氣,thian-lian-khi,thian-lian-khi,3,taigitv
i̍k-huà,e̍k-hòa,液化,ik-hua,ek-hoa,2,taigitv
tîng-tshing,têng-chheng,澄清,ting-tshing,teng-chheng,2,taigitv
khó-lân-king,khó-lân-keng,可蘭經,kho-lan-king,kho-lan-keng,3,taigitv
tāi-sài-kuán,tāi-sài-koán,大使館,tai-sai-kuan,tai-sai-koan,3,taigitv
sit-tì-tsìng,sit-tì-chèng,失智症,sit-ti-tsing,sit-ti-cheng,3,taigitv
i-su-lân,i-su-lân,伊斯蘭,i-su-lan,i-su-lan,3,taigitv
î-kang,î-kang,移工,i-kang,i-kang,2,taigitv
ping-hong-pō,peng-hong-pō,冰風暴,ping-hong-po,peng-hong-po,3,taigitv
sûn-iûnn-lām,sûn-iûⁿ-lām,巡洋艦,sun-iunn-lam,sun-iuⁿ-lam,3,taigitv
koh-ua̍h-tseh,koh-oa̍h-cheh,閣活節,koh-uah-tseh,koh-oah-cheh,3,taigitv
koh-ua̍h-tsueh,koh-oa̍h-choeh,閣活節,koh-uah-tsueh,koh-oah-choeh,3,taigitv
ho̍k-ua̍h-tseh,ho̍k-oa̍h-cheh,復活節,hok-uah-tseh,hok-oah-cheh,3,taigitv
ho̍k-ua̍h-tsueh,ho̍k-oa̍h-choeh,復活節,hok-uah-tsueh,hok-oah-choeh,3,taigitv
khang-sim-tsng,khang-sim-chng,空心磚,khang-sim-tsng,khang-sim-chng,3,taigitv
tiān-kì,tiān-kì,電鋸,tian-ki,tian-ki,2,taigitv
tiān-kù,tiān-kù,電鋸,tian-ku,tian-ku,2,taigitv
sià-lī-tsú,sià-lī-chú,舍利子,sia-li-tsu,sia-li-chu,3,taigitv
khue-pak-khik,khoe-pak-khek,魁北克,khue-pak-khik,khoe-pak-khek,3,taigitv
hat-bián,hat-bián,豁免,hat-bian,hat-bian,2,taigitv
phīnn-uī-kóng,phīⁿ-ūi-kóng,鼻胃管,phinn-ui-kong,phiⁿ-ui-kong,3,taigitv
ji̍p-siàu,ji̍p-siàu,入數,jip-siau,jip-siau,2,taigitv
li̍p-siàu,li̍p-siàu,入數,lip-siau,lip-siau,2,taigitv
lâng-hîm,lâng-hîm,人熊,lang-him,lang-him,2,taigitv
huì-huì,hùi-hùi,狒狒,hui-hui,hui-hui,2,taigitv
tshiong-hong-tshìng,chhiong-hong-chhèng,衝鋒銃,tshiong-hong-tshing,chhiong-hong-chheng,3,taigitv
àm-kik,àm-kek,暗擊,am-kik,am-kek,2,taigitv
àm-kik-tshiú,àm-kek-chhiú,暗擊手,am-kik-tshiu,am-kek-chhiu,3,taigitv
àm-kik-tshìng,àm-kek-chhèng,暗擊銃,am-kik-tshing,am-kek-chheng,3,taigitv
lāi-lián-tsha,lāi-lián-chha,內輪差,lai-lian-tsha,lai-lian-chha,3,taigitv
soo-sik-phiò,so͘-sek-phiò,搜索票,soo-sik-phio,so͘-sek-phio,3,taigitv
tìn-pō-tshìng,tìn-pō-chhèng,鎮暴銃,tin-po-tshing,tin-po-chheng,3,taigitv
bān-hun,bān-hun,慢分,ban-hun,ban-hun,2,taigitv
iô-kún-ga̍k,iô-kún-ga̍k,搖滾樂,io-kun-gak,io-kun-gak,3,taigitv
tsū-pì-tsìng,chū-pì-chèng,自閉症,tsu-pi-tsing,chu-pi-cheng,3,taigitv
tsuí-lâu-si,chúi-lâu-si,水流屍,tsui-lau-si,chui-lau-si,3,taigitv
jia̍t-khì-kiû,jia̍t-khì-kiû,熱氣球,jiat-khi-kiu,jiat-khi-kiu,3,taigitv
lia̍t-khì-kiû,lia̍t-khì-kiû,熱氣球,liat-khi-kiu,liat-khi-kiu,3,taigitv
pēnn-bué,pēⁿ-bóe,病尾,penn-bue,peⁿ-boe,2,taigitv
pēnn-bé,pēⁿ-bé,病尾,penn-be,peⁿ-be,2,taigitv
āu-uî-tsìng,āu-ûi-chèng,後遺症,au-ui-tsing,au-ui-cheng,3,taigitv
pan-tsi-hue,pan-chi-hoe,斑芝花,pan-tsi-hue,pan-chi-hoe,3,taigitv
bo̍k-mî-hue,bo̍k-mî-hoe,木棉花,bok-mi-hue,bok-mi-hoe,3,taigitv
khó-kóo-tê,khó-kó͘-tê,考古題,kho-koo-te,kho-ko͘-te,3,taigitv
khó-kóo,khó-kó͘,考古,kho-koo,kho-ko͘,2,taigitv
nn̄g-pe̍h-tsit,nn̄g-pe̍h-chit,卵白質,nng-peh-tsit,nng-peh-chit,3,taigitv
bá-tah,bá-tah,bá-tah,ba-tah,ba-tah,2,taigitv
khu-lì-mù,khu-lì-mù,khu-lì-mù,khu-li-mu,khu-li-mu,3,taigitv
hun-to-tsing,hun-to-cheng,芬多精,hun-to-tsing,hun-to-cheng,3,taigitv
siáu-káu-pēnn,siáu-káu-pēⁿ,痟狗病,siau-kau-penn,siau-kau-peⁿ,3,taigitv
siáu-káu-pīnn,siáu-káu-pīⁿ,痟狗病,siau-kau-pinn,siau-kau-piⁿ,3,taigitv
siáu-lo̍k-tsìng,siáu-lo̍k-chèng,痟鹿症,siau-lok-tsing,siau-lok-cheng,3,taigitv
siáu-gû-tsìng,siáu-gû-chèng,痟牛症,siau-gu-tsing,siau-gu-cheng,3,taigitv
ke-iú,ke-iú,街友,ke-iu,ke-iu,2,taigitv
kue-iú,koe-iú,街友,kue-iu,koe-iu,2,taigitv
thòo-hueh-ngôo,thò͘-hoeh-ngô͘,吐血鯃,thoo-hueh-ngoo,tho͘-hoeh-ngo͘,3,taigitv
thòo-huih-ngôo,thò͘-huih-ngô͘,吐血鯃,thoo-huih-ngoo,tho͘-huih-ngo͘,3,taigitv
lîm-pa,lîm-pa,淋巴,lim-pa,lim-pa,2,taigitv
kàn-sè-pau,kàn-sè-pau,幹細胞,kan-se-pau,kan-se-pau,3,taigitv
kàn-suè-pau,kàn-sòe-pau,幹細胞,kan-sue-pau,kan-soe-pau,3,taigitv
piān-lī-tah,piān-lī-tah,便利貼,pian-li-tah,pian-li-tah,3,taigitv
he-phî,he-phî,蝦皮,he-phi,he-phi,2,taigitv
bê-kheh-hā,bê-kheh-hā,迷客夏,be-kheh-ha,be-kheh-ha,3,taigitv
pôo-sio,pô͘-sio,蒲燒,poo-sio,po͘-sio,2,taigitv
khiā-khîm,khiā-khîm,徛琴,khia-khim,khia-khim,2,taigitv
hah-phuh,hah-phuh,徛琴,hah-phuh,hah-phuh,2,taigitv
pha-tiān-ku,pha-tiān-ku,拋電龜,pha-tian-ku,pha-tian-ku,3,taigitv
mài-khù,mài-khù,mài-khù,mai-khu,mai-khu,2,taigitv
to-pa-an,to-pa-an,多巴胺,to-pa-an,to-pa-an,3,taigitv
sù-ho̍k-khì,sù-ho̍k-khì,伺服器,su-hok-khi,su-hok-khi,3,taigitv
tshu-pang,chhu-pang,趨枋,tshu-pang,chhu-pang,2,taigitv
khí-pho-phìnn,khí-pho-phìⁿ,起泡片,khi-pho-phinn,khi-pho-phiⁿ,3,taigitv
phín-sè,phín-sè,品勢,phin-se,phin-se,2,taigitv
iā-kng-hún,iā-kng-hún,夜光粉,ia-kng-hun,ia-kng-hun,3,taigitv
thò-suī-tsìng,thò-sūi-chèng,妥瑞症,tho-sui-tsing,tho-sui-cheng,3,taigitv
tiān-tsú-phue,tiān-chú-phoe,電子批,tian-tsu-phue,tian-chu-phoe,3,taigitv
tiān-tsú-phe,tiān-chú-phe,電子批,tian-tsu-phe,tian-chu-phe,3,taigitv
lâu-uē,lâu-ōe,留話,lau-ue,lau-oe,2,taigitv
khai-káng-sik,khai-káng-sek,開講室,khai-kang-sik,khai-kang-sek,3,taigitv
thâu-ia̍h,thâu-ia̍h,頭頁,thau-iah,thau-iah,2,taigitv
phoo-bûn,pho͘-bûn,鋪文,phoo-bun,pho͘-bun,2,taigitv
tsūn-nn̄g,chūn-nn̄g,捘卵,tsun-nng,chun-nng,2,taigitv
iâ-kó,iâ-kó,椰果,ia-ko,ia-ko,2,taigitv
pòo-ting,pò͘-teng,布丁,poo-ting,po͘-teng,2,taigitv
sio̍k-pháng-kauh,sio̍k-pháng-kauh,俗麭𩛩,siok-phang-kauh,siok-phang-kauh,3,taigitv
sio̍k-pháng,sio̍k-pháng,俗麭,siok-phang,siok-phang,2,taigitv
hām-bah-kah,hām-bah-kah,和肉佮,ham-bah-kah,ham-bah-kah,3,taigitv
ke-bah-tè,ke-bah-tè,雞肉塊,ke-bah-te,ke-bah-te,3,taigitv
kue-bah-tè,koe-bah-tè,雞肉塊,kue-bah-te,koe-bah-te,3,taigitv
tshiú-tshi̍k-pue,chhiú-chhe̍k-poe,手摵杯,tshiu-tshik-pue,chhiu-chhek-poe,3,taigitv
tshiú-tshi̍k-tê,chhiú-chhe̍k-tê,手摵茶,tshiu-tshik-te,chhiu-chhek-te,3,taigitv
tsia̍h-kah-pá,chia̍h-kah-pá,食甲飽,tsiah-kah-pa,chiah-kah-pa,3,taigitv
phóo-ní-tê,phó͘-ní-tê,普洱茶,phoo-ni-te,pho͘-ni-te,3,taigitv
tshàu-phú-tê,chhàu-phú-tê,臭殕茶,tshau-phu-te,chhau-phu-te,3,taigitv
iû-ngôo,iû-ngô͘,油鯃,iu-ngoo,iu-ngo͘,2,taigitv
hóo-king,hó͘-keng,虎鯨,hoo-king,ho͘-keng,2,taigitv
huan-be̍h-ki,hoan-be̍h-ki,番麥枝,huan-beh-ki,hoan-beh-ki,3,taigitv
gân-tì,gân-tì,顏智,gan-ti,gan-ti,2,taigitv
kam-tī,kam-tī,甘地,kam-ti,kam-ti,2,taigitv
bûn-pan,bûn-pan,紋斑,bun-pan,bun-pan,2,taigitv
tsiok-sū-ga̍k,chiok-sū-ga̍k,爵士樂,tsiok-su-gak,chiok-su-gak,3,taigitv
jiah-sū-ga̍k,jiah-sū-ga̍k,jazz樂,jiah-su-gak,jiah-su-gak,3,taigitv
liân-pau-thâu,liân-pau-thâu,蓮苞頭,lian-pau-thau,lian-pau-thau,3,taigitv
siáu-uah,siáu-oah,siáu-uah,siau-uah,siau-oah,2,taigitv
khuà-lân,khòa-lân,跨欄,khua-lan,khoa-lan,2,taigitv
sing-sîng-sik,seng-sêng-sek,生成式,sing-sing-sik,seng-seng-sek,3,taigitv
tī-hông-tî,tī-hông-tî,滯洪池,ti-hong-ti,ti-hong-ti,3,taigitv
ok-tē,ok-tē,惡地,ok-te,ok-te,2,taigitv
toh-iû,toh-iû,桌遊,toh-iu,toh-iu,2,taigitv
lāng-tsi̍h,lāng-chi̍h,弄舌,lang-tsih,lang-chih,2,taigitv
puânn-tsi̍h,pôaⁿ-chi̍h,盤舌,puann-tsih,poaⁿ-chih,2,taigitv
huàn-tsiu,hoàn-chiu,泛舟,huan-tsiu,hoan-chiu,2,taigitv
ut-siah-pit,ut-siah-pit,熨錫筆,ut-siah-pit,ut-siah-pit,3,taigitv
liâm-siah-pit,liâm-siah-pit,黏錫筆,liam-siah-pit,liam-siah-pit,3,taigitv
phiah-tì-sik,phiah-tì-sek,僻智識,phiah-ti-sik,phiah-ti-sek,3,taigitv
bé-khòng,bé-khòng,bé-khòng,be-khong,be-khong,2,taigitv
ma-khá-lóng,ma-khá-lóng,馬卡龍,ma-kha-long,ma-kha-long,3,taigitv
lôo-hî,lô͘-hî,鱸魚,loo-hi,lo͘-hi,2,taigitv
lôo-hû,lô͘-hû,鱸魚,loo-hu,lo͘-hu,2,taigitv
tāu-ke,tāu-ke,豆雞,tau-ke,tau-ke,2,taigitv
tāu-kue,tāu-koe,豆雞,tau-kue,tau-koe,2,taigitv
phang-liāu,phang-liāu,芳料,phang-liau,phang-liau,2,taigitv
oo-hôo-tsio,o͘-hô͘-chio,烏胡椒,oo-hoo-tsio,o͘-ho͘-chio,3,taigitv
tuā-kut,tōa-kut,大骨,tua-kut,toa-kut,2,taigitv
thih-nn̄g,thih-nn̄g,鐵卵,thih-nng,thih-nng,2,taigitv
ke-kha,ke-kha,雞跤,ke-kha,ke-kha,2,taigitv
kue-kha,koe-kha,雞跤,kue-kha,koe-kha,2,taigitv
ke-kiān,ke-kiān,雞胘,ke-kian,ke-kian,2,taigitv
kue-kiān,koe-kiān,雞胘,kue-kian,koe-kian,2,taigitv
tuā-kut-thng,tōa-kut-thng,大骨湯,tua-kut-thng,toa-kut-thng,3,taigitv
gû-kiàn-tsí,gû-kiàn-chí,牛腱子,gu-kian-tsi,gu-kian-chi,3,taigitv
hún-tshiâng,hún-chhiâng,粉腸,hun-tshiang,hun-chhiang,2,taigitv
hún-tn̂g,hún-tn̂g,粉腸,hun-tng,hun-tng,2,taigitv
hún-kuann,hún-koaⁿ,粉肝,hun-kuann,hun-koaⁿ,2,taigitv
tn̄g-si̍t,tn̄g-si̍t,斷食,tng-sit,tng-sit,2,taigitv
soo-iû,so͘-iû,酥油,soo-iu,so͘-iu,2,taigitv
jio̍k-kuì,jio̍k-kùi,肉桂,jiok-kui,jiok-kui,2,taigitv
lio̍k-kuì,lio̍k-kùi,肉桂,liok-kui,liok-kui,2,taigitv
kiat-á,kiat-á,桔仔,kiat-a,kiat-a,2,taigitv
kim-tsó,kim-chó,金棗,kim-tso,kim-cho,2,taigitv
tsó-á,chó-á,棗仔,tso-a,cho-a,2,taigitv
tāu-hū-mī,tāu-hū-mī,豆腐麵,tau-hu-mi,tau-hu-mi,3,taigitv
tsian-piánn,chian-piáⁿ,煎餅,tsian-piann,chian-piaⁿ,2,taigitv
tshì-sù,chhì-sù,tshì-sù,tshi-su,chhi-su,2,taigitv
tshì-sìr,chhì-sìr,tshì-sìr,tshi-sir,chhi-sir,2,taigitv
ka-lí,ka-lí,咖哩,ka-li,ka-li,2,taigitv
buah-sî,boah-sî,抹匙,buah-si,boah-si,2,taigitv
kó-tsiap-ki,kó-chiap-ki,果汁機,ko-tsiap-ki,ko-chiap-ki,3,taigitv
jia̍t-liōng,jia̍t-liōng,熱量,jiat-liong,jiat-liong,2,taigitv
lia̍t-liōng,lia̍t-liōng,熱量,liat-liong,liat-liong,2,taigitv
tsi-hong,chi-hong,脂肪,tsi-hong,chi-hong,2,taigitv
thn̂g-luī,thn̂g-lūi,醣類,thng-lui,thng-lui,2,taigitv
nà-hâm-liōng,nà-hâm-liōng,鈉含量,na-ham-liong,na-ham-liong,3,taigitv
hu-tsit,hu-chit,麩質,hu-tsit,hu-chit,2,taigitv
ia̍p-hông-sòo,ia̍p-hông-sò͘,葉黃素,iap-hong-soo,iap-hong-so͘,3,taigitv
hīng-jîn-tàng,hēng-jîn-tàng,杏仁凍,hing-jin-tang,heng-jin-tang,3,taigitv
hīng-lîn-tàng,hēng-lîn-tàng,杏仁凍,hing-lin-tang,heng-lin-tang,3,taigitv
hīng-jîn-hún,hēng-jîn-hún,杏仁粉,hing-jin-hun,heng-jin-hun,3,taigitv
hīng-lîn-hún,hēng-lîn-hún,杏仁粉,hing-lin-hun,heng-lin-hun,3,taigitv
bé-hue-tsìnn,bé-hoe-chìⁿ,馬花糋,be-hue-tsinn,be-hoe-chiⁿ,3,taigitv
peh-kak,peh-kak,八角,peh-kak,peh-kak,2,taigitv
pueh-kak,poeh-kak,八角,pueh-kak,poeh-kak,2,taigitv
hiānn,hiāⁿ,艾,hiann,hiaⁿ,1,taigitv
kueh-niau,koeh-niau,蕨貓,kueh-niau,koeh-niau,2,taigitv
keh-niau,keh-niau,蕨貓,keh-niau,keh-niau,2,taigitv
koo-luī-mī,ko͘-lūi-mī,菇類麵,koo-lui-mi,ko͘-lui-mi,3,taigitv
koo-luī-thng,ko͘-lūi-thng,菇類湯,koo-lui-thng,ko͘-lui-thng,3,taigitv
koo-luī-tsiùnn,ko͘-lūi-chiùⁿ,菇類醬,koo-lui-tsiunn,ko͘-lui-chiuⁿ,3,taigitv
ké-á,ké-á,粿仔,ke-a,ke-a,2,taigitv
ka-pi-in,ka-pi-in,咖啡因,ka-pi-in,ka-pi-in,3,taigitv
huê-tshiong,hôe-chhiong,回沖,hue-tshiong,hoe-chhiong,2,taigitv
hê-tshiong,hê-chhiong,回沖,he-tshiong,he-chhiong,2,taigitv
kim-suan-tê,kim-soan-tê,金萱茶,kim-suan-te,kim-soan-te,3,taigitv
jī-tshit-á,jī-chhit-á,二七仔,ji-tshit-a,ji-chhit-a,3,taigitv
lī-tshit-á,lī-chhit-á,二七仔,li-tshit-a,li-chhit-a,3,taigitv
thih-kuan-im,thih-koan-im,鐵觀音,thih-kuan-im,thih-koan-im,3,taigitv
khoo-khóo-ah,kho͘-khó͘-ah,可可仔,khoo-khoo-ah,kho͘-kho͘-ah,3,taigitv
âng-tsiùnn,âng-chiùⁿ,紅醬,ang-tsiunn,ang-chiuⁿ,2,taigitv
tshenn-tsiùnn,chheⁿ-chiùⁿ,青醬,tshenn-tsiunn,chheⁿ-chiuⁿ,2,taigitv
tshinn-tsiùnn,chhiⁿ-chiùⁿ,青醬,tshinn-tsiunn,chhiⁿ-chiuⁿ,2,taigitv
kiâm-soo-ke,kiâm-so͘-ke,鹹酥雞,kiam-soo-ke,kiam-so͘-ke,3,taigitv
kiâm-soo-kue,kiâm-so͘-koe,鹹酥雞,kiam-soo-kue,kiam-so͘-koe,3,taigitv
hang-puē,hang-pōe,烘焙,hang-pue,hang-poe,2,taigitv
hang-pē,hang-pē,烘焙,hang-pe,hang-pe,2,taigitv
kué-tsí-kuann,kóe-chí-koaⁿ,果子乾,kue-tsi-kuann,koe-chi-koaⁿ,3,taigitv
ké-tsí-kuann,ké-chí-koaⁿ,果子乾,ke-tsi-kuann,ke-chi-koaⁿ,3,taigitv
sòo-bah,sò͘-bah,素肉,soo-bah,so͘-bah,2,taigitv
tsuân-be̍h,choân-be̍h,全麥,tsuan-beh,choan-beh,2,taigitv
tshue-pn̄g,chhoe-pn̄g,炊飯,tshue-png,chhoe-png,2,taigitv
tshe-pn̄g,chhe-pn̄g,炊飯,tshe-png,chhe-png,2,taigitv
kó-ka,kó-ka,果膠,ko-ka,ko-ka,2,taigitv
sik-sòo,sek-sò͘,色素,sik-soo,sek-so͘,2,taigitv
soo-phuê,so͘-phôe,酥皮,soo-phue,so͘-phoe,2,taigitv
soo-phê,so͘-phê,酥皮,soo-phe,so͘-phe,2,taigitv
tīng-jîn,tēng-jîn,𠕇仁,ting-jin,teng-jin,2,taigitv
tīng-lîn,tēng-lîn,𠕇仁,ting-lin,teng-lin,2,taigitv
io-kó,io-kó,腰果,io-ko,io-ko,2,taigitv
oo-be̍h,o͘-be̍h,烏麥,oo-beh,o͘-beh,2,taigitv
tāu-pau,tāu-pau,豆包,tau-pau,tau-pau,2,taigitv
ma-sá-lah,ma-sá-lah,ma-sá-lah,ma-sa-lah,ma-sa-lah,3,taigitv
tiâu-bī-liāu,tiâu-bī-liāu,調味料,tiau-bi-liau,tiau-bi-liau,3,taigitv
ko-tah,ko-tah,鍋貼,ko-tah,ko-tah,2,taigitv
hué-liông-kó,hóe-liông-kó,火龍果,hue-liong-ko,hoe-liong-ko,3,taigitv
hé-lîng-kó,hé-lêng-kó,火龍果,he-ling-ko,he-leng-ko,3,taigitv
nâ-m̂,nâ-m̂,藍莓,na-m,na-m,2,taigitv
ha-bi̍t-kue,ha-bi̍t-koe,哈密瓜,ha-bit-kue,ha-bit-koe,3,taigitv
bāng-á-kue,bāng-á-koe,網仔瓜,bang-a-kue,bang-a-koe,3,taigitv
iûnn-phang-kue,iûⁿ-phang-koe,洋芳瓜,iunn-phang-kue,iuⁿ-phang-koe,3,taigitv
me-lóng,me-lóng,me-lóng,me-long,me-long,2,taigitv
kâu-thâu-kó,kâu-thâu-kó,猴頭果,kau-thau-ko,kau-thau-ko,3,taigitv
muê-á,môe-á,梅仔,mue-a,moe-a,2,taigitv
m̂-á,m̂-á,梅仔,m-a,m-a,2,taigitv
iûnn-tshì-pho,iûⁿ-chhì-pho,洋刺波,iunn-tshi-pho,iuⁿ-chhi-pho,3,taigitv
bû-hua-kó,bû-hoa-kó,無花果,bu-hua-ko,bu-hoa-ko,3,taigitv
suann-tik,soaⁿ-tek,山竹,suann-tik,soaⁿ-tek,2,taigitv
sian-tsa,sian-cha,仙楂,sian-tsa,sian-cha,2,taigitv
tāu-phuê,tāu-phôe,豆皮,tau-phue,tau-phoe,2,taigitv
tāu-phê,tāu-phê,豆皮,tau-phe,tau-phe,2,taigitv
tāu-ki,tāu-ki,豆枝,tau-ki,tau-ki,2,taigitv
hué-thuí,hóe-thúi,火腿,hue-thui,hoe-thui,2,taigitv
hé-thuí,hé-thúi,火腿,he-thui,he-thui,2,taigitv
há-muh,há-muh,há-muh,ha-muh,ha-muh,2,taigitv
hóo-tok,hó͘-tok,hóo-tok,hoo-tok,ho͘-tok,2,taigitv
sa-la,sa-la,沙拉,sa-la,sa-la,2,taigitv
tsóng-huē,chóng-hōe,總匯,tsong-hue,chong-hoe,2,taigitv
piánn-kauh,piáⁿ-kauh,餅𩛩,piann-kauh,piaⁿ-kauh,2,taigitv
tsian-pau,chian-pau,煎包,tsian-pau,chian-pau,2,taigitv
tsuí-tsian-pau,chúi-chian-pau,水煎包,tsui-tsian-pau,chui-chian-pau,3,taigitv
oo-mú-nn̄g,o͘-mú-nn̄g,oo-mú 卵,oo-mu-nng,o͘-mu-nng,3,taigitv
puànn-si̍k-nn̄g,pòaⁿ-se̍k-nn̄g,半熟卵,puann-sik-nng,poaⁿ-sek-nng,3,taigitv
nn̄g-pe̍h-song,nn̄g-pe̍h-song,卵白霜,nng-peh-song,nng-peh-song,3,taigitv
sa-sa-tsiùnn,sa-sa-chiùⁿ,沙沙醬,sa-sa-tsiunn,sa-sa-chiuⁿ,3,taigitv
hoo-khá-tshiah,ho͘-khá-chhiah,佛卡夏,hoo-kha-tshiah,ho͘-kha-chhiah,3,taigitv
liâng-mī,liâng-mī,涼麵,liang-mi,liang-mi,2,taigitv
líng-mī,léng-mī,冷麵,ling-mi,leng-mi,2,taigitv
sng-hiam-thng,sng-hiam-thng,酸薟湯,sng-hiam-thng,sng-hiam-thng,3,taigitv
thng-kiáu,thng-kiáu,湯餃,thng-kiau,thng-kiau,2,taigitv
hang-ke,hang-ke,烘雞,hang-ke,hang-ke,2,taigitv
hang-kue,hang-koe,烘雞,hang-kue,hang-koe,2,taigitv
sia̍k-siú-khah,sia̍k-siú-khah,sia̍k-siú-khah,siak-siu-khah,siak-siu-khah,3,taigitv
khì-tsìnn-ko,khì-chìⁿ-ko,氣糋鍋,khi-tsinn-ko,khi-chiⁿ-ko,3,taigitv
bî-pho-lôo,bî-pho-lô͘,微波爐,bi-pho-loo,bi-pho-lo͘,3,taigitv
tiān-tsû-lôo,tiān-chû-lô͘,電磁爐,tian-tsu-loo,tian-chu-lo͘,3,taigitv
gá-suh-lôo,gá-suh-lô͘,gá-suh 爐,ga-suh-loo,ga-suh-lo͘,3,taigitv
pó-sian-mo̍oh,pó-sian-mo̍͘h,保鮮膜,po-sian-mooh,po-sian-mo͘h,3,taigitv
hang-siunn-tsuá,hang-siuⁿ-chóa,烘箱紙,hang-siunn-tsua,hang-siuⁿ-choa,3,taigitv
hang-siunn,hang-siuⁿ,烘箱,hang-siunn,hang-siuⁿ,2,taigitv
lī-po̍h-tsuá,lī-po̍h-chóa,鋁箔紙,li-poh-tsua,li-poh-choa,3,taigitv
lū-po̍h-tsuá,lū-po̍h-chóa,鋁箔紙,lu-poh-tsua,lu-poh-choa,3,taigitv
nńg-khau-sî,nńg-khau-sî,軟剾匙,nng-khau-si,nng-khau-si,3,taigitv
bāng-á-thai,bāng-á-thai,網仔篩,bang-a-thai,bang-a-thai,3,taigitv
phah-nn̄g-khì,phah-nn̄g-khì,拍卵器,phah-nng-khi,phah-nng-khi,3,taigitv
tiâu-lí-pāng,tiâu-lí-pāng,調理棒,tiau-li-pang,tiau-li-pang,3,taigitv
ik-sing-khún,ek-seng-khún,益生菌,ik-sing-khun,ek-seng-khun,3,taigitv
iu-keh,iu-keh,優格,iu-keh,iu-keh,2,taigitv
iu-keh-ling,iu-keh-leng,優格奶,iu-keh-ling,iu-keh-leng,3,taigitv
huan-thn̂g,hoan-thn̂g,翻糖,huan-thng,hoan-thng,2,taigitv
phián-khè-khò,phián-khè-khò,phián-khè-khò,phian-khe-kho,phian-khe-kho,3,taigitv
uá-hòo,óa-hò͘,uá-hòo,ua-hoo,oa-ho͘,2,taigitv
gû-ling-soo,gû-leng-so͘,牛奶酥,gu-ling-soo,gu-leng-so͘,3,taigitv
gû-ni-soo,gû-ni-so͘,牛奶酥,gu-ni-soo,gu-ni-so͘,3,taigitv
khú-khih-piánn,khú-khih-piáⁿ,khú-khih餅,khu-khih-piann,khu-khih-piaⁿ,3,taigitv
ōo-nî,ō͘-nî,芋泥,oo-ni,o͘-ni,2,taigitv
gû-ling-tàng,gû-leng-tàng,牛奶凍,gu-ling-tang,gu-leng-tang,3,taigitv
gû-ni-tàng,gû-ni-tàng,牛奶凍,gu-ni-tang,gu-ni-tang,3,taigitv
lê-bóng-thah,lê-bóng-thah,檸檬塔,le-bong-thah,le-bong-thah,3,taigitv
kāu-tshì-sìr,kāu-chhì-sìr,厚 tshì-sìr,kau-tshi-sir,kau-chhi-sir,3,taigitv
kāu-tshì-sù,kāu-chhì-sù,厚 tshì-sù,kau-tshi-su,kau-chhi-su,3,taigitv
po̍h-tshì-sìr,po̍h-chhì-sìr,薄 tshì-sìr,poh-tshi-sir,poh-chhi-sir,3,taigitv
po̍h-tshì-sù,po̍h-chhì-sù,薄 tshì-sù,poh-tshi-su,poh-chhi-su,3,taigitv
kap-ānn-piánn,kap-āⁿ-piáⁿ,敆餡餅,kap-ann-piann,kap-aⁿ-piaⁿ,3,taigitv
hah-sìr-soo,hah-sìr-so͘,hah-sìr 酥,hah-sir-soo,hah-sir-so͘,3,taigitv
hah-suh-soo,hah-suh-so͘,hah-suh 酥,hah-suh-soo,hah-suh-so͘,3,taigitv
