tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
siunn-hàm,siuⁿ-hàm,傷譀,siunn-ham,siuⁿ-ham,2,itaigi
khuànn-siánn,khòaⁿ-siáⁿ,看啥,khuann-siann,khoaⁿ-siaⁿ,2,itaigi
tsu-giap,chu-giap,書鋏,tsu-giap,chu-giap,2,itaigi
tshiū-á-kha,chhiū-á-kha,樹仔跤,tshiu-a-kha,chhiu-a-kha,3,itaigi
pó-tsuân,pó-choân,保全,po-tsuan,po-choan,2,itaigi
tē-tshiú,tē-chhiú,袋鼠,te-tshiu,te-chhiu,2,itaigi
káu-sái,káu-sái,狗屎,kau-sai,kau-sai,2,itaigi
pián-si̍t-thng,pián-si̍t-thng,扁食湯,pian-sit-thng,pian-sit-thng,3,itaigi
hue-á-tshài,hoe-á-chhài,花仔菜,hue-a-tshai,hoe-a-chhai,3,itaigi
hi̍k-huī-liāu,he̍k-hūi-liāu,核廢料,hik-hui-liau,hek-hui-liau,3,itaigi
án-tsuánn,án-chóaⁿ,按怎,an-tsuann,an-choaⁿ,2,itaigi
kóng-pò,kóng-pò,廣播,kong-po,kong-po,2,itaigi
mī-kué,mī-kóe,麵粿,mi-kue,mi-koe,2,itaigi
tsin-hó-tshuē,chin-hó-chhōe,真好揣,tsin-ho-tshue,chin-ho-chhoe,3,itaigi
ki-kiàn,ki-kiàn,肌腱,ki-kian,ki-kian,2,itaigi
hannh-tio̍h,haⁿh-tio̍h,熁著,hannh-tioh,haⁿh-tioh,2,itaigi
tsáu-lōo,cháu-lō͘,走路,tsau-loo,chau-lo͘,2,itaigi
phiàu-kin,phiàu-kin,票根,phiau-kin,phiau-kin,2,itaigi
tshàu-thâu-tsiáu,chhàu-thâu-chiáu,臭頭鳥,tshau-thau-tsiau,chhau-thau-chiau,3,itaigi
tiong-kan,tiong-kan,中間,tiong-kan,tiong-kan,2,itaigi
pat-tin,pat-tin,八珍,pat-tin,pat-tin,2,itaigi
tshîng-peh-tshiū,chhêng-peh-chhiū,松柏樹,tshing-peh-tshiu,chheng-peh-chhiu,3,itaigi
pùn-sái-ku,pùn-sái-ku,畚屎龜,pun-sai-ku,pun-sai-ku,3,itaigi
kiat-á-ku,kiat-á-ku,桔仔龜,kiat-a-ku,kiat-a-ku,3,itaigi
khenn-tōng,kheⁿ-tōng,坑洞,khenn-tong,kheⁿ-tong,2,itaigi
kiat-á-ku,kiat-á-ku,結仔龜,kiat-a-ku,kiat-a-ku,3,itaigi
tsin-tsē,chin-chē,真濟,tsin-tse,chin-che,2,itaigi
tsin-tsuē,chin-chōe,真濟,tsin-tsue,chin-choe,2,itaigi
tshī-ling-king,chhī-leng-keng,飼奶間,tshi-ling-king,chhi-leng-keng,3,itaigi
tsiânn-tsē,chiâⁿ-chē,誠濟,tsiann-tse,chiaⁿ-che,2,itaigi
lak--ah,lak--ah,落矣,lak--ah,lak--ah,2,itaigi
tsiok-líng,chiok-léng,足冷,tsiok-ling,chiok-leng,2,itaigi
ke-kang,ke-kang,雞公,ke-kang,ke-kang,2,itaigi
bàng-kah,bàng-kah,bàng-kah,bang-kah,bang-kah,2,itaigi
tshòng-siánn-mih,chhòng-siáⁿ-mih,創啥物,tshong-siann-mih,chhong-siaⁿ-mih,3,itaigi
sái-sìng-tē,sái-sèng-tē,使性地,sai-sing-te,sai-seng-te,3,itaigi
pìnn-siànn-báng,pìⁿ-siàⁿ-báng,變啥蠓,pinn-siann-bang,piⁿ-siaⁿ-bang,3,itaigi
pak-kiann-gí,pak-kiaⁿ-gí,北京語,pak-kiann-gi,pak-kiaⁿ-gi,3,itaigi
uē-sian,ōe-sian,畫仙,ue-sian,oe-sian,2,itaigi
khà-hóo-lān,khà-hó͘-lān,敲虎膦,kha-hoo-lan,kha-ho͘-lan,3,itaigi
kuì-som-som,kùi-som-som,貴參參,kui-som-som,kui-som-som,3,itaigi
tshut-guā,chhut-gōa,出外,tshut-gua,chhut-goa,2,itaigi
iau-khí-tsuâ,iau-khí-chôa,枵鬼蛇,iau-khi-tsua,iau-khi-choa,3,itaigi
bē-ha̍h,bē-ha̍h,袂合,be-hah,be-hah,2,itaigi
tshiú-so,chhiú-so,手挲,tshiu-so,chhiu-so,2,itaigi
hún-giô,hún-giô,粉蟯,hun-gio,hun-gio,2,itaigi
khōng-kha-khiàu,khōng-kha-khiàu,吭跤翹,khong-kha-khiau,khong-kha-khiau,3,itaigi
ǹg-bāng,ǹg-bāng,向望,ng-bang,ng-bang,2,itaigi
sann-hun-kiû,saⁿ-hun-kiû,三分球,sann-hun-kiu,saⁿ-hun-kiu,3,itaigi
tshin-ài--ê,chhin-ài--ê,親愛的,tshin-ai--e,chhin-ai--e,3,itaigi
sin-niû-sann,sin-niû-saⁿ,新娘衫,sin-niu-sann,sin-niu-saⁿ,3,itaigi
iû-tái-bī,iû-tái-bī,油滓味,iu-tai-bi,iu-tai-bi,3,itaigi
tiān-tsú-gia̍p,tiān-chú-gia̍p,電子業,tian-tsu-giap,tian-chu-giap,3,itaigi
tiān-tsír-gia̍p,tiān-chír-gia̍p,電子業,tian-tsir-giap,tian-chir-giap,3,itaigi
m̄-tsiânn-lâng,m̄-chiâⁿ-lâng,毋成人,m-tsiann-lang,m-chiaⁿ-lang,3,itaigi
tiān-nóo-king,tiān-nó͘-keng,電腦間,tian-noo-king,tian-no͘-keng,3,itaigi
tiān-náu-king,tiān-náu-keng,電腦間,tian-nau-king,tian-nau-keng,3,itaigi
ngôo-tun-gī,ngôo-tun-gī,吳敦義,ngoo-tun-gi,ngoo-tun-gi,3,itaigi
lōng-liû-liân,lōng-liû-liân,浪流連,long-liu-lian,long-liu-lian,3,itaigi
hóo-thî,hóo-thî,滸苔,hoo-thi,hoo-thi,2,itaigi
hiu-king,hiu-keng,休耕,hiu-king,hiu-keng,2,itaigi
thó-kheh-hiann,thó-kheh-hiaⁿ,討契兄,tho-kheh-hiann,tho-kheh-hiaⁿ,3,itaigi
tshinn-ô,chhiⁿ-ô,生蚵,tshinn-o,chhiⁿ-o,2,itaigi
tshenn-ô,chheⁿ-ô,生蚵,tshenn-o,chheⁿ-o,2,itaigi
kiâm,kiâm,鹹,kiam,kiam,1,itaigi
tuā-lo̍h-kè,toā-lo̍h-kè,大落價,tua-loh-ke,toa-loh-ke,3,itaigi
beh-àm--á,beh-àm--á,欲暗仔,beh-am--a,beh-am--a,3,itaigi
tshòng-siánn-huè,chhòng-siáⁿ-hòe,創啥貨,tshong-siann-hue,chhong-siaⁿ-hoe,3,itaigi
nńg-piān,nńg-piān,軟便,nng-pian,nng-pian,2,itaigi
tsiān-jîn,chiān-jîn,賤人,tsian-jin,chian-jin,2,itaigi
khan-tshiú--ê,khan-chhiú--ê,牽手的,khan-tshiu--e,khan-chhiu--e,3,itaigi
sam-kok-tsì,sam-kok-chì,三國志,sam-kok-tsi,sam-kok-chi,3,itaigi
tsng-kha-lâng,chng-kha-lâng,庄跤人,tsng-kha-lang,chng-kha-lang,3,itaigi
hòng-sàng-thâu,hòng-sàng-thâu,放送頭,hong-sang-thau,hong-sang-thau,3,itaigi
tian-iông,tian-iông,電容,tian-iong,tian-iong,2,itaigi
khoo--khí-lâi,kho͘--khí-lâi,箍起來,khoo--khi-lai,kho͘--khi-lai,3,itaigi
kiâm-koh-siap,kiâm-koh-siap,鹹閣澀,kiam-koh-siap,kiam-koh-siap,3,itaigi
pak-tsuí,pak-chúi,腹水,pak-tsui,pak-chui,2,itaigi
huînn-tn̂g,hûiⁿ-tn̂g,橫腸,huinn-tng,huiⁿ-tng,2,itaigi
huâinn-tn̂g,hoâiⁿ-tn̂g,橫腸,huainn-tng,hoaiⁿ-tng,2,itaigi
tāi-kong,tāi-kong,舵公,tai-kong,tai-kong,2,itaigi
hué-sio-tshù,hóe-sio-chhù,火燒厝,hue-sio-tshu,hoe-sio-chhu,3,itaigi
sió-thiú-hî,sió-thiú-hî,小丑魚,sio-thiu-hi,sio-thiu-hi,3,itaigi
to̍k-tshuì,to̍k-chhùi,毒喙,tok-tshui,tok-chhui,2,itaigi
ài-tâi-gí,ài-tâi-gí,愛台語,ai-tai-gi,ai-tai-gi,3,itaigi
tsáu-âng-ting,cháu-âng-teng,走紅燈,tsau-ang-ting,chau-ang-teng,3,itaigi
tshiah-tō,chhiah-tō,赤道,tshiah-to,chhiah-to,2,itaigi
iân-pit,iân-pit,延畢,ian-pit,ian-pit,2,itaigi
lí-pàng-phuì,lí-pàng-phùi,你放屁,li-pang-phui,li-pang-phui,3,itaigi
sīnn-tshài-thâu,sīⁿ-chhài-thâu,豉菜頭,sinn-tshai-thau,siⁿ-chhai-thau,3,itaigi
khe̍nnh-thâm-io̍h,khe̍ⁿh-thâm-io̍h,喀痰藥,khennh-tham-ioh,kheⁿh-tham-ioh,3,itaigi
tshioh-kut,chhioh-kut,尺骨,tshioh-kut,chhioh-kut,2,itaigi
lāi-sī-kiànn,lāi-sī-kiàⁿ,內視鏡,lai-si-kiann,lai-si-kiaⁿ,3,itaigi
huán-oo,hoán-o͘,反烏,huan-oo,hoan-o͘,2,itaigi
pùn-sò-uē,pùn-sò-ōe,糞埽話,pun-so-ue,pun-so-oe,3,itaigi
tsin-tshù-bī,chin-chhù-bī,真趣味,tsin-tshu-bi,chin-chhu-bi,3,itaigi
gōo-sì-sann,gō͘-sì-saⁿ,五四三,goo-si-sann,go͘-si-saⁿ,3,itaigi
bí-kang-to,bí-kang-to,美工刀,bi-kang-to,bi-kang-to,3,itaigi
tsiáu-á-un,chiáu-á-un,鳥仔瘟,tsiau-a-un,chiau-a-un,3,itaigi
bû-ti̍k,bû-te̍k,無敵,bu-tik,bu-tek,2,itaigi
mī-thi,mī-thi,麵麶,mi-thi,mi-thi,2,itaigi
hái-ku,hái-ku,海龜,hai-ku,hai-ku,2,itaigi
mài-siū-khì,mài-siū-khì,莫受氣,mai-siu-khi,mai-siu-khi,3,itaigi
luā-luā-sô,lōa-lōa-sô,賴賴趖,lua-lua-so,loa-loa-so,3,itaigi
tsiok-huann-hí,chiok-hoaⁿ-hí,足歡喜,tsiok-huann-hi,chiok-hoaⁿ-hi,3,itaigi
guā-tsē-tsînn,gōa-chē-chîⁿ,偌濟錢,gua-tse-tsinn,goa-che-chiⁿ,3,itaigi
kā-guá,kā-góa,共我,ka-gua,ka-goa,2,itaigi
tsiok-kóo-tsui,chiok-kó͘-chui,足古錐,tsiok-koo-tsui,chiok-ko͘-chui,3,itaigi
kha-tshng--lah,kha-chhng--lah,尻川啦,kha-tshng--lah,kha-chhng--lah,3,itaigi
mài-ké,mài-ké,莫假,mai-ke,mai-ke,2,itaigi
hún-si,hún-si,粉絲,hun-si,hun-si,2,itaigi
sî-kiânn,sî-kiâⁿ,時行,si-kiann,si-kiaⁿ,2,itaigi
tshut-tsuí,chhut-chúi,出水,tshut-tsui,chhut-chui,2,itaigi
tsin-tsiànn,chin-chiàⁿ,真正,tsin-tsiann,chin-chiaⁿ,2,itaigi
tāi-lí,tāi-lí,代理,tai-li,tai-li,2,itaigi
tsiúnn-kài-si̍k,chiúⁿ-kài-se̍k,蔣介石,tsiunn-kai-sik,chiuⁿ-kai-sek,3,itaigi
ím-tsuí-ki,ím-chúi-ki,飲水機,im-tsui-ki,im-chui-ki,3,itaigi
pó-lê,pó-lê,寶螺,po-le,po-le,2,itaigi
hiâu,hiâu,嬈,hiau,hiau,1,itaigi
tsham-ka,chham-ka,參加,tsham-ka,chham-ka,2,itaigi
té-khòo,té-khò͘,底褲,te-khoo,te-kho͘,2,itaigi
hóo-lān,hó͘-lān,虎𡳞,hoo-lan,ho͘-lan,2,itaigi
tshinn-thuànn,chhiⁿ-thòaⁿ,生炭,tshinn-thuann,chhiⁿ-thoaⁿ,2,itaigi
sái-lâng,sái-lâng,屎人,sai-lang,sai-lang,2,itaigi
kuan-tshiông,koan-chhiông,懸牆,kuan-tshiong,koan-chhiong,2,itaigi
tōo-pài,tō͘-pài,杜拜,too-pai,to͘-pai,2,itaigi
lāi,lāi,內,lai,lai,1,itaigi
sann-tiàu-á,saⁿ-tiàu-á,衫吊仔,sann-tiau-a,saⁿ-tiau-a,3,itaigi
suán-iânn,soán-iâⁿ,選贏,suan-iann,soan-iaⁿ,2,itaigi
bô-tshun,bô-chhun,無賰,bo-tshun,bo-chhun,2,itaigi
pûn-kóo-tshue,pûn-kó͘-chhoe,歕鼓吹,pun-koo-tshue,pun-ko͘-chhoe,3,itaigi
tsiânn-kuì,chiâⁿ-kùi,誠貴,tsiann-kui,chiaⁿ-kui,2,itaigi
tuī-lo̍h,tūi-lo̍h,墜落,tui-loh,tui-loh,2,itaigi
kik-khòo-khòo,kek-khò͘-khò͘,激怐怐,kik-khoo-khoo,kek-kho͘-kho͘,3,itaigi
tuā-khoo,tōa-kho͘,大箍,tua-khoo,toa-kho͘,2,itaigi
kā-pin-nn̂g,ka-pīn-nn̂g,咬檳榔,ka-pin-nng,ka-pin-nng,3,itaigi
thinn-pn̄g,thīⁿ-png,添飯,thinn-png,thiⁿ-png,2,itaigi
tsi-bai,chi-bai,膣屄,tsi-bai,chi-bai,2,itaigi
hî-póo-á,hî-pó͘-á,魚脯仔,hi-poo-a,hi-po͘-a,3,itaigi
tshoo-tshân,chho͘-chhân,粗殘,tshoo-tshan,chho͘-chhan,2,itaigi
tâi-pau-tsìng,tâi-pau-chèng,臺胞證,tai-pau-tsing,tai-pau-cheng,3,itaigi
pó-tshuan,pó-chhoan,寶釧,po-tshuan,po-chhoan,2,itaigi
ke-hu̍t-á,ke-hu̍t-á,雞核仔,ke-hut-a,ke-hut-a,3,itaigi
kue-hu̍t-á,koe-hu̍t-á,雞核仔,kue-hut-a,koe-hut-a,3,itaigi
ba̍k-kia̍h,ba̍k-kia̍h,木屐,bak-kiah,bak-kiah,2,itaigi
tsi̍t-láng,chi̍t-láng,一籠,tsit-lang,chit-lang,2,itaigi
âng-înn-á,âng-îⁿ-á,紅圓仔,ang-inn-a,ang-iⁿ-a,3,itaigi
kē-tiāu,kē-tiāu,低調,ke-tiau,ke-tiau,2,itaigi
tshiam-á,chhiam-á,籤仔,tshiam-a,chhiam-a,2,itaigi
khîm-liû-kám,khîm-liû-kám,禽流感,khim-liu-kam,khim-liu-kam,3,itaigi
siàu-siūnn,siàu-siūⁿ,數想,siau-siunn,siau-siuⁿ,2,itaigi
tah-ko-io̍h,tah-ko-io̍h,貼膏藥,tah-ko-ioh,tah-ko-ioh,3,itaigi
siak-phānn,siak-phāⁿ,siak-phānn,siak-phann,siak-phaⁿ,2,itaigi
ian-tshong-kóng,ian-chhong-kóng,煙囪管,ian-tshong-kong,ian-chhong-kong,3,itaigi
tsio,chio,招,tsio,chio,1,itaigi
tâi-pak-lâng,tâi-pak-lâng,臺北人,tai-pak-lang,tai-pak-lang,3,itaigi
khiā-uē-ping,khiā-ōe-peng,徛衛兵,khia-ue-ping,khia-oe-peng,3,itaigi
hun-kî,hun-kî,分歧,hun-ki,hun-ki,2,itaigi
ke-lān-hu̍t,ke-lān-hu̍t,雞膦核,ke-lan-hut,ke-lan-hut,3,itaigi
tshun-kiu,chhun-kiu,伸勼,tshun-kiu,chhun-kiu,2,itaigi
ê-tû-á,ê-tû-á,鞋櫥仔,e-tu-a,e-tu-a,3,itaigi
hueh-kak,hoeh-kak,血角,hueh-kak,hoeh-kak,2,itaigi
huih-kak,huih-kak,血角,huih-kak,huih-kak,2,itaigi
suann-bûn-bó,soaⁿ-bûn-bó,山蚊母,suann-bun-bo,soaⁿ-bun-bo,3,itaigi
ka-tsia-tîn,ka-chia-tîn,加車藤,ka-tsia-tin,ka-chia-tin,3,itaigi
kha-tshia-tîn,kha-chhia-tîn,加車藤,kha-tshia-tin,kha-chhia-tin,3,itaigi
bûn-phài,bûn-phài,門派,bun-phai,bun-phai,2,itaigi
tāi-pán-siânn,tāi-pán-siâⁿ,大阪城,tai-pan-siann,tai-pan-siaⁿ,3,itaigi
ua̍t-gí,oa̍t-gí,粵語,uat-gi,oat-gi,2,itaigi
kńg-hú-uē,kńg-hú-ōe,廣府話,kng-hu-ue,kng-hu-oe,3,itaigi
kńg-tang-uē,kńg-tang-ōe,廣東話,kng-tang-ue,kng-tang-oe,3,itaigi
kńg-tsiu-uē,kńg-chiu-ōe,廣州話,kng-tsiu-ue,kng-chiu-oe,3,itaigi
that-kha-kiû,that-kha-kiû,踢跤球,that-kha-kiu,that-kha-kiu,3,itaigi
kûn-tshòng,kûn-chhòng,群創,kun-tshong,kun-chhong,2,itaigi
hân-jú,hân-jú,韓愈,han-ju,han-ju,2,itaigi
sann-kè-á,saⁿ-kè-á,衫架仔,sann-ke-a,saⁿ-ke-a,3,itaigi
kìng-sī-ting,kèng-sī-teng,警示燈,king-si-ting,keng-si-teng,3,itaigi
pînn-nâ,pîⁿ-nâ,坪林,pinn-na,piⁿ-na,2,itaigi
hué-sio-tó,hóe-sio-tó,火燒島,hue-sio-to,hoe-sio-to,3,itaigi
phàn-á,phàn-á,盼仔,phan-a,phan-a,2,itaigi
mê-kak,mê-kak,鋩角,me-kak,me-kak,2,itaigi
tsia̍h--lo̍h-khì,chia̍h--lo̍h-khì,食落去,tsiah--loh-khi,chiah--loh-khi,3,itaigi
gue̍h-sè-kài,goe̍h-sè-kài,月世界,gueh-se-kai,goeh-se-kai,3,itaigi
tshòng-khang,chhòng-khang,創空,tshong-khang,chhong-khang,2,itaigi
pan-kip,pan-kip,班級,pan-kip,pan-kip,2,itaigi
koo-jī-īnn,ko͘-jī-īⁿ,孤兒院,koo-ji-inn,ko͘-ji-iⁿ,3,itaigi
tsuí-lo̍h,chúi-lo̍h,水落,tsui-loh,chui-loh,2,itaigi
tsia,chia,遮,tsia,chia,1,itaigi
soo-ut,so͘-ut,蘇鬱,soo-ut,so͘-ut,2,itaigi
suí--lah,súi--lah,媠啦,sui--lah,sui--lah,2,itaigi
thiann-tuâ,thiaⁿ-tôa,聽帶,thiann-tua,thiaⁿ-toa,2,itaigi
kueh,koeh,郭,kueh,koeh,1,itaigi
hàn-tsháu-tsán,hàn-chháu-chán,漢草讚,han-tshau-tsan,han-chhau-chan,3,itaigi
hōo-ta--lah,hō͘-ta--lah,予焦啦,hoo-ta--lah,ho͘-ta--lah,3,itaigi
iāu,iāu,曜,iau,iau,1,itaigi
tsūn-lôo-si,chūn-lô͘-si,捘螺絲,tsun-loo-si,chun-lo͘-si,3,itaigi
tsi̍p-tiám-khá,chi̍p-tiám-khá,集點卡,tsip-tiam-kha,chip-tiam-kha,3,itaigi
giò-tsah,giò-chah,ギョウザ,gio-tsah,gio-chah,2,itaigi
tenn,teⁿ,蹬,tenn,teⁿ,1,itaigi
tsian-kiáu,chian-kiáu,煎餃,tsian-kiau,chian-kiau,2,itaigi
thì-thâu,thì-thâu,剃頭,thi-thau,thi-thau,2,itaigi
pò-keh-á,pò-keh-á,報格仔,po-keh-a,po-keh-a,3,itaigi
tuânn-tiāu,tôaⁿ-tiāu,彈掉,tuann-tiau,toaⁿ-tiau,2,itaigi
ping-siunn,peng-siuⁿ,冰箱,ping-siunn,peng-siuⁿ,2,itaigi
kue-kiān,koe-kiān,雞胗,kue-kian,koe-kian,2,itaigi
tsi̍t-pà,chi̍t-pà,一百,tsit-pa,chit-pa,2,itaigi
tsián-á,chián-á,蟫仔,tsian-a,chian-a,2,itaigi
ko-tíng,ko-téng,高等,ko-ting,ko-teng,2,itaigi
pua̍h-lo̍h-tsím,poa̍h-lo̍h-chím,跋落枕,puah-loh-tsim,poah-loh-chim,3,itaigi
tiâu-á-suànn,tiâu-á-sòaⁿ,條仔線,tiau-a-suann,tiau-a-soaⁿ,3,itaigi
tn̂g-lò-lò,tn̂g-lò-lò,長躼躼,tng-lo-lo,tng-lo-lo,3,itaigi
muâ-jî-á,môa-jî-á,麻兒仔,mua-ji-a,moa-ji-a,3,itaigi
mâu-jî-á,mâu-jî-á,毛兒仔,mau-ji-a,mau-ji-a,3,itaigi
mâu-bî-á,mâu-bî-á,毛微仔,mau-bi-a,mau-bi-a,3,itaigi
kìm-jiō,kìm-jiō,禁尿,kim-jio,kim-jio,2,itaigi
pe̍h-liáu-kang,pe̍h-liáu-kang,白了工,peh-liau-kang,peh-liau-kang,3,itaigi
ti-á,ti-á,豬仔,ti-a,ti-a,2,itaigi
tsik-sòo,chek-sò͘,窒素,tsik-soo,chek-so͘,2,itaigi
lò-kha,lò-kha,躼跤,lo-kha,lo-kha,2,itaigi
kín-lâi-bé,kín-lâi-bé,緊來買,kin-lai-be,kin-lai-be,3,itaigi
kín-lâi-bué,kín-lâi-bóe,緊來買,kin-lai-bue,kin-lai-boe,3,itaigi
má-ing-káu,má-eng-káu,馬英九,ma-ing-kau,ma-eng-kau,3,itaigi
u-jiám,u-jiám,汙染,u-jiam,u-jiam,2,itaigi
pòo-khoo-á,pò͘-kho͘-á,播箍仔,poo-khoo-a,po͘-kho͘-a,3,itaigi
tshâ-khián,chhâ-khián,柴犬,tsha-khian,chha-khian,2,itaigi
bô-siūnn-beh,bô-siūⁿ-beh,無想欲,bo-siunn-beh,bo-siuⁿ-beh,3,itaigi
huān-lê,hoān-lê,范蠡,huan-le,hoan-le,2,itaigi
tāi-sing,tāi-seng,代先,tai-sing,tai-seng,2,itaigi
iap-thiap,iap-thiap,揜貼,iap-thiap,iap-thiap,2,itaigi
piànn-sè,piàⁿ-sè,拚勢,piann-se,piaⁿ-se,2,itaigi
iu-lo̍k-ni,iu-lo̍k-ni,優酪乳,iu-lok-ni,iu-lok-ni,3,itaigi
iu-lo̍k-ling,iu-lo̍k-leng,優酪乳,iu-lok-ling,iu-lok-leng,3,itaigi
lâng-un,lâng-un,人瘟,lang-un,lang-un,2,itaigi
kheh-bú,kheh-bú,契母,kheh-bu,kheh-bu,2,itaigi
khiā-kenn,khiā-keⁿ,徛更,khia-kenn,khia-keⁿ,2,itaigi
sng-sûinn,sng-sûiⁿ,桑葚,sng-suinn,sng-suiⁿ,2,itaigi
huānn-tshiú,hōaⁿ-chhiú,扞手,huann-tshiu,hoaⁿ-chhiu,2,itaigi
tsn̄g-tsi-bai,chn̄g-chi-bai,吮膣屄,tsng-tsi-bai,chng-chi-bai,3,itaigi
suh-lān-pha,suh-lān-pha,欶膦脬,suh-lan-pha,suh-lan-pha,3,itaigi
tông-sam-tsōng,tông-sam-chōng,唐三藏,tong-sam-tsong,tong-sam-chong,3,itaigi
bi̍t-hi-kóo,bi̍t-hi-kó͘,蜜希古,bit-hi-koo,bit-hi-ko͘,3,itaigi
tī-hia,tī-hia,佇遐,ti-hia,ti-hia,2,itaigi
âng-thâng,âng-thâng,紅蟲,ang-thang,ang-thang,2,itaigi
khoo-tsí-á,kho͘-chí-á,箍子仔,khoo-tsi-a,kho͘-chi-a,3,itaigi
thôo-thuánn-á,thô͘-thóaⁿ-á,塗炭仔,thoo-thuann-a,tho͘-thoaⁿ-a,3,itaigi
nô-ui,nô-ui,挪威,no-ui,no-ui,2,itaigi
siàu-liām,siàu-liām,數念,siau-liam,siau-liam,2,itaigi
khùn-bē--khì,khùn-bē--khì,睏袂去,khun-be--khi,khun-be--khi,3,itaigi
sann-tsa̍p-thóng,saⁿ-cha̍p-thóng,三十捅,sann-tsap-thong,saⁿ-chap-thong,3,itaigi
bah-tāu-á,bah-tāu-á,肉豆仔,bah-tau-a,bah-tau-a,3,itaigi
koo-chiáu,ko͘-chiáu,孤鳥,koo-chiau,ko͘-chiau,2,itaigi
gû-poo,gû-po͘,牛埔,gu-poo,gu-po͘,2,itaigi
po̍k-lap,po̍k-lap,瀑塌,pok-lap,pok-lap,2,itaigi
gê,gê,㤉,ge,ge,1,itaigi
tshiú-gē,chhiú-gē,手藝,tshiu-ge,chhiu-ge,2,itaigi
huî-á-tiàm,hûi-á-tiàm,瓷仔店,hui-a-tiam,hui-a-tiam,3,itaigi
khiàm-khuat,khiàm-khoat,欠缺,khiam-khuat,khiam-khoat,2,itaigi
tô-iûnn-á,tô-iûⁿ-á,駝羊仔,to-iunn-a,to-iuⁿ-a,3,itaigi
pe̍h-thih-á,pe̍h-thih-á,白鐵仔,peh-thih-a,peh-thih-a,3,itaigi
khah-tsē,khah-chē,較濟,khah-tse,khah-che,2,itaigi
bô-hāu,bô-hāu,無效,bo-hau,bo-hau,2,itaigi
bô-khah-tsua̍h,bô-khah-choa̍h,無較縒,bo-khah-tsuah,bo-khah-choah,3,itaigi
kiáu-jiáu,kiáu-jiáu,攪擾,kiau-jiau,kiau-jiau,2,itaigi
tiam-á,tiam-á,砧仔,tiam-a,tiam-a,2,itaigi
gín-á,gín-á,囡仔,gin-a,gin-a,2,itaigi
tshì-uī,chhì-ūi,刺蝟,tshi-ui,chhi-ui,2,itaigi
si-siá-mooh,si-siá-mo͘h,si-siá-mooh,si-sia-mooh,si-sia-mo͘h,3,itaigi
tsin-lò,chin-lò,真躼,tsin-lo,chin-lo,2,itaigi
bián-suè-phín,bián-sòe-phín,免稅品,bian-sue-phin,bian-soe-phin,3,itaigi
tsiàn-tsing,chiàn-cheng,戰爭,tsian-tsing,chian-cheng,2,itaigi
tsa̍p-peh,cha̍p-peh,十八,tsap-peh,chap-peh,2,itaigi
tsa̍p-pueh,cha̍p-poeh,十八,tsap-pueh,chap-poeh,2,itaigi
lak-tē-á,lak-tē-á,橐袋仔,lak-te-a,lak-te-a,3,itaigi
kuainn-tiān-hué,koaiⁿ-tiān-hóe,關電火,kuainn-tian-hue,koaiⁿ-tian-hoe,3,itaigi
kuinn-tiān-hué,kuiⁿ-tiān-hóe,關電火,kuinn-tian-hue,kuiⁿ-tian-hoe,3,itaigi
kǹg-kuáinn,kǹg-koáiⁿ,槓桿,kng-kuainn,kng-koaiⁿ,2,itaigi
sé-sann,sé-saⁿ,洗衫,se-sann,se-saⁿ,2,itaigi
muâ-á,môa-á,麻仔,mua-a,moa-a,2,itaigi
tê-tiàm,tê-tiàm,茶店,te-tiam,te-tiam,2,itaigi
kànn-bó-khún,kàⁿ-bó-khún,酵母菌,kann-bo-khun,kaⁿ-bo-khun,3,itaigi
lô-tshia,lô-chhia,哪吒,lo-tshia,lo-chhia,2,itaigi
hông-hâi-jî,hông-hâi-jî,紅孩兒,hong-hai-ji,hong-hai-ji,3,itaigi
a-tsí,a-chí,阿姊,a-tsi,a-chi,2,itaigi
a-tsé,a-ché,阿姊,a-tse,a-che,2,itaigi
niû-hueh-ap,niû-hoeh-ap,量血壓,niu-hueh-ap,niu-hoeh-ap,3,itaigi
niû-huih-ap,niû-huih-ap,量血壓,niu-huih-ap,niu-huih-ap,3,itaigi
siám-khui,siám-khui,閃開,siam-khui,siam-khui,2,itaigi
pōo-pin-nn̂g,pō͘-pin-nn̂g,哺檳榔,poo-pin-nng,po͘-pin-nng,3,itaigi
tshiò--sí,chhiò--sí,笑死,tshio--si,chhio--si,2,itaigi
ji̍p-bîn,ji̍p-bîn,入眠,jip-bin,jip-bin,2,itaigi
phi̍h-pho̍k-tshíng,phi̍h-pho̍k-chhéng,咇噗惝,phih-phok-tshing,phih-phok-chheng,3,itaigi
suí--ooh,súi--o͘h,媠喔,sui--ooh,sui--o͘h,2,itaigi
toh-tíng-ī,toh-téng-ī,桌頂奕,toh-ting-i,toh-teng-i,3,itaigi
toh-ī,toh-ī,桌奕,toh-i,toh-i,2,itaigi
lam-má-khóng,lam-má-khóng,lam-má-khóng,lam-ma-khong,lam-ma-khong,3,itaigi
ki-ki-kiò,ki-ki-kiò,吱吱叫,ki-ki-kio,ki-ki-kio,3,itaigi
tsia̍h,chia̍h,炸,tsiah,chiah,1,itaigi
hâi,hâi,頦,hai,hai,1,itaigi
gua̍t-nóo,goa̍t-nó͘,月老,guat-noo,goat-no͘,2,itaigi
