tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
siān-neh,siān-neh,𤺪呢,sian-neh,sian-neh,2,itaigi
sú-sū,sú-sū,死侍,su-su,su-su,2,itaigi
siá-khóo,siá-khó͘,寫許,sia-khoo,sia-kho͘,2,itaigi
hia̍p-koh,hia̍p-koh,拹閣,hiap-koh,hiap-koh,2,itaigi
kip-sò,kip-sò,急躁,kip-so,kip-so,2,itaigi
pó-tshinn-mo̍oh,pó-chhiⁿ-mo̍͘h,保鮮膜,po-tshinn-mooh,po-chhiⁿ-mo͘h,3,itaigi
tshu-kiā,chhu-kiā,趨崎,tshu-kia,chhu-kia,2,itaigi
tē-tāng-bué,tē-tāng-bóe,地動尾,te-tang-bue,te-tang-boe,3,itaigi
guá-bē-hiáu,góa-bē-hiáu,我袂曉,gua-be-hiau,goa-be-hiau,3,itaigi
phuì-that-á,phùi-that-á,屁窒仔,phui-that-a,phui-that-a,3,itaigi
oo-pe̍h-tshì,o͘-pe̍h-chhì,烏白試,oo-peh-tshi,o͘-peh-chhi,3,itaigi
tuā-lia̍p-nn̄g,tōa-lia̍p-nn̄g,大粒卵,tua-liap-nng,toa-liap-nng,3,itaigi
tshenn-hue,chheⁿ-hoe,青花,tshenn-hue,chheⁿ-hoe,2,itaigi
tshinn-hue,chhiⁿ-hoe,青花,tshinn-hue,chhiⁿ-hoe,2,itaigi
phō-khì-bong,phō-khì-bong,抱去摸,pho-khi-bong,pho-khi-bong,3,itaigi
tshuì,chhùi,喙,tshui,chhui,1,itaigi
uī-tso-tso,ūi-cho-cho,胃慒慒,ui-tso-tso,ui-cho-cho,3,itaigi
sin-senn-á,sin-seⁿ-á,新生仔,sin-senn-a,sin-seⁿ-a,3,itaigi
nn̄g-thah,nn̄g-thah,卵塔,nng-thah,nng-thah,2,itaigi
khàu-iau,khàu-iau,哭枵,khau-iau,khau-iau,2,itaigi
ak-tsak,ak-chak,齷齪,ak-tsak,ak-chak,2,itaigi
tâi-gí,tâi-gí,台語,tai-gi,tai-gi,2,itaigi
tâi-gú,tâi-gú,台語,tai-gu,tai-gu,2,itaigi
bân-lâm-gí,bân-lâm-gí,閩南語,ban-lam-gi,ban-lam-gi,3,itaigi
bân-lâm-gú,bân-lâm-gú,閩南語,ban-lam-gu,ban-lam-gu,3,itaigi
lāu-thuē,lāu-thōe,老傫,lau-thue,lau-thoe,2,itaigi
pēnn-kiánn,pēⁿ-kiáⁿ,病囝,penn-kiann,peⁿ-kiaⁿ,2,itaigi
pīnn-kiánn,pīⁿ-kiáⁿ,病囝,pinn-kiann,piⁿ-kiaⁿ,2,itaigi
kha-thâu-u,kha-thâu-u,跤頭趺,kha-thau-u,kha-thau-u,3,itaigi
tsù-siā,chù-siā,注射,tsu-sia,chu-sia,2,itaigi
tsia̍h-pn̄g,chia̍h-pn̄g,食飯,tsiah-png,chiah-png,2,itaigi
āu-piah-ê,āu-piah-ê,後壁的,au-piah-e,au-piah-e,3,itaigi
tshuì-khí-thiànn,chhùi-khí-thiàⁿ,喙齒疼,tshui-khi-thiann,chhui-khi-thiaⁿ,3,itaigi
iâm-lô-tshenn,iâm-lô-chheⁿ,閻羅星,iam-lo-tshenn,iam-lo-chheⁿ,3,itaigi
iâm-lô-tshinn,iâm-lô-chhiⁿ,閻羅星,iam-lo-tshinn,iam-lo-chhiⁿ,3,itaigi
má-tsóo-tshenn,má-chó͘-chheⁿ,媽祖星,ma-tsoo-tshenn,ma-cho͘-chheⁿ,3,itaigi
má-tsóo-tshinn,má-chó͘-chhiⁿ,媽祖星,ma-tsoo-tshinn,ma-cho͘-chhiⁿ,3,itaigi
thinn-kong-tshenn,thiⁿ-kong-chheⁿ,天公星,thinn-kong-tshenn,thiⁿ-kong-chheⁿ,3,itaigi
thinn-kong-tshinn,thiⁿ-kong-chhiⁿ,天公星,thinn-kong-tshinn,thiⁿ-kong-chhiⁿ,3,itaigi
thâu-tsîng,thâu-chêng,頭前,thau-tsing,thau-cheng,2,itaigi
āu-bīn,āu-bīn,後面,au-bin,au-bin,2,itaigi
phi̍h-phi̍h-tshuah,phi̍h-phi̍h-chhoah,咇咇掣,phih-phih-tshuah,phih-phih-chhoah,3,itaigi
siān-tauh-tauh,siān-tauh-tauh,𤺪篤篤,sian-tauh-tauh,sian-tauh-tauh,3,itaigi
e-phi-phi,e-phi-phi,APP,e-phi-phi,e-phi-phi,3,itaigi
tsúi-sòo,chúi-sò͘,水素,tsui-soo,chui-so͘,2,itaigi
ji̍t-sòo,ji̍t-sò͘,日素,jit-soo,jit-so͘,2,itaigi
tinn-sòo,tiⁿ-sò͘,甜素,tinn-soo,tiⁿ-so͘,2,itaigi
khóo-sòo,khó͘-sò͘,苦素,khoo-soo,kho͘-so͘,2,itaigi
lí-hó,lí-hó,你好,li-ho,li-ho,2,itaigi
iâm-sòo,iâm-sò͘,鹽素,iam-soo,iam-so͘,2,itaigi
tshàu-sòo,chhàu-sò͘,臭素,tshau-soo,chhau-so͘,2,itaigi
phah-tshia-phiò,phah-chhia-phiò,拍車票,phah-tshia-phio,phah-chhia-phio,3,itaigi
han-tsî-hio̍h,han-chî-hio̍h,番薯葉,han-tsi-hioh,han-chi-hioh,3,itaigi
mî-nuā,mî-nōa,綿爛,mi-nua,mi-noa,2,itaigi
tshiah-ia̍h,chhiah-ia̍h,刺疫,tshiah-iah,chhiah-iah,2,itaigi
kuè-kau-tshài,kòe-kau-chhài,過溝菜,kue-kau-tshai,koe-kau-chhai,3,itaigi
kè-kau-tshài,kè-kau-chhài,過溝菜,ke-kau-tshai,ke-kau-chhai,3,itaigi
oo-tshinn,o͘-chhiⁿ,烏青,oo-tshinn,o͘-chhiⁿ,2,itaigi
oo-tshenn,o͘-chheⁿ,烏青,oo-tshenn,o͘-chheⁿ,2,itaigi
tshuah-sái,chhoah-sái,疶屎,tshuah-sai,chhoah-sai,2,itaigi
iu-iû-khah,iu-iû-khah,悠遊卡,iu-iu-khah,iu-iu-khah,3,itaigi
tu̍h-lān,tu̍h-lān,揬𡳞,tuh-lan,tuh-lan,2,itaigi
pháng-kauh,pháng-kauh,麭𩛩,phang-kauh,phang-kauh,2,itaigi
giâ-nn̄g,giâ-nn̄g,鵝卵,gia-nng,gia-nng,2,itaigi
gô-nn̄g,gô-nn̄g,鵝卵,go-nng,go-nng,2,itaigi
tâi-uân,tâi-oân,臺灣,tai-uan,tai-oan,2,itaigi
kàn-lín-niâ,kàn-lín-niâ,姦恁娘,kan-lin-nia,kan-lin-nia,3,itaigi
tánn-kiap,táⁿ-kiap,打劫,tann-kiap,taⁿ-kiap,2,itaigi
se-tsng,se-chng,梳妝,se-tsng,se-chng,2,itaigi
sue-tsng,soe-chng,梳妝,sue-tsng,soe-chng,2,itaigi
lí-kóng--leh,lí-kóng--leh,你講咧,li-kong--leh,li-kong--leh,3,itaigi
sàng-sòo,sàng-sòo,酸素,sang-soo,sang-soo,2,itaigi
ē-poo-tê,ē-po͘-tê,下晡茶,e-poo-te,e-po͘-te,3,itaigi
e-poo-tê,e-po͘-tê,下晡茶,e-poo-te,e-po͘-te,3,itaigi
kha-tshiú-tsiān,kha-chhiú-chiān,跤手賤,kha-tshiu-tsian,kha-chhiu-chian,3,itaigi
kuah-tshia-tuann,koah-chhia-toaⁿ,割車單,kuah-tshia-tuann,koah-chhia-toaⁿ,3,itaigi
kue-á-tshiu,koe-á-chhiu,瓜仔鬚,kue-a-tshiu,koe-a-chhiu,3,itaigi
kái-pinn,kái-piⁿ,骱邊,kai-pinn,kai-piⁿ,2,itaigi
tio̍h--bô,tio̍h--bô,著無,tioh--bo,tioh--bo,2,itaigi
sé-bīn-tsō,sé-bīn-chō,洗面皂,se-bin-tso,se-bin-cho,3,itaigi
sué-bīn-tsō,sóe-bīn-chō,洗面皂,sue-bin-tso,soe-bin-cho,3,itaigi
sé-bīn--ê,sé-bīn--ê,洗面的,se-bin--e,se-bin--e,3,itaigi
sué-bīn--ê,sóe-bīn--ê,洗面的,sue-bin--e,soe-bin--e,3,itaigi
han-tsû-hio̍h,han-chû-hio̍h,番薯葉,han-tsu-hioh,han-chu-hioh,3,itaigi
ti-tshài,ti-chhài,豬菜,ti-tshai,ti-chhai,2,itaigi
hué-sio-sim,hóe-sio-sim,火燒心,hue-sio-sim,hoe-sio-sim,3,itaigi
gîng-hueh,gêng-hoeh,凝血,ging-hueh,geng-hoeh,2,itaigi
gîng-huih,gêng-huih,凝血,ging-huih,geng-huih,2,itaigi
ba̍k-tshái,ba̍k-chhái,目彩,bak-tshai,bak-chhai,2,itaigi
bàng-gah,bàng-gah,漫畫,bang-gah,bang-gah,2,itaigi
bàng-kah,bàng-kah,漫畫,bang-kah,bang-kah,2,itaigi
bīn-tsu,bīn-chu,面書,bin-tsu,bin-chu,2,itaigi
bīn-tsir,bīn-chṳ,面書,bin-tsir,bin-chu,2,itaigi
tsian-tsuí-kiáu,chian-chúi-kiáu,煎水餃,tsian-tsui-kiau,chian-chui-kiau,3,itaigi
té-kûn,té-kûn,短裙,te-kun,te-kun,2,itaigi
thài-pîng-tóo,thài-pêng-tó͘,太平島,thai-ping-too,thai-peng-to͘,3,itaigi
liông-kut-tshué,liông-kut-chhóe,龍骨髓,liong-kut-tshue,liong-kut-chhoe,3,itaigi
liông-kut-tshé,liông-kut-chhé,龍骨髓,liong-kut-tshe,liong-kut-chhe,3,itaigi
án-tsuánn-kóng,án-chóaⁿ-kóng,按怎講,an-tsuann-kong,an-choaⁿ-kong,3,itaigi
tōo-tsiam,tō͘-chiam,度針,too-tsiam,to͘-chiam,2,itaigi
thâu-khak,thâu-khak,頭殼,thau-khak,thau-khak,2,itaigi
bān-tshiánn-sī,bān-chhiáⁿ-sī,慢且是,ban-tshiann-si,ban-chhiaⁿ-si,3,itaigi
bān-tshiánn-ī,bān-chhiáⁿ-ī,慢且是,ban-tshiann-i,ban-chhiaⁿ-i,3,itaigi
kâu-gín-á,kâu-gín-á,猴囡仔,kau-gin-a,kau-gin-a,3,itaigi
lù-khah,lù-khah,鑢卡,lu-khah,lu-khah,2,itaigi
tshit-hō-á,chhit-hō-á,七號仔,tshit-ho-a,chhit-ho-a,3,itaigi
au-bú,au-bú,後母,au-bu,au-bu,2,itaigi
sāi-thái,sāi-thái,撒體,sai-thai,sai-thai,2,itaigi
tiàu-khòo,tiàu-khò͘,吊褲,tiau-khoo,tiau-kho͘,2,itaigi
tiān-sī-tâi,tiān-sī-tâi,電視台,tian-si-tai,tian-si-tai,3,itaigi
pó-kè-bōng,pó-kè-bōng,寶價望,po-ke-bong,po-ke-bong,3,itaigi
tsuí-ah-tshia,chúi-ah-chhia,水鴨車,tsui-ah-tshia,chui-ah-chhia,3,itaigi
án-ná-kóng,án-ná-kóng,按怎講,an-na-kong,an-na-kong,3,itaigi
liông-kut,liông-kut,龍骨,liong-kut,liong-kut,2,itaigi
tshit--á,chhit--á,七仔,tshit--a,chhit--a,2,itaigi
tshè-siong,chhè-siong,摖傷,tshe-siong,chhe-siong,2,itaigi
tshòng-siánn,chhòng-siáⁿ,創啥,tshong-siann,chhong-siaⁿ,2,itaigi
kâu-thâu-kó,kâu-thâu-kó,猴頭果,kau-thau-ko,kau-thau-ko,3,itaigi
sńg-tsuí,sńg-chúi,耍水,sng-tsui,sng-chui,2,itaigi
sîn-king-thiànn,sîn-keng-thiàⁿ,神經疼,sin-king-thiann,sin-keng-thiaⁿ,3,itaigi
oo-sái,o͘-sái,烏屎,oo-sai,o͘-sai,2,itaigi
lí-lōo,lí-lō͘,理路,li-loo,li-lo͘,2,itaigi
tông-sìng-luân,tông-sèng-loân,同性戀,tong-sing-luan,tong-seng-loan,3,itaigi
lâu-uē,lâu-ōe,留話,lau-ue,lau-oe,2,itaigi
bīn-tsheh,bīn-chheh,面冊,bin-tsheh,bin-chheh,2,itaigi
lah-sap-uē,lah-sap-ōe,垃圾話,lah-sap-ue,lah-sap-oe,3,itaigi
hah-hân,hah-hân,哈韓,hah-han,hah-han,2,itaigi
hah-ji̍t,hah-ji̍t,哈日,hah-jit,hah-jit,2,itaigi
khóng-bîng-ting,khóng-bêng-teng,孔明燈,khong-bing-ting,khong-beng-teng,3,itaigi
suí-tang-tang,súi-tang-tang,媠噹噹,sui-tang-tang,sui-tang-tang,3,itaigi
a-bîng,a-bêng,阿明,a-bing,a-beng,2,itaigi
kāng-sìng-luân,kāng-sèng-loân,仝性戀,kang-sing-luan,kang-seng-loan,3,itaigi
phî-khá-tsiù,phî-khá-chiù,皮巧啾,phi-kha-tsiu,phi-kha-chiu,3,itaigi
khiang-á,khiang-á,勍仔,khiang-a,khiang-a,2,itaigi
ka-lo̍k-hok,ka-lo̍k-hok,家樂福,ka-lok-hok,ka-lok-hok,3,itaigi
po̍k-kiat-bōng,po̍k-kiat-bōng,爆吉夢,pok-kiat-bong,pok-kiat-bong,3,itaigi
phín-hīng,phín-hēng,品行,phin-hing,phin-heng,2,itaigi
tsìnn-khian-á,chìⁿ-khian-á,糋圈仔,tsinn-khian-a,chiⁿ-khian-a,3,itaigi
suí-koo-niû,súi-ko͘-niû,媠姑娘,sui-koo-niu,sui-ko͘-niu,3,itaigi
ke-tsing-á,ke-cheng-á,雞鐘仔,ke-tsing-a,ke-cheng-a,3,itaigi
kue-tsing-á,koe-cheng-á,雞鐘仔,kue-tsing-a,koe-cheng-a,3,itaigi
bah-bâ,bah-bâ,肉麻,bah-ba,bah-ba,2,itaigi
thôo-pi-á,thô͘-pi-á,塗觱仔,thoo-pi-a,tho͘-pi-a,3,itaigi
thôo-pi-pu,thô͘-pi-pu,塗觱哹,thoo-pi-pu,tho͘-pi-pu,3,itaigi
iáu-siū-kuí,iáu-siū-kúi,夭壽鬼,iau-siu-kui,iau-siu-kui,3,itaigi
tshài-thâu-kué,chhài-thâu-kóe,菜頭粿,tshai-thau-kue,chhai-thau-koe,3,itaigi
tshài-thâu-ké,chhài-thâu-ké,菜頭粿,tshai-thau-ke,chhai-thau-ke,3,itaigi
huan-huan,hoan-hoan,番番,huan-huan,hoan-hoan,2,itaigi
bū-sà-sà,bū-sà-sà,霧嗄嗄,bu-sa-sa,bu-sa-sa,3,itaigi
sian-jîn-tsióng,sian-jîn-chióng,仙人掌,sian-jin-tsiong,sian-jin-chiong,3,itaigi
sian-lîn-tsióng,sian-lîn-chióng,仙人掌,sian-lin-tsiong,sian-lin-chiong,3,itaigi
sian-pa-tsióng,sian-pa-chióng,仙巴掌,sian-pa-tsiong,sian-pa-chiong,3,itaigi
sian-jîn-tsháu,sian-jîn-chháu,仙人草,sian-jin-tshau,sian-jin-chhau,3,itaigi
sian-lîn-tsháu,sian-lîn-chháu,仙人草,sian-lin-tshau,sian-lin-chhau,3,itaigi
tshì-kiû,chhì-kiû,刺球,tshi-kiu,chhi-kiu,2,itaigi
kài-hué-tsháu,kài-hóe-chháu,戒火草,kai-hue-tshau,kai-hoe-chhau,3,itaigi
kài-hé-,kài-hé-,戒火草,kai-he-,kai-he-,3,itaigi
tâi-gí,tâi-gí,臺語,tai-gi,tai-gi,2,itaigi
tâi-gú,tâi-gú,臺語,tai-gu,tai-gu,2,itaigi
sòo-thiāu-á,sò͘-thiāu-á,溯柱仔,soo-thiau-a,so͘-thiau-a,3,itaigi
pàng-sán-khuì,pàng-sán-khùi,放瘦氣,pang-san-khui,pang-san-khui,3,itaigi
khiàm-tsi̍t-kha,khiàm-chi̍t-kha,欠一跤,khiam-tsit-kha,khiam-chit-kha,3,itaigi
jiâu-sûn,jiâu-sûn,皺巡,jiau-sun,jiau-sun,2,itaigi
liâu-sûn,liâu-sûn,皺巡,liau-sun,liau-sun,2,itaigi
phoo,pho͘,鋪,phoo,pho͘,1,itaigi
phōo-khì-mooh,phō͘-khì-mo͘h,抱去𢯾,phoo-khi-mooh,pho͘-khi-mo͘h,3,itaigi
phīnn-khang-tsiūnn,phīⁿ-khang-chiūⁿ,鼻空癢,phinn-khang-tsiunn,phiⁿ-khang-chiuⁿ,3,itaigi
sió-hué-liông,sió-hóe-liông,小火龍,sio-hue-liong,sio-hoe-liong,3,itaigi
tsin-giám-siâu,chin-giám-siâu,真儼潲,tsin-giam-siau,chin-giam-siau,3,itaigi
ba̋ng-sóo-khóo,băng-só͘-khó͘,ba̋ng-sóo-khóo,bang-soo-khoo,bang-so͘-kho͘,3,itaigi
iân-tâu,iân-tâu,緣投,ian-tau,ian-tau,2,itaigi
bah-phìnn-á,bah-phìⁿ-á,肉片仔,bah-phinn-a,bah-phiⁿ-a,3,itaigi
kik-bīn-tshiunn,kek-bīn-chhiuⁿ,激面腔,kik-bin-tshiunn,kek-bin-chhiuⁿ,3,itaigi
kî-lîn-lo̍k,kî-lîn-lo̍k,麒麟鹿,ki-lin-lok,ki-lin-lok,3,itaigi
sūn-sī,sūn-sī,順序,sun-si,sun-si,2,itaigi
hué-khióng-liông,hóe-khióng-liông,火恐龍,hue-khiong-liong,hoe-khiong-liong,3,itaigi
phùn-hué-liông,phùn-hóe-liông,噴火龍,phun-hue-liong,phun-hoe-liong,3,itaigi
khah-mi-ku,khah-mi-ku,卡咪龜,khah-mi-ku,khah-mi-ku,3,itaigi
tsuí-tsìnn-ku,chúi-chìⁿ-ku,水箭龜,tsui-tsinn-ku,chui-chiⁿ-ku,3,itaigi
thih-kah-tāu,thih-kah-tāu,鐵甲豆,thih-kah-tau,thih-kah-tau,3,itaigi
to̍k-kak-thâng,to̍k-kak-thâng,獨角蟲,tok-kak-thang,tok-kak-thang,3,itaigi
thih-khak-tāu,thih-khak-tāu,鐵殼豆,thih-khak-tau,thih-khak-tau,3,itaigi
tuā-tsiam-phang,tōa-chiam-phang,大針蜂,tua-tsiam-phang,toa-chiam-phang,3,itaigi
pho-pho,pho-pho,波波,pho-pho,pho-pho,2,itaigi
pí-pí-tsiáu,pí-pí-chiáu,比比鳥,pi-pi-tsiau,pi-pi-chiau,3,itaigi
tuā-pí-tsiáu,tōa-pí-chiáu,大比鳥,tua-pi-tsiau,toa-pi-chiau,3,itaigi
tuā-tshuì-tshiok,tōa-chhùi-chhiok,大喙雀,tua-tshui-tshiok,toa-chhui-chhiok,3,itaigi
a-poh-tsuâ,a-poh-chôa,阿卜蛇,a-poh-tsua,a-poh-choa,3,itaigi
a-poh-kuài,a-poh-koài,阿卜怪,a-poh-kuai,a-poh-koai,3,itaigi
luî-khu,lûi-khu,雷丘,lui-khu,lui-khu,2,itaigi
tshiú-bué-la̍t,chhiú-bóe-la̍t,手尾力,tshiu-bue-lat,chhiu-boe-lat,3,itaigi
tshiú-bé-la̍t,chhiú-bé-la̍t,手尾力,tshiu-be-lat,chhiu-be-lat,3,itaigi
tsiàn-kah-thâng,chiàn-kah-thâng,戰甲蟲,tsian-kah-thang,chian-kah-thang,3,itaigi
puànn-suann-tóo,pòaⁿ-soaⁿ-tó͘,半山肚,puann-suann-too,poaⁿ-soaⁿ-to͘,3,itaigi
khì-gia̍p-ka,khì-gia̍p-ka,企業家,khi-giap-ka,khi-giap-ka,3,itaigi
sūn-sū,sūn-sū,順序,sun-su,sun-su,2,itaigi
gē-su̍t-phín,gē-su̍t-phín,藝術品,ge-sut-phin,ge-sut-phin,3,itaigi
kong-bū-uân,kong-bū-oân,公務員,kong-bu-uan,kong-bu-oan,3,itaigi
nî-siù,nî-siù,年獸,ni-siu,ni-siu,2,itaigi
tsio̍h-hóo,chio̍h-hó͘,石虎,tsioh-hoo,chioh-ho͘,2,itaigi
hiòng-tsiân-kiânn,hiòng-chiân-kiâⁿ,向前行,hiong-tsian-kiann,hiong-chian-kiaⁿ,3,itaigi
tsian-pau,chian-pau,煎包,tsian-pau,chian-pau,2,itaigi
tsik-sî-thong,chek-sî-thong,即時通,tsik-si-thong,chek-si-thong,3,itaigi
sū-gia̍p-suànn,sū-gia̍p-sòaⁿ,事業線,su-giap-suann,su-giap-soaⁿ,3,itaigi
sū-gia̍p-sûn,sū-gia̍p-sûn,事業巡,su-giap-sun,su-giap-sun,3,itaigi
kè-sǹg-ki,kè-sǹg-ki,計算機,ke-sng-ki,ke-sng-ki,3,itaigi
liap-kíng,liap-kéng,攝襉,liap-king,liap-keng,2,itaigi
pe̍h-tshat,pe̍h-chhat,白漆,peh-tshat,peh-chhat,2,itaigi
tsí-sàu-tse,chí-sàu-che,止嗽劑,tsi-sau-tse,chi-sau-che,3,itaigi
pháinn-sńg,pháiⁿ-sńg,歹耍,phainn-sng,phaiⁿ-sng,2,itaigi
si̍t,si̍t,翼,sit,sit,1,itaigi
káu-bué,káu-bóe,九尾,kau-bue,kau-boe,2,itaigi
káu-bé,káu-bé,九尾,kau-be,kau-be,2,itaigi
la̍k-bué,la̍k-bóe,六尾,lak-bue,lak-boe,2,itaigi
la̍k-bé,la̍k-bé,六尾,lak-be,lak-be,2,itaigi
phî-phî,phî-phî,皮皮,phi-phi,phi-phi,2,itaigi
tsíng-kah-iû,chéng-kah-iû,指甲油,tsing-kah-iu,cheng-kah-iu,3,itaigi
tìng-tsuá-ki,tèng-chóa-ki,釘紙機,ting-tsua-ki,teng-choa-ki,3,itaigi
ian-tsi,ian-chi,胭脂,ian-tsi,ian-chi,2,itaigi
gá-suh-tân,gá-suh-tân,瓦斯彈,ga-suh-tan,ga-suh-tan,3,itaigi
iû-mī,iû-mī,油麵,iu-mi,iu-mi,2,itaigi
tē-khè,tē-khè,地契,te-khe,te-khe,2,itaigi
thiu-hueh,thiu-hoeh,抽血,thiu-hueh,thiu-hoeh,2,itaigi
thiu-huih,thiu-huih,抽血,thiu-huih,thiu-huih,2,itaigi
thàu-lām--ê,thàu-lām--ê,透濫的,thau-lam--e,thau-lam--e,3,itaigi
kuan-lo̍h-im,koan-lo̍h-im,關落陰,kuan-loh-im,koan-loh-im,3,itaigi
kha-khiau,kha-khiau,跤曲,kha-khiau,kha-khiau,2,itaigi
tīng-piān-tong,tēng-piān-tong,訂便當,ting-pian-tong,teng-pian-tong,3,itaigi
hìng-khùn-bâ,hèng-khùn-bâ,興睏貓,hing-khun-ba,heng-khun-ba,3,itaigi
oo-lián,o͘-lián,黑輪,oo-lian,o͘-lian,2,itaigi
uānn-thiap--ê,ōaⁿ-thiap--ê,換帖的,uann-thiap--e,oaⁿ-thiap--e,3,itaigi
siān-thâng-á,siān-thâng-á,蟮蟲仔,sian-thang-a,sian-thang-a,3,itaigi
bián-kheh-khì,bián-kheh-khì,免客氣,bian-kheh-khi,bian-kheh-khi,3,itaigi
lún--tsi̍t-ē,lún--chi̍t-ē,忍一下,lun--tsit-e,lun--chit-e,3,itaigi
lîng-kut,lêng-kut,龍骨,ling-kut,leng-kut,2,itaigi
kip-tsín-sik,kip-chín-sek,急診室,kip-tsin-sik,kip-chin-sek,3,itaigi
kha-āu-tóo,kha-āu-tó͘,跤後肚,kha-au-too,kha-au-to͘,3,itaigi
king-keh,keng-keh,間格,king-keh,keng-keh,2,itaigi
khé-sih,khé-sih,Khé-sih,khe-sih,khe-sih,2,itaigi
lu̍t-sian,lu̍t-sian,甪鉎,lut-sian,lut-sian,2,itaigi
guá-ài--lí,góa-ài--lí,我愛你,gua-ai--li,goa-ai--li,3,itaigi
kuann-ngē-huà,koaⁿ-ngē-hòa,肝硬化,kuann-nge-hua,koaⁿ-nge-hoa,3,itaigi
tsha-sio,chha-sio,叉燒,tsha-sio,chha-sio,2,itaigi
tsù-bûn,chù-bûn,注文,tsu-bun,chu-bun,2,itaigi
ī-iok,ī-iok,預約,i-iok,i-iok,2,itaigi
phū-lōng-kòng,phū-lōng-kòng,phū-lōng-kòng,phu-long-kong,phu-long-kong,3,itaigi
ik-tshiah-sng,ek-chhiah-sng,溢刺酸,ik-tshiah-sng,ek-chhiah-sng,3,itaigi
theh-puh,theh-puh,theh-puh,theh-puh,theh-puh,2,itaigi
phi-thi-thi,phi-thi-thi,PTT,phi-thi-thi,phi-thi-thi,3,itaigi
má-tsih,má-chih,麻吉,ma-tsih,ma-chih,2,itaigi
nn̄g-á,nn̄g-á,卵仔,nng-a,nng-a,2,itaigi
ki̋-moo-jī,kĭ-mo͘-jī,奇檬字,ki-moo-ji,ki-mo͘-ji,3,itaigi
tiān-khì-tshí,tiān-khì-chhí,電氣鼠,tian-khi-tshi,tian-khi-chhi,3,itaigi
hóng-á-kiánn,hóng-á-kiáⁿ,仿仔囝,hong-a-kiann,hong-a-kiaⁿ,3,itaigi
bē-tâng-lô,bē-tâng-lô,賣銅鑼,be-tang-lo,be-tang-lo,3,itaigi
pó-puè-kiû,pó-pòe-kiû,寶貝球,po-pue-kiu,po-poe-kiu,3,itaigi
má-tong-lôo,má-tong-lô͘,媽當奴,ma-tong-loo,ma-tong-lo͘,3,itaigi
làng-káng,làng-káng,làng-káng,lang-kang,lang-kang,2,itaigi
tiâu--tio̍h,tiâu--tio̍h,牢著,tiau--tioh,tiau--tioh,2,itaigi
ma-khu-to͘h,ma-khu-to͘h,Ma-khu-to͘h,ma-khu-to͘h,ma-khu-to͘h,3,itaigi
pang--khì,pang--khì,崩去,pang--khi,pang--khi,2,itaigi
án-ne-sinn,án-ne-siⁿ,按呢生,an-ne-sinn,an-ne-siⁿ,3,itaigi
giâ-tsio̍h-lián,giâ-chio̍h-lián,夯石輪,gia-tsioh-lian,gia-chioh-lian,3,itaigi
tsún-tsò,chún-chò,準做,tsun-tso,chun-cho,2,itaigi
pó-táu,pó-táu,寶斗,po-tau,po-tau,2,itaigi
pó-táu-tìn,pó-táu-tìn,寶斗鎮,po-tau-tin,po-tau-tin,3,itaigi
tuā-tsng,tōa-chng,大庄,tua-tsng,toa-chng,2,itaigi
tuā-tsng-hiong,tōa-chng-hiong,大庄鄉,tua-tsng-hiong,toa-chng-hiong,3,itaigi
tshân-iûnn,chhân-iûⁿ,田洋,tshan-iunn,chhan-iuⁿ,2,itaigi
tshân-iûnn-á,chhân-iûⁿ-á,田洋仔,tshan-iunn-a,chhan-iuⁿ-a,3,itaigi
tá-káu,tá-káu,打狗,ta-kau,ta-kau,2,itaigi
tánn-niau,táⁿ-niau,打貓,tann-niau,taⁿ-niau,2,itaigi
phî-khah-khu,phî-khah-khu,皮卡丘,phi-khah-khu,phi-khah-khu,3,itaigi
khiú-lîng-á,khiú-lêng-á,搝鈴仔,khiu-ling-a,khiu-leng-a,3,itaigi
giú-lîng-á,giú-lêng-á,搝鈴仔,giu-ling-a,giu-leng-a,3,itaigi
kut-thâu-phànn,kut-thâu-phàⁿ,骨頭冇,kut-thau-phann,kut-thau-phaⁿ,3,itaigi
khah-pí-siù,khah-pí-siù,卡比獸,khah-pi-siu,khah-pi-siu,3,itaigi
bē-kiàn-siàu,bē-kiàn-siàu,袂見笑,be-kian-siau,be-kian-siau,3,itaigi
buē-kiàn-siàu,bōe-kiàn-siàu,袂見笑,bue-kian-siau,boe-kian-siau,3,itaigi
tiān-thui,tiān-thui,電梯,tian-thui,tian-thui,2,itaigi
iú-gî,iú-gî,友誼,iu-gi,iu-gi,2,itaigi
bah-sò,bah-sò,肉燥,bah-so,bah-so,2,itaigi
kiann-pháinn-lâng,kiaⁿ-pháiⁿ-lâng,驚歹人,kiann-phainn-lang,kiaⁿ-phaiⁿ-lang,3,itaigi
ti̍t-tsiap-tshī,ti̍t-chiap-chhī,直接飼,tit-tsiap-tshi,tit-chiap-chhi,3,itaigi
sìng-khì-kuan,sèng-khì-koan,性器官,sing-khi-kuan,seng-khi-koan,3,itaigi
lān-tsiáu-moo,lān-chiáu-mo͘,𡳞鳥毛,lan-tsiau-moo,lan-chiau-mo͘,3,itaigi
tsi-bai-moo,chi-bai-mo͘,膣屄毛,tsi-bai-moo,chi-bai-mo͘,3,itaigi
ka-kī-tshī,ka-kī-chhī,家己飼,ka-ki-tshi,ka-ki-chhi,3,itaigi
