tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
tuā-tsi̍h,tōa-chi̍h,大舌,tua-tsih,toa-chih,2,kautian,False
tuā-peh,tōa-peh,大伯,tua-peh,toa-peh,2,kautian,False
tuā-uī,tōa-ūi,大位,tua-ui,toa-ui,2,kautian,False
kang-tsok,kang-chok,工作,kang-tsok,kang-chok,2,kautian,False
tuā-kīm,tōa-kīm,大妗,tua-kim,toa-kim,2,kautian,False
suann-bué-liu,soaⁿ-bóe-liu,山尾溜,suann-bue-liu,soaⁿ-boe-liu,3,kautian,False
suann-bé-liu,soaⁿ-bé-liu,山尾溜,suann-be-liu,soaⁿ-be-liu,3,kautian,False
tsú-tē,chú-tē,子弟,tsu-te,chu-te,2,kautian,False
sió-tī,sió-tī,小弟,sio-ti,sio-ti,2,kautian,False
tsú-tē-hì,chú-tē-hì,子弟戲,tsu-te-hi,chu-te-hi,3,kautian,False
sann-kenn,saⁿ-keⁿ,三更,sann-kenn,saⁿ-keⁿ,2,kautian,False
sann-kinn,saⁿ-kiⁿ,三更,sann-kinn,saⁿ-kiⁿ,2,kautian,False
kháu-tsàu,kháu-chàu,口灶,khau-tsau,khau-chau,2,kautian,False
sió-tōo,sió-tō͘,小肚,sio-too,sio-to͘,2,kautian,False
tuā-tōo-kui,tōa-tō͘-kui,大肚胿,tua-too-kui,toa-to͘-kui,3,kautian,False
sann-kak,saⁿ-kak,三角,sann-kak,saⁿ-kak,2,kautian,False
kiú-kiàn,kiú-kiàn,久見,kiu-kian,kiu-kian,2,kautian,False
suann-kok,soaⁿ-kok,山谷,suann-kok,soaⁿ-kok,2,kautian,False
tshuan-kiong,chhoan-kiong,川芎,tshuan-kiong,chhoan-kiong,2,kautian,False
tshuan-puè,chhoan-pòe,川貝,tshuan-pue,chhoan-poe,2,kautian,False
kan-puè,kan-pòe,干貝,kan-pue,kan-poe,2,kautian,False
tshian-lí-gán,chhian-lí-gán,千里眼,tshian-li-gan,chhian-li-gan,3,kautian,False
sann-kak-thang,saⁿ-kak-thang,三角窗,sann-kak-thang,saⁿ-kak-thang,3,kautian,False
sann-kak-khòo,saⁿ-kak-khò͘,三角褲,sann-kak-khoo,saⁿ-kak-kho͘,3,kautian,False
tshian-lí-kiànn,chhian-lí-kiàⁿ,千里鏡,tshian-li-kiann,chhian-li-kiaⁿ,3,kautian,False
kú--lâi,kú--lâi,久來,ku--lai,ku--lai,2,kautian,False
kháu-king,kháu-keng,口供,khau-king,khau-keng,2,kautian,False
tāi-sài,tāi-sài,大使,tai-sai,tai-sai,2,kautian,False
sió-sū,sió-sū,小事,sio-su,sio-su,2,kautian,False
siáu-sú,siáu-sú,小使,siau-su,siau-su,2,kautian,False
kang-sū,kang-sū,工事,kang-su,kang-su,2,kautian,False
lú-jî,lú-jî,女兒,lu-ji,lu-ji,2,kautian,False
lú-lî,lú-lî,女兒,lu-li,lu-li,2,kautian,False
sió-tsik,sió-chek,小叔,sio-tsik,sio-chek,2,kautian,False
sió-kńg-á,sió-kńg-á,小管仔,sio-kng-a,sio-kng-a,3,kautian,False
sió-jî-kho,sió-jî-kho,小兒科,sio-ji-kho,sio-ji-kho,3,kautian,False
sió-lî-kho,sió-lî-kho,小兒科,sio-li-kho,sio-li-kho,3,kautian,False
suann-phiânn,soaⁿ-phiâⁿ,山坪,suann-phiann,soaⁿ-phiaⁿ,2,kautian,False
tiūnn-ḿ,tiūⁿ-ḿ,丈姆,tiunn-m,tiuⁿ-m,2,kautian,False
tuā-ḿ,tōa-ḿ,大姆,tua-m,toa-m,2,kautian,False
tuā-tsí,tōa-chí,大姊,tua-tsi,toa-chi,2,kautian,False
tuā-koo,tōa-ko͘,大姑,tua-koo,toa-ko͘,2,kautian,False
sió-muē,sió-mōe,小妹,sio-mue,sio-moe,2,kautian,False
sió-bē,sió-bē,小妹,sio-be,sio-be,2,kautian,False
sió-tsiá,sió-chiá,小姐,sio-tsia,sio-chia,2,kautian,False
sió-koo,sió-ko͘,小姑,sio-koo,sio-ko͘,2,kautian,False
tiūnn-ḿ-pô,tiūⁿ-ḿ-pô,丈姆婆,tiunn-m-po,tiuⁿ-m-po,3,kautian,False
ē-té,ē-té,下底,e-te,e-te,2,kautian,False
ē-tué,ē-tóe,下底,e-tue,e-toe,2,kautian,False
ta-kuann,ta-koaⁿ,大官,ta-kuann,ta-koaⁿ,2,kautian,False
tuā-kuann-hóo,tōa-koaⁿ-hó͘,大官虎,tua-kuann-hoo,toa-koaⁿ-ho͘,3,kautian,False
thóo-sìng,thó͘-sèng,土性,thoo-sing,tho͘-seng,2,kautian,False
hē-sènn-miā,hē-sèⁿ-miā,下性命,he-senn-mia,he-seⁿ-mia,3,kautian,False
hē-sìnn-miā,hē-sìⁿ-miā,下性命,he-sinn-mia,he-siⁿ-mia,3,kautian,False
tuā-pâng,tōa-pâng,大房,tua-pang,toa-pang,2,kautian,False
tuā-thua,tōa-thoa,大拖,tua-thua,toa-thoa,2,kautian,False
e-hng,e-hng,下昏,e-hng,e-hng,2,kautian,False
e-hng-àm,e-hng-àm,下昏暗,e-hng-am,e-hng-am,3,kautian,False
khit--ê,khit--ê,乞的,khit--e,khit--e,2,kautian,False
thóo-ti̍t,thó͘-ti̍t,土直,thoo-tit,tho͘-tit,2,kautian,False
sann-ki-tshiú,saⁿ-ki-chhiú,三肢手,sann-ki-tshiu,saⁿ-ki-chhiu,3,kautian,False
kú-tn̂g,kú-tn̂g,久長,ku-tng,ku-tng,2,kautian,False
tshian-kim,chhian-kim,千金,tshian-kim,chhian-kim,2,kautian,False
tshiūnn-tshenn-thî,chhiūⁿ-chheⁿ-thî,上青苔,tshiunn-tshenn-thi,chhiuⁿ-chheⁿ-thi,3,kautian,False
tshiūnn-tshinn-thî,chhiūⁿ-chhiⁿ-thî,上青苔,tshiunn-tshinn-thi,chhiuⁿ-chhiⁿ-thi,3,kautian,False
kú-tn̂g-pēnn,kú-tn̂g-pēⁿ,久長病,ku-tng-penn,ku-tng-peⁿ,3,kautian,False
kú-tn̂g-pīnn,kú-tn̂g-pīⁿ,久長病,ku-tng-pinn,ku-tng-piⁿ,3,kautian,False
tshian-kim-phóo,chhian-kim-phó͘,千金譜,tshian-kim-phoo,chhian-kim-pho͘,3,kautian,False
tāi-piān,tāi-piān,大便,tai-pian,tai-pian,2,kautian,False
tuā-tsûn--nî,tōa-chûn--nî,大前年,tua-tsun--ni,toa-chun--ni,3,kautian,False
tuā-î,tōa-î,大姨,tua-i,toa-i,2,kautian,False
siōng-tè,siōng-tè,上帝,siong-te,siong-te,2,kautian,False
siōng-tè-kong,siōng-tè-kong,上帝公,siong-te-kong,siong-te-kong,3,kautian,False
sàm-su,sàm-su,三思,sam-su,sam-su,2,kautian,False
tuā-āu--ji̍t,tōa-āu--ji̍t,大後日,tua-au--jit,toa-au--jit,3,kautian,False
tuā-āu--li̍t,tōa-āu--li̍t,大後日,tua-au--lit,toa-au--lit,3,kautian,False
tuā-āu--nî,tōa-āu--nî,大後年,tua-au--ni,toa-au--ni,3,kautian,False
suann-āu-tsiáu,soaⁿ-āu-chiáu,山後鳥,suann-au-tsiau,soaⁿ-au-chiau,3,kautian,False
iā-sī,iā-sī,也是,ia-si,ia-si,2,kautian,False
tsiah-sī,chiah-sī,才是,tsiah-si,chiah-si,2,kautian,False
tuā-tso̍h--ji̍t,tōa-cho̍h--ji̍t,大昨日,tua-tsoh--jit,toa-choh--jit,3,kautian,False
tuā-tso̍h--li̍t,tōa-cho̍h--li̍t,大昨日,tua-tsoh--lit,toa-choh--lit,3,kautian,False
tuā-bóo,tōa-bó͘,大某,tua-boo,toa-bo͘,2,kautian,False
suann-tōng,soaⁿ-tōng,山洞,suann-tong,soaⁿ-tong,2,kautian,False
sam-sing,sam-seng,三牲,sam-sing,sam-seng,2,kautian,False
sam-kài-kong,sam-kài-kong,三界公,sam-kai-kong,sam-kai-kong,3,kautian,False
suann-tang-o,soaⁿ-tang-o,山苳蒿,suann-tang-o,soaⁿ-tang-o,3,kautian,False
kē-im,kē-im,低音,ke-im,ke-im,2,kautian,False
khit-tsia̍h,khit-chia̍h,乞食,khit-tsiah,khit-chiah,2,kautian,False
kháu-bīn,kháu-bīn,口面,khau-bin,khau-bin,2,kautian,False
kháu-im,kháu-im,口音,khau-im,khau-im,2,kautian,False
khit-tsia̍h-miā,khit-chia̍h-miā,乞食命,khit-tsiah-mia,khit-chiah-mia,3,kautian,False
tuā-bīn-sîn,tōa-bīn-sîn,大面神,tua-bin-sin,toa-bin-sin,3,kautian,False
khit-tsia̍h-khîm,khit-chia̍h-khîm,乞食琴,khit-tsiah-khim,khit-chiah-khim,3,kautian,False
khit-tsia̍h-thâu,khit-chia̍h-thâu,乞食頭,khit-tsiah-thau,khit-chiah-thau,3,kautian,False
thóo-huí,thó͘-húi,土匪,thoo-hui,tho͘-hui,2,kautian,False
tuā-tshù,tōa-chhù,大厝,tua-tshu,toa-chhu,2,kautian,False
tuā-ko,tōa-ko,大哥,tua-ko,toa-ko,2,kautian,False
kē-tshù-á,kē-chhù-á,低厝仔,ke-tshu-a,ke-chhu-a,3,kautian,False
tuā-niû-koo,tōa-niû-ko͘,大娘姑,tua-niu-koo,toa-niu-ko͘,3,kautian,False
kháu-tsō,kháu-chō,口座,khau-tso,khau-cho,2,kautian,False
thóo-sai,thó͘-sai,土師,thoo-sai,tho͘-sai,2,kautian,False
tuā-sun,tōa-sun,大孫,tua-sun,toa-sun,2,kautian,False
ta-ke,ta-ke,大家,ta-ke,ta-ke,2,kautian,False
tsú-kiong,chú-kiong,子宮,tsu-kiong,chu-kiong,2,kautian,False
suann-khàm,soaⁿ-khàm,山崁,suann-kham,soaⁿ-kham,2,kautian,False
tuā-ke-kháu,tōa-ke-kháu,大家口,tua-ke-khau,toa-ke-khau,3,kautian,False
ta-ke-kuann,ta-ke-koaⁿ,大家官,ta-ke-kuann,ta-ke-koaⁿ,3,kautian,False
tsú-sî,chú-sî,子時,tsu-si,chu-si,2,kautian,False
tsiūnn-toh,chiūⁿ-toh,上桌,tsiunn-toh,chiuⁿ-toh,2,kautian,False
kháu-khì,kháu-khì,口氣,khau-khi,khau-khi,2,kautian,False
tāi-khì,tāi-khì,大氣,tai-khi,tai-khi,2,kautian,False
tuā-khuì,tōa-khùi,大氣,tua-khui,toa-khui,2,kautian,False
tuā-khuì-tshuán,tōa-khùi-chhoán,大氣喘,tua-khui-tshuan,toa-khui-chhoan,3,kautian,False
kan-sia̍p,kan-sia̍p,干涉,kan-siap,kan-siap,2,kautian,False
kē-kip,kē-kip,低級,ke-kip,ke-kip,2,kautian,False
tuā-tīn,tōa-tīn,大陣,tua-tin,toa-tin,2,kautian,False
tsiūnn-kiā,chiūⁿ-kiā,上崎,tsiunn-kia,chiuⁿ-kia,2,kautian,False
suann-lūn,soaⁿ-lūn,山崙,suann-lun,soaⁿ-lun,2,kautian,False
tsâi-tsîng,châi-chêng,才情,tsai-tsing,chai-cheng,2,kautian,False
sam-kàu,sam-kàu,三教,sam-kau,sam-kau,2,kautian,False
ē-tàu,ē-tàu,下晝,e-tau,e-tau,2,kautian,False
ē-poo,ē-po͘,下晡,e-poo,e-po͘,2,kautian,False
sió-phiò,sió-phiò,小票,sio-phio,sio-phio,2,kautian,False
sam-hiân,sam-hiân,三絃,sam-hian,sam-hian,2,kautian,False
tuā-sè,tōa-sè,大細,tua-se,toa-se,2,kautian,False
tuā-suè,tōa-sòe,大細,tua-sue,toa-soe,2,kautian,False
tuā-sè-sim,tōa-sè-sim,大細心,tua-se-sim,toa-se-sim,3,kautian,False
tuā-suè-sim,tōa-sòe-sim,大細心,tua-sue-sim,toa-soe-sim,3,kautian,False
tuā-sè-ba̍k,tōa-sè-ba̍k,大細目,tua-se-bak,toa-se-bak,3,kautian,False
tuā-suè-ba̍k,tōa-sòe-ba̍k,大細目,tua-sue-bak,toa-soe-bak,3,kautian,False
suann-tíng,soaⁿ-téng,山頂,suann-ting,soaⁿ-teng,2,kautian,False
kang-tiûnn,kang-tiûⁿ,工場,kang-tiunn,kang-tiuⁿ,2,kautian,False
tuā-pù,tōa-pù,大富,tua-pu,toa-pu,2,kautian,False
tuā-kuânn,tōa-kôaⁿ,大寒,tua-kuann,toa-koaⁿ,2,kautian,False
tuā-piànn-sàu,tōa-piàⁿ-sàu,大摒掃,tua-piann-sau,toa-piaⁿ-sau,3,kautian,False
tshiūnn-phú,chhiūⁿ-phú,上殕,tshiunn-phu,chhiuⁿ-phu,2,kautian,False
ē-káng,ē-káng,下港,e-kang,e-kang,2,kautian,False
tuā-káng,tōa-káng,大港,tua-kang,toa-kang,2,kautian,False
tuā-íng,tōa-éng,大湧,tua-ing,toa-eng,2,kautian,False
kan-na,kan-na,干焦,kan-na,kan-na,2,kautian,False
hā-siau,hā-siau,下痟,ha-siau,ha-siau,2,kautian,False
kháu-khîm,kháu-khîm,口琴,khau-khim,khau-khim,2,kautian,False
kang-tîng,kang-têng,工程,kang-ting,kang-teng,2,kautian,False
kang-tîng-su,kang-têng-su,工程師,kang-ting-su,kang-teng-su,3,kautian,False
siōng-tíng,siōng-téng,上等,siong-ting,siong-teng,2,kautian,False
tuā-tâng,tōa-tâng,大筒,tua-tang,toa-tang,2,kautian,False
sió-tán,sió-tán,小等,sio-tan,sio-tan,2,kautian,False
thóo-pua̍t-á,thó͘-poa̍t-á,土菝仔,thoo-puat-a,tho͘-poat-a,3,kautian,False
siōng-sòo,siōng-sò͘,上訴,siong-soo,siong-so͘,2,kautian,False
tāi-liōng,tāi-liōng,大量,tai-liong,tai-liong,2,kautian,False
king--khui,keng--khui,弓開,king--khui,keng--khui,2,kautian,False
huān-sè,hoān-sè,凡勢,huan-se,hoan-se,2,kautian,False
suann-sè,soaⁿ-sè,山勢,suann-se,soaⁿ-se,2,kautian,False
thóo-siūnn,thó͘-siūⁿ,土想,thoo-siunn,tho͘-siuⁿ,2,kautian,False
e-àm,e-àm,下暗,e-am,e-am,2,kautian,False
kang-huē,kang-hōe,工會,kang-hue,kang-hoe,2,kautian,False
kang-gia̍p,kang-gia̍p,工業,kang-giap,kang-giap,2,kautian,False
tsiah-ē,chiah-ē,才會,tsiah-e,chiah-e,2,kautian,False
suann-kau,soaⁿ-kau,山溝,suann-kau,soaⁿ-kau,2,kautian,False
hē-lo̍h,hē-lo̍h,下落,he-loh,he-loh,2,kautian,False
tshian-bān,chhian-bān,千萬,tshian-ban,chhian-ban,2,kautian,False
tuā-tn̂g,tōa-tn̂g,大腸,tua-tng,toa-tng,2,kautian,False
tuā-kū,tōa-kū,大舅,tua-ku,toa-ku,2,kautian,False
sió-tn̂g,sió-tn̂g,小腸,sio-tng,sio-tng,2,kautian,False
suann-io,soaⁿ-io,山腰,suann-io,soaⁿ-io,2,kautian,False
tuā-pak-tóo,tōa-pak-tó͘,大腹肚,tua-pak-too,toa-pak-to͘,3,kautian,False
kháu-tshì,kháu-chhì,口試,khau-tshi,khau-chhi,2,kautian,False
ē-kha,ē-kha,下跤,e-kha,e-kha,2,kautian,False
thóo-uē,thó͘-ōe,土話,thoo-ue,tho͘-oe,2,kautian,False
tuā-uē,tōa-ōe,大話,tua-ue,toa-oe,2,kautian,False
suann-hô,soaⁿ-hô,山貉,suann-ho,soaⁿ-ho,2,kautian,False
suann-tsha̍t,soaⁿ-chha̍t,山賊,suann-tshat,soaⁿ-chhat,2,kautian,False
suann-kha,soaⁿ-kha,山跤,suann-kha,soaⁿ-kha,2,kautian,False
tuā-kha-tâng,tōa-kha-tâng,大跤胴,tua-kha-tang,toa-kha-tang,3,kautian,False
sann-kha-bé,saⁿ-kha-bé,三跤馬,sann-kha-be,saⁿ-kha-be,3,kautian,False
sann-kha-niau,saⁿ-kha-niau,三跤貓,sann-kha-niau,saⁿ-kha-niau,3,kautian,False
kē-lōo,kē-lō͘,低路,ke-loo,ke-lo͘,2,kautian,False
tuā-lōo,tōa-lō͘,大路,tua-loo,toa-lo͘,2,kautian,False
sió-lōo,sió-lō͘,小路,sio-loo,sio-lo͘,2,kautian,False
tāi-tō-kong,tāi-tō-kong,大道公,tai-to-kong,tai-to-kong,3,kautian,False
sann-tǹg,saⁿ-tǹg,三頓,sann-tng,saⁿ-tng,2,kautian,False
suann-bông,soaⁿ-bông,山雺,suann-bong,soaⁿ-bong,2,kautian,False
tuā-kóo,tōa-kó͘,大鼓,tua-koo,toa-ko͘,2,kautian,False
tuā-siū,tōa-siū,大壽,tua-siu,toa-siu,2,kautian,False
tuā-hàn,tōa-hàn,大漢,tua-han,toa-han,2,kautian,False
tuā-khoo,tōa-kho͘,大箍,tua-khoo,toa-kho͘,2,kautian,False
tuā-khoo-tai,tōa-kho͘-tai,大箍呆,tua-khoo-tai,toa-kho͘-tai,3,kautian,False
siōng-kín,siōng-kín,上緊,siong-kin,siong-kin,2,kautian,False
tuā-thuí,tōa-thúi,大腿,tua-thui,toa-thui,2,kautian,False
tuā-thuí-kut,tōa-thúi-kut,大腿骨,tua-thui-kut,toa-thui-kut,3,kautian,False
siōng-kài,siōng-kài,上蓋,siong-kai,siong-kai,2,kautian,False
sió-suat,sió-soat,小說,sio-suat,sio-soat,2,kautian,False
tuā-gîn,tōa-gîn,大銀,tua-gin,toa-gin,2,kautian,False
tuā-gûn,tōa-gûn,大銀,tua-gun,toa-gun,2,kautian,False
sió-gîn,sió-gîn,小銀,sio-gin,sio-gin,2,kautian,False
sió-gûn,sió-gûn,小銀,sio-gun,sio-gun,2,kautian,False
bông-hûn,bông-hûn,亡魂,bong-hun,bong-hun,2,kautian,False
tuā-piánn,tōa-piáⁿ,大餅,tua-piann,toa-piaⁿ,2,kautian,False
sam-tsân,sam-chân,三層,sam-tsan,sam-chan,2,kautian,False
kang-liâu,kang-liâu,工寮,kang-liau,kang-liau,2,kautian,False
kang-tshiúnn,kang-chhiúⁿ,工廠,kang-tshiunn,kang-chhiuⁿ,2,kautian,False
sam-tsân-bah,sam-chân-bah,三層肉,sam-tsan-bah,sam-chan-bah,3,kautian,False
tuā-kóng-hiân,tōa-kóng-hiân,大廣絃,tua-kong-hian,toa-kong-hian,3,kautian,False
sió-sòo,sió-sò͘,小數,sio-soo,sio-so͘,2,kautian,False
kan-lo̍k,kan-lo̍k,干樂,kan-lok,kan-lok,2,kautian,False
tuā-jua̍h,tōa-joa̍h,大熱,tua-juah,toa-joah,2,kautian,False
tuā-lua̍h,tōa-loa̍h,大熱,tua-luah,toa-loah,2,kautian,False
tuā-pān,tōa-pān,大範,tua-pan,toa-pan,2,kautian,False
suann-suànn,soaⁿ-sòaⁿ,山線,suann-suann,soaⁿ-soaⁿ,2,kautian,False
sam-suànn-lōo,sam-sòaⁿ-lō͘,三線路,sam-suann-loo,sam-soaⁿ-lo͘,3,kautian,False
siōng-khò,siōng-khò,上課,siong-kho,siong-kho,2,kautian,False
khang-khuè,khang-khòe,工課,khang-khue,khang-khoe,2,kautian,False
tsâi-tiāu,châi-tiāu,才調,tsai-tiau,chai-tiau,2,kautian,False
tuā-bē,tōa-bē,大賣,tua-be,toa-be,2,kautian,False
tuā-buē,tōa-bōe,大賣,tua-bue,toa-boe,2,kautian,False
sió-bē,sió-bē,小賣,sio-be,sio-be,2,kautian,False
sió-buē,sió-bōe,小賣,sio-bue,sio-boe,2,kautian,False
suann-ti,soaⁿ-ti,山豬,suann-ti,soaⁿ-ti,2,kautian,False
suann-tu,soaⁿ-tu,山豬,suann-tu,soaⁿ-tu,2,kautian,False
ē-puè,ē-pòe,下輩,e-pue,e-poe,2,kautian,False
sann-lián-tshia,saⁿ-lián-chhia,三輪車,sann-lian-tshia,saⁿ-lian-chhia,3,kautian,False
ē-hâi,ē-hâi,下頦,e-hai,e-hai,2,kautian,False
tāi-ha̍k,tāi-ha̍k,大學,tai-hak,tai-hak,2,kautian,False
sió-ha̍k,sió-ha̍k,小學,sio-hak,sio-hak,2,kautian,False
king-tsio,keng-chio,弓蕉,king-tsio,keng-chio,2,kautian,False
king-tsio-iû,keng-chio-iû,弓蕉油,king-tsio-iu,keng-chio-iu,3,kautian,False
suann-niau,soaⁿ-niau,山貓,suann-niau,soaⁿ-niau,2,kautian,False
kháu-thâu,kháu-thâu,口頭,khau-thau,khau-thau,2,kautian,False
suann-thâu,soaⁿ-thâu,山頭,suann-thau,soaⁿ-thau,2,kautian,False
kang-thâu,kang-thâu,工頭,kang-thau,kang-thau,2,kautian,False
siōng-thâu-á,siōng-thâu-á,上頭仔,siong-thau-a,siong-thau-a,3,kautian,False
tuā-thâu-bú,tōa-thâu-bú,大頭拇,tua-thau-bu,toa-thau-bu,3,kautian,False
tuā-ām-kui,tōa-ām-kui,大頷胿,tua-am-kui,toa-am-kui,3,kautian,False
tuā-thâu-tshài,tōa-thâu-chhài,大頭菜,tua-thau-tshai,toa-thau-chhai,3,kautian,False
tuā-hì,tōa-hì,大戲,tua-hi,toa-hi,2,kautian,False
suann-niá,soaⁿ-niá,山嶺,suann-nia,soaⁿ-nia,2,kautian,False
thóo-suāinn-á,thó͘-soāiⁿ-á,土檨仔,thoo-suainn-a,tho͘-soaiⁿ-a,3,kautian,False
siōng-tsē,siōng-chē,上濟,siong-tse,siong-che,2,kautian,False
siōng-tsuē,siōng-chōe,上濟,siong-tsue,siong-choe,2,kautian,False
sióng-siann,sióng-siaⁿ,上聲,siong-siann,siong-siaⁿ,2,kautian,False
tuā-siann,tōa-siaⁿ,大聲,tua-siann,toa-siaⁿ,2,kautian,False
tuā-tánn,tōa-táⁿ,大膽,tua-tann,toa-taⁿ,2,kautian,False
tuā-siann-uē,tōa-siaⁿ-ōe,大聲話,tua-siann-ue,toa-siaⁿ-oe,3,kautian,False
ē-pái,ē-pái,下擺,e-pai,e-pai,2,kautian,False
sió-tsím,sió-chím,小嬸,sio-tsim,sio-chim,2,kautian,False
thóo-ke-á,thó͘-ke-á,土雞仔,thoo-ke-a,tho͘-ke-a,3,kautian,False
thóo-kue-á,thó͘-koe-á,土雞仔,thoo-kue-a,tho͘-koe-a,3,kautian,False
ē-kok,ē-kok,下顎,e-kok,e-kok,2,kautian,False
kang-gē,kang-gē,工藝,kang-ge,kang-ge,2,kautian,False
hē-guān,hē-goān,下願,he-guan,he-goan,2,kautian,False
tuā-phiāng,tōa-phiāng,大龐,tua-phiang,toa-phiang,2,kautian,False
tuā-mī,tōa-mī,大麵,tua-mi,toa-mi,2,kautian,False
tuā-tsâng,tōa-châng,大欉,tua-tsang,toa-chang,2,kautian,False
tuā-thiann,tōa-thiaⁿ,大廳,tua-thiann,toa-thiaⁿ,2,kautian,False
put,put,不,put,put,1,kautian,False
thiú,thiú,丑,thiu,thiu,1,kautian,False
tìng,tèng,中,ting,teng,1,kautian,False
tiong,tiong,中,tiong,tiong,1,kautian,False
tiòng,tiòng,中,tiong,tiong,1,kautian,False
tan,tan,丹,tan,tan,1,kautian,False
tsi,chi,之,tsi,chi,1,kautian,False
hōo,hō͘,予,hoo,ho͘,1,kautian,False
gōo,gō͘,五,goo,go͘,1,kautian,False
ngóo,ngó͘,五,ngoo,ngo͘,1,kautian,False
tsénn,chéⁿ,井,tsenn,cheⁿ,1,kautian,False
tsínn,chíⁿ,井,tsinn,chiⁿ,1,kautian,False
jîn,jîn,仁,jin,jin,1,kautian,False
lîn,lîn,仁,lin,lin,1,kautian,False
tseh,cheh,仄,tseh,cheh,1,kautian,False
phak,phak,仆,phak,phak,1,kautian,False
siû,siû,仇,siu,siu,1,kautian,False
tann,taⁿ,今,tann,taⁿ,1,kautian,False
ín,ín,允,in,in,1,kautian,False
ún,ún,允,un,un,1,kautian,False
lāi,lāi,內,lai,lai,1,kautian,False
luē,lōe,內,lue,loe,1,kautian,False
kang,kang,公,kang,kang,1,kautian,False
kong,kong,公,kong,kong,1,kautian,False
la̍k,la̍k,六,lak,lak,1,kautian,False
lio̍k,lio̍k,六,liok,liok,1,kautian,False
phànn,phàⁿ,冇,phann,phaⁿ,1,kautian,False
līng,lēng,冗,ling,leng,1,kautian,False
liōng,liōng,冗,liong,liong,1,kautian,False
hiong,hiong,凶,hiong,hiong,1,kautian,False
hun,hun,分,hun,hun,1,kautian,False
pun,pun,分,pun,pun,1,kautian,False
tshiat,chhiat,切,tshiat,chhiat,1,kautian,False
ûn,ûn,勻,un,un,1,kautian,False
kiu,kiu,勼,kiu,kiu,1,kautian,False
kau,kau,勾,kau,kau,1,kautian,False
lāi-kah-á,lāi-kah-á,內䘥仔,lai-kah-a,lai-kah-a,3,kautian,False
tiong-lâng,tiong-lâng,中人,tiong-lang,tiong-lang,2,kautian,False
ín--lâng,ín--lâng,允人,in--lang,in--lang,2,kautian,False
ún--lâng,ún--lâng,允人,un--lang,un--lang,2,kautian,False
put-tsâi,put-châi,不才,put-tsai,put-chai,2,kautian,False
lāi-suann,lāi-soaⁿ,內山,lai-suann,lai-soaⁿ,2,kautian,False
lāi-tsâi,lāi-châi,內才,lai-tsai,lai-chai,2,kautian,False
hun-tshùn,hun-chhùn,分寸,hun-tshun,hun-chhun,2,kautian,False
put-jîn,put-jîn,不仁,put-jin,put-jin,2,kautian,False
put-lîn,put-lîn,不仁,put-lin,put-lin,2,kautian,False
tiong-guân,tiong-goân,中元,tiong-guan,tiong-goan,2,kautian,False
ngóo-jîn,ngó͘-jîn,五仁,ngoo-jin,ngo͘-jin,2,kautian,False
ngóo-lîn,ngó͘-lîn,五仁,ngoo-lin,ngo͘-lin,2,kautian,False
jîn-tan,jîn-tan,仁丹,jin-tan,jin-tan,2,kautian,False
lîn-tan,lîn-tan,仁丹,lin-tan,lin-tan,2,kautian,False
lāi-kong,lāi-kong,內公,lai-kong,lai-kong,2,kautian,False
kong-guân,kong-goân,公元,kong-guan,kong-goan,2,kautian,False
kong-pun,kong-pun,公分,kong-pun,kong-pun,2,kautian,False
kong-hun,kong-hun,公分,kong-hun,kong-hun,2,kautian,False
ûn-ûn-á,ûn-ûn-á,勻勻仔,un-un-a,un-un-a,3,kautian,False
put-tiòng-iōng,put-tiòng-iōng,不中用,put-tiong-iong,put-tiong-iong,3,kautian,False
gōo-hun-tshia,gō͘-hun-chhia,五分車,goo-hun-tshia,go͘-hun-chhia,3,kautian,False
put-tsí,put-chí,不止,put-tsi,put-chi,2,kautian,False
tiong-sim,tiong-sim,中心,tiong-sim,tiong-sim,2,kautian,False
tsénn-tsuí,chéⁿ-chúi,井水,tsenn-tsui,cheⁿ-chui,2,kautian,False
tsínn-tsuí,chíⁿ-chúi,井水,tsinn-tsui,chiⁿ-chui,2,kautian,False
luē-sim,lōe-sim,內心,lue-sim,loe-sim,2,kautian,False
kong-bûn,kong-bûn,公文,kong-bun,kong-bun,2,kautian,False
kong-kin,kong-kin,公斤,kong-kin,kong-kin,2,kautian,False
kong-kun,kong-kun,公斤,kong-kun,kong-kun,2,kautian,False
phànn-tshiú,phàⁿ-chhiú,冇手,phann-tshiu,phaⁿ-chhiu,2,kautian,False
tshiat-tshiú,chhiat-chhiú,切手,tshiat-tshiu,chhiat-chhiu,2,kautian,False
kiu-tshiú,kiu-chhiú,勼手,kiu-tshiu,kiu-chhiu,2,kautian,False
kiu-tsuí,kiu-chúi,勼水,kiu-tsui,kiu-chui,2,kautian,False
kau-ín,kau-ín,勾引,kau-in,kau-in,2,kautian,False
la̍k-gue̍h-thinn,la̍k-goe̍h-thiⁿ,六月天,lak-gueh-thinn,lak-goeh-thiⁿ,3,kautian,False
la̍k-ge̍h-thinn,la̍k-ge̍h-thiⁿ,六月天,lak-geh-thinn,lak-geh-thiⁿ,3,kautian,False
put-tsí-á,put-chí-á,不止仔,put-tsi-a,put-chi-a,3,kautian,False
la̍k-gue̍h-tang,la̍k-goe̍h-tang,六月冬,lak-gueh-tang,lak-goeh-tang,3,kautian,False
