tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
tsi̍t,chi̍t,一,tsit,chit,1,kautian,False
it,it,一,it,it,1,kautian,False
it,it,乙,it,it,1,kautian,False
ting,teng,丁,ting,teng,1,kautian,False
tshit,chhit,七,tshit,chhit,1,kautian,False
káu,káu,九,kau,kau,1,kautian,False
kiú,kiú,九,kiu,kiu,1,kautian,False
liáu,liáu,了,liau,liau,1,kautian,False
jī,jī,二,ji,ji,1,kautian,False
lī,lī,二,li,li,1,kautian,False
jîn,jîn,人,jin,jin,1,kautian,False
lîn,lîn,人,lin,lin,1,kautian,False
lâng,lâng,人,lang,lang,1,kautian,False
ji̍p,ji̍p,入,jip,jip,1,kautian,False
li̍p,li̍p,入,lip,lip,1,kautian,False
pat,pat,八,pat,pat,1,kautian,False
peh,peh,八,peh,peh,1,kautian,False
pueh,poeh,八,pueh,poeh,1,kautian,False
to,to,刀,to,to,1,kautian,False
tiau,tiau,刁,tiau,tiau,1,kautian,False
la̍t,la̍t,力,lat,lat,1,kautian,False
li̍k,le̍k,力,lik,lek,1,kautian,False
tsa̍p,cha̍p,十,tsap,chap,1,kautian,False
si̍p,si̍p,十,sip,sip,1,kautian,False
poh,poh,卜,poh,poh,1,kautian,False
pok,pok,卜,pok,pok,1,kautian,False
iū,iū,又,iu,iu,1,kautian,False
tn̄g,tn̄g,丈,tng,tng,1,kautian,False
sam,sam,三,sam,sam,1,kautian,False
sann,saⁿ,三,sann,saⁿ,1,kautian,False
tsiūnn,chiūⁿ,上,tsiunn,chiuⁿ,1,kautian,False
tshiūnn,chhiūⁿ,上,tshiunn,chhiuⁿ,1,kautian,False
siōng,siōng,上,siong,siong,1,kautian,False
ē,ē,下,e,e,1,kautian,False
hā,hā,下,ha,ha,1,kautian,False
hē,hē,下,he,he,1,kautian,False
kē,kē,低,ke,ke,1,kautian,False
ê,ê,个,e,e,1,kautian,False
uân,oân,丸,uan,oan,1,kautian,False
kú,kú,久,ku,ku,1,kautian,False
io,io,么,io,io,1,kautian,False
khit,khit,乞,khit,khit,1,kautian,False
iā,iā,也,ia,ia,1,kautian,False
bông,bông,亡,bong,bong,1,kautian,False
huân,hoân,凡,huan,hoan,1,kautian,False
huān,hoān,凡,huan,hoan,1,kautian,False
tshian,chhian,千,tshian,chhian,1,kautian,False
tshing,chheng,千,tshing,chheng,1,kautian,False
tshe,chhe,叉,tshe,chhe,1,kautian,False
kháu,kháu,口,khau,khau,1,kautian,False
thóo,thó͘,土,thoo,tho͘,1,kautian,False
sū,sū,士,su,su,1,kautian,False
ta,ta,大,ta,ta,1,kautian,False
tāi,tāi,大,tai,tai,1,kautian,False
tuā,tōa,大,tua,toa,1,kautian,False
lí,lí,女,li,li,1,kautian,False
lú,lú,女,lu,lu,1,kautian,False
tsí,chí,子,tsi,chi,1,kautian,False
tsú,chú,子,tsu,chu,1,kautian,False
jí,jí,子,ji,ji,1,kautian,False
lí,lí,子,li,li,1,kautian,False
tshùn,chhùn,寸,tshun,chhun,1,kautian,False
siáu,siáu,小,siau,siau,1,kautian,False
sió,sió,小,sio,sio,1,kautian,False
san,san,山,san,san,1,kautian,False
suann,soaⁿ,山,suann,soaⁿ,1,kautian,False
kang,kang,工,kang,kang,1,kautian,False
kong,kong,工,kong,kong,1,kautian,False
kí,kí,己,ki,ki,1,kautian,False
tsī,chī,巳,tsi,chi,1,kautian,False
kin,kin,巾,kin,kin,1,kautian,False
kun,kun,巾,kun,kun,1,kautian,False
kan,kan,干,kan,kan,1,kautian,False
king,keng,弓,king,keng,1,kautian,False
tsâi,châi,才,tsai,chai,1,kautian,False
tsiah,chiah,才,tsiah,chiah,1,kautian,False
tshâi,chhâi,才,tshai,chhai,1,kautian,False
put,put,不,put,put,1,kautian,False
thiú,thiú,丑,thiu,thiu,1,kautian,False
tìng,tèng,中,ting,teng,1,kautian,False
tiong,tiong,中,tiong,tiong,1,kautian,False
tiòng,tiòng,中,tiong,tiong,1,kautian,False
tan,tan,丹,tan,tan,1,kautian,False
tsi,chi,之,tsi,chi,1,kautian,False
hōo,hō͘,予,hoo,ho͘,1,kautian,False
gōo,gō͘,五,goo,go͘,1,kautian,False
ngóo,ngó͘,五,ngoo,ngo͘,1,kautian,False
tsénn,chéⁿ,井,tsenn,cheⁿ,1,kautian,False
tsínn,chíⁿ,井,tsinn,chiⁿ,1,kautian,False
jîn,jîn,仁,jin,jin,1,kautian,False
lîn,lîn,仁,lin,lin,1,kautian,False
tseh,cheh,仄,tseh,cheh,1,kautian,False
phak,phak,仆,phak,phak,1,kautian,False
siû,siû,仇,siu,siu,1,kautian,False
tann,taⁿ,今,tann,taⁿ,1,kautian,False
ín,ín,允,in,in,1,kautian,False
ún,ún,允,un,un,1,kautian,False
lāi,lāi,內,lai,lai,1,kautian,False
luē,lōe,內,lue,loe,1,kautian,False
kang,kang,公,kang,kang,1,kautian,False
kong,kong,公,kong,kong,1,kautian,False
la̍k,la̍k,六,lak,lak,1,kautian,False
lio̍k,lio̍k,六,liok,liok,1,kautian,False
phànn,phàⁿ,冇,phann,phaⁿ,1,kautian,False
līng,lēng,冗,ling,leng,1,kautian,False
liōng,liōng,冗,liong,liong,1,kautian,False
hiong,hiong,凶,hiong,hiong,1,kautian,False
hun,hun,分,hun,hun,1,kautian,False
pun,pun,分,pun,pun,1,kautian,False
tshiat,chhiat,切,tshiat,chhiat,1,kautian,False
ûn,ûn,勻,un,un,1,kautian,False
kiu,kiu,勼,kiu,kiu,1,kautian,False
kau,kau,勾,kau,kau,1,kautian,False
hua,hoa,化,hua,hoa,1,kautian,False
huà,hòa,化,hua,hoa,1,kautian,False
phit,phit,匹,phit,phit,1,kautian,False
tsin,chin,升,tsin,chin,1,kautian,False
sing,seng,升,sing,seng,1,kautian,False
gōo,gō͘,午,goo,go͘,1,kautian,False
ngóo,ngó͘,午,ngoo,ngo͘,1,kautian,False
eh,eh,厄,eh,eh,1,kautian,False
iú,iú,友,iu,iu,1,kautian,False
huán,hoán,反,huan,hoan,1,kautian,False
píng,péng,反,ping,peng,1,kautian,False
jîm,jîm,壬,jim,jim,1,kautian,False
lîm,lîm,壬,lim,lim,1,kautian,False
thian,thian,天,thian,thian,1,kautian,False
thinn,thiⁿ,天,thinn,thiⁿ,1,kautian,False
thài,thài,太,thai,thai,1,kautian,False
hu,hu,夫,hu,hu,1,kautian,False
tsió,chió,少,tsio,chio,1,kautian,False
tshe,chhe,尺,tshe,chhe,1,kautian,False
tshioh,chhioh,尺,tshioh,chhioh,1,kautian,False
jia̍p,jia̍p,廿,jiap,jiap,1,kautian,False
lia̍p,lia̍p,廿,liap,liap,1,kautian,False
ín,ín,引,in,in,1,kautian,False
sim,sim,心,sim,sim,1,kautian,False
hōo,hō͘,戶,hoo,ho͘,1,kautian,False
tshiú,chhiú,手,tshiu,chhiu,1,kautian,False
ki,ki,支,ki,ki,1,kautian,False
bûn,bûn,文,bun,bun,1,kautian,False
táu,táu,斗,tau,tau,1,kautian,False
kin,kin,斤,kin,kin,1,kautian,False
kun,kun,斤,kun,kun,1,kautian,False
hng,hng,方,hng,hng,1,kautian,False
hong,hong,方,hong,hong,1,kautian,False
ji̍t,ji̍t,日,jit,jit,1,kautian,False
li̍t,li̍t,日,lit,lit,1,kautian,False
gua̍t,goa̍t,月,guat,goat,1,kautian,False
gue̍h,goe̍h,月,gueh,goeh,1,kautian,False
ge̍h,ge̍h,月,geh,geh,1,kautian,False
ba̍k,ba̍k,木,bak,bak,1,kautian,False
bo̍k,bo̍k,木,bok,bok,1,kautian,False
khiàm,khiàm,欠,khiam,khiam,1,kautian,False
tsí,chí,止,tsi,chi,1,kautian,False
pháinn,pháiⁿ,歹,phainn,phaiⁿ,1,kautian,False
m̄,m̄,毋,m,m,1,kautian,False
pí,pí,比,pi,pi,1,kautian,False
mn̂g,mn̂g,毛,mng,mng,1,kautian,False
môo,mô͘,毛,moo,mo͘,1,kautian,False
sī,sī,氏,si,si,1,kautian,False
tsuí,chúi,水,tsui,chui,1,kautian,False
suí,súi,水,sui,sui,1,kautian,False
hué,hóe,火,hue,hoe,1,kautian,False
hé,hé,火,he,he,1,kautian,False
jiáu,jiáu,爪,jiau,jiau,1,kautian,False
niáu,niáu,爪,niau,niau,1,kautian,False
hū,hū,父,hu,hu,1,kautian,False
pîng,pêng,爿,ping,peng,1,kautian,False
phìnn,phìⁿ,片,phinn,phiⁿ,1,kautian,False
gâ,gâ,牙,ga,ga,1,kautian,False
gê,gê,牙,ge,ge,1,kautian,False
gû,gû,牛,gu,gu,1,kautian,False
ông,ông,王,ong,ong,1,kautian,False
sè,sè,世,se,se,1,kautian,False
sì,sì,世,si,si,1,kautian,False
piánn,piáⁿ,丙,piann,piaⁿ,1,kautian,False
tsú,chú,主,tsu,chu,1,kautian,False
tôm,tôm,丼,tom,tom,1,kautian,False
tsànn,chàⁿ,乍,tsann,chaⁿ,1,kautian,False
honnh,hoⁿh,乎,honnh,hoⁿh,1,kautian,False
ha̍t,ha̍t,乏,hat,hat,1,kautian,False
á,á,仔,a,a,1,kautian,False
sū,sū,仕,su,su,1,kautian,False
hù,hù,付,hu,hu,1,kautian,False
sian,sian,仙,sian,sian,1,kautian,False
sián,sián,仙,sian,sian,1,kautian,False
kāng,kāng,仝,kang,kang,1,kautian,False
tāi,tāi,代,tai,tai,1,kautian,False
tē,tē,代,te,te,1,kautian,False
līng,lēng,令,ling,leng,1,kautian,False
í,í,以,i,i,1,kautian,False
hiann,hiaⁿ,兄,hiann,hiaⁿ,1,kautian,False
tsheh,chheh,冊,tsheh,chheh,1,kautian,False
tang,tang,冬,tang,tang,1,kautian,False
nah,nah,凹,nah,nah,1,kautian,False
tshut,chhut,出,tshut,chhut,1,kautian,False
khan,khan,刊,khan,khan,1,kautian,False
kong,kong,功,kong,kong,1,kautian,False
ka,ka,加,ka,ka,1,kautian,False
ke,ke,加,ke,ke,1,kautian,False
pau,pau,包,pau,pau,1,kautian,False
pak,pak,北,pak,pak,1,kautian,False
puàn,poàn,半,puan,poan,1,kautian,False
puànn,pòaⁿ,半,puann,poaⁿ,1,kautian,False
siap,siap,卌,siap,siap,1,kautian,False
tsiàm,chiàm,占,tsiam,chiam,1,kautian,False
khah,khah,卡,khah,khah,1,kautian,False
kha̍h,kha̍h,卡,khah,khah,1,kautian,False
báu,báu,卯,bau,bau,1,kautian,False
mauh,mauh,卯,mauh,mauh,1,kautian,False
khì,khì,去,khi,khi,1,kautian,False
kóo,kó͘,古,koo,ko͘,1,kautian,False
kù,kù,句,ku,ku,1,kautian,False
lo,lo,叨,lo,lo,1,kautian,False
khàu,khàu,叩,khau,khau,1,kautian,False
tsí,chí,只,tsi,chi,1,kautian,False
kiò,kiò,叫,kio,kio,1,kautian,False
ting,teng,叮,ting,teng,1,kautian,False
tìng,tèng,叮,ting,teng,1,kautian,False
khó,khó,可,kho,kho,1,kautian,False
tâi,tâi,台,tai,tai,1,kautian,False
siû,siû,囚,siu,siu,1,kautian,False
sì,sì,四,si,si,1,kautian,False
sù,sù,四,su,su,1,kautian,False
guā,gōa,外,gua,goa,1,kautian,False
iang,iang,央,iang,iang,1,kautian,False
giâ,giâ,夯,gia,gia,1,kautian,False
sit,sit,失,sit,sit,1,kautian,False
lôo,lô͘,奴,loo,lo͘,1,kautian,False
ling,leng,奶,ling,leng,1,kautian,False
ni,ni,奶,ni,ni,1,kautian,False
nai,nai,奶,nai,nai,1,kautian,False
khá,khá,巧,kha,kha,1,kautian,False
khiáu,khiáu,巧,khiau,khiau,1,kautian,False
tshī,chhī,市,tshi,chhi,1,kautian,False
pòo,pò͘,布,poo,po͘,1,kautian,False
pênn,pêⁿ,平,penn,peⁿ,1,kautian,False
pînn,pîⁿ,平,pinn,piⁿ,1,kautian,False
piânn,piâⁿ,平,piann,piaⁿ,1,kautian,False
pîng,pêng,平,ping,peng,1,kautian,False
iù,iù,幼,iu,iu,1,kautian,False
bōo,bō͘,戊,boo,bo͘,1,kautian,False
pe,pe,扒,pe,pe,1,kautian,False
pê,pê,扒,pe,pe,1,kautian,False
tánn,táⁿ,打,tann,taⁿ,1,kautian,False
tuànn,tòaⁿ,旦,tuann,toaⁿ,1,kautian,False
bī,bī,未,bi,bi,1,kautian,False
buē,bōe,未,bue,boe,1,kautian,False
bē,bē,未,be,be,1,kautian,False
pún,pún,本,pun,pun,1,kautian,False
tsiànn,chiàⁿ,正,tsiann,chiaⁿ,1,kautian,False
tsìng,chèng,正,tsing,cheng,1,kautian,False
bió,bió,母,bio,bio,1,kautian,False
bó,bó,母,bo,bo,1,kautian,False
bú,bú,母,bu,bu,1,kautian,False
bîn,bîn,民,bin,bin,1,kautian,False
tsiap,chiap,汁,tsiap,chiap,1,kautian,False
huān,hoān,犯,huan,hoan,1,kautian,False
gi̍k,ge̍k,玉,gik,gek,1,kautian,False
gio̍k,gio̍k,玉,giok,giok,1,kautian,False
kue,koe,瓜,kue,koe,1,kautian,False
hiā,hiā,瓦,hia,hia,1,kautian,False
kam,kam,甘,kam,kam,1,kautian,False
tshenn,chheⁿ,生,tshenn,chheⁿ,1,kautian,False
tshinn,chhiⁿ,生,tshinn,chhiⁿ,1,kautian,False
senn,seⁿ,生,senn,seⁿ,1,kautian,False
sinn,siⁿ,生,sinn,siⁿ,1,kautian,False
sing,seng,生,sing,seng,1,kautian,False
īng,ēng,用,ing,eng,1,kautian,False
iōng,iōng,用,iong,iong,1,kautian,False
tshân,chhân,田,tshan,chhan,1,kautian,False
iû,iû,由,iu,iu,1,kautian,False
kah,kah,甲,kah,kah,1,kautian,False
sin,sin,申,sin,sin,1,kautian,False
pe̍h,pe̍h,白,peh,peh,1,kautian,False
pi̍k,pe̍k,白,pik,pek,1,kautian,False
phî,phî,皮,phi,phi,1,kautian,False
phuê,phôe,皮,phue,phoe,1,kautian,False
phê,phê,皮,phe,phe,1,kautian,False
ba̍k,ba̍k,目,bak,bak,1,kautian,False
bo̍k,bo̍k,目,bok,bok,1,kautian,False
tsio̍h,chio̍h,石,tsioh,chioh,1,kautian,False
si̍k,se̍k,石,sik,sek,1,kautian,False
sī,sī,示,si,si,1,kautian,False
hia̍t,hia̍t,穴,hiat,hiat,1,kautian,False
li̍p,li̍p,立,lip,lip,1,kautian,False
ka,ka,交,ka,ka,1,kautian,False
kau,kau,交,kau,kau,1,kautian,False
kiau,kiau,交,kiau,kiau,1,kautian,False
hāi,hāi,亥,hai,hai,1,kautian,False
i̍k,e̍k,亦,ik,ek,1,kautian,False
kiānn,kiāⁿ,件,kiann,kiaⁿ,1,kautian,False
jīm,jīm,任,jim,jim,1,kautian,False
līm,līm,任,lim,lim,1,kautian,False
hūn,hūn,份,hun,hun,1,kautian,False
hóng,hóng,仿,hong,hong,1,kautian,False
i,i,伊,i,i,1,kautian,False
hua̍h,hoa̍h,伐,huah,hoah,1,kautian,False
hiu,hiu,休,hiu,hiu,1,kautian,False
thīn,thīn,伨,thin,thin,1,kautian,False
tiāu,tiāu,兆,tiau,tiau,1,kautian,False
sian,sian,先,sian,sian,1,kautian,False
sing,seng,先,sing,seng,1,kautian,False
kng,kng,光,kng,kng,1,kautian,False
kong,kong,光,kong,kong,1,kautian,False
tsuân,choân,全,tsuan,choan,1,kautian,False
kā,kā,共,ka,ka,1,kautian,False
kāng,kāng,共,kang,kang,1,kautian,False
kiōng,kiōng,共,kiong,kiong,1,kautian,False
tsài,chài,再,tsai,chai,1,kautian,False
ping,peng,冰,ping,peng,1,kautian,False
táinn,táiⁿ,刐,tainn,taiⁿ,1,kautian,False
hîng,hêng,刑,hing,heng,1,kautian,False
kò,kò,划,ko,ko,1,kautian,False
lia̍t,lia̍t,列,liat,liat,1,kautian,False
tshiūnn,chhiūⁿ,匠,tshiunn,chhiuⁿ,1,kautian,False
ìn,ìn,印,in,in,1,kautian,False
ha̍h,ha̍h,合,hah,hah,1,kautian,False
ha̍p,ha̍p,合,hap,hap,1,kautian,False
kap,kap,合,kap,kap,1,kautian,False
kiat,kiat,吉,kiat,kiat,1,kautian,False
tiàu,tiàu,吊,tiau,tiau,1,kautian,False
tông,tông,同,tong,tong,1,kautian,False
bîng,bêng,名,bing,beng,1,kautian,False
miâ,miâ,名,mia,mia,1,kautian,False
thóo,thó͘,吐,thoo,tho͘,1,kautian,False
thòo,thò͘,吐,thoo,tho͘,1,kautian,False
ànn,àⁿ,向,ann,aⁿ,1,kautian,False
hiànn,hiàⁿ,向,hiann,hiaⁿ,1,kautian,False
hiòng,hiòng,向,hiong,hiong,1,kautian,False
ǹg,ǹg,向,ng,ng,1,kautian,False
kiánn,kiáⁿ,囝,kiann,kiaⁿ,1,kautian,False
huê,hôe,回,hue,hoe,1,kautian,False
hê,hê,回,he,he,1,kautian,False
sìn,sìn,囟,sin,sin,1,kautian,False
in,in,因,in,in,1,kautian,False
tsāi,chāi,在,tsai,chai,1,kautian,False
tē,tē,地,te,te,1,kautian,False
tuē,tōe,地,tue,toe,1,kautian,False
tsùn,chùn,圳,tsun,chun,1,kautian,False
to,to,多,to,to,1,kautian,False
kan,kan,奸,kan,kan,1,kautian,False
hó,hó,好,ho,ho,1,kautian,False
hònn,hòⁿ,好,honn,hoⁿ,1,kautian,False
jû,jû,如,ju,ju,1,kautian,False
lû,lû,如,lu,lu,1,kautian,False
hui,hui,妃,hui,hui,1,kautian,False
jī,jī,字,ji,ji,1,kautian,False
lī,lī,字,li,li,1,kautian,False
tsûn,chûn,存,tsun,chun,1,kautian,False
the̍h,the̍h,宅,theh,theh,1,kautian,False
tsiú,chiú,守,tsiu,chiu,1,kautian,False
siú,siú,守,siu,siu,1,kautian,False
an,an,安,an,an,1,kautian,False
sī,sī,寺,si,si,1,kautian,False
tsiam,chiam,尖,tsiam,chiam,1,kautian,False
tsiu,chiu,州,tsiu,chiu,1,kautian,False
huân,hoân,帆,huan,hoan,1,kautian,False
phâng,phâng,帆,phang,phang,1,kautian,False
liân,liân,年,lian,lian,1,kautian,False
nî,nî,年,ni,ni,1,kautian,False
tsng,chng,庄,tsng,chng,1,kautian,False
sut,sut,戌,sut,sut,1,kautian,False
tsiânn,chiâⁿ,成,tsiann,chiaⁿ,1,kautian,False
siânn,siâⁿ,成,siann,siaⁿ,1,kautian,False
sîng,sêng,成,sing,seng,1,kautian,False
thuh,thuh,托,thuh,thuh,1,kautian,False
kng,kng,扛,kng,kng,1,kautian,False
huānn,hōaⁿ,扞,huann,hoaⁿ,1,kautian,False
khau,khau,扣,khau,khau,1,kautian,False
khàu,khàu,扣,khau,khau,1,kautian,False
tshuann,chhoaⁿ,扦,tshuann,chhoaⁿ,1,kautian,False
siu,siu,收,siu,siu,1,kautian,False
tsá,chá,早,tsa,cha,1,kautian,False
khiau,khiau,曲,khiau,khiau,1,kautian,False
khik,khek,曲,khik,khek,1,kautian,False
iú,iú,有,iu,iu,1,kautian,False
ū,ū,有,u,u,1,kautian,False
tsu,chu,朱,tsu,chu,1,kautian,False
tshù,chhù,次,tshu,chhu,1,kautian,False
tshú,chhú,此,tshu,chhu,1,kautian,False
sí,sí,死,si,si,1,kautian,False
sú,sú,死,su,su,1,kautian,False
kuānn,kōaⁿ,汗,kuann,koaⁿ,1,kautian,False
kang,kang,江,kang,kang,1,kautian,False
tî,tî,池,ti,ti,1,kautian,False
pah,pah,百,pah,pah,1,kautian,False
tik,tek,竹,tik,tek,1,kautian,False
bí,bí,米,bi,bi,1,kautian,False
iûnn,iûⁿ,羊,iunn,iuⁿ,1,kautian,False
láu,láu,老,lau,lau,1,kautian,False
lāu,lāu,老,lau,lau,1,kautian,False
khó,khó,考,kho,kho,1,kautian,False
hīnn,hīⁿ,耳,hinn,hiⁿ,1,kautian,False
hī,hī,耳,hi,hi,1,kautian,False
ní,ní,耳,ni,ni,1,kautian,False
u̍t,u̍t,聿,ut,ut,1,kautian,False
bah,bah,肉,bah,bah,1,kautian,False
jio̍k,jio̍k,肉,jiok,jiok,1,kautian,False
lio̍k,lio̍k,肉,liok,liok,1,kautian,False
sîn,sîn,臣,sin,sin,1,kautian,False
tsū,chū,自,tsu,chu,1,kautian,False
tsi̍h,chi̍h,舌,tsih,chih,1,kautian,False
sik,sek,色,sik,sek,1,kautian,False
hiānn,hiāⁿ,艾,hiann,hiaⁿ,1,kautian,False
ngāi,ngāi,艾,ngai,ngai,1,kautian,False
hiat,hiat,血,hiat,hiat,1,kautian,False
hueh,hoeh,血,hueh,hoeh,1,kautian,False
huih,huih,血,huih,huih,1,kautian,False
hâng,hâng,行,hang,hang,1,kautian,False
hīng,hēng,行,hing,heng,1,kautian,False
kiânn,kiâⁿ,行,kiann,kiaⁿ,1,kautian,False
i,i,衣,i,i,1,kautian,False
ui,ui,衣,ui,ui,1,kautian,False
sai,sai,西,sai,sai,1,kautian,False
se,se,西,se,se,1,kautian,False
tshǹg,chhǹg,串,tshng,chhng,1,kautian,False
tshuàn,chhoàn,串,tshuan,chhoan,1,kautian,False
peh,peh,伯,peh,peh,1,kautian,False
kóo,kó͘,估,koo,ko͘,1,kautian,False
phuānn,phōaⁿ,伴,phuann,phoaⁿ,1,kautian,False
tshun,chhun,伸,tshun,chhun,1,kautian,False
sin,sin,伸,sin,sin,1,kautian,False
phenn,pheⁿ,伻,phenn,pheⁿ,1,kautian,False
tī,tī,佇,ti,ti,1,kautian,False
pòo,pò͘,佈,poo,po͘,1,kautian,False
uī,ūi,位,ui,ui,1,kautian,False
hô,hô,何,ho,ho,1,kautian,False
tó,tó,佗,to,to,1,kautian,False
toh,toh,佗,toh,toh,1,kautian,False
hu̍t,hu̍t,佛,hut,hut,1,kautian,False
pu̍t,pu̍t,佛,put,put,1,kautian,False
tsoh,choh,作,tsoh,choh,1,kautian,False
tsok,chok,作,tsok,chok,1,kautian,False
lí,lí,你,li,li,1,kautian,False
khik,khek,克,khik,khek,1,kautian,False
tuē,tōe,兌,tue,toe,1,kautian,False
tuī,tūi,兌,tui,tui,1,kautian,False
bián,bián,免,bian,bian,1,kautian,False
ping,peng,兵,ping,peng,1,kautian,False
líng,léng,冷,ling,leng,1,kautian,False
phut,phut,刜,phut,phut,1,kautian,False
thâi,thâi,刣,thai,thai,1,kautian,False
phuànn,phòaⁿ,判,phuann,phoaⁿ,1,kautian,False
pa̍t,pa̍t,別,pat,pat,1,kautian,False
pia̍t,pia̍t,別,piat,piat,1,kautian,False
lāi,lāi,利,lai,lai,1,kautian,False
tsōo,chō͘,助,tsoo,cho͘,1,kautian,False
kiap,kiap,劫,kiap,kiap,1,kautian,False
nn̄g,nn̄g,卵,nng,nng,1,kautian,False
kun,kun,君,kun,kun,1,kautian,False
thun,thun,吞,thun,thun,1,kautian,False
gîm,gîm,吟,gim,gim,1,kautian,False
puī,pūi,吠,pui,pui,1,kautian,False
kâm,kâm,含,kam,kam,1,kautian,False
kânn,kâⁿ,含,kann,kaⁿ,1,kautian,False
khngh,khngh,吭,khngh,khngh,1,kautian,False
khōng,khōng,吭,khong,khong,1,kautian,False
tshńg,chhńg,吮,tshng,chhng,1,kautian,False
ki,ki,吱,ki,ki,1,kautian,False
tshá,chhá,吵,tsha,chha,1,kautian,False
nā,nā,吶,na,na,1,kautian,False
khip,khip,吸,khip,khip,1,kautian,False
tshue,chhoe,吹,tshue,chhoe,1,kautian,False
tshe,chhe,吹,tshe,chhe,1,kautian,False
háu,háu,吼,hau,hau,1,kautian,False
eh,eh,呃,eh,eh,1,kautian,False
tai,tai,呆,tai,tai,1,kautian,False
kò,kò,告,ko,ko,1,kautian,False
tún,tún,囤,tun,tun,1,kautian,False
khǹg,khǹg,囥,khng,khng,1,kautian,False
hut,hut,囫,hut,hut,1,kautian,False
buê,bôe,囮,bue,boe,1,kautian,False
thūn,thūn,坉,thun,thun,1,kautian,False
khám,khám,坎,kham,kham,1,kautian,False
tsē,chē,坐,tse,che,1,kautian,False
tshē,chhē,坐,tshe,chhe,1,kautian,False
khenn,kheⁿ,坑,khenn,kheⁿ,1,kautian,False
khinn,khiⁿ,坑,khinn,khiⁿ,1,kautian,False
ngeh,ngeh,夾,ngeh,ngeh,1,kautian,False
iau,iau,妖,iau,iau,1,kautian,False
kīm,kīm,妗,kim,kim,1,kautian,False
miāu,miāu,妙,miau,miau,1,kautian,False
tsng,chng,妝,tsng,chng,1,kautian,False
hàu,hàu,孝,hau,hau,1,kautian,False
sòng,sòng,宋,song,song,1,kautian,False
uân,oân,完,uan,oan,1,kautian,False
ang,ang,尪,ang,ang,1,kautian,False
bué,bóe,尾,bue,boe,1,kautian,False
bé,bé,尾,be,be,1,kautian,False
jiō,jiō,尿,jio,jio,1,kautian,False
liō,liō,尿,lio,lio,1,kautian,False
kio̍k,kio̍k,局,kiok,kiok,1,kautian,False
phuì,phùi,屁,phui,phui,1,kautian,False
sûn,sûn,巡,sun,sun,1,kautian,False
tshn̂g,chhn̂g,床,tshng,chhng,1,kautian,False
sn̂g,sn̂g,床,sng,sng,1,kautian,False
sū,sū,序,su,su,1,kautian,False
lāng,lāng,弄,lang,lang,1,kautian,False
tē,tē,弟,te,te,1,kautian,False
tī,tī,弟,ti,ti,1,kautian,False
hîng,hêng,形,hing,heng,1,kautian,False
khī,khī,忌,khi,khi,1,kautian,False
jím,jím,忍,jim,jim,1,kautian,False
lím,lím,忍,lim,lim,1,kautian,False
lún,lún,忍,lun,lun,1,kautian,False
tsì,chì,志,tsi,chi,1,kautian,False
bōng,bōng,忘,bong,bong,1,kautian,False
khuài,khoài,快,khuai,khoai,1,kautian,False
guá,góa,我,gua,goa,1,kautian,False
ngóo,ngó͘,我,ngoo,ngo͘,1,kautian,False
ngiú,ngiú,扭,ngiu,ngiu,1,kautian,False
láu,láu,扭,lau,lau,1,kautian,False
pān,pān,扮,pan,pan,1,kautian,False
tshé,chhé,扯,tshe,chhe,1,kautian,False
khi̍p,khi̍p,扱,khip,khip,1,kautian,False
gīm,gīm,扲,gim,gim,1,kautian,False
pian,pian,扳,pian,pian,1,kautian,False
ke̍h,ke̍h,扴,keh,keh,1,kautian,False
hû,hû,扶,hu,hu,1,kautian,False
phôo,phô͘,扶,phoo,pho͘,1,kautian,False
ió,ió,扷,io,io,1,kautian,False
phue,phoe,批,phue,phoe,1,kautian,False
tsāu,chāu,找,tsau,chau,1,kautian,False
ki,ki,技,ki,ki,1,kautian,False
tshau,chhau,抄,tshau,chhau,1,kautian,False
kuat,koat,抉,kuat,koat,1,kautian,False
pé,pé,把,pe,pe,1,kautian,False
tìm,tìm,抌,tim,tim,1,kautian,False
lā,lā,抐,la,la,1,kautian,False
ia̍h,ia̍h,抑,iah,iah,1,kautian,False
jiàu,jiàu,抓,jiau,jiau,1,kautian,False
liàu,liàu,抓,liau,liau,1,kautian,False
put,put,抔,put,put,1,kautian,False
tâu,tâu,投,tau,tau,1,kautian,False
tsiat,chiat,折,tsiat,chiat,1,kautian,False
tsi̍h,chi̍h,折,tsih,chih,1,kautian,False
kái,kái,改,kai,kai,1,kautian,False
kong,kong,攻,kong,kong,1,kautian,False
hān,hān,旱,han,han,1,kautian,False
huānn,hōaⁿ,旱,huann,hoaⁿ,1,kautian,False
uānn,ōaⁿ,旱,uann,oaⁿ,1,kautian,False
kenn,keⁿ,更,kenn,keⁿ,1,kautian,False
kinn,kiⁿ,更,kinn,kiⁿ,1,kautian,False
kuainn,koaiⁿ,杆,kuainn,koaiⁿ,1,kautian,False
kuann,koaⁿ,杆,kuann,koaⁿ,1,kautian,False
lí,lí,李,li,li,1,kautian,False
hīng,hēng,杏,hing,heng,1,kautian,False
tsâi,châi,材,tsai,chai,1,kautian,False
tshun,chhun,村,tshun,chhun,1,kautian,False
sia̍h,sia̍h,杓,siah,siah,1,kautian,False
khi̍t,khi̍t,杙,khit,khit,1,kautian,False
sok,sok,束,sok,sok,1,kautian,False
