tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
lú-tsiòng,lú-chiòng,女將,lu-tsiong,lu-chiong,2,kautian,False
lú-tsong,lú-chong,女裝,lu-tsong,lu-chong,2,kautian,False
lí-tsong,lí-chong,女裝,li-tsong,li-chong,2,kautian,False
siáu-jî,siáu-jî,小兒,siau-ji,siau-ji,2,kautian,False
siáu-lî,siáu-lî,小兒,siau-li,siau-li,2,kautian,False
kang-tē,kang-tē,工地,kang-te,kang-te,2,kautian,False
kang-tuē,kang-tōe,工地,kang-tue,kang-toe,2,kautian,False
put-pîng,put-pêng,不平,put-ping,put-peng,2,kautian,False
tiong-iû,tiong-iû,中油,tiong-iu,tiong-iu,2,kautian,False
kong-tsìng,kong-chèng,公正,kong-tsing,kong-cheng,2,kautian,False
kong-sik,kong-sek,公式,kong-sik,kong-sek,2,kautian,False
hun-hâng,hun-hâng,分行,hun-hang,hun-hang,2,kautian,False
hun-ki,hun-ki,分機,hun-ki,hun-ki,2,kautian,False
thian-bīng,thian-bēng,天命,thian-bing,thian-beng,2,kautian,False
ín-giân,ín-giân,引言,in-gian,in-gian,2,kautian,False
sim-siann,sim-siaⁿ,心聲,sim-siann,sim-siaⁿ,2,kautian,False
bûn-kik,bûn-kek,文革,bun-kik,bun-kek,2,kautian,False
bûn-pit,bûn-pit,文筆,bun-pit,bun-pit,2,kautian,False
ji̍t-kan,ji̍t-kan,日間,jit-kan,jit-kan,2,kautian,False
li̍t-kan,li̍t-kan,日間,lit-kan,lit-kan,2,kautian,False
gue̍h-khan,goe̍h-khan,月刊,gueh-khan,goeh-khan,2,kautian,False
ge̍h-khan,ge̍h-khan,月刊,geh-khan,geh-khan,2,kautian,False
gue̍h-kng,goe̍h-kng,月光,gueh-kng,goeh-kng,2,kautian,False
ge̍h-kng,ge̍h-kng,月光,geh-kng,geh-kng,2,kautian,False
tsuí-siú,chúi-siú,水手,tsui-siu,chui-siu,2,kautian,False
tsuí-guân,chúi-goân,水源,tsui-guan,chui-goan,2,kautian,False
ông-hui,ông-hui,王妃,ong-hui,ong-hui,2,kautian,False
ông-kok,ông-kok,王國,ong-kok,ong-kok,2,kautian,False
tsú-kuan,chú-koan,主觀,tsu-kuan,chu-koan,2,kautian,False
tāi-bé,tāi-bé,代碼,tai-be,tai-be,2,kautian,False
tāi-siā,tāi-siā,代謝,tai-sia,tai-sia,2,kautian,False
tshut-ga̍k,chhut-ga̍k,出獄,tshut-gak,chhut-gak,2,kautian,False
ka-pan,ka-pan,加班,ka-pan,ka-pan,2,kautian,False
pau-siong,pau-siong,包商,pau-siong,pau-siong,2,kautian,False
guā-uî,gōa-ûi,外圍,gua-ui,goa-ui,2,kautian,False
sit-hāu,sit-hāu,失效,sit-hau,sit-hau,2,kautian,False
pîng-bîn,pêng-bîn,平民,ping-bin,peng-bin,2,kautian,False
pîng-hîng,pêng-hêng,平行,ping-hing,peng-heng,2,kautian,False
pênn-thánn,pêⁿ-tháⁿ,平坦,penn-thann,peⁿ-thaⁿ,2,kautian,False
pînn-thánn,pîⁿ-tháⁿ,平坦,pinn-thann,piⁿ-thaⁿ,2,kautian,False
iù-tī,iù-tī,幼稚,iu-ti,iu-ti,2,kautian,False
sing-pîng,seng-pêng,生平,sing-ping,seng-peng,2,kautian,False
senn-kin,seⁿ-kin,生根,senn-kin,seⁿ-kin,2,kautian,False
sinn-kin,siⁿ-kin,生根,sinn-kin,siⁿ-kin,2,kautian,False
kau-tsit,kau-chit,交織,kau-tsit,kau-chit,2,kautian,False
hiong-siú,hiong-siú,兇手,hiong-siu,hiong-siu,2,kautian,False
sian-hong,sian-hong,先鋒,sian-hong,sian-hong,2,kautian,False
lia̍t-tshut,lia̍t-chhut,列出,liat-tshut,liat-chhut,2,kautian,False
hîng-huat,hêng-hoat,刑法,hing-huat,heng-hoat,2,kautian,False
ìn-hue,ìn-hoe,印花,in-hue,in-hoe,2,kautian,False
tē-tài,tē-tài,地帶,te-tai,te-tai,2,kautian,False
tuē-tài,tōe-tài,地帶,tue-tai,toe-tai,2,kautian,False
jû-ì,jû-ì,如意,ju-i,ju-i,2,kautian,False
lû-ì,lû-ì,如意,lu-i,lu-i,2,kautian,False
nî-tsiong,nî-chiong,年終,ni-tsiong,ni-chiong,2,kautian,False
nî-huē,nî-hōe,年會,ni-hue,ni-hoe,2,kautian,False
nî-tsu,nî-chu,年資,ni-tsu,ni-chu,2,kautian,False
pah-kho,pah-kho,百科,pah-kho,pah-kho,2,kautian,False
tsū-tsú,chū-chú,自主,tsu-tsu,chu-chu,2,kautian,False
sik-tsîng,sek-chêng,色情,sik-tsing,sek-cheng,2,kautian,False
hîng-tsong,hêng-chong,行蹤,hing-tsong,heng-chong,2,kautian,False
se-huānn,se-hōaⁿ,西岸,se-huann,se-hoaⁿ,2,kautian,False
se-tsìn,se-chìn,西進,se-tsin,se-chin,2,kautian,False
se-au,se-au,西歐,se-au,se-au,2,kautian,False
phuānn-tshiùnn,phōaⁿ-chhiùⁿ,伴唱,phuann-tshiunn,phoaⁿ-chhiuⁿ,2,kautian,False
hu̍t-king,hu̍t-keng,佛經,hut-king,hut-keng,2,kautian,False
tshun-tshut,chhun-chhut,伸出,tshun-tshut,chhun-chhut,2,kautian,False
líng-tòng,léng-tòng,冷凍,ling-tong,leng-tong,2,kautian,False
tsōo-kong,chō͘-kong,助攻,tsoo-kong,cho͘-kong,2,kautian,False
tsōo-tīn,chō͘-tīn,助陣,tsoo-tin,cho͘-tin,2,kautian,False
tsōo-lí,chō͘-lí,助理,tsoo-li,cho͘-li,2,kautian,False
hónn-tīng,hóⁿ-tēng,否定,honn-ting,hoⁿ-teng,2,kautian,False
tsòng-kuan,chòng-koan,壯觀,tsong-kuan,chong-koan,2,kautian,False
kài-giâm,kài-giâm,戒嚴,kai-giam,kai-giam,2,kautian,False
tâu-siā,tâu-siā,投射,tau-sia,tau-sia,2,kautian,False
kái-tsìng,kái-chèng,改正,kai-tsing,kai-cheng,2,kautian,False
pōo-ji̍p,pō͘-ji̍p,步入,poo-jip,po͘-jip,2,kautian,False
pōo-li̍p,pō͘-li̍p,步入,poo-lip,po͘-lip,2,kautian,False
kiû-hun,kiû-hun,求婚,kiu-hun,kiu-hun,2,kautian,False
su-hāu,su-hāu,私校,su-hau,su-hau,2,kautian,False
tshia-uī,chhia-ūi,車位,tshia-ui,chhia-ui,2,kautian,False
tshia-bê,chhia-bê,車迷,tshia-be,chhia-be,2,kautian,False
tshia-kè,chhia-kè,車價,tshia-ke,chhia-ke,2,kautian,False
hông-uē,hông-ōe,防衛,hong-ue,hong-oe,2,kautian,False
hông-gū,hông-gū,防禦,hong-gu,hong-gu,2,kautian,False
i-huat,i-hoat,依法,i-huat,i-hoat,2,kautian,False
tián-huān,tián-hoān,典範,tian-huan,tian-hoan,2,kautian,False
hia̍p-tīng,hia̍p-tēng,協定,hiap-ting,hiap-teng,2,kautian,False
tshú-kíng,chhú-kéng,取景,tshu-king,chhu-keng,2,kautian,False
hoo-siann,ho͘-siaⁿ,呼聲,hoo-siann,ho͘-siaⁿ,2,kautian,False
miā-lí,miā-lí,命理,mia-li,mia-li,2,kautian,False
tīng-lu̍t,tēng-lu̍t,定律,ting-lut,teng-lut,2,kautian,False
tiong-sîng,tiong-sêng,忠誠,tiong-sing,tiong-seng,2,kautian,False
phah-hì,phah-hì,拍戲,phah-hi,phah-hi,2,kautian,False
sing-huâ,seng-hôa,昇華,sing-hua,seng-hoa,2,kautian,False
tang-pak,tang-pak,東北,tang-pak,tang-pak,2,kautian,False
tang-a,tang-a,東亞,tang-a,tang-a,2,kautian,False
lîm-gia̍p,lîm-gia̍p,林業,lim-giap,lim-giap,2,kautian,False
bú-lîm,bú-lîm,武林,bu-lim,bu-lim,2,kautian,False
bú-kiap,bú-kiap,武俠,bu-kiap,bu-kiap,2,kautian,False
huat-tîng,hoat-têng,法庭,huat-ting,hoat-teng,2,kautian,False
huat-bū,hoat-bū,法務,huat-bu,hoat-bu,2,kautian,False
hì-pōo,hì-pō͘,肺部,hi-poo,hi-po͘,2,kautian,False
pa-tsio,pa-chio,芭蕉,pa-tsio,pa-chio,2,kautian,False
hue-tshia,hoe-chhia,花車,hue-tshia,hoe-chhia,2,kautian,False
piáu-iông,piáu-iông,表揚,piau-iong,piau-iong,2,kautian,False
piáu-tsân,piáu-chân,表層,piau-tsan,piau-chan,2,kautian,False
hù-sio̍k,hù-sio̍k,附屬,hu-siok,hu-siok,2,kautian,False
hui-huân,hui-hoân,非凡,hui-huan,hui-hoan,2,kautian,False
sìn-liām,sìn-liām,信念,sin-liam,sin-liam,2,kautian,False
lâm-pak,lâm-pak,南北,lam-pak,lam-pak,2,kautian,False
tōo-sòo,tō͘-sò͘,度數,too-soo,to͘-so͘,2,kautian,False
kiàn-giân,kiàn-giân,建言,kian-gian,kian-gian,2,kautian,False
thāi-bīng,thāi-bēng,待命,thai-bing,thai-beng,2,kautian,False
hōo-uē,hō͘-ōe,後衛,hoo-ue,ho͘-oe,2,kautian,False
kip-kiù,kip-kiù,急救,kip-kiu,kip-kiu,2,kautian,False
si-ap,si-ap,施壓,si-ap,si-ap,2,kautian,False
tshâ-khàu,chhâ-khàu,查扣,tsha-khau,chha-khau,2,kautian,False
tshâ-hong,chhâ-hong,查封,tsha-hong,chha-hong,2,kautian,False
liû-tshuàn,liû-chhoàn,流竄,liu-tshuan,liu-chhoan,2,kautian,False
liû-lōo,liû-lō͘,流露,liu-loo,liu-lo͘,2,kautian,False
síng-lio̍k,séng-lio̍k,省略,sing-liok,seng-liok,2,kautian,False
siong-hông,siong-hông,相逢,siong-hong,siong-hong,2,kautian,False
kì-guân,kì-goân,紀元,ki-guan,ki-goan,2,kautian,False
bí-pian,bí-pian,美編,bi-pian,bi-pian,2,kautian,False
bí-ha̍k,bí-ha̍k,美學,bi-hak,bi-hak,2,kautian,False
gi̍k-thāi,ge̍k-thāi,虐待,gik-thai,gek-thai,2,kautian,False
iàu-kiānn,iàu-kiāⁿ,要件,iau-kiann,iau-kiaⁿ,2,kautian,False
kau-khu,kau-khu,郊區,kau-khu,kau-khu,2,kautian,False
biān-tâm,biān-tâm,面談,bian-tam,bian-tam,2,kautian,False
kik-sin,kek-sin,革新,kik-sin,kek-sin,2,kautian,False
hong-sìnn,hong-sìⁿ,風扇,hong-sinn,hong-siⁿ,2,kautian,False
siu-ho̍k,siu-ho̍k,修復,siu-hok,siu-hok,2,kautian,False
siu-hōo,siu-hō͘,修護,siu-hoo,siu-ho͘,2,kautian,False
tòng-kiat,tòng-kiat,凍結,tong-kiat,tong-kiat,2,kautian,False
tiat-lí,tiat-lí,哲理,tiat-li,tiat-li,2,kautian,False
kiong-tîng,kiong-têng,宮廷,kiong-ting,kiong-teng,2,kautian,False
iông-tsik,iông-chek,容積,iong-tsik,iong-chek,2,kautian,False
su-tiúnn,su-tiúⁿ,師長,su-tiunn,su-tiuⁿ,2,kautian,False
jio̍k-tsiá,jio̍k-chiá,弱者,jiok-tsia,jiok-chia,2,kautian,False
lio̍k-tsiá,lio̍k-chiá,弱者,liok-tsia,liok-chia,2,kautian,False
jio̍k-sè,jio̍k-sè,弱勢,jiok-se,jiok-se,2,kautian,False
lio̍k-sè,lio̍k-sè,弱勢,liok-se,liok-se,2,kautian,False
lí-tôo,lí-tô͘,旅途,li-too,li-to͘,2,kautian,False
lú-tôo,lú-tô͘,旅途,lu-too,lu-to͘,2,kautian,False
su-bīn,su-bīn,書面,su-bin,su-bin,2,kautian,False
hi̍k-tsú,he̍k-chú,核子,hik-tsu,hek-chu,2,kautian,False
khì-un,khì-un,氣溫,khi-un,khi-un,2,kautian,False
pēnn-khún,pēⁿ-khún,病菌,penn-khun,peⁿ-khun,2,kautian,False
pīnn-khún,pīⁿ-khún,病菌,pinn-khun,piⁿ-khun,2,kautian,False
phàu-tuânn,phàu-tôaⁿ,炮彈,phau-tuann,phau-toaⁿ,2,kautian,False
tsóo-sian,chó͘-sian,祖先,tsoo-sian,cho͘-sian,2,kautian,False
tsóo-kok,chó͘-kok,祖國,tsoo-kok,cho͘-kok,2,kautian,False
tsoo-tshia,cho͘-chhia,租車,tsoo-tshia,cho͘-chhia,2,kautian,False
hun-jiáu,hun-jiáu,紛擾,hun-jiau,hun-jiau,2,kautian,False
hun-liáu,hun-liáu,紛擾,hun-liau,hun-liau,2,kautian,False
khuat-hām,khoat-hām,缺陷,khuat-ham,khoat-ham,2,kautian,False
khí-tiám,khí-tiám,起點,khi-tiam,khi-tiam,2,kautian,False
sàng-i,sàng-i,送醫,sang-i,sang-i,2,kautian,False
gi̍k-kíng,ge̍k-kéng,逆境,gik-king,gek-keng,2,kautian,False
bê-hi̍k,bê-he̍k,迷惑,be-hik,be-hek,2,kautian,False
tui-suî,tui-sûi,追隨,tui-sui,tui-sui,2,kautian,False
phuè-kóo,phòe-kó͘,配股,phue-koo,phoe-ko͘,2,kautian,False
phè-kóo,phè-kó͘,配股,phe-koo,phe-ko͘,2,kautian,False
tīn-tē,tīn-tē,陣地,tin-te,tin-te,2,kautian,False
tīn-tuē,tīn-tōe,陣地,tin-tue,tin-toe,2,kautian,False
kut-tsi̍h,kut-chi̍h,骨折,kut-tsih,kut-chih,2,kautian,False
ko-tsit,ko-chit,高職,ko-tsit,ko-chit,2,kautian,False
ko-thih,ko-thih,高鐵,ko-thih,ko-thih,2,kautian,False
ká-tīng,ká-tēng,假定,ka-ting,ka-teng,2,kautian,False
ká-sióng,ká-sióng,假想,ka-siong,ka-siong,2,kautian,False
kiān-sin,kiān-sin,健身,kian-sin,kian-sin,2,kautian,False
phian-tsha,phian-chha,偏差,phian-tsha,phian-chha,2,kautian,False
tsián-tshâi,chián-chhâi,剪裁,tsian-tshai,chian-chhai,2,kautian,False
khu-tuānn,khu-tōaⁿ,區段,khu-tuann,khu-toaⁿ,2,kautian,False
siong-iōng,siong-iōng,商用,siong-iong,siong-iong,2,kautian,False
kok-the̍h,kok-the̍h,國宅,kok-theh,kok-theh,2,kautian,False
tsuan-kong,choan-kong,專攻,tsuan-kong,choan-kong,2,kautian,False
tôo-sat,tô͘-sat,屠殺,too-sat,to͘-sat,2,kautian,False
tsîng-kíng,chêng-kéng,情景,tsing-king,cheng-keng,2,kautian,False
tsîng-bāng,chêng-bāng,情網,tsing-bang,cheng-bang,2,kautian,False
tsîng-huâi,chêng-hoâi,情懷,tsing-huai,cheng-hoai,2,kautian,False
khòng-kuán,khòng-koán,控管,khong-kuan,khong-koan,2,kautian,False
kiù-tī,kiù-tī,救治,kiu-ti,kiu-ti,2,kautian,False
kàu-kái,kàu-kái,教改,kau-kai,kau-kai,2,kautian,False
kà-huat,kà-hoat,教法,ka-huat,ka-hoat,2,kautian,False
kàu-tiâu,kàu-tiâu,教條,kau-tiau,kau-tiau,2,kautian,False
kàu-huē,kàu-hōe,教會,kau-hue,kau-hoe,2,kautian,False
io̍k-bōng,io̍k-bōng,欲望,iok-bong,iok-bong,2,kautian,False
tshim-uán,chhim-oán,深遠,tshim-uan,chhim-oan,2,kautian,False
phiò-kè,phiò-kè,票價,phio-ke,phio-ke,2,kautian,False
tsoo-tiúnn,cho͘-tiúⁿ,組長,tsoo-tiunn,cho͘-tiuⁿ,2,kautian,False
tsûn-tsiah,chûn-chiah,船隻,tsun-tsiah,chun-chiah,2,kautian,False
liân-hē,liân-hē,連繫,lian-he,lian-he,2,kautian,False
tsō-hîng,chō-hêng,造形,tso-hing,cho-heng,2,kautian,False
kia̍t-tsok,kia̍t-chok,傑作,kiat-tsok,kiat-chok,2,kautian,False
tan-tánn,tan-táⁿ,單打,tan-tann,tan-taⁿ,2,kautian,False
pò-kíng,pò-kéng,報警,po-king,po-keng,2,kautian,False
tsiū-jīm,chiū-jīm,就任,tsiu-jim,chiu-jim,2,kautian,False
tsiū-līm,chiū-līm,就任,tsiu-lim,chiu-lim,2,kautian,False
tshah-tsō,chhah-chō,插座,tshah-tso,chhah-cho,2,kautian,False
sàn-pōo,sàn-pō͘,散步,san-poo,san-po͘,2,kautian,False
bô-bī,bô-bī,無味,bo-bi,bo-bi,2,kautian,False
bô-siann,bô-siaⁿ,無聲,bo-siann,bo-siaⁿ,2,kautian,False
huat-tshia,hoat-chhia,發車,huat-tshia,hoat-chhia,2,kautian,False
suè-lu̍t,sòe-lu̍t,稅率,sue-lut,soe-lut,2,kautian,False
sè-lu̍t,sè-lu̍t,稅率,se-lut,se-lut,2,kautian,False
pit-lo̍k,pit-lo̍k,筆錄,pit-lok,pit-lok,2,kautian,False
si-jiông,si-jiông,絲絨,si-jiong,si-jiong,2,kautian,False
si-liông,si-liông,絲絨,si-liong,si-liong,2,kautian,False
siān-ok,siān-ok,善惡,sian-ok,sian-ok,2,kautian,False
tshài-sik,chhài-sek,菜色,tshai-sik,chhai-sek,2,kautian,False
tshâi-phuànn,chhâi-phòaⁿ,裁判,tshai-phuann,chhai-phoaⁿ,2,kautian,False
phîng-gí,phêng-gí,評語,phing-gi,pheng-gi,2,kautian,False
phîng-gú,phêng-gú,評語,phing-gu,pheng-gu,2,kautian,False
tsín-liâu,chín-liâu,診療,tsin-liau,chin-liau,2,kautian,False
tsiu-khan,chiu-khan,週刊,tsiu-khan,chiu-khan,2,kautian,False
khui-hōo,khui-hō͘,開戶,khui-hoo,khui-ho͘,2,kautian,False
khai-tshòng,khai-chhòng,開創,khai-tshong,khai-chhong,2,kautian,False
liông-tiōng,liông-tiōng,隆重,liong-tiong,liong-tiong,2,kautian,False
thuân-giân,thoân-giân,傳言,thuan-gian,thoan-gian,2,kautian,False
thuân-lâi,thoân-lâi,傳來,thuan-lai,thoan-lai,2,kautian,False
thuân-sîng,thoân-sêng,傳承,thuan-sing,thoan-seng,2,kautian,False
bî-miāu,bî-miāu,微妙,bi-miau,bi-miau,2,kautian,False
ì-liāu,ì-liāu,意料,i-liau,i-liau,2,kautian,False
siūnn-khí,siūⁿ-khí,想起,siunn-khi,siuⁿ-khi,2,kautian,False
ài-sim,ài-sim,愛心,ai-sim,ai-sim,2,kautian,False
sin-ti,sin-ti,新知,sin-ti,sin-ti,2,kautian,False
sú-tiúnn,sú-tiúⁿ,署長,su-tiunn,su-tiuⁿ,2,kautian,False
phìng-jīm,phèng-jīm,聘任,phing-jim,pheng-jim,2,kautian,False
phìng-līm,phèng-līm,聘任,phing-lim,pheng-lim,2,kautian,False
póo-tsìng,pó͘-chèng,補正,poo-tsing,po͘-cheng,2,kautian,False
kái-thé,kái-thé,解體,kai-the,kai-the,2,kautian,False
si-sû,si-sû,詩詞,si-su,si-su,2,kautian,False
lōo-kháu,lō͘-kháu,路口,loo-khau,lo͘-khau,2,kautian,False
iû-ha̍k,iû-ha̍k,遊學,iu-hak,iu-hak,2,kautian,False
uî-iok,ûi-iok,違約,ui-iok,ui-iok,2,kautian,False
kuè-hūn,kòe-hūn,過份,kue-hun,koe-hun,2,kautian,False
kè-hūn,kè-hūn,過份,ke-hun,ke-hun,2,kautian,False
tiān-pho,tiān-pho,電波,tian-pho,tian-pho,2,kautian,False
tiān-ap,tiān-ap,電壓,tian-ap,tian-ap,2,kautian,False
tôo-iūnn,tô͘-iūⁿ,圖樣,too-iunn,to͘-iuⁿ,2,kautian,False
kíng-lāi,kéng-lāi,境內,king-lai,keng-lai,2,kautian,False
tuì-guā,tùi-gōa,對外,tui-gua,tui-goa,2,kautian,False
bōo-liâu,bō͘-liâu,幕僚,boo-liau,bo͘-liau,2,kautian,False
thiat-lī,thiat-lī,撤離,thiat-li,thiat-li,2,kautian,False
kua-sû,koa-sû,歌詞,kua-su,koa-su,2,kautian,False
hî-tshun,hî-chhun,漁村,hi-tshun,hi-chhun,2,kautian,False
hû-tshun,hû-chhun,漁村,hu-tshun,hu-chhun,2,kautian,False
tsing-tsìn,cheng-chìn,精進,tsing-tsin,cheng-chin,2,kautian,False
tsing-sîng,cheng-sêng,精誠,tsing-sing,cheng-seng,2,kautian,False
bāng-hi̍k,bāng-he̍k,網域,bang-hik,bang-hek,2,kautian,False
gí-bûn,gí-bûn,語文,gi-bun,gi-bun,2,kautian,False
gú-bûn,gú-bûn,語文,gu-bun,gu-bun,2,kautian,False
uán-tong,oán-tong,遠東,uan-tong,oan-tong,2,kautian,False
uán-kíng,oán-kéng,遠景,uan-king,oan-keng,2,kautian,False
koh-uân,koh-oân,閣員,koh-uan,koh-oan,2,kautian,False
pok-huê,pok-hôe,駁回,pok-hue,pok-hoe,2,kautian,False
pok-hê,pok-hê,駁回,pok-he,pok-he,2,kautian,False
khuan-pîn,khoan-pîn,寬頻,khuan-pin,khoan-pin,2,kautian,False
siá-tsiàu,siá-chiàu,寫照,sia-tsiau,sia-chiau,2,kautian,False
huì-tsuí,hùi-chúi,廢水,hui-tsui,hui-chui,2,kautian,False
huì-tû,hùi-tû,廢除,hui-tu,hui-tu,2,kautian,False
io̍k-bōng,io̍k-bōng,慾望,iok-bong,iok-bong,2,kautian,False
pō-bîn,pō-bîn,暴民,po-bin,po-bin,2,kautian,False
ga̍k-tuânn,ga̍k-tôaⁿ,樂壇,gak-tuann,gak-toaⁿ,2,kautian,False
tsiâm-lîng,chiâm-lêng,潛能,tsiam-ling,chiam-leng,2,kautian,False
tsióng-phín,chióng-phín,獎品,tsiong-phin,chiong-phin,2,kautian,False
khak-li̍p,khak-li̍p,確立,khak-lip,khak-lip,2,kautian,False
pian-pâi,pian-pâi,編排,pian-pai,pian-pai,2,kautian,False
pian-i̍k,pian-e̍k,編譯,pian-ik,pian-ek,2,kautian,False
ho̍k-ha̍p,ho̍k-ha̍p,複合,hok-hap,hok-hap,2,kautian,False
ho̍k-si̍p,ho̍k-si̍p,複習,hok-sip,hok-sip,2,kautian,False
khò-tiúnn,khò-tiúⁿ,課長,kho-tiunn,kho-tiuⁿ,2,kautian,False
bē-tiāu,bē-tiāu,賣掉,be-tiau,be-tiau,2,kautian,False
buē-tiāu,bōe-tiāu,賣掉,bue-tiau,boe-tiau,2,kautian,False
siau-liōng,siau-liōng,銷量,siau-liong,siau-liong,2,kautian,False
ióng-sing,ióng-seng,養生,iong-sing,iong-seng,2,kautian,False
piah-tsuá,piah-chóa,壁紙,piah-tsua,piah-choa,2,kautian,False
tsiàn-hué,chiàn-hóe,戰火,tsian-hue,chian-hoe,2,kautian,False
tsiàn-hé,chiàn-hé,戰火,tsian-he,chian-he,2,kautian,False
tsiàn-pī,chiàn-pī,戰備,tsian-pi,chian-pi,2,kautian,False
tshau-siú,chhau-siú,操守,tshau-siu,chhau-siu,2,kautian,False
ki-tsè,ki-chè,機制,ki-tse,ki-che,2,kautian,False
li̍k-tāi,le̍k-tāi,歷代,lik-tai,lek-tai,2,kautian,False
ting-kng,teng-kng,燈光,ting-kng,teng-kng,2,kautian,False
to̍k-ka,to̍k-ka,獨家,tok-ka,tok-ka,2,kautian,False
uî-tsik,ûi-chek,遺蹟,ui-tsik,ui-chek,2,kautian,False
thâu-phuê,thâu-phôe,頭皮,thau-phue,thau-phoe,2,kautian,False
thâu-phê,thâu-phê,頭皮,thau-phe,thau-phe,2,kautian,False
ing-tong,eng-tong,應當,ing-tong,eng-tong,2,kautian,False
tóng-miâ,tóng-miâ,檔名,tong-mia,tong-mia,2,kautian,False
sin-thuân,sin-thoân,薪傳,sin-thuan,sin-thoan,2,kautian,False
káng-su̍t,káng-su̍t,講述,kang-sut,kang-sut,2,kautian,False
káng-siū,káng-siū,講授,kang-siu,kang-siu,2,kautian,False
sài-tîng,sài-têng,賽程,sai-ting,sai-teng,2,kautian,False
hân-tsiàn,hân-chiàn,韓戰,han-tsian,han-chian,2,kautian,False
tsit-tsik,chit-chek,職責,tsit-tsik,chit-chek,2,kautian,False
tsuán-ji̍p,choán-ji̍p,轉入,tsuan-jip,choan-jip,2,kautian,False
tsuán-li̍p,choán-li̍p,轉入,tsuan-lip,choan-lip,2,kautian,False
tsuán-jīm,choán-jīm,轉任,tsuan-jim,choan-jim,2,kautian,False
tsuán-līm,choán-līm,轉任,tsuan-lim,choan-lim,2,kautian,False
tsuán-tsìn,choán-chìn,轉進,tsuan-tsin,choan-chin,2,kautian,False
io̍h-hāu,io̍h-hāu,藥效,ioh-hau,ioh-hau,2,kautian,False
tsìng-kiānn,chèng-kiāⁿ,證件,tsing-kiann,cheng-kiaⁿ,2,kautian,False
tsìng-tsiàu,chèng-chiàu,證照,tsing-tsiau,cheng-chiau,2,kautian,False
kuan-liân,koan-liân,關連,kuan-lian,koan-lian,2,kautian,False
phiàn--lâng,phiàn--lâng,騙人,phian--lang,phian--lang,2,kautian,False
pó-tsō,pó-chō,寶座,po-tso,po-cho,2,kautian,False
kíng-kak,kéng-kak,警覺,king-kak,keng-kak,2,kautian,False
tóng-uân,tóng-oân,黨員,tong-uan,tong-oan,2,kautian,False
tóng-bū,tóng-bū,黨務,tong-bu,tong-bu,2,kautian,False
thih-tō,thih-tō,鐵道,thih-to,thih-to,2,kautian,False
piàn-tshian,piàn-chhian,變遷,pian-tshian,pian-chhian,2,kautian,False
giām-tsìng,giām-chèng,驗證,giam-tsing,giam-cheng,2,kautian,False
kuan-kám,koan-kám,觀感,kuan-kam,koan-kam,2,kautian,False
jîn-tsióng,jîn-chióng,人種,jin-tsiong,jin-chiong,2,kautian,False
lîn-tsióng,lîn-chióng,人種,lin-tsiong,lin-chiong,2,kautian,False
ji̍p-ga̍k,ji̍p-ga̍k,入獄,jip-gak,jip-gak,2,kautian,False
li̍p-ga̍k,li̍p-ga̍k,入獄,lip-gak,lip-gak,2,kautian,False
hā-tiûnn,hā-tiûⁿ,下場,ha-tiunn,ha-tiuⁿ,2,kautian,False
tsiūnn-lōo,chiūⁿ-lō͘,上路,tsiunn-loo,chiuⁿ-lo͘,2,kautian,False
tuā-tsióng,tōa-chióng,大獎,tua-tsiong,toa-chiong,2,kautian,False
lú-hong,lú-hong,女方,lu-hong,lu-hong,2,kautian,False
lí-hong,lí-hong,女方,li-hong,li-hong,2,kautian,False
put-tsún,put-chún,不准,put-tsun,put-chun,2,kautian,False
put-tsīn,put-chīn,不盡,put-tsin,put-chin,2,kautian,False
tiong-sìng,tiong-sèng,中性,tiong-sing,tiong-seng,2,kautian,False
tiong-khu,tiong-khu,中區,tiong-khu,tiong-khu,2,kautian,False
tiong-kî,tiong-kî,中期,tiong-ki,tiong-ki,2,kautian,False
tiong-hong,tiong-hong,中鋒,tiong-hong,tiong-hong,2,kautian,False
lāi-lio̍k,lāi-lio̍k,內陸,lai-liok,lai-liok,2,kautian,False
kong-bōng,kong-bōng,公墓,kong-bong,kong-bong,2,kautian,False
kong-jīn,kong-jīn,公認,kong-jin,kong-jin,2,kautian,False
kong-līn,kong-līn,公認,kong-lin,kong-lin,2,kautian,False
hun-ki,hun-ki,分居,hun-ki,hun-ki,2,kautian,False
hun-ku,hun-ku,分居,hun-ku,hun-ku,2,kautian,False
sing-ha̍k,seng-ha̍k,升學,sing-hak,seng-hak,2,kautian,False
iú-pang,iú-pang,友邦,iu-pang,iu-pang,2,kautian,False
iú-tsîng,iú-chêng,友情,iu-tsing,iu-cheng,2,kautian,False
huán-tsè,hoán-chè,反制,huan-tse,hoan-che,2,kautian,False
thian-hūn,thian-hūn,天份,thian-hun,thian-hun,2,kautian,False
thian-hiō,thian-hiō,天后,thian-hio,thian-hio,2,kautian,False
thian-sìng,thian-sèng,天性,thian-sing,thian-seng,2,kautian,False
thian-gô,thian-gô,天鵝,thian-go,thian-go,2,kautian,False
thài-ki̍k,thài-ke̍k,太極,thai-kik,thai-kek,2,kautian,False
siàu-hāu,siàu-hāu,少校,siau-hau,siau-hau,2,kautian,False
sim-tōng,sim-tōng,心動,sim-tong,sim-tong,2,kautian,False
