tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
lia̍p-tsōng,lia̍p-chōng,粒狀,liap-tsong,liap-chong,2,taihoa
lia̍p-kiat-á,lia̍p-kiat-á,粒結仔,liap-kiat-a,liap-kiat-a,3,taihoa
lia̍p-mī-kâu,lia̍p-mī-kâu,捏麵猴,liap-mi-kau,liap-mi-kau,3,taihoa
lia̍p-phuân,lia̍p-phoân,涅槃,liap-phuan,liap-phoan,2,taihoa
lia̍p-pn̄g,lia̍p-pn̄g,粒飯,liap-png,liap-png,2,taihoa
lia̍p-pò,lia̍p-pò,捏報,liap-po,liap-po,2,taihoa
liap-á-kheh,liap-á-kheh,攝仔客,liap-a-kheh,liap-a-kheh,3,taihoa
liap-tshú,liap-chhú,攝取,liap-tshu,liap-chhu,2,taihoa
liap-hōo-suànn,liap-hō͘-sòaⁿ,攝護腺,liap-hoo-suann,liap-ho͘-soaⁿ,3,taihoa
liap-iánn,liap-iáⁿ,攝影,liap-iann,liap-iaⁿ,2,taihoa
liap-iánn-ka,liap-iáⁿ-ka,攝影家,liap-iann-ka,liap-iaⁿ-ka,3,taihoa
liap-iánn-pînn,liap-iáⁿ-pîⁿ,攝影棚,liap-iann-pinn,liap-iaⁿ-piⁿ,3,taihoa
liap-iánn-su,liap-iáⁿ-su,攝影師,liap-iann-su,liap-iaⁿ-su,3,taihoa
liap-kíng,liap-kéng,攝襉,liap-king,liap-keng,2,taihoa
liap--khì,liap--khì,攝去,liap--khi,liap--khi,2,taihoa
liap--lâng,liap--lâng,懾人,liap--lang,liap--lang,2,taihoa
liap-lí,liap-lí,攝理,liap-li,liap-li,2,taihoa
liap-liap,liap-liap,攝攝,liap-liap,liap-liap,2,taihoa
liap-phuân,liap-phoân,涅槃,liap-phuan,liap-phoan,2,taihoa
liap-póo-póo,liap-pó͘-pó͘,攝脯脯,liap-poo-poo,liap-po͘-po͘,3,taihoa
liap-sái,liap-sái,攝屎,liap-sai,liap-sai,2,taihoa
liap-sái-kheh,liap-sái-kheh,攝屎客,liap-sai-kheh,liap-sai-kheh,3,taihoa
liap-sai-khia,liap-sai-khia,攝私傢,liap-sai-khia,liap-sai-khia,3,taihoa
liap-sī,liap-sī,攝氏,liap-si,liap-si,2,taihoa
liap-tám,liap-tám,懾膽,liap-tam,liap-tam,2,taihoa
lia̍t,lia̍t,列,liat,liat,1,taihoa
lia̍t,lia̍t,烈,liat,liat,1,taihoa
lia̍t-ài,lia̍t-ài,熱愛,liat-ai,liat-ai,2,taihoa
lia̍t-tsìng,lia̍t-chèng,熱症,liat-tsing,liat-cheng,2,taihoa
lia̍t-tsîng,lia̍t-chêng,熱情,liat-tsing,liat-cheng,2,taihoa
lia̍t-tshī,lia̍t-chhī,熱市,liat-tshi,liat-chhi,2,taihoa
lia̍t-tshia,lia̍t-chhia,列車,liat-tshia,liat-chhia,2,taihoa
lia̍t-tshuánn,lia̍t-chhóaⁿ,熱癬,liat-tshuann,liat-chhoaⁿ,2,taihoa
lia̍t-tshut,lia̍t-chhut,列出,liat-tshut,liat-chhut,2,taihoa
lia̍t-tsiú,lia̍t-chiú,烈酒,liat-tsiu,liat-chiu,2,taihoa
lia̍t-tsuá,lia̍t-chóa,熱癬,liat-tsua,liat-choa,2,taihoa
lia̍t-tsóo,lia̍t-chó͘,列祖,liat-tsoo,liat-cho͘,2,taihoa
lia̍t-hué,lia̍t-hóe,烈火,liat-hue,liat-hoe,2,taihoa
lia̍t-hûn,lia̍t-hûn,裂痕,liat-hun,liat-hun,2,taihoa
lia̍t-ìn,lia̍t-ìn,列印,liat-in,liat-in,2,taihoa
lia̍t-ji̍p,lia̍t-ji̍p,列入,liat-jip,liat-jip,2,taihoa
lia̍t-ji̍t,lia̍t-ji̍t,烈日,liat-jit,liat-jit,2,taihoa
lia̍t-kí,lia̍t-kí,列舉,liat-ki,liat-ki,2,taihoa
lia̍t-kiông,lia̍t-kiông,列強,liat-kiong,liat-kiong,2,taihoa
lia̍t-kok,lia̍t-kok,列國,liat-kok,liat-kok,2,taihoa
lia̍t-lîng,lia̍t-lêng,列寧,liat-ling,liat-leng,2,taihoa
lia̍t-pió,lia̍t-pió,列表,liat-pio,liat-pio,2,taihoa
lia̍t-si̍k,lia̍t-se̍k,列席,liat-sik,liat-sek,2,taihoa
lia̍t-sîng,lia̍t-sêng,熱誠,liat-sing,liat-seng,2,taihoa
lia̍t-sū,lia̍t-sū,烈士,liat-su,liat-su,2,taihoa
lia̍t-tó,lia̍t-tó,列島,liat-to,liat-to,2,taihoa
lia̍t-tuī,lia̍t-tūi,列隊,liat-tui,liat-tui,2,taihoa
lia̍t-uî,lia̍t-ûi,列為,liat-ui,liat-ui,2,taihoa
lia̍t-uī,lia̍t-ūi,列位,liat-ui,liat-ui,2,taihoa
liáu,liáu,了,liau,liau,1,taihoa
liáu,liáu,擾,liau,liau,1,taihoa
liáu-á,liáu-á,爪仔,liau-a,liau-a,2,taihoa
liáu-āu,liáu-āu,了後,liau-au,liau-au,2,taihoa
liáu-bué,liáu-bóe,了尾,liau-bue,liau-boe,2,taihoa
liáu-tsē-lòo,liáu-chē-lò͘,了儕咯,liau-tse-loo,liau-che-lo͘,3,taihoa
liáu-tshuì,liáu-chhùi,了嘴,liau-tshui,liau-chhui,2,taihoa
liáu-tsia̍t,liáu-chia̍t,了捷,liau-tsiat,liau-chiat,2,taihoa
liáu-tsia̍t,liáu-chia̍t,了截,liau-tsiat,liau-chiat,2,taihoa
liáu-tsiáu-kiánn,liáu-chiáu-kiáⁿ,了鳥囝,liau-tsiau-kiann,liau-chiau-kiaⁿ,3,taihoa
liáu-tsiáu-phue,liáu-chiáu-phoe,了鳥胚,liau-tsiau-phue,liau-chiau-phoe,3,taihoa
liáu-tsînn,liáu-chîⁿ,了錢,liau-tsinn,liau-chiⁿ,2,taihoa
liáu-tsīn,liáu-chīn,了盡,liau-tsin,liau-chin,2,taihoa
liáu-jiân,liáu-jiân,了然,liau-jian,liau-jian,2,taihoa
liáu-kái,liáu-kái,了解,liau-kai,liau-kai,2,taihoa
liáu-kái,liáu-kái,瞭解,liau-kai,liau-kai,2,taihoa
liáu-kái-tio̍h,liáu-kái-tio̍h,了解著,liau-kai-tioh,liau-kai-tioh,3,taihoa
liáu-kang,liáu-kang,了工,liau-kang,liau-kang,2,taihoa
liáu-ke-á,liáu-ke-á,了家仔,liau-ke-a,liau-ke-a,3,taihoa
liáu-ke-hué,liáu-ke-hóe,了傢伙,liau-ke-hue,liau-ke-hoe,3,taihoa
liáu-ke-kiánn,liáu-ke-kiáⁿ,了家囝,liau-ke-kiann,liau-ke-kiaⁿ,3,taihoa
liáu-kha-tshiú,liáu-kha-chhiú,了腳手,liau-kha-tshiu,liau-kha-chhiu,3,taihoa
liáu-kiat,liáu-kiat,了結,liau-kiat,liau-kiat,2,taihoa
liáu-kio̍k,liáu-kio̍k,了局,liau-kiok,liau-kiok,2,taihoa
liáu-la̍t,liáu-la̍t,了力,liau-lat,liau-lat,2,taihoa
liáu-lī,liáu-lī,了離,liau-li,liau-li,2,taihoa
liáu-liáu,liáu-liáu,了了,liau-liau,liau-liau,2,taihoa
liáu-luān,liáu-loān,擾亂,liau-luan,liau-loan,2,taihoa
liáu-loo,liáu-lo͘,了嘍,liau-loo,liau-lo͘,2,taihoa
liáu-ngōo,liáu-ngō͘,了悟,liau-ngoo,liau-ngo͘,2,taihoa
liáu-pe̍h-kang,liáu-pe̍h-kang,了白工,liau-peh-kang,liau-peh-kang,3,taihoa
liáu-pe̍h-la̍t,liáu-pe̍h-la̍t,了白力,liau-peh-lat,liau-peh-lat,3,taihoa
liáu-pún,liáu-pún,了本,liau-pun,liau-pun,2,taihoa
liáu-put-khí,liáu-put-khí,了不起,liau-put-khi,liau-put-khi,3,taihoa
liáu-put-tik,liáu-put-tek,了不得,liau-put-tik,liau-put-tek,3,taihoa
liáu-sîn,liáu-sîn,了神,liau-sin,liau-sin,2,taihoa
liáu-sū,liáu-sū,了事,liau-su,liau-su,2,taihoa
liáu-thiat,liáu-thiat,了徹,liau-thiat,liau-thiat,2,taihoa
liáu-tuā-tsînn,liáu-tōa-chîⁿ,了大錢,liau-tua-tsinn,liau-toa-chiⁿ,3,taihoa
liáu-tuān,liáu-toān,了斷,liau-tuan,liau-toan,2,taihoa
liáu-tōng,liáu-tōng,擾動,liau-tong,liau-tong,2,taihoa
liâu,liâu,liâu,liau,liau,1,taihoa
liâu,liâu,條,liau,liau,1,taihoa
liâu,liâu,聊,liau,liau,1,taihoa
liâu,liâu,嘹,liau,liau,1,taihoa
liâu,liâu,寮,liau,liau,1,taihoa
liâu,liâu,撩,liau,liau,1,taihoa
liâu,liâu,潦,liau,liau,1,taihoa
liâu,liâu,繚,liau,liau,1,taihoa
liâu,liâu,饒,liau,liau,1,taihoa
liâu-á,liâu-á,聊仔,liau-a,liau-a,2,taihoa
liâu-á,liâu-á,寮仔,liau-a,liau-a,2,taihoa
liâu-á-king,liâu-á-keng,寮仔間,liau-a-king,liau-a-keng,3,taihoa
liâu-á-sī,liâu-á-sī,聊仔是,liau-a-si,liau-a-si,3,taihoa
liâu-tshâ,liâu-chhâ,撩柴,liau-tsha,liau-chha,2,taihoa
liâu-tshia,liâu-chhia,繚車,liau-tshia,liau-chhia,2,taihoa
liâu-tsuá,liâu-chóa,撩紙,liau-tsua,liau-choa,2,taihoa
liâu-tsuí,liâu-chúi,撩水,liau-tsui,liau-chui,2,taihoa
liâu-tsuí,liâu-chúi,潦水,liau-tsui,liau-chui,2,taihoa
liâu-hāu,liâu-hāu,療效,liau-hau,liau-hau,2,taihoa
liâu-huat,liâu-hoat,療法,liau-huat,liau-hoat,2,taihoa
liâu-hûn,liâu-hûn,饒痕,liau-hun,liau-hun,2,taihoa
liâu-iáng,liâu-iáng,療養,liau-iang,liau-iang,2,taihoa
liâu-iáng-īnn,liâu-iáng-īⁿ,療養院,liau-iang-inn,liau-iang-iⁿ,3,taihoa
liâu-khe,liâu-khe,潦溪,liau-khe,liau-khe,2,taihoa
liâu-kok,liâu-kok,寮國,liau-kok,liau-kok,2,taihoa
liâu-kù,liâu-kù,條鋸,liau-ku,liau-ku,2,taihoa
liâu-lîng,liâu-lêng,遼寧,liau-ling,liau-leng,2,taihoa
liâu-liāng,liâu-liāng,嘹喨,liau-liang,liau-liang,2,taihoa
liâu-liâu-á,liâu-liâu-á,聊聊仔,liau-liau-a,liau-liau-a,3,taihoa
liâu-lô,liâu-lô,僚儸,liau-lo,liau-lo,2,taihoa
liâu-luān,liâu-loān,繚亂,liau-luan,liau-loan,2,taihoa
liâu-lo̍h-khì,liâu-lo̍h-khì,潦落去,liau-loh-khi,liau-loh-khi,3,taihoa
liâu-lū,liâu-lū,饒裕,liau-lu,liau-lu,2,taihoa
liâu-miā,liâu-miā,饒命,liau-mia,liau-mia,2,taihoa
liâu-piàn,liâu-piàn,饒變,liau-pian,liau-pian,2,taihoa
liâu-siong,liâu-siong,療傷,liau-siong,liau-siong,2,taihoa
liâu-sù,liâu-sù,饒恕,liau-su,liau-su,2,taihoa
liâu-thian,liâu-thian,聊天,liau-thian,liau-thian,2,taihoa
liâu-thiàu,liâu-thiàu,遼眺,liau-thiau,liau-thiau,2,taihoa
liāu,liāu,料,liau,liau,1,taihoa
liāu,liāu,廖,liau,liau,1,taihoa
liāu,liāu,繚,liau,liau,1,taihoa
liāu-tsháu,liāu-chháu,料草,liau-tshau,liau-chhau,2,taihoa
liāu-tsò,liāu-chò,料做,liau-tso,liau-cho,2,taihoa
liāu-kàu,liāu-kàu,料到,liau-kau,liau-kau,2,taihoa
liāu-kiò,liāu-kiò,料叫,liau-kio,liau-kio,2,taihoa
liāu-lí,liāu-lí,料理,liau-li,liau-li,2,taihoa
liāu-lí-tiàm,liāu-lí-tiàm,料理店,liau-li-tiam,liau-li-tiam,3,taihoa
liāu-si,liāu-si,料絲,liau-si,liau-si,2,taihoa
liāu-siáu,liāu-siáu,料小,liau-siau,liau-siau,2,taihoa
liāu-sin,liāu-sin,料身,liau-sin,liau-sin,2,taihoa
liāu-sióng,liāu-sióng,料想,liau-siong,liau-siong,2,taihoa
liāu-sǹg,liāu-sǹg,料算,liau-sng,liau-sng,2,taihoa
liāu-soh,liāu-soh,繚索,liau-soh,liau-soh,2,taihoa
li̍h,li̍h,li̍h,lih,lih,1,taihoa
li̍h,li̍h,裂,lih,lih,1,taihoa
li̍h-tshuì,li̍h-chhùi,裂嘴,lih-tshui,lih-chhui,2,taihoa
li̍h-hûn,li̍h-hûn,裂痕,lih-hun,lih-hun,2,taihoa
li̍h-king,li̍h-keng,裂經,lih-king,lih-keng,2,taihoa
li̍h-khui,li̍h-khui,裂開,lih-khui,lih-khui,2,taihoa
li̍h-phāng,li̍h-phāng,裂縫,lih-phang,lih-phang,2,taihoa
li̍h-suànn-tsuē,li̍h-sòaⁿ-chōe,裂線坐,lih-suann-tsue,lih-soaⁿ-choe,3,taihoa
li̍h-sûn,li̍h-sûn,裂紃,lih-sun,lih-sun,2,taihoa
lih-khiat-uē,lih-khiat-ōe,戾恝話,lih-khiat-ue,lih-khiat-oe,3,taihoa
lim,lim,lim,lim,lim,1,taihoa
lim,lim,,lim,lim,1,taihoa
lím,lím,lím,lim,lim,1,taihoa
lím,lím,凜,lim,lim,1,taihoa
lím-khì,lím-khì,忍氣,lim-khi,lim-khi,2,taihoa
lím-kînn,lím-kîⁿ,凜墘,lim-kinn,lim-kiⁿ,2,taihoa
lím-kînn,lím-kîⁿ,斂墘,lim-kinn,lim-kiⁿ,2,taihoa
lím-lâu,lím-lâu,斂流,lim-lau,lim-lau,2,taihoa
lím-lím,lím-lím,斂斂,lim-lim,lim-lim,2,taihoa
lím-lím-á,lím-lím-á,凜凜仔,lim-lim-a,lim-lim-a,3,taihoa
lím-lím-á,lím-lím-á,斂斂仔,lim-lim-a,lim-lim-a,3,taihoa
lím-lio̍k,lím-lio̍k,忍辱,lim-liok,lim-liok,2,taihoa
lím-nāi,lím-nāi,忍耐,lim-nai,lim-nai,2,taihoa
lím-sìng,lím-sèng,忍性,lim-sing,lim-seng,2,taihoa
lím-sim,lím-sim,忍心,lim-sim,lim-sim,2,taihoa
lím-siū,lím-siū,忍受,lim-siu,lim-siu,2,taihoa
lìm,lìm,lìm,lim,lim,1,taihoa
lìm,lìm,,lim,lim,1,taihoa
lîm-bo̍k,lîm-bo̍k,林木,lim-bok,lim-bok,2,taihoa
lîm-bū,lîm-bū,林務,lim-bu,lim-bu,2,taihoa
lîm-bū-kio̍k,lîm-bū-kio̍k,林務局,lim-bu-kiok,lim-bu-kiok,3,taihoa
lîm-tsi̍k-gán,lîm-che̍k-gán,淋疾眼,lim-tsik-gan,lim-chek-gan,3,taihoa
lîm-gî-ke,lîm-gî-ke,臨沂街,lim-gi-ke,lim-gi-ke,3,taihoa
lîm-gia̍p,lîm-gia̍p,林業,lim-giap,lim-giap,2,taihoa
lîm-hn̂g,lîm-hn̂g,林園,lim-hng,lim-hng,2,taihoa
lîm-kan,lîm-kan,林間,lim-kan,lim-kan,2,taihoa
lîm-khíng,lîm-khéng,林肯,lim-khing,lim-kheng,2,taihoa
lîm-khîm,lîm-khîm,林檎,lim-khim,lim-khim,2,taihoa
lîm-khu,lîm-khu,林區,lim-khu,lim-khu,2,taihoa
lîm-kip,lîm-kip,臨急,lim-kip,lim-kip,2,taihoa
lîm-li̍p,lîm-li̍p,林立,lim-lip,lim-lip,2,taihoa
lîm-pan,lîm-pan,林班,lim-pan,lim-pan,2,taihoa
lîm-pēnn,lîm-pēⁿ,淋病,lim-penn,lim-peⁿ,2,taihoa
lîm-phûn,lîm-phûn,臨盆,lim-phun,lim-phun,2,taihoa
lîm-pinn-sî,lîm-piⁿ-sî,臨邊時,lim-pinn-si,lim-piⁿ-si,3,taihoa
lîm-sán,lîm-sán,臨產,lim-san,lim-san,2,taihoa
lîm-sî,lîm-sî,臨時,lim-si,lim-si,2,taihoa
lîm-sim,lîm-sim,林森,lim-sim,lim-sim,2,taihoa
lîm-tē,lîm-tē,林地,lim-te,lim-te,2,taihoa
lîm-tiûnn,lîm-tiûⁿ,林場,lim-tiunn,lim-tiuⁿ,2,taihoa
lîm-tong-sî,lîm-tong-sî,臨當時,lim-tong-si,lim-tong-si,3,taihoa
līm,līm,任,lim,lim,1,taihoa
līm-bīng,līm-bēng,任命,lim-bing,lim-beng,2,taihoa
līm-bū,līm-bū,任務,lim-bu,lim-bu,2,taihoa
līm-hô,līm-hô,任何,lim-ho,lim-ho,2,taihoa
līm-ì,līm-ì,任意,lim-i,lim-i,2,taihoa
līm-kî,līm-kî,任期,lim-ki,lim-ki,2,taihoa
līm-lāi,līm-lāi,任內,lim-lai,lim-lai,2,taihoa
līm-sìng,līm-sèng,任性,lim-sing,lim-seng,2,taihoa
lim-ám,lim-ám,lim-ám,lim-am,lim-am,2,taihoa
lin,lin,hia,lin,lin,1,taihoa
lin,lin,裡,lin,lin,1,taihoa
lín,lín,恁,lin,lin,1,taihoa
lín-bó,lín-bó,恁母,lin-bo,lin-bo,2,taihoa
lín-tshù,lín-chhù,恁厝,lin-tshu,lin-chhu,2,taihoa
lín-tsóo-má,lín-chó͘-má,恁祖媽,lin-tsoo-ma,lin-cho͘-ma,3,taihoa
lín-hó,lín-hó,恁好,lin-ho,lin-ho,2,taihoa
lín-niâ,lín-niâ,恁娘,lin-nia,lin-nia,2,taihoa
lín-pē,lín-pē,恁父,lin-pe,lin-pe,2,taihoa
lìn,lìn,lìn,lin,lin,1,taihoa
lìn-tshia-lûn,lìn-chhia-lûn,輾車輪,lin-tshia-lun,lin-chhia-lun,3,taihoa
lìn-kong-hn̂g,lìn-kong-hn̂g,輾公園,lin-kong-hng,lin-kong-hng,3,taihoa
lìn-lìn-gô,lìn-lìn-gô,輾輾遨,lin-lin-go,lin-lin-go,3,taihoa
lìn-lìn-kō,lìn-lìn-kō,輦輦翱,lin-lin-ko,lin-lin-ko,3,taihoa
lìn-lìn-tńg,lìn-lìn-tńg,輾輾轉,lin-lin-tng,lin-lin-tng,3,taihoa
lìn-táu,lìn-táu,輾斗,lin-tau,lin-tau,2,taihoa
lîn,lîn,人,lin,lin,1,taihoa
lîn,lîn,仁,lin,lin,1,taihoa
lîn,lîn,綾,lin,lin,1,taihoa
lîn,lîn,鄰,lin,lin,1,taihoa
lîn,lîn,磷,lin,lin,1,taihoa
lîn,lîn,麟,lin,lin,1,taihoa
lîn-á-phoh,lîn-á-phoh,仁仔粕,lin-a-phoh,lin-a-phoh,3,taihoa
lîn-á-piánn,lîn-á-piáⁿ,仁仔餅,lin-a-piann,lin-a-piaⁿ,3,taihoa
lîn-ài,lîn-ài,仁愛,lin-ai,lin-ai,2,taihoa
lîn-bīng,lîn-bēng,人命,lin-bing,lin-beng,2,taihoa
lîn-bīng-àn,lîn-bēng-àn,人命案,lin-bing-an,lin-beng-an,3,taihoa
lîn-bín,lîn-bín,憐憫,lin-bin,lin-bin,2,taihoa
lîn-bîn,lîn-bîn,人民,lin-bin,lin-bin,2,taihoa
lîn-bōng,lîn-bōng,人望,lin-bong,lin-bong,2,taihoa
lîn-bûn,lîn-bûn,人文,lin-bun,lin-bun,2,taihoa
lîn-bu̍t,lîn-bu̍t,人物,lin-but,lin-but,2,taihoa
lîn-tsâi,lîn-châi,人才,lin-tsai,lin-chai,2,taihoa
lîn-tsâi,lîn-châi,人材,lin-tsai,lin-chai,2,taihoa
lîn-tsíng,lîn-chéng,人種,lin-tsing,lin-cheng,2,taihoa
lîn-tsìng,lîn-chèng,人證,lin-tsing,lin-cheng,2,taihoa
lîn-tsîng,lîn-chêng,人情,lin-tsing,lin-cheng,2,taihoa
lîn-tsîng-tsè,lîn-chêng-chè,人情債,lin-tsing-tse,lin-cheng-che,3,taihoa
lîn-tsîng-uē,lîn-chêng-ōe,人情話,lin-tsing-ue,lin-cheng-oe,3,taihoa
lîn-tshiú,lîn-chhiú,人手,lin-tshiu,lin-chhiu,2,taihoa
lîn-tsióng,lîn-chióng,人種,lin-tsiong,lin-chiong,2,taihoa
lîn-tsit,lîn-chit,人質,lin-tsit,lin-chit,2,taihoa
lîn-tsō,lîn-chō,人造,lin-tso,lin-cho,2,taihoa
lîn-tsû,lîn-chû,仁慈,lin-tsu,lin-chu,2,taihoa
lîn-gī,lîn-gī,仁義,lin-gi,lin-gi,2,taihoa
lîn-hing,lîn-heng,仁兄,lin-hing,lin-heng,2,taihoa
lîn-hîng-tō,lîn-hêng-tō,人行道,lin-hing-to,lin-heng-to,3,taihoa
lîn-hô,lîn-hô,人和,lin-ho,lin-ho,2,taihoa
lîn-huān,lîn-hoān,人犯,lin-huan,lin-hoan,2,taihoa
lîn-iau,lîn-iau,人妖,lin-iau,lin-iau,2,taihoa
lîn-jî,lîn-jî,麟兒,lin-ji,lin-ji,2,taihoa
lîn-jín,lîn-jín,lîn-jín,lin-jin,lin-jin,2,taihoa
lîn-kan,lîn-kan,人間,lin-kan,lin-kan,2,taihoa
lîn-ke,lîn-ke,人家,lin-ke,lin-ke,2,taihoa
lîn-keh,lîn-keh,人格,lin-keh,lin-keh,2,taihoa
lîn-keh-tsiá,lîn-keh-chiá,人格者,lin-keh-tsia,lin-keh-chia,3,taihoa
lîn-khì,lîn-khì,人氣,lin-khi,lin-khi,2,taihoa
lîn-khoo,lîn-kho͘,仁枯,lin-khoo,lin-kho͘,2,taihoa
lîn-kīn,lîn-kīn,鄰近,lin-kin,lin-kin,2,taihoa
lîn-kuân,lîn-koân,人權,lin-kuan,lin-koan,2,taihoa
lîn-kok,lîn-kok,鄰國,lin-kok,lin-kok,2,taihoa
lîn-lí,lîn-lí,鄰里,lin-li,lin-li,2,taihoa
lîn-liá,lîn-liá,人惹,lin-lia,lin-lia,2,taihoa
