tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
tsînn-pháinn-thàn,chîⁿ-pháiⁿ-thàn,錢歹趁,tsinn-phainn-than,chiⁿ-phaiⁿ-than,3,taihoa
tsînn-phiò,chîⁿ-phiò,錢票,tsinn-phio,chiⁿ-phio,2,taihoa
tsîn-sí-hông,chîn-sí-hông,秦始皇,tsin-si-hong,chin-si-hong,3,taihoa
tsîn-sí-ông,chîn-sí-ông,秦始王,tsin-si-ong,chin-si-ong,3,taihoa
tsînn-siann,chîⁿ-siaⁿ,錢聲,tsinn-siann,chiⁿ-siaⁿ,2,taihoa
tsînn-siāng-hó,chîⁿ-siāng-hó,錢上好,tsinn-siang-ho,chiⁿ-siang-ho,3,taihoa
tsîn-suànn,chîn-sòaⁿ,繩線,tsin-suann,chin-soaⁿ,2,taihoa
tsînn-tâng,chîⁿ-tâng,錢筒,tsinn-tang,chiⁿ-tang,2,taihoa
tsînn-tē,chîⁿ-tē,錢袋,tsinn-te,chiⁿ-te,2,taihoa
tsīnn,chīⁿ,舐,tsinn,chiⁿ,1,taihoa
tsīnn,chīⁿ,晴,tsinn,chiⁿ,1,taihoa
tsīn,chīn,盡,tsin,chin,1,taihoa
tsīnn,chīⁿ,靜,tsinn,chiⁿ,1,taihoa
tsīn-bó-la̍t,chīn-bó-la̍t,盡母力,tsin-bo-lat,chin-bo-lat,3,taihoa
tsīn-bué,chīn-bóe,盡尾,tsin-bue,chin-boe,2,taihoa
tsīn-tsik,chīn-chek,盡責,tsin-tsik,chin-chek,2,taihoa
tsīn-tsîng,chīn-chêng,盡情,tsin-tsing,chin-cheng,2,taihoa
tsīn-tsit,chīn-chit,盡職,tsin-tsit,chin-chit,2,taihoa
tsīn-hìng,chīn-hèng,盡興,tsin-hing,chin-heng,2,taihoa
tsīn-kak,chīn-kak,盡角,tsin-kak,chin-kak,2,taihoa
tsīn-kàu,chīn-kàu,盡到,tsin-kau,chin-kau,2,taihoa
tsīn-khó-lîng,chīn-khó-lêng,盡可能,tsin-kho-ling,chin-kho-leng,3,taihoa
tsīn-khuài,chīn-khoài,盡快,tsin-khuai,chin-khoai,2,taihoa
tsīn-kín,chīn-kín,盡緊,tsin-kin,chin-kin,2,taihoa
tsīn-kuán,chīn-koán,儘管,tsin-kuan,chin-koan,2,taihoa
tsīn-la̍t,chīn-la̍t,盡力,tsin-lat,chin-lat,2,taihoa
tsīn-li̍k,chīn-le̍k,盡力,tsin-lik,chin-lek,2,taihoa
tsīn-liāng,chīn-liāng,盡量,tsin-liang,chin-liang,2,taihoa
tsīn-mn̂g,chīn-mn̂g,盡門,tsin-mng,chin-mng,2,taihoa
tsīn-pak-khîng,chīn-pak-khêng,盡腹傾,tsin-pak-khing,chin-pak-kheng,3,taihoa
tsīn-pak-piànn,chīn-pak-piàⁿ,盡腹拚,tsin-pak-piann,chin-pak-piaⁿ,3,taihoa
tsīn-pak-tò,chīn-pak-tò,盡腹倒,tsin-pak-to,chin-pak-to,3,taihoa
tsīn-phâng,chīn-phâng,盡帆,tsin-phang,chin-phang,2,taihoa
tsīn-phâng-piànn,chīn-phâng-piàⁿ,盡帆拚,tsin-phang-piann,chin-phang-piaⁿ,3,taihoa
tsīn-pōng,chīn-pōng,盡磅,tsin-pong,chin-pong,2,taihoa
tsīn-pōng-bué,chīn-pōng-bóe,盡磅尾,tsin-pong-bue,chin-pong-boe,3,taihoa
tsīn-pōng-la̍t,chīn-pōng-la̍t,盡磅力,tsin-pong-lat,chin-pong-lat,3,taihoa
tsīn-pōng-tuā,chīn-pōng-tōa,盡磅大,tsin-pong-tua,chin-pong-toa,3,taihoa
tsīn-pōo,chīn-pō͘,盡步,tsin-poo,chin-po͘,2,taihoa
tsīn-sit,chīn-sit,盡失,tsin-sit,chin-sit,2,taihoa
tsīn-sok,chīn-sok,盡速,tsin-sok,chin-sok,2,taihoa
tsīn-tiong,chīn-tiong,盡忠,tsin-tiong,chin-tiong,2,taihoa
tsīn-ū,chīn-ū,盡有,tsin-u,chin-u,2,taihoa
tsinn-á,chiⁿ-á,氈仔,tsinn-a,chiⁿ-a,2,taihoa
tsinn-á,chiⁿ-á,櫼仔,tsinn-a,chiⁿ-a,2,taihoa
tsin-bīn-bo̍k,chin-bīn-bo̍k,真面目,tsin-bin-bok,chin-bin-bok,3,taihoa
tsin-bô,chin-bô,真無,tsin-bo,chin-bo,2,taihoa
tsin-bô-kiù,chin-bô-kiù,真無救,tsin-bo-kiu,chin-bo-kiu,3,taihoa
tsin-tsai,chin-chai,真知,tsin-tsai,chin-chai,2,taihoa
tsin-tsē,chin-chē,真濟,tsin-tse,chin-che,2,taihoa
tsin-tsîng,chin-chêng,真情,tsin-tsing,chin-cheng,2,taihoa
tsin-tshì,chin-chhì,甄試,tsin-tshi,chin-chhi,2,taihoa
tsin-tshian,chin-chhian,真千,tsin-tshian,chin-chhian,2,taihoa
tsin-tshiū,chin-chhiū,榛樹,tsin-tshiu,chin-chhiu,2,taihoa
tsin-tsiànn,chin-chiàⁿ,真正,tsin-tsiann,chin-chiaⁿ,2,taihoa
tsin-tsin-tsiànn,chin-chin-chiàⁿ,真真正,tsin-tsin-tsiann,chin-chin-chiaⁿ,3,taihoa
tsin-tsió,chin-chió,真少,tsin-tsio,chin-chio,2,taihoa
tsin-tsu,chin-chu,真珠,tsin-tsu,chin-chu,2,taihoa
tsin-tsu-bua̍h,chin-chu-boa̍h,真珠末,tsin-tsu-buah,chin-chu-boah,3,taihoa
tsin-tsu-tsháu,chin-chu-chháu,真珠草,tsin-tsu-tshau,chin-chu-chhau,3,taihoa
tsin-tsu-hún,chin-chu-hún,真珠粉,tsin-tsu-hun,chin-chu-hun,3,taihoa
tsin-tsu-kheh,chin-chu-kheh,真珠客,tsin-tsu-kheh,chin-chu-kheh,3,taihoa
tsin-tsu-lê,chin-chu-lê,真珠螺,tsin-tsu-le,chin-chu-le,3,taihoa
tsin-guī,chin-gūi,真偽,tsin-gui,chin-gui,2,taihoa
tsin-hó,chin-hó,真好,tsin-ho,chin-ho,2,taihoa
tsin-huān,chin-hoān,真犯,tsin-huan,chin-hoan,2,taihoa
tsin-huè,chin-hòe,真貨,tsin-hue,chin-hoe,2,taihoa
tsin-hong-tîn,chin-hong-tîn,真風藤,tsin-hong-tin,chin-hong-tin,3,taihoa
tsin-ì,chin-ì,真意,tsin-i,chin-i,2,taihoa
tsi-niá,chi-niá,支領,tsi-nia,chi-nia,2,taihoa
tsinn-io̍h,chiⁿ-io̍h,掙藥,tsinn-ioh,chiⁿ-ioh,2,taihoa
tsinn-iû,chiⁿ-iû,掙油,tsinn-iu,chiⁿ-iu,2,taihoa
tsin-jîn,chin-jîn,真人,tsin-jin,chin-jin,2,taihoa
tsinn-ji̍p,chiⁿ-ji̍p,櫼入,tsinn-jip,chiⁿ-jip,2,taihoa
tsin-ké,chin-ké,真假,tsin-ke,chin-ke,2,taihoa
tsin-kíng,chin-kéng,真景,tsin-king,chin-keng,2,taihoa
tsin-khak,chin-khak,真確,tsin-khak,chin-khak,2,taihoa
tsin-khong,chin-khong,真空,tsin-khong,chin-khong,2,taihoa
tsinn-kiann,chiⁿ-kiaⁿ,生驚,tsinn-kiann,chiⁿ-kiaⁿ,2,taihoa
tsin-kiann,chin-kiaⁿ,真驚,tsin-kiann,chin-kiaⁿ,2,taihoa
tsin-kú,chin-kú,真久,tsin-ku,chin-ku,2,taihoa
tsin-lāi,chin-lāi,真利,tsin-lai,chin-lai,2,taihoa
tsinn-lâng,chiⁿ-lâng,擠人,tsinn-lang,chiⁿ-lang,2,taihoa
tsin-lí,chin-lí,真理,tsin-li,chin-li,2,taihoa
tsin-liap,chin-liap,真懾,tsin-liap,chin-liap,2,taihoa
tsin-ua̍h-tāng,chin-oa̍h-tāng,真活動,tsin-uah-tang,chin-oah-tang,3,taihoa
tsin-pâu,chin-pâu,真包,tsin-pau,chin-pau,2,taihoa
tsin-pōo,chin-pō͘,真步,tsin-poo,chin-po͘,2,taihoa
tsin-sîng,chin-sêng,真成,tsin-sing,chin-seng,2,taihoa
tsin-sî-kiânn,chin-sî-kiâⁿ,真時行,tsin-si-kiann,chin-si-kiaⁿ,3,taihoa
tsin-siann,chin-siaⁿ,升聲,tsin-siann,chin-siaⁿ,2,taihoa
tsin-siann,chin-siaⁿ,真聲,tsin-siann,chin-siaⁿ,2,taihoa
tsin-siān-bí,chin-siān-bí,真善美,tsin-sian-bi,chin-sian-bi,3,taihoa
tsin-siâng,chin-siâng,真像,tsin-siang,chin-siang,2,taihoa
tsin-siāng,chin-siāng,真像,tsin-siang,chin-siang,2,taihoa
tsin-sim,chin-sim,真心,tsin-sim,chin-sim,2,taihoa
tsin-sím,chin-sím,甄審,tsin-sim,chin-sim,2,taihoa
tsin-siòng,chin-siòng,真相,tsin-siong,chin-siong,2,taihoa
tsin-si̍t,chin-si̍t,真實,tsin-sit,chin-sit,2,taihoa
tsin-si̍t-sìng,chin-si̍t-sèng,真實性,tsin-sit-sing,chin-sit-seng,3,taihoa
tsin-siūnn-beh,chin-siūⁿ-beh,真想欲,tsin-siunn-beh,chin-siuⁿ-beh,3,taihoa
tsin-suán,chin-soán,甄選,tsin-suan,chin-soan,2,taihoa
tsin-su,chin-su,真書,tsin-su,chin-su,2,taihoa
tsinn-tāu-ling,chiⁿ-tāu-leng,擠豆奶,tsinn-tau-ling,chiⁿ-tau-leng,3,taihoa
tsin-tè,chin-tè,真諦,tsin-te,chin-te,2,taihoa
tsin-tî,chin-tî,真除,tsin-ti,chin-ti,2,taihoa
tsin-tiunn,chin-tiuⁿ,真張,tsin-tiunn,chin-tiuⁿ,2,taihoa
tsio,chio,招,tsio,chio,1,taihoa
tsio,chio,椒,tsio,chio,1,taihoa
tsio,chio,蕉,tsio,chio,1,taihoa
tsió,chió,少,tsio,chio,1,taihoa
tsió-tsió,chió-chió,少少,tsio-tsio,chio-chio,2,taihoa
tsió-tsió-á,chió-chió-á,少少仔,tsio-tsio-a,chio-chio-a,3,taihoa
tsió-huè,chió-hòe,少歲,tsio-hue,chio-hoe,2,taihoa
tsió-khueh,chió-khoeh,少缺,tsio-khueh,chio-khoeh,2,taihoa
tsió-liāng,chió-liāng,少量,tsio-liang,chio-liang,2,taihoa
tsió-muá-khueh,chió-móa-khoeh,少滿缺,tsio-mua-khueh,chio-moa-khoeh,3,taihoa
tsió-pún,chió-pún,少本,tsio-pun,chio-pun,2,taihoa
tsió-sòo,chió-sò͘,少數,tsio-soo,chio-so͘,2,taihoa
tsió-thâu-tshuì,chió-thâu-chhùi,少頭嘴,tsio-thau-tshui,chio-thau-chhui,3,taihoa
tsiò,chiò,照,tsio,chio,1,taihoa
tsiò,chiò,醮,tsio,chio,1,taihoa
tsiò-tiān-kong,chiò-tiān-kong,照電光,tsio-tian-kong,chio-tian-kong,3,taihoa
tsiò-tshiûnn,chiò-chhiûⁿ,照牆,tsio-tshiunn,chio-chhiuⁿ,2,taihoa
tsiò-hái-ting,chiò-hái-teng,照海燈,tsio-hai-ting,chio-hai-teng,3,taihoa
tsiò-ji̍t,chiò-ji̍t,照日,tsio-jit,chio-jit,2,taihoa
tsiò-liāng,chiò-liāng,照亮,tsio-liang,chio-liang,2,taihoa
tsiò-pîn,chiò-pîn,照屏,tsio-pin,chio-pin,2,taihoa
tsiò-siā,chiò-siā,照射,tsio-sia,chio-sia,2,taihoa
tsiò-siōng,chiò-siōng,照像,tsio-siong,chio-siong,2,taihoa
tsiò-siōng-ki,chiò-siōng-ki,照像機,tsio-siong-ki,chio-siong-ki,3,taihoa
tsiò-tiān-âng,chiò-tiān-âng,照殿紅,tsio-tian-ang,chio-tian-ang,3,taihoa
tsi-uān,chi-oān,支援,tsi-uan,chi-oan,2,taihoa
tsio-ang,chio-ang,招翁,tsio-ang,chio-ang,2,taihoa
tsio-bé,chio-bé,招買,tsio-be,chio-be,2,taihoa
tsio-bē,chio-bē,招賣,tsio-be,chio-be,2,taihoa
tsio-bōo,chio-bō͘,招募,tsio-boo,chio-bo͘,2,taihoa
tsio-tsoo,chio-cho͘,招租,tsio-tsoo,chio-cho͘,2,taihoa
tsioh,chioh,借,tsioh,chioh,1,taihoa
tsio̍h,chio̍h,石,tsioh,chioh,1,taihoa
tsio̍h-á,chio̍h-á,石仔,tsioh-a,chioh-a,2,taihoa
tsio̍h-ang,chio̍h-ang,石尪,tsioh-ang,chioh-ang,2,taihoa
tsio̍h-bō,chio̍h-bō,石磨,tsioh-bo,chioh-bo,2,taihoa
tsio̍h-bóo-tan,chio̍h-bó͘-tan,石牡丹,tsioh-boo-tan,chioh-bo͘-tan,3,taihoa
tsio̍h-bûn,chio̍h-bûn,石文,tsioh-bun,chioh-bun,2,taihoa
tsio̍h-tsâi,chio̍h-châi,石材,tsioh-tsai,chioh-chai,2,taihoa
tsio̍h-tsām,chio̍h-chām,石鏨,tsioh-tsam,chioh-cham,2,taihoa
tsio̍h-tsing-jí,chio̍h-cheng-jí,石鐘乳,tsioh-tsing-ji,chioh-cheng-ji,3,taihoa
tsio̍h-tsing-khū,chio̍h-cheng-khū,石舂臼,tsioh-tsing-khu,chioh-cheng-khu,3,taihoa
tsio̍h-tshenn-á,chio̍h-chheⁿ-á,石青仔,tsioh-tshenn-a,chioh-chheⁿ-a,3,taihoa
tsio̍h-tshì-á,chio̍h-chhì-á,石刺仔,tsioh-tshi-a,chioh-chhi-a,3,taihoa
tsio̍h-tshit-á,chio̍h-chhit-á,石拭仔,tsioh-tshit-a,chioh-chhit-a,3,taihoa
tsio̍h-tshiunn-pôo,chio̍h-chhiuⁿ-pô͘,石菖蒲,tsioh-tshiunn-poo,chioh-chhiuⁿ-po͘,3,taihoa
tsio̍h-tsi,chio̍h-chi,石脂,tsioh-tsi,chioh-chi,2,taihoa
tsio̍h-tsî,chio̍h-chî,石薯,tsioh-tsi,chioh-chi,2,taihoa
tsio̍h-tsià,chio̍h-chià,石庶,tsioh-tsia,chioh-chia,2,taihoa
tsio̍h-tsím,chio̍h-chím,石枕,tsioh-tsim,chioh-chim,2,taihoa
tsio̍h-tsit,chio̍h-chit,石鯽,tsioh-tsit,chioh-chit,2,taihoa
tsio̍h-tsu,chio̍h-chu,石珠,tsioh-tsu,chioh-chu,2,taihoa
tsio̍h-tsû,chio̍h-chû,石櫧,tsioh-tsu,chioh-chu,2,taihoa
tsio̍h-ing,chio̍h-eng,石英,tsioh-ing,chioh-eng,2,taihoa
tsio̍h-ing-ko,chio̍h-eng-ko,石鸚哥,tsioh-ing-ko,chioh-eng-ko,3,taihoa
tsio̍h-gám,chio̍h-gám,石岑,tsioh-gam,chioh-gam,2,taihoa
tsio̍h-gíng,chio̍h-géng,石研,tsioh-ging,chioh-geng,2,taihoa
tsio̍h-giâm,chio̍h-giâm,石岩,tsioh-giam,chioh-giam,2,taihoa
tsio̍h-ha̍k,chio̍h-ha̍k,石斛,tsioh-hak,chioh-hak,2,taihoa
tsio̍h-hīng,chio̍h-hēng,石莧,tsioh-hing,chioh-heng,2,taihoa
tsio̍h-hî,chio̍h-hî,石魚,tsioh-hi,chioh-hi,2,taihoa
tsio̍h-huà,chio̍h-hòa,石化,tsioh-hua,chioh-hoa,2,taihoa
tsio̍h-hue,chio̍h-hoe,石灰,tsioh-hue,chioh-hoe,2,taihoa
tsio̍h-hue,chio̍h-hoe,石花,tsioh-hue,chioh-hoe,2,taihoa
tsio̍h-hue-tshài,chio̍h-hoe-chhài,石花菜,tsioh-hue-tshai,chioh-hoe-chhai,3,taihoa
tsio̍h-hue-tsháu,chio̍h-hoe-chháu,石花草,tsioh-hue-tshau,chioh-hoe-chhau,3,taihoa
tsio̍h-hue-tsio̍h,chio̍h-hoe-chio̍h,石灰石,tsioh-hue-tsioh,chioh-hoe-chioh,3,taihoa
tsio̍h-hue-hî,chio̍h-hoe-hî,石灰魚,tsioh-hue-hi,chioh-hoe-hi,3,taihoa
tsio̍h-hong,chio̍h-hong,石坊,tsioh-hong,chioh-hong,2,taihoa
tsio̍h-hông,chio̍h-hông,石黃,tsioh-hong,chioh-hong,2,taihoa
tsio̍h-hóo,chio̍h-hó͘,石虎,tsioh-hoo,chioh-ho͘,2,taihoa
tsio̍h-hu̍t,chio̍h-hu̍t,石佛,tsioh-hut,chioh-hut,2,taihoa
tsio̍h-iâm,chio̍h-iâm,石鹽,tsioh-iam,chioh-iam,2,taihoa
tsio̍h-iù,chio̍h-iù,石幼,tsioh-iu,chioh-iu,2,taihoa
tsio̍h-iû,chio̍h-iû,石油,tsioh-iu,chioh-iu,2,taihoa
tsio̍h-iû-gia̍p,chio̍h-iû-gia̍p,石油業,tsioh-iu-giap,chioh-iu-giap,3,taihoa
tsio̍h-jí,chio̍h-jí,石子,tsioh-ji,chioh-ji,2,taihoa
tsio̍h-ka-tsng,chio̍h-ka-chng,石家莊,tsioh-ka-tsng,chioh-ka-chng,3,taihoa
tsio̍h-kak,chio̍h-kak,石角,tsioh-kak,chioh-kak,2,taihoa
tsio̍h-kàng,chio̍h-kàng,石降,tsioh-kang,chioh-kang,2,taihoa
tsio̍h-kàng,chio̍h-kàng,石蝀,tsioh-kang,chioh-kang,2,taihoa
tsio̍h-káu-kang,chio̍h-káu-kang,石狗公,tsioh-kau-kang,chioh-kau-kang,3,taihoa
tsio̍h-káu-nn̄g,chio̍h-káu-nn̄g,石狗卵,tsioh-kau-nng,chioh-kau-nng,3,taihoa
tsio̍h-khám,chio̍h-khám,石坎,tsioh-kham,chioh-kham,2,taihoa
tsio̍h-khì,chio̍h-khì,石器,tsioh-khi,chioh-khi,2,taihoa
tsio̍h-khòng,chio̍h-khòng,石礦,tsioh-khong,chioh-khong,2,taihoa
tsio̍h-ki,chio̍h-ki,石基,tsioh-ki,chioh-ki,2,taihoa
tsio̍h-ki,chio̍h-ki,石磯,tsioh-ki,chioh-ki,2,taihoa
tsio̍h-kī,chio̍h-kī,石距,tsioh-ki,chioh-ki,2,taihoa
tsio̍h-ki-á,chio̍h-ki-á,石磯仔,tsioh-ki-a,chioh-ki-a,3,taihoa
tsio̍h-kiā,chio̍h-kiā,石崎,tsioh-kia,chioh-kia,2,taihoa
tsio̍h-kiàm,chio̍h-kiàm,石劍,tsioh-kiam,chioh-kiam,2,taihoa
tsio̍h-kiànn,chio̍h-kiàⁿ,石鏡,tsioh-kiann,chioh-kiaⁿ,2,taihoa
tsio̍h-ko,chio̍h-ko,石膏,tsioh-ko,chioh-ko,2,taihoa
tsio̍h-kô,chio̍h-kô,石笱,tsioh-ko,chioh-ko,2,taihoa
tsio̍h-kuan,chio̍h-koan,石棺,tsioh-kuan,chioh-koan,2,taihoa
tsio̍h-kuann-tshâ,chio̍h-koaⁿ-chhâ,石棺柴,tsioh-kuann-tsha,chioh-koaⁿ-chha,3,taihoa
tsio̍h-kuat-bîng,chio̍h-koat-bêng,石決明,tsioh-kuat-bing,chioh-koat-beng,3,taihoa
tsio̍h-ko-ìn,chio̍h-ko-ìn,石膏印,tsioh-ko-in,chioh-ko-in,3,taihoa
tsio̍h-ko̍k-nn̄g,chio̍h-ko̍k-nn̄g,石涸卵,tsioh-kok-nng,chioh-kok-nng,3,taihoa
tsio̍h-kóo,chio̍h-kó͘,石鼓,tsioh-koo,chioh-ko͘,2,taihoa
tsio̍h-ku,chio̍h-ku,石龜,tsioh-ku,chioh-ku,2,taihoa
tsio̍h-ku-tsō,chio̍h-ku-chō,石龜座,tsioh-ku-tso,chioh-ku-cho,3,taihoa
tsio̍h-lâm,chio̍h-lâm,石楠,tsioh-lam,chioh-lam,2,taihoa
tsio̍h-ling,chio̍h-leng,石奶,tsioh-ling,chioh-leng,2,taihoa
tsio̍h-lîng,chio̍h-lêng,石蛉,tsioh-ling,chioh-leng,2,taihoa
tsio̍h-lîng-tsú,chio̍h-lêng-chú,石龍子,tsioh-ling-tsu,chioh-leng-chu,3,taihoa
tsio̍h-lîng-hî,chio̍h-lêng-hî,石鯪魚,tsioh-ling-hi,chioh-leng-hi,3,taihoa
tsio̍h-līng,chio̍h-lēng,石柃,tsioh-ling,chioh-leng,2,taihoa
tsio̍h-līng-kū,chio̍h-lēng-kū,石柃舅,tsioh-ling-ku,chioh-leng-ku,3,taihoa
tsio̍h-lián,chio̍h-lián,石碾,tsioh-lian,chioh-lian,2,taihoa
tsio̍h-liân,chio̍h-liân,石蓮,tsioh-lian,chioh-lian,2,taihoa
tsio̍h-liú,chio̍h-liú,石柳,tsioh-liu,chioh-liu,2,taihoa
tsio̍h-liû-hông,chio̍h-liû-hông,石硫磺,tsioh-liu-hong,chioh-liu-hong,3,taihoa
tsio̍h-luā,chio̍h-lōa,石瀨,tsioh-lua,chioh-loa,2,taihoa
tsio̍h-lôo-á,chio̍h-lô͘-á,石鱸仔,tsioh-loo-a,chioh-lo͘-a,3,taihoa
tsio̍h-lu-á,chio̍h-lu-á,石攄仔,tsioh-lu-a,chioh-lu-a,3,taihoa
tsio̍h-lún,chio̍h-lún,石碖,tsioh-lun,chioh-lun,2,taihoa
tsio̍h-lūn,chio̍h-lūn,石崙,tsioh-lun,chioh-lun,2,taihoa
tsio̍h-mî,chio̍h-mî,石棉,tsioh-mi,chioh-mi,2,taihoa
tsio̍h-mn̂g,chio̍h-mn̂g,石門,tsioh-mng,chioh-mng,2,taihoa
tsio̍h-nn̄g,chio̍h-nn̄g,石卵,tsioh-nng,chioh-nng,2,taihoa
tsio̍h-nn̄g-á,chio̍h-nn̄g-á,石卵仔,tsioh-nng-a,chioh-nng-a,3,taihoa
tsio̍h-pâi,chio̍h-pâi,石牌,tsioh-pai,chioh-pai,2,taihoa
tsio̍h-pan,chio̍h-pan,石斑,tsioh-pan,chioh-pan,2,taihoa
tsio̍h-pán,chio̍h-pán,石板,tsioh-pan,chioh-pan,2,taihoa
tsio̍h-pang,chio̍h-pang,石枋,tsioh-pang,chioh-pang,2,taihoa
tsio̍h-ping,chio̍h-peng,石兵,tsioh-ping,chioh-peng,2,taihoa
tsio̍h-phiánn,chio̍h-phiáⁿ,石鉼,tsioh-phiann,chioh-phiaⁿ,2,taihoa
tsio̍h-phoh,chio̍h-phoh,石朴,tsioh-phoh,chioh-phoh,2,taihoa
tsio̍h-pi,chio̍h-pi,石碑,tsioh-pi,chioh-pi,2,taihoa
tsio̍h-piah,chio̍h-piah,石壁,tsioh-piah,chioh-piah,2,taihoa
tsio̍h-piah-tsháu,chio̍h-piah-chháu,石壁草,tsioh-piah-tshau,chioh-piah-chhau,3,taihoa
tsio̍h-piah-liân,chio̍h-piah-liân,石壁蓮,tsioh-piah-lian,chioh-piah-lian,3,taihoa
tsio̍h-pin,chio̍h-pin,石賓,tsioh-pin,chioh-pin,2,taihoa
tsio̍h-poh-huānn,chio̍h-poh-hōaⁿ,石駁岸,tsioh-poh-huann,chioh-poh-hoaⁿ,3,taihoa
tsio̍h-poo,chio̍h-po͘,石埔,tsioh-poo,chioh-po͘,2,taihoa
tsio̍h-sai,chio̍h-sai,石獅,tsioh-sai,chioh-sai,2,taihoa
tsio̍h-sap,chio̍h-sap,石屑,tsioh-sap,chioh-sap,2,taihoa
tsio̍h-siap,chio̍h-siap,石澀,tsioh-siap,chioh-siap,2,taihoa
tsio̍h-siông,chio̍h-siông,石松,tsioh-siong,chioh-siong,2,taihoa
tsio̍h-sò,chio̍h-sò,石埽,tsioh-so,chioh-so,2,taihoa
tsio̍h-suànn,chio̍h-sòaⁿ,石汕,tsioh-suann,chioh-soaⁿ,2,taihoa
tsio̍h-suàn,chio̍h-soàn,石蒜,tsioh-suan,chioh-soan,2,taihoa
tsio̍h-sún,chio̍h-sún,石筍,tsioh-sun,chioh-sun,2,taihoa
tsio̍h-tah-á,chio̍h-tah-á,石搭仔,tsioh-tah-a,chioh-tah-a,3,taihoa
tsio̍h-tāng,chio̍h-tāng,石重,tsioh-tang,chioh-tang,2,taihoa
tsio̍h-tè,chio̍h-tè,石塊,tsioh-te,chioh-te,2,taihoa
tsio̍h-tik,chio̍h-tek,石竹,tsioh-tik,chioh-tek,2,taihoa
tsio̍h-tik-á,chio̍h-tek-á,石竹仔,tsioh-tik-a,chioh-tek-a,3,taihoa
tsio̍h-thâu,chio̍h-thâu,石頭,tsioh-thau,chioh-thau,2,taihoa
tsio̍h-thâu-á,chio̍h-thâu-á,石頭仔,tsioh-thau-a,chioh-thau-a,3,taihoa
tsio̍h-thâu-tsuâ,chio̍h-thâu-chôa,石頭蛇,tsioh-thau-tsua,chioh-thau-choa,3,taihoa
tsio̍h-thâu-káu,chio̍h-thâu-káu,石頭狗,tsioh-thau-kau,chioh-thau-kau,3,taihoa
tsio̍h-thiāu,chio̍h-thiāu,石柱,tsioh-thiau,chioh-thiau,2,taihoa
tsio̍h-thuànn,chio̍h-thòaⁿ,石炭,tsioh-thuann,chioh-thoaⁿ,2,taihoa
tsio̍h-tiànn,chio̍h-tiàⁿ,石碇,tsioh-tiann,chioh-tiaⁿ,2,taihoa
tsio̍h-tiau,chio̍h-tiau,石雕,tsioh-tiau,chioh-tiau,2,taihoa
tsio̍h-tiâu,chio̍h-tiâu,石條,tsioh-tiau,chioh-tiau,2,taihoa
tsio̍h-tún,chio̍h-tún,石礅,tsioh-tun,chioh-tun,2,taihoa
tsio̍h-uî,chio̍h-ûi,石葦,tsioh-ui,chioh-ui,2,taihoa
tsioh-tshuì,chioh-chhùi,借嘴,tsioh-tshui,chioh-chhui,2,taihoa
tsioh-tshut,chioh-chhut,借出,tsioh-tshut,chioh-chhut,2,taihoa
tsioh-tsînn,chioh-chîⁿ,借錢,tsioh-tsinn,chioh-chiⁿ,2,taihoa
tsioh-tsōo,chioh-chō͘,借助,tsioh-tsoo,chioh-cho͘,2,taihoa
tsioh-hioh,chioh-hioh,借歇,tsioh-hioh,chioh-hioh,2,taihoa
tsioh-hué,chioh-hóe,焟火,tsioh-hue,chioh-hoe,2,taihoa
tsioh-iōng,chioh-iōng,借用,tsioh-iong,chioh-iong,2,taihoa
tsioh-jī,chioh-jī,借字,tsioh-ji,chioh-ji,2,taihoa
tsioh-ji̍t,chioh-ji̍t,焟日,tsioh-jit,chioh-jit,2,taihoa
tsioh-kháu,chioh-kháu,借口,tsioh-khau,chioh-khau,2,taihoa
tsioh-khiā,chioh-khiā,借徛,tsioh-khia,chioh-khia,2,taihoa
tsioh-khuán,chioh-khoán,借款,tsioh-khuan,chioh-khoan,2,taihoa
tsioh-kì,chioh-kì,借據,tsioh-ki,chioh-ki,2,taihoa
tsioh-kiànn,chioh-kiàⁿ,借鏡,tsioh-kiann,chioh-kiaⁿ,2,taihoa
tsioh--lâi,chioh--lâi,借來,tsioh--lai,chioh--lai,2,taihoa
tsioh-lī,chioh-lī,借字,tsioh-li,chioh-li,2,taihoa
tsioh-mn̄g,chioh-mn̄g,借問,tsioh-mng,chioh-mng,2,taihoa
tsioh-uē,chioh-ōe,借話,tsioh-ue,chioh-oe,2,taihoa
tsio-hoo,chio-ho͘,招呼,tsio-hoo,chio-ho͘,2,taihoa
tsio-hoo-tsām,chio-ho͘-chām,招呼站,tsio-hoo-tsam,chio-ho͘-cham,3,taihoa
tsioh-sio,chioh-sio,焟燒,tsioh-sio,chioh-sio,2,taihoa
tsioh-tāi,chioh-tāi,借貸,tsioh-tai,chioh-tai,2,taihoa
tsioh-tē,chioh-tē,借地,tsioh-te,chioh-te,2,taihoa
tsioh-tioh,chioh-tioh,藉著,tsioh-tioh,chioh-tioh,2,taihoa
tsioh-tio̍h,chioh-tio̍h,借著,tsioh-tioh,chioh-tioh,2,taihoa
tsioh-tiōng,chioh-tiōng,借重,tsioh-tiong,chioh-tiong,2,taihoa
tsioh-tuà,chioh-tòa,借帶,tsioh-tua,chioh-toa,2,taihoa
