tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
io̍h-sìng-hù,io̍h-sèng-hù,藥性賦,ioh-sing-hu,ioh-seng-hu,3,taijit
io̍h-sî,io̍h-sî,藥匙,ioh-si,ioh-si,2,taijit
io̍h-siunn,io̍h-siuⁿ,藥箱,ioh-siunn,ioh-siuⁿ,2,taijit
io̍h-sng,io̍h-sng,藥閂,ioh-sng,ioh-sng,2,taijit
io̍h-su,io̍h-su,藥書,ioh-su,ioh-su,2,taijit
io̍h-tái,io̍h-tái,藥滓,ioh-tai,ioh-tai,2,taijit
io̍h-tan,io̍h-tan,藥丹,ioh-tan,ioh-tan,2,taijit
io̍h-tê,io̍h-tê,藥茶,ioh-te,ioh-te,2,taijit
io̍h-thâu,io̍h-thâu,藥頭,ioh-thau,ioh-thau,2,taijit
io̍h-thiap,io̍h-thiap,藥帖,ioh-thiap,ioh-thiap,2,taijit
io̍h-thng,io̍h-thng,藥湯,ioh-thng,ioh-thng,2,taijit
io̍h-tiàm,io̍h-tiàm,藥店,ioh-tiam,ioh-tiam,2,taijit
io̍h-tiâu,io̍h-tiâu,藥條,ioh-tiau,ioh-tiau,2,taijit
io̍h-tuann,io̍h-toaⁿ,藥單,ioh-tuann,ioh-toaⁿ,2,taijit
io̍h-to̍k,io̍h-to̍k,藥毒,ioh-tok,ioh-tok,2,taijit
io̍h-tû,io̍h-tû,藥櫥,ioh-tu,ioh-tu,2,taijit
ioh-bī,ioh-bī,憶謎,ioh-bi,ioh-bi,2,taijit
ioh-ioh,ioh-ioh,溢溢,ioh-ioh,ioh-ioh,2,taijit
io-jī-sann,io-jī-saⁿ,么二三,io-ji-sann,io-ji-saⁿ,3,taijit
io̍k,io̍k,慾,iok,iok,1,taijit
io̍k-bōng,io̍k-bōng,慾望,iok-bong,iok-bong,2,taijit
io̍k-tsâi,io̍k-châi,育才,iok-tsai,iok-chai,2,taijit
io̍k-tsâi-tsoo,io̍k-châi-cho͘,育才租,iok-tsai-tsoo,iok-chai-cho͘,3,taijit
io̍k-tsîng,io̍k-chêng,慾情,iok-tsing,iok-cheng,2,taijit
io̍k-hé,io̍k-hé,慾火,iok-he,iok-he,2,taijit
io̍k-kiû,io̍k-kiû,欲求,iok-kiu,iok-kiu,2,taijit
io̍k-kut,io̍k-kut,慾骨,iok-kut,iok-kut,2,taijit
io̍k-liām,io̍k-liām,慾念,iok-liam,iok-liam,2,taijit
io̍k-hu̍t,io̍k-hu̍t,浴佛,iok-hut,iok-hut,2,taijit
io̍k-hu̍t-ji̍t,io̍k-hu̍t-ji̍t,浴佛日,iok-hut-jit,iok-hut-jit,3,taijit
io̍k-sik,io̍k-sek,浴室,iok-sik,iok-sek,2,taijit
io̍k-sing-tông,io̍k-seng-tông,育生堂,iok-sing-tong,iok-seng-tong,3,taijit
io̍k-sióng,io̍k-sióng,慾想,iok-siong,iok-siong,2,taijit
io̍k-ti̍k,io̍k-te̍k,籥翟,iok-tik,iok-tek,2,taijit
io-kàng,io-kàng,羊羹,io-kang,io-kang,2,taijit
iok-tsìng,iok-chèng,約正,iok-tsing,iok-cheng,2,taijit
io-khang,io-khang,么孔,io-khang,io-khang,2,taijit
iok-hō-thâu,iok-hō-thâu,約號頭,iok-ho-thau,iok-ho-thau,3,taijit
io-kiánn,io-kiáⁿ,育囝,io-kiann,io-kiaⁿ,2,taijit
io-kiánn-bú,io-kiáⁿ-bú,育囝母,io-kiann-bu,io-kiaⁿ-bu,3,taijit
io-kun,io-kun,腰巾,io-kun,io-kun,2,taijit
iok-jī,iok-jī,約字,iok-ji,iok-ji,2,taijit
iok-ji̍t,iok-ji̍t,約日,iok-jit,iok-jit,2,taijit
iok-khuànn,iok-khòaⁿ,約看,iok-khuann,iok-khoaⁿ,2,taijit
iok-kî,iok-kî,約期,iok-ki,iok-ki,2,taijit
iok-kî-lio̍k,iok-kî-lio̍k,約其略,iok-ki-liok,iok-ki-liok,3,taijit
iok-lio̍k,iok-lio̍k,約略,iok-liok,iok-liok,2,taijit
iok-liōng,iok-liōng,約量,iok-liong,iok-liong,2,taijit
iok-māi,iok-māi,約覓,iok-mai,iok-mai,2,taijit
iok-sî,iok-sî,約時,iok-si,iok-si,2,taijit
iok-siú,iok-siú,約首,iok-siu,iok-siu,2,taijit
iok-sok,iok-sok,約束,iok-sok,iok-sok,2,taijit
iok-su,iok-su,約書,iok-su,iok-su,2,taijit
io-kut,io-kut,腰骨,io-kut,io-kut,2,taijit
io-lāi-bah,io-lāi-bah,腰內肉,io-lai-bah,io-lai-bah,3,taijit
io-lin,io-lin,育奶,io-lin,io-lin,2,taijit
io-lio̍k,io-lio̍k,么六,io-liok,io-liok,2,taijit
io-nâ,io-nâ,育籃,io-na,io-na,2,taijit
iong,iong,殃,iong,iong,1,taijit
iong,iong,央,iong,iong,1,taijit
ióng,ióng,養,iong,iong,1,taijit
ióng,ióng,勇,iong,iong,1,taijit
ióng-bé,ióng-bé,勇馬,iong-be,iong-be,2,taijit
ióng-bíng,ióng-béng,勇猛,iong-bing,iong-beng,2,taijit
ióng-bú,ióng-bú,養母,iong-bu,iong-bu,2,taijit
ióng-tsè-īnn,ióng-chè-īⁿ,養濟院,iong-tse-inn,iong-che-iⁿ,3,taijit
ióng-tsīng,ióng-chēng,養靜,iong-tsing,iong-cheng,2,taijit
ióng-tshâm,ióng-chhâm,養蠶,iong-tsham,iong-chham,2,taijit
ióng-tshin,ióng-chhin,養親,iong-tshin,iong-chhin,2,taijit
ióng-tsiòng,ióng-chiòng,勇將,iong-tsiong,iong-chiong,2,taijit
ióng-tsuânn,ióng-chôaⁿ,湧泉,iong-tsuann,iong-choaⁿ,2,taijit
ióng-tsòng,ióng-chòng,勇壯,iong-tsong,iong-chong,2,taijit
ióng-tsú,ióng-chú,養子,iong-tsu,iong-chu,2,taijit
ióng-hàn,ióng-hàn,勇漢,iong-han,iong-han,2,taijit
ióng-hân,ióng-hân,養閑,iong-han,iong-han,2,taijit
ióng-hî-tî,ióng-hî-tî,養魚池,iong-hi-ti,iong-hi-ti,3,taijit
iòng-hōo,iòng-hō͘,擁護,iong-hoo,iong-ho͘,2,taijit
ióng-io̍k,ióng-io̍k,養育,iong-iok,iong-iok,2,taijit
ióng-jî,ióng-jî,養兒,iong-ji,iong-ji,2,taijit
ióng-ka,ióng-ka,養家,iong-ka,iong-ka,2,taijit
ióng-kah,ióng-kah,勇胛,iong-kah,iong-kah,2,taijit
ióng-kám,ióng-kám,勇敢,iong-kam,iong-kam,2,taijit
ióng-ke,ióng-ke,養雞,iong-ke,iong-ke,2,taijit
ióng-khì,ióng-khì,勇氣,iong-khi,iong-khi,2,taijit
ióng-khì,ióng-khì,養氣,iong-khi,iong-khi,2,taijit
ióng-kiānn,ióng-kiāⁿ,勇健,iong-kiann,iong-kiaⁿ,2,taijit
ióng-kiān-kiān,ióng-kiān-kiān,勇健健,iong-kian-kian,iong-kian-kian,3,taijit
ióng-kun,ióng-kun,養軍,iong-kun,iong-kun,2,taijit
ióng-lâng,ióng-lâng,勇人,iong-lang,iong-lang,2,taijit
ióng-lîng-lîng,ióng-lêng-lêng,勇龍龍,iong-ling-ling,iong-leng-leng,3,taijit
ióng-liâm,ióng-liâm,養廉,iong-liam,iong-liam,2,taijit
ióng-ló,ióng-ló,養老,iong-lo,iong-lo,2,taijit
ióng-ló-gûn,ióng-ló-gûn,養老銀,iong-lo-gun,iong-lo-gun,3,taijit
ióng-lú,ióng-lú,養女,iong-lu,iong-lu,2,taijit
ióng-óng,ióng-óng,勇往,iong-ong,iong-ong,2,taijit
ióng-ōng,ióng-ōng,勇旺,iong-ong,iong-ong,2,taijit
ióng-hū,ióng-hū,養父,iong-hu,iong-hu,2,taijit
ióng-ping,ióng-peng,養兵,iong-ping,iong-peng,2,taijit
ióng-phang,ióng-phang,養蜂,iong-phang,iong-phang,2,taijit
ióng-pī,ióng-pī,養婢,iong-pi,iong-pi,2,taijit
ióng-pīnn,ióng-pīⁿ,養病,iong-pinn,iong-piⁿ,2,taijit
ióng-sing,ióng-seng,養生,iong-sing,iong-seng,2,taijit
ióng-sîng,ióng-sêng,養成,iong-sing,iong-seng,2,taijit
ióng-sing-tî,ióng-seng-tî,養生池,iong-sing-ti,iong-seng-ti,3,taijit
ióng-sing-tông,ióng-seng-tông,養生堂,iong-sing-tong,iong-seng-tong,3,taijit
ióng-siām,ióng-siām,養贍,iong-siam,iong-siam,2,taijit
ióng-siām-tsoo,ióng-siām-cho͘,養贍租,iong-siam-tsoo,iong-siam-cho͘,3,taijit
ióng-siām-tsu,ióng-siām-chu,養贍資,iong-siam-tsu,iong-siam-chu,3,taijit
ióng-siām-gûn,ióng-siām-gûn,養贍銀,iong-siam-gun,iong-siam-gun,3,taijit
ióng-sîn,ióng-sîn,養神,iong-sin,iong-sin,2,taijit
ióng-sū,ióng-sū,勇士,iong-su,iong-su,2,taijit
ióng-tué,ióng-tóe,勇底,iong-tue,iong-toe,2,taijit
ióng-tu,ióng-tu,養豬,iong-tu,iong-tu,2,taijit
iòng-ji̍t,iòng-ji̍t,映日,iong-jit,iong-jit,2,taijit
iòng-ji̍t-kó,iòng-ji̍t-kó,映日果,iong-jit-ko,iong-jit-ko,3,taijit
iòng-suann-âng,iòng-soaⁿ-âng,映山紅,iong-suann-ang,iong-soaⁿ-ang,3,taijit
iông,iông,容,iong,iong,1,taijit
iông,iông,羊,iong,iong,1,taijit
iông,iông,陽,iong,iong,1,taijit
iông-bîng,iông-bêng,揚名,iong-bing,iong-beng,2,taijit
iông-bîn,iông-bîn,庸民,iong-bin,iong-bin,2,taijit
iông-bu̍t,iông-bu̍t,陽物,iong-but,iong-but,2,taijit
iông-tsâi,iông-châi,庸才,iong-tsai,iong-chai,2,taijit
iông-tshiū,iông-chhiū,榕樹,iong-tshiu,iong-chhiu,2,taijit
iông-tshun,iông-chhun,陽春,iong-tshun,iong-chhun,2,taijit
iông-tshun-hu̍t,iông-chhun-hu̍t,陽春核,iong-tshun-hut,iong-chhun-hut,3,taijit
iông-tsiòng,iông-chiòng,庸眾,iong-tsiong,iong-chiong,2,taijit
iông-tsú-kang,iông-chú-kang,楊子江,iong-tsu-kang,iong-chu-kang,3,taijit
iông-gua̍t,iông-goa̍t,陽月,iong-guat,iong-goat,2,taijit
iông-gû,iông-gû,庸愚,iong-gu,iong-gu,2,taijit
iông-gûn,iông-gûn,洋銀,iong-gun,iong-gun,2,taijit
iông-i,iông-i,庸醫,iong-i,iong-i,2,taijit
iông-īnn,iông-īⁿ,容易,iong-inn,iong-iⁿ,2,taijit
iông-ian,iông-ian,洋煙,iong-ian,iong-ian,2,taijit
iông-im-ki,iông-im-ki,揚音機,iong-im-ki,iong-im-ki,3,taijit
iông-iông,iông-iông,庸庸,iong-iong,iong-iong,2,taijit
iông-jī,iông-jī,陽字,iong-ji,iong-ji,2,taijit
iông-jím,iông-jím,容忍,iong-jim,iong-jim,2,taijit
iông-jîn,iông-jîn,洋人,iong-jin,iong-jin,2,taijit
iông-jîn,iông-jîn,庸人,iong-jin,iong-jin,2,taijit
iông-jîn,iông-jîn,傭人,iong-jin,iong-jin,2,taijit
iông-kak-hong,iông-kak-hong,羊角風,iong-kak-hong,iong-kak-hong,3,taijit
iông-kán,iông-kán,陽癇,iong-kan,iong-kan,2,taijit
iông-khí-tsio̍h,iông-khí-chio̍h,陽起石,iong-khi-tsioh,iong-khi-chioh,3,taijit
iông-khì,iông-khì,陽氣,iong-khi,iong-khi,2,taijit
iông-khì,iông-khì,揚氣,iong-khi,iong-khi,2,taijit
iông-kông,iông-kông,佯狂,iong-kong,iong-kong,2,taijit
iông-ku,iông-ku,陽居,iong-ku,iong-ku,2,taijit
iông-kū,iông-kū,陽具,iong-ku,iong-ku,2,taijit
iông-kuì-hui,iông-kùi-hui,楊貴妃,iong-kui-hui,iong-kui-hui,3,taijit
iông-la̍p,iông-la̍p,容納,iong-lap,iong-lap,2,taijit
iông-li̍k,iông-le̍k,陽曆,iong-lik,iong-lek,2,taijit
iông-liōng,iông-liōng,容量,iong-liong,iong-liong,2,taijit
iông-liú,iông-liú,楊柳,iong-liu,iong-liu,2,taijit
iông-liú-io,iông-liú-io,楊柳腰,iong-liu-io,iong-liu-io,3,taijit
iông-māu,iông-māu,容貌,iong-mau,iong-mau,2,taijit
iông-uân,iông-oân,傭員,iong-uan,iong-oan,2,taijit
iông-phài,iông-phài,揚派,iong-phai,iong-phai,2,taijit
iông-po̍k,iông-po̍k,傭僕,iong-pok,iong-pok,2,taijit
iông-siān,iông-siān,佯善,iong-sian,iong-sian,2,taijit
iông-sio̍k,iông-sio̍k,庸俗,iong-siok,iong-siok,2,taijit
iông-siông,iông-siông,庸常,iong-siong,iong-siong,2,taijit
iông-siū,iông-siū,陽壽,iong-siu,iong-siu,2,taijit
iông-tiān,iông-tiān,陽電,iong-tian,iong-tian,2,taijit
iông-ún,iông-ún,容允,iong-un,iong-un,2,taijit
iōng,iōng,用,iong,iong,1,taijit
iōng-kang,iōng-kang,用工,iong-kang,iong-kang,2,taijit
iōng-kū,iōng-kū,用具,iong-ku,iong-ku,2,taijit
iōng-tōo,iōng-tō͘,用度,iong-too,iong-to͘,2,taijit
iong-tsìng,iong-chèng,雍正,iong-tsing,iong-cheng,2,taijit
iong-tsîng,iong-chêng,央情,iong-tsing,iong-cheng,2,taijit
iong-tsu,iong-chu,癰疽,iong-tsu,iong-chu,2,taijit
iong-kah,iong-kah,央教,iong-kah,iong-kah,2,taijit
io-ngóo,io-ngó͘,么五,io-ngoo,io-ngo͘,2,taijit
iong-thok,iong-thok,央託,iong-thok,iong-thok,2,taijit
io-pâi,io-pâi,腰牌,io-pai,io-pai,2,taijit
io-pau,io-pau,腰包,io-pau,io-pau,2,taijit
io-pinn,io-piⁿ,腰邊,io-pinn,io-piⁿ,2,taijit
io-tē,io-tē,腰袋,io-te,io-te,2,taijit
io-tháng,io-tháng,腰桶,io-thang,io-thang,2,taijit
io-to,io-to,腰刀,io-to,io-to,2,taijit
io-tuà,io-tòa,腰帶,io-tua,io-toa,2,taijit
io-tóo,io-tó͘,腰肚,io-too,io-to͘,2,taijit
io-tóo-phè,io-tó͘-phè,腰肚帕,io-too-phe,io-to͘-phe,3,taijit
ip,ip,ip,ip,ip,1,taijit
ip,ip,邑,ip,ip,1,taijit
ip,ip,揖,ip,ip,1,taijit
i-pau,i-pau,衣包,i-pau,i-pau,2,taijit
i-pīnn,i-pīⁿ,醫病,i-pinn,i-piⁿ,2,taijit
i-puah,i-poah,衣缽,i-puah,i-poah,2,taijit
i-put-kik,i-put-kek,衣不格,i-put-kik,i-put-kek,3,taijit
i-sing,i-seng,醫生,i-sing,i-seng,2,taijit
i-sing-kuán,i-seng-koán,醫生館,i-sing-kuan,i-seng-koan,3,taijit
i-sí,i-sí,醫死,i-si,i-si,2,taijit
i-si̍t,i-si̍t,衣食,i-sit,i-sit,2,taijit
i-si̍t-tsū,i-si̍t-chū,衣食住,i-sit-tsu,i-sit-chu,3,taijit
i-siu-kûn,i-siu-kûn,衣收裙,i-siu-kun,i-siu-kun,3,taijit
i-siunn,i-siuⁿ,衣箱,i-siunn,i-siuⁿ,2,taijit
i-su,i-su,醫師,i-su,i-su,2,taijit
i-sū,i-sū,醫士,i-su,i-su,2,taijit
i-su̍t,i-su̍t,醫術,i-sut,i-sut,2,taijit
it,it,壹,it,it,1,taijit
it,it,乙,it,it,1,taijit
it,it,憶,it,it,1,taijit
it,it,一,it,it,1,taijit
it-āu,it-āu,一後,it-au,it-au,2,taijit
it-báu,it-báu,乙卯,it-bau,it-bau,2,taijit
it-bé,it-bé,一尾,it-be,it-be,2,taijit
it-bé-āu,it-bé-āu,一尾後,it-be-au,it-be-au,3,taijit
it-bīng,it-bēng,一命,it-bing,it-beng,2,taijit
it-bī,it-bī,乙未,it-bi,it-bi,2,taijit
it-bī,it-bī,一味,it-bi,it-bi,2,taijit
it-bo̍k,it-bo̍k,一目,it-bok,it-bok,2,taijit
it-bûn,it-bûn,一門,it-bun,it-bun,2,taijit
it-bûn,it-bûn,一文,it-bun,it-bun,2,taijit
it-bu̍t,it-bu̍t,一物,it-but,it-but,2,taijit
it-tsa̍p,it-cha̍p,一十,it-tsap,it-chap,2,taijit
it-tsuê,it-chôe,一齊,it-tsue,it-choe,2,taijit
it-tshe,it-chhe,一妻,it-tshe,it-chhe,2,taijit
it-tshè,it-chhè,一切,it-tshe,it-chhe,2,taijit
it-tshiàu,it-chhiàu,一笑,it-tshiau,it-chhiau,2,taijit
it-tshiòng,it-chhiòng,一唱,it-tshiong,it-chhiong,2,taijit
it-tshùn,it-chhùn,一寸,it-tshun,it-chhun,2,taijit
it-tsián-muî,it-chián-mûi,一剪梅,it-tsian-mui,it-chian-mui,3,taijit
it-tsiàn,it-chiàn,一戰,it-tsian,it-chian,2,taijit
it-tsiân,it-chiân,一錢,it-tsian,it-chian,2,taijit
it-tsiān,it-chiān,一賤,it-tsian,it-chian,2,taijit
it-tsīn,it-chīn,一盡,it-tsin,it-chin,2,taijit
it-tsiu,it-chiu,一週,it-tsiu,it-chiu,2,taijit
it-tsiu-nî,it-chiu-nî,一週年,it-tsiu-ni,it-chiu-ni,3,taijit
it-tsong,it-chong,一宗,it-tsong,it-chong,2,taijit
it-ìng,it-èng,一應,it-ing,it-eng,2,taijit
it-gē,it-gē,一藝,it-ge,it-ge,2,taijit
it-giân,it-giân,一言,it-gian,it-gian,2,taijit
it-gû,it-gû,一牛,it-gu,it-gu,2,taijit
it-gōo,it-gō͘,一誤,it-goo,it-go͘,2,taijit
it-gû,it-gû,一隅,it-gu,it-gu,2,taijit
it-hāi,it-hāi,乙亥,it-hai,it-hai,2,taijit
it-hē,it-hē,一系,it-he,it-he,2,taijit
it-hiân-khîm,it-hiân-khîm,一絃琴,it-hian-khim,it-hian-khim,3,taijit
it-hiòng,it-hiòng,一向,it-hiong,it-hiong,2,taijit
it-hô,it-hô,一毫,it-ho,it-ho,2,taijit
it-huan,it-hoan,一番,it-huan,it-hoan,2,taijit
it-huat,it-hoat,益發,it-huat,it-hoat,2,taijit
it-hù,it-hù,一副,it-hu,it-hu,2,taijit
it-ì,it-ì,一意,it-i,it-i,2,taijit
i-tī,i-tī,醫治,i-ti,i-ti,2,taijit
it-iā,it-iā,一夜,it-ia,it-ia,2,taijit
it-iā-tshe,it-iā-chhe,一夜妻,it-ia-tshe,it-ia-chhe,3,taijit
it-it,it-it,一一,it-it,it-it,2,taijit
it-iú,it-iú,乙酉,it-iu,it-iu,2,taijit
it-iūnn,it-iūⁿ,一樣,it-iunn,it-iuⁿ,2,taijit
it-jī,it-jī,一字,it-ji,it-ji,2,taijit
it--jī,it--jī,一--字,it--ji,it--ji,2,taijit
it--jī-bâi,it--jī-bâi,一--字眉,it--ji-bai,it--ji-bai,3,taijit
it-jī-tsa̍p,it-jī-cha̍p,一二十,it-ji-tsap,it-ji-chap,3,taijit
it-jia̍p,it-jia̍p,一廿,it-jiap,it-jiap,2,taijit
it-jîn,it-jîn,一人,it-jin,it-jin,2,taijit
it-ji̍t,it-ji̍t,一日,it-jit,it-jit,2,taijit
it-ka,it-ka,一家,it-ka,it-ka,2,taijit
it-kè,it-kè,一計,it-ke,it-ke,2,taijit
it-king,it-keng,一肩,it-king,it-keng,2,taijit
it-khài,it-khài,一概,it-khai,it-khai,2,taijit
it-khik,it-khek,一刻,it-khik,it-khek,2,taijit
it-khî,it-khî,一騎,it-khi,it-khi,2,taijit
it-kiok,it-kiok,一腳,it-kiok,it-kiok,2,taijit
it-kho-sing,it-kho-seng,乙科生,it-kho-sing,it-kho-seng,3,taijit
it-kí,it-kí,一紀,it-ki,it-ki,2,taijit
it-ki-hiong,it-ki-hiong,一枝香,it-ki-hiong,it-ki-hiong,3,taijit
it-kinn,it-kiⁿ,一更,it-kinn,it-kiⁿ,2,taijit
it-kiú-khàu,it-kiú-khàu,一九扣,it-kiu-khau,it-kiu-khau,3,taijit
it-kò,it-kò,一個,it-ko,it-ko,2,taijit
it-kò-jîn,it-kò-jîn,一個人,it-ko-jin,it-ko-jin,3,taijit
it-kuat,it-koat,一決,it-kuat,it-koat,2,taijit
it-kú,it-kú,一舉,it-ku,it-ku,2,taijit
it-kui,it-kui,一歸,it-kui,it-kui,2,taijit
it--lâi,it--lâi,一--來,it--lai,it--lai,2,taijit
it-lám-piáu,it-lám-piáu,一覽表,it-lam-piau,it-lam-piau,3,taijit
it-li̍k,it-le̍k,一力,it-lik,it-lek,2,taijit
it-lí,it-lí,一理,it-li,it-li,2,taijit
it-lī,it-lī,一利,it-li,it-li,2,taijit
it-liām,it-liām,一念,it-liam,it-liam,2,taijit
it-lia̍p-it,it-lia̍p-it,一粒一,it-liap-it,it-liap-it,3,taijit
it-lio̍k,it-lio̍k,一-六,it-liok,it-liok,2,taijit
it-lōo,it-lō͘,一路,it-loo,it-lo͘,2,taijit
it-lōo-bé,it-lō͘-bé,一路尾,it-loo-be,it-lo͘-be,3,taijit
it-lu̍t,it-lu̍t,一律,it-lut,it-lut,2,taijit
it-má,it-má,一馬,it-ma,it-ma,2,taijit
it-ngóo,it-ngó͘,一五,it-ngoo,it-ngo͘,2,taijit
it-pá-tsua,it-pá-choa,一把抓,it-pa-tsua,it-pa-choa,3,taijit
it-puann,it-poaⁿ,一般,it-puann,it-poaⁿ,2,taijit
it-pán-hiong,it-pán-hiong,一板香,it-pan-hiong,it-pan-hiong,3,taijit
it-phín,it-phín,一品,it-phin,it-phin,2,taijit
it-piàn,it-piàn,一遍,it-pian,it-pian,2,taijit
it-piáu,it-piáu,一表,it-piau,it-piau,2,taijit
it-pit,it-pit,一筆,it-pit,it-pit,2,taijit
it-pit-hóo,it-pit-hó͘,一筆虎,it-pit-hoo,it-pit-ho͘,3,taijit
it-pò,it-pò,一報,it-po,it-po,2,taijit
it-póng,it-póng,一榜,it-pong,it-pong,2,taijit
it-sè,it-sè,一世,it-se,it-se,2,taijit
it-si̍k,it-se̍k,一席,it-sik,it-sek,2,taijit
it-si̍k,it-se̍k,一夕,it-sik,it-sek,2,taijit
it-sing,it-seng,一生,it-sing,it-seng,2,taijit
it-sî,it-sî,一時,it-si,it-si,2,taijit
it-sim,it-sim,一心,it-sim,it-sim,2,taijit
it-sím,it-sím,一審,it-sim,it-sim,2,taijit
it-sin,it-sin,一身,it-sin,it-sin,2,taijit
it-sîn-kàu,it-sîn-kàu,一神教,it-sin-kau,it-sin-kau,3,taijit
it-sit,it-sit,一失,it-sit,it-sit,2,taijit
it-si̍t,it-si̍t,一食,it-sit,it-sit,2,taijit
it-sóo-khong,it-só͘-khong,一掃空,it-soo-khong,it-so͘-khong,3,taijit
it-su,it-su,一書,it-su,it-su,2,taijit
it-sū,it-sū,乙巳,it-su,it-su,2,taijit
i̍t-sū,i̍t-sū,逸事,it-su,it-su,2,taijit
it-sū-im,it-sū-im,一樹陰,it-su-im,it-su-im,3,taijit
it-tāi,it-tāi,一代,it-tai,it-tai,2,taijit
it-tàn,it-tàn,一旦,it-tan,it-tan,2,taijit
it-tíng,it-téng,一等,it-ting,it-teng,2,taijit
it-tíng-tsut,it-téng-chut,一等卒,it-ting-tsut,it-teng-chut,3,taijit
it-tíng-it,it-téng-it,一等一,it-ting-it,it-teng-it,3,taijit
it-tíng-kheh,it-téng-kheh,一等客,it-ting-kheh,it-teng-kheh,3,taijit
it-tīng,it-tēng,一定,it-ting,it-teng,2,taijit
it-thé,it-thé,一体,it-the,it-the,2,taijit
it-thiú,it-thiú,乙丑,it-thiu,it-thiu,2,taijit
it-thuân,it-thoân,一團,it-thuan,it-thoan,2,taijit
it-thóng,it-thóng,一統,it-thong,it-thong,2,taijit
it-thuî,it-thûi,一槌,it-thui,it-thui,2,taijit
it-tì,it-tì,一致,it-ti,it-ti,2,taijit
it-tiám-hông,it-tiám-hông,一點紅,it-tiam-hong,it-tiam-hong,3,taijit
it-tiau,it-tiau,一朝,it-tiau,it-tiau,2,taijit
it-tiâu,it-tiâu,一朝,it-tiau,it-tiau,2,taijit
it-tiâu-kun,it-tiâu-kun,一條根,it-tiau-kun,it-tiau-kun,3,taijit
it-tiâu-liông,it-tiâu-liông,一條龍,it-tiau-liong,it-tiau-liong,3,taijit
it-tiâu-sin,it-tiâu-sin,一條身,it-tiau-sin,it-tiau-sin,3,taijit
it--tio̍h,it--tio̍h,憶著,it--tioh,it--tioh,2,taijit
it-tiōng-hông,it-tiōng-hông,一丈紅,it-tiong-hong,it-tiong-hong,3,taijit
it-ti̍t,it-ti̍t,一直,it-tit,it-tit,2,taijit
it-to,it-to,一刀,it-to,it-to,2,taijit
it-tō,it-tō,一道,it-to,it-to,2,taijit
it-tuan,it-toan,一端,it-tuan,it-toan,2,taijit
it-tông,it-tông,一同,it-tong,it-tong,2,taijit
it-tôo,it-tô͘,一途,it-too,it-to͘,2,taijit
iu,iu,釉,iu,iu,1,taijit
iu,iu,憂,iu,iu,1,taijit
iú,iú,友,iu,iu,1,taijit
iú,iú,有,iu,iu,1,taijit
iú,iú,酉,iu,iu,1,taijit
iú,iú,誘,iu,iu,1,taijit
iú-ài,iú-ài,友愛,iu-ai,iu-ai,2,taijit
iú-bîng,iú-bêng,有名,iu-bing,iu-beng,2,taijit
iú-bōng,iú-bōng,有望,iu-bong,iu-bong,2,taijit
iú-bû,iú-bû,有無,iu-bu,iu-bu,2,taijit
iú-tsâi,iú-châi,有財,iu-tsai,iu-chai,2,taijit
iú-tsîng,iú-chêng,友情,iu-tsing,iu-cheng,2,taijit
iú-tshù,iú-chhù,有趣,iu-tshu,iu-chhu,2,taijit
iú-tsì,iú-chì,有志,iu-tsi,iu-chi,2,taijit
iú-tsì-tsiá,iú-chì-chiá,有志者,iu-tsi-tsia,iu-chi-chia,3,taijit
iú-tsiân,iú-chiân,有錢,iu-tsian,iu-chian,2,taijit
iú-tsuē,iú-chōe,有罪,iu-tsue,iu-choe,2,taijit
iú-tsú,iú-chú,有子,iu-tsu,iu-chu,2,taijit
iú-ik,iú-ek,有益,iu-ik,iu-ek,2,taijit
iú-ìng,iú-èng,有應,iu-ing,iu-eng,2,taijit
iú-ìng-kong,iú-èng-kong,有應公,iu-ing-kong,iu-eng-kong,3,taijit
iú-ìng-má,iú-èng-má,有應媽,iu-ing-ma,iu-eng-ma,3,taijit
iú-gán,iú-gán,有眼,iu-gan,iu-gan,2,taijit
iú-ge̍h,iú-ge̍h,酉月,iu-geh,iu-geh,2,taijit
iú-gī,iú-gī,友誼,iu-gi,iu-gi,2,taijit
iú-hāi,iú-hāi,有害,iu-hai,iu-hai,2,taijit
iú-hān,iú-hān,有限,iu-han,iu-han,2,taijit
iú-ha̍p,iú-ha̍p,有合,iu-hap,iu-hap,2,taijit
iú-hàu,iú-hàu,有孝,iu-hau,iu-hau,2,taijit
iú-hi̍k,iú-he̍k,誘惑,iu-hik,iu-hek,2,taijit
iú-hîng,iú-hêng,有形,iu-hing,iu-heng,2,taijit
iú-hîng-thôo,iú-hêng-thô͘,有形頭,iu-hing-thoo,iu-heng-tho͘,3,taijit
iú-hīng,iú-hēng,有幸,iu-hing,iu-heng,2,taijit
iú-hok,iú-hok,有福,iu-hok,iu-hok,2,taijit
iú-hu-kan,iú-hu-kan,有夫姦,iu-hu-kan,iu-hu-kan,3,taijit
iú-ì,iú-ì,有意,iu-i,iu-i,2,taijit
iú-iân,iú-iân,有緣,iu-ian,iu-ian,2,taijit
iú-in,iú-in,有因,iu-in,iu-in,2,taijit
iú-īn,iú-īn,有孕,iu-in,iu-in,2,taijit
iú-iōng,iú-iōng,有用,iu-iong,iu-iong,2,taijit
iú-khuì,iú-khùi,有愧,iu-khui,iu-khui,2,taijit
iú-ki,iú-ki,有機,iu-ki,iu-ki,2,taijit
