tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source
tshiò-tê-sik,chhiò-tê-sek,笑茶色,tshio-te-sik,chhio-te-sek,3,taijit
tshiò-tó-lâng,chhiò-tó-lâng,笑倒人,tshio-to-lang,chhio-to-lang,3,taijit
tshiō,chhiō,照,tshio,chhio,1,taijit
tshiō-tshân-lê,chhiō-chhân-lê,照田螺,tshio-tshan-le,chhio-chhan-le,3,taijit
tshiō-tsuí-kue,chhiō-chúi-koe,照水蛙,tshio-tsui-kue,chhio-chui-koe,3,taijit
tshiō-kng,chhiō-kng,照光,tshio-kng,chhio-kng,2,taijit
tshiō-si,chhiō-si,照屍,tshio-si,chhio-si,2,taijit
tshio-tsit,chhio-chit,峭脊,tshio-tsit,chhio-chit,2,taijit
tshio-gih-gih,chhio-gih-gih,chhio-gih-gih,tshio-gih-gih,chhio-gih-gih,3,taijit
tshio-giô,chhio-giô,峭橈,tshio-gio,chhio-gio,2,taijit
tshioh,chhioh,螫,tshioh,chhioh,1,taijit
tshioh,chhioh,浞,tshioh,chhioh,1,taijit
tshioh,chhioh,尺,tshioh,chhioh,1,taijit
tshioh,chhioh,chhioh,tshioh,chhioh,1,taijit
tshio̍h,chhio̍h,蓆,tshioh,chhioh,1,taijit
tshio̍h-tsháu,chhio̍h-chháu,蓆草,tshioh-tshau,chhioh-chhau,2,taijit
tshio̍h-ló-tia,chhio̍h-ló-tia,蓆老爹,tshioh-lo-tia,chhioh-lo-tia,3,taijit
tshioh-tshùn-tuann,chhioh-chhùn-toaⁿ,尺寸單,tshioh-tshun-tuann,chhioh-chhun-toaⁿ,3,taijit
tshioh-tsuí,chhioh-chúi,浞水,tshioh-tsui,chhioh-chui,2,taijit
tshioh-jī,chhioh-jī,尺二,tshioh-ji,chhioh-ji,2,taijit
tshioh-jī-tsng,chhioh-jī-chng,尺二磚,tshioh-ji-tsng,chhioh-ji-chng,3,taijit
tshioh-la̍k-á,chhioh-la̍k-á,尺六仔,tshioh-lak-a,chhioh-lak-a,3,taijit
tshioh--lâng,chhioh--lâng,螫人,tshioh--lang,chhioh--lang,2,taijit
tshioh-phê,chhioh-phê,螫皮,tshioh-phe,chhioh-phe,2,taijit
tshioh-phoh,chhioh-phoh,螫粕,tshioh-phoh,chhioh-phoh,2,taijit
tshioh-pueh-á,chhioh-poeh-á,尺八仔,tshioh-pueh-a,chhioh-poeh-a,3,taijit
tshioh-sì,chhioh-sì,尺四,tshioh-si,chhioh-si,2,taijit
tshioh-táu-tshìn,chhioh-táu-chhìn,尺斗稱,tshioh-tau-tshin,chhioh-tau-chhin,3,taijit
tshioh-thang-tóo,chhioh-thang-tó͘,尺窗堵,tshioh-thang-too,chhioh-thang-to͘,3,taijit
tshioh-thâu,chhioh-thâu,尺頭,tshioh-thau,chhioh-thau,2,taijit
tshiok,chhiok,觸,tshiok,chhiok,1,taijit
tshio̍k,chhio̍k,浞,tshiok,chhiok,1,taijit
tshio̍k-tshio̍k,chhio̍k-chhio̍k,浞浞,tshiok-tshiok,chhiok-chhiok,2,taijit
tshio̍k-tsuí,chhio̍k-chúi,浞水,tshiok-tsui,chhiok-chui,2,taijit
tshio̍k-thôo,chhio̍k-thô͘,浞土,tshiok-thoo,chhiok-tho͘,2,taijit
tshio-kak,chhio-kak,峭角,tshio-kak,chhio-kak,2,taijit
tshio-káng,chhio-káng,chhio-káng,tshio-kang,chhio-kang,2,taijit
tshiok-tsìn,chhiok-chìn,促進,tshiok-tsin,chhiok-chin,2,taijit
tshiok-tsit,chhiok-chit,促織,tshiok-tsit,chhiok-chit,2,taijit
tshiok-hāu-sóo,chhiok-hāu-só͘,測候所,tshiok-hau-soo,chhiok-hau-so͘,3,taijit
tshiok-hō,chhiok-hō,綽號,tshiok-ho,chhiok-ho,2,taijit
tshiok-huān,chhiok-hoān,觸犯,tshiok-huan,chhiok-hoan,2,taijit
tshio-kho̍k-kho̍k,chhio-kho̍k-kho̍k,chhio-kho̍k-kho̍k,tshio-khok-khok,chhio-khok-khok,3,taijit
tshio-khok-khok,chhio-khok-khok,chhio-kkok-khok,tshio-khok-khok,chhio-khok-khok,3,taijit
tshio-kia̍k-kia̍k,chhio-kia̍k-kia̍k,chhio-kia̍k-kia̍k,tshio-kiak-kiak,chhio-kiak-kiak,3,taijit
tshio-kiak-kiak,chhio-kiak-kiak,chhio-kiak-kiak,tshio-kiak-kiak,chhio-kiak-kiak,3,taijit
tshio-kih-kih,chhio-kih-kih,chhio-kih-kih,tshio-kih-kih,chhio-kih-kih,3,taijit
tshiok-io̍k,chhiok-io̍k,雀躍,tshiok-iok,chhiok-iok,2,taijit
tshiok-kak,chhiok-kak,觸角,tshiok-kak,chhiok-kak,2,taijit
tshiok-kíng,chhiok-kéng,觸景,tshiok-king,chhiok-keng,2,taijit
tshiok-ná,chhiok-ná,捉拿,tshiok-na,chhiok-na,2,taijit
tshio-ko̍k-ko̍k,chhio-ko̍k-ko̍k,chhio-ko̍k-ko̍k,tshio-kok-kok,chhio-kok-kok,3,taijit
tshio-kok-kok,chhio-kok-kok,chhio-kok-kok,tshio-kok-kok,chhio-kok-kok,3,taijit
tshiok-sia̍t,chhiok-sia̍t,雀舌,tshiok-siat,chhiok-siat,2,taijit
tshiok-sia̍t-hue,chhiok-sia̍t-hoe,雀舌花,tshiok-siat-hue,chhiok-siat-hoe,3,taijit
tshiok-tāi-tsiòng,chhiok-tāi-chiòng,捉大將,tshiok-tai-tsiong,chhiok-tai-chiong,3,taijit
tshiok-thâu-hiunn,chhiok-thâu-hiuⁿ,雀頭香,tshiok-thau-hiunn,chhiok-thau-hiuⁿ,3,taijit
tshiok--tio̍h,chhiok--tio̍h,觸著,tshiok--tioh,chhiok--tioh,2,taijit
tshiong,chhiong,充,tshiong,chhiong,1,taijit
tshiong,chhiong,沖,tshiong,chhiong,1,taijit
tshiong,chhiong,衝,tshiong,chhiong,1,taijit
tshiong,chhiong,娼,tshiong,chhiong,1,taijit
tshióng-sū,chhióng-sū,縱事,tshiong-su,chhiong-su,2,taijit
tshiòng,chhiòng,唱,tshiong,chhiong,1,taijit
tshiòng-gī,chhiòng-gī,唱議,tshiong-gi,chhiong-gi,2,taijit
tshiòng-hîng,chhiòng-hêng,縱橫,tshiong-hing,chhiong-heng,2,taijit
tshiòng-hîng-ka,chhiòng-hêng-ka,縱橫家,tshiong-hing-ka,chhiong-heng-ka,3,taijit
tshiòng-khí-thâu,chhiòng-khí-thâu,唱起頭,tshiong-khi-thau,chhiong-khi-thau,3,taijit
tshiòng-lám,chhiòng-lám,縱覽,tshiong-lam,chhiong-lam,2,taijit
tshiòng-lé,chhiòng-lé,唱禮,tshiong-le,chhiong-le,2,taijit
tshiòng-sí,chhiòng-sí,唱始,tshiong-si,chhiong-si,2,taijit
tshiòng-siat,chhiòng-siat,唱設,tshiong-siat,chhiong-siat,2,taijit
tshiòng-siú,chhiòng-siú,唱首,tshiong-siu,chhiong-siu,2,taijit
tshiong-iông,chhiong-iông,從容,tshiong-iong,chhiong-iong,2,taijit
tshiông-iú-hông,chhiông-iú-hông,牆有縫,tshiong-iu-hong,chhiong-iu-hong,3,taijit
tshiong-bâ,chhiong-bâ,娼貓,tshiong-ba,chhiong-ba,2,taijit
tshiong-tsiok,chhiong-chiok,充足,tshiong-tsiok,chhiong-chiok,2,taijit
tshiong-hí,chhiong-hí,衝喜,tshiong-hi,chhiong-hi,2,taijit
tshiong-huān,chhiong-hoān,衝犯,tshiong-huan,chhiong-hoan,2,taijit
tshiong-ho̍k,chhiong-ho̍k,沖服,tshiong-hok,chhiong-hok,2,taijit
tshiong-hū,chhiong-hū,娼婦,tshiong-hu,chhiong-hu,2,taijit
tshiong-hun,chhiong-hun,充分,tshiong-hun,chhiong-hun,2,taijit
tshiong-hūn,chhiong-hūn,沖恨,tshiong-hun,chhiong-hun,2,taijit
tshiong-iânn-ngóo,chhiong-iâⁿ-ngó͘,充營伍,tshiong-iann-ngoo,chhiong-iaⁿ-ngo͘,3,taijit
tshiong-io̍h,chhiong-io̍h,沖藥,tshiong-ioh,chhiong-ioh,2,taijit
tshiong-iông,chhiong-iông,昌陽,tshiong-iong,chhiong-iong,2,taijit
tshiong-ka,chhiong-ka,娼家,tshiong-ka,chhiong-ka,2,taijit
tshiong-ki,chhiong-ki,娼妓,tshiong-ki,chhiong-ki,2,taijit
tshiong-ki,chhiong-ki,充飢,tshiong-ki,chhiong-ki,2,taijit
tshiong-kuann,chhiong-koaⁿ,充官,tshiong-kuann,chhiong-koaⁿ,2,taijit
tshiong-kuàn,chhiong-koàn,沖罐,tshiong-kuan,chhiong-koan,2,taijit
tshiong-kong,chhiong-kong,充公,tshiong-kong,chhiong-kong,2,taijit
tshiong-kông,chhiong-kông,猖狂,tshiong-kong,chhiong-kong,2,taijit
tshiong-kun,chhiong-kun,充軍,tshiong-kun,chhiong-kun,2,taijit
tshiong-lâu,chhiong-lâu,娼樓,tshiong-lau,chhiong-lau,2,taijit
tshiong-liâu,chhiong-liâu,娼寮,tshiong-liau,chhiong-liau,2,taijit
tshiong-lo̍h-kuann,chhiong-lo̍h-koaⁿ,充落官,tshiong-loh-kuann,chhiong-loh-koaⁿ,3,taijit
tshiong-lo̍h-kong,chhiong-lo̍h-kong,充落公,tshiong-loh-kong,chhiong-loh-kong,3,taijit
tshiong-muá,chhiong-móa,充滿,tshiong-mua,chhiong-moa,2,taijit
tshiong-phuà,chhiong-phòa,沖破,tshiong-phua,chhiong-phoa,2,taijit
tshiong-piáu,chhiong-piáu,娼婊,tshiong-piau,chhiong-piau,2,taijit
tshiong-pōng,chhiong-pōng,倉皇,tshiong-pong,chhiong-pong,2,taijit
tshiong-pôo,chhiong-pô͘,菖蒲,tshiong-poo,chhiong-po͘,2,taijit
tshiong-sīng,chhiong-sēng,充盛,tshiong-sing,chhiong-seng,2,taijit
tshiong-sīng,chhiong-sēng,昌盛,tshiong-sing,chhiong-seng,2,taijit
tshiong-sim-hūn,chhiong-sim-hūn,沖心恨,tshiong-sim-hun,chhiong-sim-hun,3,taijit
tshiong-tê,chhiong-tê,沖茶,tshiong-te,chhiong-te,2,taijit
tshiong-thian-kuan,chhiong-thian-koan,沖天冠,tshiong-thian-kuan,chhiong-thian-koan,3,taijit
tshiong-thinn,chhiong-thiⁿ,沖天,tshiong-thinn,chhiong-thiⁿ,2,taijit
tshiong-tn̄g,chhiong-tn̄g,衝撞,tshiong-tng,chhiong-tng,2,taijit
tshiong-tōo,chhiong-tō͘,沖肚,tshiong-too,chhiong-to͘,2,taijit
tshiong-tu̍t,chhiong-tu̍t,衝突,tshiong-tut,chhiong-tut,2,taijit
tshiong-uì-tsí,chhiong-ùi-chí,菖蔚子,tshiong-ui-tsi,chhiong-ui-chi,3,taijit
tship,chhip,蹐,tship,chhip,1,taijit
tship,chhip,輯,tship,chhip,1,taijit
tship,chhip,桼,tship,chhip,1,taijit
tship,chhip,緝,tship,chhip,1,taijit
tship,chhip,湒,tship,chhip,1,taijit
tship,chhip,chhip,tship,chhip,1,taijit
tship-àn,chhip-àn,緝案,tship-an,chhip-an,2,taijit
tship-hóng,chhip-hóng,緝訪,tship-hong,chhip-hong,2,taijit
tship-huí,chhip-húi,緝匪,tship-hui,chhip-hui,2,taijit
tship-ná,chhip-ná,緝拿,tship-na,chhip-na,2,taijit
tshit,chhit,柒,tshit,chhit,1,taijit
tshit,chhit,七,tshit,chhit,1,taijit
tshit,chhit,拭,tshit,chhit,1,taijit
tshit-á,chhit-á,七仔,tshit-a,chhit-a,2,taijit
tshit--á,chhit--á,七仔,tshit--a,chhit--a,2,taijit
tshit-tsàn-thah,chhit-chàn-thah,七層塔,tshit-tsan-thah,chhit-chan-thah,3,taijit
tshit-tsa̍p,chhit-cha̍p,柒拾,tshit-tsap,chhit-chap,2,taijit
tshit-tsìng,chhit-chèng,七政,tshit-tsing,chhit-cheng,2,taijit
tshit-tsîng,chhit-chêng,七情,tshit-tsing,chhit-cheng,2,taijit
tshit-tshia̍k,chhit-chhia̍k,chhit-tshia̍k,tshit-tshiak,chhit-chhiak,2,taijit
tshit-tshinn,chhit-chhiⁿ,七星,tshit-tshinn,chhit-chhiⁿ,2,taijit
tshit-tshinn-kim,chhit-chhiⁿ-kim,七星金,tshit-tshinn-kim,chhit-chhiⁿ-kim,3,taijit
tshit-tshinn-pang,chhit-chhiⁿ-pang,七星枋,tshit-tshinn-pang,chhit-chhiⁿ-pang,3,taijit
tshit-tshinn-ting,chhit-chhiⁿ-teng,七星燈,tshit-tshinn-ting,chhit-chhiⁿ-teng,3,taijit
tshit-tshioh-thuî,chhit-chhioh-thûi,七尺槌,tshit-tshioh-thui,chhit-chhioh-thui,3,taijit
tshit-tshit,chhit-chhit,七七,tshit-tshit,chhit-chhit,2,taijit
tshit-tshuì,chhit-chhùi,拭嘴,tshit-tshui,chhit-chhui,2,taijit
tshit-tshùn-kim,chhit-chhùn-kim,七寸金,tshit-tshun-kim,chhit-chhun-kim,3,taijit
tshit-tsí-bē,chhit-chí-bē,七姊妹,tshit-tsi-be,chhit-chi-be,3,taijit
tshit-ge̍h,chhit-ge̍h,七月,tshit-geh,chhit-geh,2,taijit
tshit-ge̍h-puànn,chhit-ge̍h-pòaⁿ,七月半,tshit-geh-puann,chhit-geh-poaⁿ,3,taijit
tshit-giân,chhit-giân,七言,tshit-gian,chhit-gian,2,taijit
tshi-thâu-pô,chhi-thâu-pô,痴頭婆,tshi-thau-po,chhi-thau-po,3,taijit
tshit-hè,chhit-hè,七歲,tshit-he,chhit-he,2,taijit
tshit-hiân,chhit-hiân,七賢,tshit-hian,chhit-hian,2,taijit
tshit-hiân-tsháu,chhit-hiân-chháu,七絃草,tshit-hian-tshau,chhit-hian-chhau,3,taijit
tshit-hiân-khîm,chhit-hiân-khîm,七絃琴,tshit-hian-khim,chhit-hian-khim,3,taijit
tshit-hio̍h-liân,chhit-hio̍h-liân,七葉蓮,tshit-hioh-lian,chhit-hioh-lian,3,taijit
tshit-iâ,chhit-iâ,七爺,tshit-ia,chhit-ia,2,taijit
tshit-iāu,chhit-iāu,七曜,tshit-iau,chhit-iau,2,taijit
tshit-jī-phîng,chhit-jī-phêng,七二秤,tshit-ji-phing,chhit-ji-pheng,3,taijit
tshit-jī-tíng,chhit-jī-téng,七二戥,tshit-ji-ting,chhit-ji-teng,3,taijit
tshit-jī-tuì,chhit-jī-tùi,七字對,tshit-ji-tui,chhit-ji-tui,3,taijit
tshit-ji̍t,chhit-ji̍t,七日,tshit-jit,chhit-jit,2,taijit
tshit-ji̍t-ūn,chhit-ji̍t-ūn,七日暈,tshit-jit-un,chhit-jit-un,3,taijit
tshit-kioh-á,chhit-kioh-á,七腳仔,tshit-kioh-a,chhit-kioh-a,3,taijit
tshit-kioh-hì,chhit-kioh-hì,七腳戲,tshit-kioh-hi,chhit-kioh-hi,3,taijit
tshit-khang,chhit-khang,七孔,tshit-khang,chhit-khang,2,taijit
tshit-kháu-tôo,chhit-kháu-tô͘,七巧圖,tshit-khau-too,chhit-khau-to͘,3,taijit
tshit-khiàu,chhit-khiàu,七竅,tshit-khiau,chhit-khiau,2,taijit
tshit-khiàu-tôo,chhit-khiàu-tô͘,七竅圖,tshit-khiau-too,chhit-khiau-to͘,3,taijit
tshit-kiā,chhit-kiā,七崎,tshit-kia,chhit-kia,2,taijit
tshit-kua,chhit-koa,七瓜,tshit-kua,chhit-koa,2,taijit
tshit-kuán-puànn,chhit-koán-pòaⁿ,七管半,tshit-kuan-puann,chhit-koan-poaⁿ,3,taijit
tshit-koo-tshinn,chhit-ko͘-chhiⁿ,七姑星,tshit-koo-tshinn,chhit-ko͘-chhiⁿ,3,taijit
tshit-kui,chhit-kui,七歸,tshit-kui,chhit-kui,2,taijit
tshit-lí-hiong,chhit-lí-hiong,七里香,tshit-li-hiong,chhit-li-hiong,3,taijit
tshit-lio̍k-tíng,chhit-lio̍k-téng,七六戥,tshit-liok-ting,chhit-liok-teng,3,taijit
tshit-niû-kǹg,chhit-niû-kǹg,七娘貫,tshit-niu-kng,chhit-niu-kng,3,taijit
tshit-niû-má,chhit-niû-má,七娘媽,tshit-niu-ma,chhit-niu-ma,3,taijit
tshit-ông,chhit-ông,七王,tshit-ong,chhit-ong,2,taijit
tshit-phik-huan,chhit-phek-hoan,七魄幡,tshit-phik-huan,chhit-phek-hoan,3,taijit
tshit-pó,chhit-pó,七寶,tshit-po,chhit-po,2,taijit
tshit-pó-tâng,chhit-pó-tâng,七寶銅,tshit-po-tang,chhit-po-tang,3,taijit
tshit-pōo-tsuâ,chhit-pō͘-chôa,七步蛇,tshit-poo-tsua,chhit-po͘-choa,3,taijit
tshit-sè-sun,chhit-sè-sun,七世孫,tshit-se-sun,chhit-se-sun,3,taijit
tshit-si̍k,chhit-se̍k,七夕,tshit-sik,chhit-sek,2,taijit
tshit-si̍k-huē,chhit-se̍k-hōe,七夕會,tshit-sik-hue,chhit-sek-hoe,3,taijit
tshit-sian-koo,chhit-sian-ko͘,七仙姑,tshit-sian-koo,chhit-sian-ko͘,3,taijit
tshit-sûn,chhit-sûn,七旬,tshit-sun,chhit-sun,2,taijit
tshit-thap-kí,chhit-thap-kí,七凹几,tshit-thap-ki,chhit-thap-ki,3,taijit
tshit-thô,chhit-thô,𨑨迌,tshit-tho,chhit-tho,2,taijit
tshit-tin-muî,chhit-tin-mûi,七珍梅,tshit-tin-mui,chhit-tin-mui,3,taijit
tshiu,chhiu,鬚,tshiu,chhiu,1,taijit
tshiu,chhiu,羞,tshiu,chhiu,1,taijit
tshiu,chhiu,隊,tshiu,chhiu,1,taijit
tshiu,chhiu,秋,tshiu,chhiu,1,taijit
tshiú,chhiú,首,tshiu,chhiu,1,taijit
tshiú,chhiú,贖,tshiu,chhiu,1,taijit
tshiú,chhiú,手,tshiu,chhiu,1,taijit
tshiú-á,chhiú-á,手仔,tshiu-a,chhiu-a,2,taijit
tshiú-ām,chhiú-ām,手頷,tshiu-am,chhiu-am,2,taijit
tshiú-āu-khiau,chhiú-āu-khiau,手後曲,tshiu-au-khiau,chhiu-au-khiau,3,taijit
tshiú-āu-nn̄g,chhiú-āu-nn̄g,手後卵,tshiu-au-nng,chhiu-au-nng,3,taijit
tshiú-āu-uan,chhiú-āu-oan,手後彎,tshiu-au-uan,chhiu-au-oan,3,taijit
tshiú-āu-tinn,chhiú-āu-tiⁿ,手後靪,tshiu-au-tinn,chhiu-au-tiⁿ,3,taijit
tshiú-ba̍k,chhiú-ba̍k,手目,tshiu-bak,chhiu-bak,2,taijit
tshiú-bāng,chhiú-bāng,手網,tshiu-bang,chhiu-bang,2,taijit
tshiú-bé,chhiú-bé,手尾,tshiu-be,chhiu-be,2,taijit
tshiú-bé-tsînn,chhiú-bé-chîⁿ,手尾錢,tshiu-be-tsinn,chhiu-be-chiⁿ,3,taijit
tshiú-bé-lat,chhiú-bé-lat,手尾力,tshiu-be-lat,chhiu-be-lat,3,taijit
tshiú-bīn,chhiú-bīn,手面,tshiu-bin,chhiu-bin,2,taijit
tshiú-bong-lāng,chhiú-bong-lāng,手罔弄,tshiu-bong-lang,chhiu-bong-lang,3,taijit
tshiú-bong-piàn,chhiú-bong-piàn,手罔變,tshiu-bong-pian,chhiu-bong-pian,3,taijit
tshiú-bôo,chhiú-bô͘,手模,tshiu-boo,chhiu-bo͘,2,taijit
tshiú-tsáinn,chhiú-cháiⁿ,手指,tshiu-tsainn,chhiu-chaiⁿ,2,taijit
tshiú-tsām-tn̄g,chhiú-chām-tn̄g,手斬斷,tshiu-tsam-tng,chhiu-cham-tng,3,taijit
tshiú-tsat,chhiú-chat,手節,tshiu-tsat,chhiu-chat,2,taijit
tshiú-tshah-koh,chhiú-chhah-koh,手插胳,tshiu-tshah-koh,chhiu-chhah-koh,3,taijit
tshiú-tshài,chhiú-chhài,手菜,tshiu-tshai,chhiu-chhai,2,taijit
tshiú-tshau,chhiú-chhau,手抄,tshiu-tshau,chhiu-chhau,2,taijit
tshiú-tshìng,chhiú-chhèng,手槍,tshiu-tshing,chhiu-chheng,2,taijit
tshiú-tshìng-á,chhiú-chhèng-á,手槍仔,tshiu-tshing-a,chhiu-chheng-a,3,taijit
tshiú-tshia,chhiú-chhia,手車,tshiu-tshia,chhiu-chhia,2,taijit
tshiú-tsí,chhiú-chí,手指,tshiu-tsi,chhiu-chi,2,taijit
tshiú-tsiān,chhiú-chiān,手弄,tshiu-tsian,chhiu-chian,2,taijit
tshiú-tsih-phōo,chhiú-chih-phō͘,手摺簿,tshiu-tsih-phoo,chhiu-chih-pho͘,3,taijit
tshiú-tsím,chhiú-chím,手枕,tshiu-tsim,chhiu-chim,2,taijit
tshiú-tsìnn,chhiú-chìⁿ,手箭,tshiu-tsinn,chhiu-chiⁿ,2,taijit
siú-tsiok,siú-chiok,手足,siu-tsiok,siu-chiok,2,taijit
tshiú-tsiúnn,chhiú-chiúⁿ,手掌,tshiu-tsiunn,chhiu-chiuⁿ,2,taijit
tshiú-tsoh,chhiú-choh,手作,tshiu-tsoh,chhiu-choh,2,taijit
tshiú-ē,chhiú-ē,手下,tshiu-e,chhiu-e,2,taijit
tshiú-ē-tsat,chhiú-ē-chat,手下節,tshiu-e-tsat,chhiu-e-chat,3,taijit
tshiú-îng,chhiú-êng,手閒,tshiu-ing,chhiu-eng,2,taijit
tshiú-gē,chhiú-gē,手藝,tshiu-ge,chhiu-ge,2,taijit
tshiú-giâ-khí,chhiú-giâ-khí,手夯起,tshiu-gia-khi,chhiu-gia-khi,3,taijit
tshiú-gia̍p-hū,chhiú-gia̍p-hū,醜業婦,tshiu-giap-hu,chhiu-giap-hu,3,taijit
tshiú-hîng,chhiú-hêng,手形,tshiu-hing,chhiu-heng,2,taijit
tshiú-huat,chhiú-hoat,手法,tshiu-huat,chhiu-hoat,2,taijit
tshiú-hue,chhiú-hoe,手花,tshiu-hue,chhiu-hoe,2,taijit
tshiú-hong,chhiú-hong,手瘋,tshiu-hong,chhiu-hong,2,taijit
tshiú-hông,chhiú-hông,手癀,tshiu-hong,chhiu-hong,2,taijit
tshiú-hong-khîm,chhiú-hong-khîm,手風琴,tshiu-hong-khim,chhiu-hong-khim,3,taijit
tshiú-hûn,chhiú-hûn,手痕,tshiu-hun,chhiu-hun,2,taijit
tshiú-îm,chhiú-îm,手淫,tshiu-im,chhiu-im,2,taijit
tshiú-ìn,chhiú-ìn,手印,tshiu-in,chhiu-in,2,taijit
tshiú-iù,chhiú-iù,手幼,tshiu-iu,chhiu-iu,2,taijit
tshiú-jiáu,chhiú-jiáu,手爪,tshiu-jiau,chhiu-jiau,2,taijit
tshiú-kang,chhiú-kang,手工,tshiu-kang,chhiu-kang,2,taijit
tshiú-kau-tshiú,chhiú-kau-chhiú,手交手,tshiu-kau-tshiu,chhiu-kau-chhiu,3,taijit
tshiú-kê,chhiú-kê,手枷,tshiu-ke,chhiu-ke,2,taijit
tshiú-khàu,chhiú-khàu,手梏,tshiu-khau,chhiu-khau,2,taijit
tshiú-khiau,chhiú-khiau,手曲,tshiu-khiau,chhiu-khiau,2,taijit
tshiú-khîm,chhiú-khîm,手琴,tshiu-khim,chhiu-khim,2,taijit
tshiú-khîm,chhiú-khîm,手擒,tshiu-khim,chhiu-khim,2,taijit
tshiú-khò,chhiú-khò,手靠,tshiu-kho,chhiu-kho,2,taijit
tshiú-khuân,chhiú-khoân,手環,tshiu-khuan,chhiu-khoan,2,taijit
tshiú-khuân-pió,chhiú-khoân-pió,手環錶,tshiu-khuan-pio,chhiu-khoan-pio,3,taijit
tshiú-khū,chhiú-khū,手臼,tshiu-khu,chhiu-khu,2,taijit
tshiú-khū-á,chhiú-khū-á,手臼仔,tshiu-khu-a,chhiu-khu-a,3,taijit
tshiú-kī,chhiú-kī,手技,tshiu-ki,chhiu-ki,2,taijit
tshiú-kiànn,chhiú-kiàⁿ,手鏡,tshiu-kiann,chhiu-kiaⁿ,2,taijit
tshiú-kiû,chhiú-kiû,手球,tshiu-kiu,chhiu-kiu,2,taijit
tshiú-kǹg,chhiú-kǹg,手貫,tshiu-kng,chhiu-kng,2,taijit
tshiú-kǹg,chhiú-kǹg,手卷,tshiu-kng,chhiu-kng,2,taijit
tshiú-kuat-á,chhiú-koat-á,手抉仔,tshiu-kuat-a,chhiu-koat-a,3,taijit
tshiú-kóo,chhiú-kó͘,手股,tshiu-koo,chhiu-ko͘,2,taijit
tshiú-kóo,chhiú-kó͘,手鼓,tshiu-koo,chhiu-ko͘,2,taijit
tshiú-kù,chhiú-kù,手鋸,tshiu-ku,chhiu-ku,2,taijit
tshiú-kun,chhiú-kun,手巾,tshiu-kun,chhiu-kun,2,taijit
tshiú-kut,chhiú-kut,手骨,tshiu-kut,chhiu-kut,2,taijit
tshiú-lāi,chhiú-lāi,手內,tshiu-lai,chhiu-lai,2,taijit
tshiú-lāi-jí,chhiú-lāi-jí,手內子,tshiu-lai-ji,chhiu-lai-ji,3,taijit
tshiú-liâm,chhiú-liâm,手黏,tshiu-liam,chhiu-liam,2,taijit
tshiú-liām-lāi,chhiú-liām-lāi,手捻內,tshiu-liam-lai,chhiu-liam-lai,3,taijit
tshiú-lok,chhiú-lok,手橐,tshiu-lok,chhiu-lok,2,taijit
tshiú-lông,chhiú-lông,手囊,tshiu-long,chhiu-long,2,taijit
tshiú-lôo,chhiú-lô͘,手爐,tshiu-loo,chhiu-lo͘,2,taijit
tshiú-lōo,chhiú-lō͘,手路,tshiu-loo,chhiu-lo͘,2,taijit
tshiú-lûn,chhiú-lûn,手輪,tshiu-lun,chhiu-lun,2,taijit
tshiú-me̍h,chhiú-me̍h,手脈,tshiu-meh,chhiu-meh,2,taijit
tshiú-mn̂g,chhiú-mn̂g,手門,tshiu-mng,chhiu-mng,2,taijit
tshiú-ńg,chhiú-ńg,手袂,tshiu-ng,chhiu-ng,2,taijit
tshiú-ńg-kóng,chhiú-ńg-kóng,手袂管,tshiu-ng-kong,chhiu-ng-kong,3,taijit
tshiú-ńg-sok,chhiú-ńg-sok,手袂束,tshiu-ng-sok,chhiu-ng-sok,3,taijit
tshiú-uan,chhiú-oan,手彎,tshiu-uan,chhiu-oan,2,taijit
tshiú-uán,chhiú-oán,手腕,tshiu-uan,chhiu-oan,2,taijit
tshiú-uánn,chhiú-óaⁿ,手碗,tshiu-uann,chhiu-oaⁿ,2,taijit
tshiú-uat-uan,chhiú-oat-oan,手越彎,tshiu-uat-uan,chhiu-oat-oan,3,taijit
tshiú-o-bu̍t,chhiú-o-bu̍t,手荷物,tshiu-o-but,chhiu-o-but,3,taijit
tshiú-pà,chhiú-pà,手霸,tshiu-pa,chhiu-pa,2,taijit
tshiú-pâi,chhiú-pâi,手牌,tshiu-pai,chhiu-pai,2,taijit
tshiú-pán,chhiú-pán,手板,tshiu-pan,chhiu-pan,2,taijit
tshiú-pê,chhiú-pê,手耙,tshiu-pe,chhiu-pe,2,taijit
tshiú-phāng,chhiú-phāng,手縫,tshiu-phang,chhiu-phang,2,taijit
tshiú-phè,chhiú-phè,手帕,tshiu-phe,chhiu-phe,2,taijit
tshiú-phê-tsînn,chhiú-phê-chîⁿ,手皮錢,tshiu-phe-tsinn,chhiu-phe-chiⁿ,3,taijit
tshiú-pí,chhiú-pí,手比,tshiu-pi,chhiu-pi,2,taijit
tshiú-pì,chhiú-pì,手痺,tshiu-pi,chhiu-pi,2,taijit
tshiú-pió,chhiú-pió,手錶,tshiu-pio,chhiu-pio,2,taijit
tshiú-pit,chhiú-pit,手筆,tshiu-pit,chhiu-pit,2,taijit
tshiú-puânn,chhiú-pôaⁿ,手盤,tshiu-puann,chhiu-poaⁿ,2,taijit
tshiú-póo,chhiú-pó͘,手斧,tshiu-poo,chhiu-po͘,2,taijit
