風溼,風濕
食臊,噍臊
食臊,吃臊
食虧,噍虧
食虧,吃虧
食薰,噍薰
食薰,吃煙
倚,偎
倯,傖
借人,借儂
冤仇人,冤仇儂
倒手爿,倒手旁
倒爿,倒旁
倚年,偎年
倚近,偎近
倚晝,偎晝
凍喙齒,凍嘴齒
倒數,倒賬
倚靠,偎靠
倚壁,偎壁
倒擔,倒担
倒轉,倒返
厝,茨
厝,戍
哽,骾
哽,鯁
唉,哎
唐山,長山
厝內,茨內
哪毋,哪不
厝主,茨主
厝瓦,茨瓦
厝地,茨地
厝宅,茨宅
厝角鳥仔,茨角鳥仔
厝角頭,茨角頭
厝契,茨契
厝頂,茨頂
厝稅,茨稅
哪著,那著
厝跤,茨骹
厝跤,厝腳
厝頭家,茨頭家
厝邊,茨邊
厝邊頭尾,茨邊頭尾
埋,坮
埕,庭
娘𡢃,娘嫺
娘𡢃,娘嫻
娘嬭,娘奶
家己,家治
家己人,家治人
師仔,司仔
家伙,家賄
屘囝,屘子
差教,差校
師傅,師父
崁跤,崁骹
崁跤,崁腳
展翼,展翅
害蟲,害虫
挐,茹
挩,脫
挩枋,挩板
挩門,拖門
挩門,屜門
挩門,抴門
挨絃仔,挨弦仔
挩窗,脫窗
挨粿,挨餜
挐氅氅,茹氅氅
拳頭拇,拳頭母
挵,撞
挼,揉
捅,統
捒,搡
揤,捏
捌字,識字
敆作,合作
捒走,搡走
捙拚,捙拼
捙拚,車拚
挵門,撞門
捙畚斗,捙糞斗
挵破,撞破
振動,震動
挽喙齒,挽嘴齒
料想袂到,料想𣍐到
挵鼓,撞鼓
捅頭,統頭
挵鐘,撞鐘
根底,根柢
桌崁,桌蓋
桌跤,桌骹
桌跤,桌腳
柴頭尪仔,柴頭翁仔
欱,哈
氣力,喟力
氣口,喟口
海沙埔,海砂埔
海虼蚻,海虼蠽
海虼蚻,海虼蠘
海虼蚻,海加絕
泰國菝仔,泰國芭樂
海湧,海泳
烌,灰
烏人,烏儂
烏枋,烏板
烏枋拭仔,烏板拭仔
烏真珠,烏珍珠
烏喙筆仔,烏嘴筆仔
狸猫,貍貓
烏焦瘦,烏乾瘦
烏焦瘦,烏乾㾪
烏焦瘦,烏焦㾪
消瘦落肉,消㾪落肉
烏蝛,烏微
烏魯木齊,烏魯沐債
烏魯木齊,烏漉沐漬
烏鴉喙,烏鴉嘴
烏糖粿,烏糖餜
烏貓姊仔,烏貓姐仔
泄,疶
疶,泄
疼,痛
病人,病儂
畚斗,糞斗
泄尿,疶尿
疶屎,泄屎
疼某菜,痛某菜
病疼,病痛
疼惜,痛惜
疼痛,痛疼
畚箕,糞箕
破空,破孔
祖厝,祖茨
破柴,剖柴
破格喙,破格嘴
真珠,珍珠
祖媽,祖嬤
秤仔,稱仔
笑咍咍,笑咳咳
租厝,租茨
笑桮,笑杯
罟,罛
罟仔,罛仔
胳下空,胳下孔
紙坯,紙胚
紙枋,紙板
缺喙,缺嘴
翁婿,尪婿
紙橐仔,紙簏仔
茈,芓
茈,嫩
茫,濛
臭人,臭儂
草人,草儂
臭火焦,臭火凋
臭火焦,臭火礁
臭火薰,臭火熏
