tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taijit,is_variant
buē-kóng--tit,沒講得,12,bōe-kóng--tit,bue7kong2tit4,boe7kong2tit4,ㆠㄨㆤ˫ㄍㆲˋㄉㄧㆵ,,buekongtit,boekongtit,ㆠㄨㆤㄍㆲㄉㄧㆵ,,bkt,bkt,ㆠㄍㄉ,,True,False
buē-khí--lâi,沒起來,12,bōe-khí--lâi,bue7khi2lai5,boe7khi2lai5,ㆠㄨㆤ˫ㄎㄧˋㄌㄞˊ,,buekhilai,boekhilai,ㆠㄨㆤㄎㄧㄌㄞ,,bkl,bkl,ㆠㄎㄌ,,True,False
buē-kòo--tit,沒顧得,12,bōe-kò͘--tit,bue7koo3tit4,boe7koo3tit4,ㆠㄨㆤ˫ㄍㆦ˪ㄉㄧㆵ,,buekootit,boekootit,ㆠㄨㆤㄍㆦㄉㄧㆵ,,bkt,bkt,ㆠㄍㄉ,,True,False
ta̍p-ta̍p-tih-tih,沓沓滴滴,12,ta̍p-ta̍p-tih-tih,tap8tap8tih4tih4,tap8tap8tih4tih4,ㄉㄚㆴ̇ㄉㄚㆴ̇ㄉㄧㆷㄉㄧㆷ,,taptaptihtih,taptaptihtih,ㄉㄚㆴㄉㄚㆴㄉㄧㆷㄉㄧㆷ,,tttt,tttt,ㄉㄉㄉㄉ,,True,False
tap-thâu-tap-bé,沓頭沓尾,12,tap-thâu-tap-bé,tap4thau5tap4be2,tap4thau5tap4be2,ㄉㄚㆴㄊㄠˊㄉㄚㆴㆠㆤˋ,,tapthautapbe,tapthautapbe,ㄉㄚㆴㄊㄠㄉㄚㆴㆠㆤ,,tttb,tttb,ㄉㄊㄉㆠ,,True,False
sua-sua-sap-sap,沙沙屑屑,12,soa-soa-sap-sap,sua1sua1sap4sap4,soa1soa1sap4sap4,ㄙㄨㄚㄙㄨㄚㄙㄚㆴㄙㄚㆴ,,suasuasapsap,soasoasapsap,ㄙㄨㄚㄙㄨㄚㄙㄚㆴㄙㄚㆴ,,ssss,ssss,ㄙㄙㄙㄙ,,True,False
iû-khì-iû-khì,油氣油氣,12,iû-khì-iû-khì,iu5khi3iu5khi3,iu5khi3iu5khi3,ㄧㄨˊㄎㄧ˪ㄧㄨˊㄎㄧ˪,,iukhiiukhi,iukhiiukhi,ㄧㄨㄎㄧㄧㄨㄎㄧ,,ikik,ikik,ㄧㄎㄧㄎ,,True,False
iû-tsuá-hōo-suànn,油紙雨傘,12,iû-chóa-hō͘-sòaⁿ,iu5tsua2hoo7suann3,iu5choa2hoo7soann3,ㄧㄨˊㄗㄨㄚˋㄏㆦ˫ㄙㄨㆩ˪,,iutsuahoosuann,iuchoahoosoann,ㄧㄨㄗㄨㄚㄏㆦㄙㄨㆩ,,iths,ichs,ㄧㄗㄏㄙ,,True,False
iû-hio̍h-tōo-á,油葉杜仔,12,iû-hio̍h-tō͘-á,iu5hioh8too7a2,iu5hioh8too7a2,ㄧㄨˊㄏㄧㄛㆷ̇ㄉㆦ˫ㄚˋ,,iuhiohtooa,iuhiohtooa,ㄧㄨㄏㄧㄛㆷㄉㆦㄚ,,ihta,ihta,ㄧㄏㄉㄚ,,True,False
iû-tiánn-tē-gi̍k,油鼎地獄,12,iû-tiáⁿ-tē-ge̍k,iu5tiann2te7gik8,iu5tiann2te7gek8,ㄧㄨˊㄉㄧㆩˋㄉㆤ˫ㆣㄧㆻ̇,,iutianntegik,iutianntegek,ㄧㄨㄉㄧㆩㄉㆤㆣㄧㆻ,,ittg,ittg,ㄧㄉㄉㆣ,,True,False
tī-pue-hāu-kà,治杯候駕,12,tī-poe-hāu-kà,ti7pue1hau7ka3,ti7poe1hau7ka3,ㄉㄧ˫ㄅㄨㆤㄏㄠ˫ㄍㄚ˪,,tipuehauka,tipoehauka,ㄉㄧㄅㄨㆤㄏㄠㄍㄚ,,tphk,tphk,ㄉㄅㄏㄍ,,True,False
tī-pue-sin-siā,治杯申謝,12,tī-poe-sin-siā,ti7pue1sin1sia7,ti7poe1sin1sia7,ㄉㄧ˫ㄅㄨㆤㄒㄧㄣㄒㄧㄚ˫,,tipuesinsia,tipoesinsia,ㄉㄧㄅㄨㆤㄒㄧㄣㄒㄧㄚ,,tpss,tpss,ㄉㄅㄒㄒ,,True,False
tsuat--tshut-lâi,泏--出來,12,choat--chhut-lâi,tsuat4tshut4lai5,choat4chhut4lai5,ㄗㄨㄚㆵㄘㄨㆵㄌㄞˊ,,tsuattshutlai,choatchhutlai,ㄗㄨㄚㆵㄘㄨㆵㄌㄞ,,ttl,ccl,ㄗㄘㄌ,,True,False
tsuah--tshut-lâi,泏出來,12,choah--chhut-lâi,tsuah4tshut4lai5,choah4chhut4lai5,ㄗㄨㄚㆷㄘㄨㆵㄌㄞˊ,,tsuahtshutlai,choahchhutlai,ㄗㄨㄚㆷㄘㄨㆵㄌㄞ,,ttl,ccl,ㄗㄘㄌ,,True,False
huat-līng-tsuân-su,法令全書,12,hoat-lēng-choân-su,huat4ling7tsuan5su1,hoat4leng7choan5su1,ㄏㄨㄚㆵㄌㄧㄥ˫ㄗㄨㄢˊㄙㄨ,,huatlingtsuansu,hoatlengchoansu,ㄏㄨㄚㆵㄌㄧㄥㄗㄨㄢㄙㄨ,,hlts,hlcs,ㄏㄌㄗㄙ,,True,False
huàn-jî-bô-thóng,泛而無統,12,hoàn-jî-bô-thóng,huan3ji5bo5thong2,hoan3ji5bo5thong2,ㄏㄨㄢ˪ㆢㄧˊㆠㄛˊㄊㆲˋ,,huanjibothong,hoanjibothong,ㄏㄨㄢㆢㄧㆠㄛㄊㆲ,,hjbt,hjbt,ㄏㆢㆠㄊ,,True,True
khip-sû-huī-tiàu,泣辭惠弔,12,khip-sû-hūi-tiàu,khip4su5hui7tiau3,khip4su5hui7tiau3,ㄎㄧㆴㄙㄨˊㄏㄨㄧ˫ㄉㄧㄠ˪,,khipsuhuitiau,khipsuhuitiau,ㄎㄧㆴㄙㄨㄏㄨㄧㄉㄧㄠ,,ksht,ksht,ㄎㄙㄏㄉ,,True,False
tsù-sim-tsù-kuann,注心注肝,12,chù-sim-chù-koaⁿ,tsu3sim1tsu3kuann1,chu3sim1chu3koann1,ㄗㄨ˪ㄒㄧㆬㄗㄨ˪ㄍㄨㆩ,,tsusimtsukuann,chusimchukoann,ㄗㄨㄒㄧㆬㄗㄨㄍㄨㆩ,,tstk,csck,ㄗㄒㄗㄍ,,True,False
thài-san-pok-tóo,泰山北斗,12,thài-san-pok-tó͘,thai3san1pok4too2,thai3san1pok4too2,ㄊㄞ˪ㄙㄢㄅㆦㆻㄉㆦˋ,,thaisanpoktoo,thaisanpoktoo,ㄊㄞㄙㄢㄅㆦㆻㄉㆦ,,tspt,tspt,ㄊㄙㄅㄉ,,True,False
iûnn-tsiam-n̂g-kue,洋尖黃瓜,12,iûⁿ-chiam-n̂g-koe,iunn5tsiam1ng5kue1,iunn5chiam1ng5koe1,ㄧㆫˊㄐㄧㆰㆭˊㄍㄨㆤ,,iunntsiamngkue,iunnchiamngkoe,ㄧㆫㄐㄧㆰㆭㄍㄨㆤ,,itnk,icnk,ㄧㄐㆭㄍ,,True,False
iûnn-tāu-san-ke,洋豆山雞,12,iûⁿ-tāu-san-ke,iunn5tau7san1ke1,iunn5tau7san1ke1,ㄧㆫˊㄉㄠ˫ㄙㄢㄍㆤ,,iunntausanke,iunntausanke,ㄧㆫㄉㄠㄙㄢㄍㆤ,,itsk,itsk,ㄧㄉㄙㄍ,,True,False
iûnn-tāu-ke-ting,洋豆雞丁,12,iûⁿ-tāu-ke-teng,iunn5tau7ke1ting1,iunn5tau7ke1teng1,ㄧㆫˊㄉㄠ˫ㄍㆤㄉㄧㄥ,,iunntauketing,iunntauketeng,ㄧㆫㄉㄠㄍㆤㄉㄧㄥ,,itkt,itkt,ㄧㄉㄍㄉ,,True,False
iûnn-bīn-pó-hiám,洋面保險,12,iûⁿ-bīn-pó-hiám,iunn5bin7po2hiam2,iunn5bin7po2hiam2,ㄧㆫˊㆠㄧㄣ˫ㄅㄛˋㄏㄧㆰˋ,,iunnbinpohiam,iunnbinpohiam,ㄧㆫㆠㄧㄣㄅㄛㄏㄧㆰ,,ibph,ibph,ㄧㆠㄅㄏ,,True,False
tōng-thian-hok-tē,洞天福地,12,tōng-thian-hok-tē,tong7thian1hok4te7,tong7thian1hok4te7,ㄉㆲ˫ㄊㄧㄢㄏㆦㆻㄉㆤ˫,,tongthianhokte,tongthianhokte,ㄉㆲㄊㄧㄢㄏㆦㆻㄉㆤ,,ttht,ttht,ㄉㄊㄏㄉ,,True,False
tin-tin-iú-bī,津津有味,12,tin-tin-iú-bī,tin1tin1iu2bi7,tin1tin1iu2bi7,ㄉㄧㄣㄉㄧㄣㄧㄨˋㆠㄧ˫,,tintiniubi,tintiniubi,ㄉㄧㄣㄉㄧㄣㄧㄨㆠㄧ,,ttib,ttib,ㄉㄉㄧㆠ,,True,False
tshî-lùn-tshî-lùn,洳潤洳潤,12,chhî-lùn-chhî-lùn,tshi5lun3tshi5lun3,chhi5lun3chhi5lun3,ㄑㄧˊㄌㄨㄣ˪ㄑㄧˊㄌㄨㄣ˪,,tshiluntshilun,chhilunchhilun,ㄑㄧㄌㄨㄣㄑㄧㄌㄨㄣ,,tltl,clcl,ㄑㄌㄑㄌ,,True,False
ua̍h-tāng-siá-tsin,活動寫真,12,oa̍h-tāng-siá-chin,uah8tang7sia2tsin1,oah8tang7sia2chin1,ㄨㄚㆷ̇ㄉㄤ˫ㄒㄧㄚˋㄐㄧㄣ,,uahtangsiatsin,oahtangsiachin,ㄨㄚㆷㄉㄤㄒㄧㄚㄐㄧㄣ,,utst,otsc,ㄨㄉㄒㄐ,,True,False
ua̍h-tāng-iánn-siōng,活動影像,12,oa̍h-tāng-iáⁿ-siōng,uah8tang7iann2siong7,oah8tang7iann2siong7,ㄨㄚㆷ̇ㄉㄤ˫ㄧㆩˋㄒㄧㆲ˫,,uahtangiannsiong,oahtangiannsiong,ㄨㄚㆷㄉㄤㄧㆩㄒㄧㆲ,,utis,otis,ㄨㄉㄧㄒ,,True,False
ua̍h-khuè-tián-gia̍p,活契典業,12,oa̍h-khòe-tián-gia̍p,uah8khue3tian2giap8,oah8khoe3tian2giap8,ㄨㄚㆷ̇ㄎㄨㆤ˪ㄉㄧㄢˋㆣㄧㄚㆴ̇,,uahkhuetiangiap,oahkhoetiangiap,ㄨㄚㆷㄎㄨㆤㄉㄧㄢㆣㄧㄚㆴ,,uktg,oktg,ㄨㄎㄉㆣ,,True,False
liû-pu̍t-thài-suè,流孛太歲,12,liû-pu̍t-thài-sòe,liu5put8thai3sue3,liu5put8thai3soe3,ㄌㄧㄨˊㄅㄨㆵ̇ㄊㄞ˪ㄙㄨㆤ˪,,liuputthaisue,liuputthaisoe,ㄌㄧㄨㄅㄨㆵㄊㄞㄙㄨㆤ,,lpts,lpts,ㄌㄅㄊㄙ,,True,False
liû-hong-pik-sè,流芳百世,12,liû-hong-pek-sè,liu5hong1pik4se3,liu5hong1pek4se3,ㄌㄧㄨˊㄏㆲㄅㄧㆻㄙㆤ˪,,liuhongpikse,liuhongpekse,ㄌㄧㄨㄏㆲㄅㄧㆻㄙㆤ,,lhps,lhps,ㄌㄏㄅㄙ,,True,False
liû-hîng-kám-mōo,流行感冒,12,liû-hêng-kám-mō͘,liu5hing5kam2moo7,liu5heng5kam2moo7,ㄌㄧㄨˊㄏㄧㄥˊㄍㆰˋㄇㆦ˫,,liuhingkammoo,liuhengkammoo,ㄌㄧㄨㄏㄧㄥㄍㆰㄇㆦ,,lhkm,lhkm,ㄌㄏㄍㄇ,,True,False
lâu-phīnn-lâu-huih,流鼻流血,12,lâu-phīⁿ-lâu-huih,lau5phinn7lau5huih4,lau5phinn7lau5huih4,ㄌㄠˊㄆㆪ˫ㄌㄠˊㄏㄨㄧㆷ,,lauphinnlauhuih,lauphinnlauhuih,ㄌㄠㄆㆪㄌㄠㄏㄨㄧㆷ,,lplh,lplh,ㄌㄆㄌㄏ,,True,False
lōng-ian-sàn-bū,浪煙散霧,12,lōng-ian-sàn-bū,long7ian1san3bu7,long7ian1san3bu7,ㄌㆲ˫ㄧㄢㄙㄢ˪ㆠㄨ˫,,longiansanbu,longiansanbu,ㄌㆲㄧㄢㄙㄢㆠㄨ,,lisb,lisb,ㄌㄧㄙㆠ,,True,False
phû-tsuí-kong-tiong,浮水光中,12,phû-chúi-kong-tiong,phu5tsui2kong1tiong1,phu5chui2kong1tiong1,ㄆㄨˊㄗㄨㄧˋㄍㆲㄉㄧㆲ,,phutsuikongtiong,phuchuikongtiong,ㄆㄨㄗㄨㄧㄍㆲㄉㄧㆲ,,ptkt,pckt,ㄆㄗㄍㄉ,,True,False
phû-tsuí-kóng-á,浮水管仔,12,phû-chúi-kóng-á,phu5tsui2kong2a2,phu5chui2kong2a2,ㄆㄨˊㄗㄨㄧˋㄍㆲˋㄚˋ,,phutsuikonga,phuchuikonga,ㄆㄨㄗㄨㄧㄍㆲㄚ,,ptka,pcka,ㄆㄗㄍㄚ,,True,False
phû-tsuí-liân-hue,浮水蓮花,12,phû-chúi-liân-hoe,phu5tsui2lian5hue1,phu5chui2lian5hoe1,ㄆㄨˊㄗㄨㄧˋㄌㄧㄢˊㄏㄨㆤ,,phutsuilianhue,phuchuilianhoe,ㄆㄨㄗㄨㄧㄌㄧㄢㄏㄨㆤ,,ptlh,pclh,ㄆㄗㄌㄏ,,True,False
hôo-hôo-huàn-huàn,浮浮泛泛,12,hô͘-hô͘-hoàn-hoàn,hoo5hoo5huan3huan3,hoo5hoo5hoan3hoan3,ㄏㆦˊㄏㆦˊㄏㄨㄢ˪ㄏㄨㄢ˪,,hoohoohuanhuan,hoohoohoanhoan,ㄏㆦㄏㆦㄏㄨㄢㄏㄨㄢ,,hhhh,hhhh,ㄏㄏㄏㄏ,,True,False
phû-phû-phiò-phiò,浮浮漂漂,12,phû-phû-phiò-phiò,phu5phu5phio3phio3,phu5phu5phio3phio3,ㄆㄨˊㄆㄨˊㄆㄧㄛ˪ㄆㄧㄛ˪,,phuphuphiophio,phuphuphiophio,ㄆㄨㄆㄨㄆㄧㄛㄆㄧㄛ,,pppp,pppp,ㄆㄆㄆㄆ,,True,False
hái-kháu,海口,12,hái-kháu,hai2khau2,hai2khau2,ㄏㄞˋㄎㄠˋ,,haikhau,haikhau,ㄏㄞㄎㄠ,,hk,hk,ㄏㄎ,,True,False
hái-tshī-sīn-lôo,海市蜃樓,12,hái-chhī-sīn-lô͘,hai2tshi7sin7loo5,hai2chhi7sin7loo5,ㄏㄞˋㄑㄧ˫ㄒㄧㄣ˫ㄌㆦˊ,,haitshisinloo,haichhisinloo,ㄏㄞㄑㄧㄒㄧㄣㄌㆦ,,htsl,hcsl,ㄏㄑㄒㄌ,,True,False
hái-tsuá-tsînn-lóo,海紙錢魯,12,hái-chóa-chîⁿ-ló͘,hai2tsua2tsinn5loo2,hai2choa2chinn5loo2,ㄏㄞˋㄗㄨㄚˋㄐㆪˊㄌㆦˋ,,haitsuatsinnloo,haichoachinnloo,ㄏㄞㄗㄨㄚㄐㆪㄌㆦ,,httl,hccl,ㄏㄗㄐㄌ,,True,True
hái-ku-lí-á,海苦力仔,12,hái-ku-lí-á,hai2ku1li2a2,hai2ku1li2a2,ㄏㄞˋㄍㄨㄌㄧˋㄚˋ,,haikulia,haikulia,ㄏㄞㄍㄨㄌㄧㄚ,,hkla,hkla,ㄏㄍㄌㄚ,,True,False
hái-kun-tāi-sîn,海軍大臣,12,hái-kun-tāi-sîn,hai2kun1tai7sin5,hai2kun1tai7sin5,ㄏㄞˋㄍㄨㄣㄉㄞ˫ㄒㄧㄣˊ,,haikuntaisin,haikuntaisin,ㄏㄞㄍㄨㄣㄉㄞㄒㄧㄣ,,hkts,hkts,ㄏㄍㄉㄒ,,True,False
siau-ki-lo̍h-bah,消肌落肉,12,siau-ki-lo̍h-bah,siau1ki1loh8bah4,siau1ki1loh8bah4,ㄒㄧㄠㄍㄧㄌㄛㆷ̇ㆠㄚㆷ,,siaukilohbah,siaukilohbah,ㄒㄧㄠㄍㄧㄌㄛㆷㆠㄚㆷ,,sklb,sklb,ㄒㄍㄌㆠ,,True,False
siau-kut-lo̍h-bah,消骨落肉,12,siau-kut-lo̍h-bah,siau1kut4loh8bah4,siau1kut4loh8bah4,ㄒㄧㄠㄍㄨㆵㄌㄛㆷ̇ㆠㄚㆷ,,siaukutlohbah,siaukutlohbah,ㄒㄧㄠㄍㄨㆵㄌㄛㆷㆠㄚㆷ,,sklb,sklb,ㄒㄍㄌㆠ,,True,False
liâng-phuānn-puî-kue,涼伴肥雞,12,liâng-phōaⁿ-pûi-koe,liang5phuann7pui5kue1,liang5phoann7pui5koe1,ㄌㄧㄤˊㄆㄨㆩ˫ㄅㄨㄧˊㄍㄨㆤ,,liangphuannpuikue,liangphoannpuikoe,ㄌㄧㄤㄆㄨㆩㄅㄨㄧㄍㄨㆤ,,lppk,lppk,ㄌㄆㄅㄍ,,True,False
liâng-phuānn-hê-jîn,涼伴蝦仁,12,liâng-phōaⁿ-hê-jîn,liang5phuann7he5jin5,liang5phoann7he5jin5,ㄌㄧㄤˊㄆㄨㆩ˫ㄏㆤˊㆢㄧㄣˊ,,liangphuannhejin,liangphoannhejin,ㄌㄧㄤㄆㄨㆩㄏㆤㆢㄧㄣ,,lphj,lphj,ㄌㄆㄏㆢ,,True,False
liâng-phuānn-ti-tōo,涼伴豬肚,12,liâng-phōaⁿ-ti-tō͘,liang5phuann7ti1too7,liang5phoann7ti1too7,ㄌㄧㄤˊㄆㄨㆩ˫ㄉㄧㄉㆦ˫,,liangphuanntitoo,liangphoanntitoo,ㄌㄧㄤㄆㄨㆩㄉㄧㄉㆦ,,lptt,lptt,ㄌㄆㄉㄉ,,True,False
liâng-phuānn-hiunn-lê,涼伴香螺,12,liâng-phōaⁿ-hiuⁿ-lê,liang5phuann7hiunn1le5,liang5phoann7hiunn1le5,ㄌㄧㄤˊㄆㄨㆩ˫ㄏㄧㆫㄌㆤˊ,,liangphuannhiunnle,liangphoannhiunnle,ㄌㄧㄤㄆㄨㆩㄏㄧㆫㄌㆤ,,lphl,lphl,ㄌㄆㄏㄌ,,True,True
tô--khí-lâi,淘起來,12,tô--khí-lâi,to5khi2lai5,to5khi2lai5,ㄉㄛˊㄎㄧˋㄌㄞˊ,,tokhilai,tokhilai,ㄉㄛㄎㄧㄌㄞ,,tkl,tkl,ㄉㄎㄌ,,True,False
tām-hông-kiông-tsuí,淡磺強水,12,tām-hông-kiông-chúi,tam7hong5kiong5tsui2,tam7hong5kiong5chui2,ㄉㆰ˫ㄏㆲˊㄍㄧㆲˊㄗㄨㄧˋ,,tamhongkiongtsui,tamhongkiongchui,ㄉㆰㄏㆲㄍㄧㆲㄗㄨㄧ,,thkt,thkc,ㄉㄏㄍㄗ,,True,False
tām-hông-ióng-sng,淡磺養酸,12,tām-hông-ióng-sng,tam7hong5iong2sng1,tam7hong5iong2sng1,ㄉㆰ˫ㄏㆲˊㄧㆲˋㄙㆭ,,tamhongiongsng,tamhongiongsng,ㄉㆰㄏㆲㄧㆲㄙㆭ,,this,this,ㄉㄏㄧㄙ,,True,False
tshim-lê-tāng-pê,深犁重耙,12,chhim-lê-tāng-pê,tshim1le5tang7pe5,chhim1le5tang7pe5,ㄑㄧㆬㄌㆤˊㄉㄤ˫ㄅㆤˊ,,tshimletangpe,chhimletangpe,ㄑㄧㆬㄌㆤㄉㄤㄅㆤ,,tltp,cltp,ㄑㄌㄉㄅ,,True,False
hūn-hūn-tūn-tūn,混混沌沌,12,hūn-hūn-tūn-tūn,hun7hun7tun7tun7,hun7hun7tun7tun7,ㄏㄨㄣ˫ㄏㄨㄣ˫ㄉㄨㄣ˫ㄉㄨㄣ˫,,hunhuntuntun,hunhuntuntun,ㄏㄨㄣㄏㄨㄣㄉㄨㄣㄉㄨㄣ,,hhtt,hhtt,ㄏㄏㄉㄉ,,True,False
tshián-tshiûnn-po̍h-piah,淺牆薄壁,12,chhián-chhiûⁿ-po̍h-piah,tshian2tshiunn5poh8piah4,chhian2chhiunn5poh8piah4,ㄑㄧㄢˋㄑㄧㆫˊㄅㄛㆷ̇ㄅㄧㄚㆷ,,tshiantshiunnpohpiah,chhianchhiunnpohpiah,ㄑㄧㄢㄑㄧㆫㄅㄛㆷㄅㄧㄚㆷ,,ttpp,ccpp,ㄑㄑㄅㄅ,,True,False
tshián-lî-po̍h-piah,淺籬薄壁,12,chhián-lî-po̍h-piah,tshian2li5poh8piah4,chhian2li5poh8piah4,ㄑㄧㄢˋㄌㄧˊㄅㄛㆷ̇ㄅㄧㄚㆷ,,tshianlipohpiah,chhianlipohpiah,ㄑㄧㄢㄌㄧㄅㄛㆷㄅㄧㄚㆷ,,tlpp,clpp,ㄑㄌㄅㄅ,,True,False
thiam-ting-tsìn-tsâi,添丁進財,12,thiam-teng-chìn-châi,thiam1ting1tsin3tsai5,thiam1teng1chin3chai5,ㄊㄧㆰㄉㄧㄥㄐㄧㄣ˪ㄗㄞˊ,,thiamtingtsintsai,thiamtengchinchai,ㄊㄧㆰㄉㄧㄥㄐㄧㄣㄗㄞ,,tttt,ttcc,ㄊㄉㄐㄗ,,True,False
thiam-tián-khuè-jī,添典契字,12,thiam-tián-khòe-jī,thiam1tian2khue3ji7,thiam1tian2khoe3ji7,ㄊㄧㆰㄉㄧㄢˋㄎㄨㆤ˪ㆢㄧ˫,,thiamtiankhueji,thiamtiankhoeji,ㄊㄧㆰㄉㄧㄢㄎㄨㆤㆢㄧ,,ttkj,ttkj,ㄊㄉㄎㆢ,,True,False
thinn-kha-thinn-tshiú,添腳添手,12,thiⁿ-kha-thiⁿ-chhiú,thinn1kha1thinn1tshiu2,thinn1kha1thinn1chhiu2,ㄊㆪㄎㄚㄊㆪㄑㄧㄨˋ,,thinnkhathinntshiu,thinnkhathinnchhiu,ㄊㆪㄎㄚㄊㆪㄑㄧㄨ,,tktt,tktc,ㄊㄎㄊㄑ,,True,True
thinn-thâu-thiap-bé,添頭貼尾,12,thiⁿ-thâu-thiap-bé,thinn1thau5thiap4be2,thinn1thau5thiap4be2,ㄊㆪㄊㄠˊㄊㄧㄚㆴㆠㆤˋ,,thinnthauthiapbe,thinnthauthiapbe,ㄊㆪㄊㄠㄊㄧㄚㆴㆠㆤ,,tttb,tttb,ㄊㄊㄊㆠ,,True,False
tshing-sim-bîng-ba̍k,清心明目,12,chheng-sim-bêng-ba̍k,tshing1sim1bing5bak8,chheng1sim1beng5bak8,ㄑㄧㄥㄒㄧㆬㆠㄧㄥˊㆠㄚㆻ̇,,tshingsimbingbak,chhengsimbengbak,ㄑㄧㄥㄒㄧㆬㆠㄧㄥㆠㄚㆻ,,tsbb,csbb,ㄑㄒㆠㆠ,,True,False
tshing-huē-tshì-sim,清會刺參,12,chheng-hōe-chhì-sim,tshing1hue7tshi3sim1,chheng1hoe7chhi3sim1,ㄑㄧㄥㄏㄨㆤ˫ㄑㄧ˪ㄒㄧㆬ,,tshinghuetshisim,chhenghoechhisim,ㄑㄧㄥㄏㄨㆤㄑㄧㄒㄧㆬ,,thts,chcs,ㄑㄏㄑㄒ,,True,False
tshing-huē-tsîm-kinn,清會蟳羹,12,chheng-hōe-chîm-kiⁿ,tshing1hue7tsim5kinn1,chheng1hoe7chim5kinn1,ㄑㄧㄥㄏㄨㆤ˫ㄐㄧㆬˊㄍㆪ,,tshinghuetsimkinn,chhenghoechimkinn,ㄑㄧㄥㄏㄨㆤㄐㄧㆬㄍㆪ,,thtk,chck,ㄑㄏㄐㄍ,,True,False
tshing-thng-kóng-tōo,清湯廣肚,12,chheng-thng-kóng-tō͘,tshing1thng1kong2too7,chheng1thng1kong2too7,ㄑㄧㄥㄊㆭㄍㆲˋㄉㆦ˫,,tshingthngkongtoo,chhengthngkongtoo,ㄑㄧㄥㄊㆭㄍㆲㄉㆦ,,ttkt,ctkt,ㄑㄊㄍㄉ,,True,False
tshing-thng-iûnn-pâu,清湯洋鮑,12,chheng-thng-iûⁿ-pâu,tshing1thng1iunn5pau5,chheng1thng1iunn5pau5,ㄑㄧㄥㄊㆭㄧㆫˊㄅㄠˊ,,tshingthngiunnpau,chhengthngiunnpau,ㄑㄧㄥㄊㆭㄧㆫㄅㄠ,,ttip,ctip,ㄑㄊㄧㄅ,,True,False
tshing-thng-puî-kue,清湯肥雞,12,chheng-thng-pûi-koe,tshing1thng1pui5kue1,chheng1thng1pui5koe1,ㄑㄧㄥㄊㆭㄅㄨㄧˊㄍㄨㆤ,,tshingthngpuikue,chhengthngpuikoe,ㄑㄧㄥㄊㆭㄅㄨㄧㄍㄨㆤ,,ttpk,ctpk,ㄑㄊㄅㄍ,,True,False
tshing-thng-puî-ah,清湯肥鴨,12,chheng-thng-pûi-ah,tshing1thng1pui5ah4,chheng1thng1pui5ah4,ㄑㄧㄥㄊㆭㄅㄨㄧˊㄚㆷ,,tshingthngpuiah,chhengthngpuiah,ㄑㄧㄥㄊㆭㄅㄨㄧㄚㆷ,,ttpa,ctpa,ㄑㄊㄅㄚ,,True,False
tshuan-thng-io-tsí,清湯腰子,12,chhoan-thng-io-chí,tshuan1thng1io1tsi2,chhoan1thng1io1chi2,ㄘㄨㄢㄊㆭㄧㄛㄐㄧˋ,,tshuanthngiotsi,chhoanthngiochi,ㄘㄨㄢㄊㆭㄧㄛㄐㄧ,,ttit,ctic,ㄘㄊㄧㄐ,,True,False
tshing-thng-hê-uân,清湯蝦丸,12,chheng-thng-hê-oân,tshing1thng1he5uan5,chheng1thng1he5oan5,ㄑㄧㄥㄊㆭㄏㆤˊㄨㄢˊ,,tshingthngheuan,chhengthngheoan,ㄑㄧㄥㄊㆭㄏㆤㄨㄢ,,tthu,ctho,ㄑㄊㄏㄨ,,True,False
tshuan-thng-he-jîn,清湯蝦仁,12,chhoan-thng-he-jîn,tshuan1thng1he1jin5,chhoan1thng1he1jin5,ㄘㄨㄢㄊㆭㄏㆤㆢㄧㄣˊ,,tshuanthnghejin,chhoanthnghejin,ㄘㄨㄢㄊㆭㄏㆤㆢㄧㄣ,,tthj,cthj,ㄘㄊㄏㆢ,,True,False
tshing-thng-tsîm-bah,清湯蟳肉,12,chheng-thng-chîm-bah,tshing1thng1tsim5bah4,chheng1thng1chim5bah4,ㄑㄧㄥㄊㆭㄐㄧㆬˊㆠㄚㆷ,,tshingthngtsimbah,chhengthngchimbah,ㄑㄧㄥㄊㆭㄐㄧㆬㆠㄚㆷ,,tttb,ctcb,ㄑㄊㄐㆠ,,True,False
tshing-thng-hiunn-lê,清湯香螺,12,chheng-thng-hiuⁿ-lê,tshing1thng1hiunn1le5,chheng1thng1hiunn1le5,ㄑㄧㄥㄊㆭㄏㄧㆫㄌㆤˊ,,tshingthnghiunnle,chhengthnghiunnle,ㄑㄧㄥㄊㆭㄏㄧㆫㄌㆤ,,tthl,cthl,ㄑㄊㄏㄌ,,True,True
tshing-thng-hî-tshì,清湯魚翅,12,chheng-thng-hî-chhì,tshing1thng1hi5tshi3,chheng1thng1hi5chhi3,ㄑㄧㄥㄊㆭㄏㄧˊㄑㄧ˪,,tshingthnghitshi,chhengthnghichhi,ㄑㄧㄥㄊㆭㄏㄧㄑㄧ,,ttht,cthc,ㄑㄊㄏㄑ,,True,False
