"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KaisoehHanLoPoj","LekuHanLoPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KaisoehHanLoKip","LekuHanLoKip","PageNumber","GoanchhehPoochhiongChuliau"
"17822","hám-chhùi-chhùi","","ham2-chhui3-chhui3","","撼碎碎","phah kah粉碎。","","hám-tshuì-tshuì","","ham2-tshui3-tshui3","","撼碎碎","phah kah粉碎。","","B0535",""
"17823","hám-phòa","","ham2-phoa3","","撼破","phah破。","","hám-phuà","","ham2-phua3","","撼破","phah破。","","B0536",""
"17824","hám-píⁿ","","ham2-pinn2","","撼扁","phah hō͘伊扁去。","","hám-pínn","","ham2-pinn2","","撼扁","phah hōo伊扁去。","","B0536",""
"17825","hám-sâm","","ham2-sam5","","撼掃","(戲)(1)食。
(2)私貪公款，橫領。","(1)∼∼ 四五碗。
(2)∼∼ 人ê錢；家伙kā我 ∼∼--去。","hám-sâm","","ham2-sam5","","撼掃","(戲)(1)食。
(2)私貪公款，橫領。","(1)∼∼ 四五碗。
(2)∼∼ 人ê錢；家伙kā我 ∼∼--去。","B0534",""
"17826","hám--sí","","ham2--si2","","撼--死","kòng死，phah死。","雷公 ∼∼。","hám--sí","","ham2--si2","","撼--死","kòng死，phah死。","雷公 ∼∼。","B0535",""
"17827","hám-tōa-chháu","","ham2-toa7-chhau2","","撼大草","(1)牛等食真chē草，大食。
(2)真貪心。","(1)你真 ∼∼∼。
(2)hit-ê官員真gâu ∼∼∼。","hám-tuā-tsháu","","ham2-tua7-tshau2","","撼大草","(1)牛等食真tsē草，大食。
(2)真貪心。","(1)你真 ∼∼∼。
(2)hit-ê官員真gâu ∼∼∼。","B0535",""
"17828","hàm","","ham3","","hàm","腳氣等水腫。參照：[腫(chéng)]、[hàng]。","腳 ∼；面 ∼。","hàm","","ham3","","hàm","腳氣等水腫。參照：[腫(tsíng)]、[hàng]。","腳 ∼；面 ∼。","B0533",""
"17829","hàm","","ham3","","譀","無周到；隨便；chhìn-chhái。","Siuⁿ∼seng-lí就下了；你真∼敢做chit號事；∼∼無計較。","hàm","","ham3","","譀","無周到；隨便；tshìn-tshái。","Siunn∼seng-lí就下了；你真∼敢做chit號事；∼∼無計較。","B0533",""
"17830","hàm-chéng","","ham3-cheng2","","hàm腫","水腫。","面 ∼∼。","hàm-tsíng","","ham3-tsing2","","hàm腫","水腫。","面 ∼∼。","B0535",""
"17831","hàm-hàm","","ham3-ham3","","hàm-hàm","無要無緊，chhìn-chhái。","","hàm-hàm","","ham3-ham3","","hàm-hàm","無要無緊，tshìn-tshái。","","B0535",""
