tl,hanzi,frequency
khí-jû,起挐,25
khí-lû,起挐,25
khí-pōo,起步,25
khí-moo,起毛,25
khí-guân,起源,25
khí-hué,起火,25
khí-hé,起火,25
khí-kông,起狂,25
khí-gīn,起猌,25
khí-huan,起番,25
khí-siáu,起痟,25
khí-tiànn,起碇,25
khí-tiānn,起碇,25
khí-bé,起碼,25
khí-má,起碼,25
khí-pōng,起磅,25
khí-thîng,起程,25
khí-tîng,起程,25
khí-tâng,起童,25
khí-tì,起致,25
khí-sik,起色,25
khí-tshó,起草,25
khí-lo̍h,起落,25
khí-kiânn,起行,25
khí-sòo,起訴,25
khí-sè,起誓,25
khí-huè,起貨,25
khí-hè,起貨,25
khí-kha,起跤,25
khí-lōng,起踉,25
khí-sin,起身,25
khí-tsō,起造,25
khí-hiông,起雄,25
khí-thâu,起頭,25
khí-hong,起風,25
khí-pe,起飛,25
khí-pue,起飛,25
khí-kà,起駕,25
khí-tiám,起點,25
khí-kóo,起鼓,25
khí-tshio,起𪁎,25
thàn-tsá,趁早,25
thàn-sio,趁燒,25
thàn-tsînn,趁錢,25
thàn-tsia̍h,趁食,25
tshiau-jîn,超人,25
tshiau-lîn,超人,25
tshiau-huân,超凡,25
tshiau-tshī,超市,25
tshiau-tōo,超度,25
tshiau-siu,超收,25
tshiau-jiân,超然,25
tshiau-liân,超然,25
tshiau-sing,超生,25
tshiau-pōng,超磅,25
tshiau-kip,超級,25
tshiau-ua̍t,超越,25
tshiau-sok,超速,25
tshiau-kuè,超過,25
tshiau-kè,超過,25
ua̍t-liām,越唸,25
ua̍t-tsiàn,越戰,25
ua̍t-khuân,越權,25
ua̍t-thâu,越頭,25
thiôr-tâng,趒童,25
tiô-tâng,趒童,25
kuánn-kang,趕工,25
kuánn-óng,趕往,25
kuánn-kông,趕狂,25
kuánn-kín,趕緊,25
kuánn-lōo,趕路,25
tshù-bī,趣味,25
tshu-ping,趨冰,25
tshu-sè,趨勢,25
kué-kha,跂跤,25
ké-kha,跂跤,25
pua̍h-tó,跋倒,25
pua̍h-tór,跋倒,25
puā-tó,跋倒,25
pua̍h-kuà,跋卦,25
pua̍h-pue,跋桮,25
puā-pue,跋桮,25
pua̍h-kiáu,跋筊,25
puā-kiáu,跋筊,25
pua̍h-tshàu,跋臭,25
pua̍h-bé,跋馬,25
pháu-tshia,跑車,25
pháu-tō,跑道,25
pháu-bé,跑馬,25
liam-kha,跕跤,25
tshū-tó,跙倒,25
tshū-tór,跙倒,25
tshū-ping,跙冰,25
pái-kha,跛跤,25
páinn-kha,跛跤,25
kin-tuè,跟綴,25
kun-tè,跟綴,25
kin-suî,跟隨,25
kun-suî,跟隨,25
kha-á,跤仔,25
kha-tau,跤兜,25
kha-to,跤刀,25
kha-bué,跤尾,25
kha-bé,跤尾,25
kha-pe̍h,跤帛,25
kha-tué,跤底,25
kha-té,跤底,25
kha-tshiú,跤手,25
kha-pôo,跤捗,25
kha-tòng,跤擋,25
kha-siàu,跤數,25
kha-táu,跤斗,25
kha-khiau,跤曲,25
kha-kê,跤枷,25
kha-tháng,跤桶,25
kha-sau,跤梢,25
kha-bôo,跤模,25
kha-pōo,跤步,25
kha-sio̍h,跤液,25
kha-jiáu,跤爪,25
kha-niáu,跤爪,25
kha-kiû,跤球,25
kha-puânn,跤盤,25
kha-ba̍k,跤目,25
kha-uánn,跤碗,25
kha-kin,跤筋,25
kha-kun,跤筋,25
kha-phāng,跤縫,25
kha-phǎng,跤縫,25
kha-tóo,跤肚,25
kha-tâng,跤胴,25
kha-thuí,跤腿,25
kha-liâm,跤臁,25
kha-jiah,跤跡,25
kha-liah,跤跡,25
kha-tê,跤蹄,25
kha-tinn,跤蹬,25
kha-kut,跤骨,25
kuī-pài,跪拜,25
lōo-siōng,路上,25
lōo-kháu,路口,25
lōo-bué,路尾,25
lōo-bé,路尾,25
lōo-bér,路尾,25
lōo-kìng,路徑,25
lōo-phiau,路標,25
lōo-piau,路標,25
lōo-tuānn,路段,25
lōo-tshiong,路沖,25
lōo-hóng,路況,25
lōo-ting,路燈,25
lōo-īng,路用,25
lōo-tsè,路祭,25
lōo-thîng,路程,25
lōo-tîng,路程,25
lōo-tik,路竹,25
lōo-suànn,路線,25
lōo-tsháu,路草,25
lōo-huì,路費,25
lōo-tôo,路途,25
lōo-pinn,路邊,25
lōo-tn̂g,路長,25
lōo-bīn,路面,25
lōo-thâu,路頭,25
thiàu-tōng,跳動,25
thiàu-nî,跳年,25
thiàu-kuân,跳懸,25
thiàu-kî,跳棋,25
thiàu-lâu,跳樓,25
thiàu-tsuí,跳水,25
thiàu-káng,跳港,25
thiàu-phiò,跳票,25
thiàu-tâng,跳童,25
thiàu-thuat,跳脫,25
thiàu-bú,跳舞,25
thiàu-thah,跳踢,25
thiàu-that,跳踢,25
thiàu-tsuā,跳逝,25
thiàu-hn̄g,跳遠,25
thiàu-uán,跳遠,25
thiàu-tsiam,跳針,25
se̍h-sîn,踅神,25
se̍h-ke,踅街,25
se̍h-kue,踅街,25
se̍h-thâu,踅頭,25
ta̍h-li̍p,踏入,25
ta̍p-ji̍p,踏入,25
ta̍h-tshut,踏出,25
ta̍h-tsha,踏差,25
ta̍h-táu,踏斗,25
ta̍h-pang,踏枋,25
ta̍h-ngē,踏硬,25
ta̍h-ngī,踏硬,25
ta̍h-khiau,踏蹺,25
tā-khiau,踏蹺,25
that-phuē,踢被,25
that-phē,踢被,25
tshái-ke,踩街,25
tshái-kue,踩街,25
tiàm-bī,踮沬,25
ióng-io̍k,踴躍,25
khi-khiau,蹊蹺,25
tuà-īnn,蹛院,25
tsau-that,蹧躂,25
tsiau-that,蹧躂,25
tiû-tû,躊躇,25
liòng-phuē,躘被,25
liòng-phē,躘被,25
lìng-phuē,躘被,25
lìng-phē,躘被,25
sin-sè,身世,25
sin-hūn,身份,25
sin-kè,身價,25
sin-miā,身命,25
sin-si,身屍,25
sin-iánn,身影,25
sin-sim,身心,25
sin-kuân,身懸,25
sin-tsâi,身材,25
sin-tuānn,身段,25
sin-uî,身為,25
hun-su,身軀,25
siang-khu,身軀,25
sin-khu,身軀,25
sing-khu,身軀,25
sin-pinn,身邊,25
sin-thé,身體,25
liò-kha,躼跤,25
lò-kha,躼跤,25
nǹg-tsǹg,軁鑽,25
tshia-tsú,車主,25
tshia-á,車仔,25
tshia-uī,車位,25
tshia-kè,車價,25
tshia-siong,車商,25
tshia-tuann,車單,25
tshia-hîng,車型,25
tshia-tiânn,車埕,25
tshia-tián,車展,25
tshia-pang,車幫,25
tshia-khòo,車庫,25
tshia-siunn,車廂,25
tshia-tshiúnn,車廠,25
tshia-sim,車心,25
tshia-tshiú,車手,25
tshia-tsiáng,車掌,25
tshia-tsióng,車掌,25
tshia-tòng,車擋,25
tshia-táu,車斗,25
tshia-khuán,車款,25
tshia-khak,車殼,25
tshia-bó,車母,25
tshia-bú,車母,25
tshia-hóng,車況,25
tshia-ting,車燈,25
tshia-pâi,車牌,25
tshia-phiò,車票,25
tshia-hō,車禍,25
tshia-tsióng,車種,25
tshia-thang,車窗,25
tshia-tsām,車站,25
tshia-hō,車號,25
tshia-hâng,車行,25
tshia-lōo,車路,25
tshia-sin,車身,25
tshia-lióng,車輛,25
tshia-lián,車輪,25
tshia-bê,車迷,25
tshia-tō,車道,25
tshia-tsînn,車錢,25
tshia-mn̂g,車門,25
tshia-tuī,車隊,25
tshia-tíng,車頂,25
tshia-thâu,車頭,25
tshia-thé,車體,25
tshia-kóo,車鼓,25
kuí-tō,軌道,25
kun-sū,軍事,25
kun-jîn,軍人,25
kun-lîn,軍人,25
kun-pī,軍備,25
kun-li̍k,軍力,25
kun-thuân,軍團,25
kun-kuann,軍官,25
kun-su,軍師,25
kun-hong,軍方,25
kun-huat,軍法,25
kun-hué,軍火,25
kun-iōng,軍用,25
kun-kàm,軍艦,25
kun-lām,軍艦,25
kun-tuī,軍隊,25
kun-kai,軍階,25
hian-uân,軒轅,25
nńg-tshī,軟市,25
nńg-tshn̂g,軟床,25
luán-jio̍k,軟弱,25
luán-lio̍k,軟弱,25
nńg-sim,軟心,25
nńg-poo,軟晡,25
nńg-tsiánn,軟汫,25
nńg-khî,軟蜞,25
nńg-kha,軟跤,25
nńg-kiō,軟轎,25
nńg-kut,軟骨,25
nńg-thé,軟體,25
khah-ke,較加,25
khah-khuài,較快,25
khah-tsá,較早,25
khah-kóng,較講,25
kà-tshia,較車,25
khah-su,較輸,25
tsài-ji̍p,載入,25
tsài-li̍p,載入,25
tsài-kheh,載客,25
buán-liân,輓聯,25
hú-tsōo,輔助,25
hú-tāi,輔大,25
hú-tō,輔導,25
hú-suán,輔選,25
hú-im,輔音,25
khin-piān,輕便,25
khing-piān,輕便,25
khin-sìn,輕信,25
khin-siong,輕傷,25
khin-khó,輕可,25
khin-hîng,輕型,25
khin-khuài,輕快,25
khin-tshiú,輕手,25
khing-ti̍k,輕敵,25
khin-ī,輕易,25
khin-jiû,輕柔,25
khin-liû,輕柔,25
khin-tshìn,輕秤,25
khin-siann,輕聲,25
khin-po̍h,輕薄,25
khin-sī,輕視,25
khin-tāng,輕重,25
khin-gîn,輕銀,25
khin-gûn,輕銀,25
khing-gûn,輕銀,25
khin-sang,輕鬆,25
hui-hông,輝煌,25
lián-á,輪仔,25
lûn-ti̍t,輪值,25
lián-khing,輪框,25
lûn-í,輪椅,25
lûn-liû,輪流,25
lûn-pan,輪班,25
lûn-huê,輪迴,25
lûn-khau,輪鬮,25
su-ji̍p,輸入,25
su-li̍p,輸入,25
su-tshut,輸出,25
su-hueh,輸血,25
su-huih,輸血,25
su-iânn,輸贏,25
su-sàng,輸送,25
su-bīn,輸面,25
hok-siā,輻射,25
liàn-tńg,輾轉,25
lìn-tńg,輾轉,25
tsuán-sè,轉世,25
tsuán-jīm,轉任,25
tsuán-līm,轉任,25
tsuán-ji̍p,轉入,25
tsuán-li̍p,轉入,25
tsuán-huà,轉化,25
tsuán-hiòng,轉向,25
tńg-tshuì,轉喙,25
tsuán-hîng,轉型,25
tsuán-ha̍k,轉學,25
tńg-uan,轉彎,25
tńg-tsiânn,轉成,25
tsuán-tshiú,轉手,25
tsuán-tsiat,轉折,25
tsuán-tsiap,轉接,25
tsuán-uānn,轉換,25
tsuán-pò,轉播,25
tsuán-pòo,轉播,25
tńg-uat,轉斡,25
tńg-khuì,轉氣,25
tsuán-î,轉移,25
tńg-siann,轉聲,25
tńg-tsâi,轉臍,25
tsuán-piàn,轉變,25
tńg-se̍h,轉踅,25
tsuán-tsài,轉載,25
tńg-lûn,轉輪,25
tsuán-sàng,轉送,25
tsuán-sok,轉速,25
tńg-sok,轉速,25
tsuán-tsìn,轉進,25
tsuán-ta̍t,轉達,25
tńg-kut,轉骨,25
kiau-tshia,轎車,25
hong-tōng,轟動,25
hong-tsà,轟炸,25
sin-hāi,辛亥,25
sin-lô,辛勞,25
sin-lôr,辛勞,25
sin-khóo,辛苦,25
koo-hū,辜負,25
phiah-tsáu,辟走,25
phik-siâ,辟邪,25
la̍h-tsiau,辣椒,25
lua̍h-tsio,辣椒,25
pān-sū,辦事,25
pān-kong,辦公,25
pān-àn,辦案,25
pān-toh,辦桌,25
pān-huat,辦法,25
pān-lí,辦理,25
pān-huè,辦貨,25
pān-hè,辦貨,25
piān-pia̍t,辨別,25
piān-jīn,辨認,25
piān-līn,辨認,25
piān-sik,辨識,25
sû-tián,辭典,25
sî-pia̍t,辭別,25
sî-tsit,辭職,25
piān-sū,辯士,25
piān-kái,辯解,25
piān-lūn,辯論,25
piān-hōo,辯護,25
lông-khū,農具,25
lông-kū,農具,25
lông-tuē,農地,25
lông-tē,農地,25
lông-tiûnn,農場,25
lông-li̍k,農曆,25
lông-huē,農會,25
lông-tshuan,農村,25
lông-tshun,農村,25
lông-lîm,農林,25
lông-gia̍p,農業,25
lông-bîn,農民,25
lông-sià,農舍,25
lông-io̍h,農藥,25
sìn-sok,迅速,25
gîng-tsiàn,迎戰,25
gîng-tsiap,迎接,25
gîng-tsih,迎接,25
ngiâ-tsih,迎接,25
gîng-sin,迎新,25
ngiâ-sin,迎新,25
giâ-ting,迎燈,25
ngiâ-ting,迎燈,25
ngiâ-sîn,迎神,25
kīn-tāi,近代,25
kūn-tāi,近代,25
kīn-lâi,近來,25
kūn-lâi,近來,25
kīn-uá,近倚,25
kūn-uá,近倚,25
kīn-tau,近兜,25
kūn-tau,近兜,25
kīn-nî,近年,25
kūn-nî,近年,25
kīn-ji̍t,近日,25
kūn-li̍t,近日,25
kīn-kî,近期,25
kūn-kî,近期,25
kīn-sī,近視,25
kūn-sī,近視,25
kīn-tshin,近親,25
kūn-tshin,近親,25
pik-tshik,迫促,25
pik-tshiok,迫促,25
pik-uá,迫倚,25
pik-tshiat,迫切,25
pik-hāi,迫害,25
pik-kīn,迫近,25
pik-kūn,迫近,25
huê-phiah,迴避,25
huê-pī,迴避,25
huê-liông,迴龍,25
thàng-hái,迵海,25
bê-luān,迷亂,25
bê-lâng,迷人,25
bê-sìn,迷信,25
bê-sit,迷失,25
bê-kiong,迷宮,25
bê-su,迷思,25
bê-hi̍k,迷惑,25
bê-luân,迷戀,25
tui-hun,追分,25
tui-ka,追加,25
tui-su,追思,25
tui-póo,追捕,25
tui-kik,追擊,25
tui-tsa,追查,25
tui-sat,追殺,25
tui-kiû,追求,25
tui-sòo,追溯,25
tui-kiù,追究,25
tui-jīn,追認,25
tui-līn,追認,25
tui-kuánn,追趕,25
tui-tsong,追蹤,25
tui-suî,追隨,25
thè-ngóo,退伍,25
thè-hiu,退休,25
thè-ping,退冰,25
thè-tshut,退出,25
thuè-khûn,退勤,25
thè-khîn,退勤,25
thè-huà,退化,25
thè-tiûnn,退場,25
thè-hun,退婚,25
thè-ha̍k,退學,25
thè-tiānn,退定,25
thè-āu,退後,25
thè-hué,退悔,25
thè-sî,退時,25
thè-pōo,退步,25
thè-lâu,退流,25
thè-hué,退火,25
thè-hé,退火,25
thè-jia̍t,退熱,25
thè-lia̍t,退熱,25
thè-sio,退燒,25
thè-hông,退癀,25
thè-phiò,退票,25
thè-suè,退稅,25
thè-sè,退稅,25
thè-tâng,退童,25
thè-kóo,退股,25
thè-sik,退色,25
thè-hîng,退還,25
thè-tsiú,退酒,25
sàng-kau,送交,25
sàng-pia̍t,送別,25
sòng-pia̍t,送別,25
sàng-kè,送嫁,25
sàng-tiānn,送定,25
sàng-suann,送山,25
sàng-sîn,送神,25
sàng-lé,送禮,25
sàng-tsòng,送葬,25
sàng-hîng,送行,25
sòng-hîng,送行,25
sàng-i,送醫,25
tô-bông,逃亡,25
tô-ping,逃兵,25
tô-miā,逃命,25
tô-huān,逃犯,25
tô-senn,逃生,25
tô-sing,逃生,25
tô-sinn,逃生,25
tô-thuat,逃脫,25
tô-tsáu,逃走,25
tô-phiah,逃避,25
tô-pī,逃避,25
tô-lān,逃難,25
gi̍k-kíng,逆境,25
gi̍k-thinn,逆天,25
gi̍k-tsú,逆子,25
siau-iâu,逍遙,25
thàu-thinn,透天,25
thàu-bué,透尾,25
thàu-bé,透尾,25
thàu-nî,透年,25
thàu-tué,透底,25
thàu-té,透底,25
thàu-thiu,透抽,25
thàu-tsi,透支,25
thàu-ji̍t,透日,25
thàu-li̍t,透日,25
thàu-tsá,透早,25
thàu-bîng,透明,25
thàu-àm,透暗,25
thàu-mê,透暝,25
thàu-mî,透暝,25
thàu-ki,透機,25
thàu-lâu,透流,25
thàu-thiat,透澈,25
thàu-lām,透濫,25
thàu-sī,透視,25
thàu-thàu,透透,25
thàu-kuè,透過,25
thàu-kè,透過,25
thàu-hōo,透雨,25
thàu-lōo,透露,25
thàu-hong,透風,25
ta̍k-ê,逐个,25
ta̍k-ke,逐家,25
ta̍k-kang,逐工,25
ta̍k-nî,逐年,25
ta̍k-pái,逐擺,25
ta̍k-ji̍t,逐日,25
ta̍k-li̍t,逐日,25
ta̍k-àm,逐暗,25
ta̍k-hāng,逐項,25
tsit-ê,這个,25
tsit-tah,這搭,25
tsiah-sî,這時,25
tsit-sî,這時,25
tsiàng-sî,這時,25
tsit-iūnn,這樣,25
tsit-khuán,這款,25
tsit-khuì,這氣,25
tsit-tsióng,這種,25
tsit-tsām,這站,25
tsit-siann,這聲,25
tsit-hō,這號,25
tsit-lō,這號,25
tsit-kuè,這過,25
tsit-kè,這過,25
tsit-tsūn,這陣,25
tsit-má,這馬,25
thong-lâng,通人,25
thong-sio̍k,通俗,25
thong-sìn,通信,25
thang-kng,通光,25
thong-khîn,通勤,25
thong-khûn,通勤,25
thong-kò,通告,25
thong-pò,通報,25
thang-hó,通好,25
thong-kan,通姦,25
thong-hāng,通巷,25
thong-siông,通常,25
thong-phue,通批,25
thong-si,通書,25
thong-sir,通書,25
thong-su,通書,25
thong-tsir,通書,25
thong-tsu,通書,25
thong-iōng,通用,25
thong-puânn,通盤,25
thong-ti,通知,25
thong-tsi̍p,通緝,25
thong-hâng,通航,25
thong-hîng,通行,25
thong-sìn,通訊,25
thong-bôo,通謀,25
thong-i̍k,通譯,25
thong-lōo,通路,25
thong-tshia,通車,25
thong-kuè,通過,25
thong-kè,通過,25
thong-kuan,通關,25
thong-tiān,通電,25
thong-siau,通霄,25
thang-hong,通風,25
thong-kóo,通鼓,25
thíng-kiông,逞強,25
thíng-sìng,逞性,25
sok-tōo,速度,25
sok-lu̍t,速率,25
tsō-tsok,造作,25
tsō-sè,造勢,25
tsō-huà,造化,25
tsō-huán,造反,25
tsō-hîng,造型,25
tsō-tsiū,造就,25
tsō-hîng,造形,25
tsō-sîng,造成,25
tsō-lîm,造林,25
tsō-kiô,造橋,25
tsō-hok,造福,25
tsō-tsûn,造船,25
tsō-uē,造話,25
tsō-lōo,造路,25
liân-jīm,連任,25
liân-līm,連任,25
liân-tōng,連動,25
liân-huê,連回,25
liân-tài,連帶,25
liân-tsiap,連接,25
liân-ji̍t,連日,25
liân-li̍t,連日,25
liân-lîm,連林,25
liân-khuân,連環,25
liân-luī,連累,25
liân-suà,連紲,25
liân-kiat,連結,25
liân-suànn,連線,25
liân-hē,連繫,25
liân-sio̍k,連續,25
liân-sú,連署,25
liân-khim,連襟,25
liân-kuàn,連貫,25
liân-liân,連連,25
liân-só,連鎖,25
liân-tiúnn,連長,25
liâm-mi,連鞭,25
liâm-pinn,連鞭,25
tsiu-khan,週刊,25
tsiu-nî,週年,25
tsiu-kî,週期,25
tsiu-pinn,週邊,25
tsìn-siu,進修,25
tsìn-ji̍p,進入,25
tsìn-li̍p,進入,25
tsìn-tshut,進出,25
tsìn-tsîng,進前,25
tsìn-huà,進化,25
tsìn-kháu,進口,25
tsìn-tián,進展,25
tsìn-tōo,進度,25
tsìn-kong,進攻,25
tsìn-pōo,進步,25
tsìn-iōng,進用,25
tsìn-hîng,進行,25
tsìn-huè,進貨,25
tsìn-hè,進貨,25
tsìn-kun,進軍,25
tsìn-thè,進退,25
tsìn-kai,進階,25
tsìn-hiunn,進香,25
tsìn-tsù,進駐,25
tsìn-tsū,進駐,25
pik-kīn,逼近,25
pik-kūn,逼近,25
gū-tio̍h,遇著,25
iû-ha̍k,遊學,25
iû-kheh,遊客,25
iû-lo̍k,遊樂,25
iû-bîn,遊民,25
iû-hîng,遊行,25
iû-lám,遊覽,25
iû-suè,遊說,25
iû-lûn,遊輪,25
ūn-tsok,運作,25
ūn-tōng,運動,25
ūn-sè,運勢,25
ūn-miā,運命,25
ūn-puann,運搬,25
ūn-khì,運氣,25
ūn-hô,運河,25
ūn-iōng,運用,25
ūn-suàn,運算,25
ūn-hîng,運行,25
ūn-huì,運費,25
ūn-su,運輸,25
ūn-tsuán,運轉,25
ūn-sàng,運送,25
ūn-tôo,運途,25
ūn-liōng,運量,25
piàn-pòo,遍佈,25
kuè-hūn,過份,25
kè-hūn,過份,25
kuè-hun,過分,25
kè-hun,過分,25
kuè-sīng,過剩,25
kuè-tshù,過厝,25
kè-tshù,過厝,25
kuè-khì,過去,25
kè-khì,過去,25
kè-khù,過去,25
kuè-miâ,過名,25
kè-miâ,過名,25
kuè-tshuì,過喙,25
kè-tshuì,過喙,25
kuè-kíng,過境,25
kè-kíng,過境,25
kuè-sit,過失,25
kè-sit,過失,25
kuè-the̍h,過宅,25
kè-the̍h,過宅,25
kuè-tiānn,過定,25
kè-tiānn,過定,25
kuè-ke,過家,25
kè-ke,過家,25
kuè-nî,過年,25
kè-nî,過年,25
kuè-tōo,過度,25
kè-tōo,過度,25
kuè-óng,過往,25
kè-óng,過往,25
kuè-āu,過後,25
kè-āu,過後,25
kuè-sim,過心,25
kè-sim,過心,25
kuè-ì,過意,25
kè-ì,過意,25
kuè-lī,過慮,25
kè-lū,過慮,25
kuè-hōo,過戶,25
kè-hōo,過戶,25
kuè-pâng,過房,25
kè-pâng,過房,25
kuè-tshiú,過手,25
kè-tshiú,過手,25
kuè-bín,過敏,25
kè-bín,過敏,25
kuè-siàu,過數,25
kè-siàu,過數,25
kuè-ji̍t,過日,25
kè-li̍t,過日,25
kuè-sî,過時,25
kè-sî,過時,25
kuè-tàu,過晝,25
kè-tàu,過晝,25
kuè-mê,過暝,25
kè-mî,過暝,25
kuè-kî,過期,25
kè-kî,過期,25
kuè-kiô,過橋,25
kuè-khuì,過氣,25
kè-khuì,過氣,25
kuè-tsuí,過水,25
kè-tsuí,過水,25
kuè-tōo,過渡,25
kè-tōo,過渡,25
kuè-lī,過濾,25
kè-lī,過濾,25
kuè-hué,過火,25
kè-hé,過火,25
kuè-lôo,過爐,25
kè-lôo,過爐,25
kuè-giàn,過癮,25
kè-giàn,過癮,25
kuè-ba̍k,過目,25
kè-ba̍k,過目,25
kuè-pōng,過磅,25
kè-pōng,過磅,25
kuè-thîng,過程,25
kuè-tîng,過程,25
kè-thîng,過程,25
kè-tîng,過程,25
kòo-khiam,過謙,25
kuè-sin,過身,25
kè-sin,過身,25
kèr-sin,過身,25
kuè-liōng,過量,25
kè-liōng,過量,25
kuè-mn̂g,過門,25
kè-mn̂g,過門,25
kuè-kuan,過關,25
kè-kuan,過關,25
kuè-tiān,過電,25
kè-tiān,過電,25
kuè-bīn,過面,25
kè-bīn,過面,25
kuè-thâu,過頭,25
kè-thâu,過頭,25
kuè-hong,過風,25
kè-hong,過風,25
at-ám,遏泔,25
hiah-nī,遐爾,25
tō-iú,道友,25
tō-tiûnn,道場,25
tō-sū,道士,25
tō-tik,道德,25
tō-kàu,道教,25
tō-lí,道理,25
tō-gī,道義,25
tō-hīng,道行,25
tō-lōo,道路,25
ta̍t-kàu,達到,25
ta̍t-sîng,達成,25
uî-huán,違反,25
uî-kiàn,違建,25
uî-hiàn,違憲,25
uî-khòng,違抗,25
uî-huat,違法,25
uî-iok,違約,25
uî-puē,違背,25
uî-kui,違規,25
iâu-khòng,遙控,25
iâu-uán,遙遠,25
liù-tshiú,遛手,25
liù-phuê,遛皮,25
liù-phê,遛皮,25
liù-phêr,遛皮,25
hn̄g-tau,遠兜,25
uán-tsing,遠征,25
uán-kíng,遠景,25
uán-tong,遠東,25
uán-iûnn,遠洋,25
uán-kiàn,遠見,25
uán-sī,遠視,25
uán-tshin,遠親,25
uán-tsiok,遠足,25
uán-lî,遠離,25
uán-lī,遠離,25
sik-ha̍p,適合,25
sik-ìng,適應,25
sik-iōng,適用,25
sik-tong,適當,25
sik-tòng,適當,25
sik-liōng,適量,25
tso-siū,遭受,25
tso-gū,遭遇,25
jia-khàm,遮崁,25
lia-khàm,遮崁,25
jia-ji̍t,遮日,25
lia-li̍t,遮日,25
tsiah-nī,遮爾,25
jia-muâ,遮瞞,25
lia-muâ,遮瞞,25
jia-tsa̍h,遮閘,25
lia-tsa̍h,遮閘,25
jia-hōo,遮雨,25
lia-hōo,遮雨,25
jia-hong,遮風,25
lia-hong,遮風,25
tî-tò,遲到,25
lîn-suán,遴選,25
tsun-bīng,遵命,25
tsun-siú,遵守,25
tsun-tsiàu,遵照,25
tshian-ji̍p,遷入,25
tshian-li̍p,遷入,25
tshian-ki,遷居,25
tshian-ku,遷居,25
tshian-suá,遷徙,25
suán-tshut,選出,25
suán-bū,選務,25
suán-khu,選區,25
suán-tuann,選單,25
suán-tīng,選定,25
suán-tsîng,選情,25
suán-tsiàn,選戰,25
suán-tshiú,選手,25
suán-ti̍k,選擇,25
suán-bîn,選民,25
suán-iōng,選用,25
suán-īng,選用,25
suán-phiò,選票,25
suán-kí,選舉,25
suán-kú,選舉,25
suán-kòo,選購,25
suán-hāng,選項,25
uî-thuân,遺傳,25
uî-tsiok,遺囑,25
uî-tsí,遺址,25
uî-hām,遺憾,25
uî-si,遺書,25
uî-su,遺書,25
uî-sán,遺產,25
uî-giân,遺言,25
uî-tsik,遺蹟,25
uî-thé,遺體,25
phiah-bián,避免,25
pī-bián,避免,25
phiah-lān,避難,25
pī-lān,避難,25
iau-iok,邀約,25
iau-tshiánn,邀請,25
iau-tsi̍p,邀集,25
huân-sio̍k,還俗,25
hîng-tsè,還債,25
hîng-siàu,還數,25
hîng-tsînn,還錢,25
hîng-guān,還願,25
pian-kài,邊界,25
pian-iân,邊緣,25
lô-tsi̍p,邏輯,25
pang-kau,邦交,25
siâ-ok,邪惡,25
siâ-suat,邪說,25
khu-n̂g,邱黃,25
khu-uînn,邱黃,25
kau-khu,郊區,25
kau-guā,郊外,25
kau-iû,郊遊,25
lông-kun,郎君,25
pōo-hā,部下,25
pōo-hūn,部份,25
pōo-uī,部位,25
pōo-sio̍k,部屬,25
pōo-huē,部會,25
pōo-lo̍k,部落,25
pōo-tiúnn,部長,25
pōo-mn̂g,部門,25
pōo-tuī,部隊,25
keh-lí,郭李,25
kueh-lí,郭李,25
keh-âng,郭洪,25
kueh-âng,郭洪,25
keh-n̂g,郭黃,25
kueh-n̂g,郭黃,25
kueh-uînn,郭黃,25
iû-kiānn,郵件,25
iû-kio̍k,郵局,25
iû-tshai,郵差,25
iû-tsìng,郵政,25
iû-phiò,郵票,25
iû-phiòr,郵票,25
iû-tâng,郵筒,25
iû-tsu,郵資,25
iû-kòo,郵購,25
too-ha̍p,都合,25
too-tshī,都市,25
too-huē,都會,25
hiong-thóo,鄉土,25
hiong-tshiû,鄉愁,25
hiong-tshuan,鄉村,25
hiong-tshun,鄉村,25
hiong-bîn,鄉民,25
hiong-tshin,鄉親,25
hiunn-lí,鄉里,25
hiong-tìn,鄉鎮,25
hiong-tiúnn,鄉長,25
tīng-tiōng,鄭重,25
tēnn-n̂g,鄭黃,25
tēnn-uînn,鄭黃,25
tīnn-n̂g,鄭黃,25
lîn-kīn,鄰近,25
lîn-kūn,鄰近,25
lîn-tiúnn,鄰長,25
phuè-kiānn,配件,25
phè-kiānn,配件,25
phuè-pī,配備,25
phè-pī,配備,25
phuè-ha̍p,配合,25
phè-ha̍p,配合,25
phuè-thò,配套,25
phè-thò,配套,25
phuè-tuì,配對,25
phè-tuì,配對,25
phuè-liāu,配料,25
phè-liāu,配料,25
phuè-hng,配方,25
phè-hng,配方,25
phuè-ga̍k,配樂,25
phè-ga̍k,配樂,25
phuè-huat,配發,25
phè-huat,配發,25
phuè-tsíng,配種,25
phè-tsíng,配種,25
phuè-kip,配給,25
phè-kip,配給,25
phuè-tì,配置,25
phè-tì,配置,25
phuè-kóo,配股,25
phè-kóo,配股,25
phuè-sik,配色,25
phè-sik,配色,25
phuè-kak,配角,25
phè-kak,配角,25
phuè-sàng,配送,25
phè-sàng,配送,25
phuè-im,配音,25
phè-im,配音,25
phuè-thâu,配頭,25
phè-thâu,配頭,25
phuè-gia̍h,配額,25
phè-gia̍h,配額,25
tsiú-sian,酒仙,25
tsiú-līng,酒令,25
tsiú-pa,酒吧,25
tsiú-ka,酒家,25
tsiú-tiàm,酒店,25
tsiú-huē,酒會,25
tsiú-pue,酒杯,25
tsiú-lâu,酒樓,25
