tl,hanzi,frequency
pôo,蒲,100
o,蒿,100
tsin,蓁,100
phōng,蓬,100
se,蔬,100
ńg,蔭,100
tōng,蕩,100
khau,薅,100
phiô,薸,100
tshàng,藏,100
tsông,藏,100
hu,虎,100
tsua̍h,蚻,100
tu,蛛,100
ngôo,蜈,100
lâ,蜊,100
ti,蜘,100
khî,蜞,100
meh,蜢,100
sit,蝕,100
ia̍h,蝶,100
sut,蟀,100
lâ,蟧,100
siân,蟬,100
tshi̍h,蠘,100
hîng,衡,100
siù,袖,100
phua̍h,袚,100
li̍h,裂,100
thí,褫,100
tsioh,襀,100
phé,襞,100
khim,襟,100
si̍p,襲,100
suān,訕,100
kuat,訣,100
tsà,詐,100
kāu,詬,100
kuí,詭,100
tsuā,誓,100
gî,誼,100
pián,諞,100
tsu,諮,100
tsu,諸,100
uī,謂,100
kín,謹,100
khiàn,譴,100
ū,譽,100
tshàm,讖,100
kok,谷,100
tiau,貂,100
phuànn,販,100
kǹg,貫,100
bōo,貿,100
tsa̍t,賊,100
hiân,賢,100
hù,賦,100
nāi,賴,100
hù,赴,100
tshu,趨,100
lan,趼,100
kué,跂,100
ké,跂,100
kuī,跪,100
tshiáng,蹌,100
tsàm,蹔,100
liòng,躘,100
lin,輪,100
hong,轟,100
koo,辜,100
sîn,辰,100
tso,遭,100
lô,邏,100
kueh,郭,100
phí,鄙,100
siû,酬,100
khok,酷,100
pôo,酺,100
tshái,采,100
tūn,鈍,100
pín,鉼,100
khing,銎,100
khàu,銬,100
giap,鋏,100
tî,鋤,100
mê,鋩,100
thuî,錘,100
gìm,錦,100
gím,錦,100
siah,錫,100
tshiah,鍤,100
tsing,鍾,100
pio,鏢,100
siak,鑠,100
tshîm,鑱,100
lòng,閬,100
hâng,降,100
niā,陵,100
iûnn,陽,100
khiah,隙,100
tsiong,障,100
tsiòng,障,100
lân,零,100
lîng,零,100
tsìn,震,100
song,霜,100
tshiu,鞦,100
pinn,鞭,100
tshian,韆,100
hâi,頦,100
ki,飢,100
û,餘,100
pok,駁,100
tū,駐,100
lî,驢,100
lû,驢,100
song,鬆,100
sàm,鬖,100
tshiunn,鯧,100
tshi,鰓,100
kuè,鱖,100
kè,鱖,100
uan,鴛,100
iunn,鴦,100
ho̍h,鶴,100
ing,鸚,100
kî,麒,100
hu,麩,100
phoo,麩,100
giàng,齴,100
phiāng,龐,100
tsi̍p,𠯗,100
mooh,𢯾,100
siānn,𣛮,100
siān,𤺪,100
phiat,𥐵,100
phín,𥰔,100
thún,𧿬,100
phu̍t,𧿳,100
uáinn,𨂿,100
khiū,𩚨,100
ngóo,𩵱,100
tāi,𩸙,100
ná,林,99
u,烏,98
ah,仔,97
pân,便,97
pâu,包,97
thàn,探,97
māi,賣,95
lóo,勞,94
lō,勞,94
kà,假,93
ki̍k,劇,93
lān,亂,92
koh,哥,92
hin,興,92
luán,軟,90
thut,脫,89
tshui,吹,85
gân,寒,84
thāu,毒,84
bóng,網,84
tôo,塗,77
uànn,案,77
sia̍h,石,76
sián,仙,68
long,龍,67
pî,皮,61
giāng,giāng,50
pháng,pháng,50
hông,㑂,50
thú,㑏,50
hîng,㑞,50
māu,㑤,50
tsi̍t,㑵,50
ba̍t,㑻,50
iong,㒕,50
tsn̂g,㒰,50
tsuînn,㒰,50
tok,㓸,50
kong,㓻,50
ap,㔩,50
ián,㕣,50
áu,㕭,50
hú,㕮,50
hong,㕼,50
tsiu,㖄,50
kin,㚬,50
kun,㚬,50
i,㛄,50
tshàn,㛑,50
bám,㛧,50
am,㛺,50
í,㝢,50
ú,㝢,50
thuí,㞂,50
ku,㞐,50
tsîm,㞥,50
kong,㟵,50
hong,㠦,50
hān,㢃,50
bî,㣲,50
iok,㤢,50
mau,㧌,50
khê,㧎,50
tu,㧣,50
nái,㧱,50
tok,㧻,50
tàng,㨂,50
tòng,㨂,50
tsang,㨑,50
liû,㨨,50
hainnh,㨪,50
ba̍t,㨸,50
ku,㪺,50
hu,㭪,50
iû,㳺,50
bî,㵟,50
ap,㷈,50
ia̍p,㷈,50
thui,㷟,50
tsau,㷮,50
hong,㸼,50
thu,㻬,50
iong,㻾,50
kong,㽘,50
ian,㾓,50
kông,㾠,50
thuí,㾽,50
siam,䀐,50
ku,䀠,50
hong,䀱,50
au,䁱,50
hông,䂫,50
hông,䃔,50
iong,䄃,50
hông,䆖,50
hông,䉺,50
bîng,䊅,50
kiān,䊕,50
tsiū,䊘,50
hîng,䊺,50
huân,䌓,50
hòng,䌙,50
hóng,䌙,50
tok,䐁,50
tsit,䐈,50
ióng,䑆,50
tsha,䑡,50
gôo,䓊,50
bâu,䓮,50
hu,䓵,50
siau,䔥,50
sio,䔥,50
hù,䔰,50
ka,䕒,50
bî,䕳,50
thenn,䖙,50
bîng,䖟,50
khut,䖦,50
thē,䖳,50
bí,䖹,50
ióng,䖹,50
tiông,䗅,50
ian,䗡,50
kap,䘥,50
uán,䘼,50
uínn,䘼,50
kián,䙭,50
kong,䚗,50
hīng,䛭,50
tshau,䜈,50
bāi,䜕,50
hông,䜶,50
bông,䝉,50
ku,䝻,50
iàn,䞁,50
ián,䞁,50
thong,䞶,50
ak,䠎,50
tshê,䠡,50
hù,䣱,50
hù,䣴,50
am,䤃,50
bîng,䥰,50
at,䦪,50
hong,䦭,50
tsiu,䨂,50
tshán,䩆,50
àm,䬓,50
bí,䭧,50
hông,䭰,50
at,䯉,50
hîng,䯒,50
at,䰲,50
kong,䰸,50
iong,䱀,50
bí,䱊,50
kui,䲅,50
iân,䳒,50
bîng,䳟,50
hu,䴸,50
thong,䵯,50
hû,䵾,50
khó,丂,50
bān,万,50
tiāng,丈,50
tiōnn,丈,50
tiǔnn,丈,50
tshiōnn,上,50
tshiǔnn,上,50
tsiōnn,上,50
tsiǔnn,上,50
ki,丌,50
kì,丌,50
kî,丌,50
bián,丏,50
kat,丐,50
kài,丐,50
phi,丕,50
khiu,丘,50
khu,丘,50
piánn,丙,50
píng,丙,50
sîng,丞,50
tiu,丟,50
lióng,両,50
iú,丣,50
lióng,两,50
khún,丨,50
kiu,丩,50
kò,个,50
kòo,个,50
ting,中,50
kik,丮,50
hong,丰,50
kài,丰,50
kuàn,丱,50
tshuìnn,串,50
sán,丳,50
tshiok,丵,50
huân,丸,50
tom,丼,50
tsíng,丼,50
tôm,丼,50
phuat,丿,50
hut,乀,50
lia̍t,乀,50
gāi,乂,50
ngāi,乂,50
tshē,乂,50
nái,乃,50
kiú,乆,50
tik,乇,50
tsik,乇,50
iau,么,50
io,么,50
tsà,乍,50
tsànn,乍,50
tsā,乍,50
honnh,乎,50
hoo,乎,50
ha̍t,乏,50
hua̍t,乏,50
piàng,乓,50
sîng,乘,50
sīng,乘,50
it,乙,50
mih,乜,50
tsiat,乜,50
iá,也,50
ā,也,50
ki,乩,50
luān,乱,50
gí,乳,50
jí,乳,50
lú,乳,50
tsiá,乸,50
kan,乹,50
khiân,乹,50
khiân,乾,50
thai,乿,50
tî,乿,50
tī,乿,50
kuat,亅,50
hǒo,予,50
í,予,50
î,予,50
ú,予,50
û,予,50
tsing,争,50
sīr,事,50
sǐr,事,50
gī,二,50
tshiok,亍,50
i,于,50
u,于,50
î,于,50
û,于,50
în,云,50
ûn,云,50
ki,亓,50
kì,亓,50
kî,亓,50
gǒo,五,50
tsíng,井,50
huân,亘,50
khìng,亙,50
kìng,亙,50
sia,些,50
a,亜,50
à,亜,50
à,亞,50
khì,亟,50
kik,亟,50
khong,亢,50
khòng,亢,50
tuā,亣,50
kiau,交,50
ia̍h,亦,50
hing,亨,50
king,京,50
tân,亭,50
liāng,亮,50
liōng,亮,50
tsin,亲,50
po̍k,亳,50
thán,亶,50
tian,亶,50
tsian,亶,50
tán,亶,50
liâm,亷,50
bí,亹,50
bûn,亹,50
gîn,人,50
ji̍p,亼,50
tsi̍p,亼,50
si̍p,什,50
gîn,仁,50
li̍k,仂,50
ting,仃,50
tsik,仄,50
hù,仅,50
phak,仆,50
phok,仆,50
kiû,仇,50
pat,仈,50
tsiáng,仉,50
tsióng,仉,50
ping,仌,50
jîng,仍,50
tsú,仔,50
sū,仕,50
tha,他,50
tô,他,50
tôo,他,50
tiāng,仗,50
tiōng,仗,50
hian,仚,50
thok,仛,50
hông,仜,50
kâng,仝,50
tsuân,仝,50
tâng,仝,50
tông,仝,50
jīm,仞,50
tshian,仟,50
git,仡,50
gut,仡,50
gu̍t,仡,50
tsiok,仢,50
huán,仮,50
biáu,仯,50
tshiàu,仯,50
giáng,仰,50
ióng,仰,50
khiâm,仱,50
tiōng,仲,50
pí,仳,50
pî,仳,50
gua̍t,仴,50
ngóo,仵,50
kài,价,50
iáu,仸,50
hong,仹,50
gîm,任,50
gīm,任,50
jîm,任,50
lîm,任,50
ông,仼,50
tsiong,伀,50
phài,伂,50
î,伃,50
û,伃,50
tiàu,伄,50
tún,伅,50
bún,伆,50
i̍k,伇,50
sím,伈,50
khòng,伉,50
kong,伉,50
ī,伊,50
khip,伋,50
kip,伋,50
ài,伌,50
kî,伎,50
kī,伎,50
ho̍k,伏,50
hua̍h,伐,50
hua̍t,伐,50
huā,伐,50
tsiòng,众,50
iu,优,50
thīn,伨,50
hiân,伭,50
lôo,伮,50
pik,伯,50
ní,伱,50
ní,伲,50
siat,伳,50
phuān,伴,50
hik,伵,50
hiù,伵,50
líng,伶,50
lîng,伶,50
tshng,伸,50
su,伺,50
sū,伺,50
phing,伻,50
sū,似,50
ka,伽,50
kiâ,伽,50
phi,伾,50
huì,佀,50
sū,佀,50
tsing,佂,50
māi,佅,50
niā,但,50
thí,佇,50
thú,佇,50
tīr,佇,50
tū,佇,50
tǐr,佇,50
khu,佉,50
sú,佌,50
tshú,佌,50
te,低,50
tsò,佐,50
tsòo,佐,50
iong,佒,50
iòng,佒,50
ióng,佒,50
pūn,体,50
thé,体,50
tsiàm,佔,50
hôo,何,50
pit,佖,50
pi̍t,佖,50
tah,佗,50
thò,佗,50
thō,佗,50
tio̍h,佗,50
tá,佗,50
tô,佗,50
siâ,佘,50
sû,余,50
tôo,余,50
î,余,50
û,余,50
i̍k,佚,50
tia̍t,佚,50
khòo,佝,50
kòo,佝,50
līn,佞,50
tong,佟,50
tông,佟,50
jínn,你,50
jú,你,50
lír,你,50
lú,你,50
ní,你,50
sian,佡,50
kū,佢,50
phuè,佩,50
ho̍k,佫,50
liâu,佬,50
ló,佬,50
hâng,佭,50
iông,佯,50
pah,佰,50
pik,佰,50
huat,佱,50
bíng,佲,50
jī,佴,50
nāi,佴,50
kiat,佶,50
hîng,佷,50
hua̍t,佸,50
kuat,佸,50
khuí,佹,50
kui,佹,50
kuí,佹,50
tshuan,佺,50
tsuân,佺,50
iâu,佻,50
thiau,佻,50
tiáu,佻,50
tiâu,佻,50
káu,佼,50
tshù,佽,50
i̍k,佾,50
sù,使,50
hîng,侀,50
sin,侁,50
thok,侂,50
to̍k,侂,50
khán,侃,50
ti̍t,侄,50
tsit,侄,50
kai,侅,50
tshí,侈,50
khu,侉,50
khua,侉,50
kong,侊,50
lī,例,50
im,侌,50
sāi,侍,50
sī,侍,50
sū,侍,50
bi,侎,50
mi,侎,50
tsu,侏,50
huì,侐,50
iū,侑,50
an,侒,50
lu̍t,侓,50
bôo,侔,50
jî,侕,50
lûn,侖,50
thong,侗,50
thóng,侗,50
tong,侗,50
tông,侗,50
thi̍k,侘,50
thà,侘,50
tshà,侘,50
sùn,侚,50
kiòng,供,50
kìng,供,50
tsiu,侜,50
jû,侞,50
bú,侮,50
hiô,侯,50
hâu,侯,50
hôo,侯,50
khún,侰,50
tsin,侲,50
tsìn,侲,50
tshò,侳,50
tso,侳,50
lū,侶,50
kio̍k,侷,50
thiānn,侹,50
thíng,侹,50
sīm,侺,50
thuat,侻,50
lâm,侽,50
hau,侾,50
piân,便,50
thuí,俀,50
gú,俁,50
gô,俄,50
ngôo,俄,50
kiû,俅,50
kòng,俇,50
kông,俇,50
khok,俈,50
gōo,俉,50
tsùn,俊,50
ip,俋,50
hú,俌,50
liông,俍,50
liōng,俍,50
lāng,俍,50
tsóo,俎,50
tshio,俏,50
tshiàu,俏,50
lī,俐,50
ióng,俑,50
thòng,俑,50
hūn,俒,50
kìng,俓,50
hián,俔,50
sàm,俕,50
phué,俖,50
puē,俖,50
sio̍h,俗,50
hu,俘,50
hi,俙,50
lí,俚,50
bián,俛,50
hú,俛,50
póo,保,50
pór,保,50
jî,俞,50
jû,俞,50
lû,俞,50
kî,俟,50
sū,俟,50
kiap,俠,50
ki,俥,50
ku,俥,50
hú,俯,50
hō,俰,50
khū,俱,50
ki,俱,50
ku,俱,50
hāu,俲,50
pai,俳,50
pâi,俳,50
tsián,俴,50
piáu,俵,50
siok,俶,50
thik,俶,50
tshiok,俶,50
huí,俷,50
hōng,俸,50
iam,俺,50
iàm,俺,50
pī,俻,50
io̍k,俼,50
tsiok,俼,50
him,俽,50
phi,俾,50
pi,俾,50
pī,俾,50
tiông,倀,50
tshîng,倀,50
kiū,倃,50
hâu,倄,50
tsut,倅,50
lióng,倆,50
uán,倇,50
lâi,倈,50
lāi,倈,50
tshong,倉,50
kòo,個,50
kuan,倌,50
kuann,倌,50
pē,倍,50
pēr,倍,50
pěr,倍,50
thián,倎,50
siok,倏,50
suā,倏,50
bûn,們,50
būn,們,50
tòo,倒,50
tòr,倒,50
tóo,倒,50
tór,倒,50
tâm,倓,50
tām,倓,50
ku̍t,倔,50
suî,倕,50
pîng,倗,50
thóng,倘,50
hiō,候,50
hōo,候,50
khi,倛,50
thik,倜,50
tiû,倜,50
kàn,倝,50
kiāng,倞,50
kiōng,倞,50
kīng,倞,50
liōng,倞,50
tsià,借,50
hui,倠,50
tshiang,倡,50
tshiong,倡,50
tshiàng,倡,50
tshiòng,倡,50
tsiap,倢,50
tsia̍p,倢,50
tsia̍t,倢,50
hóng,倣,50
khong,倥,50
khòng,倥,50
khóng,倥,50
kuān,倦,50
tsong,倧,50
kì,倨,50
kù,倨,50
tshiàn,倩,50
tshìng,倩,50
guê,倪,50
gê,倪,50
tok,倬,50
e,倭,50
ui,倭,50
huá,倮,50
kó,倮,50
siông,倯,50
lîng,倰,50
līng,倰,50
hún,倱,50
hūn,倱,50
tòng,倲,50
tsù,倳,50
ing,偀,50
tsian,偂,50
tsián,偂,50
luān,偄,50
tsióng,偅,50
tshún,偆,50
kè,假,50
khì,偈,50
kiat,偈,50
kia̍t,偈,50
í,偊,50
ú,偊,50
píng,偋,50
pīng,偋,50
jiá,偌,50
juā,偌,50
luā,偌,50
tê,偍,50
ue,偎,50
gān,偐,50
hong,偑,50
thóng,偒,50
ak,偓,50
òo,偓,50
go̍k,偔,50
kai,偕,50
tshiá,偖,50
tshé,偖,50
síng,偗,50
tserè,做,50
tsòr,做,50
tshap,偛,50
puē,偝,50
ia̍p,偞,50
hông,偟,50
iáu,偠,50
tiám,偡,50
tshiàu,偢,50
tshiù,偢,50
iam,偣,50
iû,偤,50
tshi,偨,50
hū,偩,50
pik,偪,50
tī,偫,50
biān,偭,50
tship,偮,50
siat,偰,50
su,偲,50
tshai,偲,50
tuan,偳,50
tshik,側,50
gió,偶,50
thio,偷,50
thoo,偷,50
tsa,偺,50
tsím,偺,50
guī,偽,50
khuí,傀,50
kui,傀,50
tí,傂,50
sòo,傃,50
hat,傄,50
hù,傅,50
pòo,傅,50
jióng,傇,50
jiông,傇,50
lik,傈,50
lo̍k,傉,50
káng,傋,50
bé,傌,50
mā,傌,50
pn̄g,傍,50
pōng,傍,50
tian,傎,50
hó,傐,50
hê,傒,50
khiàm,傔,50
khiām,傔,50
kak,傕,50
khak,傕,50
tshing,傖,50
tshong,傖,50
tsong,傖,50
thiok,傗,50
sàn,傘,50
hāu,傚,50
ióng,傛,50
iông,傛,50
iâu,傜,50
thap,傝,50
so,傞,50
áng,傟,50
ka,傢,50
tsham,傪,50
luí,傫,50
luī,傫,50
iông,傭,50
tshiong,傭,50
tso,傮,50
tsóng,傯,50
pîng,傰,50
sióng,傱,50
tsiông,傱,50
gō,傲,50
ngōo,傲,50
thuînn,傳,50
tn̂g,傳,50
tuân,傳,50
tshiok,傶,50
tshok,傶,50
siang,傷,50
sionn,傷,50
tshióng,傸,50
thè,傺,50
sá,傻,50
hàn,傼,50
tsiong,傽,50
ian,傿,50
iàn,傿,50
siat,僁,50
lôo,僂,50
lú,僂,50
phiau,僄,50
phiàu,僄,50
kín,僅,50
kīn,僅,50
lián,僆,50
liān,僆,50
nuā,僆,50
lio̍k,僇,50
bān,僈,50
tshiam,僉,50
sian,僊,50
thàm,僋,50
siàn,僎,50
tsun,僎,50
tsuān,僎,50
tshiāng,像,50
tshiōnn,像,50
khún,僒,50
tuê,僓,50
tsún,僔,50
po̍k,僕,50
hi,僖,50
lô,僗,50
lō,僗,50
kong,僙,50
khi,僛,50
tshan,僝,50
han,僠,50
huan,僠,50
phuan,僠,50
tshuàn,僢,50
tshún,僢,50
thiat,僣,50
tshiàm,僣,50
siān,僤,50
tān,僤,50
giâu,僥,50
iâu,僥,50
kiau,僥,50
tsiū,僦,50
sing,僧,50
tsing,僧,50
hùn,僨,50
hún,僨,50
phun,僨,50
hán,僩,50
kuat,僪,50
ok,僫,50
oo,僫,50
orh,僫,50
òo,僫,50
tsiau,僬,50
tshiàm,僭,50
tong,僮,50
tông,僮,50
lín,僯,50
lîn,僯,50
po̍k,僰,50
hōo,僱,50
kòo,僱,50
khiong,僵,50
kiang,僵,50
kiong,僵,50
bín,僶,50
ia̍p,僷,50
kìm,僸,50
kà,價,50
tshiáu,僺,50
phik,僻,50
hong,僼,50
tshiu,僽,50
tsoo,僽,50
ài,僾,50
sì,僿,50
tsùn,儁,50
lông,儂,50
siân,儃,50
siān,儃,50
ik,億,50
tong,儅,50
tòng,儅,50
kíng,儆,50
huân,儇,50
kuè,儈,50
tshóo,儊,50
tshù,儊,50
tam,儋,50
hiau,儌,50
kiáu,儌,50
pìn,儐,50
gam,儑,50
jî,儒,50
jû,儒,50
lû,儒,50
tâi,儓,50
tiû,儔,50
tse,儕,50
tshâi,儕,50
lâm,儖,50
gí,儗,50
tsín,儘,50
tsīn,儘,50
bîng,儚,50
bú,儛,50
sióng,償,50
lia̍p,儠,50
luí,儡,50
lū,儢,50
khòng,儣,50
pò,儤,50
io̍k,儥,50
phiau,儦,50
tshin,儭,50
tshìn,儭,50
li̍k,儮,50
láng,儱,50
lóng,儱,50
thî,儲,50
thû,儲,50
tî,儲,50
tû,儲,50
sâm,儳,50
tshâm,儳,50
jiông,儴,50
siong,儴,50
siok,儵,50
huī,儶,50
lî,儷,50
lē,儷,50
lô,儸,50
tsán,儹,50
lô,儺,50
thóng,儻,50
giám,儼,50
luí,儽,50
jîn,儿,50
gut,兀,50
gu̍t,兀,50
tiō,兆,50
sin,先,50
kuinn,光,50
tuê,兊,50
tuē,兌,50
thòo,兎,50
gî,児,50
jî,児,50
lî,児,50
gî,兒,50
sū,兕,50
ián,兗,50
tóng,党,50
sin,兟,50
king,兢,50
gi̍p,入,50
bông,兦,50
tsuînn,全,50
liáng,兩,50
nióo,兩,50
nňg,兩,50
nōo,兩,50
hê,兮,50
tshiàu,关,50
kì,兾,50
kì,冀,50
king,冂,50
kíng,冂,50
jiám,冉,50
tshik,冊,50
híng,冋,50
tshik,册,50
king,冏,50
kíng,冏,50
mōo,冐,50
tiū,冑,50
koo,冓,50
kòo,冓,50
kóo,冓,50
hu,冔,50
hú,冔,50
bián,冕,50
bi̍k,冖,50
gióng,冗,50
jióng,冗,50
lióng,冗,50
lǐng,冗,50
iû,冘,50
îm,冘,50
bî,冞,50
kuàn,冠,50
thióng,冢,50
khòo,冦,50
hù,冨,50
pù,冨,50
bi̍k,冪,50
ping,冫,50
tong,冬,50
kong,冮,50
hōo,冱,50
tshiong,冲,50
kuat,决,50
hòng,况,50
hóng,况,50
iá,冶,50
bín,冺,50
sián,冼,50
lia̍t,冽,50
bián,凂,50
muí,凂,50
thôo,凃,50
tshe,凄,50
kòo,凅,50
tsīng,凈,50
liông,凉,50
tshìng,凊,50
tiau,凋,50
kiám,减,50
kî,凒,50
lik,凓,50
tsuê,凗,50
khím,凚,50
kìm,凚,50
lím,凜,50
kí,几,50
hān,凡,50
huàn,凢,50
huân,凢,50
ku,凥,50
tshù,処,50
tshú,処,50
hong,凮,50
hóng,凮,50
khái,凱,50
tìng,凳,50
khám,凵,50
tu̍t,凸,50
au,凹,50
neh,凹,50
hâm,凾,50
too,刀,50
tor,刀,50
jīm,刃,50
jīm,刄,50
tshong,刅,50
gē,刈,50
ngāi,刈,50
khan,刋,50
tshún,刌,50
bún,刎,50
táinn,刐,50
tán,刐,50
huâ,划,50
guân,刓,50
kuat,刔,50
gua̍t,刖,50
li̍h,列,50
lâu,刘,50
hut,刜,50
phut,刜,50
tshere,初,50
bín,刡,50
lîng,刢,50
līng,刢,50
tsiong,刣,50
phuàn,判,50
piat,別,50
kiap,刦,50
kiap,刧,50
pâu,刨,50
san,刪,50
piat,别,50
khe,刮,50
kuat,刮,50
kueh,刮,50
kuih,刮,50
tòo,到,50
tshong,刱,50
tshòng,刱,50
ke,刲,50
kuì,刲,50
khua,刳,50
koo,刳,50
tò,刴,50
jī,刵,50
tsì,制,50
suat,刷,50
kuìnn,券,50
tshik,刺,50
tok,剁,50
tò,剁,50
thih,剃,50
thè,剃,50
kíng,剄,50
tshòr,剉,50
siat,削,50
la̍t,剌,50
tsâinn,前,50
tshat,剎,50
tshòng,剏,50
tshok,剒,50
lê,剓,50
lì,剓,50
lē,剓,50
thak,剔,50
thik,剔,50
huì,剕,50
phió,剖,50
phóo,剖,50
tshán,剗,50
tsù,剚,50
kong,剛,50
uan,剜,50
uán,剜,50
pok,剝,50
kí,剞,50
kî,剞,50
tsuat,剟,50
tuat,剟,50
king,剠,50
iám,剡,50
siám,剡,50
iam,剦,50
hi̍k,剨,50
siōng,剩,50
sīn,剩,50
sīng,剩,50
to̍k,剫,50
tōo,剫,50
tuan,剬,50
ok,剭,50
kuánn,剮,50
kat,割,50
gâi,剴,50
kai,剴,50
khái,剴,50
kài,剴,50
sán,剷,50
tshán,剷,50
tsuan,剸,50
tsuán,剸,50
hôo,剻,50
phíng,剻,50
phiau,剽,50
phiàu,剽,50
phiáu,剽,50
khio,剾,50
khoo,剾,50
tsâu,剿,50
kuat,劀,50
tsiàu,劁,50
tsiâu,劁,50
khuat,劂,50
hi̍k,劃,50
i̍k,劃,50
kia̍k,劇,50
phik,劈,50
liû,劉,50
lâu,劉,50
kuè,劊,50
tsîng,劊,50
kuè,劌,50
kuì,劌,50
uè,劌,50
hok,劐,50
kiàm,劒,50
gē,劓,50
gī,劓,50
pi̍t,劓,50
pī,劓,50
tsit,劕,50
siám,劖,50
tshâm,劖,50
bî,劘,50
môo,劘,50
khuàn,劝,50
luat,劣,50
lua̍t,劣,50
hia̍p,劦,50
lóo,努,50
khu,劬,50
kû,劬,50
siāu,劭,50
lô,劳,50
hāu,効,50
khong,劻,50
khiat,劼,50
kiat,劼,50
hik,劾,50
hāi,劾,50
khik,劾,50
khik,勀,50
kìng,勁,50
kīng,勁,50
pu̍t,勃,50
bín,勄,50
thik,勅,50
lông,勆,50
king,勍,50
li̍k,勒,50
bián,勔,50
bín,勔,50
hiok,勖,50
hiok,勗,50
khàm,勘,50
hun,勛,50
sing,勝,50
lôo,勞,50
lōo,勞,50
lio̍k,勠,50
tsik,勣,50
khîrn,勤,50
khûn,勤,50
kióng,勥,50
kiông,勥,50
tshau,勦,50
tsâu,勦,50
īnn,勩,50
kiok,勪,50
hia̍p,勰,50
māi,勱,50
hun,勳,50
lū,勴,50
jiông,勷,50
khuìnn,勸,50
pau,勹,50
tsiok,勺,50
pāu,勽,50
kio,勾,50
koo,勾,50
bu̍t,勿,50
pí,匂,50
kat,匃,50
kài,匃,50
kài,匄,50
tshong,匆,50
hiong,匈,50
kiok,匊,50
iâu,匋,50
tô,匋,50
tō,匋,50
khap,匌,50
pôo,匍,50
ap,匎,50
pâu,匏,50
po̍k,匐,50
tap,匒,50
huà,匕,50
pí,匕,50
huè,化,50
pok,北,50
ló,匘,50
hong,匚,50
hé,匚,50
tsat,匝,50
khòng,匟,50
tshiāng,匠,50
tshiōng,匠,50
tshiōnn,匠,50
tshiǔnn,匠,50
khong,匡,50
ong,匡,50
a̍p,匣,50
kiap,匧,50
jú,匬,50
khuí,匭,50
kuí,匭,50
tan,匰,50
kuī,匱,50
uī,匱,50
liâm,匲,50
suàn,匴,50
phit,匹,50
iàn,匽,50
ián,匽,50
pián,匾,50
li̍k,匿,50
khi,區,50
oo,區,50
sa̍p,卅,50
tsin,升,50
huì,卉,50
huí,卉,50
huī,卉,50
siak,卌,50
bān,卐,50
tok,卓,50
ha̍h,協,50
tsi̍p,卙,50
poh,卜,50
piān,卞,50
ke,卟,50
tsiam,占,50
khá,卡,50
tsa̍h,卡,50
tsa̍p,卡,50
iú,卣,50
iû,卣,50
gō,卧,50
gōo,卧,50
ngōo,卧,50
tsiat,卩,50
gióng,卬,50
gông,卬,50
tsi,卮,50
huî,危,50
luî,危,50
uî,危,50
siāu,卲,50
siō,卲,50
khioh,却,50
khiok,却,50
luán,卵,50
nuī,卵,50
nňg,卵,50
kuán,卷,50
kuìnn,卷,50
kuínn,卷,50
kǹg,卷,50
sut,卹,50
khiak,卻,50
gut,卼,50
tsik,卽,50
khing,卿,50
gān,厂,50
hàn,厂,50
ik,厄,50
gān,厈,50
ngá,厊,50
tsí,厎,50
tí,厎,50
tsik,厏,50
tsà,厏,50
gâi,厓,50
tsit,厔,50
bâng,厖,50
pâng,厖,50
sià,厙,50
hiō,厚,50
hōo,厚,50
kǎu,厚,50
tsui,厜,50
tshok,厝,50
tshòo,厝,50
huì,厞,50
tshè,厠,50
khuat,厥,50
hā,厦,50
kiù,厩,50
kì,厩,50
ngôo,厫,50
khuí,厬,50
kuí,厬,50
iam,厭,50
iàm,厭,50
iàn,厭,50
lē,厲,50
iám,厴,50
bóo,厶,50
su,厶,50
king,厷,50
jiú,厹,50
kiû,厹,50
khu,厺,50
khù,厺,50
khú,厺,50
khìr,去,50
khù,去,50
sam,叁,50
sam,參,50
serm,參,50
song,參,50
tsham,叅,50
tsha,叉,50
sang,双,50
siang,双,50
song,双,50
puínn,反,50
páinn,反,50
pán,反,50
jio̍k,叒,50
siok,叔,50
tuat,叕,50
tshí,取,50
hâ,叚,50
ká,叚,50
puān,叛,50
sió,叟,50
sóo,叟,50
juē,叡,50
luē,叡,50
tsâng,叢,50
tsông,叢,50
khió,口,50
khóo,口,50
ler,叨,50
lir,叨,50
lo,叨,50
lor,叨,50
lu,叨,50
tho,叨,50
khiò,叩,50
khòo,叩,50
kiàu,叫,50
pah,叭,50
phuat,叭,50
tìng,叮,50
khónn,可,50
khór,可,50
thai,台,50
thik,叱,50
sái,史,50
kiû,叴,50
phó,叵,50
hia̍p,叶,50
ia̍p,叶,50
hô,号,50
li̍k,叻,50
thiáu,叼,50
hong,叿,50
hông,叿,50
be,吀,50
bí,吀,50
me,吀,50
mi,吀,50
gut,吃,50
khik,吃,50
khit,吃,50
iau,吆,50
kah,合,50
jì,吉,50
tshùn,吋,50
hiōr,后,50
hōo,后,50
lī,吏,50
hiàng,向,50
tshia,吒,50
tshà,吒,50
līn,吝,50
huī,吠,50
puǐ,吠,50
tshìm,吢,50
tshìm,吣,50
phóo,吥,50
phí,否,50
tûn,吨,50
huan,吩,50
hun,吩,50
gô,吪,50
ngôo,吪,50
kânn,含,50
gín,听,50
thìng,听,50
hông,吭,50
khngh,吭,50
khòng,吭,50
khóng,吭,50
tsn̄g,吮,50
tsuīnn,吮,50
tsňg,吮,50
ún,吮,50
hông,吰,50
khì,吱,50
tsi,吱,50
gôo,吳,50
