hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo
埤,pī,50,pī,pi7,pi7,pi,pi,,,True
埤,pǐ,50,pǐ,pi6,pi6,pi,pi,,,True
埭,tēr,50,tēr,ter7,ter7,ter,ter,,,True
埵,tóo,50,tó͘,too2,too2,too,too,,,True
培,piō,50,piō,pio7,pio7,pio,pio,,,True
培,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True
培,pē,50,pē,pe7,pe7,pe,pe,,,True
培,pēr,50,pēr,per7,per7,per,per,,,True
培,pěr,50,pěr,per6,per6,per,per,,,True
基,kere,50,kere,kere1,kere1,kere,kere,,,True
基,kue,50,koe,kue1,koe1,kue,koe,,,True
堇,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True
堇,khûn,50,khûn,khun5,khun5,khun,khun,,,True
堛,phe̍h,50,phe̍h,pheh8,pheh8,pheh,pheh,,,True
堛,phe̍rh,50,phe̍rh,pherh8,pherh8,pherh,pherh,,,True
堝,e,50,e,e1,e1,e,e,,,True
堝,er,50,er,er1,er1,er,er,,,True
堲,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
堲,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
塣,tīng,50,tēng,ting7,teng7,ting,teng,,,True
塣,tǐng,50,těng,ting6,teng6,ting,teng,,,True
墐,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True
墐,khûn,50,khûn,khun5,khun5,khun,khun,,,True
墓,biō,50,biō,bio7,bio7,bio,bio,,,True
墜,sē,50,sē,se7,se7,se,se,,,True
墜,sēr,50,sēr,ser7,ser7,ser,ser,,,True
墟,hir,50,hir,hir1,hir1,hir,hir,,,True
墠,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True
墡,siān,50,siān,sian7,sian7,sian,sian,,,True
墡,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True
墮,tōo,50,tō͘,too7,too7,too,too,,,True
墮,tǒo,50,tǒ͘,too6,too6,too,too,,,True
墯,tōo,50,tō͘,too7,too7,too,too,,,True
墯,tǒo,50,tǒ͘,too6,too6,too,too,,,True
墾,khírn,50,khírn,khirn2,khirn2,khirn,khirn,,,True
壉,kīr,50,kīr,kir7,kir7,kir,kir,,,True
壉,kū,50,kū,ku7,ku7,ku,ku,,,True
壏,hām,50,hām,ham7,ham7,ham,ham,,,True
壏,hǎm,50,hǎm,ham6,ham6,ham,ham,,,True
壙,khǹg,50,khǹg,khng3,khng3,khng,khng,,,True
壝,uǐ,50,ǔi,ui6,ui6,ui,ui,,,True
壩,pèr,50,pèr,per3,per3,per,per,,,True
士,sīr,50,sīr,sir7,sir7,sir,sir,,,True
士,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
壯,tshuàng,50,chhoàng,tshuang3,chhoang3,tshuang,chhoang,,,True
夂,tí,50,tí,ti2,ti2,ti,ti,,,True
夊,sui,50,sui,sui1,sui1,sui,sui,,,True
夥,hér,50,hér,her2,her2,her,her,,,True
央,irinn,50,iriⁿ,irinn1,irinn1,irinn,irinn,,,True
央,uinn,50,uiⁿ,uinn1,uinn1,uinn,uinn,,,True
夯,hang,50,hang,hang1,hang1,hang,hang,,,True
夯,pūn,50,pūn,pun7,pun7,pun,pun,,,True
夯,pǔn,50,pǔn,pun6,pun6,pun,pun,,,True
夰,hō,50,hō,ho7,ho7,ho,ho,,,True
夰,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
夾,ngereh,50,ngereh,ngereh4,ngereh4,ngereh,ngereh,,,True
奆,kuān,50,koān,kuan7,koan7,kuan,koan,,,True
奆,kuǎn,50,koǎn,kuan6,koan6,kuan,koan,,,True
奉,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
奘,tsǒng,50,chǒng,tsong6,chong6,tsong,chong,,,True
奪,te̍h,50,te̍h,teh8,teh8,teh,teh,,,True
奪,te̍rh,50,te̍rh,terh8,terh8,terh,terh,,,True
如,jîr,50,jîr,jir5,jir5,jir,jir,,,True
如,lîr,50,lîr,lir5,lir5,lir,lir,,,True
妌,tsīng,50,chēng,tsing7,cheng7,tsing,cheng,,,True
妌,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True
妓,kǐ,50,kǐ,ki6,ki6,ki,ki,,,True
妡,herm,50,herm,herm1,herm1,herm,herm,,,True
妤,îr,50,îr,ir5,ir5,ir,ir,,,True
妳,ní,50,ní,ni2,ni2,ni,ni,,,True
妻,tshere,50,chhere,tshere1,chhere1,tshere,chhere,,,True
妻,tshie,50,chhie,tshie1,chhie1,tshie,chhie,,,True
姒,sīr,50,sīr,sir7,sir7,sir,sir,,,True
姒,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
姕,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
姕,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
姖,kīr,50,kīr,kir7,kir7,kir,kir,,,True
姖,kū,50,kū,ku7,ku7,ku,ku,,,True
姖,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
姛,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
姿,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
娊,hiān,50,hiān,hian7,hian7,hian,hian,,,True
娊,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True
婄,piō,50,piō,pio7,pio7,pio,pio,,,True
婄,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True
婞,hǐng,50,hěng,hing6,heng6,hing,heng,,,True
婢,pǐ,50,pǐ,pi6,pi6,pi,pi,,,True
婫,hūn,50,hūn,hun7,hun7,hun,hun,,,True
婫,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
婮,kir,50,kir,kir1,kir1,kir,kir,,,True
婮,ku,50,ku,ku1,ku1,ku,ku,,,True
婸,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
媍,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True
媍,pū,50,pū,pu7,pu7,pu,pu,,,True
媍,pǔ,50,pǔ,pu6,pu6,pu,pu,,,True
媑,tiōng,50,tiōng,tiong7,tiong7,tiong,tiong,,,True
媑,tiǒng,50,tiǒng,tiong6,tiong6,tiong,tiong,,,True
媠,tōo,50,tō͘,too7,too7,too,too,,,True
媠,tǒo,50,tǒ͘,too6,too6,too,too,,,True
媤,sir,50,sir,sir1,sir1,sir,sir,,,True
媤,su,50,su,su1,su1,su,su,,,True
嫖,phe̍h,50,phe̍h,pheh8,pheh8,pheh,pheh,,,True
嫖,phe̍rh,50,phe̍rh,pherh8,pherh8,pherh,pherh,,,True
嫷,tōo,50,tō͘,too7,too7,too,too,,,True
嫷,tǒo,50,tǒ͘,too6,too6,too,too,,,True
嬜,herm,50,herm,herm1,herm1,herm,herm,,,True
嬜,him,50,him,him1,him1,him,him,,,True
嬤,móo,50,mó͘,moo2,moo2,moo,moo,,,True
嬧,tsīn,50,chīn,tsin7,chin7,tsin,chin,,,True
嬧,tsǐn,50,chǐn,tsin6,chin6,tsin,chin,,,True
嬨,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
嬩,îr,50,îr,ir5,ir5,ir,ir,,,True
嬩,û,50,û,u5,u5,u,u,,,True
孃,niâ,50,niâ,nia5,nia5,nia,nia,,,True
孃,niû,50,niû,niu5,niu5,niu,niu,,,True
孖,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
字,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True
孜,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
孳,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
孶,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
孶,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
宁,tīr,50,tīr,tir7,tir7,tir,tir,,,True
宁,tū,50,tū,tu7,tu7,tu,tu,,,True
宁,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True
宙,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True
尹,írn,50,írn,irn2,irn2,irn,irn,,,True
尺,tshē,50,chhē,tshe7,chhe7,tshe,chhe,,,True
尺,tshě,50,chhě,tshe6,chhe6,tshe,chhe,,,True
屢,lír,50,lír,lir2,lir2,lir,lir,,,True
屮,thiat,50,thiat,thiat4,thiat4,thiat,thiat,,,True
岠,kīr,50,kīr,kir7,kir7,kir,kir,,,True
岠,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
岨,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
岨,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
岨,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True
岨,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
岨,tsǐr,50,chǐr,tsir6,chir6,tsir,chir,,,True
岵,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
峊,hū,50,hū,hu7,hu7,hu,hu,,,True
峊,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True
峎,gírn,50,gírn,girn2,girn2,girn,girn,,,True
峎,gún,50,gún,gun2,gun2,gun,gun,,,True
峙,tī,50,tī,ti7,ti7,ti,ti,,,True
峙,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
峴,hiān,50,hiān,hian7,hian7,hian,hian,,,True
峴,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True
峾,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True
峾,gûn,50,gûn,gun5,gun5,gun,gun,,,True
峿,gír,50,gír,gir2,gir2,gir,gir,,,True
峿,gú,50,gú,gu2,gu2,gu,gu,,,True
崌,kir,50,kir,kir1,kir1,kir,kir,,,True
崵,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
崻,tī,50,tī,ti7,ti7,ti,ti,,,True
崻,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
嵀,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
嵀,tsǔ,50,chǔ,tsu6,chu6,tsu,chu,,,True
嵈,uān,50,oān,uan7,oan7,uan,oan,,,True
嵈,uǎn,50,oǎn,uan6,oan6,uan,oan,,,True
嵗,hè,50,hè,he3,he3,he,he,,,True
嵗,hèr,50,hèr,her3,her3,her,her,,,True
嵗,suè,50,sòe,sue3,soe3,sue,soe,,,True
嵣,tōng,50,tōng,tong7,tong7,tong,tong,,,True
嵣,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
嵫,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
嵯,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
嵳,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
嵾,tsherm,50,chherm,tsherm1,chherm1,tsherm,chherm,,,True
嵾,tshim,50,chhim,tshim1,chhim1,tshim,chhim,,,True
嶜,tserm,50,cherm,tserm1,cherm1,tserm,cherm,,,True
嶜,tsim,50,chim,tsim1,chim1,tsim,chim,,,True
嶞,tōo,50,tō͘,too7,too7,too,too,,,True
嶞,tǒo,50,tǒ͘,too6,too6,too,too,,,True
嶰,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True
嶵,tsuē,50,chōe,tsue7,choe7,tsue,choe,,,True
嶵,tsuě,50,chǒe,tsue6,choe6,tsue,choe,,,True
巨,kīr,50,kīr,kir7,kir7,kir,kir,,,True
巨,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
差,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
差,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
巳,sīr,50,sīr,sir7,sir7,sir,sir,,,True
巳,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
市,tshǐ,50,chhǐ,tshi6,chhi6,tshi,chhi,,,True
布,piò,50,piò,pio3,pio3,pio,pio,,,True
帍,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True
帍,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
帤,jîr,50,jîr,jir5,jir5,jir,jir,,,True
帤,lîr,50,lîr,lir5,lir5,lir,lir,,,True
帤,lû,50,lû,lu5,lu5,lu,lu,,,True
幌,hōng,50,hōng,hong7,hong7,hong,hong,,,True
幌,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
幓,serm,50,serm,serm1,serm1,serm,serm,,,True
幓,sim,50,sim,sim1,sim1,sim,sim,,,True
幸,hǐng,50,hěng,hing6,heng6,hing,heng,,,True
庉,tūn,50,tūn,tun7,tun7,tun,tun,,,True
庉,tǔn,50,tǔn,tun6,tun6,tun,tun,,,True
序,sīr,50,sīr,sir7,sir7,sir,sir,,,True
序,sǐ,50,sǐ,si6,si6,si,si,,,True
序,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
底,tīr,50,tīr,tir7,tir7,tir,tir,,,True
底,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
底,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True
店,tirìnn,50,tìriⁿ,tirinn3,tirinn3,tirinn,tirinn,,,True
店,tuìnn,50,tùiⁿ,tuinn3,tuinn3,tuinn,tuinn,,,True
店,tàinn,50,tàiⁿ,tainn3,tainn3,tainn,tainn,,,True
庤,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
座,tsǒ,50,chǒ,tso6,cho6,tso,cho,,,True
座,tsǒo,50,chǒ͘,tsoo6,choo6,tsoo,choo,,,True
庶,sìr,50,sìr,sir3,sir3,sir,sir,,,True
廈,hǎ,50,hǎ,ha6,ha6,ha,ha,,,True
廈,ē,50,ē,e7,e7,e,e,,,True
廈,ě,50,ě,e6,e6,e,e,,,True
廝,sir,50,sir,sir1,sir1,sir,sir,,,True
廞,herm,50,herm,herm1,herm1,herm,herm,,,True
廬,lîr,50,lîr,lir5,lir5,lir,lir,,,True
弅,hūn,50,hūn,hun7,hun7,hun,hun,,,True
弅,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
弆,kír,50,kír,kir2,kir2,kir,kir,,,True
弆,kú,50,kú,ku2,ku2,ku,ku,,,True
弓,kirn,50,kirn,kirn1,kirn1,kirn,kirn,,,True
弜,kiōng,50,kiōng,kiong7,kiong7,kiong,kiong,,,True
弜,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong,,,True
弩,lǒo,50,lǒ͘,loo6,loo6,loo,loo,,,True
強,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong,,,True
彆,piat,50,piat,piat4,piat4,piat,piat,,,True
彊,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong,,,True
彐,kè,50,kè,ke3,ke3,ke,ke,,,True
彑,kè,50,kè,ke3,ke3,ke,ke,,,True
彝,î,50,î,i5,i5,i,i,,,True
彡,sam,50,sam,sam1,sam1,sam,sam,,,True
待,thǎi,50,thǎi,thai6,thai6,thai,thai,,,True
很,hírn,50,hírn,hirn2,hirn2,hirn,hirn,,,True
徐,tshîr,50,chhîr,tshir5,chhir5,tshir,chhir,,,True
徐,tshû,50,chhû,tshu5,chhu5,tshu,chhu,,,True
得,lè,50,lè,le3,le3,le,le,,,True
得,lèr,50,lèr,ler3,ler3,ler,ler,,,True
徛,khā,50,khā,kha7,kha7,kha,kha,,,True
徛,khǎ,50,khǎ,kha6,kha6,kha,kha,,,True
徛,kī,50,kī,ki7,ki7,ki,ki,,,True
徛,kǐ,50,kǐ,ki6,ki6,ki,ki,,,True
御,gīr,50,gīr,gir7,gir7,gir,gir,,,True
徥,sî,50,sî,si5,si5,si,si,,,True
徥,sī,50,sī,si7,si7,si,si,,,True
徥,sǐ,50,sǐ,si6,si6,si,si,,,True
微,bê,50,bê,be5,be5,be,be,,,True
微,bêr,50,bêr,ber5,ber5,ber,ber,,,True
忄,sim,50,sim,sim1,sim1,sim,sim,,,True
快,kherè,50,khère,khere3,khere3,khere,khere,,,True
快,kherē,50,khēre,khere7,khere7,khere,khere,,,True
快,khirìnn,50,khìriⁿ,khirinn3,khirinn3,khirinn,khirinn,,,True
快,khuè,50,khòe,khue3,khoe3,khue,khoe,,,True
快,khuē,50,khōe,khue7,khoe7,khue,khoe,,,True
快,khē,50,khē,khe7,khe7,khe,khe,,,True
忬,īr,50,īr,ir7,ir7,ir,ir,,,True
忬,ū,50,ū,u7,u7,u,u,,,True
忻,herm,50,herm,herm1,herm1,herm,herm,,,True
怇,kīr,50,kīr,kir7,kir7,kir,kir,,,True
怇,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
怉,phō,50,phō,pho7,pho7,pho,pho,,,True
怉,phǒ,50,phǒ,pho6,pho6,pho,pho,,,True
怎,tsirínn,50,chíriⁿ,tsirinn2,chirinn2,tsirinn,chirinn,,,True
怎,tsuínn,50,chúiⁿ,tsuinn2,chuinn2,tsuinn,chuinn,,,True
怎,tsérm,50,chérm,tserm2,cherm2,tserm,cherm,,,True
怙,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
怙,kǒo,50,kǒ͘,koo6,koo6,koo,koo,,,True
怚,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True
怚,tsù,50,chù,tsu3,chu3,tsu,chu,,,True
怚,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True
怚,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
怚,tsǐr,50,chǐr,tsir6,chir6,tsir,chir,,,True
思,sir,50,sir,sir1,sir1,sir,sir,,,True
思,sìr,50,sìr,sir3,sir3,sir,sir,,,True
怠,tǎi,50,tǎi,tai6,tai6,tai,tai,,,True
怹,in,50,in,in1,in1,in,in,,,True
恀,sī,50,sī,si7,si7,si,si,,,True
恀,sǐ,50,sǐ,si6,si6,si,si,,,True
恀,tsí,50,chí,tsi2,chi2,tsi,chi,,,True
恃,sǐ,50,sǐ,si6,si6,si,si,,,True
恕,sìr,50,sìr,sir3,sir3,sir,sir,,,True
恖,sir,50,sir,sir1,sir1,sir,sir,,,True
恖,su,50,su,su1,su1,su,su,,,True
恖,sìr,50,sìr,sir3,sir3,sir,sir,,,True
恖,sù,50,sù,su3,su3,su,su,,,True
恣,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True
恬,tiǎm,50,tiǎm,tiam6,tiam6,tiam,tiam,,,True
悆,īr,50,īr,ir7,ir7,ir,ir,,,True
悆,ū,50,ū,u7,u7,u,u,,,True
悌,tě,50,tě,te6,te6,te,te,,,True
悎,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
悻,hīng,50,hēng,hing7,heng7,hing,heng,,,True
悻,hǐng,50,hěng,hing6,heng6,hing,heng,,,True
惝,tshirínn,50,chhíriⁿ,tshirinn2,chhirinn2,tshirinn,chhirinn,,,True
惝,tshuínn,50,chhúiⁿ,tshuinn2,chhuinn2,tshuinn,chhuinn,,,True
惝,tsháinn,50,chháiⁿ,tshainn2,chhainn2,tshainn,chhainn,,,True
惞,herm,50,herm,herm1,herm1,herm,herm,,,True
惞,him,50,him,him1,him1,him,him,,,True
惰,tǒo,50,tǒ͘,too6,too6,too,too,,,True
惿,sī,50,sī,si7,si7,si,si,,,True
惿,sǐ,50,sǐ,si6,si6,si,si,,,True
愓,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
愢,sai,50,sai,sai1,sai1,sai,sai,,,True
愢,sir,50,sir,sir1,sir1,sir,sir,,,True
愢,su,50,su,su1,su1,su,su,,,True
愰,hōng,50,hōng,hong7,hong7,hong,hong,,,True
愰,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
慇,irn,50,irn,irn1,irn1,irn,irn,,,True
慈,tshîr,50,chhîr,tshir5,chhir5,tshir,chhir,,,True
慈,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
慣,kirìnn,50,kìriⁿ,kirinn3,kirinn3,kirinn,kirinn,,,True
慣,kuìnn,50,kùiⁿ,kuinn3,kuinn3,kuinn,kuinn,,,True
慬,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True
慬,khûn,50,khûn,khun5,khun5,khun,khun,,,True
憚,tǎn,50,tǎn,tan6,tan6,tan,tan,,,True
憤,hūn,50,hūn,hun7,hun7,hun,hun,,,True
憤,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
憪,hân,50,hân,han5,han5,han,han,,,True
憪,hǎn,50,hǎn,han6,han6,han,han,,,True
憺,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
懃,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True
懄,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True
懄,khûn,50,khûn,khun5,khun5,khun,khun,,,True
懅,kīr,50,kīr,kir7,kir7,kir,kir,,,True
懅,kū,50,kū,ku7,ku7,ku,ku,,,True
懇,khírn,50,khírn,khirn2,khirn2,khirn,khirn,,,True
懈,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True
懢,hām,50,hām,ham7,ham7,ham,ham,,,True
懢,hǎm,50,hǎm,ham6,ham6,ham,ham,,,True
懸,kirînn,50,kîriⁿ,kirinn5,kirinn5,kirinn,kirinn,,,True
懸,kuînn,50,kûiⁿ,kuinn5,kuinn5,kuinn,kuinn,,,True
戎,liông,50,liông,liong5,liong5,liong,liong,,,True
戛,khiak,50,khiak,khiak4,khiak4,khiak,khiak,,,True
截,tsere̍h,50,che̍reh,tsereh8,chereh8,tsereh,chereh,,,True
戺,sīr,50,sīr,sir7,sir7,sir,sir,,,True
戺,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
扂,tiǎm,50,tiǎm,tiam6,tiam6,tiam,tiam,,,True
扈,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
扌,siú,50,siú,siu2,siu2,siu,siu,,,True
扌,tshiú,50,chhiú,tshiu2,chhiu2,tshiu,chhiu,,,True
扗,tsāi,50,chāi,tsai7,chai7,tsai,chai,,,True
扗,tsǎi,50,chǎi,tsai6,chai6,tsai,chai,,,True
扙,tiōng,50,tiōng,tiong7,tiong7,tiong,tiong,,,True
扙,tiǒng,50,tiǒng,tiong6,tiong6,tiong,tiong,,,True
扮,hūn,50,hūn,hun7,hun7,hun,hun,,,True
扮,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
扯,tshér,50,chhér,tsher2,chher2,tsher,chher,,,True
技,kǐ,50,kǐ,ki6,ki6,ki,ki,,,True
抐,lǎ,50,lǎ,la6,la6,la,la,,,True
抒,sir,50,sir,sir1,sir1,sir,sir,,,True
抒,su,50,su,su1,su1,su,su,,,True
抱,pǒ,50,pǒ,po6,po6,po,po,,,True
抾,khir,50,khir,khir1,khir1,khir,khir,,,True
拒,kīr,50,kīr,kir7,kir7,kir,kir,,,True
拒,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
拫,hîrn,50,hîrn,hirn5,hirn5,hirn,hirn,,,True
拫,hûn,50,hûn,hun5,hun5,hun,hun,,,True
拭,tseh,50,cheh,tseh4,cheh4,tseh,cheh,,,True
拭,tserh,50,cherh,tserh4,cherh4,tserh,cherh,,,True
指,tsirínn,50,chíriⁿ,tsirinn2,chirinn2,tsirinn,chirinn,,,True
挏,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
挐,jîr,50,jîr,jir5,jir5,jir,jir,,,True
挐,lîr,50,lîr,lir5,lir5,lir,lir,,,True
挾,kere̍h,50,ke̍reh,kereh8,kereh8,kereh,kereh,,,True
挾,kue̍h,50,koe̍h,kueh8,koeh8,kueh,koeh,,,True
挾,ngere̍h,50,nge̍reh,ngereh8,ngereh8,ngereh,ngereh,,,True
捋,leh,50,leh,leh4,leh4,leh,leh,,,True
捋,lerh,50,lerh,lerh4,lerh4,lerh,lerh,,,True
据,kir,50,kir,kir1,kir1,kir,kir,,,True
据,ku,50,ku,ku1,ku1,ku,ku,,,True
掃,serè,50,sère,sere3,sere3,sere,sere,,,True
掃,suè,50,sòe,sue3,soe3,sue,soe,,,True
掍,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
揀,kirínn,50,kíriⁿ,kirinn2,kirinn2,kirinn,kirinn,,,True
揀,kuínn,50,kúiⁿ,kuinn2,kuinn2,kuinn,kuinn,,,True
揆,kuī,50,kūi,kui7,kui7,kui,kui,,,True
揆,kuǐ,50,kǔi,kui6,kui6,kui,kui,,,True
提,there̍h,50,the̍reh,thereh8,thereh8,thereh,thereh,,,True
揟,sir,50,sir,sir1,sir1,sir,sir,,,True
搆,kio,50,kio,kio1,kio1,kio,kio,,,True
搆,kiò,50,kiò,kio3,kio3,kio,kio,,,True
摢,thir,50,thir,thir1,thir1,thir,thir,,,True
摢,thu,50,thu,thu1,thu1,thu,thu,,,True
摴,thir,50,thir,thir1,thir1,thir,thir,,,True
摽,piāu,50,piāu,piau7,piau7,piau,piau,,,True
摽,piǎu,50,piǎu,piau6,piau6,piau,piau,,,True
撊,hǎn,50,hǎn,han6,han6,han,han,,,True
撔,hīng,50,hēng,hing7,heng7,hing,heng,,,True
撔,hǐng,50,hěng,hing6,heng6,hing,heng,,,True
撕,si,50,si,si1,si1,si,si,,,True
撕,sir,50,sir,sir1,sir1,sir,sir,,,True
撖,hām,50,hām,ham7,ham7,ham,ham,,,True
撖,hǎm,50,hǎm,ham6,ham6,ham,ham,,,True
撣,tǎn,50,tǎn,tan6,tan6,tan,tan,,,True
撪,pūn,50,pūn,pun7,pun7,pun,pun,,,True
撪,pǔn,50,pǔn,pun6,pun6,pun,pun,,,True
撮,tseh,50,cheh,tseh4,cheh4,tseh,cheh,,,True
撮,tserh,50,cherh,tserh4,cherh4,tserh,cherh,,,True
撮,tsheh,50,chheh,tsheh4,chheh4,tsheh,chheh,,,True
撮,tsherh,50,chherh,tsherh4,chherh4,tsherh,chherh,,,True
撰,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True
擼,lōo,50,lō͘,loo7,loo7,loo,loo,,,True
擼,lǒo,50,lǒ͘,loo6,loo6,loo,loo,,,True
攄,thir,50,thir,thir1,thir1,thir,thir,,,True
攴,phok,50,phok,phok4,phok4,phok,phok,,,True
攵,phok,50,phok,phok4,phok4,phok,phok,,,True
改,keré,50,kére,kere2,kere2,kere,kere,,,True
敍,sīr,50,sīr,sir7,sir7,sir,sir,,,True
敍,sū,50,sū,su7,su7,su,su,,,True
敍,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
敔,gír,50,gír,gir2,gir2,gir,gir,,,True
敘,sīr,50,sīr,sir7,sir7,sir,sir,,,True
敘,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
斦,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True
斦,gûn,50,gûn,gun5,gun5,gun,gun,,,True
斯,sir,50,sir,sir1,sir1,sir,sir,,,True
斳,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn,,,True
斳,khûn,50,khûn,khun5,khun5,khun,khun,,,True
斷,tuǎn,50,toǎn,tuan6,toan6,tuan,toan,,,True
於,ir,50,ir,ir1,ir1,ir,ir,,,True
於,îr,50,îr,ir5,ir5,ir,ir,,,True
旅,lír,50,lír,lir2,lir2,lir,lir,,,True
旋,se,50,se,se1,se1,se,se,,,True
旋,ser,50,ser,ser1,ser1,ser,ser,,,True
旐,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True
旟,îr,50,îr,ir5,ir5,ir,ir,,,True
旟,û,50,û,u5,u5,u,u,,,True
旤,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True
旤,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
旱,hǎn,50,hǎn,han6,han6,han,han,,,True
旱,uǎnn,50,ǒaⁿ,uann6,oann6,uann,oann,,,True
昈,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True
昈,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
昊,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
昏,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
