tl,hanzi,frequency,poj
tē,遰,50,tē
lôo,遱,50,lô͘
lîn,遴,50,lîn
līn,遴,50,līn
jiáu,遶,50,jiáu
jiâu,遶,50,jiâu
u̍t,遹,50,u̍t
i,遺,50,i
go̍k,遻,50,go̍k
gōo,遻,50,gō͘
liâu,遼,50,liâu
kù,遽,50,kù
phiah,避,50,phiah
io,邀,50,io
māi,邁,50,māi
hāi,邂,50,hāi
huān,還,50,hoān
hâinn,還,50,hâiⁿ
hân,還,50,hân
tsian,邅,50,chian
jínn,邇,50,jíⁿ
biáu,邈,50,biáu
lia̍p,邋,50,lia̍p
lō,邏,50,lō
lí,邐,50,lí
ip,邑,50,ip
kī,邔,50,kī
iong,邕,50,iong
hân,邘,50,hân
bông,邙,50,bông
giông,邛,50,giông
kiông,邛,50,kiông
báu,邜,50,báu
pin,邠,50,pin
hong,邡,50,hong
hóng,邡,50,hóng
hîng,邢,50,hêng
lô,那,50,lô
guân,邧,50,goân
tshuan,邨,50,chhoan
tshun,邨,50,chhun
ham,邯,50,ham
hân,邯,50,hân
thai,邰,50,thai
khiu,邱,50,khiu
khu,邱,50,khu
pi̍t,邲,50,pi̍t
pì,邲,50,pì
phi,邳,50,phi
pi,邳,50,pi
pìng,邴,50,pèng
píng,邴,50,péng
siāu,邵,50,siāu
siō,邵,50,siō
puē,邶,50,pōe
tí,邸,50,tí
tsau,邹,50,chau
tse,邹,50,che
tsio,邹,50,chio
tsoo,邹,50,cho͘
ke,邽,50,ke
kui,邽,50,kui
tsu,邾,50,chu
tu,邾,50,tu
hiok,郁,50,hiok
ha̍p,郃,50,ha̍p
khik,郄,50,khek
tsit,郅,50,chit
huân,郇,50,hoân
sûn,郇,50,sûn
hōo,郈,50,hō͘
lang,郎,50,lang
nn̂g,郎,50,nn̂g
iân,郔,50,iân
sîng,郕,50,sêng
hi,郗,50,hi
thi,郗,50,thi
gôo,郚,50,gô͘
ngôo,郚,50,ngô͘
hu,郛,50,hu
khok,郜,50,khok
khò,郜,50,khò
hik,郝,50,hek
hi̍k,郝,50,he̍k
hok,郝,50,hok
sik,郝,50,sek
kiap,郟,50,kiap
kūn,郡,50,kūn
thíng,郢,50,théng
íng,郢,50,éng
pu̍t,郣,50,pu̍t
khik,郤,50,khek
tshe,郪,50,chhe
pì,郫,50,pì
keh,郭,50,keh
kerh,郭,50,kerh
kok,郭,50,kok
tâm,郯,50,tâm
pîn,郱,50,pîn
lâi,郲,50,lâi
gê,郳,50,gê
thim,郴,50,thim
ián,郾,50,ián
bî,郿,50,bî
jio̍k,鄀,50,jio̍k
go̍k,鄂,50,go̍k
jû,鄃,50,jû
su,鄃,50,su
kuàn,鄄,50,koàn
ūn,鄆,50,ūn
hôo,鄇,50,hô͘
hiang,鄉,50,hiang
hionn,鄉,50,hioⁿ
sik,鄎,50,sek
jio̍k,鄏,50,jio̍k
tsìn,鄑,50,chìn
tsau,鄒,50,chau
tse,鄒,50,che
tsio,鄒,50,chio
tsiu,鄒,50,chiu
tsoo,鄒,50,cho͘
oo,鄔,50,o͘
óo,鄔,50,ó͘
ûn,鄖,50,ûn
hō,鄗,50,hō
khau,鄗,50,khau
iông,鄘,50,iông
bo̍k,鄚,50,bo̍k
hu,鄜,50,hu
lo̍k,鄜,50,lo̍k
liáu,鄝,50,liáu
gûn,鄞,50,gûn
khîn,鄞,50,khîn
khûn,鄞,50,khûn
tsuan,鄟,50,choan
hōo,鄠,50,hō͘
ian,鄢,50,ian
tsiong,鄣,50,chiong
tsiòng,鄣,50,chiòng
bân,鄤,50,bân
khiau,鄥,50,khiau
tīng,鄧,50,tēng
sîm,鄩,50,sîm
tsing,鄫,50,cheng
uî,鄬,50,ûi
tīnn,鄭,50,tīⁿ
bōo,鄮,50,bō͘
phuân,鄱,50,phoân
tan,鄲,50,tan
bông,鄳,50,bông
gia̍p,鄴,50,gia̍p
tshò,鄵,50,chhò
kuè,鄶,50,kòe
hong,鄷,50,hong
tsoo,鄹,50,cho͘
khòng,鄺,50,khòng
kóng,鄺,50,kóng
iu,鄾,50,iu
lîng,酃,50,lêng
hê,酅,50,hê
hong,酆,50,hong
tsàn,酇,50,chàn
li̍k,酈,50,le̍k
lê,酈,50,lê
iú,酉,50,iú
tíng,酊,50,téng
siû,酋,50,siû
tsiok,酌,50,chiok
phèr,配,50,phèr
tiū,酎,50,tiū
môo,酕,50,mô͘
tam,酖,50,tam
thìm,酖,50,thìm
tôo,酘,50,tô͘
tô,酡,50,tô
niàu,酢,50,niàu
tshòo,酢,50,chhò͘
tso̍k,酢,50,cho̍k
ham,酣,50,ham
koo,酤,50,ko͘
bíng,酩,50,béng
lo̍k,酪,50,lo̍k
tîng,酲,50,têng
īn,酳,50,īn
tôo,酴,50,tô͘
kà,酵,50,kà
kàu,酵,50,kàu
muî,酶,50,mûi
suan,酸,50,soan
suinn,酸,50,suiⁿ
luī,酹,50,lūi
lio̍k,醁,50,lio̍k
iam,醃,50,iam
tô,醄,50,tô
phue,醅,50,phoe
tsán,醆,50,chán
sûn,醇,50,sûn
tuat,醊,50,toat
thé,醍,50,thé
thê,醍,50,thê
ôo,醐,50,ô͘
tham,醓,50,tham
thám,醓,50,thám
tshiú,醜,50,chhiú
ùn,醞,50,ùn
īng,醟,50,ēng
tsà,醡,50,chà
hái,醢,50,hái
phiáu,醥,50,phiáu
sam,醦,50,sam
tshám,醦,50,chhám
lî,醨,50,lî
lô,醪,50,lô
tsiàng,醬,50,chiàng
tsiòng,醬,50,chiòng
tsiònn,醬,50,chiòⁿ
phok,醭,50,phok
po̍k,醭,50,po̍k
tsiàu,醮,50,chiàu
tsiò,醮,50,chiò
he,醯,50,he
thâm,醰,50,thâm
puat,醱,50,poat
lông,醲,50,lông
lé,醴,50,lé
kio̍k,醵,50,kio̍k
jú,醹,50,jú
jû,醹,50,jû
hun,醺,50,hun
bî,醾,50,bî
bî,醿,50,bî
jiāng,釀,50,jiāng
jiōng,釀,50,jiōng
liōng,釀,50,liōng
hùn,釁,50,hùn
tsiok,釂,50,chiok
tsiàu,釂,50,chiàu
su,釃,50,su
bî,釄,50,bî
giâm,釅,50,giâm
piān,釆,50,piān
iu,釉,50,iu
iū,釉,50,iū
tǎng,重,50,tǎng
liâng,量,50,liâng
liāng,量,50,liāng
niôo,量,50,niô͘
niōo,量,50,niō͘
lî,釐,50,lî
it,釔,50,it
to,釖,50,to
tsiau,釗,50,chiau
tan,釘,50,tan
hú,釜,50,hú
tsam,針,50,cham
tsim,針,50,chim
tsip,釞,50,chip
tiàu,釣,50,tiàu
sam,釤,50,sam
sàm,釤,50,sàm
khòo,釦,50,khò͘
khóo,釦,50,khó͘
tshuan,釧,50,chhoan
tshuàn,釧,50,chhoàn
huân,釩,50,hoân
hua,釫,50,hoa
huâ,釫,50,hôa
hān,釬,50,hān
kong,釭,50,kong
tē,釱,50,tē
i̍k,釴,50,e̍k
the,釵,50,the
thue,釵,50,thoe
tshai,釵,50,chhai
iâ,釾,50,iâ
kun,釿,50,kun
pa,鈀,50,pa
hong,鈁,50,hong
kian,鈃,50,kian
thió,鈄,50,thió
thóo,鈄,50,thó͘
gua̍t,鈅,50,goa̍t
iân,鈆,50,iân
hu,鈇,50,hu
la̍p,鈉,50,la̍p
sim,鈊,50,sim
tshìm,鈊,50,chhìm
ngôo,鈋,50,ngô͘
tun,鈍,50,tun
tùn,鈍,50,tùn
koo,鈎,50,ko͘
khiâm,鈐,50,khiâm
khip,鈒,50,khip
sap,鈒,50,sap
tshau,鈔,50,chhau
tshà,鈔,50,chhà
uínn,鈗,50,úiⁿ
ńg,鈗,50,ńg
pî,鈚,50,pî
hîng,鈜,50,hêng
kin,鈞,50,kin
kun,鈞,50,kun
bián,鈣,50,bián
thài,鈦,50,thài
lik,鈪,50,lek
sū,鈶,50,sū
pua̍h,鈸,50,poa̍h
pua̍t,鈸,50,poa̍t
phi,鈹,50,phi
gio̍k,鈺,50,gio̍k
tiân,鈿,50,tiân
tiān,鈿,50,tiān
kap,鉀,50,kap
thiat,鉄,50,thiat
kū,鉅,50,kū
khiâm,鉆,50,khiâm
tiam,鉆,50,tiam
tô,鉈,50,tô
hiân,鉉,50,hiân
tsiau,鉊,50,chiau
phāu,鉋,50,phāu
pâu,鉋,50,pâu
san,鉎,50,san
sing,鉎,50,seng
thû,鉏,50,thû
tsoo,鉏,50,cho͘
tsóo,鉏,50,chó͘
po̍k,鉑,50,po̍k
tsù,鉒,50,chù
khiâm,鉗,50,khiâm
kóng,鉚,50,kóng
ua̍t,鉞,50,oa̍t
kiap,鉣,50,kiap
kio,鉤,50,kio
koo,鉤,50,ko͘
tsing,鉦,50,cheng
bóng,鉧,50,bóng
hîng,鉶,50,hêng
kau,鉸,50,kau
píng,鉼,50,péng
gîrn,銀,50,gîrn
kun,銁,50,kun
tshiòng,銃,50,chhiòng
tông,銅,50,tông
luī,銇,50,lūi
tsūn,銌,50,chūn
tsik,銍,50,chek
tsit,銍,50,chit
khiong,銎,50,khiong
sián,銑,50,sián
suān,銓,50,soān
tshuan,銓,50,chhoan
thiat,銕,50,thiat
sû,銖,50,sû
tsu,銖,50,chu
hiō,銗,50,hiō
hōo,銗,50,hō͘
bîng,銘,50,bêng
khuá,銙,50,khóa
tiāu,銚,50,tiāu
siam,銛,50,siam
thiám,銛,50,thiám
hâm,銜,50,hâm
kun,銞,50,kun
i,銥,50,i
an,銨,50,an
iú,銪,50,iú
huānn,銲,50,hōaⁿ
hān,銲,50,hān
juē,銳,50,jōe
luē,銳,50,lōe
kiû,銶,50,kiû
siù,銹,50,siù
tsho,銼,50,chho
tshò,銼,50,chhò
lú,鋁,50,lú
lī,鋁,50,lī
līr,鋁,50,līr
lū,鋁,50,lū
muî,鋂,50,mûi
lông,鋃,50,lông
kiám,鋄,50,kiám
tsú,鋅,50,chú
ûn,鋆,50,ûn
puè,鋇,50,pòe
ak,鋈,50,ak
ok,鋈,50,ok
sok,鋉,50,sok
io̍k,鋊,50,io̍k
thíng,鋌,50,théng
pu̍t,鋍,50,pu̍t
kiap,鋏,50,kiap
hîng,鋐,50,hêng
hông,鋐,50,hông
tshuan,鋑,50,chhoan
tsùn,鋑,50,chùn
tsì,鋕,50,chì
ngôo,鋘,50,ngô͘
gú,鋙,50,gú
tshuàn,鋛,50,chhoàn
luat,鋝,50,loat
tshím,鋟,50,chhím
sīn,鋠,50,sīn
iâ,鋣,50,iâ
thî,鋤,50,thî
thû,鋤,50,thû
tîr,鋤,50,tîr
tû,鋤,50,tû
kiok,鋦,50,kiok
hiān,鋧,50,hiān
bông,鋩,50,bông
sîng,鋮,50,sêng
khò,鋯,50,khò
kìr,鋸,50,kìr
kong,鋼,50,kong
kòng,鋼,50,kòng
tô,鋾,50,tô
kó,錁,50,kó
lio̍k,錄,50,lio̍k
li̍k,錄,50,le̍k
kuán,錈,50,koán
pîng,錋,50,pêng
tsui,錐,50,chui
o,錒,50,o
thap,錔,50,thap
hûn,錕,50,hûn
khun,錕,50,khun
suî,錘,50,sûi
tsu,錙,50,chu
tshānn,錚,50,chhāⁿ
tsing,錚,50,cheng
phun,錛,50,phun
liap,錜,50,liap
tsòng,錝,50,chòng
tsông,錝,50,chông
sûn,錞,50,sûn
tuī,錞,50,tūi
tiānn,錠,50,tiāⁿ
tīng,錠,50,tēng
gî,錡,50,gî
kî,錡,50,kî
í,錡,50,í
tsiân,錢,50,chiân
tuat,錣,50,toat
ki,錤,50,ki
kî,錤,50,kî
io̍k,錥,50,io̍k
kím,錦,50,kím
kuán,錧,50,koán
biâu,錨,50,biâu
bâ,錨,50,bâ
tshiang,錩,50,chhiang
tshiong,錩,50,chhiong
sik,錫,50,sek
tiau,錭,50,tiau
to,錭,50,to
tô,錭,50,tô
kòo,錮,50,kò͘
tshok,錯,50,chhok
tshòo,錯,50,chhò͘
piáu,錶,50,piáu
hiam,鍁,50,hiam
kai,鍇,50,kai
ing,鍈,50,eng
sî,鍉,50,sî
tê,鍉,50,tê
er,鍋,50,er
tōo,鍍,50,tō͘
uí,鍏,50,úi
uî,鍏,50,ûi
go̍k,鍔,50,go̍k
tsa̍h,鍘,50,cha̍h
tsa̍t,鍘,50,cha̍t
thuàn,鍛,50,thoàn
tuàn,鍛,50,toàn
gû,鍝,50,gû
hông,鍠,50,hông
ue,鍡,50,oe
tshap,鍤,50,chhap
khiat,鍥,50,khiat
hong,鍧,50,hong
bôo,鍪,50,bô͘
mâu,鍪,50,mâu
tshiau,鍫,50,chhiau
tshiâu,鍫,50,chhiâu
tshiau,鍬,50,chhiau
tshiâu,鍬,50,chhiâu
hôo,鍭,50,hô͘
thoo,鍮,50,tho͘
huân,鍰,50,hoân
tia̍p,鍱,50,tia̍p
kiān,鍵,50,kiān
suan,鍹,50,soan
tsiam,鍼,50,chiam
tsim,鍼,50,chim
tsiong,鍾,50,chiong
bí,鎂,50,bí
pông,鎊,50,pông
hat,鎋,50,hat
liâm,鎌,50,liâm
sik,鎍,50,sek
liû,鎏,50,liû
lōo,鎒,50,lō͘
iâng,鎔,50,iâng
iông,鎔,50,iông
iônn,鎔,50,iôⁿ
iûnn,鎔,50,iûⁿ
sóo,鎖,50,só͘
sór,鎖,50,sór
tshó,鎖,50,chhó
tshiong,鎗,50,chhiong
li̍k,鎘,50,le̍k
sok,鎙,50,sok
thuî,鎚,50,thûi
tsui,鎚,50,chui
phok,鎛,50,phok
pi,鎞,50,pi
pî,鎞,50,pî
kong,鎠,50,kong
tsu,鎡,50,chu
îng,鎣,50,êng
hong,鎤,50,hong
hóng,鎤,50,hóng
liû,鎦,50,liû
khái,鎧,50,khái
sún,鎨,50,sún
sat,鎩,50,sat
so,鎪,50,so
soo,鎪,50,so͘
hō,鎬,50,hō
kó,鎬,50,kó
ik,鎰,50,ek
gia̍t,鎳,50,gia̍t
ka,鎵,50,ka
tshó,鎻,50,chhó
tso̍k,鏃,50,cho̍k
suân,鏇,50,soân
suān,鏇,50,soān
liân,鏈,50,liân
gō,鏊,50,gō
ngōo,鏊,50,ngō͘
bo̍k,鏌,50,bo̍k
liû,鏐,50,liû
tik,鏑,50,tek
lo̍k,鏕,50,lo̍k
phiau,鏖,50,phiau
khian,鏗,50,khian
tshiang,鏘,50,chhiang
tshiong,鏘,50,chhiong
tshik,鏚,50,chhek
thong,鏜,50,thong
tông,鏜,50,tông
buán,鏝,50,boán
iông,鏞,50,iông
sán,鏟,50,sán
kìng,鏡,50,kèng
phiau,鏢,50,phiau
piau,鏢,50,piau
lô,鏤,50,lô
lôo,鏤,50,lô͘
tshiong,鏦,50,chhiong
tshong,鏦,50,chhong
tsǎm,鏨,50,chǎm
lōo,鏴,50,lō͘
hua,鏵,50,hoa
po̍k,鏷,50,po̍k
kióng,鏹,50,kióng
phuat,鏺,50,phoat
siù,鏽,50,siù
sàn,鏾,50,sàn
kuī,鐀,50,kūi
lâu,鐃,50,lâu
nâ,鐃,50,nâ
hîng,鐄,50,hêng
hông,鐄,50,hông
suī,鐆,50,sūi
huan,鐇,50,hoan
kiâu,鐈,50,kiâu
thóng,鐋,50,thóng
kuat,鐍,50,koat
tsiau,鐎,50,chiau
tsun,鐏,50,chun
liâu,鐐,50,liâu
tun,鐓,50,tun
sîm,鐔,50,sîm
tshiám,鐕,50,chhiám
tshâm,鐕,50,chhâm
ki,鐖,50,ki
tsiong,鐘,50,chiong
ting,鐙,50,teng
tìng,鐙,50,tèng
kán,鐧,50,kán
suī,鐩,50,sūi
liâm,鐮,50,liâm
sò,鐰,50,sò
khiām,鐱,50,khiām
tshiam,鐱,50,chhiam
sio̍k,鐲,50,sio̍k
to̍k,鐲,50,to̍k
lui,鐳,50,lui
luî,鐳,50,lûi
thiat,鐵,50,thiat
huân,鐶,50,hoân
to̍k,鐸,50,to̍k
thong,鐺,50,thong
tong,鐺,50,tong
kù,鐻,50,kù
ì,鐿,50,ì
ài,鑀,50,ài
tsù,鑄,50,chù
hōo,鑊,50,hō͘
lîng,鑏,50,lêng
jû,鑐,50,jû
su,鑐,50,su
kàm,鑒,50,kàm
tsit,鑕,50,chit
kóng,鑛,50,kóng
lia̍p,鑞,50,lia̍p
lik,鑠,50,lek
liok,鑠,50,liok
siok,鑠,50,siok
lerē,鑢,50,lēre
luē,鑢,50,lōe
luě,鑢,50,lǒe
lē,鑢,50,lē
lū,鑢,50,lū
phiau,鑣,50,phiau
lôo,鑪,50,lô͘
him,鑫,50,him
lān,鑭,50,lān
phok,鑮,50,phok
po̍k,鑮,50,po̍k
tsiam,鑯,50,chiam
ia̍k,鑰,50,ia̍k
io̍h,鑰,50,io̍h
io̍k,鑰,50,io̍k
tshâm,鑱,50,chhâm
siong,鑲,50,siong
hê,鑴,50,hê
tshuan,鑴,50,chhoan
kuàn,鑵,50,koàn
liap,鑷,50,liap
lôo,鑼,50,lô͘
tsuàn,鑽,50,choàn
tsuìnn,鑽,50,chùiⁿ
luân,鑾,50,loân
tsho̍k,鑿,50,chho̍k
khok,钁,50,khok
tiáng,長,50,tiáng
tiâng,長,50,tiâng
tiónn,長,50,tióⁿ
tshiâng,長,50,chhiâng
liáu,镽,50,liáu
liâu,镽,50,liâu
muî,門,50,mûi
suan,閂,50,soan
giâm,閆,50,giâm
iâm,閆,50,iâm
hān,閈,50,hān
khong,閌,50,khong
khòng,閌,50,khòng
hông,閎,50,hông
hân,閑,50,hân
âinn,閒,50,âiⁿ
kainn,間,50,kaiⁿ
bín,閔,50,bín
gâ,閕,50,gâ
tsa̍p,閘,50,cha̍p
phing,閛,50,pheng
khó,閜,50,khó
pì,閟,50,pì
gāi,閡,50,gāi
hāi,閡,50,hāi
khai,閡,50,khai
khái,閡,50,khái
kuan,関,50,koan
kok,閣,50,kok
ha̍p,閤,50,ha̍p
khap,閤,50,khap
hua̍t,閥,50,hoa̍t
tshiok,閦,50,chhiok
hāng,閧,50,hāng
ke,閨,50,ke
kui,閨,50,kui
bân,閩,50,bân
lông,閬,50,lông
lōng,閬,50,lōng
lî,閭,50,lî
lû,閭,50,lû
kiok,閰,50,kiok
ia̍t,閱,50,ia̍t
ua̍t,閱,50,oa̍t
tshiong,閶,50,chhiong
bûn,閺,50,bûn
būn,閺,50,būn
iâm,閻,50,iâm
at,閼,50,at
hun,閽,50,hun
hi̍k,閾,50,he̍k
bûn,閿,50,bûn
būn,閿,50,būn
hāng,闀,50,hāng
phàn,闆,50,phàn
pán,闆,50,pán
am,闇,50,am
àm,闇,50,àm
ám,闇,50,ám
uî,闈,50,ûi
ian,闉,50,ian
in,闉,50,in
khuat,闊,50,khoat
khuat,闋,50,khoat
lân,闌,50,lân
siâ,闍,50,siâ
too,闍,50,to͘
thiân,闐,50,thiân
giat,闑,50,giat
gia̍t,闑,50,gia̍t
thap,闒,50,thap
khai,闓,50,khai
khái,闓,50,khái
ha̍p,闔,50,ha̍p
khap,闔,50,khap
kha̍h,闔,50,kha̍h
khuat,闕,50,khoat
tshuàng,闖,50,chhoàng
kuan,闗,50,koan
kui,闚,50,kui
hám,闞,50,hám
khàm,闞,50,khàm
hip,闟,50,hip
khip,闟,50,khip
huē,闠,50,hōe
tshián,闡,50,chhián
pi̍k,闢,50,pe̍k
pi̍t,闢,50,pi̍t
tòng,闣,50,tòng
huân,闤,50,hoân
that,闥,50,that
hū,阜,50,hū
hū,阝,50,hū
lik,阞,50,lek
tshian,阡,50,chhian
tshí,阤,50,chhí
tóo,阧,50,tó͘
ik,阨,50,ek
lik,阨,50,lek
ài,阨,50,ài
huán,阪,50,hoán
pán,阪,50,pán
khing,阬,50,kheng
ún,阭,50,ún
gúan,阮,50,goán
uán,阮,50,oán
uínn,阮,50,úiⁿ
ńg,阮,50,ńg
tsí,阯,50,chí
tsīng,阱,50,chēng
iông,阳,50,iông
im,阴,50,im
khù,阹,50,khù
tsòo,阼,50,chò͘
tiàm,阽,50,tiàm
o,阿,50,o
tô,陀,50,tô
tôo,陀,50,tô͘
tô,陁,50,tô
phi,陂,50,phi
hū,附,50,hū
tó,陊,50,tó
liō,陋,50,liō
lōo,陋,50,lō͘
bi̍k,陌,50,be̍k
jî,陑,50,jî
jîng,陑,50,jêng
kai,陔,50,kai
tshiáu,陗,50,chhiáu
hîng,陘,50,hêng
king,陘,50,keng
kìng,陘,50,kèng
pè,陛,50,pè
pē,陛,50,pē
hia̍p,陝,50,hia̍p
siám,陝,50,siám
sing,陞,50,seng
thik,陟,50,thek
tóo,陡,50,tó͘
iān,院,50,iān
tîr,除,50,tîr
tsoo,陬,50,cho͘
khî,陭,50,khî
iam,陰,50,iam
suî,陲,50,sûi
pî,陴,50,pî
lîng,陵,50,lêng
tô,陶,50,tô
tôo,陶,50,tô͘
la̍k,陸,50,la̍k
lo̍k,陸,50,lo̍k
ian,陻,50,ian
in,陻,50,in
tsú,陼,50,chú
iâng,陽,50,iâng
iônn,陽,50,iôⁿ
jî,陾,50,jî
jîng,陾,50,jêng
iam,隂,50,iam
jî,隃,50,jî
jû,隃,50,jû
lû,隃,50,lû
thê,隄,50,thê
gû,隅,50,gû
ue,隈,50,oe
giat,隉,50,giat
suî,隋,50,sûi
tō,隋,50,tō
im,隌,50,im
ám,隌,50,ám
khiám,隒,50,khiám
kik,隔,50,kek
uân,隕,50,oân
ún,隕,50,ún
oo,隖,50,o͘
óo,隖,50,ó͘
guí,隗,50,gúi
uî,隗,50,ûi
khik,隙,50,khek
tsiàng,障,50,chiàng
tuê,隤,50,tôe
tìng,隥,50,tèng
suī,隧,50,sūi
hiok,隩,50,hiok
jîng,隭,50,jêng
tse,隮,50,che
tsè,隮,50,chè
sip,隰,50,sip
liông,隴,50,liông
lóng,隴,50,lóng
īnn,隶,50,īⁿ
lē,隷,50,lē
lē,隸,50,lē
tsui,隹,50,chui
ho̍k,隺,50,ho̍k
tsik,隻,50,chek
tsún,隼,50,chún
lân,难,50,lân
lān,难,50,lān
tshik,雀,50,chhek
gān,雁,50,gān
kòo,雇,50,kò͘
thī,雉,50,thī
tī,雉,50,tī
kòo,雊,50,kò͘
tshuan,雋,50,chhoan
tsuān,雋,50,choān
tsùn,雋,50,chùn
tshu,雌,50,chhu
iong,雍,50,iong
tshu,雎,50,chhu
tsi,雎,50,chi
tsu,雎,50,chu
lo̍k,雒,50,lo̍k
siû,雔,50,siû
hān,雗,50,hān
ok,雘,50,ok
sang,雙,50,sang
song,雙,50,song
kuàn,雚,50,koàn
tshi,雛,50,chhi
tshu,雛,50,chhu
iong,雝,50,iong
kere,雞,50,kere
hǒo,雨,50,hǒ͘
í,雨,50,í
î,雩,50,î
û,雩,50,û
serh,雪,50,serh
bûn,雯,50,bûn
hun,雰,50,hun
hong,雱,50,hong
phong,雱,50,phong
în,雲,50,în
ûn,雲,50,ûn
kam,雸,50,kam
pa̍k,雹,50,pa̍k
phau,雹,50,phau
pha̍uh,雹,50,phau̍h
phàu,雹,50,phàu
bo̍k,霂,50,bo̍k
sio,霄,50,sio
siàu,霄,50,siàu
ap,霅,50,ap
io̍k,霅,50,io̍k
sap,霅,50,sap
tîng,霆,50,têng
phài,霈,50,phài
muî,霉,50,mûi
tshe,霋,50,chhe
hok,霍,50,hok
sap,霎,50,sap
tiap,霎,50,tiap
hui,霏,50,hui
tiam,霑,50,tiam
gê,霓,50,gê
lîm,霖,50,lîm
ing,霙,50,eng
lîng,霛,50,lêng
lîng,霝,50,lêng
hâ,霞,50,hâ
hê,霞,50,hê
bi̍k,霡,50,be̍k
bi̍k,霢,50,be̍k
liù,霤,50,liù
pin,霦,50,pin
bǔ,霧,50,bǔ
uì,霨,50,ùi
khok,霩,50,khok
kok,霩,50,kok
îm,霪,50,îm
sip,霫,50,sip
si̍p,霫,50,si̍p
tìng,霯,50,tèng
sàn,霰,50,sàn
lo̍k,露,50,lo̍k
tship,霵,50,chhip
phik,霹,50,phek
hì,霼,50,hì
hí,霼,50,hí
tsè,霽,50,chè
bâi,霾,50,bâi
li̍k,靂,50,le̍k
ái,靄,50,ái
tāi,靆,50,tāi
ái,靉,50,ái
pìng,靐,50,pèng
tshing,靑,50,chheng
tshing,靘,50,chheng
tshìng,靘,50,chhèng
tsīng,靚,50,chēng
tiān,靛,50,tiān
tiānn,靛,50,tiāⁿ
tāinn,靛,50,tāiⁿ
tīng,靛,50,tēng
tsīnn,靜,50,chīⁿ
khòo,靠,50,khò͘
khòr,靠,50,khòr
bí,靡,50,bí
bǐn,面,50,bǐn
biān,靣,50,biān
thián,靦,50,thián
huè,靧,50,hòe
iap,靨,50,iap
iám,靨,50,iám
ting,靪,50,teng
tsha,靫,50,chha
tik,靮,50,tek
khùn,靳,50,khùn
kìn,靳,50,kìn
hia,靴,50,hia
pà,靶,50,pà
pé,靶,50,pé
ín,靷,50,ín
kip,靸,50,kip
bua̍t,靺,50,boa̍t
tat,靼,50,tat
thán,靼,50,thán
puàn,靽,50,poàn
iàu,靿,50,iàu
áu,靿,50,áu
hông,鞃,50,hông
phok,鞄,50,phok
pâu,鞄,50,pâu
iàng,鞅,50,iàng
iáng,鞅,50,iáng
iòng,鞅,50,iòng
ióng,鞅,50,ióng
in,鞇,50,in
khap,鞈,50,khap
kiap,鞈,50,kiap
erê,鞋,50,êre
hâi,鞋,50,hâi
an,鞍,50,an
khōng,鞏,50,khōng
kióng,鞏,50,kióng
buán,鞔,50,boán
buân,鞔,50,boân
kīng,鞕,50,kēng
siàu,鞘,50,siàu
siò,鞘,50,siò
siù,鞘,50,siù
hiân,鞙,50,hiân
kuan,鞙,50,koan
khòng,鞚,50,khòng
ta̍p,鞜,50,ta̍p
tsióng,鞝,50,chióng
píng,鞞,50,péng
kok,鞟,50,kok
kiok,鞠,50,kiok
jiú,鞣,50,jiú
jiû,鞣,50,jiû
pang,鞤,50,pang
ap,鞥,50,ap
hat,鞨,50,hat
kiok,鞫,50,kiok
kian,鞬,50,kian
kiān,鞬,50,kiān
mi,鞭,50,mi
pian,鞭,50,pian
tê,鞮,50,tê
thap,鞳,50,thap
phuân,鞶,50,phoân
puân,鞶,50,poân
ūn,鞸,50,ūn
kok,鞹,50,kok
khiau,鞽,50,khiau
kiâu,鞽,50,kiâu
hia,鞾,50,hia
ki,鞿,50,ki
kiong,韁,50,kiong
tshiàm,韂,50,chhiàm
that,韃,50,that
bia̍t,韈,50,bia̍t
tsian,韉,50,chian
uí,韋,50,úi
uî,韋,50,ûi
gīm,韌,50,gīm
jīm,韌,50,jīm
jūn,韌,50,jūn
līm,韌,50,līm
lūn,韌,50,lūn
lǔn,韌,50,lǔn
muī,韎,50,mūi
kiap,韐,50,kiap
hân,韓,50,hân
tiòng,韔,50,tiòng
tiōng,韔,50,tiōng
ūn,韗,50,ūn
siat,韘,50,siat
uí,韙,50,úi
pāi,韛,50,pāi
tho,韜,50,tho
koo,韝,50,ko͘
un,韞,50,un
ùn,韞,50,ùn
uí,韡,50,úi
to̍k,韣,50,to̍k
kiú,韭,50,kiú
kiú,韮,50,kiú
hāi,韰,50,hāi
siam,韱,50,siam
ūn,韵,50,ūn
siau,韶,50,siau
siâu,韶,50,siâu
hong,韸,50,hong
hong,韼,50,hong
ia̍p,頁,50,ia̍p
khing,頃,50,kheng
khíng,頃,50,khéng
kiû,頄,50,kiû
kuî,頄,50,kûi
uân,頄,50,oân
han,頇,50,han
hân,頇,50,hân
si,須,50,si
su,須,50,su
tsik,頉,50,chek
hiok,頊,50,hiok
siōng,頌,50,siōng
khuí,頍,50,khúi
khún,頎,50,khún
kî,頎,50,kî
hông,頏,50,hông
khòng,頏,50,khòng
īr,預,50,īr
ǐr,預,50,ǐr
guân,頑,50,goân
tuìnn,頓,50,tùiⁿ
tìm,頕,50,tìm
phuàn,頖,50,phoàn
phó,頗,50,phó
phóo,頗,50,phó͘
hat,頜,50,hat
khap,頜,50,khap
at,頞,50,at
gi̍k,頟,50,ge̍k
